C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:18:42

dec< 0&rah >=14.0&rah< 14.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5673

 #  |                                                                 identifier                                                                 |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
5174|TYC 9005-3769-1                                                                                                                             |Star                                  |14 01 56.4919525728 -60 39 35.079879852|311.4658673380108 +01.0385095481822|  -2.378 -0.336   |10.82    |~              |    ~     ~    |    1| 1533.272   pc  | -36.6744    +36.6744    |paral   |2020yCat.1350....0G
5175|TYC 9005-3821-1                                                                                                                             |Star                                  |14 04 15.2708620800 -60 11 41.799483708|311.8677043636351 +01.4073952716714|-24.514 -19.846   |10.59    |~              |    ~     ~    |    1|  309.626   pc  |  -1.5914     +1.5914    |paral   |2020yCat.1350....0G
5176|TYC 9005-3856-1                                                                                                                             |Star                                  |14 04 12.0684666336 -60 13 29.933269032|311.8529811817956 +01.3803853755292| -14.857 -2.970   |10.85    |~              |    ~     ~    |    1|  396.747   pc  |  -2.3296     +2.3296    |paral   |2020yCat.1350....0G
5177|TYC 9005-3873-1                                                                                                                             |Star                                  |14 02 25.5235715976 -60 34 56.989305192|311.5439031620089 +01.0968303053089|    9.260 0.852   |10.02    |~              |    ~     ~    |    1|  683.153   pc  |  -6.8138     +6.8138    |paral   |2020yCat.1350....0G
5178|TYC 9005-3878-1                                                                                                                             |Star                                  |14 02 59.3099988264 -60 14 28.837749516|311.7037483730224 +01.4061501615003|-17.318 -14.631   |10.81    |~              |    ~     ~    |    1|  574.812   pc  |  -4.5927     +4.5927    |paral   |2020yCat.1350....0G
5179|TYC 9005-3898-1                                                                                                                             |Star                                  |14 01 03.8789023320 -60 19 21.203557284|311.4521745904150 +01.3922995600893| -11.251 -3.188   |10.99    |~              |    ~     ~    |    1|  889.759   pc  |  -8.7875     +8.7875    |paral   |2020yCat.1350....0G
5180|TYC 9005-3909-1                                                                                                                             |Star                                  |14 04 46.5016338408 -60 33 44.223757380|311.8269481621644 +01.0366998669827|    5.941 3.482   |10.77    |~              |    ~     ~    |    1|  351.395   pc  |  -2.7659     +2.7659    |paral   |2020yCat.1350....0G
5181|HD 122467                                                                                                                                   |Star                                  |14 04 01.2609550536 -60 34 42.843345636|311.7334419931196 +01.0468667702614|  -8.245 -4.305   |10.29    |B9             |    ~     ~    |    1|  654.965   pc  |  -6.5205     +6.5205    |paral   |2020yCat.1350....0G
5182|TYC 9005-3947-1                                                                                                                             |Star                                  |14 00 23.4605524728 -61 44 28.684300920|310.9974860293564 +00.0459021857857|  -6.822 23.425   |10.54    |~              |    ~     ~    |    1|  106.883   pc  |  -0.1679     +0.1679    |paral   |2020yCat.1350....0G
5183|TYC 9009-299-1                                                                                                                              |Star                                  |14 14 31.4068133400 -62 50 27.279409920|312.2511036954369 -01.4822140342338|-19.041 -12.174   |10.73    |~              |    ~     ~    |    1|  734.268   pc  |  -7.6020     +7.6020    |paral   |2020yCat.1350....0G
5184|TYC 9009-336-1                                                                                                                              |Star                                  |14 10 32.5437202488 -61 59 21.087580236|312.0753777155042 -00.5298972700182|  -3.358 -4.442   |10.77    |~              |    ~     ~    |    1| 1031.353   pc  | -15.5299    +15.5299    |paral   |2020yCat.1350....0G
5185|TYC 9009-342-1                                                                                                                              |Star                                  |14 11 13.7961542544 -62 01 30.873252144|312.1413781291118 -00.5886569400555|   2.106 -4.505   |10.49    |~              |    ~     ~    |    1|  740.905   pc  |  -7.5205     +7.5205    |paral   |2020yCat.1350....0G
5186|TYC 9009-485-1                                                                                                                              |Star                                  |14 12 45.9542918952 -62 41 06.067940172|312.1087604908580 -01.2712848715316|  15.649 -9.384   |10.89    |~              |    ~     ~    |    1|  777.242   pc  |  -8.5783     +8.5783    |paral   |2020yCat.1350....0G
5187|TYC 9009-688-1                                                                                                                              |Star                                  |14 14 11.8734931176 -62 51 44.595905436|312.2090762827399 -01.4908929946446|  -7.286 -1.317   |10.97    |~              |    ~     ~    |    1| 1803.427   pc  | -66.9984    +66.9984    |paral   |2020yCat.1350....0G
5188|TYC 9009-834-1                                                                                                                              |Star                                  |14 11 27.1075101432 -62 50 19.437419544|311.9184254252115 -01.3714290765075|  -4.122 -0.930   |10.18    |~              |    ~     ~    |    1| 1836.210   pc  | -73.8395    +73.8395    |paral   |2020yCat.1350....0G
5189|TYC 9009-870-1                                                                                                                              |Star                                  |14 14 27.1102914168 -62 22 39.150268644|312.3895490541745 -01.0399232814016|  -0.402 -5.222   |10.78    |~              |    ~     ~    |    1| 1095.050   pc  | -25.5416    +25.5416    |paral   |2020yCat.1350....0G
5190|TYC 9009-1258-1                                                                                                                             |Star                                  |14 00 50.0718594816 -61 58 25.370830632|310.9864321317417 -00.1920656106724|   -3.836 4.731   |10.22    |~              |    ~     ~    |    1|  895.095   pc  | -11.4571    +11.4571    |paral   |2020yCat.1350....0G
5191|TYC 9009-1262-1                                                                                                                             |Star                                  |14 08 21.3427071960 -62 20 32.182158660|311.7267197449109 -00.7911827325065|  -5.672 -4.508   |10.39    |~              |    ~     ~    |    1| 1238.543   pc  | -25.6176    +25.6176    |paral   |2020yCat.1350....0G
5192|GSC 09009-01287                                                                                                                             |Double or Multiple Star               |14 07 30.8048629704 -63 04 15.543940224|311.4217833811984 -01.4600573787833|  -5.374 -2.867   |10.638   |~              |    ~     ~    |    1| 2562.13    pc  |-236.979    +236.979     |paral   |2018yCat.1345....0G
5193|TYC 9009-1312-1                                                                                                                             |Star                                  |14 01 19.7357901216 -61 54 26.775134352|311.0601224890650 -00.1436653692214|   5.512 10.139   |10.92    |~              |    ~     ~    |    1|  216.596   pc  |  -0.6615     +0.6615    |paral   |2020yCat.1350....0G
5194|TYC 9009-1375-1                                                                                                                             |High Proper Motion Star               |14 11 00.7943214408 -62 03 37.600552476|312.1064994544780 -00.6144993218525|-90.631 -30.380   |10.82    |~              |    ~     ~    |    1|  164.585   pc  |  -0.4632     +0.4632    |paral   |2020yCat.1350....0G
5195|TYC 9009-1498-1                                                                                                                             |Star                                  |14 08 11.3919466848 -61 57 29.604605796|311.8206672823745 -00.4182968331952|  -8.821 -4.988   |10.81    |~              |    ~     ~    |    1| 1117.693   pc  | -16.6149    +16.6149    |paral   |2020yCat.1350....0G
5196|GSC 09009-01500                                                                                                                             |Double or Multiple Star               |14 00 49.6684366176 -62 58 22.867108608|310.7204482047127 -01.1553278431734|  -4.998 -3.344   |10.756   |~              |    ~     ~    |    1| 1205.255   pc  | -38.4949    +38.4949    |paral   |2020yCat.1350....0G
5197|TYC 9009-1622-1                                                                                                                             |High Proper Motion Star               |14 00 38.1902734368 -62 25 46.771136364|310.8433272314981 -00.6255867302689|-41.454 -41.052   |10.97    |~              |    ~     ~    |    1|  559.816   pc  |  -3.9174     +3.9174    |paral   |2020yCat.1350....0G
5198|TYC 9009-1703-1                                                                                                                             |Star                                  |14 03 28.8298397040 -62 29 55.275502164|311.1412089592942 -00.7807807409751|  -7.129 -1.791   |10.72    |~              |    ~     ~    |    1| 1346.076   pc  | -24.4609    +24.4609    |paral   |2020yCat.1350....0G
5199|TYC 9009-1727-1                                                                                                                             |Star                                  |14 05 28.5463769592 -62 42 39.040823592|311.3024721225801 -01.0485300364072| -16.066 -5.053   |10.43    |~              |    ~     ~    |    1| 1464.343   pc  | -57.4673    +57.4673    |paral   |2020yCat.1350....0G
5200|TYC 9009-1736-1                                                                                                                             |Spectroscopic Binary                  |14 05 31.6919998656 -62 12 00.573222888|311.4526526233512 -00.5603837915068|  -7.339 -5.362   |10.34    |~              |    ~     ~    |    1| 1469.508   pc  | -53.3385    +53.3385    |paral   |2020yCat.1350....0G
5201|TYC 9009-1850-1                                                                                                                             |Star                                  |14 01 29.0877024480 -62 17 08.557469016|310.9764984263131 -00.5130298992031|  -8.844 -5.181   |10.84    |~              |    ~     ~    |    1| 1591.090   pc  |-107.5916   +107.5916    |paral   |2020yCat.1350....0G
5202|TYC 9009-1958-1                                                                                                                             |Star                                  |14 07 52.4605879248 -62 21 51.727985424|311.6668533548974 -00.7959936893315|  -8.403 -4.339   |10.98    |~              |    ~     ~    |    1|  997.506   pc  | -13.7313    +13.7313    |paral   |2020yCat.1350....0G
5203|TYC 9009-1985-1                                                                                                                             |Star                                  |14 00 11.5491980160 -62 31 46.825124052|310.7674596512079 -00.7085244161633|  -5.292 -1.148   |10.95    |~              |    ~     ~    |    1| 1479.728   pc  | -38.5369    +38.5369    |paral   |2020yCat.1350....0G
5204|TYC 9009-2144-1                                                                                                                             |Star                                  |14 02 50.1477488688 -62 09 53.831236392|311.1606771932137 -00.4393120480448|  -5.844 -2.047   |10.54    |~              |    ~     ~    |    1| 1917.546   pc  | -52.9485    +52.9485    |paral   |2020yCat.1350....0G
5205|TYC 9009-2233-1                                                                                                                             |Star                                  |14 01 59.4893899152 -62 31 55.662095208|310.9667835910888 -00.7661495125245|  -8.356 -5.123   |10.86    |~              |    ~     ~    |    1|  825.423   pc  | -13.9671    +13.9671    |paral   |2020yCat.1350....0G
5206|TYC 9009-2474-1                                                                                                                             |Star                                  |14 03 10.7071567296 -62 56 59.507591316|310.9839901143733 -01.2050997088542|  -6.829 -1.283   |10.70    |~              |    ~     ~    |    1|  666.267   pc  | -10.2100    +10.2100    |paral   |2020yCat.1350....0G
5207|TYC 9009-2643-1                                                                                                                             |Star                                  |14 02 28.6383150024 -62 20 06.518625972|311.0742025491031 -00.5917228120833|   0.277 -2.512   |10.96    |~              |    ~     ~    |    1| 1417.033   pc  | -25.0998    +25.0998    |paral   |2020yCat.1350....0G
5208|TYC 9009-2669-1                                                                                                                             |Star                                  |14 01 38.5843380504 -62 21 29.818164492|310.9747485530755 -00.5878731931739| -10.579 -2.150   |10.64    |~              |    ~     ~    |    1|  827.746   pc  |  -9.8664     +9.8664    |paral   |2020yCat.1350....0G
5209|TYC 9009-2830-1                                                                                                                             |Star                                  |14 04 16.294 -63 18 20.88              |311.004418 -01.581306              |     -11.6 -2.3   |10.70    |~              |    ~     ~    |    0|                |                         |        |                   
5210|TYC 9009-2917-1                                                                                                                             |Star                                  |14 02 21.3363416664 -62 49 29.023392036|310.9278892678902 -01.0591481164298|  -2.430 -1.734   |10.62    |~              |    ~     ~    |    1| 1086.130   pc  | -14.0382    +14.0382    |paral   |2020yCat.1350....0G
5211|TYC 9009-2966-1                                                                                                                             |Star                                  |14 08 39.9886775136 -63 06 28.727877744|311.5357833710017 -01.5335664474636|  -7.045 -5.716   |10.81    |~              |    ~     ~    |    1|  809.127   pc  |  -8.9037     +8.9037    |paral   |2020yCat.1350....0G
5212|HD 123150                                                                                                                                   |Star                                  |14 08 03.8903617728 -62 20 37.855373424|311.6939788834127 -00.7828127589630|  -1.835 -2.633   |10.20    |B8Ib/II        |    ~     ~    |    1| 1158.480   pc  | -23.3521    +23.3521    |paral   |2020yCat.1350....0G
5213|TYC 9009-3555-1                                                                                                                             |Spectroscopic Binary                  |14 09 10.4635193808 -62 37 09.446811780|311.7354633451348 -01.0837664298825|  -4.115 -2.297   |10.95    |~              |    ~     ~    |    1| 1168.224   pc  | -48.7215    +48.7215    |paral   |2020yCat.1350....0G
5214|TYC 9009-3673-1                                                                                                                             |Star                                  |14 09 58.1417414232 -62 10 27.404973696|311.9558065071358 -00.6863141475146|  -4.246 -2.988   |10.33    |~              |    ~     ~    |    1| 1155.402   pc  | -23.3617    +23.3617    |paral   |2020yCat.1350....0G
5215|TYC 9009-3743-1                                                                                                                             |Star                                  |14 08 02.3071394328 -62 53 10.148043012|311.5326680606004 -01.3005867533265| -15.917 -5.436   |10.66    |~              |    ~     ~    |    1| 1539.172   pc  | -35.2988    +35.2988    |paral   |2020yCat.1350....0G
5216|TYC 9009-3781-1                                                                                                                             |Star                                  |14 06 18.8317474128 -63 39 32.975033148|311.1235331728294 -01.9846050690794| -10.236 -2.194   |10.71    |~              |    ~     ~    |    1|  997.208   pc  | -15.3141    +15.3141    |paral   |2020yCat.1350....0G
5217|TYC 9009-4022-1                                                                                                                             |Star                                  |14 14 08.4550588056 -63 33 20.238737616|311.9848459031329 -02.1469316354635|  -6.471 -0.549   |10.76    |~              |    ~     ~    |    0|                |                         |        |                   
5218|TYC 9009-4154-1                                                                                                                             |Star                                  |14 13 49.0752761400 -63 34 12.226106244|311.9461520897816 -02.1493589470175|  -7.996 -3.852   |10.60    |~              |    ~     ~    |    1|  824.198   pc  | -12.4312    +12.4312    |paral   |2020yCat.1350....0G
5219|TYC 9009-4192-1                                                                                                                             |Star                                  |14 07 15.8157290424 -63 39 12.512349468|311.2261422940969 -02.0094570129348|  -5.308 -3.520   |10.81    |~              |    ~     ~    |    1| 1315.963   pc  | -22.8592    +22.8592    |paral   |2020yCat.1350....0G
5220|TYC 9009-4193-1                                                                                                                             |Star                                  |14 00 57.8646715776 -62 42 04.554890100|310.8076867083973 -00.8974812448943|-17.404 -18.459   |10.39    |~              |    ~     ~    |    1|  277.146   pc  |  -1.2904     +1.2904    |paral   |2020yCat.1350....0G
5221|TYC 9013-274-1                                                                                                                              |Star                                  |14 11 41.7153206232 -65 20 10.019090184|311.1807161674910 -03.7577621285215|  -8.368 -3.989   |10.75    |~              |    ~     ~    |    1| 1163.603   pc  | -18.6848    +18.6848    |paral   |2020yCat.1350....0G
5222|TYC 9013-286-1                                                                                                                              |Star                                  |14 03 55.7573972352 -65 17 41.313044148|310.4157225049226 -03.4817474619824|  -1.728 -6.286   |10.82    |~              |    ~     ~    |    1| 1177.440   pc  | -20.5182    +20.5182    |paral   |2020yCat.1350....0G
5223|TYC 9013-321-1                                                                                                                              |Star                                  |14 14 34.6466450952 -64 13 38.767653336|311.8184261517191 -02.7996152916541|-17.430 -11.283   |10.22    |~              |    ~     ~    |    1|  695.652   pc  |  -7.8881     +7.8881    |paral   |2020yCat.1350....0G
5224|TYC 9013-334-1                                                                                                                              |Star                                  |14 10 56.5638296160 -65 20 21.935961024|311.1047749693908 -03.7370027405506|  -4.932 10.083   |10.98    |~              |    ~     ~    |    1|  615.233   pc  |  -5.4127     +5.4127    |paral   |2020yCat.1350....0G
5225|TYC 9013-363-1                                                                                                                              |Star                                  |14 07 38.4216161736 -64 42 09.378405936|310.9608061945390 -03.0253751471226| -21.899 -6.501   |10.84    |~              |    ~     ~    |    1|  853.097   pc  |  -8.3694     +8.3694    |paral   |2020yCat.1350....0G
5226|TYC 9013-493-1                                                                                                                              |Star                                  |14 07 06.5731214304 -64 20 43.142481960|311.0098080993399 -02.6668821714992|-21.424 -20.211   |10.52    |~              |    ~     ~    |    1|  207.172   pc  |  -0.6138     +0.6138    |paral   |2020yCat.1350....0G
5227|TYC 9013-575-1                                                                                                                              |Star                                  |14 01 35.8243153368 -64 47 43.538902404|310.3152230658827 -02.9341890296548|  -5.173 -4.190   |10.43    |~              |    ~     ~    |    1|  747.775   pc  |  -6.7100     +6.7100    |paral   |2020yCat.1350....0G
5228|TYC 9013-587-1                                                                                                                              |Double or Multiple Star               |14 10 57.557880 -64 40 22.03032        |311.308904381 -03.102264663        |      -4.6 -4.6   |10.903   |~              |    ~     ~    |    0|                |                         |        |                   
5229|TYC 9013-592-1                                                                                                                              |Star                                  |14 06 45.1460940240 -65 18 32.684169168|310.6951032637743 -03.5787675094182| -15.903 -6.663   |10.15    |~              |    ~     ~    |    1|  870.474   pc  |  -8.8654     +8.8654    |paral   |2020yCat.1350....0G
5230|TYC 9013-830-1                                                                                                                              |Star                                  |14 00 58.2718376448 -64 08 32.008388604|310.4249773949883 -02.2867321682186|    2.497 8.115   |10.91    |~              |    ~     ~    |    1|  965.437   pc  | -11.7441    +11.7441    |paral   |2020yCat.1350....0G
5231|TYC 9013-970-1                                                                                                                              |Star                                  |14 06 37.7857025496 -64 52 00.276532068|310.8101024135107 -03.1513937293069|  -5.730 -3.729   |10.12    |~              |    ~     ~    |    1|  514.880   pc  |  -4.1621     +4.1621    |paral   |2020yCat.1350....0G
5232|CPD-63 3147B                                                                                                                                |Star                                  |14 09 36.7888603296 -64 02 43.391782896|311.3586272888597 -02.4601052271837|-18.889 -12.035   |10.86    |~              |    ~     ~    |    1|  639.550   pc  |  -4.9083     +4.9083    |paral   |2020yCat.1350....0G
5233|TYC 9013-1225-1                                                                                                                             |Star                                  |14 00 12.5352103752 -64 56 54.514542840|310.1322051511726 -03.0425229809143| -13.036 -7.169   |10.87    |~              |    ~     ~    |    1| 1165.230   pc  | -15.7500    +15.7500    |paral   |2020yCat.1350....0G
5234|TYC 9013-1357-1                                                                                                                             |Star                                  |14 11 13.1807504088 -63 50 14.541399060|311.5896791461844 -02.3148270634658|-22.423 -15.576   |10.70    |~              |    ~     ~    |    1|  434.764   pc  |  -2.5140     +2.5140    |paral   |2020yCat.1350....0G
5235|TYC 9013-1515-1                                                                                                                             |Star                                  |14 09 23.4865938600 -65 12 42.143794452|310.9881822338698 -03.5664596276445|  -0.502 -0.374   |10.97    |~              |    ~     ~    |    1| 1660.578   pc  | -35.2962    +35.2962    |paral   |2020yCat.1350....0G
5236|TYC 9017-99-1                                                                                                                               |Star                                  |14 12 24.6976224120 -67 22 07.897012680|310.6216382784950 -05.7139810165435|  -3.557 -6.036   |10.823   |~              |    ~     ~    |    1| 1056.770   pc  | -69.7500    +69.7500    |ST-L    |2020AJ....160...83S
5237|TYC 9017-169-1                                                                                                                              |High Proper Motion Star               |14 05 15.6402007656 -67 25 49.678078008|309.9439498798649 -05.5692452702085|-52.145 -15.170   |10.48    |~              |    ~     ~    |    1|  203.828   pc  |  -0.6357     +0.6357    |paral   |2020yCat.1350....0G
5238|TYC 9017-177-1                                                                                                                              |Star                                  |14 12 38.5696086360 -67 25 11.343884736|310.6269959911464 -05.7693151195196|  -19.968 4.325   |10.963   |~              |    ~     ~    |    1|  350.074   pc  |  -6.2110     +6.2110    |ST-L    |2020AJ....160...83S
5239|TYC 9017-183-1                                                                                                                              |Spectroscopic Binary                  |14 08 54.8991504720 -67 21 07.016011956|310.3045517196590 -05.5958951367504|  -4.054 -1.252   |10.92    |~              |    ~     ~    |    1| 1514.693   pc  | -48.4096    +48.4096    |paral   |2020yCat.1350....0G
5240|TYC 9017-315-1                                                                                                                              |Star                                  |14 02 20.3623084512 -67 18 56.940744276|309.7047581058830 -05.3810991207887|-37.313 -12.021   |10.66    |~              |    ~     ~    |    1|  300.273   pc  |  -1.5779     +1.5779    |paral   |2020yCat.1350....0G
5241|TYC 9017-467-1                                                                                                                              |Star                                  |14 07 24.4253621424 -66 48 37.515754764|310.3233328470816 -05.0351357282768| -11.248 -4.430   |10.734   |~              |    ~     ~    |    1| 1383.320   pc  |-104.4000   +104.4000    |ST-L    |2020AJ....160...83S
5242|TYC 9017-524-1                                                                                                                              |Star                                  |14 08 58.7887701360 -65 44 15.088504956|310.7908820045834 -04.0559020584946|  -4.188 -5.601   |10.97    |~              |    ~     ~    |    1|  781.616   pc  |  -7.1478     +7.1478    |paral   |2020yCat.1350....0G
5243|TYC 9017-758-1                                                                                                                              |Star                                  |14 11 54.4253611560 -65 46 47.484209388|311.0653100975172 -04.1868670245917|  -8.730 -5.544   |10.53    |~              |    ~     ~    |    1|  730.300   pc  |  -5.8667     +5.8667    |paral   |2020yCat.1350....0G
5244|TYC 9017-825-1                                                                                                                              |Star                                  |14 01 59.3509629912 -66 10 50.990658816|309.9803775601757 -04.2792995813928|-17.989 -10.644   |10.78    |~              |    ~     ~    |    1|  700.574   pc  |  -7.1167     +7.1167    |paral   |2020yCat.1350....0G
5245|TYC 9017-915-1                                                                                                                              |Star                                  |14 03 32.2597522776 -66 15 17.517308760|310.1106820305466 -04.3931822094168|  -2.234 -4.951   |10.91    |~              |    ~     ~    |    1|  881.368   pc  | -10.1762    +10.1762    |paral   |2020yCat.1350....0G
5246|TYC 9017-932-1                                                                                                                              |Star                                  |14 13 27.1321379208 -66 33 33.969984048|310.9717908256867 -04.9764270833875|  -4.424 -1.950   |10.88    |~              |    ~     ~    |    1|  854.044   pc  | -10.4303    +10.4303    |paral   |2020yCat.1350....0G
5247|HD 123451                                                                                                                                   |Star                                  |14 10 21.4451136072 -66 17 09.649652352|310.7605336284244 -04.6211689801007|  -9.537 -8.089   |10.87    |A0V            |    ~     ~    |    1|  772.499   pc  | -12.3528    +12.3528    |paral   |2020yCat.1350....0G
5248|TYC 9017-1208-1                                                                                                                             |Star                                  |14 07 21.8833754616 -66 18 55.930526784|310.4635973400820 -04.5603807263855|  -7.277 -3.795   |10.83    |~              |    ~     ~    |    1| 1303.951   pc  | -24.4841    +24.4841    |paral   |2020yCat.1350....0G
5249|TYC 9017-1329-1                                                                                                                             |Star                                  |14 06 23.6235367128 -66 27 26.405039484|310.3291350592539 -04.6680778986443|  33.207 -7.596   |10.41    |~              |    ~     ~    |    1|  142.637   pc  |  -1.5056     +1.5056    |paral   |2020yCat.1350....0G
5250|TYC 9017-1447-1                                                                                                                             |Star                                  |14 01 50.5438639296 -65 46 47.291394072|310.0745444505963 -03.8891408527112| -11.794 -6.540   |10.91    |~              |    ~     ~    |    1| 1828.154   pc  | -50.8006    +50.8006    |paral   |2020yCat.1350....0G
5251|TYC 9017-1496-1                                                                                                                             |Star                                  |14 11 39.9640308600 -65 53 54.032477316|311.0053540758103 -04.2920906318296|  -5.556 -1.011   |10.70    |~              |    ~     ~    |    1| 1629.461   pc  | -38.4996    +38.4996    |paral   |2020yCat.1350....0G
5252|HD 124498A                                                                                                                                  |Double or Multiple Star               |14 14 21.3743952720 -15 21 22.064130648|330.7483432811644 +42.9924433679875|-124.496 -168.123 |10.50    |~              |    ~     ~    |    1|   28.988   pc  |  -0.3276     +0.3276    |paral   |2020yCat.1350....0G
5253|HD 123702A                                                                                                                                  |Star                                  |14 10 03.3490274664 -36 59 38.209900956|319.9350975453061 +23.2683903658459| 18.409 -16.130   |8.077    |A7III          |    ~     ~    |    1|  107.491   pc  |  -0.2808     +0.2808    |paral   |2020yCat.1350....0G
5254|HD 123960                                                                                                                                   |Star                                  |14 12 47.7349861200 -61 18 18.403232096|312.5389312342069 +00.0398740276767|  -5.401 -5.430   |9.75     |ApSi           |    ~     ~    |    1|  552.151   pc  |  -5.0303     +5.0303    |paral   |2020yCat.1350....0G
5255|GSC 09017-00891                                                                                                                             |Double or Multiple Star               |14 13 49.2097391544 -66 47 05.655194952|310.9355216412941 -05.2019435698750|  -8.078 -0.598   |10.76    |~              |    ~     ~    |    1| 1052.950   pc  | -61.4000    +61.4000    |ST-L    |2020AJ....160...83S
5256|UCAC2 764121                                                                                                                                |Star                                  |14 06 31.2934767264 -75 04 04.641235752|307.8117686724704 -12.9121806442474|  -8.937 -8.855   |10.778   |~              |    ~     ~    |    1| 1212.580   pc  | -78.9900    +78.9900    |ST-L    |2020AJ....160...83S
5257|UCAC2 29654560                                                                                                                              |Star                                  |14 09 18.5131873224 -06 14 29.602930992|335.2288131895299 +51.6798707302777|   6.914 -4.156   |10.934   |~              |    ~     ~    |    1|  813.073   pc  | -38.9200    +38.9200    |ST-L    |2020AJ....160...83S
5258|UCAC2 21552009                                                                                                                              |High Proper Motion Star               |14 10 15.2398125648 -25 24 20.675266200|324.5222814014545 +34.1401149769608| -74.749 -4.585   |10.91    |~              |    ~     ~    |    1|  123.690   pc  |  -0.8424     +0.8424    |ST-L    |2020AJ....160...83S
5259|UCAC3 32-68781                                                                                                                              |Star                                  |14 10 40.3202769240 -74 16 25.339799532|308.3248749912393 -12.2374721718486|  11.031 -0.981   |10.976   |~              |    ~     ~    |    1| 1196.680   pc  | -80.1800    +80.1800    |ST-L    |2020AJ....160...83S
5260|UCAC3 98-146560                                                                                                                             |High Proper Motion Star               |14 04 19.0864546512 -41 28 25.782280608|317.3089126210443 +19.3543710522180|-29.184 -61.002   |10.035   |~              |    ~     ~    |    1|   99.962   pc  |  -1.1130     +1.1130    |ST-L    |2020AJ....160...83S
5261|UCAC3 95-155217                                                                                                                             |High Proper Motion Star               |14 07 40.7237656296 -42 39 17.369998056|317.5625880700011 +18.0405973487680|-10.039 -10.687   |10.490   |~              |    ~     ~    |    1| 2610.050   pc  |-542.8000   +542.8000    |ST-L    |2020AJ....160...83S
5262|UCAC3 127-162658                                                                                                                            |Star                                  |14 00 34.9392432576 -26 53 43.333501020|321.4562815553921 +33.4769550275449|-31.902 -17.847   |9.927    |~              |    ~     ~    |    1|  202.308   pc  |  -2.7130     +2.7130    |ST-L    |2020AJ....160...83S
5263|HD 122613A                                                                                                                                  |Star                                  |14 04 02.000 -44 36 52.06              |316.293459 +16.365658              |    -13.1 -13.8   |8.55     |~              |    ~     ~    |    0|                |                         |        |                   
5264|HD 122613B                                                                                                                                  |Star                                  |14 04 02.000 -44 36 52.80              |316.293398 +16.365462              |    -13.1 -13.8   |8.62     |~              |    ~     ~    |    0|                |                         |        |                   
5265|UCAC4 220-079561                                                                                                                            |Star                                  |14 09 36.7237781592 -46 10 58.410279984|316.7779171188315 +14.5765903983189|-31.104 -23.090   |10.783   |~              |    ~     ~    |    1|  451.415   pc  | -13.1800    +13.1800    |ST-L    |2020AJ....160...83S
5266|UCAC4 222-078050                                                                                                                            |Star                                  |14 11 26.3734446744 -45 45 41.351298120|317.2255571498130 +14.8782112418622|  -3.728 -2.910   |10.566   |~              |    ~     ~    |    1| 1467.050   pc  |-259.6000   +259.6000    |ST-L    |2020AJ....160...83S
5267|UCAC4 208-081775                                                                                                                            |Double or Multiple Star               |14 04 57.550608 -48 31 15.66300        |315.288152928 +12.578924110        |     -23.1 -5.5   |10.917   |~              |    ~     ~    |    1|  435.790   pc  | -13.4800    +13.4800    |ST-L    |2020AJ....160...83S
5268|CD-53 5474                                                                                                                                  |Double or Multiple Star               |14 11 51.066576 -54 18 21.56832        |314.582131288 +06.736743026        |       -5.9 2.3   |10.293   |~              |    ~     ~    |    0|                |                         |        |                   
5269|TYC 8665-140-1                                                                                                                              |Star                                  |14 06 53.0453275392 -53 06 51.362701848|314.2346731380923 +08.0937682916174| -16.201 -8.581   |10.81    |~              |    ~     ~    |    1|  664.715   pc  | -24.3100    +24.3100    |ST-L    |2020AJ....160...83S
5270|HD 122647                                                                                                                                   |Star                                  |14 04 37.7496886824 -53 09 28.341151236|313.8947537413478 +08.1488632835702|  -1.522 -4.933   |10.07    |A1V            |    ~     ~    |    1|  469.616   pc  |  -5.9325     +5.9325    |paral   |2020yCat.1350....0G
5271|TYC 8665-376-1                                                                                                                              |Star                                  |14 04 21.7418897856 -52 45 46.223662284|313.9683487427645 +08.5392000920016|  -9.441 -3.744   |10.950   |~              |    ~     ~    |    1| 1044.560   pc  | -86.6200    +86.6200    |ST-L    |2020AJ....160...83S
5272|TYC 8665-185-1                                                                                                                              |Star                                  |14 07 34.6053755520 -52 31 04.643902164|314.5118967933958 +08.6335023004495| -13.456 -4.300   |10.947   |~              |    ~     ~    |    1|  923.103   pc  | -57.1100    +57.1100    |ST-L    |2020AJ....160...83S
5273|CD-51 7932                                                                                                                                  |Star                                  |14 04 28.9105586616 -52 22 12.115690392|314.0980080056210 +08.9109566765428|  -7.989 -4.812   |10.91    |A              |    ~     ~    |    1|  778.028   pc  | -10.4722    +10.4722    |paral   |2020yCat.1350....0G
5274|CD-51 7906                                                                                                                                  |Star                                  |14 01 37.1243486784 -52 04 24.445754616|313.7545280247745 +09.3174143210230| -5.287 -14.957   |10.03    |F0             |    ~     ~    |    1|  225.713   pc  |  -1.1208     +1.1208    |paral   |2020yCat.1350....0G
