C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:40:16

dec >=0&rah >=16.75&rah< 17.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3749

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |      spec. type       |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2825|TYC 2582-1312-1                                                                                          |Star                                |16 47 24.1123320456 +30 06 52.777883268|051.1021306521989 +38.7110235761110| 13.265 -11.509   |10.92    |~                      |    ~     ~    |    1|  887.469   pc  |  -8.0335     +8.0335  |paral   |2020yCat.1350....0G
2826|TYC 2582-1328-1                                                                                          |Star                                |16 45 55.9911397440 +30 20 13.821305244|051.2969442765575 +39.0676299975652| -29.188 20.292   |10.56    |~                      |    ~     ~    |    1|  171.721   pc  |  -0.5485     +0.5485  |paral   |2020yCat.1350....0G
2827|TYC 2582-1751-1                                                                                          |Spectroscopic Binary                |16 45 39.4515565032 +31 52 19.563473424|053.2262091471702 +39.4243891213083|   1.888 -6.589   |9.83     |~                      |    ~     ~    |    1| 1238.850   pc  | -22.7143    +22.7143  |paral   |2020yCat.1350....0G
2828|TYC 2582-2238-1                                                                                          |Star                                |16 47 20.9498223216 +30 21 47.562621336|051.4107144424188 +38.7740970266719| 34.152 -26.542   |10.43    |~                      |    ~     ~    |    1|  218.632   pc  |  -0.6692     +0.6692  |paral   |2020yCat.1350....0G
2829|TYC 2582-2276-1                                                                                          |Star                                |16 46 18.6390654720 +31 00 50.556914100|052.1723126265901 +39.1242656567047| -7.343 -14.100   |10.95    |~                      |    ~     ~    |    1|  209.214   pc  |  -0.4596     +0.4596  |paral   |2020yCat.1350....0G
2830|TYC 2582-2699-1                                                                                          |High Proper Motion Star             |16 46 09.8608459728 +31 15 07.232736276|052.4654516783340 +39.2013929043998| -1.461 -59.887   |10.97    |~                      |    ~     ~    |    1|  237.293   pc  |  -0.6306     +0.6306  |paral   |2020yCat.1350....0G
2831|TYC 2582-2730-1                                                                                          |Star                                |16 47 27.7294044000 +31 15 32.291522928|052.5436722313744 +38.9306721462245| -8.748 -27.858   |10.71    |~                      |    ~     ~    |    1| 3341.129   pc  |-126.1435   +126.1435  |paral   |2020yCat.1350....0G
2832|TYC 2582-2911-1                                                                                          |Star                                |16 46 27.2557044744 +31 33 29.314716804|052.8684691494859 +39.1992914743536|   4.295 10.207   |10.83    |~                      |    ~     ~    |    1|  378.258   pc  |  -4.1064     +4.1064  |paral   |2020yCat.1350....0G
2833|TYC 2589-129-1                                                                                           |Star                                |16 52 25.0395163157 +31 43 41.334983648|053.3960295225639 +37.9870296866092|      6.5 -10.8   |10.79    |~                      |    ~     ~    |    0|                |                       |        |                   
2834|TYC 2589-178-1                                                                                           |Star                                |16 51 06.3282862464 +30 09 49.206294072|051.3807367481521 +37.9391489631452|   3.944 -0.148   |10.14    |~                      |    ~     ~    |    1|  698.422   pc  |  -5.0730     +5.0730  |paral   |2020yCat.1350....0G
2835|TYC 2589-190-1                                                                                           |Star                                |16 50 08.6854152576 +30 05 29.206245300|051.2343885857507 +38.1264490393638|  13.715 -5.286   |10.96    |~                      |    ~     ~    |    1|  334.672   pc  |  -1.3329     +1.3329  |paral   |2020yCat.1350....0G
2836|TYC 2589-278-1                                                                                           |High Proper Motion Star             |16 51 25.4533982832 +30 16 40.675835316|051.5410063890248 +37.8964962140998|  9.950 -53.268   |10.45    |~                      |    ~     ~    |    1|  252.251   pc  |  -0.8590     +0.8590  |paral   |2020yCat.1350....0G
2837|TYC 2589-314-1                                                                                           |Star                                |16 51 56.7770311200 +30 15 11.056936968|051.5409438685142 +37.7810543709946|  33.744 32.740   |10.78    |~                      |    ~     ~    |    1|   91.429   pc  |  -0.0844     +0.0844  |paral   |2020yCat.1350....0G
2838|TYC 2589-326-1                                                                                           |Star                                |16 51 24.4938108456 +30 01 30.859302360|051.2274850586982 +37.8452101377715|   -8.590 7.441   |9.88     |~                      |    ~     ~    |    1|  245.266   pc  |  -0.6918     +0.6918  |paral   |2020yCat.1350....0G
2839|TYC 2589-343-1                                                                                           |Star                                |16 50 47.8969007016 +31 15 54.972119592|052.7322039264474 +38.2331126994147|  -6.256 24.151   |10.67    |~                      |    ~     ~    |    1|  195.210   pc  |  -0.7126     +0.7126  |paral   |2020yCat.1350....0G
2840|TYC 2589-630-1                                                                                           |Star                                |16 50 17.6620083216 +30 01 57.872387604|051.1704121368250 +38.0821806950760|  -8.989 28.354   |10.95    |~                      |    ~     ~    |    1|  340.855   pc  |  -1.7311     +1.7311  |paral   |2020yCat.1350....0G
2841|TYC 2589-702-1                                                                                           |Star                                |16 50 27.5886296952 +31 18 32.870911968|052.7685022962269 +38.3127416132121|    1.144 1.515   |10.06    |~                      |    ~     ~    |    1|  317.834   pc  |  -6.6773     +6.6773  |paral   |2020yCat.1350....0G
2842|TYC 2589-733-1                                                                                           |Star                                |16 52 05.6467767744 +31 46 29.080786584|053.4368597969871 +38.0635656938842| 15.844 -39.758   |10.62    |~                      |    ~     ~    |    1|  282.845   pc  |  -0.9040     +0.9040  |paral   |2020yCat.1350....0G
2843|TYC 2589-960-1                                                                                           |Star                                |16 48 30.6264730104 +31 06 56.253865428|052.4200686062307 +38.6826119302708|  6.693 -14.366   |10.51    |~                      |    ~     ~    |    1|  423.567   pc  |  -3.5164     +3.5164  |paral   |2020yCat.1350....0G
2844|TYC 2589-1037-1                                                                                          |Star                                |16 52 21.3447861048 +30 38 31.626315924|052.0456650143449 +37.7779393350455|  -8.758 -5.177   |10.39    |~                      |    ~     ~    |    1|  825.559   pc  |  -6.8836     +6.8836  |paral   |2020yCat.1350....0G
2845|TYC 2589-1098-1                                                                                          |Star                                |16 51 52.1971417464 +31 40 25.154299632|053.2990373505345 +38.0904188195837| -6.290 -12.010   |9.93     |~                      |    ~     ~    |    1| 2008.839   pc  | -42.3721    +42.3721  |paral   |2020yCat.1350....0G
2846|TYC 2589-1113-1                                                                                          |Star                                |16 51 32.5981032120 +31 03 12.313485324|052.5095509113788 +38.0340847267562|   8.375 -5.503   |10.50    |~                      |    ~     ~    |    1| 1272.265   pc  | -16.3484    +16.3484  |paral   |2020yCat.1350....0G
2847|TYC 2593-1310-1                                                                                          |Star                                |16 48 29.2396880712 +32 07 00.173931564|053.6791120822507 +38.8798967030564| -15.006 -9.268   |10.42    |~                      |    ~     ~    |    1|  184.145   pc  |  -0.4442     +0.4442  |paral   |2020yCat.1350....0G
2848|TYC 2593-1313-1                                                                                          |Spectroscopic Binary                |16 48 28.3247503080 +32 26 16.403399520|054.0841191801033 +38.9419219974842|   -0.973 3.476   |10.91    |~                      |    ~     ~    |    1|  459.137   pc  |  -8.7906     +8.7906  |paral   |2020yCat.1350....0G
2849|TYC 2593-1601-1                                                                                          |Star                                |16 50 49.0989033096 +31 53 25.842512868|053.5143532141445 +38.3518756853891|  -14.158 8.310   |9.77     |~                      |    ~     ~    |    1|  187.470   pc  |  -0.4217     +0.4217  |paral   |2020yCat.1350....0G
2850|TYC 2593-1645-1                                                                                          |Star                                |16 51 37.9761247032 +32 26 51.436973112|054.2532197767206 +38.2881871450638| -9.605 -11.745   |10.56    |~                      |    ~     ~    |    1|  360.295   pc  |  -1.6876     +1.6876  |paral   |2020yCat.1350....0G
2851|TYC 2593-1682-1                                                                                          |Star                                |16 50 09.8551275096 +32 12 33.656019300|053.8804816741475 +38.5484706364838| -15.016 16.418   |10.61    |~                      |    ~     ~    |    1|  251.282   pc  |  -0.9345     +0.9345  |paral   |2020yCat.1350....0G
2852|BD+32 2806                                                                                               |Star                                |16 52 54.5065603320 +32 36 31.978381788|054.5185469746809 +38.0541423255084| -9.340 -13.118   |9.02     |K0                     |    ~     ~    |    1|  223.734   pc  |  -0.5907     +0.5907  |paral   |2020yCat.1350....0G
2853|IRAS 16507+3232                                                                                          |Star                                |16 52 35.3821736472 +32 27 26.530005276|054.3135012890694 +38.0917459195518|   -7.404 2.746   |9.56     |~                      |    ~     ~    |    1| 1270.810   pc  | -28.2617    +28.2617  |paral   |2020yCat.1350....0G
2854|BD+32 2804                                                                                               |Star                                |16 52 53.9386811160 +32 12 43.162752888|054.0233847679190 +37.9809924547774|  1.862 -23.621   |9.54     |K0                     |    ~     ~    |    1|  730.887   pc  |  -6.6240     +6.6240  |paral   |2020yCat.1350....0G
2855|BD+32 2805                                                                                               |Star                                |16 53 00.1969868592 +31 59 03.529141440|053.7455351400245 +37.9152797766658|-11.052 -21.752   |9.40     |G5                     |    ~     ~    |    1|  555.741   pc  |  -3.5518     +3.5518  |paral   |2020yCat.1350....0G
2856|* 53 Her                                                                                                 |High Proper Motion Star             |16 52 58.0577796120 +31 42 06.022816164|053.3925070944083 +37.8670720664821|-91.057 -17.686   |5.333    |F0V                    |    ~     ~    |    1|   29.761   pc  |  -0.0421     +0.0421  |paral   |2020yCat.1350....0G
2857|BD+31 2927                                                                                               |High Proper Motion Star             |16 53 51.5857541304 +31 09 34.176544740|052.7701593743026 +37.5707149112309| -44.205 48.930   |8.92     |F8                     |    ~     ~    |    1|   97.569   pc  |  -0.1266     +0.1266  |paral   |2020yCat.1350....0G
2858|HD 152794                                                                                                |Star                                |16 54 20.1237795936 +30 26 30.020277624|051.9138890136199 +37.3186471148300| 29.919 -16.959   |8.11     |F0IV                   |    ~     ~    |    1|  180.294   pc  |  -2.2949     +2.2949  |paral   |2020yCat.1350....0G
2859|BD+32 2813                                                                                               |Star                                |16 55 18.1561433544 +32 40 43.514658552|054.7255481898720 +37.5723238999746|  5.261 -20.504   |9.41     |K0                     |    ~     ~    |    1|   61.402   pc  |  -0.0430     +0.0430  |paral   |2020yCat.1350....0G
2860|BD+32 2814                                                                                               |Star                                |16 55 33.4012513440 +32 38 08.136003372|054.6849608589698 +37.5116013878188|  -17.510 0.318   |9.12     |K5                     |    ~     ~    |    1|  826.925   pc  |  -9.6416     +9.6416  |paral   |2020yCat.1350....0G
2861|BD+32 2829                                                                                               |Spectroscopic Binary                |16 59 47.8588933152 +32 44 24.099255132|055.0305201344134 +36.6565261508800| 42.708 -97.625   |9.53     |G0                     |    ~     ~    |    1|  106.615   pc  |  -1.0799     +1.0799  |paral   |2020yCat.1350....0G
2862|BD+32 2811                                                                                               |Star                                |16 54 57.0307365120 +32 12 35.093776680|054.1269057923932 +37.5548260148010| -9.204 -36.783   |10.46    |G0                     |    ~     ~    |    1|  199.788   pc  |  -0.5947     +0.5947  |paral   |2020yCat.1350....0G
2863|HD 153300                                                                                                |Star                                |16 57 12.6043438008 +32 14 00.954958020|054.2748467570615 +37.0910280171791| -1.832 -21.739   |7.50     |K0                     |    ~     ~    |    1|  214.528   pc  |  -0.7364     +0.7364  |paral   |2020yCat.1350....0G
2864|BD+32 2821                                                                                               |Star                                |16 57 36.4327300032 +32 17 08.496150504|054.3597611232914 +37.0191204081301|   7.124 -4.099   |10.98    |F0                     |    ~     ~    |    1|  601.214   pc  |  -4.8074     +4.8074  |paral   |2020yCat.1350....0G
2865|BD+32 2822                                                                                               |Star                                |16 57 41.4874063032 +32 15 40.679471412|054.3342716767918 +36.9968081795511|  8.560 -17.464   |10.76    |K0                     |    ~     ~    |    1|  536.021   pc  |  -3.4191     +3.4191  |paral   |2020yCat.1350....0G
2866|BD+32 2823                                                                                               |Star                                |16 57 57.2171401704 +32 13 22.647503280|054.3011306254244 +36.9348249596632| -20.934 -6.134   |9.27     |K0                     |    ~     ~    |    1|  443.774   pc  |  -2.6192     +2.6192  |paral   |2020yCat.1350....0G
2867|BD+32 2828                                                                                               |Star                                |16 59 47.2025651304 +32 34 57.708594264|054.8377619140713 +36.6275964156610|  -6.583 21.578   |9.80     |K0                     |    ~     ~    |    1| 2545.825   pc  | -79.0709    +79.0709  |paral   |2020yCat.1350....0G
2868|BD+32 2827                                                                                               |Star                                |16 59 23.4534964512 +32 27 08.827936920|054.6579132481850 +36.6833534273035|-13.897 -13.639   |9.87     |~                      |    ~     ~    |    1|  566.540   pc  |  -4.8466     +4.8466  |paral   |2020yCat.1350....0G
2869|BD+32 2817                                                                                               |Star                                |16 56 24.7989888960 +31 54 19.054490472|053.8289127205395 +37.1905839452738|  -10.062 4.075   |10.80    |G5                     |    ~     ~    |    1|  227.915   pc  |  -0.6233     +0.6233  |paral   |2020yCat.1350....0G
2870|BD+31 2930                                                                                               |Star                                |16 55 07.4193625248 +31 33 22.548948300|053.3293712904036 +37.3882483473521|  9.104 -18.564   |9.97     |K0                     |    ~     ~    |    1|  654.322   pc  |  -5.2233     +5.2233  |paral   |2020yCat.1350....0G
2871|HD 153145                                                                                                |Star                                |16 56 22.6381598352 +31 00 40.503951972|052.7303407287539 +37.0125955466170|-13.638 -11.738   |8.160    |A2                     |    ~     ~    |    1|  325.956   pc  |  -2.2418     +2.2418  |paral   |2020yCat.1350....0G
2872|BD+31 2933                                                                                               |Star                                |16 56 45.1965097056 +30 51 31.258134720|052.5654770791193 +36.9011436458916|  -3.778 26.346   |9.37     |F8                     |    ~     ~    |    1|  143.361   pc  |  -0.2631     +0.2631  |paral   |2020yCat.1350....0G
2873|BD+31 2935                                                                                               |Star                                |16 57 45.5337925656 +31 07 59.669478120|052.9582798371293 +36.7496115086014|  24.516 -4.666   |9.55     |K0                     |    ~     ~    |    1|  234.913   pc  |  -1.2085     +1.2085  |paral   |2020yCat.1350....0G
2874|BD+31 2937                                                                                               |Double or Multiple Star             |16 58 16.337 +31 07 09.17              |052.970555 +36.639290              |    -38.8 122.7   |9.81     |G0                     |    ~     ~    |    0|                |                       |        |                   
2875|BD+31 2938                                                                                               |Star                                |16 58 18.6809918712 +31 17 39.076168380|053.1858432387955 +36.6685301908202|  8.938 -36.064   |10.66    |G5                     |    ~     ~    |    1|  162.438   pc  |  -1.3035     +1.3035  |paral   |2020yCat.1350....0G
2876|BD+31 2939                                                                                               |Star                                |16 58 24.8249175264 +31 45 34.834072104|053.7592458551502 +36.7448980774632| -13.742 43.889   |10.02    |A5                     |    ~     ~    |    1|  268.687   pc  |  -0.9529     +0.9529  |paral   |2020yCat.1350....0G
2877|BD+31 2940                                                                                               |Star                                |16 58 32.1195767232 +31 00 33.838568388|052.8521243495474 +36.5605986517978|  3.480 -14.653   |9.91     |F8                     |    ~     ~    |    1|  307.286   pc  |  -1.0764     +1.0764  |paral   |2020yCat.1350....0G
2878|HD 153559                                                                                                |Star                                |16 58 58.3893590280 +31 28 11.820707328|053.4371774388996 +36.5677863834004|   12.851 2.862   |7.73     |F5                     |    ~     ~    |    1|   71.268   pc  |  -0.0889     +0.0889  |paral   |2020yCat.1350....0G
2879|BD+31 2944                                                                                               |Star                                |16 59 42.4818517704 +31 28 32.509696944|053.4855190764738 +36.4158823269762|   3.457 -5.535   |9.90     |M2                     |    ~     ~    |    1| 1030.609   pc  | -23.8985    +23.8985  |paral   |2020yCat.1350....0G
2880|BD+31 2945                                                                                               |Star                                |16 59 54.5732112024 +30 51 33.483339180|052.7501890254083 +36.2402254727184|   5.442 18.547   |9.85     |K0                     |    ~     ~    |    1|  182.093   pc  |  -0.3482     +0.3482  |paral   |2020yCat.1350....0G
2881|BD+30 2901                                                                                               |Pulsating Variable                  |16 54 49.2219971760 +30 24 03.400131672|051.8925389191263 +37.2077379080953| 14.566 -20.684   |9.90     |A5                     |    ~     ~    |    1|  275.429   pc  |  -4.3013     +4.3013  |paral   |2020yCat.1350....0G
2882|HD 152895                                                                                                |Star                                |16 54 57.7159275504 +30 42 21.751707024|052.2749030504830 +37.2440381034526|   8.995 19.799   |7.87     |K5                     |    ~     ~    |    1|  351.235   pc  |  -1.7024     +1.7024  |paral   |2020yCat.1350....0G
2883|BD+30 2908                                                                                               |Star                                |16 57 53.0384414544 +30 18 47.367785736|051.9682914714414 +36.5438027706387|   -8.288 2.030   |9.70     |K5                     |    ~     ~    |    1|  816.460   pc  |  -7.5327     +7.5327  |paral   |2020yCat.1350....0G
2884|HD 153452                                                                                                |Star                                |16 58 31.7819229408 +30 35 08.620469880|052.3374641409436 +36.4689125268166|  17.409 -4.500   |8.49     |G5                     |    ~     ~    |    1|  160.467   pc  |  -0.4352     +0.4352  |paral   |2020yCat.1350....0G
2885|BD+30 2913                                                                                               |Star                                |16 58 47.9204809632 +30 07 07.149110664|051.7883227505056 +36.3073474303890| -12.331 -9.725   |10.04    |F5                     |    ~     ~    |    1|  306.448   pc  |  -1.2396     +1.2396  |paral   |2020yCat.1350....0G
2886|StKM 1-1414                                                                                              |Double or Multiple Star             |16 56 31.9694733360 +31 51 54.192436092|053.7858930887720 +37.1576021641692| -36.739 -2.279   |10.822   |K5                     |    ~     ~    |    1|   75.049   pc  |  -1.1034     +1.1034  |paral   |2020yCat.1350....0G
2887|TYC 2070-713-1                                                                                           |Spectroscopic Binary                |16 52 37.9998750792 +29 53 37.216704804|051.1389331789509 +37.5574395063749|  2.611 -38.487   |10.47    |~                      |    ~     ~    |    1|  122.418   pc  |  -1.8808     +1.8808  |paral   |2020yCat.1350....0G
2888|TYC 2071-343-1                                                                                           |Star                                |16 54 34.9934782080 +29 55 25.103909856|051.2940722229515 +37.1521730160814| -2.035 -10.957   |10.97    |~                      |    ~     ~    |    1| 3146.633   pc  |-175.2530   +175.2530  |paral   |2020yCat.1350....0G
2889|TYC 2589-125-1                                                                                           |High Proper Motion Star             |16 54 18.3418926312 +31 31 19.484474880|053.2424785390659 +37.5519157575728| -48.002 44.859   |10.38    |~                      |    ~     ~    |    1|   87.100   pc  |  -0.5485     +0.5485  |paral   |2020yCat.1350....0G
2890|TYC 2589-212-1                                                                                           |Star                                |16 52 40.8495422712 +30 24 46.886457996|051.7815609173588 +37.6607165144151|  16.902 -3.194   |10.22    |~                      |    ~     ~    |    1|  223.339   pc  |  -0.5736     +0.5736  |paral   |2020yCat.1350....0G
2891|TYC 2589-570-1                                                                                           |High Proper Motion Star             |16 53 17.6868515040 +30 21 59.997361032|051.7604621721485 +37.5214351086832|-29.596 -64.640   |10.79    |~                      |    ~     ~    |    1|  239.412   pc  |  -0.6076     +0.6076  |paral   |2020yCat.1350....0G
2892|TYC 2589-682-1                                                                                           |Star                                |16 52 34.7044401096 +30 01 51.132767448|051.3044788367387 +37.5992973819007|   5.597 -1.430   |10.72    |~                      |    ~     ~    |    1|  292.697   pc  |  -1.2936     +1.2936  |paral   |2020yCat.1350....0G
2893|TYC 2589-691-1                                                                                           |Star                                |16 55 51.6556131984 +31 02 18.015014472|052.7340490835740 +37.1264511578295|   -6.518 1.164   |10.58    |~                      |    ~     ~    |    1|  911.245   pc  |  -9.9644     +9.9644  |paral   |2020yCat.1350....0G
2894|TYC 2589-723-1                                                                                           |Star                                |16 54 05.6653111512 +31 10 57.742849596|052.8119189610390 +37.5264180654829|  -0.468 -3.685   |10.55    |~                      |    ~     ~    |    1|  749.850   pc  |  -7.1409     +7.1409  |paral   |2020yCat.1350....0G
2895|TYC 2589-798-1                                                                                           |Star                                |16 52 49.5492875400 +30 55 24.533177088|052.4204287086998 +37.7383004390011| -7.974 -32.034   |10.58    |~                      |    ~     ~    |    1|  271.968   pc  |  -1.2278     +1.2278  |paral   |2020yCat.1350....0G
2896|TYC 2589-842-1                                                                                           |Star                                |16 53 22.8691148736 +31 00 00.550479348|052.5465475354331 +37.6378483104516|  3.015 -16.319   |10.77    |~                      |    ~     ~    |    1|  292.637   pc  |  -1.0533     +1.0533  |paral   |2020yCat.1350....0G
2897|TYC 2589-852-1                                                                                           |High Proper Motion Star             |16 53 02.6281461960 +31 07 10.825733820|052.6753627193892 +37.7333084985969| -71.231 12.963   |10.75    |~                      |    ~     ~    |    1|  204.136   pc  |  -0.4709     +0.4709  |paral   |2020yCat.1350....0G
2898|TYC 2589-984-1                                                                                           |High Proper Motion Star             |16 52 50.9232354384 +30 43 55.373408760|052.1851184988097 +37.6933384435256| -30.408 39.980   |10.59    |~                      |    ~     ~    |    1|  190.945   pc  |  -0.4448     +0.4448  |paral   |2020yCat.1350....0G
2899|TYC 2589-1063-1                                                                                          |Star                                |16 53 05.7591765072 +30 42 17.609203692|052.1657786469958 +37.6356559829944|  -0.250 -4.416   |9.93     |~                      |    ~     ~    |    1|  698.617   pc  |  -4.8807     +4.8807  |paral   |2020yCat.1350....0G
2900|TYC 2589-1079-1                                                                                          |Star                                |16 54 01.8487762800 +30 54 34.834745916|052.4717576654269 +37.4827006979735|   -6.459 6.623   |10.32    |~                      |    ~     ~    |    1|  516.422   pc  |  -9.7076     +9.7076  |paral   |2020yCat.1350....0G
2901|TYC 2589-1123-1                                                                                          |Spectroscopic Binary                |16 56 01.5641439936 +30 35 27.964835844|052.1962344846197 +36.9957260476244| -2.600 -16.206   |10.27    |~                      |    ~     ~    |    1|  300.300   pc  |  -1.3347     +1.3347  |paral   |2020yCat.1350....0G
2902|TYC 2590-45-1                                                                                            |Spectroscopic Binary                |16 59 19.8507956112 +31 45 18.370656612|053.8041825464947 +36.5532577712702|  -2.693 11.126   |10.51    |~                      |    ~     ~    |    1|  323.112   pc  | -10.7742    +10.7742  |paral   |2020yCat.1350....0G
2903|TYC 2590-132-1                                                                                           |Star                                |16 58 48.4144909896 +31 33 07.376428836|053.5278205649854 +36.6197422920924|  -12.911 3.948   |10.59    |~                      |    ~     ~    |    1|  836.820   pc  |  -7.8430     +7.8430  |paral   |2020yCat.1350....0G
2904|TYC 2590-192-1                                                                                           |Star                                |16 58 19.7482062912 +30 43 35.375211804|052.4964211396190 +36.5420577999778|   2.985 -8.999   |10.84    |~                      |    ~     ~    |    1|  172.515   pc  |  -8.6903     +8.6903  |paral   |2020yCat.1350....0G
2905|TYC 2590-243-1                                                                                           |Star                                |16 57 15.8222293032 +31 50 31.821628560|053.7973691714671 +37.0009899634611|-19.832 -21.020   |10.12    |~                      |    ~     ~    |    1|  480.815   pc  | -10.0334    +10.0334  |paral   |2020yCat.1350....0G
2906|TYC 2590-387-1                                                                                           |Star                                |16 59 20.0158631808 +30 46 36.695119692|052.6165734182279 +36.3426422572272|  3.970 -10.420   |9.98     |~                      |    ~     ~    |    1|  757.346   pc  |  -6.4240     +6.4240  |paral   |2020yCat.1350....0G
2907|TYC 2590-1043-1                                                                                          |Star                                |16 58 58.6091534688 +31 22 35.208304932|053.3236297114808 +36.5471817676919|   9.926 -0.176   |10.07    |~                      |    ~     ~    |    1|  773.455   pc  |  -8.3753     +8.3753  |paral   |2020yCat.1350....0G
2908|TYC 2590-1077-1                                                                                          |Star                                |16 57 34.5854902248 +30 08 50.836313220|051.7486872537185 +36.5712623273759| -12.319 13.845   |10.49    |~                      |    ~     ~    |    1|  258.264   pc  |  -0.7604     +0.7604  |paral   |2020yCat.1350....0G
2909|TYC 2590-1105-1                                                                                          |Star                                |16 57 33.7024080528 +31 26 23.402022684|053.3213628733089 +36.8556994069332| -24.538 -7.107   |10.81    |~                      |    ~     ~    |    1|  282.821   pc  |  -0.8799     +0.8799  |paral   |2020yCat.1350....0G
2910|TYC 2590-1178-1                                                                                          |Star                                |16 59 03.8587776144 +30 03 19.540119960|051.7282613242170 +36.2369592577213| -23.038 19.896   |10.66    |~                      |    ~     ~    |    1|  299.634   pc  |  -1.0325     +1.0325  |paral   |2020yCat.1350....0G
2911|TYC 2590-1354-1                                                                                          |Star                                |16 58 09.5159607216 +30 03 49.191446628|051.6826660623741 +36.4296374126454|  0.397 -17.006   |10.56    |~                      |    ~     ~    |    1| 1273.074   pc  | -20.0969    +20.0969  |paral   |2020yCat.1350....0G
2912|TYC 2593-1189-1                                                                                          |Star                                |16 56 21.8803018632 +32 35 08.294798940|054.6643762082182 +37.3350228024601|   4.437 -7.959   |10.52    |~                      |    ~     ~    |    1|  403.877   pc  |  -3.0666     +3.0666  |paral   |2020yCat.1350....0G
2913|TYC 2593-1345-1                                                                                          |Star                                |16 54 46.5531251424 +32 11 00.682893960|054.0853460997393 +37.5859307658025|-37.949 -23.701   |10.77    |~                      |    ~     ~    |    1|   95.171   pc  |  -0.1304     +0.1304  |paral   |2020yCat.1350....0G
2914|TYC 2593-1418-1                                                                                          |High Proper Motion Star             |16 54 18.8622742224 +32 07 59.393834724|053.9988870563693 +37.6718847503640|-25.361 -52.173   |10.37    |~                      |    ~     ~    |    1|  169.765   pc  |  -0.3285     +0.3285  |paral   |2020yCat.1350....0G
2915|TYC 2593-1561-1                                                                                          |Star                                |16 53 45.4686617976 +32 05 46.819655808|053.9241538599859 +37.7802854308024|  -5.594 -8.554   |10.73    |~                      |    ~     ~    |    1| 1020.512   pc  | -11.3518    +11.3518  |paral   |2020yCat.1350....0G
2916|TYC 2593-1579-1                                                                                          |Star                                |16 55 47.5012359144 +32 08 53.943322596|054.0951016638272 +37.3682331588206|   5.362 -5.095   |10.61    |~                      |    ~     ~    |    1|  596.161   pc  | -17.8770    +17.8770  |paral   |2020yCat.1350....0G
2917|TYC 2594-1597-1                                                                                          |Star                                |16 59 07.7346941880 +32 08 09.024552708|054.2573266753116 +36.6736646738739|  -11.226 9.991   |10.87    |~                      |    ~     ~    |    1|  347.005   pc  |  -1.3727     +1.3727  |paral   |2020yCat.1350....0G
2918|TYC 2594-1632-1                                                                                          |Star                                |16 58 33.1500104808 +32 10 43.343045076|054.2788253569609 +36.8018197662574| -15.582 -6.520   |10.55    |~                      |    ~     ~    |    1|  125.593   pc  |  -0.1798     +0.1798  |paral   |2020yCat.1350....0G
2919|TYC 2594-1681-1                                                                                          |Star                                |16 59 42.5667028368 +32 04 29.900034768|054.2144210203245 +36.5408773141978|  -2.446 -1.443   |10.59    |~                      |    ~     ~    |    1| 1591.343   pc  | -28.1093    +28.1093  |paral   |2020yCat.1350....0G
2920|TYC 2594-1752-1                                                                                          |Spectroscopic Binary                |16 59 54.5090997192 +32 01 17.261120424|054.1600704328793 +36.4885879323563| 15.535 -22.247   |10.67    |~                      |    ~     ~    |    1|  102.874   pc  |  -1.0678     +1.0678  |paral   |2020yCat.1350....0G
2921|BD+35 2879                                                                                               |Double or Multiple Star             |16 52 22.5095804136 +35 16 09.419142576|057.8381237128631 +38.6111639221531| -30.677 15.004   |10.18    |~                      |    ~     ~    |    1|  197.812   pc  |  -0.5556     +0.5556  |paral   |2020yCat.1350....0G
2922|BD+35 2869                                                                                               |Star                                |16 48 24.2717889792 +34 54 26.358239916|057.2226022266315 +39.3607442487082| -14.741 16.605   |10.00    |K0                     |    ~     ~    |    1|  659.065   pc  |  -5.2124     +5.2124  |paral   |2020yCat.1350....0G
2923|HD 151935                                                                                                |Star                                |16 49 04.2291110664 +34 57 22.675550184|057.3111484279286 +39.2329410690127|  -7.277 24.773   |6.906    |K0                     |    ~     ~    |    1|  246.354   pc  |  -0.9832     +0.9832  |paral   |2020yCat.1350....0G
2924|BD+34 2838                                                                                               |Star                                |16 46 06.7313592960 +34 21 39.090879540|056.4310014429903 +39.7460255092370| -32.806 23.773   |8.65     |K0                     |    ~     ~    |    1|  340.136   pc  |  -1.8858     +1.8858  |paral   |2020yCat.1350....0G
2925|BD+34 2841                                                                                               |Star                                |16 46 20.1200251824 +34 43 02.866623780|056.8985618148754 +39.7531899299121|  -0.017 -9.160   |9.75     |K0                     |    ~     ~    |    1|  615.347   pc  |  -3.7487     +3.7487  |paral   |2020yCat.1350....0G
2926|BD+34 2844                                                                                               |Star                                |16 47 40.6954588776 +34 13 34.614140988|056.3223760245342 +39.4058422429850|  5.903 -10.006   |8.44     |M0                     |    ~     ~    |    1|  577.534   pc  |  -7.5715     +7.5715  |paral   |2020yCat.1350....0G
