C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:44:19

dec< 0&rah >=17.0&rah< 17.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6815

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
5321|HD 153259                                                                                                |Star                                  |17 00 36.9760633344 -46 43 35.224040316|340.3482710327164 -02.7718615048441|  -1.353 -3.802    |10.06    |B9III/IV       |    ~     ~    |    1|  723.903   pc  |  -9.5375     +9.5375  |paral   |2020yCat.1350....0G
5322|HD 153340                                                                                                |Double or Multiple Star               |17 01 12.3160 -46 37 53.437            |340.4853962 -02.7933319            |      -1.3 -2.3    |9.95     |A1V            |    ~     ~    |    1|  506.504   pc  |-101.953    +101.953   |ST-L    |2017AJ....153...75K
5323|HD 153356                                                                                                |Star                                  |17 01 18.1515728640 -46 41 08.233244376|340.4528376727460 -02.8396881485410|   1.197 -5.054    |10.24    |A7III          |    ~     ~    |    1|  523.615   pc  | -46.8013    +46.8013  |paral   |2020yCat.1350....0G
5324|HD 329424                                                                                                |High Proper Motion Star               |17 01 42.6466834008 -46 40 57.410812668|340.4981500771110 -02.8931986277113|-7.816 -135.252    |10.45    |K0             |    ~     ~    |    1|  137.276   pc  |  -0.3015     +0.3015  |paral   |2020yCat.1350....0G
5325|HD 153551                                                                                                |Star                                  |17 02 31.3151512104 -46 29 24.047198880|340.7360743346280 -02.8858530500433|   2.768 -9.551    |8.53     |A2V            |    ~     ~    |    1|  251.143   pc  |  -1.5957     +1.5957  |paral   |2020yCat.1350....0G
5326|HD 153660                                                                                                |Star                                  |17 02 59.4088967664 -46 11 15.328213476|341.0254306046147 -02.7655760056983|  -2.997 -3.910    |7.75     |G8III          |    ~     ~    |    1|  436.148   pc  |  -3.5192     +3.5192  |paral   |2020yCat.1350....0G
5327|[SC96] Mis 273                                                                                           |Star                                  |17 06 00.0 -44 23 00                   |342.7831 -02.0936                  |            ~ ~    |7.34     |~              |    ~     ~    |    0|                |                       |        |                   
5328|HD 329377                                                                                                |Star                                  |17 01 23.0476086192 -45 30 12.667514040|341.3962703591971 -02.1261189196848|  -2.034 -7.854    |9.58     |M0             |    ~     ~    |    1|  825.627   pc  | -15.3374    +15.3374  |paral   |2020yCat.1350....0G
5329|HD 329450                                                                                                |Star                                  |17 05 18.0584096088 -44 38 54.267546480|342.4963752069545 -02.1541752907129|  -2.189 -7.018    |9.88     |K2             |    ~     ~    |    1| 1118.693   pc  | -23.5277    +23.5277  |paral   |2020yCat.1350....0G
5330|HD 329442                                                                                                |Star                                  |17 05 56.0491501824 -44 26 09.172031460|342.7340879434073 -02.1158687657890| -15.014 -5.417    |10.07    |K5             |    ~     ~    |    1|  616.219   pc  |  -5.9997     +5.9997  |paral   |2020yCat.1350....0G
5331|HD 154314                                                                                                |Be Star                               |17 06 54.7062736800 -44 44 01.245239268|342.6008147546179 -02.4340658947464|   0.769 -0.592    |10.11    |B9II/III       |    ~     ~    |    1| 1100.231   pc  | -35.2258    +35.2258  |paral   |2020yCat.1350....0G
5332|HD 329456                                                                                                |Star                                  |17 07 10.1590108872 -44 39 37.538278884|342.6869541547355 -02.4267232143606|   2.575 -4.926    |9.67     |K0             |    ~     ~    |    1|  574.614   pc  |  -3.9292     +3.9292  |paral   |2020yCat.1350....0G
5333|HD 154410                                                                                                |Star                                  |17 07 21.4561141008 -44 26 33.210357252|342.8815957991621 -02.3229363004348| -1.558 -10.190    |7.11     |A0V            |    ~     ~    |    1|  202.536   pc  | -10.8910    +10.8910  |paral   |2020yCat.1350....0G
5334|HD 154438                                                                                                |Star                                  |17 07 31.3693411200 -44 15 19.970168220|343.0491410785359 -02.2345136005794| -3.117 -10.162    |10.12    |B9/A0IV/V      |    ~     ~    |    1|  351.407   pc  |  -2.4944     +2.4944  |paral   |2020yCat.1350....0G
5335|HD 154453                                                                                                |Star                                  |17 07 36.4387550784 -44 30 48.712272408|342.8514302946244 -02.4011208698916|   2.641 -9.274    |10.14    |A2/5II/III     |    ~     ~    |    1|  586.751   pc  |  -5.2330     +5.2330  |paral   |2020yCat.1350....0G
5336|HD 154454                                                                                                |Pulsating Variable                    |17 07 39.4304636016 -44 41 59.839447020|342.7072874984416 -02.5198386116660| -7.341 -24.556    |8.75     |F0V            |    ~     ~    |    1|  210.810   pc  |  -4.5970     +4.5970  |ST-L    |2020AJ....160...83S
5337|HD 329464                                                                                                |Star                                  |17 07 57.5853659088 -45 01 08.601524796|342.4833970193271 -02.7536751036235|-15.288 -38.269    |10.25    |G5             |    ~     ~    |    1|  250.834   pc  |  -1.0885     +1.0885  |paral   |2020yCat.1350....0G
5338|HD 154551                                                                                                |Star                                  |17 08 18.0308720904 -44 40 15.303943812|342.7990168247615 -02.5941462750124|  -1.304 -1.812    |9.53     |B7/8III        |    ~     ~    |    1|  977.708   pc  | -22.1772    +22.1772  |paral   |2020yCat.1350....0G
5339|HD 154571                                                                                                |Star                                  |17 08 24.3737684112 -44 43 07.809725172|342.7717577552816 -02.6378224751123|  6.949 -19.170    |9.21     |K2(III)        |    ~     ~    |    1|  368.664   pc  |  -2.3921     +2.3921  |paral   |2020yCat.1350....0G
5340|HD 154607                                                                                                |Star                                  |17 08 35.2336075584 -45 02 14.536508280|342.5349446653206 -02.8535563294620| -4.880 -11.573    |8.91     |K2/3(III)      |    ~     ~    |    1|  572.452   pc  | -28.5000    +28.5000  |ST-L    |2020AJ....160...83S
5341|HD 154631                                                                                                |Star                                  |17 08 47.7453283320 -45 09 16.482376368|342.4626557663253 -02.9529523748300| 23.380 -14.038    |8.85     |K0III          |    ~     ~    |    1|  218.584   pc  |  -4.3000     +4.3000  |ST-L    |2020AJ....160...83S
5342|HD 329566                                                                                                |Star                                  |17 09 47.3222070552 -44 21 37.089158076|343.2069490230296 -02.6223720993121|  -0.275 -5.090    |9.41     |K5             |    ~     ~    |    1|  880.359   pc  | -12.4005    +12.4005  |paral   |2020yCat.1350....0G
5343|HD 329585A                                                                                               |Star                                  |17 10 16.4308936872 -44 49 23.361150972|342.8850725173801 -02.9663707936715|-11.526 -21.240    |10.54    |~              |    ~     ~    |    1|  217.571   pc  |  -0.6769     +0.6769  |paral   |2020yCat.1350....0G
5344|HD 154948                                                                                                |High Proper Motion Star               |17 10 42.3192274392 -44 33 27.711930024|343.1447735425822 -02.8710877538157|-33.468 -64.424    |5.08     |G8/K0III+G     |    ~     ~    |    1|   90.325   pc  |  -1.8357     +1.8357  |paral   |2020yCat.1350....0G
5345|HD 154997                                                                                                |High Proper Motion Star               |17 11 05.0205988968 -44 57 52.965004788|342.8556593689742 -03.1657344983695|-48.348 -29.802    |9.62     |G8/K0(III)     |    ~     ~    |    1|  382.246   pc  |  -9.2610     +9.2610  |ST-L    |2020AJ....160...83S
5346|HD 155034                                                                                                |Star                                  |17 11 18.8214800664 -44 40 45.358912992|343.1105635920342 -03.0302474566647|  -2.400 -4.045    |9.77     |B8/9IV/V       |    ~     ~    |    1|  745.990   pc  |  -9.7388     +9.7388  |paral   |2020yCat.1350....0G
5347|HD 155052                                                                                                |Star                                  |17 11 22.7398100424 -44 50 49.591691664|342.9816592974904 -03.1385860759939| -0.445 -10.268    |9.47     |K0             |    ~     ~    |    1|  747.328   pc  | -19.6592    +19.6592  |paral   |2020yCat.1350....0G
5348|HD 329572                                                                                                |Star                                  |17 12 55.4852904720 -44 35 12.017381352|343.3543351420440 -03.2076573902820|  13.632 11.234    |10.12    |G0             |    ~     ~    |    1|  247.617   pc  |  -1.1588     +1.1588  |paral   |2020yCat.1350....0G
5349|HD 329571                                                                                                |Star                                  |17 12 55.6605520296 -44 30 38.300520276|343.4163435866670 -03.1635208659865|-13.059 -30.655    |10.24    |G5             |    ~     ~    |    1|  182.675   pc  |  -0.6007     +0.6007  |paral   |2020yCat.1350....0G
5350|HD 155436                                                                                                |Be Star                               |17 13 43.7605120560 -44 43 45.166932948|343.3223792065807 -03.4070860950308|  -0.399 -3.354    |9.38     |B2/3           |    ~     ~    |    1| 1117.693   pc  | -41.2248    +41.2248  |paral   |2020yCat.1350....0G
5351|HD 329681                                                                                                |Star                                  |17 14 32.8737369648 -44 41 18.601661400|343.4404626777878 -03.5015088229421| -1.272 -10.492    |9.62     |K0             |    ~     ~    |    1|  426.603   pc  |  -2.8390     +2.8390  |paral   |2020yCat.1350....0G
5352|HD 329678                                                                                                |Star                                  |17 14 35.2475955000 -44 36 33.601798296|343.5090604182247 -03.4611532449947| -6.081 -13.900    |10.75    |A2             |    ~     ~    |    1|  509.684   pc  |  -4.3902     +4.3902  |paral   |2020yCat.1350....0G
5353|HD 155605                                                                                                |Star                                  |17 14 49.0122616368 -44 27 27.581687388|343.6564714825934 -03.4061637178692|   2.454 -4.005    |9.68     |B1/2II         |    ~     ~    |    0|                |                       |        |                   
5354|HD 153921                                                                                                |Star                                  |17 04 34.9310845560 -45 42 21.513327516|341.5767552966173 -02.6929816109502|   5.148 -2.110    |10.17    |B8IV/V         |    ~     ~    |    1|  568.634   pc  |  -6.7902     +6.7902  |paral   |2020yCat.1350....0G
5355|HD 153952                                                                                                |Star                                  |17 04 45.8087659824 -45 44 53.865204396|341.5621995226717 -02.7437815679653| -1.072 -14.286    |10.09    |A8/9V          |    ~     ~    |    1|  269.789   pc  |  -1.3829     +1.3829  |paral   |2020yCat.1350....0G
5356|HD 154025                                                                                                |Star                                  |17 05 05.3673156312 -45 30 07.658511840|341.7929825770190 -02.6403224947964|-28.472 -34.411    |6.268    |A2V            |    ~     ~    |    1|  106.189   pc  |  -0.3011     +0.3011  |paral   |2020yCat.1350....0G
5357|HD 154206                                                                                                |Star                                  |17 06 20.1153152928 -46 03 10.293626988|341.4840336790786 -03.1455777701362| 12.174 -32.828    |8.15     |K0III          |    ~     ~    |    1|  230.548   pc  |  -1.0365     +1.0365  |paral   |2020yCat.1350....0G
5358|HD 154296                                                                                                |Star                                  |17 06 50.2590944760 -45 47 11.567421456|341.7498427119610 -03.0555270535859|   6.744 -5.944    |8.62     |M2/3(III)      |    ~     ~    |    1|  778.877   pc  | -14.0743    +14.0743  |paral   |2020yCat.1350....0G
5359|HD 154425                                                                                                |Star                                  |17 07 31.3967943120 -45 31 44.699592576|342.0281413607535 -02.9971670271712|  -2.574 -6.382    |9.90     |A0V            |    ~     ~    |    1|  372.898   pc  |  -4.2967     +4.2967  |paral   |2020yCat.1350....0G
5360|HD 154572                                                                                                |Star                                  |17 08 25.6090703640 -45 41 09.544272756|341.9966476703625 -03.2176209034881|  -1.203 -2.742    |9.65     |B3IV/V         |    ~     ~    |    1| 1063.717   pc  | -25.6849    +25.6849  |paral   |2020yCat.1350....0G
5361|HD 154591                                                                                                |Star                                  |17 08 31.7713591872 -45 15 35.657330796|342.3499776999782 -02.9780571941799|   1.954 -4.994    |10.36    |A0V            |    ~     ~    |    1|  688.800   pc  | -22.9157    +22.9157  |paral   |2020yCat.1350....0G
5362|HD 329513                                                                                                |Star                                  |17 08 46.5235911480 -45 58 14.504320200|341.8038010348992 -03.4359855152903|  0.077 -20.788    |10.24    |F8             |    ~     ~    |    1|  225.876   pc  |  -0.8163     +0.8163  |paral   |2020yCat.1350....0G
5363|HD 154810                                                                                                |High Proper Motion Star               |17 09 50.4084688824 -45 38 13.074865152|342.1831746123609 -03.3870497064057|-23.102 -96.008    |8.14     |F5/6V          |    ~     ~    |    1|   69.571   pc  |  -0.1360     +0.1360  |paral   |2020yCat.1350....0G
5364|HD 329620                                                                                                |Star                                  |17 09 56.3920541880 -45 48 05.218164864|342.0607770573823 -03.4985437754328| -9.191 -16.703    |10.20    |A7             |    ~     ~    |    1|  530.673   pc  |  -5.2099     +5.2099  |paral   |2020yCat.1350....0G
5365|HD 329602                                                                                                |Star                                  |17 10 04.0349264976 -45 25 20.974438020|342.3798391457677 -03.2919986707642| -4.319 -10.477    |10.01    |A5             |    ~     ~    |    1|  906.454   pc  | -16.7618    +16.7618  |paral   |2020yCat.1350....0G
5366|HD 329618                                                                                                |Star                                  |17 10 58.5166646904 -45 51 38.680041384|342.1196865669602 -03.6790698144379|   1.331 -3.940    |10.69    |A2             |    ~     ~    |    1|  815.062   pc  | -13.6851    +13.6851  |paral   |2020yCat.1350....0G
5367|HD 155113                                                                                                |Star                                  |17 11 49.6268390112 -45 33 07.000655364|342.4575214381407 -03.6173968110561|  -1.155 -5.890    |10.08    |B9IV/V         |    ~     ~    |    1|  777.242   pc  | -38.9044    +38.9044  |paral   |2020yCat.1350....0G
5368|HD 155114                                                                                                |High Proper Motion Star               |17 11 51.2425621296 -45 52 27.647200596|342.1989307285811 -03.8107269106554|-61.549 -103.219   |7.53     |G3V            |    ~     ~    |    1|   32.437   pc  |  -0.0200     +0.0200  |paral   |2020yCat.1350....0G
5369|HD 329627                                                                                                |High Proper Motion Star               |17 11 55.7386789224 -45 57 52.268338116|342.1334768080571 -03.8742561021602|-22.854 -73.897    |10.23    |K0             |    ~     ~    |    1|   75.783   pc  |  -0.0752     +0.0752  |paral   |2020yCat.1350....0G
5370|HD 155112                                                                                                |Star                                  |17 11 52.2470605032 -45 17 35.937134268|342.6716222147447 -03.4715076963301|   12.537 3.118    |9.44     |A1V            |    ~     ~    |    1|  480.123   pc  | -10.4655    +10.4655  |paral   |2020yCat.1350....0G
5371|HD 155149                                                                                                |Star                                  |17 12 01.3673482536 -45 11 34.201024656|342.7688105015910 -03.4340737609166|     -3.7 -11.2    |9.79     |F3IV/V         |    ~     ~    |    0|                |                       |        |                   
5372|HD 329622                                                                                                |Star                                  |17 09 34.4698999656 -45 52 33.437448912|341.9628680889883 -03.4914657328200| 17.127 -22.935    |10.83    |K0             |    ~     ~    |    1|  121.455   pc  |  -0.4602     +0.4602  |paral   |2020yCat.1350....0G
5373|HD 329580                                                                                                |Star                                  |17 09 29.3466446592 -44 56 49.548374124|342.7025991079654 -02.9279767553534| -4.720 -11.381    |10.46    |G5             |    ~     ~    |    1|  849.979   pc  | -10.0422    +10.0422  |paral   |2020yCat.1350....0G
5374|HD 329506                                                                                                |Star                                  |17 05 22.5823922328 -45 47 28.365965592|341.5926224479115 -02.8548754139006|  13.104 -3.715    |10.55    |F0             |    ~     ~    |    1|  438.270   pc  |  -4.0721     +4.0721  |paral   |2020yCat.1350....0G
5375|HD 329461                                                                                                |Star                                  |17 08 46.8775611768 -44 54 09.837319824|342.6636730139071 -02.8008775804262|-13.815 -33.128    |10.84    |G5             |    ~     ~    |    1|   74.335   pc  |  -0.0818     +0.0818  |paral   |2020yCat.1350....0G
5376|HD 329405                                                                                                |Star                                  |17 04 45.0156760464 -46 06 05.206001400|341.2792516326072 -02.9555805909620|  -0.654 -7.247    |10.67    |A0             |    ~     ~    |    1|  550.085   pc  |  -5.5072     +5.5072  |paral   |2020yCat.1350....0G
5377|HD 154042                                                                                                |Star                                  |17 05 18.6451420968 -46 09 07.135481988|341.2976776414582 -03.0634994720528|  -1.402 -1.986    |9.21     |B2II           |    ~     ~    |    0|                |                       |        |                   
5378|HD 154093                                                                                                |Star                                  |17 05 38.9324715840 -46 09 20.533777416|341.3300675568847 -03.1124549315779| -0.097 -13.837    |9.54     |F6/7V          |    ~     ~    |    1|  119.292   pc  |  -0.2419     +0.2419  |paral   |2020yCat.1350....0G
5379|HD 154119                                                                                                |Star                                  |17 05 48.2428850640 -46 06 04.580884224|341.3897972027250 -03.1011212761138|  -2.208 -4.889    |10.16    |B9III/IV       |    ~     ~    |    1|  590.947   pc  | -41.2077    +41.2077  |paral   |2020yCat.1350....0G
5380|HD 154248                                                                                                |Double or Multiple Star               |17 06 35.6492043216 -46 09 14.647347360|341.4299900718685 -03.2422507277956|       0.9 -4.7    |9.54     |B2IV           |    ~     ~    |    0|                |                       |        |                   
5381|HD 329516                                                                                                |Star                                  |17 07 19.4393308464 -46 06 30.633281028|341.5424385882543 -03.3161481113805|   2.023 -3.661    |10.79    |B8             |    ~     ~    |    1| 1149.557   pc  | -20.6151    +20.6151  |paral   |2020yCat.1350....0G
5382|HD 153535                                                                                                |Spectroscopic Binary                  |17 02 25.5788511528 -46 46 38.059199112|340.4981620339880 -03.0480791035499|-14.761 -25.782    |8.86     |F3/5V          |    ~     ~    |    1|  156.969   pc  |  -0.5544     +0.5544  |paral   |2020yCat.1350....0G
5383|HD 153552                                                                                                |Star                                  |17 02 29.7057042720 -46 35 05.760355776|340.6579478175988 -02.9401039293463| -20.565 -2.126    |8.62     |G2/3(IV)       |    ~     ~    |    1|  149.127   pc  |  -0.4136     +0.4136  |paral   |2020yCat.1350....0G
5384|HD 153640                                                                                                |Star                                  |17 02 54.8507033184 -46 30 42.258102444|340.7600295260626 -02.9526076677991|   -2.225 3.508    |9.38     |G6/K0III       |    ~     ~    |    1|  592.522   pc  |  -5.2311     +5.2311  |paral   |2020yCat.1350....0G
5385|HD 329416                                                                                                |High Proper Motion Star               |17 03 18.6164385528 -46 29 37.644729612|340.8158282387972 -02.9957680540219|-53.223 -110.421   |10.27    |G5             |    ~     ~    |    1|  142.796   pc  |  -0.5485     +0.5485  |paral   |2020yCat.1350....0G
5386|HD 153749                                                                                                |Double or Multiple Star               |17 03 28.77375 -46 27 15.2731          |340.86501500 -02.99486820          |  -10.37 -35.76    |9.50     |G0V            |    ~     ~    |    0|                |                       |        |                   
5387|HD 153770                                                                                                |High Proper Motion Star               |17 03 36.0039980112 -46 35 54.609250092|340.7628793268967 -03.0989756675967| -0.182 -59.567    |9.44     |F7/8V          |    ~     ~    |    1|  132.401   pc  |  -0.2717     +0.2717  |paral   |2020yCat.1350....0G
5388|HD 153907                                                                                                |Star                                  |17 04 31.3959599664 -46 48 45.908341092|340.6882959108658 -03.3547240502091| -9.682 -17.983    |9.94     |A7V            |    ~     ~    |    1|  250.163   pc  |  -0.9387     +0.9387  |paral   |2020yCat.1350....0G
5389|HD 329530                                                                                                |Emission-line Star                    |17 05 55.7650197168 -46 27 12.450503448|341.1212018489475 -03.3304418075917|   0.769 -1.346    |10.70    |A              |    ~     ~    |    1| 1182.313   pc  | -26.0003    +26.0003  |paral   |2020yCat.1350....0G
5390|HD 329534                                                                                                |Star                                  |17 06 41.6828369040 -46 55 04.500579504|340.8281486103434 -03.7143579384794|  -2.559 -8.185    |10.31    |A0             |    ~     ~    |    1|  521.241   pc  |  -6.4119     +6.4119  |paral   |2020yCat.1350....0G
5391|HD 154288                                                                                                |Star                                  |17 06 49.2460606680 -46 41 20.989404852|341.0245695426631 -03.5944877600509|-13.863 -25.035    |9.26     |F0V            |    ~     ~    |    1|  337.598   pc  |  -1.9375     +1.9375  |paral   |2020yCat.1350....0G
5392|HD 154373                                                                                                |Spectroscopic Binary                  |17 07 19.7503788240 -46 53 29.413301244|340.9143774259165 -03.7853341332276|  9.315 -43.270    |7.26     |K0III          |    ~     ~    |    1|  150.193   pc  |  -2.8558     +2.8558  |paral   |2020yCat.1350....0G
5393|V* V851 Ara                                                                                              |Eclipsing Binary                      |17 07 35.1537912864 -46 40 46.860596796|341.1108734392407 -03.6939412224554|-101.559 14.035    |6.89     |A7III          |    ~     ~    |    1|   96.128   pc  |  -0.2366     +0.2366  |paral   |2020yCat.1350....0G
5394|HD 154455                                                                                                |Star                                  |17 07 50.3324144232 -46 23 59.247559824|341.3618330524633 -03.5616395335780|  -2.544 -7.780    |9.53     |B9/A0III       |    ~     ~    |    1|  537.317   pc  |  -4.8792     +4.8792  |paral   |2020yCat.1350....0G
5395|HD 329536                                                                                                |Star                                  |17 08 07.5584838456 -46 44 09.429362700|341.1210090074428 -03.8018114530138|-12.657 -33.851    |9.52     |K0             |    ~     ~    |    1|  541.976   pc  |  -4.6411     +4.6411  |paral   |2020yCat.1350....0G
5396|HD 154593                                                                                                |Star                                  |17 08 35.5085347056 -46 53 35.056428252|341.0420767053537 -03.9594075952161|   2.604 25.796    |9.57     |G6V            |    ~     ~    |    1|   74.535   pc  |  -0.1028     +0.1028  |paral   |2020yCat.1350....0G
5397|HD 154592                                                                                                |Double or Multiple Star               |17 08 39.5896283664 -46 32 54.583544796|341.3266123452451 -03.7637672912501|   1.206 -0.936    |9.56     |B8/9IV         |    ~     ~    |    0|                |                       |        |                   
5398|HD 154646                                                                                                |Star                                  |17 09 01.5833179704 -46 16 38.612234460|341.5826809753331 -03.6533496653518|   1.676 -4.179    |9.64     |B2II           |    ~     ~    |    1| 1071.467   pc  | -22.1572    +22.1572  |paral   |2020yCat.1350....0G
5399|HD 154686                                                                                                |Star                                  |17 09 08.8550719728 -46 50 00.925302876|341.1466230393452 -04.0004684828426|   0.480 -3.461    |10.07    |B2/3III        |    ~     ~    |    0|                |                       |        |                   
5400|HD 154742                                                                                                |Star                                  |17 09 32.9380279704 -46 29 06.914679360|341.4686554091082 -03.8492654724002|-12.117 -29.340    |8.66     |F5V            |    ~     ~    |    1|  134.070   pc  |  -0.3487     +0.3487  |paral   |2020yCat.1350....0G
5401|HD 154811                                                                                                |Star                                  |17 09 53.0865607752 -47 01 53.186262060|341.0616166546862 -04.2190863900632|  -0.917 -4.344    |6.98     |OC9.7Ib        |    ~     ~    |    1| 1258.812   pc  | -35.3367    +35.3367  |paral   |2020yCat.1350....0G
5402|HD 154838                                                                                                |Star                                  |17 10 04.5211928016 -46 53 28.431018132|341.1942611995364 -04.1623808952495|   1.306 -3.770    |10.21    |B9III/IV       |    ~     ~    |    1|  635.203   pc  |  -7.5451     +7.5451  |paral   |2020yCat.1350....0G
5403|HD 154874                                                                                                |Star                                  |17 10 16.3814786928 -47 03 38.139114024|341.0772414189353 -04.2896663693646| -1.224 -26.273    |9.14     |G8III          |    ~     ~    |    1|  382.673   pc  |  -2.4162     +2.4162  |paral   |2020yCat.1350....0G
5404|HD 154873B                                                                                               |Pulsating Variable                    |17 10 21.0134229336 -46 44 26.249587476|341.3439343188197 -04.1113105436304|   0.561 -5.903    |8.23     |~              |    ~     ~    |    1| 1176.471   pc  | -31.6955    +31.6955  |paral   |2020yCat.1350....0G
5405|HD 154998                                                                                                |Star                                  |17 11 17.3552968296 -46 28 31.544082336|341.6540103054004 -04.0851886747490|  -0.122 -5.406    |10.64    |B8/9III        |    ~     ~    |    1|  486.334   pc  |  -3.6661     +3.6661  |paral   |2020yCat.1350....0G
5406|HD 155020                                                                                                |Double or Multiple Star               |17 11 18.1562976984 -46 10 55.676597592|341.8930323945293 -03.9143828891112|  -0.719 -5.537    |7.52     |B2IV           |0.0017  0.0    |    1|  504.923   pc  | -47.1397    +47.1397  |paral   |2020yCat.1350....0G
5407|HD 155065                                                                                                |Pulsating Variable                    |17 11 38.3248594416 -46 26 21.049223136|341.7188954043401 -04.1125444900730|   -0.518 2.386    |9.86     |A3/5II/III     |    ~     ~    |    1|  730.674   pc  |  -8.5421     +8.5421  |paral   |2020yCat.1350....0G
5408|HD 155115                                                                                                |High Proper Motion Star               |17 11 54.6355788888 -46 11 41.110244628|341.9448284795390 -04.0069123999521|-39.014 -138.390   |8.14     |F8V            |    ~     ~    |    1|   84.064   pc  |  -0.2374     +0.2374  |paral   |2020yCat.1350....0G
5409|HD 154743                                                                                                |Star                                  |17 09 30.1337232312 -46 32 28.217796792|341.4187458203598 -03.8759444542163|-12.153 -29.484    |8.83     |F0V            |    ~     ~    |    1|  135.071   pc  |  -0.3284     +0.3284  |paral   |2020yCat.1350....0G
5410|IRAS 17050-4621                                                                                          |Long-Period Variable                  |17 08 44.0748026904 -46 25 23.891228544|341.4351216441171 -03.6996245241584|  -2.465 -8.776    |9.76     |~              |    ~     ~    |    1|  957.946   pc  | -57.8126    +57.8126  |paral   |2020yCat.1350....0G
5411|HD 329422                                                                                                |Star                                  |17 02 43.4024759088 -46 45 41.924626416|340.5415991800134 -03.0788878158923|    4.818 1.016    |10.56    |K0             |    ~     ~    |    1|  618.506   pc  |  -6.8476     +6.8476  |paral   |2020yCat.1350....0G
5412|HD 329408                                                                                                |Star                                  |17 03 11.4612444120 -46 16 08.663096892|340.9818869905543 -02.8427425425512|  -1.499 -6.088    |9.93     |M0             |    ~     ~    |    1|  970.214   pc  | -16.6613    +16.6613  |paral   |2020yCat.1350....0G
5413|HD 329418                                                                                                |Star                                  |17 04 34.5866168136 -46 33 02.228131728|340.9028862056950 -03.2034005770213| -3.160 -25.811    |9.99     |M0             |    ~     ~    |    1|  596.730   pc  |  -6.3383     +6.3383  |paral   |2020yCat.1350....0G
5414|HD 329490                                                                                                |Star                                  |17 05 30.7428292608 -45 25 03.385493112|341.9052551672118 -02.6483973009951|-14.696 -23.606    |10.40    |M0             |    ~     ~    |    1|  867.227   pc  |  -9.9275     +9.9275  |paral   |2020yCat.1350....0G
5415|HD 329527                                                                                                |Star                                  |17 06 00.9498327528 -46 21 39.227745024|341.2042355385135 -03.2866472009067|  -0.963 -7.257    |9.96     |K2             |    ~     ~    |    1|  742.060   pc  |  -9.7466     +9.7466  |paral   |2020yCat.1350....0G
5416|HD 329504                                                                                                |Star                                  |17 07 27.8297188776 -45 49 04.049337324|341.7902790609997 -03.1616211405754|   -8.048 2.440    |9.67     |M0             |    ~     ~    |    1|  760.398   pc  | -16.3632    +16.3632  |paral   |2020yCat.1350....0G
5417|HD 329484                                                                                                |Star                                  |17 08 02.3888931072 -45 26 28.963497552|342.1527438775201 -03.0173054440650|-18.843 -21.479    |10.46    |K5             |    ~     ~    |    1|  563.952   pc  |  -5.4067     +5.4067  |paral   |2020yCat.1350....0G
5418|HD 329535                                                                                                |Star                                  |17 08 03.0274878792 -46 40 54.262091100|341.1568882291231 -03.7590922717248|  -3.397 -5.321    |9.76     |K5             |    ~     ~    |    1|  830.358   pc  | -10.8940    +10.8940  |paral   |2020yCat.1350....0G
5419|HD 329501                                                                                                |Star                                  |17 08 49.8543486120 -45 47 58.415399124|341.9473314119471 -03.3419014219412|  -2.050 -7.661    |10.03    |K2             |    ~     ~    |    1|  907.688   pc  | -14.0887    +14.0887  |paral   |2020yCat.1350....0G
5420|HD 329562                                                                                                |Star                                  |17 09 05.0989423032 -44 30 20.954111904|343.0150547429264 -02.6078573372423|  -0.470 -5.735    |10.4     |K0             |    ~     ~    |    1|  790.764   pc  |  -9.7548     +9.7548  |paral   |2020yCat.1350....0G
5421|HD 329616                                                                                                |Star                                  |17 10 25.6676527536 -45 43 06.294159876|342.1782950863239 -03.5179955977390| -6.535 -11.550    |9.80     |K5             |    ~     ~    |    1|  656.125   pc  |  -8.6100     +8.6100  |paral   |2020yCat.1350....0G
5422|HD 329581                                                                                                |Spectroscopic Binary                  |17 10 27.5196881280 -44 56 38.919830604|342.8068329673167 -03.0643781513246| -3.975 -11.618    |10.44    |K7             |    ~     ~    |    1|  876.040   pc  | -10.5908    +10.5908  |paral   |2020yCat.1350....0G
5423|HD 329625                                                                                                |Star                                  |17 10 32.2349294592 -46 05 45.729564936|341.8843466750166 -03.7565376469829|-14.327 -11.310    |10.20    |G5             |    ~     ~    |    1|  515.119   pc  |  -4.2190     +4.2190  |paral   |2020yCat.1350....0G
5424|HD 329598                                                                                                |Star                                  |17 10 36.7061863632 -45 14 12.609306744|342.5864703651211 -03.2592798535443|   -1.433 2.238    |10.07    |M0             |    ~     ~    |    1|  567.666   pc  |  -5.6393     +5.6393  |paral   |2020yCat.1350....0G
5425|HD 329626                                                                                                |Star                                  |17 10 49.9675299000 -46 06 01.456194168|341.9111271993635 -03.8004688184809|  6.647 -12.868    |10.07    |K2             |    ~     ~    |    1|  443.577   pc  |  -3.9155     +3.9155  |paral   |2020yCat.1350....0G
