C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:06:06

dec >=0&rah >=12.5&rah< 12.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2283

 #  |                                                                                                                                       identifier                                                                                                                                       |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1924|HD 110221                                                                                                                                                                                                                                                                               |Star                                |12 40 35.1110631840 +07 41 59.274682152|294.8925758766409 +70.4019577164850|   -9.726 0.739   |8.01     |G5             |    ~     ~    |    1|  138.671   pc  |  -0.4596     +0.4596  |paral   |2020yCat.1350....0G
1925|BD+08 2629                                                                                                                                                                                                                                                                              |Star                                |12 41 36.8017968120 +07 18 55.957256208|295.7753615399126 +70.0506585310443| -26.063 30.692   |10.47    |G0             |    ~     ~    |    1|  317.531   pc  |  -1.7645     +1.7645  |paral   |2020yCat.1350....0G
1926|BD+08 2631                                                                                                                                                                                                                                                                              |Double or Multiple Star             |12 41 50.14724 +07 23 49.0277          |295.90985894 +70.13767394          |  -68.48 -68.27   |9.757    |F8             |    ~     ~    |    0|                |                       |        |                   
1927|HD 110413                                                                                                                                                                                                                                                                               |Star                                |12 41 47.7149920896 +07 22 13.765778544|295.8890286063752 +70.1102682404659|  -25.721 3.183   |8.87     |K5             |    ~     ~    |    1|  403.551   pc  |  -3.1756     +3.1756  |paral   |2020yCat.1350....0G
1928|BD+08 2633                                                                                                                                                                                                                                                                              |Star                                |12 41 56.5963146408 +07 26 25.164711888|295.9739447429295 +70.1836962369786|  4.546 -15.564   |10.50    |F5             |    ~     ~    |    1|  293.867   pc  |  -2.3144     +2.3144  |paral   |2020yCat.1350....0G
1929|BD+07 2558                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 37 18.5076865368 +06 51 47.127695292|292.8918934292481 +69.4589422999341|-102.313 12.712   |9.32     |G5             |    ~     ~    |    1|   62.282   pc  |  -0.0663     +0.0663  |paral   |2020yCat.1350....0G
1930|BD+07 2559                                                                                                                                                                                                                                                                              |Star                                |12 37 55.9782922272 +06 13 44.015213352|293.5916248695698 +68.8553749697951| -46.281 12.312   |10.49    |G0             |    ~     ~    |    1|  234.066   pc  |  -1.2984     +1.2984  |paral   |2020yCat.1350....0G
1931|BD+07 2562                                                                                                                                                                                                                                                                              |Star                                |12 39 41.7796080216 +07 03 39.797159904|294.4924180391651 +69.7401732119383|  12.856 -2.917   |9.68     |G0             |    ~     ~    |    1|  177.952   pc  |  -0.5130     +0.5130  |paral   |2020yCat.1350....0G
1932|BD+07 2563                                                                                                                                                                                                                                                                              |Star                                |12 39 42.6252471936 +06 26 52.468986156|294.7287149467582 +69.1326587380459|  -4.163 -2.088   |10.04    |G5             |    ~     ~    |    1|  727.114   pc  |  -9.2522     +9.2522  |paral   |2020yCat.1350....0G
1933|BD+07 2566                                                                                                                                                                                                                                                                              |Star                                |12 41 19.9796602608 +06 13 16.004708904|295.9232071692312 +68.9552380309458| -22.428 -4.784   |9.38     |K5             |    ~     ~    |    1|  820.546   pc  | -13.4659    +13.4659  |paral   |2020yCat.1350....0G
1934|* d01 Vir                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 41 57.1172895264 +06 48 23.817528576|296.1773198008004 +69.5538616293090|-71.532 -11.170   |5.573    |A2V            |    ~     ~    |    1|   81.834   pc  |  -0.8264     +0.8264  |paral   |2020yCat.1350....0G
1935|HD 110629                                                                                                                                                                                                                                                                               |Star                                |12 43 25.8783840984 +06 26 50.118908712|297.3148116917227 +69.2316341865853|   3.524 10.187   |9.68     |F5             |    ~     ~    |    1|  202.729   pc  |  -0.8014     +0.8014  |paral   |2020yCat.1350....0G
1936|HD 110777                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 44 20.0980542888 +06 51 16.956680364|297.8547664864713 +69.6564068798892|-70.654 -26.054   |8.63     |F8Ia           |    ~     ~    |    1|  122.745   pc  |  -0.4565     +0.4565  |paral   |2020yCat.1350....0G
1937|CSI+07-12423                                                                                                                                                                                                                                                                            |Star                                |12 44 48.0 +07 22 00                   |298.0739 +70.1758                  |            ~ ~   |10.9     |F7III          |    ~     ~    |    0|                |                       |        |                   
1938|BD+06 2635                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 37 08.4912737976 +05 47 09.603347568|293.2375283868341 +68.3882396802518|-44.804 -47.754   |10.74    |G5             |    ~     ~    |    1|  144.873   pc  |  -0.4072     +0.4072  |paral   |2020yCat.1350....0G
1939|BD+06 2637                                                                                                                                                                                                                                                                              |Star                                |12 39 43.0909078896 +06 06 59.764787064|294.8511106629367 +68.8042709802416|  -7.573 10.594   |9.79     |K0             |    ~     ~    |    1|  613.949   pc  |  -6.2194     +6.2194  |paral   |2020yCat.1350....0G
1940|HD 110120                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 39 53.3328176928 +05 52 10.603386588|295.0513819519273 +68.5644682667993| 75.967 -75.475   |9.81     |K0             |    ~     ~    |    1|  132.417   pc  |  -0.2578     +0.2578  |paral   |2020yCat.1350....0G
1941|HD 110167                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 40 08.8052422464 +06 10 21.902883672|295.1246963200628 +68.8731680089907|  -70.774 3.308   |9.66     |G5             |    ~     ~    |    1|  205.242   pc  |  -3.6522     +3.6522  |paral   |2020yCat.1350....0G
1942|HD 110414                                                                                                                                                                                                                                                                               |Star                                |12 41 49.6589639712 +05 52 04.803188304|296.3643858382503 +68.6171145384385|  -2.630 -2.653   |8.24     |K5             |    ~     ~    |    1|  604.558   pc  |  -8.0773     +8.0773  |paral   |2020yCat.1350....0G
1943|BD+06 2649                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 43 33.7567595184 +05 51 10.444494024|297.5472012924976 +68.6422721018035| -86.803 19.708   |10.60    |G5             |    ~     ~    |    1|  130.763   pc  |  -0.3471     +0.3471  |paral   |2020yCat.1350....0G
1944|V* R Vir                                                                                                                                                                                                                                                                                |Mira Variable                       |12 38 29.9338039680 +06 59 19.028080356|293.6736397535991 +69.6274436861056|  -32.303 4.336   |7.48     |M3.5-7e        |    ~     ~    |    1|  455.394   pc  | -10.4107    +10.4107  |paral   |2020yCat.1350....0G
1945|BD+08 2628                                                                                                                                                                                                                                                                              |Star                                |12 41 37.0384899960 +07 39 50.618526984|295.6621343997657 +70.3970651203030|  -3.129 -0.789   |10.3     |~              |    ~     ~    |    1|  660.720   pc  |  -7.4214     +7.4214  |paral   |2020yCat.1350....0G
1946|BD+06 2636                                                                                                                                                                                                                                                                              |Star                                |12 38 07.6262100144 +05 38 01.554232668|293.9543056141607 +68.2731869989404| 27.346 -34.372   |10.42    |G0             |    ~     ~    |    1|  267.831   pc  |  -1.5351     +1.5351  |paral   |2020yCat.1350....0G
1947|BD+06 2641                                                                                                                                                                                                                                                                              |Star                                |12 40 44.0196414480 +05 33 48.310352676|295.7167341307082 +68.2850821160089|  16.961 -7.429   |10.33    |K0             |    ~     ~    |    1|  464.533   pc  |  -3.7116     +3.7116  |paral   |2020yCat.1350....0G
1948|BD+06 2643                                                                                                                                                                                                                                                                              |Star                                |12 41 40.6944268128 +05 34 18.998000292|296.3462884078584 +68.3188077220323|  6.592 -16.723   |10.60    |K0             |    ~     ~    |    1|  313.342   pc  |  -2.0618     +2.0618  |paral   |2020yCat.1350....0G
1949|NGC 4623                           NGC 4623                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 42 10.6913697096 +07 40 37.130799216|296.0698325164791 +70.4252574214913|            ~ ~   |     ~   |~              |1.433 0.487    |    1|   17.14    Mpc |                       |        |2016AJ....152...50T
1950|NGC 4612                           NGC 4612                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 41 32.7539216616 +07 18 53.535354804|295.7268639941952 +70.0481136772221|   0.109 -0.029   |     ~   |~              |1.283 1.001    |    1|   16.3682  Mpc |                       |redshift|2019A&A...631A..38L
1951|NGC 4591                           NGC 4577                           NGC 4591                                                                                                                                                                                                          |Galaxy towards a Group of Galaxies  |12 39 12.4387744385 +06 00 44.199552240|294.5405725697634 +68.6845249136902|            ~ ~   |     ~   |~              |0.883 0.424    |    1|   45.29    Mpc |  -3.67       +3.67    |T-F     |2020ApJ...902..145K
1952|NGC 4588                           NGC 4588                                                                                                                                                                                                                                             |Galaxy                              |12 38 45.311 +06 46 04.29              |293.943320 +69.417966              |            ~ ~   |     ~   |~              |0.537 0.161    |    1|   72.11    Mpc |  -4.54       +4.54    |T-F     |2020ApJ...902..145K
1953|GEN# +7.85660001                                                                                                                                                                                                                                                                        |Star                                |12 44 54.0 +07 22 00                   |298.1468 +70.1776                  |            ~ ~   |10.90    |~              |    ~     ~    |    0|                |                       |        |                   
1954|TYC 295-421-1                                                                                                                                                                                                                                                                           |Star                                |12 36 09.1904617536 +05 59 18.714316164|292.4897469049395 +68.5498363864147|  -44.787 3.695   |10.90    |~              |    ~     ~    |    1|  161.475   pc  |  -0.4354     +0.4354  |paral   |2020yCat.1350....0G
1955|TYC 295-461-1                                                                                                                                                                                                                                                                           |Star                                |12 34 45.9914006496 +05 41 48.262741512|291.7004042865825 +68.2041883249474|  3.890 -17.528   |10.07    |~              |    ~     ~    |    1|  601.757   pc  |  -5.7576     +5.7576  |paral   |2020yCat.1350....0G
1956|TYC 295-614-1                                                                                                                                                                                                                                                                           |High Proper Motion Star             |12 37 56.5894712520 +07 09 59.953411944|293.2045806531508 +69.7831285013723| -51.856 12.397   |10.28    |~              |    ~     ~    |    1|  464.814   pc  |  -3.9754     +3.9754  |paral   |2020yCat.1350....0G
1957|TYC 295-681-1                                                                                                                                                                                                                                                                           |Star                                |12 33 50.1140261088 +06 01 54.503476896|290.9192910107098 +68.4920298852725| 18.950 -18.172   |10.61    |~              |    ~     ~    |    1|  543.036   pc  |  -7.0478     +7.0478  |paral   |2020yCat.1350....0G
1958|TYC 295-973-1                                                                                                                                                                                                                                                                           |Star                                |12 33 53.7699108072 +05 56 50.855894016|291.0024487129419 +68.4119609762465|  4.843 -18.122   |10.88    |~              |    ~     ~    |    1| 3367.003   pc  |-223.3332   +223.3332  |paral   |2020yCat.1350....0G
1959|TYC 295-990-1                                                                                                                                                                                                                                                                           |Star                                |12 37 15.7663063128 +06 34 30.121359312|292.9869807969594 +69.1726248150923| -23.349 16.737   |10.35    |~              |    ~     ~    |    1|  668.539   pc  | -11.1289    +11.1289  |paral   |2020yCat.1350....0G
1960|TYC 296-18-1                                                                                                                                                                                                                                                                            |Star                                |12 40 15.7116929832 +06 22 40.229555556|295.1343505916286 +69.0802149387277| -11.602 -4.456   |10.05    |~              |    ~     ~    |    1| 1127.650   pc  | -18.9468    +18.9468  |paral   |2020yCat.1350....0G
1961|TYC 296-177-1                                                                                                                                                                                                                                                                           |Star                                |12 41 04.8779552568 +06 24 40.527119052|295.6903484708323 +69.1372607845914|-16.947 -20.295   |10.92    |~              |    ~     ~    |    1|  138.564   pc  |  -8.5113     +8.5113  |paral   |2020yCat.1350....0G
1962|TYC 296-204-1                                                                                                                                                                                                                                                                           |Double or Multiple Star             |12 40 46.026576 +06 10 50.22912        |295.547143222 +68.899226710        |     -94.2 30.1   |10.128   |~              |    ~     ~    |    0|                |                       |        |                   
1963|TYC 296-221-1                                                                                                                                                                                                                                                                           |Star                                |12 43 14.4368232936 +05 42 18.081144180|297.3633878662313 +68.4880954795570|  -32.507 8.484   |10.78    |~              |    ~     ~    |    1|  307.958   pc  |  -2.6839     +2.6839  |paral   |2020yCat.1350....0G
1964|TYC 296-259-1                                                                                                                                                                                                                                                                           |Star                                |12 42 35.1739535976 +06 15 08.627638572|296.7782487933254 +69.0183167912703|  2.951 -39.059   |10.54    |~              |    ~     ~    |    1|  305.381   pc  |  -1.7905     +1.7905  |paral   |2020yCat.1350....0G
1965|TYC 296-434-1                                                                                                                                                                                                                                                                           |Star                                |12 41 51.2162013960 +07 01 56.905026384|296.0382456877884 +69.7758340601241| -22.162 12.685   |9.82     |~              |    ~     ~    |    1|  591.716   pc  |  -4.7267     +4.7267  |paral   |2020yCat.1350....0G
1966|TYC 296-803-1                                                                                                                                                                                                                                                                           |High Proper Motion Star             |12 44 23.1728673480 +06 08 40.996489956|298.0469184381227 +68.9495577809317|-96.347 -61.875   |10.80    |~              |    ~     ~    |    1|  142.598   pc  |  -0.3213     +0.3213  |paral   |2020yCat.1350....0G
1967|TYC 874-826-1                                                                                                                                                                                                                                                                           |Star                                |12 34 17.0205042792 +08 01 37.933994316|290.1339115982565 +70.4715199652106|   -1.608 3.944   |10.74    |~              |    ~     ~    |    1|  286.336   pc  |  -1.9841     +1.9841  |paral   |2020yCat.1350....0G
1968|TYC 875-836-1                                                                                                                                                                                                                                                                           |Star                                |12 37 03.3438307200 +07 53 41.146329624|292.2248140949004 +70.4669430434312|  -9.333 -6.848   |10.39    |~              |    ~     ~    |    1| 1263.424   pc  | -32.0844    +32.0844  |paral   |2020yCat.1350....0G
1969|TYC 875-864-1                                                                                                                                                                                                                                                                           |Star                                |12 41 59.2941890760 +07 58 32.219380488|295.8312125380691 +70.7169709173865|   0.370 -6.991   |10.54    |~              |    ~     ~    |    1|  136.487   pc  |  -0.4061     +0.4061  |paral   |2020yCat.1350....0G
1970|NGC 4570                           NGC 4570                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 36 53.3828233728 +07 14 47.697174852|292.4207938109312 +69.8208776648548|            ~ ~   |     ~   |~              |2.513 0.704    |    1|   16.9044  Mpc |                       |redshift|2019A&A...631A..38L
1971|HD 109499B                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 35 08.0309903448 +07 26 36.506124276|291.0748259917577 +69.9389943474617|164.091 -81.511   |10.48    |~              |    ~     ~    |    1|   60.793   pc  |  -0.0706     +0.0706  |paral   |2020yCat.1350....0G
1972|HD 109499A                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 35 07.9759234560 +07 26 33.876791844|291.0745667920264 +69.9382345469431|155.319 -81.316   |8.02     |~              |    ~     ~    |    1|   60.764   pc  |  -0.1045     +0.1045  |paral   |2020yCat.1350....0G
1973|NGC 4535                           NGC 4535                                                                                                                                                                                                                                             |HII Galaxy                          |12 34 20.3443516704 +08 11 51.908488116|290.0720009592612 +70.6413730064143|            ~ ~   |     ~   |~              | 7.08  6.17    |    1|   11.69    Mpc |  -1.26       +1.26    |T-F     |2020ApJ...902..145K
1974|BD+05 2644                                                                                                                                                                                                                                                                              |Star                                |12 34 07.9306427304 +04 57 41.433262524|291.6286828508404 +67.4526806721875|   5.725 -6.167   |10.21    |F5             |    ~     ~    |    1|  183.682   pc  |  -2.4798     +2.4798  |paral   |2020yCat.1350....0G
1975|BD+05 2645                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 34 53.3587987896 +04 59 33.752793120|292.0998464290818 +67.5157577534668| 67.110 -72.484   |10.39    |K0             |    ~     ~    |    1|   72.656   pc  |  -0.1082     +0.1082  |paral   |2020yCat.1350....0G
1976|HD 109544                                                                                                                                                                                                                                                                               |Star                                |12 35 26.2572646392 +04 40 39.966173976|292.5843985460956 +67.2275068029358| -37.318 -8.628   |8.60     |K2             |    ~     ~    |    1|  354.761   pc  |  -8.0170     +8.0170  |paral   |2020yCat.1350....0G
1977|BD+04 2629                                                                                                                                                                                                                                                                              |Star                                |12 35 07.5034731888 +04 02 32.163242028|292.6472897325315 +66.5877227978671| -0.022 -16.077   |9.89     |M0             |    ~     ~    |    1| 1408.848   pc  | -32.9485    +32.9485  |paral   |2020yCat.1350....0G
1978|HD 109554                                                                                                                                                                                                                                                                               |Star                                |12 35 38.8971450480 +03 24 54.410183676|293.2095805824030 +65.9883582605335|  -25.350 0.671   |9.07     |F6V            |    ~     ~    |    1|  292.013   pc  |  -1.4837     +1.4837  |paral   |2020yCat.1350....0G
1979|HD 109361                                                                                                                                                                                                                                                                               |Star                                |12 34 09.3621470520 +03 04 39.424403460|292.4411508256263 +65.5967471112766| -31.475 -0.398   |8.98     |K0III          |    ~     ~    |    1|  408.413   pc  |  -3.6196     +3.6196  |paral   |2020yCat.1350....0G
1980|BD+03 2667                                                                                                                                                                                                                                                                              |Star                                |12 34 09.9345479472 +02 55 18.639005772|292.5076327854324 +65.4434101726124| 24.780 -25.337   |10.73    |F8             |    ~     ~    |    1|  463.134   pc  | -14.0064    +14.0064  |paral   |2020yCat.1350....0G
1981|NGC 4544                           NGC 4544                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 35 36.5566668960 +03 02 04.144950348|293.3250486360141 +65.6105580055768|            ~ ~   |     ~   |~              |1.110 0.333    |    1|   13.00    Mpc |  -0.88       +0.88    |T-F     |2020ApJ...902..145K
1982|NGC 4538                           NGC 4538                                                                                                                                                                                                                                             |Galaxy                              |12 34 40.9011966984 +03 19 24.887715456|292.6600894150461 +65.8605910464566|            ~ ~   |     ~   |~              |0.477 0.238    |    0|                |                       |        |                   
1983|IRAS 12327+0407                                                                                                                                                                                                                                                                         |Long-Period Variable                |12 35 16.4126790744 +03 51 09.525441240|292.8141119900065 +66.4063339527031|  -4.779 -0.438   |10.66    |~              |    ~     ~    |    1| 1452.011   pc  | -70.6293    +70.6293  |paral   |2020yCat.1350....0G
1984|BD+06 2634                                                                                                                                                                                                                                                                              |Star                                |12 36 26.9200817712 +05 33 05.157968580|292.8748343727577 +68.1300066684824|  -2.977 -2.543   |10.24    |K0             |    ~     ~    |    1|  561.987   pc  |  -5.3691     +5.3691  |paral   |2020yCat.1350....0G
1985|HD 110121                                                                                                                                                                                                                                                                               |Star                                |12 39 53.9593543512 +05 26 44.612653704|295.1979832501431 +68.1440370963343| 18.863 -36.425   |8.90     |F8             |    ~     ~    |    1|  201.861   pc  |  -0.7457     +0.7457  |paral   |2020yCat.1350....0G
1986|HD 110424                                                                                                                                                                                                                                                                               |Star                                |12 41 58.9111516272 +05 24 59.997818556|296.5912707049261 +68.1719220519990|    7.725 9.748   |8.92     |K0             |    ~     ~    |    1|  458.905   pc  |  -5.1385     +5.1385  |paral   |2020yCat.1350....0G
1987|HD 110555                                                                                                                                                                                                                                                                               |Double or Multiple Star             |12 42 55.3583258605 +05 15 59.088764605|297.2542838730683 +68.0442404714693|-78.391 -97.512   |8.42     |G5             |0.0100  0.0    |    1|   95.8442  pc  |  -1.9851     +1.9851  |paral   |2018yCat.1345....0G
1988|NGC 4580                           NGC 4580                                                                                                                                                                                                                                             |LINER-type Active Galaxy Nucleus    |12 37 48.3754581432 +05 22 06.630315636|293.8420283092717 +67.9993482891143|            ~ ~   |     ~   |~              |1.410 1.072    |    1|   18.9671  Mpc |                       |redshift|2019A&A...631A..38L
1989|BD+06 2650                                                                                                                                                                                                                                                                              |Star                                |12 44 02.0597626536 +05 13 29.414268120|298.0008580769912 +68.0256724193349|  27.142 30.578   |10.19    |G0             |    ~     ~    |    1|  134.664   pc  |  -0.3355     +0.3355  |paral   |2020yCat.1350....0G
1990|AG+04 1630                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 36 26.6246679408 +04 11 47.555078460|293.4085609677117 +66.7906389145872| -61.228 -0.509   |10.02    |F5             |    ~     ~    |    1|  190.727   pc  |  -0.9931     +0.9931  |paral   |2020yCat.1350....0G
1991|AG+04 1631                                                                                                                                                                                                                                                                              |Star                                |12 36 30.5388565320 +04 12 27.616017888|293.4452320263519 +66.8040423717653|  -0.260 -9.686   |10.72    |G5             |    ~     ~    |    1|  428.412   pc  |  -3.5423     +3.5423  |paral   |2020yCat.1350....0G
1992|BD+05 2649                                                                                                                                                                                                                                                                              |Star                                |12 37 08.7710844072 +04 56 07.940684976|293.5759595527170 +67.5473028473426|   7.532 -0.213   |10.20    |K0             |    ~     ~    |    1|  533.049   pc  |  -4.4894     +4.4894  |paral   |2020yCat.1350....0G
1993|BD+05 2650                                                                                                                                                                                                                                                                              |Star                                |12 37 10.9126795368 +04 52 57.891783972|293.6189731687217 +67.4963566253089|   -9.125 2.792   |10.88    |K0             |    ~     ~    |    1| 1224.290   pc  | -29.0784    +29.0784  |paral   |2020yCat.1350....0G
1994|BD+05 2651                                                                                                                                                                                                                                                                              |Star                                |12 37 38.6696321376 +04 36 16.350973164|294.0177257417065 +67.2372503014288|-15.272 -16.610   |9.78     |K0             |    ~     ~    |    1|  324.370   pc  | -11.5527    +11.5527  |paral   |2020yCat.1350....0G
1995|HD 109824                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 37 48.0417513600 +04 59 07.291594608|293.9805387496861 +67.6197839874378|-59.564 -24.181   |7.95     |K0.5IIb        |    ~     ~    |    1|  271.047   pc  |  -2.0644     +2.0644  |paral   |2020yCat.1350....0G
1996|HD 109840                                                                                                                                                                                                                                                                               |Star                                |12 37 51.8255749896 +04 17 18.994966440|294.2674471503317 +66.9317249584381|-26.257 -31.467   |6.98     |A0V            |    ~     ~    |    1|  142.479   pc  |  -2.3365     +2.3365  |paral   |2020yCat.1350....0G
1997|BD+05 2655                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 37 58.4822488944 +04 52 28.522843536|294.1330425470414 +67.5160450506842|  -55.862 4.525   |9.67     |K2             |    ~     ~    |    1|  201.232   pc  |  -0.7370     +0.7370  |paral   |2020yCat.1350....0G
1998|HD 109943                                                                                                                                                                                                                                                                               |Star                                |12 38 41.3669573136 +05 10 16.125441924|294.4928892260587 +67.8337648638032|-19.824 -11.347   |9.09     |F5             |    ~     ~    |    1|  155.195   pc  |  -0.5251     +0.5251  |paral   |2020yCat.1350....0G
1999|HD 109956                                                                                                                                                                                                                                                                               |Star                                |12 38 47.0609425800 +04 44 32.482402764|294.7003129728446 +67.4116463465537| -38.687 -8.263   |9.17     |K5             |    ~     ~    |    1|  297.530   pc  |  -1.9475     +1.9475  |paral   |2020yCat.1350....0G
2000|BD+05 2658                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 39 10.1719021848 +04 13 53.603863680|295.1098248202791 +66.9167957811558| 27.518 -41.693   |9.76     |G5             |    ~     ~    |    1|  366.354   pc  |  -2.5769     +2.5769  |paral   |2020yCat.1350....0G
2001|HD 110028                                                                                                                                                                                                                                                                               |Star                                |12 39 16.1266817112 +05 02 27.093181272|294.9152528287782 +67.7229938507766| -28.710 35.520   |8.29     |F5             |    ~     ~    |    1|  116.459   pc  |  -0.3689     +0.3689  |paral   |2020yCat.1350....0G
2002|HD 110068                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 39 28.3667358168 +04 53 40.686565524|295.0952501847469 +67.5841430399865|-102.509 -17.314  |8.44     |K0             |    ~     ~    |    1|  151.538   pc  |  -0.7968     +0.7968  |paral   |2020yCat.1350....0G
2003|BD+05 2662                                                                                                                                                                                                                                                                              |Star                                |12 39 59.3503763088 +04 27 31.028212332|295.5612998484799 +67.1663813779345| 17.466 -43.960   |10.26    |G0             |    ~     ~    |    1|  134.953   pc  |  -0.6101     +0.6101  |paral   |2020yCat.1350....0G
2004|BD+05 2664                                                                                                                                                                                                                                                                              |Star                                |12 40 46.0239745176 +04 54 51.757971552|295.9300816395972 +67.6409403900154|  2.752 -20.172   |9.86     |K0             |    ~     ~    |    1|  784.191   pc  |  -9.1628     +9.1628  |paral   |2020yCat.1350....0G
2005|BD+05 2665                                                                                                                                                                                                                                                                              |Star                                |12 40 56.1404455800 +04 15 18.042334524|296.2206547403133 +66.9898084448660| -16.615 11.184   |9.43     |K0             |    ~     ~    |    1|  381.709   pc  |  -2.2292     +2.2292  |paral   |2020yCat.1350....0G
2006|HD 110260                                                                                                                                                                                                                                                                               |Star                                |12 40 55.3880446200 +04 25 18.782428188|296.1678181934834 +67.1554359049273| -43.535 24.791   |9.18     |G8/K0          |    ~     ~    |    1|  198.859   pc  |  -0.7474     +0.7474  |paral   |2020yCat.1350....0G
2007|BD+05 2667                                                                                                                                                                                                                                                                              |Star                                |12 41 03.3666638352 +04 22 53.256900180|296.2635258317048 +67.1186932831139| -1.175 -19.550   |10.24    |M0             |    ~     ~    |    1| 2531.005   pc  |-196.0232   +196.0232  |paral   |2020yCat.1350....0G
