C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:41:41

dec< 0&rah >=4.0&rah< 4.25&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 3224

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
3022|TYC 5311-291-1                                                                                           |Star                               |04 02 47.9547 -14 03 21.236            |206.5252964 -43.6473464            | -7.600 -15.345   |10.97    |~              |    ~     ~    |    0|                |                       |        |                   
3023|TYC 5311-693-1                                                                                           |Star                               |04 03 39.3216563856 -14 38 59.140040568|207.3919975102433 -43.6992730384888| 12.960 -27.114   |10.92    |~              |    ~     ~    |    1|  392.989   pc  |  -2.6873     +2.6873  |paral   |2020yCat.1350....0G
3024|TYC 5312-1103-1                                                                                          |Star                               |04 10 03.5348774568 -08 46 11.477325252|201.2273957847775 -39.7136436507531|   -2.495 2.027   |10.70    |~              |    ~     ~    |    1|  911.411   pc  | -15.0351    +15.0351  |paral   |2020yCat.1350....0G
3025|TYC 5312-1215-1                                                                                          |Star                               |04 10 15.8667108696 -08 37 06.798461664|201.0853512826446 -39.5974025944054|    8.343 2.921   |10.86    |~              |    ~     ~    |    1| 1503.759   pc  | -36.8591    +36.8591  |paral   |2020yCat.1350....0G
3026|TYC 5312-1371-1                                                                                          |Star                               |04 13 57.0631596528 -09 42 36.619116696|202.8850094384207 -39.3001605141711| -0.741 -14.312   |10.988   |~              |    ~     ~    |    1| 1032.450   pc  | -60.8400    +60.8400  |ST-L    |2020AJ....160...83S
3027|TYC 5312-1408-1                                                                                          |Spectroscopic Binary               |04 11 46.5861167496 -09 30 09.878656860|202.3269539915150 -39.6807947883241|    3.161 3.078   |10.77    |~              |    ~     ~    |    1| 1821.494   pc  | -82.6142    +82.6142  |paral   |2020yCat.1350....0G
3028|TYC 5312-1560-1                                                                                          |Star                               |04 14 09.7996805616 -09 39 41.866810812|202.8602143626777 -39.2314261058177|   4.240 -1.852   |10.842   |~              |    ~     ~    |    1|  956.025   pc  | -43.0400    +43.0400  |ST-L    |2020AJ....160...83S
3029|TYC 5312-1660-1                                                                                          |High Proper Motion Star            |04 09 01.6104389112 -08 13 11.209617984|200.4407788692732 -39.6767773826742|  56.110 -7.676   |10.89    |~              |    ~     ~    |    1|  202.241   pc  |  -1.2557     +1.2557  |paral   |2020yCat.1350....0G
3030|TYC 5312-1733-1                                                                                          |Spectroscopic Binary               |04 08 12.3466021848 -08 05 25.176977088|200.1662935029872 -39.7929189306033|   6.510 -1.937   |10.86    |~              |    ~     ~    |    1|  853.388   pc  | -17.4785    +17.4785  |paral   |2020yCat.1350....0G
3031|TYC 5312-2056-1                                                                                          |Star                               |04 09 24.0365342712 -07 57 23.013885384|200.1986407700552 -39.4691815455522| 32.995 -18.630   |10.94    |~              |    ~     ~    |    1|  184.447   pc  |  -0.7553     +0.7553  |paral   |2020yCat.1350....0G
3032|TYC 5312-2112-1                                                                                          |Star                               |04 07 51.0778517952 -09 53 11.066526744|202.1884855531431 -40.7159862687656|  12.022 -3.129   |10.836   |~              |    ~     ~    |    1|  278.319   pc  |  -1.9520     +1.9520  |paral   |2020yCat.1350....0G
3033|TYC 5312-2230-1                                                                                          |Spectroscopic Binary               |04 09 05.0229571080 -09 28 36.997994676|201.8958802852257 -40.2573153471205|  18.367 -9.958   |10.79    |~              |    ~     ~    |    1|  395.993   pc  |  -3.0578     +3.0578  |paral   |2020yCat.1350....0G
3034|TYC 5312-2282-1                                                                                          |Star                               |04 08 58.7420130072 -09 06 49.610309616|201.4596566769808 -40.1107212277322|  -0.517 -3.523   |10.967   |~              |    ~     ~    |    1|  727.523   pc  | -37.5500    +37.5500  |ST-L    |2020AJ....160...83S
3035|TYC 5315-309-1                                                                                           |High Proper Motion Star            |04 13 50.3009018616 -12 12 45.780986520|205.7919205018735 -40.4343677392159| 24.402 -73.262   |10.75    |~              |    ~     ~    |    1|  105.599   pc  |  -0.7600     +0.7600  |ST-L    |2020AJ....160...83S
3036|TYC 5315-590-1                                                                                           |Star                               |04 09 46.8399642000 -10 06 01.494394308|202.7255106610402 -40.3920084956448|  4.606 -18.206   |10.768   |~              |    ~     ~    |    1|  777.025   pc  | -36.8500    +36.8500  |ST-L    |2020AJ....160...83S
3037|TYC 5315-910-1                                                                                           |Star                               |04 13 01.2642935640 -10 22 07.831165008|203.5110943232886 -39.8033723003548|    3.777 8.611   |10.78    |~              |    ~     ~    |    1|  938.350   pc  | -14.9685    +14.9685  |paral   |2020yCat.1350....0G
3038|TYC 5315-2124-1                                                                                          |Star                               |04 07 03.2254588488 -10 09 51.460651728|202.3956222392018 -41.0180359322481|   29.805 9.973   |10.848   |~              |    ~     ~    |    1|  584.439   pc  | -19.4400    +19.4400  |ST-L    |2020AJ....160...83S
3039|TYC 5318-423-1                                                                                           |Star                               |04 07 28.1367018432 -14 56 18.154393368|208.2617821216074 -42.9693598503668|   0.991 -5.273   |10.76    |~              |    ~     ~    |    1|  184.816   pc  |  -0.4543     +0.4543  |paral   |2020yCat.1350....0G
3040|TYC 5318-1295-1                                                                                          |High Proper Motion Star            |04 05 52.4474070672 -14 25 54.864891516|207.4154707159334 -43.1200876101142|   62.579 5.360   |10.96    |~              |    ~     ~    |    1|  587.959   pc  |  -4.8397     +4.8397  |paral   |2020yCat.1350....0G
3041|TYC 5882-724-1                                                                                           |Star                               |04 04 32.3530701192 -16 03 05.385486528|209.2968651963649 -44.0527461560351|   0.526 -1.155   |10.949   |~              |    ~     ~    |    1|  327.188   pc  |  -5.9790     +5.9790  |ST-L    |2020AJ....160...83S
3042|TYC 5882-1046-1                                                                                          |Star                               |04 00 45.8075982096 -15 09 17.890362468|207.6487427859402 -44.5415237132257|   0.867 -4.028   |10.73    |~              |    ~     ~    |    1|  504.872   pc  |  -4.3587     +4.3587  |paral   |2020yCat.1350....0G
3043|TYC 5882-1101-1                                                                                          |Star                               |04 03 02.4997017024 -16 08 05.050699512|209.2127366743397 -44.4170158639688|  -1.486 -7.747   |10.96    |~              |    ~     ~    |    1|  981.451   pc  | -16.8568    +16.8568  |paral   |2020yCat.1350....0G
3044|HIP 18899                                                                                                |Star                               |04 03 04.0135254576 -15 09 01.388205360|207.9501648365284 -44.0292579782994|   2.041 -2.926   |10.14    |~              |    ~     ~    |    1|  309.148   pc  |  -1.5865     +1.5865  |paral   |2020yCat.1350....0G
3045|TYC 5883-959-1                                                                                           |Star                               |04 09 52.0535217072 -17 24 15.649423272|211.6902644713246 -43.3708644543822| -2.861 -18.007   |10.900   |~              |    ~     ~    |    1|  347.133   pc  |  -6.5790     +6.5790  |ST-L    |2020AJ....160...83S
3046|TYC 5883-1418-1                                                                                          |Star                               |04 14 28.0152737424 -16 57 43.070522976|211.6738732817274 -42.1866819897131|  14.470 -6.287   |10.53    |~              |    ~     ~    |    1|  375.108   pc  |  -2.9548     +2.9548  |paral   |2020yCat.1350....0G
3047|TYC 5886-226-1                                                                                           |Star                               |04 07 40.8993560280 -17 47 35.220814116|211.9338604788814 -43.9965203477729|  2.998 -15.627   |10.93    |~              |    ~     ~    |    1|  265.731   pc  | -10.5708    +10.5708  |paral   |2020yCat.1350....0G
3048|TYC 5886-639-1                                                                                           |Star                               |04 14 17.1724721664 -18 31 55.345899360|213.6427282855173 -42.7859409419441|  -1.230 -7.126   |10.68    |~              |    ~     ~    |    1|  199.318   pc  |  -4.0443     +4.0443  |paral   |2020yCat.1350....0G
3049|TYC 5886-984-1                                                                                           |Spectroscopic Binary               |04 07 32.5877474568 -19 57 22.910686092|214.7653077840284 -44.7619997693340|  10.884 -2.301   |10.91    |~              |    ~     ~    |    1| 1857.010   pc  | -68.6249    +68.6249  |paral   |2020yCat.1350....0G
3050|TYC 5888-297-1                                                                                           |Star                               |04 02 35.0607946512 -20 30 56.993459220|214.9934707087930 -46.0427421584920|  5.632 -25.369   |10.93    |~              |    ~     ~    |    1|  190.527   pc  |  -1.0382     +1.0382  |paral   |2020yCat.1350....0G
3051|TYC 5888-565-1                                                                                           |Star                               |04 01 16.1100019344 -21 20 05.590901040|215.9859578558734 -46.5862097506287| -27.670 22.354   |10.58    |~              |    ~     ~    |    1|  186.133   pc  |  -0.5197     +0.5197  |paral   |2020yCat.1350....0G
3052|TYC 5888-1132-1                                                                                          |Star                               |04 04 47.2057762944 -21 56 24.725839596|217.1718954629824 -45.9835579973960| -15.163 20.822   |10.998   |~              |    ~     ~    |    1|  317.606   pc  |  -7.7800     +7.7800  |ST-L    |2020AJ....160...83S
3053|TYC 5889-678-1                                                                                           |Star                               |04 06 00.9743334120 -20 31 45.757003656|215.3724081853691 -45.2839946366746|  5.160 -12.148   |10.81    |~              |    ~     ~    |    1|  502.917   pc  | -19.8041    +19.8041  |paral   |2020yCat.1350....0G
3054|TYC 5889-717-1                                                                                           |Star                               |04 09 26.7668609712 -20 44 32.120350368|216.0123920647383 -44.5882857893051| 20.187 -18.004   |10.79    |~              |    ~     ~    |    1|  284.754   pc  |  -1.0622     +1.0622  |paral   |2020yCat.1350....0G
3055|TYC 5889-1340-1                                                                                          |Star                               |04 12 22.4558690520 -20 19 51.335266296|215.7689321161552 -43.8081220723598|  -6.833 -8.411   |10.428   |~              |    ~     ~    |    1|  765.677   pc  | -32.6300    +32.6300  |ST-L    |2020AJ....160...83S
3056|TYC 6456-482-1                                                                                           |Star                               |04 11 48.8264640240 -24 43 18.486917724|221.6209212186319 -45.1799555562513|  26.202 22.194   |10.77    |~              |    ~     ~    |    1|  296.340   pc  |  -1.2294     +1.2294  |paral   |2020yCat.1350....0G
3057|TYC 6456-482-2                                                                                           |Star                               |04 11 48.6053409432 -24 43 19.679304540|221.6210808734338 -45.1808485554423|  26.363 22.307   |10.96    |~              |    ~     ~    |    1|  299.661   pc  |  -1.3021     +1.3021  |paral   |2020yCat.1350....0G
3058|TYC 6459-157-1                                                                                           |Star                               |04 06 56.7909702048 -27 23 16.044865692|225.0102647274709 -46.8423161196109|   2.546 -6.730   |10.79    |~              |    ~     ~    |    1|  707.714   pc  |  -5.9602     +5.9602  |paral   |2020yCat.1350....0G
3059|TYC 6461-1120-2                                                                                          |High Proper Motion Star            |04 00 03.973079 -29 02 27.88392        |227.026473011 -48.629053099        |     73.7 -18.8   |10.97    |~              |    ~     ~    |    0|                |                       |        |                   
3060|TYC 7030-230-1                                                                                           |Star                               |04 03 25.8217350744 -31 44 56.747950584|231.2203646912495 -48.2762748799104| 25.821 -21.134   |10.90    |~              |    ~     ~    |    1|   92.737   pc  |  -0.4421     +0.4421  |ST-L    |2020AJ....160...83S
3061|TYC 7033-453-1                                                                                           |Star                               |04 07 35.9083776960 -33 58 27.545606508|234.6512390620688 -47.6149916900832|   -4.301 5.129   |10.993   |~              |    ~     ~    |    1| 1918.770   pc  |-202.8000   +202.8000  |ST-L    |2020AJ....160...83S
3062|TYC 7033-966-1                                                                                           |Star                               |04 10 33.9161360952 -34 59 44.121558048|236.2187085341837 -47.0775618305515|    2.010 0.883   |10.77    |~              |    ~     ~    |    1|  903.587   pc  |  -9.2261     +9.2261  |paral   |2020yCat.1350....0G
3063|TYC 7036-285-1                                                                                           |Star                               |04 00 57.3462172656 -36 59 43.912146264|239.1128186034137 -49.0876676383347|   0.415 -4.432   |10.75    |~              |    ~     ~    |    1| 1353.180   pc  | -18.8603    +18.8603  |paral   |2020yCat.1350....0G
3064|TYC 7036-674-1                                                                                           |Star                               |04 03 03.0187985880 -35 50 28.820416668|237.3690112357982 -48.6472259191809|    7.747 0.363   |10.77    |~              |    ~     ~    |    1|  821.760   pc  |  -8.7788     +8.7788  |paral   |2020yCat.1350....0G
3065|HD 25926B                                                                                                |High Proper Motion Star            |04 04 56.0202459384 -35 26 47.222922480|236.7953215449176 -48.2503044353398|-69.325 -29.585   |8.58     |~              |    ~     ~    |    1|   60.915   pc  |  -1.1477     +1.1477  |paral   |2020yCat.1350....0G
3066|TYC 7037-1406-1                                                                                          |Star                               |04 14 22.4298678552 -30 00 41.840312904|229.1689767871810 -45.7121484345565|   10.180 0.743   |10.94    |~              |    ~     ~    |    1| 1641.497   pc  | -47.6929    +47.6929  |paral   |2020yCat.1350....0G
3067|TYC 7577-353-1                                                                                           |Star                               |04 11 43.8247565904 -39 30 30.313360332|242.8458527298440 -46.9529766085188|   3.606 -3.852   |10.75    |~              |    ~     ~    |    1| 1483.019   pc  | -24.8526    +24.8526  |paral   |2020yCat.1350....0G
3068|TYC 7577-1434-1                                                                                          |High Proper Motion Star            |04 05 34.8925134456 -39 01 23.046717468|242.1641034704701 -48.1530913042993| 46.567 -45.309   |10.92    |~              |    ~     ~    |    1|  185.739   pc  |  -0.3622     +0.3622  |paral   |2020yCat.1350....0G
3069|TYC 7577-1512-1                                                                                          |Star                               |04 04 36.3160149216 -38 05 22.006517460|240.7670240856568 -48.3601917345239|  23.949 23.081   |10.43    |~              |    ~     ~    |    1|  297.133   pc  |  -1.1301     +1.1301  |paral   |2020yCat.1350....0G
3070|TYC 7580-1029-1                                                                                          |High Proper Motion Star            |04 12 58.7098431960 -40 57 46.056394620|244.9601490615058 -46.6731375991306|  35.032 38.436   |10.16    |~              |    ~     ~    |    1|  429.756   pc  |  -1.9577     +1.9577  |paral   |2020yCat.1350....0G
3071|TYC 7580-1239-1                                                                                          |Star                               |04 01 17.9293269576 -41 15 47.415914964|245.6064846806750 -48.8504464324307| -19.322 15.617   |10.44    |~              |    ~     ~    |    1|  158.740   pc  |  -0.3956     +0.3956  |paral   |2020yCat.1350....0G
3072|TYC 7580-1285-1                                                                                          |Star                               |04 01 55.977 -40 51 09.97              |244.971206 -48.762893              |     17.7 -36.2   |10.71    |~              |    ~     ~    |    1|  257.585   pc  |  -3.1380     +3.1380  |ST-L    |2020AJ....160...83S
3073|TYC 7580-1591-1                                                                                          |Star                               |04 03 59.0820243120 -41 28 47.010708120|245.8718741835318 -48.3308368313223|   21.507 1.494   |10.903   |~              |    ~     ~    |    1|  345.889   pc  |  -5.8640     +5.8640  |ST-L    |2020AJ....160...83S
3074|TYC 7583-848-1                                                                                           |Composite Object, Blend            |04 01 48.1147 -43 32 06.201            |249.0149566 -48.5224515            |  53.779 45.055   |10.97    |~              |    ~     ~    |    1|  361.943   pc  |  -6.2340     +6.2340  |ST-L    |2020AJ....160...83S
3075|TYC 7583-1416-1                                                                                          |High Proper Motion Star            |04 00 49.1601299664 -43 48 39.764549700|249.4635051519391 -48.6628898094094|  21.133 51.087   |10.90    |~              |    ~     ~    |    1|  296.270   pc  |  -1.0621     +1.0621  |paral   |2020yCat.1350....0G
3076|TYC 8068-678-1                                                                                           |Star                               |04 06 44.4770953824 -47 02 53.474478144|253.9963169308890 -47.1372507034864|  10.830 28.946   |10.777   |~              |    ~     ~    |    1|  388.013   pc  |  -6.9520     +6.9520  |ST-L    |2020AJ....160...83S
3077|TYC 8068-744-1                                                                                           |Star                               |04 13 54.2961933384 -47 10 25.652883576|253.8899344587302 -45.9141511373490|   20.509 4.404   |10.959   |~              |    ~     ~    |    1|  273.897   pc  |  -3.4300     +3.4300  |ST-L    |2020AJ....160...83S
3078|TYC 8071-93-1                                                                                            |High Proper Motion Star            |04 05 03.5917501344 -47 45 54.639983664|255.1107109667785 -47.2854511411971| -1.980 -56.570   |10.86    |~              |    ~     ~    |    1|  184.488   pc  |  -0.3778     +0.3778  |paral   |2020yCat.1350....0G
3079|TYC 8071-1090-1                                                                                          |Star                               |04 05 29.4917008320 -49 04 20.613571068|256.9698404842679 -46.9486303361063| -7.396 -17.208   |10.95    |~              |    ~     ~    |    1|  188.829   pc  |  -0.6133     +0.6133  |paral   |2020yCat.1350....0G
3080|SAO 216605                                                                                               |High Proper Motion Star            |04 01 22.8712234224 -49 31 30.597038868|257.8430943504806 -47.4984642773910|-29.159 -110.355  |9.82     |~              |    ~     ~    |    1|   97.087   pc  |  -0.5391     +0.5391  |ST-L    |2020AJ....160...83S
3081|TYC 8074-521-1                                                                                           |Star                               |04 13 10.8197109336 -50 20 55.238842284|258.3928768706683 -45.4640843178025|   23.903 0.082   |10.89    |~              |    ~     ~    |    1|  765.755   pc  |  -7.2125     +7.2125  |paral   |2020yCat.1350....0G
3082|TYC 8074-1016-1                                                                                          |Star                               |04 09 55.6405023984 -51 35 31.240597308|260.2879738365309 -45.6842368391180|   2.041 -4.804   |10.58    |~              |    ~     ~    |    1|  918.358   pc  | -10.7109    +10.7109  |paral   |2020yCat.1350....0G
3083|TYC 8074-1574-1                                                                                          |High Proper Motion Star            |04 04 33.3426988536 -51 07 35.470173144|259.9371964066205 -46.6120134946875|-20.485 -49.587   |10.66    |~              |    ~     ~    |    1|  219.217   pc  |  -0.6199     +0.6199  |paral   |2020yCat.1350....0G
3084|TYC 8501-139-1                                                                                           |Star                               |04 08 19.5947218104 -53 36 00.987600672|263.1464876333072 -45.3944203978122|   5.541 24.870   |10.988   |~              |    ~     ~    |    1|  515.165   pc  | -13.7900    +13.7900  |ST-L    |2020AJ....160...83S
3085|TYC 8501-1140-1                                                                                          |Star                               |04 03 10.9854578184 -53 42 40.022037792|263.6176619776183 -46.0907507981381|   30.806 6.376   |10.855   |~              |    ~     ~    |    1|  778.919   pc  | -29.7700    +29.7700  |ST-L    |2020AJ....160...83S
3086|TYC 8502-1651-1                                                                                          |Star                               |04 10 25.2367092024 -52 48 57.339807768|261.9513798766243 -45.3045463221770|   8.836 20.523   |10.57    |~              |    ~     ~    |    1|  558.036   pc  |  -4.6399     +4.6399  |paral   |2020yCat.1350....0G
3087|TYC 8504-210-1                                                                                           |Star                               |04 02 25.6990724304 -56 16 25.245642612|267.1386105415109 -45.3573650287823|    1.047 4.005   |10.99    |~              |    ~     ~    |    1| 1356.852   pc  | -18.4105    +18.4105  |paral   |2020yCat.1350....0G
3088|TYC 8504-1139-1                                                                                          |High Proper Motion Star            |04 00 31.6548948096 -56 09 21.198251088|267.1136129616475 -45.6461392300194|  30.091 54.986   |10.891   |~              |    ~     ~    |    1|  348.285   pc  |  -5.9930     +5.9930  |ST-L    |2020AJ....160...83S
3089|TYC 8507-633-1                                                                                           |Star                               |04 03 45.1014594288 -58 34 59.213795232|270.0836128376834 -44.3535228402666|   -2.404 6.753   |10.555   |~              |    ~     ~    |    1|  581.949   pc  | -18.7200    +18.7200  |ST-L    |2020AJ....160...83S
3090|TYC 8507-757-1                                                                                           |Star                               |04 07 32.3808250104 -58 45 46.249066116|270.0619854487547 -43.8296148976644|  14.991 -0.578   |10.728   |~              |    ~     ~    |    1|  179.607   pc  |  -1.5660     +1.5660  |ST-L    |2020AJ....160...83S
3091|TYC 8507-1494-1                                                                                          |Star                               |04 02 36.3426032520 -59 08 33.835653960|270.8853028958379 -44.2755664811981|    2.138 6.424   |10.738   |~              |    ~     ~    |    1| 2648.360   pc  |-295.2000   +295.2000  |ST-L    |2020AJ....160...83S
3092|TYC 8507-1730-1                                                                                          |Star                               |04 01 39.4385736144 -58 50 56.922278820|270.5736918288699 -44.5025533714336|  13.742 -3.104   |10.89    |~              |    ~     ~    |    1|  375.375   pc  |  -2.2827     +2.2827  |paral   |2020yCat.1350....0G
3093|TYC 9156-126-1                                                                                           |Star                               |04 08 18.6406767240 -72 07 16.263501240|285.8304769819542 -37.7655782761181|    8.497 9.725   |10.985   |~              |    ~     ~    |    1| 2570.040   pc  |-305.3000   +305.3000  |ST-L    |2020AJ....160...83S
3094|TYC 9156-1038-1                                                                                          |Star                               |04 07 12.1135780152 -71 34 17.594059260|285.2933084233387 -38.1262866371187|    4.665 8.384   |10.871   |~              |    ~     ~    |    1| 1003.990   pc  | -37.9500    +37.9500  |ST-L    |2020AJ....160...83S
3095|TYC 9156-1547-1                                                                                          |Star                               |04 03 29.9335385976 -71 14 13.952148540|285.1297387508781 -38.5534485910554|   -7.835 6.061   |10.999   |~              |    ~     ~    |    1|  809.581   pc  | -33.7600    +33.7600  |ST-L    |2020AJ....160...83S
3096|TYC 9156-1817-1                                                                                          |Star                               |04 08 56.8963922784 -71 35 39.048383976|285.2270688095659 -37.9966030978063|  11.120 -6.151   |10.863   |~              |    ~     ~    |    1| 2181.110   pc  |-222.8000   +222.8000  |ST-L    |2020AJ....160...83S
3097|TYC 9159-155-1                                                                                           |Spectroscopic Binary               |04 01 19.0827726336 -74 39 39.806639820|288.8435968137879 -36.7899982723738|  22.654 14.346   |10.403   |~              |    ~     ~    |    1|  255.285   pc  |  -3.1250     +3.1250  |ST-L    |2020AJ....160...83S
3098|TYC 9159-191-1                                                                                           |Star                               |04 07 15.1409378760 -74 19 11.896336344|288.2137453080567 -36.6528603822693|   -3.380 3.043   |10.633   |~              |    ~     ~    |    1| 1234.340   pc  | -71.7200    +71.7200  |ST-L    |2020AJ....160...83S
3099|TYC 9159-207-1                                                                                           |High Proper Motion Star            |04 06 03.2239569336 -74 15 06.707337120|288.1984390998708 -36.7580963452366|  15.023 67.978   |10.87    |~              |    ~     ~    |    1|   81.378   pc  |  -0.2933     +0.2933  |ST-L    |2020AJ....160...83S
3100|TYC 9159-277-1                                                                                           |High Proper Motion Star            |04 05 14.6201826096 -74 09 38.974974372|288.1417742357097 -36.8543637665921|   93.632 4.505   |10.857   |~              |    ~     ~    |    1|  192.135   pc  |  -1.7710     +1.7710  |ST-L    |2020AJ....160...83S
3101|TYC 9159-300-1                                                                                           |Star                               |04 07 54.2221140096 -72 58 03.130717908|286.7576497278013 -37.3448848580468|   9.486 15.638   |10.752   |~              |    ~     ~    |    1|  751.026   pc  | -33.7400    +33.7400  |ST-L    |2020AJ....160...83S
3102|TYC 9364-78-1                                                                                            |Star                               |04 04 48.8068734072 -76 00 40.275198216|290.0594937014664 -35.8351107685039|  6.584 -13.175   |10.897   |~              |    ~     ~    |    1|  942.333   pc  | -29.1900    +29.1900  |ST-L    |2020AJ....160...83S
3103|2MASS J04140111-7649107                                                                                  |Long-Period Variable Candidate     |04 14 01.0575258576 -76 49 10.662184776|290.5125294994767 -34.9356758572437|    1.701 3.382   |10.73    |~              |    ~     ~    |    1| 2372.48    pc  | -80.4898    +80.4898  |paral   |2020yCat.1350....0G
3104|TYC 9364-196-1                                                                                           |Star                               |04 02 58.4532957336 -75 33 57.464608716|289.6887408481545 -36.1829887737993|   2.813 15.534   |10.920   |~              |    ~     ~    |    1|  668.405   pc  | -35.1604    +35.1604  |paral   |2020yCat.1350....0G
3105|TYC 9368-339-1                                                                                           |Star                               |04 07 16.8853336104 -77 57 34.205488956|291.9120720909718 -34.6003039201304|   9.128 16.758   |10.939   |~              |    ~     ~    |    1|  956.726   pc  | -33.5600    +33.5600  |ST-L    |2020AJ....160...83S
3106|TYC 9368-642-1                                                                                           |High Proper Motion Star            |04 01 31.1147400960 -77 48 22.310773452|291.9780872887280 -34.9349855565441| 82.699 114.294   |10.935   |~              |    ~     ~    |    1|  143.222   pc  |  -1.2590     +1.2590  |ST-L    |2020AJ....160...83S
3107|2MASS J04022311-7754047                                                                                  |Long-Period Variable Candidate     |04 02 23.0891322648 -77 54 04.771114596|292.0378356440327 -34.8415854750181|  -3.803 -1.475   |10.80    |~              |    ~     ~    |    1| 2771.62    pc  |-106.01     +106.01    |paral   |2020yCat.1350....0G
3108|TYC 9368-1289-1                                                                                          |Star                               |04 03 05.3892777696 -78 12 17.566019604|292.3078223753573 -34.6312291400935|   8.614 16.770   |10.610   |~              |    ~     ~    |    1|  792.592   pc  | -22.8400    +22.8400  |ST-L    |2020AJ....160...83S
3109|TYC 9372-159-1                                                                                           |Star                               |04 07 41.9838740952 -79 24 05.026787064|293.3128025304687 -33.7421178846203|   7.611 26.412   |10.620   |~              |    ~     ~    |    1|  373.229   pc  |  -6.5640     +6.5640  |ST-L    |2020AJ....160...83S
3110|TYC 9376-739-1                                                                                           |Star                               |04 13 36.1739051880 -81 22 10.024633848|295.0455564709915 -32.3911901622224|   4.731 16.367   |10.949   |~              |    ~     ~    |    1|  849.300   pc  | -39.0100    +39.0100  |ST-L    |2020AJ....160...83S
3111|TYC 9376-778-1                                                                                           |Star                               |04 02 48.9783574896 -81 03 12.254592096|295.0388891260881 -32.9103507010058|   -1.638 3.182   |10.793   |~              |    ~     ~    |    1|  936.628   pc  | -35.6100    +35.6100  |ST-L    |2020AJ....160...83S
3112|TYC 9376-842-1                                                                                           |Star                               |04 08 36.2186271936 -81 11 25.678221648|295.0066828755074 -32.6497608090118|  10.226 25.019   |10.814   |~              |    ~     ~    |    1|  792.837   pc  | -37.1200    +37.1200  |ST-L    |2020AJ....160...83S
3113|TYC 8868-261-1                                                                                           |Star                               |04 02 56.1741079848 -60 58 41.313497772|273.1936340832689 -43.4989596213032|    0.976 9.906   |10.794   |~              |    ~     ~    |    1| 1596.900   pc  |-121.5000   +121.5000  |ST-L    |2020AJ....160...83S
3114|TYC 8868-374-1                                                                                           |Star                               |04 03 41.1054517248 -61 05 17.576072160|273.2799569890121 -43.3708678851275|  -4.740 14.475   |10.98    |~              |    ~     ~    |    1|  385.297   pc  |  -1.6775     +1.6775  |paral   |2020yCat.1350....0G
3115|TYC 8868-550-1                                                                                           |Star                               |04 05 28.8215842416 -60 49 52.747146948|272.8354501793787 -43.2765779840637|  21.337 17.705   |10.936   |~              |    ~     ~    |    1|  698.517   pc  | -23.8800    +23.8800  |ST-L    |2020AJ....160...83S
3116|TYC 8868-960-1                                                                                           |Star                               |04 00 16.6084347960 -61 31 48.102068604|274.0699747954948 -43.5545060262974|   14.942 0.604   |10.800   |~              |    ~     ~    |    1| 1445.730   pc  |-107.4000   +107.4000  |ST-L    |2020AJ....160...83S
3117|TYC 8868-997-1                                                                                           |Star                               |04 07 27.9487185552 -61 11 54.563989092|273.1644059170620 -42.9092061523260|   7.588 26.650   |10.723   |~              |    ~     ~    |    1|  463.965   pc  | -13.8800    +13.8800  |ST-L    |2020AJ....160...83S
3118|TYC 8868-1776-1                                                                                          |Star                               |04 00 37.4362736664 -60 37 04.652317272|272.9035312987012 -43.9055168676044|  12.301 16.059   |10.921   |~              |    ~     ~    |    1| 1030.080   pc  | -35.0300    +35.0300  |ST-L    |2020AJ....160...83S
3119|TYC 8869-1268-1                                                                                          |Star                               |04 12 30.3031635840 -60 47 46.205048652|272.3390230837243 -42.5004827720029| -0.940 -10.903   |10.50    |~              |    ~     ~    |    1|  884.713   pc  | -31.1800    +31.1800  |ST-L    |2020AJ....160...83S
3120|TYC 8871-1040-1                                                                                          |Star                               |04 00 36.3952299552 -64 35 34.706146740|277.7723742921739 -42.1344803367928| -13.030 -9.519   |10.875   |~              |    ~     ~    |    1|  929.175   pc  | -44.6200    +44.6200  |ST-L    |2020AJ....160...83S
3121|TYC 8872-1004-1                                                                                          |High Proper Motion Star            |04 12 47.7943142592 -64 20 51.254825496|276.6977199284335 -41.0671613291203| 24.368 -54.325   |10.671   |~              |    ~     ~    |    1|  206.354   pc  |  -2.1170     +2.1170  |ST-L    |2020AJ....160...83S
3122|TYC 8874-527-1                                                                                           |Star                               |04 07 21.3578814720 -67 29 17.837228076|280.7245491794172 -40.1569517901278|   8.373 12.702   |10.772   |~              |    ~     ~    |    1|  892.109   pc  | -26.1800    +26.1800  |ST-L    |2020AJ....160...83S
3123|TYC 8874-989-1                                                                                           |Star                               |04 07 10.7478314136 -67 19 37.785280008|280.5497490311802 -40.2487452144133|   2.600 11.500   |10.888   |~              |    ~     ~    |    1|  985.812   pc  | -32.7400    +32.7400  |ST-L    |2020AJ....160...83S
