C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:25

dec >=0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4907

 #  |                                                                 identifier                                                                 |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
3972|TYC 2808-530-1                                                                                                                              |Star                                  |01 15 14.1865375320 +42 49 48.949770720|127.5668909635904 -19.8272051252803|   6.200 -4.060   |10.38    |~                   |    ~     ~    |    1| 1813.237   pc  | -73.3185    +73.3185  |paral   |2020yCat.1350....0G
3973|TYC 2808-568-1                                                                                                                              |Star                                  |01 18 20.4118542480 +42 31 11.486676288|128.2049841023904 -20.0762815554067|   -1.737 5.553   |9.76     |~                   |    ~     ~    |    1|  343.926   pc  |  -1.9990     +1.9990  |paral   |2020yCat.1350....0G
3974|TYC 2808-1179-1                                                                                                                             |Star                                  |01 18 00.8946531144 +42 28 18.279067008|128.1471754424663 -20.1307161962304|  -6.713 -1.654   |10.56    |~                   |    ~     ~    |    1|  909.587   pc  | -15.8024    +15.8024  |paral   |2020yCat.1350....0G
3975|TYC 2808-1268-1                                                                                                                             |Star                                  |01 18 25.4256002184 +42 23 02.686394400|128.2373814848603 -20.2095035268034|   -4.500 1.607   |10.71    |~                   |    ~     ~    |    1|  653.381   pc  |  -8.8797     +8.8797  |paral   |2020yCat.1350....0G
3976|TYC 2808-1284-1                                                                                                                             |High Proper Motion Star               |01 15 19.4004805248 +42 08 32.216274600|127.6560374553379 -20.5102666033529| 48.131 -34.743   |10.79    |~                   |    ~     ~    |    1|  211.296   pc  |  -5.1298     +5.1298  |paral   |2020yCat.1350....0G
3977|TYC 2808-1333-1                                                                                                                             |Star                                  |01 17 48.5831311512 +42 03 15.412488300|128.1556382261254 -20.5498266517379|   1.596 -4.158   |10.98    |~                   |    ~     ~    |    1|  511.274   pc  |  -4.9405     +4.9405  |paral   |2020yCat.1350....0G
3978|TYC 2808-1487-1                                                                                                                             |Star                                  |01 18 40.6680975480 +42 18 56.319443460|128.2952593525552 -20.2722536652855|  22.297 -4.626   |9.91     |~                   |    ~     ~    |    1|  580.686   pc  |  -6.5416     +6.5416  |paral   |2020yCat.1350....0G
3979|TYC 2808-1491-1                                                                                                                             |Star                                  |01 15 17.8500729360 +41 58 17.234733180|127.6689788206651 -20.6807322215405|  -9.130 -0.503   |10.88    |~                   |    ~     ~    |    1| 1170.412   pc  | -62.6028    +62.6028  |paral   |2020yCat.1350....0G
3980|TYC 2808-1492-1                                                                                                                             |Star                                  |01 17 17.5921754088 +42 05 57.355564308|128.0486995380284 -20.5154621632806|  -7.582 -2.779   |10.39    |~                   |    ~     ~    |    1|  971.157   pc  | -18.2027    +18.2027  |paral   |2020yCat.1350....0G
3981|TYC 2808-1615-1                                                                                                                             |Star                                  |01 17 13.1090280408 +41 58 21.913917708|128.0484061762782 -20.6427319045186| -11.423 -1.520   |10.23    |~                   |    ~     ~    |    1|  767.165   pc  |  -8.6516     +8.6516  |paral   |2020yCat.1350....0G
3982|TYC 2808-1617-1                                                                                                                             |Star                                  |01 16 49.2691583328 +42 30 27.431994348|127.9100511978802 -20.1186428411093| 26.904 -36.476   |10.00    |~                   |    ~     ~    |    1|  227.231   pc  |  -1.1876     +1.1876  |paral   |2020yCat.1350....0G
3983|TYC 2808-1717-1                                                                                                                             |High Proper Motion Star               |01 16 13.9937756592 +42 21 42.654608028|127.8111796103716 -20.2748687231544|-37.593 -33.576   |10.20    |~                   |    ~     ~    |    1|  179.624   pc  |  -0.7582     +0.7582  |paral   |2020yCat.1350....0G
3984|TYC 2808-1974-1                                                                                                                             |Star                                  |01 15 41.8164386832 +42 26 57.142527684|127.6967788284597 -20.1979908940118|  13.670 -1.716   |9.92     |~                   |    ~     ~    |    1|  558.129   pc  |  -7.2893     +7.2893  |paral   |2020yCat.1350....0G
3985|TYC 2808-2012-1                                                                                                                             |Star                                  |01 15 20.6714250864 +41 55 38.899818228|127.6829327689903 -20.7236329347080|  1.369 -14.830   |10.72    |~                   |    ~     ~    |    1|  384.128   pc  |  -1.9477     +1.9477  |paral   |2020yCat.1350....0G
3986|TYC 2812-1790-1                                                                                                                             |High Proper Motion Star               |01 17 54.5580620088 +43 13 47.440190676|128.0387693318598 -19.3792631858225| 44.329 -39.183   |10.90    |~                   |    ~     ~    |    1|  193.043   pc  |  -0.6186     +0.6186  |paral   |2020yCat.1350....0G
3987|BD+39 308                                                                                                                                   |Star                                  |01 20 05.2551864984 +40 38 45.701840688|128.7839962741233 -21.8999497324668| 27.585 -35.795   |9.60     |F8                  |    ~     ~    |    1|  144.134   pc  |  -0.3241     +0.3241  |paral   |2020yCat.1350....0G
3988|NGC 477                            NGC 477                                                                                                  |Seyfert 2 Galaxy                      |01 21 20.3410541880 +40 29 17.414141208|129.0591424370253 -22.0275690531511|            ~ ~   |     ~   |~                   |0.673 0.579    |    1|   65.16    Mpc |  -6.74       +6.74    |T-F     |2020ApJ...902..145K
3989|HD 8330                                                                                                                                     |Star                                  |01 23 12.8723788080 +40 36 37.618025292|129.4230837136032 -21.8604478880829|   17.890 9.985   |8.15     |K0                  |    ~     ~    |    1|  344.626   pc  |  -2.9217     +2.9217  |paral   |2020yCat.1350....0G
3990|BD+39 324                                                                                                                                   |Star                                  |01 24 54.3800366496 +40 23 21.226453908|129.7990667598492 -22.0358288094111|  15.055 -8.069   |9.97     |F5                  |    ~     ~    |    1|  267.982   pc  |  -1.8600     +1.8600  |paral   |2020yCat.1350....0G
3991|BD+39 327                                                                                                                                   |Star                                  |01 25 14.4158993232 +40 18 50.407184376|129.8784370987709 -22.1013760689621|  -11.325 5.671   |8.50     |K0                  |    ~     ~    |    1|  370.782   pc  |  -2.8046     +2.8046  |paral   |2020yCat.1350....0G
3992|BD+39 329                                                                                                                                   |Star                                  |01 26 03.9932907648 +40 20 40.952267448|130.0418961422487 -22.0484886885920| 20.267 -22.739   |9.05     |K0                  |    ~     ~    |    1|  389.757   pc  |  -2.7952     +2.7952  |paral   |2020yCat.1350....0G
3993|HD 8837                                                                                                                                     |Star                                  |01 27 46.8883203000 +40 20 08.894774832|130.3919513094408 -22.0089110796344|   4.788 -8.688   |6.587    |B9IV                |    ~     ~    |    1|  390.488   pc  |  -5.8553     +5.8553  |paral   |2020yCat.1350....0G
3994|BD+42 277                                                                                                                                   |Star                                  |01 19 02.9665230312 +43 13 44.579472204|128.2576408969794 -19.3569896063120|  -1.666 -3.303   |10.20    |A0                  |    ~     ~    |    1|  721.501   pc  | -30.9215    +30.9215  |paral   |2020yCat.1350....0G
3995|HD 7979                                                                                                                                     |Star                                  |01 19 53.0131637544 +43 12 38.014437492|128.4198920989881 -19.3578697103310|  19.471 13.357   |8.14     |K0                  |    ~     ~    |    1|  293.419   pc  |  -2.3418     +2.3418  |paral   |2020yCat.1350....0G
3996|BD+42 286a                                                                                                                                  |Star                                  |01 21 31.5197263272 +42 58 28.590000204|128.7655486506267 -19.5560794070200|   2.535 -0.723   |9.91     |K2                  |    ~     ~    |    1| 1288.328   pc  | -57.0967    +57.0967  |paral   |2020yCat.1350....0G
3997|HD 8125                                                                                                                                     |Star                                  |01 21 21.3172159608 +42 57 16.517422764|128.7354054263726 -19.5797823424979|  10.942 -3.831   |8.63     |G5                  |    ~     ~    |    1|  479.823   pc  |  -5.1802     +5.1802  |paral   |2020yCat.1350....0G
3998|BD+41 243                                                                                                                                   |Star                                  |01 18 47.6308786128 +42 40 31.678911192|128.2747467251198 -19.9123114614226|   7.079 -7.341   |9.09     |K0                  |    ~     ~    |    1|  577.301   pc  |  -5.4991     +5.4991  |paral   |2020yCat.1350....0G
3999|HD 7962                                                                                                                                     |Star                                  |01 19 44.8638583392 +42 34 44.820010632|128.4719340065625 -19.9878995025600| 26.502 -26.229   |8.24     |F5                  |    ~     ~    |    1|  162.190   pc  |  -0.5840     +0.5840  |paral   |2020yCat.1350....0G
4000|BD+41 244                                                                                                                                   |Star                                  |01 19 08.3358369696 +41 57 20.228927760|128.4295455473073 -20.6202395106974| -3.575 -10.053   |9.40     |K0                  |    ~     ~    |    1|  493.803   pc  |  -3.9015     +3.9015  |paral   |2020yCat.1350....0G
4001|BD+41 248                                                                                                                                   |Star                                  |01 19 48.5786550048 +41 47 32.479312488|128.5823711627421 -20.7679043532660|   26.382 9.784   |9.33     |G5                  |    ~     ~    |    1|  121.230   pc  |  -0.2102     +0.2102  |paral   |2020yCat.1350....0G
4002|HD 8007                                                                                                                                     |High Proper Motion Star               |01 20 04.9075851120 +41 58 13.892024928|128.6136602829908 -20.5850009650764| 12.320 -58.471   |6.94     |F0                  |    ~     ~    |    1|   80.119   pc  |  -0.1508     +0.1508  |paral   |2020yCat.1350....0G
4003|BD+40 266                                                                                                                                   |High Proper Motion Star               |01 19 13.6798655592 +41 18 54.507280572|128.5261640806317 -21.2545472951663|132.916 -64.996   |9.35     |G0                  |    ~     ~    |    1|   92.523   pc  |  -0.1567     +0.1567  |paral   |2020yCat.1350....0G
4004|HD 8028                                                                                                                                     |Star                                  |01 20 19.6608845976 +41 22 17.750802216|128.7388973602628 -21.1741795772210|   42.880 1.133   |8.43     |F5                  |    ~     ~    |    1|  108.498   pc  |  -0.4473     +0.4473  |paral   |2020yCat.1350....0G
4005|BD+40 270                                                                                                                                   |Star                                  |01 21 25.1562902112 +41 05 50.794051812|128.9935109363029 -21.4211648701641|  19.113 -0.411   |9.26     |K2                  |    ~     ~    |    1|  451.753   pc  |  -4.6939     +4.6939  |paral   |2020yCat.1350....0G
4006|BD+40 271                                                                                                                                   |Star                                  |01 21 28.8227410128 +40 57 29.305886832|129.0244976441815 -21.5579370178160|  9.720 -17.302   |9.67     |K2                  |    ~     ~    |    1|  551.450   pc  |  -4.8351     +4.8351  |paral   |2020yCat.1350....0G
4007|HD 8400                                                                                                                                     |Star                                  |01 23 52.4162345040 +42 48 38.056281660|129.2407228663099 -19.6634984065191| -2.741 -13.293   |8.51     |F5                  |    ~     ~    |    1|  232.997   pc  |  -2.2095     +2.2095  |paral   |2020yCat.1350....0G
4008|HD 8711                                                                                                                                     |Eclipsing Binary                      |01 26 38.1774528120 +42 48 35.194929876|129.7735663089176 -19.5938982559171| -3.110 -14.022   |8.76     |A3                  |    ~     ~    |    1|  299.168   pc  |  -2.3718     +2.3718  |paral   |2020yCat.1350....0G
4009|HD 8884                                                                                                                                     |Double or Multiple Star               |01 28 19.29044 +42 46 56.0138          |130.10240788 -19.57541044          |  -11.82 -13.00   |7.80     |G7III               |    ~     ~    |    0|                |                       |        |                   
4010|BD+42 309                                                                                                                                   |Star                                  |01 29 00.8552942496 +42 45 14.646086244|130.2403300588191 -19.5838141934588|  37.090 -4.170   |9.37     |F8                  |    ~     ~    |    1|  104.260   pc  |  -0.1924     +0.1924  |paral   |2020yCat.1350....0G
4011|BD+41 256                                                                                                                                   |Star                                  |01 21 56.5246305408 +42 43 19.265579940|128.8794583407038 -19.7971855245888|-20.672 -11.807   |9.26     |F2                  |    ~     ~    |    1|  287.241   pc  |  -1.5016     +1.5016  |paral   |2020yCat.1350....0G
4012|HD 8229                                                                                                                                     |Star                                  |01 22 25.2780537720 +42 20 27.318551460|129.0240010964963 -20.1640310495150|  -3.119 -2.950   |9.07     |A0                  |    ~     ~    |    1|  729.714   pc  | -28.3813    +28.3813  |paral   |2020yCat.1350....0G
4013|BD+41 260                                                                                                                                   |Star                                  |01 22 45.1511110200 +42 32 42.056629512|129.0606215709275 -19.9537814546124|    0.210 4.774   |9.45     |F2                  |    ~     ~    |    1|  412.763   pc  |  -3.9527     +3.9527  |paral   |2020yCat.1350....0G
4014|BD+41 268                                                                                                                                   |Star                                  |01 25 06.1414843920 +42 28 07.343113260|129.5280980217579 -19.9714663630418|  8.048 -11.819   |9.30     |F2                  |    ~     ~    |    1|  603.537   pc  |  -9.4342     +9.4342  |paral   |2020yCat.1350....0G
4015|BD+41 269                                                                                                                                   |Star                                  |01 25 18.1373578656 +42 18 44.046841104|129.5901763224520 -20.1212832166638|  -9.668 -4.298   |9.73     |F5                  |    ~     ~    |    1|  474.766   pc  |  -3.3585     +3.3585  |paral   |2020yCat.1350....0G
4016|HD 8672                                                                                                                                     |High Proper Motion Star               |01 26 16.8787389912 +42 18 40.458699180|129.7811310277153 -20.0966526458364| 71.893 -18.870   |7.22     |F0                  |    ~     ~    |    1|  127.139   pc  |  -0.3896     +0.3896  |paral   |2020yCat.1350....0G
4017|HD 8825                                                                                                                                     |Star                                  |01 27 43.3434917112 +42 36 11.156371992|130.0154020280745 -19.7690432021149| 10.504 -11.265   |9.12     |G0                  |    ~     ~    |    1|  127.423   pc  |  -0.3734     +0.3734  |paral   |2020yCat.1350....0G
4018|V* V362 And                                                                                                                                 |Eclipsing Binary                      |01 28 06.9958451592 +42 28 01.059443580|130.1134290103726 -19.8927513447225| -7.048 -20.879   |8.40     |M0                  |    ~     ~    |    1|  856.825   pc  | -20.5562    +20.5562  |paral   |2020yCat.1350....0G
4019|BD+41 281                                                                                                                                   |Star                                  |01 28 28.7461255800 +42 24 39.429468324|130.1927731206625 -19.9379739662210|  1.065 -36.497   |9.24     |F5                  |    ~     ~    |    1|  149.009   pc  |  -0.6572     +0.6572  |paral   |2020yCat.1350....0G
4020|HD 8907                                                                                                                                     |High Proper Motion Star               |01 28 34.3596466296 +42 16 03.688114260|130.2342237772810 -20.0769190410060| 53.039 -97.592   |6.66     |F8                  |    ~     ~    |    1|   33.399   pc  |  -0.0358     +0.0358  |paral   |2020yCat.1350....0G
4021|BD+41 284                                                                                                                                   |Star                                  |01 28 49.8432694680 +42 44 39.240502296|130.2065973287385 -19.5987148232017| 14.924 -45.059   |9.15     |K2                  |    ~     ~    |    1|  308.604   pc  |  -1.5143     +1.5143  |paral   |2020yCat.1350....0G
4022|BD+41 285                                                                                                                                   |Star                                  |01 28 54.9024325752 +42 22 12.550606140|130.2840455024455 -19.9659561922199|   17.666 4.603   |8.64     |K0                  |    ~     ~    |    1|  395.460   pc  |  -4.1756     +4.1756  |paral   |2020yCat.1350....0G
4023|HD 8939                                                                                                                                     |Star                                  |01 28 56.2644028128 +42 42 39.786036336|130.2326274372915 -19.6284819000771|   3.605 -5.924   |8.40     |G5                  |    ~     ~    |    1|  423.460   pc  |  -5.5409     +5.5409  |paral   |2020yCat.1350....0G
4024|BD+41 287                                                                                                                                   |Star                                  |01 29 23.8200605064 +42 31 42.623138964|130.3513343114580 -19.7957327509436|   9.624 -1.604   |9.02     |K5                  |    ~     ~    |    1|  826.310   pc  | -15.7041    +15.7041  |paral   |2020yCat.1350....0G
4025|BD+41 289                                                                                                                                   |Star                                  |01 29 27.6783911304 +42 27 54.557773776|130.3742929863922 -19.8564571028008|  7.055 -10.370   |10.07    |F8V                 |    ~     ~    |    1|  250.100   pc  |  -2.1955     +2.1955  |paral   |2020yCat.1350....0G
4026|HD 9045                                                                                                                                     |Star                                  |01 29 53.1234260088 +42 37 40.097824104|130.4291201413094 -19.6835586062302|  40.024 -4.052   |8.24     |F2                  |    ~     ~    |    1|  172.518   pc  |  -0.8899     +0.8899  |paral   |2020yCat.1350....0G
4027|BD+41 291                                                                                                                                   |Star                                  |01 29 59.5254985656 +42 23 40.080918336|130.4889778404808 -19.9108499617569|  10.184 -3.733   |9.61     |K0III               |    ~     ~    |    1|  905.961   pc  | -18.6314    +18.6314  |paral   |2020yCat.1350....0G
4028|BD+41 257                                                                                                                                   |Double or Multiple Star               |01 22 10.9562420640 +42 07 43.822083000|129.0060843344379 -20.3800137756537|  12.902 -3.148   |9.22     |G5                  |0.0050  0.0    |    1|  442.595   pc  |  -3.6632     +3.6632  |paral   |2020yCat.1350....0G
4029|BD+41 259                                                                                                                                   |Star                                  |01 22 41.8319592480 +42 04 16.411218528|129.1149607387822 -20.4249299621451|  12.260 -5.753   |9.05     |G5                  |    ~     ~    |    1|  541.976   pc  |  -5.6691     +5.6691  |paral   |2020yCat.1350....0G
4030|BD+41 261                                                                                                                                   |Star                                  |01 22 43.5242615280 +41 57 40.630041360|129.1356726003024 -20.5332701886361|  -7.616 -9.615   |9.76     |F2                  |    ~     ~    |    1|  374.097   pc  | -11.5878    +11.5878  |paral   |2020yCat.1350....0G
4031|BD+41 270                                                                                                                                   |Star                                  |01 25 29.7187373160 +41 54 42.242324580|129.6878123544844 -20.5128176704716| -4.312 -32.605   |9.13     |F0                  |    ~     ~    |    1|  172.951   pc  |  -0.7029     +0.7029  |paral   |2020yCat.1350....0G
4032|BD+41 274                                                                                                                                   |Star                                  |01 27 04.9239753936 +41 52 12.318304368|130.0062210953630 -20.5115232308465|  -1.268 -6.198   |10.06    |K0                  |    ~     ~    |    1| 1166.861   pc  | -26.4144    +26.4144  |paral   |2020yCat.1350....0G
4033|HD 9058                                                                                                                                     |Star                                  |01 29 58.7422791648 +42 00 00.557802900|130.5530560177227 -20.3005511018495|  13.039 -2.956   |8.65     |F5                  |    ~     ~    |    1|  152.555   pc  |  -0.5772     +0.5772  |paral   |2020yCat.1350....0G
4034|BD+40 273                                                                                                                                   |Star                                  |01 22 24.6863815560 +41 40 15.066804576|129.1136559995553 -20.8288202421846|  5.544 -22.786   |10.08    |G0                  |    ~     ~    |    1|  151.076   pc  |  -0.3104     +0.3104  |paral   |2020yCat.1350....0G
4035|BD+40 275                                                                                                                                   |Star                                  |01 22 37.3971213312 +40 55 38.876358468|129.2588721123386 -21.5608552142915|  4.864 -21.465   |10.60    |F8                  |    ~     ~    |    1|  310.771   pc  |  -3.8342     +3.8342  |paral   |2020yCat.1350....0G
4036|BD+40 276                                                                                                                                   |High Proper Motion Star               |01 23 00.3418004184 +41 35 18.010822092|129.2429308306651 -20.8962543810173|  48.606 19.023   |9.84     |F8                  |    ~     ~    |    1|  326.723   pc  |  -4.0244     +4.0244  |paral   |2020yCat.1350....0G
4037|BD+40 278                                                                                                                                   |Star                                  |01 24 09.2437917456 +41 10 13.292332572|129.5314870760988 -21.2817742958392|  17.714 -9.516   |9.03     |G5                  |    ~     ~    |    1|  334.851   pc  |  -2.2313     +2.2313  |paral   |2020yCat.1350....0G
4038|HD 8584                                                                                                                                     |Star                                  |01 25 30.6396665736 +41 21 08.779815972|129.7751897140713 -21.0661226283948|  31.544 -3.002   |8.05     |A2                  |    ~     ~    |    1|  196.572   pc  |  -1.1128     +1.1128  |paral   |2020yCat.1350....0G
4039|BD+40 285                                                                                                                                   |Star                                  |01 26 53.4867104472 +41 36 40.192429680|130.0092879981549 -20.7728615999491|   6.084 -3.632   |9.61     |G0                  |    ~     ~    |    1|  650.787   pc  |  -7.3693     +7.3693  |paral   |2020yCat.1350....0G
4040|BD+40 287                                                                                                                                   |High Proper Motion Star               |01 27 08.3965939056 +41 11 11.090032872|130.1256953372890 -21.1861063245382|49.442 -103.418   |8.71     |G0                  |    ~     ~    |    1|   92.398   pc  |  -0.1494     +0.1494  |paral   |2020yCat.1350....0G
4041|BD+40 288                                                                                                                                   |Star                                  |01 27 22.7760205704 +41 12 30.904752852|130.1699718161704 -21.1574837869133|  -1.821 -1.472   |10.70    |G                   |    ~     ~    |    1| 1483.239   pc  | -31.4600    +31.4600  |paral   |2020yCat.1350....0G
4042|V* V529 And                                                                                                                                 |gamma Dor Variable                    |01 27 26.6728869648 +41 06 04.177819368|130.2001348082910 -21.2618805384919|   9.611 25.910   |6.425    |A7m                 |    ~     ~    |    1|   53.298   pc  |  -0.0847     +0.0847  |paral   |2020yCat.1350....0G
4043|BD+40 295                                                                                                                                   |Star                                  |01 29 09.9116016552 +41 41 55.813746588|130.4439049507743 -20.6219606561742|  -0.568 -4.344   |9.80     |A2                  |    ~     ~    |    1|  679.071   pc  | -12.8657    +12.8657  |paral   |2020yCat.1350....0G
4044|BD+40 297                                                                                                                                   |Star                                  |01 29 39.2925783120 +40 45 13.391984304|130.7007065730792 -21.5408242945318|  -4.514 -3.861   |10.82    |K0                  |    ~     ~    |    1| 1057.194   pc  | -15.9825    +15.9825  |paral   |2020yCat.1350....0G
4045|HD 8621                                                                                                                                     |Star                                  |01 25 45.2366313048 +40 42 12.277508868|129.9229956538004 -21.7020480440022|   30.342 2.492   |8.66     |A3                  |    ~     ~    |    1|  195.145   pc  |  -0.8340     +0.8340  |paral   |2020yCat.1350....0G
4046|BD+39 331                                                                                                                                   |Star                                  |01 26 40.0624457040 +40 32 52.418787216|130.1319743625871 -21.8308108838919|   4.376 -4.613   |9.01     |K2                  |    ~     ~    |    1|  548.697   pc  |  -6.2020     +6.2020  |paral   |2020yCat.1350....0G
4047|BD+40 298                                                                                                                                   |Star                                  |01 29 48.5195100720 +41 11 45.613609044|130.6560321294451 -21.0995471819857|  -5.945 -3.979   |10.08    |~                   |    ~     ~    |    1|  504.541   pc  | -18.3284    +18.3284  |paral   |2020yCat.1350....0G
4048|TYC 2804-604-1                                                                                                                              |Star                                  |01 19 51.1741002048 +41 01 43.996643472|128.6875361374431 -21.5250887006750|   0.706 -2.332   |10.14    |~                   |    ~     ~    |    1| 1581.278   pc  | -44.0077    +44.0077  |paral   |2020yCat.1350....0G
4049|TYC 2804-1516-1                                                                                                                             |Star                                  |01 19 52.1190227976 +40 26 58.918942176|128.7647052409891 -22.0998365610970|-15.228 -15.880   |10.62    |~                   |    ~     ~    |    1|  193.035   pc  |  -0.7005     +0.7005  |paral   |2020yCat.1350....0G
4050|TYC 2804-1814-1                                                                                                                             |Star                                  |01 19 18.1947768624 +41 06 34.784810928|128.5667938475944 -21.4570066954568|   5.545 -6.346   |10.73    |~                   |    ~     ~    |    1|  349.516   pc  |  -2.5898     +2.5898  |paral   |2020yCat.1350....0G
4051|TYC 2804-1861-1                                                                                                                             |Star                                  |01 18 46.7294862792 +40 47 21.843416436|128.5006101271603 -21.7865324272713|  -0.456 -6.038   |10.18    |~                   |    ~     ~    |    1|  741.345   pc  |  -8.8484     +8.8484  |paral   |2020yCat.1350....0G
4052|TYC 2808-49-1                                                                                                                               |Star                                  |01 18 48.1085893464 +41 30 22.265709228|128.4175706381911 -21.0739153831585|-11.328 -16.936   |10.34    |~                   |    ~     ~    |    1|  316.046   pc  |  -2.0077     +2.0077  |paral   |2020yCat.1350....0G
4053|TYC 2808-196-1                                                                                                                              |Star                                  |01 19 54.9331393536 +42 43 37.281383364|128.4861265798768 -19.8373995082050|  29.812 -1.598   |10.64    |~                   |    ~     ~    |    1|  195.599   pc  |  -0.5815     +0.5815  |paral   |2020yCat.1350....0G
4054|TYC 2808-406-1                                                                                                                              |Star                                  |01 19 47.1380715840 +42 26 10.626318024|128.4970819479609 -20.1289372034689|   5.251 -6.213   |9.97     |~                   |    ~     ~    |    1|  407.232   pc  |  -3.2670     +3.2670  |paral   |2020yCat.1350....0G
4055|TYC 2808-1452-1                                                                                                                             |Star                                  |01 19 47.3413859784 +42 05 13.824723156|128.5413284754882 -20.4755742133248|  -4.501 -4.623   |10.93    |~                   |    ~     ~    |    1| 1125.113   pc  | -21.1402    +21.1402  |paral   |2020yCat.1350....0G
4056|TYC 2817-149-1                                                                                                                              |Star                                  |01 28 17.5508873160 +40 56 03.205156452|130.3969778974472 -21.4027065022249|  -3.988 -2.557   |10.97    |~                   |    ~     ~    |    1| 1076.542   pc  | -19.8179    +19.8179  |paral   |2020yCat.1350....0G
4057|TYC 2817-186-1                                                                                                                              |Star                                  |01 26 58.4892777936 +40 59 14.104226940|130.1242732651118 -21.3876803649078|-18.322 -30.036   |10.45    |~                   |    ~     ~    |    1|  203.281   pc  |  -1.1405     +1.1405  |paral   |2020yCat.1350....0G
4058|TYC 2817-273-1                                                                                                                              |Star                                  |01 21 51.4982036016 +41 08 44.917223640|129.0750838123025 -21.3627960336434| -16.443 -9.246   |10.35    |~                   |    ~     ~    |    1|  556.886   pc  |  -7.6600     +7.6600  |paral   |2020yCat.1350....0G
4059|TYC 2817-312-1                                                                                                                              |Star                                  |01 24 25.3533985440 +40 44 56.913464292|129.6473005085427 -21.6921149969806|  -7.508 -5.717   |10.33    |~                   |    ~     ~    |    1|  515.996   pc  |  -5.1653     +5.1653  |paral   |2020yCat.1350....0G
4060|TYC 2817-325-1                                                                                                                              |Star                                  |01 24 19.1787690840 +40 42 43.167757320|129.6319998315080 -21.7315898539891|  -6.333 -6.440   |10.06    |~                   |    ~     ~    |    1|  488.998   pc  |  -4.9258     +4.9258  |paral   |2020yCat.1350....0G
4061|TYC 2817-411-1                                                                                                                              |Star                                  |01 29 10.1900410200 +40 21 19.974462192|130.6705095438113 -21.9485522490071|  15.148 -6.743   |10.75    |~                   |    ~     ~    |    1|  398.343   pc  |  -2.7134     +2.7134  |paral   |2020yCat.1350....0G
4062|TYC 2817-437-1                                                                                                                              |Star                                  |01 28 20.8734851640 +40 28 55.192666476|130.4827605446618 -21.8479693858382| -6.221 -13.828   |10.13    |~                   |    ~     ~    |    1|  286.771   pc  |  -1.3405     +1.3405  |paral   |2020yCat.1350....0G
4063|TYC 2817-465-1                                                                                                                              |Star                                  |01 22 13.6839315744 +40 35 46.576912200|129.2250282608067 -21.8989408632726| -18.030 -9.222   |10.79    |~                   |    ~     ~    |    1|  504.185   pc  |  -3.0758     +3.0758  |paral   |2020yCat.1350....0G
4064|TYC 2817-467-1                                                                                                                              |Star                                  |01 24 40.1582277480 +40 17 35.251058328|129.7652431388670 -22.1372868427944|   1.495 -5.540   |10.82    |~                   |    ~     ~    |    1| 1554.002   pc  | -38.6387    +38.6387  |paral   |2020yCat.1350....0G
4065|TYC 2817-511-1                                                                                                                              |Star                                  |01 21 53.9179740432 +40 34 15.930494544|129.1616306189187 -21.9319081257905| -6.815 -10.447   |9.72     |~                   |    ~     ~    |    1|  731.048   pc  |  -6.9476     +6.9476  |paral   |2020yCat.1350....0G
4066|TYC 2817-622-1                                                                                                                              |Star                                  |01 29 12.1259099544 +40 47 35.971228392|130.6029904346479 -21.5152482855758|   6.983 -8.660   |10.46    |~                   |    ~     ~    |    1|  415.455   pc  |  -3.7282     +3.7282  |paral   |2020yCat.1350....0G
4067|TYC 2817-703-1                                                                                                                              |Star                                  |01 26 57.6587081040 +41 11 42.517693212|130.0885996253785 -21.1824457690007|   -2.034 5.630   |10.27    |~                   |    ~     ~    |    1|  763.359   pc  |  -7.8084     +7.8084  |paral   |2020yCat.1350....0G
4068|TYC 2817-809-1                                                                                                                              |Star                                  |01 28 34.8880982400 +40 49 01.803910332|130.4743017344125 -21.5099755384378| 16.208 -27.917   |10.53    |~                   |    ~     ~    |    1|  154.928   pc  |  -0.3768     +0.3768  |paral   |2020yCat.1350....0G
4069|TYC 2817-1693-1                                                                                                                             |Star                                  |01 21 00.2061766032 +40 53 33.202874796|128.9371104161767 -21.6341964458146|   2.727 -6.185   |9.98     |~                   |    ~     ~    |    1|  899.604   pc  | -11.8965    +11.8965  |paral   |2020yCat.1350....0G
4070|TYC 2817-1858-1                                                                                                                             |Star                                  |01 20 16.0292321376 +40 24 56.362987548|128.8503675096889 -22.1245585060909|   2.107 -4.848   |10.57    |~                   |    ~     ~    |    1|  816.193   pc  | -10.1924    +10.1924  |paral   |2020yCat.1350....0G
4071|TYC 2817-1970-1                                                                                                                             |Star                                  |01 24 55.3931178984 +40 31 36.134691528|129.7817902267412 -21.8992533852526|    3.908 1.924   |10.43    |~                   |    ~     ~    |    1|  599.628   pc  |  -6.1484     +6.1484  |paral   |2020yCat.1350....0G
