C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:07:16

dec< 0&rah >=12.5&rah< 12.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5075

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
4292|TYC 6690-364-1                                                                                                                                                                 |High Proper Motion Star               |12 30 32.9764194168 -27 26 05.801520768|297.2581367499037 +35.2065758933823| -21.705 92.747   |10.83    |~              |    ~     ~    |    1|   84.340   pc  |  -0.2454     +0.2454    |paral   |2020yCat.1350....0G
4293|TYC 6690-395-1                                                                                                                                                                 |Star                                  |12 32 56.9013227160 -27 58 48.629049960|297.9651385088600 +34.7131976628224| -38.643 -0.055   |10.81    |~              |    ~     ~    |    1|  379.550   pc  |  -3.0684     +3.0684    |paral   |2020yCat.1350....0G
4294|TYC 6690-688-1                                                                                                                                                                 |Star                                  |12 33 04.5380350512 -27 12 45.552498444|297.9175204743810 +35.4802480146145|   1.737 -4.947   |10.45    |~              |    ~     ~    |    1| 1657.001   pc  | -40.9102    +40.9102    |paral   |2020yCat.1350....0G
4295|TYC 6691-278-1                                                                                                                                                                 |Star                                  |12 36 39.4830827232 -26 46 55.528640328|298.8554385512216 +35.9726432441263|  -7.258 -7.012   |10.89    |~              |    ~     ~    |    1|  421.301   pc  |  -3.0352     +3.0352    |paral   |2020yCat.1350....0G
4296|TYC 6691-499-1                                                                                                                                                                 |Star                                  |12 35 33.7395166128 -27 24 22.350330288|298.6123354034451 +35.3323513619505|  -49.039 3.460   |10.74    |~              |    ~     ~    |    1|  394.992   pc  |  -8.1910     +8.1910    |paral   |2020yCat.1350....0G
4297|TYC 6691-1211-1                                                                                                                                                                |High Proper Motion Star               |12 40 52.9789343112 -26 37 25.300994952|300.0088855821767 +36.1881405359581|-141.969 15.983   |10.99    |~              |    ~     ~    |    1|   82.640   pc  |  -0.1263     +0.1263    |paral   |2020yCat.1350....0G
4298|TYC 6694-534-1                                                                                                                                                                 |Spectroscopic Binary                  |12 33 01.0200557304 -28 39 22.702265280|298.0544354694728 +34.0409251107350|  -14.913 3.681   |10.92    |~              |    ~     ~    |    1| 1278.936   pc  | -43.5090    +43.5090    |paral   |2020yCat.1350....0G
4299|TYC 6695-657-1                                                                                                                                                                 |Star                                  |12 35 34.2356869344 -29 03 32.543476272|298.7644640348141 +33.6842790414472|   6.590 -5.321   |10.96    |~              |    ~     ~    |    1| 1154.468   pc  | -25.5897    +25.5897    |paral   |2020yCat.1350....0G
4300|TYC 6695-715-1                                                                                                                                                                 |Star                                  |12 35 32.9043908736 -28 55 38.252403948|298.7469036514273 +33.8153048483725|  -2.932 -3.835   |10.96    |~              |    ~     ~    |    1| 1830.831   pc  | -79.7762    +79.7762    |paral   |2020yCat.1350....0G
4301|TYC 6695-761-1                                                                                                                                                                 |Star                                  |12 35 56.2849722120 -28 59 11.668807284|298.8544187488253 +33.7624280093177| -17.997 -4.355   |10.65    |~              |    ~     ~    |    1| 1068.490   pc  | -22.3768    +22.3768    |paral   |2020yCat.1350....0G
4302|TYC 6695-861-1                                                                                                                                                                 |Star                                  |12 37 28.5396771984 -29 11 54.176397396|299.2745441145180 +33.5741938757254| 11.412 -29.585   |10.96    |~              |    ~     ~    |    1|  406.223   pc  |  -2.7558     +2.7558    |paral   |2020yCat.1350....0G
4303|TYC 6695-1191-1                                                                                                                                                                |Star                                  |12 36 39.5991186864 -29 32 52.998511704|299.0901498400965 +33.2134329434850| -24.426 -1.577   |10.30    |~              |    ~     ~    |    1|  592.522   pc  |  -8.5313     +8.5313    |paral   |2020yCat.1350....0G
4304|TYC 7234-709-1                                                                                                                                                                 |Star                                  |12 31 59.9120656440 -31 07 10.159069188|298.0488054042759 +31.5678779309241|   -2.167 3.265   |10.916   |~              |    ~     ~    |    1| 1378.720   pc  |-117.8000   +117.8000    |ST-L    |2020AJ....160...83S
4305|TYC 7234-718-1                                                                                                                                                                 |Star                                  |12 34 11.5531418448 -30 28 53.937762744|298.5388774931514 +32.2429545636060|-14.845 -22.525   |10.71    |~              |    ~     ~    |    1|  594.778   pc  |  -6.5446     +6.5446    |paral   |2020yCat.1350....0G
4306|TYC 7238-902-1                                                                                                                                                                 |Star                                  |12 35 16.6038736656 -32 02 41.783346456|298.9490692571894 +30.7017959083533| -35.418 -6.132   |10.55    |~              |    ~     ~    |    1|  115.674   pc  |  -0.2087     +0.2087    |paral   |2020yCat.1350....0G
4307|TYC 7238-1002-1                                                                                                                                                                |Star                                  |12 35 40.9920514296 -33 09 51.756814584|299.1405146422532 +29.5913629589127|   2.443 -8.051   |10.90    |~              |    ~     ~    |    1|  265.329   pc  |  -1.4854     +1.4854    |paral   |2020yCat.1350....0G
4308|TYC 7242-870-1                                                                                                                                                                 |Star                                  |12 32 59.0928172320 -34 01 32.852858628|298.5739471784146 +28.6897609550144| -17.326 -4.526   |10.88    |~              |    ~     ~    |    1|  956.663   pc  | -14.4602    +14.4602    |paral   |2020yCat.1350....0G
4309|TYC 7242-1377-1                                                                                                                                                                |Star                                  |12 34 36.3935620728 -34 57 33.450131952|299.0344207460186 +27.7850491635051| -5.598 -25.697   |10.97    |~              |    ~     ~    |    1|  421.532   pc  |  -2.9141     +2.9141    |paral   |2020yCat.1350....0G
4310|TYC 7246-1680-1                                                                                                                                                                |Star                                  |12 32 47.5635166272 -36 53 36.835145988|298.7912778888185 +25.8282332136391|   3.470 -5.215   |10.85    |~              |    ~     ~    |    1|  993.345   pc  | -19.4386    +19.4386    |paral   |2020yCat.1350....0G
4311|TYC 7247-765-1                                                                                                                                                                 |Star                                  |12 39 52.3230011976 -30 10 11.772475284|299.9634226802959 +32.6351382766944|   0.074 -7.431   |10.938   |~              |    ~     ~    |    1| 1024.030   pc  | -40.9500    +40.9500    |ST-L    |2020AJ....160...83S
4312|TYC 7247-1009-1                                                                                                                                                                |Star                                  |12 40 48.1173498696 -31 18 32.845101912|300.2673023837720 +31.5075896805827|   -1.449 3.133   |10.92    |~              |    ~     ~    |    1|  900.982   pc  | -12.0954    +12.0954    |paral   |2020yCat.1350....0G
4313|TYC 7251-72-1                                                                                                                                                                  |Star                                  |12 41 44.8594504128 -32 11 09.761047008|300.5489616874932 +30.6408629791220|  -7.775 -4.887   |10.62    |~              |    ~     ~    |    1| 1773.993   pc  | -67.0322    +67.0322    |paral   |2020yCat.1350....0G
4314|TYC 7255-1116-1                                                                                                                                                                |Star                                  |12 36 35.2484103528 -34 11 38.941581840|299.4353670710060 +28.5767549185289| -6.122 -10.883   |10.85    |~              |    ~     ~    |    1| 1353.546   pc  | -27.6645    +27.6645    |paral   |2020yCat.1350....0G
4315|TYC 7259-71-1                                                                                                                                                                  |Star                                  |12 40 59.2796498592 -37 29 05.790039576|300.6383716754900 +25.3402648591330|   3.312 -5.567   |10.738   |~              |    ~     ~    |    1| 1024.680   pc  | -68.8500    +68.8500    |ST-L    |2020AJ....160...83S
4316|TYC 7259-792-1                                                                                                                                                                 |Star                                  |12 38 26.9078728176 -36 44 52.026476172|300.0359559476697 +26.0509119841311|-16.889 -20.030   |10.970   |~              |    ~     ~    |    1|  989.683   pc  | -41.8100    +41.8100    |ST-L    |2020AJ....160...83S
4317|TYC 7259-990-1                                                                                                                                                                 |Star                                  |12 44 13.1162434992 -36 56 38.778415404|301.3283921775123 +25.9051640569213|  -3.459 -0.974   |10.988   |~              |    ~     ~    |    1| 1467.090   pc  |-111.8000   +111.8000    |ST-L    |2020AJ....160...83S
4318|TYC 7758-289-1                                                                                                                                                                 |Spectroscopic Binary                  |12 35 37.7621513784 -39 12 45.003258648|299.5921593555010 +23.5567109108359|  -15.989 2.097   |10.97    |~              |    ~     ~    |    1|  890.869   pc  | -16.0317    +16.0317    |paral   |2020yCat.1350....0G
4319|TYC 7758-642-1                                                                                                                                                                 |Star                                  |12 35 59.3102313648 -37 31 35.836821912|299.5460006331608 +25.2435354920336| -20.445 -8.078   |10.98    |~              |    ~     ~    |    1|  477.601   pc  |  -4.8358     +4.8358    |paral   |2020yCat.1350....0G
4320|TYC 7758-1430-1                                                                                                                                                                |Star                                  |12 37 18.1702891632 -38 42 04.765310496|299.9115855222565 +24.0875147075627| -12.811 -4.951   |10.95    |~              |    ~     ~    |    1| 1082.368   pc  | -20.3845    +20.3845    |paral   |2020yCat.1350....0G
4321|TYC 7758-1532-1                                                                                                                                                                |Star                                  |12 35 45.1802962992 -38 19 31.896809472|299.5535404513429 +24.4433105839034|  -7.037 -1.577   |10.88    |~              |    ~     ~    |    1| 1015.332   pc  | -17.8345    +17.8345    |paral   |2020yCat.1350....0G
4322|TYC 7758-1710-1                                                                                                                                                                |Star                                  |12 38 49.7930576808 -38 47 04.940312892|300.2423234857213 +24.0211900800617|  -7.311 -1.462   |10.935   |~              |    ~     ~    |    1| 1636.100   pc  |-167.6000   +167.6000    |ST-L    |2020AJ....160...83S
4323|TYC 7762-81-1                                                                                                                                                                  |Star                                  |12 39 53.7180898824 -41 10 54.517570068|300.5958161516467 +21.6375748167234|  -9.090 -8.605   |10.81    |~              |    ~     ~    |    1| 1152.472   pc  | -22.7121    +22.7121    |paral   |2020yCat.1350....0G
4324|TYC 7762-188-1                                                                                                                                                                 |Star                                  |12 34 07.4909808024 -39 37 49.586713824|299.3083371500649 +23.1194643191353| -2.198 -10.044   |10.83    |~              |    ~     ~    |    1| 1141.683   pc  | -21.6371    +21.6371    |paral   |2020yCat.1350....0G
4325|TYC 7762-223-1                                                                                                                                                                 |Star                                  |12 32 25.1362265208 -41 04 05.012866380|299.0763178990908 +21.6612629205970|    4.725 8.726   |10.91    |~              |    ~     ~    |    1|  357.066   pc  |  -1.7849     +1.7849    |paral   |2020yCat.1350....0G
4326|TYC 7762-889-1                                                                                                                                                                 |Star                                  |12 30 53.5785305304 -40 12 13.639533768|298.6877474101551 +22.4985912619959|  -8.116 -2.470   |10.98    |~              |    ~     ~    |    1| 1023.590   pc  | -58.6700    +58.6700    |ST-L    |2020AJ....160...83S
4327|TYC 7762-897-1                                                                                                                                                                 |Star                                  |12 39 20.8806002424 -39 23 27.721082040|300.3866662922522 +23.4209578329477|   -2.440 2.681   |10.94    |~              |    ~     ~    |    0|                |                         |        |                   
4328|TYC 7762-1094-1                                                                                                                                                                |Star                                  |12 37 34.4077889712 -39 37 35.277733884|300.0286287331481 +23.1671117314995| -10.461 -8.026   |10.84    |~              |    ~     ~    |    1|  812.480   pc  | -10.2979    +10.2979    |paral   |2020yCat.1350....0G
4329|TYC 7762-1254-1                                                                                                                                                                |Star                                  |12 34 02.4544964616 -40 44 11.977110672|299.3783712966994 +22.0150203435746|   -1.617 0.681   |10.85    |~              |    ~     ~    |    1|  962.371   pc  | -15.8373    +15.8373    |paral   |2020yCat.1350....0G
4330|TYC 7762-1337-1                                                                                                                                                                |Star                                  |12 32 53.2691816304 -40 38 24.740521800|299.1353654379059 +22.0947569957735| -21.265 -3.491   |10.75    |~              |    ~     ~    |    1|  628.654   pc  |  -6.3628     +6.3628    |paral   |2020yCat.1350....0G
4331|TYC 7766-269-1                                                                                                                                                                 |Star                                  |12 33 49.9084121832 -42 57 29.291865696|299.5096608363321 +19.7965899651005|  -18.481 3.207   |10.95    |~              |    ~     ~    |    1| 1151.410   pc  | -20.9468    +20.9468    |paral   |2020yCat.1350....0G
4332|TYC 7766-963-1                                                                                                                                                                 |Star                                  |12 36 41.6972386368 -41 53 38.275873296|299.9959606618876 +20.8937222345909|    0.808 1.663   |10.92    |~              |    ~     ~    |    1|  910.415   pc  | -12.8473    +12.8473    |paral   |2020yCat.1350....0G
4333|TYC 7766-1128-1                                                                                                                                                                |Star                                  |12 36 07.4012800776 -42 10 19.669928268|299.9012291005204 +20.6094794119655| -14.354 -9.112   |10.69    |~              |    ~     ~    |    1| 1479.290   pc  | -57.1146    +57.1146    |paral   |2020yCat.1350....0G
4334|TYC 7766-1338-1                                                                                                                                                                |Star                                  |12 39 19.3341461808 -42 38 19.320348624|300.5584748498076 +20.1772063627404|  -24.445 4.292   |10.76    |~              |    ~     ~    |    1|  990.884   pc  | -13.6477    +13.6477    |paral   |2020yCat.1350....0G
4335|TYC 7766-1398-1                                                                                                                                                                |Star                                  |12 34 19.3120908216 -42 35 04.709640768|299.5766292642999 +20.1755700153634|   2.112 -4.010   |10.94    |~              |    ~     ~    |    1| 1000.700   pc  | -15.3214    +15.3214    |paral   |2020yCat.1350....0G
4336|TYC 7766-1531-1                                                                                                                                                                |Star                                  |12 33 49.1145371400 -42 06 45.770407812|299.4414671540178 +20.6395908579107|   -8.237 1.234   |10.93    |~              |    ~     ~    |    1|  468.340   pc  |  -3.3121     +3.3121    |paral   |2020yCat.1350....0G
4337|TYC 7766-1561-1                                                                                                                                                                |Star                                  |12 35 55.6435561848 -41 25 04.668857184|299.8104494191904 +21.3597579173876|  6.114 -34.725   |10.90    |~              |    ~     ~    |    1|  229.764   pc  |  -0.7496     +0.7496    |paral   |2020yCat.1350....0G
4338|GSC 07766-01927                                                                                                                                                                |Double or Multiple Star               |12 35 31.6142287704 -42 51 09.285774336|299.8311466829296 +19.9233530239827|   3.469 -9.559   |10.963   |~              |    ~     ~    |    1| 1483.239   pc  |-114.4000   +114.4000    |paral   |2020yCat.1350....0G
4339|TYC 7770-293-1                                                                                                                                                                 |Star                                  |12 34 19.5399220896 -43 27 19.726171524|299.6426346895941 +19.3069506391016|  -28.572 0.962   |10.97    |~              |    ~     ~    |    1|  857.927   pc  | -11.3350    +11.3350    |paral   |2020yCat.1350....0G
4340|TYC 7770-868-1                                                                                                                                                                 |Star                                  |12 33 45.7564111944 -43 52 25.560391404|299.5667610401895 +18.8824599460728|   -7.923 0.003   |10.95    |~              |    ~     ~    |    1| 1370.426   pc  | -27.0442    +27.0442    |paral   |2020yCat.1350....0G
4341|TYC 7770-1061-1                                                                                                                                                                |Star                                  |12 33 42.1018544880 -43 51 22.213053864|299.5538379340098 +18.8992129673785| -16.813 -0.275   |10.73    |~              |    ~     ~    |    1|  947.329   pc  | -11.9358    +11.9358    |paral   |2020yCat.1350....0G
4342|TYC 7770-1484-1                                                                                                                                                                |Star                                  |12 35 55.7529196368 -44 06 19.769844672|299.9940644676432 +18.6777714884616|  -46.266 5.295   |10.98    |~              |    ~     ~    |    1|  151.557   pc  |  -1.4710     +1.4710    |ST-L    |2020AJ....160...83S
4343|TYC 7770-1873-1                                                                                                                                                                |Star                                  |12 35 08.7512785008 -44 16 51.931078428|299.8582957255260 +18.4934039345336|-42.719 -13.094   |10.76    |~              |    ~     ~    |    1|  200.888   pc  |  -0.6255     +0.6255    |paral   |2020yCat.1350....0G
4344|TYC 7770-2241-1                                                                                                                                                                |Star                                  |12 31 22.7447758536 -44 32 56.167915020|299.1725975209371 +18.1763463753089| -22.934 -3.352   |10.432   |~              |    ~     ~    |    1|  723.270   pc  | -60.5700    +60.5700    |ST-L    |2020AJ....160...83S
4345|TYC 7771-34-1                                                                                                                                                                  |Star                                  |12 43 14.1892862664 -37 55 09.156723276|301.1484249918698 +24.9241346440769|  -10.025 3.928   |10.95    |~              |    ~     ~    |    1| 1214.780   pc  | -74.2200    +74.2200    |ST-L    |2020AJ....160...83S
4346|TYC 7771-1323-1                                                                                                                                                                |Star                                  |12 44 23.1136989408 -38 33 06.400416096|301.4190780866717 +24.2992520518344|   -9.002 7.078   |10.99    |~              |    ~     ~    |    1|  991.179   pc  | -14.3435    +14.3435    |paral   |2020yCat.1350....0G
4347|TYC 7775-1426-1                                                                                                                                                                |Star                                  |12 40 46.7562428760 -41 12 12.099204504|300.7755930692355 +21.6237561773586|   -4.951 0.915   |10.96    |~              |    ~     ~    |    1| 1285.512   pc  | -26.9364    +26.9364    |paral   |2020yCat.1350....0G
4348|TYC 7775-1576-1                                                                                                                                                                |High Proper Motion Star               |12 40 08.6181257952 -40 12 17.485189668|300.5961124741723 +22.6156615092076| 62.186 -50.473   |10.75    |~              |    ~     ~    |    1|   94.174   pc  |  -5.1180     +5.1180    |ST-L    |2020AJ....160...83S
4349|TYC 7779-347-1                                                                                                                                                                 |Star                                  |12 43 54.2608405608 -42 03 49.372846488|301.4364499432780 +20.7861566698351|   2.930 -7.035   |10.96    |~              |    ~     ~    |    1| 1401.935   pc  | -36.1637    +36.1637    |paral   |2020yCat.1350....0G
4350|TYC 7779-1290-1                                                                                                                                                                |Star                                  |12 41 47.5265372160 -42 57 54.573621372|301.0557987812348 +19.8714478442547|-27.718 -16.653   |10.46    |~              |    ~     ~    |    1|  304.544   pc  |  -1.8271     +1.8271    |paral   |2020yCat.1350....0G
4351|TYC 7779-1332-1                                                                                                                                                                |Star                                  |12 41 49.5785305320 -42 58 39.158707224|301.0629686979945 +19.8593215294194|  0.716 -11.800   |10.87    |~              |    ~     ~    |    1| 1051.857   pc  | -30.0941    +30.0941    |paral   |2020yCat.1350....0G
4352|TYC 7779-1900-1                                                                                                                                                                |Star                                  |12 41 19.3857957816 -42 42 15.445267380|300.9530412235963 +20.1285896050440| -19.040 -1.036   |10.893   |~              |    ~     ~    |    1|  928.498   pc  | -69.4300    +69.4300    |ST-L    |2020AJ....160...83S
4353|TYC 7779-2060-1                                                                                                                                                                |Star                                  |12 44 11.1179246952 -43 05 48.767704260|301.5252622019910 +19.7550580659254|  -15.212 2.281   |10.632   |~              |    ~     ~    |    1|  537.192   pc  | -15.0600    +15.0600    |ST-L    |2020AJ....160...83S
4354|TYC 7783-203-1                                                                                                                                                                 |Star                                  |12 44 38.8105671696 -43 11 28.419393552|301.6175559710785 +19.6631881517897|  -15.922 0.984   |10.93    |~              |    ~     ~    |    1|  973.615   pc  | -12.6074    +12.6074    |paral   |2020yCat.1350....0G
4355|TYC 7783-573-1                                                                                                                                                                 |Star                                  |12 42 01.1835212904 -43 56 13.061923944|301.1399757896501 +18.9020143523143|    1.713 4.900   |10.89    |~              |    ~     ~    |    1|  318.918   pc  |  -6.9467     +6.9467    |paral   |2020yCat.1350....0G
4356|TYC 7783-742-1                                                                                                                                                                 |Star                                  |12 44 54.1010304816 -43 38 38.195509380|301.6797836869406 +19.2119127727008|   0.893 -3.076   |10.675   |~              |    ~     ~    |    1|  931.911   pc  | -60.2800    +60.2800    |ST-L    |2020AJ....160...83S
4357|TYC 7783-793-1                                                                                                                                                                 |Star                                  |12 41 59.9440033272 -43 54 17.251365024|301.1347303849886 +18.9340159171501| -18.696 -3.736   |10.78    |~              |    ~     ~    |    1|  599.628   pc  |  -7.4787     +7.4787    |paral   |2020yCat.1350....0G
4358|TYC 7783-2115-1                                                                                                                                                                |Star                                  |12 43 15.3290907216 -44 45 55.437835248|301.4042409542485 +18.0820758246274|  -9.998 -1.941   |10.49    |~              |    ~     ~    |    1| 1348.618   pc  | -44.7417    +44.7417    |paral   |2020yCat.1350....0G
4359|TYC 8231-1446-1                                                                                                                                                                |Star                                  |12 31 30.9098718072 -46 37 33.336334236|299.3738127568947 +16.1081360156833|  2.109 -10.720   |10.78    |~              |    ~     ~    |    1|  962.464   pc  | -25.5669    +25.5669    |paral   |2020yCat.1350....0G
4360|TYC 8232-541-1                                                                                                                                                                 |Star                                  |12 42 34.6220813400 -45 18 53.834120136|301.2984935462702 +17.5286890123014| -29.833 -0.101   |10.326   |~              |    ~     ~    |    1|  686.715   pc  | -22.5700    +22.5700    |ST-L    |2020AJ....160...83S
4361|TYC 8232-786-1                                                                                                                                                                 |Star                                  |12 36 26.5682389560 -46 09 02.712061764|300.2222954476681 +16.6420875633574| -21.253 -0.907   |10.97    |~              |    ~     ~    |    1| 1298.196   pc  | -31.6839    +31.6839    |paral   |2020yCat.1350....0G
4362|TYC 8232-1016-1                                                                                                                                                                |Star                                  |12 43 44.3768427216 -45 52 29.145099864|301.5310590792867 +16.9760446696821|  -23.510 0.573   |10.74    |~              |    ~     ~    |    1|  897.907   pc  | -43.8400    +43.8400    |ST-L    |2020AJ....160...83S
4363|TYC 8232-2417-1                                                                                                                                                                |Star                                  |12 34 20.7561233400 -46 26 40.087227804|299.8652645581896 +16.3254814844434|  -8.204 -4.471   |10.81    |~              |    ~     ~    |    1| 1749.781   pc  | -61.2347    +61.2347    |paral   |2020yCat.1350....0G
4364|TYC 8232-2492-1                                                                                                                                                                |Star                                  |12 42 15.7961513328 -46 41 45.671167752|301.2943855835176 +16.1465546577257|   1.103 -0.997   |10.94    |~              |    ~     ~    |    1| 2304.678   pc  |-101.4505   +101.4505    |paral   |2020yCat.1350....0G
4365|TYC 8235-2548-1                                                                                                                                                                |Star                                  |12 32 33.0201791832 -47 01 33.739647708|299.5899410353740 +15.7231109201683|   -6.639 0.713   |10.90    |~              |    ~     ~    |    1|  920.895   pc  | -12.5511    +12.5511    |paral   |2020yCat.1350....0G
4366|TYC 8235-2820-1                                                                                                                                                                |Pulsating Variable                    |12 31 33.0702933288 -47 02 17.658615876|299.4146097212902 +15.6976491344401|-15.199 -11.909   |10.96    |~              |    ~     ~    |    1|  745.990   pc  | -26.8790    +26.8790    |paral   |2020yCat.1350....0G
4367|TYC 8236-114-1                                                                                                                                                                 |Star                                  |12 43 42.0739267512 -47 42 43.512350760|301.5838461696037 +15.1394090271681|  3.877 -12.022   |10.75    |~              |    ~     ~    |    0|                |                         |        |                   
4368|TYC 8236-307-1                                                                                                                                                                 |High Proper Motion Star               |12 34 38.3023096608 -48 00 58.669998948|300.0280211143668 +14.7607057301882|-58.801 -15.056   |10.86    |~              |    ~     ~    |    1|  340.414   pc  |  -1.7614     +1.7614    |paral   |2020yCat.1350....0G
4369|TYC 8236-568-1                                                                                                                                                                 |Star                                  |12 43 30.6522788520 -47 13 34.561045992|301.5346063232645 +15.6239725681289| -22.675 -1.082   |10.79    |~              |    ~     ~    |    1|  450.735   pc  |  -3.4944     +3.4944    |paral   |2020yCat.1350....0G
4370|TYC 8236-726-1                                                                                                                                                                 |Star                                  |12 44 57.1448527968 -47 42 29.480884668|301.8016883185679 +15.1493253411834| -11.016 -7.874   |10.63    |~              |    ~     ~    |    1|  424.773   pc  |  -3.7710     +3.7710    |paral   |2020yCat.1350....0G
4371|TYC 8236-729-1                                                                                                                                                                 |Star                                  |12 37 21.6663557712 -48 24 56.666751660|300.5213072986960 +14.3901081463234|  -11.911 1.238   |10.81    |~              |    ~     ~    |    1| 1319.435   pc  | -39.1705    +39.1705    |paral   |2020yCat.1350....0G
4372|TYC 8236-777-1                                                                                                                                                                 |Star                                  |12 42 13.7663028384 -48 29 39.895599012|301.3574269000835 +14.3491786344317|  -9.944 -4.554   |10.61    |~              |    ~     ~    |    1| 1609.290   pc  |-180.2000   +180.2000    |ST-L    |2020AJ....160...83S
4373|TYC 8236-831-1                                                                                                                                                                 |Star                                  |12 42 32.7014254320 -47 43 57.649649340|301.3832415862374 +15.1123243746541|  -18.855 4.915   |10.98    |~              |    ~     ~    |    1|  582.140   pc  |  -7.4216     +7.4216    |paral   |2020yCat.1350....0G
4374|TYC 8236-904-1                                                                                                                                                                 |Star                                  |12 34 45.9146891136 -47 23 26.454048144|300.0065065718354 +15.3863404825316|    5.870 1.704   |10.95    |~              |    ~     ~    |    1|  348.347   pc  |  -4.9752     +4.9752    |paral   |2020yCat.1350....0G
4375|TYC 8236-951-1                                                                                                                                                                 |Star                                  |12 34 11.3108118312 -48 11 58.884258336|299.9635198862101 +14.5726137137578| -11.770 -0.791   |10.31    |~              |    ~     ~    |    1|  700.231   pc  |  -8.7768     +8.7768    |paral   |2020yCat.1350....0G
4376|TYC 8236-981-1                                                                                                                                                                 |Star                                  |12 43 31.4069584872 -47 39 29.309931540|301.5511013525746 +15.1923855039069|-10.713 -16.213   |10.66    |~              |    ~     ~    |    1|  438.462   pc  |  -2.5377     +2.5377    |paral   |2020yCat.1350....0G
4377|TYC 8236-1403-1                                                                                                                                                                |Star                                  |12 38 21.3418213800 -48 40 06.873510828|300.7051048103027 +14.1465997112495| -25.104 21.202   |10.958   |~              |    ~     ~    |    1| 1118.350   pc  | -73.3100    +73.3100    |ST-L    |2020AJ....160...83S
4378|TYC 8236-1610-1                                                                                                                                                                |High Proper Motion Star               |12 38 33.1251124632 -48 19 05.892841668|300.7198377885268 +14.4980902755646| -57.563 19.701   |10.52    |~              |    ~     ~    |    1|  214.837   pc  |  -0.8077     +0.8077    |paral   |2020yCat.1350....0G
4379|TYC 8236-1658-1                                                                                                                                                                |Star                                  |12 38 59.5673936328 -48 31 56.073245340|300.8064318782738 +14.2881376585337|  -0.339 -3.766   |10.824   |~              |    ~     ~    |    1|  849.905   pc  | -36.9100    +36.9100    |ST-L    |2020AJ....160...83S
4380|TYC 8236-1679-1                                                                                                                                                                |Star                                  |12 36 06.5746108872 -48 21 39.685525632|300.3038234395468 +14.4324899582901|  -7.601 -4.464   |10.98    |~              |    ~     ~    |    1| 1115.449   pc  | -19.4099    +19.4099    |paral   |2020yCat.1350....0G
4381|TYC 8236-1685-1                                                                                                                                                                |Star                                  |12 42 15.4407755976 -48 04 51.414209040|301.3464659233679 +14.7625356248305| -5.620 -16.091   |10.970   |~              |    ~     ~    |    1|  622.748   pc  | -30.9100    +30.9100    |ST-L    |2020AJ....160...83S
4382|TYC 8236-1796-1                                                                                                                                                                |Star                                  |12 36 25.1750997408 -48 24 58.789096272|300.3603344721550 +14.3804144574133| -11.201 -2.749   |10.88    |~              |    ~     ~    |    1|  922.339   pc  | -15.3978    +15.3978    |paral   |2020yCat.1350....0G
4383|TYC 8236-3052-1                                                                                                                                                                |Star                                  |12 35 26.6532324384 -47 04 03.022242276|300.1038290072156 +15.7163981850838|  -7.949 -7.188   |10.94    |~              |    ~     ~    |    1|  938.967   pc  | -14.9000    +14.9000    |paral   |2020yCat.1350....0G
4384|TYC 8236-3156-1                                                                                                                                                                |Star                                  |12 37 45.4099186176 -48 34 36.325111152|300.5980986026523 +14.2329852659134| -16.446 -3.096   |10.11    |~              |    ~     ~    |    1| 1196.602   pc  | -20.6187    +20.6187    |paral   |2020yCat.1350....0G
4385|TYC 8239-161-1                                                                                                                                                                 |Star                                  |12 32 51.6499080864 -49 08 22.092240300|299.8075164213861 +13.6195465347685|   2.087 -2.679   |10.97    |~              |    ~     ~    |    1| 2347.418   pc  |-123.4323   +123.4323    |paral   |2020yCat.1350....0G
4386|TYC 8239-956-1                                                                                                                                                                 |Star                                  |12 32 23.6780395128 -49 26 28.977907272|299.7528629235964 +13.3127816565331|  -9.681 -3.507   |10.54    |~              |    ~     ~    |    1| 1236.247   pc  | -23.9944    +23.9944    |paral   |2020yCat.1350....0G
4387|TYC 8239-1298-1                                                                                                                                                                |Star                                  |12 33 20.1784035192 -49 14 14.350888896|299.8945908133845 +13.5276450909471|  -15.571 3.157   |10.88    |~              |    ~     ~    |    1|  987.069   pc  | -34.6853    +34.6853    |paral   |2020yCat.1350....0G
4388|TYC 8239-1879-1                                                                                                                                                                |Star                                  |12 30 38.5409675496 -50 29 19.798712304|299.5499018153852 +12.2463061678821| -35.849 15.591   |10.988   |~              |    ~     ~    |    1|  511.387   pc  | -15.3300    +15.3300    |ST-L    |2020AJ....160...83S
4389|TYC 8239-2165-1                                                                                                                                                                |Star                                  |12 32 45.4528562616 -49 49 05.796036300|299.8421110244025 +12.9413679172867|   -1.817 0.790   |10.92    |~              |    ~     ~    |    1| 1395.868   pc  | -30.3958    +30.3958    |paral   |2020yCat.1350....0G
