C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:32:14

dec >=0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7691

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
6906|TYC 1647-1150-1                                                       |Star                              |20 48 19.6226527752 +15 08 19.547022264|060.8988617866010 -17.4773777222844|  -1.397 -6.893   |10.55    |~                 |    ~     ~    |    1| 1268.070   pc  | -21.0648    +21.0648  |paral   |2020yCat.1350....0G
6907|BD+15 4265                                                            |Star                              |20 49 06.2072610576 +16 11 36.169088388|061.9101761208546 -17.0144590504294|  -3.045 -1.228   |10.40    |~                 |    ~     ~    |    1|  963.670   pc  | -11.8868    +11.8868  |paral   |2020yCat.1350....0G
6908|TYC 1647-1751-1                                                       |Star                              |20 50 54.5790704856 +15 55 31.333945008|061.9492934019919 -17.5231109017337|    0.297 0.348   |10.81    |~                 |    ~     ~    |    1| 1008.268   pc  | -13.1142    +13.1142  |paral   |2020yCat.1350....0G
6909|TYC 1647-1837-1                                                       |Star                              |20 52 37.0408283040 +16 19 41.608433532|062.5442223970136 -17.6169483233984|    2.539 0.505   |10.41    |~                 |    ~     ~    |    1|  739.098   pc  |  -8.3032     +8.3032  |paral   |2020yCat.1350....0G
6910|TYC 1647-1935-1                                                       |High Proper Motion Star           |20 50 08.4037058928 +16 31 05.625578820|062.3378642913225 -17.0251788188063|113.356 -15.303   |10.41    |~                 |    ~     ~    |    1|   84.046   pc  |  -0.0890     +0.0890  |paral   |2020yCat.1350....0G
6911|TYC 1647-1971-1                                                       |Star                              |20 49 01.9446039432 +16 44 51.234524088|062.3687997127788 -16.6757273564908|   1.079 -4.679   |10.95    |~                 |    ~     ~    |    1| 1856.321   pc  | -58.2362    +58.2362  |paral   |2020yCat.1350....0G
6912|TYC 1647-2309-1                                                       |Star                              |20 48 51.2636030016 +15 53 09.705706476|061.6127265661693 -17.1456143146215|   1.452 -0.532   |10.92    |~                 |    ~     ~    |    1| 1135.589   pc  | -29.4020    +29.4020  |paral   |2020yCat.1350....0G
6913|TYC 1647-2377-1                                                       |Star                              |20 51 53.9480950656 +16 18 12.287386584|062.4164248429578 -17.4925936802473| -4.042 -13.728   |10.91    |~                 |    ~     ~    |    1| 1794.366   pc  | -44.7545    +44.7545  |paral   |2020yCat.1350....0G
6914|TYC 1647-2409-1                                                       |Star                              |20 52 46.0809038472 +16 21 20.288218248|062.5898489821126 -17.6298665494941| -16.183 -7.640   |10.44    |~                 |    ~     ~    |    1| 1366.494   pc  | -31.5574    +31.5574  |paral   |2020yCat.1350....0G
6915|TYC 1647-2436-1                                                       |Star                              |20 54 27.7280042472 +15 47 58.680053844|062.3722774677765 -18.2870728623316|  -4.062 -2.181   |10.89    |~                 |    ~     ~    |    1| 2567.394   pc  |-111.3966   +111.3966  |paral   |2020yCat.1350....0G
6916|TYC 1648-833-1                                                        |Star                              |20 56 51.7362675192 +15 05 18.304251936|062.1299514853362 -19.1745785030956|  -6.215 -5.464   |10.50    |~                 |    ~     ~    |    1| 1778.410   pc  | -66.1013    +66.1013  |paral   |2020yCat.1350....0G
6917|TYC 1648-1257-1                                                       |Star                              |20 59 00.0892193592 +16 09 13.017466872|063.3592329717299 -18.9510113906769|  7.062 -22.134   |10.87    |~                 |    ~     ~    |    1|  966.651   pc  | -13.6424    +13.6424  |paral   |2020yCat.1350....0G
6918|TYC 1648-1272-1                                                       |Star                              |20 58 54.4953371496 +16 20 53.342086272|063.5092236647655 -18.8160901544755|  0.572 -11.730   |10.76    |~                 |    ~     ~    |    1| 1402.328   pc  | -35.2008    +35.2008  |paral   |2020yCat.1350....0G
6919|TYC 1648-1298-1                                                       |Star                              |20 56 12.1202950608 +16 23 27.001542588|063.1345632393828 -18.2710863440077|  -1.277 -8.887   |10.58    |~                 |    ~     ~    |    1|  522.630   pc  |  -4.8073     +4.8073  |paral   |2020yCat.1350....0G
6920|TYC 1648-1682-1                                                       |Star                              |20 58 15.6398318232 +15 58 34.838446044|063.0963917029481 -18.9151318414899|  -1.926 -6.085   |10.85    |~                 |    ~     ~    |    1|  714.796   pc  |  -7.9706     +7.9706  |paral   |2020yCat.1350....0G
6921|TYC 1648-1823-1                                                       |Spectroscopic Binary              |20 56 51.5817712968 +16 17 44.614169340|063.1536626786856 -18.4544195695089|  -0.454 -3.561   |10.85    |~                 |    ~     ~    |    1|  780.457   pc  | -14.4360    +14.4360  |paral   |2020yCat.1350....0G
6922|TYC 1648-1944-1                                                       |Star                              |20 57 57.6729461880 +15 52 43.185736740|062.9681260165626 -18.9160062274989|   2.100 -2.359   |10.96    |~                 |    ~     ~    |    1|  953.016   pc  | -11.6255    +11.6255  |paral   |2020yCat.1350....0G
6923|TYC 1648-1989-1                                                       |Star                              |20 56 09.6498237288 +16 18 03.242295648|063.0523907390741 -18.3168958560087|  -1.653 -0.411   |10.92    |~                 |    ~     ~    |    1| 1468.213   pc  | -48.9333    +48.9333  |paral   |2020yCat.1350....0G
6924|TYC 1648-2066-1                                                       |High Proper Motion Star           |20 57 23.4733790904 +16 04 14.182000284|063.0439473713668 -18.6913767430219|  2.425 -54.983   |10.87    |~                 |    ~     ~    |    1|  186.241   pc  |  -0.5515     +0.5515  |paral   |2020yCat.1350....0G
6925|TYC 1648-2105-1                                                       |Star                              |20 58 22.2119446248 +16 39 16.853117004|063.6855906240252 -18.5285516054706|  -2.354 -5.079   |10.77    |~                 |    ~     ~    |    1| 2118.195   pc  | -67.3013    +67.3013  |paral   |2020yCat.1350....0G
6926|TYC 1651-239-1                                                        |Star                              |20 50 52.1077975248 +18 07 09.740131140|063.7924416752478 -16.2181737720604|  -0.073 -4.948   |10.88    |~                 |    ~     ~    |    1| 1751.313   pc  | -48.1535    +48.1535  |paral   |2020yCat.1350....0G
6927|TYC 1651-496-1                                                        |Star                              |20 54 00.4473272160 +17 40 54.678202860|063.8911130761568 -17.0784816349703|   2.652 -4.331   |10.35    |~                 |    ~     ~    |    1| 1076.426   pc  | -21.6676    +21.6676  |paral   |2020yCat.1350....0G
6928|TYC 1651-570-1                                                        |Star                              |20 55 26.3558401296 +18 30 22.080888504|064.7936252919400 -16.8547874422466|   1.963 -2.803   |10.98    |~                 |    ~     ~    |    1| 1257.545   pc  | -35.1075    +35.1075  |paral   |2020yCat.1350....0G
6929|TYC 1651-579-1                                                        |Star                              |20 54 50.5114527792 +17 48 10.832234796|064.1172121533921 -17.1648612685559|  -7.223 -6.119   |10.93    |~                 |    ~     ~    |    1| 1933.488   pc  | -77.3844    +77.3844  |paral   |2020yCat.1350....0G
6930|TYC 1651-840-1                                                        |Star                              |20 49 10.1904594480 +18 13 06.561852528|063.6262461763910 -15.8346286008399|    6.037 2.380   |10.96    |~                 |    ~     ~    |    1| 1471.454   pc  | -26.1986    +26.1986  |paral   |2020yCat.1350....0G
6931|TYC 1651-1015-1                                                       |Star                              |20 51 07.1276495280 +17 57 42.157409940|063.6972734729067 -16.3597850685349|   1.791 -2.939   |10.93    |~                 |    ~     ~    |    1| 1592.103   pc  | -41.8241    +41.8241  |paral   |2020yCat.1350....0G
6932|TYC 1651-1363-1                                                       |Star                              |20 54 50.8803656256 +17 15 51.603122844|063.6664956141648 -17.4889703636055|  4.264 -10.502   |10.96    |~                 |    ~     ~    |    1|  871.308   pc  | -12.5264    +12.5264  |paral   |2020yCat.1350....0G
6933|TYC 1651-1581-1                                                       |Star                              |20 50 38.3477732904 +17 32 21.588490428|063.2721953681859 -16.5186191818227|  -5.986 -5.248   |10.90    |~                 |    ~     ~    |    1| 1682.652   pc  | -44.7348    +44.7348  |paral   |2020yCat.1350....0G
6934|TYC 1651-2031-1                                                       |Star                              |20 51 41.3763614160 +18 28 56.945258256|064.2170013739390 -16.1582009116452|   0.826 -3.420   |10.78    |~                 |    ~     ~    |    1| 1837.560   pc  | -47.6104    +47.6104  |paral   |2020yCat.1350....0G
6935|TYC 1651-2062-1                                                       |Star                              |20 54 29.0110608960 +17 06 37.445513580|063.4825474162756 -17.5112468305187|   4.319 -6.716   |10.82    |~                 |    ~     ~    |    1|  995.322   pc  | -12.1852    +12.1852  |paral   |2020yCat.1350....0G
6936|TYC 1652-29-1                                                         |Star                              |20 56 18.6792088824 +18 16 02.343596160|064.7253324261616 -17.1639301890718|-11.112 -10.927   |10.71    |~                 |    ~     ~    |    1| 1731.602   pc  | -75.5608    +75.5608  |paral   |2020yCat.1350....0G
6937|TYC 1652-394-1                                                        |Star                              |20 58 05.3226636528 +18 28 24.902869548|065.1648799562311 -17.3741761837067| -0.644 -12.366   |10.79    |~                 |    ~     ~    |    1| 1276.487   pc  | -26.0707    +26.0707  |paral   |2020yCat.1350....0G
6938|TYC 1652-716-1                                                        |Star                              |20 58 53.5849749480 +17 41 15.657837324|064.6316092876296 -18.0035125288928|-35.756 -12.694   |10.17    |~                 |    ~     ~    |    1|  148.812   pc  |  -0.3632     +0.3632  |paral   |2020yCat.1350....0G
6939|TYC 1652-726-1                                                        |Star                              |20 57 50.4725751818 +17 29 07.891419396|064.3028990612360 -17.9264704574637|    4.723 0.608   |10.99    |~                 |    ~     ~    |    1| 1289.6570  pc  |-102.7867   +102.7867  |paral   |2018yCat.1345....0G
6940|TYC 1652-1101-1                                                       |Star                              |20 59 41.9035519944 +17 21 38.408777244|064.4807272771110 -18.3545768499748| -5.257 -10.950   |10.82    |~                 |    ~     ~    |    1| 1649.349   pc  | -36.4527    +36.4527  |paral   |2020yCat.1350....0G
6941|TYC 1652-1233-1                                                       |Star                              |20 56 49.0885423896 +17 25 10.237642212|064.0929251191497 -17.7717334476207|  -0.747 -6.257   |10.99    |~                 |    ~     ~    |    1| 1617.338   pc  | -41.3294    +41.3294  |paral   |2020yCat.1350....0G
6942|TYC 1652-1735-1                                                       |Star                              |20 59 21.6689224128 +17 13 08.097126060|064.3105295493107 -18.3765513300840|-10.582 -14.536   |10.85    |~                 |    ~     ~    |    1|  473.597   pc  | -22.3397    +22.3397  |paral   |2020yCat.1350....0G
6943|TYC 1655-339-1                                                        |Star                              |20 55 20.6582551080 +20 27 10.554540876|066.3911691663517 -15.6554277095103|  -2.636 -7.162   |10.79    |~                 |    ~     ~    |    1| 1511.259   pc  | -32.8882    +32.8882  |paral   |2020yCat.1350....0G
6944|TYC 1655-1383-1                                                       |High Proper Motion Star           |20 48 55.9433222184 +20 14 22.539225480|065.2746620216829 -14.5864648529854| -50.918 16.350   |10.60    |~                 |    ~     ~    |    1|  215.941   pc  |  -0.6901     +0.6901  |paral   |2020yCat.1350....0G
6945|TYC 1655-1421-1                                                       |Star                              |20 54 57.0127485192 +20 30 53.295333192|066.3836665345625 -15.5445491588803|  -2.139 -6.808   |10.89    |~                 |    ~     ~    |    1|  766.518   pc  |  -7.2856     +7.2856  |paral   |2020yCat.1350....0G
6946|TYC 1655-1481-1                                                       |Star                              |20 51 59.1512987496 +19 58 42.245904828|065.5039116253458 -15.3165410332956|   4.883 -2.981   |10.85    |~                 |    ~     ~    |    1| 2139.495   pc  |-111.6895   +111.6895  |paral   |2020yCat.1350....0G
6947|TYC 1655-1597-1                                                       |Star                              |20 55 07.9612654728 +19 42 54.795857616|065.7512090675187 -16.0649733910893|   0.694 -9.373   |10.90    |~                 |    ~     ~    |    1| 1353.730   pc  | -28.0385    +28.0385  |paral   |2020yCat.1350....0G
6948|TYC 1656-410-1                                                        |Star                              |20 58 57.9068979840 +20 19 48.974462940|066.8314381172766 -16.4010145932780|  -5.922 -9.728   |10.80    |~                 |    ~     ~    |    1| 3022.975   pc  |-150.7832   +150.7832  |paral   |2020yCat.1350....0G
6949|TYC 1656-678-1                                                        |Star                              |20 57 43.7385647832 +19 46 53.258308860|066.1939049965649 -16.5088408218588|  -1.526 -2.323   |10.91    |~                 |    ~     ~    |    1| 1884.304   pc  | -51.1286    +51.1286  |paral   |2020yCat.1350....0G
6950|TYC 1656-696-1                                                        |Star                              |20 56 31.4998330296 +19 52 06.321200484|066.0853031960366 -16.2315646755835|       46.3 1.9   |9.74     |~                 |    ~     ~    |    0|                |                       |        |                   
6951|TYC 1656-812-2                                                        |Star                              |20 59 48.1566799512 +20 04 08.366906532|066.7431076454854 -16.7167826708081|   29.863 4.280   |9.63     |~                 |    ~     ~    |    1|  175.236   pc  |  -0.5988     +0.5988  |paral   |2020yCat.1350....0G
6952|TYC 1656-1034-1                                                       |Star                              |20 57 16.9743289224 +19 12 02.869418232|065.6469723383578 -16.7801882224747|   1.270 -4.430   |10.80    |~                 |    ~     ~    |    1| 1517.220   pc  | -33.3784    +33.3784  |paral   |2020yCat.1350....0G
6953|TYC 1656-1240-1                                                       |Star                              |20 59 23.8320339480 +19 50 55.390107660|066.5006124800045 -16.7773916659234|    3.877 1.602   |10.98    |~                 |    ~     ~    |    1|  904.568   pc  |  -8.9189     +8.9189  |paral   |2020yCat.1350....0G
6954|TYC 1656-1390-1                                                       |Star                              |20 59 45.9348060312 +19 50 52.285335432|066.5555993408686 -16.8461945287498|   1.667 -1.332   |10.78    |~                 |    ~     ~    |    1| 1359.065   pc  | -28.8141    +28.8141  |paral   |2020yCat.1350....0G
6955|TYC 1659-533-1                                                        |Star                              |20 55 26.1987947664 +21 41 15.774603216|067.4173222326343 -14.9169348676298|   2.894 -2.366   |10.72    |~                 |    ~     ~    |    1| 1362.955   pc  | -25.6355    +25.6355  |paral   |2020yCat.1350....0G
6956|TYC 1659-762-1                                                        |Star                              |20 49 09.1758581448 +21 37 36.726475224|066.4509907115170 -13.7948711096215|  -3.428 -5.907   |10.91    |~                 |    ~     ~    |    1| 2082.032   pc  | -52.8853    +52.8853  |paral   |2020yCat.1350....0G
6957|TYC 1659-1151-1                                                       |Star                              |20 55 29.6325435288 +21 42 28.805295708|067.4423399109055 -14.9149760072302|  -8.982 -6.176   |10.73    |~                 |    ~     ~    |    1| 1355.381   pc  | -28.1070    +28.1070  |paral   |2020yCat.1350....0G
6958|TYC 1659-1427-1                                                       |Star                              |20 52 40.1440822056 +21 17 24.354209220|066.6850449677410 -14.6499892909363|   5.665 -3.077   |10.95    |~                 |    ~     ~    |    1|  846.740   pc  |  -9.6791     +9.6791  |paral   |2020yCat.1350....0G
6959|TYC 1659-1909-1                                                       |Star                              |20 55 31.9381451640 +20 47 25.736020944|066.6965511856845 -15.4841503803396|  -1.420 -7.929   |10.95    |~                 |    ~     ~    |    1| 1406.668   pc  | -79.7422    +79.7422  |paral   |2020yCat.1350....0G
6960|TYC 1659-2246-1                                                       |Star                              |20 53 04.3016373696 +21 00 01.360847592|066.5060694257055 -14.9005932655233|  -2.263 -0.689   |10.87    |~                 |    ~     ~    |    1| 1015.538   pc  | -14.9541    +14.9541  |paral   |2020yCat.1350....0G
6961|TYC 1660-175-1                                                        |Star                              |20 59 58.8809135808 +22 24 50.164546284|068.6832505548390 -15.2945409805637|  -1.334 -9.690   |10.87    |~                 |    ~     ~    |    1| 2107.926   pc  | -61.3182    +61.3182  |paral   |2020yCat.1350....0G
6962|TYC 1660-396-1                                                        |Star                              |20 59 21.0535153824 +22 10 19.998219072|068.3930302840892 -15.3311326579712|  10.581 -7.643   |10.97    |~                 |    ~     ~    |    1| 1114.454   pc  | -14.7799    +14.7799  |paral   |2020yCat.1350....0G
6963|BD+21 4425                                                            |Star                              |20 58 38.9935428936 +22 05 25.362272148|068.2219595976884 -15.2548263691063| -0.825 -13.258   |10.34    |~                 |    ~     ~    |    1|  487.211   pc  |  -3.1808     +3.1808  |paral   |2020yCat.1350....0G
6964|TYC 1660-855-1                                                        |Star                              |20 57 55.8442599240 +21 58 26.087592144|068.0201734297031 -15.1962596266038|   8.637 -5.386   |10.75    |~                 |    ~     ~    |    1|  640.615   pc  |  -6.6483     +6.6483  |paral   |2020yCat.1350....0G
6965|TYC 1660-929-1                                                        |Star                              |20 57 50.4805603896 +21 39 14.360383116|067.7462731611419 -15.3778519378003| -6.270 -11.906   |10.88    |~                 |    ~     ~    |    1|  933.097   pc  | -13.5825    +13.5825  |paral   |2020yCat.1350....0G
6966|TYC 1660-1797-1                                                       |Star                              |20 58 23.2706204376 +21 02 04.782467004|067.3220902811565 -15.8604212066308|   -3.102 4.130   |10.94    |~                 |    ~     ~    |    1|  800.705   pc  |  -7.7576     +7.7576  |paral   |2020yCat.1350....0G
6967|TYC 1660-1827-1                                                       |Star                              |20 58 57.4102456008 +21 02 27.737079432|067.4125747789512 -15.9608975647676|   11.004 3.051   |10.89    |~                 |    ~     ~    |    1| 1404.692   pc  | -25.0591    +25.0591  |paral   |2020yCat.1350....0G
6968|TYC 2170-626-1                                                        |Star                              |20 46 35.6478672552 +22 36 58.243920624|066.8967874690496 -12.7263973393777|  -7.971 -9.487   |10.93    |~                 |    ~     ~    |    1| 2407.318   pc  | -84.6096    +84.6096  |paral   |2020yCat.1350....0G
6969|TYC 2170-805-1                                                        |Star                              |20 45 10.4594414472 +24 14 31.422505704|068.0253574807972 -11.4886675031388|  6.038 -12.120   |10.37    |~                 |    ~     ~    |    1|  701.902   pc  |  -6.7988     +6.7988  |paral   |2020yCat.1350....0G
6970|TYC 2170-1061-1                                                       |Star                              |20 45 32.5819444104 +22 40 56.612423496|066.8020721716471 -12.4926206860643|  -8.867 -7.968   |10.71    |~                 |    ~     ~    |    1| 2601.457   pc  |-159.7148   +159.7148  |paral   |2020yCat.1350....0G
6971|TYC 2170-1315-1                                                       |Star                              |20 46 40.9345619328 +23 40 50.636644284|067.7797579419763 -12.1018276172225|  -3.430 -3.775   |10.83    |~                 |    ~     ~    |    1| 2141.328   pc  | -63.2769    +63.2769  |paral   |2020yCat.1350....0G
6972|TYC 2170-1477-1                                                       |Star                              |20 45 46.0877804448 +23 52 05.962779768|067.8039442814290 -11.8218851099981|  -3.166 -7.049   |10.90    |~                 |    ~     ~    |    1| 1623.377   pc  | -50.8623    +50.8623  |paral   |2020yCat.1350....0G
6973|TYC 2170-2395-1                                                       |Star                              |20 45 38.5505698704 +22 50 20.413324572|066.9445615379050 -12.4171608137713|  -1.871 -2.088   |10.96    |~                 |    ~     ~    |    1| 1739.736   pc  | -44.4922    +44.4922  |paral   |2020yCat.1350....0G
6974|TYC 2171-461-1                                                        |Star                              |20 47 37.0438815672 +24 11 15.461821032|068.3246647258650 -11.9654910703589|   3.765 -0.951   |10.82    |~                 |    ~     ~    |    1| 2082.899   pc  | -72.4524    +72.4524  |paral   |2020yCat.1350....0G
6975|IRAS 20463+2340                                                       |Long-Period Variable Candidate    |20 48 28.2449100528 +23 51 29.145600396|068.1775715274892 -12.3202901553610|  -5.927 -4.823   |10.33    |~                 |    ~     ~    |    1| 2631.58    pc  |-127.424    +127.424   |paral   |2020yCat.1350....0G
6976|TYC 2171-493-1                                                        |Star                              |20 54 53.9670158352 +24 20 38.136473700|069.4936723425079 -13.1808616480610|   12.309 9.585   |10.84    |~                 |    ~     ~    |    1|  981.740   pc  | -13.8789    +13.8789  |paral   |2020yCat.1350....0G
6977|TYC 2171-540-1                                                        |Star                              |20 47 40.1409894816 +23 41 17.500777512|067.9254793809375 -12.2773416613241|  5.394 -12.212   |10.86    |~                 |    ~     ~    |    1| 1025.431   pc  | -21.7662    +21.7662  |paral   |2020yCat.1350....0G
6978|TYC 2171-949-1                                                        |Star                              |20 50 48.4409524920 +24 18 49.482983340|068.8802383730275 -12.4652498712636| -6.160 -13.079   |10.90    |~                 |    ~     ~    |    1| 1128.032   pc  | -16.5419    +16.5419  |paral   |2020yCat.1350....0G
6979|TYC 2171-1031-1                                                       |Star                              |20 50 59.0840211480 +24 16 44.083772256|068.8773886185374 -12.5185344755971|  -2.112 -4.105   |10.62    |~                 |    ~     ~    |    1| 1795.010   pc  | -68.6299    +68.6299  |paral   |2020yCat.1350....0G
6980|TYC 2171-1475-1                                                       |Star                              |20 50 07.7044021992 +23 11 13.396544736|067.8679453591056 -13.0298151560570|  -6.806 -6.354   |10.95    |~                 |    ~     ~    |    1| 1909.490   pc  | -48.1292    +48.1292  |paral   |2020yCat.1350....0G
6981|TYC 2171-1561-1                                                       |Star                              |20 49 01.0052320224 +22 35 00.604013748|067.2157854627080 -13.1923079747648| -6.661 -10.471   |10.65    |~                 |    ~     ~    |    1| 1907.669   pc  | -51.3127    +51.3127  |paral   |2020yCat.1350....0G
6982|IRAS 20511+2238                                                       |Star                              |20 53 27.7227568320 +22 50 15.876269952|068.0653725992942 -13.8505256725960|  -4.593 -5.914   |10.57    |~                 |    ~     ~    |    1| 1855.288   pc  | -70.9071    +70.9071  |paral   |2020yCat.1350....0G
6983|TYC 2171-1809-1                                                       |Star                              |20 50 23.9145481152 +22 49 10.302199356|067.6071164959520 -13.3026500569557|   0.855 -2.729   |10.64    |~                 |    ~     ~    |    1| 1663.063   pc  | -35.4020    +35.4020  |paral   |2020yCat.1350....0G
6984|TYC 2171-1904-1                                                       |Star                              |20 50 46.6483259928 +23 19 50.168148636|068.0780158491794 -13.0606249426100|   3.592 -1.557   |10.62    |~                 |    ~     ~    |    1| 1423.690   pc  | -44.3890    +44.3890  |paral   |2020yCat.1350....0G
6985|TYC 2171-1927-1                                                       |Star                              |20 54 53.5922168448 +23 18 05.783583636|068.6505560903202 -13.8245630465066| -11.020 -4.528   |10.91    |~                 |    ~     ~    |    1| 1759.324   pc  | -42.7141    +42.7141  |paral   |2020yCat.1350....0G
6986|TYC 2171-1932-1                                                       |Star                              |20 55 27.0846980808 +22 31 52.960313928|068.1071329315813 -14.4007790524388|   1.032 -7.012   |10.73    |~                 |    ~     ~    |    1|  841.822   pc  | -11.1260    +11.1260  |paral   |2020yCat.1350....0G
6987|TYC 2172-396-1                                                        |Star                              |20 59 45.8438619360 +22 31 50.367145260|068.7453027930717 -15.1824721435790|  -1.165 -4.915   |10.77    |~                 |    ~     ~    |    1| 1767.097   pc  | -65.5752    +65.5752  |paral   |2020yCat.1350....0G
6988|TYC 2172-499-1                                                        |Star                              |20 57 24.0113552376 +23 58 35.852391552|069.5626518125915 -13.8559838230773|-12.416 -18.878   |10.97    |~                 |    ~     ~    |    1|  836.750   pc  | -10.9224    +10.9224  |paral   |2020yCat.1350....0G
6989|TYC 2172-819-1                                                        |Star                              |20 57 43.0308195504 +23 48 44.803286244|069.4770042457805 -14.0150276498205|   11.604 8.465   |10.90    |~                 |    ~     ~    |    1|  262.819   pc  |  -1.7683     +1.7683  |paral   |2020yCat.1350....0G
6990|TYC 2172-1238-1                                                       |Star                              |20 59 10.9458203328 +23 00 15.184344780|069.0416450523104 -14.7821133032627| -6.947 -11.606   |10.74    |~                 |    ~     ~    |    1|  810.767   pc  | -11.1091    +11.1091  |paral   |2020yCat.1350....0G
6991|TYC 2172-1281-1                                                       |Star                              |20 58 45.0351831072 +24 03 37.009143792|069.8285450990666 -14.0443947353344|   -5.506 0.092   |10.98    |~                 |    ~     ~    |    1| 1217.137   pc  | -31.9987    +31.9987  |paral   |2020yCat.1350....0G
6992|TYC 2174-1291-1                                                       |Star                              |20 46 35.9234437824 +25 29 43.442562552|069.2423971130009 -10.9883479880897|  -1.793 -4.477   |10.96    |~                 |    ~     ~    |    1|  880.049   pc  | -15.5672    +15.5672  |paral   |2020yCat.1350....0G
6993|TYC 2174-1390-1                                                       |Star                              |20 45 59.0364043776 +25 03 27.188777376|068.8017210389940 -11.1432202644271|  -5.156 -9.155   |10.99    |~                 |    ~     ~    |    1|  937.734   pc  | -12.3988    +12.3988  |paral   |2020yCat.1350....0G
6994|TYC 2174-2070-1                                                       |Star                              |20 45 21.4807420344 +24 50 58.934624712|068.5455471345589 -11.1557898440099|  -3.979 -6.115   |10.77    |~                 |    ~     ~    |    1| 2194.908   pc  | -66.4832    +66.4832  |paral   |2020yCat.1350....0G
6995|TYC 2174-2473-1                                                       |Star                              |20 45 52.2956206056 +25 53 54.620858652|069.4673219542121 -10.6134999853757|   28.841 1.118   |10.97    |~                 |    ~     ~    |    1|  233.182   pc  |  -0.8156     +0.8156  |paral   |2020yCat.1350....0G
6996|TYC 2175-79-1                                                         |Star                              |20 52 32.7688542768 +26 10 42.598767972|070.6297841377909 -11.6259986616426|    5.271 3.814   |10.91    |~                 |    ~     ~    |    1|  989.903   pc  | -12.4448    +12.4448  |paral   |2020yCat.1350....0G
6997|TYC 2175-153-1                                                        |Star                              |20 52 31.2016726152 +24 24 46.426620168|069.2058180833808 -12.7122227440722| -1.293 -11.697   |10.90    |~                 |    ~     ~    |    1| 1659.476   pc  | -37.7279    +37.7279  |paral   |2020yCat.1350....0G
6998|TYC 2175-334-1                                                        |Star                              |20 49 59.5242121848 +26 12 56.436163884|070.2987188799401 -11.1523932442403| 11.135 -19.956   |10.96    |~                 |    ~     ~    |    1| 1730.104   pc  | -41.3070    +41.3070  |paral   |2020yCat.1350....0G
6999|TYC 2175-540-1                                                        |Star                              |20 51 43.7823831840 +24 26 13.704170892|069.1120216168425 -12.5554618260546|   3.560 -1.023   |10.51    |~                 |    ~     ~    |    1| 1291.990   pc  | -24.8716    +24.8716  |paral   |2020yCat.1350....0G
7000|TYC 2175-713-1                                                        |Star                              |20 50 34.7100299448 +25 44 04.829312724|069.9946194391063 -11.5521936945457|   5.357 -0.750   |10.96    |~                 |    ~     ~    |    1| 1471.021   pc  | -32.6749    +32.6749  |paral   |2020yCat.1350....0G
7001|TYC 2175-1225-1                                                       |Star                              |20 47 56.8624769160 +25 25 33.996121608|069.3751527442690 -11.2721606402716|  -1.909 -2.544   |10.99    |~                 |    ~     ~    |    1| 1809.627   pc  | -44.8641    +44.8641  |paral   |2020yCat.1350....0G
7002|TYC 2175-1274-1                                                       |Pulsating Variable                |20 49 02.7992522520 +25 43 53.367359664|069.7760525890132 -11.2817809363666|  -2.514 -1.180   |10.85    |~                 |    ~     ~    |    1|  985.804   pc  | -16.7151    +16.7151  |paral   |2020yCat.1350....0G
7003|TYC 2175-1541-1                                                       |Star                              |20 48 27.8539987512 +25 17 07.220641848|069.3339573061585 -11.4504923339193|  -4.114 -6.599   |10.58    |~                 |    ~     ~    |    1| 1780.944   pc  | -51.6997    +51.6997  |paral   |2020yCat.1350....0G
7004|TYC 2175-1764-1                                                       |Star                              |20 53 23.3911029288 +25 00 19.570454892|069.8084718325782 -12.5018931224101|  3.467 -11.573   |10.81    |~                 |    ~     ~    |    1| 1131.478   pc  | -17.4113    +17.4113  |paral   |2020yCat.1350....0G
7005|TYC 2175-1780-1                                                       |Star                              |20 55 25.3638771432 +24 44 45.026421252|069.8929959717377 -13.0245572802997|  0.564 -10.348   |10.95    |~                 |    ~     ~    |    1| 1616.292   pc  | -48.3294    +48.3294  |paral   |2020yCat.1350....0G
7006|TYC 2175-1930-1                                                       |Star                              |20 53 57.6477364488 +24 40 32.212370136|069.6251274249531 -12.8077666114614|   1.234 -4.850   |10.91    |~                 |    ~     ~    |    1|  974.374   pc  | -12.8170    +12.8170  |paral   |2020yCat.1350....0G
7007|TYC 2175-1938-1                                                       |Star                              |20 47 41.5342613376 +24 40 52.901623956|068.7361771076292 -11.6794334666458|  1.896 -15.271   |10.75    |~                 |    ~     ~    |    1| 1217.434   pc  | -21.7875    +21.7875  |paral   |2020yCat.1350....0G
7008|TYC 2175-1948-1                                                       |Star                              |20 49 08.0849593800 +24 53 58.014165300|069.1165031651587 -11.8062906729625|   -1.378 4.859   |10.38    |~                 |    ~     ~    |    1|  375.545   pc  |  -2.2847     +2.2847  |paral   |2020yCat.1350....0G
