C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:32:59

dec >=0&rah >=2.75&rah< 3.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4298

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4056|TYC 3300-1369-1                                                                                          |Star                                |02 45 08.5557644112 +48 18 06.363374436|141.7112954139784 -10.3803829507242|   -1.291 2.026  |10.66    |~                    |    ~     ~    |    1|  800.897   pc  | -11.2251    +11.2251  |paral   |2020yCat.1350....0G
4057|TYC 3300-1373-1                                                                                          |Star                                |02 46 17.6026324992 +48 20 26.174125824|141.8695297004827 -10.2626068587957|  8.181 -11.043  |10.95    |~                    |    ~     ~    |    1|  819.202   pc  |  -9.1269     +9.1269  |paral   |2020yCat.1350....0G
4058|TYC 3300-1674-1                                                                                          |Spectroscopic Binary                |02 45 18.4612062480 +48 23 28.199991012|141.6972968078950 -10.2878897777186| 32.657 -13.057  |10.66    |~                    |    ~     ~    |    1|  402.172   pc  |  -5.8389     +5.8389  |paral   |2020yCat.1350....0G
4059|TYC 3301-212-1                                                                                           |Star                                |02 54 57.6266392296 +47 57 10.301519988|143.3584071898356 -09.9595348823848|    5.704 0.018  |10.75    |~                    |    ~     ~    |    1|  908.430   pc  | -12.1311    +12.1311  |paral   |2020yCat.1350....0G
4060|TYC 3301-215-1                                                                                           |Star                                |02 54 58.1836627008 +47 18 59.016273336|143.6600481026021 -10.5225479325728|  -9.736 -7.598  |10.18    |~                    |    ~     ~    |    1|  416.771   pc  |  -5.0546     +5.0546  |paral   |2020yCat.1350....0G
4061|TYC 3301-299-1                                                                                           |Star                                |02 49 51.2473509984 +47 10 20.328451716|142.9405418943605 -11.0469266948940|   2.192 -2.881  |10.97    |~                    |    ~     ~    |    1|  949.487   pc  | -11.7198    +11.7198  |paral   |2020yCat.1350....0G
4062|TYC 3301-767-1                                                                                           |Star                                |02 57 52.4894839680 +47 22 03.940291056|144.0773407820364 -10.2462124528340|   2.095 -5.074  |10.77    |~                    |    ~     ~    |    1|  643.418   pc  |  -7.5760     +7.5760  |paral   |2020yCat.1350....0G
4063|TYC 3301-797-1                                                                                           |Star                                |02 53 49.6424905944 +47 01 25.659298488|143.6227710057401 -10.8717846634285|  -0.616 -5.448  |10.83    |~                    |    ~     ~    |    1| 1230.466   pc  | -23.6191    +23.6191  |paral   |2020yCat.1350....0G
4064|TYC 3301-972-1                                                                                           |Star                                |02 50 46.6029195336 +48 20 23.605737180|142.5486442262381 -09.9339176508853|   2.053 -3.615  |10.99    |~                    |    ~     ~    |    1| 2100.399   pc  | -95.2922    +95.2922  |paral   |2020yCat.1350....0G
4065|TYC 3301-1128-1                                                                                          |Star                                |02 48 46.3061577888 +48 02 05.116827228|142.3832245112472 -10.3561300104416| 10.968 -12.639  |10.96    |~                    |    ~     ~    |    1|  338.387   pc  |  -2.1756     +2.1756  |paral   |2020yCat.1350....0G
4066|TYC 3301-1194-1                                                                                          |Star                                |02 54 34.7240425512 +48 21 07.528791708|143.1135990954787 -09.6351245997760|   9.627 -2.486  |10.98    |~                    |    ~     ~    |    1|  875.120   pc  | -11.1812    +11.1812  |paral   |2020yCat.1350....0G
4067|TYC 3301-1338-1                                                                                          |Star                                |02 51 52.7463612552 +47 53 51.622466136|142.9182244379535 -10.2453807642579|   -0.687 0.454  |10.97    |~                    |    ~     ~    |    1|  862.962   pc  |  -9.7556     +9.7556  |paral   |2020yCat.1350....0G
4068|TYC 3301-1486-1                                                                                          |Star                                |02 52 45.3448040064 +47 48 09.275790456|143.0952923810863 -10.2631022585277|   4.078 -8.188  |10.85    |M3e                  |    ~     ~    |    1| 1399.972   pc  | -41.9423    +41.9423  |paral   |2020yCat.1350....0G
4069|TYC 3301-1488-1                                                                                          |Star                                |02 49 37.6061802312 +48 12 29.667552228|142.4347415125999 -10.1372974005454|  -2.442 -1.301  |10.96    |~                    |    ~     ~    |    1| 2297.266   pc  | -72.3008    +72.3008  |paral   |2020yCat.1350....0G
4070|TYC 3301-1525-1                                                                                          |Star                                |02 54 31.7477355744 +46 57 32.446185840|143.7613194911260 -10.8738776633970|-14.187 -15.246  |10.98    |~                    |    ~     ~    |    1|  216.305   pc  |  -0.7814     +0.7814  |paral   |2020yCat.1350....0G
4071|TYC 3301-1648-1                                                                                          |Star                                |02 57 35.6588144256 +47 53 35.972536092|143.7824929610321 -09.8055861216438|   -4.432 2.769  |10.98    |~                    |    ~     ~    |    1|  916.590   pc  | -11.6779    +11.6779  |paral   |2020yCat.1350....0G
4072|TYC 3301-1720-1                                                                                          |High Proper Motion Star             |02 53 35.3332835112 +48 35 36.184393356|142.8532706849655 -09.4964200571311| 15.792 -68.956  |9.81     |~                    |    ~     ~    |    1|   76.017   pc  |  -0.1052     +0.1052  |paral   |2020yCat.1350....0G
4073|TYC 3301-1868-1                                                                                          |Star                                |02 49 56.9027063664 +48 34 19.132660776|142.3184845025125 -09.7879458478340|   -5.845 2.666  |10.67    |~                    |    ~     ~    |    1|  706.814   pc  |  -9.9418     +9.9418  |paral   |2020yCat.1350....0G
4074|TYC 3301-2008-1                                                                                          |Star                                |02 52 31.7301575232 +48 42 41.211682668|142.6406968895027 -09.4713395743629|  -5.458 -4.345  |10.79    |~                    |    ~     ~    |    1| 1150.880   pc  | -21.9871    +21.9871  |paral   |2020yCat.1350....0G
4075|TYC 3301-2162-1                                                                                          |Star                                |02 55 11.0453887176 +48 22 51.098231496|143.1904727930653 -09.5630722408111|   2.970 -3.149  |10.84    |~                    |    ~     ~    |    1| 1129.305   pc  | -22.5734    +22.5734  |paral   |2020yCat.1350....0G
4076|TYC 3301-2500-1                                                                                          |Star                                |02 56 32.4583584480 +48 29 35.769916176|143.3392070991255 -09.3587185288948|   0.274 -1.114  |10.61    |M2e                  |    ~     ~    |    1| 2396.358   pc  |-135.5237   +135.5237  |paral   |2020yCat.1350....0G
4077|TYC 3301-2623-1                                                                                          |Star                                |02 56 48.6173877384 +48 43 17.456438820|143.2706938541682 -09.1362203124950|   -1.787 0.476  |9.84     |~                    |    ~     ~    |    1| 1012.761   pc  | -61.4385    +61.4385  |paral   |2020yCat.1350....0G
4078|TYC 3301-2635-1                                                                                          |Star                                |02 52 01.7169302712 +48 33 03.626767764|142.6399110394741 -09.6518149379113|  10.212 27.453  |9.92     |~                    |    ~     ~    |    1|  177.374   pc  |  -0.5317     +0.5317  |paral   |2020yCat.1350....0G
4079|TYC 3301-2705-1                                                                                          |Star                                |02 57 58.2647076144 +48 39 52.953770736|143.4689408770630 -09.0961503862778|  -0.938 -5.730  |10.71    |~                    |    ~     ~    |    1| 1360.359   pc  | -33.4954    +33.4954  |paral   |2020yCat.1350....0G
4080|TYC 3301-2746-1                                                                                          |Star                                |02 57 56.0108894400 +48 08 36.972556008|143.7131468952752 -09.5582331469198|   2.259 -2.113  |10.97    |~                    |    ~     ~    |    1| 1358.696   pc  | -26.9524    +26.9524  |paral   |2020yCat.1350....0G
4081|TYC 3304-130-1                                                                                           |Star                                |02 46 03.3925032600 +48 51 34.993128312|141.6049982627465 -09.8118696077367|   8.713 -8.117  |10.79    |~                    |    ~     ~    |    1|  689.227   pc  | -15.8186    +15.8186  |paral   |2020yCat.1350....0G
4082|TYC 3304-273-2                                                                                           |Star                                |02 47 56.527 +50 04 42.21              |141.346582 -08.581457              |     -18.7 -3.8  |10.80    |~                    |    ~     ~    |    0|                |                       |        |                   
4083|TYC 3304-660-1                                                                                           |Star                                |02 47 11.4086043624 +48 52 45.884017812|141.7666249032224 -09.7130476817422|  -1.177 -3.315  |10.76    |~                    |    ~     ~    |    1| 2463.054   pc  |-148.0259   +148.0259  |paral   |2020yCat.1350....0G
4084|TYC 3304-770-1                                                                                           |Star                                |02 46 27.4447631736 +49 07 07.873543200|141.5511203042080 -09.5498502902302|   3.440 -3.784  |10.98    |~                    |    ~     ~    |    1| 1016.984   pc  | -19.3406    +19.3406  |paral   |2020yCat.1350....0G
4085|HD 17159B                                                                                                |Star                                |02 47 00.3112523631 +50 07 26.341209854|141.1897445370609 -08.6060190562482|    2.296 3.292  |8.99     |~                    |    ~     ~    |    1|   83.6183  pc  |  -0.1174     +0.1174  |paral   |2020yCat.1350....0G
4086|TYC 3304-1056-1                                                                                          |Star                                |02 45 56.1409458384 +49 32 26.372660568|141.2883286440821 -09.2064560227981| 12.296 -24.692  |10.96    |~                    |    ~     ~    |    1|  294.369   pc  |  -1.5944     +1.5944  |paral   |2020yCat.1350....0G
4087|TYC 3304-1511-1                                                                                          |Star                                |02 45 19.8311853216 +50 32 54.742716816|140.7606891736461 -08.3385048051112|   -2.519 1.098  |10.87    |F7V                  |    ~     ~    |    1|  397.757   pc  |  -8.3219     +8.3219  |paral   |2020yCat.1350....0G
4088|TYC 3305-80-1                                                                                            |Star                                |02 57 13.7299474176 +49 51 37.410015168|142.7914989620229 -08.0983238002000|   -2.648 2.908  |10.79    |~                    |    ~     ~    |    1|  928.591   pc  | -15.6073    +15.6073  |paral   |2020yCat.1350....0G
4089|TYC 3305-104-1                                                                                           |Star                                |02 49 01.3063290528 +49 45 52.981136496|141.6440773801706 -08.7866524159949|   0.712 -2.159  |10.73    |~                    |    ~     ~    |    1| 2306.805   pc  |-104.2985   +104.2985  |paral   |2020yCat.1350....0G
4090|TYC 3305-294-1                                                                                           |Star                                |02 57 52.3343770680 +50 15 36.217223028|142.6939461993101 -07.6969992084298|   4.319 -2.183  |10.88    |~                    |    ~     ~    |    1|  832.293   pc  |  -9.0053     +9.0053  |paral   |2020yCat.1350....0G
4091|TYC 3305-391-1                                                                                           |Star                                |02 52 43.9482975792 +48 54 39.491406684|142.5789267802080 -09.2784179535825| 21.501 -10.419  |10.86    |~                    |    ~     ~    |    1|  254.265   pc  |  -0.8922     +0.8922  |paral   |2020yCat.1350....0G
4092|TYC 3305-406-1                                                                                           |Star                                |02 57 09.2781715080 +49 29 26.122980048|142.9560718511267 -08.4305481455355|  -1.606 -0.483  |10.98    |~                    |    ~     ~    |    1| 1637.733   pc  | -56.0574    +56.0574  |paral   |2020yCat.1350....0G
4093|TYC 3305-442-1                                                                                           |Star                                |02 57 56.7652860264 +50 09 06.681850632|142.7558852039348 -07.7868934254672|   -7.990 0.325  |10.75    |~                    |    ~     ~    |    1|  284.527   pc  |  -3.2625     +3.2625  |paral   |2020yCat.1350....0G
4094|TYC 3305-571-1                                                                                           |Star                                |02 53 28.8847364616 +49 08 25.081661148|142.5835603148754 -09.0183314741727|   5.442 -4.708  |10.91    |~                    |    ~     ~    |    1|  769.053   pc  | -10.2320    +10.2320  |paral   |2020yCat.1350....0G
4095|TYC 3305-604-1                                                                                           |Star                                |02 56 03.5105662680 +50 04 51.935936268|142.5193548217498 -07.9910420268891|   6.225 -6.307  |10.85    |~                    |    ~     ~    |    1|  709.119   pc  | -10.7107    +10.7107  |paral   |2020yCat.1350....0G
4096|TYC 3305-789-1                                                                                           |Star                                |02 52 45.7938437232 +48 57 36.865050336|142.5607538425526 -09.2322510551486|  -5.577 -2.561  |10.14    |~                    |    ~     ~    |    1|  330.950   pc  |  -2.5411     +2.5411  |paral   |2020yCat.1350....0G
4097|TYC 3305-893-1                                                                                           |Star                                |02 51 53.6990821104 +49 11 31.809258744|142.3258080458210 -09.0900969045153|    3.340 8.421  |10.80    |~                    |    ~     ~    |    1|  332.867   pc  |  -2.6038     +2.6038  |paral   |2020yCat.1350....0G
4098|TYC 3305-1461-1                                                                                          |Star                                |02 52 25.1338513392 +49 04 32.918020212|142.4565836166517 -09.1549901359441|   -9.278 0.806  |10.64    |~                    |    ~     ~    |    1| 1062.925   pc  | -26.3246    +26.3246  |paral   |2020yCat.1350....0G
4099|TYC 3305-1502-1                                                                                          |Star                                |02 58 41.3911658736 +50 18 13.936102056|142.7892654220177 -07.5967247363315|   -1.516 0.740  |10.64    |~                    |    ~     ~    |    1| 1946.661   pc  |-126.1900   +126.1900  |paral   |2020yCat.1350....0G
4100|TYC 3305-1539-1                                                                                          |Star                                |02 49 43.4789906616 +50 06 28.954973952|141.5927933921832 -08.4287516036599|    1.206 3.752  |10.77    |~                    |    ~     ~    |    1|  597.122   pc  |  -6.0614     +6.0614  |paral   |2020yCat.1350....0G
4101|TYC 3305-1574-1                                                                                          |High Proper Motion Star             |02 55 46.7646766704 +50 32 12.286771224|142.2659949783342 -07.6081627192629| 46.447 -22.674  |10.85    |~                    |    ~     ~    |    1|  173.133   pc  |  -0.5515     +0.5515  |paral   |2020yCat.1350....0G
4102|TYC 3305-1780-1                                                                                          |Star                                |02 57 56.8719035568 +49 29 45.236048316|143.0684436093403 -08.3652671326575|   7.722 -4.026  |10.57    |~                    |    ~     ~    |    1|  723.589   pc  | -13.7702    +13.7702  |paral   |2020yCat.1350....0G
4103|TYC 3308-56-1                                                                                            |Star                                |02 46 03.2927319528 +50 44 51.128474856|140.7789882410737 -08.1094713638070|   0.350 -5.787  |10.62    |~                    |    ~     ~    |    1| 1297.690   pc  | -30.9856    +30.9856  |paral   |2020yCat.1350....0G
4104|TYC 3308-60-1                                                                                            |Star                                |02 48 11.8557300192 +51 01 53.866727436|140.9616162110788 -07.7067643143948|  11.581 -3.244  |10.63    |~                    |    ~     ~    |    1|  332.646   pc  |  -1.9032     +1.9032  |paral   |2020yCat.1350....0G
4105|TYC 3308-720-1                                                                                           |Star                                |02 46 20.8738899024 +50 41 26.974753332|140.8459735199522 -08.1406095365919|  -0.510 -0.981  |10.96    |~                    |    ~     ~    |    1| 1866.020   pc  | -60.9355    +60.9355  |paral   |2020yCat.1350....0G
4106|TYC 3308-2242-1                                                                                          |Star                                |02 47 16.6703610480 +51 51 05.807059992|140.4709920143135 -07.0313658006065| -12.001 -7.874  |10.75    |~                    |    ~     ~    |    1|  708.868   pc  |  -7.3867     +7.3867  |paral   |2020yCat.1350....0G
4107|TYC 3309-51-1                                                                                            |Star                                |02 51 47.9327589888 +50 49 04.639514052|141.5704328030820 -07.6461633925362|   6.040 -2.422  |10.88    |~                    |    ~     ~    |    1|  605.730   pc  |  -9.5763     +9.5763  |paral   |2020yCat.1350....0G
4108|TYC 3309-121-1                                                                                           |Star                                |02 58 19.3005871824 +50 46 37.029632484|142.5118728477325 -07.2074192767295|  15.503 -4.727  |10.83    |~                    |    ~     ~    |    1|  670.151   pc  |  -7.9491     +7.9491  |paral   |2020yCat.1350....0G
4109|TYC 3309-200-1                                                                                           |Star                                |02 53 45.8138068560 +51 38 43.882973808|141.4688471637302 -06.7690697888342|   7.061 -5.322  |10.71    |~                    |    ~     ~    |    1|  890.631   pc  | -17.2129    +17.2129  |paral   |2020yCat.1350....0G
4110|TYC 3309-262-1                                                                                           |Star                                |02 49 09.5333275680 +51 31 05.397197052|140.8822142541606 -07.2036528760922|   1.298 -4.041  |10.69    |~                    |    ~     ~    |    1| 1404.100   pc  | -35.4869    +35.4869  |paral   |2020yCat.1350....0G
4111|TYC 3309-775-1                                                                                           |Star                                |02 51 26.4777960408 +51 01 46.101013644|141.4237386329098 -07.4825521750153|   7.222 -9.141  |10.48    |~                    |    ~     ~    |    1|  727.855   pc  |  -8.2645     +8.2645  |paral   |2020yCat.1350....0G
4112|TYC 3309-1040-1                                                                                          |Star                                |02 59 15.7186937328 +51 27 07.031114064|142.3213264820226 -06.5428784145905|   6.807 -3.967  |10.74    |~                    |    ~     ~    |    1|  723.170   pc  |  -9.7273     +9.7273  |paral   |2020yCat.1350....0G
4113|TYC 3309-1099-1                                                                                          |Star                                |02 57 59.1628131720 +51 25 02.096406624|142.1613436855677 -06.6673464272866|   9.628 -4.392  |10.93    |~                    |    ~     ~    |    1|  758.438   pc  |  -9.2612     +9.2612  |paral   |2020yCat.1350....0G
4114|TYC 3309-1498-1                                                                                          |Star                                |02 50 40.0336799136 +52 21 47.017381176|140.7152158967360 -06.3431991749897|   7.200 -4.084  |10.94    |~                    |    ~     ~    |    1|  821.558   pc  | -11.0693    +11.0693  |paral   |2020yCat.1350....0G
4115|TYC 3309-1523-1                                                                                          |Star                                |02 49 15.5825537952 +51 47 49.911049176|140.7724059740523 -06.9463044332531|  -0.965 -0.179  |10.98    |~                    |    ~     ~    |    1| 2558.199   pc  | -97.5113    +97.5113  |paral   |2020yCat.1350....0G
4116|TYC 3309-1543-1                                                                                          |Star                                |02 49 16.3615756224 +51 59 37.598702568|140.6869351599871 -06.7689726311694|    5.367 2.684  |10.89    |~                    |    ~     ~    |    1| 1159.017   pc  | -22.9708    +22.9708  |paral   |2020yCat.1350....0G
4117|TYC 3309-1559-1                                                                                          |Star                                |02 52 57.5942565192 +52 14 01.048828524|141.0888060329542 -06.3014747517791|  -1.314 -1.613  |10.70    |~                    |    ~     ~    |    1| 1530.456   pc  | -36.7740    +36.7740  |paral   |2020yCat.1350....0G
4118|TYC 3309-1561-1                                                                                          |Star                                |02 54 31.9784281152 +52 13 12.894499380|141.3106736892825 -06.2036711899986|  25.112 -6.487  |10.85    |~                    |    ~     ~    |    1|  850.629   pc  | -10.9259    +10.9259  |paral   |2020yCat.1350....0G
4119|TYC 3309-1570-1                                                                                          |Star                                |02 50 41.5286390616 +52 19 27.423147144|140.7360138614052 -06.3762268204223|    5.164 1.795  |10.19    |~                    |    ~     ~    |    1| 1437.195   pc  | -38.6254    +38.6254  |paral   |2020yCat.1350....0G
4120|TYC 3309-1707-1                                                                                          |Star                                |02 57 18.1120861776 +52 04 40.198002888|141.7556993795313 -06.1334143988774|  13.525 -8.500  |10.48    |~                    |    ~     ~    |    1| 1011.736   pc  | -16.4801    +16.4801  |paral   |2020yCat.1350....0G
4121|TYC 3309-1731-1                                                                                          |Star                                |02 52 40.6217063376 +51 59 57.295365036|141.1565505231462 -06.5301357526966|  11.309 -1.373  |10.86    |~                    |    ~     ~    |    1|  857.559   pc  | -31.1078    +31.1078  |paral   |2020yCat.1350....0G
4122|TYC 3309-1787-1                                                                                          |Star                                |02 59 07.7023501320 +51 53 18.793995612|142.0948582055073 -06.1681916774140|  16.430 -1.654  |10.95    |~                    |    ~     ~    |    1| 1073.998   pc  | -20.9932    +20.9932  |paral   |2020yCat.1350....0G
4123|TYC 3700-59-1                                                                                            |Star                                |02 47 37.2697403640 +52 40 31.544539212|140.1583032559218 -06.2665324843933|  13.994 -8.708  |10.92    |~                    |    ~     ~    |    1|  576.402   pc  |  -4.2859     +4.2859  |paral   |2020yCat.1350....0G
4124|TYC 3700-431-1                                                                                           |Star                                |02 46 03.1776996720 +54 18 17.441316360|139.2404343270233 -04.8972596455321| -13.128 -2.841  |10.97    |~                    |    ~     ~    |    1| 1002.305   pc  | -16.4757    +16.4757  |paral   |2020yCat.1350....0G
4125|TYC 3700-699-1                                                                                           |Double or Multiple Star             |02 50 09.099336 +53 55 56.52732        |139.945866080 -04.971126463        |     13.4 -14.5  |10.816   |~                    |    ~     ~    |    0|                |                       |        |                   
4126|TYC 3700-860-1                                                                                           |Star                                |02 48 24.3294334416 +53 08 34.645138944|140.0604244633430 -05.7942071426271|  -5.068 -1.336  |10.88    |~                    |    ~     ~    |    1|  579.307   pc  |  -4.6984     +4.6984  |paral   |2020yCat.1350....0G
4127|TYC 3700-1318-1                                                                                          |Spectroscopic Binary                |02 48 09.8934616608 +53 53 06.787243176|139.7027360185274 -05.1419390214984| 33.024 -36.064  |10.98    |~                    |    ~     ~    |    1|  172.879   pc  |  -0.4423     +0.4423  |paral   |2020yCat.1350....0G
4128|HD 17743C                                                                                                |Star                                |02 52 51.8960985904 +52 59 51.545707313|140.7283550353084 -05.6266235031817|  1.592 -14.906  |7.24     |~                    |    ~     ~    |    1|  259.578   pc  |  -3.6048     +3.6048  |paral   |2020yCat.1350....0G
4129|TYC 3701-278-1                                                                                           |Star                                |02 59 58.7261705064 +52 56 30.389054604|141.7075353740587 -05.1794868570703|   3.778 -1.281  |10.64    |~                    |    ~     ~    |    1|  556.638   pc  |  -5.1125     +5.1125  |paral   |2020yCat.1350....0G
4130|TYC 3701-942-1                                                                                           |Star                                |02 58 08.7338733024 +53 07 29.636367744|141.3767804105725 -05.1482406892505|   -1.060 4.213  |10.93    |~                    |    ~     ~    |    1|  589.032   pc  |  -6.9739     +6.9739  |paral   |2020yCat.1350....0G
4131|TYC 3701-1178-1                                                                                          |Star                                |02 56 04.4727680184 +52 41 45.351207024|141.3000779978825 -05.6732858561755|   2.943 -4.421  |10.96    |~                    |    ~     ~    |    1| 1010.714   pc  | -28.9096    +28.9096  |paral   |2020yCat.1350....0G
4132|TYC 3701-1383-1                                                                                          |Star                                |02 57 17.6898714984 +52 44 07.487681712|141.4460611232541 -05.5524395033401|  -1.679 -0.797  |10.75    |~                    |    ~     ~    |    1| 1355.565   pc  | -32.5247    +32.5247  |paral   |2020yCat.1350....0G
4133|TYC 3704-175-1                                                                                           |Star                                |02 45 26.6299988616 +54 46 11.443297548|138.9609761134747 -04.5145587698240|   6.603 -7.912  |10.59    |~                    |    ~     ~    |    1|  865.726   pc  | -25.5573    +25.5573  |paral   |2020yCat.1350....0G
4134|TYC 3704-227-1                                                                                           |Star                                |02 47 32.7567791472 +55 06 53.650812276|139.0857402025798 -04.0733046562481|  9.861 -12.130  |10.88    |~                    |    ~     ~    |    1|  609.347   pc  |  -5.6438     +5.6438  |paral   |2020yCat.1350....0G
4135|TYC 3704-423-1                                                                                           |Star                                |02 50 37.9002133968 +55 38 00.029193648|139.2530743221110 -03.4152567946211|   1.335 -9.333  |10.68    |~                    |    ~     ~    |    1|  671.006   pc  |  -6.1684     +6.1684  |paral   |2020yCat.1350....0G
4136|TYC 3704-834-1                                                                                           |Star                                |02 46 32.4953421264 +54 23 27.325782672|139.2679050658960 -04.7889551863284|   1.682 -2.068  |10.99    |~                    |    ~     ~    |    1|  323.572   pc  |  -3.6226     +3.6226  |paral   |2020yCat.1350....0G
4137|TYC 3704-1145-1                                                                                          |Star                                |02 49 18.5757531720 +54 29 54.346970508|139.5846409148543 -04.5172689921976|   2.477 -2.473  |10.90    |~                    |    ~     ~    |    1|  735.186   pc  |  -8.9723     +8.9723  |paral   |2020yCat.1350....0G
4138|TYC 3705-2-1                                                                                             |Star                                |02 58 37.4969018304 +54 36 37.785658644|140.7395867627734 -03.8034483822164|  8.627 -10.725  |10.89    |~                    |    ~     ~    |    1|  891.266   pc  | -15.5693    +15.5693  |paral   |2020yCat.1350....0G
4139|TYC 3705-321-1                                                                                           |Star                                |02 59 40.8582279408 +54 59 34.811006172|140.6932883234229 -03.3943847411057| 30.496 -27.168  |10.67    |~                    |    ~     ~    |    1|  201.605   pc  |  -7.9419     +7.9419  |paral   |2020yCat.1350....0G
4140|TYC 3705-443-1                                                                                           |Star                                |02 58 16.0907633568 +55 35 58.037793000|140.2296434254986 -02.9540317330736|   8.164 -5.297  |10.89    |~                    |    ~     ~    |    1|  666.445   pc  |  -7.5061     +7.5061  |paral   |2020yCat.1350....0G
4141|TYC 3708-884-1                                                                                           |Spectroscopic Binary                |02 51 42.2614405296 +57 32 47.873237136|138.5340899011917 -01.6357698698903|   -0.269 0.816  |10.62    |~                    |    ~     ~    |    1|  703.779   pc  | -17.6824    +17.6824  |paral   |2020yCat.1350....0G
4142|TYC 3708-922-1                                                                                           |Star                                |02 49 42.6499065624 +57 02 48.545026692|138.5139535182592 -02.2031413978926| 33.224 -13.713  |10.84    |~                    |    ~     ~    |    1|  202.622   pc  |  -0.6815     +0.6815  |paral   |2020yCat.1350....0G
4143|TYC 3708-1096-1                                                                                          |Star                                |02 50 20.9865138384 +57 13 36.852949344|138.5124294962383 -02.0032876371712|  11.836 -4.123  |10.71    |~                    |    ~     ~    |    1|  852.152   pc  | -13.5066    +13.5066  |paral   |2020yCat.1350....0G
4144|TYC 3708-1364-1                                                                                          |Spectroscopic Binary                |02 49 49.8993430032 +56 54 36.331085808|138.5889171279401 -02.3187017266211|  10.413 -1.284  |10.92    |~                    |    ~     ~    |    1|  434.197   pc  |  -5.7689     +5.7689  |paral   |2020yCat.1350....0G
4145|TYC 3709-110-1                                                                                           |Star                                |02 58 59.4372534888 +57 47 52.923266664|139.2849143795013 -00.9660188062901| 31.089 -21.629  |10.86    |~                    |    ~     ~    |    1|  436.186   pc  |  -2.2641     +2.2641  |paral   |2020yCat.1350....0G
4146|TYC 3712-577-1                                                                                           |High Proper Motion Star             |02 46 53.2175838024 +59 36 55.722388464|137.0637077167431 -00.0506934018035|  30.795 40.751  |10.88    |~                    |    ~     ~    |    1|  187.140   pc  |  -0.4623     +0.4623  |paral   |2020yCat.1350....0G
4147|BD+58 524                                                                                                |Star                                |02 53 09.7900753296 +59 30 58.152675420|137.8210543593475 +00.2100185347142|  -4.548 20.913  |9.94     |G2IV                 |    ~     ~    |    1|  141.064   pc  |  -0.4159     +0.4159  |paral   |2020yCat.1350....0G
4148|TYC 3712-1658-1                                                                                          |Star                                |02 49 14.7782262600 +58 31 01.321186908|137.8132613096227 -00.9090088857941|   0.294 -1.152  |10.62    |~                    |    ~     ~    |    1| 2533.570   pc  | -98.2103    +98.2103  |paral   |2020yCat.1350....0G
4149|TYC 3712-1711-1                                                                                          |Star                                |02 50 08.6384066496 +59 15 33.064783992|137.5915183022548 -00.1913264695264|   4.180 -0.163  |10.95    |~                    |    ~     ~    |    1|  950.932   pc  | -16.3673    +16.3673  |paral   |2020yCat.1350....0G
4150|TYC 3712-1846-1                                                                                          |Star                                |02 48 47.6019970032 +59 09 54.713992680|137.4773769702566 -00.3515629142951| 22.014 -13.433  |10.25    |~                    |    ~     ~    |    1|  202.906   pc  |  -5.0311     +5.0311  |paral   |2020yCat.1350....0G
4151|TYC 3713-121-1                                                                                           |Star                                |02 59 37.9203056472 +59 40 28.317915372|138.4740290260030 +00.7282897882711|   0.698 -3.382  |10.78    |~                    |    ~     ~    |    1| 1064.169   pc  | -18.1193    +18.1193  |paral   |2020yCat.1350....0G
4152|TYC 3713-1413-1                                                                                          |Star                                |02 59 27.7196025960 +58 48 59.581907712|138.8598397477948 -00.0383675647205| 17.107 -12.009  |10.08    |F2                   |    ~     ~    |    1|  315.239   pc  |  -1.4807     +1.4807  |paral   |2020yCat.1350....0G
4153|TYC 4047-1996-1                                                                                          |Star                                |02 46 20.7867684120 +60 27 37.559951784|136.6405026356296 +00.6837504320449|   20.275 0.876  |10.86    |~                    |    ~     ~    |    1|  721.449   pc  |  -7.1307     +7.1307  |paral   |2020yCat.1350....0G
4154|TYC 4047-2457-1                                                                                          |Star                                |02 50 00.1511737200 +61 48 45.996767460|136.4508477623158 +02.0935229825384| 18.860 -12.737  |10.80    |~                    |    ~     ~    |    1|  571.494   pc  |  -4.5072     +4.5072  |paral   |2020yCat.1350....0G
4155|TYC 4047-2543-1                                                                                          |Star                                |02 50 41.9643737904 +61 22 45.500096784|136.7167663973300 +01.7411994680376|   8.966 -2.802  |10.93    |~                    |    ~     ~    |    1| 1266.464   pc  | -23.5778    +23.5778  |paral   |2020yCat.1350....0G
4156|BD+60 574                                                                                                |Star                                |02 49 49.8269534184 +61 09 01.107177984|136.7240828334055 +01.4896159971113|    3.082 2.922  |10.55    |M1                   |    ~     ~    |    1|  801.796   pc  |  -9.3217     +9.3217  |paral   |2020yCat.1350....0G
4157|TYC 4048-26-1                                                                                            |Star                                |02 59 46.7929707912 +60 30 23.366164536|138.0970237918377 +01.4701893544577|   0.225 -0.825  |10.95    |~                    |    ~     ~    |    1| 3027.551   pc  |-173.2386   +173.2386  |paral   |2020yCat.1350....0G
