C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:16:52

dec< 0&rah >=13.75&rah< 14.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5890

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|----------------|---------------------|-----|----------------|-----------------------|--------|-------------------
4028|HD 120944                                                                                                |Star                                |13 53 40.9225209792 -50 16 56.676120132|313.0020169407216 +11.3683519179816|   2.314 -7.815    |8.87     |K3/4III         |    ~     ~          |    1|  378.530   pc  |  -3.0806     +3.0806  |paral   |2020yCat.1350....0G
4029|CD-49 8279                                                                                               |Star                                |13 53 59.0231380776 -49 56 55.360778676|313.1330590173677 +11.6801324102986|  -18.677 1.978    |10.40    |~               |    ~     ~          |    1|  687.994   pc  |  -7.4787     +7.4787  |paral   |2020yCat.1350....0G
4030|CD-49 8328                                                                                               |Star                                |13 57 46.4884190424 -50 07 39.482114340|313.6882216092998 +11.3535699319439|  1.763 -12.040    |10.00    |G0              |    ~     ~          |    1|  495.246   pc  |  -4.4639     +4.4639  |paral   |2020yCat.1350....0G
4031|CD-49 8235                                                                                               |Star                                |13 51 14.8402405728 -50 31 40.605171960|312.5580632123073 +11.2225720840789|    8.626 0.675    |9.60     |~               |    ~     ~          |    1|  278.559   pc  |  -1.2182     +1.2182  |paral   |2020yCat.1350....0G
4032|HD 120992                                                                                                |Star                                |13 53 59.8087236720 -50 33 40.286410236|312.9822347639252 +11.0857640948850|  -2.225 -2.270    |8.16     |G8IIICNII       |    ~     ~          |    1|  827.198   pc  | -16.2853    +16.2853  |paral   |2020yCat.1350....0G
4033|HD 121058                                                                                                |Star                                |13 54 23.6996964792 -50 18 03.304496772|313.1100010328717 +11.3225234118563|       7.7 -0.1    |9.46     |A1V             |    ~     ~          |    0|                |                       |        |                   
4034|HD 121069                                                                                                |Star                                |13 54 33.6056788128 -50 33 18.774878508|313.0720998115495 +11.0695883232268|   4.826 -4.785    |9.09     |G8III           |    ~     ~          |    1|  413.839   pc  |  -3.0827     +3.0827  |paral   |2020yCat.1350....0G
4035|CD-49 8291                                                                                               |Star                                |13 54 46.1628149064 -50 22 16.062102840|313.1513576560491 +11.2397370713371| -16.092 -5.474    |10.61    |A3              |    ~     ~          |    1|  367.013   pc  |  -6.3982     +6.3982  |paral   |2020yCat.1350....0G
4036|CD-50 8019                                                                                               |Star                                |13 46 51.9123336000 -50 54 21.627612396|311.7824640129677 +11.0107793797651|  -6.279 -2.773    |10.75    |A2              |    ~     ~          |    1|  744.435   pc  | -10.3632    +10.3632  |paral   |2020yCat.1350....0G
4037|CD-50 8022                                                                                               |High Proper Motion Star             |13 46 55.4707453536 -50 50 25.402651728|311.8062955884544 +11.0727967650221|-137.826 -32.633   |10.70    |G               |    ~     ~          |    1|  239.544   pc  |  -0.8607     +0.8607  |paral   |2020yCat.1350....0G
4038|CD-50 8035                                                                                               |Star                                |13 48 14.0277469536 -50 41 03.827911344|312.0471073515176 +11.1794242734143|  -9.765 -2.062    |10.69    |A3              |    ~     ~          |    1| 1098.177   pc  | -25.6876    +25.6876  |paral   |2020yCat.1350....0G
4039|CD-50 8036                                                                                               |Star                                |13 48 23.6686147800 -50 59 26.528314956|312.0027999858294 +10.8751622218909| -16.167 -7.047    |10.46    |F0              |    ~     ~          |    1|  702.839   pc  | -16.9930    +16.9930  |paral   |2020yCat.1350....0G
4040|HD 120127                                                                                                |Star                                |13 48 39.1104321216 -50 43 46.128487116|312.1026016808414 +11.1206995258027| -24.738 -9.025    |9.70     |A9IV            |    ~     ~          |    1|  346.813   pc  |  -3.3077     +3.3077  |paral   |2020yCat.1350....0G
4041|CD-50 8046                                                                                               |Double or Multiple Star             |13 48 57.162 -50 39 17.31              |312.167025 +11.182756              |            ~ ~    |10.53    |G0              |    ~     ~          |    0|                |                       |        |                   
4042|HD 120192                                                                                                |Star                                |13 49 04.8980288424 -50 42 11.838958632|312.1761639175134 +11.1309186424535|  -22.399 8.310    |9.08     |K1III/IVCNII    |    ~     ~          |    1|  412.882   pc  |  -3.7674     +3.7674  |paral   |2020yCat.1350....0G
4043|CD-50 8056                                                                                               |Star                                |13 49 49.0065704592 -51 05 57.484884984|312.1995770988157 +10.7189338199121|  -1.767 -3.900    |10.09    |F0              |    ~     ~          |    1|  560.224   pc  |  -9.1017     +9.1017  |paral   |2020yCat.1350....0G
4044|HD 120327                                                                                                |Double or Multiple Star             |13 49 55.1624 -51 01 22.253            |312.2333308 +10.7896822            |     -15.1 -6.5    |8.59     |A1V             |    ~     ~          |    0|                |                       |        |                   
4045|HD 120328                                                                                                |Star                                |13 49 58.3967349984 -51 37 18.158678688|312.1024552275924 +10.2047482245769| 15.742 -32.564    |8.44     |K0III           |    ~     ~          |    1|  256.161   pc  |  -1.5027     +1.5027  |paral   |2020yCat.1350....0G
4046|CD-50 8060                                                                                               |Star                                |13 50 07.3666495704 -51 30 23.698364544|312.1522073404338 +10.3115070540872|   -3.076 0.084    |10.34    |G5              |    ~     ~          |    1|  995.818   pc  | -17.0564    +17.0564  |paral   |2020yCat.1350....0G
4047|HD 120414                                                                                                |Star                                |13 50 21.7127440800 -50 46 15.336966540|312.3613996458597 +11.0188501372742|   -8.059 0.604    |8.49     |G8III           |    ~     ~          |    1|  425.876   pc  |  -5.4774     +5.4774  |paral   |2020yCat.1350....0G
4048|NGC 5307                           NGC 5307                                                              |Planetary Nebula                    |13 51 03.2580878376 -51 12 20.835744984|312.3667343258575 +10.5705759532810|  -9.948 -5.250    |10       |O3.5V           |0.327 0.255          |    1|    3.272   kpc |  -0.654      +0.654   |        |2010ApJ...714.1096S
4049|CD-50 8077                                                                                               |Star                                |13 51 17.0805181104 -51 03 56.653404120|312.4357408462736 +10.6983274735673|  -13.154 0.316    |10.36    |~               |    ~     ~          |    1|  587.544   pc  | -13.0143    +13.0143  |paral   |2020yCat.1350....0G
4050|HD 120575                                                                                                |Star                                |13 51 34.0883631024 -51 33 11.010596184|312.3634811306306 +10.2141837954352|-45.643 -10.974    |9.43     |F0V             |    ~     ~          |    1|  198.350   pc  |  -0.8616     +0.8616  |paral   |2020yCat.1350....0G
4051|CD-50 8079                                                                                               |Star                                |13 51 44.4623491056 -51 09 34.866288792|312.4841527555365 +10.5901949394797|   0.760 -6.593    |9.70     |G5              |    ~     ~          |    1|  483.092   pc  |  -3.9674     +3.9674  |paral   |2020yCat.1350....0G
4052|HD 120837                                                                                                |High Proper Motion Star             |13 53 09.6663535728 -51 09 54.253594224|312.7028030658306 +10.5319374131942|-62.522 -22.680    |7.65     |K0III           |    ~     ~          |    1|  217.984   pc  |  -0.9884     +0.9884  |paral   |2020yCat.1350....0G
4053|CD-50 8097                                                                                               |Star                                |13 53 39.4837428840 -50 49 25.207678632|312.8640692965897 +10.8442791487770|   1.588 -4.774    |9.92     |K0              |    ~     ~          |    1|  550.297   pc  |  -4.4818     +4.4818  |paral   |2020yCat.1350....0G
4054|CD-50 8102                                                                                               |Star                                |13 54 06.1950373752 -51 28 25.837489236|312.7718554338724 +10.1966822628958|-28.502 -17.880    |10.08    |G0              |    ~     ~          |    1|  339.443   pc  |  -1.9588     +1.9588  |paral   |2020yCat.1350....0G
4055|HD 121006                                                                                                |Star                                |13 54 11.1782722056 -51 14 28.654179288|312.8424087867364 +10.4190100741085| -13.310 -7.609    |8.93     |B9              |    ~     ~          |    1|  474.608   pc  |  -6.6675     +6.6675  |paral   |2020yCat.1350....0G
4056|HD 121007                                                                                                |Star                                |13 54 12.5700821184 -51 24 00.064368792|312.8065066213662 +10.2642219879464| -23.947 -4.082    |8.18     |B9.5V           |    ~     ~          |    1|  254.537   pc  |  -1.8983     +1.8983  |paral   |2020yCat.1350....0G
4057|HD 121059                                                                                                |Double or Multiple Star             |13 54 29.60882 -51 31 25.1304          |312.81928616 +10.13352183          |   -9.55 -12.34    |8.53     |G5III           |    ~     ~          |    0|                |                       |        |                   
4058|HD 121092                                                                                                |Star                                |13 54 38.8790920800 -50 41 30.138630072|313.0515541888703 +10.9338788283691|-22.759 -20.188    |8.06     |F3/5(IV)        |    ~     ~          |    1|  203.998   pc  |  -1.1777     +1.1777  |paral   |2020yCat.1350....0G
4059|HD 121093                                                                                                |Star                                |13 54 40.6734275040 -50 41 25.937600316|313.0565221664308 +10.9338402512094|-22.780 -20.585    |8.25     |F3III           |    ~     ~          |    1|  204.336   pc  |  -1.0355     +1.0355  |paral   |2020yCat.1350....0G
4060|CD-50 8114                                                                                               |Star                                |13 55 00.6305314056 -51 30 58.851368028|312.9002937047564 +10.1207627502125|  10.150 -8.961    |9.71     |K0              |    ~     ~          |    1|  552.608   pc  |  -5.0998     +5.0998  |paral   |2020yCat.1350....0G
4061|HD 121176                                                                                                |Star                                |13 55 01.2855198168 -50 45 02.215130688|313.0950229153481 +10.8621717088741|-24.122 -13.527    |9.15     |F8V             |    ~     ~          |    1|  123.634   pc  |  -1.2947     +1.2947  |paral   |2020yCat.1350....0G
4062|HD 121189                                                                                                |Star                                |13 55 09.9960387648 -50 44 42.946559916|313.1190270070350 +10.8616500098553|-26.748 -20.492    |8.68     |F3V             |    ~     ~          |    1|  128.765   pc  |  -0.3382     +0.3382  |paral   |2020yCat.1350....0G
4063|CD-51 7767                                                                                               |Star                                |13 50 38.8111506240 -51 51 31.330846836|312.1502529840262 +09.9501433884867| -26.590 -5.694    |10.35    |G0              |    ~     ~          |    1|  176.501   pc  |  -0.7040     +0.7040  |paral   |2020yCat.1350....0G
4064|CD-51 7777                                                                                               |Star                                |13 51 09.3125537256 -51 57 19.637416980|312.2049120360737 +09.8378534177533|  -15.950 1.446    |9.91     |F2              |    ~     ~          |    1|  389.560   pc  |  -2.6254     +2.6254  |paral   |2020yCat.1350....0G
4065|CD-51 7782                                                                                               |Star                                |13 51 26.6179577184 -51 48 58.066573176|312.2818401334227 +09.9629506288521|  -1.716 -0.414    |9.93     |G5              |    ~     ~          |    1| 1042.101   pc  | -19.2217    +19.2217  |paral   |2020yCat.1350....0G
4066|CD-51 7786                                                                                               |Star                                |13 51 39.7593725472 -51 58 57.221076324|312.2756077022560 +09.7932350071968| -14.872 -2.438    |8.85     |K5              |    ~     ~          |    1| 1007.049   pc  | -22.4127    +22.4127  |paral   |2020yCat.1350....0G
4067|CD-51 7791                                                                                               |Star                                |13 52 18.7323377040 -52 06 49.771895184|312.3426713769192 +09.6421242656479| -16.042 -4.434    |10.76    |F5              |    ~     ~          |    1|  510.751   pc  |  -4.9043     +4.9043  |paral   |2020yCat.1350....0G
4068|HD 120695                                                                                                |Star                                |13 52 20.1889833024 -51 52 58.595701800|312.4018992242558 +09.8655371996781|  26.610 -9.092    |9.16     |F0III           |    ~     ~          |    1|  182.216   pc  |  -2.8654     +2.8654  |paral   |2020yCat.1350....0G
4069|HD 120713                                                                                                |Star                                |13 52 25.1061479256 -51 49 21.637478568|312.4289012938710 +09.9210761757194| -10.117 -1.152    |8.63     |K4/5III         |    ~     ~          |    1|  796.749   pc  | -17.5207    +17.5207  |paral   |2020yCat.1350....0G
4070|HD 120737                                                                                                |Star                                |13 52 28.5461762016 -52 07 21.881641152|312.3652650977782 +09.6275019581917| -21.266 -9.944    |8.86     |K0III+F/G       |    ~     ~          |    1|  501.002   pc  |  -8.3333     +8.3333  |paral   |2020yCat.1350....0G
4071|CD-51 7806                                                                                               |Star                                |13 53 01.1784319128 -52 13 26.153471532|312.4229042326162 +09.5093435881256|-27.669 -20.920    |9.82     |F2              |    ~     ~          |    1|  125.244   pc  |  -0.2918     +0.2918  |paral   |2020yCat.1350....0G
4072|HD 121008                                                                                                |Star                                |13 54 12.5606361960 -51 56 24.712707192|312.6724020353718 +09.7404346620673|  -3.679 -2.443    |9.50     |A7V             |    ~     ~          |    1|  656.642   pc  |  -9.0116     +9.0116  |paral   |2020yCat.1350....0G
4073|HD 121060                                                                                                |Star                                |13 54 31.4933229048 -51 57 33.431951592|312.7154896235693 +09.7100227673640|  -9.402 -5.051    |9.49     |K2(III)         |    ~     ~          |    1|  871.840   pc  | -14.1379    +14.1379  |paral   |2020yCat.1350....0G
4074|HD 121094                                                                                                |Star                                |13 54 43.6365466776 -51 37 22.606698216|312.8302357149538 +10.0283377156495| -21.283 -7.054    |8.08     |A3V             |    ~     ~          |    1|  235.316   pc  |  -1.7387     +1.7387  |paral   |2020yCat.1350....0G
4075|HD 121190                                                                                                |Pulsating Variable                  |13 55 12.1422664176 -52 09 38.957327676|312.7674323495544 +09.4890311359983|-29.124 -21.546    |5.71     |B9V             |    ~     ~          |    1|  120.158   pc  |  -1.1117     +1.1117  |paral   |2020yCat.1350....0G
4076|HD 121240                                                                                                |Spectroscopic Binary                |13 55 30.2200541424 -51 58 37.238316060|312.8592303436394 +09.6555739789020|  -9.025 -3.917    |7.98     |K1IIICNII       |    ~     ~          |    1|  425.749   pc  |  -8.3199     +8.3199  |paral   |2020yCat.1350....0G
4077|CD-51 7837                                                                                               |Star                                |13 55 29.8829013720 -51 51 08.843616000|312.8898596723564 +09.7764169977414| 10.172 -10.618    |10.50    |G0              |    ~     ~          |    1|  189.530   pc  |  -0.6322     +0.6322  |paral   |2020yCat.1350....0G
4078|HD 121553                                                                                                |Star                                |13 57 21.1490950416 -50 15 32.710104324|313.5870136175379 +11.2440319616784| -13.985 -7.420    |9.26     |B9.5V           |    ~     ~          |    1|  395.319   pc  |  -4.3445     +4.3445  |paral   |2020yCat.1350....0G
4079|HD 121692                                                                                                |Star                                |13 58 14.1784113840 -50 32 08.241428616|313.6526821597857 +10.9404561937454|  -6.342 -4.080    |10.21    |A1V             |    ~     ~          |    1|  605.950   pc  |  -8.8489     +8.8489  |paral   |2020yCat.1350....0G
4080|HD 121747                                                                                                |Star                                |13 58 34.9926090696 -50 19 33.941489916|313.7627765941640 +11.1282782814468| -12.708 -8.040    |10.25    |A1V             |    ~     ~          |    1|  504.898   pc  |  -6.6535     +6.6535  |paral   |2020yCat.1350....0G
4081|HD 121820                                                                                                |Star                                |13 59 02.8504414848 -50 15 20.170378404|313.8545907895036 +11.1767980843247|-11.865 -14.626    |9.69     |F5V             |    ~     ~          |    1|  285.592   pc  |  -1.3539     +1.3539  |paral   |2020yCat.1350....0G
4082|HD 121853                                                                                                |Horizontal Branch Star              |13 59 17.4840079152 -50 22 10.732150956|313.8621601276934 +11.0565184139449| 29.861 -17.268    |5.927    |G8/K0III        |    ~     ~          |    1|  120.194   pc  |  -0.5461     +0.5461  |paral   |2020yCat.1350....0G
4083|HD 121293                                                                                                |High Proper Motion Star             |13 55 52.3456285872 -50 39 39.437090640|313.2506892106721 +10.9153255468119|-48.223 -14.953    |6.92     |G8III           |    ~     ~          |    1|  148.907   pc  |  -3.3060     +3.3060  |paral   |2020yCat.1350....0G
4084|HD 121308                                                                                                |Star                                |13 56 03.2530256760 -51 35 38.898688380|313.0401388537687 +10.0049541208762|  -8.750 -7.140    |9.35     |A4V             |    ~     ~          |    1|  518.027   pc  |  -5.9843     +5.9843  |paral   |2020yCat.1350....0G
4085|HD 121471                                                                                                |Star                                |13 56 49.4734057104 -51 34 43.877748036|313.1616181487028 +09.9894803126620| -16.535 -0.176    |9.69     |K1(III)         |    ~     ~          |    1|  489.990   pc  | -13.9700    +13.9700  |ST-L    |2020AJ....160...83S
4086|HD 121581                                                                                                |Star                                |13 57 36.7136157072 -51 10 22.686605688|313.3878414405523 +10.3503931461624| -14.243 -3.814    |9.62     |kA1.5hA3mA5IV   |    ~     ~          |    1|  471.832   pc  |  -5.1204     +5.1204  |paral   |2020yCat.1350....0G
4087|HD 121619                                                                                                |Star                                |13 57 48.7713375672 -50 42 19.092265920|313.5417802485308 +10.7940299089346| 16.215 -12.053    |9.524    |K0/1III         |    ~     ~          |    1|  293.794   pc  |  -7.9120     +7.9120  |ST-L    |2020AJ....160...83S
4088|HD 121676                                                                                                |Star                                |13 58 04.6886457888 -50 48 08.966454264|313.5573874951547 +10.6892883902264| -34.010 18.918    |9.73     |F6V             |    ~     ~          |    1|  189.122   pc  |  -0.6438     +0.6438  |paral   |2020yCat.1350....0G
4089|HD 121703                                                                                                |Star                                |13 58 18.3464681448 -51 09 27.684277956|313.4986678435727 +10.3369858610976| -10.361 -2.419    |10.05    |A2/3IV          |    ~     ~          |    1|  892.140   pc  | -30.4039    +30.4039  |paral   |2020yCat.1350....0G
4090|HD 121770                                                                                                |Star                                |13 58 54.4454658240 -51 34 44.890763268|313.4789305109998 +09.9056424318736|  -9.736 -5.626    |10.55    |A1/2IV/V        |    ~     ~          |    1|  586.786   pc  |  -8.5046     +8.5046  |paral   |2020yCat.1350....0G
4091|HD 121821                                                                                                |Star                                |13 59 10.4724925032 -50 57 21.902029092|313.6863166647202 +10.4957952254452| -11.238 -3.402    |8.97     |B9V             |    ~     ~          |    1|  564.270   pc  | -16.3977    +16.3977  |paral   |2020yCat.1350....0G
4092|CD-50 8160                                                                                               |Star                                |13 59 16.2842881656 -51 04 02.493663744|313.6714142368396 +10.3844419068823| 31.539 -32.957    |10.67    |K0              |    ~     ~          |    1|  109.698   pc  |  -0.4320     +0.4320  |paral   |2020yCat.1350....0G
4093|CD-50 8161                                                                                               |Star                                |13 59 18.6511449744 -51 06 35.235622764|313.6661025946662 +10.3418833234180| -15.505 -4.384    |10.69    |A3              |    ~     ~          |    1|  488.830   pc  | -13.6682    +13.6682  |paral   |2020yCat.1350....0G
4094|HD 121871                                                                                                |Star                                |13 59 29.2048436808 -51 11 31.482158712|313.6710333667286 +10.2552284286629| -15.397 -5.132    |9.85     |F5V             |    ~     ~          |    1|  345.519   pc  |  -2.5309     +2.5309  |paral   |2020yCat.1350....0G
4095|CD-50 8166                                                                                               |Star                                |13 59 42.2556157440 -50 45 20.098081188|313.8223221463086 +10.6670137454907|   -1.346 0.790    |10.79    |F5              |    ~     ~          |    1|  766.812   pc  |  -9.9372     +9.9372  |paral   |2020yCat.1350....0G
4096|CD-50 8171                                                                                               |Star                                |13 59 57.1599792936 -50 58 34.640638284|313.8009985811401 +10.4438366321582|  -4.504 -4.319    |10.53    |A2              |    ~     ~          |    1|  594.778   pc  |  -7.3936     +7.3936  |paral   |2020yCat.1350....0G
4097|V* V892 Cen                                                                                              |Eclipsing Binary                    |13 55 47.9587899144 -51 42 59.529917772|312.9701039254138 +09.8963919434841| -11.006 -5.216    |9.52     |ApSiCr(pec)     |    ~     ~          |    1|  753.466   pc  | -11.3542    +11.3542  |paral   |2020yCat.1350....0G
4098|HD 121294                                                                                                |Star                                |13 55 54.3739009848 -51 53 22.295993136|312.9423612217141 +09.7247771845939|  -13.120 0.915    |9.83     |K2/3(III)       |    ~     ~          |    1|  802.439   pc  |  -9.7230     +9.7230  |paral   |2020yCat.1350....0G
4099|HD 121402                                                                                                |Star                                |13 56 26.5703936832 -52 02 08.148247332|312.9862290939333 +09.5626076767570| -15.997 -5.599    |6.74     |A5III           |    ~     ~          |    1|  460.681   pc  |  -5.4542     +5.4542  |paral   |2020yCat.1350....0G
4100|HD 121403                                                                                                |Star                                |13 56 27.4330907808 -52 08 32.821447020|312.9610327120992 +09.4586602909994|  -3.322 -8.428    |10.03    |K0              |    ~     ~          |    1|  641.704   pc  | -24.6600    +24.6600  |ST-L    |2020AJ....160...83S
4101|CD-51 7852                                                                                               |Star                                |13 56 58.1428865328 -52 11 18.709985904|313.0261543735937 +09.3941893614818|-26.331 -10.365    |10.88    |F8              |    ~     ~          |    1|  430.330   pc  |  -3.1111     +3.1111  |paral   |2020yCat.1350....0G
4102|HD 121598                                                                                                |Star                                |13 57 47.4398181432 -51 52 35.251446468|313.2310528946927 +09.6634931505024|  -7.700 -3.704    |10.41    |A1V             |    ~     ~          |    1|  666.267   pc  | -17.1350    +17.1350  |paral   |2020yCat.1350....0G
4103|CD-51 7863                                                                                               |High Proper Motion Star             |13 57 53.6858468784 -51 40 18.948142164|313.3003853988279 +09.8569420070113|-118.881 -12.716   |10.49    |G               |    ~     ~          |    1|  202.208   pc  |  -0.6542     +0.6542  |paral   |2020yCat.1350....0G
4104|HD 121805                                                                                                |Star                                |13 59 03.3058190376 -51 45 49.168070208|313.4522241028759 +09.7215775887718| -5.530 -16.428    |9.19     |K3/4III         |    ~     ~          |    1|  496.746   pc  |  -6.1936     +6.1936  |paral   |2020yCat.1350....0G
4105|HD 121806                                                                                                |Star                                |13 59 07.2641362584 -52 06 41.410917828|313.3695630187817 +09.3832655464531|   8.456 -0.360    |8.88     |F0IV            |    ~     ~          |    1|  375.009   pc  |  -2.5314     +2.5314  |paral   |2020yCat.1350....0G
4106|CD-51 7878                                                                                               |Star                                |13 59 13.8197956512 -51 52 38.876305008|313.4483832489734 +09.6046538497575|-26.204 -21.695    |9.79     |G0              |    ~     ~          |    1|  119.654   pc  |  -1.3240     +1.3240  |ST-L    |2020AJ....160...83S
4107|HD 121835                                                                                                |Star                                |13 59 18.0627171144 -51 53 34.245334068|313.4549534864449 +09.5869434504128|-28.704 -22.622    |8.42     |F5V             |    ~     ~          |    1|  119.659   pc  |  -0.4138     +0.4138  |paral   |2020yCat.1350....0G
4108|CD-51 7884                                                                                               |Star                                |13 59 36.1642044552 -52 04 50.281649616|313.4501383369236 +09.3935547286635| -4.997 -19.536    |10.29    |A5              |    ~     ~          |    1|  304.072   pc  |  -2.0064     +2.0064  |paral   |2020yCat.1350....0G
4109|HD 120886                                                                                                |Star                                |13 53 31.7513460768 -52 30 04.802511708|312.4318354131365 +09.2213752190566|-32.652 -10.306    |8.27     |A0V             |    ~     ~          |    1|  193.607   pc  |  -1.2145     +1.2145  |paral   |2020yCat.1350....0G
4110|HD 120907                                                                                                |Star                                |13 53 37.4677409400 -52 26 45.080712168|312.4596739216534 +09.2717077032765|   5.299 -5.651    |8.82     |A1V             |    ~     ~          |    1|  470.478   pc  | -15.0075    +15.0075  |paral   |2020yCat.1350....0G
4111|HD 121038                                                                                                |Star                                |13 54 28.3980754200 -52 16 42.960806364|312.6283033879871 +09.4023997041850| -16.844 -2.856    |10.31    |F2IV/V          |    ~     ~          |    1|  387.702   pc  |  -9.2743     +9.2743  |paral   |2020yCat.1350....0G
4112|HD 121431                                                                                                |Star                                |13 56 37.7130134040 -52 29 12.859548144|312.8984860281514 +09.1187709752492|   11.524 2.120    |10.15    |F0V             |    ~     ~          |    1|  251.376   pc  |  -1.1311     +1.1311  |paral   |2020yCat.1350....0G
4113|HD 121503                                                                                                |Star                                |13 57 03.5858033544 -52 26 37.710865392|312.9739067960147 +09.1437895148172|-19.480 -14.793    |9.76     |A7IV/V          |    ~     ~          |    1|  401.429   pc  | -22.6731    +22.6731  |paral   |2020yCat.1350....0G
4114|CD-51 7854                                                                                               |Star                                |13 57 07.1054395872 -52 25 54.544244052|312.9857570347301 +09.1531075855810| -10.814 -6.486    |9.98     |G5              |    ~     ~          |    1|  615.368   pc  | -24.7700    +24.7700  |ST-L    |2020AJ....160...83S
4115|NAME CD-50 8098AB                  NAME CD-50 8098AB                                                     |Double or Multiple Star             |13 53 44.2335 -51 26 39.652            |312.7229635 +10.2391739            | -11.646 -6.364    |10.27    |~               |    ~     ~          |    0|                |                       |        |                   
4116|V* V775 Cen                                                                                              |Eclipsing Binary                    |13 58 28.3453891368 -51 44 53.426444172|313.3680251048850 +09.7600998174073| 21.133 -18.020    |9.84     |F0IV            |    ~     ~          |    1|  222.064   pc  |  -0.8827     +0.8827  |paral   |2020yCat.1350....0G
4117|CD-50 8044                                                                                               |Star                                |13 48 48.0268527744 -51 22 08.100806268|311.9798661946231 +10.4922963676642| -13.712 -8.014    |10.49    |~               |    ~     ~          |    1|  701.508   pc  |  -8.7596     +8.7596  |paral   |2020yCat.1350....0G
4118|CD-50 8061                                                                                               |Star                                |13 50 08.7217822128 -50 39 57.629597364|312.3520254891167 +11.1288400813312| -10.637 -2.074    |9.86     |~               |    ~     ~          |    1|  996.115   pc  | -17.0666    +17.0666  |paral   |2020yCat.1350....0G
4119|CD-51 7778                                                                                               |Star                                |13 51 09.3116485560 -51 48 10.319437152|312.2409643420048 +09.9862513392568| -10.131 -6.177    |10.43    |~               |    ~     ~          |    1|  950.751   pc  | -16.3611    +16.3611  |paral   |2020yCat.1350....0G
4120|CD-49 8258                                                                                               |Star                                |13 52 48.3197274552 -50 24 44.033434164|312.8315933222929 +11.2762053567237| -7.566 -13.495    |10.89    |~               |    ~     ~          |    1| 1587.806   pc  | -63.5324    +63.5324  |paral   |2020yCat.1350....0G
4121|CD-51 7804                                                                                               |Star                                |13 52 59.6228332272 -52 06 22.577032224|312.4475735854122 +09.6245301526372|  -3.007 -9.197    |10.712   |~               |    ~     ~          |    1| 1522.110   pc  |-217.0000   +217.0000  |ST-L    |2020AJ....160...83S
4122|CD-50 8108                                                                                               |Star                                |13 54 34.9462143600 -50 46 33.565430856|313.0201448388407 +10.8547570002746|  -13.532 0.784    |10.51    |~               |    ~     ~          |    1|  914.328   pc  | -13.8775    +13.8775  |paral   |2020yCat.1350....0G
4123|CD-51 7834                                                                                               |Star                                |13 55 28.6676660928 -51 46 52.875970824|312.9047608948512 +09.8460568630667|  -4.631 -5.485    |10.62    |~               |    ~     ~          |    1| 1631.588   pc  | -84.3879    +84.3879  |paral   |2020yCat.1350....0G
4124|CD-49 8310                                                                                               |Star                                |13 56 34.8679744344 -50 14 11.708895012|313.4713356548830 +11.2973451274665| -30.244 -3.425    |10.54    |~               |    ~     ~          |    1|  677.920   pc  |  -7.4451     +7.4451  |paral   |2020yCat.1350....0G
4125|CD-49 8318                                                                                               |Star                                |13 57 00.1610024592 -50 17 59.829497520|313.5212513738538 +11.2188815817465|  -5.344 -3.140    |9.91     |~               |    ~     ~          |    1| 1510.574   pc  | -65.0323    +65.0323  |paral   |2020yCat.1350....0G
4126|CD-49 8326                                                                                               |Star                                |13 57 37.0482696960 -50 11 01.957103340|313.6485513382805 +11.3057641120909|  -6.028 -4.163    |10.12    |~               |    ~     ~          |    1| 1290.489   pc  | -36.8045    +36.8045  |paral   |2020yCat.1350....0G
4127|CD-50 8011                                                                                               |High Proper Motion Star             |13 45 49.8140313024 -50 50 14.468722080|311.6350427434423 +11.1129635354736|  -53.906 6.147    |10.29    |G0              |    ~     ~          |    1|  213.611   pc  |  -0.7894     +0.7894  |paral   |2020yCat.1350....0G
4128|HD 119742                                                                                                |Variable Star                       |13 46 09.0122998512 -50 52 47.603451972|311.6760380030017 +11.0606123821773| -16.189 -6.414    |8.68     |M3III           |    ~     ~          |    1|  687.994   pc  | -11.4074    +11.4074  |paral   |2020yCat.1350....0G
4129|* M Cen                                                                                                  |Spectroscopic Binary                |13 46 39.3777663 -51 25 57.953282      |311.6338052180 +10.5036146736      |   10.00 -27.62    |4.632    |G8/K0III        |    ~     ~          |    1|   78.0872  pc  |  -3.5049     +3.5049  |paral   |2018yCat.1345....0G
4130|CD-51 7740                                                                                               |Star                                |13 47 58.4022480360 -51 39 03.750667380|311.7885013220696 +10.2458801327379|  -12.423 1.542    |10.54    |A0              |    ~     ~          |    1|  818.599   pc  | -14.4742    +14.4742  |paral   |2020yCat.1350....0G
4131|CD-51 7743                                                                                               |Star                                |13 48 28.6706390160 -51 52 06.131570268|311.8168743864131 +10.0166531065046| -9.265 -15.413    |9.73     |G5              |    ~     ~          |    1|  581.903   pc  | -11.6482    +11.6482  |paral   |2020yCat.1350....0G
