C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
143 |TYC 3262-1484-1                                                       |Star                           |00 51 08.9335365432 +46 30 48.929920092|122.8801029942359 -16.3581268589479|  12.780 -5.712   |10.32    |~                   |    ~     ~    
144 |TYC 3262-1486-1                                                       |Star                           |00 48 47.5628688648 +46 32 08.408396688|122.4578885282993 -16.3336438929434| 13.512 -15.470   |10.10    |~                   |    ~     ~    
145 |TYC 3262-1496-1                                                       |Star                           |00 50 07.6971848784 +46 40 21.651467304|122.6979838119516 -16.1984717457481| -13.346 -5.632   |10.63    |~                   |    ~     ~    
146 |TYC 3262-1514-1                                                       |Star                           |00 50 07.1552690112 +46 47 25.988937936|122.6970245683806 -16.0805936674826|  -6.092 -7.027   |10.98    |~                   |    ~     ~    
147 |TYC 3262-1520-1                                                       |Star                           |00 49 51.9775476144 +46 41 42.952996680|122.6513333565921 -16.1756266246840|   0.811 -3.913   |10.83    |~                   |    ~     ~    
148 |TYC 3262-1567-1                                                       |Star                           |00 50 53.2849585968 +46 02 38.387784552|122.8322472156122 -16.8276445639667|      -20.7 2.2   |9.95     |~                   |    ~     ~    
149 |TYC 3262-1666-1                                                       |Star                           |00 52 02.3201170128 +46 26 05.391880800|123.0398428323791 -16.4367906250405|    0.155 0.303   |10.88    |~                   |    ~     ~    
150 |TYC 3262-1669-1                                                       |Star                           |00 50 55.3008105912 +46 13 25.520329920|122.8387310250982 -16.6478985250597|  -8.730 -2.895   |10.89    |~                   |    ~     ~    
151 |TYC 3262-1686-1                                                       |Star                           |00 51 58.5033689496 +46 35 09.457027584|123.0280733575639 -16.2856870218261|   7.360 -2.378   |10.16    |~                   |    ~     ~    
152 |TYC 3262-1716-1                                                       |Star                           |00 51 43.2374345376 +46 30 21.996177516|122.9826255744551 -16.3656097045880|   19.341 4.664   |10.40    |~                   |    ~     ~    
153 |TYC 3262-1788-1                                                       |Star                           |00 49 46.1724162456 +46 40 55.406180568|122.6339670630315 -16.1887251050307|   5.917 -3.252   |10.46    |~                   |    ~     ~    
154 |TYC 3262-1805-1                                                       |Star                           |00 53 21.3630755160 +46 10 34.408099164|123.2785850374595 -16.6942320225286| -10.611 -8.573   |10.26    |~                   |    ~     ~    
155 |TYC 3262-1820-1                                                       |High Proper Motion Star        |00 50 38.3560408512 +46 51 57.401473320|122.7899103701871 -16.0055825099342|  66.865 -8.782   |9.68     |G2V                 |    ~     ~    
156 |TYC 3262-1952-1                                                       |High Proper Motion Star        |00 52 33.7205943936 +46 23 54.758191236|123.1340253671383 -16.4727625368564| 52.973 -17.765   |10.55    |~                   |    ~     ~    
157 |TYC 3262-2004-1                                                       |Star                           |00 51 14.9473689720 +46 28 23.790999360|122.8980425962032 -16.3984598870808|  -0.486 -2.680   |10.98    |~                   |    ~     ~    
158 |TYC 3262-2053-1                                                       |Star                           |00 52 50.0585118144 +46 04 09.222215916|123.1849262016335 -16.8018332243230|   -6.794 6.806   |9.49     |~                   |    ~     ~    
159 |TYC 3262-2080-1                                                       |High Proper Motion Star        |00 49 07.6888844664 +46 23 37.310990820|122.5166143768009 -16.4761875098529|  116.002 0.847   |10.01    |~                   |    ~     ~    
160 |TYC 3262-2085-1                                                       |Star                           |00 51 53.0079585898 +46 30 57.624958471|123.0118102851070 -16.3556715423722|  -2.163 -6.700   |10.66    |~                   |    ~     ~    
161 |TYC 3262-2125-1                                                       |Star                           |00 55 58.6403863920 +46 30 49.720369284|123.7458022788218 -16.3507627394149|-31.500 -10.767   |10.33    |~                   |    ~     ~    
162 |TYC 3262-2126-1                                                       |Star                           |00 54 14.4083275272 +46 30 16.342014420|123.4344692750435 -16.3644738001761|  -4.197 -7.306   |10.73    |~                   |    ~     ~    
163 |TYC 3263-18-1                                                         |Star                           |00 58 45.3619011000 +46 07 47.671055508|124.2557211499195 -16.7230279610468|   6.970 -6.698   |10.09    |~                   |    ~     ~    
164 |TYC 3263-32-1                                                         |Star                           |00 57 57.7847703792 +45 45 21.758699124|124.1226732751268 -17.1006166438761|  -3.540 -9.676   |10.18    |~                   |    ~     ~    
165 |TYC 3263-93-1                                                         |Star                           |00 58 26.3585195520 +46 39 20.178388728|124.1829088436692 -16.1991355481709|   9.929 -8.792   |9.69     |~                   |    ~     ~    
166 |TYC 3263-126-1                                                        |Star                           |00 57 25.4352072432 +45 55 22.024390008|124.0200708253693 -16.9363154041453|-23.884 -16.989   |10.90    |~                   |    ~     ~    
167 |TYC 3263-127-1                                                        |Star                           |00 56 15.4531992408 +46 40 06.759549732|123.7928918824039 -16.1951461205668| 10.032 -23.545   |10.67    |~                   |    ~     ~    
168 |TYC 3263-137-1                                                        |Star                           |00 57 34.4891114280 +46 18 31.495853268|124.0374651258437 -16.5498249885456|   -2.205 1.042   |10.77    |~                   |    ~     ~    
169 |TYC 3263-140-1                                                        |Star                           |00 59 15.3057836016 +45 40 28.458880896|124.3610658083447 -17.1754826850559|  10.155 -7.202   |9.92     |~                   |    ~     ~    
170 |TYC 3263-141-1                                                        |Star                           |00 58 00.7435003128 +46 42 46.488579732|124.1050654921717 -16.1438579886198| 16.620 -20.315   |10.35    |~                   |    ~     ~    
171 |TYC 3263-147-1                                                        |Star                           |00 57 22.3999542912 +46 40 50.792105784|123.9918636416572 -16.1787563478333|   17.241 5.941   |10.44    |~                   |    ~     ~    
172 |TYC 3263-164-1                                                        |Star                           |00 57 42.7634073768 +45 56 20.016938940|124.0721274764053 -16.9189618669113|   4.818 -4.353   |10.35    |~                   |    ~     ~    
173 |TYC 3263-165-1                                                        |Star                           |00 58 22.3908194280 +46 48 49.879395324|124.1664797894140 -16.0412671533989|  12.131 18.181   |10.99    |~                   |    ~     ~    
174 |TYC 3263-176-1                                                        |Star                           |00 58 03.5914888008 +46 09 55.851741900|124.1288293341921 -16.6908434215920|   3.906 -3.380   |10.19    |~                   |    ~     ~    
175 |TYC 3263-205-1                                                        |Star                           |00 59 40.6646318976 +46 48 23.197773240|124.3988674279308 -16.0418329607869|  -7.575 -7.678   |9.83     |~                   |    ~     ~    
176 |TYC 3263-234-1                                                        |High Proper Motion Star        |00 58 08.0058527040 +46 05 29.076438552|124.1442239888297 -16.7645765283254|   57.730 8.307   |10.33    |~                   |    ~     ~    
177 |TYC 3263-252-1                                                        |Star                           |00 59 15.8493928608 +46 06 35.616626388|124.3482639118530 -16.7403304913433|  10.991 -2.094   |10.64    |~                   |    ~     ~    
178 |TYC 3263-281-1                                                        |Star                           |00 56 18.3489891960 +46 36 31.952667852|123.8027354964376 -16.2546409710472|   7.457 -6.822   |9.95     |~                   |    ~     ~    
179 |TYC 3263-288-1                                                        |Star                           |00 56 27.2645767800 +45 42 19.284543036|123.8484981401570 -17.1574628844583|  7.396 -31.547   |10.14    |~                   |    ~     ~    
