C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:33:15

dec< 0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 4200

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3662|TYC 8412-1132-1                                                                                          |Star                              |20 52 33.5361265512 -47 18 35.872763508|352.5345583348642 -39.7497505970913|   26.994 1.370   |10.93    |~               |    ~     ~    |    1|  462.743   pc  |-100.6000   +100.6000  |ST-L    |2020AJ....160...83S
3663|TYC 8415-171-1                                                                                           |Star                              |20 47 13.0050808968 -49 34 36.596008200|349.6473490823529 -38.7866823327521|   0.859 -4.643   |10.75    |~               |    ~     ~    |    1|  311.294   pc  |  -1.5408     +1.5408  |paral   |2020yCat.1350....0G
3664|TYC 8416-237-1                                                                                           |Star                              |20 58 12.8539497216 -48 59 33.728378856|350.2745664231141 -40.6099245279311|  -7.354 -8.804   |10.50    |~               |    ~     ~    |    1|  768.285   pc  |  -8.0866     +8.0866  |paral   |2020yCat.1350....0G
3665|TYC 8416-881-1                                                                                           |Star                              |20 52 35.4049799544 -49 23 36.678234588|349.8282012576381 -39.6673297016576|  4.566 -16.842   |10.65    |~               |    ~     ~    |    1|  486.926   pc  |  -3.9121     +3.9121  |paral   |2020yCat.1350....0G
3666|TYC 8419-238-1                                                                                           |Star                              |20 45 16.9235932488 -51 58 39.729676836|346.6024989478360 -38.3500007791722|  -6.890 -8.278   |10.98    |~               |    ~     ~    |    1| 1043.188   pc  | -14.0383    +14.0383  |paral   |2020yCat.1350....0G
3667|TYC 8420-170-1                                                                                           |Star                              |20 58 17.2853928528 -51 59 58.848140940|346.3369391062287 -40.3417316993475| -9.762 -28.300   |10.95    |~               |    ~     ~    |    1|  598.158   pc  |  -5.6173     +5.6173  |paral   |2020yCat.1350....0G
3668|TYC 8420-628-1                                                                                           |Star                              |20 50 24.8754388440 -51 22 24.724589448|347.3009363010278 -39.1875934166873|  9.709 -19.642   |10.944   |~               |    ~     ~    |    1| 2400.400   pc  |-285.1000   +285.1000  |ST-L    |2020AJ....160...83S
3669|TYC 8420-904-1                                                                                           |Star                              |20 56 13.9565619360 -50 52 35.858497188|347.8436899954396 -40.1392511284232|   -3.303 2.935   |10.86    |~               |    ~     ~    |    1| 1002.707   pc  | -14.3775    +14.3775  |paral   |2020yCat.1350....0G
3670|TYC 8420-1051-1                                                                                          |Star                              |20 55 00.5500477344 -51 39 20.729973564|346.8548126458248 -39.8747675740466| 25.838 -20.884   |10.845   |~               |    ~     ~    |    1|  639.779   pc  | -23.0500    +23.0500  |ST-L    |2020AJ....160...83S
3671|TYC 9101-732-2                                                                                           |Star                              |20 51 40.512 -61 24 54.41              |334.566201 -37.857321              |     -40.1 26.7   |10.09    |~               |    ~     ~    |    0|                |                       |        |                   
3672|TYC 9104-658-1                                                                                           |Star                              |20 45 41.4269393544 -62 55 42.579379776|332.8983352995118 -36.8472842887386| 24.016 -26.545   |10.78    |~               |    ~     ~    |    1|  571.543   pc  | -20.4300    +20.4300  |ST-L    |2020AJ....160...83S
3673|TYC 9105-276-1                                                                                           |Star                              |20 59 07.9293631464 -63 06 03.927517848|332.2195747319848 -38.2842659772876|  11.214 -1.546   |10.82    |~               |    ~     ~    |    1| 2686.728   pc  |-104.6683   +104.6683  |paral   |2020yCat.1350....0G
3674|TYC 9105-544-1                                                                                           |Star                              |20 59 15.8764562232 -61 59 54.017580768|333.5719270080919 -38.5912833759699|  6.981 -14.257   |10.99    |~               |    ~     ~    |    1|  731.472   pc  | -27.2100    +27.2100  |ST-L    |2020AJ....160...83S
3675|TYC 9108-1564-1                                                                                          |Star                              |20 47 23.8189502472 -65 19 05.177685648|329.9470174655909 -36.4728912824260|   3.748 -8.676   |9.70     |~               |    ~     ~    |    1|  540.774   pc  |  -4.2696     +4.2696  |paral   |2020yCat.1350....0G
3676|TYC 9109-239-1                                                                                           |Star                              |20 58 17.5302356856 -64 17 39.346007136|330.7962951748709 -37.8635590435023|  -7.440 10.875   |10.33    |~               |    ~     ~    |    1|  274.069   pc  |  -3.8220     +3.8220  |ST-L    |2020AJ....160...83S
3677|TYC 9109-384-1                                                                                           |Star                              |20 54 23.1715801056 -64 31 05.642963832|330.6719150429410 -37.3962298067479|   3.377 -9.004   |10.97    |~               |    ~     ~    |    1| 1652.346   pc  | -33.0360    +33.0360  |paral   |2020yCat.1350....0G
3678|TYC 9112-654-1                                                                                           |Star                              |20 50 12.3038107800 -66 02 47.308793100|328.9782759929861 -36.5619722503737|   4.419 22.763   |10.97    |~               |    ~     ~    |    1|  375.820   pc  |  -7.6800     +7.6800  |ST-L    |2020AJ....160...83S
3679|TYC 9112-999-1                                                                                           |Star                              |20 47 54.6572630208 -67 23 02.960973780|327.4598395953920 -35.9770969090331|  10.204 -1.860   |10.93    |~               |    ~     ~    |    1| 1038.020   pc  | -37.3600    +37.3600  |ST-L    |2020AJ....160...83S
3680|TYC 9113-875-1                                                                                           |Star                              |20 55 37.6386122640 -66 16 57.548854992|328.5013250939945 -37.0201828062059| -12.587 -4.091   |10.77    |~               |    ~     ~    |    1|  250.548   pc  |  -3.1850     +3.1850  |ST-L    |2020AJ....160...83S
3681|TYC 9316-924-1                                                                                           |Star                              |20 46 38.4290426232 -72 26 51.237479652|321.5976859400597 -34.3370240622711|   7.696 -0.895   |10.731   |~               |    ~     ~    |    1|  834.593   pc  | -36.1400    +36.1400  |ST-L    |2020AJ....160...83S
3682|TYC 9321-1495-1                                                                                          |Star                              |20 59 44.4943122552 -69 11 53.293135452|324.9008353911232 -36.4489013306156|  11.859 -6.837   |10.987   |~               |    ~     ~    |    1|  885.085   pc  | -42.4500    +42.4500  |ST-L    |2020AJ....160...83S
3683|TYC 9325-117-1                                                                                           |Star                              |20 57 25.0577842800 -70 08 02.352781356|323.9010011351194 -35.9336773466525|  -2.420 -4.271   |10.99    |~               |    ~     ~    |    1| 1484.670   pc  |-113.1000   +113.1000  |ST-L    |2020AJ....160...83S
3684|TYC 9325-254-1                                                                                           |Star                              |20 52 42.0285390192 -69 40 56.971301628|324.5933553047415 -35.7039789119238|    0.290 3.641   |10.66    |~               |    ~     ~    |    1|  691.834   pc  | -30.3900    +30.3900  |ST-L    |2020AJ....160...83S
3685|HD 199005B                                                                                               |Star                              |20 58 41.3789318064 -70 25 22.694594088|323.5202947835305 -35.9320831554669|  -5.951 22.483   |8.65     |~               |    ~     ~    |    1|  116.877   pc  |  -1.2431     +1.2431  |paral   |2020yCat.1350....0G
3686|TYC 8791-135-1                                                                                           |Star                              |20 45 34.0570401888 -52 38 42.747200844|345.7495809457836 -38.3448037172077|-11.158 -19.210   |10.74    |~               |    ~     ~    |    1|  198.196   pc  |  -0.6953     +0.6953  |paral   |2020yCat.1350....0G
3687|TYC 8791-223-1                                                                                           |Star                              |20 47 39.7125495552 -52 50 26.030778648|345.4671328137384 -38.6444031572111|  0.200 -24.934   |10.93    |~               |    ~     ~    |    1|  409.098   pc  |  -2.3096     +2.3096  |paral   |2020yCat.1350....0G
3688|TYC 8791-614-1                                                                                           |Star                              |20 50 41.2040332440 -53 00 05.399481888|345.2057189861091 -39.0829708938962|   3.592 -2.039   |10.824   |~               |    ~     ~    |    1| 2632.710   pc  |-348.9000   +348.9000  |ST-L    |2020AJ....160...83S
3689|TYC 8791-1276-1                                                                                          |Star                              |20 50 27.3007826040 -53 38 01.978725372|344.4008924340517 -38.9816963946594|  -1.013 -2.274   |10.85    |~               |    ~     ~    |    1| 1147.447   pc  | -18.5645    +18.5645  |paral   |2020yCat.1350....0G
3690|TYC 8792-954-1                                                                                           |Star                              |20 57 22.1544792768 -53 49 44.306925888|343.9857442652879 -39.9721321731162|   1.750 -9.898   |10.87    |~               |    ~     ~    |    1|  929.368   pc  | -12.0058    +12.0058  |paral   |2020yCat.1350....0G
3691|TYC 8796-22-1                                                                                            |Star                              |20 55 09.0189651288 -54 42 01.532309328|342.9226816352569 -39.5289778297462|    3.934 4.954   |10.85    |~               |    ~     ~    |    1| 1102.901   pc  | -19.9488    +19.9488  |paral   |2020yCat.1350....0G
3692|TYC 8799-406-1                                                                                           |Star                              |20 51 40.6775840616 -57 18 10.121826384|339.7057218472857 -38.6490704093615|   1.422 -1.545   |10.865   |~               |    ~     ~    |    1|  959.736   pc  | -42.2100    +42.2100  |ST-L    |2020AJ....160...83S
3693|TYC 8800-176-1                                                                                           |Star                              |20 59 17.7701731440 -57 42 18.447367536|338.9548888234332 -39.5814604304065|  2.542 -17.050   |10.81    |~               |    ~     ~    |    1|  996.413   pc  | -15.5876    +15.5876  |paral   |2020yCat.1350....0G
3694|TYC 8800-876-1                                                                                           |Spectroscopic Binary              |20 57 48.5245467552 -57 05 49.129535040|339.7788632396646 -39.5025726069743|  0.731 -13.123   |10.90    |~               |    ~     ~    |    1| 1699.524   pc  | -73.6537    +73.6537  |paral   |2020yCat.1350....0G
3695|TYC 8803-535-1                                                                                           |Star                              |20 52 07.6968805416 -59 38 23.627339772|336.7566975714548 -38.2825509572281|  6.812 -15.039   |10.70    |~               |    ~     ~    |    1|  808.464   pc  | -26.5200    +26.5200  |ST-L    |2020AJ....160...83S
3696|TYC 8804-8-1                                                                                             |Star                              |20 54 35.5514592552 -58 39 52.312888548|337.8998786472818 -38.7839926520257|  -0.442 -2.588   |10.78    |~               |    ~     ~    |    1| 1232.590   pc  | -21.8776    +21.8776  |paral   |2020yCat.1350....0G
3697|TYC 8804-511-1                                                                                           |Star                              |20 54 26.2753446264 -58 54 52.200122112|337.5906406747969 -38.7152757230576| -2.756 -44.943   |10.87    |~               |    ~     ~    |    1|  366.690   pc  |  -2.3531     +2.3531  |paral   |2020yCat.1350....0G
3698|HD 198943B                                                                                               |Star                              |20 56 26.5070030109 -59 16 22.930558208|337.0728407753072 -38.8939722044579|-13.296 -25.532   |9.85     |~               |    ~     ~    |    1|   56.0262  pc  |  -0.0452     +0.0452  |paral   |2020yCat.1350....0G
3699|TYC 9469-242-1                                                                                           |Star                              |20 48 41.6096787480 -79 15 33.155607888|313.9732894022563 -31.9514831725842|    5.666 2.113   |10.912   |~               |    ~     ~    |    1|  805.700   pc  | -29.5900    +29.5900  |ST-L    |2020AJ....160...83S
3700|TYC 9469-357-1                                                                                           |Star                              |20 45 53.6397055296 -80 26 13.112179440|312.7661142558264 -31.3628691407644| 15.396 -20.892   |10.820   |~               |    ~     ~    |    1| 1071.670   pc  | -53.8500    +53.8500  |ST-L    |2020AJ....160...83S
3701|TYC 9473-373-1                                                                                           |Star                              |20 53 53.4981412848 -82 11 47.708866716|310.7574053856916 -30.8836989796753|  -2.798 13.808   |10.935   |~               |    ~     ~    |    1|  792.165   pc  | -31.7900    +31.7900  |ST-L    |2020AJ....160...83S
3702|TYC 9473-747-1                                                                                           |Star                              |20 54 10.4485064280 -81 05 18.836109924|311.9100439242754 -31.3881491798344|  9.858 -29.919   |10.77    |~               |    ~     ~    |    1|  803.213   pc  |  -6.5160     +6.5160  |paral   |2020yCat.1350....0G
3703|TYC 9524-775-1                                                                                           |Star                              |20 56 29.2768762512 -82 49 42.597709464|310.0587488736950 -30.6688993757129|   4.862 -4.394   |10.87    |~               |    ~     ~    |    1| 1371.366   pc  | -22.5677    +22.5677  |paral   |2020yCat.1350....0G
3704|TYC 9532-115-1                                                                                           |Star                              |20 49 24.5910368256 -86 20 20.445745236|306.5711942991450 -28.8835367089454|   -8.864 4.071   |10.84    |~               |    ~     ~    |    1|  842.602   pc  |  -8.0228     +8.0228  |paral   |2020yCat.1350....0G
3705|TYC 9532-465-1                                                                                           |Star                              |20 52 05.7895911264 -86 17 05.246965896|306.6025740130644 -28.9471924140356| 12.200 -11.593   |10.98    |~               |    ~     ~    |    1|  301.051   pc  |  -0.9607     +0.9607  |paral   |2020yCat.1350....0G
3706|CD-26 15264A                                                                                             |Star                              |20 47 20.090 -26 24 54.64              |018.742150 -36.083755              |       -0.4 3.5   |7.406    |~               |    ~     ~    |    0|                |                       |        |                   
3707|HD 198829A                                                                                               |High Proper Motion Star           |20 55 08.2658922648 -52 07 11.473307688|346.2507223694482 -39.8471881752813|105.079 -110.675  |7.056    |G8/K1III        |    ~     ~    |    1|   43.417   pc  |  -0.0360     +0.0360  |paral   |2020yCat.1350....0G
3708|UCAC2 786894                                                                                             |Star                              |20 50 34.6628982384 -75 08 32.762333940|318.4376876535080 -33.6487488048718|  5.674 -15.728   |10.987   |~               |    ~     ~    |    1|  363.543   pc  | -10.1700    +10.1700  |ST-L    |2020AJ....160...83S
3709|UCAC2 26578306                                                                                           |Star                              |20 48 43.3446607896 -14 48 24.070581468|032.1460922903773 -32.5400403035953|  2.824 -15.428   |10.875   |~               |    ~     ~    |    1|  873.223   pc  | -41.8300    +41.8300  |ST-L    |2020AJ....160...83S
3710|UCAC2 29016790                                                                                           |Star                              |20 54 29.1898586496 -08 26 03.179334876|039.6526414480304 -31.1422536865700|  -3.495 -6.784   |10.886   |~               |    ~     ~    |    1|  959.064   pc  | -59.0600    +59.0600  |ST-L    |2020AJ....160...83S
3711|UCAC2 29931732                                                                                           |Star                              |20 52 08.1069824064 -05 50 33.570010500|042.0093363972553 -29.4346575158589|   -0.088 9.595   |10.905   |~               |    ~     ~    |    1|  805.840   pc  | -42.3700    +42.3700  |ST-L    |2020AJ....160...83S
3712|UCAC2 4954166                                                                                            |Star                              |20 57 14.9534272920 -61 12 53.456680764|334.6188046905418 -38.5542917968862|  2.376 -19.950   |10.94    |~               |    ~     ~    |    1|  954.370   pc  | -42.9200    +42.9200  |ST-L    |2020AJ....160...83S
3713|UCAC2 10314075                                                                                           |Spectroscopic Binary              |20 54 33.6020560512 -50 03 10.456426368|348.9446430894631 -39.9419486759782|   21.757 1.117   |10.945   |~               |    ~     ~    |    1|  374.018   pc  | -11.8900    +11.8900  |ST-L    |2020AJ....160...83S
3714|UCAC2 2834438                                                                                            |Star                              |20 45 47.7426449232 -66 19 18.976250928|328.7941000602999 -36.0600001419131|   6.582 -5.712   |10.996   |~               |    ~     ~    |    1| 1934.160   pc  |-236.6000   +236.6000  |ST-L    |2020AJ....160...83S
3715|HD 198601B                                                                                               |Star                              |20 51 55.9614659736 -16 30 51.025514904|030.6132531850021 -33.9070106611752|  26.131 11.310   |10.35    |(G)             |    ~     ~    |    1|  316.191   pc  |  -5.4760     +5.4760  |ST-L    |2020AJ....160...83S
3716|HD 358004A                                                                                               |Star                              |20 59 02.6216099854 -10 16 41.185547677|038.2872336805716 -32.9655876019665|  -3.352 -2.381   |10.33    |~               |    ~     ~    |    1|  313.136   pc  | -14.0512    +14.0512  |paral   |2018yCat.1345....0G
3717|HD 358004B                                                                                               |Star                              |20 59 02.6597150702 -10 16 42.802989862|038.2868323756430 -32.9659236145598|  -1.638 -1.365   |10.80    |~               |    ~     ~    |    1|  304.971   pc  |  -4.2411     +4.2411  |paral   |2018yCat.1345....0G
3718|CPD-88 176                                                                                               |Star                              |20 56 54.2680138656 -88 10 22.354094928|304.6999456140399 -28.0681995026429|  -1.250 -6.597   |10.69    |~               |    ~     ~    |    1|  933.445   pc  |  -9.9331     +9.9331  |paral   |2020yCat.1350....0G
3719|TYC 9528-1833-1                                                                                          |Star                              |20 51 38.5484276664 -84 44 39.699438324|308.1670869759089 -29.6625700374965|   3.140 -7.305   |10.58    |~               |    ~     ~    |    1| 1966.182   pc  | -48.7100    +48.7100  |paral   |2020yCat.1350....0G
3720|HD 195227                                                                                                |Spectroscopic Binary              |20 46 05.6365397712 -83 41 15.502366356|309.3285577241713 -30.0103687353880| 11.185 -15.055   |8.65     |A2mA8-F2        |    ~     ~    |    1|  202.700   pc  |  -2.1448     +2.1448  |paral   |2020yCat.1350....0G
3721|TYC 9524-879-1                                                                                           |Spectroscopic Binary              |20 58 32.1153471120 -83 17 37.527065376|309.5484971417918 -30.5035581515354|    5.397 5.772   |10.928   |~               |    ~     ~    |    1|  358.236   pc  |  -6.3560     +6.3560  |ST-L    |2020AJ....160...83S
3722|TYC 9469-1027-1                                                                                          |Star                              |20 57 22.8738233448 -79 22 17.683907052|313.6521407743193 -32.2689122767551|   3.012 -3.421   |10.87    |~               |    ~     ~    |    1|  874.518   pc  | -32.4600    +32.4600  |ST-L    |2020AJ....160...83S
3723|TYC 9469-54-1                                                                                            |Star                              |20 58 20.0309507856 -78 53 23.955069912|314.1407071043203 -32.5214276912341| -38.970 27.867   |10.967   |~               |    ~     ~    |    1|  181.107   pc  |  -1.6720     +1.6720  |ST-L    |2020AJ....160...83S
3724|HD 196752                                                                                                |High Proper Motion Star           |20 48 13.9347684000 -78 57 03.932908056|314.3163049285059 -32.0553995430649| 54.447 -37.381   |7.97     |F3V             |    ~     ~    |    1|  158.791   pc  |  -0.5497     +0.5497  |paral   |2020yCat.1350....0G
3725|CD-78 941                                                                                                |Star                              |20 50 59.8248322032 -78 13 58.004375916|315.0290703441478 -32.4693765393695|   0.278 -1.027   |10.02    |M               |    ~     ~    |    1|  762.718   pc  |  -6.6318     +6.6318  |paral   |2020yCat.1350....0G
3726|CD-78 946                                                                                                |High Proper Motion Star           |20 54 13.5983115576 -78 00 58.419312012|315.1826196874638 -32.7097096992659| 29.422 -41.671   |10.32    |~               |    ~     ~    |    1|  307.815   pc  | -13.8904    +13.8904  |paral   |2020yCat.1350....0G
3727|TYC 9465-1232-1                                                                                          |Star                              |20 49 10.1482188744 -77 47 45.725968284|315.5489180545553 -32.5564321720698|   -1.808 4.156   |10.71    |~               |    ~     ~    |    1|  747.440   pc  | -16.9835    +16.9835  |paral   |2020yCat.1350....0G
3728|CD-78 938                                                                                                |Star                              |20 49 15.2098152984 -77 44 19.636389564|315.6093089217944 -32.5830223792479|   -2.992 2.279   |10.28    |~               |    ~     ~    |    1|  763.429   pc  | -21.4900    +21.4900  |ST-L    |2020AJ....160...83S
3729|HD 198610                                                                                                |High Proper Motion Star           |20 59 17.8659094776 -78 10 50.808799128|314.8728601541812 -32.8759169318347| 43.104 -49.666   |9.03     |G0V             |    ~     ~    |    1|   92.095   pc  |  -0.1798     +0.1798  |paral   |2020yCat.1350....0G
3730|CPD-78 1353                                                                                              |Star                              |20 56 51.6940762704 -77 39 13.995609588|315.5048527771808 -32.9876867411467|    9.649 5.486   |10.907   |F8              |    ~     ~    |    1|  269.732   pc  |  -3.5170     +3.5170  |ST-L    |2020AJ....160...83S
3731|TYC 9465-937-1                                                                                           |Star                              |20 55 20.0563389936 -77 27 04.986672300|315.7651856618974 -32.9978175196536|  11.477 -2.562   |10.829   |~               |    ~     ~    |    1| 1109.540   pc  | -59.2600    +59.2600  |ST-L    |2020AJ....160...83S
3732|HD 198012                                                                                                |High Proper Motion Star           |20 54 33.7211314800 -76 46 13.829786328|316.5276913789030 -33.2378053493885| 41.978 -33.331   |9.21     |G6III           |    ~     ~    |    1|  279.853   pc  |  -1.1591     +1.1591  |paral   |2020yCat.1350....0G
3733|CD-76 1059                                                                                               |Star                              |20 49 41.9617251024 -76 15 07.240360572|317.2306836603042 -33.1806885048905| 11.691 -17.825   |10.450   |~               |    ~     ~    |    1|  692.193   pc  | -23.5300    +23.5300  |ST-L    |2020AJ....160...83S
3734|CD-76 1071                                                                                               |Star                              |20 59 38.0348783424 -75 46 51.641053356|317.4619333404825 -33.9187455641872|   -5.739 6.920   |10.051   |~               |    ~     ~    |    1|  357.095   pc  |  -6.7330     +6.7330  |ST-L    |2020AJ....160...83S
3735|HD 197325                                                                                                |High Proper Motion Star           |20 49 39.6294229680 -75 50 00.550664088|317.6951064458807 -33.3367400500989| 31.572 -49.912   |7.90     |K0III           |    ~     ~    |    1|  252.258   pc  |  -1.0627     +1.0627  |paral   |2020yCat.1350....0G
3736|CPD-75 1659                                                                                              |Star                              |20 51 29.8257537504 -75 12 08.375365548|318.3444728414362 -33.6808096572140| 17.182 -45.260   |10.50    |~               |    ~     ~    |    1|   71.288   pc  |  -0.2471     +0.2471  |ST-L    |2020AJ....160...83S
3737|TYC 9333-261-1                                                                                           |Star                              |20 59 55.4292867216 -73 09 19.455869556|320.3651119402261 -34.9980079729849|   8.095 -7.161   |10.722   |~               |    ~     ~    |    1|  949.538   pc  | -32.0500    +32.0500  |ST-L    |2020AJ....160...83S
3738|TYC 9333-335-1                                                                                           |Star                              |20 54 11.9902985976 -73 15 38.633460408|320.4378994760859 -34.5756116241477|  7.884 -26.105   |10.92    |~               |    ~     ~    |    1|  882.846   pc  |  -8.8854     +8.8854  |paral   |2020yCat.1350....0G
3739|CPD-73 2171                                                                                              |Star                              |20 46 05.6307436296 -73 23 09.652770168|320.5441282021883 -33.9872684421662|  38.203 -3.969   |10.977   |~               |    ~     ~    |    1|  249.186   pc  |  -3.2900     +3.2900  |ST-L    |2020AJ....160...83S
3740|CD-73 1528                                                                                               |Star                              |20 45 28.4288113008 -72 50 05.667104724|321.1896622019659 -34.1277204364364| 23.973 -15.157   |10.25    |~               |    ~     ~    |    1| 1481.043   pc  | -25.6638    +25.6638  |paral   |2020yCat.1350....0G
3741|TYC 9329-628-1                                                                                           |Star                              |20 59 46.5831595728 -72 22 57.050904216|321.2417099163898 -35.2872543507308|  3.073 -12.869   |10.98    |~               |    ~     ~    |    1| 1903.040   pc  |-201.0000   +201.0000  |ST-L    |2020AJ....160...83S
3742|TYC 9316-613-1                                                                                           |Star                              |20 46 37.5810926640 -71 20 49.395716880|322.8623079494108 -34.6910258138950|   0.383 -0.407   |10.05    |~               |    ~     ~    |    1|  777.242   pc  | -19.5730    +19.5730  |paral   |2020yCat.1350....0G
3743|CD-72 1652                                                                                               |Star                              |20 59 05.8823950464 -72 08 15.164161152|321.5434341504929 -35.3325989447168|  12.069 -6.921   |10.48    |~               |    ~     ~    |    1| 1207.840   pc  | -74.9800    +74.9800  |ST-L    |2020AJ....160...83S
3744|CD-71 1649                                                                                               |Star                              |20 52 05.8532605152 -71 06 45.933436368|322.9568889681959 -35.1835418010036|  3.053 -17.498   |10.45    |~               |    ~     ~    |    1|  734.424   pc  | -26.3100    +26.3100  |ST-L    |2020AJ....160...83S
3745|TYC 9325-1251-1                                                                                          |Star                              |20 48 17.6337558408 -69 40 39.659295468|324.7468082003891 -35.3423540318606|   -5.668 6.644   |10.68    |~               |    ~     ~    |    1| 1587.806   pc  | -35.0437    +35.0437  |paral   |2020yCat.1350....0G
3746|CPD-69 3136                                                                                              |Star                              |20 48 59.7461088216 -68 54 59.690036664|325.6147385833667 -35.6316476555284|  13.681 -3.448   |10.71    |~               |    ~     ~    |    1|  290.336   pc  |  -4.8850     +4.8850  |ST-L    |2020AJ....160...83S
3747|TYC 9321-725-1                                                                                           |Star                              |20 59 05.8240725000 -68 22 21.052828164|325.8916285190014 -36.6763722373401| 11.257 -11.800   |10.795   |~               |    ~     ~    |    1| 1190.800   pc  | -81.1000    +81.1000  |ST-L    |2020AJ....160...83S
3748|TYC 9321-411-1                                                                                           |Star                              |20 56 54.4888371528 -68 14 57.907992804|326.1195989915409 -36.5261788911109| -13.870 -0.955   |10.70    |~               |    ~     ~    |    1|  820.210   pc  | -18.4332    +18.4332  |paral   |2020yCat.1350....0G
3749|HD 198163                                                                                                |Star                              |20 52 26.5802822400 -67 35 57.275973240|327.0499974920238 -36.3304706140342|   22.003 2.890   |8.50     |F8V             |    ~     ~    |    1|   65.391   pc  |  -0.2298     +0.2298  |ST-L    |2020AJ....160...83S
3750|CD-68 2199                                                                                               |Spectroscopic Binary              |20 59 35.3719839912 -67 45 47.667053196|326.5898759672127 -36.9227979728629| -31.213 19.319   |10.26    |~               |    ~     ~    |    1|  227.149   pc  |  -6.3361     +6.3361  |paral   |2020yCat.1350....0G
3751|TYC 9308-646-1                                                                                           |Star                              |20 45 51.6185308656 -68 03 38.257455060|326.7248749423118 -35.6029947267932|  2.414 -28.628   |10.70    |~               |    ~     ~    |    1| 1300.590   pc  |-120.5000   +120.5000  |ST-L    |2020AJ....160...83S
3752|CD-67 2451                                                                                               |Star                              |20 53 15.4198954608 -67 13 01.514897436|327.4743261282461 -36.5190970392615|   6.325 -8.771   |9.96     |~               |    ~     ~    |    1|  690.989   pc  |  -5.7296     +5.7296  |paral   |2020yCat.1350....0G
3753|TYC 9112-1007-1                                                                                          |Star                              |20 45 50.6549296248 -67 01 09.497831556|327.9605448795093 -35.8831998221040|   3.111 -1.791   |10.74    |~               |    ~     ~    |    1|  828.118   pc  | -65.9100    +65.9100  |ST-L    |2020AJ....160...83S
3754|HD 197086                                                                                                |Star                              |20 45 22.2811238328 -66 53 00.586156488|328.1372750233975 -35.8742019047966|   8.078 -4.304   |8.01     |M2III           |    ~     ~    |    1|  781.677   pc  | -10.5095    +10.5095  |paral   |2020yCat.1350....0G
3755|HD 198912                                                                                                |Spectroscopic Binary              |20 57 16.0477714968 -66 31 42.879579780|328.1454736485502 -37.1025093763720|  34.408 -8.903   |9.94     |F3IV/V          |    ~     ~    |    1|  244.102   pc  |  -6.3580     +6.3580  |ST-L    |2020AJ....160...83S
3756|HD 197192                                                                                                |High Proper Motion Star           |20 45 56.9555283864 -66 10 00.065581788|328.9749610783125 -36.1145950550397|-179.624 122.002  |9.44     |K2/3V           |    ~     ~    |    1|   40.278   pc  |  -0.1499     +0.1499  |paral   |2020yCat.1350....0G
3757|TYC 9112-450-1                                                                                           |Star                              |20 46 35.3087010672 -65 52 47.494738092|329.2981661376438 -36.2503580942353| 15.976 -11.902   |10.598   |~               |    ~     ~    |    1|  849.816   pc  | -55.3100    +55.3100  |ST-L    |2020AJ....160...83S
3758|TYC 9108-1038-1                                                                                          |Star                              |20 47 30.0006478560 -65 27 16.201735920|329.7795273475554 -36.4489510555763|  -11.226 5.778   |10.757   |~               |    ~     ~    |    1|  293.695   pc  |  -4.8950     +4.8950  |ST-L    |2020AJ....160...83S
3759|CD-65 2700                                                                                               |High Proper Motion Star           |20 49 24.4740677184 -65 00 11.000619864|330.2602283031899 -36.7568811989016|77.336 -135.044   |10.26    |~               |    ~     ~    |    1|  143.668   pc  |  -1.5400     +1.5400  |ST-L    |2020AJ....160...83S
3760|HD 197165                                                                                                |Spectroscopic Binary              |20 45 30.3496288104 -64 25 38.965580940|331.0822179704039 -36.4929406801634| -1.106 -22.068   |7.62     |A3V             |    ~     ~    |    1|  223.929   pc  |  -4.9041     +4.9041  |paral   |2020yCat.1350....0G
3761|HD 198342                                                                                                |Star                              |20 53 16.1809338288 -65 23 48.433497396|329.6510658174889 -37.0427150609103| -38.701 10.316   |8.39     |K0III           |    ~     ~    |    1|  226.040   pc  |  -0.7562     +0.7562  |paral   |2020yCat.1350....0G
3762|HD 198969                                                                                                |Star                              |20 57 22.2653445048 -64 56 17.234628900|330.0517888638295 -37.5851298454044| -6.296 -27.970   |7.701    |G8IV            |    ~     ~    |    1|   97.957   pc  |  -0.1660     +0.1660  |paral   |2020yCat.1350....0G
3763|HD 198193                                                                                                |Star                              |20 52 13.0880904264 -65 08 41.706689172|329.9921271120588 -37.0054881709035| 18.286 -24.696   |8.66     |G2V             |    ~     ~    |    1|   74.508   pc  |  -0.3064     +0.3064  |ST-L    |2020AJ....160...83S
3764|V* BT Pav                                                                                                |Eclipsing Binary                  |20 51 00.5070218976 -63 41 31.533858924|331.7952281890256 -37.2528840737568|   0.213 -0.361   |10.81    |F6              |    ~     ~    |    1|  559.171   pc  | -16.9400    +16.9400  |ST-L    |2020AJ....160...83S
