C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:30:38

dec< 0&rah >=20.5&rah< 20.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 4644

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-------------------------|--------|-------------------
3590|HD 195721                                                                                                |High Proper Motion Star            |20 34 33.3061672440 -42 00 07.503301548|359.1195643478690 -36.3529671875931| -6.856 -85.819   |9.79     |G6V                |    ~     ~    |    1|  138.374   pc  |  -0.6893     +0.6893    |paral   |2020yCat.1350....0G
3591|HD 195781                                                                                                |Star                               |20 34 54.5906073240 -41 59 13.052340276|359.1463465412794 -36.4170627115752| 17.790 -25.656   |7.26     |A5V                |    ~     ~    |    1|  267.716   pc  |  -2.2003     +2.2003    |paral   |2020yCat.1350....0G
3592|HD 196211                                                                                                |High Proper Motion Star            |20 37 23.7794024640 -42 02 19.668137028|359.1365548362944 -36.8817553687893|-55.612 -104.478  |10.08    |G5V                |    ~     ~    |    1|   95.621   pc  |  -0.8896     +0.8896    |ST-L    |2020AJ....160...83S
3593|HD 196356                                                                                                |Star                               |20 38 28.2347271096 -42 32 45.054457764|358.5254696824040 -37.1234325138735| 35.155 -17.228   |10.22    |G3V                |    ~     ~    |    1|  150.096   pc  |  -0.4663     +0.4663    |paral   |2020yCat.1350....0G
3594|HD 196433                                                                                                |Star                               |20 38 55.4970185712 -42 05 59.041697748|359.0920098656704 -37.1697268631407|    3.491 0.038   |9.68     |G8/K0(III)         |    ~     ~    |    1|  548.366   pc  |  -5.2323     +5.2323    |paral   |2020yCat.1350....0G
3595|HD 196476                                                                                                |Star                               |20 39 12.9826779816 -42 02 18.907434744|359.1743357964436 -37.2183424550379|  -4.927 16.956   |8.75     |K0III              |    ~     ~    |    1|  503.423   pc  |  -5.4489     +5.4489    |paral   |2020yCat.1350....0G
3596|HD 196515                                                                                                |Star                               |20 39 31.3989454680 -42 03 30.764454696|359.1554810276596 -37.2768233042690|  -0.287 17.091   |9.81     |F5V                |    ~     ~    |    1|  180.600   pc  |  -2.1100     +2.1100    |ST-L    |2020AJ....160...83S
3597|HD 196535                                                                                                |Star                               |20 39 36.9546923352 -42 49 24.099863520|358.1986035824650 -37.3549491093840|   -0.170 0.178   |8.62     |F2V                |    ~     ~    |    1|  125.604   pc  |  -0.4291     +0.4291    |paral   |2020yCat.1350....0G
3598|CD-43 14113                                                                                              |High Proper Motion Star            |20 39 43.1202437376 -42 50 25.892332476|358.1788316129407 -37.3750142464484|-25.698 -110.930  |10.38    |G0                 |    ~     ~    |    1|  146.259   pc  |  -1.3350     +1.3350    |ST-L    |2020AJ....160...83S
3599|HD 196748                                                                                                |Star                               |20 40 55.6256676384 -42 23 48.078929256|358.7575883176322 -37.5631992447380|   11.843 8.731   |6.26     |G6III              |    ~     ~    |    1|  150.396   pc  |  -0.5994     +0.5994    |paral   |2020yCat.1350....0G
3600|CD-42 15029B                                                                                             |Star                               |20 40 54.0551856600 -42 23 38.485559292|358.7604718223513 -37.5581762735777|   11.421 9.470   |10.04    |~                  |    ~     ~    |    1|  151.133   pc  |  -0.4089     +0.4089    |paral   |2020yCat.1350....0G
3601|CD-42 15033                                                                                              |Star                               |20 41 14.5397963448 -42 07 27.025947912|359.1061616770807 -37.6000523732672|  5.394 -30.550   |10.274   |G0                 |    ~     ~    |    1|  196.330   pc  |  -2.1680     +2.1680    |ST-L    |2020AJ....160...83S
3602|V* AV Mic                                                                                                |Long-Period Variable Candidate     |20 41 24.6644930928 -42 08 01.608644796|359.0972021165845 -37.6320020330119| 47.006 -33.595   |6.35     |M4III              |    ~     ~    |    1|  252.698   pc  |  -5.2170     +5.2170    |paral   |2020yCat.1350....0G
3603|HD 196862                                                                                                |Star                               |20 41 36.2303513808 -42 15 56.978066088|358.9344272902474 -37.6778669030285|  -4.119 -8.126   |9.59     |G8IV/V             |    ~     ~    |    1|  603.537   pc  |  -5.0267     +5.0267    |paral   |2020yCat.1350....0G
3604|HD 196874                                                                                                |Star                               |20 41 41.3942894736 -42 16 02.600072976|358.9339993353516 -37.6938623594184|  -6.832 -9.300   |9.73     |G8IV/V             |    ~     ~    |    1| 1344.628   pc  | -30.5556    +30.5556    |paral   |2020yCat.1350....0G
3605|HD 196951                                                                                                |Star                               |20 42 07.4198201520 -42 26 13.122945672|358.7277090317500 -37.7864390192463|  11.329 -0.837   |9.85     |K2(III)            |    ~     ~    |    1|  534.588   pc  |  -4.7726     +4.7726    |paral   |2020yCat.1350....0G
3606|HD 196965                                                                                                |Star                               |20 42 13.4219610432 -42 23 29.404685436|358.7868131379909 -37.8015293785946|   -6.697 3.197   |9.05     |K3III              |    ~     ~    |    1|  706.414   pc  |  -8.9325     +8.9325    |paral   |2020yCat.1350....0G
3607|HD 197032                                                                                                |Star                               |20 42 33.4039893288 -42 00 29.621653704|359.2764967351758 -37.8341388432389|   -4.635 2.063   |9.75     |F2V                |    ~     ~    |    1|  313.195   pc  |  -6.6920     +6.6920    |ST-L    |2020AJ....160...83S
3608|HD 197113                                                                                                |Star                               |20 43 04.7428652664 -42 05 20.911027920|359.1836427512876 -37.9369912339727|  14.329 19.932   |8.49     |K2III              |    ~     ~    |    1|  369.740   pc  |  -4.0602     +4.0602    |paral   |2020yCat.1350....0G
3609|HD 197200                                                                                                |Star                               |20 43 44.5110305424 -42 02 54.458604024|359.2467312168416 -38.0566314958893| 20.004 -41.592   |10.29    |G1V                |    ~     ~    |    1|  139.295   pc  |  -1.0870     +1.0870    |ST-L    |2020AJ....160...83S
3610|HD 196897                                                                                                |High Proper Motion Star            |20 41 46.5326919024 -42 33 41.916381480|358.5645501373577 -37.7314888146435| 43.252 -30.582   |9.48     |G3/5V              |    ~     ~    |    1|  156.355   pc  |  -0.4694     +0.4694    |paral   |2020yCat.1350....0G
3611|CD-43 14106                                                                                              |Star                               |20 38 54.4323567672 -42 53 04.243435044|358.1096653585659 -37.2300347672420|   4.604 -5.802   |10.91    |~                  |    ~     ~    |    1|  797.194   pc  | -13.5365    +13.5365    |paral   |2020yCat.1350....0G
3612|CD-41 14108                                                                                              |Star                               |20 35 38.0866737816 -41 30 38.582655012|359.7523843276076 -36.5037471507647| 31.160 -34.082   |10.661   |~                  |    ~     ~    |    1|  275.744   pc  |  -5.4770     +5.4770    |ST-L    |2020AJ....160...83S
3613|CD-42 15040                                                                                              |Star                               |20 41 49.1321062776 -42 12 06.912231516|359.0188160885196 -37.7126446782609|  0.282 -33.424   |10.39    |~                  |    ~     ~    |    1|  137.251   pc  |  -1.0920     +1.0920    |ST-L    |2020AJ....160...83S
3614|CD-42 15050                                                                                              |Star                               |20 42 53.1533967720 -41 55 39.569643984|359.3842557850650 -37.8888849252182| 29.972 -38.210   |10.39    |~                  |    ~     ~    |    1|  237.769   pc  | -19.7300    +19.7300    |ST-L    |2020AJ....160...83S
3615|CD-43 14117                                                                                              |High Proper Motion Star            |20 39 51.9569460168 -42 38 16.928387988|358.4354981890771 -37.3867271045723|-44.111 -43.150   |10.17    |~                  |    ~     ~    |    1| 1450.200   pc  |-179.4000   +179.4000    |ST-L    |2020AJ....160...83S
3616|CD-42 15026                                                                                              |Star                               |20 40 40.4708517528 -41 51 14.968297044|359.4346022417597 -37.4727302909332| -4.883 -27.823   |10.20    |~                  |    ~     ~    |    1|  998.819   pc  | -63.7500    +63.7500    |ST-L    |2020AJ....160...83S
3617|TYC 7971-25-1                                                                                            |Star                               |20 42 13.1478261576 -42 29 34.268750700|358.6587983333494 -37.8080451947233|   -8.295 3.874   |10.70    |~                  |    ~     ~    |    1| 1256.913   pc  | -28.5949    +28.5949    |paral   |2020yCat.1350....0G
3618|CD-43 14150                                                                                              |Star                               |20 42 41.2384667232 -42 41 29.797855620|358.4153041762410 -37.9078979938737| 11.429 -20.899   |10.181   |~                  |    ~     ~    |    1|  644.355   pc  | -21.1200    +21.1200    |ST-L    |2020AJ....160...83S
3619|CD-42 15066                                                                                              |Star                               |20 44 26.8241524728 -41 51 00.358206732|359.5105110482658 -38.1726900807966|  -3.288 -5.475   |10.99    |~                  |    ~     ~    |    1| 2563.445   pc  |-185.3093   +185.3093    |paral   |2020yCat.1350....0G
3620|TYC 7954-22-1                                                                                            |Star                               |20 35 10.8290072520 -40 53 17.396896452|000.5102967454817 -36.3521053177689|   0.910 -7.926   |10.70    |~                  |    ~     ~    |    1| 1672.520   pc  | -55.9465    +55.9465    |paral   |2020yCat.1350....0G
3621|TYC 7954-56-1                                                                                            |Star                               |20 37 46.8837806016 -41 01 24.698402580|000.4083733273502 -36.8548661514178|   4.386 -9.480   |10.65    |~                  |    ~     ~    |    1|  842.679   pc  | -34.5200    +34.5200    |ST-L    |2020AJ....160...83S
3622|TYC 7954-690-1                                                                                           |Star                               |20 35 50.2319565408 -40 55 25.770843156|000.4833071907885 -36.4793715555778|   -4.762 0.277   |10.39    |~                  |    ~     ~    |    1|  775.784   pc  | -29.3800    +29.3800    |ST-L    |2020AJ....160...83S
3623|TYC 7954-700-1                                                                                           |Star                               |20 35 15.8410564608 -41 02 35.692916496|000.3210464971915 -36.3849238855783|-13.600 -14.631   |10.38    |~                  |    ~     ~    |    1|  427.753   pc  |  -3.1471     +3.1471    |paral   |2020yCat.1350....0G
3624|TYC 7954-1262-1                                                                                          |Star                               |20 37 19.4941550856 -40 39 47.310134112|000.8444204465768 -36.7307754276268|   8.144 -2.848   |10.31    |~                  |    ~     ~    |    1|  678.947   pc  | -21.2800    +21.2800    |ST-L    |2020AJ....160...83S
3625|TYC 7954-1283-1                                                                                          |Star                               |20 39 46.8859052256 -41 13 17.916622392|000.2082289234591 -37.2493362994020|  -5.316 13.002   |10.87    |~                  |    ~     ~    |    1|  286.031   pc  |  -5.8340     +5.8340    |ST-L    |2020AJ....160...83S
3626|TYC 7954-1328-1                                                                                          |Star                               |20 39 56.0568740136 -41 13 57.867564468|000.1977830690432 -37.2790012162884|   3.516 -4.076   |10.11    |~                  |    ~     ~    |    1|  646.069   pc  | -25.3200    +25.3200    |ST-L    |2020AJ....160...83S
3627|TYC 7958-211-1                                                                                           |Star                               |20 39 48.2154811896 -42 47 15.615886344|358.2466213931612 -37.3866113474925|   -2.388 2.049   |10.81    |~                  |    ~     ~    |    1|  433.484   pc  | -11.4400    +11.4400    |ST-L    |2020AJ....160...83S
3628|TYC 7958-254-1                                                                                           |Star                               |20 31 12.4985325552 -41 18 25.822811124|359.8901543955145 -35.6564725445055|  8.079 -15.423   |10.981   |~                  |    ~     ~    |    1|  567.027   pc  | -20.3800    +20.3800    |ST-L    |2020AJ....160...83S
3629|TYC 7958-279-1                                                                                           |Star                               |20 35 07.4395711944 -41 23 53.400342732|359.8791838958441 -36.3968616578945|  -1.996 -4.984   |10.11    |~                  |    ~     ~    |    1| 1337.793   pc  | -34.3620    +34.3620    |paral   |2020yCat.1350....0G
3630|TYC 7958-338-1                                                                                           |Star                               |20 34 06.1622618856 -42 10 51.682399932|358.8882900293297 -36.2870928247374|   -0.238 1.837   |10.99    |~                  |    ~     ~    |    1|  266.276   pc  |  -1.7442     +1.7442    |paral   |2020yCat.1350....0G
3631|TYC 7958-374-1                                                                                           |Star                               |20 38 32.9267133864 -42 41 29.963898960|358.3446140152623 -37.1495030167587|  -28.501 7.534   |10.78    |~                  |    ~     ~    |    1|  224.019   pc  |  -0.6574     +0.6574    |paral   |2020yCat.1350....0G
3632|TYC 7958-399-1                                                                                           |Star                               |20 34 17.5272869952 -41 54 52.333097004|359.2216109685551 -36.2955632847784| 29.349 -31.678   |10.84    |~                  |    ~     ~    |    1|  648.214   pc  |  -8.5297     +8.5297    |paral   |2020yCat.1350....0G
3633|TYC 7958-532-1                                                                                           |Star                               |20 34 10.6639738776 -41 28 14.198760732|359.7664358507781 -36.2281928435613|   1.132 -2.696   |10.91    |~                  |    ~     ~    |    1|  992.457   pc  | -16.0550    +16.0550    |paral   |2020yCat.1350....0G
3634|TYC 7958-550-1                                                                                           |Star                               |20 37 37.7933878416 -42 21 09.571695660|358.7503303522562 -36.9526840892058| 34.045 -31.182   |10.77    |~                  |    ~     ~    |    1|  112.831   pc  |  -0.7740     +0.7740    |ST-L    |2020AJ....160...83S
3635|TYC 7958-779-1                                                                                           |Star                               |20 34 33.6957854832 -42 51 44.792755668|358.0555711416334 -36.4347335041389|   5.750 -6.593   |10.64    |~                  |    ~     ~    |    1|  306.871   pc  |  -1.6009     +1.6009    |paral   |2020yCat.1350....0G
3636|TYC 7958-915-1                                                                                           |Star                               |20 38 47.2906486032 -42 18 02.482923456|358.8380460532112 -37.1615701381919|    5.216 2.862   |10.82    |~                  |    ~     ~    |    1| 1041.775   pc  | -17.1477    +17.1477    |paral   |2020yCat.1350....0G
3637|TYC 7958-1018-1                                                                                          |Star                               |20 38 09.5929360440 -42 49 12.508101372|358.1769061662859 -37.0885003588608|   8.229 -1.117   |10.54    |~                  |    ~     ~    |    1| 1063.050   pc  | -59.3100    +59.3100    |ST-L    |2020AJ....160...83S
3638|TYC 7958-1074-1                                                                                          |Star                               |20 31 55.4595333768 -42 21 58.454929656|358.6104315655157 -35.9046292868666|    6.372 6.130   |10.176   |~                  |    ~     ~    |    1|  308.668   pc  |  -5.7310     +5.7310    |ST-L    |2020AJ....160...83S
3639|TYC 7958-1335-1                                                                                          |Star                               |20 39 48.9082036824 -43 00 00.725883480|357.9800195949022 -37.4042828568902|  -2.173 -2.079   |10.72    |~                  |    ~     ~    |    1|  491.884   pc  |  -4.4761     +4.4761    |paral   |2020yCat.1350....0G
3640|TYC 7962-415-1                                                                                           |Star                               |20 38 04.7379301608 -43 07 57.752867208|357.7847806619450 -37.0977610364108|  8.302 -23.214   |10.23    |~                  |    ~     ~    |    1|  875.274   pc  |  -9.9593     +9.9593    |paral   |2020yCat.1350....0G
3641|TYC 7962-719-1                                                                                           |Star                               |20 35 26.4565637448 -43 09 22.813312104|357.7081763763895 -36.6199013881462|  4.375 -21.552   |10.64    |~                  |    ~     ~    |    1|  616.599   pc  |  -7.5659     +7.5659    |paral   |2020yCat.1350....0G
3642|TYC 7967-535-1                                                                                           |Star                               |20 40 00.8002132488 -41 12 39.252181644|000.2268791575473 -37.2917276841512|  5.679 -17.428   |10.89    |~                  |    ~     ~    |    1|  837.412   pc  | -41.5000    +41.5000    |ST-L    |2020AJ....160...83S
3643|TYC 7971-6-1                                                                                             |Star                               |20 40 29.7584971440 -41 34 24.858383988|359.7830345623162 -37.4151923331600| 23.383 -13.875   |10.88    |~                  |    ~     ~    |    1|  286.986   pc  |  -4.5980     +4.5980    |ST-L    |2020AJ....160...83S
3644|TYC 7971-66-1                                                                                            |Star                               |20 40 54.5276631264 -41 41 33.175695912|359.6422301517432 -37.5024463741219|  1.356 -27.028   |10.69    |~                  |    ~     ~    |    1|  587.929   pc  | -20.3000    +20.3000    |ST-L    |2020AJ....160...83S
3645|TYC 7971-101-1                                                                                           |Star                               |20 42 27.4621547568 -42 34 55.691279328|358.5499864705598 -37.8582185001657|-13.919 -10.618   |10.66    |~                  |    ~     ~    |    1|  575.805   pc  |  -5.9016     +5.9016    |paral   |2020yCat.1350....0G
3646|TYC 7971-476-1                                                                                           |Star                               |20 43 32.1404196072 -42 26 43.427304024|358.7404837091652 -38.0468852924890|    9.488 1.879   |10.896   |~                  |    ~     ~    |    1| 1112.170   pc  | -59.4400    +59.4400    |ST-L    |2020AJ....160...83S
3647|TYC 7971-844-1                                                                                           |Star                               |20 44 02.1824246280 -42 31 37.563082176|358.6448383030689 -38.1445111565236| 31.787 -17.648   |10.66    |~                  |    ~     ~    |    1|  198.058   pc  |  -2.2560     +2.2560    |ST-L    |2020AJ....160...83S
3648|HD 196514                                                                                                |Star                               |20 39 22.7977197840 -40 25 01.526030976|001.2030879018178 -37.0923551974393|   16.842 3.298   |9.48     |A8/9V              |    ~     ~    |    1|  358.205   pc  |  -2.8998     +2.8998    |paral   |2020yCat.1350....0G
3649|HD 196765                                                                                                |High Proper Motion Star            |20 40 54.0653526192 -40 50 56.752045908|000.7002032283043 -37.4235847682628|-11.030 -56.696   |10.35    |G6/8               |    ~     ~    |    1|  185.435   pc  |  -1.9870     +1.9870    |ST-L    |2020AJ....160...83S
3650|HD 196781                                                                                                |Star                               |20 41 01.1947026696 -40 34 29.396184636|001.0466534868092 -37.4188254082301|  25.659 37.610   |9.80     |G6V                |    ~     ~    |    1|   75.005   pc  |  -0.3720     +0.3720    |ST-L    |2020AJ....160...83S
3651|HD 197031                                                                                                |Star                               |20 42 30.0630349032 -41 13 34.306049388|000.2616817852963 -37.7589776257116|  14.486 30.271   |10.25    |G5V                |    ~     ~    |    1|  112.793   pc  |  -0.2494     +0.2494    |paral   |2020yCat.1350....0G
3652|HD 197094                                                                                                |High Proper Motion Star            |20 42 50.3115281136 -40 51 38.430047664|000.7294905025026 -37.7893861686886|-19.678 -50.785   |8.64     |F5V                |    ~     ~    |    1|  138.343   pc  |  -0.3866     +0.3866    |paral   |2020yCat.1350....0G
3653|CD-41 14187                                                                                              |Star                               |20 43 09.0041676960 -41 11 16.632861108|000.3234390874223 -37.8772291880851| 27.115 -27.892   |10.49    |~                  |    ~     ~    |    1|  273.288   pc  |  -4.5160     +4.5160    |ST-L    |2020AJ....160...83S
3654|CD-41 14193                                                                                              |Star                               |20 44 11.3852910792 -41 08 14.652178224|000.4086604864451 -38.0678408518651|-15.864 -22.000   |10.57    |~                  |    ~     ~    |    1|  531.666   pc  | -18.0500    +18.0500    |ST-L    |2020AJ....160...83S
3655|HD 196921                                                                                                |Spectroscopic Binary               |20 41 46.9097710440 -40 10 04.360726704|001.5754352461485 -37.5214983474110|  -3.210 -0.071   |10.39    |A2+F2/3(III)       |    ~     ~    |    1|  422.891   pc  | -17.0700    +17.0700    |ST-L    |2020AJ....160...83S
3656|HD 196922                                                                                                |Star                               |20 41 43.2039149760 -40 25 23.557547352|001.2536459129634 -37.5359639949386|  4.311 -14.143   |8.72     |K2III              |    ~     ~    |    1|  511.430   pc  |  -8.1084     +8.1084    |paral   |2020yCat.1350....0G
3657|HD 197030                                                                                                |Star                               |20 42 28.6225894560 -40 26 45.969324792|001.2430392653984 -37.6815721672521|    1.718 2.569   |9.57     |K0/1III+(F/G)      |    ~     ~    |    1|  778.028   pc  | -37.3488    +37.3488    |paral   |2020yCat.1350....0G
3658|HD 197216                                                                                                |Star                               |20 43 41.9762154576 -40 03 37.207406556|001.7581053956708 -37.8752135256441| 22.604 -11.590   |8.01     |K0III              |    ~     ~    |    1|  291.070   pc  |  -1.8639     +1.8639    |paral   |2020yCat.1350....0G
3659|HD 197356                                                                                                |Star                               |20 44 32.6201975760 -40 50 28.698903204|000.7907957590525 -38.1087777676278|  5.262 -16.697   |9.54     |G8III              |    ~     ~    |    1|  508.027   pc  | -18.2987    +18.2987    |paral   |2020yCat.1350....0G
3660|CD-40 14003                                                                                              |Star                               |20 44 31.1195527848 -40 27 58.760125056|001.2647336790864 -38.0700878875251|   -3.896 5.454   |10.729   |~                  |    ~     ~    |    1|  437.206   pc  | -13.5900    +13.5900    |ST-L    |2020AJ....160...83S
3661|TYC 7967-238-1                                                                                           |Star                               |20 44 49.2228364896 -40 27 31.665753540|001.2810249170238 -38.1265312765022| 23.065 -10.083   |10.820   |~                  |    ~     ~    |    1|  789.347   pc  | -39.6400    +39.6400    |ST-L    |2020AJ....160...83S
3662|TYC 7967-336-1                                                                                           |Star                               |20 43 27.2334464976 -40 09 34.890488172|001.6269286174352 -37.8384424669431|   26.494 0.201   |10.70    |~                  |    ~     ~    |    1|   94.212   pc  |  -0.5630     +0.5630    |ST-L    |2020AJ....160...83S
3663|TYC 7967-341-1                                                                                           |Star                               |20 40 04.3356827520 -40 34 03.440874180|001.0325955669146 -37.2390700044666| 10.114 -11.657   |10.94    |~                  |    ~     ~    |    1|  335.248   pc  |  -6.6120     +6.6120    |ST-L    |2020AJ....160...83S
3664|TYC 7967-353-1                                                                                           |Star                               |20 44 12.5064205728 -40 47 00.182481252|000.8569251068646 -38.0404532396421|   -7.445 2.245   |10.425   |~                  |    ~     ~    |    1| 2391.280   pc  |-319.0000   +319.0000    |ST-L    |2020AJ....160...83S
3665|TYC 7967-404-1                                                                                           |Star                               |20 44 22.1349825336 -40 24 30.135118572|001.3346124883400 -38.0362880836555|  -1.316 -2.295   |10.848   |~                  |    ~     ~    |    1|  646.432   pc  | -41.6200    +41.6200    |ST-L    |2020AJ....160...83S
3666|TYC 7967-1043-1                                                                                          |Star                               |20 41 34.3045359960 -40 52 31.589978808|000.6825531059975 -37.5523340486130|  -5.170 -3.827   |10.76    |~                  |    ~     ~    |    1|  911.411   pc  | -35.5527    +35.5527    |paral   |2020yCat.1350....0G
3667|TYC 7967-1306-1                                                                                          |Star                               |20 41 43.1983479624 -40 57 17.066766780|000.5862947490453 -37.5877119425083|   3.505 -5.678   |10.46    |~                  |    ~     ~    |    1|  807.477   pc  | -28.0300    +28.0300    |ST-L    |2020AJ....160...83S
3668|HD 194999                                                                                                |Star                               |20 30 09.7971111408 -40 14 16.285415496|001.1630082447369 -35.3269805273257| 20.748 -11.984   |9.52     |F5V                |    ~     ~    |    1|  138.746   pc  |  -0.3273     +0.3273    |paral   |2020yCat.1350....0G
3669|HD 195599                                                                                                |Double or Multiple Star            |20 33 46.85396 -40 33 25.9357          |000.87972600 -36.05046776          |    19.82 -6.71   |7.0      |A1V                |    ~     ~    |    0|                |                         |        |                   
3670|CD-40 13926B                                                                                             |Star                               |20 33 46.5866364360 -40 33 29.116313064|000.8785160681019 -36.0497330625717|  20.868 -6.402   |8.53     |~                  |    ~     ~    |    1|  184.819   pc  |  -1.1887     +1.1887    |paral   |2020yCat.1350....0G
3671|CD-40 13926C                                                                                             |Spectroscopic Binary               |20 33 52.3379012568 -40 34 53.720168088|000.8523343350887 -36.0706060810125| 28.898 -23.095   |10.88    |~                  |    ~     ~    |    1|  518.323   pc  | -37.8002    +37.8002    |paral   |2020yCat.1350....0G
3672|HD 195864                                                                                                |High Proper Motion Star            |20 35 20.2035186528 -40 17 05.349674076|001.2584938164011 -36.3120193038042| -2.437 -58.474   |8.67     |G2V                |    ~     ~    |    1|   69.423   pc  |  -0.0949     +0.0949    |paral   |2020yCat.1350....0G
3673|HD 195284A                                                                                               |High Proper Motion Star            |20 31 52.7371641704 -40 54 06.064526877|000.4043393052083 -35.7339537389986|87.219 -120.249   |8.34     |K0/2               |    ~     ~    |    1|   41.6406  pc  |  -0.0410     +0.0410    |paral   |2020yCat.1350....0G
3674|HD 195567                                                                                                |Star                               |20 33 38.9033356080 -40 43 33.700823076|000.6687083209797 -36.0455139631133|  10.229 -5.320   |8.80     |M0(III)            |    ~     ~    |    1|  758.380   pc  | -15.1837    +15.1837    |paral   |2020yCat.1350....0G
3675|HD 195801                                                                                                |Star                               |20 34 56.8833001464 -40 42 49.656724380|000.7191559283100 -36.2886874827371|  7.299 -35.274   |9.29     |F6V                |    ~     ~    |    1|  219.616   pc  |  -0.8682     +0.8682    |paral   |2020yCat.1350....0G
3676|HD 195816                                                                                                |Star                               |20 35 03.0284434536 -40 38 33.364354668|000.8096667236796 -36.2998061802610|   3.731 -8.605   |9.55     |K3/4(III)          |    ~     ~    |    1| 1234.263   pc  | -27.2690    +27.2690    |paral   |2020yCat.1350....0G
3677|HD 195845                                                                                                |Star                               |20 35 11.2491345600 -40 41 04.581997044|000.7615776189735 -36.3304333990384|   4.223 -4.469   |10.02    |K0(III)            |    ~     ~    |    1|  649.393   pc  |  -8.6029     +8.6029    |paral   |2020yCat.1350....0G
3678|CD-40 13903                                                                                              |Star                               |20 30 52.4355409752 -39 43 41.303503380|001.8048038542511 -35.3932498498686|  -10.700 8.806   |10.47    |~                  |    ~     ~    |    1|  285.640   pc  |  -4.9100     +4.9100    |ST-L    |2020AJ....160...83S
3679|CD-40 13916                                                                                              |Star                               |20 32 10.7889595920 -40 26 53.037265236|000.9675680101487 -35.7350636982028|  -9.726 -5.521   |10.37    |~                  |    ~     ~    |    1|  296.314   pc  |  -1.5804     +1.5804    |paral   |2020yCat.1350....0G
3680|CD-40 13904                                                                                              |Star                               |20 30 53.3660658792 -39 37 25.044416688|001.9322910113468 -35.3818379110891|  4.068 -26.182   |10.33    |~                  |    ~     ~    |    1| 3222.950   pc  |-688.8000   +688.8000    |ST-L    |2020AJ....160...83S
3681|CD-41 14069                                                                                              |Star                               |20 31 30.4123151256 -40 59 08.666394720|000.2911998368654 -35.6742753461106| -0.349 -17.341   |10.463   |~                  |    ~     ~    |    1|  681.393   pc  | -33.8200    +33.8200    |ST-L    |2020AJ....160...83S
3682|CD-40 13924                                                                                              |Star                               |20 33 25.5312992928 -40 00 10.061769456|001.5493086459489 -35.9148463484732|  9.671 -18.741   |10.33    |~                  |    ~     ~    |    1|  706.714   pc  |  -7.6415     +7.6415    |paral   |2020yCat.1350....0G
3683|TYC 7954-669-1                                                                                           |Star                               |20 35 56.3888210568 -40 24 02.343323880|001.1323810782821 -36.4397399829911| -13.874 -9.258   |10.8     |~                  |    ~     ~    |    1|  665.094   pc  | -26.4300    +26.4300    |ST-L    |2020AJ....160...83S
3684|TYC 7954-817-1                                                                                           |Star                               |20 30 13.1783195160 -40 26 55.538500596|000.9083990717955 -35.3652647451866| -9.072 -29.962   |10.26    |~                  |    ~     ~    |    1|  398.804   pc  |  -2.7515     +2.7515    |paral   |2020yCat.1350....0G
3685|TYC 7954-1047-1                                                                                          |Star                               |20 34 46.9831509072 -40 32 23.619752448|000.9288838589164 -36.2374586999492|  -7.483 -5.324   |10.41    |~                  |    ~     ~    |    1|  615.915   pc  | -16.3501    +16.3501    |paral   |2020yCat.1350....0G
3686|HD 195386                                                                                                |High Proper Motion Star            |20 32 23.3202584160 -38 17 04.839898416|003.6099610382177 -35.4768526988666| 10.120 -74.757   |9.26     |G8V                |    ~     ~    |    1|  497.537   pc  |  -5.0746     +5.0746    |paral   |2020yCat.1350....0G
3687|HD 195814                                                                                                |Star                               |20 34 55.4759718192 -38 05 23.608571244|003.9386540032017 -35.9405511632714| 18.665 -12.048   |6.432    |A5mA7-A9           |    ~     ~    |    1|   66.092   pc  |  -0.1428     +0.1428    |paral   |2020yCat.1350....0G
3688|CD-38 14112                                                                                              |Spectroscopic Binary               |20 35 13.7787373824 -38 02 15.955790496|004.0132845414040 -35.9922587285648|  -2.192 -6.846   |10.60    |~                  |    ~     ~    |    1|  679.717   pc  | -18.9426    +18.9426    |paral   |2020yCat.1350....0G
3689|HD 195028                                                                                                |Star                               |20 30 16.6675189464 -39 13 01.061314248|002.4050884752842 -35.2074414015543|  -6.490 -1.450   |9.31     |K0III              |    ~     ~    |    1|  461.021   pc  |  -3.3581     +3.3581    |paral   |2020yCat.1350....0G
3690|HD 195097                                                                                                |Star                               |20 30 41.4091475808 -39 16 32.789022780|002.3478580097239 -35.2948975577103| -14.356 -6.801   |8.85     |M1(III)            |    ~     ~    |    1|  794.786   pc  | -14.0234    +14.0234    |paral   |2020yCat.1350....0G
3691|HD 195113                                                                                                |Star                               |20 30 48.6041605536 -39 24 43.806786588|002.1864226153032 -35.3371906336789|-31.431 -21.555   |9.52     |G1V                |    ~     ~    |    1|  147.225   pc  |  -1.2780     +1.2780    |ST-L    |2020AJ....160...83S
