C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:42:07

dec >=0&rah >=21.75&rah< 22.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 6448

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3662|BD+16 4621                                                                                               |Star                              |21 53 25.3800337488 +17 26 23.682194592|073.7200964146477 -27.9632371272487| -42.173 12.127   |10.83    |G5              |    ~     ~    |    1|  194.974   pc  |  -0.6120     +0.6120  |paral   |2020yCat.1350....0G
3663|BD+16 4622                                                                                               |Variable Star                     |21 53 36.0 +17 35 00                   |073.8685 -27.8914                  |            ~ ~   |8.8      |~               |    ~     ~    |    0|                |                       |        |                   
3664|TYC 1670-644-1                                                                                           |Star                              |21 48 22.8351803976 +17 26 26.204495712|072.7674064278257 -27.1072274929395|  13.034 -2.866   |10.81    |~               |    ~     ~    |    1|  557.258   pc  | -17.3901    +17.3901  |paral   |2020yCat.1350....0G
3665|TYC 1666-117-1                                                                                           |Star                              |21 45 26.1433302984 +16 43 02.926956324|071.6338909923316 -27.1012057424849|-11.164 -23.506   |9.57     |~               |    ~     ~    |    1|  568.731   pc  |  -5.4664     +5.4664  |paral   |2020yCat.1350....0G
3666|TYC 1670-11-1                                                                                            |Star                              |21 51 45.0462406008 +18 32 46.636910916|074.2820210749035 -26.8986135966750|    4.175 5.960   |10.17    |~               |    ~     ~    |    1|  489.093   pc  |  -4.8799     +4.8799  |paral   |2020yCat.1350....0G
3667|TYC 1670-22-1                                                                                            |Star                              |21 47 54.7276494144 +18 23 55.269250584|073.4468115478686 -26.3574678091841| -11.494 -8.395   |10.459   |~               |    ~     ~    |    1|  376.478   pc  |  -2.7780     +2.7780  |paral   |2020yCat.1350....0G
3668|TYC 1670-86-1                                                                                            |Star                              |21 50 01.8383541816 +17 00 17.943027876|072.7261770183873 -27.6934697440097|  -7.124 -8.369   |9.80     |~               |    ~     ~    |    1|  922.424   pc  | -12.7630    +12.7630  |paral   |2020yCat.1350....0G
3669|TYC 1670-157-1                                                                                           |Star                              |21 49 51.4610888760 +18 38 07.405377828|073.9970646682522 -26.5186625541470|  -0.578 -7.015   |10.66    |~               |    ~     ~    |    1|  254.654   pc  |  -1.0765     +1.0765  |paral   |2020yCat.1350....0G
3670|TYC 1670-180-1                                                                                           |Star                              |21 49 27.6800247888 +18 17 48.530942736|073.6543812000099 -26.6906706164948|-20.413 -10.260   |10.56    |~               |    ~     ~    |    1|  411.760   pc  |  -3.5944     +3.5944  |paral   |2020yCat.1350....0G
3671|TYC 1670-221-1                                                                                           |Star                              |21 45 20.1828550728 +18 21 09.182486232|072.9345217889220 -25.9523399061244|-21.882 -24.266   |10.39    |~               |    ~     ~    |    1|  272.844   pc  |  -1.2358     +1.2358  |paral   |2020yCat.1350....0G
3672|TYC 1670-297-1                                                                                           |Star                              |21 47 09.8595086544 +18 43 09.222010068|073.5630705766198 -26.0063660006898|-18.525 -14.655   |9.18     |~               |    ~     ~    |    1|  629.089   pc  | -10.8832    +10.8832  |paral   |2020yCat.1350....0G
3673|TYC 1670-299-1                                                                                           |Star                              |21 50 03.9300838632 +17 38 04.060592376|073.2390660488403 -27.2584368304057| 37.509 -18.738   |10.67    |~               |    ~     ~    |    1|  288.934   pc  |  -1.2773     +1.2773  |paral   |2020yCat.1350....0G
3674|TYC 1670-336-1                                                                                           |Star                              |21 51 40.3486930152 +17 00 22.810270428|073.0382795134342 -27.9725657032565|   2.488 -7.069   |10.50    |~               |    ~     ~    |    1|  786.844   pc  | -12.2586    +12.2586  |paral   |2020yCat.1350....0G
3675|TYC 1670-342-1                                                                                           |Star                              |21 50 12.2676019752 +16 58 57.807097608|072.7410205844954 -27.7387453867977|  45.480 -8.056   |10.27    |~               |    ~     ~    |    1|  101.509   pc  |  -0.1906     +0.1906  |paral   |2020yCat.1350....0G
3676|TYC 1670-347-1                                                                                           |Red Giant Branch star Candidate   |21 50 50.9639667504 +18 24 39.669765840|074.0052707119305 -26.8435522474921|  -3.383 -5.959   |10.26    |~               |    ~     ~    |    1| 1150.616   pc  | -25.6840    +25.6840  |paral   |2020yCat.1350....0G
3677|TYC 1670-362-1                                                                                           |Star                              |21 50 24.1337344464 +18 00 10.751533488|073.5968918716719 -27.0562743285701|    7.388 0.204   |10.37    |~               |    ~     ~    |    1|  502.892   pc  |  -4.9568     +4.9568  |paral   |2020yCat.1350....0G
3678|TYC 1670-403-1                                                                                           |Star                              |21 50 34.1862452736 +18 23 18.705094836|073.9349046968369 -26.8125190153075|-11.275 -33.809   |10.54    |~               |    ~     ~    |    1|  313.844   pc  |  -1.9306     +1.9306  |paral   |2020yCat.1350....0G
3679|TYC 1670-549-1                                                                                           |Star                              |21 51 29.1139275072 +17 24 35.325997848|073.3271212457110 -27.6570838801870| 11.948 -13.811   |10.86    |~               |    ~     ~    |    1|  347.899   pc  |  -2.4570     +2.4570  |paral   |2020yCat.1350....0G
3680|TYC 1670-591-1                                                                                           |Star                              |21 50 25.4547527712 +18 34 00.333553656|074.0488054686547 -26.6621554576212|   8.303 -0.272   |10.92    |~               |    ~     ~    |    1|  587.820   pc  |  -5.6322     +5.6322  |paral   |2020yCat.1350....0G
3681|TYC 1670-658-1                                                                                           |High Proper Motion Star           |21 49 47.6321603928 +17 39 03.601492452|073.2012415772393 -27.2007282900336|-49.068 -59.696   |10.91    |~               |    ~     ~    |    1|  267.630   pc  | -12.4916    +12.4916  |paral   |2020yCat.1350....0G
3682|TYC 1670-703-1                                                                                           |Star                              |21 45 01.5128302656 +17 54 42.424016616|072.5242734236827 -26.2052479034067|    1.711 3.073   |10.96    |~               |    ~     ~    |    1|  665.513   pc  |  -8.9910     +8.9910  |paral   |2020yCat.1350....0G
3683|TYC 1670-827-1                                                                                           |Star                              |21 45 29.0613883824 +17 40 19.933290300|072.4161091462842 -26.4500870874272| 20.163 -12.803   |10.70    |~               |    ~     ~    |    1|  641.684   pc  |  -7.9058     +7.9058  |paral   |2020yCat.1350....0G
3684|TYC 1674-651-1                                                                                           |Star                              |21 49 25.9525296528 +18 52 32.128755312|074.1075960083312 -26.2777826361458| -3.404 -11.985   |9.72     |~               |    ~     ~    |    1|  312.373   pc  |  -2.7517     +2.7517  |paral   |2020yCat.1350....0G
3685|TYC 1674-832-1                                                                                           |Star                              |21 46 29.4414475848 +18 55 55.142600448|073.6076009509123 -25.7435582863462|   19.205 6.625   |9.95     |~               |    ~     ~    |    1|  196.464   pc  |  -1.2120     +1.2120  |paral   |2020yCat.1350....0G
3686|TYC 1683-419-1                                                                                           |Star                              |21 53 53.0862392520 +17 27 59.911890696|073.8298173100732 -28.0220253234996|   12.261 1.198   |10.3     |~               |    ~     ~    |    1|  861.104   pc  | -10.9742    +10.9742  |paral   |2020yCat.1350....0G
3687|TYC 1683-687-1                                                                                           |Star                              |21 56 04.7958926544 +17 34 48.915412068|074.3427162886793 -28.3089429389340| 15.080 -11.927   |10.38    |~               |    ~     ~    |    1|  257.639   pc  |  -2.1440     +2.1440  |paral   |2020yCat.1350....0G
3688|TYC 1683-822-1                                                                                           |Star                              |21 55 31.6879879824 +18 34 20.548646184|075.0206727237226 -27.5073322925633|  16.368 -6.462   |10.33    |~               |    ~     ~    |    1|  689.513   pc  |  -6.7986     +6.7986  |paral   |2020yCat.1350....0G
3689|TYC 1683-845-1                                                                                           |High Proper Motion Star           |21 55 03.2062654632 +18 44 05.531320752|075.0573955399469 -27.3124358480283|-40.131 -37.430   |10.58    |~               |    ~     ~    |    1|  203.853   pc  |  -2.0279     +2.0279  |paral   |2020yCat.1350....0G
3690|TYC 1683-886-1                                                                                           |Star                              |21 55 53.4988750632 +18 30 13.588355376|075.0365136975280 -27.6165699309610|  -6.555 -4.622   |9.94     |~               |    ~     ~    |    1| 1299.376   pc  | -48.4565    +48.4565  |paral   |2020yCat.1350....0G
3691|TYC 1683-958-1                                                                                           |Star                              |21 54 13.9880060904 +18 16 35.420225088|074.5398566792857 -27.5043437142688|    1.344 0.104   |9.95     |~               |    ~     ~    |    0|                |                       |        |                   
3692|TYC 1683-1116-1                                                                                          |Star                              |21 56 14.0727170976 +18 19 32.576590884|074.9623986874118 -27.8010011598437|  -2.781 -2.613   |10.00    |~               |    ~     ~    |    1| 1038.745   pc  | -19.0982    +19.0982  |paral   |2020yCat.1350....0G
3693|TYC 1683-1164-1                                                                                          |Star                              |21 53 35.3651548608 +18 40 38.206820676|074.7332626355722 -27.1114267410524|  11.854 23.375   |10.89    |~               |    ~     ~    |    1|  383.627   pc  |  -2.8551     +2.8551  |paral   |2020yCat.1350....0G
3694|TYC 1683-1256-1                                                                                          |Star                              |21 55 37.0029292296 +17 59 22.800810048|074.5782112332279 -27.9392899958834| -4.971 -11.064   |9.79     |~               |    ~     ~    |    1|  662.208   pc  |  -8.2003     +8.2003  |paral   |2020yCat.1350....0G
3695|TYC 1683-1295-1                                                                                          |Star                              |21 54 36.3968981088 +18 00 04.963184172|074.3935694580072 -27.7627457923854|  -6.065 -8.732   |10.02    |~               |    ~     ~    |    1|  313.038   pc  |  -2.0970     +2.0970  |paral   |2020yCat.1350....0G
3696|TYC 1683-1351-1                                                                                          |Star                              |21 53 49.6709020056 +17 43 33.092393628|074.0256675831553 -27.8285498843706|    2.428 6.739   |10.03    |~               |    ~     ~    |    1| 1211.387   pc  | -29.7894    +29.7894  |paral   |2020yCat.1350....0G
3697|TYC 1683-1456-1                                                                                          |Star                              |21 53 40.1302164552 +17 54 19.275079464|074.1380615768533 -27.6744154573437| 18.003 -10.754   |10.04    |~               |    ~     ~    |    1|  220.551   pc  |  -1.2501     +1.2501  |paral   |2020yCat.1350....0G
3698|TYC 1683-1719-1                                                                                          |Star                              |21 53 07.5500277480 +17 22 11.462961000|073.6072544383742 -27.9626984058647|    8.070 5.442   |10.96    |~               |    ~     ~    |    1|  438.539   pc  | -41.6557    +41.6557  |paral   |2020yCat.1350....0G
3699|TYC 1683-1727-1                                                                                          |Star                              |21 52 18.3326491176 +17 21 26.803040976|073.4409335254901 -27.8328658276069|  -6.661 -8.829   |10.65    |~               |    ~     ~    |    1|  337.120   pc  |  -2.5230     +2.5230  |paral   |2020yCat.1350....0G
3700|TYC 1683-1759-1                                                                                          |High Proper Motion Star           |21 53 14.6436446544 +17 13 05.735928504|073.5083566828397 -28.0898001472086| 44.937 -88.024   |10.78    |~               |    ~     ~    |    1|  145.796   pc  |  -0.3252     +0.3252  |paral   |2020yCat.1350....0G
3701|TYC 1683-1774-1                                                                                          |Spectroscopic Binary              |21 52 54.6087123816 +18 02 21.246748728|074.0998892616753 -27.4523127014393|   19.766 5.574   |10.63    |~               |    ~     ~    |    1|  307.012   pc  |  -1.9323     +1.9323  |paral   |2020yCat.1350....0G
3702|TYC 1683-1783-1                                                                                          |Star                              |21 52 09.7625643240 +17 01 56.498106576|073.1525435392623 -28.0376289580899|  -3.151 -7.246   |10.32    |~               |    ~     ~    |    1| 2222.716   pc  |-105.7260   +105.7260  |paral   |2020yCat.1350....0G
3703|TYC 1683-1795-1                                                                                          |Star                              |21 53 04.0052756112 +17 15 55.890664092|073.5123744522360 -28.0264468075789|-13.380 -12.954   |10.30    |~               |    ~     ~    |    1|  210.953   pc  |  -0.8945     +0.8945  |paral   |2020yCat.1350....0G
3704|TYC 1683-1797-1                                                                                          |High Proper Motion Star           |21 52 19.0191075840 +16 56 00.023689968|073.1021727148410 -28.1334980516936| 27.162 -96.535   |10.75    |~               |    ~     ~    |    1|  163.124   pc  |  -0.4550     +0.4550  |paral   |2020yCat.1350....0G
3705|TYC 1683-1827-1                                                                                          |Star                              |21 52 32.6293225296 +18 16 43.138709220|074.2202156713398 -27.2210844540495|   10.908 0.680   |10.78    |~               |    ~     ~    |    1|  253.620   pc  |  -1.3701     +1.3701  |paral   |2020yCat.1350....0G
3706|TYC 1683-1833-1                                                                                          |Star                              |21 53 18.8428846872 +18 34 34.911702660|074.6015122111065 -27.1376904517776|  12.630 -5.754   |10.86    |~               |    ~     ~    |    1|  266.994   pc  |  -1.4685     +1.4685  |paral   |2020yCat.1350....0G
3707|TYC 1687-1109-1                                                                                          |Star                              |21 54 19.5230505192 +19 14 03.044513544|075.3093865898556 -26.8343281620898|   6.521 -4.438   |10.65    |~               |    ~     ~    |    1|  514.589   pc  | -13.5843    +13.5843  |paral   |2020yCat.1350....0G
3708|TYC 1687-1873-1                                                                                          |Star                              |21 52 09.3967624560 +18 48 26.202576888|074.5643916549292 -26.7808213161056|  12.007 -3.287   |10.82    |~               |    ~     ~    |    1|  636.173   pc  | -13.1533    +13.1533  |paral   |2020yCat.1350....0G
3709|TYC 1687-1893-1                                                                                          |Star                              |21 52 22.5784869192 +19 18 56.352975444|075.0046143842405 -26.4548656275985|  15.783 -5.096   |9.75     |~               |    ~     ~    |    1|  821.355   pc  | -19.0919    +19.0919  |paral   |2020yCat.1350....0G
3710|TYC 1687-1897-1                                                                                          |Star                              |21 53 09.9060783864 +18 45 29.015596296|074.7163118064474 -26.9833972102789| -6.290 -11.294   |9.61     |~               |    ~     ~    |    1|  519.265   pc  |  -4.0445     +4.0445  |paral   |2020yCat.1350....0G
3711|TYC 1687-1931-1                                                                                          |Star                              |21 53 02.8120119960 +19 23 37.698607608|075.1919984664830 -26.5095757107528|  16.297 -7.091   |10.50    |~               |    ~     ~    |    1|  326.765   pc  |  -2.0928     +2.0928  |paral   |2020yCat.1350....0G
3712|TYC 1687-1935-1                                                                                          |Star                              |21 53 25.0335558576 +19 22 48.383222232|075.2512299140179 -26.5803444496290|   12.279 1.969   |10.59    |~               |    ~     ~    |    1| 1057.530   pc  | -17.7821    +17.7821  |paral   |2020yCat.1350....0G
3713|TYC 1687-1953-1                                                                                          |Red Giant Branch star Candidate   |21 52 44.2845653592 +18 59 48.150551796|074.8229987220034 -26.7423601443498| -3.712 -12.193   |10.29    |~               |    ~     ~    |    1|  709.572   pc  |  -9.4153     +9.4153  |paral   |2020yCat.1350....0G
3714|BD+16 4635                                                                                               |Star                              |21 58 04.8265943376 +17 10 58.569842208|074.4151315477788 -28.9267014248576|    5.443 5.801   |9.43     |K0              |    ~     ~    |    1|  491.739   pc  |  -4.4009     +4.4009  |paral   |2020yCat.1350....0G
3715|BD+16 4638                                                                                               |Variable Star                     |21 58 15.9013782576 +17 13 40.695252348|074.4871101951269 -28.9251830028300|  31.196 25.111   |9.64     |F5              |    ~     ~    |    1|  192.953   pc  |  -0.7111     +0.7111  |paral   |2020yCat.1350....0G
3716|TYC 1683-540-1                                                                                           |Star                              |21 58 27.8248776360 +17 16 39.569849364|074.5655483218659 -28.9226183925455| -13.721 -9.967   |10.41    |A0              |    ~     ~    |    1| 1126.507   pc  | -31.4716    +31.4716  |paral   |2020yCat.1350....0G
3717|BD+16 4643                                                                                               |Double or Multiple Star           |21 59 24.5539256040 +17 19 11.247890124|074.7844222700088 -29.0493086345072| 36.922 -14.589   |9.00     |F5              |0.0100  0.0    |    1|  150.657   pc  |  -2.7010     +2.7010  |paral   |2020yCat.1350....0G
3718|BD+18 4891                                                                                               |High Proper Motion Star           |21 56 27.1888829088 +18 44 18.217995720|075.3284050304257 -27.5403911217142|-20.034 -68.158   |10.59    |F8              |    ~     ~    |    1|  242.742   pc  |  -1.0783     +1.0783  |paral   |2020yCat.1350....0G
3719|BD+18 4893                                                                                               |Variable Star                     |21 57 31.1766072456 +19 29 17.576312028|076.1169237004696 -27.1726538320410|  19.031 -4.337   |9.13     |K0              |    ~     ~    |    1|  412.541   pc  |  -3.5910     +3.5910  |paral   |2020yCat.1350....0G
3720|BD+18 4896                                                                                               |High Proper Motion Star           |21 58 03.1437326232 +19 04 57.436303008|075.9050340826370 -27.5533120022287|  93.698 20.770   |9.43     |G0              |    ~     ~    |    1|   87.403   pc  |  -0.1222     +0.1222  |paral   |2020yCat.1350....0G
3721|BD+18 4897                                                                                               |Star                              |21 58 24.3598504992 +19 10 42.163160988|076.0477079252830 -27.5413580478480|  9.195 -10.501   |10.4     |K0              |    ~     ~    |    1| 1151.145   pc  | -21.2022    +21.2022  |paral   |2020yCat.1350....0G
3722|BD+17 4663                                                                                               |Star                              |21 57 02.4534371160 +18 11 26.719124100|075.0117125994451 -28.0311396058312| -13.413 -9.547   |9.43     |K2              |    ~     ~    |    1|  497.711   pc  |  -4.4589     +4.4589  |paral   |2020yCat.1350....0G
3723|BD+17 4664                                                                                               |Star                              |21 57 15.2329979376 +17 46 16.429263276|074.7216291958527 -28.3676039655018|-12.357 -20.880   |9.13     |F2              |    ~     ~    |    1|  208.938   pc  |  -0.8949     +0.8949  |paral   |2020yCat.1350....0G
3724|AG+17 2450                                                                                               |Long-Period Variable Candidate    |21 57 18.7011772272 +17 45 44.539438824|074.7258328972791 -28.3835466523562|-26.558 -12.381   |8.40     |M8III           |    ~     ~    |    1|  381.65    pc  |  -4.9669     +4.9669  |paral   |2020yCat.1350....0G
3725|TYC 1683-1329-1                                                                                          |Star                              |21 57 18.3825908472 +17 44 22.130670012|074.7066705668908 -28.3990848579207|    7.509 2.429   |10.40    |A0              |    ~     ~    |    1|  553.526   pc  |  -7.8436     +7.8436  |paral   |2020yCat.1350....0G
3726|BD+16 4630                                                                                               |Star                              |21 56 26.5725663744 +17 24 18.612550188|074.2735818480900 -28.4945376876053|  -8.235 -0.450   |9.67     |K2              |    ~     ~    |    1|  832.362   pc  | -11.2238    +11.2238  |paral   |2020yCat.1350....0G
3727|HD 208585                                                                                                |Star                              |21 56 53.2045205328 +17 26 23.209624968|074.3872301550859 -28.5438928533417| -16.258 -3.419   |8.00     |K0              |    ~     ~    |    1|  143.530   pc  |  -0.6366     +0.6366  |paral   |2020yCat.1350....0G
3728|HD 208609                                                                                                |Star                              |21 57 02.1525156720 +17 40 55.122635568|074.6085982102017 -28.3953833355925|  -0.592 -4.597   |7.13     |K4III           |    ~     ~    |    1|  470.057   pc  |  -4.7284     +4.7284  |paral   |2020yCat.1350....0G
3729|BD+16 4637                                                                                               |delta Sct Variable                |21 58 15.6030035712 +17 25 36.370206840|074.6442964279642 -28.7817655527671|   16.525 6.060   |9.72     |F2              |    ~     ~    |    1|  352.075   pc  |  -2.4667     +2.4667  |paral   |2020yCat.1350....0G
3730|BD+16 4640                                                                                               |Star                              |21 58 33.1124357208 +17 17 52.428995628|074.5988989340602 -28.9227467592988| 28.281 -33.613   |10.37    |F8              |    ~     ~    |    1|  210.904   pc  |  -2.2729     +2.2729  |paral   |2020yCat.1350....0G
3731|BD+16 4629                                                                                               |High Proper Motion Star           |21 56 23.9249091192 +17 12 27.355829076|074.1073925322941 -28.6281025704407|104.031 -14.905   |10.19    |~               |    ~     ~    |    1|   90.706   pc  |  -0.1604     +0.1604  |paral   |2020yCat.1350....0G
3732|HD 208897                                                                                                |High Proper Motion Star           |21 58 59.6916479016 +19 01 13.091250972|076.0390445169830 -27.7517888098730| 76.574 -33.477   |6.510    |K0              |    ~     ~    |    1|   66.849   pc  |  -0.1037     +0.1037  |paral   |2020yCat.1350....0G
3733|BD+18 4901                                                                                               |Star                              |21 59 28.9870584864 +19 13 19.101110484|076.2901451352356 -27.6842583658462|  -3.355 -2.524   |10.36    |G0              |    ~     ~    |    1|  254.595   pc  |  -1.1408     +1.1408  |paral   |2020yCat.1350....0G
3734|BD+18 4902                                                                                               |Star                              |21 59 33.5266951248 +19 19 04.646650404|076.3790606813576 -27.6265592806680|  0.455 -14.520   |8.96     |K0              |    ~     ~    |    1|  387.267   pc  |  -2.7745     +2.7745  |paral   |2020yCat.1350....0G
3735|BD+17 4667                                                                                               |Star                              |21 58 45.1511688168 +18 19 06.506192136|075.4442135276799 -28.2207791406408|   12.671 2.623   |10.32    |F2              |    ~     ~    |    1|  355.303   pc  |  -3.0171     +3.0171  |paral   |2020yCat.1350....0G
3736|BD+17 4670                                                                                               |Star                              |21 59 36.2250566088 +17 42 19.849997988|075.1281352230207 -28.8034768784860|   2.544 -0.003   |10.47    |A2              |    ~     ~    |    1|  797.639   pc  | -26.9124    +26.9124  |paral   |2020yCat.1350....0G
3737|BD+16 4644                                                                                               |Star                              |21 59 40.8846 +17 22 06.303            |074.8765217 -29.0593744            | -8.665 -34.474   |10.23    |G0              |    ~     ~    |    0|                |                       |        |                   
3738|TYC 1683-444-1                                                                                           |Star                              |21 57 35.3748167040 +17 24 50.370504156|074.5033701743147 -28.6794449616227|   5.868 -6.470   |10.10    |~               |    ~     ~    |    1|  839.701   pc  | -27.0758    +27.0758  |paral   |2020yCat.1350....0G
3739|TYC 1683-757-1                                                                                           |Star                              |21 57 20.9188381416 +17 37 50.983169340|074.6287458722654 -28.4840067721778|   1.209 -0.492   |9.52     |~               |    ~     ~    |    1| 1118.443   pc  | -31.5231    +31.5231  |paral   |2020yCat.1350....0G
3740|TYC 1683-776-1                                                                                           |Star                              |21 57 55.7490237936 +18 44 14.314782624|075.6121958898528 -27.7831514106871|   2.972 -1.863   |10.30    |~               |    ~     ~    |    1|  349.138   pc  |  -2.3282     +2.3282  |paral   |2020yCat.1350....0G
3741|TYC 1683-1305-1                                                                                          |High Proper Motion Star           |21 59 22.1507714976 +18 01 24.801439728|075.3328905339591 -28.5351654285284|   63.861 4.501   |10.44    |~               |    ~     ~    |    1|  304.247   pc  |  -2.4993     +2.4993  |paral   |2020yCat.1350....0G
3742|TYC 1683-1386-1                                                                                          |Star                              |21 58 41.3261604864 +17 45 24.606666972|074.9895888551358 -28.6154890403409|    5.180 3.685   |10.49    |~               |    ~     ~    |    1|  485.767   pc  |  -4.2946     +4.2946  |paral   |2020yCat.1350....0G
3743|TYC 1683-1455-1                                                                                          |High Proper Motion Star           |21 58 56.6538062496 +17 46 35.218394940|075.0550062306547 -28.6435379904488|-41.906 -46.060   |10.94    |~               |    ~     ~    |    1|  246.360   pc  |  -0.8315     +0.8315  |paral   |2020yCat.1350....0G
3744|TYC 1683-1609-1                                                                                          |Star                              |21 59 48.4467378384 +17 52 22.948646412|075.3002388803803 -28.7159914516490| 32.527 -11.540   |10.94    |~               |    ~     ~    |    1|  281.294   pc  |  -1.4084     +1.4084  |paral   |2020yCat.1350....0G
3745|TYC 1687-8-1                                                                                             |Star                              |21 59 21.1884546600 +18 47 11.751684324|075.9269294890160 -27.9797695884901|  -7.950 -2.507   |10.44    |~               |    ~     ~    |    1|  883.080   pc  | -13.2571    +13.2571  |paral   |2020yCat.1350....0G
3746|TYC 1687-88-1                                                                                            |Star                              |21 59 07.0732253640 +18 49 55.323141276|075.9165511058671 -27.9084964473352|  32.444 -2.574   |10.18    |~               |    ~     ~    |    1|  267.996   pc  |  -1.4293     +1.4293  |paral   |2020yCat.1350....0G
3747|TYC 1687-145-1                                                                                           |Star                              |21 59 50.1943334472 +18 50 54.817012248|076.0692897126593 -28.0133198055955| -9.010 -17.901   |10.36    |~               |    ~     ~    |    1| 1091.107   pc  | -28.4533    +28.4533  |paral   |2020yCat.1350....0G
3748|TYC 1687-266-1                                                                                           |Star                              |21 57 54.7942766880 +18 53 08.408437152|075.7248624128627 -27.6732472612762| 32.549 -19.021   |10.39    |~               |    ~     ~    |    1|  202.110   pc  |  -0.8292     +0.8292  |paral   |2020yCat.1350....0G
3749|TYC 1687-578-1                                                                                           |Star                              |21 59 45.4717544688 +19 37 22.535435568|076.6528352561686 -27.4361123140720|-20.818 -12.204   |10.24    |~               |    ~     ~    |    1|  194.655   pc  |  -0.7086     +0.7086  |paral   |2020yCat.1350....0G
3750|TYC 1687-1056-1                                                                                          |Star                              |21 58 19.2428260920 +19 23 38.942646216|076.1983978927632 -27.3708224417608|    2.741 2.665   |10.43    |~               |    ~     ~    |    1|  838.153   pc  | -11.4507    +11.4507  |paral   |2020yCat.1350....0G
3751|TYC 1687-1210-1                                                                                          |High Proper Motion Star           |21 58 37.1750760432 +19 11 13.157905272|076.0956892588764 -27.5697831812840|-15.676 -51.421   |10.65    |~               |    ~     ~    |    1|  165.060   pc  |  -0.4441     +0.4441  |paral   |2020yCat.1350....0G
3752|TYC 1683-484-1                                                                                           |High Proper Motion Star           |21 59 48.8931177456 +17 30 32.638977324|075.0142450062653 -28.9800548465177|-76.104 -60.264   |10.78    |~               |    ~     ~    |    1|  172.965   pc  |  -0.4847     +0.4847  |paral   |2020yCat.1350....0G
3753|BD+18 4876                                                                                               |High Proper Motion Star           |21 52 57.1265148792 +19 28 02.430318396|075.2314943135315 -26.4413347134610| 54.102 -42.244   |9.85     |G0              |    ~     ~    |    1|  112.938   pc  |  -0.2207     +0.2207  |paral   |2020yCat.1350....0G
3754|BD+18 4881                                                                                               |Star                              |21 54 15.1631500752 +19 34 33.713014980|075.5618133296331 -26.5768274165472|   5.002 -5.384   |8.95     |K0              |    ~     ~    |    1|  236.922   pc  |  -0.9374     +0.9374  |paral   |2020yCat.1350....0G
3755|BD+18 4883                                                                                               |Star                              |21 54 40.0221611568 +19 33 22.057594740|075.6248867606428 -26.6589365215871|   33.131 2.502   |10.21    |G0              |    ~     ~    |    1|  234.351   pc  |  -1.3346     +1.3346  |paral   |2020yCat.1350....0G
3756|HD 208267                                                                                                |Star                              |21 54 41.6135572224 +19 35 13.613425800|075.6539838085466 -26.6409652235140|    9.950 2.767   |9.31     |A               |    ~     ~    |    1|  514.324   pc  |  -5.5022     +5.5022  |paral   |2020yCat.1350....0G
3757|BD+18 4890                                                                                               |Eclipsing Binary                  |21 55 25.3956465624 +19 37 16.778524008|075.8191660641209 -26.7354215928607|   16.325 9.788   |9.90     |A2              |    ~     ~    |    1|  386.847   pc  |  -3.1726     +3.1726  |paral   |2020yCat.1350....0G
3758|ASAS J214810+1910.2                                                                                      |BY Dra Variable                   |21 48 09.4097892240 +19 10 12.812334816|074.1031829806497 -25.8562352575063|   82.158 1.058   |10.643   |~               |    ~     ~    |    1|   52.656   pc  |  -0.5141     +0.5141  |paral   |2020yCat.1350....0G
3759|HD 206967                                                                                                |Star                              |21 45 12.5468067720 +20 57 07.274797344|074.9571631320749 -24.1084415268764|  4.249 -15.772   |8.96     |F0              |    ~     ~    |    1|  377.330   pc  |  -8.0444     +8.0444  |paral   |2020yCat.1350....0G
3760|HD 207072                                                                                                |Double or Multiple Star           |21 46 04.231 +21 11 12.35              |075.294638 -24.084332              |      25.2 -4.0   |8.9      |G5              |    ~     ~    |    0|                |                       |        |                   
3761|HD 207222                                                                                                |Star                              |21 46 56.2577808744 +21 17 50.750939004|075.5371981004769 -24.1480354247653|  12.512 -6.829   |8.60     |A0              |    ~     ~    |    1|  253.884   pc  |  -2.1529     +2.1529  |paral   |2020yCat.1350....0G
3762|HD 207284                                                                                                |Star                              |21 47 17.9123139672 +21 13 31.569310776|075.5472981260497 -24.2583479190213|  19.481 21.290   |8.95     |G5              |    ~     ~    |    1|  191.784   pc  |  -2.5710     +2.5710  |paral   |2020yCat.1350....0G
3763|BD+19 4777                                                                                               |Star                              |21 45 42.8506683984 +20 28 02.989578504|074.6719890265115 -24.5340975886599|  2.248 -18.254   |10.07    |K2              |    ~     ~    |    1|  473.440   pc  |  -3.3174     +3.3174  |paral   |2020yCat.1350....0G
3764|BD+19 4779                                                                                               |Star                              |21 45 47.5272134016 +20 32 34.234589112|074.7448226942863 -24.4938659104726|  -3.607 -3.671   |10.33    |G5              |    ~     ~    |    1| 1141.031   pc  | -20.5709    +20.5709  |paral   |2020yCat.1350....0G
