C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:27:08

dec >=0&rah >=15.25&rah< 15.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3071

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2134|HD 138038                                                                                                |Star                                |15 28 46.3054770168 +22 26 43.833743376|034.2843561337031 +54.1278384314378| -4.747 -29.134   |7.93     |K2                |    ~     ~    |    1|  199.860   pc  |  -0.7989     +0.7989  |paral   |2020yCat.1350....0G
2135|BD+22 2842                                                                                               |High Proper Motion Star             |15 28 55.7468365872 +21 56 32.304749892|033.4779061889145 +53.9538003832865|105.692 -20.210   |10.40    |K0                |    ~     ~    |    1|   71.221   pc  |  -0.0705     +0.0705  |paral   |2020yCat.1350....0G
2136|BD+22 2844                                                                                               |Star                                |15 29 12.5237500920 +22 13 47.412138072|033.9779654836131 +53.9717312116773|-25.420 -34.255   |9.65     |G0                |    ~     ~    |    1|  154.741   pc  |  -0.3616     +0.3616  |paral   |2020yCat.1350....0G
2137|HD 137556B                                                                                               |Star                                |15 26 03.8008305576 +21 27 35.497946268|032.3609471032698 +54.4528568915277|    0.109 9.040   |10.61    |G5                |    ~     ~    |    1|  226.444   pc  |  -0.7538     +0.7538  |paral   |2020yCat.1350....0G
2138|BD+21 2771                                                                                               |Spectroscopic Binary                |15 26 08.3668786272 +21 21 52.484502564|032.2133097721188 +54.4079456311326|  -14.855 0.481   |9.74     |A3                |    ~     ~    |    1|  295.107   pc  |  -1.4979     +1.4979  |paral   |2020yCat.1350....0G
2139|BD+21 2772                                                                                               |Red Giant Branch star Candidate     |15 28 41.8276829616 +20 52 02.890334388|031.7104289504650 +53.6897880873912|  -8.686 13.624   |9.85     |K0                |    ~     ~    |    1|  374.181   pc  |  -2.1002     +2.1002  |paral   |2020yCat.1350....0G
2140|HD 138021                                                                                                |Star                                |15 28 41.9568882456 +21 10 38.391370896|032.2100848663626 +53.7828822678224| -39.458 -8.077   |9.01     |F8                |    ~     ~    |    1|  135.823   pc  |  -0.3487     +0.3487  |paral   |2020yCat.1350....0G
2141|HD 138022                                                                                                |Star                                |15 28 45.7470709008 +20 37 46.488021312|031.3365383447083 +53.6020166317234|   3.757 -6.114   |10.36    |K0                |    ~     ~    |    1|  369.331   pc  |  -3.4783     +3.4783  |paral   |2020yCat.1350....0G
2142|BD+21 2774B                                                                                              |Star                                |15 28 45.8857015872 +20 37 50.525470560|031.3386177777210 +53.6018508823013|   4.156 -5.984   |10.89    |~                 |    ~     ~    |    1|  375.770   pc  |  -2.8241     +2.8241  |paral   |2020yCat.1350....0G
2143|HD 137807                                                                                                |Star                                |15 27 29.0303029728 +20 27 58.284040608|030.9162675251204 +53.8353359832176|-42.875 -11.241   |9.32     |K0                |    ~     ~    |    1|  467.028   pc  |  -3.8170     +3.8170  |paral   |2020yCat.1350....0G
2144|IRAS 15274+2154                                                                                          |Long-Period Variable Candidate      |15 29 42.2586200640 +21 44 41.542582344|033.2436865355051 +53.7252411089983|  -8.433 10.787   |10.06    |~                 |    ~     ~    |    1| 1251.88    pc  | -36.6724    +36.6724  |paral   |2020yCat.1350....0G
2145|TYC 1493-142-1                                                                                           |Spectroscopic Binary                |15 24 37.5463986744 +21 17 28.000321044|031.9125225121835 +54.7229770571864|  -1.390 -0.314   |10.85    |~                 |    ~     ~    |    1|  590.354   pc  | -43.9829    +43.9829  |paral   |2020yCat.1350....0G
2146|TYC 1493-347-1                                                                                           |Spectroscopic Binary                |15 23 13.5787831464 +20 59 21.069080736|031.2424737708768 +54.9436844752492|  -22.749 9.623   |10.14    |~                 |    ~     ~    |    1|  632.671   pc  | -10.6473    +10.6473  |paral   |2020yCat.1350....0G
2147|TYC 1493-478-1                                                                                           |Star                                |15 25 56.6898603792 +20 40 44.376666708|031.0691503946043 +54.2439685049104|   -6.307 1.780   |10.8     |~                 |    ~     ~    |    1|  962.927   pc  | -12.8885    +12.8885  |paral   |2020yCat.1350....0G
2148|GSC 01493-00636                                                                                          |Double or Multiple Star             |15 25 12.908616 +21 19 14.46924        |032.031644683 +54.600620702        |      -1.4 13.0   |10.417   |~                 |    ~     ~    |    0|                |                       |        |                   
2149|TYC 1493-670-1                                                                                           |Spectroscopic Binary                |15 26 03.3950554680 +22 02 37.294476396|033.3244384339679 +54.6213643019283| 12.300 -14.343   |10.76    |~                 |    ~     ~    |    1|  209.745   pc  |  -4.4829     +4.4829  |paral   |2020yCat.1350....0G
2150|TYC 1493-736-1                                                                                           |Star                                |15 27 57.2737786632 +22 08 35.348291808|033.6990258686211 +54.2267811621261| -1.271 -20.026   |10.52    |~                 |    ~     ~    |    1|  822.030   pc  |  -9.7306     +9.7306  |paral   |2020yCat.1350....0G
2151|TYC 1493-803-1                                                                                           |High Proper Motion Star             |15 23 41.2783998408 +21 57 36.665847540|032.9175839271804 +55.1249552392935|-66.319 -38.607   |10.55    |~                 |    ~     ~    |    1|   81.649   pc  |  -0.9066     +0.9066  |paral   |2020yCat.1350....0G
2152|TYC 1493-850-1                                                                                           |Star                                |15 27 22.1494817773 +21 43 54.022836852|032.9580863248690 +54.2410226829118|       -1.7 9.8   |10.67    |~                 |    ~     ~    |    0|                |                       |        |                   
2153|TYC 1493-1144-1                                                                                          |Red Giant Branch star Candidate     |15 22 54.6374711400 +21 31 30.229821876|032.0975672200261 +55.1733129284041|  9.611 -17.559   |9.85     |~                 |    ~     ~    |    1|  414.079   pc  |  -2.4690     +2.4690  |paral   |2020yCat.1350....0G
2154|TYC 1493-1205-1                                                                                          |Star                                |15 27 18.7686057816 +22 24 44.460287640|034.0731865285380 +54.4433884295326|  -4.729 -5.905   |10.75    |~                 |    ~     ~    |    1| 1130.071   pc  | -20.0499    +20.0499  |paral   |2020yCat.1350....0G
2155|TYC 1500-19-1                                                                                            |Star                                |15 28 59.1150359592 +22 27 59.590521180|034.3416673871503 +54.0860422442754| -22.441 44.468   |10.30    |~                 |    ~     ~    |    1|  195.519   pc  |  -0.5658     +0.5658  |paral   |2020yCat.1350....0G
2156|TYC 1500-32-1                                                                                            |Double or Multiple Star             |15 29 19.500288 +21 49 06.68100        |033.320602531 +53.830656330        |      -17.3 5.1   |10.427   |~                 |    ~     ~    |    0|                |                       |        |                   
2157|TYC 1500-88-1                                                                                            |High Proper Motion Star             |15 29 08.5803669648 +21 06 19.773256788|032.1465942174612 +53.6626557110458|-21.547 -77.010   |10.45    |~                 |    ~     ~    |    1|  186.804   pc  |  -0.5234     +0.5234  |paral   |2020yCat.1350....0G
2158|TYC 1500-103-1                                                                                           |Star                                |15 28 53.8675874568 +22 12 14.237272584|033.9018675615043 +54.0337642911192| -29.778 23.973   |10.85    |~                 |    ~     ~    |    1|  120.083   pc  |  -0.1947     +0.1947  |paral   |2020yCat.1350....0G
2159|TYC 1500-111-1                                                                                           |Star                                |15 29 51.1690320816 +22 11 44.730433968|033.9921908951051 +53.8190436090932| -4.358 -21.854   |10.21    |~                 |    ~     ~    |    1|  334.594   pc  |  -2.3398     +2.3398  |paral   |2020yCat.1350....0G
2160|TYC 2025-81-1                                                                                            |Star                                |15 25 21.2772819480 +22 34 41.576712096|034.1388905200149 +54.9236403386548|    6.397 2.931   |10.58    |~                 |    ~     ~    |    1|  325.775   pc  |  -1.5601     +1.5601  |paral   |2020yCat.1350....0G
2161|TYC 2025-265-1                                                                                           |Star                                |15 25 26.8538818176 +22 38 34.140815952|034.2571816573861 +54.9201777961756| -8.034 -10.262   |10.16    |~                 |    ~     ~    |    1|  537.490   pc  |  -3.7845     +3.7845  |paral   |2020yCat.1350....0G
2162|BD+25 2900                                                                                               |Star                                |15 20 32.1028988568 +24 34 23.838401424|037.0984976640526 +56.4792545360359| -3.842 -15.384   |10.16    |G5                |    ~     ~    |    1|  877.809   pc  | -29.2038    +29.2038  |paral   |2020yCat.1350....0G
2163|BD+25 2901                                                                                               |High Proper Motion Star             |15 21 03.7271967048 +24 40 58.149989832|037.3387757807609 +56.3860103413006|  8.913 -51.765   |9.78     |F0                |    ~     ~    |    1|  206.907   pc  |  -0.7107     +0.7107  |paral   |2020yCat.1350....0G
2164|StKM 1-1232                                                                                              |High Proper Motion Star             |15 19 15.1474528416 +24 19 37.464204720|036.5454314760147 +56.7097019862069| -90.343 -5.630   |10.92    |K5                |    ~     ~    |    1|   46.239   pc  |  -0.0278     +0.0278  |paral   |2020yCat.1350....0G
2165|BD+24 2842                                                                                               |Star                                |15 18 16.0112632920 +24 06 25.767201384|036.0615847301032 +56.8789609335649|  36.885 -1.920   |10.74    |G5                |    ~     ~    |    1|  136.483   pc  |  -0.3167     +0.3167  |paral   |2020yCat.1350....0G
2166|BD+24 2844                                                                                               |Double or Multiple Star             |15 18 34.7777452783 +23 56 14.792889101|035.7898874219164 +56.7703312587793| 60.199 -12.556   |10.009   |G0                |    ~     ~    |    1|   38.9284  pc  |  -1.8485     +1.8485  |paral   |2018yCat.1345....0G
2167|HD 136754                                                                                                |Star                                |15 21 34.5325060008 +24 20 36.118342212|036.7882129393546 +56.1975627876241|-35.504 -10.387   |7.25     |A0                |    ~     ~    |    1|  141.776   pc  |  -0.5447     +0.5447  |paral   |2020yCat.1350....0G
2168|HD 136864                                                                                                |Star                                |15 22 19.8159688464 +24 22 56.735931072|036.9254246078751 +56.0387640834988|  -6.894 18.868   |9.79     |A2                |    ~     ~    |    1|  531.971   pc  |  -5.7448     +5.7448  |paral   |2020yCat.1350....0G
2169|HD 135839                                                                                                |Star                                |15 16 29.9417897424 +23 32 42.193404636|034.8835507354273 +57.1396848342565| -10.276 17.904   |8.23     |K2                |    ~     ~    |    1|  341.087   pc  |  -2.1174     +2.1174  |paral   |2020yCat.1350....0G
2170|BD+24 2847                                                                                               |Double or Multiple Star             |15 20 00.9636 +23 37 42.213            |035.3861242 +56.3778646            |       14.0 4.1   |9.39     |F8                |    ~     ~    |    0|                |                       |        |                   
2171|BD+24 2848                                                                                               |Star                                |15 20 07.0483894296 +23 37 51.025040436|035.4005173676772 +56.3559110016481|  -8.415 -0.480   |10.90    |K2                |    ~     ~    |    1|  968.617   pc  | -13.4165    +13.4165  |paral   |2020yCat.1350....0G
2172|BD+24 2851                                                                                               |Star                                |15 21 48.8801176536 +23 37 03.946260216|035.5462181998174 +55.9755056055185|  -7.297 -0.422   |10.12    |K2                |    ~     ~    |    1|  468.165   pc  |  -3.4192     +3.4192  |paral   |2020yCat.1350....0G
2173|HD 135633                                                                                                |High Proper Motion Star             |15 15 27.2174895792 +22 32 57.368069088|032.9964278166608 +57.1186780726822|-106.129 54.126   |8.49     |G0V               |    ~     ~    |    1|   75.813   pc  |  -0.1230     +0.1230  |paral   |2020yCat.1350....0G
2174|BD+23 2792                                                                                               |Spectroscopic Binary                |15 15 35.6771641368 +23 27 27.425339892|034.6337261341343 +57.3195534868003| -93.123 65.293   |9.66     |G5                |    ~     ~    |    1|   75.317   pc  |  -0.6733     +0.6733  |paral   |2020yCat.1350....0G
2175|BD+23 2793                                                                                               |Star                                |15 16 06.2464259304 +23 19 38.202780144|034.4533294240942 +57.1741942906600|  -28.131 7.748   |10.66    |F8                |    ~     ~    |    1|  254.130   pc  |  -4.2495     +4.2495  |paral   |2020yCat.1350....0G
2176|BD+23 2794                                                                                               |Star                                |15 16 44.0281386720 +23 25 48.515264832|034.7025126509866 +57.0594843995493|  0.547 -13.987   |9.00     |K0                |    ~     ~    |    1|  439.348   pc  |  -2.7024     +2.7024  |paral   |2020yCat.1350....0G
2177|BD+23 2798                                                                                               |High Proper Motion Star             |15 19 19.0149073008 +23 14 10.629698604|034.6279372200854 +56.4369778634093| 47.248 -61.719   |9.09     |F5                |    ~     ~    |    1|  157.853   pc  |  -0.3987     +0.3987  |paral   |2020yCat.1350....0G
2178|BD+23 2801                                                                                               |Star                                |15 20 14.7889830648 +23 00 56.205131508|034.3406866624320 +56.1743409981368|   8.520 -8.868   |9.60     |G0                |    ~     ~    |    1|  169.288   pc  |  -3.4447     +3.4447  |paral   |2020yCat.1350....0G
2179|BD+23 2802                                                                                               |Star                                |15 20 29.0729177712 +22 33 58.632861708|033.5890392803943 +56.0038837625811|   4.935 -3.658   |9.27     |K7                |    ~     ~    |    1| 1009.184   pc  | -20.8783    +20.8783  |paral   |2020yCat.1350....0G
2180|HD 136694                                                                                                |Star                                |15 21 19.6356659784 +23 10 51.327907788|034.7403335323689 +55.9759763242422|   22.239 8.935   |8.48     |G0                |    ~     ~    |    1|   95.933   pc  |  -0.2025     +0.2025  |paral   |2020yCat.1350....0G
2181|BD+22 2806                                                                                               |High Proper Motion Star             |15 15 11.0199094176 +21 56 07.342220760|031.8791959603167 +57.0100401152919| -38.505 39.321   |10.41    |F8                |    ~     ~    |    1|  187.273   pc  |  -0.5085     +0.5085  |paral   |2020yCat.1350....0G
2182|HD 135991                                                                                                |Spectroscopic Binary                |15 17 27.6238010880 +22 17 59.526049056|032.7864197476650 +56.6047805345169| -96.411 62.533   |7.84     |G0                |    ~     ~    |    1|   48.332   pc  |  -0.2163     +0.2163  |paral   |2020yCat.1350....0G
2183|BD+22 2812                                                                                               |Star                                |15 18 00.2718352416 +22 25 49.886972220|033.0766403435432 +56.5192123020714| -11.764 -4.184   |10.14    |K2                |    ~     ~    |    1| 1041.667   pc  | -13.7804    +13.7804  |paral   |2020yCat.1350....0G
2184|BD+22 2814                                                                                               |Star                                |15 18 16.1786034000 +22 26 23.099551872|033.1226918622161 +56.4627166664191| 14.065 -21.777   |9.99     |A3                |    ~     ~    |    1|  360.659   pc  |  -5.6192     +5.6192  |paral   |2020yCat.1350....0G
2185|TYC 2025-399-1                                                                                           |High Proper Motion Star             |15 21 28.1337980496 +22 42 25.702538976|033.9388673896458 +55.8222590836674| 35.319 -87.840   |10.31    |~                 |    ~     ~    |    1|  130.605   pc  |  -0.2832     +0.2832  |paral   |2020yCat.1350....0G
2186|IRAS 15195+2348                                                                                          |Long-Period Variable Candidate      |15 21 45.0355651608 +23 37 53.484244860|035.5637499089620 +55.9930715211180|  -3.993 -2.788   |10.82    |~                 |    ~     ~    |    1| 2162.63    pc  |-126.278    +126.278   |paral   |2020yCat.1350....0G
2187|TYC 1492-912-1                                                                                           |High Proper Motion Star             |15 15 55.7165080968 +22 21 38.972358936|032.7172283019358 +56.9622123357209| -54.704 -1.318   |10.22    |~                 |    ~     ~    |    1|  152.418   pc  |  -0.4344     +0.4344  |paral   |2020yCat.1350....0G
2188|TYC 1493-1179-1                                                                                          |Star                                |15 20 06.7688312832 +22 23 34.234111032|033.2488009691788 +56.0399333303040|   7.578 -0.947   |10.33    |~                 |    ~     ~    |    1|  726.269   pc  |  -8.9669     +8.9669  |paral   |2020yCat.1350....0G
2189|TYC 1493-1269-1                                                                                          |Spectroscopic Binary                |15 19 14.9917127208 +22 27 09.671215716|033.2554462566299 +56.2481127777026| 13.024 -16.318   |10.93    |~                 |    ~     ~    |    1|  278.187   pc  |  -1.7025     +1.7025  |paral   |2020yCat.1350....0G
2190|TYC 1493-1349-1                                                                                          |Star                                |15 18 52.6511350848 +22 29 26.253345804|033.2795744582897 +56.3411673981005|  2.531 -31.220   |10.84    |~                 |    ~     ~    |    1|  369.576   pc  |  -2.4176     +2.4176  |paral   |2020yCat.1350....0G
2191|TYC 2025-84-1                                                                                            |Star                                |15 17 50.6669251872 +22 32 00.538250496|033.2385183673294 +56.5825096340472|-16.380 -30.829   |10.37    |~                 |    ~     ~    |    1|  240.015   pc  |  -1.6360     +1.6360  |paral   |2020yCat.1350....0G
2192|TYC 2025-156-1                                                                                           |Star                                |15 21 29.6102481792 +22 36 23.860135620|033.7690811294492 +55.7901638446564|-36.208 -22.146   |10.89    |~                 |    ~     ~    |    1|  266.994   pc  |  -0.8839     +0.8839  |paral   |2020yCat.1350....0G
2193|TYC 2025-295-1                                                                                           |High Proper Motion Star             |15 18 39.7344951744 +22 55 16.745445840|034.0071598731767 +56.5025067666986|-51.302 -15.555   |10.72    |~                 |    ~     ~    |    1|  156.519   pc  |  -0.3846     +0.3846  |paral   |2020yCat.1350....0G
2194|TYC 2025-367-1                                                                                           |High Proper Motion Star             |15 17 24.2346313776 +22 49 16.007502288|033.6945878275520 +56.7564646472030|  3.686 -61.967   |10.01    |~                 |    ~     ~    |    1| 1146.000   pc  | -23.5084    +23.5084  |paral   |2020yCat.1350....0G
2195|TYC 2025-405-1                                                                                           |Star                                |15 19 46.3624247400 +22 47 35.540662956|033.9037770931095 +56.2221938017894|   -3.363 3.940   |10.64    |~                 |    ~     ~    |    1|  365.364   pc  |  -2.2693     +2.2693  |paral   |2020yCat.1350....0G
2196|TYC 2025-419-1                                                                                           |Star                                |15 19 54.3032374152 +22 46 22.395394704|033.8828697391648 +56.1874352581219| -1.638 -41.496   |9.43     |~                 |    ~     ~    |    1| 1755.926   pc  | -46.2492    +46.2492  |paral   |2020yCat.1350....0G
2197|TYC 2025-501-1                                                                                           |Star                                |15 17 41.1134195520 +24 07 29.745011856|036.0378209558371 +57.0122331656985|  -9.623 -5.391   |9.96     |~                 |    ~     ~    |    1|  911.245   pc  | -13.2028    +13.2028  |paral   |2020yCat.1350....0G
2198|TYC 2025-513-1                                                                                           |Star                                |15 19 08.9952064824 +24 08 04.080885252|036.1940595706609 +56.6890191002871| -9.544 -10.299   |10.25    |~                 |    ~     ~    |    1|  698.422   pc  |  -6.9267     +6.9267  |paral   |2020yCat.1350....0G
2199|TYC 2025-903-1                                                                                           |High Proper Motion Star             |15 16 43.7781761904 +24 22 04.133200296|036.3840132375186 +57.2790060823126| 21.383 -63.211   |10.19    |~                 |    ~     ~    |    1|  188.594   pc  |  -0.5726     +0.5726  |paral   |2020yCat.1350....0G
2200|TYC 2025-940-1                                                                                           |High Proper Motion Star             |15 17 28.4788246440 +23 31 05.241631548|034.9352139385622 +56.9162095684488| 29.044 -49.001   |10.99    |~                 |    ~     ~    |    1|  289.042   pc  |  -1.2615     +1.2615  |paral   |2020yCat.1350....0G
2201|TYC 2025-995-1                                                                                           |Star                                |15 15 46.0384903200 +23 33 05.579754192|034.8202510227960 +57.3039710166527| -0.076 -12.719   |10.41    |~                 |    ~     ~    |    1|  624.376   pc  |  -5.6917     +5.6917  |paral   |2020yCat.1350....0G
2202|TYC 2025-1112-1                                                                                          |Star                                |15 16 25.4443974240 +23 37 00.098585184|035.0041072714859 +57.1736310666240|   -4.012 6.293   |10.71    |~                 |    ~     ~    |    1|  247.005   pc  |  -0.9823     +0.9823  |paral   |2020yCat.1350....0G
2203|TYC 2025-1163-1                                                                                          |Star                                |15 18 32.8557570720 +23 51 55.566063756|035.6590189904297 +56.7606232399767|  -4.101 -2.708   |10.55    |~                 |    ~     ~    |    1|  682.920   pc  | -16.5099    +16.5099  |paral   |2020yCat.1350....0G
2204|BD+25 2905                                                                                               |Star                                |15 23 26.1640166904 +24 51 34.707927924|037.8554183957212 +55.8973323850299| -23.687 18.302   |10.51    |F8                |    ~     ~    |    1|  227.293   pc  |  -0.6819     +0.6819  |paral   |2020yCat.1350....0G
2205|BD+24 2855                                                                                               |Star                                |15 24 03.6280446696 +24 01 56.885030328|036.4790618393488 +55.5748788211224| -0.811 -14.997   |9.64     |F5                |    ~     ~    |    1|  229.574   pc  |  -2.8407     +2.8407  |paral   |2020yCat.1350....0G
2206|BD+24 2856                                                                                               |Star                                |15 24 16.1545025736 +24 02 38.109634656|036.5183384768204 +55.5311786724363|    3.705 9.370   |8.950    |K2                |    ~     ~    |    1|  422.369   pc  |  -2.6759     +2.6759  |paral   |2020yCat.1350....0G
2207|BD+23 2806                                                                                               |Star                                |15 23 49.7484269376 +23 09 03.270238632|034.9467980223617 +55.4120358836547|   3.322 -2.214   |10.22    |K0                |    ~     ~    |    1|  495.319   pc  |  -3.0177     +3.0177  |paral   |2020yCat.1350....0G
2208|BD+23 2807                                                                                               |Star                                |15 24 32.5366208640 +22 49 00.821893476|034.4542241580212 +55.1674274043751|   8.136 -5.342   |10.583   |G0                |    ~     ~    |    1|  402.593   pc  |  -2.6743     +2.6743  |paral   |2020yCat.1350....0G
2209|HD 137425                                                                                                |Spectroscopic Binary                |15 25 13.5917921592 +24 49 00.870711312|037.9349316134473 +55.4913469266688| 10.678 -90.443   |7.88     |F2                |    ~     ~    |    1|   99.624   pc  |  -0.8228     +0.8228  |paral   |2020yCat.1350....0G
2210|BD+25 2914                                                                                               |Star                                |15 26 42.3235646472 +24 54 56.814662952|038.2306376244626 +55.1847325129533|    9.306 0.237   |10.20    |K2                |    ~     ~    |    1|  523.725   pc  |  -4.6629     +4.6629  |paral   |2020yCat.1350....0G
2211|HD 137853                                                                                                |Spectroscopic Binary                |15 27 38.8731247176 +25 06 05.826980268|038.6267967333075 +55.0151557560752|  5.342 -13.001   |6.02     |M1III             |    ~     ~    |    1|  282.909   pc  |  -4.3861     +4.3861  |paral   |2020yCat.1350....0G
2212|HD 138075                                                                                                |Star                                |15 28 54.0780467016 +25 19 06.886982964|039.0978509054093 +54.7826026475636| 17.875 -14.473   |8.48     |K0                |    ~     ~    |    1|  467.246   pc  |  -8.0778     +8.0778  |paral   |2020yCat.1350....0G
2213|BD+25 2913                                                                                               |Star                                |15 26 06.1947395016 +24 45 18.515116044|037.9041102008804 +55.2837301433020|  -36.276 2.386   |9.37     |M0                |    ~     ~    |    1|  493.486   pc  |  -3.8721     +3.8721  |paral   |2020yCat.1350....0G
2214|BD+25 2918                                                                                               |Star                                |15 28 03.4687816248 +24 54 42.539702004|038.3379100682554 +54.8842900312412|   2.176 -9.769   |10.31    |K0                |    ~     ~    |    1|  490.076   pc  |  -3.6987     +3.6987  |paral   |2020yCat.1350....0G
2215|BD+25 2919                                                                                               |Star                                |15 28 14.2401226536 +24 51 48.375014400|038.2709609086767 +54.8341590957798|  -2.733 -9.784   |10.93    |F0                |    ~     ~    |    1|  660.458   pc  | -42.4864    +42.4864  |paral   |2020yCat.1350....0G
2216|BD+25 2920                                                                                               |Star                                |15 28 22.9357098192 +24 51 47.560699656|038.2828375716336 +54.8020049941844|  -3.187 -3.505   |10.50    |G0                |    ~     ~    |    1|  135.069   pc  |  -0.3083     +0.3083  |paral   |2020yCat.1350....0G
2217|BD+24 2864                                                                                               |Double or Multiple Star             |15 27 05.96899 +23 54 55.1794          |036.56487763 +54.87255909          |   -3.94 -35.51   |9.33     |F8                |    ~     ~    |    0|                |                       |        |                   
2218|BD+24 2872                                                                                               |Star                                |15 28 54.5044437912 +24 27 30.479333364|037.6450351626503 +54.5964110441016|  -11.758 2.892   |10.92    |K0                |    ~     ~    |    1|  940.026   pc  | -12.9013    +12.9013  |paral   |2020yCat.1350....0G
2219|StKM 2-1151                                                                                              |High Proper Motion Star             |15 24 54.0668687496 +23 57 23.745982356|036.4280355753942 +55.3704668121428|-146.865 55.885   |10.38    |K7V               |    ~     ~    |    1|   36.761   pc  |  -0.0195     +0.0195  |paral   |2020yCat.1350....0G
2220|BD+24 2862                                                                                               |Star                                |15 26 42.8569588536 +23 34 24.977244072|035.9515472773624 +54.8759429373134|   8.715 -5.790   |9.07     |K0                |    ~     ~    |    1|  515.092   pc  |  -3.7145     +3.7145  |paral   |2020yCat.1350....0G
2221|BD+24 2866                                                                                               |Star                                |15 28 01.0214835144 +23 39 28.054494900|036.2189455317613 +54.6070384638067|  -0.724 13.967   |8.88     |K0                |    ~     ~    |    1|  385.922   pc  |  -2.6064     +2.6064  |paral   |2020yCat.1350....0G
2222|BD+24 2867                                                                                               |Star                                |15 28 04.2455516016 +23 31 44.286795372|036.0085732558586 +54.5636152467723|  15.255 -4.767   |8.61     |K0                |    ~     ~    |    1|  430.737   pc  |  -4.1560     +4.1560  |paral   |2020yCat.1350....0G
2223|BD+24 2868                                                                                               |Spectroscopic Binary                |15 28 16.5608573736 +23 38 39.964248924|036.2214666371264 +54.5462613069750|-10.362 -34.737   |9.80     |G0                |    ~     ~    |    1|  143.781   pc  |  -0.7318     +0.7318  |paral   |2020yCat.1350....0G
2224|HD 137984                                                                                                |High Proper Motion Star             |15 28 20.1157516248 +23 41 02.625046080|036.2934172077080 +54.5427254585441|-118.776 -5.296   |7.92     |K2                |    ~     ~    |    1|  151.497   pc  |  -0.5508     +0.5508  |paral   |2020yCat.1350....0G
2225|BD+24 2870                                                                                               |Star                                |15 28 27.0727921944 +23 34 05.449343808|036.1109617096733 +54.4887187860334|  7.730 -16.315   |9.51     |F8                |    ~     ~    |    1|  200.558   pc  |  -0.6476     +0.6476  |paral   |2020yCat.1350....0G
2226|HD 138214                                                                                                |Star                                |15 29 54.1327938624 +23 49 01.666961580|036.6636943484453 +54.2268485133406|-25.364 -13.352   |7.58     |A2                |    ~     ~    |    1|  111.802   pc  |  -0.2550     +0.2550  |paral   |2020yCat.1350....0G
2227|BD+23 2808                                                                                               |High Proper Motion Star             |15 24 42.2532816888 +23 16 38.781093108|035.2511609677370 +55.2493725141812|-63.238 -62.963   |9.19     |G5                |    ~     ~    |    1|   97.658   pc  |  -0.1402     +0.1402  |paral   |2020yCat.1350....0G
2228|BD+23 2811                                                                                               |Star                                |15 27 18.0615478896 +23 27 12.799864836|035.8070708043382 +54.7160474113473| -4.044 -18.676   |8.20     |K7                |    ~     ~    |    1|  507.048   pc  |  -5.0134     +5.0134  |paral   |2020yCat.1350....0G
2229|BD+23 2813                                                                                               |Star                                |15 27 54.1640402136 +23 18 50.363482320|035.6329712250810 +54.5475625786412|  12.914 -9.861   |10.02    |F2                |    ~     ~    |    1|  345.543   pc  |  -1.8029     +1.8029  |paral   |2020yCat.1350....0G
2230|BD+23 2815                                                                                               |Star                                |15 28 47.4882126480 +23 05 47.150946564|035.3601917750278 +54.2948868378342|  21.976 30.615   |9.91     |F5                |    ~     ~    |    1|  206.535   pc  |  -2.2736     +2.2736  |paral   |2020yCat.1350....0G
2231|HD 138173                                                                                                |Star                                |15 29 36.6844968552 +23 18 38.067313572|035.7963402914119 +54.1669784443725|   -1.338 4.052   |8.82     |F5                |    ~     ~    |    1|  348.736   pc  |  -2.2377     +2.2377  |paral   |2020yCat.1350....0G
2232|TYC 2025-270-1                                                                                           |Star                                |15 25 42.6293849712 +22 55 52.426969464|034.7692112006669 +54.9373747761577|   -9.162 0.672   |10.52    |~                 |    ~     ~    |    1|  891.424   pc  | -11.9990    +11.9990  |paral   |2020yCat.1350....0G
2233|TYC 2025-796-1                                                                                           |High Proper Motion Star             |15 24 34.0643991384 +23 47 05.845357860|036.1026986276898 +55.4038952697162| -52.909 -2.489   |10.83    |~                 |    ~     ~    |    1|   86.953   pc  |  -0.0938     +0.0938  |paral   |2020yCat.1350....0G
2234|TYC 2025-816-1                                                                                           |Star                                |15 25 25.0328852184 +23 58 13.268468496|036.5001448590742 +55.2590816983898|-14.585 -31.930   |10.72    |~                 |    ~     ~    |    1|  230.457   pc  |  -0.8445     +0.8445  |paral   |2020yCat.1350....0G
2235|TYC 2025-893-1                                                                                           |Star                                |15 23 17.0568466416 +23 59 20.785041816|036.3311451955156 +55.7371627664582| 12.094 -11.551   |10.72    |~                 |    ~     ~    |    1|  679.579   pc  |  -6.6041     +6.6041  |paral   |2020yCat.1350....0G
2236|TYC 2025-936-1                                                                                           |Star                                |15 25 33.7320694464 +23 31 05.076011964|035.7449811274799 +55.1183491470193|  17.883 -6.146   |10.00    |~                 |    ~     ~    |    1|   99.584   pc  |  -0.1626     +0.1626  |paral   |2020yCat.1350....0G
