C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:38:27

dec< 0&rah >=3.5&rah< 3.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2851

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
2342|CD-66 178                                                                                                |Star                               |03 38 25.8150605088 -66 05 06.128801880|281.1555892172055 -43.3150972906215|    6.477 1.911   |10.49    |~                  |    ~     ~          |    1|  357.665   pc  |  -6.2100     +6.2100  |ST-L    |2020AJ....160...83S
2343|CD-64 126                                                                                                |Star                               |03 38 53.0190725544 -64 13 54.977941236|279.0055855969404 -44.3301779041480|  -2.677 23.698   |9.69     |~                  |    ~     ~          |    1|  287.794   pc  |  -4.4900     +4.4900  |ST-L    |2020AJ....160...83S
2344|CPD-64 259                                                                                               |High Proper Motion Star            |03 40 02.4169692528 -64 12 30.237731928|278.8807629202061 -44.2386114058496|-42.630 -81.410   |10.28    |~                  |    ~     ~          |    1|  144.846   pc  |  -1.1260     +1.1260  |ST-L    |2020AJ....160...83S
2345|CD-65 180                                                                                                |Star                               |03 40 04.2807254424 -65 27 56.685755340|280.3241316588667 -43.5323258819712|  -1.205 -0.410   |10.625   |~                  |    ~     ~          |    1|  679.419   pc  | -20.5500    +20.5500  |ST-L    |2020AJ....160...83S
2346|CPD-64 263                                                                                               |Star                               |03 42 35.0140703832 -64 00 02.935656648|278.4268968550730 -44.1192458503867|-16.575 -28.073   |10.720   |~                  |    ~     ~          |    1|  419.367   pc  |  -8.4580     +8.4580  |ST-L    |2020AJ....160...83S
2347|CPD-65 262                                                                                               |Star                               |03 43 04.9975599504 -65 08 21.587276436|279.7086716061313 -43.4537498542131|   3.742 -7.619   |10.910   |~                  |    ~     ~          |    1|  854.272   pc  | -35.6200    +35.6200  |ST-L    |2020AJ....160...83S
2348|[RRW93] P83s-34                                                                                          |Star                               |03 30 23.44 -65 19 28.0                |280.98507 -44.43180                |            ~ ~   |10.6     |A6                 |    ~     ~          |    0|                |                       |        |                   
2349|TYC 8873-136-1                                                                                           |Star                               |03 31 53.3392403904 -65 06 59.484442464|280.6202200139103 -44.4310014580685|  22.729 30.405   |10.531   |~                  |    ~     ~          |    1|  692.528   pc  | -30.3800    +30.3800  |ST-L    |2020AJ....160...83S
2350|TYC 8870-1318-1                                                                                          |High Proper Motion Star            |03 32 18.6052877232 -64 01 00.107675652|279.3314368910247 -45.0422256309777|  48.278 61.323   |10.694   |~                  |    ~     ~          |    1|  198.496   pc  |  -1.9640     +1.9640  |ST-L    |2020AJ....160...83S
2351|TYC 8870-1092-1                                                                                          |Star                               |03 33 03.4056738072 -63 47 34.516276368|279.0057642428525 -45.1048516231607|   7.697 -1.329   |10.149   |~                  |    ~     ~          |    1|  977.550   pc  | -43.8100    +43.8100  |ST-L    |2020AJ....160...83S
2352|TYC 8870-602-1                                                                                           |High Proper Motion Star            |03 33 57.2105702928 -63 44 28.918835232|278.8654234324678 -45.0533039168906|  43.725 37.105   |10.90    |~                  |    ~     ~          |    1|  284.982   pc  |  -4.4100     +4.4100  |ST-L    |2020AJ....160...83S
2353|TYC 8870-1347-1                                                                                          |Star                               |03 34 07.6967507400 -63 45 25.482027420|278.8680349248713 -45.0284659441430|   -4.082 5.178   |10.907   |~                  |    ~     ~          |    1|  331.837   pc  |  -7.4860     +7.4860  |ST-L    |2020AJ....160...83S
2354|TYC 8870-1105-1                                                                                          |High Proper Motion Star            |03 34 43.5598919040 -63 50 26.267494236|278.9118111763261 -44.9266089327561|  84.835 64.022   |10.80    |~                  |    ~     ~          |    1|  196.920   pc  |  -1.9190     +1.9190  |ST-L    |2020AJ....160...83S
2355|TYC 8873-188-1                                                                                           |Star                               |03 36 41.4671347464 -65 00 13.012514208|280.0784863320803 -44.0868018110520|   -4.365 3.929   |10.681   |~                  |    ~     ~          |    1|  349.349   pc  |  -8.0770     +8.0770  |ST-L    |2020AJ....160...83S
2356|TYC 8870-332-1                                                                                           |Star                               |03 37 14.6067473904 -63 18 21.482955684|278.0642979686904 -44.9950511087462|   18.647 9.529   |10.820   |~                  |    ~     ~          |    1|  961.484   pc  | -40.9200    +40.9200  |ST-L    |2020AJ....160...83S
2357|TYC 8870-776-1                                                                                           |Star                               |03 37 21.2672060592 -64 57 39.075313104|279.9737448816714 -44.0538863770372|  23.155 24.842   |10.637   |~                  |    ~     ~          |    1|  744.869   pc  | -31.6900    +31.6900  |ST-L    |2020AJ....160...83S
2358|TYC 8870-447-1                                                                                           |Star                               |03 37 31.2446346528 -63 06 02.249868564|277.7974644845195 -45.0821734161821|  18.316 13.166   |10.396   |~                  |    ~     ~          |    1|  736.195   pc  | -19.0000    +19.0000  |ST-L    |2020AJ....160...83S
2359|TYC 8870-585-1                                                                                           |Star                               |03 37 33.0038109816 -64 07 24.043816020|278.9933187218063 -44.5112990901733|    8.035 8.657   |10.563   |~                  |    ~     ~          |    1| 1430.940   pc  |-112.3000   +112.3000  |ST-L    |2020AJ....160...83S
2360|CD-66 184                                                                                                |Star                               |03 43 19.3734372360 -65 42 18.028761300|280.3370038570953 -43.1199574943497|   4.587 -3.736   |10.372   |~                  |    ~     ~          |    1|  625.477   pc  | -24.4100    +24.4100  |ST-L    |2020AJ....160...83S
2361|TYC 8870-819-1                                                                                           |Star                               |03 34 36.6688155840 -64 57 39.218210568|280.2075607756331 -44.2908038147870|   7.961 10.711   |10.98    |~                  |    ~     ~          |    1|  601.391   pc  | -17.4900    +17.4900  |ST-L    |2020AJ....160...83S
2362|TYC 8870-833-1                                                                                           |Star                               |03 44 15.2693759952 -64 25 20.036407512|278.7841432249350 -43.7392180917717|  -6.286 -2.534   |10.650   |~                  |    ~     ~          |    1|  170.137   pc  |  -1.4100     +1.4100  |ST-L    |2020AJ....160...83S
2363|TYC 8870-1019-1                                                                                          |Star                               |03 34 13.0510219584 -64 39 41.124406104|279.9009756443408 -44.4992440004745|  -0.204 -0.678   |9.68     |~                  |    ~     ~          |    1|  917.832   pc  | -45.1200    +45.1200  |ST-L    |2020AJ....160...83S
2364|TYC 8870-1025-1                                                                                          |Star                               |03 35 24.2154495648 -63 56 01.012199352|278.9598371822481 -44.8123868743938|   0.324 18.406   |10.962   |~                  |    ~     ~          |    1|  222.311   pc  |  -2.3390     +2.3390  |ST-L    |2020AJ....160...83S
2365|TYC 8873-725-1                                                                                           |High Proper Motion Star            |03 42 43.6740198888 -65 59 11.003829576|280.7029542883790 -43.0131627763847|  51.246 31.725   |10.961   |~                  |    ~     ~          |    1|  193.988   pc  |  -1.9720     +1.9720  |ST-L    |2020AJ....160...83S
2366|TYC 8873-1221-1                                                                                          |Star                               |03 40 37.0919673696 -66 01 50.895908508|280.9193563372386 -43.1647736514089|    5.460 6.731   |10.862   |~                  |    ~     ~          |    1| 2759.590   pc  |-312.9000   +312.9000  |ST-L    |2020AJ....160...83S
2367|HD 22251                                                                                                 |Star                               |03 31 25.8989289192 -63 11 00.357009288|278.4453638215946 -45.6041365062641| -25.292 -6.562   |9.990    |F2IV/V             |    ~     ~          |    1|  181.636   pc  |  -1.5980     +1.5980  |ST-L    |2020AJ....160...83S
2368|HD 22543                                                                                                 |Star                               |03 34 00.8033638632 -62 46 18.791734224|277.7231944809187 -45.5964623644540|    9.148 0.175   |9.14     |K1III              |    ~     ~          |    1|  428.690   pc  |  -7.7560     +7.7560  |ST-L    |2020AJ....160...83S
2369|TYC 8870-513-1                                                                                           |Star                               |03 32 47.0721741624 -62 55 59.879359020|278.0267257994344 -45.6212954173764| 27.456 -16.491   |10.90    |~                  |    ~     ~          |    1|  123.566   pc  |  -0.7609     +0.7609  |ST-L    |2020AJ....160...83S
2370|TYC 8870-56-1                                                                                            |Star                               |03 33 51.5988363816 -62 48 08.562595824|277.7733317453283 -45.5938955468187|  34.441 -3.315   |10.22    |~                  |    ~     ~          |    1|  524.233   pc  | -13.5800    +13.5800  |ST-L    |2020AJ....160...83S
2371|CD-69 162                                                                                                |Star                               |03 34 32.7482767848 -69 16 00.940257336|284.8966512914283 -41.6855894128446|  -24.715 0.146   |10.01    |~                  |    ~     ~          |    1|  105.642   pc  |  -0.6815     +0.6815  |ST-L    |2020AJ....160...83S
2372|CPD-69 196                                                                                               |Star                               |03 33 02.1260437752 -69 13 16.368346992|284.9621890797919 -41.8182747918044|  20.462 16.947   |10.425   |~                  |    ~     ~          |    1|  708.547   pc  | -26.2400    +26.2400  |ST-L    |2020AJ....160...83S
2373|HD 22527                                                                                                 |High Proper Motion Star            |03 32 59.6077216248 -67 25 10.168300524|283.0605795526729 -42.9467677681264|-66.839 -75.682   |7.48     |F6V                |    ~     ~          |    1|   52.177   pc  |  -0.0419     +0.0419  |paral   |2020yCat.1350....0G
2374|CPD-67 239                                                                                               |Double or Multiple Star            |03 33 18.7375060080 -67 26 31.475116608|283.0591829518023 -42.9087559851791| 13.507 -87.721   |9.82     |~                  |    ~     ~          |    1|   78.525   pc  |  -0.4680     +0.4680  |paral   |2020yCat.1350....0G
2375|CD-67 201                                                                                                |Star                               |03 35 59.8789006536 -67 09 53.801938764|282.5438793013619 -42.8716408875254|  16.304 14.168   |9.52     |~                  |    ~     ~          |    1|  426.603   pc  |  -2.0929     +2.0929  |paral   |2020yCat.1350....0G
2376|CD-67 203                                                                                                |Star                               |03 38 36.5646889368 -67 12 37.406093868|282.3879324717145 -42.6413704836278|   1.553 -0.696   |10.059   |~                  |    ~     ~          |    1|  706.075   pc  | -18.9400    +18.9400  |ST-L    |2020AJ....160...83S
2377|HD 23334                                                                                                 |Star                               |03 39 57.3274962864 -67 13 45.602748552|282.3045099371229 -42.5249102378626|   4.731 10.484   |9.22     |A2V                |    ~     ~          |    1|  441.126   pc  | -12.8800    +12.8800  |ST-L    |2020AJ....160...83S
2378|CD-67 205                                                                                                |Star                               |03 41 35.1519918192 -66 43 48.793988964|281.6266222538982 -42.6848064976317|  22.809 29.399   |9.452    |~                  |    ~     ~          |    1|  279.975   pc  |  -4.3620     +4.3620  |ST-L    |2020AJ....160...83S
2379|HD 23673                                                                                                 |Star                               |03 42 29.0543196960 -67 16 50.633480460|282.1686180918217 -42.2961783817733|   -0.213 3.672   |8.36     |M1III              |    ~     ~          |    1|  596.801   pc  |  -5.4138     +5.4138  |paral   |2020yCat.1350....0G
2380|HD 23891                                                                                                 |High Proper Motion Star            |03 44 18.4558590336 -66 41 47.948372484|281.3813172598490 -42.4826607652793|  39.904 65.076   |8.893    |F6V                |    ~     ~          |    1|  123.076   pc  |  -0.5824     +0.5824  |ST-L    |2020AJ....160...83S
2381|CD-68 176                                                                                                |Star                               |03 33 35.6439461952 -67 39 58.050913464|283.2774056355222 -42.7496703118710|   1.396 21.518   |9.951    |~                  |    ~     ~          |    1|  530.102   pc  | -13.5300    +13.5300  |ST-L    |2020AJ....160...83S
2382|HD 22749A                                                                                                |Star                               |03 35 03.5069312832 -67 50 00.892672152|283.3413928190066 -42.5374392026291|   -9.849 7.019   |10.14    |F5IV/V(+A)         |    ~     ~          |    1|  268.050   pc  |  -3.5870     +3.5870  |ST-L    |2020AJ....160...83S
2383|HD 23971                                                                                                 |Star                               |03 44 38.7255051768 -67 44 36.836377512|282.5187949836167 -41.8610167688518|  -2.732 -8.711   |9.40     |K2III              |    ~     ~          |    1|  551.602   pc  |  -3.3165     +3.3165  |paral   |2020yCat.1350....0G
2384|HD 22264                                                                                                 |Star                               |03 30 30.9564867888 -68 11 53.834736624|284.0885502700322 -42.6430329563458|  2.876 -24.231   |8.85     |K2III              |    ~     ~          |    1|  317.491   pc  |  -1.6934     +1.6934  |paral   |2020yCat.1350....0G
2385|CD-68 175                                                                                                |Star                               |03 30 56.2675113960 -68 26 15.683358156|284.3064793457391 -42.4612127773602|-20.761 -21.435   |10.513   |~                  |    ~     ~          |    1|  262.522   pc  |  -3.3140     +3.3140  |ST-L    |2020AJ....160...83S
2386|HD 22772                                                                                                 |Spectroscopic Binary               |03 35 14.9585836992 -67 51 46.177008768|283.3578513965189 -42.5053166471195|   8.588 -1.903   |9.309    |G8pBa              |    ~     ~          |    1|  351.909   pc  |  -7.0720     +7.0720  |ST-L    |2020AJ....160...83S
2387|HD 22803                                                                                                 |Star                               |03 35 18.4556029512 -68 22 59.102105052|283.9089561541394 -42.1816208365041|  -6.436 13.984   |9.42     |A1mA8-F0           |    ~     ~          |    1|  284.204   pc  |  -7.0191     +7.0191  |paral   |2020yCat.1350....0G
2388|HD 23004                                                                                                 |Star                               |03 36 56.2170824616 -68 26 17.241571140|283.8436013339423 -42.0294938954873|   -6.392 9.710   |7.80     |G8III(p)           |    ~     ~          |    1|  508.233   pc  |  -4.9852     +4.9852  |paral   |2020yCat.1350....0G
2389|CD-68 184                                                                                                |Star                               |03 37 44.0110716816 -68 34 47.642659176|283.9348989337196 -41.8852226433804|   29.576 1.255   |10.20    |~                  |    ~     ~          |    1|  241.996   pc  |  -3.2750     +3.2750  |ST-L    |2020AJ....160...83S
2390|CD-68 185                                                                                                |Star                               |03 37 58.8417993048 -67 56 22.736026428|283.2296207997198 -42.2544765294785|  19.777 35.700   |10.02    |~                  |    ~     ~          |    1|  613.181   pc  | -18.9900    +18.9900  |ST-L    |2020AJ....160...83S
2391|HD 23424                                                                                                 |Star                               |03 40 31.4182203768 -67 52 06.914520516|282.9602618741109 -42.1048344405488|   4.396 12.097   |9.35     |A2V                |    ~     ~          |    1|  418.375   pc  |  -2.8356     +2.8356  |paral   |2020yCat.1350....0G
2392|HD 23536                                                                                                 |Spectroscopic Binary               |03 41 12.3120888072 -68 32 26.210401584|283.6368230499484 -41.6555187222771|   7.741 25.821   |9.47     |A1mA6-F0           |    ~     ~          |    1|  247.384   pc  |  -2.6927     +2.6927  |paral   |2020yCat.1350....0G
2393|HD 23578                                                                                                 |High Proper Motion Star            |03 41 37.8413065752 -68 10 10.108702992|283.2048003030705 -41.8436590916086| 88.929 -48.574   |9.896    |F8V                |    ~     ~          |    1|  107.304   pc  |  -0.5633     +0.5633  |ST-L    |2020AJ....160...83S
2394|CD-68 192                                                                                                |Star                               |03 42 16.0704634272 -68 28 49.642527648|283.4948390124794 -41.6127557540887|  8.745 -30.307   |10.16    |~                  |    ~     ~          |    1|  242.524   pc  |  -0.6117     +0.6117  |paral   |2020yCat.1350....0G
2395|V* CR Hyi                                                                                                |Ellipsoidal Variable               |03 33 35.8506481152 -69 00 59.492777652|284.7065608873329 -41.9086218474806|  78.490 86.660   |9.27     |F0V                |    ~     ~          |    1|  231.104   pc  |  -4.5730     +4.5730  |ST-L    |2020AJ....160...83S
2396|HD 22700                                                                                                 |High Proper Motion Star            |03 34 16.1658904104 -68 41 42.755945352|284.3185143667703 -42.0626279588614|  58.322 82.686   |9.12     |G8IV               |    ~     ~          |    1|  160.997   pc  |  -1.3320     +1.3320  |ST-L    |2020AJ....160...83S
2397|V* CS Hyi                                                                                                |Mira Variable                      |03 35 53.0033386608 -69 11 34.758870360|284.7201919670613 -41.6392195534815|   8.235 10.149   |8.79     |M5III              |    ~     ~          |    1|  741.290   pc  | -12.4739    +12.4739  |paral   |2020yCat.1350....0G
2398|CD-69 164                                                                                                |Eruptive Variable                  |03 39 06.8248953816 -69 15 54.987923088|284.5606152356806 -41.3690994545309|  41.479 45.778   |9.88     |~                  |    ~     ~          |    1|  292.343   pc  |  -4.2870     +4.2870  |ST-L    |2020AJ....160...83S
2399|HD 23381                                                                                                 |Star                               |03 39 54.1251416784 -68 58 39.353393928|284.1988855772156 -41.4879763779833|  40.751 13.027   |8.64     |K3III              |    ~     ~          |    1|  301.042   pc  |  -1.4863     +1.4863  |paral   |2020yCat.1350....0G
2400|CD-69 168                                                                                                |Star                               |03 42 13.7154801816 -68 52 41.825677656|283.9256920584285 -41.3800740223344|  20.810 18.220   |10.07    |~                  |    ~     ~          |    1|  367.327   pc  |  -7.1840     +7.1840  |ST-L    |2020AJ....160...83S
2401|HD 23881                                                                                                 |Spectroscopic Binary               |03 43 27.5588286312 -69 41 24.100974060|284.7047627686363 -40.8090567750149|-40.047 -113.622  |9.27     |G0V                |    ~     ~          |    1|  102.092   pc  |  -0.1855     +0.1855  |paral   |2020yCat.1350....0G
2402|CD-69 157                                                                                                |Star                               |03 31 59.0652628056 -68 57 36.066566556|284.7705809734694 -42.0563936743927|  29.211 13.070   |10.55    |~                  |    ~     ~          |    1|  115.734   pc  |  -0.6244     +0.6244  |ST-L    |2020AJ....160...83S
2403|CPD-67 238                                                                                               |Star                               |03 33 11.2789266024 -67 32 04.384095792|283.1686411724774 -42.8612088180559|   0.416 16.391   |10.58    |~                  |    ~     ~          |    1|  355.910   pc  |  -1.4441     +1.4441  |paral   |2020yCat.1350....0G
2404|CD-69 159                                                                                                |High Proper Motion Star            |03 33 42.9037281432 -69 04 05.367988884|284.7515866414880 -41.8679671146199|  50.236 13.813   |10.34    |~                  |    ~     ~          |    1|  218.206   pc  |  -2.2030     +2.2030  |ST-L    |2020AJ....160...83S
2405|CD-68 177                                                                                                |Star                               |03 34 00.4357711848 -68 05 57.491999880|283.7077441805496 -42.4516517675688|  -0.086 14.185   |10.03    |~                  |    ~     ~          |    1|  652.699   pc  |  -4.7288     +4.7288  |paral   |2020yCat.1350....0G
2406|CD-69 161                                                                                                |Star                               |03 34 22.8464784624 -68 38 30.683351364|284.2537900686446 -42.0879466260823|  30.230 31.332   |10.178   |~                  |    ~     ~          |    1|  235.724   pc  |  -2.7090     +2.7090  |ST-L    |2020AJ....160...83S
2407|CD-68 178                                                                                                |High Proper Motion Star            |03 34 37.5361609248 -67 53 00.830547564|283.4289186268271 -42.5390202905127|  73.925 32.335   |9.92     |~                  |    ~     ~          |    1|  210.495   pc  |  -0.4298     +0.4298  |paral   |2020yCat.1350....0G
2408|CPD-67 240                                                                                               |Star                               |03 35 20.6342979384 -67 20 22.360787700|282.7857896271910 -42.8166614808297|   9.225 20.919   |9.704    |~                  |    ~     ~          |    1|  455.269   pc  | -10.9700    +10.9700  |ST-L    |2020AJ....160...83S
2409|CD-68 183                                                                                                |Star                               |03 37 21.0578380152 -67 52 04.578946212|283.2004616315983 -42.3449435726933|  23.996 24.524   |10.401   |~                  |    ~     ~          |    1|  222.943   pc  |  -2.3710     +2.3710  |ST-L    |2020AJ....160...83S
2410|CD-68 186                                                                                                |High Proper Motion Star            |03 38 36.5274802296 -67 58 21.541233972|283.2174754214985 -42.1875336295975|  40.503 92.549   |10.616   |~                  |    ~     ~          |    1|  194.147   pc  |  -1.9640     +1.9640  |ST-L    |2020AJ....160...83S
2411|CPD-67 247                                                                                               |High Proper Motion Star            |03 40 09.2330515656 -67 29 51.365175252|282.5835147448594 -42.3518941342829|   6.775 59.252   |10.673   |~                  |    ~     ~          |    1|  236.067   pc  |  -2.8150     +2.8150  |ST-L    |2020AJ....160...83S
2412|CD-68 188                                                                                                |Star                               |03 40 18.1782641088 -68 25 05.964046536|283.5713259469491 -41.7948444083509|  14.995 18.191   |9.69     |~                  |    ~     ~          |    1| 1064.623   pc  | -12.4676    +12.4676  |paral   |2020yCat.1350....0G
2413|CD-69 166                                                                                                |Star                               |03 40 54.9901263264 -68 39 00.012793644|283.7753546586076 -41.6114802668854|  32.374 15.989   |10.759   |~                  |    ~     ~          |    1|  142.413   pc  |  -0.9504     +0.9504  |ST-L    |2020AJ....160...83S
2414|CD-69 167                                                                                                |Double or Multiple Star            |03 41 29.7615183096 -69 16 14.894685192|284.3965788845636 -41.1979711333666| -19.472 23.303   |9.868    |~                  |    ~     ~          |    1|  308.824   pc  | -17.5200    +17.5200  |ST-L    |2020AJ....160...83S
2415|CPD-67 249                                                                                               |Star                               |03 41 54.1088602224 -67 33 45.729121068|282.5227793195981 -42.1783680811630|  34.362 19.878   |10.67    |~                  |    ~     ~          |    1|  180.788   pc  |  -1.5900     +1.5900  |ST-L    |2020AJ....160...83S
2416|CD-67 206                                                                                                |Star                               |03 42 12.5354191944 -66 56 39.706325988|281.8169507022049 -42.5116545266575|-18.548 -20.186   |10.361   |~                  |    ~     ~          |    1|  337.984   pc  |  -5.4690     +5.4690  |ST-L    |2020AJ....160...83S
2417|CD-68 193                                                                                                |High Proper Motion Star            |03 42 52.5189124296 -67 56 05.016252012|282.8578434454489 -41.8868938744866| -14.833 74.945   |10.39    |~                  |    ~     ~          |    1|  155.094   pc  |  -1.1730     +1.1730  |ST-L    |2020AJ....160...83S
2418|CD-69 169                                                                                                |Star                               |03 42 56.4034560936 -68 52 59.428235640|283.8803279237548 -41.3255627404134|    4.412 9.393   |10.614   |~                  |    ~     ~          |    1|  269.447   pc  |  -3.5600     +3.5600  |ST-L    |2020AJ....160...83S
2419|TYC 9152-1850-1                                                                                          |Star                               |03 33 56.7101314224 -68 32 06.258962112|284.1745241459273 -42.1855605053572|   4.579 -4.784   |10.500   |~                  |    ~     ~          |    1| 1064.250   pc  | -55.9200    +55.9200  |ST-L    |2020AJ....160...83S
2420|TYC 8873-178-1                                                                                           |Star                               |03 35 45.1357086096 -67 26 56.239537344|282.8720250781415 -42.7191784376590|    5.705 7.355   |10.364   |~                  |    ~     ~          |    1| 1070.420   pc  | -54.0900    +54.0900  |ST-L    |2020AJ....160...83S
2421|TYC 9152-2060-1                                                                                          |Star                               |03 36 04.0492484760 -68 34 57.932123592|284.0631136920690 -42.0037472113150|   8.736 12.597   |10.921   |~                  |    ~     ~          |    1| 1420.200   pc  | -90.2600    +90.2600  |ST-L    |2020AJ....160...83S
2422|TYC 9152-1341-1                                                                                          |Star                               |03 39 14.0130928560 -69 11 14.442950688|284.4696398402448 -41.4081794901094|  33.145 -7.596   |10.648   |~                  |    ~     ~          |    1|  559.483   pc  | -15.7700    +15.7700  |ST-L    |2020AJ....160...83S
2423|TYC 8873-777-1                                                                                           |Star                               |03 40 42.7175519304 -67 23 02.433262812|282.4165168465829 -42.3751846339325|   -0.230 8.982   |10.229   |~                  |    ~     ~          |    1| 1212.340   pc  | -71.1700    +71.1700  |ST-L    |2020AJ....160...83S
2424|TYC 9152-329-1                                                                                           |Star                               |03 42 26.0370831912 -67 52 37.720934940|282.8274437197096 -41.9541730459233|    1.513 2.645   |10.631   |~                  |    ~     ~          |    1|  775.169   pc  | -22.6200    +22.6200  |ST-L    |2020AJ....160...83S
2425|TYC 9152-1963-1                                                                                          |Star                               |03 42 54.0498758616 -69 21 20.475111312|284.3882601920254 -41.0477781364516|   19.850 7.712   |10.413   |~                  |    ~     ~          |    1|  507.474   pc  | -12.3200    +12.3200  |ST-L    |2020AJ....160...83S
2426|TYC 8873-1278-1                                                                                          |Star                               |03 44 52.1967100104 -67 04 26.164760124|281.7607644216381 -42.2242865835620|    2.259 4.241   |10.868   |~                  |    ~     ~          |    1| 2396.540   pc  |-272.2000   +272.2000  |ST-L    |2020AJ....160...83S
2427|TYC 8873-380-1                                                                                           |Star                               |03 40 43.3422742056 -66 27 18.041743656|281.3868550811367 -42.9131574730786|  24.942 -1.845   |10.83    |~                  |    ~     ~          |    1|  365.833   pc  |  -6.5780     +6.5780  |ST-L    |2020AJ....160...83S
2428|TYC 8873-710-1                                                                                           |Star                               |03 42 53.5628738784 -66 49 22.707365412|281.6297810476158 -42.5260789009595|    5.319 6.742   |10.795   |~                  |    ~     ~          |    1|  864.464   pc  | -28.0100    +28.0100  |ST-L    |2020AJ....160...83S
2429|TYC 8873-1018-1                                                                                          |Star                               |03 38 35.1857571096 -66 55 48.816059916|282.0818302362882 -42.8084964738542|   12.877 8.294   |10.820   |~                  |    ~     ~          |    1|  706.819   pc  | -24.5100    +24.5100  |ST-L    |2020AJ....160...83S
2430|TYC 8873-1270-1                                                                                          |Star                               |03 36 37.1813540736 -67 05 11.882934672|282.4089367545995 -42.8702669143109|   0.913 -5.224   |10.771   |~                  |    ~     ~          |    1|  897.092   pc  | -29.3400    +29.3400  |ST-L    |2020AJ....160...83S
2431|TYC 9152-692-1                                                                                           |Star                               |03 39 40.9978694736 -68 32 25.002657024|283.7479350973648 -41.7673010718855|  -4.901 16.316   |10.914   |~                  |    ~     ~          |    1|  303.074   pc  | -16.4600    +16.4600  |ST-L    |2020AJ....160...83S
2432|TYC 9152-2107-1                                                                                          |Double or Multiple Star            |03 32 56.276136 -68 16 45.25428        |283.982369012 -42.417595531        |      13.0 77.2   |10.860   |~                  |    ~     ~          |    1|  157.111   pc  | +89.660      +5       |ST-L    |2017AJ....153...75K
2433|HD 22219                                                                                                 |High Proper Motion Star            |03 30 18.6690383400 -67 32 25.242650124|283.4084026369908 -43.0727841715293|  51.745 26.096   |9.24     |F7V                |    ~     ~          |    1|  177.327   pc  |  -0.3616     +0.3616  |paral   |2020yCat.1350....0G
2434|HD 22252                                                                                                 |Pulsating Variable                 |03 30 51.7078870944 -66 29 22.962633936|282.2297092402814 -43.6833490058722|   17.374 2.056   |5.800    |B8IV               |    ~     ~          |    1|  243.007   pc  |  -2.1023     +2.1023  |paral   |2020yCat.1350....0G
2435|HD 22288                                                                                                 |Star                               |03 31 08.3140641408 -66 17 28.458802572|281.9892167205679 -43.7831638695290|  12.579 14.772   |8.01     |M1III              |    ~     ~          |    1|  642.426   pc  |  -5.6541     +5.6541  |paral   |2020yCat.1350....0G
2436|HD 23012                                                                                                 |Double or Multiple Star            |03 37 29.4284574072 -66 31 28.227942804|281.7206979450410 -43.1348484125329|  32.177 36.166   |8.62     |F3V                |0.0017  0.0          |    1|  211.242   pc  | -16.1849    +16.1849  |paral   |2020yCat.1350....0G
2437|HD 22488                                                                                                 |Star                               |03 32 46.2667196760 -66 43 46.125267240|282.3311709455279 -43.3867246359769|   25.624 9.043   |7.50     |ApSrEuCr           |    ~     ~          |    1|  189.735   pc  |  -0.6012     +0.6012  |paral   |2020yCat.1350....0G
2438|WT 120                                                                                                   |High Proper Motion Star            |03 30 00.868104 -66 48 23.55516        |282.645429780 -43.553522855        |    -199.5 14.0   |10.81    |~                  |    ~     ~          |    0|                |                       |        |                   
2439|TYC 8873-539-1                                                                                           |Star                               |03 32 23.9624255808 -66 01 08.611308804|281.5823392916861 -43.8473633817820|  -3.217 -3.511   |10.54    |~                  |    ~     ~          |    1| 1402.721   pc  | -22.8245    +22.8245  |paral   |2020yCat.1350....0G
2440|TYC 8873-204-1                                                                                           |Star                               |03 33 28.0994131272 -66 20 16.055995020|281.8439165687175 -43.5689969047057|    6.032 1.715   |10.20    |~                  |    ~     ~          |    1|  869.036   pc  |  -9.0627     +9.0627  |paral   |2020yCat.1350....0G
2441|TYC 8873-817-1                                                                                           |Star                               |03 37 30.4580851680 -66 37 41.011449528|281.8339116745411 -43.0724534683318|   12.693 3.561   |10.603   |~                  |    ~     ~          |    1|  734.242   pc  | -22.9000    +22.9000  |ST-L    |2020AJ....160...83S
2442|CD-73 166                                                                                                |High Proper Motion Star            |03 44 09.0244621728 -73 08 57.604791120|288.2189480233438 -38.6482984047356|127.497 119.034   |10.32    |~                  |    ~     ~          |    1|  103.812   pc  |  -0.5348     +0.5348  |ST-L    |2020AJ....160...83S
2443|CD-73 163                                                                                                |Star                               |03 40 55.5607778880 -72 59 09.950825328|288.2467384860752 -38.9334153969589|   4.792 17.629   |10.81    |~                  |    ~     ~          |    1|  421.550   pc  |  -4.0161     +4.0161  |paral   |2020yCat.1350....0G
2444|HD 23425                                                                                                 |Star                               |03 39 41.8468217832 -71 05 54.163090824|286.4243297823649 -40.1979445214193|  40.482 18.095   |8.98     |F0IV               |    ~     ~          |    1|  160.583   pc  |  -0.3172     +0.3172  |paral   |2020yCat.1350....0G
