C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:15:54

dec >=0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4911

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4114|BD+41 42B                                                                                                |Star                              |00 21 57.2793231072 +42 12 32.320667952|117.1157627564590 -20.3295676838534|   7.247 -3.091  |10.80    |~                 |    ~     ~    |    1|  448.672   pc  |  -7.4886     +7.4886  |paral   |2020yCat.1350....0G
4115|BD+41 44                                                                                                 |Star                              |00 22 02.0757339192 +42 03 37.676790900|117.1121808087519 -20.4787797477391| -1.231 -30.821  |9.41     |F0                |    ~     ~    |    1|  283.190   pc  |  -1.5879     +1.5879  |paral   |2020yCat.1350....0G
4116|TYC 2794-311-1                                                                                           |Star                              |00 19 42.3365820984 +44 44 47.856782256|117.0240849247413 -17.7608098963026|  -8.208 -2.441  |10.76    |A5                |    ~     ~    |    1|  368.827   pc  |  -2.0541     +2.0541  |paral   |2020yCat.1350....0G
4117|TYC 2795-2437-1                                                                                          |Star                              |00 21 29.4193376208 +44 21 34.432689096|117.3046216110265 -18.1847185018179|    6.143 2.726  |9.84     |F2                |    ~     ~    |    1|  275.368   pc  |  -1.3194     +1.3194  |paral   |2020yCat.1350....0G
4118|BD+43 42                                                                                                 |Double or Multiple Star           |00 17 31.3189392645 +44 33 59.583789026|116.5945930609081 -17.8874579402873|  3.972 -14.461  |9.633    |B8                |    ~     ~    |    0|                |                       |        |                   
4119|HD 1314                                                                                                  |Star                              |00 17 38.6910444072 +44 44 41.622662220|116.6430935234352 -17.7138157481125|   9.881 -1.920  |7.88     |A2V               |    ~     ~    |    1|  215.764   pc  |  -5.3956     +5.3956  |paral   |2020yCat.1350....0G
4120|HD 1350                                                                                                  |Star                              |00 17 52.8317139528 +44 34 40.608913224|116.6626983173094 -17.8849284296459|   30.353 0.034  |7.37     |K0                |    ~     ~    |    1|  198.602   pc  |  -0.7415     +0.7415  |paral   |2020yCat.1350....0G
4121|HD 1392                                                                                                  |Star                              |00 18 19.7641073184 +44 33 30.290912712|116.7431534554268 -17.9151174143543|-12.890 -10.400  |7.16     |K2                |    ~     ~    |    1|  546.060   pc  |  -5.8742     +5.8742  |paral   |2020yCat.1350....0G
4122|HD 1448                                                                                                  |Star                              |00 18 40.6922522664 +44 37 47.940037428|116.8178851992709 -17.8525090463498|-21.450 -11.756  |7.05     |A2                |    ~     ~    |    1|  120.849   pc  |  -0.7682     +0.7682  |paral   |2020yCat.1350....0G
4123|BD+43 57                                                                                                 |Star                              |00 20 49.1070564024 +44 46 57.297753516|117.2346077454388 -17.7501769340203|  -3.894 -6.367  |9.62     |A2                |    ~     ~    |    1|  521.594   pc  |  -5.4140     +5.4140  |paral   |2020yCat.1350....0G
4124|BD+43 58                                                                                                 |Star                              |00 21 08.7340969536 +44 31 33.158879688|117.2618420938155 -18.0121121646645|   3.012 -6.672  |9.37     |A2                |    ~     ~    |    1|  329.815   pc  |  -6.6572     +6.6572  |paral   |2020yCat.1350....0G
4125|BD+43 60                                                                                                 |Star                              |00 21 34.8205400520 +44 25 32.580495012|117.3299023460629 -18.1210189253790|   4.827 -2.722  |9.68     |A0                |    ~     ~    |    1|  389.742   pc  |  -2.9924     +2.9924  |paral   |2020yCat.1350....0G
4126|NSV 131                                                                                                  |Eclipsing Binary                  |00 20 30.1759577352 +44 51 10.828291644|117.1855791619967 -17.6733058603099|   5.757 -7.390  |10.77    |A6(N)             |    ~     ~    |    1|  446.847   pc  |  -4.8121     +4.8121  |paral   |2020yCat.1350....0G
4127|V* V348 And                                                                                              |Eclipsing Binary                  |00 15 17.8352278848 +44 12 12.227160564|116.1264074121095 -18.1902616143844|   5.461 -3.053  |6.77     |B9V               |    ~     ~    |    1|  413.070   pc  | -24.5020    +24.5020  |paral   |2020yCat.1350....0G
4128|BD+43 48                                                                                                 |Star                              |00 18 26.9100846480 +44 00 26.837598960|116.6873130934952 -18.4639308448840|  13.119 -9.549  |9.72     |A2                |    ~     ~    |    1|  583.533   pc  | -19.4772    +19.4772  |paral   |2020yCat.1350....0G
4129|HD 1575                                                                                                  |Star                              |00 20 07.4010203448 +43 55 33.228123132|116.9911069259239 -18.5843362229599| -3.291 -18.867  |7.82     |K2                |    ~     ~    |    1|  656.297   pc  |  -8.9160     +8.9160  |paral   |2020yCat.1350....0G
4130|BD+43 61                                                                                                 |Star                              |00 21 50.4845 +43 57 16.399            |117.3186351 -18.5943780            |       1.9 -2.5  |9.66     |A0                |    ~     ~    |    0|                |                       |        |                   
4131|HD 1185                                                                                                  |Star                              |00 16 21.5288994600 +43 35 42.183374100|116.2327548311228 -18.8199293043568| 35.421 -23.037  |6.150    |A2VpSi            |    ~     ~    |    1|   97.705   pc  |  -0.3141     +0.3141  |paral   |2020yCat.1350....0G
4132|BD+42 43                                                                                                 |Star                              |00 16 31.9404289944 +43 29 55.002853680|116.2510635119890 -18.9198744083466|    1.890 1.654  |9.44     |K2                |    ~     ~    |    1|  847.961   pc  | -11.6484    +11.6484  |paral   |2020yCat.1350....0G
4133|BD+42 44                                                                                                 |Spectroscopic Binary              |00 16 40.7104071864 +43 32 19.220491896|116.2848173371296 -18.8839963578981|   8.254 -2.129  |9.64     |F0                |    ~     ~    |    1|  266.610   pc  |  -1.1018     +1.1018  |paral   |2020yCat.1350....0G
4134|BD+42 46                                                                                                 |Star                              |00 17 28.2888260040 +43 03 00.565852068|116.3632635517572 -19.3879542619324|-13.505 -13.721  |10.74    |F8                |    ~     ~    |    1|  197.734   pc  |  -0.7194     +0.7194  |paral   |2020yCat.1350....0G
4135|* 26 And                                                                                                 |Star                              |00 18 42.1688838792 +43 47 28.108208148|116.7045888768483 -18.6844352271180|  23.328 -2.755  |6.11     |B8V               |    ~     ~    |    1|  185.436   pc  |  -1.4477     +1.4477  |paral   |2020yCat.1350....0G
4136|BD+42 51                                                                                                 |Star                              |00 19 09.9596508264 +43 34 18.950576304|116.7614931877749 -18.9128296358023|  13.899 -7.288  |8.75     |K2                |    ~     ~    |    1|  765.873   pc  | -11.8485    +11.8485  |paral   |2020yCat.1350....0G
4137|BD+42 52                                                                                                 |Star                              |00 19 10.4287609656 +43 29 48.895691388|116.7525049057264 -18.9873750972425|   0.894 -0.728  |9.53     |A2                |    ~     ~    |    1|  593.824   pc  |  -7.1231     +7.1231  |paral   |2020yCat.1350....0G
4138|CCDM J00192+4330BC                                                                                       |Double or Multiple Star           |00 19 12.4457210016 +43 30 12.474686520|116.7598094322001 -18.9816873140498|   5.027 -6.274  |10.6     |~                 |    ~     ~    |    1|  685.448   pc  |  -7.6114     +7.6114  |paral   |2020yCat.1350....0G
4139|HD 1520                                                                                                  |Star                              |00 19 30.5231183904 +43 40 39.517769460|116.8411368461098 -18.8161754126776|-35.488 -24.904  |8.53     |F8                |    ~     ~    |    1|   93.988   pc  |  -0.1855     +0.1855  |paral   |2020yCat.1350....0G
4140|HD 1552                                                                                                  |Star                              |00 19 52.9842690168 +42 52 47.722213344|116.8027534166873 -19.6159798697361|-13.428 -21.730  |8.650    |F2III             |    ~     ~    |    1|  205.605   pc  |  -2.6379     +2.6379  |paral   |2020yCat.1350....0G
4141|HD 1615                                                                                                  |Star                              |00 20 31.8120003504 +43 41 39.405628392|117.0368756955656 -18.8234067333774|-15.177 -19.148  |7.94     |A2                |    ~     ~    |    1|  278.458   pc  |  -1.8454     +1.8454  |paral   |2020yCat.1350....0G
4142|HD 1640                                                                                                  |Star                              |00 20 51.8616364080 +43 35 22.001717184|117.0863245360311 -18.9350128338528|   4.966 -3.746  |9.61     |A                 |    ~     ~    |    1|  392.049   pc  |  -2.6898     +2.6898  |paral   |2020yCat.1350....0G
4143|HD 1649                                                                                                  |Star                              |00 21 01.1308054728 +43 42 46.937669760|117.1319261404264 -18.8158727688296| -1.140 -11.889  |8.46     |K0                |    ~     ~    |    1|  339.455   pc  |  -2.0396     +2.0396  |paral   |2020yCat.1350....0G
4144|HD 1659                                                                                                  |Star                              |00 21 04.7080449720 +43 19 11.861092704|117.0915272056768 -19.2072387732156|   7.513 -3.530  |8.84     |K0                |    ~     ~    |    1|  573.362   pc  |  -4.9969     +4.9969  |paral   |2020yCat.1350....0G
4145|BD+41 41                                                                                                 |Star                              |00 21 50.9689889352 +42 46 14.247899760|117.1680746911831 -19.7697393458947|  -18.051 3.645  |10.51    |G0                |    ~     ~    |    1|  186.975   pc  |  -0.5314     +0.5314  |paral   |2020yCat.1350....0G
4146|BD+41 46                                                                                                 |High Proper Motion Star           |00 22 25.2928866000 +42 35 13.558237764|117.2555063282884 -19.9646096867370|107.179 -60.729  |9.11     |F8                |    ~     ~    |    1|   78.287   pc  |  -0.9163     +0.9163  |paral   |2020yCat.1350....0G
4147|BD+43 37                                                                                                 |Star                              |00 16 21.0433666848 +44 06 02.528660160|116.3075972209061 -18.3192774720093| -18.054 -7.486  |10.77    |F4V               |    ~     ~    |    1|  449.479   pc  |  -3.0103     +3.0103  |paral   |2020yCat.1350....0G
4148|TYC 2794-983-1                                                                                           |Star                              |00 16 26.4577941192 +43 42 47.915307900|116.2661637631125 -18.7050151380326| -0.163 -11.000  |10.61    |F5V               |    ~     ~    |    1|  302.361   pc  |  -1.3988     +1.3988  |paral   |2020yCat.1350....0G
4149|TYC 2794-2391-1                                                                                          |Star                              |00 16 48.5291004648 +44 14 17.573651988|116.4137817304257 -18.1948223333294|  -5.269 -4.610  |10.35    |K1III             |    ~     ~    |    1|  800.256   pc  | -11.2712    +11.2712  |paral   |2020yCat.1350....0G
4150|TYC 2794-749-1                                                                                           |Star                              |00 17 27.5771888544 +44 17 01.583335248|116.5419209041011 -18.1659873878128|   6.589 -4.009  |10.47    |G5III             |    ~     ~    |    1|  789.827   pc  | -12.9132    +12.9132  |paral   |2020yCat.1350....0G
4151|TYC 2794-821-1                                                                                           |Star                              |00 19 06.0826796160 +44 12 59.728258404|116.8390440460868 -18.2722674300477|  -3.186 -3.232  |10.08    |M2III             |    ~     ~    |    1|  984.446   pc  | -19.8672    +19.8672  |paral   |2020yCat.1350....0G
4152|** ES 1485AB                                                                                             |Double or Multiple Star           |00 21 01.13 +43 42 47.0                |117.13193 -18.81586                |            ~ ~  |8.4      |~                 |    ~     ~    |    0|                |                       |        |                   
4153|BD+41 43                                                                                                 |Double or Multiple Star           |00 21 57.9274547232 +42 30 34.150676328|117.1568121986842 -20.0315329038951|  -1.280 -2.418  |10.27    |ApSi              |0.0050 0.000   |    1|  201.0131  pc  | -15.2736    +15.2736  |paral   |2018yCat.1345....0G
4154|BD+43 52                                                                                                 |Star                              |00 19 26.3278599168 +43 53 39.139079352|116.8577941463500 -18.5998210652712|  15.280 -5.196  |10.11    |~                 |    ~     ~    |    1|  535.131   pc  |  -4.0950     +4.0950  |paral   |2020yCat.1350....0G
4155|BD+42 50                                                                                                 |Double or Multiple Star           |00 19 00.0 +43 00 00                   |116.6495 -19.4757                  |            ~ ~  |9.5      |~                 |    ~     ~    |    0|                |                       |        |                   
4156|TYC 2790-281-1                                                                                           |Star                              |00 18 04.9110764880 +43 06 49.444555104|116.4895690092789 -19.3403722191113|  -3.727 -2.227  |9.77     |~                 |    ~     ~    |    1|  625.626   pc  | -10.4506    +10.4506  |paral   |2020yCat.1350....0G
4157|TYC 2790-363-1                                                                                           |Star                              |00 15 25.5397152816 +42 50 00.511581624|115.9372722726767 -19.5486418576654|  -9.460 -4.709  |10.49    |~                 |    ~     ~    |    1|  485.084   pc  |  -6.5650     +6.5650  |paral   |2020yCat.1350....0G
4158|TYC 2790-556-1                                                                                           |Star                              |00 18 22.6394175168 +42 15 44.367012144|116.4231824216657 -20.1912215890855|-10.315 -11.380  |10.65    |~                 |    ~     ~    |    0|                |                       |        |                   
4159|TYC 2790-618-1                                                                                           |Star                              |00 18 07.0287206256 +42 13 53.184053640|116.3678550402419 -20.2152253863847|  9.063 -22.099  |10.83    |~                 |    ~     ~    |    1|  198.401   pc  |  -0.7440     +0.7440  |paral   |2020yCat.1350....0G
4160|TYC 2790-649-1                                                                                           |Star                              |00 18 33.2840565528 +42 33 40.495518180|116.5009377624937 -19.8995151303030|  -3.810 -0.243  |10.72    |~                 |    ~     ~    |    1|  875.810   pc  | -10.3551    +10.3551  |paral   |2020yCat.1350....0G
4161|TYC 2790-1001-1                                                                                          |Star                              |00 19 42.3055479144 +42 38 20.422736592|116.7350341753639 -19.8505963799186| -6.329 -14.029  |10.15    |~                 |    ~     ~    |    1|  655.480   pc  |  -5.5425     +5.5425  |paral   |2020yCat.1350....0G
4162|TYC 2790-1249-1                                                                                          |Star                              |00 15 57.4993567776 +42 32 52.591157484|115.9955740885570 -19.8454528360037|   42.403 0.128  |10.84    |~                 |    ~     ~    |    1|  286.090   pc  |  -1.3832     +1.3832  |paral   |2020yCat.1350....0G
4163|TYC 2790-1471-1                                                                                          |Star                              |00 15 24.4686642048 +42 23 03.985463292|115.8631849939668 -19.9922434486190|-21.125 -35.519  |9.78     |~                 |    ~     ~    |    1|  317.581   pc  |  -1.4927     +1.4927  |paral   |2020yCat.1350....0G
4164|TYC 2790-1888-1                                                                                          |Star                              |00 15 37.1813437296 +42 08 25.741028508|115.8660327523893 -20.2393152850812|   -1.258 0.242  |10.32    |~                 |    ~     ~    |    1|  917.768   pc  | -16.5933    +16.5933  |paral   |2020yCat.1350....0G
4165|TYC 2790-1981-1                                                                                          |Star                              |00 17 28.7953977696 +42 06 51.266775996|116.2258823581725 -20.3149091084762|   4.832 -7.678  |10.55    |~                 |    ~     ~    |    1|  212.450   pc  |  -1.2096     +1.2096  |paral   |2020yCat.1350....0G
4166|TYC 2791-275-1                                                                                           |Star                              |00 20 51.7071660168 +42 54 04.564090224|116.9943998720532 -19.6176978722967|  12.430 -3.855  |10.63    |~                 |    ~     ~    |    1| 1058.649   pc  | -19.3888    +19.3888  |paral   |2020yCat.1350....0G
4167|TYC 2791-283-1                                                                                           |Star                              |00 21 50.8255267104 +42 41 05.821582740|117.1565201859815 -19.8547220132301|    1.699 1.722  |10.13    |~                 |    ~     ~    |    1| 1107.665   pc  | -24.2931    +24.2931  |paral   |2020yCat.1350....0G
4168|TYC 2791-287-1                                                                                           |Star                              |00 22 21.6163822584 +42 14 19.031651808|117.1990728833667 -20.3092234942235|   -3.709 1.866  |10.16    |~                 |    ~     ~    |    1|  541.448   pc  |  -7.4757     +7.4757  |paral   |2020yCat.1350....0G
4169|TYC 2791-1083-1                                                                                          |Star                              |00 22 18.1265747304 +42 45 56.132850240|117.2550577705894 -19.7847723395945|   15.985 0.950  |10.92    |~                 |    ~     ~    |    1|  344.187   pc  |  -2.5825     +2.5825  |paral   |2020yCat.1350....0G
4170|TYC 2791-1839-1                                                                                          |Star                              |00 21 46.4433075888 +42 58 25.182473484|117.1797777680277 -19.5665307882532|  -5.977 -0.225  |10.11    |~                 |    ~     ~    |    1|  318.238   pc  |  -1.8027     +1.8027  |paral   |2020yCat.1350....0G
4171|TYC 2791-1858-1                                                                                          |Star                              |00 22 11.3752524408 +42 09 06.825701052|117.1544579077691 -20.3915075974125| -12.983 -6.213  |10.95    |~                 |    ~     ~    |    1|  495.983   pc  |  -4.9446     +4.9446  |paral   |2020yCat.1350....0G
4172|TYC 2791-2167-1                                                                                          |Star                              |00 22 26.1662150784 +42 58 27.810968592|117.3074598814128 -19.5804062466585|   3.672 -2.619  |10.47    |~                 |    ~     ~    |    1|  631.393   pc  | -13.0361    +13.0361  |paral   |2020yCat.1350....0G
4173|TYC 2791-2324-1                                                                                          |Star                              |00 20 21.3902074416 +42 15 43.943190660|116.8099589191758 -20.2397786108332|  2.871 -11.934  |10.46    |~                 |    ~     ~    |    1|  286.156   pc  |  -3.9223     +3.9223  |paral   |2020yCat.1350....0G
4174|TYC 2791-2412-1                                                                                          |Star                              |00 20 14.5808261016 +42 16 52.472636688|116.7903760225875 -20.2182031975585|  -2.038 -3.710  |9.99     |~                 |    ~     ~    |    1| 1021.450   pc  | -16.9024    +16.9024  |paral   |2020yCat.1350....0G
4175|TYC 2794-18-1                                                                                            |Star                              |00 16 33.4038642984 +43 13 50.192311476|116.2152159023234 -19.1857636921166| -4.005 -10.988  |10.93    |~                 |    ~     ~    |    0|                |                       |        |                   
4176|TYC 2794-107-1                                                                                           |Star                              |00 16 51.9203 +44 54 41.038            |116.5237212 -17.5297439            | -13.270 -3.097  |10.84    |~                 |    ~     ~    |    0|                |                       |        |                   
4177|TYC 2794-366-1                                                                                           |High Proper Motion Star           |00 19 33.8556839592 +43 14 42.446250780|116.7919430092347 -19.2463059953405|  77.205 44.902  |10.87    |~                 |    ~     ~    |    1|  130.056   pc  |  -0.8525     +0.8525  |paral   |2020yCat.1350....0G
4178|TYC 2794-387-1                                                                                           |Star                              |00 18 25.3726746600 +43 10 00.986101968|116.5625499882673 -19.2961268585700| -10.403 -5.814  |10.40    |~                 |    ~     ~    |    1|  325.362   pc  |  -2.5195     +2.5195  |paral   |2020yCat.1350....0G
4179|TYC 2794-457-1                                                                                           |Star                              |00 19 46.0617992160 +44 03 11.573766648|116.9414664338838 -18.4498502398754|  -4.702 -4.145  |10.51    |~                 |    ~     ~    |    1| 1008.166   pc  | -17.9903    +17.9903  |paral   |2020yCat.1350....0G
4180|TYC 2794-560-1                                                                                           |Star                              |00 16 21.7754168280 +44 54 16.546738788|116.4303603740628 -17.5239117184622|  -8.179 -4.477  |10.52    |~                 |    ~     ~    |    1|  525.403   pc  |  -4.4720     +4.4720  |paral   |2020yCat.1350....0G
4181|TYC 2794-890-1                                                                                           |Star                              |00 19 00.5059166064 +44 49 31.832793696|116.9061263707886 -17.6664755299252|  -1.460 -3.624  |10.19    |~                 |    ~     ~    |    1| 1665.002   pc  | -41.0290    +41.0290  |paral   |2020yCat.1350....0G
4182|TYC 2794-969-1                                                                                           |Star                              |00 18 42.0449799744 +44 21 35.992792692|116.7842498680359 -18.1206224460987|  -2.918 -1.815  |10.97    |~                 |    ~     ~    |    1| 1128.923   pc  | -41.6751    +41.6751  |paral   |2020yCat.1350....0G
4183|TYC 2794-1082-1                                                                                          |Star                              |00 18 08.5090326816 +44 35 25.120603752|116.7128958553646 -17.8790019564248|-13.373 -20.288  |10.98    |~                 |    ~     ~    |    1|  404.351   pc  | -13.5378    +13.5378  |paral   |2020yCat.1350....0G
4184|TYC 2794-1192-1                                                                                          |Star                              |00 15 25.2194371392 +44 42 37.509254280|116.2274028115198 -17.6919421624263|  5.024 -14.840  |10.12    |~                 |    ~     ~    |    1|  417.693   pc  |  -2.7915     +2.7915  |paral   |2020yCat.1350....0G
4185|TYC 2794-1218-1                                                                                          |Star                              |00 19 05.1956446392 +44 48 22.638075984|116.9178940634553 -17.6873530309776|  -1.419 -7.757  |9.65     |~                 |    ~     ~    |    1|  622.743   pc  |  -5.7008     +5.7008  |paral   |2020yCat.1350....0G
4186|TYC 2794-1326-1                                                                                          |Star                              |00 16 06.7752570696 +44 43 08.093275464|116.3564876321807 -17.7013548744536|   -1.169 1.633  |10.24    |~                 |    ~     ~    |    1|  793.588   pc  |  -9.3208     +9.3208  |paral   |2020yCat.1350....0G
4187|TYC 2794-1472-1                                                                                          |Star                              |00 16 04.6410996144 +44 45 41.179752324|116.3563306588412 -17.6583645814433| 22.402 -12.944  |10.84    |~                 |    ~     ~    |    1|  390.854   pc  |  -1.9554     +1.9554  |paral   |2020yCat.1350....0G
4188|TYC 2794-1538-1                                                                                          |Star                              |00 16 59.0195074992 +44 30 38.148106356|116.4865874854619 -17.9295359487619|   2.888 -0.877  |10.82    |~                 |    ~     ~    |    1|  521.404   pc  | -51.6537    +51.6537  |paral   |2020yCat.1350....0G
4189|TYC 2794-1604-1                                                                                          |Star                              |00 16 52.8438105384 +44 27 48.216574620|116.4605188746386 -17.9736961608230| 41.188 -18.966  |9.45     |~                 |    ~     ~    |    1|  656.685   pc  |  -7.2016     +7.2016  |paral   |2020yCat.1350....0G
4190|TYC 2794-1934-1                                                                                          |Star                              |00 18 56.3106081984 +43 32 11.707413792|116.7133544377924 -18.9424017675951|  45.692 -1.531  |10.16    |~                 |    ~     ~    |    1|  186.700   pc  |  -0.5263     +0.5263  |paral   |2020yCat.1350....0G
4191|TYC 2794-1941-1                                                                                          |Star                              |00 19 42.9909520392 +43 47 07.932889788|116.8952706841855 -18.7140833317465|  -5.063 -2.195  |10.64    |~                 |    ~     ~    |    1| 1550.868   pc  | -35.1158    +35.1158  |paral   |2020yCat.1350....0G
4192|TYC 2794-1997-1                                                                                          |Star                              |00 15 31.0984329000 +43 42 04.880560608|116.0901577414989 -18.6927008264555|    1.487 1.396  |10.35    |~                 |    ~     ~    |    1| 1731.002   pc  | -51.8372    +51.8372  |paral   |2020yCat.1350....0G
4193|TYC 2794-2054-1                                                                                          |High Proper Motion Star           |00 16 41.0277454200 +43 22 40.430938332|116.2616526183651 -19.0432745604488| 48.646 -16.626  |10.60    |~                 |    ~     ~    |    1|  245.116   pc  |  -4.6744     +4.6744  |paral   |2020yCat.1350....0G
4194|TYC 2794-2250-1                                                                                          |Star                              |00 18 19.0300002384 +43 21 51.004190844|116.5706588560723 -19.0981109861937| 20.579 -14.308  |10.62    |~                 |    ~     ~    |    1|  438.616   pc  | -18.2572    +18.2572  |paral   |2020yCat.1350....0G
4195|TYC 2794-2275-1                                                                                          |Star                              |00 17 08.6236667208 +43 19 38.212607136|116.3416623560720 -19.1051984213676|  11.398 -7.461  |10.17    |~                 |    ~     ~    |    1|  699.203   pc  |  -8.1155     +8.1155  |paral   |2020yCat.1350....0G
4196|TYC 2794-2306-1                                                                                          |Star                              |00 16 43.1200561992 +43 20 49.778096712|116.2636669375913 -19.0746003414917|  -0.460 -3.571  |10.25    |~                 |    ~     ~    |    1| 1592.864   pc  | -37.5508    +37.5508  |paral   |2020yCat.1350....0G
4197|TYC 2794-2329-1                                                                                          |Star                              |00 15 08.0397621240 +43 19 10.057551636|115.9577547673882 -19.0601293827235|    3.291 2.101  |10.56    |~                 |    ~     ~    |    1|  886.603   pc  | -28.8486    +28.8486  |paral   |2020yCat.1350....0G
4198|TYC 2794-2436-1                                                                                          |Star                              |00 15 05.6471565816 +43 35 42.703498176|115.9934735491850 -18.7863767550730|  -1.375 -1.431  |10.65    |~                 |    ~     ~    |    1| 1904.399   pc  |-184.9635   +184.9635  |paral   |2020yCat.1350....0G
4199|TYC 2794-2446-1                                                                                          |Star                              |00 15 36.0239806728 +43 16 41.647150416|116.0401290333867 -19.1134292301898| -15.892 -6.374  |10.53    |~                 |    ~     ~    |    1|  909.008   pc  | -15.6996    +15.6996  |paral   |2020yCat.1350....0G
4200|TYC 2794-2477-1                                                                                          |Star                              |00 19 19.9464269064 +43 18 20.706777648|116.7560634262380 -19.1806686544446|   24.427 9.051  |10.56    |~                 |    ~     ~    |    1|  297.717   pc  |  -1.4713     +1.4713  |paral   |2020yCat.1350....0G
4201|TYC 2795-36-1                                                                                            |Star                              |00 20 34.5064909296 +44 02 31.022527848|117.0916591980988 -18.4795366585365|  -6.317 -5.435  |10.72    |~                 |    ~     ~    |    1|  663.438   pc  |  -9.6393     +9.6393  |paral   |2020yCat.1350....0G
4202|TYC 2795-118-1                                                                                           |Star                              |00 21 22.6663711320 +44 27 37.755736272|117.2966128813745 -18.0820951823564|  -9.009 -4.061  |10.07    |~                 |    ~     ~    |    1|  931.793   pc  | -19.8826    +19.8826  |paral   |2020yCat.1350....0G
4203|TYC 2795-265-1                                                                                           |High Proper Motion Star           |00 21 52.5869152296 +43 15 40.863722832|117.2365378489293 -19.2832484575302| 77.955 -16.064  |10.85    |~                 |    ~     ~    |    1|  218.117   pc  |  -0.6803     +0.6803  |paral   |2020yCat.1350....0G
4204|TYC 2795-333-1                                                                                           |Star                              |00 20 54.6206384904 +43 15 33.451881372|117.0513555842608 -19.2636138577703|  2.646 -10.970  |10.92    |~                 |    ~     ~    |    1|  415.300   pc  |  -3.6564     +3.6564  |paral   |2020yCat.1350....0G
4205|TYC 2795-344-1                                                                                           |Double or Multiple Star           |00 22 14.4768 +44 18 04.847            |117.4375845 -18.2587032            |-24.419 -47.505  |10.59    |~                 |    ~     ~    |    0|                |                       |        |                   
4206|TYC 2795-834-1                                                                                           |Star                              |00 20 14.2751394744 +44 24 26.733756348|117.0772525108332 -18.1093552992104|  -1.447 -6.367  |9.89     |~                 |    ~     ~    |    1| 1156.337   pc  | -19.5219    +19.5219  |paral   |2020yCat.1350....0G
4207|TYC 2795-928-1                                                                                           |Star                              |00 20 26.1183244464 +44 27 08.367261948|117.1200077904161 -18.0692823054924|   -2.730 0.286  |10.94    |~                 |    ~     ~    |    1|  263.630   pc  |  -1.0634     +1.0634  |paral   |2020yCat.1350....0G
4208|TYC 2795-959-1                                                                                           |Star                              |00 22 16.9391131056 +43 37 25.974186132|117.3601047034485 -18.9322165718432|  -28.579 2.160  |10.64    |~                 |    ~     ~    |    1|  784.929   pc  |  -8.1327     +8.1327  |paral   |2020yCat.1350....0G
4209|TYC 2795-966-1                                                                                           |Star                              |00 21 44.3006796792 +43 52 36.231317904|117.2892412176581 -18.6693801816277|   11.441 4.203  |10.83    |~                 |    ~     ~    |    1|  454.918   pc  |  -6.7259     +6.7259  |paral   |2020yCat.1350....0G
4210|TYC 2795-1154-1                                                                                          |Star                              |00 20 07.9276953096 +44 25 47.833589100|117.0605576369153 -18.0846063730654| 26.430 -11.447  |10.91    |~                 |    ~     ~    |    1|  486.831   pc  |  -6.3754     +6.3754  |paral   |2020yCat.1350....0G
4211|TYC 2795-1155-1                                                                                          |Spectroscopic Binary              |00 20 21.9774243384 +43 43 08.323809564|117.0091420110143 -18.7951520015594| 17.111 -15.574  |10.43    |~                 |    ~     ~    |    1|  306.344   pc  |  -1.7737     +1.7737  |paral   |2020yCat.1350....0G
4212|TYC 2795-1278-1                                                                                          |Star                              |00 20 18.3989682240 +44 03 20.411401392|117.0430397678152 -18.4598245802609| 41.725 -13.871  |10.36    |~                 |    ~     ~    |    1|  253.293   pc  |  -2.2070     +2.2070  |paral   |2020yCat.1350....0G
4213|TYC 2795-1417-1                                                                                          |Star                              |00 20 34.6551741312 +43 41 23.828239896|117.0452756186565 -18.8287812169924|  16.639 -8.479  |10.9     |~                 |    ~     ~    |    1|  935.979   pc  | -11.3887    +11.3887  |paral   |2020yCat.1350....0G
4214|TYC 2795-1560-1                                                                                          |High Proper Motion Star           |00 21 55.7995608168 +44 13 13.462968900|117.3690993598634 -18.3323882807330|-40.103 -78.085  |10.47    |~                 |    ~     ~    |    1|  210.997   pc  |  -4.1537     +4.1537  |paral   |2020yCat.1350....0G
4215|TYC 2795-1589-1                                                                                          |Star                              |00 21 27.9561505824 +43 47 56.071855608|117.2277450841540 -18.7406293444445|   8.964 -1.364  |10.79    |~                 |    ~     ~    |    1|  510.595   pc  |  -4.0931     +4.0931  |paral   |2020yCat.1350....0G
4216|TYC 2795-1619-1                                                                                          |Star                              |00 22 07.8258407784 +43 46 58.294408836|117.3514016398990 -18.7710965213029| -20.333 -1.571  |10.65    |~                 |    ~     ~    |    1|  280.183   pc  |  -1.7742     +1.7742  |paral   |2020yCat.1350....0G
4217|TYC 2795-1662-1                                                                                          |Star                              |00 20 54.9595790208 +44 40 04.928300832|117.2377069414067 -17.8659892895950|   -1.803 4.523  |10.73    |~                 |    ~     ~    |    1|  167.185   pc  |  -0.4752     +0.4752  |paral   |2020yCat.1350....0G
