C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:51:32

dec >=0&rah >=17.75&rah< 18.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5314

 #  |                                                                                  identifier                                                                                   |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
5144|TYC 4204-1883-1                                                                                                                                                                |Star                              |17 51 02.9289510528 +62 21 58.541252184|091.5233540202115 +30.7628165047384|  25.391 33.882    |10.88    |~                 |    ~     ~    |    1|  137.103   pc  |  -0.2068     +0.2068  |paral   |2020yCat.1350....0G
5145|TYC 4208-228-1                                                                                                                                                                 |Star                              |17 45 59.0389166832 +65 13 24.439368756|094.8682725684813 +31.2711487582326| -22.216 42.265    |10.92    |~                 |    ~     ~    |    1|  265.182   pc  |  -0.6610     +0.6610  |paral   |2020yCat.1350....0G
5146|TYC 4208-549-1                                                                                                                                                                 |Star                              |17 51 43.1950235112 +64 21 31.004454348|093.8408684627216 +30.6838131680702|    1.978 1.652    |10.40    |~                 |    ~     ~    |    1|  927.988   pc  |  -9.9034     +9.9034  |paral   |2020yCat.1350....0G
5147|TYC 4208-1076-1                                                                                                                                                                |Star                              |17 45 40.6582430208 +65 23 44.948708052|095.0714198865711 +31.2954723104406|  -0.297 -9.573    |10.57    |~                 |    ~     ~    |    1| 1958.097   pc  | -47.5434    +47.5434  |paral   |2020yCat.1350....0G
5148|TYC 4212-29-1                                                                                                                                                                  |Star                              |17 49 56.2961407848 +67 22 17.030006688|097.3506898087054 +30.7751828351812|   -2.619 0.118    |10.97    |~                 |    ~     ~    |    1|  995.520   pc  |  -9.1178     +9.1178  |paral   |2020yCat.1350....0G
5149|TYC 4212-283-2                                                                                                                                                                 |Star                              |17 55 11.6368 +67 28 39.943            |097.4511255 +30.2670006            |   5.113 15.944    |10.60    |~                 |    ~     ~    |    0|                |                       |        |                   
5150|TYC 4212-380-1                                                                                                                                                                 |Star                              |17 53 14.7647930184 +66 15 59.484191580|096.0535608913308 +30.4906486751865|  -4.758 -4.140    |10.03    |~                 |    ~     ~    |    1|  532.907   pc  |  -3.5499     +3.5499  |paral   |2020yCat.1350....0G
5151|TYC 4212-736-1                                                                                                                                                                 |Star                              |17 52 37.4068857288 +66 43 17.038555032|096.5833865198976 +30.5399233688244| -2.878 -14.160    |10.69    |~                 |    ~     ~    |    1|  953.380   pc  | -10.9981    +10.9981  |paral   |2020yCat.1350....0G
5152|TYC 4212-786-1                                                                                                                                                                 |Star                              |17 53 48.3884646864 +66 11 48.331118040|095.9711358719257 +30.4358050472838| 11.389 -15.327    |10.92    |~                 |    ~     ~    |    1|  709.572   pc  | -28.8501    +28.8501  |paral   |2020yCat.1350....0G
5153|TYC 4212-1079-1                                                                                                                                                                |Star                              |17 55 40.4225208336 +65 51 27.871899588|095.5748258671884 +30.2516146722687|  -9.030 -7.964    |10.95    |~                 |    ~     ~    |    1|  609.459   pc  |  -3.3801     +3.3801  |paral   |2020yCat.1350....0G
5154|TYC 4428-159-1                                                                                                                                                                 |Star                              |17 53 47.2100995728 +68 33 54.111276396|098.7154072418177 +30.3578606632227|   -3.845 4.228    |10.72    |~                 |    ~     ~    |    1|  846.024   pc  |  -8.2312     +8.2312  |paral   |2020yCat.1350....0G
5155|TYC 4428-540-1                                                                                                                                                                 |Star                              |17 55 48.0098251440 +67 51 10.267246044|097.8830915735418 +30.1982899435605|  -3.435 -2.005    |10.91    |~                 |    ~     ~    |    1|  415.697   pc  |  -1.7453     +1.7453  |paral   |2020yCat.1350....0G
5156|TYC 4428-1141-1                                                                                                                                                                |Star                              |17 52 47.4600258384 +68 21 18.553618008|098.4772837559273 +30.4589917306920| -5.547 -15.547    |10.96    |~                 |    ~     ~    |    1|  318.188   pc  |  -1.0327     +1.0327  |paral   |2020yCat.1350....0G
5157|TYC 4428-1146-1                                                                                                                                                                |Star                              |17 55 54.8296782840 +67 53 41.217591084|097.9312048682357 +30.1863189358824|    6.092 9.617    |10.92    |~                 |    ~     ~    |    1|  321.937   pc  |  -1.3785     +1.3785  |paral   |2020yCat.1350....0G
5158|TYC 4428-1296-1                                                                                                                                                                |High Proper Motion Star           |17 52 49.8584616240 +68 27 17.920709820|098.5927446848707 +30.4505048636961|  47.363 33.375    |10.82    |~                 |    ~     ~    |    1|   93.413   pc  |  -0.2339     +0.2339  |paral   |2020yCat.1350....0G
5159|TYC 4428-1399-1                                                                                                                                                                |Star                              |17 47 37.1882871432 +68 52 17.236043508|099.1099298414850 +30.8980036720942|  -15.416 1.629    |10.90    |~                 |    ~     ~    |    1|  778.816   pc  |  -6.3082     +6.3082  |paral   |2020yCat.1350....0G
5160|TYC 4428-1660-1                                                                                                                                                                |Star                              |17 54 32.7816824376 +69 16 51.931838100|099.5400737145025 +30.2553276492072|  -5.154 -3.191    |10.95    |~                 |    ~     ~    |    1| 1831.837   pc  | -59.3946    +59.3946  |paral   |2020yCat.1350....0G
5161|TYC 4432-1291-1                                                                                                                                                                |Star                              |17 45 32.7921188016 +70 57 22.211598600|101.5481576060301 +30.8887160719384| -2.248 -11.666    |10.94    |~                 |    ~     ~    |    1| 2008.032   pc  | -52.4185    +52.4185  |paral   |2020yCat.1350....0G
5162|TYC 4432-1316-1                                                                                                                                                                |Star                              |17 55 08.0780210280 +69 53 18.444136056|100.2388921145701 +30.1725844989969|  -5.039 -5.936    |10.94    |~                 |    ~     ~    |    1|  936.768   pc  | -20.4466    +20.4466  |paral   |2020yCat.1350....0G
5163|TYC 4432-1340-1                                                                                                                                                                |Star                              |17 55 29.1223095192 +69 57 43.575030000|100.3220868116900 +30.1385980347060|   1.245 -6.350    |10.95    |~                 |    ~     ~    |    1|  578.871   pc  |  -3.8871     +3.8871  |paral   |2020yCat.1350....0G
5164|TYC 4436-955-1                                                                                                                                                                 |Star                              |17 45 00.4260103728 +72 33 16.784490528|103.4029769808038 +30.7484829503882|    1.578 1.364    |10.77    |~                 |    ~     ~    |    1| 1016.880   pc  | -13.8562    +13.8562  |paral   |2020yCat.1350....0G
5165|TYC 4436-1257-1                                                                                                                                                                |Star                              |17 49 40.6345962576 +71 43 58.291400604|102.4083672829109 +30.4824258141772|   4.473 -3.559    |10.91    |~                 |    ~     ~    |    1| 2699.055   pc  | -96.1607    +96.1607  |paral   |2020yCat.1350....0G
5166|TYC 4440-658-1                                                                                                                                                                 |Star                              |17 46 15.2402184960 +74 42 45.714758040|105.8740164927276 +30.3773571992145|  -5.778 -7.807    |10.97    |~                 |    ~     ~    |    1| 1004.319   pc  | -10.6918    +10.6918  |paral   |2020yCat.1350....0G
5167|TYC 4440-826-1                                                                                                                                                                 |Horizontal Branch Star            |17 54 08.0248693704 +74 12 27.686318544|105.2207643143507 +29.9143664891369| -11.307 -9.347    |10.92    |~                 |    ~     ~    |    1|  999.001   pc  | -10.5788    +10.5788  |paral   |2020yCat.1350....0G
5168|2MASS J17564860+7340499                                                                                                                                                        |Red Giant Branch star             |17 56 48.6054623520 +73 40 49.901768004|104.5957846509453 +29.7791511891070|  -5.410 16.290    |10.95    |~                 |    ~     ~    |    1|  736.160   pc  |  -6.2322     +6.2322  |paral   |2020yCat.1350....0G
5169|GSC 04569-01977                                                                                                                                                                |Double or Multiple Star           |17 58 02.16528 +76 00 00.5760          |107.24410994 +29.48231252          |            ~ ~    |10.847   |~                 |    ~     ~    |    0|                |                       |        |                   
5170|TYC 4573-626-1                                                                                                                                                                 |Star                              |17 46 58.1324276880 +78 29 04.960360320|110.1709285624015 +29.7440823139012|   -1.280 3.761    |10.85    |~                 |    ~     ~    |    1| 1009.489   pc  | -12.4326    +12.4326  |paral   |2020yCat.1350....0G
5171|TYC 4573-1832-1                                                                                                                                                                |Star                              |17 46 38.7988679880 +77 20 14.797299912|108.8705129827818 +29.9547220440080|    0.521 8.641    |10.99    |~                 |    ~     ~    |    1|  833.959   pc  |  -6.8853     +6.8853  |paral   |2020yCat.1350....0G
5172|TYC 4577-642-1                                                                                                                                                                 |Star                              |17 51 56.1375697848 +80 33 30.564130464|112.4714787678569 +29.1623941131062| -2.536 -10.946    |10.79    |~                 |    ~     ~    |    1| 1030.078   pc  | -10.2923    +10.2923  |paral   |2020yCat.1350....0G
5173|TYC 4577-1272-1                                                                                                                                                                |Star                              |17 59 44.1392418408 +79 20 59.117285436|111.0457942903794 +29.0072932644519|    4.284 3.201    |10.97    |~                 |    ~     ~    |    1| 1568.381   pc  | -27.0580    +27.0580  |paral   |2020yCat.1350....0G
5174|TYC 4581-107-1                                                                                                                                                                 |Star                              |17 54 22.8457776504 +80 45 59.116527936|112.6869609685212 +29.0296611195945|   0.866 -2.985    |10.71    |~                 |    ~     ~    |    1|  876.885   pc  |  -8.6120     +8.6120  |paral   |2020yCat.1350....0G
5175|TYC 4647-1528-1                                                                                                                                                                |Star                              |17 45 01.1778229032 +83 32 53.679291252|115.8739163673710 +28.7947822326628|  -0.916 -0.148    |10.97    |~                 |    ~     ~    |    1| 1185.115   pc  | -18.8203    +18.8203  |paral   |2020yCat.1350....0G
5176|TYC 4659-43-1                                                                                                                                                                  |Star                              |17 59 05.8191319008 +88 40 46.817962536|121.4830900939650 +27.4197358126661|  -0.480 -2.931    |10.52    |~                 |    ~     ~    |    1| 1582.278   pc  | -29.0418    +29.0418  |paral   |2020yCat.1350....0G
5177|TYC 425-1281-1                                                                                                                                                                 |Star                              |17 55 14.0814726048 +03 45 39.026873232|029.8516523250398 +14.2123766056957|   4.556 -2.674    |10.74    |~                 |    ~     ~    |    1|  976.086   pc  | -13.5290    +13.5290  |paral   |2020yCat.1350....0G
5178|HD 162880A                                                                                                                                                                     |High Proper Motion Star           |17 51 10.3124575464 +44 54 27.975740436|071.4503223765343 +29.0621175754093|  68.680 16.708    |8.104    |~                 |    ~     ~    |    1|  142.211   pc  |  -3.4441     +3.4441  |paral   |2020yCat.1350....0G
5179|HD 164059A                                                                                                                                                                     |High Proper Motion Star           |17 57 05.0898922320 +45 51 21.433261716|072.7321721582207 +28.2186950321062|  4.826 107.529    |6.88     |~                 |    ~     ~    |    1|   73.905   pc  |  -0.1109     +0.1109  |paral   |2020yCat.1350....0G
5180|HD 164059B                                                                                                                                                                     |High Proper Motion Star           |17 57 04.9366352712 +45 51 21.802366332|072.7321904333747 +28.2191511547774|  9.743 112.211    |9.03     |~                 |    ~     ~    |    1|   73.800   pc  |  -0.2266     +0.2266  |paral   |2020yCat.1350....0G
5181|TYC 2102-434-2                                                                                                                                                                 |Star                              |17 51 45.259 +28 14 17.59              |053.394710 +24.685030              |     19.6 -20.5    |9.924    |~                 |    ~     ~    |    0|                |                       |        |                   
5182|HD 163284B                                                                                                                                                                     |Star                              |17 54 07.9839261011 +29 48 44.250130737|055.2192158184946 +24.6940914820351|   7.869 -9.224    |9.12     |~                 |    ~     ~    |    1|  255.898   pc  |  -1.8662     +1.8662  |paral   |2020yCat.1350....0G
5183|BD+30 3088A                                                                                                                                                                    |High Proper Motion Star           |17 56 38.5759760472 +30 44 33.969416244|056.3776795490986 +24.4713137005566|  60.714 38.043    |9.974    |~                 |    ~     ~    |    1|  176.735   pc  |  -0.4779     +0.4779  |paral   |2020yCat.1350....0G
5184|BD+30 3088B                                                                                                                                                                    |High Proper Motion Star           |17 56 38.4924373056 +30 44 34.940769072|056.3778585615693 +24.4716821494539|  60.789 36.543    |10.62    |~                 |    ~     ~    |    1|  178.390   pc  |  -0.8847     +0.8847  |paral   |2020yCat.1350....0G
5185|HD 164305B                                                                                                                                                                     |Star                              |17 59 05.6647040446 +34 04 04.620523385|060.0395862902750 +24.9831100264024|  13.045 -7.125    |10.44    |~                 |    ~     ~    |    1|  419.094   pc  |  -4.9179     +4.9179  |paral   |2020yCat.1350....0G
5186|HD 163185B                                                                                                                                                                     |Star                              |17 53 16.2354398401 +36 05 25.951989936|061.8286951597861 +26.6911974229661| -9.420 -27.425    |9.333    |~                 |    ~     ~    |    1|  145.546   pc  |  -0.7965     +0.7965  |paral   |2020yCat.1350....0G
5187|BD+64 1227A                                                                                                                                                                    |High Proper Motion Star           |17 52 17.1873876672 +64 14 16.363238604|093.6998746877937 +30.6234981459658| 38.415 -44.130    |9.420    |F8Ib              |    ~     ~    |    1|  110.821   pc  |  -0.1388     +0.1388  |paral   |2020yCat.1350....0G
5188|TYC 3088-2413-1                                                                                                                                                                |Star                              |17 45 58.3205629080 +39 19 28.895346228|064.9770548432796 +28.8788618684453|   5.448 14.663    |9.93     |~                 |    ~     ~    |    1|  280.041   pc  |  -0.9254     +0.9254  |paral   |2020yCat.1350....0G
5189|BD+25 3357B                                                                                                                                                                    |Star                              |17 50 15.3145713192 +25 17 22.910050320|050.2199406974364 +24.0210173705305|  10.828 14.877    |8.80     |~                 |    ~     ~    |    1|  165.112   pc  |  -1.8456     +1.8456  |paral   |2020yCat.1350....0G
5190|TYC 2615-2188-1                                                                                                                                                                |Star                              |17 50 23.4724415832 +35 26 14.398421532|060.9490140902008 +27.0814183327621|   -8.567 7.763    |10.09    |~                 |    ~     ~    |    1|  159.622   pc  |  -2.2575     +2.2575  |paral   |2020yCat.1350....0G
5191|TYC 3093-1951-1                                                                                                                                                                |Star                              |17 54 03.6563373264 +39 27 50.895518040|065.5384921609210 +27.3900712559767|  -4.910 36.471    |10.76    |~                 |    ~     ~    |    1|  118.251   pc  |  -0.1832     +0.1832  |paral   |2020yCat.1350....0G
5192|HD 163609B                                                                                                                                                                     |High Proper Motion Star           |17 56 08.8457258376 +21 29 37.861352700|046.8994562788223 +21.4026020079305| -12.436 61.280    |10.70    |~                 |    ~     ~    |    1|   50.255   pc  |  -0.0452     +0.0452  |paral   |2020yCat.1350....0G
5193|HD 164394B                                                                                                                                                                     |Star                              |17 58 04.3501391668 +52 13 04.416657354|079.9170885839901 +29.0914573084961|  8.889 -22.154    |9.96     |A2                |    ~     ~    |    1|  102.265   pc  |  -1.2445     +1.2445  |paral   |2018yCat.1345....0G
5194|TYC 421-3399-1                                                                                                                                                                 |Star                              |17 59 01.7396966448 +02 02 19.816608624|028.7225732591289 +12.5825183030965|    1.497 1.705    |8.90     |~                 |    ~     ~    |    1|  290.032   pc  |  -2.8768     +2.8768  |paral   |2020yCat.1350....0G
5195|HD 162427B                                                                                                                                                                     |Star                              |17 49 26.5672931184 +34 36 20.696781600|059.9908649072519 +27.0463118519955|  -2.216 -3.827    |9.85     |~                 |    ~     ~    |    1|  346.320   pc  |  -1.6072     +1.6072  |paral   |2020yCat.1350....0G
5196|TYC 420-321-2                                                                                                                                                                  |Star                              |17 51 52.688 +02 54 00.25              |028.666146 +14.564599              |     -13.5 -9.6    |10.48    |~                 |    ~     ~    |    0|                |                       |        |                   
5197|TYC 1552-1478-2                                                                                                                                                                |Star                              |17 45 36.114 +15 53 20.32              |040.307591 +21.553029              |     -17.2 -8.5    |10.19    |~                 |    ~     ~    |    0|                |                       |        |                   
5198|TYC 2607-766-2                                                                                                                                                                 |Star                              |17 45 37.013 +30 31 41.44              |055.351305 +26.665406              |      4.8 -19.5    |9.48     |~                 |    ~     ~    |    0|                |                       |        |                   
5199|BD+34 3042B                                                                                                                                                                    |Star                              |17 45 38.479806 +34 35 51.99425        |059.747654692 +27.798236404        |     -9.4 -19.1    |10.21    |~                 |    ~     ~    |    0|                |                       |        |                   
5200|TYC 1552-775-2                                                                                                                                                                 |Star                              |17 45 44.370 +16 49 35.73              |041.249002 +21.892684              |      -4.0 12.2    |10.31    |~                 |    ~     ~    |    0|                |                       |        |                   
5201|TYC 1556-743-2                                                                                                                                                                 |High Proper Motion Star           |17 45 41.014 +17 43 01.46              |042.128539 +22.251556              |     -25.3 74.0    |9.48     |~                 |    ~     ~    |    0|                |                       |        |                   
5202|BD+38 2999B                                                                                                                                                                    |Star                              |17 46 16.912838 +38 52 51.08809        |064.498754759 +28.720977066        |     -9.7 -13.0    |10.87    |~                 |    ~     ~    |    0|                |                       |        |                   
5203|TYC 4569-440-2                                                                                                                                                                 |Star                              |17 46 10.346 +76 28 55.66              |107.900397 +30.118950              |       -2.4 0.5    |10.05    |~                 |    ~     ~    |    0|                |                       |        |                   
5204|TYC 3914-1165-2                                                                                                                                                                |High Proper Motion Star           |17 46 43.687 +59 13 57.02              |087.858291 +31.241787              |      40.0 71.5    |10.94    |~                 |    ~     ~    |    0|                |                       |        |                   
5205|TYC 428-1537-2                                                                                                                                                                 |Star                              |17 46 53.689 +06 30 27.37              |031.428993 +17.303060              |        1.5 3.0    |10.29    |~                 |    ~     ~    |    0|                |                       |        |                   
5206|HD 161833B                                                                                                                                                                     |Star                              |17 47 08.017406 +17 41 49.16582        |042.252789954 +21.925353995        |     12.1 -12.8    |6.87     |~                 |    ~     ~    |    0|                |                       |        |                   
5207|TYC 3096-692-2                                                                                                                                                                 |Star                              |17 47 04.704 +42 14 42.58              |068.295159 +29.284918              |       2.4 42.0    |9.60     |~                 |    ~     ~    |    0|                |                       |        |                   
5208|TYC 1552-152-2                                                                                                                                                                 |Star                              |17 47 09.173 +15 02 13.45              |039.630496 +20.869678              |       0.9 -9.8    |9.34     |~                 |    ~     ~    |    0|                |                       |        |                   
5209|BD+76 665B                                                                                                                                                                     |Star                              |17 47 42.488690 +76 02 30.68786        |107.381350535 +30.095922261        |     32.7 -10.4    |10.79    |~                 |    ~     ~    |    0|                |                       |        |                   
5210|TYC 3092-32-2                                                                                                                                                                  |High Proper Motion Star           |17 47 51.457938 +40 47 19.69119        |066.698382105 +28.844098221        |      -2.5 85.3    |10.68    |~                 |    ~     ~    |    0|                |                       |        |                   
5211|TYC 2077-872-2                                                                                                                                                                 |Star                              |17 48 33.581 +23 39 08.80              |048.393508 +23.816158              |      -8.1 19.8    |10.34    |~                 |    ~     ~    |    0|                |                       |        |                   
5212|TYC 2615-163-2                                                                                                                                                                 |High Proper Motion Star           |17 48 38.968 +35 36 16.26              |061.025946 +27.467262              |     93.2 -30.0    |10.02    |~                 |    ~     ~    |    0|                |                       |        |                   
5213|TYC 2081-1596-2                                                                                                                                                                |Star                              |17 49 00.754 +24 50 20.85              |049.650730 +24.131152              |     -4.6 -14.0    |10.67    |~                 |    ~     ~    |    0|                |                       |        |                   
5214|BD+25 3354B                                                                                                                                                                    |Star                              |17 48 57.3442447872 +25 11 01.237504452|050.0008640189879 +24.2610845294110|   -8.598 1.458    |10.18    |~                 |    ~     ~    |    1|  360.205   pc  |  -1.9592     +1.9592  |paral   |2020yCat.1350....0G
5215|HD 162262B                                                                                                                                                                     |Star                              |17 50 05.928423 +02 13 50.47012        |027.840686208 +14.651244167        |      -1.3 -0.6    |9.70     |~                 |    ~     ~    |    0|                |                       |        |                   
5216|TYC 3902-519-2                                                                                                                                                                 |Star                              |17 50 25.443 +54 14 08.88              |082.080206 +30.453952              |      4.7 -20.3    |10.78    |~                 |    ~     ~    |    0|                |                       |        |                   
5217|HD 162405B                                                                                                                                                                     |Star                              |17 50 34.9023709711 +07 13 57.687323412|032.5332546406040 +16.8044109930957|  11.724 15.923    |8.91     |~                 |    ~     ~    |    1|   87.9198  pc  |  -2.1581     +2.1581  |paral   |2020yCat.1350....0G
5218|TYC 3089-1796-2                                                                                                                                                                |Star                              |17 51 14.092 +38 20 38.22              |064.163410 +27.654663              |      -6.5 -7.8    |10.05    |~                 |    ~     ~    |    0|                |                       |        |                   
5219|TYC 1556-1121-2                                                                                                                                                                |Star                              |17 51 18.827031 +17 23 09.11311        |042.362160476 +20.886446849        |      18.0 -5.2    |10.74    |~                 |    ~     ~    |    0|                |                       |        |                   
5220|TYC 3511-2043-2                                                                                                                                                                |Star                              |17 51 35.243 +45 54 57.17              |072.600626 +29.170266              |      7.5 -17.9    |10.45    |~                 |    ~     ~    |    0|                |                       |        |                   
5221|TYC 420-1055-2                                                                                                                                                                 |Star                              |17 51 54.0979771272 +02 59 01.411805868|028.7457481296223 +14.5977335585768|   0.432 -9.706    |10.85    |~                 |    ~     ~    |    0|                |                       |        |                   
5222|BD+42 2937B                                                                                                                                                                    |Star                              |17 51 47.109905 +42 55 54.06540        |069.261393769 +28.573125323        |     -14.2 18.8    |10.84    |~                 |    ~     ~    |    0|                |                       |        |                   
5223|TYC 1557-755-2                                                                                                                                                                 |Star                              |17 52 21.983493 +17 07 44.65202        |042.215284926 +20.554444169        |      -1.1 45.3    |10.30    |~                 |    ~     ~    |    0|                |                       |        |                   
5224|HD 167101B                                                                                                                                                                     |Star                              |17 52 59.228176 +83 54 27.48976        |116.220677422 +28.505174642        |        5.4 8.4    |8.85     |~                 |    ~     ~    |    0|                |                       |        |                   
5225|TYC 3097-881-2                                                                                                                                                                 |Star                              |17 53 03.147 +42 12 19.91              |068.508970 +28.194259              |      22.4 30.9    |9.70     |~                 |    ~     ~    |    0|                |                       |        |                   
5226|HD 163077B                                                                                                                                                                     |High Proper Motion Star           |17 53 18.629941 +24 59 28.96168        |050.174152076 +23.269123577        |    -70.3 -49.9    |9.20     |G9V               |    ~     ~    |    0|                |                       |        |                   
5227|BD+42 2946B                                                                                                                                                                    |Star                              |17 53 32.220781 +42 34 02.36370        |068.931629068 +28.183239611        |       5.4 -8.8    |10.78    |~                 |    ~     ~    |    0|                |                       |        |                   
5228|TYC 429-2062-2                                                                                                                                                                 |Star                              |17 53 54.941 +07 00 39.90              |032.707330 +15.964618              |       -3.3 1.1    |10.78    |~                 |    ~     ~    |    0|                |                       |        |                   
5229|TYC 2098-1966-2                                                                                                                                                                |Star                              |17 54 52.867220 +27 12 59.26718        |052.585999043 +23.695804063        |     -0.5 -19.3    |10.85    |~                 |    ~     ~    |    0|                |                       |        |                   
5230|BD+35 3102B                                                                                                                                                                    |Star                              |17 55 17.914739 +35 32 25.27195        |061.360697377 +26.147075083        |       5.0 -5.2    |10.31    |~                 |    ~     ~    |    0|                |                       |        |                   
5231|TYC 1019-920-2                                                                                                                                                                 |Star                              |17 55 24.599 +13 51 34.21              |039.354268 +18.564289              |        8.2 3.9    |9.84     |~                 |    ~     ~    |    0|                |                       |        |                   
5232|TYC 3093-705-2                                                                                                                                                                 |Star                              |17 55 31.564 +41 07 48.70              |067.437557 +27.506977              |    -16.3 -14.9    |9.86     |~                 |    ~     ~    |    0|                |                       |        |                   
5233|TYC 3101-1486-2                                                                                                                                                                |Star                              |17 55 36.777169 +43 50 13.34522        |070.429057975 +28.076308449        |      -8.2 -2.0    |10.70    |~                 |    ~     ~    |    0|                |                       |        |                   
5234|TYC 2090-844-2                                                                                                                                                                 |Star                              |17 56 04.849930 +23 19 28.78266        |048.727323909 +22.087932356        |     10.3 -30.0    |10.87    |~                 |    ~     ~    |    0|                |                       |        |                   
5235|BD+47 2560A                                                                                                                                                                    |Star                              |17 56 19.635181 +47 06 06.07229        |074.097102042 +28.575374240        |       1.5 14.3    |10.65    |~                 |    ~     ~    |    0|                |                       |        |                   
5236|HD 163640B                                                                                                                                                                     |Star                              |17 56 24.243 +18 19 38.17              |043.792947 +20.139700              |     -0.1 -11.3    |7.43     |A2                |    ~     ~    |    0|                |                       |        |                   
5237|TYC 2608-275-2                                                                                                                                                                 |Star                              |17 56 27.640893 +31 39 00.68634        |057.313903718 +24.788584424        |     16.1 -18.0    |10.58    |~                 |    ~     ~    |    0|                |                       |        |                   
5238|HD 164041B                                                                                                                                                                     |High Proper Motion Star           |17 56 42.0712267272 +48 37 06.880094976|075.8129793136806 +28.7716847789644| -0.993 -55.470    |9.59     |~                 |    ~     ~    |    1|  139.970   pc  |  -0.2841     +0.2841  |paral   |2020yCat.1350....0G
5239|TYC 2612-1551-2                                                                                                                                                                |Star                              |17 56 51.991 +32 36 07.12              |058.342730 +24.994305              |      2.4 -17.5    |10.16    |~                 |    ~     ~    |    0|                |                       |        |                   
5240|HD 163624A                                                                                                                                                                     |Star                              |17 57 04.341674 +00 03 59.96385        |026.701260025 +12.103247613        |      25.9 -9.0    |6.54     |~                 |    ~     ~    |    0|                |                       |        |                   
5241|TYC 1007-614-2                                                                                                                                                                 |High Proper Motion Star           |17 57 47.535 +09 22 21.80              |035.353690 +16.136661              |    81.4 -111.1    |10.69    |~                 |    ~     ~    |    0|                |                       |        |                   
5242|TYC 1019-1404-2                                                                                                                                                                |Star                              |17 58 38.084 +13 53 01.39              |039.717946 +17.861560              |       4.2 -5.5    |10.02    |~                 |    ~     ~    |    0|                |                       |        |                   
5243|HD 164251B                                                                                                                                                                     |Star                              |17 58 40.546226 +35 37 54.07874        |061.669184024 +25.512498446        |       22.9 7.3    |9.70     |~                 |    ~     ~    |    0|                |                       |        |                   
5244|BD+53 2010A                                                                                                                                                                    |High Proper Motion Star           |17 59 49.990769 +53 03 50.72851        |080.916719936 +28.939078579        |     -17.5 58.2    |10.08    |~                 |    ~     ~    |    0|                |                       |        |                   
5245|TYC 1552-1478-1                                                                                                                                                                |Star                              |17 45 35.985 +15 53 19.49              |040.307143 +21.553412              |     -17.2 -8.5    |9.97     |~                 |    ~     ~    |    0|                |                       |        |                   
5246|TYC 428-1977-1                                                                                                                                                                 |Star                              |17 46 26.7524159736 +05 42 03.118846464|030.6214323240967 +17.0423364500855|  -4.171 -9.170    |9.58     |~                 |    ~     ~    |    1|  314.317   pc  |  -2.2328     +2.2328  |paral   |2020yCat.1350....0G
5247|TYC 1552-2037-1                                                                                                                                                                |Star                              |17 48 14.0220 +15 46 12.668            |040.4611845 +20.9250931            |  -4.943 -5.421    |10.85    |~                 |    ~     ~    |    0|                |                       |        |                   
