C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:52:37

dec >=0&rah >=10.75&rah< 11.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2387

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1801|TYC 1435-802-1                                                                                           |High Proper Motion Star           |10 53 16.9656304224 +21 43 11.355272832|217.8231528286351 +62.6332148088839| -76.608 -1.007   |10.24    |G5              |    ~     ~    |    1|  132.203   pc  |  -5.2363     +5.2363  |paral   |2020yCat.1350....0G
1802|NGC 3437                           NGC 3437                                                              |Emission-line galaxy              |10 52 35.7533541720 +22 56 02.883954120|215.1815714142975 +62.8196359341764|            ~ ~   |11.961   |~               |1.603 0.641    |    1|   23.66    Mpc |  -1.49       +1.49    |T-F     |2020ApJ...902..145K
1803|BD+25 2317                                                                                               |High Proper Motion Star           |10 57 28.6438046760 +24 25 10.469411904|212.5332314525133 +64.2563162209626|-34.710 -49.958   |9.18     |K0              |    ~     ~    |    1|  178.266   pc  |  -0.5275     +0.5275  |paral   |2020yCat.1350....0G
1804|HD 94966                                                                                                 |Star                              |10 58 09.0659727552 +24 22 31.803543588|212.7077512585067 +64.3968613162428| -21.223 -6.925   |7.60     |K1III           |    ~     ~    |    1|  234.022   pc  |  -1.1556     +1.1556  |paral   |2020yCat.1350....0G
1805|HD 94834                                                                                                 |High Proper Motion Star           |10 57 15.1139484456 +24 08 34.012781556|213.1286747427577 +64.1463120685414| -71.740 36.254   |7.61     |K1IV            |    ~     ~    |    1|   97.218   pc  |  -0.2505     +0.2505  |paral   |2020yCat.1350....0G
1806|NGC 3475                           NGC 3475                                                              |Active Galaxy Nucleus             |10 58 25.2194714568 +24 13 34.882930200|213.0755516619746 +64.4246263537407|            ~ ~   |     ~   |~               |0.883 0.601    |    1|  101.39    Mpc | -10.04      +10.04    |T-F     |2020ApJ...902..145K
1807|HD 94719                                                                                                 |Star                              |10 56 21.5043005088 +23 15 02.326846104|214.9924479580427 +63.7370337426714| 29.715 -37.040   |7.330    |G5              |    ~     ~    |    1|  218.890   pc  |  -1.2170     +1.2170  |paral   |2020yCat.1350....0G
1808|HD 94587                                                                                                 |Star                              |10 55 29.8874627640 +23 09 51.026905584|215.0686386069639 +63.5239498718287|-21.172 -23.923   |7.52     |G5              |    ~     ~    |    1|   60.012   pc  |  -0.0875     +0.0875  |paral   |2020yCat.1350....0G
1809|V* GX Leo                                                                                                |Long-Period Variable              |10 56 16.8528208728 +22 21 06.051351312|216.9316852734264 +63.4810578942597|  -36.273 7.599   |6.139    |K4III           |    ~     ~    |    1|  337.815   pc  |  -5.1696     +5.1696  |paral   |2020yCat.1350....0G
1810|BD+23 2282                                                                                               |Star                              |10 57 36.4117734144 +22 44 11.944241052|216.2860959925470 +63.8810749484728| 19.296 -36.040   |10.70    |G0              |    ~     ~    |    1|  217.136   pc  |  -0.6978     +0.6978  |paral   |2020yCat.1350....0G
1811|HD 95073                                                                                                 |Star                              |10 58 55.7993311848 +23 08 05.072235864|215.5897664365273 +64.2793691123606|   0.007 -4.025   |10.09    |A               |    ~     ~    |    1|  702.839   pc  | -16.6472    +16.6472  |paral   |2020yCat.1350....0G
1812|HD 95189                                                                                                 |Star                              |10 59 49.8103273896 +22 56 49.879415400|216.1322725342834 +64.4308186643316| 27.398 -11.339   |8.62     |F5              |    ~     ~    |    1|  209.692   pc  |  -4.4938     +4.4938  |paral   |2020yCat.1350....0G
1813|HD 95034                                                                                                 |Star                              |10 58 36.7884548904 +21 52 09.681586428|218.3245370572425 +63.8589592873749|   -5.849 7.692   |8.15     |G5              |    ~     ~    |    1|  298.383   pc  |  -2.3505     +2.3505  |paral   |2020yCat.1350....0G
1814|TYC 1435-273-1                                                                                           |Star                              |10 58 38.4875333736 +22 24 47.054817036|217.1437838325992 +64.0221144724034| -16.435 -6.764   |10.22    |~               |    ~     ~    |    1|  562.240   pc  |  -5.3739     +5.3739  |paral   |2020yCat.1350....0G
1815|TYC 1435-333-1                                                                                           |Star                              |10 56 41.2550275104 +22 19 42.295729008|217.0409787324406 +63.5647913978152|  -15.564 2.652   |10.77    |~               |    ~     ~    |    1|  363.861   pc  |  -5.1634     +5.1634  |paral   |2020yCat.1350....0G
1816|TYC 1435-351-1                                                                                           |Star                              |10 58 51.0657690240 +21 59 51.345159972|218.0830653825839 +63.9495610005966| -5.509 -41.664   |10.22    |~               |    ~     ~    |    1|  154.345   pc  |  -0.3335     +0.3335  |paral   |2020yCat.1350....0G
1817|TYC 1978-22-1                                                                                            |Star                              |10 59 49.9880394696 +24 03 06.995895300|213.6375111880134 +64.7003928738007| 12.835 -16.714   |10.85    |~               |    ~     ~    |    1|  253.030   pc  |  -4.1552     +4.1552  |paral   |2020yCat.1350....0G
1818|TYC 1978-619-1                                                                                           |Star                              |10 54 26.0214885768 +23 59 25.619622252|213.1394061425650 +63.4852337421032|-42.456 -23.663   |10.95    |~               |    ~     ~    |    1|  240.558   pc  |  -2.1469     +2.1469  |paral   |2020yCat.1350....0G
1819|TYC 1978-644-1                                                                                           |Star                              |10 58 18.8994597696 +24 04 57.566364960|213.3876350629583 +64.3694969083160|  -16.209 4.009   |10.55    |~               |    ~     ~    |    1|  904.486   pc  | -17.4254    +17.4254  |paral   |2020yCat.1350....0G
1820|TYC 1978-709-1                                                                                           |High Proper Motion Star           |10 57 13.0990758768 +23 51 53.200713636|213.7449982918254 +64.0761047171080|-51.647 -15.156   |10.21    |~               |    ~     ~    |    1|  117.877   pc  |  -0.2612     +0.2612  |paral   |2020yCat.1350....0G
1821|TYC 1978-1176-1                                                                                          |Star                              |10 57 42.9014356584 +22 56 48.125024736|215.8403701527067 +63.9607457122399|   -2.422 3.789   |10.11    |~               |    ~     ~    |    1|  748.783   pc  |  -9.3633     +9.3633  |paral   |2020yCat.1350....0G
1822|TYC 1978-1253-1                                                                                          |High Proper Motion Star           |10 58 03.2618488584 +23 59 07.711252188|213.5753689186140 +64.2896735913621|-66.346 -43.026   |10.34    |~               |    ~     ~    |    1|  199.199   pc  |  -0.8571     +0.8571  |paral   |2020yCat.1350....0G
1823|TYC 1978-1263-1                                                                                          |High Proper Motion Star           |10 59 36.3390069672 +23 49 01.486586172|214.1438273983829 +64.5961581660552| 63.508 -58.296   |10.00    |~               |    ~     ~    |    1|  182.892   pc  |  -0.8262     +0.8262  |paral   |2020yCat.1350....0G
1824|TYC 1978-1278-1                                                                                          |Star                              |10 59 40.1582959848 +22 50 30.869224152|216.3446214420733 +64.3672778059293|    4.105 9.627   |10.07    |~               |    ~     ~    |    1|  188.601   pc  |  -0.6332     +0.6332  |paral   |2020yCat.1350....0G
1825|TYC 1978-1515-1                                                                                          |Spectroscopic Binary              |10 59 08.3996662440 +24 22 51.545951580|212.8066240268792 +64.6180532736848| -9.045 -17.604   |10.68    |~               |    ~     ~    |    1|  259.457   pc  |  -1.5214     +1.5214  |paral   |2020yCat.1350....0G
1826|TYC 1978-1700-1                                                                                          |Star                              |10 56 10.4602775256 +23 41 16.122165540|214.0098512445229 +63.8025634214322|  15.968 -7.975   |10.54    |~               |    ~     ~    |    1|  300.463   pc  |  -1.4264     +1.4264  |paral   |2020yCat.1350....0G
1827|TYC 1978-1755-1                                                                                          |Star                              |10 59 44.2016230944 +24 24 04.898141388|212.8275144400481 +64.7551425667990| -10.054 -2.692   |10.86    |~               |    ~     ~    |    1|  319.959   pc  |  -1.9349     +1.9349  |paral   |2020yCat.1350....0G
1828|TYC 1978-1854-1                                                                                          |High Proper Motion Star           |10 57 40.8550785360 +22 39 33.044336784|216.4660038826390 +63.8766322360726|-81.096 -27.501   |10.59    |~               |    ~     ~    |    1|  229.090   pc  |  -0.8869     +0.8869  |paral   |2020yCat.1350....0G
1829|TYC 1978-1915-1                                                                                          |High Proper Motion Star           |10 59 57.4677901584 +23 06 25.818952968|215.7915487878866 +64.5007216544231| -67.881 36.811   |10.01    |~               |    ~     ~    |    1|  197.262   pc  |  -0.6732     +0.6732  |paral   |2020yCat.1350....0G
1830|TYC 1978-1955-1                                                                                          |Star                              |10 56 36.1039089720 +22 46 00.282437976|216.0801546748892 +63.6658496751424|-31.157 -37.521   |10.97    |~               |    ~     ~    |    1|  160.005   pc  |  -0.3891     +0.3891  |paral   |2020yCat.1350....0G
1831|TYC 1978-2056-1                                                                                          |High Proper Motion Star           |10 55 54.1038033456 +22 44 14.729013240|216.0467392399157 +63.5024997543735|-49.730 -22.306   |10.75    |~               |    ~     ~    |    1|  296.912   pc  |  -1.4898     +1.4898  |paral   |2020yCat.1350....0G
1832|TYC 1978-2179-1                                                                                          |Star                              |10 57 14.8171236792 +23 13 51.195787320|215.1521343115195 +63.9296294022030|-18.412 -10.414   |10.16    |~               |    ~     ~    |    1|  815.328   pc  | -10.6362    +10.6362  |paral   |2020yCat.1350....0G
1833|TYC 1978-2199-1                                                                                          |Star                              |10 57 55.2422206680 +23 23 14.046829620|214.8944713175827 +64.1184087807278| -11.569 -0.349   |9.84     |~               |    ~     ~    |    1|  414.319   pc  |  -3.0727     +3.0727  |paral   |2020yCat.1350....0G
1834|TYC 1978-2238-1                                                                                          |Star                              |10 57 07.4926732680 +23 22 01.506217872|214.8360734988019 +63.9364644579519|-11.368 -12.134   |10.65    |~               |    ~     ~    |    1|  851.281   pc  | -15.2183    +15.2183  |paral   |2020yCat.1350....0G
1835|BD+21 2251                                                                                               |Star                              |10 52 56.0917289112 +21 04 01.243902108|219.1139780047205 +62.3551165666680|  -1.785 -1.928   |9.65     |M1e             |    ~     ~    |    1| 1628.664   pc  | -63.6612    +63.6612  |paral   |2020yCat.1350....0G
1836|HD 94337                                                                                                 |Star                              |10 53 34.2303814848 +20 37 54.293478744|220.1051595506959 +62.3543448264904|   9.880 -4.439   |9.75     |G0              |    ~     ~    |    1|  274.476   pc  |  -1.2883     +1.2883  |paral   |2020yCat.1350....0G
1837|BD+21 2255                                                                                               |Star                              |10 53 53.6322659928 +20 14 46.590544824|220.9415106720910 +62.2957068391268|  -2.444 -0.710   |10.9     |M0              |    ~     ~    |    1| 1805.054   pc  | -64.5128    +64.5128  |paral   |2020yCat.1350....0G
1838|HD 94371                                                                                                 |Star                              |10 53 53.8541486832 +20 31 59.728626048|220.3604005857428 +62.3937386598018|-32.537 -20.092   |8.87     |F8              |    ~     ~    |    1|  121.551   pc  |  -0.2911     +0.2911  |paral   |2020yCat.1350....0G
1839|BD+21 2257                                                                                               |Star                              |10 53 56.1034512936 +20 33 52.997573988|220.3027116923558 +62.4125212856406|-16.779 -18.213   |10.15    |G0              |    ~     ~    |    1|  132.104   pc  |  -0.3386     +0.3386  |paral   |2020yCat.1350....0G
1840|BD+21 2259                                                                                               |Star                              |10 54 22.8542220624 +21 00 29.159607348|219.4682270120327 +62.6560704158701| -35.912 -1.801   |9.97     |G5              |    ~     ~    |    1|   98.118   pc  |  -0.1829     +0.1829  |paral   |2020yCat.1350....0G
1841|HD 94438                                                                                                 |Double or Multiple Star           |10 54 25.5019 +20 44 01.791            |220.0394643 +62.5767042            |    -45.0 -54.9   |9.69     |G0              |    ~     ~    |    0|                |                       |        |                   
1842|HD 94193                                                                                                 |High Proper Motion Star           |10 52 38.4628813704 +20 10 32.219732784|220.8675699044695 +61.9953927805928|  59.288 -1.173   |9.36     |K0              |    ~     ~    |    1|   70.601   pc  |  -0.0947     +0.0947  |paral   |2020yCat.1350....0G
1843|BD+20 2527                                                                                               |Star                              |10 53 57.0960814920 +19 50 26.380847940|221.7675519892492 +62.1668836820538|  -12.890 6.580   |9.90     |F8              |    ~     ~    |    1|  241.680   pc  |  -1.0630     +1.0630  |paral   |2020yCat.1350....0G
1844|BD+20 2529                                                                                               |High Proper Motion Star           |10 55 00.6054617496 +19 57 10.704837600|221.7309799576806 +62.4393531131982|  0.747 -60.403   |9.76     |K0              |    ~     ~    |    1|  535.619   pc  |  -5.5369     +5.5369  |paral   |2020yCat.1350....0G
1845|BD+20 2528                                                                                               |High Proper Motion Star           |10 54 57.5214105408 +19 29 11.875467732|222.6592889092410 +62.2603679949587|-14.722 -54.798   |10.04    |F8              |    ~     ~    |    1|  193.813   pc  |  -0.6686     +0.6686  |paral   |2020yCat.1350....0G
1846|HD 95046                                                                                                 |High Proper Motion Star           |10 58 41.1315593400 +21 30 32.011439184|219.1144378237295 +63.7656773310537| -63.317 -8.961   |7.86     |A5              |    ~     ~    |    1|  152.665   pc  |  -0.5780     +0.5780  |paral   |2020yCat.1350....0G
1847|HD 95060                                                                                                 |Star                              |10 58 51.6611299224 +21 40 17.672473416|218.7919087446589 +63.8543756145920| -30.643 -1.980   |8.95     |F8              |    ~     ~    |    1|  201.772   pc  |  -0.7043     +0.7043  |paral   |2020yCat.1350....0G
1848|V* EZ Leo                                                                                                |Long-Period Variable              |10 58 36.9269782104 +21 14 16.797822576|219.6838196655862 +63.6652995116668| -9.773 -26.325   |8.16     |~               |    ~     ~    |    1|  834.098   pc  | -14.9580    +14.9580  |paral   |2020yCat.1350....0G
1849|HD 94848                                                                                                 |High Proper Motion Star           |10 57 17.6477357568 +21 08 25.945001124|219.6709955685652 +63.3423015803583|-69.078 -16.255   |8.43     |F5              |    ~     ~    |    1|  110.425   pc  |  -0.3134     +0.3134  |paral   |2020yCat.1350....0G
1850|BD+21 2266                                                                                               |High Proper Motion Star           |10 58 58.8319952064 +20 32 13.285220172|221.2352371380584 +63.5153117278461|-66.257 -16.345   |10.29    |F8              |    ~     ~    |    1|  204.608   pc  |  -0.8080     +0.8080  |paral   |2020yCat.1350....0G
1851|BD+21 2267                                                                                               |Star                              |10 59 42.2682503448 +20 57 22.177636596|220.4719968019040 +63.8147848386929|   7.593 -5.465   |10.49    |K0              |    ~     ~    |    1|  819.269   pc  | -11.9474    +11.9474  |paral   |2020yCat.1350....0G
1852|HD 94615                                                                                                 |Star                              |10 55 38.5203037800 +19 59 59.325398196|221.7494239189909 +62.5948067162606| -21.965 -7.785   |9.29     |F5              |    ~     ~    |    0|                |                       |        |                   
1853|HD 94721                                                                                                 |Star                              |10 56 14.2400010072 +20 03 46.490148432|221.7278635678591 +62.7478943113975|   0.061 -3.119   |9.64     |G               |    ~     ~    |    1|  291.605   pc  |  -2.0153     +2.0153  |paral   |2020yCat.1350....0G
1854|HD 95214                                                                                                 |High Proper Motion Star           |10 59 50.8857016200 +19 44 45.188330208|223.0535349570840 +63.4268071485773| 0.991 -146.119   |9.14     |G0              |    ~     ~    |    1|  468.977   pc  |  -4.7287     +4.7287  |paral   |2020yCat.1350....0G
1855|HD 94689                                                                                                 |Star                              |10 56 06.8949379848 +19 43 31.397344680|222.3926536295197 +62.6008412679361| 18.167 -24.524   |8.52     |K0              |    ~     ~    |    1|  557.756   pc  |  -8.1817     +8.1817  |paral   |2020yCat.1350....0G
1856|BD+20 2534                                                                                               |Star                              |10 56 33.9650391096 +19 29 14.626932396|222.9585196157866 +62.6129883442417|-16.309 -18.297   |10.70    |K2              |    ~     ~    |    1|  389.196   pc  |  -3.6505     +3.6505  |paral   |2020yCat.1350....0G
1857|HD 95047                                                                                                 |Star                              |10 58 37.5182396928 +19 37 19.287076152|223.0753352563077 +63.1136074923675| 12.362 -10.320   |6.790    |K0              |    ~     ~    |    1|  221.214   pc  |  -5.3046     +5.3046  |paral   |2020yCat.1350....0G
1858|HD 95099                                                                                                 |Star                              |10 59 02.0609803944 +19 04 55.932895884|224.2594788325687 +63.0002581439668|  3.258 -13.237   |8.82     |~               |    ~     ~    |    1|  902.935   pc  | -30.2473    +30.2473  |paral   |2020yCat.1350....0G
1859|StKM 2-677                                                                                               |High Proper Motion Star           |10 55 34.2819051799 +19 25 57.782802393|222.8814630309834 +62.3748682639616|29.702 -105.323   |10.928   |K5V             |    ~     ~    |    1|   67.4072  pc  |  -3.0130     +3.0130  |paral   |2018yCat.1345....0G
1860|TYC 1432-41-1                                                                                            |Star                              |10 59 27.3841328952 +19 36 34.224992532|223.2609520406356 +63.2909734248489|-21.617 -10.431   |10.87    |~               |    ~     ~    |    1|  733.568   pc  | -11.0853    +11.0853  |paral   |2020yCat.1350....0G
1861|TYC 1432-67-1                                                                                            |Star                              |10 52 36.2754641448 +19 20 01.556906964|222.5284201810326 +61.6879214055219| -11.604 -6.200   |10.94    |~               |    ~     ~    |    1|  430.979   pc  |  -4.7179     +4.7179  |paral   |2020yCat.1350....0G
1862|TYC 1432-122-1                                                                                           |Star                              |10 56 00.1438060464 +19 57 21.401626788|221.9037160733171 +62.6585386822094|  -21.918 1.302   |10.67    |~               |    ~     ~    |    1|  778.877   pc  | -14.6809    +14.6809  |paral   |2020yCat.1350....0G
1863|TYC 1432-377-1                                                                                           |Star                              |10 59 12.8161861656 +19 45 02.956049604|222.9218227774517 +63.2896038062276| -22.219 -1.687   |10.95    |~               |    ~     ~    |    1|  335.785   pc  |  -1.8040     +1.8040  |paral   |2020yCat.1350....0G
1864|TYC 1432-419-1                                                                                           |High Proper Motion Star           |10 58 12.7126617600 +19 36 14.993713584|223.0330588738679 +63.0164932739935|-51.763 -10.345   |10.37    |~               |    ~     ~    |    1|  257.347   pc  |  -2.9008     +2.9008  |paral   |2020yCat.1350....0G
1865|TYC 1432-526-1                                                                                           |Star                              |10 55 38.8877495520 +19 44 10.598351064|222.2847260858599 +62.5023040877645|   -9.738 0.677   |10.34    |~               |    ~     ~    |    1|  742.721   pc  | -13.4599    +13.4599  |paral   |2020yCat.1350....0G
1866|TYC 1432-778-1                                                                                           |High Proper Motion Star           |10 56 48.7133055744 +19 22 20.532432864|223.2375051292123 +62.6242278977341| 14.821 -53.396   |10.96    |~               |    ~     ~    |    1|  122.846   pc  |  -0.2762     +0.2762  |paral   |2020yCat.1350....0G
1867|TYC 1432-874-1                                                                                           |Star                              |10 55 06.5349983712 +19 36 51.294583440|222.4314029166646 +62.3398490534455| -1.348 -32.621   |10.78    |~               |    ~     ~    |    1|  211.501   pc  |  -0.9215     +0.9215  |paral   |2020yCat.1350....0G
1868|TYC 1432-945-1                                                                                           |Star                              |10 56 30.9281080032 +19 13 45.813230724|223.4685366246806 +62.5058912952740|  -9.570 -3.734   |10.39    |~               |    ~     ~    |    1|  411.117   pc  |  -5.0705     +5.0705  |paral   |2020yCat.1350....0G
1869|TYC 1432-1133-1                                                                                          |High Proper Motion Star           |10 58 04.4298568896 +19 33 42.020392824|223.0937384500855 +62.9706277078897| 93.229 -45.277   |10.85    |~               |    ~     ~    |    1|   90.270   pc  |  -0.3887     +0.3887  |paral   |2020yCat.1350....0G
1870|TYC 1435-165-1                                                                                           |Star                              |10 56 39.8635299432 +20 12 36.661670424|221.5023641007726 +62.8932442231039|-43.295 -16.468   |10.55    |~               |    ~     ~    |    1|  535.217   pc  |  -4.8125     +4.8125  |paral   |2020yCat.1350....0G
1871|TYC 1435-522-1                                                                                           |Star                              |10 53 12.6360021192 +20 48 07.329807396|219.6991014368780 +62.3308095546793| -9.222 -10.198   |9.95     |~               |    ~     ~    |    1| 1717.328   pc  | -64.5878    +64.5878  |paral   |2020yCat.1350....0G
1872|TYC 1435-573-1                                                                                           |Star                              |10 52 32.3087076600 +20 59 40.743378852|219.1981338194638 +62.2443865978922|-26.195 -23.505   |10.08    |~               |    ~     ~    |    1|  204.537   pc  |  -0.9036     +0.9036  |paral   |2020yCat.1350....0G
1873|TYC 1435-779-1                                                                                           |Star                              |10 57 04.4983470360 +21 41 32.876546604|218.4637747228506 +63.4652754951520| -9.040 -20.503   |10.63    |~               |    ~     ~    |    1|  931.359   pc  | -12.9247    +12.9247  |paral   |2020yCat.1350....0G
1874|TYC 1435-806-1                                                                                           |Star                              |10 59 45.7224770088 +21 35 41.025275880|219.1041603462617 +64.0302601818292|  -3.119 -3.803   |10.43    |~               |    ~     ~    |    1|  814.598   pc  | -11.0152    +11.0152  |paral   |2020yCat.1350....0G
1875|TYC 1435-842-1                                                                                           |High Proper Motion Star           |10 56 08.7224054832 +20 56 08.801442528|219.9093560808412 +63.0225955325300| 32.945 -67.486   |10.97    |~               |    ~     ~    |    1|  375.601   pc  | -11.3848    +11.3848  |paral   |2020yCat.1350....0G
1876|TYC 1435-1043-1                                                                                          |High Proper Motion Star           |10 52 43.2067966656 +21 35 33.273572568|218.0014331479488 +62.4703366339891| -51.130 16.855   |10.69    |~               |    ~     ~    |    1|  309.483   pc  |  -3.1511     +3.1511  |paral   |2020yCat.1350....0G
1877|TYC 1435-1057-1                                                                                          |Star                              |10 59 57.9364201992 +21 05 21.843517524|220.2310646256835 +63.9157984759339|  5.550 -43.071   |10.30    |~               |    ~     ~    |    1|  189.097   pc  |  -0.6329     +0.6329  |paral   |2020yCat.1350....0G
1878|TYC 1435-1140-1                                                                                          |High Proper Motion Star           |10 53 35.3962830504 +21 06 04.591312884|219.1485965911775 +62.5108943158880|-54.064 -59.149   |10.41    |~               |    ~     ~    |    1|  136.489   pc  |  -2.5597     +2.5597  |paral   |2020yCat.1350....0G
1879|TYC 1435-1146-1                                                                                          |Star                              |10 59 27.1988893368 +21 21 35.085410352|219.5620287239941 +63.8889362287646| -7.238 -30.336   |10.80    |~               |    ~     ~    |    1|  199.525   pc  |  -0.6330     +0.6330  |paral   |2020yCat.1350....0G
1880|TYC 1435-1156-1                                                                                          |Star                              |10 56 56.7425319432 +21 12 49.021471440|219.4591873470071 +63.2885444987949|  4.847 -17.215   |10.40    |~               |    ~     ~    |    1|  361.259   pc  |  -2.1012     +2.1012  |paral   |2020yCat.1350....0G
1881|BD+18 2417                                                                                               |High Proper Motion Star           |10 53 26.2297267776 +18 03 54.267802380|225.1439766983280 +61.3804700835478|-0.791 -107.592   |9.41     |G5              |    ~     ~    |    1|  393.453   pc  |  -2.6162     +2.6162  |paral   |2020yCat.1350....0G
1882|BD+17 2284                                                                                               |Star                              |10 52 35.0554675680 +17 04 32.115826704|226.8301844934819 +60.7840839941019|-21.324 -21.533   |9.67     |F8              |    ~     ~    |    1|  179.565   pc  |  -0.5739     +0.5739  |paral   |2020yCat.1350....0G
1883|HD 94249                                                                                                 |Star                              |10 52 58.1089783008 +16 40 46.163097912|227.6420187010774 +60.6952632659890| -35.992 -1.157   |9.10     |F5              |    ~     ~    |    1|  213.557   pc  |  -1.5005     +1.5005  |paral   |2020yCat.1350....0G
1884|HD 94291                                                                                                 |High Proper Motion Star           |10 53 13.4382301704 +16 58 31.688965452|227.1505300424478 +60.8791193796800| -8.229 -53.739   |8.42     |F8              |    ~     ~    |    1|   61.231   pc  |  -0.1050     +0.1050  |paral   |2020yCat.1350....0G
1885|BD+17 2290                                                                                               |High Proper Motion Star           |10 53 15.6491157168 +16 43 54.887368620|227.6083913855102 +60.7811582111632|-113.392 23.652   |9.86     |F8              |    ~     ~    |    1|  145.669   pc  |  -0.4626     +0.4626  |paral   |2020yCat.1350....0G
1886|HD 94384                                                                                                 |Double or Multiple Star           |10 53 56.8940845 +17 06 23.467926      |227.0603846490 +61.0917965807      |  -14.24 -17.88   |9.27     |G               |0.0083  0.0    |    0|                |                       |        |                   
1887|BD+17 2293                                                                                               |Spectroscopic Binary              |10 54 54.6556728024 +16 23 20.809237920|228.6003199080439 +60.9833783599542|  -18.389 0.010   |9.47     |K2              |    ~     ~    |    1|  484.308   pc  | -16.3485    +16.3485  |paral   |2020yCat.1350....0G
1888|BD+17 2294                                                                                               |Star                              |10 54 57.0013888392 +16 50 32.108571996|227.7690606766411 +61.1929405585887| -13.663 -4.268   |9.35     |K5              |    ~     ~    |    1|  892.937   pc  | -16.3454    +16.3454  |paral   |2020yCat.1350....0G
1889|BD+16 2185                                                                                               |High Proper Motion Star           |10 53 57.1380033144 +16 13 14.234515788|228.6961791858519 +60.7021007683100|  3.421 -65.966   |9.62     |F8              |    ~     ~    |    1|  117.265   pc  |  -0.2448     +0.2448  |paral   |2020yCat.1350....0G
1890|NGC 3454                           NGC 3454                                                              |Galaxy in Pair of Galaxies        |10 54 29.458 +17 20 38.58              |226.729396 +61.310412              |            ~ ~   |     ~   |~               |1.473 0.265    |    1|   18.79    Mpc |  -1.78       +1.78    |T-F     |2020ApJ...902..145K
1891|NGC 3447                           NGC 3447a                          NGC 3447                           |Galaxy in Pair of Galaxies        |10 53 23.9671116744 +16 46 20.741661336|227.5634732862847 +60.8287272609956|  -0.286 -0.017   |     ~   |~               | 3.39  2.00    |    0|                |                       |        |                   
1892|NGC 3447b                          UGC 6007                                                              |Galaxy in Pair of Galaxies        |10 53 29.656 +16 47 09.64              |227.558756 +60.855074              |            ~ ~   |     ~   |~               | 1.45  0.71    |    0|                |                       |        |                   
1893|NGC 3443                           NGC 3443                                                              |Galaxy towards a Group of Galaxies|10 53 00.117 +17 34 25.06              |225.987320 +61.084616              |            ~ ~   |     ~   |~               |0.427 0.299    |    1|   25.59    Mpc |  -2.30       +2.30    |T-F     |2020ApJ...902..145K
1894|NGC 3455                           NGC 3455                                                              |Galaxy in Pair of Galaxies        |10 54 31.0921117824 +17 17 04.985473704|226.8469799910972 +61.2910680394228|  -1.254 -0.202   |     ~   |~               |0.947 0.530    |    1|   25.35    Mpc |  -2.85       +2.85    |T-F     |2020ApJ...902..145K
1895|NGC 3457                           NGC 3457                                                              |Galaxy towards a Group of Galaxies|10 54 48.6357589320 +17 37 16.420097712|226.2711698411734 +61.4962435069865|   -0.313 0.458   |     ~   |~               |0.727 0.712    |    1|   20.51    Mpc |                       |        |2016AJ....152...50T
1896|HD 94702                                                                                                 |High Proper Motion Star           |10 56 10.0361059224 +18 49 40.358018064|224.2017626057414 +62.2767054086488| -71.203 -3.051   |9.16     |F8              |    ~     ~    |    1|  142.892   pc  |  -0.4043     +0.4043  |paral   |2020yCat.1350....0G
1897|BD+19 2396                                                                                               |High Proper Motion Star           |10 56 47.9586572208 +18 56 48.121373508|224.0896602881849 +62.4604634213766| 29.405 -65.775   |9.76     |K0              |    ~     ~    |    1|  192.119   pc  |  -0.9486     +0.9486  |paral   |2020yCat.1350....0G
1898|HD 94588                                                                                                 |Star                              |10 55 28.7584020480 +18 32 45.520348308|224.6212267892877 +62.0166958024659|   -1.885 4.890   |8.66     |G5              |    ~     ~    |    1|  339.132   pc  |  -2.3577     +2.3577  |paral   |2020yCat.1350....0G
1899|HD 95036                                                                                                 |Star                              |10 58 35.3812760256 +18 35 34.047949632|225.1569511471062 +62.7122432022036|  -5.987 -4.454   |9.04     |A2              |    ~     ~    |    1|  304.081   pc  |  -2.1082     +2.1082  |paral   |2020yCat.1350....0G
1900|BD+19 2402                                                                                               |Star                              |10 59 43.5522081240 +18 36 39.966432372|225.3548386829617 +62.9665017871315| -7.310 -25.321   |10.50    |G0              |    ~     ~    |    1|  157.806   pc  |  -0.4781     +0.4781  |paral   |2020yCat.1350....0G
1901|* 49 LMi                                                                                                 |High Proper Motion Star           |10 55 56.0927775792 +18 09 10.767620556|225.4802714230690 +61.9588331782369| -53.972 19.677   |7.25     |G5              |    ~     ~    |    1|  215.077   pc  |  -1.0131     +1.0131  |paral   |2020yCat.1350....0G
1902|BD+18 2421                                                                                               |Star                              |10 56 11.4012799272 +18 08 18.361456620|225.5609374860066 +62.0083322984568| 24.388 -17.639   |10.30    |A0              |    ~     ~    |    1|  598.086   pc  | -15.4172    +15.4172  |paral   |2020yCat.1350....0G
