C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:17:23

dec< 0&rah >=19.5&rah< 19.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5506

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------------|-----|----------------|-------------------------|--------|-------------------
4890|TYC 7940-1366-1                                                                                          |Star                              |19 34 38.2603161000 -42 26 40.982715240|356.3698370111084 -25.5180415994532|   2.421 -3.562   |10.412   |~              |    ~     ~          |    1|  195.616   pc  |  -2.2760     +2.2760    |ST-L    |2020AJ....160...83S
4891|TYC 7940-1439-1                                                                                          |Star                              |19 30 10.7490358728 -41 55 03.429868980|356.6992325049723 -24.5847748514613|  6.665 -26.784   |10.90    |~              |    ~     ~          |    0|                |                         |        |                   
4892|TYC 7940-1813-1                                                                                          |Star                              |19 39 22.9610294808 -41 25 48.072560520|357.7037861169607 -26.1233428328365| 12.806 -31.520   |10.83    |~              |    ~     ~          |    1|  577.768   pc  |  -4.9405     +4.9405    |paral   |2020yCat.1350....0G
4893|TYC 7941-960-1                                                                                           |Star                              |19 43 38.8000871160 -42 10 00.709382784|357.1131258332162 -27.0696515614858|  -6.316 -7.129   |10.40    |~              |    ~     ~          |    1| 1220.020   pc  | -79.1600    +79.1600    |ST-L    |2020AJ....160...83S
4894|TYC 7941-1412-1                                                                                          |Star                              |19 42 49.9767501000 -42 33 52.306171092|356.6399741819348 -27.0136953002763|   -9.865 4.809   |10.85    |~              |    ~     ~          |    1|  322.196   pc  |  -1.6817     +1.6817    |paral   |2020yCat.1350....0G
4895|TYC 7941-1499-1                                                                                          |Star                              |19 40 30.7497141504 -42 22 51.054331800|356.7297736844111 -26.5549997991666|   5.720 -0.896   |10.41    |~              |    ~     ~          |    1| 2332.634   pc  |-113.7206   +113.7206    |paral   |2020yCat.1350....0G
4896|TYC 7941-1671-1                                                                                          |Star                              |19 41 13.2930184680 -42 20 36.206996064|356.8046951658961 -26.6736261227797|  12.646 -2.009   |10.69    |~              |    ~     ~          |    1|  771.724   pc  | -11.1369    +11.1369    |paral   |2020yCat.1350....0G
4897|TYC 7941-1683-1                                                                                          |Star                              |19 41 12.0478323360 -42 17 22.147133424|356.8623589778568 -26.6573442388529|   13.826 2.415   |10.96    |~              |    ~     ~          |    1| 1016.260   pc  | -15.5950    +15.5950    |paral   |2020yCat.1350....0G
4898|TYC 7944-90-1                                                                                            |Star                              |19 35 26.3727979728 -44 30 45.686823768|354.1773318819958 -26.1534007965013|  3.684 -13.727   |10.57    |~              |    ~     ~          |    1| 1310.273   pc  | -25.9239    +25.9239    |paral   |2020yCat.1350....0G
4899|TYC 7944-119-1                                                                                           |Star                              |19 37 46.4690331504 -43 33 56.532397680|355.3125845636901 -26.3435350124901|  -7.064 -4.984   |10.11    |~              |    ~     ~          |    1|  635.405   pc  |  -5.2486     +5.2486    |paral   |2020yCat.1350....0G
4900|TYC 7944-320-1                                                                                           |Star                              |19 35 23.0493038256 -44 51 50.958671976|353.7934956709441 -26.2240389621016|  -1.594 -3.398   |10.57    |~              |    ~     ~          |    1|  924.642   pc  | -12.3970    +12.3970    |paral   |2020yCat.1350....0G
4901|TYC 7944-833-1                                                                                           |Star                              |19 30 03.1287014640 -43 34 21.730428300|354.9308593409394 -24.9877304284456|   -2.052 0.348   |10.84    |~              |    ~     ~          |    1|  728.385   pc  |  -9.9742     +9.9742    |paral   |2020yCat.1350....0G
4902|TYC 7944-1240-1                                                                                          |Star                              |19 37 27.6575260704 -44 38 55.928515452|354.1202456320488 -26.5348272384133|   1.812 -4.174   |10.98    |~              |    ~     ~          |    1| 5227.392   pc  |-434.4774   +434.4774    |paral   |2020yCat.1350....0G
4903|TYC 7944-1263-1                                                                                          |Star                              |19 30 20.9126046936 -43 21 23.823495324|355.1765171612792 -24.9854538635026|   5.088 -5.645   |10.69    |~              |    ~     ~          |    1| 2355.158   pc  |-116.4821   +116.4821    |paral   |2020yCat.1350....0G
4904|TYC 7944-1396-1                                                                                          |Star                              |19 33 54.3621294192 -44 09 31.443726852|354.4891432151159 -25.8042489526156|   8.391 -9.708   |10.93    |~              |    ~     ~          |    1| 1113.958   pc  | -23.8253    +23.8253    |paral   |2020yCat.1350....0G
4905|TYC 7944-1516-1                                                                                          |Star                              |19 30 46.4029861728 -44 00 01.709604540|354.5089830887040 -25.2200866824246|  -0.918 -8.029   |10.881   |~              |    ~     ~          |    1|  943.747   pc  | -38.9300    +38.9300    |ST-L    |2020AJ....160...83S
4906|TYC 7944-1577-1                                                                                          |Star                              |19 37 57.8864527584 -44 12 39.797175276|354.6196660831757 -26.5242800275837|   -2.766 8.578   |10.82    |~              |    ~     ~          |    1|  371.581   pc  |  -2.1401     +2.1401    |paral   |2020yCat.1350....0G
4907|TYC 7944-1690-1                                                                                          |Star                              |19 36 26.8489182648 -43 52 44.102170524|354.9108788471445 -26.1828682224414| -5.820 -10.919   |10.91    |~              |    ~     ~          |    1| 1758.396   pc  | -42.6690    +42.6690    |paral   |2020yCat.1350....0G
4908|TYC 7944-1936-1                                                                                          |Spectroscopic Binary              |19 32 18.4962518256 -44 02 20.944838940|354.5418922739660 -25.4971265405555|   2.534 22.467   |10.93    |~              |    ~     ~          |    1|  476.273   pc  | -13.1800    +13.1800    |ST-L    |2020AJ....160...83S
4909|TYC 7944-1982-1                                                                                          |Star                              |19 35 49.6195953768 -44 23 15.871340832|354.3305259382759 -26.1920098765480| 21.146 -18.902   |10.77    |~              |    ~     ~          |    1|  357.692   pc  |  -3.3521     +3.3521    |paral   |2020yCat.1350....0G
4910|TYC 7944-2003-1                                                                                          |Star                              |19 38 45.5698201800 -44 24 02.060492796|354.4486162314926 -26.7052385178281| -1.741 -18.033   |10.32    |~              |    ~     ~          |    1|  915.835   pc  | -13.0007    +13.0007    |paral   |2020yCat.1350....0G
4911|TYC 7944-2011-1                                                                                          |Star                              |19 39 19.1727968112 -43 11 49.868718000|355.7853871193636 -26.5316488240702| -1.393 -17.754   |9.83     |~              |    ~     ~          |    1|  606.980   pc  | -14.2949    +14.2949    |paral   |2020yCat.1350....0G
4912|TYC 7945-109-1                                                                                           |Star                              |19 41 25.6451049168 -44 53 51.793549692|354.0189852150421 -27.2759781768628|    6.861 1.480   |10.84    |~              |    ~     ~          |    1|  916.003   pc  | -21.2282    +21.2282    |paral   |2020yCat.1350....0G
4913|TYC 7945-172-1                                                                                           |Star                              |19 42 57.4587774816 -43 19 12.416388348|355.8182993457796 -27.2046932157590|   9.270 -6.411   |10.99    |~              |    ~     ~          |    1| 1227.596   pc  | -20.3444    +20.3444    |paral   |2020yCat.1350....0G
4914|TYC 7945-275-1                                                                                           |Star                              |19 44 37.4938367064 -44 59 24.479225448|354.0482982220667 -27.8486764324221|   -0.555 0.757   |10.75    |~              |    ~     ~          |    1|  838.645   pc  | -13.0115    +13.0115    |paral   |2020yCat.1350....0G
4915|TYC 7945-317-1                                                                                           |Star                              |19 40 47.7399923952 -44 49 01.952235804|354.0808199482892 -27.1495171779784|   4.709 -1.692   |10.96    |~              |    ~     ~          |    1|  866.776   pc  | -11.8706    +11.8706    |paral   |2020yCat.1350....0G
4916|TYC 7945-680-1                                                                                           |Star                              |19 42 02.1531543576 -44 19 20.537610600|354.6773766044771 -27.2597572740994|   1.410 -7.536   |10.74    |~              |    ~     ~          |    1| 1156.738   pc  | -21.1411    +21.1411    |paral   |2020yCat.1350....0G
4917|TYC 7945-718-1                                                                                           |Star                              |19 40 50.5802882592 -43 48 36.065667816|355.1867664594076 -26.9391485285930|   3.603 -1.584   |10.88    |~              |    ~     ~          |    1| 2156.102   pc  | -74.8453    +74.8453    |paral   |2020yCat.1350....0G
4918|TYC 7945-1243-1                                                                                          |Star                              |19 43 52.5981416712 -44 08 11.821136244|354.9606429378416 -27.5425879322811|   0.205 -6.187   |10.76    |~              |    ~     ~          |    1| 1724.733   pc  | -50.8674    +50.8674    |paral   |2020yCat.1350....0G
4919|TYC 7945-1282-1                                                                                          |Star                              |19 44 22.2449985960 -44 19 47.390349216|354.7683035820871 -27.6695318154427|   7.656 -7.002   |10.933   |~              |    ~     ~          |    1| 1212.790   pc  |-134.2000   +134.2000    |ST-L    |2020AJ....160...83S
4920|TYC 7945-1324-1                                                                                          |Star                              |19 40 09.5614153488 -44 37 38.736299640|354.2617669820990 -26.9984097744847|  -4.551 -9.693   |10.85    |~              |    ~     ~          |    1| 1065.644   pc  | -18.3967    +18.3967    |paral   |2020yCat.1350....0G
4921|TYC 8389-187-1                                                                                           |Star                              |19 37 05.0625238080 -45 02 47.584565952|353.6702241684777 -26.5580315500274|  -5.032 -3.372   |10.60    |~              |    ~     ~          |    1| 2443.196   pc  |-103.8642   +103.8642    |paral   |2020yCat.1350....0G
4922|TYC 8389-860-1                                                                                           |Star                              |19 38 10.6369870440 -45 09 11.114189136|353.6011546094447 -26.7695412930858|  -2.532 -1.889   |10.78    |~              |    ~     ~          |    1|  964.972   pc  | -13.8744    +13.8744    |paral   |2020yCat.1350....0G
4923|TYC 8389-865-1                                                                                           |Star                              |19 40 08.4999969312 -46 02 54.830393988|352.6996144197483 -27.2939901454372| -6.659 -18.765   |10.58    |~              |    ~     ~          |    1|  556.081   pc  |  -4.9476     +4.9476    |paral   |2020yCat.1350....0G
4924|TYC 8389-955-1                                                                                           |Star                              |19 34 52.8680002800 -45 48 12.009346272|352.7504889373753 -26.3480025670218|  1.577 -10.599   |10.84    |~              |    ~     ~          |    1|  942.582   pc  | -33.0300    +33.0300    |ST-L    |2020AJ....160...83S
4925|TYC 8389-962-1                                                                                           |Star                              |19 39 03.6162699240 -45 25 15.997599696|353.3450723066449 -26.9787743043306|   -6.622 5.979   |10.93    |~              |    ~     ~          |    1|  768.699   pc  | -11.3452    +11.3452    |paral   |2020yCat.1350....0G
4926|TYC 8389-1077-1                                                                                          |Star                              |19 35 27.9064356864 -46 12 27.101086668|352.3346397296355 -26.5351185891465|   0.174 -4.694   |10.69    |~              |    ~     ~          |    1|  879.353   pc  | -11.8309    +11.8309    |paral   |2020yCat.1350....0G
4927|TYC 8389-1354-1                                                                                          |Star                              |19 39 16.8715188768 -46 06 35.660060568|352.5976957067687 -27.1605125789857|   5.438 -9.659   |10.72    |~              |    ~     ~          |    1|  359.803   pc  |  -1.9937     +1.9937    |paral   |2020yCat.1350....0G
4928|2MASS J19331210-4605215                                                                                  |Long-Period Variable              |19 33 12.0999697704 -46 05 21.605605188|352.3674193758325 -26.1267213853852|   4.206 -5.524   |10.90    |~              |    ~     ~          |    1| 3012.048   pc  |-261.2861   +261.2861    |paral   |2020yCat.1350....0G
4929|TYC 8389-1488-1                                                                                          |Star                              |19 39 25.2649229808 -46 27 32.657372964|352.2189116613442 -27.2554755381067|   -0.011 0.300   |10.93    |~              |    ~     ~          |    1|  678.012   pc  |  -7.4471     +7.4471    |paral   |2020yCat.1350....0G
4930|TYC 8389-1630-1                                                                                          |Star                              |19 33 20.2297440216 -46 24 12.540525768|352.0318404859859 -26.2191022656544| -1.204 -18.747   |10.50    |~              |    ~     ~          |    1| 3431.709   pc  |-191.9590   +191.9590    |paral   |2020yCat.1350....0G
4931|TYC 8389-1729-1                                                                                          |Star                              |19 32 23.9244753216 -46 08 59.029322496|352.2672443202736 -26.0046170692237|  5.134 -30.671   |10.95    |~              |    ~     ~          |    1|  339.942   pc  |  -6.8210     +6.8210    |ST-L    |2020AJ....160...83S
4932|TYC 8389-1750-1                                                                                          |Star                              |19 32 09.8695845984 -46 32 13.613944920|351.8369741150653 -26.0517062158780|-11.892 -11.618   |10.721   |~              |    ~     ~          |    1|  328.033   pc  |  -5.8600     +5.8600    |ST-L    |2020AJ....160...83S
4933|TYC 8389-1884-1                                                                                          |Star                              |19 34 14.7272622624 -46 34 42.900812292|351.8791951201002 -26.4098326562414|  -10.242 6.569   |10.98    |~              |    ~     ~          |    1| 1079.440   pc  | -75.9200    +75.9200    |ST-L    |2020AJ....160...83S
4934|TYC 8389-1929-1                                                                                          |Star                              |19 30 25.1268907272 -46 16 40.613298060|352.0421838834337 -25.7000901629889| 19.184 -29.292   |10.94    |~              |    ~     ~          |    1|  420.958   pc  | -11.2600    +11.2600    |ST-L    |2020AJ....160...83S
4935|TYC 8390-1803-1                                                                                          |Star                              |19 41 38.5687669032 -46 20 13.661335680|352.4398175013741 -27.6064091244852|    2.488 5.393   |10.87    |~              |    ~     ~          |    1|  495.270   pc  |  -4.3417     +4.3417    |paral   |2020yCat.1350....0G
4936|TYC 8390-1814-1                                                                                          |Star                              |19 43 49.8845132400 -46 31 24.550109112|352.3156038365270 -28.0124548268585|    1.772 0.030   |10.59    |~              |    ~     ~          |    1|  962.973   pc  | -65.2700    +65.2700    |ST-L    |2020AJ....160...83S
4937|TYC 8390-1950-1                                                                                          |Star                              |19 43 46.0842488328 -46 36 43.957208844|352.2145857732693 -28.0185599124465|   3.063 -3.655   |10.935   |~              |    ~     ~          |    1| 1055.430   pc  | -57.4300    +57.4300    |ST-L    |2020AJ....160...83S
4938|TYC 8393-303-1                                                                                           |Star                              |19 35 07.0103288880 -47 57 03.895560396|350.4123264129063 -26.8412145307790|  8.656 -16.806   |10.941   |~              |    ~     ~          |    1| 6291.840   pc  |-2714.0000   +2714.0000  |ST-L    |2020AJ....160...83S
4939|TYC 8393-324-1                                                                                           |Star                              |19 40 36.8596546416 -47 17 57.350517504|351.3361130112124 -27.6210532473404|   7.457 -8.509   |10.60    |~              |    ~     ~          |    1| 1276.976   pc  | -24.2970    +24.2970    |paral   |2020yCat.1350....0G
4940|TYC 8393-620-1                                                                                           |Star                              |19 37 34.0676915160 -47 21 11.479409100|351.1626599673462 -27.1253749312145|  0.602 -12.790   |10.71    |~              |    ~     ~          |    1|  980.296   pc  | -12.9732    +12.9732    |paral   |2020yCat.1350....0G
4941|TYC 8393-651-1                                                                                           |Double or Multiple Star           |19 37 22.825704 -47 45 26.45712        |350.710442971 -27.174649540        |     23.1 -36.7   |10.924   |~              |    ~     ~          |    0|                |                         |        |                   
4942|TYC 8393-726-1                                                                                           |Star                              |19 35 18.4216714896 -47 03 30.263263200|351.3981835637565 -26.6892338534401| -12.629 -8.905   |10.98    |~              |    ~     ~          |    1| 1249.375   pc  | -30.1261    +30.1261    |paral   |2020yCat.1350....0G
4943|TYC 8393-762-1                                                                                           |Star                              |19 36 28.7625041640 -47 20 34.716055092|351.1321543821368 -26.9427399884945|  -7.636 -7.879   |10.96    |~              |    ~     ~          |    1|  459.791   pc  |  -3.6785     +3.6785    |paral   |2020yCat.1350....0G
4944|TYC 8393-948-1                                                                                           |Star                              |19 36 18.5297929584 -46 54 38.118248964|351.5999327099430 -26.8255769473816|   -0.465 7.463   |10.75    |~              |    ~     ~          |    1| 1051.857   pc  | -18.1450    +18.1450    |paral   |2020yCat.1350....0G
4945|TYC 8393-1030-1                                                                                          |Star                              |19 31 32.0509719792 -47 35 28.469027220|350.6652656510388 -26.1774283514036|  -13.177 0.178   |10.998   |~              |    ~     ~          |    1| 1324.550   pc  |-118.4000   +118.4000    |ST-L    |2020AJ....160...83S
4946|TYC 8393-1081-1                                                                                          |High Proper Motion Star           |19 36 29.8348079208 -47 02 34.675345896|351.4621940510369 -26.8843656919340| 29.713 -45.462   |10.98    |~              |    ~     ~          |    1|  262.633   pc  |  -2.4693     +2.4693    |paral   |2020yCat.1350....0G
4947|TYC 8393-1135-1                                                                                          |Star                              |19 37 09.2168270256 -47 38 58.161405444|350.8207702431811 -27.1158992330149|  4.363 -35.490   |10.95    |~              |    ~     ~          |    1|  540.278   pc  |  -4.4661     +4.4661    |paral   |2020yCat.1350....0G
4948|TYC 8393-1318-1                                                                                          |Star                              |19 33 37.5345228504 -48 42 18.243336492|349.5290697231822 -26.7499043071098|   7.673 10.932   |10.89    |~              |    ~     ~          |    1|  230.696   pc  |  -0.9739     +0.9739    |paral   |2020yCat.1350....0G
4949|GSC 08393-01374                                                                                          |Double or Multiple Star           |19 30 17.9374972248 -48 30 22.202226360|349.6201987688900 -26.1708403286424|   3.118 -9.444   |10.603   |~              |    ~     ~          |    1|  324.464   pc  |  -6.1410     +6.1410    |ST-L    |2020AJ....160...83S
4950|TYC 8393-1549-1                                                                                          |Star                              |19 33 53.6771030280 -48 09 18.093143736|350.1422605367461 -26.6825897956791|  0.897 -11.850   |10.89    |~              |    ~     ~          |    1|  900.009   pc  | -10.3682    +10.3682    |paral   |2020yCat.1350....0G
4951|TYC 8393-1781-2                                                                                          |Star                              |19 33 10.359 -48 42 16.59              |349.512793 -26.676605              |            ~ ~   |10.53    |~              |    ~     ~          |    0|                |                         |        |                   
4952|TYC 8393-1801-1                                                                                          |Star                              |19 36 48.0403504008 -48 21 09.056088252|350.0329814841726 -27.1959215513142|  -1.907 -4.943   |10.90    |~              |    ~     ~          |    1|  992.654   pc  | -12.1200    +12.1200    |paral   |2020yCat.1350....0G
4953|TYC 8393-1864-1                                                                                          |Star                              |19 36 46.2356332368 -47 23 17.019470076|351.0938285417732 -27.0001642696604| -35.029 22.475   |10.50    |~              |    ~     ~          |    1|  243.576   pc  |  -1.0145     +1.0145    |paral   |2020yCat.1350....0G
4954|TYC 8394-1815-1                                                                                          |Star                              |19 44 58.2635879328 -47 49 06.979442124|350.9103109045723 -28.4387776253110|  11.325 -1.265   |10.892   |~              |    ~     ~          |    1|  149.830   pc  |  -8.2000     +8.2000    |ST-L    |2020AJ....160...83S
4955|TYC 8394-1868-1                                                                                          |Star                              |19 44 29.6100222792 -46 54 19.534228488|351.9142970888263 -28.1953442277951| -33.046 -6.549   |10.87    |~              |    ~     ~          |    1|  242.160   pc  |  -2.8558     +2.8558    |paral   |2020yCat.1350....0G
4956|TYC 8394-1981-1                                                                                          |Spectroscopic Binary              |19 42 17.9763664224 -47 12 30.526463736|351.4981728905094 -27.8845918770183|  -14.457 7.239   |10.40    |~              |    ~     ~          |    1|  373.204   pc  |  -9.3040     +9.3040    |paral   |2020yCat.1350....0G
4957|TYC 8394-2021-1                                                                                          |Star                              |19 41 19.5826774608 -47 09 34.209769248|351.5171266778683 -27.7129456601553|  6.744 -17.093   |10.75    |~              |    ~     ~          |    1|  494.951   pc  |  -3.6992     +3.6992    |paral   |2020yCat.1350....0G
4958|TYC 8394-2090-1                                                                                          |Star                              |19 42 19.1687270592 -47 11 27.937005288|351.5182099227448 -27.8846410984342|  -7.570 -6.472   |10.25    |~              |    ~     ~          |    1|  202.372   pc  |  -0.9174     +0.9174    |paral   |2020yCat.1350....0G
4959|TYC 8394-2108-1                                                                                          |Star                              |19 43 00.6305626512 -47 10 06.048620544|351.5683632897767 -27.9957381596095|  9.660 -41.811   |10.97    |~              |    ~     ~          |    1|  351.519   pc  |  -1.9770     +1.9770    |paral   |2020yCat.1350....0G
4960|TYC 8394-2131-1                                                                                          |Star                              |19 42 14.8655844048 -47 37 54.303495384|351.0256582224022 -27.9547055104183|   -0.189 1.694   |10.72    |~              |    ~     ~          |    1|  928.936   pc  | -15.5326    +15.5326    |paral   |2020yCat.1350....0G
4961|TYC 8394-2236-1                                                                                          |Star                              |19 42 25.4138870568 -48 43 36.493947444|349.8106447148747 -28.1795648320000|   -3.415 0.501   |10.90    |~              |    ~     ~          |    1| 1510.118   pc  | -29.6459    +29.6459    |paral   |2020yCat.1350....0G
4962|TYC 8397-75-1                                                                                            |Star                              |19 31 54.8569076472 -50 31 27.276682404|347.4696664107271 -26.8323299463911| 19.180 -21.087   |10.850   |~              |    ~     ~          |    1|  251.348   pc  |  -3.8470     +3.8470    |ST-L    |2020AJ....160...83S
4963|CD-49 12734                                                                                              |Star                              |19 35 15.0271620840 -49 18 30.918048552|348.9233520057506 -27.1289202757019|   -6.812 1.215   |10.65    |~              |    ~     ~          |    1|  888.336   pc  | -12.6263    +12.6263    |paral   |2020yCat.1350....0G
4964|TYC 8397-158-1                                                                                           |Star                              |19 38 14.7146571768 -49 02 26.011797468|349.3226607418140 -27.5597431373950| -4.801 -12.458   |10.77    |~              |    ~     ~          |    1|  345.638   pc  |  -1.9831     +1.9831    |paral   |2020yCat.1350....0G
4965|TYC 8397-274-1                                                                                           |Star                              |19 30 07.9079351232 -49 18 44.106562692|348.7348103280096 -26.3118056092171|   1.434 -4.379   |10.807   |~              |    ~     ~          |    1| 1408.100   pc  |-135.3000   +135.3000    |ST-L    |2020AJ....160...83S
4966|TYC 8397-737-1                                                                                           |Star                              |19 30 03.6433516872 -49 04 50.318219748|348.9849008499836 -26.2526888765695|  6.220 -11.326   |10.799   |~              |    ~     ~          |    1|  344.956   pc  |  -9.0990     +9.0990    |ST-L    |2020AJ....160...83S
4967|2MASS J19375272-4955112                                                                                  |Long-Period Variable              |19 37 52.7192444760 -49 55 11.180309340|348.3345781411847 -27.6594982458649|  0.581 -10.633   |10.70    |~              |    ~     ~          |    1| 2643.405   pc  |-170.4972   +170.4972    |paral   |2020yCat.1350....0G
4968|TYC 8397-1151-1                                                                                          |Star                              |19 30 02.1453993720 -50 00 11.628724428|347.9760045388135 -26.4364421046190|  -1.595 -8.005   |10.498   |~              |    ~     ~          |    1|  770.879   pc  | -27.9500    +27.9500    |ST-L    |2020AJ....160...83S
4969|TYC 8397-1262-1                                                                                          |Star                              |19 34 58.8433441368 -50 03 54.183921480|348.0788424528184 -27.2276080132171|  15.581 -8.909   |10.981   |~              |    ~     ~          |    1|  507.618   pc  | -40.0600    +40.0600    |ST-L    |2020AJ....160...83S
4970|TYC 8397-1380-1                                                                                          |Star                              |19 39 14.0033529720 -50 01 35.638888116|348.2586109280182 -27.8925949272137| 21.426 -23.431   |10.89    |~              |    ~     ~          |    1|  455.705   pc  |  -4.2156     +4.2156    |paral   |2020yCat.1350....0G
4971|TYC 8398-1619-1                                                                                          |Star                              |19 43 02.5561987944 -50 34 29.751000744|347.7573253679635 -28.5822828900440|  -5.741 -9.937   |10.69    |~              |    ~     ~          |    1|  299.321   pc  |  -1.4604     +1.4604    |paral   |2020yCat.1350....0G
4972|TYC 8398-1649-1                                                                                          |Star                              |19 42 23.4046223160 -50 34 53.764556196|347.7314367952813 -28.4809983278015|  -3.345 -2.692   |10.77    |~              |    ~     ~          |    1| 1135.847   pc  | -25.0289    +25.0289    |paral   |2020yCat.1350....0G
4973|TYC 8398-1683-1                                                                                          |Star                              |19 43 05.7882163560 -50 32 23.692156152|347.7982303545205 -28.5853054862209|   8.722 -0.280   |10.76    |~              |    ~     ~          |    1|  373.860   pc  |  -2.3062     +2.3062    |paral   |2020yCat.1350....0G
4974|TYC 8398-1695-1                                                                                          |Star                              |19 42 20.9687486232 -50 37 07.044135096|347.6886890610143 -28.4804419022051|   -9.131 4.245   |10.59    |~              |    ~     ~          |    1|  400.561   pc  |  -2.6635     +2.6635    |paral   |2020yCat.1350....0G
4975|TYC 8398-1839-1                                                                                          |Spectroscopic Binary              |19 42 15.1750264728 -50 10 57.957265704|348.1752828682214 -28.3960023959834|  6.550 -10.681   |10.34    |~              |    ~     ~          |    1|  860.956   pc  | -43.1404    +43.1404    |paral   |2020yCat.1350....0G
4976|TYC 8398-1911-1                                                                                          |Star                              |19 42 00.2172144360 -49 46 27.521134032|348.6257072423659 -28.2897665352417|  -5.706 -8.259   |10.78    |~              |    ~     ~          |    1|  910.498   pc  | -13.5128    +13.5128    |paral   |2020yCat.1350....0G
4977|TYC 8398-1959-1                                                                                          |Double or Multiple Star           |19 44 08.3317428389 -49 08 11.030924312|349.4061675024702 -28.5265923088825|  -25.918 8.007   |10.871   |~              |    ~     ~          |    1|   93.9038  pc  |  -4.8392     +4.8392    |paral   |2018yCat.1345....0G
4978|2MASS J19414727-4954097                                                                                  |Long-Period Variable Candidate    |19 41 47.2770186888 -49 54 09.750711708|348.4753822767325 -28.2766920572482|   5.713 -2.387   |10.62    |~              |    ~     ~          |    1| 2536.14    pc  |-138.288    +138.288     |paral   |2020yCat.1350....0G
4979|TYC 8398-2051-1                                                                                          |Star                              |19 43 46.8553783704 -50 23 00.240252072|347.9936034012461 -28.6686934503469|  -5.381 -7.814   |10.819   |~              |    ~     ~          |    1| 2197.200   pc  |-267.8000   +267.8000    |ST-L    |2020AJ....160...83S
4980|TYC 8398-2064-1                                                                                          |Star                              |19 44 06.0566230680 -49 48 26.927432136|348.6509272241718 -28.6291605380902|   -1.887 2.826   |10.997   |~              |    ~     ~          |    1| 1540.770   pc  |-117.5000   +117.5000    |ST-L    |2020AJ....160...83S
4981|TYC 8398-2091-1                                                                                          |Star                              |19 41 37.5916969392 -49 30 32.242703328|348.9110669097879 -28.1851808720988|  -16.681 4.323   |10.95    |~              |    ~     ~          |    1|  561.356   pc  |  -4.5693     +4.5693    |paral   |2020yCat.1350....0G
4982|TYC 8401-155-1                                                                                           |Star                              |19 39 53.6407893312 -51 13 52.894323948|346.9319090873225 -28.1949823584492|    2.125 2.384   |10.77    |~              |    ~     ~          |    1| 1074.691   pc  | -23.6767    +23.6767    |paral   |2020yCat.1350....0G
4983|2MASS J19312317-5046517                                                                                  |Long-Period Variable Candidate    |19 31 23.2027684200 -50 46 51.594241440|347.1694377900448 -26.7988292435476| -4.969 -13.166   |10.867   |~              |    ~     ~          |    1| 2798.100   pc  |-409.0000   +409.0000    |ST-L    |2020AJ....160...83S
4984|TYC 8401-451-1                                                                                           |Star                              |19 32 36.5220498432 -51 34 13.730018088|346.3382289097266 -27.1321797176234|    3.707 9.974   |10.52    |~              |    ~     ~          |    1|   92.716   pc  |  -0.1384     +0.1384    |paral   |2020yCat.1350....0G
4985|TYC 8401-484-1                                                                                           |Star                              |19 30 30.5466934536 -51 20 05.206626096|346.5311255082694 -26.7675167483028|   4.905 -8.633   |10.980   |~              |    ~     ~          |    1| 1031.410   pc  | -43.8300    +43.8300    |ST-L    |2020AJ....160...83S
4986|TYC 8401-832-1                                                                                           |Star                              |19 36 32.8524263784 -51 21 29.614291200|346.6934605319100 -27.6995964088303|   5.408 -4.528   |10.87    |~              |    ~     ~          |    1| 1166.453   pc  | -20.5452    +20.5452    |paral   |2020yCat.1350....0G
4987|TYC 8401-852-1                                                                                           |Star                              |19 35 38.3847704952 -51 35 02.408632080|346.4153351113017 -27.5982860583168|  5.075 -15.509   |10.55    |~              |    ~     ~          |    1|  614.213   pc  |  -5.6589     +5.6589    |paral   |2020yCat.1350....0G
4988|TYC 8401-981-1                                                                                           |Star                              |19 34 37.9019526720 -51 39 47.884987584|346.2972015038339 -27.4576021095915| 16.215 -14.783   |10.79    |~              |    ~     ~          |    1|  394.571   pc  |  -2.3353     +2.3353    |paral   |2020yCat.1350....0G
4989|TYC 8401-988-1                                                                                           |Star                              |19 31 35.5177907376 -51 09 52.537202352|346.7538552680677 -26.9023354863267|  -8.544 -2.452   |10.919   |~              |    ~     ~          |    1| 1447.210   pc  |-158.0000   +158.0000    |ST-L    |2020AJ....160...83S
4990|TYC 8401-1023-1                                                                                          |Star                              |19 40 59.8554567048 -51 56 21.936197976|346.1669756548125 -28.4732393722218|   -3.455 4.737   |10.57    |~              |    ~     ~          |    1|  910.747   pc  | -10.8659    +10.8659    |paral   |2020yCat.1350....0G
4991|TYC 8401-1143-1                                                                                          |Star                              |19 32 18.4198155072 -51 58 20.061345900|345.8845926144512 -27.1574436746828|   3.184 -0.322   |10.76    |~              |    ~     ~          |    1|  635.647   pc  |  -8.6466     +8.6466    |paral   |2020yCat.1350....0G
