C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:05:06

dec >=0&rah >=6.5&rah< 6.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8634

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
6732|HD 292173                                                                                                                                   |Star                              |06 43 03.7746785712 +00 32 12.774352236|211.4989312127908 -01.6183254495885|  3.443 -10.471  |10.3     |M0                 |    ~     ~    |    1| 1012.043   pc  | -16.1829    +16.1829  |paral   |2020yCat.1350....0G
6733|HD 292171                                                                                                                                   |Star                              |06 43 40.2924535920 +00 27 47.469109104|211.6339977605010 -01.5165812856873|   3.163 -7.495  |10.66    |F2                 |    ~     ~    |    1|  550.995   pc  |  -5.1308     +5.1308  |paral   |2020yCat.1350....0G
6734|HD 289057                                                                                                                                   |Star                              |06 43 44.1729032280 +00 47 49.280457768|211.3442519847101 -01.3498235211252|   -3.650 0.875  |10.71    |A2                 |    ~     ~    |    1|  513.584   pc  |  -4.5896     +4.5896  |paral   |2020yCat.1350....0G
6735|HD 292181                                                                                                                                   |Star                              |06 43 49.5923885808 +00 18 50.622741720|211.7844256435165 -01.5501534780571|   2.295 -8.187  |10.45    |K5                 |    ~     ~    |    1|  733.676   pc  |  -9.5276     +9.5276  |paral   |2020yCat.1350....0G
6736|HD 292174                                                                                                                                   |Star                              |06 44 02.5698203280 +00 23 57.896108988|211.7331321849642 -01.4630914745893|-15.081 -38.393  |10.16    |G2V                |    ~     ~    |    1|  108.797   pc  |  -0.1787     +0.1787  |paral   |2020yCat.1350....0G
6737|HD 292182                                                                                                                                   |Star                              |06 44 06.8648926608 +00 09 45.793171728|211.9519940451081 -01.5551655203458|   0.970 -0.782  |10.84    |A0                 |    ~     ~    |    1| 1351.534   pc  | -40.9168    +40.9168  |paral   |2020yCat.1350....0G
6738|HD 292186                                                                                                                                   |Star                              |06 44 09.9705985560 +00 03 55.769365332|212.0444535702978 -01.5880070694228|   -1.323 4.240  |9.82     |F2                 |    ~     ~    |    1|  235.012   pc  |  -1.6514     +1.6514  |paral   |2020yCat.1350....0G
6739|HD 292185                                                                                                                                   |Star                              |06 44 24.8692773288 +00 04 15.935066292|212.0677964321943 -01.5302096366373|  -2.181 -3.826  |10.50    |A0                 |    ~     ~    |    0|                |                       |        |                   
6740|HD 292165                                                                                                                                   |Star                              |06 44 42.7676052912 +00 47 56.534602272|211.4539106726456 -01.1316957960765|  -4.000 -0.209  |9.96     |A0III              |    ~     ~    |    1|  712.504   pc  | -13.3515    +13.3515  |paral   |2020yCat.1350....0G
6741|HD 288859                                                                                                                                   |Star                              |06 36 21.6014961984 +01 22 55.946248104|209.9801829636813 -02.7222108324900|  -2.421 -1.334  |9.94     |M0                 |    ~     ~    |    1| 1202.212   pc  | -17.0547    +17.0547  |paral   |2020yCat.1350....0G
6742|HD 288841                                                                                                                                   |Star                              |06 36 38.7976573320 +01 50 55.237842132|209.5978963372992 -02.4449419426693|  -2.207 -2.470  |9.92     |B8                 |    ~     ~    |    1|  845.166   pc  | -34.6438    +34.6438  |paral   |2020yCat.1350....0G
6743|HD 288842                                                                                                                                   |Star                              |06 37 03.1363669152 +01 46 03.194967396|209.7165368337855 -02.3919848739683|  -1.731 -1.037  |10.11    |G0                 |    ~     ~    |    1|  185.684   pc  |  -0.8585     +0.8585  |paral   |2020yCat.1350....0G
6744|HD 288840                                                                                                                                   |Star                              |06 37 15.3288843864 +01 50 22.794479844|209.6756452067342 -02.3138248563437|  5.834 -11.441  |10.50    |G0                 |    ~     ~    |    1|  208.598   pc  |  -0.8964     +0.8964  |paral   |2020yCat.1350....0G
6745|HD 288927                                                                                                                                   |Star                              |06 37 16.4083301760 +01 12 39.959948412|210.2370791056659 -02.5975247917546|   -3.496 0.234  |10.33    |A0                 |    ~     ~    |    1|  679.302   pc  | -10.9364    +10.9364  |paral   |2020yCat.1350....0G
6746|HD 288845                                                                                                                                   |Star                              |06 37 46.2219045024 +01 37 51.720173508|209.9202291329401 -02.2949440119974|   0.655 -2.505  |10.77    |A0                 |    ~     ~    |    1| 1002.104   pc  | -26.6117    +26.6117  |paral   |2020yCat.1350....0G
6747|HD 288920                                                                                                                                   |Eclipsing Binary                  |06 37 49.5383440008 +01 28 48.771545592|210.0607658278286 -02.3516810912194|  -1.485 -1.227  |9.80     |B9                 |    ~     ~    |    1|  934.754   pc  | -21.9315    +21.9315  |paral   |2020yCat.1350....0G
6748|HD 288930                                                                                                                                   |Star                              |06 38 00.1563890880 +00 58 51.126964932|210.5254650476905 -02.5407599049127|  7.980 -22.750  |10.51    |G0                 |    ~     ~    |    1|  326.968   pc  |  -1.3257     +1.3257  |paral   |2020yCat.1350....0G
6749|HD 288912                                                                                                                                   |Star                              |06 38 11.2360074720 +01 42 03.002818284|209.9058356897628 -02.1703685591450|  -1.914 -2.304  |9.85     |B5                 |    ~     ~    |    1|  702.297   pc  | -15.2405    +15.2405  |paral   |2020yCat.1350....0G
6750|HD 288910                                                                                                                                   |Star                              |06 38 19.7619194088 +01 51 26.044525008|209.7829426362633 -02.0672189783490|   -0.899 0.040  |10.13    |K0                 |    ~     ~    |    1|  729.820   pc  |  -8.4689     +8.4689  |paral   |2020yCat.1350....0G
6751|HD 288936                                                                                                                                   |Star                              |06 39 45.6442086720 +00 58 27.889222692|210.7322756434570 -02.1528480960172|   8.532 -6.365  |9.31     |M4                 |    ~     ~    |    1| 1008.065   pc  | -26.4210    +26.4210  |paral   |2020yCat.1350....0G
6752|HD 288905                                                                                                                                   |Star                              |06 40 00.1006531272 +01 50 51.738285696|209.9827092188245 -01.7000215020950|  -5.391 -4.916  |10.26    |A2                 |    ~     ~    |    1|  459.284   pc  |  -5.1470     +5.1470  |paral   |2020yCat.1350....0G
6753|BD+01 1451                                                                                                                                  |Long-Period Variable              |06 40 05.3364307032 +01 09 51.949699632|210.6006732636253 -01.9930361057963|   3.609 -7.479  |9.93     |M5                 |    ~     ~    |    1| 1292.658   pc  | -46.4528    +46.4528  |paral   |2020yCat.1350....0G
6754|HD 288914                                                                                                                                   |Star                              |06 40 10.5354914496 +01 37 20.259328404|210.2031429419247 -01.7644580021945|   -4.580 4.476  |10.11    |F0                 |    ~     ~    |    1|  341.180   pc  |  -1.8625     +1.8625  |paral   |2020yCat.1350....0G
6755|HD 288972                                                                                                                                   |Star                              |06 40 35.747 +01 23 28.63              |210.456726 -01.776674              |      -4.9 -1.4  |10.52    |F5                 |    ~     ~    |    0|                |                       |        |                   
6756|HD 288974                                                                                                                                   |Star                              |06 40 50.8588289736 +01 10 29.523480420|210.6780989700191 -01.8195913695915|  -2.404 -2.574  |10.51    |A0                 |    ~     ~    |    1|  833.125   pc  | -16.5195    +16.5195  |paral   |2020yCat.1350....0G
6757|HD 288969                                                                                                                                   |Star                              |06 41 14.0352774912 +01 22 31.815440004|210.5436942708530 -01.6420306965791|    2.169 1.483  |10.75    |A3                 |    ~     ~    |    1|  428.467   pc  |  -3.1576     +3.1576  |paral   |2020yCat.1350....0G
6758|HD 288986                                                                                                                                   |Star                              |06 41 13.1445470832 +01 00 56.026069128|210.8623145814940 -01.8097951310720|   -0.015 4.664  |9.86     |F2                 |    ~     ~    |    1|  409.467   pc  |  -2.8670     +2.8670  |paral   |2020yCat.1350....0G
6759|HD 288975                                                                                                                                   |Star                              |06 41 19.2060706800 +01 12 35.648951976|210.7009049715238 -01.6985435425323|   1.240 -1.183  |10.03    |K5                 |    ~     ~    |    1|  761.731   pc  | -10.2701    +10.2701  |paral   |2020yCat.1350....0G
6760|HD 288985                                                                                                                                   |Star                              |06 41 19.8481756968 +01 00 14.036664744|210.8854596921974 -01.7902805918972|  -3.147 -3.193  |10.44    |A0                 |    ~     ~    |    1|  948.317   pc  | -17.8962    +17.8962  |paral   |2020yCat.1350....0G
6761|HD 288980                                                                                                                                   |Star                              |06 42 05.8068959064 +01 10 20.035908768|210.8231513466632 -01.5430682153765|   2.620 -5.077  |9.19     |M0                 |    ~     ~    |    1|  817.728   pc  | -11.5682    +11.5682  |paral   |2020yCat.1350....0G
6762|HD 288977                                                                                                                                   |Star                              |06 42 09.4487755248 +01 15 52.462224108|210.7479123280020 -01.4873905329174| -10.358 -5.313  |9.48     |G0                 |    ~     ~    |    1|  265.745   pc  |  -1.0946     +1.0946  |paral   |2020yCat.1350....0G
6763|HD 288979                                                                                                                                   |Star                              |06 42 13.0654808813 +01 14 53.995735849|210.7692489517744 -01.4814074016903|   0.079 -2.712  |10.99    |A0                 |    ~     ~    |    0|                |                       |        |                   
6764|HD 288978                                                                                                                                   |Star                              |06 42 15.3712667856 +01 16 04.608532272|210.7561838291686 -01.4639028636571|   1.058 -1.553  |10.87    |A0                 |    ~     ~    |    1|  977.899   pc  | -19.6995    +19.6995  |paral   |2020yCat.1350....0G
6765|HD 289011                                                                                                                                   |Star                              |06 43 08.0602949736 +01 51 40.188109824|210.3286457882859 -00.9976809767762|   -1.541 0.837  |10.45    |A5                 |    ~     ~    |    1| 1476.233   pc  | -42.4956    +42.4956  |paral   |2020yCat.1350....0G
6766|HD 289012                                                                                                                                   |Star                              |06 43 10.7469966144 +01 42 53.560426032|210.4639073214805 -01.0545564677502|  -0.585 -1.770  |9.93     |B8                 |    ~     ~    |    1|  760.109   pc  | -13.5197    +13.5197  |paral   |2020yCat.1350....0G
6767|HD 289039                                                                                                                                   |Red Giant Branch star             |06 43 45.2801690712 +01 18 27.801229608|210.8918869325950 -01.1125544448738|  2.439 -15.043  |10.59    |K0                 |    ~     ~    |    1|  846.883   pc  | -14.4877    +14.4877  |paral   |2020yCat.1350....0G
6768|HD 289038                                                                                                                                   |Star                              |06 43 54.5603804616 +01 23 34.183083912|210.8338136492118 -01.0393009447330|  -5.462 -5.307  |9.97     |A2                 |    ~     ~    |    1|  485.791   pc  |  -7.5282     +7.5282  |paral   |2020yCat.1350....0G
6769|HD 289035                                                                                                                                   |Star                              |06 44 05.1246360072 +01 18 10.596842460|210.9338912854844 -01.0411933634069| -26.996 31.170  |10.24    |G0                 |    ~     ~    |    1|  192.764   pc  |  -0.6688     +0.6688  |paral   |2020yCat.1350....0G
6770|HD 289025                                                                                                                                   |Star                              |06 44 17.3990862144 +01 40 19.165162224|210.6288691584823 -00.8271939707601|  2.243 -34.219  |10.09    |G0                 |    ~     ~    |    1|  207.965   pc  |  -0.8390     +0.8390  |paral   |2020yCat.1350....0G
6771|HD 289045                                                                                                                                   |Star                              |06 44 17.8904711808 +01 10 19.384026096|211.0746480359877 -01.0536412690259| -25.696 28.223  |9.91     |F2                 |    ~     ~    |    1|  216.873   pc  |  -0.8372     +0.8372  |paral   |2020yCat.1350....0G
6772|HD 289047                                                                                                                                   |Star                              |06 44 49.2959372400 +01 06 45.888207660|211.1871535948190 -00.9643106979231|  -3.796 -6.266  |9.14     |G5                 |    ~     ~    |    1|  586.992   pc  |  -5.2373     +5.2373  |paral   |2020yCat.1350....0G
6773|HD 289016                                                                                                                                   |Star                              |06 44 59.2781513640 +01 48 48.198498948|210.5827083180860 -00.6074585273857|  -9.133 -7.785  |9.93     |F2                 |    ~     ~    |    1|  202.799   pc  |  -0.6210     +0.6210  |paral   |2020yCat.1350....0G
6774|HD 288909                                                                                                                                   |Star                              |06 38 42.0234647976 +01 57 19.786220676|209.7379783070110 -01.9398209672665|-18.118 -12.273  |9.90     |G0                 |    ~     ~    |    1|  192.871   pc  |  -0.7663     +0.7663  |paral   |2020yCat.1350....0G
6775|HD 288960                                                                                                                                   |Star                              |06 41 07.6647 +01 56 27.384            |210.0284777 -01.4071654            |-18.908 -10.085  |10.14    |K0                 |    ~     ~    |    0|                |                       |        |                   
6776|Cl Collinder 110                                                                                                                            |Open Cluster                      |06 38 42.5 +02 04 08                   |209.6379 -01.8862                  |  -1.091 -2.049  |10.5     |~                  |18.8  18.8     |    1| 2180       pc  |                       |        |2021A&A...651A..84M
6777|NGC 2262                           NGC 2262                                                                                                 |Open Cluster                      |06 39 37.2 +01 08 49                   |210.5626 -02.1053                  |    0.264 0.114  |     ~   |~                  | 5.3   5.3     |    1| 3552.0     pc  |                       |paral   |2021A&A...651A.104P
6778|IRAS 06357+0104                                                                                                                             |Star                              |06 38 22.8631685496 +01 02 05.681529492|210.5206522713176 -02.4319201119907|  -0.897 -0.822  |10.10    |M2/3?              |    ~     ~    |    1| 2069.965   pc  | -93.4076    +93.4076  |paral   |2020yCat.1350....0G
6779|IRAS 06400+0141                                                                                                                             |Star                              |06 42 40.1469846960 +01 38 29.613124536|210.4709063373647 -01.2014202873040|  -5.530 -3.686  |10.16    |M4                 |    ~     ~    |    1| 1115.076   pc  | -40.2860    +40.2860  |paral   |2020yCat.1350....0G
6780|IRAS 06420+0149                                                                                                                             |Star                              |06 44 36.9988687728 +01 46 28.474564944|210.5748727227042 -00.7077282915516|   -0.229 0.189  |10.02    |M2/3?              |    ~     ~    |    0|                |                       |        |                   
6781|** J 2752                                                                                                                                   |Double or Multiple Star           |06 44 46.32 +02 41 32.7                |209.77602 -00.25405                |            ~ ~  |10.9     |~                  |    ~     ~    |    0|                |                       |        |                   
6782|[SC93] 354                                                                                                                                  |Star                              |06 39 54.0 +02 36 00                   |209.3019 -01.3784                  |            ~ ~  |7.41     |B9                 |    ~     ~    |    0|                |                       |        |                   
6783|[SC93] 357                                                                                                                                  |Star                              |06 40 18.0 +02 35 00                   |209.3625 -01.2972                  |            ~ ~  |7.41     |B9                 |    ~     ~    |    0|                |                       |        |                   
6784|[SC93] 363                                                                                                                                  |Star                              |06 40 48.0 +02 25 00                   |209.5678 -01.2624                  |            ~ ~  |7.41     |B9                 |    ~     ~    |    0|                |                       |        |                   
6785|CCDM J06405+0243A                                                                                                                           |Star                              |06 40 31.4778571032 +02 43 15.234749184|209.2657864824111 -01.1843833520717|  -0.651 -9.501  |10.7     |~                  |    ~     ~    |    1|  641.807   pc  |  -5.3961     +5.3961  |paral   |2020yCat.1350....0G
6786|HD 47432                                                                                                                                    |Pulsating Variable                |06 38 38.1872868432 +01 36 48.675208608|210.0349249304713 -02.1105113884051|  -0.063 -1.435  |6.31     |O9.7Ib             |    ~     ~    |    1| 1694.054   pc  |-115.9407   +115.9407  |paral   |2020yCat.1350....0G
6787|[SC93] 401                                                                                                                                  |Star                              |06 44 36.0 +01 55 00                   |210.4466 -00.6465                  |            ~ ~  |8.57     |A2                 |    ~     ~    |    0|                |                       |        |                   
6788|HD 292164                                                                                                                                   |Star                              |06 44 18.6582018984 +00 43 21.573531624|211.4760308037336 -01.2559299264102|   -0.409 0.130  |10.81    |OB                 |    ~     ~    |    1| 4166.667   pc  |-288.1944   +288.1944  |paral   |2020yCat.1350....0G
6789|HD 292184                                                                                                                                   |High Proper Motion Star           |06 44 41.8176950232 +00 09 29.780749008|212.0224170737992 -01.4275974311772|-22.738 -76.972  |9.945    |F6V                |    ~     ~    |    1|  155.788   pc  |  -6.5480     +6.5480  |paral   |2020yCat.1350....0G
6790|HD 288879                                                                                                                                   |Star                              |06 37 46.7990892168 +02 45 46.125406332|208.9145735925428 -01.7744933885324|  -2.237 -7.361  |10.07    |A1                 |    ~     ~    |    1|  419.604   pc  |  -3.4333     +3.4333  |paral   |2020yCat.1350....0G
6791|HD 47683                                                                                                                                    |Star                              |06 39 59.3983470096 +02 45 23.256366984|209.1730449941176 -01.2868191145928|   0.049 -2.121  |9.20     |A7III              |    ~     ~    |    1|  318.097   pc  |  -1.7202     +1.7202  |paral   |2020yCat.1350....0G
6792|HD 288888                                                                                                                                   |Star                              |06 39 46.9328854152 +02 44 26.841035760|209.1632284303828 -01.3401179293364|   -0.362 0.818  |10.70    |A2                 |    ~     ~    |    1|  443.577   pc  |  -3.9942     +3.9942  |paral   |2020yCat.1350....0G
6793|HD 288991                                                                                                                                   |Star                              |06 42 59.1487322040 +02 42 29.489108436|209.5581917638879 -00.6436226258710|  -2.849 -3.773  |10.69    |A0V                |    ~     ~    |    1|  797.257   pc  | -19.4500    +19.4500  |paral   |2020yCat.1350....0G
6794|HD 288995                                                                                                                                   |Star                              |06 44 49.7033943480 +02 43 14.063525544|209.7574029196172 -00.2286670935368|  2.475 -14.098  |10.06    |F8                 |    ~     ~    |    1|  315.368   pc  |  -1.9394     +1.9394  |paral   |2020yCat.1350....0G
6795|HD 288863                                                                                                                                   |Star                              |06 36 00.9560472768 +01 19 14.183635260|209.9955985176495 -02.8268691139979|   -2.495 1.396  |9.54     |K0                 |    ~     ~    |    1|  982.608   pc  | -25.9724    +25.9724  |paral   |2020yCat.1350....0G
6796|TYC 147-157-1                                                                                                                               |Star                              |06 43 48.0681932088 +01 36 41.075975304|210.6269750054918 -00.9635388103971|  -3.918 -4.196  |9.14     |~                  |    ~     ~    |    1|  582.683   pc  | -12.7320    +12.7320  |paral   |2020yCat.1350....0G
6797|TYC 147-375-1                                                                                                                               |Star                              |06 38 57.5745855648 +01 12 01.113950988|210.4396084101054 -02.2276914577050|  -0.203 -4.258  |9.96     |~                  |    ~     ~    |    1| 1361.470   pc  | -75.6269    +75.6269  |paral   |2020yCat.1350....0G
6798|TYC 147-1574-1                                                                                                                              |Star                              |06 43 47.2809757632 +00 31 37.815223836|211.5903388250459 -01.4614712824639|   -0.443 0.088  |10.80    |~                  |    ~     ~    |    1| 3573.981   pc  |-238.8615   +238.8615  |paral   |2020yCat.1350....0G
6799|TYC 147-1763-1                                                                                                                              |Star                              |06 40 22.4903941968 +01 19 04.193195520|210.4968374205886 -01.8593633122693|  -1.822 -3.848  |10.79    |~                  |    ~     ~    |    1| 1008.065   pc  | -25.6081    +25.6081  |paral   |2020yCat.1350....0G
6800|TYC 151-1665-1                                                                                                                              |Star                              |06 39 02.0938936536 +02 14 09.908434248|209.5266452684523 -01.7370923239064|  -0.480 -0.852  |10.78    |~                  |    ~     ~    |    1| 2087.683   pc  | -79.7591    +79.7591  |paral   |2020yCat.1350....0G
6801|HD 289006                                                                                                                                   |High Proper Motion Star           |06 43 00.4674162432 +02 20 49.995124548|209.8817936649380 -00.8037115133412| 11.649 -55.415  |9.67     |G0                 |    ~     ~    |    1|  157.587   pc  |  -0.4445     +0.4445  |paral   |2020yCat.1350....0G
6802|TYC 151-1871-1                                                                                                                              |Star                              |06 37 42.6463340928 +01 59 42.154236240|209.5895362821530 -02.1415466149871|  -5.258 -4.667  |10.54    |~                  |    ~     ~    |    1|  545.792   pc  | -34.4360    +34.4360  |paral   |2020yCat.1350....0G
6803|HD 288882                                                                                                                                   |Star                              |06 38 54.9595497720 +02 46 04.292618628|209.0400877115565 -01.5200251852324|  1.861 -21.053  |10.10    |G0                 |    ~     ~    |    1|  366.932   pc  | -35.5313    +35.5313  |paral   |2020yCat.1350....0G
6804|HD 292069                                                                                                                                   |Star                              |06 42 38.5916968632 +00 00 05.411040012|211.9276349081051 -01.9560125414982|  3.490 -21.979  |10.80    |F7IV               |    ~     ~    |    1|  398.518   pc  |  -3.2557     +3.2557  |paral   |2020yCat.1350....0G
6805|HD 46711                                                                                                                                    |Star                              |06 34 57.0491751096 +02 45 43.213164192|208.5911033850803 -02.4026706940554|  -2.092 -0.430  |9.25     |B8Ia/ab            |    ~     ~    |    1| 1386.578   pc  | -44.0275    +44.0275  |paral   |2020yCat.1350....0G
6806|HD 292177                                                                                                                                   |Star                              |06 44 53.6287120560 +00 20 09.811218228|211.8866239370846 -01.3026955686657|  -0.391 -2.457  |10.49    |A1V                |    ~     ~    |    1| 1094.331   pc  | -22.7537    +22.7537  |paral   |2020yCat.1350....0G
6807|HD 292178                                                                                                                                   |Star                              |06 44 47.694 +00 19 16.28              |211.888575 -01.331484              |        7.9 2.8  |10.44    |A0V                |    ~     ~    |    0|                |                       |        |                   
6808|HD 292179                                                                                                                                   |Star                              |06 44 27.8456968920 +00 17 20.018006916|211.8795778979751 -01.4198091606906| -5.806 -10.064  |10.508   |G9III              |    ~     ~    |    1|  395.993   pc  |  -2.1483     +2.1483  |paral   |2020yCat.1350....0G
6809|ADS 5190 AB                                                                                                                                 |Double or Multiple Star           |06 34 43.8579311256 +26 05 20.764222260|187.7466479418154 +08.1815970402824|  -1.326 -4.858  |9.74     |~                  |    ~     ~    |    1|  878.349   pc  | -30.7056    +30.7056  |paral   |2020yCat.1350....0G
6810|TYC 758-753-1                                                                                                                               |Star                              |06 43 59.6313218232 +13 18 53.227353780|200.2213399519775 +04.4097052643385|  -1.341 -6.125  |10.88    |~                  |    ~     ~    |    1|  494.267   pc  |  -8.5993     +8.5993  |paral   |2020yCat.1350....0G
6811|NGC 2251 36                        NGC 2251 36                                                                                              |Star                              |06 34 36.6733936248 +08 22 27.684877512|203.5676893043141 +00.1043475401287|   0.660 -3.806  |10.89    |A0                 |    ~     ~    |    1| 1440.922   pc  | -40.2794    +40.2794  |paral   |2020yCat.1350....0G
6812|HD 259948                                                                                                                                   |Star                              |06 34 48.1 +12 12 21                   |200.1870 +01.9093                  |            ~ ~  |10.4     |A7                 |    ~     ~    |    0|                |                       |        |                   
6813|BD+07 1379                                                                                                                                  |Spectroscopic Binary              |06 37 55.8952107600 +07 43 45.174372636|204.5184933412712 +00.5376336961907|  -0.369 -2.217  |8.785    |K0+A0              |0.0017  0.0    |    1| 1660.854   pc  |-121.9228   +121.9228  |paral   |2020yCat.1350....0G
6814|HD 262809                                                                                                                                   |Star                              |06 43 40.0 +03 41 03                   |208.7677 -00.0466                  |            ~ ~  |10.4     |G                  |    ~     ~    |    0|                |                       |        |                   
6815|NGC 2264 340B                      NGC 2264 340B                                                                                            |Young Stellar Object              |06 40 50.0310136772 +09 44 54.029701337|203.0513742744398 +02.0996656030075|            ~ ~  |22.045   |~                  |    ~     ~    |    0|                |                       |        |                   
6816|NGC 2264 59B                       NGC 2264 59B                                                                                             |Star                              |06 40 31.7458509024 +09 43 15.239547624|203.0414798807729 +02.0203311196019|  -0.742 -0.780  |16.208   |~                  |    ~     ~    |    1| 1804.403   pc  |-140.3280   +140.3280  |paral   |2020yCat.1350....0G
6817|NGC 2264 59A                       NGC 2264 59A                                                                                             |Star                              |06 40 31.8718341192 +09 43 15.256143552|203.0417123060757 +02.0207934641671|  -0.946 -0.779  |15.791   |~                  |    ~     ~    |    0|                |                       |        |                   
6818|NGC 2264 76B                       NGC 2264 76B                                                                                             |Young Stellar Object              |06 40 39.4824585024 +09 48 39.355602876|202.9758605115397 +02.0897191003377|  7.167 -10.303  |15.717   |~                  |    ~     ~    |    1|  542.564   pc  |  -9.0079     +9.0079  |paral   |2020yCat.1350....0G
6819|NGC 2264 76A                       NGC 2264 76A                                                                                             |Young Stellar Object              |06 40 39.4862886624 +09 48 40.371093072|202.9756165943517 +02.0898619299013|  6.868 -10.611  |14.632   |~                  |    ~     ~    |    1|  503.423   pc  |  -6.2345     +6.2345  |paral   |2020yCat.1350....0G
6820|NGC 2264 143                       NGC 2264 143                                                                                             |Young Stellar Object              |06 41 02.0670069384 +09 52 50.844346140|202.9560325835380 +02.2041037643349|  -2.508 -2.655  |10.714   |A2V                |    ~     ~    |    1|  725.637   pc  | -18.8504    +18.8504  |paral   |2020yCat.1350....0G
6821|NGC 2264 140B                      NGC 2264 140B                                                                                            |T Tauri Star                      |06 41 01.3350661008 +09 34 52.620726864|203.2213116027581 +02.0646838752105|  -2.494 -3.518  |16.836   |~                  |    ~     ~    |    1|  718.133   pc  | -32.2322    +32.2322  |paral   |2020yCat.1350....0G
6822|NGC 2264 140                       V* V356 Mon                                                                                              |T Tauri Star                      |06 41 01.1161270656 +09 34 52.201148160|203.2210043246230 +02.0638303976152|  -2.306 -3.639  |16.464   |M1                 |    ~     ~    |    1|  705.418   pc  | -22.5419    +22.5419  |paral   |2020yCat.1350....0G
6823|Cl* NGC 2264 VAS 133                                                                                                                        |Young Stellar Object              |06 41 10.0012819488 +09 27 46.114640352|203.3430520950038 +02.0422663818685|  -2.483 -2.537  |10.21    |A4                 |    ~     ~    |    0|                |                       |        |                   
6824|HD 288793                                                                                                                                   |Star                              |06 33 38.5426235304 +01 55 53.182721460|209.1797858979053 -03.0741649750493|  -3.056 -4.421  |9.85     |OB                 |    ~     ~    |    1|  405.203   pc  |  -3.2345     +3.2345  |paral   |2020yCat.1350....0G
6825|HD 292046                                                                                                                                   |Star                              |06 40 38.6115948912 +00 43 55.113060360|211.0489680110068 -02.0673231459962| -6.786 -13.785  |10.83    |G9V                |    ~     ~    |    1|  145.522   pc  |  -0.3431     +0.3431  |paral   |2020yCat.1350....0G
6826|Cl* NGC 2244 CDZ 52                                                                                                                         |Star                              |06 30 16.9658733240 +04 32 15.967268556|206.4765771651417 -02.6194679558692|  -1.858 -5.132  |10.95    |~                  |    ~     ~    |    1|  409.635   pc  |  -6.7624     +6.7624  |paral   |2020yCat.1350....0G
6827|NGC 2244 80                        HD 259012A                                                                                               |Young Stellar Object              |06 31 33.465 +04 50 39.75              |206.351009 -02.196162              |      -1.9 -0.3  |9.270    |B1Vn               |    ~     ~    |    0|                |                       |        |                   
6828|HD 261333                                                                                                                                   |Star                              |06 39 04.0119600528 +07 10 16.905553860|205.1433120564362 +00.5318392301795|  -0.939 -0.936  |10.50    |~                  |    ~     ~    |    1| 2002.002   pc  | -69.3386    +69.3386  |paral   |2020yCat.1350....0G
6829|TYC 733-2572-1                                                                                                                              |Star                              |06 33 42.2561064696 +09 21 54.194210928|202.5852230149285 +00.3621170048731|  -5.052 -2.531  |10.69    |~                  |    ~     ~    |    1| 1184.413   pc  | -31.5638    +31.5638  |paral   |2020yCat.1350....0G
6830|TYC 745-1473-1                                                                                                                              |Star                              |06 34 47.8968357696 +13 09 22.326593364|199.3418952923339 +02.3451633843349|   2.141 -5.482  |10.70    |~                  |    ~     ~    |    1| 1341.382   pc  | -27.1695    +27.1695  |paral   |2020yCat.1350....0G
6831|HD 46048A                                                                                                                                   |High Proper Motion Star           |06 33 57.6201642816 +52 27 41.075866260|162.8208585625116 +18.6784043270524|  2.271 -78.942  |7.227    |~                  |    ~     ~    |    1|  100.837   pc  |  -0.3010     +0.3010  |paral   |2020yCat.1350....0G
6832|HD 48279A                                                                                                                                   |Star                              |06 42 40.548 +01 42 58.23              |210.405283 -01.165844              |       -0.6 0.3  |7.96     |O8.5VzNstrvar?     |    ~     ~    |    0|                |                       |        |                   
6833|HD 45911                                                                                                                                    |Emission-line Star                |06 30 29.2156826999 +04 19 56.800747480|206.6824366935574 -02.6690623458717|  -1.968 -4.714  |7.37     |B2/3III            |    ~     ~    |    1|  628.812   pc  | -22.459     +22.459   |paral   |2018yCat.1345....0G
6834|HD 47810                                                                                                                                    |Star                              |06 43 08.7426063795 +50 03 36.536507666|165.7263621744260 +19.2046498635444|  -7.101 -5.099  |8.95     |A2                 |    ~     ~    |    1|  392.157   pc  |  -9.6732     +9.6732  |paral   |2018yCat.1345....0G
6835|HD 47681A                                                                                                                                   |High Proper Motion Star           |06 40 35.0429551248 +17 38 26.492920440|195.9730800008096 +05.6258901238776| 26.832 -62.223  |7.84     |~                  |    ~     ~    |    1|   83.980   pc  |  -0.1686     +0.1686  |paral   |2020yCat.1350....0G
6836|HD 47888A                                                                                                                                   |Star                              |06 41 09.4169415072 +08 59 05.010409500|203.7674998829876 +01.8217677665291| -6.208 -19.014  |6.992    |F/F                |    ~     ~    |    1|  222.712   pc  |  -1.8947     +1.8947  |paral   |2020yCat.1350....0G
