C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:14:34

dec >=0&rah >=0.0&rah< 0.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4977

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------------|-----|----------------|-----------------------|--------|-------------------
4391|TYC 2794-1425-1                                                                                          |Star                              |00 13 55.1676150696 +44 23 04.877851056|115.8985499538798 -17.9740828856479| 13.109 -39.165   |10.24    |~               |    ~     ~          |    1|  216.887   pc  | -13.4064    +13.4064  |paral   |2020yCat.1350....0G
4392|TYC 2794-1503-1                                                                                          |Star                              |00 12 35.5995973992 +43 48 41.959063764|115.5571529316608 -18.5031553240043|   4.148 -1.359   |10.31    |~               |    ~     ~          |    1|  420.875   pc  |  -3.4364     +3.4364  |paral   |2020yCat.1350....0G
4393|TYC 2794-1961-1                                                                                          |Star                              |00 14 40.2207395592 +43 43 35.287897800|115.9341432986192 -18.6451347599844| -23.795 -3.659   |10.09    |~               |    ~     ~          |    1|  199.896   pc  |  -0.6753     +0.6753  |paral   |2020yCat.1350....0G
4394|TYC 2794-2169-1                                                                                          |Star                              |00 14 57.6019970184 +43 21 13.069254096|115.9300457140157 -19.0216311526619|   19.093 0.947   |10.67    |~               |    ~     ~          |    1|  309.530   pc  |  -1.9832     +1.9832  |paral   |2020yCat.1350....0G
4395|BD+42 25                                                                                                 |Variable Star                     |00 13 00.3532138152 +43 24 52.420175784|115.5689081448099 -18.9070563403916|   1.432 -5.356   |10.70    |~               |    ~     ~          |    1|  503.651   pc  |  -4.7435     +4.7435  |paral   |2020yCat.1350....0G
4396|TYC 2794-2343-1                                                                                          |Star                              |00 11 52.8867098472 +43 18 15.357002004|115.3369988056975 -18.9833783066175|   2.770 -0.489   |10.89    |~               |    ~     ~          |    1| 1021.659   pc  | -26.9297    +26.9297  |paral   |2020yCat.1350....0G
4397|TYC 2794-2425-1                                                                                          |Star                              |00 14 27.4787296944 +43 23 31.694925264|115.8407667537959 -18.9698573271969|  -0.317 -1.753   |10.34    |~               |    ~     ~          |    1|  760.572   pc  |  -9.7761     +9.7761  |paral   |2020yCat.1350....0G
4398|TYC 2794-2444-1                                                                                          |High Proper Motion Star           |00 13 01.1511753432 +43 17 33.053866080|115.5511654287589 -19.0279677661539| 79.067 -20.822   |10.23    |~               |    ~     ~          |    1|  195.324   pc  |  -2.9987     +2.9987  |paral   |2020yCat.1350....0G
4399|TYC 4022-365-1                                                                                           |Star                              |00 06 44.1639369048 +63 56 27.839830920|118.0460871951218 +01.4941845915691|  -4.411 -2.976   |10.37    |B8V             |    ~     ~          |    1|  828.020   pc  |  -9.0502     +9.0502  |paral   |2020yCat.1350....0G
4400|GSC 04018-00695                                                                                          |Double or Multiple Star           |00 07 10.380576 +63 09 23.04000        |117.959283294 +00.712816059        |      -2.0 -4.7   |9.767    |B7V             |    ~     ~          |    0|                |                       |        |                   
4401|LS I +63 45                                                                                              |Star                              |00 08 15.0506997576 +64 03 43.921681200|118.2302982416070 +01.5853970842018|  -2.115 -0.234   |10.92    |B0              |    ~     ~          |    1| 6090.134   pc  |-571.1819   +571.1819  |paral   |2020yCat.1350....0G
4402|BD+42 4836                                                                                               |Double or Multiple Star           |00 06 37.569744 +43 28 42.03012        |114.375072458 -18.647617195        |      10.3 -2.8   |10.377   |~               |    ~     ~          |    0|                |                       |        |                   
4403|TYC 595-790-1                                                                                            |Star                              |00 14 09.5431291560 +08 58 02.119066068|107.5933628540234 -52.7907090929902|-10.555 -29.420   |10.95    |K0IVe           |    ~     ~          |    1|  127.915   pc  |  -1.3024     +1.3024  |paral   |2020yCat.1350....0G
4404|* 34 Psc B                                                                                               |Star                              |00 10 02.3863375176 +11 08 37.821568416|106.8676419101237 -50.4321826738355|   31.562 4.812   |10.37    |G5Ve            |    ~     ~          |    1|   92.466   pc  |  -0.1522     +0.1522  |paral   |2020yCat.1350....0G
4405|IRAS 00070+7451                                                                                          |Star                              |00 09 44.5823562864 +75 08 17.817382788|120.2076504676153 +12.4875172140703|   5.526 -4.226   |10.48    |~               |    ~     ~          |    1|  831.670   pc  | -18.1911    +18.1911  |paral   |2020yCat.1350....0G
4406|TYC 3656-459-1                                                                                           |Star                              |00 13 14.7396893136 +55 59 59.421814224|117.5754633021338 -06.4741919899334|  -2.842 -2.584   |10.56    |~               |    ~     ~          |    1|  793.399   pc  |  -9.4422     +9.4422  |paral   |2020yCat.1350....0G
4407|HD 224725B                                                                                               |Star                              |00 00 12.2352496633 +01 46 17.350734169|097.7806174322969 -58.5758682728517| 34.364 -17.695   |10.44    |~               |    ~     ~          |    1|  135.155   pc  |  -0.5772     +0.5772  |paral   |2020yCat.1350....0G
4408|HD 224725A                                                                                               |Star                              |00 00 12.1119047423 +01 46 17.136063168|097.7796621557958 -58.5757290664161| 36.329 -19.250   |10.02    |~               |    ~     ~          |    1|  137.927   pc  |  -0.5136     +0.5136  |paral   |2020yCat.1350....0G
4409|BD+37 4922                                                                                               |Star                              |00 02 15.5128117309 +38 29 17.998399852|112.4695348099829 -23.3822489034710|  -7.535 -3.133   |9.74     |~               |    ~     ~          |    1|  575.209   pc  |  -6.4187     +6.4187  |paral   |2020yCat.1350....0G
4410|BD+32 4755A                                                                                              |Star                              |00 02 19.3092437678 +32 57 24.632608555|111.1830610720071 -28.7918959125142| 24.231 -39.504   |9.02     |~               |    ~     ~          |    1|  112.221   pc  |  -0.2153     +0.2153  |paral   |2020yCat.1350....0G
4411|HD 225011A                                                                                               |Star                              |00 02 35.4360577171 +55 34 20.285707141|116.0168507979539 -06.6422387554335| 25.389 -32.288   |8.31     |~               |    ~     ~          |    1|  136.357   pc  |  -0.3328     +0.3328  |paral   |2020yCat.1350....0G
4412|HD 225028A                                                                                               |High Proper Motion Star           |00 02 47.1747012672 +02 07 48.549841500|099.1826826777674 -58.4802585241694| 62.340 -93.353   |7.33     |~               |    ~     ~          |    1|   42.788   pc  |  -0.0427     +0.0427  |paral   |2020yCat.1350....0G
4413|HD 225034A                                                                                               |Star                              |00 02 51.3606597141 +47 15 08.174151362|114.4370074476286 -14.8165734514436|  18.652 -4.400   |8.93     |~               |    ~     ~          |    1|  257.845   pc  |  -2.0543     +2.0543  |paral   |2020yCat.1350....0G
4414|BD+27 4670A                                                                                              |Star                              |00 03 53.342 +27 58 49.72              |110.298793 -33.722153              |      14.2 -1.3   |8.69     |~               |    ~     ~          |    0|                |                       |        |                   
4415|HD 225220A                                                                                               |Star                              |00 04 40.078628 +34 15 54.46111        |112.036419738 -27.615176444        |    -17.2 -27.2   |7.15     |~               |    ~     ~          |    0|                |                       |        |                   
4416|HD 225260A                                                                                               |High Proper Motion Star           |00 04 52.008904 +30 05 09.06875        |111.086762126 -31.712460418        |     66.2 -32.9   |8.17     |~               |    ~     ~          |    0|                |                       |        |                   
4417|HD 113A                                                                                                  |High Proper Motion Star           |00 05 55.4730515304 +18 04 33.141346644|107.9555422533021 -43.4684018559403|-147.421 -145.800 |9.22     |~               |    ~     ~          |    1|   37.541   pc  |  -0.0299     +0.0299  |paral   |2020yCat.1350....0G
4418|BD+22 4952A                                                                                              |Star                              |00 06 09.4233892842 +23 46 24.718711385|109.7662018937695 -37.9378624329903|  47.519 10.367   |10.51    |~               |    ~     ~          |    1|  293.307   pc  | -14.298     +14.298   |paral   |2020yCat.1350....0G
4419|AG+20 9                                                                                                  |High Proper Motion Star           |00 07 18.1508922408 +20 57 54.261470844|109.2897514346798 -40.7346178591595| 1.599 -216.063   |9.13     |~               |    ~     ~          |    1|   64.066   pc  |  -0.0796     +0.0796  |paral   |2020yCat.1350....0G
4420|HD 281                                                                                                   |Star                              |00 07 35.1823568284 +31 40 08.403477903|112.1292067359306 -30.2812281965659|  8.086 -19.888   |6.87     |G5              |    ~     ~          |    1|  162.459   pc  |  -0.6994     +0.6994  |paral   |2020yCat.1350....0G
4421|HD 292                                                                                                   |Star                              |00 07 43.1071144230 +37 11 07.600079385|113.3476013947726 -24.8713188106934|  8.356 -16.100   |7.54     |F5              |    ~     ~          |    1|  119.65    pc  |  -0.4523     +0.4523  |paral   |2020yCat.1350....0G
4422|HD 376A                                                                                                  |Star                              |00 08 23.1093950917 +18 43 09.370376528|108.9413607748825 -42.9798648285885|-25.985 -22.524   |10.04    |~               |    ~     ~          |    1|  190.454   pc  |  -1.6068     +1.6068  |paral   |2020yCat.1350....0G
4423|BD+78 1A                                                                                                 |High Proper Motion Star           |00 09 20.1678862560 +79 42 52.397704152|120.9773376468665 +17.0029406524643|105.491 -35.599   |6.12     |A6IV            |    ~     ~          |    1|  107.864   pc  |  -1.0541     +1.0541  |paral   |2020yCat.1350....0G
4424|HD 570A                                                                                                  |Star                              |00 10 24.690879 +58 31 25.75980        |117.584801486 -03.921344573        |      -5.1 -9.2   |8.89     |~               |    ~     ~          |    0|                |                       |        |                   
4425|BD+28 13A                                                                                                |High Proper Motion Star           |00 11 27.8285138616 +29 36 08.837756064|112.6296818368460 -32.4683668488403|  88.838 21.574   |9.76     |~               |    ~     ~          |    1|  127.133   pc  |  -0.3039     +0.3039  |paral   |2020yCat.1350....0G
4426|HD 709A                                                                                                  |Star                              |00 11 38.9367737829 +55 57 41.272909968|117.3474423246696 -06.4782546036961|   3.608 -8.862   |7.99     |~               |    ~     ~          |    1|  413.326   pc  |  -5.1251     +5.1251  |paral   |2020yCat.1350....0G
4427|HD 744A                                                                                                  |High Proper Motion Star           |00 11 50.126123 +28 25 24.04056        |112.466920466 -33.642374392        |     -95.5 36.0   |7.83     |~               |    ~     ~          |    0|                |                       |        |                   
4428|HD 724A                                                                                                  |Star                              |00 11 50.4514703959 +66 07 34.843680654|118.9344265431616 +03.5624074197206|  13.264 -1.290   |7.45     |~               |    ~     ~          |    1|  333.656   pc  |  -2.9501     +2.9501  |paral   |2020yCat.1350....0G
4429|BD+34 12                                                                                                 |High Proper Motion Star           |00 13 03.9274633824 +35 20 31.056465516|114.1658970297402 -26.8757810221958|  7.167 -52.985   |9.31     |G0              |    ~     ~          |    1|  103.846   pc  |  -0.1747     +0.1747  |paral   |2020yCat.1350....0G
4430|HD 921A                                                                                                  |Star                              |00 13 40.4856999020 +06 34 49.431942268|106.3959052770249 -55.0743286274844| 31.117 -10.607   |9.25     |~               |    ~     ~          |    1|  191.318   pc  |  -2.0058     +2.0058  |paral   |2020yCat.1350....0G
4431|HD 994                                                                                                   |Star                              |00 14 35.1163264628 +44 51 53.662672459|116.0976242398644 -17.5172513765689|   9.152 -7.191   |9.05     |A0              |    ~     ~          |    1|  326.68    pc  |  -8.2174     +8.2174  |paral   |2020yCat.1350....0G
4432|HD 992                                                                                                   |Spectroscopic Binary              |00 14 35.6695195319 +53 49 39.164279973|117.4482340744078 -08.6514594355378|   9.732 -0.402   |8.674    |A0              |    ~     ~          |    1|  415.852   pc  |  -4.2368     +4.2368  |paral   |2020yCat.1350....0G
4433|HD 225218A                                                                                               |Double or Multiple Star           |00 04 36.586 +42 05 33.13              |113.715038 -19.939608              |    -12.4 -10.7   |6.14     |A3Vs            |    ~     ~          |    0|                |                       |        |                   
4434|BD+28 4694                                                                                               |Star                              |00 03 07.1140671632 +29 29 09.512465050|110.4976919864572 -32.2164286917405|  18.441 -2.934   |10.26    |K0              |    ~     ~          |    1|  768.344   pc  |  -8.8552     +8.8552  |paral   |2020yCat.1350....0G
4435|HD 251A                                                                                                  |Star                              |00 07 18.384031 +07 42 12.90733        |104.310360687 -53.565008027        |      -5.2 -6.1   |7.99     |~               |    ~     ~          |    0|                |                       |        |                   
4436|TYC 2781-840-1                                                                                           |Star                              |00 09 49.9015032888 +37 30 58.384376100|113.8684321079861 -24.6222068507863|-23.720 -40.404   |10.64    |~               |    ~     ~          |    1|  156.981   pc  |  -1.5279     +1.5279  |paral   |2020yCat.1350....0G
4437|ASAS J000801+1323.3                                                                                      |Variable Star                     |00 08 01.0418090808 +13 23 20.265712404|106.9985931737883 -48.1349351736717|   12.467 4.826   |10.93    |~               |    ~     ~          |    1| 1325.557   pc  | -35.8449    +35.8449  |paral   |2020yCat.1350....0G
4438|NGC 46                             TYC 8-572-1                                                           |Star                              |00 14 09.8802898752 +05 59 15.830878812|106.3367873182801 -55.6784368917870|   19.837 2.189   |11.68    |~               |    ~     ~          |    1|  434.972   pc  |  -4.2381     +4.2381  |paral   |2020yCat.1350....0G
4439|TYC 1-428-1                                                                                              |Star                              |00 04 00.5278591584 +02 14 32.894567052|099.8051365016184 -58.4834199592375|  -0.502 -4.497   |10.91    |~               |    ~     ~          |    1| 1440.507   pc  | -44.8213    +44.8213  |paral   |2020yCat.1350....0G
4440|TYC 1-600-1                                                                                              |High Proper Motion Star           |00 04 56.2982129016 +00 31 23.593162224|099.0337576581919 -60.1731109882648| -1.142 -60.993   |10.906   |~               |    ~     ~          |    1|  170.266   pc  |  -2.6670     +2.6670  |ST-L    |2020AJ....160...83S
4441|TYC 1-736-1                                                                                              |Red Giant Branch star             |00 05 43.8494758632 +00 18 01.841698476|099.2456643307014 -60.4521062084112|  -3.172 -1.809   |10.857   |~               |    ~     ~          |    1| 1597.040   pc  |-177.2000   +177.2000  |ST-L    |2020AJ....160...83S
4442|TYC 1-904-1                                                                                              |Red Giant Branch star             |00 02 42.5542223472 +01 03 56.173483944|098.3958059513905 -59.4647212530016|   12.955 1.794   |10.997   |~               |    ~     ~          |    1|  544.084   pc  | -28.5800    +28.5800  |ST-L    |2020AJ....160...83S
4443|TYC 1-976-1                                                                                              |Horizontal Branch Star            |00 01 36.3892110480 +00 14 09.447475272|097.2656894595047 -60.1288954480051|   17.357 4.901   |10.560   |~               |    ~     ~          |    1|  814.515   pc  | -31.1400    +31.1400  |ST-L    |2020AJ....160...83S
4444|HD 224877                                                                                                |Star                              |00 01 24.2471660304 +00 15 05.633251776|097.1841249418168 -60.0949672357037|  24.089 -0.103   |10.666   |G0              |    ~     ~          |    1|  350.095   pc  | -10.0500    +10.0500  |ST-L    |2020AJ....160...83S
4445|TYC 2-310-1                                                                                              |High Proper Motion Star           |00 13 56.8943902608 +00 13 36.643988928|103.1756065143917 -61.1986247201192|-24.949 -62.176   |10.846   |~               |    ~     ~          |    1|  177.173   pc  |  -3.2890     +3.2890  |ST-L    |2020AJ....160...83S
4446|BD+00 15                                                                                                 |Star                              |00 13 05.7629951664 +01 47 47.653069488|103.7079627143430 -59.6364522857487| -5.803 -36.670   |10.73    |~               |    ~     ~          |    1|  185.787   pc  |  -3.3896     +3.3896  |paral   |2020yCat.1350....0G
4447|TYC 2-424-1                                                                                              |Star                              |00 11 46.1401724568 +02 21 14.719533228|103.4099669242197 -59.0058715450408|  -1.183 -5.440   |10.98    |~               |    ~     ~          |    1|  423.406   pc  |  -6.3642     +6.3642  |paral   |2020yCat.1350....0G
4448|TYC 2-559-1                                                                                              |Star                              |00 13 52.3260569184 +01 18 57.243459168|103.7974132286242 -60.1528271574507| 16.815 -11.959   |10.11    |~               |    ~     ~          |    1|  140.376   pc  |  -1.0877     +1.0877  |paral   |2018yCat.1345....0G
4449|TYC 2-567-1                                                                                              |Star                              |00 11 56.8395955440 +02 11 51.813104604|103.4021363139865 -59.1684061446845| -5.075 -10.977   |10.96    |~               |    ~     ~          |    1| 1572.080   pc  | -43.4973    +43.4973  |paral   |2020yCat.1350....0G
4450|TYC 4-177-1                                                                                              |Star                              |00 04 10.1357353896 +03 26 21.804579492|100.6511416778073 -57.3732483404965| -6.545 -20.224   |10.90    |~               |    ~     ~          |    1| 1515.841   pc  | -46.4150    +46.4150  |paral   |2020yCat.1350....0G
4451|BD+02 1                                                                                                  |Star                              |00 07 54.8525075544 +03 17 49.761795696|102.2128178172582 -57.8131141282155| 15.018 -11.561   |10.74    |~               |    ~     ~          |    1|  248.478   pc  |  -1.1669     +1.1669  |paral   |2020yCat.1350....0G
4452|TYC 4-525-1                                                                                              |Star                              |00 06 02.6912565552 +04 51 10.218345012|102.3003840462427 -56.1897954949502|   32.191 2.722   |10.69    |~               |    ~     ~          |    1|  743.052   pc  | -10.7113    +10.7113  |paral   |2020yCat.1350....0G
4453|TYC 4-583-1                                                                                              |High Proper Motion Star           |00 04 18.2019145920 +03 49 34.786607952|100.9494129795799 -57.0200679922492| 15.785 -52.195   |10.93    |~               |    ~     ~          |    1|  249.619   pc  |  -2.1808     +2.1808  |paral   |2020yCat.1350....0G
4454|TYC 4-672-1                                                                                              |Star                              |00 09 46.4264329776 +04 57 09.654648696|103.9496406762687 -56.3757834614757|  21.020 -4.467   |10.91    |~               |    ~     ~          |    1| 1060.445   pc  | -21.0290    +21.0290  |paral   |2020yCat.1350....0G
4455|TYC 4-682-1                                                                                              |High Proper Motion Star           |00 04 29.4342932400 +04 13 01.078040604|101.2668364849536 -56.6670272878091|  61.529 -2.207   |10.65    |~               |    ~     ~          |    1|  303.380   pc  |  -2.0801     +2.0801  |paral   |2020yCat.1350....0G
4456|TYC 4-708-1                                                                                              |Star                              |00 04 54.8657695896 +03 40 57.961038720|101.1262399161649 -57.2061567566198|   -4.801 1.700   |10.97    |~               |    ~     ~          |    1|  483.255   pc  |  -6.0719     +6.0719  |paral   |2020yCat.1350....0G
4457|TYC 4-855-1                                                                                              |Star                              |00 02 58.2566503560 +04 40 23.456409348|100.8952892143183 -56.1108825763498|   5.234 -0.267   |10.83    |~               |    ~     ~          |    1| 1126.634   pc  | -23.3552    +23.3552  |paral   |2020yCat.1350....0G
4458|TYC 4-960-1                                                                                              |Star                              |00 03 47.0871462024 +03 55 58.847571660|100.7914962914338 -56.8762127489468|    7.504 5.512   |10.98    |~               |    ~     ~          |    1|  820.546   pc  | -21.7475    +21.7475  |paral   |2020yCat.1350....0G
4459|TYC 4-1085-1                                                                                             |Star                              |00 08 14.5632507781 +04 28 16.814250554|103.0293126846848 -56.7219904912017|   5.690 33.307   |10.95    |~               |    ~     ~          |    1|  107.1892  pc  |  -1.5063     +1.5063  |paral   |2018yCat.1345....0G
4460|TYC 4-1113-1                                                                                             |Double or Multiple Star           |00 06 06.889704 +04 37 00.22728        |102.195960851 -56.419349796        |    -15.0 -29.4   |10.931   |~               |    ~     ~          |    0|                |                       |        |                   
4461|TYC 4-1172-1                                                                                             |Star                              |00 09 18.8558939688 +03 36 04.284562464|103.0111965497548 -57.6321913501607| -5.055 -32.167   |10.95    |~               |    ~     ~          |    1|  140.489   pc  |  -0.4658     +0.4658  |paral   |2020yCat.1350....0G
4462|TYC 4-1204-1                                                                                             |Star                              |00 00 18.0717081144 +04 16 06.443253336|099.5221156217730 -56.2613397844257|  19.209 -5.492   |10.90    |~               |    ~     ~          |    1|  876.117   pc  | -15.7354    +15.7354  |paral   |2020yCat.1350....0G
4463|TYC 4-1209-1                                                                                             |Star                              |00 00 56.8159907136 +03 54 21.798888408|099.5623253441168 -56.6572812888778| -5.491 -17.561   |10.93    |~               |    ~     ~          |    1|  318.674   pc  |  -2.0006     +2.0006  |paral   |2020yCat.1350....0G
4464|TYC 4-1258-1                                                                                             |Star                              |00 06 40.8218816688 +03 34 41.090527884|101.8345418352142 -57.4488170627302|   -0.536 1.877   |10.97    |~               |    ~     ~          |    1|  395.836   pc  |  -3.8075     +3.8075  |paral   |2020yCat.1350....0G
4465|TYC 5-396-1                                                                                              |Star                              |00 12 01.6874929296 +04 27 43.518018996|104.6752937422259 -57.0061701573205|   48.342 1.402   |10.89    |~               |    ~     ~          |    1|  384.763   pc  |  -4.1600     +4.1600  |paral   |2020yCat.1350....0G
4466|TYC 7-276-1                                                                                              |Star                              |00 03 54.6565725720 +06 09 10.842752592|102.1369752599127 -54.7884205362497|   7.576 -2.815   |10.96    |~               |    ~     ~          |    1| 1273.561   pc  | -36.6562    +36.6562  |paral   |2020yCat.1350....0G
4467|TYC 7-911-1                                                                                              |Star                              |00 08 12.3794730648 +05 27 57.082378860|103.5512451443420 -55.7706406556934|  19.534 -5.602   |10.88    |~               |    ~     ~          |    1| 1556.663   pc  | -50.6448    +50.6448  |paral   |2020yCat.1350....0G
4468|TYC 7-1110-1                                                                                             |High Proper Motion Star           |00 04 00.0507782736 +06 03 04.002769512|102.1175156590503 -54.8921388641935|-24.183 -54.067   |9.82     |~               |    ~     ~          |    1|  218.670   pc  |  -1.2863     +1.2863  |paral   |2020yCat.1350....0G
4469|TYC 8-413-1                                                                                              |Star                              |00 10 13.5854830464 +07 12 33.651421776|105.2554314929505 -54.2419270514954| -13.234 -8.858   |10.99    |~               |    ~     ~          |    1|  719.942   pc  | -18.6594    +18.6594  |paral   |2020yCat.1350....0G
4470|2MASS J00102116+0519274                                                                                  |Long-Period Variable Candidate    |00 10 21.1730739600 +05 19 27.423048144|104.3901128243816 -56.0613013040382|  0.037 -13.370   |10.78    |~               |    ~     ~          |    0|                |                       |        |                   
4471|TYC 594-45-1                                                                                             |Star                              |00 07 24.3379400976 +09 48 02.188650456|105.3151533329885 -51.5587065857602|  1.346 -18.490   |10.61    |~               |    ~     ~          |    1|  632.791   pc  |  -7.7682     +7.7682  |paral   |2020yCat.1350....0G
4472|TYC 594-495-1                                                                                            |Star                              |00 00 18.1080715704 +09 19 23.959266816|102.3989214928367 -51.4982280355244|-10.630 -16.719   |10.91    |~               |    ~     ~          |    1|  721.085   pc  | -12.4271    +12.4271  |paral   |2020yCat.1350....0G
4473|TYC 594-722-1                                                                                            |High Proper Motion Star           |00 00 45.3237095904 +08 27 14.873873940|102.1229591890770 -52.3579306182433|  90.383 19.177   |10.84    |~               |    ~     ~          |    1|   94.192   pc  |  -0.2271     +0.2271  |paral   |2020yCat.1350....0G
4474|TYC 594-874-1                                                                                            |High Proper Motion Star           |00 05 32.4700671144 +07 40 51.076911684|103.5958133012928 -53.4590135956250|-62.180 -19.720   |10.94    |~               |    ~     ~          |    1|  155.681   pc  |  -0.5453     +0.5453  |paral   |2020yCat.1350....0G
4475|TYC 594-928-1                                                                                            |Star                              |00 04 38.1730544448 +09 19 35.304951036|104.0425356227179 -51.8205180326185|    1.764 3.711   |10.92    |~               |    ~     ~          |    1|  862.813   pc  | -14.5167    +14.5167  |paral   |2020yCat.1350....0G
4476|TYC 595-559-1                                                                                            |Star                              |00 14 12.9728416824 +08 22 57.951726168|107.3829414592439 -53.3615420165749|   0.590 -0.886   |10.68    |~               |    ~     ~          |    1|  750.356   pc  | -12.2179    +12.2179  |paral   |2020yCat.1350....0G
4477|TYC 595-600-1                                                                                            |Star                              |00 10 55.1802586560 +08 43 06.179635704|106.2086265769909 -52.8327237301069|  5.928 -26.366   |10.87    |~               |    ~     ~          |    1|  251.017   pc  |  -1.3862     +1.3862  |paral   |2020yCat.1350....0G
4478|TYC 595-1042-1                                                                                           |Star                              |00 12 48.6891716832 +08 37 15.426547680|106.9180344979343 -53.0455928997145| 11.429 -24.609   |10.93    |~               |    ~     ~          |    1|  288.817   pc  |  -2.3773     +2.3773  |paral   |2020yCat.1350....0G
4479|TYC 597-10-1                                                                                             |Star                              |00 04 55.8284378424 +12 29 23.277282504|105.5487168023770 -48.8059039404408|   6.517 -6.392   |10.99    |~               |    ~     ~          |    1| 1503.533   pc  | -44.5341    +44.5341  |paral   |2020yCat.1350....0G
4480|TYC 597-352-1                                                                                            |Star                              |00 06 28.8289416768 +11 40 45.727867560|105.7720818922990 -49.6885772676246|  12.448 -1.983   |10.55    |~               |    ~     ~          |    1|  685.072   pc  |  -9.9497     +9.9497  |paral   |2020yCat.1350....0G
4481|TYC 597-785-1                                                                                            |Star                              |00 03 20.1491840472 +11 45 55.738742112|104.6687695039876 -49.3929522083678|  14.117 -3.045   |10.72    |~               |    ~     ~          |    1|  336.180   pc  |  -2.0343     +2.0343  |paral   |2020yCat.1350....0G
4482|TYC 597-949-1                                                                                            |Star                              |00 04 34.1742945216 +10 35 20.192987652|104.5986577762492 -50.6069425473414|  21.470 -4.377   |10.66    |~               |    ~     ~          |    1|  582.988   pc  |  -6.5596     +6.5596  |paral   |2020yCat.1350....0G
4483|TYC 597-1077-1                                                                                           |Star                              |00 07 18.1272411024 +10 47 37.890459168|105.7043138156746 -50.5956784982854| -4.586 -18.464   |10.97    |~               |    ~     ~          |    1|  947.867   pc  | -17.1604    +17.1604  |paral   |2020yCat.1350....0G
4484|TYC 597-1645-1                                                                                           |Star                              |00 09 54.9377324160 +10 35 35.476933380|106.6013373183433 -50.9572447609849|   -1.894 2.641   |10.97    |~               |    ~     ~          |    1| 1028.172   pc  | -45.4569    +45.4569  |paral   |2020yCat.1350....0G
4485|TYC 598-366-1                                                                                            |Star                              |00 13 00.2785476288 +10 39 01.124286912|107.7933931831330 -51.0882555738370|-17.203 -15.644   |10.76    |~               |    ~     ~          |    1|  715.768   pc  | -10.5539    +10.5539  |paral   |2020yCat.1350....0G
4486|TYC 600-898-1                                                                                            |Star                              |00 02 48.6193069560 +13 57 48.023737992|105.4109399878523 -47.2473629503650|  5.174 -13.196   |10.93    |~               |    ~     ~          |    1|  627.353   pc  |  -7.3204     +7.3204  |paral   |2020yCat.1350....0G
4487|TYC 600-1067-1                                                                                           |Star                              |00 08 37.5068398032 +13 53 02.815561968|107.3954602676683 -47.6919643342169|-10.086 -11.358   |10.98    |~               |    ~     ~          |    1|  678.794   pc  |  -8.8006     +8.8006  |paral   |2020yCat.1350....0G
4488|TYC 601-530-1                                                                                            |Star                              |00 11 41.9919678144 +13 39 27.071926776|108.3966269184796 -48.0895537893956|  20.437 -3.319   |10.46    |~               |    ~     ~          |    1|  303.601   pc  |  -1.9356     +1.9356  |paral   |2020yCat.1350....0G
4489|TYC 601-1632-1                                                                                           |Star                              |00 11 28.3844155920 +13 11 49.426423476|108.1557020975118 -48.5247356025297|  12.111 -4.163   |10.96    |~               |    ~     ~          |    1| 1321.353   pc  | -32.8243    +32.8243  |paral   |2020yCat.1350....0G
4490|TYC 1178-1874-1                                                                                          |High Proper Motion Star           |00 02 16.5524957952 +15 07 41.288348051|105.6958896741296 -46.0918342079064|-25.611 -62.180   |10.69    |~               |    ~     ~          |    0|                |                       |        |                   
4491|BD+16 9                                                                                                  |Star                              |00 12 08.0490788112 +17 19 40.736762472|109.7210315906849 -44.5332189777442|   5.501 -6.817   |10.41    |~               |    ~     ~          |    1|  335.031   pc  |  -1.9755     +1.9755  |paral   |2020yCat.1350....0G
4492|TYC 1179-1294-1                                                                                          |Star                              |00 14 51.9954219672 +15 22 01.836181992|110.0500300256228 -46.5878087690346|   11.528 3.223   |10.83    |~               |    ~     ~          |    1|  716.538   pc  |  -8.3688     +8.3688  |paral   |2020yCat.1350....0G
4493|TYC 1181-582-1                                                                                           |Star                              |00 09 21.2256615432 +17 51 49.264904556|108.9831352427196 -43.8652827361136|   12.622 4.300   |10.96    |~               |    ~     ~          |    1|  576.103   pc  |  -6.0073     +6.0073  |paral   |2020yCat.1350....0G
4494|TYC 1181-1024-1                                                                                          |Star                              |00 09 32.7256136664 +18 14 46.664062980|109.1631583436155 -43.5026280221811| -4.925 -16.611   |10.98    |~               |    ~     ~          |    1| 1045.151   pc  | -20.7545    +20.7545  |paral   |2020yCat.1350....0G
4495|TYC 1181-1165-1                                                                                          |Star                              |00 07 59.4440316792 +18 03 04.499060580|108.6056804064157 -43.6086057152098|   10.504 4.212   |10.90    |~               |    ~     ~          |    1| 1472.971   pc  | -34.9313    +34.9313  |paral   |2020yCat.1350....0G
