C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:24:04

dec >=0&rah >=1.5&rah< 1.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 5048

 #  |                                                                                                                     identifier                                                                                                                      |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4870|TYC 4301-1028-1                                                                                                                                                                                                                                      |Star                              |01 33 05.2516719576 +70 55 23.221518168|126.3544886758439 +08.3286512003177|   4.373 -7.275   |10.54    |~                 |    ~     ~    |    1|  760.341   pc  |  -6.8218     +6.8218  |paral   |2020yCat.1350....0G
4871|TYC 4301-1865-1                                                                                                                                                                                                                                      |Star                              |01 33 11.2325363976 +70 19 02.130452580|126.4622388295494 +07.7322036862303|  -11.758 9.502   |10.96    |~                 |    ~     ~    |    1|  313.322   pc  |  -1.9536     +1.9536  |paral   |2020yCat.1350....0G
4872|TYC 4305-91-1                                                                                                                                                                                                                                        |Star                              |01 34 03.0636109776 +71 59 34.016844948|126.2526949883380 +09.3963268486917|  4.511 -19.241   |10.99    |~                 |    ~     ~    |    1|  270.321   pc  |  -0.9573     +0.9573  |paral   |2020yCat.1350....0G
4873|TYC 4305-138-1                                                                                                                                                                                                                                       |Star                              |01 33 55.1647608600 +72 52 42.952357524|126.0928634255422 +10.2680876329121|   -5.719 2.018   |10.15    |~                 |    ~     ~    |    1|  651.466   pc  |  -7.9364     +7.9364  |paral   |2020yCat.1350....0G
4874|TYC 4305-644-1                                                                                                                                                                                                                                       |Star                              |01 32 24.9558893352 +72 47 38.522263200|125.9957480514331 +10.1665021634697|  30.395 21.767   |10.97    |~                 |    ~     ~    |    1|  224.376   pc  |  -0.6545     +0.6545  |paral   |2020yCat.1350....0G
4875|TYC 4309-50-1                                                                                                                                                                                                                                        |Star                              |01 34 16.8056788320 +73 10 58.088088048|126.0674424277272 +10.5724028445454|  12.081 -4.221   |10.67    |~                 |    ~     ~    |    1|  705.169   pc  |  -6.9617     +6.9617  |paral   |2020yCat.1350....0G
4876|TYC 4310-379-1                                                                                                                                                                                                                                       |Star                              |01 43 42.1046203056 +67 45 59.034790368|127.8610269408554 +05.3962060133619|   -7.812 6.052   |10.69    |~                 |    ~     ~    |    1|  616.561   pc  |  -4.0676     +4.0676  |paral   |2020yCat.1350....0G
4877|TYC 4310-555-1                                                                                                                                                                                                                                       |Star                              |01 41 51.6657190344 +68 37 30.055118520|127.5211378170660 +06.2037226014908|   2.771 -5.156   |10.57    |~                 |    ~     ~    |    1|  891.345   pc  | -12.8708    +12.8708  |paral   |2020yCat.1350....0G
4878|TYC 4310-685-1                                                                                                                                                                                                                                       |Star                              |01 43 25.5604437000 +68 35 42.070877520|127.6677972204211 +06.2026260983334|   11.121 1.510   |10.64    |~                 |    ~     ~    |    1|  621.157   pc  |  -4.9387     +4.9387  |paral   |2020yCat.1350....0G
4879|TYC 4310-888-1                                                                                                                                                                                                                                       |Star                              |01 42 05.4627981792 +67 38 32.509179168|127.7354576144248 +05.2442500897010|   5.351 -6.474   |10.49    |~                 |    ~     ~    |    1|  690.846   pc  |  -9.3067     +9.3067  |paral   |2020yCat.1350....0G
4880|TYC 4314-1029-1                                                                                                                                                                                                                                      |Star                              |01 43 50.3553869040 +69 49 11.659154196|127.4543216716013 +07.4095886749020|   8.797 -5.613   |10.94    |~                 |    ~     ~    |    1| 1157.273   pc  | -19.9553    +19.9553  |paral   |2020yCat.1350....0G
4881|TYC 4314-1071-1                                                                                                                                                                                                                                      |Star                              |01 40 28.5463307520 +69 35 58.955765748|127.2098392094572 +07.1362844335348|  -5.384 -9.225   |10.97    |~                 |    ~     ~    |    1| 1160.901   pc  | -17.1157    +17.1157  |paral   |2020yCat.1350....0G
4882|TYC 4314-1579-1                                                                                                                                                                                                                                      |Star                              |01 43 50.0350221096 +70 47 22.837475796|127.2545063262035 +08.3589481962787|   9.441 -5.120   |10.94    |~                 |    ~     ~    |    1| 1122.586   pc  | -15.7525    +15.7525  |paral   |2020yCat.1350....0G
4883|TYC 4314-1583-1                                                                                                                                                                                                                                      |Star                              |01 43 21.2925350640 +70 18 34.074764676|127.3134488259168 +07.8806296214799|   0.597 -0.760   |10.80    |~                 |    ~     ~    |    1| 1242.854   pc  | -18.9996    +18.9996  |paral   |2020yCat.1350....0G
4884|TYC 4318-1596-1                                                                                                                                                                                                                                      |Star                              |01 37 09.4824731016 +72 23 23.028584100|126.4204065463397 +09.8283592684902|   -9.254 0.177   |10.71    |~                 |    ~     ~    |    1|  960.984   pc  | -10.1584    +10.1584  |paral   |2020yCat.1350....0G
4885|TYC 4318-2097-1                                                                                                                                                                                                                                      |Star                              |01 41 20.4040363584 +71 36 19.642894668|126.8907929872551 +09.1183060648926|  8.464 -12.073   |10.66    |~                 |    ~     ~    |    1|  346.224   pc  |  -1.2706     +1.2706  |paral   |2020yCat.1350....0G
4886|TYC 4322-823-1                                                                                                                                                                                                                                       |Star                              |01 42 49.2282356976 +74 32 58.765033212|126.4037103401209 +12.0253024226650|  -0.156 -8.488   |10.11    |~                 |    ~     ~    |    1|  408.697   pc  |  -2.5389     +2.5389  |paral   |2020yCat.1350....0G
4887|TYC 4494-7-1                                                                                                                                                                                                                                         |Star                              |01 38 42.1832574384 +75 25 23.547221076|125.9618064930647 +12.8302260972392|   1.646 -0.649   |10.87    |~                 |    ~     ~    |    1| 1199.041   pc  | -19.5527    +19.5527  |paral   |2020yCat.1350....0G
4888|TYC 4494-995-1                                                                                                                                                                                                                                       |Star                              |01 38 30.5726997552 +75 52 41.515726404|125.8625140043989 +13.2749784750122|  -14.532 3.176   |10.97    |~                 |    ~     ~    |    1|  717.566   pc  |  -7.5690     +7.5690  |paral   |2020yCat.1350....0G
4889|TYC 4494-1302-1                                                                                                                                                                                                                                      |Star                              |01 33 47.5914698952 +76 36 03.123581544|125.4465666936758 +13.9363537918624|  9.994 -15.858   |10.96    |~                 |    ~     ~    |    1|  432.620   pc  | -25.6596    +25.6596  |paral   |2020yCat.1350....0G
4890|TYC 4494-1709-1                                                                                                                                                                                                                                      |Star                              |01 37 07.8129654768 +75 51 58.681551384|125.7797596237310 +13.2478136080486|  -4.955 -8.994   |10.66    |~                 |    ~     ~    |    1|  759.359   pc  | -25.4869    +25.4869  |paral   |2020yCat.1350....0G
4891|TYC 4494-2234-1                                                                                                                                                                                                                                      |Star                              |01 39 00.2917395624 +75 06 08.856139176|126.0427362043701 +12.5187569265953|  -6.431 -7.335   |10.81    |~                 |    ~     ~    |    1|  627.786   pc  |  -4.8476     +4.8476  |paral   |2020yCat.1350....0G
4892|TYC 4494-2246-1                                                                                                                                                                                                                                      |Star                              |01 30 53.7614249568 +75 11 06.739979172|125.5037068692518 +12.5108391042122|  23.317 -4.460   |10.82    |~                 |    ~     ~    |    1|  923.020   pc  | -14.3982    +14.3982  |paral   |2020yCat.1350....0G
4893|TYC 4498-165-1                                                                                                                                                                                                                                       |Star                              |01 38 33.8526812256 +78 43 20.070468120|125.3135011121831 +16.0690039896488| 12.602 -12.912   |10.97    |~                 |    ~     ~    |    1|  601.034   pc  |  -4.9851     +4.9851  |paral   |2020yCat.1350....0G
4894|TYC 4498-184-1                                                                                                                                                                                                                                       |Star                              |01 31 55.0103176608 +77 00 20.988475416|125.2687696514310 +14.3181020196822|   0.235 -3.885   |10.98    |~                 |    ~     ~    |    1| 1266.304   pc  | -21.1665    +21.1665  |paral   |2020yCat.1350....0G
4895|TYC 4498-333-1                                                                                                                                                                                                                                       |Star                              |01 43 07.6044191976 +78 29 17.635284852|125.5914612630571 +15.8842640063947|   0.275 -2.501   |10.76    |~                 |    ~     ~    |    1| 1692.907   pc  | -51.5868    +51.5868  |paral   |2020yCat.1350....0G
4896|TYC 4498-882-1                                                                                                                                                                                                                                       |High Proper Motion Star           |01 33 26.1922708104 +78 39 39.042695952|125.0676288575940 +15.9636301066455|  57.385 -1.088   |10.94    |~                 |    ~     ~    |    1|  141.979   pc  |  -0.2520     +0.2520  |paral   |2020yCat.1350....0G
4897|TYC 4498-1205-1                                                                                                                                                                                                                                      |Star                              |01 35 54.2683671744 +77 39 58.499484732|125.3756855165221 +15.0059892382662|   6.703 -5.229   |10.90    |~                 |    ~     ~    |    1|  707.614   pc  | -11.7669    +11.7669  |paral   |2020yCat.1350....0G
4898|TYC 4498-1285-1                                                                                                                                                                                                                                      |Star                              |01 38 38.4075118296 +78 06 53.295865020|125.4366723253715 +15.4732318589955|    1.914 7.505   |10.73    |~                 |    ~     ~    |    1|  508.751   pc  |  -5.6942     +5.6942  |paral   |2020yCat.1350....0G
4899|TYC 4502-1728-1                                                                                                                                                                                                                                      |Star                              |01 35 45.0147228888 +79 31 41.643515352|125.0229345268716 +16.8368323407574|   5.948 -2.834   |10.88    |~                 |    ~     ~    |    1|  804.311   pc  |  -6.8573     +6.8573  |paral   |2020yCat.1350....0G
4900|TYC 4506-200-1                                                                                                                                                                                                                                       |Star                              |01 30 26.6176944168 +81 29 54.256213284|124.4471036430645 +18.7416351270597|  24.167 -1.907   |10.98    |~                 |    ~     ~    |    1|  966.557   pc  |  -9.1555     +9.1555  |paral   |2020yCat.1350....0G
4901|TYC 4615-369-1                                                                                                                                                                                                                                       |Star                              |01 39 51.0147831936 +84 05 26.549818044|124.2599360543724 +21.3441953052567|  10.087 -1.715   |10.92    |~                 |    ~     ~    |    1| 1506.705   pc  | -27.2419    +27.2419  |paral   |2020yCat.1350....0G
4902|TYC 4615-2590-1                                                                                                                                                                                                                                      |Star                              |01 31 16.0184466624 +83 50 25.154745864|124.0711067851290 +21.0568613065207| -12.352 11.976   |10.87    |~                 |    ~     ~    |    1|  931.185   pc  |  -7.2837     +7.2837  |paral   |2020yCat.1350....0G
4903|TYC 4615-3132-1                                                                                                                                                                                                                                      |Star                              |01 42 09.5187861432 +83 36 55.411555716|124.4290920242743 +20.8916037325746|   -2.895 0.939   |10.70    |~                 |    ~     ~    |    1| 1433.897   pc  | -24.4671    +24.4671  |paral   |2020yCat.1350....0G
4904|TYC 4627-64-1                                                                                                                                                                                                                                        |Star                              |01 41 35.4589221048 +89 43 45.607986948|122.9977923164258 +26.8640276267899| 37.072 -14.331   |10.97    |~                 |    ~     ~    |    1|  210.155   pc  |  -0.4770     +0.4770  |paral   |2020yCat.1350....0G
4905|BD+17 232A                                                                                                                                                                                                                                           |High Proper Motion Star           |01 37 39.3884766864 +18 35 32.620582896|137.9590504254356 -42.9267074012282| 73.789 -43.349   |10.58    |~                 |    ~     ~    |    1|   52.773   pc  |  -0.0891     +0.0891  |paral   |2020yCat.1350....0G
4906|BD+17 232B                                                                                                                                                                                                                                           |High Proper Motion Star           |01 37 39.4393535544 +18 35 34.184567364|137.9591721208846 -42.9262371162168| 68.178 -46.921   |10.64    |~                 |    ~     ~    |    1|   52.577   pc  |  -0.1382     +0.1382  |paral   |2020yCat.1350....0G
4907|BD+51 316                                                                                                                                                                                                                                            |Double or Multiple Star           |01 30 00.739848 +52 16 39.09900        |128.908549177 -10.146017351        |     32.2 -28.4   |10.457   |~                 |    ~     ~    |    0|                |                       |        |                   
4908|TYC 1752-538-1                                                                                                                                                                                                                                       |Star                              |01 31 41.6151110472 +25 21 26.663619168|134.2795467637417 -36.6257389300006|-11.308 -14.120   |10.04    |~                 |    ~     ~    |    1|  714.796   pc  |  -8.6859     +8.6859  |paral   |2020yCat.1350....0G
4909|NGC 581 82                         NGC 581 82                                                                                                                                                                                                        |Star                              |01 33 22.3669811592 +60 41 58.525859796|128.0431288982281 -01.7553258884902|  -1.540 -0.760   |     ~   |~                 |    ~     ~    |    1| 2632.965   pc  | -85.9630    +85.9630  |paral   |2020yCat.1350....0G
4910|TYC 2293-846-2                                                                                                                                                                                                                                       |Star                              |01 35 29.2782949176 +31 17 17.484115308|133.8697355975853 -30.6462620849237|    1.158 2.142   |9.56     |~                 |    ~     ~    |    1|  418.655   pc  |  -3.6106     +3.6106  |paral   |2020yCat.1350....0G
4911|BD+32 276B                                                                                                                                                                                                                                           |High Proper Motion Star           |01 35 54.9454004304 +33 03 20.045164392|133.5712386223014 -28.8956347925235| -30.330 64.782   |10.02    |~                 |    ~     ~    |    1|  151.323   pc  |  -0.5999     +0.5999  |paral   |2020yCat.1350....0G
4912|BD+32 276A                                                                                                                                                                                                                                           |High Proper Motion Star           |01 35 55.1047100496 +33 03 19.232204220|133.5719123248233 -28.8957471584723| -32.821 60.735   |9.95     |~                 |    ~     ~    |    1|  156.472   pc  |  -0.5950     +0.5950  |paral   |2020yCat.1350....0G
4913|TYC 2302-515-2                                                                                                                                                                                                                                       |Star                              |01 41 24.806 +34 08 00.55              |134.589947 -27.604400              |      14.3 -4.4   |10.31    |~                 |    ~     ~    |    0|                |                       |        |                   
4914|HD 10543A                                                                                                                                                                                                                                            |High Proper Motion Star           |01 44 17.962662 +57 32 11.78362        |130.003419624 -04.607555304        |     46.4 -23.7   |6.275    |~                 |    ~     ~    |    0|                |                       |        |                   
4915|HD 9681                                                                                                                                                                                                                                              |Star                              |01 36 41.8009057776 +64 30 27.300728844|127.7790004393054 +02.0626083166988|  -7.595 -6.743   |8.977    |A5                |    ~     ~    |    1|  433.107   pc  |  -2.2322     +2.2322  |paral   |2020yCat.1350....0G
4916|TYC 4031-361-1                                                                                                                                                                                                                                       |Star                              |01 33 09.6453 +61 17 48.809            |127.9212105 -01.1700273            | -6.308 -16.847   |10.88    |~                 |    ~     ~    |    0|                |                       |        |                   
4917|BD+17 244                                                                                                                                                                                                                                            |High Proper Motion Star           |01 41 05.5658215272 +18 16 36.826348980|139.1457901473702 -43.0261112755267| 73.414 -26.377   |9.25     |G8                |    ~     ~    |    1|   72.844   pc  |  -0.9811     +0.9811  |paral   |2020yCat.1350....0G
4918|V* OO And                                                                                                                                                                                                                                            |Long-Period Variable              |01 31 03.7107537586 +35 07 38.337003012|132.0212541630155 -27.0441232017649|  17.142 -1.834   |10.78    |M5                |    ~     ~    |    1| 1258.02    pc  | -61.4054    +61.4054  |paral   |2020yCat.1350....0G
4919|HD 232490B                                                                                                                                                                                                                                           |Star                              |01 39 19.5150791856 +52 57 20.102370156|130.2054145833904 -09.2385530612488|  -5.653 -7.069   |10.15    |~                 |    ~     ~    |    1|  680.180   pc  |  -7.7724     +7.7724  |paral   |2020yCat.1350....0G
4920|HD 9157B                                                                                                                                                                                                                                             |Spectroscopic Binary              |01 30 25.9694629536 +07 48 32.498862048|139.4369791457758 -53.8084127263323|  35.523 -8.716   |10.42    |~                 |    ~     ~    |    1|  148.945   pc  |  -3.6360     +3.6360  |paral   |2020yCat.1350....0G
4921|HD 9169B                                                                                                                                                                                                                                             |Star                              |01 31 05.2806049120 +43 37 14.141731583|130.4905322358095 -18.6684640062263|  25.888 -8.377   |9.04     |~                 |    ~     ~    |    1|  118.632   pc  |  -1.5593     +1.5593  |paral   |2020yCat.1350....0G
4922|TYC 2305-1644-1                                                                                                                                                                                                                                      |Star                              |01 32 47.4964145328 +35 50 09.689701056|132.2704157018791 -26.2847241301288|   35.545 3.247   |10.60    |~                 |    ~     ~    |    1|  142.035   pc  |  -0.3329     +0.3329  |paral   |2020yCat.1350....0G
4923|TYC 3683-680-1                                                                                                                                                                                                                                       |Star                              |01 37 35.792 +58 37 39.18              |128.922341 -03.706300              |            ~ ~   |10.24    |~                 |    ~     ~    |    0|                |                       |        |                   
4924|HD 9984B                                                                                                                                                                                                                                             |Star                              |01 37 54.7347772800 +25 54 10.989604620|135.8388090364364 -35.8012083200510|  24.871 -5.204   |10.34    |~                 |    ~     ~    |    1|  400.753   pc  |  -3.6618     +3.6618  |paral   |2020yCat.1350....0G
4925|HD 9370B                                                                                                                                                                                                                                             |High Proper Motion Star           |01 32 47.6611222224 +35 50 30.658764444|132.2698690236698 -26.2788934482367| -5.411 -48.651   |9.37     |~                 |    ~     ~    |    1|  141.941   pc  |  -0.6588     +0.6588  |paral   |2020yCat.1350....0G
4926|HD 9701B                                                                                                                                                                                                                                             |High Proper Motion Star           |01 35 26.6977838734 +26 41 01.517679500|134.9699810804797 -35.1572002015339| 22.239 -56.780   |10.81    |~                 |    ~     ~    |    1|  135.088   pc  |  -0.4781     +0.4781  |paral   |2020yCat.1350....0G
4927|TYC 3682-1166-2                                                                                                                                                                                                                                      |Star                              |01 30 02.047644 +58 46 02.18562        |127.928391757 -03.729541767        |       3.3 -5.3   |10.74    |~                 |    ~     ~    |    0|                |                       |        |                   
4928|TYC 617-942-2                                                                                                                                                                                                                                        |Star                              |01 30 10.6553217048 +12 03 25.816282812|137.6685984332443 -49.7028740290737| 11.144 -12.842   |10.77    |~                 |    ~     ~    |    1|  100.603   pc  |  -0.2216     +0.2216  |paral   |2020yCat.1350....0G
4929|HD 9333B                                                                                                                                                                                                                                             |Star                              |01 32 04.7789961725 +12 17 32.260807217|138.2789243480967 -49.3645733620699| 26.219 -12.948   |9.92     |~                 |    ~     ~    |    1|   98.6106  pc  |  -0.2051     +0.2051  |paral   |2020yCat.1350....0G
4930|BD+08 243B                                                                                                                                                                                                                                           |Star                              |01 32 16.097162 +09 13 40.66629        |139.560936281 -52.320542661        |     11.3 -13.0   |10.36    |~                 |    ~     ~    |    0|                |                       |        |                   
4931|BD+84 23B                                                                                                                                                                                                                                            |High Proper Motion Star           |01 32 26.781298 +85 23 23.86143        |123.819671531 +22.589068131        |     89.4 -38.8   |9.65     |~                 |    ~     ~    |    0|                |                       |        |                   
4932|TYC 4035-1584-2                                                                                                                                                                                                                                      |Star                              |01 32 37.9254124416 +62 25 44.207781816|127.6783933237094 -00.0625613750861|   -8.908 1.558   |10.74    |~                 |    ~     ~    |    1|  427.972   pc  |  -5.8611     +5.8611  |paral   |2020yCat.1350....0G
4933|BD+04 268B                                                                                                                                                                                                                                           |High Proper Motion Star           |01 32 59.8217213976 +05 42 56.857005828|141.4768995953307 -55.6524076338250|  94.411 48.425   |10.67    |~                 |    ~     ~    |    1|  154.376   pc  |  -1.1987     +1.1987  |paral   |2020yCat.1350....0G
4934|NGC 581 86B                        NGC 581 86B                                                                                                                                                                                                       |Star                              |01 33 34.077024 +60 42 58.44228        |128.063991048 -01.735026850        |       -4.3 4.8   |13.71    |~                 |    ~     ~    |    0|                |                       |        |                   
4935|TYC 4297-1040-2                                                                                                                                                                                                                                      |Star                              |01 34 32.421 +67 54 01.78              |126.983159 +05.368421              |       5.8 -9.7   |10.45    |~                 |    ~     ~    |    0|                |                       |        |                   
4936|TYC 1752-1827-2                                                                                                                                                                                                                                      |Star                              |01 34 51.120899 +25 31 36.80891        |135.105813996 -36.316465624        |      6.5 -18.4   |10.77    |~                 |    ~     ~    |    0|                |                       |        |                   
4937|TYC 2293-951-2                                                                                                                                                                                                                                       |Star                              |01 34 53.456339 +31 14 23.46374        |133.735308932 -30.718712185        |      17.3 -7.7   |10.86    |~                 |    ~     ~    |    0|                |                       |        |                   
4938|TYC 3290-1078-2                                                                                                                                                                                                                                      |Star                              |01 35 09.267 +51 50 16.06              |129.773555 -10.452281              |       7.8 -4.2   |10.03    |~                 |    ~     ~    |    0|                |                       |        |                   
4939|TYC 4305-1172-2                                                                                                                                                                                                                                      |Star                              |01 35 33.463 +72 26 30.79              |126.290335 +09.858440              |      -16.6 3.1   |7.64     |~                 |    ~     ~    |    0|                |                       |        |                   
4940|TYC 3675-2233-2                                                                                                                                                                                                                                      |High Proper Motion Star           |01 36 00.800510 +55 02 02.70685        |129.343129383 -07.281824349        |     200.7 83.6   |10.72    |~                 |    ~     ~    |    0|                |                       |        |                   
4941|HD 9817B                                                                                                                                                                                                                                             |Star                              |01 36 02.9420958878 +07 38 44.031313354|141.7732972818145 -53.5862952164060| -18.827 18.181   |7.52     |~                 |    ~     ~    |    1|   83.5185  pc  |  -0.2427     +0.2427  |paral   |2020yCat.1350....0G
4942|TYC 3675-1639-2                                                                                                                                                                                                                                      |Star                              |01 36 04.375 +54 58 15.80              |129.362638 -07.342415              |       2.2 -6.6   |10.73    |~                 |    ~     ~    |    0|                |                       |        |                   
4943|TYC 2826-478-2                                                                                                                                                                                                                                       |Star                              |01 36 28.944 +43 36 13.92              |131.508305 -18.516496              |      20.4 33.1   |10.56    |~                 |    ~     ~    |    0|                |                       |        |                   
4944|BD+62 278B                                                                                                                                                                                                                                           |Star                              |01 37 01.033954 +63 43 39.18736        |127.950255531 +01.300788124        |       2.9 -2.8   |10.60    |~                 |    ~     ~    |    0|                |                       |        |                   
4945|HD 9841A                                                                                                                                                                                                                                             |Star                              |01 37 09.547 +48 42 42.94              |130.659645 -13.472590              |       8.3 -7.7   |9.15     |~                 |    ~     ~    |    0|                |                       |        |                   
4946|TYC 2814-1353-2                                                                                                                                                                                                                                      |Star                              |01 37 23.862271 +38 37 19.39458        |132.693302395 -23.376992479        |       8.4 -4.5   |10.50    |~                 |    ~     ~    |    0|                |                       |        |                   
4947|TYC 1208-379-2                                                                                                                                                                                                                                       |Star                              |01 37 22.299 +19 54 44.17              |137.442040 -41.661656              |       45.6 5.4   |10.68    |~                 |    ~     ~    |    0|                |                       |        |                   
4948|TYC 2814-1641-2                                                                                                                                                                                                                                      |Star                              |01 38 24.657 +38 27 32.42              |132.939803 -23.498200              |      14.0 20.4   |10.93    |~                 |    ~     ~    |    0|                |                       |        |                   
4949|TYC 4494-1306-2                                                                                                                                                                                                                                      |Star                              |01 38 56.610 +76 43 25.57              |125.725154 +14.110346              |     36.0 -13.2   |8.95     |~                 |    ~     ~    |    0|                |                       |        |                   
4950|TYC 1752-47-2                                                                                                                                                                                                                                        |Star                              |01 39 08.534 +26 56 08.18              |135.886398 -34.733272              |      -6.4 -5.3   |9.95     |~                 |    ~     ~    |    0|                |                       |        |                   
4951|* 103 Psc B                                                                                                                                                                                                                                          |Star                              |01 39 15.166309 +16 37 31.93049        |139.155036325 -44.734764470        |      2.6 -22.1   |9.17     |~                 |    ~     ~    |    0|                |                       |        |                   
4952|TYC 3278-1278-2                                                                                                                                                                                                                                      |Star                              |01 39 36.4661688096 +46 02 14.665907004|131.5986409625355 -16.0221714818824| -11.399 -8.095   |10.39    |~                 |    ~     ~    |    1|  128.717   pc  |  -0.2949     +0.2949  |paral   |2020yCat.1350....0G
4953|TYC 2815-1219-2                                                                                                                                                                                                                                      |Star                              |01 40 17.860 +38 43 41.67              |133.274097 -23.160307              |     16.0 -38.9   |10.57    |~                 |    ~     ~    |    0|                |                       |        |                   
4954|TYC 3286-897-2                                                                                                                                                                                                                                       |Star                              |01 40 57.961 +49 25 15.84              |131.151083 -12.658648              |       0.8 -7.7   |10.66    |~                 |    ~     ~    |    0|                |                       |        |                   
4955|HD 10196B                                                                                                                                                                                                                                            |Star                              |01 41 33.896240 +62 40 36.79159        |128.647939780 +00.362768602        |     21.3 -14.3   |9.10     |~                 |    ~     ~    |    0|                |                       |        |                   
4956|TYC 4314-1503-2                                                                                                                                                                                                                                      |Star                              |01 41 38.324 +70 25 09.87              |127.148749 +07.959761              |      -5.9 -4.8   |10.36    |~                 |    ~     ~    |    0|                |                       |        |                   
4957|BD+62 294B                                                                                                                                                                                                                                           |Star                              |01 42 23.987149 +63 15 26.14294        |128.627980234 +00.950505557        |       5.5 -0.5   |10.82    |~                 |    ~     ~    |    0|                |                       |        |                   
4958|BD+73 89B                                                                                                                                                                                                                                            |High Proper Motion Star           |01 42 31.219 +74 32 37.30              |126.384918 +12.015429              |     49.9 -22.2   |9.94     |~                 |    ~     ~    |    0|                |                       |        |                   
4959|TYC 2298-972-2                                                                                                                                                                                                                                       |Star                              |01 42 31.293864 +33 29 17.58301        |135.004782368 -28.183133515        |       -0.4 6.4   |10.97    |~                 |    ~     ~    |    0|                |                       |        |                   
