C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:49:21

dec< 0&rah >=5.0&rah< 5.25&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 4311

 #  |                                                                 identifier                                                                 |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
3535|HD 32932                                                                                                                                    |Star                               |05 02 30.1560240816 -61 56 16.505865564|271.6040796164797 -36.4394578459776|  -5.720 17.980    |10.27    |A8IV           |    ~     ~    |    1|  770.713   pc  |  -7.9596     +7.9596    |paral   |2020yCat.1350....0G
3536|CPD-62 411                                                                                                                                  |Star                               |05 02 00.5932191384 -62 44 49.890167016|272.6050762800936 -36.3449993908412|   9.680 19.915    |10.918   |~              |    ~     ~    |    1|  491.907   pc  | -11.8800    +11.8800    |ST-L    |2020AJ....160...83S
3537|TYC 8881-105-1                                                                                                                              |Star                               |05 02 39.3743170416 -61 54 39.930669324|271.5672427539486 -36.4264937113867|   -4.874 0.086    |9.43     |~              |    ~     ~    |    1|  318.664   pc  | -11.1092    +11.1092    |paral   |2020yCat.1350....0G
3538|CPD-62 419                                                                                                                                  |Star                               |05 05 30.1661671080 -62 40 40.417211820|272.4291926579387 -35.9643447247665|   1.387 16.680    |10.131   |~              |    ~     ~    |    1|  721.492   pc  | -27.7900    +27.7900    |ST-L    |2020AJ....160...83S
3539|CD-61 1039                                                                                                                                  |High Proper Motion Star            |05 06 43.9659377952 -61 48 05.788868076|271.3321506467282 -35.9714432227414| 68.836 -28.874    |10.135   |~              |    ~     ~    |    1|  185.101   pc  |  -1.6550     +1.6550    |ST-L    |2020AJ....160...83S
3540|CPD-63 422                                                                                                                                  |Star                               |05 08 53.8395703968 -63 13 15.551936688|273.0055589252081 -35.4900453274398|   26.023 5.422    |10.516   |~              |    ~     ~    |    1|  213.842   pc  |  -2.2510     +2.2510    |ST-L    |2020AJ....160...83S
3541|CPD-62 432                                                                                                                                  |Star                               |05 09 37.3905119688 -62 25 27.752491560|272.0234080230699 -35.5385763028335|  15.869 37.197    |10.303   |~              |    ~     ~    |    1|  713.654   pc  | -22.7300    +22.7300    |ST-L    |2020AJ....160...83S
3542|CPD-62 434                                                                                                                                  |Star                               |05 10 19.0128603888 -61 58 32.972361888|271.4634963114783 -35.5273330476844|   4.719 15.638    |10.625   |~              |    ~     ~    |    1|  970.884   pc  | -33.0900    +33.0900    |ST-L    |2020AJ....160...83S
3543|CD-61 1054                                                                                                                                  |Eruptive Variable                  |05 12 54.3610176480 -61 41 55.292962272|271.0737186781558 -35.2643171604086|    5.524 1.420    |10.93    |~              |    ~     ~    |    1|  522.834   pc  |-103.1000   +103.1000    |ST-L    |2020AJ....160...83S
3544|HD 33599                                                                                                                                    |Be Star                            |05 07 12.9489020136 -61 48 18.291788136|271.3250835053241 -35.9145645538722|    1.317 9.221    |9.37     |B2Vpe          |    ~     ~    |    1| 2843.480   pc  |-444.6000   +444.6000    |ST-L    |2020AJ....160...83S
3545|CPD-63 397                                                                                                                                  |Spectroscopic Binary               |05 00 36.8556025824 -63 02 41.475065748|273.0065001033917 -36.4422568100675|   1.178 13.526    |10.390   |~              |    ~     ~    |    1|  315.468   pc  |  -5.5290     +5.5290    |ST-L    |2020AJ....160...83S
3546|CPD-63 398                                                                                                                                  |Star                               |05 01 01.0406963232 -63 37 34.370245776|273.7017181667696 -36.2792123177124|   4.581 14.982    |10.567   |~              |    ~     ~    |    1|  388.734   pc  |  -7.6050     +7.6050    |ST-L    |2020AJ....160...83S
3547|TYC 8881-377-1                                                                                                                              |Star                               |05 03 17.4177187704 -63 25 25.239346968|273.3928149955586 -36.0718051523726|   -2.326 5.639    |10.719   |~              |    ~     ~    |    1|  937.191   pc  | -30.2800    +30.2800    |ST-L    |2020AJ....160...83S
3548|CPD-63 408                                                                                                                                  |Star                               |05 03 37.9233592536 -63 10 55.963504416|273.0905093418668 -36.0807593410466|   -0.615 1.659    |10.921   |~              |    ~     ~    |    1| 1143.580   pc  | -56.7700    +56.7700    |ST-L    |2020AJ....160...83S
3549|CD-61 1036                                                                                                                                  |Spectroscopic Binary               |05 06 46.8894067968 -61 19 12.142520436|270.7432127205651 -36.0419140223154| 38.858 122.970    |10.81    |~              |    ~     ~    |    1|   77.418   pc  |  -0.6452     +0.6452    |ST-L    |2020AJ....160...83S
3550|TYC 8886-49-1                                                                                                                               |Star                               |05 08 37.9336841064 -63 55 12.088780212|273.8567460530545 -35.3970263784627|   10.421 4.763    |10.64    |~              |    ~     ~    |    1| 1843.880   pc  |-164.0000   +164.0000    |ST-L    |2020AJ....160...83S
3551|CPD-62 429                                                                                                                                  |Star                               |05 09 20.5042663320 -62 36 23.084218728|272.2506191325824 -35.5417033111731|  11.588 38.970    |10.240   |~              |    ~     ~    |    1|  723.476   pc  | -22.7300    +22.7300    |ST-L    |2020AJ....160...83S
3552|CPD-63 424                                                                                                                                  |Star                               |05 09 22.2026026032 -63 40 51.593888172|273.5505658241440 -35.3590367587821| 25.746 -10.744    |10.632   |~              |    ~     ~    |    1|  884.619   pc  | -41.4000    +41.4000    |ST-L    |2020AJ....160...83S
3553|TYC 8886-9-1                                                                                                                                |Star                               |05 09 54.8035483464 -63 48 09.074883024|273.6845030929193 -35.2788122364452|   -4.107 1.938    |10.86    |~              |    ~     ~    |    1| 1394.311   pc  | -23.5237    +23.5237    |paral   |2020yCat.1350....0G
3554|CPD-63 427                                                                                                                                  |Star                               |05 10 13.3861713408 -62 56 06.483638112|272.6290644554676 -35.3893344235080|    0.516 9.721    |10.28    |~              |    ~     ~    |    1| 1251.095   pc  | -18.6263    +18.6263    |paral   |2020yCat.1350....0G
3555|CPD-63 433                                                                                                                                  |Star                               |05 13 47.5162828416 -63 39 58.053800520|273.4341112671989 -34.8778951020106|   -0.168 7.650    |10.306   |~              |    ~     ~    |    1|  826.243   pc  | -27.1500    +27.1500    |ST-L    |2020AJ....160...83S
3556|CPD-64 425                                                                                                                                  |Star                               |05 12 32.6678011920 -64 02 16.929951648|273.9086390711115 -34.9540501540248|   -4.735 3.991    |10.072   |~              |    ~     ~    |    1|  432.809   pc  |  -8.5700     +8.5700    |ST-L    |2020AJ....160...83S
3557|TYC 8881-32-1                                                                                                                               |Star                               |05 02 50.8637557584 -62 09 54.056339712|271.8724869352170 -36.3586225541652|   3.261 -2.571    |10.32    |~              |    ~     ~    |    1|  529.577   pc  |  -3.2532     +3.2532    |paral   |2020yCat.1350....0G
3558|TYC 8881-53-1                                                                                                                               |High Proper Motion Star            |05 00 12.8664594024 -62 11 42.546185880|271.9808236902680 -36.6547945917594|    26.00 54.50    |10.594   |~              |    ~     ~    |    1|  191.69    pc  | +20.968      +1         |ST-L    |2017AJ....153...75K
3559|TYC 8881-57-1                                                                                                                               |Star                               |05 07 09.2907622296 -62 18 43.497001296|271.9438998191326 -35.8391529356927|    1.038 5.501    |10.895   |~              |    ~     ~    |    1|  964.705   pc  | -33.2400    +33.2400    |ST-L    |2020AJ....160...83S
3560|CPD-63 407                                                                                                                                  |Double or Multiple Star            |05 03 32.773416 -62 57 16.54200        |272.816171175 -36.133472599        |     -16.7 -4.5    |10.766   |~              |    ~     ~    |    1|  287.599   pc  |+109.581      +5         |ST-L    |2017AJ....153...75K
3561|TYC 8881-227-1                                                                                                                              |Star                               |05 00 25.7557540704 -61 57 45.735515748|271.6903811924578 -36.6744420722026|  11.421 19.280    |10.393   |~              |    ~     ~    |    1|  570.742   pc  | -16.8500    +16.8500    |ST-L    |2020AJ....160...83S
3562|TYC 8881-314-1                                                                                                                              |Star                               |05 00 48.1211448888 -63 10 12.476363484|273.1536486491697 -36.3961639683562|   6.283 17.612    |10.828   |~              |    ~     ~    |    1| 1004.270   pc  | -57.5300    +57.5300    |ST-L    |2020AJ....160...83S
3563|TYC 8881-327-1                                                                                                                              |Star                               |05 03 44.3023116648 -62 11 12.916096728|271.8760307885434 -36.2524489857229|   5.963 -4.999    |10.547   |~              |    ~     ~    |    1| 3585.020   pc  |-552.6000   +552.6000    |ST-L    |2020AJ....160...83S
3564|TYC 8881-477-1                                                                                                                              |Star                               |05 05 06.6528570456 -63 13 01.051042908|273.0939397501683 -35.9105047357514| -12.902 47.341    |10.863   |~              |    ~     ~    |    1|  253.512   pc  |  -3.2740     +3.2740    |ST-L    |2020AJ....160...83S
3565|TYC 8881-590-1                                                                                                                              |Star                               |05 01 36.6293390328 -63 20 16.242095544|273.3347857801790 -36.2732451819119|  -10.143 9.975    |10.757   |~              |    ~     ~    |    1|  463.669   pc  | -11.0900    +11.0900    |ST-L    |2020AJ....160...83S
3566|TYC 8881-669-1                                                                                                                              |Star                               |05 06 59.6939154888 -63 30 34.441593480|273.4008304269519 -35.6493086486334|  -14.058 9.766    |10.83    |~              |    ~     ~    |    1|  407.166   pc  |  -2.8515     +2.8515    |paral   |2020yCat.1350....0G
3567|TYC 8881-680-1                                                                                                                              |Star                               |05 04 35.5282960752 -63 17 03.569755776|273.1891361680065 -35.9552684703358|    8.183 7.365    |10.345   |~              |    ~     ~    |    1|  771.691   pc  | -24.1100    +24.1100    |ST-L    |2020AJ....160...83S
3568|TYC 8881-710-1                                                                                                                              |Star                               |05 02 26.3592323928 -62 53 46.016855340|272.7747364897260 -36.2682528957077|   1.833 15.945    |10.95    |~              |    ~     ~    |    1| 1165.094   pc  | -16.1536    +16.1536    |paral   |2020yCat.1350....0G
3569|TYC 8881-1221-1                                                                                                                             |Star                               |05 01 19.8954935928 -63 06 20.281719744|273.0602534989413 -36.3505159474471|  10.227 19.874    |10.86    |~              |    ~     ~    |    1|  409.975   pc  |  -8.1870     +8.1870    |ST-L    |2020AJ....160...83S
3570|TYC 8882-58-1                                                                                                                               |Spectroscopic Binary               |05 13 28.5784234176 -63 16 34.749345684|272.9709217202907 -34.9725907530918|   1.080 -0.414    |10.632   |~              |    ~     ~    |    1|  429.165   pc  | -10.5500    +10.5500    |ST-L    |2020AJ....160...83S
3571|TYC 8882-800-1                                                                                                                              |High Proper Motion Star            |05 14 06.1999189344 -62 33 58.038414660|272.1006307599949 -35.0059735598614|-17.885 -85.171    |10.783   |~              |    ~     ~    |    1|  183.057   pc  |  -1.5950     +1.5950    |ST-L    |2020AJ....160...83S
3572|TYC 8886-54-1                                                                                                                               |Star                               |05 11 13.4312363592 -63 45 59.982408180|273.6111709988802 -35.1422809866610|  19.315 26.207    |10.720   |~              |    ~     ~    |    1|  719.626   pc  | -24.8900    +24.8900    |ST-L    |2020AJ....160...83S
3573|HD 34573                                                                                                                                    |Spectroscopic Binary               |05 13 51.0725373480 -64 28 08.614912620|274.3982125962512 -34.7431115175240|    5.895 4.597    |9.35     |G6III/IVp      |    ~     ~    |    1|  553.863   pc  |  -6.5648     +6.5648    |paral   |2020yCat.1350....0G
3574|HD 271049                                                                                                                                   |Star                               |05 10 00.9693472080 -65 32 45.924419112|275.7776241493258 -34.9491476154761|   -3.509 5.738    |9.60     |K2             |    ~     ~    |    1|  534.845   pc  |  -3.8046     +3.8046    |paral   |2020yCat.1350....0G
3575|V* AR Dor                                                                                                                                   |Eclipsing Binary                   |05 12 03.0638786064 -65 10 32.553088248|275.2858273275697 -34.8098965510905|  40.138 58.775    |7.05     |F5V            |    ~     ~    |    1|   61.805   pc  |  -0.0772     +0.0772    |paral   |2020yCat.1350....0G
3576|HD 271085                                                                                                                                   |High Proper Motion Star            |05 13 16.6199086272 -64 58 34.833830592|275.0192019083395 -34.7179623012994|  35.672 77.169    |10.380   |G0             |    ~     ~    |    1|  200.807   pc  |  -1.9650     +1.9650    |ST-L    |2020AJ....160...83S
3577|HD 34543                                                                                                                                    |Star                               |05 13 25.1368579872 -65 14 09.981513204|275.3271295304981 -34.6580362308441|  -4.728 15.701    |8.37     |B8V            |    ~     ~    |    1|  394.649   pc  |  -4.0027     +4.0027    |paral   |2020yCat.1350....0G
3578|HD 271096                                                                                                                                   |Star                               |05 13 39.8762149824 -65 54 37.139781024|276.1273642282131 -34.5125530584849|  -3.649 40.981    |10.82    |K5             |    ~     ~    |    1|  225.286   pc  |  -0.5431     +0.5431    |paral   |2020yCat.1350....0G
3579|HD 269032                                                                                                                                   |Star                               |05 08 57.5180797632 -66 22 14.807155080|276.7893484701028 -34.8897448738876|  13.191 14.303    |10.928   |K0             |    ~     ~    |    1|  293.365   pc  |  -4.5080     +4.5080    |ST-L    |2020AJ....160...83S
3580|HD 34003                                                                                                                                    |Star                               |05 09 11.3076215520 -66 10 24.329588772|276.5480601852104 -34.9076502117932|   1.042 19.751    |9.88     |A3IV/V         |    ~     ~    |    1|  369.274   pc  |  -7.4960     +7.4960    |ST-L    |2020AJ....160...83S
3581|HD 269058                                                                                                                                   |Star                               |05 09 29.7436697736 -66 40 14.888543520|277.1333633422492 -34.7751190448994|   6.546 24.637    |10.635   |G0             |    ~     ~    |    1|  250.464   pc  |  -3.1660     +3.1660    |ST-L    |2020AJ....160...83S
3582|HD 34127                                                                                                                                    |Star                               |05 10 04.5402247128 -66 25 23.733179832|276.8240001332501 -34.7695473265912|   1.869 19.519    |7.94     |K5III          |    ~     ~    |    1|  591.856   pc  |  -5.1493     +5.1493    |paral   |2020yCat.1350....0G
3583|HD 271059                                                                                                                                   |Star                               |05 10 40.2800698968 -66 05 07.645962192|276.4064589772604 -34.7782746389208|  -2.312 10.583    |10.61    |G0             |    ~     ~    |    1|  476.670   pc  | -22.6100    +22.6100    |ST-L    |2020AJ....160...83S
3584|HD 34286                                                                                                                                    |Star                               |05 11 13.2230956056 -66 41 16.704597984|277.1112961450580 -34.6045325963443| -27.524 11.285    |9.13     |G3V            |    ~     ~    |    1|  116.272   pc  |  -0.7381     +0.7381    |ST-L    |2020AJ....160...83S
3585|HD 269149                                                                                                                                   |Star                               |05 13 19.5222205800 -66 13 06.784609872|276.5026613281581 -34.4894614374722|  17.050 -8.821    |10.33    |F8             |    ~     ~    |    1|  189.637   pc  |  -1.7470     +1.7470    |ST-L    |2020AJ....160...83S
3586|HD 269163                                                                                                                                   |Star                               |05 13 39.0765051072 -66 12 41.345380116|276.4868100530545 -34.4584946787940|   -5.300 2.922    |10.82    |K7             |    ~     ~    |    1|  651.433   pc  | -21.9200    +21.9200    |ST-L    |2020AJ....160...83S
3587|HD 269167                                                                                                                                   |Star                               |05 13 45.4241096280 -66 20 10.140104724|276.6329284376487 -34.4248285964862|   11.182 8.584    |10.438   |F5             |    ~     ~    |    1|  439.923   pc  | -10.7400    +10.7400    |ST-L    |2020AJ....160...83S
3588|HD 269176                                                                                                                                   |Star                               |05 13 58.9642562568 -66 42 19.181554272|277.0671091649308 -34.3332219804226|    5.873 7.352    |10.83    |F8             |    ~     ~    |    1|  406.857   pc  |  -9.6510     +9.6510    |ST-L    |2020AJ....160...83S
3589|HD 269177                                                                                                                                   |Star                               |05 14 08.6439939792 -66 33 08.840543796|276.8816388650457 -34.3463701928498| 10.343 -13.365    |10.748   |G5             |    ~     ~    |    1|  299.751   pc  |  -4.5470     +4.5470    |ST-L    |2020AJ....160...83S
3590|HD 269193                                                                                                                                   |Star                               |05 14 42.6191697120 -66 28 16.989565764|276.7724817740862 -34.3060059155698|   10.104 4.887    |10.411   |K5             |    ~     ~    |    1|  615.977   pc  | -20.7900    +20.7900    |ST-L    |2020AJ....160...83S
3591|HD 269147                                                                                                                                   |Star                               |05 12 45.5923331736 -66 51 53.776445832|277.2850880419037 -34.4205753362269| -6.247 -23.493    |10.457   |K0             |    ~     ~    |    1|  764.010   pc  | -26.9300    +26.9300    |ST-L    |2020AJ....160...83S
3592|NGC 1866                           NGC 1866                                                                                                 |Globular Cluster                   |05 13 38.920 -65 27 52.75              |275.595400 -34.594199              |            ~ ~    |     ~   |~              | 5.50  5.50    |    0|                |                         |        |                   
3593|NGC 1862                           NGC 1862                                                                                                 |Cluster of Stars                   |05 12 34.0 -66 09 18                   |276.4444 -34.5766                  |            ~ ~    |13.33    |~              | 0.90  0.75    |    0|                |                         |        |                   
3594|NGC 1849                           NGC 1849                                                                                                 |Cluster of Stars                   |05 09 34.680 -66 18 52.77              |276.706854 -34.840464              |            ~ ~    |12.77    |~              | 1.50  1.50    |    0|                |                         |        |                   
3595|NGC 1859                           NGC 1859                                                                                                 |Cluster of Stars                   |05 11 33.540 -65 14 56.10              |275.384941 -34.847314              |            ~ ~    |12.26    |~              | 1.50  1.50    |    0|                |                         |        |                   
3596|NGC 1867                           NGC 1867                                                                                                 |Cluster of Stars                   |05 13 40.700 -66 17 37.68              |276.584273 -34.440499              |            ~ ~    |13.35    |~              | 1.50  1.40    |    0|                |                         |        |                   
3597|SV* HV 2886                                                                                                                                 |Long-Period Variable               |05 11 18.2802250152 -65 26 08.610583344|275.6146096262869 -34.8388744098724|    1.796 0.314    |10.89    |K5-M3          |    ~     ~    |    0|                |                         |        |                   
3598|HD 271071                                                                                                                                   |Star                               |05 11 43.2246400392 -65 23 47.507304948|275.5579334242109 -34.8036449332927|   0.255 11.611    |10.88    |~              |    ~     ~    |    1| 1037.990   pc  | -13.4678    +13.4678    |paral   |2020yCat.1350....0G
3599|HD 271089                                                                                                                                   |Star                               |05 13 42.5395856328 -64 38 17.042896140|274.6041088523235 -34.7301543679697|   -0.082 9.734    |10.58    |~              |    ~     ~    |    1|  851.281   pc  | -10.1455    +10.1455    |paral   |2020yCat.1350....0G
3600|HD 271103                                                                                                                                   |Star                               |05 14 26.1346634520 -64 52 39.379170432|274.8755472989150 -34.6137760779118|    1.764 7.273    |10.16    |~              |    ~     ~    |    1|  768.994   pc  |  -5.7361     +5.7361    |paral   |2020yCat.1350....0G
3601|HD 271106                                                                                                                                   |Star                               |05 14 46.9319478984 -64 42 01.582802172|274.6558374965903 -34.6066344847880|   4.357 19.033    |10.76    |~              |    ~     ~    |    1|  166.962   pc  |  -5.5140     +5.5140    |ST-L    |2020AJ....160...83S
3602|HD 271074                                                                                                                                   |Star                               |05 12 07.6175571480 -64 38 24.935017236|274.6418886436779 -34.8967078497006| -2.913 -30.716    |10.28    |~              |    ~     ~    |    1|  276.510   pc  |  -2.0949     +2.0949    |paral   |2020yCat.1350....0G
3603|CPD-64 427                                                                                                                                  |Star                               |05 12 40.0773613032 -64 22 17.869893852|274.3070776224664 -34.8852623192591|   -2.388 6.130    |10.94    |~              |    ~     ~    |    1| 1078.516   pc  | -11.7483    +11.7483    |paral   |2020yCat.1350....0G
3604|PV 2143                                                                                                                                     |Star                               |05 12 36.3914256072 -66 12 08.373469032|276.4999070607600 -34.5637121836414|   -1.807 7.232    |10.951   |~              |    ~     ~    |    1| 1068.100   pc  | -56.8500    +56.8500    |ST-L    |2020AJ....160...83S
3605|HD 32714                                                                                                                                    |High Proper Motion Star            |05 00 32.7267636552 -64 23 39.655929444|274.6457253813746 -36.1663282039779| 48.181 -54.824    |7.40     |K1/2III        |    ~     ~    |    1|  273.853   pc  |  -1.0799     +1.0799    |paral   |2020yCat.1350....0G
3606|HD 33076                                                                                                                                    |Star                               |05 03 14.8044451968 -64 32 07.023242400|274.7390389799145 -35.8518320323621|   7.809 11.847    |8.66     |M0III          |    ~     ~    |    1|  744.325   pc  |  -9.0859     +9.0859    |paral   |2020yCat.1350....0G
3607|HD 33182                                                                                                                                    |Star                               |05 04 00.7117506120 -64 11 28.787436888|274.3027899227102 -35.8414367612673|   3.858 11.051    |10.25    |F7/8V          |    ~     ~    |    1|  333.899   pc  |  -6.0720     +6.0720    |ST-L    |2020AJ....160...83S
3608|HD 33293                                                                                                                                    |Star                               |05 04 44.9758280880 -64 32 44.789300916|274.7107081787401 -35.6916233610628|  -8.163 14.527    |7.77     |K0III(CNIII/IV)|    ~     ~    |    1|  236.558   pc  |  -1.3822     +1.3822    |paral   |2020yCat.1350....0G
3609|HD 34016                                                                                                                                    |Star                               |05 09 43.4744149704 -64 23 10.520772864|274.3924206003332 -35.1960302570323|  11.383 -1.150    |8.92     |K3III          |    ~     ~    |    1|  609.496   pc  |  -5.3494     +5.3494    |paral   |2020yCat.1350....0G
3610|HD 34049                                                                                                                                    |Spectroscopic Binary               |05 10 00.0811338144 -64 32 53.904787620|274.5807860776142 -35.1373896793626|   2.013 13.463    |10.08    |A(7)IV         |    ~     ~    |    1|  395.335   pc  |  -2.6413     +2.6413    |paral   |2020yCat.1350....0G
3611|HD 34157                                                                                                                                    |Star                               |05 10 43.8385765224 -64 17 38.146176960|274.2576130776222 -35.1052721935359|  -5.178 -0.713    |9.99     |A1V            |    ~     ~    |    1|  665.925   pc  | -23.8900    +23.8900    |ST-L    |2020AJ....160...83S
3612|CD-64 178                                                                                                                                   |Star                               |05 10 50.2099532016 -64 15 31.527314460|274.2128220801354 -35.1000754348017|  15.966 -4.736    |9.36     |~              |    ~     ~    |    1|  498.231   pc  |  -3.0533     +3.0533    |paral   |2020yCat.1350....0G
3613|HD 270932                                                                                                                                   |Star                               |05 00 06.7036415904 -65 07 34.659478128|275.5415355060209 -36.0476507270213|   -6.026 7.416    |10.045   |K0             |    ~     ~    |    1|  912.938   pc  | -46.5000    +46.5000    |ST-L    |2020AJ....160...83S
3614|HD 270934                                                                                                                                   |Star                               |05 00 17.1414150960 -65 21 20.428228620|275.8123246212251 -35.9771582286111|   1.280 -3.078    |10.19    |A0             |    ~     ~    |    1|  392.341   pc  |  -3.5558     +3.5558    |paral   |2020yCat.1350....0G
3615|HD 32848                                                                                                                                    |High Proper Motion Star            |05 01 13.8288263376 -65 33 09.888748344|276.0211972771441 -35.8362933215394|  35.990 49.355    |8.90     |F5V            |    ~     ~    |    1|   99.248   pc  |  -0.1389     +0.1389    |paral   |2020yCat.1350....0G
3616|HD 270958                                                                                                                                   |High Proper Motion Star            |05 01 50.4305151000 -65 49 13.864329552|276.3246208346832 -35.7136446157246|  35.640 50.982    |10.92    |K0             |    ~     ~    |    1|  201.208   pc  |  -2.0470     +2.0470    |ST-L    |2020AJ....160...83S
3617|HD 270957                                                                                                                                   |High Proper Motion Star            |05 01 56.2984228464 -65 34 42.493257264|276.0314836538514 -35.7591565964278|  -6.314 70.340    |10.307   |F2             |    ~     ~    |    1|  222.004   pc  |  -2.5360     +2.5360    |ST-L    |2020AJ....160...83S
3618|CPD-65 416                                                                                                                                  |Star                               |05 02 23.5611267456 -64 54 58.465846908|275.2222393955561 -35.8597638299845| 24.460 -14.040    |9.90     |~              |    ~     ~    |    1|  329.402   pc  |  -1.1827     +1.1827    |paral   |2020yCat.1350....0G
3619|HD 32987                                                                                                                                    |High Proper Motion Star            |05 02 23.0958758688 -64 54 17.541329940|275.2087667697447 -35.8630329506762| -56.329 21.472    |9.13     |F5IV/V         |    ~     ~    |    1|  151.653   pc  |  -0.4048     +0.4048    |paral   |2020yCat.1350....0G
3620|HD 33213                                                                                                                                    |Star                               |05 03 56.5886941224 -65 00 43.645025340|275.2943183557914 -35.6789881506456|   10.899 5.863    |8.15     |M4III          |    ~     ~    |    1|  514.880   pc  |  -5.3550     +5.3550    |paral   |2020yCat.1350....0G
3621|HD 270978                                                                                                                                   |Star                               |05 03 59.7161814336 -65 25 38.444655144|275.7918974238220 -35.5847357636402| 10.424 -10.200    |10.21    |M0             |    ~     ~    |    1| 1142.500   pc  | -67.9000    +67.9000    |ST-L    |2020AJ....160...83S
3622|HD 33322                                                                                                                                    |Star                               |05 04 35.7221399424 -65 45 45.802973916|276.1775550644647 -35.4513651608552|   -4.060 9.924    |9.05     |K2III          |    ~     ~    |    1|  697.496   pc  |  -6.8110     +6.8110    |paral   |2020yCat.1350....0G
3623|HD 270996                                                                                                                                   |High Proper Motion Star            |05 05 48.6236368632 -65 32 41.771836428|275.8836216584188 -35.3756960451206|-12.061 -50.471    |10.86    |K2             |    ~     ~    |    1|  225.540   pc  |  -0.6308     +0.6308    |paral   |2020yCat.1350....0G
3624|HD 271006                                                                                                                                   |Star                               |05 06 29.5011466080 -65 48 45.255745008|276.1861512413966 -35.2507706342587| -8.376 -28.605    |10.33    |F5             |    ~     ~    |    1|  252.139   pc  |  -3.4850     +3.4850    |ST-L    |2020AJ....160...83S
3625|HD 33616                                                                                                                                    |Star                               |05 06 38.8667538576 -65 22 34.292249076|275.6591069518877 -35.3256843880947|  -3.904 48.329    |7.81     |K2III/IVCNIb/II|    ~     ~    |    1|  232.045   pc  |  -0.8131     +0.8131    |paral   |2020yCat.1350....0G
3626|HD 271011                                                                                                                                   |Star                               |05 06 54.1116677616 -65 32 45.162074760|275.8559376356555 -35.2650144393861|  3.726 -43.589    |10.22    |K0             |    ~     ~    |    1|  352.825   pc  |  -6.2290     +6.2290    |ST-L    |2020AJ....160...83S
3627|HD 271012                                                                                                                                   |Star                               |05 06 53.2329911688 -65 40 07.273242228|276.0034632524952 -35.2411189189372|   3.339 18.613    |10.03    |K7             |    ~     ~    |    1|  688.952   pc  | -17.3600    +17.3600    |ST-L    |2020AJ....160...83S
3628|HD 271016                                                                                                                                   |Star                               |05 07 05.0884531248 -65 37 30.461576016|275.9461304605173 -35.2301933062363|   -1.984 2.116    |10.83    |M0             |    ~     ~    |    1|  975.268   pc  | -37.8100    +37.8100    |ST-L    |2020AJ....160...83S
3629|HD 271022                                                                                                                                   |Star                               |05 07 35.3022382848 -65 34 19.411373856|275.8695231974213 -35.1901482519703|   5.681 -7.031    |10.328   |K0             |    ~     ~    |    1|  737.945   pc  | -21.4200    +21.4200    |ST-L    |2020AJ....160...83S
3630|HD 271025                                                                                                                                   |Star                               |05 07 43.9608264768 -65 48 48.683664972|276.1549165768996 -35.1262430097750|  -4.944 16.022    |10.98    |G0             |    ~     ~    |    1|  335.447   pc  |  -1.3615     +1.3615    |paral   |2020yCat.1350....0G
3631|HD 271026                                                                                                                                   |Star                               |05 07 56.7762269064 -65 50 09.389694516|276.1762514313379 -35.1002391133372|   2.555 28.674    |10.94    |F5             |    ~     ~    |    1|  379.107   pc  |  -7.3320     +7.3320    |ST-L    |2020AJ....160...83S
3632|HD 33985                                                                                                                                    |High Proper Motion Star            |05 09 19.8845304408 -65 07 44.912084088|275.2946821862291 -35.0992778979933| -69.974 59.597    |8.86     |G2V            |    ~     ~    |    1|   73.278   pc  |  -1.7773     +1.7773    |paral   |2020yCat.1350....0G
3633|HD 34074                                                                                                                                    |Star                               |05 10 04.4241683904 -65 02 38.848050996|275.1746375642374 -35.0385651649295| -4.739 -16.894    |8.82     |K1III          |    ~     ~    |    1|  384.025   pc  |  -2.2564     +2.2564    |paral   |2020yCat.1350....0G
3634|HD 270947                                                                                                                                   |Star                               |05 01 02.1470040288 -65 50 36.246002748|276.3755900501759 -35.7884567548138|  -1.615 16.834    |10.302   |F2             |    ~     ~    |    1|  246.876   pc  |  -3.0100     +3.0100    |ST-L    |2020AJ....160...83S
3635|HD 270960                                                                                                                                   |Spectroscopic Binary               |05 02 07.2950924592 -65 53 30.295662108|276.4018355746099 -35.6692913003446| -1.460 109.855    |10.29    |G5             |    ~     ~    |    1|  179.774   pc  |  -2.9590     +2.9590    |ST-L    |2020AJ....160...83S
3636|V* U Dor                                                                                                                                    |OH/IR Star                         |05 10 08.8413498888 -64 19 04.255801500|274.3000521313562 -35.1632787999474|  20.611 24.328    |8.10     |M8IIIe         |    ~     ~    |    1|  549.995   pc  | -24.2600    +24.2600    |paral   |2020yCat.1350....0G
3637|HD 32744                                                                                                                                    |Star                               |05 00 29.9616301464 -66 00 49.964311908|276.5957425758454 -35.8013968998703|   6.200 19.298    |9.796    |G8/K1(III)     |    ~     ~    |    1|  603.293   pc  | -15.6300    +15.6300    |ST-L    |2020AJ....160...83S
