C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:30:39

dec< 0&rah >=8.25&rah< 8.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 9790

 #  |                              identifier                              |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
8876|TYC 6577-286-1                                                        |Star                                  |08 23 12.3058835880 -28 00 01.028285892|248.1874286161926 +05.2920437356045|  -5.899 -7.861   |10.941   |~              |    ~     ~    |    1| 1127.150   pc  | -68.7600    +68.7600    |ST-L    |2020AJ....160...83S
8877|TYC 6577-300-1                                                        |Star                                  |08 24 13.9181353464 -27 09 37.361380248|247.6229798371744 +05.9566346073809|   -6.084 5.556   |10.64    |~              |    ~     ~    |    1| 2427.774   pc  | -77.8019    +77.8019    |paral   |2020yCat.1350....0G
8878|TYC 6577-336-1                                                        |Star                                  |08 28 46.0109704968 -27 05 11.132486160|248.1437079540927 +06.8260215172755|  -2.100 -1.283   |10.947   |~              |    ~     ~    |    1| 1648.710   pc  |-138.0000   +138.0000    |ST-L    |2020AJ....160...83S
8879|TYC 6577-357-1                                                        |Star                                  |08 29 30.6239653776 -27 02 04.569603864|248.1974248413291 +06.9910809161939|   -2.437 0.225   |10.69    |~              |    ~     ~    |    1| 1609.528   pc  | -40.4131    +40.4131    |paral   |2020yCat.1350....0G
8880|TYC 6577-360-1                                                        |Star                                  |08 23 44.8025417664 -27 31 29.707804452|247.8628200181493 +05.6607151704933|   -1.197 6.508   |9.62     |~              |    ~     ~    |    1|  503.550   pc  |  -3.0935     +3.0935    |paral   |2020yCat.1350....0G
8881|TYC 6577-420-1                                                        |Star                                  |08 23 05.7652791072 -27 44 36.380631300|247.9613129876825 +05.4180104231854|-12.985 -17.139   |10.69    |~              |    ~     ~    |    1|  369.004   pc  |  -1.7157     +1.7157    |paral   |2020yCat.1350....0G
8882|TYC 6577-511-1                                                        |Star                                  |08 29 08.8340792064 -27 52 35.291481888|248.8418855795692 +06.4382854506272|   -2.315 1.510   |10.744   |~              |    ~     ~    |    1| 2196.340   pc  |-222.3000   +222.3000    |ST-L    |2020AJ....160...83S
8883|TYC 6577-559-1                                                        |Star                                  |08 24 36.3005203968 -27 12 11.774926008|247.7059170877244 +06.0004324052039|    0.144 4.487   |10.81    |~              |    ~     ~    |    1|  795.418   pc  | -46.4395    +46.4395    |paral   |2020yCat.1350....0G
8884|TYC 6577-603-1                                                        |Star                                  |08 29 13.0506517080 -27 29 35.776758156|248.5363533526081 +06.6726997236711| -26.387 38.656   |10.48    |~              |    ~     ~    |    1|  222.059   pc  |  -0.7495     +0.7495    |paral   |2020yCat.1350....0G
8885|TYC 6577-728-1                                                        |Star                                  |08 25 44.7886581024 -27 13 02.932891608|247.8632890132294 +06.2007406664168|   -2.127 2.397   |10.09    |~              |    ~     ~    |    1| 1340.303   pc  | -24.6108    +24.6108    |paral   |2020yCat.1350....0G
8886|TYC 6577-754-1                                                        |Star                                  |08 25 45.1552814136 -27 12 34.001296488|247.8574374006214 +06.2064494508198|   -4.588 4.598   |10.92    |~              |    ~     ~    |    1| 2057.190   pc  | -78.2926    +78.2926    |paral   |2020yCat.1350....0G
8887|TYC 6577-772-1                                                        |High Proper Motion Star               |08 29 51.1152701544 -28 04 11.494134012|249.0912343642635 +06.4529887278881| -51.278 41.581   |10.34    |~              |    ~     ~    |    1|  163.945   pc  |  -0.3440     +0.3440    |paral   |2020yCat.1350....0G
8888|TYC 6577-1000-1                                                       |Star                                  |08 24 05.4790821144 -27 00 35.531712684|247.4805913755045 +06.0164584024491|   -7.124 3.727   |10.471   |~              |    ~     ~    |    1| 1135.640   pc  | -72.0700    +72.0700    |ST-L    |2020AJ....160...83S
8889|TYC 6577-1023-1                                                       |Star                                  |08 24 28.1354408400 -27 31 28.388126424|247.9540842306146 +05.7925916262279|   -3.214 3.449   |10.99    |~              |    ~     ~    |    1| 2295.684   pc  | -64.2960    +64.2960    |paral   |2020yCat.1350....0G
8890|TYC 6577-1071-1                                                       |Star                                  |08 23 47.3258678616 -27 20 16.674604116|247.7135491880919 +05.7746368037824|   0.677 -1.907   |10.86    |~              |    ~     ~    |    1| 2228.164   pc  |-107.7343   +107.7343    |paral   |2020yCat.1350....0G
8891|HD 70675                                                              |Star                                  |08 22 21.2330446752 -26 22 01.288640856|246.7268117746296 +06.0607274549139|   -8.199 8.763   |9.99     |A0V            |    ~     ~    |    1|  453.823   pc  | -11.9454    +11.9454    |paral   |2020yCat.1350....0G
8892|TYC 6577-1619-1                                                       |Star                                  |08 27 00.8248753200 -26 29 03.914787444|247.4210676815208 +06.8520787129365|   -3.808 4.421   |10.815   |~              |    ~     ~    |    1|  991.638   pc  | -36.0300    +36.0300    |ST-L    |2020AJ....160...83S
8893|TYC 6577-2007-1                                                       |Star                                  |08 28 25.7202613320 -26 44 58.353801036|247.8226601438103 +06.9586323666806|   -4.277 2.455   |10.538   |~              |    ~     ~    |    1| 1228.520   pc  | -70.4500    +70.4500    |ST-L    |2020AJ....160...83S
8894|TYC 6577-2073-1                                                       |Star                                  |08 29 59.0007094200 -26 47 30.496400844|248.0593350304764 +07.2175525766145|    2.286 7.461   |10.57    |~              |    ~     ~    |    1|  858.885   pc  |  -9.8850     +9.8850    |paral   |2020yCat.1350....0G
8895|TYC 6577-3338-1                                                       |Star                                  |08 28 14.4456132672 -26 37 51.507758604|247.7006441320067 +06.9925703959425|   -3.842 3.674   |10.899   |~              |    ~     ~    |    1| 2756.060   pc  |-369.1000   +369.1000    |ST-L    |2020AJ....160...83S
8896|TYC 6577-3405-1                                                       |Star                                  |08 24 07.4900936880 -26 46 25.470602004|247.2894608342536 +06.1567871726925|   -6.919 4.726   |10.27    |~              |    ~     ~    |    1|  812.150   pc  | -13.5875    +13.5875    |paral   |2020yCat.1350....0G
8897|TYC 6577-3748-1                                                       |Star                                  |08 27 56.4701679744 -26 32 23.189611344|247.5866685286896 +06.9902232342897|    0.144 0.389   |10.590   |~              |    ~     ~    |    1| 1668.400   pc  |-148.4000   +148.4000    |ST-L    |2020AJ....160...83S
8898|TYC 6577-4119-1                                                       |Spectroscopic Binary                  |08 28 25.3154066784 -26 48 54.316166904|247.8757625855472 +06.9196487992285| 17.719 -21.736   |10.54    |~              |    ~     ~    |    1|  302.097   pc  |  -7.7482     +7.7482    |paral   |2020yCat.1350....0G
8899|HD 71102                                                              |Star                                  |08 24 32.7769997904 -29 53 49.664210748|249.9193236538484 +04.4516188723130|   -3.685 1.674   |10.09    |A0V            |    ~     ~    |    1|  865.576   pc  | -14.3851    +14.3851    |paral   |2020yCat.1350....0G
8900|TYC 6581-161-1                                                        |Star                                  |08 29 50.9566232856 -29 46 39.598915188|250.4879147064963 +05.4595376273348|  -3.944 -1.413   |10.92    |~              |    ~     ~    |    1| 1467.998   pc  | -27.1532    +27.1532    |paral   |2020yCat.1350....0G
8901|TYC 6581-252-1                                                        |Star                                  |08 28 08.2317312432 -28 12 29.660844996|248.9846203769071 +06.0646440414020|   -4.599 1.527   |10.882   |~              |    ~     ~    |    1| 1860.600   pc  |-170.1000   +170.1000    |ST-L    |2020AJ....160...83S
8902|TYC 6581-306-1                                                        |Star                                  |08 22 30.1143335496 -28 58 02.060288040|248.8983595377822 +04.6158589923335|   3.397 -4.642   |10.37    |~              |    ~     ~    |    0|                |                         |        |                   
8903|TYC 6581-318-1                                                        |Star                                  |08 28 54.5101467696 -28 37 10.064666820|249.4205825582645 +05.9651870518299|   -3.687 3.694   |10.53    |~              |    ~     ~    |    1| 3081.664   pc  |-130.1042   +130.1042    |paral   |2020yCat.1350....0G
8904|TYC 6581-432-1                                                        |Star                                  |08 26 30.0059031504 -28 15 46.260190548|248.8207680086592 +05.7384038060868|   -0.443 3.582   |10.84    |~              |    ~     ~    |    1| 1054.852   pc  | -12.9075    +12.9075    |paral   |2020yCat.1350....0G
8905|TYC 6581-558-1                                                        |Star                                  |08 22 56.7930289656 -28 58 13.601257680|248.9564288507799 +04.6940805082823|  -3.127 -0.397   |10.98    |~              |    ~     ~    |    1| 1110.248   pc  | -25.6391    +25.6391    |paral   |2020yCat.1350....0G
8906|TYC 6581-616-1                                                        |Star                                  |08 26 03.6718065408 -28 31 40.582723080|248.9831934831307 +05.5071883090340|   -7.013 5.631   |10.47    |~              |    ~     ~    |    1| 2428.953   pc  | -89.6772    +89.6772    |paral   |2020yCat.1350....0G
8907|TYC 6581-623-1                                                        |Star                                  |08 27 24.8485 -29 46 39.969            |250.1801940 +05.0290674            |   -1.127 2.655   |10.98    |~              |    ~     ~    |    0|                |                         |        |                   
8908|TYC 6581-787-1                                                        |Spectroscopic Binary                  |08 23 02.5305888240 -29 53 13.526448648|249.7244180314178 +04.1896922598907|  -5.985 -2.108   |9.43     |~              |    ~     ~    |    1|  632.311   pc  |  -6.5570     +6.5570    |paral   |2020yCat.1350....0G
8909|TYC 6581-875-1                                                        |Star                                  |08 22 48.1394105448 -29 57 23.896377180|249.7520867666204 +04.1073746048463|   3.051 -2.859   |10.89    |~              |    ~     ~    |    1| 1656.726   pc  | -41.1711    +41.1711    |paral   |2020yCat.1350....0G
8910|TYC 6581-992-1                                                        |Star                                  |08 28 08.9261033280 -29 08 21.660851184|249.7498862039789 +05.5286209258431|   -5.220 4.088   |10.96    |~              |    ~     ~    |    1| 1450.747   pc  | -59.3516    +59.3516    |paral   |2020yCat.1350....0G
8911|TYC 6581-1143-1                                                       |Star                                  |08 26 32.8174018512 -28 08 54.231980208|248.7325541559811 +05.8125861437774|  -0.100 -1.883   |10.959   |~              |    ~     ~    |    1| 1591.060   pc  |-129.4000   +129.4000    |ST-L    |2020AJ....160...83S
8912|TYC 6581-1521-1                                                       |Star                                  |08 23 59.8214968104 -28 42 11.326498524|248.8673113364890 +05.0353838438844|   -2.412 2.112   |10.96    |~              |    ~     ~    |    1| 1086.130   pc  | -31.3795    +31.3795    |paral   |2020yCat.1350....0G
8913|TYC 6581-1529-1                                                       |Star                                  |08 25 03.6830238576 -28 35 00.147069240|248.9024902978233 +05.2954841062757| -12.082 10.916   |10.63    |~              |    ~     ~    |    1|  665.646   pc  |  -7.6654     +7.6654    |paral   |2020yCat.1350....0G
8914|2MASS J08271951-2918231                                               |Long-Period Variable Candidate        |08 27 19.5144489072 -29 18 22.965120900|249.7825491360831 +05.2854631907673|   -2.744 2.416   |10.81    |~              |    ~     ~    |    1| 3428.18    pc  |-195.09     +195.09      |paral   |2020yCat.1350....0G
8915|TYC 6581-1625-1                                                       |Star                                  |08 26 10.9521257520 -29 06 37.840117824|249.4775491976766 +05.1944037140309|   -1.286 0.889   |10.53    |~              |    ~     ~    |    1| 2125.399   pc  | -64.5977    +64.5977    |paral   |2020yCat.1350....0G
8916|TYC 6581-1636-1                                                       |Star                                  |08 29 54.7857613584 -28 37 54.755195880|249.5593832790870 +06.1375263412706|  -8.595 -8.370   |10.86    |~              |    ~     ~    |    1|  955.749   pc  | -11.4182    +11.4182    |paral   |2020yCat.1350....0G
8917|TYC 6581-1699-1                                                       |Star                                  |08 24 39.0926530968 -29 31 13.988931564|249.6226403658801 +04.6858620735671|   -3.789 2.911   |10.88    |~              |    ~     ~    |    1| 1785.714   pc  | -41.1352    +41.1352    |paral   |2020yCat.1350....0G
8918|TYC 6581-1700-1                                                       |Star                                  |08 25 55.3996846440 -28 31 28.325035596|248.9629387334359 +05.4843377068761|   -9.741 6.515   |10.81    |~              |    ~     ~    |    1|  918.949   pc  | -10.7247    +10.7247    |paral   |2020yCat.1350....0G
8919|HD 70814                                                              |Eclipsing Binary                      |08 23 02.6218118112 -28 57 47.191228884|248.9624937708746 +04.7157317346846|   -7.674 5.902   |10.21    |A2/3V          |    ~     ~    |    1|  468.340   pc  |  -4.1236     +4.1236    |paral   |2020yCat.1350....0G
8920|GSC 06581-01898                                                       |Double or Multiple Star               |08 25 37.494504 -29 12 28.90800        |249.487525402 +05.038738355        |       0.7 -9.5   |10.957   |~              |    ~     ~    |    0|                |                         |        |                   
8921|IRAS 08259-2825                                                       |Star                                  |08 27 57.2832312792 -28 35 43.197886284|249.2790766287662 +05.8083730039185|   -3.716 1.767   |10.62    |M4             |    ~     ~    |    1| 2441.406   pc  |-101.9239   +101.9239    |paral   |2020yCat.1350....0G
8922|TYC 6581-1977-1                                                       |Star                                  |08 27 03.5711416752 -29 10 00.684591708|249.6345036669333 +05.3185759081686|   -2.385 1.224   |10.90    |~              |    ~     ~    |    1| 2935.134   pc  |-128.3636   +128.3636    |paral   |2020yCat.1350....0G
8923|TYC 6581-2079-1                                                       |Star                                  |08 22 53.1305467080 -29 34 49.105467732|249.4520604628721 +04.3363351915791|   -4.421 2.163   |10.31    |~              |    ~     ~    |    1| 2015.723   pc  | -55.2587    +55.2587    |paral   |2020yCat.1350....0G
8924|TYC 6581-2166-1                                                       |Star                                  |08 29 50.7210923688 -28 57 16.611334488|249.8147692710319 +05.9378275056759|   -6.438 4.477   |10.66    |~              |    ~     ~    |    1| 2590.003   pc  |-108.6714   +108.6714    |paral   |2020yCat.1350....0G
8925|TYC 6581-2251-1                                                       |Star                                  |08 26 30.6730707192 -29 39 09.292985604|249.9640319032832 +04.9411282742873|   -6.963 6.732   |10.51    |~              |    ~     ~    |    1|  857.045   pc  | -15.3516    +15.3516    |paral   |2020yCat.1350....0G
8926|TYC 6581-2259-1                                                       |Star                                  |08 23 37.6461158112 -29 39 28.130815656|249.6080671496990 +04.4247156699537|   -2.242 1.949   |10.85    |~              |    ~     ~    |    1| 1503.759   pc  | -35.7284    +35.7284    |paral   |2020yCat.1350....0G
8927|TYC 6581-2332-1                                                       |Star                                  |08 22 52.6890228360 -29 35 44.033680896|249.4637322107879 +04.3263397803396|   -3.742 2.825   |10.85    |~              |    ~     ~    |    1| 1018.849   pc  | -11.9376    +11.9376    |paral   |2020yCat.1350....0G
8928|HD 70964                                                              |Eclipsing Binary                      |08 23 50.1611365536 -29 40 30.086343048|249.6481736767840 +04.4521080220686|  -3.850 -0.094   |10.22    |A0V            |    ~     ~    |    1|  754.148   pc  | -11.3179    +11.3179    |paral   |2020yCat.1350....0G
8929|TYC 7122-7-1                                                          |Star                                  |08 21 21.0180378720 -30 04 05.902044996|249.6653671544386 +03.7852100216902|   -4.124 3.756   |10.86    |~              |    ~     ~    |    1|  997.606   pc  | -12.5397    +12.5397    |paral   |2020yCat.1350....0G
8930|TYC 7122-187-1                                                        |Pulsating Variable                    |08 16 27.8277984864 -30 01 19.054309656|249.0319918412004 +02.9363177673328|  -4.430 -3.095   |10.81    |~              |    ~     ~    |    1|  761.789   pc  |  -7.4862     +7.4862    |paral   |2020yCat.1350....0G
8931|TYC 7122-258-1                                                        |Star                                  |08 16 20.9933636640 -30 42 22.517436672|249.5872233624328 +02.5347144873423|  -3.681 -7.078   |10.93    |~              |    ~     ~    |    1|  573.197   pc  |  -5.1255     +5.1255    |paral   |2020yCat.1350....0G
8932|TYC 7122-456-1                                                        |Star                                  |08 21 13.9764416832 -30 04 53.469775200|249.6618738351263 +03.7568006881411|   -1.027 1.500   |10.62    |~              |    ~     ~    |    1| 2318.572   pc  | -77.9487    +77.9487    |paral   |2020yCat.1350....0G
8933|TYC 7122-535-1                                                        |Star                                  |08 20 09.1442263488 -30 56 05.743288608|250.2352166804153 +03.0823211177423|   -5.339 3.192   |10.60    |~              |    ~     ~    |    1| 1020.512   pc  | -12.4973    +12.4973    |paral   |2020yCat.1350....0G
8934|TYC 7122-852-1                                                        |Star                                  |08 16 42.7822138056 -30 10 43.069989828|249.1923297153766 +02.8937727663823|   -7.583 7.855   |10.96    |~              |    ~     ~    |    1| 2181.025   pc  | -54.2283    +54.2283    |paral   |2020yCat.1350....0G
8935|TYC 7122-1120-1                                                       |Star                                  |08 18 34.8498336456 -30 08 57.327709344|249.3940793060887 +03.2448651673285|   -6.880 5.706   |10.75    |~              |    ~     ~    |    0|                |                         |        |                   
8936|TYC 7122-1232-1                                                       |Spectroscopic Binary                  |08 17 07.6942631304 -30 20 23.143888572|249.3763059417304 +02.8782651233525|   11.436 8.067   |10.72    |~              |    ~     ~    |    1|  205.141   pc  |  -1.9274     +1.9274    |paral   |2020yCat.1350....0G
8937|TYC 7122-1247-1                                                       |Star                                  |08 18 11.6128464312 -30 27 36.554483916|249.6049138769539 +03.0012985998726|   -2.957 2.712   |10.43    |~              |    ~     ~    |    1| 1841.282   pc  | -42.7180    +42.7180    |paral   |2020yCat.1350....0G
8938|TYC 7122-1411-1                                                       |Star                                  |08 19 41.2654748424 -30 36 31.750967196|249.9091565375408 +03.1838636766488|   -4.181 4.031   |10.71    |~              |    ~     ~    |    1| 2574.003   pc  | -91.4318    +91.4318    |paral   |2020yCat.1350....0G
8939|TYC 7122-1534-1                                                       |Star                                  |08 17 22.4011821384 -30 19 53.834492676|249.3991299745829 +02.9266788309021|   -4.740 1.712   |10.61    |~              |    ~     ~    |    1|  916.338   pc  | -15.2821    +15.2821    |paral   |2020yCat.1350....0G
8940|TYC 7122-1562-1                                                       |Star                                  |08 18 37.8325508328 -30 18 55.567337868|249.5378719033269 +03.1604936931065|   -2.113 0.183   |10.91    |~              |    ~     ~    |    1| 1069.976   pc  | -12.7078    +12.7078    |paral   |2020yCat.1350....0G
8941|TYC 7122-1611-1                                                       |Star                                  |08 19 51.7319825784 -31 03 28.447344648|250.3017230626397 +02.9615762644269|   -6.005 5.688   |10.89    |~              |    ~     ~    |    1| 1031.779   pc  | -11.0715    +11.0715    |paral   |2020yCat.1350....0G
8942|TYC 7122-1838-1                                                       |Spectroscopic Binary                  |08 20 10.7441604960 -31 11 35.415241908|250.4518578079682 +02.9411904894091|   -4.588 3.346   |10.47    |~              |    ~     ~    |    1|  856.898   pc  | -10.2064    +10.2064    |paral   |2020yCat.1350....0G
8943|TYC 7122-2015-1                                                       |Star                                  |08 15 44.0247500424 -30 47 37.204191492|249.5861650683448 +02.3760821115680|   -1.580 2.431   |10.81    |~              |    ~     ~    |    1| 2877.698   pc  |-105.9987   +105.9987    |paral   |2020yCat.1350....0G
8944|TYC 7122-2061-1                                                       |Star                                  |08 18 22.3224908088 -31 14 24.636759576|250.2729373090210 +02.5954495008428|   -8.574 2.902   |10.85    |~              |    ~     ~    |    1|  709.673   pc  |  -5.5904     +5.5904    |paral   |2020yCat.1350....0G
8945|TYC 7122-2391-1                                                       |Star                                  |08 17 45.3096019176 -30 21 20.730565476|249.4652984754634 +02.9814672848561|   -3.941 8.165   |10.45    |~              |    ~     ~    |    1| 1102.050   pc  | -16.7603    +16.7603    |paral   |2020yCat.1350....0G
8946|TYC 7122-2418-1                                                       |Star                                  |08 20 46.2160834968 -31 05 17.225862828|250.4367125662391 +03.1049281035848|   -4.759 2.494   |10.98    |~              |    ~     ~    |    1| 1878.640   pc  | -37.4105    +37.4105    |paral   |2020yCat.1350....0G
8947|TYC 7122-2426-1                                                       |High Proper Motion Star               |08 17 54.4881461736 -31 08 27.213784404|250.1349541473641 +02.5689984757730| -51.011 -9.530   |10.94    |~              |    ~     ~    |    1|  185.763   pc  |  -0.4383     +0.4383    |paral   |2020yCat.1350....0G
8948|TYC 7122-2613-1                                                       |Star                                  |08 16 25.7341872360 -31 35 25.139898276|250.3312057033138 +02.0559322754034|   -2.932 2.877   |10.99    |~              |    ~     ~    |    1| 1065.530   pc  | -12.8295    +12.8295    |paral   |2020yCat.1350....0G
8949|TYC 7122-2634-1                                                       |Star                                  |08 18 38.4208667952 -31 22 13.459124892|250.4130158508035 +02.5697234698370|   -6.410 4.451   |10.88    |~              |    ~     ~    |    1| 1753.156   pc  | -45.1813    +45.1813    |paral   |2020yCat.1350....0G
8950|TYC 7122-2734-1                                                       |High Proper Motion Star               |08 15 35.1246421776 -31 23 33.785351808|250.0667803144639 +02.0166120591514|80.105 -124.592   |10.91    |~              |    ~     ~    |    1|   45.532   pc  |  -0.0249     +0.0249    |paral   |2020yCat.1350....0G
8951|TYC 7122-2838-1                                                       |Star                                  |08 19 42.3804841512 -31 32 10.413592224|250.6783336109240 +02.6642402038019|   -3.644 5.321   |10.75    |~              |    ~     ~    |    1| 2180.549   pc  | -77.9787    +77.9787    |paral   |2020yCat.1350....0G
8952|TYC 7122-2883-1                                                       |Star                                  |08 21 01.0306806888 -31 36 08.620451352|250.8910326667627 +02.8571155358370|   -4.038 6.920   |10.96    |~              |    ~     ~    |    1| 1746.115   pc  | -47.8680    +47.8680    |paral   |2020yCat.1350....0G
8953|TYC 7122-3377-1                                                       |Spectroscopic Binary                  |08 20 29.8091622144 -31 28 31.930537116|250.7234840788433 +02.8375534287920|  -2.882 -0.052   |10.74    |~              |    ~     ~    |    1| 1765.848   pc  | -48.0206    +48.0206    |paral   |2020yCat.1350....0G
8954|TYC 7122-3519-1                                                       |Star                                  |08 20 54.3802234632 -31 39 50.903123724|250.9285843030954 +02.8026874615781|   -5.165 4.612   |10.68    |~              |    ~     ~    |    1| 1057.530   pc  | -13.8678    +13.8678    |paral   |2020yCat.1350....0G
8955|TYC 7122-3640-1                                                       |Star                                  |08 17 30.1866836808 -31 47 58.735222620|250.6326940721217 +02.1284420285598|  -3.399 -1.882   |10.76    |~              |    ~     ~    |    1|  464.059   pc  |  -2.5411     +2.5411    |paral   |2020yCat.1350....0G
8956|TYC 7122-3726-1                                                       |Star                                  |08 21 41.1625876776 -31 49 07.099188528|251.1501325853352 +02.8515327641776|   -1.756 3.245   |10.80    |~              |    ~     ~    |    1| 2386.065   pc  | -96.2169    +96.2169    |paral   |2020yCat.1350....0G
8957|TYC 7126-64-1                                                         |Star                                  |08 22 22.5047471592 -31 58 32.355784452|251.3627306713537 +02.8824742899404|   -9.842 8.800   |10.92    |~              |    ~     ~    |    1| 1763.980   pc  | -58.1874    +58.1874    |paral   |2020yCat.1350....0G
8958|HD 69339                                                              |Spectroscopic Binary                  |08 15 20.0328543264 -32 10 55.032961872|250.6934187983833 +01.5334425565852| -15.576 10.638   |9.53     |A0III          |    ~     ~    |    1|  376.237   pc  |  -1.7553     +1.7553    |paral   |2020yCat.1350....0G
8959|TYC 7126-384-1                                                        |Star                                  |08 15 50.0213842368 -32 42 30.369423204|251.1897128627889 +01.3281409232524|   -3.401 6.457   |10.99    |~              |    ~     ~    |    1| 2802.691   pc  | -80.9073    +80.9073    |paral   |2020yCat.1350....0G
8960|TYC 7126-400-1                                                        |Star                                  |08 16 50.1650211216 -32 05 40.747821468|250.7981885986375 +01.8461415097725|    0.113 1.611   |10.84    |~              |    ~     ~    |    1| 1515.611   pc  | -40.4285    +40.4285    |paral   |2020yCat.1350....0G
8961|TYC 7126-467-1                                                        |Star                                  |08 21 43.3544527248 -32 47 02.064542496|251.9494438168676 +02.3091274870501|   -3.359 4.321   |10.45    |~              |    ~     ~    |    1|  953.380   pc  | -54.9904    +54.9904    |paral   |2020yCat.1350....0G
8962|TYC 7126-530-1                                                        |Star                                  |08 19 50.3978725128 -31 52 55.768588932|250.9802551792816 +02.4924715666518|   -4.356 4.856   |10.94    |~              |    ~     ~    |    1| 2727.769   pc  |-107.1464   +107.1464    |paral   |2020yCat.1350....0G
8963|TYC 7126-624-1                                                        |Star                                  |08 22 31.9956781824 -31 59 32.490636648|251.3956125869589 +02.9005200532216|  -5.946 -3.921   |10.99    |~              |    ~     ~    |    1|  483.372   pc  |  -3.3178     +3.3178    |paral   |2020yCat.1350....0G
8964|TYC 7126-655-1                                                        |Star                                  |08 16 58.4602663416 -32 46 57.079912764|251.3851038635540 +01.4858099549048|   -5.496 9.806   |10.66    |~              |    ~     ~    |    1| 1154.335   pc  | -17.7221    +17.7221    |paral   |2020yCat.1350....0G
8965|TYC 7126-707-1                                                        |Star                                  |08 18 15.4824336264 -32 30 40.449519144|251.3118616128988 +01.8616510451109|  -5.431 16.746   |10.93    |~              |    ~     ~    |    1| 1113.090   pc  | -14.2481    +14.2481    |paral   |2020yCat.1350....0G
8966|TYC 7126-984-1                                                        |Star                                  |08 17 08.3598280584 -32 34 06.091885524|251.2269451834370 +01.6343893008213|  -3.979 -0.642   |10.46    |~              |    ~     ~    |    1|  671.862   pc  | -22.8408    +22.8408    |paral   |2020yCat.1350....0G
8967|TYC 7126-1016-1                                                       |Star                                  |08 15 55.8093782760 -32 02 48.716647044|250.6513984533238 +01.7135144854118|   -2.677 2.532   |10.83    |~              |    ~     ~    |    1| 3424.658   pc  |-137.2209   +137.2209    |paral   |2020yCat.1350....0G
8968|TYC 7126-1200-1                                                       |Spectroscopic Binary                  |08 21 48.5377729560 -32 14 16.106682156|251.5102149017471 +02.6346940789008| -21.632 31.381   |10.87    |~              |    ~     ~    |    1|  354.849   pc  |  -4.0797     +4.0797    |paral   |2020yCat.1350....0G
8969|TYC 7126-1304-1                                                       |Star                                  |08 20 21.8946294912 -32 17 33.321530148|251.3820438787327 +02.3522181627097|   -7.179 5.479   |10.95    |~              |    ~     ~    |    1| 2008.435   pc  | -45.5821    +45.5821    |paral   |2020yCat.1350....0G
8970|TYC 7126-1337-1                                                       |Star                                  |08 22 14.1303392136 -33 18 17.146083060|252.4391811003818 +02.1009021045686| -10.995 10.007   |10.78    |~              |    ~     ~    |    1| 1210.800   pc  | -17.8857    +17.8857    |paral   |2020yCat.1350....0G
8971|TYC 7126-1419-1                                                       |Star                                  |08 19 01.8472181400 -32 39 48.115416888|251.5293212104043 +01.9106521742087|   -6.232 8.467   |10.68    |~              |    ~     ~    |    1| 1882.176   pc  | -57.7441    +57.7441    |paral   |2020yCat.1350....0G
8972|TYC 7126-1421-1                                                       |Star                                  |08 16 47.3047088160 -33 00 53.001476352|251.5558522806428 +01.3236289057748|   -2.133 3.309   |10.83    |~              |    ~     ~    |    1| 2957.705   pc  |-100.6022   +100.6022    |paral   |2020yCat.1350....0G
8973|TYC 7126-1465-1                                                       |Star                                  |08 23 02.0790338448 -33 13 12.428367528|252.4650664558982 +02.2863818794448|   -3.212 2.802   |10.95    |~              |    ~     ~    |    1| 2834.467   pc  |-134.1712   +134.1712    |paral   |2020yCat.1350....0G
8974|TYC 7126-1542-1                                                       |Star                                  |08 20 36.3017484624 -32 30 23.657306652|251.5872950888358 +02.2728590944185|  -2.135 -0.528   |10.37    |~              |    ~     ~    |    1|  949.577   pc  | -10.6400    +10.6400    |paral   |2020yCat.1350....0G
8975|TYC 7126-1566-1                                                       |Star                                  |08 23 08.1827357688 -32 19 34.274292132|251.7430201635880 +02.8148291063848|   -6.195 1.638   |10.83    |~              |    ~     ~    |    1| 1445.922   pc  | -25.5064    +25.5064    |paral   |2020yCat.1350....0G
8976|TYC 7126-1743-1                                                       |Star                                  |08 20 38.4623140704 -32 35 20.364384912|251.6595694705699 +02.2324251962471|    5.498 1.312   |10.50    |~              |    ~     ~    |    1|  652.486   pc  |  -5.6197     +5.6197    |paral   |2020yCat.1350....0G
8977|TYC 7126-1845-1                                                       |Spectroscopic Binary                  |08 16 21.9104070576 -32 19 59.247860124|250.9404865731076 +01.6303636597999|   -2.173 3.305   |10.37    |~              |    ~     ~    |    1| 6414.368   pc  |-514.3015   +514.3015    |paral   |2020yCat.1350....0G
8978|TYC 7126-1878-1                                                       |Star                                  |08 17 43.8336265800 -32 52 40.197536580|251.5530912875113 +01.5640451809137|   -4.218 5.737   |10.99    |~              |    ~     ~    |    1|  927.472   pc  | -10.2364    +10.2364    |paral   |2020yCat.1350....0G
