C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:21:03

dec >=0&rah >=1.0&rah< 1.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4690

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4456|TYC 3676-555-1                                                                                           |Star                                |01 05 05.0581231704 +57 42 06.305688108|124.7613687636312 -05.1215141277512| -1.508 -11.101    |10.91    |~                   |    ~     ~    |    1|  780.701   pc  | -21.8199    +21.8199  |paral   |2020yCat.1350....0G
4457|TYC 3676-730-1                                                                                           |Star                                |01 00 15.2910318504 +57 01 12.945269820|124.1378153820057 -05.8308394509905|  -4.645 -0.247    |10.29    |~                   |    ~     ~    |    1|  501.128   pc  |  -3.1642     +3.1642  |paral   |2020yCat.1350....0G
4458|TYC 3676-999-1                                                                                           |Star                                |01 06 25.3917739176 +57 49 39.011320812|124.9332865366001 -04.9860008904610|   -4.198 1.310    |10.74    |~                   |    ~     ~    |    1| 1455.180   pc  | -38.7512    +38.7512  |paral   |2020yCat.1350....0G
4459|TYC 3676-2604-1                                                                                          |Star                                |01 04 20.3754279192 +57 09 06.825080916|124.6894037783387 -05.6758194609791|   8.617 -4.092    |10.60    |~                   |    ~     ~    |    1|  297.150   pc  |  -1.4834     +1.4834  |paral   |2020yCat.1350....0G
4460|TYC 3677-807-1                                                                                           |Star                                |01 08 22.7762995104 +57 44 27.678035436|125.1999266060202 -05.0561014407612|   3.333 -2.994    |10.71    |~                   |    ~     ~    |    1| 1679.825   pc  | -38.6588    +38.6588  |paral   |2020yCat.1350....0G
4461|TYC 3677-1503-1                                                                                          |Star                                |01 11 49.7953139112 +57 10 05.971362168|125.7065689310312 -05.5935224374338|  -5.849 -6.274    |10.28    |~                   |    ~     ~    |    1|  433.576   pc  | -31.6760    +31.6760  |paral   |2020yCat.1350....0G
4462|TYC 3677-1936-1                                                                                          |Star                                |01 14 23.0772357192 +56 20 08.815281000|126.1281226636019 -06.3934952825687|  37.239 23.193    |10.97    |~                   |    ~     ~    |    1|  180.528   pc  |  -0.5149     +0.5149  |paral   |2020yCat.1350....0G
4463|TYC 3680-479-1                                                                                           |Star                                |01 05 26.5987488960 +59 33 15.481232676|124.7082054360692 -03.2691352772673|    0.070 2.149    |10.69    |A8                  |    ~     ~    |    1|  567.666   pc  |  -4.3181     +4.3181  |paral   |2020yCat.1350....0G
4464|TYC 3680-707-1                                                                                           |Star                                |01 03 28.2279264264 +59 29 16.295920512|124.4613103453358 -03.3481518994270|   1.483 -2.550    |10.57    |B9                  |    ~     ~    |    1|  833.333   pc  | -19.5139    +19.5139  |paral   |2020yCat.1350....0G
4465|TYC 3680-1529-1                                                                                          |Star                                |01 03 47.4969514344 +59 08 50.664590736|124.5184841932213 -03.6862794229352|  8.767 -12.149    |10.59    |G2                  |    ~     ~    |    1|  439.194   pc  |  -2.6040     +2.6040  |paral   |2020yCat.1350....0G
4466|GSC 03681-00240                                                                                          |Double or Multiple Star             |01 08 43.1319732168 +59 49 49.312035984|125.1044906256064 -02.9684662041097| -10.922 -1.771    |10.996   |F5                  |    ~     ~    |    1|  336.044   pc  |  -1.5810     +1.5810  |paral   |2020yCat.1350....0G
4467|TYC 3681-433-1                                                                                           |Star                                |01 12 33.8458465032 +59 45 55.124600328|125.5922404463354 -02.9972662034045|  20.632 -5.591    |10.98    |G2                  |    ~     ~    |    1|  215.508   pc  |  -0.9567     +0.9567  |paral   |2020yCat.1350....0G
4468|TYC 3681-505-1                                                                                           |Star                                |01 11 44.1957659640 +58 40 47.543021580|125.5740445727074 -04.0877026568330|   -8.262 0.513    |10.80    |~                   |    ~     ~    |    1|  591.261   pc  |  -4.4398     +4.4398  |paral   |2020yCat.1350....0G
4469|TYC 3681-540-1                                                                                           |Star                                |01 09 56.1311323968 +59 48 55.079212608|125.2582697596692 -02.9728693617868|   1.625 -2.754    |10.85    |A5                  |    ~     ~    |    1|  761.499   pc  | -13.6272    +13.6272  |paral   |2020yCat.1350....0G
4470|TYC 4017-555-1                                                                                           |High Proper Motion Star             |01 02 49.9095569544 +60 41 57.855935112|124.3264838934066 -02.1414876808386| 72.157 -62.685    |10.97    |G5V                 |    ~     ~    |    1|  137.868   pc  |  -0.2452     +0.2452  |paral   |2020yCat.1350....0G
4471|TYC 4017-657-1                                                                                           |Star                                |01 07 29.5759727088 +61 12 01.035751860|124.8650987365481 -01.6111824025651|  -2.015 -1.128    |9.97     |G5                  |    ~     ~    |    1| 2216.312   pc  | -77.6102    +77.6102  |paral   |2020yCat.1350....0G
4472|TYC 4017-750-1                                                                                           |Star                                |01 08 10.9360738920 +61 20 32.501979024|124.9387481059549 -01.4641239930831|   3.692 -5.676    |10.90    |~                   |    ~     ~    |    1|  885.112   pc  | -21.5442    +21.5442  |paral   |2020yCat.1350....0G
4473|BD+60 167                                                                                                |High Proper Motion Star             |01 08 14.4788330952 +61 19 42.873625776|124.9467139757013 -01.4774194324324|  54.735 -9.350    |10.34    |G4                  |    ~     ~    |    1|  177.073   pc  |  -0.4640     +0.4640  |paral   |2020yCat.1350....0G
4474|TYC 4017-1253-1                                                                                          |Star                                |01 02 27.1116607848 +60 28 47.383555368|124.2894098488618 -02.3628854743854|  -4.863 -3.590    |10.92    |~                   |    ~     ~    |    1| 1275.510   pc  | -21.1500    +21.1500  |paral   |2020yCat.1350....0G
4475|BD+60 164                                                                                                |Star                                |01 07 20.6479829208 +61 12 20.280521484|124.8468749212454 -01.6069585096171|  -0.862 -3.581    |10.05    |A6                  |    ~     ~    |    1|  683.107   pc  | -11.8059    +11.8059  |paral   |2020yCat.1350....0G
4476|TYC 4021-442-1                                                                                           |Star                                |01 02 38.3413869576 +63 22 24.757531608|124.1865853413825 +00.5290865539208|  -3.516 -0.482    |10.75    |~                   |    ~     ~    |    1|  705.368   pc  |  -7.2144     +7.2144  |paral   |2020yCat.1350....0G
4477|TYC 4021-544-1                                                                                           |Star                                |01 00 27.2361494568 +63 29 07.346590728|123.9380259586492 +00.6312405924631|  -0.110 -4.729    |10.97    |~                   |    ~     ~    |    1| 1039.933   pc  | -27.9017    +27.9017  |paral   |2020yCat.1350....0G
4478|BD+61 194                                                                                                |Star                                |01 01 33.3921569232 +62 29 20.643375624|124.1001429413844 -00.3597260089713|   9.918 -2.242    |10.69    |B8                  |    ~     ~    |    1|  831.532   pc  | -19.0839    +19.0839  |paral   |2020yCat.1350....0G
4479|TYC 4021-975-1                                                                                           |Spectroscopic Binary                |01 00 32.8433819160 +62 37 53.967046116|123.9786433175657 -00.2215748857549|  -1.846 -0.430    |10.75    |~                   |    ~     ~    |    1| 2172.968   pc  | -85.9366    +85.9366  |paral   |2020yCat.1350....0G
4480|TYC 4021-996-1                                                                                           |Star                                |01 03 25.2452015112 +63 10 02.403251184|124.2836794663390 +00.3270414659369|  -0.937 -0.635    |10.88    |~                   |    ~     ~    |    1| 2721.088   pc  |-168.0781   +168.0781  |paral   |2020yCat.1350....0G
4481|TYC 4021-1010-1                                                                                          |Star                                |01 01 30.2297735448 +62 28 03.491258808|124.0948984776276 -00.3813792493564| 31.338 -11.967    |10.36    |G1                  |    ~     ~    |    1|  271.393   pc  |  -0.9870     +0.9870  |paral   |2020yCat.1350....0G
4482|TYC 4021-1605-1                                                                                          |Star                                |01 05 13.8768163584 +62 25 26.682123972|124.5275266714563 -00.4049284322965|  -23.461 0.887    |10.74    |G5                  |    ~     ~    |    1|  586.820   pc  |  -3.9257     +3.9257  |paral   |2020yCat.1350....0G
4483|TYC 4021-1707-1                                                                                          |Star                                |01 05 17.3427705792 +62 07 24.580964100|124.5503620718150 -00.7047188095907|   -3.967 1.376    |10.85    |G5                  |    ~     ~    |    1|  858.148   pc  |  -9.4998     +9.4998  |paral   |2020yCat.1350....0G
4484|TYC 4025-185-1                                                                                           |Star                                |01 08 23.2753862256 +65 10 53.235244020|124.7107835194291 +02.3682667828861|  -12.446 0.385    |10.78    |~                   |    ~     ~    |    1|  565.771   pc  |  -4.0332     +4.0332  |paral   |2020yCat.1350....0G
4485|TYC 4025-540-1                                                                                           |Star                                |01 02 46.5599573832 +64 20 15.570548988|124.1594723539567 +01.4929381754661|   19.789 7.929    |9.68     |~                   |    ~     ~    |    1|  252.717   pc  |  -0.8686     +0.8686  |paral   |2020yCat.1350....0G
4486|TYC 4025-1332-1                                                                                          |Star                                |01 02 59.9894867400 +63 47 58.653945708|124.2078472548098 +00.9565255559844|  -7.665 -0.302    |10.32    |~                   |    ~     ~    |    1|  560.507   pc  |  -4.3041     +4.3041  |paral   |2020yCat.1350....0G
4487|TYC 4025-1962-1                                                                                          |Star                                |01 04 26.5835159568 +63 49 06.600201744|124.3660363852273 +00.9829716436611|   2.822 -2.275    |10.94    |~                   |    ~     ~    |    1| 1000.600   pc  | -16.8202    +16.8202  |paral   |2020yCat.1350....0G
4488|TYC 4029-470-1                                                                                           |Star                                |01 08 20.3430547776 +66 13 32.016366804|124.6370205455621 +03.4097826591413|   3.400 -2.120    |10.93    |~                   |    ~     ~    |    1|  459.643   pc  |  -2.5141     +2.5141  |paral   |2020yCat.1350....0G
4489|TYC 4029-774-1                                                                                           |Star                                |01 01 17.7625203864 +65 52 42.685594284|123.9402596086022 +03.0260785944564| 19.680 -17.438    |10.26    |~                   |    ~     ~    |    1|  206.667   pc  |  -0.5552     +0.5552  |paral   |2020yCat.1350....0G
4490|TYC 4029-834-1                                                                                           |Double or Multiple Star             |01 01 28.808976 +65 43 28.95924        |123.965093975 +02.873110551        |      -5.3 -2.1    |10.729   |~                   |    ~     ~    |    0|                |                       |        |                   
4491|TYC 4029-879-1                                                                                           |Star                                |01 01 05.3155794744 +65 50 47.361528528|123.9202541092203 +02.9932629660695|  2.080 -19.623    |10.62    |~                   |    ~     ~    |    1|  167.364   pc  |  -0.3221     +0.3221  |paral   |2020yCat.1350....0G
4492|TYC 4030-104-1                                                                                           |Star                                |01 12 40.9294524528 +61 52 18.111427500|125.4333289184747 -00.8968270356400|  -6.603 -8.048    |10.85    |A7                  |    ~     ~    |    1|  546.747   pc  |  -5.0520     +5.0520  |paral   |2020yCat.1350....0G
4493|BD+60 181                                                                                                |Star                                |01 12 16.6168057344 +61 44 37.761392148|125.3960603308426 -01.0281811173104|  -3.130 -0.701    |10.29    |B7                  |    ~     ~    |    1| 1573.812   pc  | -37.8963    +37.8963  |paral   |2020yCat.1350....0G
4494|TYC 4030-458-1                                                                                           |Star                                |01 12 52.4436633192 +61 33 24.844746960|125.4820475115966 -01.2086616839809|  -4.479 -1.079    |10.9     |A0                  |    ~     ~    |    1|  734.646   pc  |  -8.6353     +8.6353  |paral   |2020yCat.1350....0G
4495|TYC 4030-974-1                                                                                           |Star                                |01 12 59.9636152800 +61 33 15.483318948|125.4971398796044 -01.2100086096995|  -2.076 -0.991    |10.91    |M1/3                |    ~     ~    |    1| 2090.301   pc  | -66.4142    +66.4142  |paral   |2020yCat.1350....0G
4496|BD+60 178                                                                                                |Star                                |01 12 03.6024575184 +61 43 30.616937688|125.3719598328055 -01.0488367551938|  -0.919 -3.013    |10.41    |A0                  |    ~     ~    |    1|  823.995   pc  | -10.1166    +10.1166  |paral   |2020yCat.1350....0G
4497|TYC 4034-345-1                                                                                           |Star                                |01 13 58.7729208192 +62 24 34.024641444|125.5387053081363 -00.3481492183928|  19.386 25.213    |10.8     |G2                  |    ~     ~    |    1|  235.755   pc  |  -0.5669     +0.5669  |paral   |2020yCat.1350....0G
4498|TYC 4034-348-1                                                                                           |Star                                |01 09 04.3478261904 +63 10 34.450562172|124.9197913969163 +00.3725732645266|  -0.050 -1.901    |10.96    |~                   |    ~     ~    |    1| 1482.360   pc  | -29.8845    +29.8845  |paral   |2020yCat.1350....0G
4499|GSC 04034-00430                                                                                          |Double or Multiple Star             |01 14 18.715992 +62 05 56.36220        |125.604576255 -00.653999502        |       5.4 -5.6    |10.193   |G0                  |    ~     ~    |    0|                |                       |        |                   
4500|TYC 4034-789-1                                                                                           |Star                                |01 13 26.6064183576 +62 25 37.862590296|125.4753483804322 -00.3358419262762|  -3.780 -9.834    |10.54    |A8                  |    ~     ~    |    1|  524.494   pc  |  -6.5197     +6.5197  |paral   |2020yCat.1350....0G
4501|TYC 4034-840-1                                                                                           |Star                                |01 13 32.4922731168 +62 23 35.383801056|125.4895745924130 -00.3687679013636| 23.219 -32.702    |10.5     |G1                  |    ~     ~    |    1|  199.418   pc  |  -4.8556     +4.8556  |paral   |2020yCat.1350....0G
4502|TYC 4038-731-2                                                                                           |Star                                |01 12 41.124 +65 00 33.16              |125.175104 +02.230046              |     -7.7 -11.4    |8.88     |~                   |    ~     ~    |    0|                |                       |        |                   
4503|TYC 4038-810-1                                                                                           |Star                                |01 10 43.7975472624 +65 15 08.657334864|124.9508311052488 +02.4563092381837|  24.779 -2.912    |10.75    |~                   |    ~     ~    |    1|  280.277   pc  |  -0.9270     +0.9270  |paral   |2020yCat.1350....0G
4504|TYC 4038-1021-1                                                                                          |Star                                |01 13 01.8477256896 +64 25 04.587664404|125.2610477671061 +01.6438869943771| -10.533 -1.926    |10.94    |~                   |    ~     ~    |    1|  742.776   pc  |  -6.1792     +6.1792  |paral   |2020yCat.1350....0G
4505|TYC 4038-1508-1                                                                                          |Star                                |01 10 51.5164982712 +64 06 57.409671636|125.0499704338160 +01.3240956865386|  -1.259 -0.307    |10.80    |~                   |    ~     ~    |    1|  830.841   pc  |  -8.6977     +8.6977  |paral   |2020yCat.1350....0G
4506|TYC 4038-1572-1                                                                                          |Star                                |01 13 50.0607810552 +64 15 42.502510584|125.3610792142207 +01.4957430908587|   1.132 -4.403    |10.52    |~                   |    ~     ~    |    1|  834.934   pc  | -10.1082    +10.1082  |paral   |2020yCat.1350....0G
4507|TYC 4038-1718-1                                                                                          |Star                                |01 12 09.0712867752 +64 06 05.415484644|125.1918101977025 +01.3206814600737|   10.163 4.137    |10.16    |~                   |    ~     ~    |    1|  640.492   pc  |  -5.3740     +5.3740  |paral   |2020yCat.1350....0G
4508|TYC 4038-1916-1                                                                                          |High Proper Motion Star             |01 14 29.7816760104 +64 28 32.340570384|125.4135645196583 +01.7150651873677|   68.778 4.105    |10.93    |~                   |    ~     ~    |    1|  195.886   pc  |  -0.4643     +0.4643  |paral   |2020yCat.1350....0G
4509|TYC 4042-119-1                                                                                           |Star                                |01 13 59.9544054072 +66 18 14.025513528|125.1999316260938 +03.5315503572121|  -4.334 -3.810    |10.89    |~                   |    ~     ~    |    1|  631.592   pc  |  -7.4197     +7.4197  |paral   |2020yCat.1350....0G
4510|TYC 4042-955-1                                                                                           |Star                                |01 09 11.2541405496 +66 12 25.638854832|124.7237693905341 +03.3971466968732|  -5.004 -6.231    |10.65    |~                   |    ~     ~    |    1|  799.680   pc  |  -8.6970     +8.6970  |paral   |2020yCat.1350....0G
4511|TYC 4296-481-1                                                                                           |Star                                |01 01 40.5929552400 +68 53 19.854313080|123.8587301863776 +06.0355275538918|   -4.585 0.494    |10.79    |~                   |    ~     ~    |    1|  650.999   pc  |  -4.9585     +4.9585  |paral   |2020yCat.1350....0G
4512|TYC 4296-506-1                                                                                           |High Proper Motion Star             |01 06 19.8928059696 +68 32 12.727824576|124.3002771975356 +05.7047004299900|  56.312 -8.227    |10.94    |~                   |    ~     ~    |    1|  113.990   pc  |  -1.9880     +1.9880  |paral   |2020yCat.1350....0G
4513|TYC 4296-550-1                                                                                           |Horizontal Branch Star              |01 03 56.7653958696 +67 42 56.417696928|124.1215062586751 +04.8728192806181|  5.141 -14.282    |10.98    |~                   |    ~     ~    |    1|  445.395   pc  |  -2.5392     +2.5392  |paral   |2020yCat.1350....0G
4514|TYC 4296-572-1                                                                                           |Star                                |01 05 41.0655586992 +68 25 28.906409064|124.2471455045180 +05.5893373737601|   2.336 -5.040    |10.84    |~                   |    ~     ~    |    1|  576.435   pc  |  -5.2168     +5.2168  |paral   |2020yCat.1350....0G
4515|TYC 4296-602-1                                                                                           |Star                                |01 10 56.5744603104 +67 31 29.344540152|124.8004610466362 +04.7238619967557|  -5.849 -3.049    |10.82    |~                   |    ~     ~    |    1|  592.031   pc  |  -4.3462     +4.3462  |paral   |2020yCat.1350....0G
4516|TYC 4296-640-1                                                                                           |Star                                |01 06 02.8750810368 +68 01 05.713030524|124.3039172446547 +05.1854343669688|   -8.464 3.449    |10.64    |~                   |    ~     ~    |    1|  624.610   pc  |  -5.5399     +5.5399  |paral   |2020yCat.1350....0G
4517|TYC 4296-672-1                                                                                           |Star                                |01 05 45.1021780536 +68 10 52.521950820|124.2669969709112 +05.3466209616022|   0.863 -3.123    |10.75    |~                   |    ~     ~    |    1|  832.085   pc  | -18.8323    +18.8323  |paral   |2020yCat.1350....0G
4518|TYC 4296-876-1                                                                                           |Star                                |01 00 05.1255029640 +68 13 34.543322580|123.7372251322179 +05.3680368207816|  -25.475 4.047    |10.48    |~                   |    ~     ~    |    1|  215.434   pc  |  -4.0471     +4.0471  |paral   |2020yCat.1350....0G
4519|TYC 4297-400-1                                                                                           |Star                                |01 12 51.2174975208 +68 21 10.471413096|124.9137850018551 +05.5636084161887|   -4.530 5.917    |10.70    |~                   |    ~     ~    |    1|  771.129   pc  |  -8.0871     +8.0871  |paral   |2020yCat.1350....0G
4520|TYC 4300-602-1                                                                                           |Star                                |01 09 53.9228477256 +69 38 18.104526636|124.5476833433839 +06.8245509327066|   16.114 4.361    |10.01    |~                   |    ~     ~    |    1|  371.927   pc  |  -1.5355     +1.5355  |paral   |2020yCat.1350....0G
4521|TYC 4300-918-1                                                                                           |Star                                |01 07 47.4946258896 +71 04 55.251715476|124.2703042073640 +08.2527764063271|    1.991 3.803    |10.70    |~                   |    ~     ~    |    1|  659.239   pc  |  -5.7367     +5.7367  |paral   |2020yCat.1350....0G
4522|TYC 4300-932-1                                                                                           |Star                                |01 11 02.6153435448 +71 01 29.109935640|124.5404372025917 +08.2142616774446|    6.633 4.269    |10.88    |~                   |    ~     ~    |    1|  851.209   pc  |  -9.0570     +9.0570  |paral   |2020yCat.1350....0G
4523|TYC 4300-1619-1                                                                                          |Star                                |01 10 47.4320746392 +70 49 51.079231776|124.5345643826161 +08.0193521442796|   5.830 -1.098    |10.64    |~                   |    ~     ~    |    1|  481.719   pc  |  -2.4598     +2.4598  |paral   |2020yCat.1350....0G
4524|TYC 4300-1636-1                                                                                          |Double or Multiple Star             |01 05 01.140504 +70 44 28.56408        |124.061943815 +07.899324266        |       25.2 2.8    |10.979   |~                   |    ~     ~    |    0|                |                       |        |                   
4525|TYC 4300-1897-1                                                                                          |Spectroscopic Binary                |01 08 04.2169693008 +70 18 38.895664716|124.3438021856840 +07.4846653547756|  -16.983 2.928    |10.92    |~                   |    ~     ~    |    1|  322.269   pc  |  -3.6765     +3.6765  |paral   |2020yCat.1350....0G
4526|TYC 4300-2155-1                                                                                          |Star                                |01 05 57.4120498752 +70 09 14.440615920|124.1735805156761 +07.3172745156769| -14.242 -1.000    |10.86    |~                   |    ~     ~    |    1|  894.055   pc  |  -9.2723     +9.2723  |paral   |2020yCat.1350....0G
4527|GSC 04301-00633                                                                                          |Double or Multiple Star             |01 14 41.793816 +70 56 19.52412        |124.847326957 +08.153557948        |       1.3 -4.6    |9.779    |~                   |    ~     ~    |    0|                |                       |        |                   
4528|TYC 4301-633-2                                                                                           |Star                                |01 14 41.959961 +70 56 19.71579        |124.847549497 +08.153631562        |      -0.3 -3.0    |10.55    |~                   |    ~     ~    |    0|                |                       |        |                   
4529|TYC 4301-1613-1                                                                                          |Star                                |01 12 13.8692812056 +71 00 54.553170456|124.6384599690381 +08.2123355793533|   -9.268 1.801    |10.74    |~                   |    ~     ~    |    1| 1264.542   pc  | -30.5422    +30.5422  |paral   |2020yCat.1350....0G
4530|TYC 4304-371-1                                                                                           |Star                                |01 01 54.6246249288 +71 50 00.776922288|123.7580677675469 +08.9786022585125|   4.687 -0.836    |10.99    |~                   |    ~     ~    |    1| 1263.743   pc  | -15.9705    +15.9705  |paral   |2020yCat.1350....0G
4531|TYC 4304-809-1                                                                                           |Star                                |01 07 09.2183433792 +72 11 21.339040128|124.1490171256355 +09.3546619765363|  -3.476 -1.888    |10.99    |~                   |    ~     ~    |    1| 1626.016   pc  | -28.8188    +28.8188  |paral   |2020yCat.1350....0G
4532|TYC 4304-1405-1                                                                                          |Star                                |01 02 43.5856003632 +71 22 10.797929616|123.8432107366577 +08.5178950808076|  15.817 -8.353    |10.66    |~                   |    ~     ~    |    1|  456.433   pc  | -12.6041    +12.6041  |paral   |2020yCat.1350....0G
4533|TYC 4305-507-1                                                                                           |Star                                |01 12 14.0559583272 +72 12 13.067996256|124.5405635105090 +09.3968680818152|  -0.723 -0.174    |10.85    |~                   |    ~     ~    |    1| 2090.738   pc  | -81.3041    +81.3041  |paral   |2020yCat.1350....0G
4534|TYC 4305-1117-1                                                                                          |Star                                |01 13 20.6758771104 +71 36 57.618786996|124.6774516013891 +08.8185415467788|  -8.457 -8.063    |10.75    |~                   |    ~     ~    |    1|  345.674   pc  |  -1.4817     +1.4817  |paral   |2020yCat.1350....0G
4535|TYC 4308-726-1                                                                                           |Star                                |01 03 50.3813312928 +74 23 08.766719376|123.7832544872935 +11.5345244106161|  -5.792 18.943    |10.88    |~                   |    ~     ~    |    1|  702.346   pc  |  -5.8701     +5.8701  |paral   |2020yCat.1350....0G
4536|TYC 4308-746-1                                                                                           |Star                                |01 02 02.6563700352 +73 34 19.887714804|123.6948736680110 +10.7161574408657|  14.076 -5.988    |10.99    |~                   |    ~     ~    |    1|  793.336   pc  |  -6.7973     +6.7973  |paral   |2020yCat.1350....0G
4537|TYC 4308-926-1                                                                                           |Star                                |01 10 38.1040543104 +73 31 25.304886228|124.3157108415263 +10.7035485100214|    6.330 2.173    |10.80    |~                   |    ~     ~    |    1|  772.380   pc  |  -7.5764     +7.5764  |paral   |2020yCat.1350....0G
4538|TYC 4308-1253-1                                                                                          |Star                                |01 00 04.9518782688 +74 43 15.504522600|123.5137251976674 +11.8589921337393|   4.572 -5.729    |10.88    |~                   |    ~     ~    |    1|  852.733   pc  |  -8.2168     +8.2168  |paral   |2020yCat.1350....0G
4539|TYC 4308-1486-1                                                                                          |Star                                |01 11 42.8700536400 +74 08 02.336881992|124.3435570552004 +11.3178362248326|   -2.956 2.898    |10.90    |~                   |    ~     ~    |    1| 2326.122   pc  |-154.2091   +154.2091  |paral   |2020yCat.1350....0G
4540|TYC 4308-1506-1                                                                                          |Star                                |01 06 58.3315780176 +73 48 15.896530008|124.0344893106002 +10.9659326695147|   0.988 -2.115    |10.63    |~                   |    ~     ~    |    1| 1520.681   pc  | -27.0559    +27.0559  |paral   |2020yCat.1350....0G
4541|TYC 4308-1571-1                                                                                          |Star                                |01 09 22.6501559328 +74 07 18.419258748|124.1820150219892 +11.2935947280480|  -1.101 -0.727    |10.94    |~                   |    ~     ~    |    1|  538.358   pc  |  -2.9563     +2.9563  |paral   |2020yCat.1350....0G
4542|TYC 4308-1620-1                                                                                          |Star                                |01 07 04.4537006712 +73 49 02.952744672|124.0408998478630 +10.9794171324410|   -0.216 0.105    |10.79    |~                   |    ~     ~    |    1| 1783.167   pc  | -33.0687    +33.0687  |paral   |2020yCat.1350....0G
4543|TYC 4309-436-1                                                                                           |Star                                |01 14 48.5224240152 +73 56 45.347439876|124.5761426494396 +11.1488384157774|   -1.654 3.925    |10.75    |~                   |    ~     ~    |    1| 2204.100   pc  | -71.4134    +71.4134  |paral   |2020yCat.1350....0G
4544|TYC 4493-861-1                                                                                           |High Proper Motion Star             |01 01 40.4302579584 +76 16 30.196902324|123.5559093189317 +13.4157100493693|  57.538 -2.067    |10.96    |~                   |    ~     ~    |    1|  149.296   pc  |  -0.5372     +0.5372  |paral   |2020yCat.1350....0G
4545|TYC 4493-1311-1                                                                                          |Star                                |01 05 01.8527038104 +76 03 13.327801200|123.7727214265644 +13.2041502681725|   -0.851 0.736    |10.95    |~                   |    ~     ~    |    1|  954.836   pc  | -10.4847    +10.4847  |paral   |2020yCat.1350....0G
4546|TYC 4493-1627-1                                                                                          |Star                                |01 04 06.9783791016 +75 51 43.098168348|123.7261434740415 +13.0097790211103|  -0.086 -2.886    |10.71    |~                   |    ~     ~    |    1| 1449.485   pc  | -77.5272    +77.5272  |paral   |2020yCat.1350....0G
4547|TYC 4493-2036-1                                                                                          |Star                                |01 11 01.0871030136 +75 56 34.542876804|124.1513385218125 +13.1175609480739|  -2.098 -1.324    |10.96    |~                   |    ~     ~    |    1|  898.553   pc  | -12.6761    +12.6761  |paral   |2020yCat.1350....0G
4548|TYC 4493-2432-1                                                                                          |Star                                |01 09 27.0809472960 +75 00 29.737080972|124.1225309772325 +12.1781703398818|   2.324 -3.362    |9.65     |~                   |    ~     ~    |    1|  576.801   pc  |  -3.9259     +3.9259  |paral   |2020yCat.1350....0G
4549|TYC 4497-661-1                                                                                           |Star                                |01 05 40.2742694184 +78 39 29.207953368|123.6587703182632 +15.8064578775440|   -0.337 2.202    |10.82    |~                   |    ~     ~    |    1|  835.073   pc  |  -7.8800     +7.8800  |paral   |2020yCat.1350....0G
4550|TYC 4497-748-1                                                                                           |Star                                |01 03 31.1565176160 +78 05 01.885754868|123.5779708886861 +15.2272670307655| 32.281 -27.586    |10.89    |~                   |    ~     ~    |    1|  227.993   pc  |  -0.7121     +0.7121  |paral   |2020yCat.1350....0G
4551|TYC 4497-2460-1                                                                                          |Star                                |01 13 17.3743260480 +77 13 02.648432352|124.1780127954058 +14.3985538356786|  -1.047 -0.478    |9.87     |~                   |    ~     ~    |    1|  503.931   pc  |  -5.0789     +5.0789  |paral   |2020yCat.1350....0G
4552|TYC 4497-2491-1                                                                                          |Star                                |01 13 13.5670260528 +77 13 00.147779724|124.1744654858901 +14.3975552712673|  -1.243 -5.046    |10.87    |~                   |    ~     ~    |    1|  615.498   pc  | -19.1313    +19.1313  |paral   |2020yCat.1350....0G
4553|TYC 4501-462-1                                                                                           |Star                                |01 13 05.1312271512 +79 22 23.349510588|123.9715611538182 +16.5451283448067|    2.396 0.885    |10.41    |~                   |    ~     ~    |    1| 1305.824   pc  | -22.8494    +22.8494  |paral   |2020yCat.1350....0G
4554|TYC 4501-846-1                                                                                           |Star                                |01 12 32.6314993848 +79 02 52.322966412|123.9745315698863 +16.2188695779474|  -4.580 -4.059    |10.65    |~                   |    ~     ~    |    1| 1272.912   pc  | -27.0591    +27.0591  |paral   |2020yCat.1350....0G
4555|TYC 4501-934-1                                                                                           |High Proper Motion Star             |01 10 41.4323750016 +78 45 30.418024824|123.9065679595818 +15.9231522581181| 94.960 -27.923    |10.62    |~                   |    ~     ~    |    1|  138.108   pc  |  -4.9707     +4.9707  |paral   |2020yCat.1350....0G
4556|TYC 4501-1761-1                                                                                          |Star                                |01 00 53.8821309456 +79 38 21.248006856|123.3760500133366 +16.7756466804122|   4.706 -4.403    |10.83    |~                   |    ~     ~    |    1|  921.659   pc  | -10.1085    +10.1085  |paral   |2020yCat.1350....0G
4557|TYC 4505-130-1                                                                                           |Star                                |01 05 12.3198027240 +81 46 53.116000356|123.4517439794811 +18.9235724962391|   -5.235 3.054    |10.88    |~                   |    ~     ~    |    1| 1483.680   pc  | -26.8559    +26.8559  |paral   |2020yCat.1350....0G
