C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:58

dec< 0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2350

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1711|CD-61 255                                                                                                |Star                                |01 27 08.5269031968 -60 56 13.798658508|295.2543343357934 -55.6556825638200|   20.841 7.492   |9.90     |~                 |    ~     ~    |    1|  666.880   pc  | -19.9400    +19.9400  |ST-L    |2020AJ....160...83S
1712|CD-61 256                                                                                                |Star                                |01 27 31.7514780672 -60 30 28.289463372|294.9834115897417 -56.0599410494474|   5.849 -2.268   |10.36    |~                 |    ~     ~    |    1| 1775.430   pc  |-148.1000   +148.1000  |ST-L    |2020AJ....160...83S
1713|CPD-62 120                                                                                               |Spectroscopic Binary                |01 28 44.9035089696 -61 28 48.006987132|295.1619342008856 -55.0818223195345|   22.062 7.423   |10.583   |~                 |    ~     ~    |    1|  597.597   pc  | -25.0000    +25.0000  |ST-L    |2020AJ....160...83S
1714|CD-61 265                                                                                                |Star                                |01 29 42.5958119712 -60 31 10.560915228|294.5248385306361 -55.9795734340546|  8.343 -17.446   |10.370   |~                 |    ~     ~    |    1|  265.880   pc  |  -4.3130     +4.3130  |ST-L    |2020AJ....160...83S
1715|CD-61 260                                                                                                |Star                                |01 28 43.9365817680 -60 55 47.617117968|294.9198245999445 -55.6144323295596|   9.150 -1.841   |10.696   |~                 |    ~     ~    |    1|  267.774   pc  |  -3.3720     +3.3720  |ST-L    |2020AJ....160...83S
1716|HD 8475                                                                                                  |Star                                |01 22 22.7602517160 -60 11 19.033049760|295.9649404416830 -56.5191316476244|  -0.139 23.497   |9.20     |F5V               |    ~     ~    |    1|  131.449   pc  |  -0.9083     +0.9083  |ST-L    |2020AJ....160...83S
1717|CD-60 271                                                                                                |Star                                |01 21 38.9746650648 -60 07 48.753865092|296.1030514913983 -56.5956798382634| 27.554 -29.028   |9.98     |~                 |    ~     ~    |    1|  466.934   pc  | -11.3700    +11.3700  |ST-L    |2020AJ....160...83S
1718|V* DD Tuc                                                                                                |Long-Period Variable                |01 15 15.8081561832 -58 01 51.642549948|296.8410117340894 -58.8145929767756|  33.244 -1.326   |9.490    |M3III             |    ~     ~    |    1|  693.77    pc  |  -9.6263     +9.6263  |paral   |2020yCat.1350....0G
1719|NGC 466                            NGC 466                                                               |Galaxy towards a Group of Galaxies  |01 17 13.2318072504 -58 54 35.628827364|296.6684637062979 -57.9037157531007|            ~ ~   |     ~   |~                 |0.753 0.618    |    1|   72.51    Mpc |                       |redshift|2007ApJ...655..790C
1720|CD-58 261                                                                                                |Star                                |01 15 43.0689928512 -58 12 23.637947688|296.7880593432493 -58.6311194635065|    8.367 6.760   |10.307   |~                 |    ~     ~    |    1|  307.350   pc  |  -4.4420     +4.4420  |ST-L    |2020AJ....160...83S
1721|CD-60 262                                                                                                |Spectroscopic Binary                |01 19 55.7698697040 -59 36 49.064113476|296.2927914784182 -57.1458499513804|137.349 103.934   |10.33    |~                 |    ~     ~    |    1|  124.611   pc  |  -0.5078     +0.5078  |paral   |2020yCat.1350....0G
1722|HD 8720                                                                                                  |Star                                |01 24 39.2042991432 -57 20 28.389345540|294.1723659442677 -59.2185709720090|-46.769 -14.023   |9.14     |G0V               |    ~     ~    |    1|   81.020   pc  |  -0.0821     +0.0821  |paral   |2020yCat.1350....0G
1723|HD 8558                                                                                                  |Eruptive Variable                   |01 23 21.2547930336 -57 28 50.688846336|294.5702128509216 -59.1263563579731| 92.854 -36.138   |8.543    |G7V               |    ~     ~    |    1|   45.268   pc  |  -0.0322     +0.0322  |paral   |2020yCat.1350....0G
1724|HD 8902                                                                                                  |Star                                |01 26 23.9396311800 -57 36 49.842431784|293.8673202271112 -58.8948907692806|  16.799 -2.464   |9.51     |G8/K0(III)        |    ~     ~    |    1|  570.125   pc  |  -3.6730     +3.6730  |paral   |2020yCat.1350....0G
1725|HD 8935                                                                                                  |Star                                |01 26 41.1193817664 -57 30 52.502048856|293.7449042964019 -58.9805488155712|-35.043 -26.274   |10.27    |F2/3V             |    ~     ~    |    1|  234.412   pc  |  -0.7363     +0.7363  |paral   |2020yCat.1350....0G
1726|HD 8167                                                                                                  |High Proper Motion Star             |01 19 45.5562686232 -58 17 40.557024564|295.8220045332261 -58.4409888859880| 44.188 -24.193   |10.01    |F8IV/V            |    ~     ~    |    1|  197.507   pc  |  -0.4603     +0.4603  |paral   |2020yCat.1350....0G
1727|HD 8394                                                                                                  |Double or Multiple Star             |01 21 57.28317 -57 58 37.2301          |295.14681832 -58.68760131          |  262.88 288.21   |9.764    |G8/K0V            |    ~     ~    |    0|                |                       |        |                   
1728|HD 9078                                                                                                  |Star                                |01 28 00.6483040656 -57 47 07.121374908|293.5552308586306 -58.6721764719287|-14.046 -29.176   |9.30     |F5V               |    ~     ~    |    1|  203.178   pc  |  -2.0070     +2.0070  |ST-L    |2020AJ....160...83S
1729|HD 8196                                                                                                  |Star                                |01 20 02.8602813024 -58 24 47.160174708|295.7989964561539 -58.3171827525499|  11.759 -2.852   |9.83     |K2(III)           |    ~     ~    |    1|  506.971   pc  |  -2.9043     +2.9043  |paral   |2020yCat.1350....0G
1730|HD 8436                                                                                                  |Star                                |01 22 09.5405656464 -59 07 35.222746836|295.5864111524098 -57.5615217785476|-20.966 -34.309   |7.54     |G5IIIp            |    ~     ~    |    1|  216.118   pc  |  -6.1560     +6.1560  |paral   |2020yCat.1350....0G
1731|HD 8844                                                                                                  |Star                                |01 25 44.1806954414 -59 20 04.617179641|294.8507830586644 -57.2522621052434|   42.260 2.035   |8.65     |G6III             |    ~     ~    |    1|  392.381   pc  | -10.9000    +10.9000  |ST-L    |2020AJ....160...83S
1732|HD 8936                                                                                                  |Star                                |01 26 41.1386445888 -59 09 02.166015420|294.5481211544121 -57.4002290831284|  29.570 28.919   |9.948    |A9IV/V            |    ~     ~    |    1|  258.772   pc  |  -1.0982     +1.0982  |paral   |2020yCat.1350....0G
1733|HD 9040                                                                                                  |High Proper Motion Star             |01 27 36.5222161536 -59 16 22.658192940|294.3945841659929 -57.2517241186195|-13.190 -67.503   |9.15     |G0V               |    ~     ~    |    1|   82.372   pc  |  -0.3348     +0.3348  |ST-L    |2020AJ....160...83S
1734|HD 9122                                                                                                  |Star                                |01 28 28.0279337472 -58 59 35.647891692|294.0613559916906 -57.4927384095084|  43.552 -0.350   |10.07    |F7/8IV/V          |    ~     ~    |    1|  364.538   pc  |  -6.9910     +6.9910  |ST-L    |2020AJ....160...83S
1735|CD-60 278                                                                                                |High Proper Motion Star             |01 25 19.9465259448 -59 29 29.867480592|295.0132554516456 -57.1124773307961|  74.424 11.199   |9.875    |~                 |    ~     ~    |    1|  127.926   pc  |  -0.2062     +0.2062  |paral   |2020yCat.1350....0G
1736|HD 8787                                                                                                  |High Proper Motion Star             |01 25 19.9228281048 -59 29 55.152919824|295.0164685536379 -57.1056735931347|  73.480 10.519   |7.05     |F2IV              |    ~     ~    |    1|  128.621   pc  |  -0.3358     +0.3358  |paral   |2020yCat.1350....0G
1737|HD 9135                                                                                                  |Star                                |01 28 32.5808619480 -59 31 52.174670988|294.3072675619267 -56.9714489559183|-19.593 -20.772   |9.36     |F3V               |    ~     ~    |    1|  182.166   pc  |  -0.3816     +0.3816  |paral   |2020yCat.1350....0G
1738|CD-60 282                                                                                                |Star                                |01 26 21.7677917448 -59 55 03.335572164|294.9725744409817 -56.6676905217802|  33.220 26.941   |9.93     |~                 |    ~     ~    |    1|  338.977   pc  |  -5.6450     +5.6450  |ST-L    |2020AJ....160...83S
1739|NGC 484                            NGC 484                                                               |Galaxy towards a Group of Galaxies  |01 19 34.7338838640 -58 31 27.909993324|295.9571895743310 -58.2211294900456|            ~ ~   |     ~   |~                 |1.090 0.719    |    1|   71.13    Mpc |                       |redshift|2007ApJ...655..790C
1740|CD-59 255                                                                                                |High Proper Motion Star             |01 22 10.9794274920 -58 41 53.558644128|295.4015960921382 -57.9782762361412|-35.160 -50.780   |10.604   |~                 |    ~     ~    |    1|  157.583   pc  |  -1.2480     +1.2480  |ST-L    |2020AJ....160...83S
1741|CD-59 258                                                                                                |Star                                |01 22 36.6939757608 -58 35 56.672548224|295.2567095729269 -58.0622231534777| 24.687 -16.702   |10.502   |~                 |    ~     ~    |    1|  267.226   pc  |  -3.6560     +3.6560  |ST-L    |2020AJ....160...83S
1742|CD-58 286                                                                                                |Star                                |01 22 46.6273759584 -58 02 17.958139980|294.9702090428233 -58.6028672699636|    1.797 2.343   |10.384   |~                 |    ~     ~    |    1|  973.807   pc  | -46.9100    +46.9100  |ST-L    |2020AJ....160...83S
1743|CD-60 274                                                                                                |Star                                |01 23 38.9093542632 -59 52 26.975530740|295.5566005011083 -56.7904704300055|  16.367 -7.643   |9.75     |~                 |    ~     ~    |    1|  740.192   pc  | -11.7247    +11.7247  |paral   |2020yCat.1350....0G
1744|CD-58 297                                                                                                |Star                                |01 25 22.0188197424 -58 12 14.003821296|294.4120011696494 -58.3595991449718|   35.914 7.112   |9.92     |~                 |    ~     ~    |    1|  189.361   pc  |  -1.7730     +1.7730  |ST-L    |2020AJ....160...83S
1745|CD-59 265                                                                                                |Double or Multiple Star             |01 25 57.1177179984 -59 16 38.314765920|294.7753477405050 -57.3010286944026|   6.054 -9.218   |9.958    |~                 |    ~     ~    |    1|  814.766   pc  | -31.2700    +31.2700  |ST-L    |2020AJ....160...83S
1746|CD-60 281                                                                                                |Star                                |01 26 05.5976677776 -59 51 45.238896108|295.0076904985033 -56.7293236315894|  39.892 28.611   |10.766   |~                 |    ~     ~    |    1|  179.743   pc  |  -1.5410     +1.5410  |ST-L    |2020AJ....160...83S
1747|CD-60 286                                                                                                |Star                                |01 28 25.2480326400 -59 40 13.614751632|294.4015100168168 -56.8410933492675|  37.486 -4.861   |10.41    |~                 |    ~     ~    |    1|  788.744   pc  | -35.2600    +35.2600  |ST-L    |2020AJ....160...83S
1748|CD-59 277                                                                                                |Star                                |01 29 02.9735073024 -59 08 52.123583436|294.0043640010257 -57.3237638775511|   3.440 -4.246   |10.41    |~                 |    ~     ~    |    1|  403.524   pc  | -18.0300    +18.0300  |ST-L    |2020AJ....160...83S
1749|CD-58 315                                                                                                |Star                                |01 29 22.5234043056 -58 02 09.097339236|293.3539647711039 -58.3813549251389|  20.772 -1.064   |10.433   |~                 |    ~     ~    |    1|  253.596   pc  |  -3.2590     +3.2590  |ST-L    |2020AJ....160...83S
1750|CD-58 280                                                                                                |Star                                |01 20 38.5997410728 -58 14 39.354434376|295.5844463260521 -58.4654179571015|   25.010 9.724   |10.960   |~                 |    ~     ~    |    1|  922.536   pc  | -45.0600    +45.0600  |ST-L    |2020AJ....160...83S
1751|CD-58 287                                                                                                |Star                                |01 22 51.3543224160 -57 47 39.723838440|294.8406951484990 -58.8376033675939| 15.098 -33.418   |10.780   |~                 |    ~     ~    |    1|  395.604   pc  |  -7.6720     +7.6720  |ST-L    |2020AJ....160...83S
1752|CD-58 289                                                                                                |Star                                |01 23 14.2073 -57 54 06.697            |294.7946497 -58.7211869            |-24.316 -14.795   |10.703   |~                 |    ~     ~    |    1|  232.077   pc  |  -4.4000     +4.4000  |ST-L    |2020AJ....160...83S
1753|CD-58 291                                                                                                |Star                                |01 23 21.7265713656 -57 48 40.769553312|294.7219077055669 -58.8051604264331|   10.291 3.197   |10.622   |~                 |    ~     ~    |    1|  336.390   pc  | -36.2100    +36.2100  |ST-L    |2020AJ....160...83S
1754|CD-58 292                                                                                                |Star                                |01 23 28.0187877022 -58 08 18.923791181|294.8455615044836 -58.4839816181554|  23.304 18.488   |10.71    |~                 |    ~     ~    |    1|  137.117   pc  |  -6.2630     +6.2630  |ST-L    |2020AJ....160...83S
1755|CD-58 294                                                                                                |Long-Period Variable                |01 24 37.7525950872 -57 33 46.891036188|294.2866431111277 -59.0046391582166|   17.652 3.196   |10.36    |~                 |    ~     ~    |    1| 2399.232   pc  | -78.8615    +78.8615  |paral   |2020yCat.1350....0G
1756|CD-58 310                                                                                                |Star                                |01 28 25.5437625192 -57 48 35.851997844|293.4659697969944 -58.6333558719445| -9.887 -11.630   |10.05    |~                 |    ~     ~    |    1|  672.327   pc  | -21.0700    +21.0700  |ST-L    |2020AJ....160...83S
1757|CD-58 317                                                                                                |Star                                |01 29 55.7563542072 -57 42 51.591696012|293.0444738341596 -58.6689158442004|   24.379 1.447   |10.510   |~                 |    ~     ~    |    1|  316.513   pc  |  -5.3830     +5.3830  |ST-L    |2020AJ....160...83S
1758|TYC 8478-322-1                                                                                           |High Proper Motion Star             |01 29 35.2867540752 -57 28 42.109269744|292.9988369238012 -58.9081025170436| 56.524 -12.833   |10.45    |~                 |    ~     ~    |    1|  155.911   pc  |  -0.3500     +0.3500  |paral   |2020yCat.1350....0G
1759|TYC 8480-202-1                                                                                           |Spectroscopic Binary                |01 24 09.5641350768 -59 07 07.749968664|295.1176982231619 -57.5102397409400|   0.326 -7.912   |10.64    |~                 |    ~     ~    |    1|  500.876   pc  | -12.2200    +12.2200  |ST-L    |2020AJ....160...83S
1760|TYC 8480-848-1                                                                                           |Star                                |01 18 10.9067570664 -59 09 21.309034752|296.5288880975991 -57.6386198611352| 19.372 -41.024   |10.922   |~                 |    ~     ~    |    1|  219.787   pc  |  -2.4580     +2.4580  |ST-L    |2020AJ....160...83S
1761|TYC 8480-1157-1                                                                                          |Star                                |01 26 32.0972945688 -59 06 36.261155052|294.5638357028270 -57.4443270566178|       16.3 6.9   |10.648   |~                 |    ~     ~    |    1|  865.307   pc  | -87.442     +87.442   |ST-L    |2017AJ....153...75K
1762|TYC 8481-1089-1                                                                                          |Star                                |01 29 54.5313847800 -59 14 04.517279772|293.8521924078988 -57.2103368495297|   4.105 22.495   |10.686   |~                 |    ~     ~    |    1|   92.774   pc  |  -0.4270     +0.4270  |ST-L    |2020AJ....160...83S
1763|TYC 8849-896-1                                                                                           |Star                                |01 21 31.2996734928 -60 00 32.113904292|296.0845538822078 -56.7175904973013|   -1.215 0.117   |10.93    |~                 |    ~     ~    |    1|  204.331   pc  |  -2.0490     +2.0490  |ST-L    |2020AJ....160...83S
1764|HD 8518                                                                                                  |High Proper Motion Star             |01 22 50.5857228960 -57 11 59.416740996|294.5693768128118 -59.4156055669840|-125.896 -118.187 |10.12    |F8V               |    ~     ~    |    1|  118.069   pc  |  -0.7167     +0.7167  |ST-L    |2020AJ....160...83S
1765|CPD-57 307                                                                                               |Star                                |01 25 11.3025076584 -57 09 14.799908736|293.9422754165901 -59.3811912408290|  -3.748 26.364   |10.729   |~                 |    ~     ~    |    1|  255.497   pc  |  -3.2090     +3.2090  |ST-L    |2020AJ....160...83S
1766|HD 8809                                                                                                  |Star                                |01 25 32.6253593760 -57 08 26.949158052|293.8441169861911 -59.3816117942602|   24.040 7.414   |9.17     |K1III             |    ~     ~    |    1|  319.366   pc  |  -1.3769     +1.3769  |paral   |2020yCat.1350....0G
1767|HD 8178                                                                                                  |High Proper Motion Star             |01 19 58.3067026800 -57 20 56.968388124|295.3782135647974 -59.3586608938291|  50.112 41.163   |7.43     |F3V               |    ~     ~    |    1|  136.374   pc  |  -1.6161     +1.6161  |paral   |2020yCat.1350....0G
1768|CD-58 266                                                                                                |Star                                |01 18 04.7888743800 -57 31 46.705771236|295.9397257874371 -59.2354647587221| 16.160 -13.335   |10.399   |~                 |    ~     ~    |    1| 1715.450   pc  |-144.1000   +144.1000  |ST-L    |2020AJ....160...83S
1769|CD-58 268                                                                                                |Star                                |01 18 20.7580406160 -57 24 46.963256580|295.8247542689964 -59.3423613562920|  2.797 -18.235   |10.806   |~                 |    ~     ~    |    1|  465.614   pc  | -11.0800    +11.0800  |ST-L    |2020AJ....160...83S
1770|HD 7936                                                                                                  |Star                                |01 17 51.7744970544 -55 17 02.764085676|295.0553753089930 -61.4381994569179|-10.706 -39.828   |9.36     |G2V               |    ~     ~    |    1|   91.084   pc  |  -0.1095     +0.1095  |paral   |2020yCat.1350....0G
1771|HD 8051                                                                                                  |Star                                |01 18 55.8319559280 -54 54 50.715615528|294.5712313365701 -61.7656355593441|  -9.670 -8.445   |9.17     |K1III             |    ~     ~    |    1|  480.123   pc  |  -2.7201     +2.7201  |paral   |2020yCat.1350....0G
1772|HD 8286                                                                                                  |Star                                |01 21 04.0154641392 -54 57 29.866572216|293.9634978120749 -61.6510342280761|  11.500 -6.859   |8.11     |K2/3III           |    ~     ~    |    1|  501.178   pc  |  -3.7928     +3.7928  |paral   |2020yCat.1350....0G
1773|CD-55 325                                                                                                |Star                                |01 21 41.0490455184 -54 43 25.708648656|293.6600895997389 -61.8566116786103|  19.713 21.338   |10.644   |~                 |    ~     ~    |    1|  391.691   pc  |  -7.4790     +7.4790  |ST-L    |2020AJ....160...83S
1774|HD 8393                                                                                                  |High Proper Motion Star             |01 22 04.3027768032 -55 14 26.060017848|293.8160731293182 -61.3421872384104|   57.275 7.562   |9.48     |F7wF3             |    ~     ~    |    1|  254.255   pc  |  -2.7570     +2.7570  |ST-L    |2020AJ....160...83S
1775|HD 8503                                                                                                  |Star                                |01 22 54.3410190432 -55 04 15.456907056|293.4860965668339 -61.4764360167407| 20.572 -10.923   |8.82     |K4/5(III)         |    ~     ~    |    1|  796.813   pc  | -11.7458    +11.7458  |paral   |2020yCat.1350....0G
1776|CD-55 338                                                                                                |Star                                |01 23 55.4308833960 -55 15 04.761455868|293.2901491551119 -61.2646332943293|    9.497 7.070   |10.52    |~                 |    ~     ~    |    1|  339.160   pc  |  -6.2770     +6.2770  |ST-L    |2020AJ....160...83S
1777|HD 7608                                                                                                  |Star                                |01 15 00.4665245976 -55 37 57.379332648|296.0275519166705 -61.1785617712474|   10.752 1.394   |7.64     |M2/3III           |    ~     ~    |    1|  505.331   pc  |  -4.3411     +4.3411  |paral   |2020yCat.1350....0G
1778|HD 7664                                                                                                  |Star                                |01 15 30.8753050200 -55 34 40.713732696|295.8600100140142 -61.2184588664675| 14.857 -11.311   |8.88     |K2III             |    ~     ~    |    1|  367.107   pc  |  -1.7115     +1.7115  |paral   |2020yCat.1350....0G
1779|CD-56 267                                                                                                |Star                                |01 19 51.7319321160 -55 40 01.911293580|294.6570505427953 -61.0020432592501|   -7.374 9.968   |10.52    |~                 |    ~     ~    |    1|  325.070   pc  | -45.1000    +45.1000  |ST-L    |2020AJ....160...83S
1780|CPD-56 282                                                                                               |Star                                |01 20 39.3768398256 -55 36 38.524440312|294.4051753222855 -61.0312076226871|  11.021 11.858   |10.556   |~                 |    ~     ~    |    1|  542.542   pc  | -15.2600    +15.2600  |ST-L    |2020AJ....160...83S
1781|CD-56 280                                                                                                |High Proper Motion Star             |01 22 16.3055961480 -55 24 55.570893984|293.8487161161561 -61.1657206968114| 49.720 -17.530   |10.70    |~                 |    ~     ~    |    1|  278.305   pc  |  -3.8150     +3.8150  |ST-L    |2020AJ....160...83S
1782|CD-56 253                                                                                                |Star                                |01 16 35.0432334408 -56 08 40.356592512|295.7860883010636 -60.6334624979707| 29.417 -23.671   |10.204   |~                 |    ~     ~    |    1|  168.369   pc  |  -1.5590     +1.5590  |ST-L    |2020AJ....160...83S
1783|CD-56 271                                                                                                |High Proper Motion Star             |01 20 23.7540253344 -56 04 41.580154956|294.6994987044363 -60.5847771959195|  78.186 13.931   |10.827   |~                 |    ~     ~    |    1|  149.054   pc  |  -1.0810     +1.0810  |ST-L    |2020AJ....160...83S
1784|HD 8297                                                                                                  |Star                                |01 21 05.7730046544 -56 02 34.256691456|294.4891769573895 -60.5965926128747|   15.480 6.383   |9.73     |K0III             |    ~     ~    |    1|  522.220   pc  |  -2.9180     +2.9180  |paral   |2020yCat.1350....0G
1785|HD 8342                                                                                                  |Star                                |01 21 30.4833622368 -56 08 06.706714524|294.4198043603641 -60.4933267427795|  -2.483 -3.782   |10.14    |F3/5IV/V          |    ~     ~    |    1|  256.902   pc  |  -3.3750     +3.3750  |ST-L    |2020AJ....160...83S
1786|CD-56 278                                                                                                |Star                                |01 21 52.0429086048 -55 48 15.253819776|294.1588678262929 -60.8026844146359|  14.219 40.629   |10.52    |~                 |    ~     ~    |    1|  229.022   pc  |  -0.7553     +0.7553  |paral   |2020yCat.1350....0G
1787|HD 8434                                                                                                  |High Proper Motion Star             |01 22 24.6560774568 -55 47 41.449004952|294.0023418951158 -60.7931826939174|  66.811 11.125   |10.14    |F6IV/V            |    ~     ~    |    1|  222.561   pc  |  -2.5990     +2.5990  |ST-L    |2020AJ....160...83S
1788|HD 8504                                                                                                  |Star                                |01 22 53.5156930440 -56 02 52.038519288|293.9963908008554 -60.5314370641031|   7.803 -0.913   |9.93     |G8/K0III          |    ~     ~    |    1|  935.104   pc  |  -9.6186     +9.6186  |paral   |2020yCat.1350....0G
1789|CD-56 287                                                                                                |Star                                |01 24 21.0763859496 -56 06 44.723715552|293.6298363333909 -60.4174403608327|  -6.562 -0.118   |10.61    |~                 |    ~     ~    |    1| 1036.970   pc  | -56.2400    +56.2400  |ST-L    |2020AJ....160...83S
1790|CPD-56 298                                                                                               |Star                                |01 24 22.3544244336 -55 48 25.469350020|293.4628841776889 -60.7115745368085|   3.017 -7.738   |10.37    |~                 |    ~     ~    |    1|  866.802   pc  | -40.6700    +40.6700  |ST-L    |2020AJ....160...83S
1791|CD-56 291                                                                                                |Star                                |01 25 40.8207789552 -56 18 52.312466736|293.3769318319766 -60.1739573021948|   4.983 17.070   |10.58    |~                 |    ~     ~    |    1|  354.042   pc  |  -6.4020     +6.4020  |ST-L    |2020AJ....160...83S
1792|CD-57 242                                                                                                |Spectroscopic Binary                |01 15 04.1940209400 -57 10 18.857343972|296.5887514320194 -59.6643541795387|  -0.802 14.521   |10.40    |~                 |    ~     ~    |    1|  190.520   pc  |  -2.2214     +2.2214  |paral   |2020yCat.1350....0G
1793|HD 7679                                                                                                  |High Proper Motion Star             |01 15 29.8826226264 -57 15 00.470124432|296.5043362792993 -59.5768516075940|   57.062 4.055   |8.70     |K2III/IV          |    ~     ~    |    1|  206.851   pc  |  -1.2323     +1.2323  |paral   |2020yCat.1350....0G
1794|HD 7740                                                                                                  |Double or Multiple Star             |01 15 59.6694 -57 08 50.012            |296.3358028 -59.6654281            |  -1.944 15.203   |10.33    |F3/5IV/V          |    ~     ~    |    0|                |                       |        |                   
1795|HD 7937                                                                                                  |Star                                |01 17 49.7329489464 -57 16 42.328956252|295.9052962682118 -59.4883354907208|   -9.525 9.041   |9.48     |G6/8III           |    ~     ~    |    1|  509.347   pc  |  -3.5024     +3.5024  |paral   |2020yCat.1350....0G
1796|CPD-57 280                                                                                               |Star                                |01 18 31.0843754712 -56 52 13.232441388|295.5578672343669 -59.8685163851470| 35.639 -21.816   |10.54    |~                 |    ~     ~    |    1|  188.477   pc  |  -0.5115     +0.5115  |paral   |2020yCat.1350....0G
1797|CPD-57 281                                                                                               |Double or Multiple Star             |01 18 48.757 -56 36 47.30              |295.370481 -60.111417              |      18.2 32.0   |9.9      |G5                |    ~     ~    |    0|                |                       |        |                   
1798|HD 8095                                                                                                  |Star                                |01 19 09.8418373992 -57 07 26.087948508|295.4932310936644 -59.6021070423540|  28.978 12.721   |9.65     |G6/K0III/IV       |    ~     ~    |    1|  583.942   pc  |  -3.8191     +3.8191  |paral   |2020yCat.1350....0G
1799|CPD-57 286                                                                                               |Star                                |01 19 27.8035071696 -56 22 14.701358496|295.0884714557142 -60.3286747110239|   8.847 -7.352   |10.95    |~                 |    ~     ~    |    1|  434.273   pc  |  -2.6214     +2.6214  |paral   |2020yCat.1350....0G
1800|HD 8148                                                                                                  |Star                                |01 19 39.9671343336 -56 36 58.866693192|295.1419153920390 -60.0829153669139|  -3.296 -0.574   |9.29     |K0III             |    ~     ~    |    1|  566.926   pc  |  -3.5997     +3.5997  |paral   |2020yCat.1350....0G
1801|CD-57 264                                                                                                |High Proper Motion Star             |01 20 24.9189018960 -56 45 32.285207016|295.0044922009458 -59.9210515290714|  36.273 42.579   |10.818   |~                 |    ~     ~    |    1|  220.383   pc  |  -2.3100     +2.3100  |ST-L    |2020AJ....160...83S
1802|CD-57 266                                                                                                |High Proper Motion Star             |01 21 03.1325748000 -56 40 25.952308032|294.7960157274349 -59.9841316427127|  58.754 62.308   |10.56    |~                 |    ~     ~    |    1|  183.360   pc  |  -1.7720     +1.7720  |ST-L    |2020AJ....160...83S
1803|V* BC Phe                                                                                                |RS CVn Variable                     |01 22 18.9828131016 -56 43 53.210629740|294.4861439994709 -59.8875949303326|-11.281 -32.006   |8.920    |G8III(e)          |    ~     ~    |    1|  113.003   pc  |  -0.1711     +0.1711  |paral   |2020yCat.1350....0G
1804|HD 8617                                                                                                  |Star                                |01 23 49.9201649184 -56 36 16.493877108|294.0214263515140 -59.9597345672077|   5.996 -5.523   |8.98     |K0III             |    ~     ~    |    1|  482.765   pc  |  -3.0298     +3.0298  |paral   |2020yCat.1350....0G
1805|CD-57 273                                                                                                |Star                                |01 24 05.6934667632 -56 22 29.112102804|293.8348689276821 -60.1729753802748|   4.721 20.879   |10.77    |~                 |    ~     ~    |    1|  488.317   pc  | -13.6800    +13.6800  |ST-L    |2020AJ....160...83S
1806|CD-57 274                                                                                                |High Proper Motion Star             |01 24 09.6885341880 -56 51 30.496925412|294.0610648617375 -59.7026260981978| 53.228 -35.176   |10.18    |~                 |    ~     ~    |    1|   43.323   pc  |  -0.0255     +0.0255  |paral   |2020yCat.1350....0G
1807|HD 8754                                                                                                  |Star                                |01 25 04.8978812304 -56 43 38.621279280|293.7529208603498 -59.7972582721112|  -6.348 -1.837   |9.56     |K1/2III           |    ~     ~    |    1|  684.135   pc  |  -5.4293     +5.4293  |paral   |2020yCat.1350....0G
1808|HD 8797                                                                                                  |Star                                |01 25 29.3664558672 -56 37 35.762051208|293.5930100676548 -59.8799690944011|   21.406 2.747   |9.61     |K0/1(III)         |    ~     ~    |    1|  456.642   pc  |  -2.2937     +2.2937  |paral   |2020yCat.1350....0G
1809|HD 8860                                                                                                  |Double or Multiple Star             |01 26 08.5199385432 -56 50 16.765947420|293.5324811362851 -59.6524492489122| 194.549 84.615   |9.46     |G6IV              |    ~     ~    |    1|   89.590   pc  |  -0.0963     +0.0963  |paral   |2020yCat.1350....0G
1810|HD 8978                                                                                                  |Star                                |01 27 10.2514402032 -56 25 49.377135576|293.0416794712817 -60.0064465661104|  -36.353 5.884   |8.68     |F5V               |    ~     ~    |    1|   90.151   pc  |  -0.1000     +0.1000  |paral   |2020yCat.1350....0G
1811|V* W Phe                                                                                                 |Mira Variable                       |01 19 52.5918808368 -55 55 04.177292268|294.7695658017696 -60.7574596802635|    2.786 6.717   |8.10     |Me                |    ~     ~    |    1| 1116.071   pc  | -86.4457    +86.4457  |paral   |2020yCat.1350....0G
1812|CD-55 332                                                                                                |Star                                |01 22 54.3718657752 -54 51 56.616032124|293.3756028602295 -61.6748160622589|   19.905 1.013   |10.679   |~                 |    ~     ~    |    1| 1354.540   pc  | -84.8200    +84.8200  |ST-L    |2020AJ....160...83S
1813|TYC 8477-34-1                                                                                            |High Proper Motion Star             |01 19 19.9712803248 -57 28 51.200024376|295.5980630346355 -59.2484009218434|  51.764 20.482   |10.85    |~                 |    ~     ~    |    1|  118.891   pc  |  -0.7028     +0.7028  |ST-L    |2020AJ....160...83S
