C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:35:42

dec >=0&rah >=16.25&rah< 16.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3354

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
2370|BD+28 2569                                                                                                                                  |Star                                |16 26 47.8152532368 +28 24 52.559692632|047.6748810722547 +42.7537256466791|   8.044 18.632   |10.05    |G5             |    ~     ~    |    1|  310.308   pc  |  -1.3192     +1.3192  |paral   |2020yCat.1350....0G
2371|HD 148869                                                                                                                                   |Star                                |16 29 58.6304374800 +28 32 21.277306032|048.0360802144585 +42.0958010624156|  -12.460 6.089   |9.02     |F5             |    ~     ~    |    1|  175.009   pc  |  -0.4349     +0.4349  |paral   |2020yCat.1350....0G
2372|BD+28 2561                                                                                                                                  |Star                                |16 24 32.0482497120 +27 42 36.757070136|046.5912818124694 +43.0939618792902|  -8.130 -3.214   |10.43    |G5             |    ~     ~    |    1|  218.050   pc  |  -0.5991     +0.5991  |paral   |2020yCat.1350....0G
2373|HD 148097                                                                                                                                   |Star                                |16 24 45.6629408928 +27 45 14.779853928|046.6646759348015 +43.0542916080554|   -3.930 1.499   |8.55     |A5             |    ~     ~    |    1|  233.716   pc  |  -0.8685     +0.8685  |paral   |2020yCat.1350....0G
2374|BD+28 2568                                                                                                                                  |Star                                |16 26 45.1494634560 +27 45 37.275158700|046.8019981412409 +42.6253360209987|   6.243 -7.808   |9.74     |G5             |    ~     ~    |    1|  570.972   pc  | -10.0411    +10.0411  |paral   |2020yCat.1350....0G
2375|BD+27 2628                                                                                                                                  |Star                                |16 21 06.0544285008 +27 16 26.239418472|045.7790802325555 +43.7435767557931|   1.472 11.129   |10.10    |K0             |    ~     ~    |    1|  584.078   pc  |  -4.2643     +4.2643  |paral   |2020yCat.1350....0G
2376|BD+27 2630                                                                                                                                  |Star                                |16 21 27.7900762368 +27 11 57.841255824|045.7026534531219 +43.6487658151505|  0.532 -26.877   |9.17     |K5             |    ~     ~    |    1|  686.625   pc  |  -6.8361     +6.8361  |paral   |2020yCat.1350....0G
2377|HD 147609                                                                                                                                   |Spectroscopic Binary                |16 21 51.9907270896 +27 22 27.247560924|045.9652963679223 +43.5992522391070|-10.351 -25.751   |9.18     |G5             |    ~     ~    |    1|  166.417   pc  |  -4.0988     +4.0988  |paral   |2020yCat.1350....0G
2378|BD+27 2632                                                                                                                                  |Spectroscopic Binary                |16 22 10.1729616120 +27 27 58.560273108|046.1093465234367 +43.5534107753973|-25.939 -19.297   |10.57    |F8             |    ~     ~    |    1|  205.457   pc  |  -3.7865     +3.7865  |paral   |2020yCat.1350....0G
2379|BD+27 2633                                                                                                                                  |Star                                |16 22 38.4915374712 +26 53 48.374685384|045.3759274448610 +43.3259184396543| -30.279 10.273   |10.09    |K0             |    ~     ~    |    1|  443.341   pc  |  -2.2996     +2.2996  |paral   |2020yCat.1350....0G
2380|BD+27 2634                                                                                                                                  |Spectroscopic Binary                |16 22 53.0451846888 +27 06 02.147083596|045.6656044454790 +43.3186877810667|   11.519 0.491   |9.94     |F8             |    ~     ~    |    1|  445.157   pc  |  -2.8139     +2.8139  |paral   |2020yCat.1350....0G
2381|BD+27 2637                                                                                                                                  |Star                                |16 23 02.2999695216 +27 27 56.049549804|046.1656006064648 +43.3650703296920|  -5.963 -3.365   |10.36    |M0             |    ~     ~    |    1|  648.004   pc  |  -5.1649     +5.1649  |paral   |2020yCat.1350....0G
2382|BD+27 2638                                                                                                                                  |Red Giant Branch star               |16 23 29.6838592056 +27 08 03.329921004|045.7520146264350 +43.1936439572536|  -5.405 -4.511   |9.82     |K0             |    ~     ~    |    1|  525.017   pc  |  -3.5834     +3.5834  |paral   |2020yCat.1350....0G
2383|HD 147981                                                                                                                                   |Star                                |16 23 57.4273330176 +27 20 20.740189344|046.0570001219526 +43.1385214012072|   10.222 2.847   |8.87     |G5             |    ~     ~    |    1|  169.684   pc  |  -0.4233     +0.4233  |paral   |2020yCat.1350....0G
2384|AG+27 1526                                                                                                                                  |Long-Period Variable                |16 25 44.5620204720 +27 28 23.944520244|046.3545606673155 +42.7812487647738|  -1.860 -6.010   |10.96    |~              |    ~     ~    |    1| 2663.116   pc  |-147.5175   +147.5175  |paral   |2020yCat.1350....0G
2385|BD+27 2643                                                                                                                                  |Star                                |16 25 59.0071075560 +27 38 05.550671616|046.5852031756413 +42.7643832611485|  -0.373 -4.802   |9.15     |K2             |    ~     ~    |    1|  687.947   pc  |  -6.4838     +6.4838  |paral   |2020yCat.1350....0G
2386|BD+27 2644                                                                                                                                  |Star                                |16 26 32.5434501552 +27 27 44.875272780|046.3931586353881 +42.6058107800474| 17.227 -26.199   |9.55     |G5             |    ~     ~    |    1|  133.624   pc  |  -0.2214     +0.2214  |paral   |2020yCat.1350....0G
2387|BD+27 2645                                                                                                                                  |Star                                |16 26 36.7692724248 +27 05 12.276453696|045.9006848493300 +42.5067376067950|  -5.229 -3.133   |9.61     |F5             |    ~     ~    |    1|  303.003   pc  |  -1.3863     +1.3863  |paral   |2020yCat.1350....0G
2388|HD 148466                                                                                                                                   |Double or Multiple Star             |16 27 18.61237 +26 53 09.0827          |045.68372583 +42.30968115          |    16.61 -6.34   |9.470    |K0             |    ~     ~    |    0|                |                       |        |                   
2389|HD 148630                                                                                                                                   |Star                                |16 28 21.9482194344 +27 09 33.569127612|046.1157726596714 +42.1432541243054|  -22.079 8.134   |9.12     |K0             |    ~     ~    |    1|  307.191   pc  |  -1.3211     +1.3211  |paral   |2020yCat.1350....0G
2390|BD+27 2653                                                                                                                                  |Star                                |16 29 39.7741444992 +26 43 42.133442484|045.6416853861393 +41.7624955310630|   5.503 -3.680   |9.51     |K2             |    ~     ~    |    1| 1102.171   pc  | -14.5774    +14.5774  |paral   |2020yCat.1350....0G
2391|BD+26 2835                                                                                                                                  |Star                                |16 24 21.0055770840 +26 26 38.578577100|044.8920728260089 +42.8507488143153| 15.447 -11.551   |9.13     |K0             |    ~     ~    |    1|  447.367   pc  |  -2.4617     +2.4617  |paral   |2020yCat.1350....0G
2392|TYC 2051-185-1                                                                                                                              |Star                                |16 24 16.6471049784 +26 27 44.352536472|044.9111414578764 +42.8708185588269| -12.463 26.928   |10.50    |F8             |    ~     ~    |    1|  190.781   pc  |  -0.6479     +0.6479  |paral   |2020yCat.1350....0G
2393|BD+26 2837                                                                                                                                  |Star                                |16 24 53.4818194608 +26 26 56.608383948|044.9372643520479 +42.7341114103690|  -9.094 23.163   |9.86     |K0             |    ~     ~    |    1|  179.973   pc  |  -0.3854     +0.3854  |paral   |2020yCat.1350....0G
2394|BD+26 2843                                                                                                                                  |Spectroscopic Binary                |16 27 23.2437526008 +26 13 24.396082104|044.8196933414174 +42.1373529884923| -20.326 -1.862   |9.89     |G5             |    ~     ~    |    1|  254.505   pc  |  -4.7090     +4.7090  |paral   |2020yCat.1350....0G
2395|HD 148553                                                                                                                                   |Double or Multiple Star             |16 27 57.3773 +26 32 23.488            |045.2748351 +42.0888258            |  -13.20 -20.60   |8.93     |G5             |    ~     ~    |    0|                |                       |        |                   
2396|BD+26 2848                                                                                                                                  |High Proper Motion Star             |16 29 09.2051592936 +26 38 43.174128588|045.4974991316000 +41.8535819219862|-65.066 -54.810   |9.75     |G0             |    ~     ~    |    1|  119.801   pc  |  -0.1794     +0.1794  |paral   |2020yCat.1350....0G
2397|HD 148265                                                                                                                                   |Star                                |16 25 55.0833814104 +26 08 27.082448448|044.6045153619587 +42.4375977260319|   -2.517 0.991   |9.66     |A              |    ~     ~    |    1| 1409.443   pc  | -60.5892    +60.5892  |paral   |2020yCat.1350....0G
2398|RX J1629.7+2810                                                                                                                             |BY Dra Variable                     |16 29 46.5990785112 +28 10 38.107605360|047.5467934130355 +42.0626248163094|-11.349 -15.639   |10.44    |~              |    ~     ~    |    1|  132.820   pc  |  -0.2135     +0.2135  |paral   |2020yCat.1350....0G
2399|TYC 2047-66-1                                                                                                                               |Star                                |16 21 03.2483485512 +26 01 03.618962796|044.0859344469768 +43.4690858042262| -16.476 -0.478   |10.48    |~              |    ~     ~    |    1|  216.516   pc  |  -1.9924     +1.9924  |paral   |2020yCat.1350....0G
2400|TYC 2047-86-1                                                                                                                               |Star                                |16 20 08.5232731512 +26 03 31.579049952|044.0744228250018 +43.6778784263445|   1.242 -0.680   |10.72    |~              |    ~     ~    |    1|  956.572   pc  | -10.8888    +10.8888  |paral   |2020yCat.1350....0G
2401|TYC 2047-144-1                                                                                                                              |Star                                |16 22 05.7189113184 +26 08 59.797635144|044.3386403282174 +43.2731113186640| 12.768 -16.158   |10.39    |~              |    ~     ~    |    1|  318.979   pc  |  -1.2617     +1.2617  |paral   |2020yCat.1350....0G
2402|TYC 2047-702-1                                                                                                                              |Star                                |16 22 45.6661474032 +26 12 49.079456496|044.4717868545025 +43.1429214824719|  -3.238 -7.709   |10.47    |~              |    ~     ~    |    1|  791.014   pc  |  -7.5084     +7.5084  |paral   |2020yCat.1350....0G
2403|TYC 2050-398-1                                                                                                                              |Star                                |16 18 48.6811993536 +27 30 04.882382388|045.9371087631363 +44.2886409355853| -22.590 -0.089   |10.81    |~              |    ~     ~    |    1|  259.302   pc  |  -0.8674     +0.8674  |paral   |2020yCat.1350....0G
2404|TYC 2050-599-1                                                                                                                              |Star                                |16 18 50.5831118256 +27 39 52.742764008|046.1622923583141 +44.3159026105473|    3.893 6.714   |10.73    |~              |    ~     ~    |    1|  410.627   pc  |  -2.1077     +2.1077  |paral   |2020yCat.1350....0G
2405|TYC 2050-909-1                                                                                                                              |Star                                |16 19 08.1721872120 +27 42 50.245654932|046.2484835287267 +44.2626497473117|  1.218 -14.631   |10.06    |~              |    ~     ~    |    1|  257.427   pc  |  -1.1928     +1.1928  |paral   |2020yCat.1350....0G
2406|TYC 2050-945-1                                                                                                                              |Star                                |16 19 21.1617357216 +27 01 10.844361336|045.3171030929565 +44.0677980835974| 10.051 -21.837   |10.66    |~              |    ~     ~    |    1|  858.369   pc  |  -8.4732     +8.4732  |paral   |2020yCat.1350....0G
2407|TYC 2050-1217-1                                                                                                                             |Star                                |16 19 02.2362373752 +26 49 03.419274504|045.0211759273409 +44.0918918595879|  -7.964 -0.501   |9.94     |~              |    ~     ~    |    1|  942.951   pc  | -11.7369    +11.7369  |paral   |2020yCat.1350....0G
2408|TYC 2051-12-1                                                                                                                               |Star                                |16 19 37.1111842320 +26 16 20.931536676|044.3242944189597 +43.8418974753124|   0.278 -8.702   |10.38    |~              |    ~     ~    |    1|  865.876   pc  | -10.0465    +10.0465  |paral   |2020yCat.1350....0G
2409|TYC 2051-72-1                                                                                                                               |High Proper Motion Star             |16 20 54.7809176352 +26 27 20.877633792|044.6634990565203 +43.6019200618181| -18.463 60.702   |9.80     |~              |    ~     ~    |    1|  266.866   pc  |  -0.7549     +0.7549  |paral   |2020yCat.1350....0G
2410|TYC 2051-271-1                                                                                                                              |Star                                |16 24 51.7224299544 +26 41 39.350795244|045.2600962543585 +42.7973487026149|  -2.512 -4.235   |10.20    |~              |    ~     ~    |    1|  946.163   pc  | -11.0113    +11.0113  |paral   |2020yCat.1350....0G
2411|TYC 2051-281-1                                                                                                                              |Star                                |16 25 08.0338858224 +26 19 35.381875404|044.7925279458655 +42.6525324479023|  4.804 -18.537   |10.94    |~              |    ~     ~    |    1|  886.603   pc  | -10.6119    +10.6119  |paral   |2020yCat.1350....0G
2412|TYC 2051-328-1                                                                                                                              |Star                                |16 25 54.0695497200 +26 47 31.098815592|045.4620234059445 +42.5940221735445| -9.882 -10.656   |10.92    |~              |    ~     ~    |    1|  287.853   pc  |  -1.4169     +1.4169  |paral   |2020yCat.1350....0G
2413|TYC 2051-331-1                                                                                                                              |Star                                |16 24 50.1887205600 +26 30 10.060880976|045.0045165026709 +42.7585931205133|   -8.057 2.538   |10.56    |~              |    ~     ~    |    1|  833.820   pc  |  -8.8993     +8.8993  |paral   |2020yCat.1350....0G
2414|TYC 2051-337-1                                                                                                                              |Star                                |16 26 41.0607768792 +26 39 38.908515420|045.3437584474972 +42.3935671125228|  16.620 12.160   |10.85    |~              |    ~     ~    |    1|  197.793   pc  |  -0.4890     +0.4890  |paral   |2020yCat.1350....0G
2415|TYC 2051-347-1                                                                                                                              |Star                                |16 26 52.4556726696 +26 22 25.998196764|044.9799353613372 +42.2849112793769|  -13.873 6.046   |10.56    |~              |    ~     ~    |    1|  767.048   pc  |  -6.7073     +6.7073  |paral   |2020yCat.1350....0G
2416|TYC 2051-448-1                                                                                                                              |Star                                |16 24 40.2020241648 +27 48 49.178232072|046.7384605314945 +43.0866453556739|  -3.125 12.257   |10.64    |~              |    ~     ~    |    1|  272.554   pc  |  -0.7726     +0.7726  |paral   |2020yCat.1350....0G
2417|TYC 2051-578-1                                                                                                                              |Star                                |16 25 24.7675620144 +27 35 49.276702320|046.4974554671645 +42.8795812602905| 15.529 -22.191   |9.85     |~              |    ~     ~    |    1|  646.078   pc  |  -4.5081     +4.5081  |paral   |2020yCat.1350....0G
2418|TYC 2051-670-1                                                                                                                              |Star                                |16 23 10.8349138320 +27 48 05.083932204|046.6263256184600 +43.4059536835771|   -9.177 4.424   |10.57    |~              |    ~     ~    |    1|  905.715   pc  |  -9.1876     +9.1876  |paral   |2020yCat.1350....0G
2419|TYC 2051-680-1                                                                                                                              |High Proper Motion Star             |16 21 00.8040831744 +27 34 39.450150732|046.1841885416593 +43.8275930701017| -72.500 -0.596   |9.85     |~              |    ~     ~    |    1|  125.758   pc  |  -0.1977     +0.1977  |paral   |2020yCat.1350....0G
2420|TYC 2051-773-1                                                                                                                              |Star                                |16 24 31.2834270768 +27 02 25.224643500|045.6964356794898 +42.9499432138176|  2.064 -19.430   |10.58    |~              |    ~     ~    |    1|  898.957   pc  | -10.9905    +10.9905  |paral   |2020yCat.1350....0G
2421|TYC 2051-903-1                                                                                                                              |Spectroscopic Binary                |16 25 46.8238524528 +26 58 16.351040064|045.6908458662493 +42.6611455148688| -5.576 -15.697   |10.88    |~              |    ~     ~    |    1| 1769.598   pc  | -43.5275    +43.5275  |paral   |2020yCat.1350....0G
2422|TYC 2051-920-1                                                                                                                              |Star                                |16 27 28.2322828728 +27 39 49.332980592|046.7207710184333 +42.4492250795838| 12.060 -10.573   |9.52     |~              |    ~     ~    |    1|   78.035   pc  |  -0.0786     +0.0786  |paral   |2020yCat.1350....0G
2423|TYC 2051-978-1                                                                                                                              |Star                                |16 24 25.0464706824 +27 38 20.342749776|046.4884169698081 +43.1039262807718|-40.905 -12.868   |10.15    |~              |    ~     ~    |    1|  115.552   pc  |  -0.1749     +0.1749  |paral   |2020yCat.1350....0G
2424|TYC 2051-1015-1                                                                                                                             |Star                                |16 26 26.6618925552 +26 49 50.942871264|045.5511138922441 +42.4849809978907| -23.693 31.522   |10.34    |~              |    ~     ~    |    1|  164.314   pc  |  -0.4752     +0.4752  |paral   |2020yCat.1350....0G
2425|TYC 2051-1057-1                                                                                                                             |High Proper Motion Star             |16 21 31.4148442536 +27 44 22.515634788|046.4364900132866 +43.7512934454503| -78.298 43.906   |9.97     |~              |    ~     ~    |    1|  148.076   pc  |  -0.3333     +0.3333  |paral   |2020yCat.1350....0G
2426|TYC 2051-1086-1                                                                                                                             |Star                                |16 25 17.3268064152 +27 19 28.662335724|046.1266228130586 +42.8468313002982|   -1.606 1.304   |10.53    |M0e            |    ~     ~    |    1| 2292.001   pc  | -66.1912    +66.1912  |paral   |2020yCat.1350....0G
2427|TYC 2051-1087-1                                                                                                                             |Star                                |16 21 02.0352841848 +27 30 43.078178808|046.0966019289892 +43.8092107476675|  -7.860 -0.037   |10.01    |~              |    ~     ~    |    1|  621.543   pc  |  -5.0221     +5.0221  |paral   |2020yCat.1350....0G
2428|TYC 2051-1166-1                                                                                                                             |Star                                |16 23 09.4168388376 +27 17 39.346209636|045.9435847877864 +43.3021338152764|  -3.449 -4.193   |10.99    |~              |    ~     ~    |    1| 1639.882   pc  | -34.4219    +34.4219  |paral   |2020yCat.1350....0G
2429|TYC 2052-186-1                                                                                                                              |Star                                |16 29 55.6156502280 +26 37 29.506536876|045.5255399499701 +41.6807801166779| -24.513 23.589   |10.45    |~              |    ~     ~    |    1|  340.205   pc  |  -1.4699     +1.4699  |paral   |2020yCat.1350....0G
2430|TYC 2052-587-1                                                                                                                              |Star                                |16 28 28.6692635592 +27 49 04.924742052|046.9902685031483 +42.2652886622253|  -2.650 -1.841   |10.36    |~              |    ~     ~    |    1| 2691.790   pc  | -97.8174    +97.8174  |paral   |2020yCat.1350....0G
2431|TYC 2052-873-1                                                                                                                              |Star                                |16 28 57.0315272304 +27 35 59.334359568|046.7338324222597 +42.1153996161313|  15.190 -9.090   |10.83    |~              |    ~     ~    |    1|  256.213   pc  |  -0.7746     +0.7746  |paral   |2020yCat.1350....0G
2432|TYC 2052-1173-1                                                                                                                             |Star                                |16 29 03.8700392400 +27 03 20.021512392|046.0274732545537 +41.9681980160216|  -12.509 1.119   |10.25    |~              |    ~     ~    |    1|  170.062   pc  |  -0.3904     +0.3904  |paral   |2020yCat.1350....0G
2433|TYC 2052-1187-1                                                                                                                             |Star                                |16 29 13.1058269616 +27 31 49.332881244|046.6603314275971 +42.0421081757999|   -5.311 3.264   |10.51    |~              |    ~     ~    |    1|  864.155   pc  |  -9.4839     +9.4839  |paral   |2020yCat.1350....0G
2434|TYC 2055-214-1                                                                                                                              |Red Giant Branch star               |16 25 38.4357973968 +28 46 39.339765876|048.0901773764759 +43.0757225108001|  -2.529 -7.806   |10.86    |~              |    ~     ~    |    1| 1833.181   pc  | -41.3348    +41.3348  |paral   |2020yCat.1350....0G
2435|TYC 2055-256-1                                                                                                                              |Star                                |16 23 57.7148447040 +28 09 20.859755256|047.1524955900965 +43.3111389662234|   15.816 0.524   |10.14    |~              |    ~     ~    |    1|  251.244   pc  |  -0.7890     +0.7890  |paral   |2020yCat.1350....0G
2436|TYC 2055-304-1                                                                                                                              |Spectroscopic Binary                |16 24 36.2094948096 +28 39 59.979183912|047.8790990107684 +43.2764993774961|   7.169 -6.523   |10.82    |~              |    ~     ~    |    1|  382.790   pc  |  -2.5349     +2.5349  |paral   |2020yCat.1350....0G
2437|TYC 2055-336-1                                                                                                                              |High Proper Motion Star             |16 26 47.3976236520 +28 47 51.736448544|048.1856769303359 +42.8329538124621| 38.318 -48.114   |10.44    |~              |    ~     ~    |    1|  201.658   pc  |  -0.5571     +0.5571  |paral   |2020yCat.1350....0G
2438|TYC 2055-902-1                                                                                                                              |Star                                |16 19 46.7347307256 +28 19 45.685223904|047.1300076793423 +44.2484577968351| -1.837 -40.668   |10.76    |~              |    ~     ~    |    1|  265.168   pc  |  -0.9070     +0.9070  |paral   |2020yCat.1350....0G
2439|TYC 2056-1185-1                                                                                                                             |Star                                |16 29 25.7112863304 +28 34 40.666641456|048.0534487133128 +42.2216877914979|   10.877 9.419   |10.73    |~              |    ~     ~    |    1|  633.192   pc  |  -5.6531     +5.6531  |paral   |2020yCat.1350....0G
2440|GSC 02051-00666                                                                                                                             |Long-Period Variable Candidate      |16 26 10.9387075464 +27 56 52.451086956|047.0145907317393 +42.7885947938375|  -0.904 -7.157   |10.88    |M2e            |    ~     ~    |    1| 3700.96    pc  |-217.784    +217.784   |paral   |2020yCat.1350....0G
2441|BD+31 2837                                                                                                                                  |Spectroscopic Binary                |16 18 43.7581378056 +30 59 22.727331348|050.7523014143086 +44.9391062910133|   0.502 -5.658   |10.86    |F8             |    ~     ~    |    1|  409.551   pc  | -12.4457    +12.4457  |paral   |2020yCat.1350....0G
2442|BD+30 2779                                                                                                                                  |High Proper Motion Star             |16 15 29.0203003176 +30 32 31.919280108|049.9724607266014 +45.5595036021576|  55.689 -5.317   |10.90    |K0             |    ~     ~    |    1|  126.070   pc  |  -0.1812     +0.1812  |paral   |2020yCat.1350....0G
2443|HD 146536                                                                                                                                   |Star                                |16 15 37.1120014344 +30 12 01.779238908|049.4974166103196 +45.4769399831506|  6.519 -10.135   |9.70     |A5             |    ~     ~    |    1|  387.717   pc  |  -2.4353     +2.4353  |paral   |2020yCat.1350....0G
2444|BD+30 2781                                                                                                                                  |Star                                |16 15 58.9122922128 +30 32 21.639186132|049.9921465702629 +45.4530853167209| -5.034 -14.280   |9.88     |K2             |    ~     ~    |    1| 1116.695   pc  | -15.4629    +15.4629  |paral   |2020yCat.1350....0G
2445|BD+30 2786                                                                                                                                  |High Proper Motion Star             |16 17 22.3064525616 +30 16 26.710791024|049.6875248070973 +45.1150999926863|-103.119 -48.198  |10.73    |G5             |    ~     ~    |    1|  127.458   pc  |  -0.2047     +0.2047  |paral   |2020yCat.1350....0G
2446|BD+30 2784                                                                                                                                  |Star                                |16 16 45.5083727352 +29 46 08.425134012|048.9501952422895 +45.1622047028067|  -3.437 -7.091   |10.19    |F8             |    ~     ~    |    1|  218.508   pc  |  -0.6589     +0.6589  |paral   |2020yCat.1350....0G
2447|BD+29 2798                                                                                                                                  |Star                                |16 15 02.2353407664 +29 23 42.951348636|048.3352412556589 +45.4666915569975|  7.343 -27.802   |9.29     |K2             |    ~     ~    |    1|  618.276   pc  |  -4.8165     +4.8165  |paral   |2020yCat.1350....0G
2448|HD 146622                                                                                                                                   |Double or Multiple Star             |16 16 05.43419 +29 36 27.4102          |048.68928770 +45.27759214          |    4.97 -30.49   |8.98     |F5             |    ~     ~    |    0|                |                       |        |                   
2449|HD 146672                                                                                                                                   |High Proper Motion Star             |16 16 27.1494979296 +28 56 11.546168892|047.7722537500823 +45.0807945088822|  -54.168 7.291   |8.99     |F8             |    ~     ~    |    1|  113.911   pc  |  -0.1946     +0.1946  |paral   |2020yCat.1350....0G
2450|BD+29 2802                                                                                                                                  |Star                                |16 16 25.4691328752 +29 28 32.976971112|048.5228078730018 +45.1832728838539|   -3.096 3.839   |9.75     |G5             |    ~     ~    |    1|  284.852   pc  |  -1.7202     +1.7202  |paral   |2020yCat.1350....0G
2451|* ups CrB                                                                                                                                   |Spectroscopic Binary                |16 16 44.7870960912 +29 09 00.938241288|048.0863603335115 +45.0564853787298| 23.672 -16.546   |5.779    |A3V            |    ~     ~    |    1|  188.726   pc  |  -1.2359     +1.2359  |paral   |2020yCat.1350....0G
2452|AG+29 1568                                                                                                                                  |Star                                |16 16 47.2028944152 +29 10 22.256099832|048.1200533516589 +45.0519073037352|  17.480 -8.676   |10.38    |G0             |    ~     ~    |    1|  303.380   pc  |  -1.1321     +1.1321  |paral   |2020yCat.1350....0G
2453|HD 146829                                                                                                                                   |Pulsating Variable                  |16 17 09.3053930040 +29 25 42.013703856|048.4960479830799 +45.0183659362960| -13.661 26.507   |7.53     |F0             |    ~     ~    |    1|  186.213   pc  |  -0.6033     +0.6033  |paral   |2020yCat.1350....0G
2454|BD+29 2806                                                                                                                                  |Spectroscopic Binary                |16 17 30.0462941856 +29 38 04.196089572|048.8016926311770 +44.9803349786268| -11.084 19.163   |10.58    |G0             |    ~     ~    |    1|  274.273   pc  |  -1.2713     +1.2713  |paral   |2020yCat.1350....0G
2455|HD 146640                                                                                                                                   |High Proper Motion Star             |16 16 17.4409274088 +28 33 35.457094764|047.2389375147402 +45.0453706727549| 54.639 -90.569   |8.98     |G5             |    ~     ~    |    1|  105.855   pc  |  -0.1401     +0.1401  |paral   |2020yCat.1350....0G
2456|BD+28 2542                                                                                                                                  |High Proper Motion Star             |16 16 44.5205711568 +28 29 44.827991340|047.1767057150875 +44.9358519473139|-57.028 -28.508   |9.64     |G0             |    ~     ~    |    1|   84.334   pc  |  -0.0754     +0.0754  |paral   |2020yCat.1350....0G
2457|IRAS 16132+2956                                                                                                                             |Star                                |16 15 15.7813434528 +29 49 28.288072920|048.9504303495743 +45.4913558605091| -5.105 -10.735   |10.30    |~              |    ~     ~    |    1| 1867.065   pc  | -58.5637    +58.5637  |paral   |2020yCat.1350....0G
2458|BD+29 2804                                                                                                                                  |Star                                |16 16 52.0304591856 +29 10 19.664697108|048.1235255432578 +45.0345011973024|   3.800 -1.553   |10.21    |M5             |    ~     ~    |    1|  761.093   pc  | -16.1035    +16.1035  |paral   |2020yCat.1350....0G
2459|TYC 2054-140-1                                                                                                                              |Star                                |16 15 03.2966965656 +29 41 09.053610576|048.7445704951407 +45.5126336783199|-12.579 -11.132   |10.84    |~              |    ~     ~    |    1| 2668.090   pc  | -91.1194    +91.1194  |paral   |2020yCat.1350....0G
2460|TYC 2054-208-1                                                                                                                              |High Proper Motion Star             |16 16 18.6036324528 +29 31 15.440325024|048.5797367484090 +45.2156355930612| -34.764 50.693   |10.30    |~              |    ~     ~    |    1|  491.087   pc  |  -2.7734     +2.7734  |paral   |2020yCat.1350....0G
2461|TYC 2054-353-1                                                                                                                              |Star                                |16 16 00.7369817496 +28 27 46.661904144|047.0877913138580 +45.0869808445049|    5.012 1.593   |9.65     |~              |    ~     ~    |    1|  989.511   pc  | -11.5538    +11.5538  |paral   |2020yCat.1350....0G
2462|TYC 2054-498-1                                                                                                                              |Horizontal Branch Star              |16 17 00.3598247952 +29 13 49.632004380|048.2124024849427 +45.0151783138601|   2.277 -2.269   |10.60    |~              |    ~     ~    |    1|  940.468   pc  | -11.0560    +11.0560  |paral   |2020yCat.1350....0G
2463|TYC 2054-564-1                                                                                                                              |Star                                |16 18 28.1968094208 +29 29 06.175352616|048.6461739176229 +44.7466614537406|  -12.034 2.186   |10.62    |~              |    ~     ~    |    1|  225.240   pc  | -13.8350    +13.8350  |paral   |2020yCat.1350....0G
2464|TYC 2054-566-1                                                                                                                              |Star                                |16 18 23.9083763736 +29 33 34.534635120|048.7456481947927 +44.7751173974657|  -10.350 7.619   |10.51    |~              |    ~     ~    |    1|  914.328   pc  | -11.5367    +11.5367  |paral   |2020yCat.1350....0G
2465|TYC 2054-582-1                                                                                                                              |Star                                |16 17 01.6301871000 +29 43 56.302417560|048.9130105917905 +45.0984866695882|   0.431 -4.801   |10.78    |~              |    ~     ~    |    1|  977.517   pc  | -11.5620    +11.5620  |paral   |2020yCat.1350....0G
2466|TYC 2054-900-1                                                                                                                              |High Proper Motion Star             |16 18 35.1739102176 +29 38 51.715034556|048.8778849080844 +44.7503671146640| 28.044 -76.486   |10.95    |~              |    ~     ~    |    1|  156.887   pc  |  -0.3151     +0.3151  |paral   |2020yCat.1350....0G
2467|TYC 2054-942-1                                                                                                                              |Star                                |16 17 56.7963916296 +28 39 53.942897304|047.4819633321837 +44.7085117760260|   0.860 -3.515   |10.19    |~              |    ~     ~    |    1|  854.117   pc  | -19.0404    +19.0404  |paral   |2020yCat.1350....0G
2468|TYC 2580-1695-1                                                                                                                             |High Proper Motion Star             |16 16 34.4371282536 +30 37 41.651125716|050.1453450526678 +45.3409800448392| 35.668 -38.729   |10.82    |~              |    ~     ~    |    1|  212.707   pc  |  -0.5610     +0.5610  |paral   |2020yCat.1350....0G
2469|TYC 2580-2231-1                                                                                                                             |High Proper Motion Star             |16 17 29.5928575536 +30 06 46.272745584|049.4683073417555 +45.0628400205274|-21.479 102.227   |10.45    |~              |    ~     ~    |    1|  170.120   pc  |  -0.3965     +0.3965  |paral   |2020yCat.1350....0G
2470|TYC 2580-2364-1                                                                                                                             |Star                                |16 16 07.4123437872 +30 02 04.862368536|049.2896375125887 +45.3422484314209|    3.347 0.084   |10.96    |~              |    ~     ~    |    1| 1035.626   pc  | -15.8733    +15.8733  |paral   |2020yCat.1350....0G
