C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:10:47

dec< 0&rah >=13.0&rah< 13.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5348

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
4663|TYC 8657-305-2                                                                                           |Star                                |13 12 09.551 -57 22 37.09              |305.734347 +05.381984              |      -10.5 4.5   |10.11    |~                |    ~     ~    |    0|                |                       |        |                   
4664|TYC 8657-347-1                                                                                           |Star                                |13 09 04.1855940072 -57 48 44.415946080|305.2872523915692 +04.9787533221340|   -3.580 0.746   |10.93    |~                |    ~     ~    |    1| 1280.574   pc  | -37.5530    +37.5530  |paral   |2020yCat.1350....0G
4665|TYC 8657-404-1                                                                                           |Star                                |13 09 59.9638832280 -57 03 15.367250304|305.4662756355273 +05.7261135093057| -6.971 -35.901   |10.83    |~                |    ~     ~    |    1|  185.508   pc  |  -0.4474     +0.4474  |paral   |2020yCat.1350....0G
4666|TYC 8657-422-1                                                                                           |Star                                |13 10 38.9079289920 -57 46 11.107305516|305.5009414613433 +05.0061395823303| -10.541 -1.814   |10.99    |~                |    ~     ~    |    1|  767.401   pc  |  -8.0680     +8.0680  |paral   |2020yCat.1350....0G
4667|TYC 8657-598-1                                                                                           |Star                                |13 09 10.9901434440 -57 59 03.813821520|305.2904453859522 +04.8060692040561|  -9.934 -1.538   |10.87    |~                |    ~     ~    |    1|  561.987   pc  | -12.1594    +12.1594  |paral   |2020yCat.1350....0G
4668|TYC 8657-669-1                                                                                           |Star                                |13 14 08.3926114104 -57 41 49.993042380|305.9730951727516 +05.0404138540239|  -5.998 -2.410   |10.57    |~                |    ~     ~    |    1| 1440.922   pc  | -44.6395    +44.6395  |paral   |2020yCat.1350....0G
4669|TYC 8657-742-1                                                                                           |Star                                |13 09 45.6515073840 -58 04 16.694128488|305.3608709318326 +04.7140039719632| -11.793 -0.136   |10.48    |~                |    ~     ~    |    1|  622.859   pc  |  -4.8494     +4.8494  |paral   |2020yCat.1350....0G
4670|GSC 08657-01710                                                                                          |Double or Multiple Star             |13 12 31.8891447360 -56 28 19.777580616|305.8593628437315 +06.2796434349596|  -3.798 -5.081   |10.265   |~                |    ~     ~    |    1|  772.529   pc  | -35.9500    +35.9500  |ST-L    |2020AJ....160...83S
4671|HD 114032                                                                                                |Star                                |13 08 42.8738539440 -57 03 33.871196016|305.2907914561441 +05.7331894933613|  -7.454 -1.046   |9.97     |A0IV             |    ~     ~    |    1|  817.728   pc  | -19.0574    +19.0574  |paral   |2020yCat.1350....0G
4672|TYC 8660-7-1                                                                                             |Star                                |13 04 08.2976795952 -58 14 34.604639592|304.6077890761052 +04.5874696107301|  -12.779 3.462   |10.85    |~                |    ~     ~    |    1| 1467.998   pc  | -40.5143    +40.5143  |paral   |2020yCat.1350....0G
4673|TYC 8660-65-1                                                                                            |Star                                |13 00 30.4956706320 -58 14 47.229937476|304.1289187006111 +04.6042124797517|  -5.816 -0.284   |10.86    |~                |    ~     ~    |    1| 1526.485   pc  | -50.5644    +50.5644  |paral   |2020yCat.1350....0G
4674|TYC 8660-97-1                                                                                            |Star                                |13 01 25.5010863336 -58 15 50.426401104|304.2491550284846 +04.5821949495436| -10.956 -8.705   |10.95    |~                |    ~     ~    |    1| 1451.168   pc  | -29.4824    +29.4824  |paral   |2020yCat.1350....0G
4675|TYC 8660-446-1                                                                                           |Star                                |13 03 46.1263066344 -58 27 45.796868316|304.5484856426951 +04.3703169358654| -11.376 -2.416   |10.86    |~                |    ~     ~    |    1| 1484.120   pc  | -32.8189    +32.8189  |paral   |2020yCat.1350....0G
4676|TYC 8660-603-1                                                                                           |Star                                |13 02 07.0163648376 -59 39 49.021527384|304.2820708348727 +03.1801324177548| -12.399 -8.556   |10.50    |~                |    ~     ~    |    1|  574.944   pc  |  -6.6443     +6.6443  |paral   |2020yCat.1350....0G
4677|HD 113251B                                                                                               |High Proper Motion Star             |13 03 19.3128975864 -59 36 00.614299392|304.4372408807932 +03.2368380896190|-53.294 -11.163   |9.49     |~                |    ~     ~    |    1|  127.450   pc  |  -2.1019     +2.1019  |paral   |2020yCat.1350....0G
4678|TYC 8660-1003-1                                                                                          |Star                                |13 00 58.0693250712 -59 42 52.059589272|304.1349743165409 +03.1350238265229| -10.334 -6.840   |10.87    |~                |    ~     ~    |    1|  656.470   pc  |  -5.2576     +5.2576  |paral   |2020yCat.1350....0G
4679|TYC 8661-259-1                                                                                           |Star                                |13 09 42.4534803912 -59 58 14.514787416|305.2186087430636 +02.8199085051911| -10.350 -2.910   |10.64    |~                |    ~     ~    |    1| 1706.485   pc  | -58.8242    +58.8242  |paral   |2020yCat.1350....0G
4680|TYC 8661-279-1                                                                                           |Star                                |13 11 48.3169853472 -58 13 40.295047800|305.6188726592004 +04.5375899452689|   -7.484 1.421   |10.92    |~                |    ~     ~    |    1|  767.754   pc  |  -7.0734     +7.0734  |paral   |2020yCat.1350....0G
4681|TYC 8661-411-1                                                                                           |Star                                |13 14 22.9547494896 -58 19 04.645757640|305.9499225861659 +04.4192743826529|  -5.589 -0.696   |10.57    |~                |    ~     ~    |    1| 1308.729   pc  | -66.1130    +66.1130  |paral   |2020yCat.1350....0G
4682|TYC 8661-540-1                                                                                           |Star                                |13 07 37.5670268424 -58 27 39.226502412|305.0536776499416 +04.3441452215289|-28.449 -12.699   |10.41    |~                |    ~     ~    |    1|  583.158   pc  |  -4.3870     +4.3870  |paral   |2020yCat.1350....0G
4683|TYC 8661-551-1                                                                                           |Star                                |13 09 21.7136292600 -58 33 04.987888272|305.2744875116370 +04.2388126722907|   -8.456 5.017   |10.92    |~                |    ~     ~    |    1| 1326.612   pc  | -34.4940    +34.4940  |paral   |2020yCat.1350....0G
4684|CD-57 4899                                                                                               |Star                                |13 11 46.2704956704 -58 37 03.579548736|305.5834669154801 +04.1493650360533|  -6.992 -3.130   |10.93    |M3               |    ~     ~    |    1| 1711.157   pc  | -61.1964    +61.1964  |paral   |2020yCat.1350....0G
4685|TYC 8661-769-1                                                                                           |Star                                |13 07 40.5730823496 -58 31 29.069746500|305.0561896574211 +04.2800141019516|  -1.935 -3.271   |10.20    |~                |    ~     ~    |    1|  607.386   pc  |  -4.6853     +4.6853  |paral   |2020yCat.1350....0G
4686|TYC 8661-853-1                                                                                           |Star                                |13 08 58.1552892504 -59 19 35.766545556|305.1702907107160 +03.4689314152932|  -4.936 -2.869   |10.85    |~                |    ~     ~    |    1| 1091.465   pc  | -16.3207    +16.3207  |paral   |2020yCat.1350....0G
4687|TYC 8661-1440-1                                                                                          |Star                                |13 14 30.0431481144 -59 00 19.632984264|305.9036373164889 +03.7331579012701|  -5.576 -4.345   |10.83    |~                |    ~     ~    |    1|  857.633   pc  |  -8.6793     +8.6793  |paral   |2020yCat.1350....0G
4688|CD-58 4943                                                                                               |Star                                |13 14 27.3824344704 -58 54 22.864760640|305.9068214856591 +03.8323740998371|  -9.674 -2.063   |10.80    |B8/9             |    ~     ~    |    1| 1040.908   pc  | -19.7195    +19.7195  |paral   |2020yCat.1350....0G
4689|HD 114857                                                                                                |Star                                |13 14 21.4305241128 -59 21 19.763740944|305.8539696122345 +03.3861621024022|  -13.945 3.782   |10.04    |G0               |    ~     ~    |    1|  124.219   pc  |  -0.2315     +0.2315  |paral   |2020yCat.1350....0G
4690|TYC 8661-1511-1                                                                                          |Star                                |13 13 12.9604257816 -58 54 18.384098508|305.7470328130723 +03.8475525225767| -14.646 -6.394   |10.59    |~                |    ~     ~    |    1|  644.579   pc  |  -5.0273     +5.0273  |paral   |2020yCat.1350....0G
4691|TYC 8661-1688-1                                                                                          |Star                                |13 06 54.5270014512 -58 52 53.135932116|304.9344020195964 +03.9301556314626| -12.627 -1.813   |10.52    |~                |    ~     ~    |    1| 1059.771   pc  | -15.7236    +15.7236  |paral   |2020yCat.1350....0G
4692|TYC 8661-1763-1                                                                                          |Star                                |13 11 37.7040559656 -59 45 51.517774296|305.4747466114712 +03.0077146796460|  1.719 -13.515   |10.67    |~                |    ~     ~    |    1|  394.182   pc  | -19.6244    +19.6244  |paral   |2020yCat.1350....0G
4693|TYC 9241-427-1                                                                                           |Star                                |13 01 04.3314782688 -67 33 37.000560168|303.8541812642735 -04.7057840445921|   -4.340 0.572   |10.53    |~                |    ~     ~    |    1| 1620.746   pc  | -42.5544    +42.5544  |paral   |2020yCat.1350....0G
4694|HD 113183                                                                                                |Star                                |13 03 12.6358448304 -68 08 38.363648208|304.0318788112489 -05.2973890451878|   -5.179 0.780   |9.91     |A1IV/V           |    ~     ~    |    1|  851.716   pc  | -12.1871    +12.1871  |paral   |2020yCat.1350....0G
4695|TYC 9241-555-1                                                                                           |Star                                |13 02 27.6489321624 -68 24 11.133163116|303.9506809311735 -05.5531516857960|  -3.875 -3.769   |10.948   |~                |    ~     ~    |    1|  894.721   pc  | -40.3200    +40.3200  |ST-L    |2020AJ....160...83S
4696|TYC 9241-583-1                                                                                           |Star                                |13 09 10.5926230392 -68 30 34.498262808|304.5631892462300 -05.6940374231145|  -5.608 -4.088   |10.83    |~                |    ~     ~    |    1| 1468.860   pc  | -25.2433    +25.2433  |paral   |2020yCat.1350....0G
4697|TYC 9241-609-2                                                                                           |Star                                |13 01 35.347 -67 51 25.89              |303.891855 -05.004366              |            ~ ~   |9.81     |~                |    ~     ~    |    0|                |                       |        |                   
4698|TYC 9241-806-1                                                                                           |Star                                |13 08 57.7406032968 -67 39 10.996540128|304.6022487808314 -04.8381593178937|  -6.504 -1.361   |10.39    |~                |    ~     ~    |    1| 2178.175   pc  | -77.3345    +77.3345  |paral   |2020yCat.1350....0G
4699|TYC 9241-815-1                                                                                           |Star                                |13 02 26.4958811688 -68 32 55.109557248|303.9426285170675 -05.6984905993021| -21.290 -2.325   |10.06    |~                |    ~     ~    |    1|  658.123   pc  | -23.4400    +23.4400  |ST-L    |2020AJ....160...83S
4700|TYC 9241-826-1                                                                                           |Star                                |13 00 13.9823476584 -68 45 20.447296344|303.7327131723589 -05.8976084068390|   -9.979 1.406   |10.51    |~                |    ~     ~    |    1| 2312.673   pc  | -72.7390    +72.7390  |paral   |2020yCat.1350....0G
4701|TYC 9241-873-1                                                                                           |Pulsating Variable                  |13 03 21.3000414384 -68 07 20.960234976|304.0463645966697 -05.2765318632655|  -8.087 -0.427   |10.53    |~                |    ~     ~    |    1| 1536.807   pc  | -40.1502    +40.1502  |paral   |2020yCat.1350....0G
4702|TYC 9241-968-1                                                                                           |Star                                |13 00 55.4041901928 -68 38 35.122319808|303.7997331420453 -05.7873262720866| -14.921 -2.096   |10.990   |~                |    ~     ~    |    1|  944.063   pc  | -43.4000    +43.4000  |ST-L    |2020AJ....160...83S
4703|TYC 9241-981-1                                                                                           |Star                                |13 05 31.3992693624 -68 19 58.957950072|304.2373441878273 -05.4970052430146| -27.012 -5.085   |10.39    |~                |    ~     ~    |    1|  418.130   pc  |  -2.5351     +2.5351  |paral   |2020yCat.1350....0G
4704|TYC 9241-1001-1                                                                                          |Star                                |13 00 01.3221266832 -69 09 29.559648060|303.6999401385631 -06.2992651860523|   -3.028 4.141   |10.71    |~                |    ~     ~    |    1|  368.107   pc  |  -1.5583     +1.5583  |paral   |2020yCat.1350....0G
4705|TYC 9241-1021-1                                                                                          |Star                                |13 08 14.8304854056 -68 03 29.681194788|304.5075486281115 -05.2379364678874| -13.261 -4.445   |10.59    |~                |    ~     ~    |    1| 1089.325   pc  | -15.1888    +15.1888  |paral   |2020yCat.1350....0G
4706|TYC 9241-1035-1                                                                                          |Star                                |13 06 46.1592826800 -68 17 52.509366204|304.3548040520711 -05.4685382816141|  -5.359 -0.272   |10.85    |~                |    ~     ~    |    1| 1386.578   pc  | -50.1798    +50.1798  |paral   |2020yCat.1350....0G
4707|TYC 9241-1047-1                                                                                          |Star                                |13 05 02.5468441152 -68 32 24.849440772|304.1817735202044 -05.7015095993673|  -5.865 -0.968   |10.986   |~                |    ~     ~    |    1| 1815.150   pc  |-168.3000   +168.3000  |ST-L    |2020AJ....160...83S
4708|TYC 9241-1104-1                                                                                          |Star                                |13 09 34.5559579440 -68 52 45.257225196|304.5735735663944 -06.0653248643158|    8.564 7.519   |10.750   |~                |    ~     ~    |    1|  693.558   pc  | -20.7700    +20.7700  |ST-L    |2020AJ....160...83S
4709|TYC 9241-1120-1                                                                                          |Star                                |13 11 15.9685519920 -68 55 45.786063720|304.7223715098476 -06.1265961553948| -18.653 -1.150   |9.88     |~                |    ~     ~    |    1|  515.305   pc  |  -3.3723     +3.3723  |paral   |2020yCat.1350....0G
4710|TYC 9241-1266-1                                                                                          |Star                                |13 00 26.0355623976 -68 46 14.903935932|303.7504626449592 -05.9133577332403| -11.275 -5.812   |10.364   |~                |    ~     ~    |    1|  608.036   pc  | -18.9900    +18.9900  |ST-L    |2020AJ....160...83S
4711|TYC 9241-1276-1                                                                                          |Star                                |13 00 56.8485912264 -68 59 56.692341708|303.7886485711254 -06.1431538400218|  -2.532 -1.214   |10.714   |~                |    ~     ~    |    1| 1302.010   pc  | -90.7000    +90.7000  |ST-L    |2020AJ....160...83S
4712|TYC 9241-1330-1                                                                                          |Star                                |13 07 19.1333728032 -68 50 50.023630680|304.3715546688516 -06.0198839593069|  -9.667 -1.751   |10.932   |~                |    ~     ~    |    1| 1261.480   pc  | -89.0600    +89.0600  |ST-L    |2020AJ....160...83S
4713|TYC 9241-1340-1                                                                                          |Star                                |13 00 10.6290937824 -68 59 42.332006940|303.7194132960227 -06.1367082160754| -12.389 -2.895   |10.83    |~                |    ~     ~    |    1|  933.881   pc  | -10.4656    +10.4656  |paral   |2020yCat.1350....0G
4714|TYC 9241-1354-1                                                                                          |Star                                |13 07 14.4048700296 -69 18 01.407069684|304.3363002474236 -06.4717436876065| -7.680 -12.621   |10.877   |~                |    ~     ~    |    1| 1332.870   pc  | -97.7900    +97.7900  |ST-L    |2020AJ....160...83S
4715|TYC 9241-1401-1                                                                                          |Star                                |13 10 38.3983956000 -68 20 53.921812560|304.7096633761439 -05.5428692008166| -31.760 -9.099   |10.89    |~                |    ~     ~    |    1|  564.147   pc  | -22.6000    +22.6000  |ST-L    |2020AJ....160...83S
4716|TYC 9241-1626-1                                                                                          |Star                                |13 06 13.6946961504 -67 46 11.271416340|304.3352055698805 -04.9383577424001|  -5.719 -2.256   |10.89    |~                |    ~     ~    |    1| 1638.270   pc  | -55.5573    +55.5573  |paral   |2020yCat.1350....0G
4717|TYC 9241-1722-1                                                                                          |Star                                |13 00 50.9958794112 -68 36 26.929147392|303.7943286904335 -05.7514944502471|   -3.003 1.767   |10.82    |~                |    ~     ~    |    1| 1153.050   pc  | -67.1200    +67.1200  |ST-L    |2020AJ....160...83S
4718|TYC 9241-1768-1                                                                                          |Star                                |13 10 32.4177637128 -68 25 10.571348640|304.6951189575796 -05.6132766732408|  -2.860 -1.894   |10.69    |~                |    ~     ~    |    1|  835.598   pc  | -32.2000    +32.2000  |ST-L    |2020AJ....160...83S
4719|TYC 9242-59-1                                                                                            |Star                                |13 12 35.3438550552 -68 10 39.341620164|304.9038669190499 -05.3868675490958| -10.906 -4.332   |10.516   |~                |    ~     ~    |    1| 1905.860   pc  |-187.4000   +187.4000  |ST-L    |2020AJ....160...83S
4720|TYC 9242-529-1                                                                                           |Star                                |13 13 05.2785752280 -68 41 26.734354332|304.9067749568282 -05.9020676811153| -16.208 -4.550   |10.968   |~                |    ~     ~    |    1| 1629.700   pc  |-136.2000   +136.2000  |ST-L    |2020AJ....160...83S
4721|TYC 9242-593-1                                                                                           |Star                                |13 12 47.1405996504 -69 17 20.466458520|304.8291533309699 -06.4959472813400|  -5.669 -0.967   |10.84    |~                |    ~     ~    |    1| 1567.980   pc  |-114.5000   +114.5000  |ST-L    |2020AJ....160...83S
4722|TYC 9242-656-1                                                                                           |Star                                |13 14 55.2659408400 -68 45 09.485339724|305.0678614252507 -05.9783318872047| -26.004 -6.815   |10.980   |~                |    ~     ~    |    1|  510.430   pc  | -13.7300    +13.7300  |ST-L    |2020AJ....160...83S
4723|TYC 9242-973-1                                                                                           |Star                                |13 13 08.9014045968 -67 30 12.438526212|305.0130874299807 -04.7194780188927| -15.072 -3.930   |10.97    |~                |    ~     ~    |    1|  971.628   pc  | -11.8952    +11.8952  |paral   |2020yCat.1350....0G
4724|TYC 9242-988-1                                                                                           |Star                                |13 14 57.9465208728 -67 31 34.422292884|305.1847610718236 -04.7574532935881|    1.959 6.440   |10.88    |~                |    ~     ~    |    1|  883.704   pc  | -16.0872    +16.0872  |paral   |2020yCat.1350....0G
4725|TYC 9245-105-1                                                                                           |Star                                |13 10 21.5926572456 -69 35 07.095430932|304.5919263313837 -06.7745672385183|   -9.317 2.012   |10.868   |~                |    ~     ~    |    1| 1055.660   pc  | -55.1900    +55.1900  |ST-L    |2020AJ....160...83S
4726|TYC 9245-128-1                                                                                           |Star                                |13 00 16.2776646408 -69 32 11.792250708|303.7090879939948 -06.6781918334854|  -9.299 -6.916   |10.85    |~                |    ~     ~    |    1| 1970.832   pc  | -51.2711    +51.2711  |paral   |2020yCat.1350....0G
4727|TYC 9245-188-1                                                                                           |Star                                |13 03 07.0188920688 -69 56 38.663317032|303.9405644550510 -07.0952013674218|  -4.075 -4.112   |10.761   |~                |    ~     ~    |    1| 1911.860   pc  |-177.2000   +177.2000  |ST-L    |2020AJ....160...83S
4728|TYC 9245-312-1                                                                                           |Star                                |13 01 12.2350602120 -70 17 15.485617428|303.7621938364960 -07.4316325714201|  -8.599 -3.636   |10.954   |~                |    ~     ~    |    1| 1444.460   pc  |-127.5000   +127.5000  |ST-L    |2020AJ....160...83S
4729|TYC 9245-353-1                                                                                           |Star                                |13 05 05.4716900040 -70 35 21.239918844|304.0761528615011 -07.7478249916796|   6.948 -0.145   |10.65    |~                |    ~     ~    |    1| 1375.327   pc  | -25.3464    +25.3464  |paral   |2020yCat.1350....0G
4730|TYC 9245-358-1                                                                                           |Star                                |13 09 18.5317932240 -69 59 13.608737880|304.4715966039991 -07.1688088176269|  -1.568 -0.889   |10.97    |~                |    ~     ~    |    1| 1083.306   pc  | -13.8479    +13.8479  |paral   |2020yCat.1350....0G
4731|TYC 9245-360-1                                                                                           |Star                                |13 02 03.8107022376 -69 40 54.491760696|303.8606153564962 -06.8292179075888|  -6.854 -0.677   |10.708   |~                |    ~     ~    |    1| 1155.880   pc  | -69.9400    +69.9400  |ST-L    |2020AJ....160...83S
4732|TYC 9245-454-1                                                                                           |Star                                |13 11 53.6230136112 -69 44 32.363966004|304.7135877814831 -06.9413702356145|  -5.002 -8.654   |10.754   |~                |    ~     ~    |    1| 1199.920   pc  | -74.4300    +74.4300  |ST-L    |2020AJ....160...83S
4733|TYC 9245-738-1                                                                                           |Star                                |13 08 55.9475022528 -70 25 55.705393164|304.4085038789970 -07.6105656056599| -10.375 -0.330   |10.969   |~                |    ~     ~    |    1| 1916.810   pc  |-202.9000   +202.9000  |ST-L    |2020AJ....160...83S
4734|TYC 9245-755-1                                                                                           |Star                                |13 04 04.9147937520 -70 21 35.479324116|304.0030961814421 -07.5144096530599| -10.485 -2.815   |10.909   |~                |    ~     ~    |    1| 1236.960   pc  | -78.8900    +78.8900  |ST-L    |2020AJ....160...83S
4735|TYC 9245-818-1                                                                                           |Star                                |13 07 20.9523502728 -70 48 37.327137372|304.2512579753725 -07.9793915509779| -0.550 -16.675   |10.955   |~                |    ~     ~    |    1|  673.499   pc  | -26.0100    +26.0100  |ST-L    |2020AJ....160...83S
4736|TYC 9245-821-1                                                                                           |Star                                |13 10 59.4778350096 -71 08 14.618959728|304.5274318347268 -08.3262456495289|  -8.045 -2.466   |10.86    |~                |    ~     ~    |    1|  448.511   pc  |  -2.4341     +2.4341  |paral   |2020yCat.1350....0G
4737|TYC 9245-863-1                                                                                           |Star                                |13 01 55.8176603256 -70 37 52.717037916|303.8096678554383 -07.7774466142722|  22.163 -6.963   |10.20    |~                |    ~     ~    |    1|  252.864   pc  |  -0.7609     +0.7609  |paral   |2020yCat.1350....0G
4738|TYC 9245-892-1                                                                                           |Star                                |13 05 31.4892723720 -70 10 02.895190104|304.1359203087875 -07.3286615697621| -18.371 -1.632   |10.907   |~                |    ~     ~    |    1|  610.026   pc  | -19.2000    +19.2000  |ST-L    |2020AJ....160...83S
4739|TYC 9245-1001-1                                                                                          |Star                                |13 10 37.6381307208 -71 02 09.815448192|304.5054863977618 -08.2229643603594|  -1.492 -2.010   |10.76    |~                |    ~     ~    |    1| 2136.752   pc  | -50.2228    +50.2228  |paral   |2020yCat.1350....0G
4740|TYC 9245-1008-1                                                                                          |Star                                |13 11 27.0171334464 -70 01 59.149780104|304.6521247196837 -07.2282190291465|  -2.366 -1.149   |10.66    |~                |    ~     ~    |    1| 1849.797   pc  | -51.6684    +51.6684  |paral   |2020yCat.1350....0G
4741|TYC 9246-185-1                                                                                           |Star                                |13 13 12.6889496232 -70 55 31.455636996|304.7264692243848 -08.1295617245497|  -8.401 -0.971   |10.951   |~                |    ~     ~    |    1|  918.381   pc  | -37.4200    +37.4200  |ST-L    |2020AJ....160...83S
4742|TYC 9246-261-1                                                                                           |Star                                |13 14 24.2336837928 -70 35 36.537157644|304.8546327908891 -07.8075192051820|   -4.766 0.369   |10.973   |~                |    ~     ~    |    1| 1970.130   pc  |-191.8000   +191.8000  |ST-L    |2020AJ....160...83S
4743|TYC 9246-860-1                                                                                           |Star                                |13 14 15.4330840056 -70 56 24.953657784|304.8111022364657 -08.1518236027102|  -8.856 -3.070   |10.951   |~                |    ~     ~    |    1|  949.276   pc  | -30.2900    +30.2900  |ST-L    |2020AJ....160...83S
4744|TYC 9249-253-1                                                                                           |Star                                |13 05 56.5777330752 -72 33 23.855092848|304.0340952223943 -09.7159271051158| -19.489 -1.682   |10.676   |~                |    ~     ~    |    1| 1442.100   pc  |-107.5000   +107.5000  |ST-L    |2020AJ....160...83S
4745|TYC 9249-636-1                                                                                           |Star                                |13 09 43.0390971672 -72 50 41.019356004|304.2994227434895 -10.0215330975163|  -3.919 -0.808   |10.83    |~                |    ~     ~    |    1| 2496.256   pc  |-115.9020   +115.9020  |paral   |2020yCat.1350....0G
4746|TYC 9249-916-1                                                                                           |Star                                |13 07 48.1699842960 -73 07 28.578617616|304.1380559930087 -10.2911935197460|   -8.758 0.371   |10.992   |~                |    ~     ~    |    1| 2114.150   pc  |-227.1000   +227.1000  |ST-L    |2020AJ....160...83S
4747|TYC 9249-973-1                                                                                           |Star                                |13 01 37.3880446128 -72 24 31.833246456|303.7120648053956 -09.5525248659710|   1.614 -0.648   |10.52    |~                |    ~     ~    |    1| 1977.457   pc  | -53.9626    +53.9626  |paral   |2020yCat.1350....0G
4748|TYC 9249-1005-1                                                                                          |Star                                |13 07 06.9560354616 -72 38 34.429029540|304.1177171612018 -09.8072559272986|  -8.899 -4.330   |10.98    |~                |    ~     ~    |    1|  645.161   pc  |  -3.7461     +3.7461  |paral   |2020yCat.1350....0G
4749|TYC 9249-1239-1                                                                                          |Star                                |13 00 37.7403543744 -72 23 29.344936128|303.6365892611374 -09.5323136296697|  -8.107 -3.579   |10.53    |~                |    ~     ~    |    1| 1232.590   pc  | -17.3198    +17.3198  |paral   |2020yCat.1350....0G
4750|TYC 9249-1259-1                                                                                          |Star                                |13 10 22.7023825104 -72 28 16.449187368|304.3770567129473 -09.6526546084515|  -7.772 -3.508   |10.98    |~                |    ~     ~    |    1| 1210.800   pc  | -14.2206    +14.2206  |paral   |2020yCat.1350....0G
4751|TYC 9249-1468-1                                                                                          |Star                                |13 08 28.1174473272 -72 45 56.474087508|304.2115282686411 -09.9362664569819| -17.800 -8.422   |10.93    |~                |    ~     ~    |    1|  680.087   pc  |  -5.0877     +5.0877  |paral   |2020yCat.1350....0G
4752|TYC 9249-2139-1                                                                                          |Star                                |13 01 34.3030319592 -72 25 41.392546248|303.7073467994229 -09.5716761409560| -22.220 -6.593   |10.96    |~                |    ~     ~    |    1|  301.386   pc  |  -1.1082     +1.1082  |paral   |2020yCat.1350....0G
4753|TYC 9249-2142-1                                                                                          |Star                                |13 03 41.4696094464 -71 51 44.163951300|303.8970501260968 -09.0134856555569|-32.233 -15.186   |10.88    |~                |    ~     ~    |    1|  379.968   pc  |  -1.9491     +1.9491  |paral   |2020yCat.1350....0G
4754|TYC 9249-2313-1                                                                                          |Star                                |13 01 49.4872383888 -71 19 14.892669336|303.7724782909607 -08.4660098818921| -32.604 11.212   |10.785   |~                |    ~     ~    |    1| 1727.560   pc  |-151.6000   +151.6000  |ST-L    |2020AJ....160...83S
4755|TYC 9249-2360-1                                                                                          |Star                                |13 03 44.0472537576 -71 21 21.960917028|303.9251632153587 -08.5080699636680|  -7.125 -2.264   |10.641   |~                |    ~     ~    |    1| 1492.570   pc  |-116.3000   +116.3000  |ST-L    |2020AJ....160...83S
4756|TYC 9249-2366-1                                                                                          |Star                                |13 11 11.0902718328 -71 55 08.696224200|304.4819176498332 -09.1067886097369|  -6.553 -2.381   |10.936   |~                |    ~     ~    |    1| 1573.770   pc  |-119.7000   +119.7000  |ST-L    |2020AJ....160...83S
4757|TYC 9250-377-1                                                                                           |Star                                |13 12 33.1014413592 -72 05 40.908360876|304.5742244167122 -09.2903082387525| -12.568 -9.332   |10.15    |~                |    ~     ~    |    1|  572.508   pc  |  -3.6054     +3.6054  |paral   |2020yCat.1350....0G
4758|TYC 9250-1130-1                                                                                          |Star                                |13 13 07.6238369424 -72 21 50.208941052|304.5956092303425 -09.5622970172213| -12.542 -3.350   |10.87    |~                |    ~     ~    |    1| 2031.694   pc  | -95.3518    +95.3518  |paral   |2020yCat.1350....0G
4759|TYC 9250-2233-1                                                                                          |Star                                |13 12 28.7241466248 -71 36 29.559442068|304.6092626619412 -08.8050213117692|    8.302 1.173   |10.941   |~                |    ~     ~    |    1|  575.537   pc  | -16.7000    +16.7000  |ST-L    |2020AJ....160...83S
4760|TYC 9253-350-1                                                                                           |Star                                |13 00 12.0091068000 -73 37 17.551317612|303.5605362994007 -10.7604900495042| -13.295 -7.859   |10.66    |~                |    ~     ~    |    1| 1101.807   pc  | -13.5966    +13.5966  |paral   |2020yCat.1350....0G
4761|TYC 9253-496-1                                                                                           |Star                                |13 08 09.9871678752 -74 53 48.736379400|304.0452899788472 -12.0612982016336|  -8.470 -2.085   |10.973   |~                |    ~     ~    |    1| 1686.000   pc  |-156.4000   +156.4000  |ST-L    |2020AJ....160...83S
4762|TYC 9253-526-1                                                                                           |Star                                |13 07 48.6900323448 -74 52 47.592332616|304.0228259955408 -12.0428313232378|  -9.298 -1.741   |10.93    |~                |    ~     ~    |    1|  862.357   pc  | -39.6400    +39.6400  |ST-L    |2020AJ....160...83S
4763|TYC 9253-743-1                                                                                           |Star                                |13 08 00.9739932312 -73 40 17.763871584|304.1173545911777 -10.8380231761267|    5.062 8.809   |10.96    |~                |    ~     ~    |    1|  700.950   pc  | -31.3800    +31.3800  |ST-L    |2020AJ....160...83S
4764|TYC 9253-822-1                                                                                           |Star                                |13 01 17.9338110888 -73 18 22.814992260|303.6518153898074 -10.4483748266544|   -4.799 0.438   |10.64    |~                |    ~     ~    |    1| 1754.386   pc  | -51.0926    +51.0926  |paral   |2020yCat.1350....0G
