C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:37:09

dec< 0&rah >=16.25&rah< 16.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6662

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
5751|TYC 5617-720-1                                                                                           |Star                                  |16 20 25.1428782264 -09 53 26.154638808|004.1480336060594 +27.2904796682162|-26.301 -34.923   |10.851   |~              |    ~     ~    |    1| 2314.930   pc  |-292.6000   +292.6000    |ST-L    |2020AJ....160...83S
5752|DENIS J162237.1-081927                                                                                   |Long-Period Variable Candidate        |16 22 37.1078476776 -08 19 27.651951840|005.9254381589982 +27.8047911783756|  -7.468 -5.476   |10.81    |~              |    ~     ~    |    1| 2369.67    pc  |-127.468    +127.468     |paral   |2020yCat.1350....0G
5753|TYC 5039-980-1                                                                                           |Star                                  |16 23 10.5394192176 -03 18 26.423081496|010.6931970632526 +30.6119652678482|  -6.940 -7.940   |10.904   |~              |    ~     ~    |    1| 1171.890   pc  | -92.5400    +92.5400    |ST-L    |2020AJ....160...83S
5754|UCAC4 436-064587                                                                                         |Star                                  |16 26 53.4270033288 -02 53 33.323252748|011.6937667511413 +30.0768368386344| -5.723 -16.955   |10.950   |~              |    ~     ~    |    1|  761.190   pc  | -29.9900    +29.9900    |ST-L    |2020AJ....160...83S
5755|TYC 5621-1266-1                                                                                          |Star                                  |16 18 10.1662929816 -11 36 03.542685768|002.2554600367053 +26.6690445378339|-17.460 -32.865   |10.74    |~              |    ~     ~    |    1|   92.985   pc  |  -0.5649     +0.5649    |ST-L    |2020AJ....160...83S
5756|TYC 5034-160-1                                                                                           |Star                                  |16 17 24.6411783048 -01 23 41.532400500|011.6018841431178 +32.8778126452645| -9.210 -11.172   |10.90    |~              |    ~     ~    |    1| 1670.565   pc  | -53.5831    +53.5831    |paral   |2020yCat.1350....0G
5757|TYC 5034-362-1                                                                                           |Star                                  |16 17 30.0573295152 -01 27 10.596866724|011.5595773155013 +32.8266428580029|  -0.890 -1.376   |10.87    |~              |    ~     ~    |    1| 2111.041   pc  | -72.1952    +72.1952    |paral   |2020yCat.1350....0G
5758|TYC 5034-465-1                                                                                           |Star                                  |16 15 35.9931480504 -00 10 22.146740832|012.5183004569103 +33.9328413832404|   1.084 -6.152   |10.986   |~              |    ~     ~    |    1| 1506.010   pc  |-126.7000   +126.7000    |ST-L    |2020AJ....160...83S
5759|TYC 5034-696-1                                                                                           |Spectroscopic Binary                  |16 19 00.4358620200 -00 08 48.665694408|013.1059449186123 +33.2352353707350|   2.574 -7.853   |10.456   |~              |    ~     ~    |    1| 1576.420   pc  |-162.7000   +162.7000    |ST-L    |2020AJ....160...83S
5760|HD 146232                                                                                                |Double or Multiple Star               |16 15 14.9243400127 -00 47 46.118768439|011.8354784271073 +33.6603375089548|  -28.744 8.399   |9.14     |G5             |    ~     ~    |    1|  102.136   pc  |  -3.3944     +3.3944    |paral   |2020yCat.1350....0G
5761|TYC 5034-768-1                                                                                           |Star                                  |16 19 45.3267531048 -00 47 00.734849844|012.5938637097416 +32.7294299229937|-23.062 -18.389   |10.89    |~              |    ~     ~    |    1|  650.699   pc  | -36.4800    +36.4800    |ST-L    |2020AJ....160...83S
5762|TYC 5034-978-1                                                                                           |Star                                  |16 18 08.9001414600 -00 12 19.453621860|012.9066114552310 +33.3828382245438|  -6.381 -1.378   |10.60    |~              |    ~     ~    |    1| 3192.100   pc  |-737.1000   +737.1000    |ST-L    |2020AJ....160...83S
5763|TYC 5034-1160-1                                                                                          |Spectroscopic Binary                  |16 15 17.9565597696 -00 46 20.610661620|011.8676330907129 +33.6630759529176|  -11.675 5.440   |10.31    |~              |    ~     ~    |    1|  254.959   pc  |  -1.0596     +1.0596    |paral   |2020yCat.1350....0G
5764|TYC 5035-107-1                                                                                           |Star                                  |16 24 52.1324233392 -00 31 12.522821556|013.6809192309627 +31.8028793912338| -3.475 -33.487   |10.49    |~              |    ~     ~    |    1|  593.225   pc  |  -6.3345     +6.3345    |paral   |2020yCat.1350....0G
5765|TYC 5035-226-1                                                                                           |Star                                  |16 26 27.4029674496 -00 42 32.454453204|013.7470893023745 +31.3669275941777|  -44.124 2.178   |10.64    |K2V            |    ~     ~    |    1|   65.125   pc  |  -0.2717     +0.2717    |ST-L    |2020AJ....160...83S
5766|TYC 5035-309-1                                                                                           |Star                                  |16 25 46.9434635592 -01 03 12.119726628|013.3013657161726 +31.3213391543740|  -20.514 0.259   |10.893   |~              |    ~     ~    |    1|  862.296   pc  | -46.4600    +46.4600    |ST-L    |2020AJ....160...83S
5767|TYC 5035-348-1                                                                                           |Star                                  |16 25 30.1221072384 -00 11 50.626154508|014.1011907749033 +31.8441742336566| -2.232 -10.213   |10.93    |~              |    ~     ~    |    1|  434.613   pc  |  -4.8166     +4.8166    |paral   |2020yCat.1350....0G
5768|TYC 5035-422-1                                                                                           |Star                                  |16 27 06.8578775688 -01 05 27.554715276|013.4762832707786 +31.0215875922366|    2.010 6.072   |10.441   |~              |    ~     ~    |    1|  447.894   pc  | -15.4300    +15.4300    |ST-L    |2020AJ....160...83S
5769|BD-00 3113                                                                                               |Star                                  |16 26 28.6535 -00 42 21.220            |013.7534664 +31.3642379            |  -45.979 2.769   |10.46    |K2V            |    ~     ~    |    1|   65.169   pc  |  -0.2797     +0.2797    |ST-L    |2020AJ....160...83S
5770|TYC 5035-782-1                                                                                           |Star                                  |16 24 59.8368935688 -00 30 10.335531024|013.7184701779695 +31.7852668480744|  -2.194 -5.369   |10.47    |~              |    ~     ~    |    1| 1422.475   pc  | -39.4570    +39.4570    |paral   |2020yCat.1350....0G
5771|2MASS J16291010-0056079                                                                                  |Red Giant Branch star                 |16 29 10.1052516624 -00 56 07.908432864|013.9524925674006 +30.6742422292589|    0.902 0.473   |10.85    |~              |    ~     ~    |    1| 1304.461   pc  | -40.3284    +40.3284    |paral   |2020yCat.1350....0G
5772|TYC 5035-1304-1                                                                                          |Star                                  |16 27 01.5652575048 -01 18 53.806217328|013.2432043476731 +30.9181306605882|  2.840 -13.954   |10.853   |~              |    ~     ~    |    1| 1378.520   pc  |-111.9000   +111.9000    |ST-L    |2020AJ....160...83S
5773|TYC 5038-281-1                                                                                           |Star                                  |16 18 13.0422968616 -02 08 13.955431308|011.0068694315068 +32.2944132838336| -10.268 -1.107   |10.77    |~              |    ~     ~    |    1| 1678.416   pc  | -66.2014    +66.2014    |paral   |2020yCat.1350....0G
5774|TYC 5038-425-1                                                                                           |Star                                  |16 17 29.0364050496 -03 13 05.607463728|009.8342189873868 +31.8312108838436|-40.283 -22.235   |10.90    |~              |    ~     ~    |    1|  195.023   pc  |  -0.6352     +0.6352    |paral   |2020yCat.1350....0G
5775|TYC 5038-610-1                                                                                           |Star                                  |16 16 13.8707889120 -02 55 00.830937324|009.9146025482979 +32.2601192571484|  -13.971 0.917   |10.96    |~              |    ~     ~    |    1|  111.589   pc  |  -0.8595     +0.8595    |ST-L    |2020AJ....160...83S
5776|TYC 5039-166-1                                                                                           |Star                                  |16 29 11.2719504768 -02 05 27.113625420|012.8321515758559 +30.0415572421298|  -2.661 -4.167   |10.69    |~              |    ~     ~    |    1| 1648.805   pc  | -54.0993    +54.0993    |paral   |2020yCat.1350....0G
5777|TYC 5039-520-1                                                                                           |Star                                  |16 25 05.8663217568 -02 19 09.465757608|011.9576407986682 +30.7677277151544|   0.223 -0.979   |10.95    |~              |    ~     ~    |    1|  908.430   pc  | -13.5340    +13.5340    |paral   |2020yCat.1350....0G
5778|TYC 5039-875-1                                                                                           |Star                                  |16 23 48.5718743064 -03 33 55.741654224|010.5499026067110 +30.3355449666416|    2.090 0.254   |10.92    |~              |    ~     ~    |    1| 2586.653   pc  |-109.7287   +109.7287    |paral   |2020yCat.1350....0G
5779|TYC 5039-934-1                                                                                           |Star                                  |16 28 49.5978175680 -03 35 21.425637300|011.3386434492494 +29.2870607719234| 32.609 -17.217   |10.865   |~              |    ~     ~    |    1|  179.453   pc  |  -2.3180     +2.3180    |ST-L    |2020AJ....160...83S
5780|TYC 5039-1071-1                                                                                          |Star                                  |16 25 42.4298895480 -03 18 58.977450180|011.0968560979479 +30.0847692772389| -10.508 -3.712   |10.693   |~              |    ~     ~    |    1| 1735.990   pc  |-185.3000   +185.3000    |ST-L    |2020AJ....160...83S
5781|TYC 5042-446-1                                                                                           |Star                                  |16 21 15.7638095592 -05 02 22.740443556|008.7314199138199 +30.0117397719947|-16.496 -10.146   |10.51    |~              |    ~     ~    |    1|  743.439   pc  | -10.0039    +10.0039    |paral   |2020yCat.1350....0G
5782|TYC 5043-39-1                                                                                            |Star                                  |16 27 35.5920297048 -04 18 19.157152032|010.4620509218065 +29.1388522509960|-15.587 -22.080   |10.69    |~              |    ~     ~    |    1|  232.894   pc  |  -2.1587     +2.1587    |paral   |2020yCat.1350....0G
5783|TYC 5043-664-1                                                                                           |Star                                  |16 23 52.6720677096 -04 40 19.377370128|009.5106990385712 +29.6912925621672|  -3.343 13.536   |10.82    |~              |    ~     ~    |    1|  623.403   pc  |  -8.3944     +8.3944    |paral   |2020yCat.1350....0G
5784|TYC 5046-67-1                                                                                            |Star                                  |16 15 35.5484677920 -07 24 35.609556060|005.5660718490919 +29.7450068461375|-20.098 -41.905   |10.987   |~              |    ~     ~    |    1|  212.872   pc  |  -3.4200     +3.4200    |ST-L    |2020AJ....160...83S
5785|TYC 5613-291-1                                                                                           |Star                                  |16 15 14.6191042824 -08 28 36.519914604|004.5325600336339 +29.1654047435931|  -8.044 -0.641   |10.873   |~              |    ~     ~    |    1|  717.422   pc  | -25.3300    +25.3300    |ST-L    |2020AJ....160...83S
5786|TYC 5621-578-1                                                                                           |Star                                  |16 16 27.7848730728 -12 27 03.149152308|001.2229834863993 +26.4602787587896|  8.618 -34.950   |10.448   |~              |    ~     ~    |    1|  140.384   pc  |  -1.9190     +1.9190    |ST-L    |2020AJ....160...83S
5787|TYC 5621-597-1                                                                                           |Star                                  |16 18 39.8612384208 -11 54 51.889222656|002.0663829233006 +26.3787159493592|-12.928 -21.105   |10.85    |~              |    ~     ~    |    1|  553.942   pc  | -26.1700    +26.1700    |ST-L    |2020AJ....160...83S
5788|TYC 5621-634-1                                                                                           |Star                                  |16 17 30.1629139704 -12 17 44.404127016|001.5361655339130 +26.3609687742358| -10.420 -8.878   |10.96    |~              |    ~     ~    |    1| 1624.959   pc  | -52.5458    +52.5458    |paral   |2020yCat.1350....0G
5789|2MASS J16173604-1323114                                                                                  |Long-Period Variable                  |16 17 36.0393889008 -13 23 11.425164252|000.6119051108604 +25.6535031522738| -3.518 -14.685   |10.97    |~              |    ~     ~    |    1| 2333.500   pc  |-436.0000   +436.0000    |ST-L    |2020AJ....160...83S
5790|TYC 5626-59-1                                                                                            |Star                                  |16 25 20.9696713128 -09 20 32.793109584|005.4629426490853 +26.6547649003859|    3.538 1.766   |10.99    |~              |    ~     ~    |    1|  859.402   pc  | -11.3001    +11.3001    |paral   |2020yCat.1350....0G
5791|TYC 5626-775-1                                                                                           |Star                                  |16 21 18.8472499608 -08 39 57.623084172|005.3975272919915 +27.8576808242749| -6.268 -17.396   |10.910   |~              |    ~     ~    |    1| 1059.820   pc  | -64.7600    +64.7600    |ST-L    |2020AJ....160...83S
5792|TYC 5626-1053-1                                                                                          |Star                                  |16 24 24.3087601320 -08 32 54.942090288|006.0203174800085 +27.3164964575767|    1.165 3.070   |10.89    |~              |    ~     ~    |    1| 1012.043   pc  | -23.7622    +23.7622    |paral   |2020yCat.1350....0G
5793|TYC 5626-1072-1                                                                                          |Star                                  |16 21 01.9776506184 -08 03 36.801193068|005.8990468310618 +28.2771711601523| -11.307 -1.591   |10.854   |~              |    ~     ~    |    1| 1808.740   pc  |-264.1000   +264.1000    |ST-L    |2020AJ....160...83S
5794|TYC 5630-316-1                                                                                           |Star                                  |16 23 56.1219139920 -10 01 20.122885884|004.6214338062950 +26.5231435398537|   -6.549 2.824   |10.65    |~              |    ~     ~    |    1|  439.676   pc  | -26.1749    +26.1749    |paral   |2020yCat.1350....0G
5795|TYC 5630-392-1                                                                                           |Star                                  |16 25 53.8619163432 -09 59 34.132491312|004.9732457429805 +26.1559030869016|   -7.065 2.208   |10.881   |~              |    ~     ~    |    1|  638.943   pc  | -20.4100    +20.4100    |ST-L    |2020AJ....160...83S
5796|TYC 5630-679-1                                                                                           |Star                                  |16 26 43.4582060712 -10 55 58.234863756|004.2777107341152 +25.4259932142188| -0.375 -12.755   |10.94    |~              |    ~     ~    |    1| 1275.998   pc  | -26.2136    +26.2136    |paral   |2020yCat.1350....0G
5797|TYC 5634-171-1                                                                                           |Star                                  |16 27 40.8151234872 -11 26 57.005240712|003.9812852592665 +24.9264046477242|-17.553 -37.568   |9.86     |~              |    ~     ~    |    1|  390.427   pc  |  -2.5914     +2.5914    |paral   |2020yCat.1350....0G
5798|TYC 5634-834-1                                                                                           |Star                                  |16 22 02.9797967520 -12 50 47.009814288|001.8310183538844 +25.1511235857090| -11.443 -9.467   |10.92    |~              |    ~     ~    |    1| 1232.742   pc  | -24.1625    +24.1625    |paral   |2020yCat.1350....0G
5799|TYC 5634-1398-1                                                                                          |Star                                  |16 21 07.0467917760 -12 07 34.767024672|002.2981071138712 +25.7775686146957|   -3.665 1.614   |10.83    |~              |    ~     ~    |    1| 1045.260   pc  | -21.3051    +21.3051    |paral   |2020yCat.1350....0G
5800|TYC 5634-1569-1                                                                                          |Star                                  |16 22 00.0951359424 -12 22 55.672525272|002.2247800420981 +25.4493605121004|  -27.524 2.918   |10.55    |~              |    ~     ~    |    1|  578.838   pc  | -19.8016    +19.8016    |paral   |2020yCat.1350....0G
5801|TYC 5638-378-1                                                                                           |Star                                  |16 25 28.0785918744 -13 47 32.604639648|001.5872959245932 +23.9112526743673|    3.992 7.977   |10.87    |~              |    ~     ~    |    1|  520.129   pc  |  -4.5179     +4.5179    |paral   |2020yCat.1350....0G
5802|TYC 6201-363-1                                                                                           |High Proper Motion Star               |16 15 10.1726031480 -15 57 17.186429484|358.0227695165995 +24.4532529056534| 46.930 -37.015   |10.98    |~              |    ~     ~    |    1|   97.915   pc  |  -0.7497     +0.7497    |paral   |2020yCat.1350....0G
5803|TYC 6202-258-2                                                                                           |Star                                  |16 19 40.529 -16 29 09.88              |358.346787 +23.285164              |       -5.8 5.0   |10.47    |~              |    ~     ~    |    0|                |                         |        |                   
5804|TYC 6202-266-1                                                                                           |High Proper Motion Star               |16 22 37.9685910936 -16 28 09.990516864|358.8554317549809 +22.7524776329723| -91.910 57.648   |10.96    |~              |    ~     ~    |    1|   99.909   pc  |  -0.1587     +0.1587    |paral   |2020yCat.1350....0G
5805|TYC 6202-444-1                                                                                           |Star                                  |16 17 36.6500358360 -16 32 08.952726444|357.9563718777688 +23.6302849749221| -0.394 -12.235   |10.97    |~              |    ~     ~    |    1|  985.610   pc  | -15.5428    +15.5428    |paral   |2020yCat.1350....0G
5806|TYC 6202-1347-1                                                                                          |Star                                  |16 21 54.4102391232 -15 00 10.840344336|359.9649635616902 +23.8212746034151| -1.028 -22.308   |10.62    |~              |    ~     ~    |    1| 1227.144   pc  | -27.5577    +27.5577    |paral   |2020yCat.1350....0G
5807|TYC 6206-781-1                                                                                           |Star                                  |16 19 51.7159155432 -18 13 36.262652196|356.9419064055419 +22.1222736800351|  -3.747 -2.030   |10.87    |~              |    ~     ~    |    1| 1475.144   pc  | -48.3083    +48.3083    |paral   |2020yCat.1350....0G
5808|TYC 6207-580-1                                                                                           |Star                                  |16 28 44.5900229448 -17 56 18.339351612|358.6374943115428 +20.6918561247359|   2.716 -0.998   |10.55    |~              |    ~     ~    |    1|  595.415   pc  |  -6.5941     +6.5941    |paral   |2020yCat.1350....0G
5809|TYC 6210-21-1                                                                                            |Star                                  |16 20 07.3240052352 -19 31 17.767929036|355.9316575887758 +21.2283443095965|  -8.021 -7.371   |10.94    |~              |    ~     ~    |    1|  530.673   pc  |  -6.8714     +6.8714    |paral   |2020yCat.1350....0G
5810|TYC 6210-574-1                                                                                           |Star                                  |16 18 52.0083861744 -20 29 31.998135840|354.9418583614152 +20.8095425106986|  -6.853 -5.955   |10.92    |~              |    ~     ~    |    1|  665.425   pc  |  -8.1031     +8.1031    |paral   |2020yCat.1350....0G
5811|TYC 6213-586-1                                                                                           |Star                                  |16 15 35.0005202592 -21 50 15.425198808|353.3257345993105 +20.4795840529784|    7.302 1.769   |10.88    |~              |    ~     ~    |    1|  780.823   pc  | -11.0963    +11.0963    |paral   |2020yCat.1350....0G
5812|TYC 6214-701-1                                                                                           |Star                                  |16 19 41.9506466016 -21 14 44.542944312|354.4776666832288 +20.1641981773655|   -4.720 1.455   |10.52    |~              |    ~     ~    |    1| 1010.101   pc  | -17.5492    +17.5492    |paral   |2020yCat.1350....0G
5813|TYC 6214-726-1                                                                                           |Star                                  |16 22 34.4875024800 -21 02 01.863950496|355.1183385451166 +19.8009358798062| -15.905 -9.763   |10.59    |~              |    ~     ~    |    1|  518.350   pc  |  -4.8095     +4.8095    |paral   |2020yCat.1350....0G
5814|TYC 6214-827-1                                                                                           |Star                                  |16 21 48.7093847088 -21 20 39.456259764|354.7456822745593 +19.7301360500600|-14.905 -13.091   |10.84    |~              |    ~     ~    |    1|  900.820   pc  | -15.5803    +15.5803    |paral   |2020yCat.1350....0G
5815|TYC 6214-1943-1                                                                                          |Star                                  |16 16 29.0042834232 -22 16 06.573529632|353.1362300625380 +20.0351290992063|   1.288 -4.724   |10.94    |~              |    ~     ~    |    1| 1449.485   pc  | -46.6424    +46.6424    |paral   |2020yCat.1350....0G
5816|TYC 6793-558-1                                                                                           |Star                                  |16 18 37.5330137688 -23 13 20.728624440|352.7407344112435 +19.0276696775156| -8.547 -11.922   |10.62    |~              |    ~     ~    |    1|  691.419   pc  | -24.8114    +24.8114    |paral   |2020yCat.1350....0G
5817|TYC 6793-1209-1                                                                                          |Star                                  |16 17 02.7223654776 -23 57 55.417635756|351.9031818989722 +18.7926248394142|    4.026 1.523   |10.93    |~              |    ~     ~    |    1|  751.597   pc  |  -9.8292     +9.8292    |paral   |2020yCat.1350....0G
5818|TYC 6794-157-1                                                                                           |Star                                  |16 21 09.2104936440 -22 39 06.834252672|353.6010670506269 +18.9772185153473|  -2.667 -1.630   |10.70    |~              |    ~     ~    |    1| 1103.509   pc  | -25.8159    +25.8159    |paral   |2020yCat.1350....0G
5819|TYC 6797-440-1                                                                                           |Star                                  |16 17 14.0397735024 -25 54 28.108159128|350.4375631743863 +17.4381651428335|  4.600 -10.154   |10.99    |~              |    ~     ~    |    1|  370.384   pc  |  -2.7574     +2.7574    |paral   |2020yCat.1350....0G
5820|TYC 6798-274-1                                                                                           |High Proper Motion Star               |16 19 55.8419078664 -25 36 08.343279828|351.1049652718109 +17.2013740669407| 24.698 -45.874   |10.95    |~              |    ~     ~    |    1|  115.039   pc  |  -0.2448     +0.2448    |paral   |2020yCat.1350....0G
5821|TYC 6799-428-1                                                                                           |Star                                  |16 29 13.2720664344 -25 53 46.820574744|352.3353227802543 +15.4495922212585|  -5.301 -5.252   |10.99    |~              |    ~     ~    |    1|  778.331   pc  | -11.3890    +11.3890    |paral   |2020yCat.1350....0G
5822|TYC 6801-110-1                                                                                           |High Proper Motion Star               |16 17 58.4187521472 -27 41 58.617073716|349.1936376273747 +16.0893609404099|-40.626 -46.030   |10.76    |~              |    ~     ~    |    1|  148.006   pc  |  -0.4513     +0.4513    |paral   |2020yCat.1350....0G
5823|PM J16178-2805                                                                                           |Star                                  |16 17 50.6533473360 -28 05 07.265183028|348.8820317053625 +15.8446995201504|-34.540 -28.300   |10.72    |~              |    ~     ~    |    1|  251.143   pc  |  -1.2173     +1.2173    |paral   |2020yCat.1350....0G
5824|TYC 6802-132-1                                                                                           |Star                                  |16 27 01.1108867496 -27 55 42.863762172|350.4262438733587 +14.4650265666088|  15.713 -8.492   |10.46    |~              |    ~     ~    |    1| 1289.158   pc  | -37.8920    +37.8920    |paral   |2020yCat.1350....0G
5825|TYC 6802-134-1                                                                                           |Star                                  |16 23 26.4970530744 -26 47 20.115836880|350.7479108476972 +15.8189541149141|-12.876 -18.924   |10.70    |~              |    ~     ~    |    1| 2118.195   pc  |-116.2069   +116.2069    |paral   |2020yCat.1350....0G
5826|TYC 6802-674-1                                                                                           |Star                                  |16 23 57.9042840744 -27 21 18.205715304|350.3953879223355 +15.3512075955071| -3.088 -12.557   |10.60    |~              |    ~     ~    |    1| 1520.450   pc  | -45.7730    +45.7730    |paral   |2020yCat.1350....0G
5827|TYC 6803-2137-1                                                                                          |Star                                  |16 29 46.4046365496 -26 34 16.512642984|351.8949500495253 +14.9108764331132| -1.166 -37.012   |10.71    |~              |    ~     ~    |    1|  221.739   pc  |  -0.8457     +0.8457    |paral   |2020yCat.1350....0G
5828|TYC 6805-37-1                                                                                            |Star                                  |16 16 49.3992690168 -28 08 08.351225016|348.6826891785654 +15.9729846911553|   4.202 -1.477   |10.82    |~              |    ~     ~    |    1| 1524.623   pc  | -52.9980    +52.9980    |paral   |2020yCat.1350....0G
5829|TYC 6805-73-1                                                                                            |Star                                  |16 18 33.7368394368 -28 10 54.847104060|348.9224201334362 +15.6633945992209|  -4.861 -5.594   |10.92    |~              |    ~     ~    |    1|  654.279   pc  |  -8.3904     +8.3904    |paral   |2020yCat.1350....0G
5830|TYC 6805-727-1                                                                                           |Star                                  |16 18 12.6720842304 -28 34 35.128180812|348.5701865581153 +15.4478359682678|  4.937 -15.018   |9.99     |~              |    ~     ~    |    1|  480.769   pc  |  -3.6058     +3.6058    |paral   |2020yCat.1350....0G
5831|TYC 6805-1861-1                                                                                          |Star                                  |16 16 23.7223814112 -29 11 19.969096668|347.8263286679083 +15.3111156872723|   4.396 -2.691   |10.79    |~              |    ~     ~    |    1| 1031.992   pc  | -18.9571    +18.9571    |paral   |2020yCat.1350....0G
5832|HD 146852B                                                                                               |High Proper Motion Star               |16 19 33.0034238736 -29 56 56.634663768|347.7499161576933 +14.2898693660260| -2.087 -53.408   |10.50    |~              |    ~     ~    |    1|  147.345   pc  |  -0.6079     +0.6079    |paral   |2020yCat.1350....0G
5833|TYC 6806-460-1                                                                                           |Star                                  |16 21 23.1415510440 -28 47 24.581287572|348.9040772331147 +14.7947451671830|  -0.828 -6.413   |10.82    |~              |    ~     ~    |    1|  538.967   pc  | -14.1176    +14.1176    |paral   |2020yCat.1350....0G
5834|TYC 6806-481-1                                                                                           |Star                                  |16 23 32.3964319992 -29 34 46.619459616|348.6391441682733 +13.9124536867415|  -1.825 -4.741   |10.62    |~              |    ~     ~    |    1|  699.545   pc  |  -9.8362     +9.8362    |paral   |2020yCat.1350....0G
5835|TYC 6806-724-1                                                                                           |Star                                  |16 24 54.3218654808 -28 56 07.753229052|349.3350865935168 +14.1308318048477|   3.813 -6.345   |10.70    |~              |    ~     ~    |    1|  477.601   pc  |  -3.8093     +3.8093    |paral   |2020yCat.1350....0G
5836|TYC 6806-728-1                                                                                           |Star                                  |16 24 20.7887487600 -29 14 44.389371012|349.0145924974025 +14.0105333385683|  -2.107 -7.114   |10.99    |~              |    ~     ~    |    1|  841.751   pc  | -24.3031    +24.3031    |paral   |2020yCat.1350....0G
5837|TYC 6807-192-1                                                                                           |High Proper Motion Star               |16 28 29.3144852736 -29 10 18.169038048|349.6978976352513 +13.3927045784316|-30.865 -111.383  |10.74    |~              |    ~     ~    |    1|  183.167   pc  |  -0.5536     +0.5536    |paral   |2020yCat.1350....0G
5838|TYC 6807-826-1                                                                                           |Star                                  |16 28 18.2502067848 -29 21 06.216380028|349.5328745411414 +13.3019248580521|  12.406 -6.664   |10.37    |~              |    ~     ~    |    1|  748.727   pc  | -16.3693    +16.3693    |paral   |2020yCat.1350....0G
5839|TYC 7343-300-1                                                                                           |Star                                  |16 15 36.1670926392 -31 37 22.688744304|345.9028489703661 +13.7340487066055|  -1.449 -4.987   |10.62    |~              |    ~     ~    |    1|  756.315   pc  |  -9.7242     +9.7242    |paral   |2020yCat.1350....0G
5840|TYC 7343-867-1                                                                                           |Star                                  |16 18 55.3785862296 -30 31 41.518981056|347.2217503381603 +13.9875006300492|  -9.367 -6.756   |10.28    |~              |    ~     ~    |    1| 1003.412   pc  | -20.3381    +20.3381    |paral   |2020yCat.1350....0G
5841|TYC 7343-1920-1                                                                                          |Star                                  |16 17 40.7525173440 -30 52 28.971327612|346.7734821867883 +13.9394440746685|    3.416 1.020   |10.87    |~              |    ~     ~    |    1|  812.150   pc  | -10.7513    +10.7513    |paral   |2020yCat.1350....0G
5842|TYC 7343-2012-1                                                                                          |Star                                  |16 20 04.3222542432 -30 48 37.656150876|347.1877629037351 +13.6138272621716|   6.958 -3.780   |10.71    |~              |    ~     ~    |    1|  902.772   pc  | -17.6039    +17.6039    |paral   |2020yCat.1350....0G
5843|TYC 7343-2036-1                                                                                          |Spectroscopic Binary                  |16 17 23.9502823224 -30 56 20.498189496|346.6828261936904 +13.9377952321016|-24.453 -18.644   |10.93    |~              |    ~     ~    |    1| 2048.760   pc  |-100.3183   +100.3183    |paral   |2020yCat.1350....0G
5844|TYC 7343-2538-1                                                                                          |Star                                  |16 15 09.8833972200 -31 03 14.881917708|346.2529201507917 +14.1997877724983|  -4.278 -1.676   |10.71    |~              |    ~     ~    |    1| 1389.661   pc  | -45.5753    +45.5753    |paral   |2020yCat.1350....0G
5845|TYC 7344-37-1                                                                                            |Star                                  |16 22 24.2519161296 -31 49 13.035327816|346.7892445728115 +12.5568634438486|  -9.643 -6.834   |10.88    |~              |    ~     ~    |    1|  487.710   pc  |  -3.6631     +3.6631    |paral   |2020yCat.1350....0G
5846|TYC 7344-134-1                                                                                           |Star                                  |16 23 10.0129193064 -30 26 45.037032612|347.9306441072079 +13.3806221151312|   -2.709 1.038   |10.80    |~              |    ~     ~    |    1|  822.233   pc  | -10.1410    +10.1410    |paral   |2020yCat.1350....0G
5847|TYC 7344-716-1                                                                                           |Star                                  |16 27 09.0875824488 -30 23 41.605659852|348.5681427308318 +12.7848781961924|  -2.383 -6.711   |10.82    |~              |    ~     ~    |    1| 1488.095   pc  | -47.8316    +47.8316    |paral   |2020yCat.1350....0G
5848|TYC 7344-728-1                                                                                           |Star                                  |16 25 08.7100679904 -30 03 28.677403152|348.5216019375730 +13.3319430092319| -2.938 -16.111   |10.93    |~              |    ~     ~    |    1| 1348.800   pc  | -60.0356    +60.0356    |paral   |2020yCat.1350....0G
5849|TYC 7344-981-1                                                                                           |Star                                  |16 28 03.2867523960 -31 16 15.298701096|348.0405175415099 +12.0503644491017|-16.280 -16.577   |10.87    |~              |    ~     ~    |    1|  800.000   pc  |  -9.0240     +9.0240    |paral   |2020yCat.1350....0G
5850|TYC 7347-303-1                                                                                           |Star                                  |16 16 32.2485194328 -32 19 10.199914320|345.5354934220643 +13.1041535155520| -13.530 -5.720   |10.80    |~              |    ~     ~    |    1| 1853.568   pc  |-129.1829   +129.1829    |paral   |2020yCat.1350....0G
5851|TYC 7347-1064-1                                                                                          |Star                                  |16 18 19.3015984944 -32 31 22.083049164|345.6567141818384 +12.6928849080119|  2.397 -10.164   |10.83    |~              |    ~     ~    |    1| 1041.884   pc  | -16.7170    +16.7170    |paral   |2020yCat.1350....0G
