C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:53:16

dec >=0&rah >=5.5&rah< 5.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 6861

 #  |                                                                                  identifier                                                                                   |              typ               |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
6707|TYC 709-119-2                                                                                                                                                                  |High Proper Motion Star         |05 31 53.076 +12 14 23.03              |192.613718 -11.490851              |    12.0 -127.7   |10.41    |~                 |    ~     ~          |    0|                |                       |        |                   
6708|TYC 1309-3183-2                                                                                                                                                                |Star                            |05 31 54.814 +21 40 52.76              |184.511815 -06.475882              |      6.4 -13.9   |10.19    |~                 |    ~     ~          |    0|                |                       |        |                   
6709|TYC 4081-2324-2                                                                                                                                                                |Star                            |05 32 00.515353 +61 16 50.08249        |150.794572369 +14.751291856        |     -5.5 -10.2   |10.82    |~                 |    ~     ~          |    0|                |                       |        |                   
6710|HD 35598B                                                                                                                                                                      |High Proper Motion Star         |05 32 14.4598550040 +70 48 54.000850356|142.0633232099399 +19.3655236542045|  2.304 -59.324   |9.67     |~                 |    ~     ~          |    1|   69.134   pc  |  -0.1477     +0.1477  |paral   |2020yCat.1350....0G
6711|TYC 1297-698-2                                                                                                                                                                 |Star                            |05 32 15.289416 +15 26 05.90834        |189.892480777 -09.740282424        |       4.0 -5.4   |10.83    |~                 |    ~     ~          |    0|                |                       |        |                   
6712|TYC 118-396-2                                                                                                                                                                  |Star                            |05 32 18.195 +02 17 20.07              |201.521661 -16.426336              |      20.4 -3.2   |9.01     |~                 |    ~     ~          |    0|                |                       |        |                   
6713|HD 36422B                                                                                                                                                                      |Star                            |05 33 51.0810309942 +44 47 09.381159970|165.2818276257368 +06.3985221776266|   1.462 -3.566   |9.13     |~                 |    ~     ~          |    1|  689.275   pc  | -21.9971    +21.9971  |paral   |2020yCat.1350....0G
6714|TYC 1309-1693-2                                                                                                                                                                |Star                            |05 34 00.344 +22 25 27.63              |184.144074 -05.667574              |      -5.4 -8.8   |10.68    |~                 |    ~     ~          |    0|                |                       |        |                   
6715|HD 244945B                                                                                                                                                                     |Star                            |05 34 02.056563 +11 20 28.49268        |193.676094345 -11.506056789        |     11.9 -26.3   |10.49    |~                 |    ~     ~          |    0|                |                       |        |                   
6716|HD 288058B                                                                                                                                                                     |Star                            |05 34 12.0582512544 +02 52 07.112147088|201.2357465134185 -15.7297431244485|  -0.898 -3.540   |10.96    |~                 |    ~     ~          |    1|  207.835   pc  |  -1.4427     +1.4427  |paral   |2020yCat.1350....0G
6717|TYC 713-414-2                                                                                                                                                                  |Star                            |05 34 50.903 +13 56 02.78              |191.523558 -09.992644              |       4.1 -3.4   |10.85    |~                 |    ~     ~          |    0|                |                       |        |                   
6718|TYC 1301-1627-2                                                                                                                                                                |Star                            |05 34 58.996 +18 37 44.43              |187.498934 -07.498083              |      -2.6 -8.6   |9.54     |~                 |    ~     ~          |    0|                |                       |        |                   
6719|HD 36723A                                                                                                                                                                      |Star                            |05 35 06.555460 +30 55 44.29955        |177.102498443 -00.872139828        |     -2.7 -29.0   |8.64     |~                 |    ~     ~          |    0|                |                       |        |                   
6720|TYC 2914-662-2                                                                                                                                                                 |Star                            |05 35 04.174 +39 41 02.59              |169.725418 +03.849918              |      6.9 -24.5   |10.73    |~                 |    ~     ~          |    0|                |                       |        |                   
6721|BD+45 1143B                                                                                                                                                                    |Star                            |05 35 32.390460 +45 13 53.76945        |165.062221902 +06.888521645        |      -0.5 -7.0   |10.05    |~                 |    ~     ~          |    0|                |                       |        |                   
6722|TYC 1309-798-2                                                                                                                                                                 |Star                            |05 35 39.244 +20 54 15.15              |185.641559 -06.156251              |     27.3 -24.4   |9.95     |~                 |    ~     ~          |    0|                |                       |        |                   
6723|TYC 3749-537-2                                                                                                                                                                 |Star                            |05 35 53.756942 +52 39 57.08531        |158.679533389 +10.827634769        |       7.6 -2.8   |10.45    |~                 |    ~     ~          |    0|                |                       |        |                   
6724|HD 37013B                                                                                                                                                                      |High Proper Motion Star         |05 36 26.0940316632 +21 59 35.399678604|184.8121268163961 -05.4228400426053|-45.920 -75.826   |7.03     |~                 |    ~     ~          |    1|   75.821   pc  |  -0.1328     +0.1328  |paral   |2020yCat.1350....0G
6725|TYC 2922-1180-2                                                                                                                                                                |Star                            |05 36 35.511 +43 07 42.22              |166.956845 +05.932340              |      5.0 -14.3   |10.93    |~                 |    ~     ~          |    0|                |                       |        |                   
6726|TYC 4352-89-2                                                                                                                                                                  |Star                            |05 36 54.098 +73 01 56.98              |140.123993 +20.679927              |       -4.3 4.6   |10.60    |~                 |    ~     ~          |    0|                |                       |        |                   
6727|HD 37098A                                                                                                                                                                      |Star                            |05 37 08.8981444584 +26 55 27.185161476|180.7196513259166 -02.6516318568973| 17.270 -21.464   |6.56     |B8IV              |    ~     ~          |    1|  187.649   pc  |  -3.0494     +3.0494  |paral   |2020yCat.1350....0G
6728|HD 37234B                                                                                                                                                                      |Star                            |05 37 13.328314 +04 46 06.27696        |199.905281478 -14.140851391        |       -0.9 0.6   |9.66     |~                 |    ~     ~          |    0|                |                       |        |                   
6729|TYC 2922-2012-2                                                                                                                                                                |Star                            |05 37 14.082 +43 38 48.00              |166.576956 +06.305933              |       1.5 -4.2   |8.84     |~                 |    ~     ~          |    0|                |                       |        |                   
6730|TYC 4532-1458-2                                                                                                                                                                |Star                            |05 37 09.723 +79 27 54.96              |133.813863 +23.358373              |      -7.8 18.7   |10.41    |~                 |    ~     ~          |    0|                |                       |        |                   
6731|TYC 714-247-2                                                                                                                                                                  |Star                            |05 37 53.814 +08 56 57.18              |196.272346 -11.908947              |       18.5 7.9   |9.24     |~                 |    ~     ~          |    0|                |                       |        |                   
6732|HD 245735B                                                                                                                                                                     |Star                            |05 38 23.6483334423 +18 08 09.269677111|188.3512841493520 -07.0701371228418|  3.583 -36.753   |10.81    |~                 |    ~     ~          |    1|  170.039   pc  |  -0.9020     +0.9020  |paral   |2020yCat.1350....0G
6733|HD 37031A                                                                                                                                                                      |Star                            |05 38 22.148365 +51 05 23.03222        |160.254923413 +10.346223722        |      -0.8 -5.5   |9.58     |~                 |    ~     ~          |    0|                |                       |        |                   
6734|TYC 726-326-2                                                                                                                                                                  |Star                            |05 39 02.622900 +14 19 11.92064        |191.723842678 -08.922887153        |     -2.5 -11.6   |10.39    |~                 |    ~     ~          |    0|                |                       |        |                   
6735|TYC 2910-862-2                                                                                                                                                                 |Star                            |05 39 54.349 +37 57 29.10              |171.692058 +03.726166              |       -4.5 1.1   |8.18     |~                 |    ~     ~          |    0|                |                       |        |                   
6736|HD 246032B                                                                                                                                                                     |Star                            |05 40 01.963765 +22 45 44.13448        |184.599906072 -04.309944201        |      -0.3 -7.0   |10.80    |~                 |    ~     ~          |    0|                |                       |        |                   
6737|TYC 2416-789-2                                                                                                                                                                 |Star                            |05 40 04.176 +36 00 32.62              |173.365669 +02.722315              |      -6.7 -8.5   |9.58     |~                 |    ~     ~          |    0|                |                       |        |                   
6738|TYC 2923-1767-2                                                                                                                                                                |Star                            |05 40 20.797 +44 20 57.76              |166.269905 +07.150923              |      9.0 -21.3   |9.88     |~                 |    ~     ~          |    0|                |                       |        |                   
6739|TYC 127-635-2                                                                                                                                                                  |Star                            |05 40 33.488815 +06 49 37.65115        |198.488898540 -12.401183473        |     -7.7 -10.6   |10.92    |~                 |    ~     ~          |    0|                |                       |        |                   
6740|TYC 1861-398-2                                                                                                                                                                 |Star                            |05 40 35.803998 +23 58 58.59656        |183.628953326 -03.555941330        |       7.5 -5.6   |10.57    |~                 |    ~     ~          |    0|                |                       |        |                   
6741|NAME AB Tau B                      NAME AB Tau B                                                                                                                               |Star                            |05 41 02.492480 +28 06 22.85747        |180.178137262 -01.291614101        |      6.5 -12.4   |10.39    |~                 |    ~     ~          |    0|                |                       |        |                   
6742|TYC 1306-559-2                                                                                                                                                                 |Star                            |05 41 34.645 +19 13 14.51              |187.817146 -05.860409              |      -0.6 -5.7   |9.76     |~                 |    ~     ~          |    0|                |                       |        |                   
6743|BD+47 1187B                                                                                                                                                                    |Star                            |05 42 49.7772115770 +47 10 53.148495010|164.0420479605641 +08.9792228072346|  6.879 -10.949   |10.79    |~                 |    ~     ~          |    0|                |                       |        |                   
6744|TYC 123-325-2                                                                                                                                                                  |Star                            |05 42 51.437 +05 36 11.54              |199.867797 -12.508681              |      -2.2 -6.9   |9.95     |~                 |    ~     ~          |    0|                |                       |        |                   
6745|TYC 3749-1187-2                                                                                                                                                                |Star                            |05 42 57.5627 +52 35 08.194            |159.3022219 +11.7121947            |   -8.578 0.228   |10.78    |~                 |    ~     ~          |    0|                |                       |        |                   
6746|TYC 1865-2130-2                                                                                                                                                                |Star                            |05 42 58.946348 +26 06 19.02378        |182.107116937 -01.979294282        |       2.3 -5.1   |10.66    |~                 |    ~     ~          |    0|                |                       |        |                   
6747|TYC 1865-536-2                                                                                                                                                                 |Star                            |05 43 03.3862941936 +25 21 47.308580892|182.7480590242398 -02.3545757139460|  5.993 -17.862   |9.69     |~                 |    ~     ~          |    1|  158.383   pc  |  -2.3981     +2.3981  |paral   |2020yCat.1350....0G
6748|HD 290827B                                                                                                                                                                     |Star                            |05 43 10.787465 +00 10 20.97918        |204.806559426 -15.057706467        |      -4.6 -8.6   |10.64    |~                 |    ~     ~          |    0|                |                       |        |                   
6749|TYC 718-1159-2                                                                                                                                                                 |Star                            |05 43 24.340753 +10 00 11.27727        |196.041685824 -10.204631134        |      -3.5 -8.1   |10.91    |~                 |    ~     ~          |    0|                |                       |        |                   
6750|TYC 1302-1303-2                                                                                                                                                                |Star                            |05 43 25.147303 +17 18 23.32363        |189.691400114 -06.479416608        |     14.0 -32.5   |10.83    |~                 |    ~     ~          |    0|                |                       |        |                   
6751|TYC 726-455-2                                                                                                                                                                  |Star                            |05 43 35.433365 +14 28 01.83019        |192.168107421 -07.902695979        |      -3.3 -8.1   |10.40    |~                 |    ~     ~          |    0|                |                       |        |                   
6752|TYC 722-60-2                                                                                                                                                                   |Star                            |05 43 36.030 +12 59 44.02              |193.448637 -08.650963              |      -0.9 -5.7   |9.21     |~                 |    ~     ~          |    0|                |                       |        |                   
6753|BD+43 1335B                                                                                                                                                                    |Star                            |05 43 45.506087 +43 59 21.35858        |166.899256889 +07.489051745        |       -0.5 3.8   |10.18    |~                 |    ~     ~          |    0|                |                       |        |                   
6754|TYC 726-608-2                                                                                                                                                                  |Star                            |05 44 10.894 +13 18 54.76              |193.243049 -08.366632              |      -0.1 -8.3   |10.32    |~                 |    ~     ~          |    0|                |                       |        |                   
6755|HD 38182B                                                                                                                                                                      |Star                            |05 44 31.367305 +15 03 48.40752        |191.767271622 -07.404189515        |     -2.2 -22.3   |8.26     |~                 |    ~     ~          |    0|                |                       |        |                   
6756|TYC 1303-148-2                                                                                                                                                                 |Star                            |05 44 35.103189 +18 29 25.42971        |188.815606292 -05.630811410        |       4.6 -1.6   |10.80    |~                 |    ~     ~          |    0|                |                       |        |                   
6757|TYC 4344-1007-2                                                                                                                                                                |Star                            |05 44 51.573228 +69 05 44.22293        |144.205730189 +19.573192864        |      -9.3 -7.2   |10.41    |~                 |    ~     ~          |    0|                |                       |        |                   
6758|HD 37880B                                                                                                                                                                      |Star                            |05 44 55.4932413398 +55 42 54.861543449|156.6471821669516 +13.4910242101709|   0.078 -2.812   |9.99     |~                 |    ~     ~          |    1|  603.391   pc  | -24.3934    +24.3934  |paral   |2020yCat.1350....0G
6759|TYC 1311-1714-2                                                                                                                                                                |Star                            |05 44 56.465849 +21 48 33.37142        |186.009711854 -03.841068228        |       1.9 -4.8   |10.91    |~                 |    ~     ~          |    0|                |                       |        |                   
6760|TYC 1862-458-2                                                                                                                                                                 |Star                            |05 44 57.801 +22 54 37.09              |185.069801 -03.264642              |      -3.7 -7.2   |8.91     |~                 |    ~     ~          |    0|                |                       |        |                   
6761|HD 36044A                                                                                                                                                                      |Star                            |05 30 06.1532235384 +29 32 55.054483116|177.6701600337962 -02.5312500834875| 16.660 -25.211   |7.38     |~                 |    ~     ~          |    1|  195.477   pc  |  -1.2266     +1.2266  |paral   |2020yCat.1350....0G
6762|HD 278210A                                                                                                                                                                     |Star                            |05 30 12.9395351784 +41 45 20.767158144|167.4807129766364 +04.2016357593892|  2.560 -13.164   |9.54     |~                 |    ~     ~          |    1|  573.033   pc  |  -6.7315     +6.7315  |paral   |2020yCat.1350....0G
6763|BD+50 1180A                                                                                                                                                                    |Pulsating Variable              |05 30 45.4294114082 +50 12 10.246677911|160.3815261186096 +08.8539530518521| -1.357 -12.520   |10.54    |~                 |    ~     ~          |    1|  640.492   pc  | -10.4198    +10.4198  |paral   |2020yCat.1350....0G
6764|* n01 Ori A                                                                                                                                                                    |Star                            |05 31 14.5327002048 +03 17 31.679998404|200.4752283270625 -16.1658437924076|   1.590 -0.912   |5.74     |~                 |    ~     ~          |    1|  325.288   pc  | -11.3219    +11.3219  |paral   |2020yCat.1350....0G
6765|HD 36146A                                                                                                                                                                      |Star                            |05 32 20.600 +49 23 36.28              |161.212567 +08.639388              |     13.4 -28.6   |7.41     |~                 |    ~     ~          |    0|                |                       |        |                   
6766|HD 288058A                                                                                                                                                                     |Star                            |05 34 12.0982600416 +02 52 05.948701140|201.2361239772344 -15.7297556918136|  -1.285 -3.901   |10.31    |~                 |    ~     ~          |    1|  196.750   pc  |  -1.3858     +1.3858  |paral   |2020yCat.1350....0G
6767|HD 36451A                                                                                                                                                                      |Star                            |05 34 34.2602954788 +51 55 13.565557780|159.2217279310830 +10.2685525684998| -2.744 -10.463   |8.90     |~                 |    ~     ~          |    1|  411.303   pc  | -13.2629    +13.2629  |paral   |2020yCat.1350....0G
6768|TYC 713-414-1                                                                                                                                                                  |Star                            |05 34 50.840 +13 56 01.38              |191.523760 -09.993064              |       4.1 -3.4   |10.77    |~                 |    ~     ~          |    0|                |                       |        |                   
6769|BD+15 860                                                                                                                                                                      |Double or Multiple Star         |05 35 03.273120 +15 43 13.09800        |190.005822988 -09.016762001        |       0.3 -4.6   |10.89    |~                 |    ~     ~          |    0|                |                       |        |                   
6770|HD 37013A                                                                                                                                                                      |Spectroscopic Binary            |05 36 26.3842731096 +21 59 35.208189636|184.8127716380210 -05.4219190987263|-41.667 -84.599   |7.41     |~                 |    ~     ~          |    1|   77.612   pc  |  -0.6566     +0.6566  |paral   |2020yCat.1350....0G
6771|BD+63 593A                                                                                                                                                                     |Star                            |05 36 48.6874337601 +63 30 30.453122251|149.0603305738422 +16.3264191619906|-15.775 -14.655   |8.73     |K5                |    ~     ~          |    1|  377.629   pc  |  -2.5098     +2.5098  |paral   |2020yCat.1350....0G
6772|HD 245924                                                                                                                                                                      |T Tauri Star                    |05 39 30.9375019856 +23 06 32.756518341|184.2415077061902 -04.2278819161336|  2.718 -35.205   |9.57     |K0IV              |    ~     ~          |    1|  108.6177  pc  |  -0.6265     +0.6265  |paral   |2018yCat.1345....0G
6773|BD+03 1004                                                                                                                                                                     |High Proper Motion Star         |05 40 52.5883929672 +03 29 15.054605808|201.5164832931486 -13.9730607679972|  8.275 -60.751   |10.413   |~                 |    ~     ~          |    1|  239.664   pc  |  -0.9822     +0.9822  |paral   |2020yCat.1350....0G
6774|TYC 2911-1021-1                                                                                                                                                                |Star                            |05 42 20.1772206120 +38 31 51.020041116|171.4552140406029 +04.4332449646156|  -0.287 -2.469   |10.27    |~                 |    ~     ~          |    1| 1219.959   pc  | -55.5135    +55.5135  |paral   |2020yCat.1350....0G
6775|NAME AG+79 168A                    NAME AG+79 168A                                                                                                                             |Star                            |05 42 23.8240196097 +79 19 44.954787703|134.0517764101299 +23.5282772196043| -1.272 -45.623   |9.61     |~                 |    ~     ~          |    1|  281.666   pc  |  -2.2928     +2.2928  |paral   |2018yCat.1345....0G
6776|TYC 1310-2474-1                                                                                                                                                                |Star                            |05 43 21.1055 +22 12 46.178            |185.4721529 -03.9455645            |  -1.250 -2.644   |9.76     |~                 |    ~     ~          |    0|                |                       |        |                   
6777|TYC 726-608-1                                                                                                                                                                  |Star                            |05 44 10.895 +13 18 52.19              |193.243672 -08.366991              |      -0.1 -8.3   |10.03    |~                 |    ~     ~          |    0|                |                       |        |                   
6778|TYC 726-746-1                                                                                                                                                                  |Star                            |05 44 33.413 +13 19 28.08              |193.281890 -08.283294              |       3.5 -4.5   |10.86    |~                 |    ~     ~          |    0|                |                       |        |                   
6779|IRAS 05415+3806                                                                                                                                                                |Star                            |05 44 58.6266049632 +38 07 44.363746272|172.0697602041290 +04.6665023675384|   0.040 -2.041   |10.69    |~                 |    ~     ~          |    1| 1829.826   pc  | -80.3583    +80.3583  |paral   |2020yCat.1350....0G
6780|TYC 2914-684-1                                                                                                                                                                 |Star                            |05 37 18.5364395784 +39 54 03.887732484|169.7725490492820 +04.3294298015445|   1.925 -6.625   |10.88    |~                 |    ~     ~          |    1| 1189.202   pc  | -24.8899    +24.8899  |paral   |2020yCat.1350....0G
6781|IRAS 05368+3940                                                                                                                                                                |Long-Period Variable Candidate  |05 40 17.7305103936 +39 41 54.307401288|170.2496988116767 +04.7087289439457|   3.660 -1.465   |10.99    |~                 |    ~     ~          |    1| 1640.69    pc  | -80.2174    +80.2174  |paral   |2020yCat.1350....0G
6782|IRAS 05323+4338                                                                                                                                                                |Star                            |05 36 00.2932261512 +43 40 46.982227512|166.4301784086422 +06.1348481826247|   0.928 -1.989   |10.69    |~                 |    ~     ~          |    1| 2036.660   pc  |-135.6391   +135.6391  |paral   |2020yCat.1350....0G
6783|IRAS 05313+4505                                                                                                                                                                |Star                            |05 35 04.5108038904 +45 07 12.311100876|165.1135905326327 +06.7599131603656|   1.490 -2.048   |10.92    |~                 |    ~     ~          |    0|                |                       |        |                   
6784|IRAS 05362+4715                                                                                                                                                                |Long-Period Variable Candidate  |05 40 01.6296221976 +47 16 34.205897496|163.7131406676137 +08.6191105362532|  -8.411 -5.862   |10.43    |~                 |    ~     ~          |    1| 1560.79    pc  | -55.5425    +55.5425  |paral   |2020yCat.1350....0G
6785|IRAS 05264+5034                                                                                                                                                                |Star                            |05 30 21.1944888984 +50 36 39.922617600|159.9973603116856 +09.0176043549658|   3.541 -5.164   |10.77    |~                 |    ~     ~          |    1| 1469.940   pc  | -41.0537    +41.0537  |paral   |2020yCat.1350....0G
6786|IRAS 05327+5121                                                                                                                                                                |Long-Period Variable Candidate  |05 36 41.0404351560 +51 22 58.762405128|159.8614662176184 +10.2705776466924|   3.469 -5.850   |10.95    |~                 |    ~     ~          |    1| 1250       pc  | -58.2812    +58.2812  |paral   |2020yCat.1350....0G
6787|IRAS 05269+5356                                                                                                                                                                |Star                            |05 31 04.7942213112 +53 58 31.146706668|157.1598663573721 +10.8938919098134|   5.101 -7.699   |10.13    |~                 |    ~     ~          |    1|  752.276   pc  | -10.5827    +10.5827  |paral   |2020yCat.1350....0G
6788|IRAS 05309+5740                                                                                                                                                                |Star                            |05 35 13.6305558072 +57 42 59.078237040|154.1836732196184 +13.3160823655869| -1.639 -11.935   |10.28    |~                 |    ~     ~          |    1| 1031.460   pc  | -22.2357    +22.2357  |paral   |2020yCat.1350....0G
6789|TYC 3761-449-1                                                                                                                                                                 |High Proper Motion Star         |05 43 55.9321130616 +59 21 00.471797496|153.2825425909479 +15.1037170497086|-28.979 -47.657   |10.12    |~                 |    ~     ~          |    1|   77.232   pc  |  -0.1658     +0.1658  |paral   |2020yCat.1350....0G
6790|IRAS 05267+6214                                                                                                                                                                |Long-Period Variable Candidate  |05 31 20.7115902216 +62 16 34.706355960|149.8613877490795 +15.1812640081985|   3.900 -9.784   |10.87    |~                 |    ~     ~          |    1| 1917.91    pc  | -86.81      +86.81    |paral   |2020yCat.1350....0G
6791|HD 245975                                                                                                                                                                      |Star                            |05 39 53.2099294800 +25 56 05.410333716|181.8847979818464 -02.6600073237034|  9.195 -13.023   |10.13    |F8                |    ~     ~          |    1|  624.610   pc  |  -8.0368     +8.0368  |paral   |2020yCat.1350....0G
6792|TYC 1873-530-1                                                                                                                                                                 |Star                            |05 39 25.0700599968 +29 13 15.513394620|179.0441843850128 -01.0019277635471|   3.855 -5.258   |10.67    |~                 |    ~     ~          |    1|  854.774   pc  | -13.8821    +13.8821  |paral   |2020yCat.1350....0G
6793|TYC 1869-1140-1                                                                                                                                                                |Star                            |05 37 19.4214522240 +26 54 39.221816040|180.7518684032447 -02.6257414017895| -1.429 -19.196   |10.42    |~                 |    ~     ~          |    1|  292.535   pc  |  -1.8142     +1.8142  |paral   |2020yCat.1350....0G
6794|TYC 1873-94-1                                                                                                                                                                  |Star                            |05 41 54.8305727232 +29 28 00.247926756|179.1241225324946 -00.4104237904848|  5.618 -32.320   |10.65    |~                 |    ~     ~          |    1|  324.770   pc  |  -2.2888     +2.2888  |paral   |2020yCat.1350....0G
6795|TYC 1874-335-1                                                                                                                                                                 |Horizontal Branch Star          |05 44 33.3960407664 +28 31 15.657341268|180.2324366895690 -00.4155426256351|   5.590 -3.848   |10.70    |~                 |    ~     ~          |    1| 1009.082   pc  | -15.2737    +15.2737  |paral   |2020yCat.1350....0G
6796|TYC 713-633-1                                                                                                                                                                  |Star                            |05 34 11.3350156968 +14 22 33.408687756|191.0561827440304 -09.8985380075205|   4.190 -4.002   |10.33    |~                 |    ~     ~          |    1|  293.479   pc  |  -1.9379     +1.9379  |paral   |2020yCat.1350....0G
6797|TYC 1852-1365-1                                                                                                                                                                |Star                            |05 30 17.8856210424 +25 08 16.510469820|181.3915666972282 -04.9119488113794|  5.706 -13.633   |10.95    |~                 |    ~     ~          |    1|  522.685   pc  |  -5.5459     +5.5459  |paral   |2020yCat.1350....0G
6798|TYC 127-333-1                                                                                                                                                                  |Star                            |05 43 59.3394239160 +06 57 32.811638400|198.8028128342849 -11.5960685026391|  7.026 -22.422   |10.62    |~                 |    ~     ~          |    1|  373.832   pc  |  -2.6413     +2.6413  |paral   |2020yCat.1350....0G
6799|TYC 1305-1014-1                                                                                                                                                                |Star                            |05 33 36.3631314912 +18 48 11.028162672|187.1754870124063 -07.6820436669833| 13.272 -16.323   |9.66     |~                 |    ~     ~          |    1|  569.055   pc  |  -6.8327     +6.8327  |paral   |2020yCat.1350....0G
6800|TYC 1869-483-1                                                                                                                                                                 |Star                            |05 41 32.5785628320 +27 01 13.574854668|181.1590876085508 -01.7711796653739|  -2.673 -3.866   |10.63    |~                 |    ~     ~          |    1|  971.628   pc  | -16.4267    +16.4267  |paral   |2020yCat.1350....0G
6801|V* DX Tau                                                                                                                                                                      |Long-Period Variable            |05 41 05.0941007448 +16 35 30.043984992|190.0169719931748 -07.3268041555989|  -5.883 -6.467   |10.33    |M5                |    ~     ~          |    1| 1449.485   pc  | -86.9817    +86.9817  |paral   |2020yCat.1350....0G
6802|TYC 1306-1282-1                                                                                                                                                                |Star                            |05 39 53.2885078584 +19 23 35.399184072|187.4598820049217 -06.1101131416697|   1.363 -2.790   |10.13    |~                 |    ~     ~          |    1|  734.646   pc  | -12.7910    +12.7910  |paral   |2020yCat.1350....0G
6803|HD 288012A                                                                                                                                                                     |Star                            |05 33 04.7884293696 +02 28 09.767014752|201.4560505529067 -16.1689856735139|    1.963 0.317   |9.641    |~                 |    ~     ~          |    1|  344.471   pc  |  -2.4325     +2.4325  |paral   |2020yCat.1350....0G
6804|NAME AB Tau A                      NAME AB Tau A                                                                                                                               |Star                            |05 41 02.452472 +28 06 23.07671        |180.178007750 -01.291706650        |      6.5 -12.4   |9.97     |~                 |    ~     ~          |    0|                |                       |        |                   
6805|HD 36706A                                                                                                                                                                      |Star                            |05 35 27.6594438120 +37 54 07.134275916|171.2710962103309 +02.9549681867030|-25.176 -17.233   |7.63     |~                 |    ~     ~          |    1|  123.425   pc  |  -3.8297     +3.8297  |paral   |2020yCat.1350....0G
6806|HD 36524A                                                                                                                                                                      |High Proper Motion Star         |05 33 06.9388946832 +20 02 07.719676764|186.0620426842911 -07.1225398943438|-89.029 -282.083  |9.01     |G9                |    ~     ~          |    1|   47.375   pc  |  -0.3560     +0.3560  |paral   |2020yCat.1350....0G
6807|HD 36289A                                                                                                                                                                      |High Proper Motion Star         |05 40 06.098967 +76 45 59.45184        |136.567611331 +22.425316597        |    -11.6 -69.3   |8.27     |~                 |    ~     ~          |    0|                |                       |        |                   
6808|TYC 709-119-1                                                                                                                                                                  |High Proper Motion Star         |05 31 53.052219 +12 14 23.32722        |192.613594494 -11.490891072        |    12.0 -127.7   |10.27    |~                 |    ~     ~          |    0|                |                       |        |                   
6809|HD 35598A                                                                                                                                                                      |High Proper Motion Star         |05 32 14.3420065632 +70 48 54.690504084|142.0630641903078 +19.3654686723384| -4.433 -58.043   |8.98     |~                 |    ~     ~          |    1|   68.627   pc  |  -0.1046     +0.1046  |paral   |2020yCat.1350....0G
