C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:07:50

dec >=0&rah >=12.75&rah< 13.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2206

 #  |                                                                                  identifier                                                                                   |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1647|BD+01 2755                                                                                                                                                                     |High Proper Motion Star             |12 47 42.2913357936 +00 41 14.424419256|300.8368893726922 +63.5439012592432|-43.184 -25.764   |10.49    |K0               |    ~     ~    |    1|  118.929   pc  |  -0.2659     +0.2659  |paral   |2020yCat.1350....0G
1648|BD+01 2756                                                                                                                                                                     |Star                                |12 47 51.4635434592 +01 10 56.016143472|300.8873451133375 +64.0397605438792|   -9.915 0.877   |9.65     |K0               |    ~     ~    |    1|  368.216   pc  |  -2.3727     +2.3727  |paral   |2020yCat.1350....0G
1649|BD+01 2757                                                                                                                                                                     |High Proper Motion Star             |12 48 44.3608075080 +01 07 29.537006880|301.3937296424422 +63.9885590425370|-40.373 -51.456   |9.75     |G5III            |    ~     ~    |    1|  222.876   pc  |  -1.1077     +1.1077  |paral   |2020yCat.1350....0G
1650|HD 111544                                                                                                                                                                      |Star                                |12 50 02.5203537264 +00 39 56.003742828|302.1488825358058 +63.5351818296609|-32.195 -30.170   |8.32     |K1III            |    ~     ~    |    1|  450.065   pc  |  -5.2868     +5.2868  |paral   |2020yCat.1350....0G
1651|BD+01 2759                                                                                                                                                                     |Star                                |12 50 41.8679164488 +00 29 31.324337196|302.5192353418657 +63.3631890684847|   -1.739 3.208   |9.76     |K5               |    ~     ~    |    1| 1644.466   pc  | -66.2546    +66.2546  |paral   |2020yCat.1350....0G
1652|TYC 291-353-1                                                                                                                                                                  |Star                                |12 50 52.7708013528 +01 08 29.292783288|302.6133897858702 +64.0128724407584|  3.127 -11.560   |10.90    |G6III            |    ~     ~    |    1|  456.433   pc  |  -3.2500     +3.2500  |paral   |2020yCat.1350....0G
1653|BD+01 2760                                                                                                                                                                     |Star                                |12 50 59.4165137664 +00 16 22.645148520|302.6841996315566 +63.1444892584824|   -4.867 2.262   |10.72    |F2               |    ~     ~    |    1|  424.899   pc  |  -5.9939     +5.9939  |paral   |2020yCat.1350....0G
1654|HD 111719                                                                                                                                                                      |High Proper Motion Star             |12 51 18.6187636296 +01 05 07.314821088|302.8592810755399 +63.9570948150735|-67.031 -35.548   |8.68     |G8/K0III/IV      |    ~     ~    |    1|  378.601   pc  |  -2.9815     +2.9815  |paral   |2020yCat.1350....0G
1655|HD 111745                                                                                                                                                                      |Star                                |12 51 29.2825336008 +00 36 45.664925076|302.9599960321148 +63.4844295538883|  -40.720 9.883   |9.55     |F3V              |    ~     ~    |    1|  276.863   pc  |  -1.2648     +1.2648  |paral   |2020yCat.1350....0G
1656|HD 111766                                                                                                                                                                      |Star                                |12 51 39.1219655088 +00 29 46.102459128|303.0513385560593 +63.3678375107959|  -7.002 -0.186   |9.06     |K2/3(III)        |    ~     ~    |    1|  959.141   pc  | -23.0908    +23.0908  |paral   |2020yCat.1350....0G
1657|HD 111879                                                                                                                                                                      |Star                                |12 52 27.2914117752 +00 13 44.534966448|303.4938509601843 +63.0996755172593|-14.709 -15.287   |9.20     |K2/3III          |    ~     ~    |    1|  698.178   pc  |  -9.2128     +9.2128  |paral   |2020yCat.1350....0G
1658|HD 111976                                                                                                                                                                      |Star                                |12 53 06.8866416672 +00 26 41.412416568|303.8653729207900 +63.3135451237588|  -3.884 -9.942   |9.02     |G8IV             |    ~     ~    |    1|  260.051   pc  |  -2.7727     +2.7727  |paral   |2020yCat.1350....0G
1659|BD+01 2768                                                                                                                                                                     |High Proper Motion Star             |12 53 46.4512986528 +00 21 14.360201964|304.2282834287437 +63.2198557931758| 20.174 -86.798   |10.36    |G5               |    ~     ~    |    1|  780.031   pc  | -11.1346    +11.1346  |paral   |2020yCat.1350....0G
1660|TYC 291-1137-1                                                                                                                                                                 |Star                                |12 56 14.1393770760 +00 31 04.910590020|305.6080692290449 +63.3648458760542|  -38.336 8.148   |10.59    |F8               |    ~     ~    |    1|  214.307   pc  |  -0.8634     +0.8634  |paral   |2020yCat.1350....0G
1661|TYC 291-1035-1                                                                                                                                                                 |Star                                |12 56 09.0722047632 +00 31 15.375860400|305.5612797933273 +63.3686201034829| -13.179 -7.114   |10.40    |K0               |    ~     ~    |    1| 1053.852   pc  | -20.9904    +20.9904  |paral   |2020yCat.1350....0G
1662|BD+01 2770                                                                                                                                                                     |High Proper Motion Star             |12 56 12.8817375216 +00 50 06.498920904|305.6259837857492 +63.6818964525815|-92.863 -16.858   |10.26    |G5               |    ~     ~    |    1|  188.644   pc  |  -0.6441     +0.6441  |paral   |2020yCat.1350....0G
1663|BD+00 2986                                                                                                                                                                     |Star                                |12 49 01.5502665744 +00 05 02.905880892|301.6058556549987 +62.9496774178421|  -42.869 6.049   |10.66    |F8               |    ~     ~    |    1|  193.401   pc  |  -0.6508     +0.6508  |paral   |2020yCat.1350....0G
1664|BD+00 2987                                                                                                                                                                     |Star                                |12 49 47.4862654512 +00 12 08.816658948|302.0230128654260 +63.0712909367863|  7.365 -10.199   |10.53    |F8               |    ~     ~    |    1|  402.139   pc  | -18.0799    +18.0799  |paral   |2020yCat.1350....0G
1665|HD 111816                                                                                                                                                                      |High Proper Motion Star             |12 51 52.0131360576 +00 05 05.936531352|303.1677985183932 +62.9565334912156| 65.853 -39.292   |7.82     |F6V              |    ~     ~    |    1|   54.345   pc  |  -0.1004     +0.1004  |paral   |2020yCat.1350....0G
1666|HD 112047                                                                                                                                                                      |Star                                |12 53 36.0455416224 +00 06 41.149374948|304.1221216885014 +62.9781796331884|   -1.348 4.424   |9.07     |K0III            |    ~     ~    |    1|  495.983   pc  |  -3.9360     +3.9360  |paral   |2020yCat.1350....0G
1667|HD 112281                                                                                                                                                                      |Star                                |12 55 38.4128987568 +00 03 19.046580480|305.2392605284593 +62.9082103108721| -29.933 -4.363   |6.78     |K0III            |    ~     ~    |    1|  167.333   pc  |  -0.7924     +0.7924  |paral   |2020yCat.1350....0G
1668|NGC 4772                           NGC 4772                                                                                                                                    |LINER-type Active Galaxy Nucleus    |12 53 29.1636448512 +02 10 06.146331708|304.1443174788691 +65.0353000230478|            ~ ~   |11.04    |~                |1.697 0.984    |    1|   28.05    Mpc |  -2.27       +2.27    |T-F     |2020ApJ...902..145K
1669|NGC 4771                           NGC 4771                                                                                                                                    |Emission-line galaxy                |12 53 21.273 +01 16 09.02              |304.030137 +64.136833              |            ~ ~   |     ~   |~                |2.180 0.567    |    1|   18.54    Mpc |  -1.00       +1.00    |T-F     |2020ApJ...902..145K
1670|GEN# +7.85690009                                                                                                                                                               |Star                                |12 49 39.0 +01 15 06                   |301.9081 +64.1199                  |            ~ ~   |9.84     |~                |    ~     ~    |    0|                |                       |        |                   
1671|TYC 290-148-1                                                                                                                                                                  |Star                                |12 47 10.9847821944 +01 19 14.207019132|300.4904191860823 +64.1721885602083|  -19.951 0.566   |10.44    |~                |    ~     ~    |    1|  889.126   pc  | -23.3211    +23.3211  |paral   |2020yCat.1350....0G
1672|TYC 290-341-1                                                                                                                                                                  |Star                                |12 45 46.7683660440 +01 27 13.838472288|299.6707251047977 +64.2897559477419| -21.399 -1.444   |10.57    |~                |    ~     ~    |    1| 1055.966   pc  | -20.0712    +20.0712  |paral   |2020yCat.1350....0G
1673|TYC 290-357-1                                                                                                                                                                  |High Proper Motion Star             |12 47 21.5874104976 +00 19 18.606352692|300.6721785589976 +63.1756879802031|-102.903 10.268   |10.35    |~                |    ~     ~    |    1|  149.855   pc  |  -0.4469     +0.4469  |paral   |2020yCat.1350....0G
1674|TYC 290-393-1                                                                                                                                                                  |Star                                |12 45 24.9386688288 +01 21 33.692672052|299.4731272846962 +64.1906551158195| 29.381 -11.953   |10.89    |~                |    ~     ~    |    1|  132.802   pc  |  -0.2857     +0.2857  |paral   |2020yCat.1350....0G
1675|TYC 290-416-1                                                                                                                                                                  |Star                                |12 48 02.6854706736 +00 14 08.350326384|301.0570532987539 +63.0950475393243|    6.771 1.761   |10.71    |~                |    ~     ~    |    1|  701.804   pc  | -10.9341    +10.9341  |paral   |2020yCat.1350....0G
1676|TYC 290-885-1                                                                                                                                                                  |Star                                |12 47 56.5895994048 +00 51 07.415172108|300.9592135835564 +63.7104205535982| -16.180 12.485   |10.47    |~                |    ~     ~    |    1|  690.465   pc  |  -8.4860     +8.4860  |paral   |2020yCat.1350....0G
1677|TYC 291-35-1                                                                                                                                                                   |High Proper Motion Star             |12 54 47.8628820336 +01 34 06.550771512|304.8773974767264 +64.4275417575370|-86.343 -36.471   |10.64    |~                |    ~     ~    |    1|  193.817   pc  |  -0.6536     +0.6536  |paral   |2020yCat.1350....0G
1678|TYC 291-74-1                                                                                                                                                                   |Star                                |12 52 23.9629749360 +02 02 19.756217472|303.4984136260670 +64.9095112060204|    6.664 1.860   |10.91    |~                |    ~     ~    |    1|  774.713   pc  | -26.7080    +26.7080  |paral   |2020yCat.1350....0G
1679|TYC 291-178-1                                                                                                                                                                  |Star                                |12 51 46.8637938192 +00 48 51.517066500|303.1254309060831 +63.6859289517557|  -7.697 -9.262   |10.56    |~                |    ~     ~    |    1| 1395.089   pc  | -28.8049    +28.8049  |paral   |2020yCat.1350....0G
1680|TYC 291-188-1                                                                                                                                                                  |High Proper Motion Star             |12 50 42.5655067848 +00 00 52.352847360|302.5323287401576 +62.8857248246576|-59.294 -17.341   |10.78    |~                |    ~     ~    |    1|  210.722   pc  |  -1.1279     +1.1279  |paral   |2020yCat.1350....0G
1681|TYC 291-275-1                                                                                                                                                                  |Star                                |12 52 36.9694332816 +00 36 22.731995628|303.5915174341859 +63.4765530402201| -23.570 12.650   |10.72    |~                |    ~     ~    |    1|  510.204   pc  |  -4.7116     +4.7116  |paral   |2020yCat.1350....0G
1682|TYC 291-276-1                                                                                                                                                                  |Star                                |12 52 27.9647419536 +01 16 26.268501828|303.5211950338855 +64.1445346660700|  -34.598 7.623   |10.59    |~                |    ~     ~    |    1|  317.601   pc  |  -2.5924     +2.5924  |paral   |2020yCat.1350....0G
1683|TYC 291-288-1                                                                                                                                                                  |Star                                |12 53 11.1676781952 +01 15 40.636062144|303.9333685845930 +64.1296360000054| -16.252 20.762   |10.98    |~                |    ~     ~    |    1|  522.548   pc  |  -6.0892     +6.0892  |paral   |2020yCat.1350....0G
1684|TYC 291-316-1                                                                                                                                                                  |Star                                |12 51 57.1213777560 +00 58 21.468043668|303.2234527221631 +63.8440865863082| -8.107 -29.042   |10.55    |~                |    ~     ~    |    1|  307.967   pc  |  -1.5460     +1.5460  |paral   |2020yCat.1350....0G
1685|TYC 294-1-1                                                                                                                                                                    |Star                                |12 52 51.5619811392 +02 30 50.358361392|303.7842532061127 +65.3833835913994| -17.319 11.577   |10.94    |~                |    ~     ~    |    1|  384.867   pc  |  -2.7699     +2.7699  |paral   |2020yCat.1350....0G
1686|TYC 294-12-1                                                                                                                                                                   |Star                                |12 52 18.6262518696 +02 41 58.321309344|303.4587751549073 +65.5703887192536| -23.057 -6.172   |10.46    |~                |    ~     ~    |    1|  246.427   pc  |  -1.1174     +1.1174  |paral   |2020yCat.1350....0G
1687|BD+44 2235                                                                                                                                                                     |Star                                |12 57 03.2143976352 +44 00 33.806259144|119.4605121930830 +73.0809907746971|   2.122 11.497   |10.212   |K0III            |    ~     ~    |    1|  734.646   pc  |  -6.6923     +6.6923  |paral   |2020yCat.1350....0G
1688|BD+44 2237                                                                                                                                                                     |High Proper Motion Star             |12 57 25.8333080400 +43 56 32.950696308|119.2098870845314 +73.1424317432501| -69.377 53.942   |10.834   |G7               |    ~     ~    |    1|   74.806   pc  |  -0.0811     +0.0811  |paral   |2020yCat.1350....0G
1689|V* TW CVn                                                                                                                                                                      |Long-Period Variable                |12 59 21.1780192992 +43 53 15.606962340|118.0028140293369 +73.1647518269515|  10.281 -0.984   |10.57    |M5III            |    ~     ~    |    1| 1810.938   pc  | -87.5626    +87.5626  |paral   |2020yCat.1350....0G
1690|HD 112610                                                                                                                                                                      |High Proper Motion Star             |12 57 29.4600792888 +43 49 19.313906412|119.1385933885231 +73.2616099723399|-34.830 -37.828   |8.110    |F5               |    ~     ~    |    1|  113.118   pc  |  -0.2482     +0.2482  |paral   |2020yCat.1350....0G
1691|HD 112501                                                                                                                                                                      |Star                                |12 56 38.8175346672 +43 33 07.249999212|119.5988805547025 +73.5425115296199|    6.446 1.547   |6.960    |kA3hA5VmF0       |    ~     ~    |    1|  206.492   pc  |  -0.9253     +0.9253  |paral   |2020yCat.1350....0G
1692|BD+44 2240                                                                                                                                                                     |Star                                |12 58 30.2873297736 +43 43 19.217050464|118.4732267469780 +73.3450154996240|-12.579 -12.485   |9.75     |K0III            |    ~     ~    |    1|  600.456   pc  |  -4.4347     +4.4347  |paral   |2020yCat.1350....0G
1693|HD 112463                                                                                                                                                                      |Double or Multiple Star             |12 56 19.615 +43 00 03.44              |119.668311 +74.096302              |     32.9 -29.0   |9.1      |G5V:             |    ~     ~    |    0|                |                       |        |                   
1694|AG+43 1126                                                                                                                                                                     |Long-Period Variable Candidate      |12 56 49.3738511016 +43 02 26.812333608|119.3493751803495 +74.0499926709675| -10.604 -2.946   |10.51    |M4III            |    ~     ~    |    1| 2328.29    pc  |-123.055    +123.055   |paral   |2020yCat.1350....0G
1695|BD+43 2284                                                                                                                                                                     |High Proper Motion Star             |12 57 08.2007418552 +42 23 28.233263184|118.9433206148669 +74.6929136651745| -70.527 12.887   |9.58     |F8               |    ~     ~    |    1|  140.657   pc  |  -0.2612     +0.2612  |paral   |2020yCat.1350....0G
1696|BD+42 2354                                                                                                                                                                     |High Proper Motion Star             |12 57 14.7418479240 +42 08 53.571250644|118.7875159072345 +74.9332702387034|-56.053 -34.627   |9.31     |F5               |    ~     ~    |    1|  111.072   pc  |  -0.1986     +0.1986  |paral   |2020yCat.1350....0G
1697|BD+42 2356                                                                                                                                                                     |High Proper Motion Star             |12 58 09.5407321224 +41 52 32.151231552|118.0325108872603 +75.1886554045184|-207.392 42.080   |10.97    |K0V              |    ~     ~    |    1|   76.870   pc  |  -0.0774     +0.0774  |paral   |2020yCat.1350....0G
1698|BD+42 2358                                                                                                                                                                     |High Proper Motion Star             |12 58 24.8434914864 +41 55 38.659404792|117.8692161284842 +75.1322003359195|-50.537 -53.588   |10.47    |K0V              |    ~     ~    |    1|   79.097   pc  |  -0.7276     +0.7276  |paral   |2020yCat.1350....0G
1699|BD+42 2355                                                                                                                                                                     |Star                                |12 58 19.5781903872 +41 39 53.421788700|117.8239294225338 +75.3950229467774| -12.659 11.980   |10.44    |F8               |    ~     ~    |    1|  444.464   pc  |  -2.9435     +2.9435  |paral   |2020yCat.1350....0G
1700|BD+42 2357                                                                                                                                                                     |Star                                |12 58 25.0225444368 +41 17 20.921114544|117.5929214159938 +75.7666771292307|   0.388 -3.719   |10.23    |K0               |    ~     ~    |    1|  262.957   pc  |  -1.1340     +1.1340  |paral   |2020yCat.1350....0G
1701|BD+44 2241                                                                                                                                                                     |High Proper Motion Star             |12 58 38.7900796008 +43 48 40.583127384|118.4145676607190 +73.2536958921336|-49.369 -12.342   |10.1     |G5               |    ~     ~    |    1|  138.472   pc  |  -0.2569     +0.2569  |paral   |2020yCat.1350....0G
1702|BD+43 2285                                                                                                                                                                     |Long-Period Variable                |12 59 16.6177665024 +42 44 46.346505792|117.6065122872323 +74.3008927229728|  0.308 -35.798   |9.367    |K3V              |    ~     ~    |    1| 1944.390   pc  | -60.4905    +60.4905  |paral   |2020yCat.1350....0G
1703|BD+43 2286                                                                                                                                                                     |Star                                |12 59 26.5745497416 +43 12 58.152561408|117.6884475666126 +73.8305049792735|-29.547 -30.333   |10.46    |F5               |    ~     ~    |    1|  223.489   pc  |  -0.7642     +0.7642  |paral   |2020yCat.1350....0G
1704|BD+43 2287                                                                                                                                                                     |Horizontal Branch Star              |12 59 40.9562360568 +42 36 36.156902148|117.2732256837158 +74.4275022672641|   4.403 -0.990   |9.9      |K0III            |    ~     ~    |    1|  658.545   pc  |  -6.2016     +6.2016  |paral   |2020yCat.1350....0G
1705|BD+43 2289                                                                                                                                                                     |High Proper Motion Star             |12 59 47.2276558464 +42 55 52.675524264|117.3437357160658 +74.1062432965279| 18.290 -69.437   |10.12    |G5IV             |    ~     ~    |    1|  207.961   pc  |  -0.7828     +0.7828  |paral   |2020yCat.1350....0G
1706|BD+42 2360                                                                                                                                                                     |Star                                |12 59 01.5429910776 +42 10 16.669172136|117.5359596570299 +74.8773629166544| -16.233 -2.630   |9.2      |K3III            |    ~     ~    |    1|  765.580   pc  | -17.9350    +17.9350  |paral   |2020yCat.1350....0G
1707|BD+42 2359                                                                                                                                                                     |Red Giant Branch star               |12 58 35.4533367600 +41 24 43.003680948|117.5168658366419 +75.6410118933674|    2.003 2.716   |10.73    |G8III            |    ~     ~    |    1|  482.859   pc  |  -4.3366     +4.3366  |paral   |2020yCat.1350....0G
1708|TYC 3023-1668-1                                                                                                                                                                |Star                                |12 59 38.7276099336 +43 35 43.354635720|117.7090881558080 +73.4495462969496| -28.834 -1.654   |10.84    |K2III            |    ~     ~    |    1|  686.719   pc  |  -7.0266     +7.0266  |paral   |2020yCat.1350....0G
1709|TYC 3023-1671-1                                                                                                                                                                |Star                                |12 56 50.8075795608 +42 23 55.984994484|119.1477445718363 +74.6896022217699|   -4.725 1.776   |10.77    |~                |    ~     ~    |    1|  371.568   pc  |  -2.0847     +2.0847  |paral   |2020yCat.1350....0G
1710|TYC 3023-1932-1                                                                                                                                                                |High Proper Motion Star             |12 58 34.8699858192 +42 20 32.079807744|117.9188587808366 +74.7164065261459| -58.930 -2.562   |10.95    |~                |    ~     ~    |    1|  262.943   pc  |  -0.8366     +0.8366  |paral   |2020yCat.1350....0G
1711|TYC 3023-1994-1                                                                                                                                                                |Star                                |12 59 20.9316950424 +43 37 58.879794828|117.9107258604107 +73.4180193331272| 11.641 -11.319   |10.93    |~                |    ~     ~    |    1|  171.409   pc  |  -0.4554     +0.4554  |paral   |2020yCat.1350....0G
1712|TYC 3023-2026-1                                                                                                                                                                |Red Giant Branch star               |12 57 46.0900066344 +43 06 50.399819640|118.7469638556887 +73.9627764516653|  6.341 -11.796   |10.90    |G9III            |    ~     ~    |    1|  965.904   pc  | -11.5688    +11.5688  |paral   |2020yCat.1350....0G
1713|TYC 3023-2109-1                                                                                                                                                                |Star                                |12 59 43.8021447816 +42 30 11.939243940|117.1929634462891 +74.5324105696394| -35.346 14.226   |10.36    |~                |    ~     ~    |    1|  152.193   pc  |  -0.3799     +0.3799  |paral   |2020yCat.1350....0G
1714|BD+42 2353                                                                                                                                                                     |High Proper Motion Star             |12 56 31.0522960704 +42 09 41.627812464|119.3090935115345 +74.9309385258610|-36.386 -51.108   |10.96    |G8V              |    ~     ~    |    1|  134.709   pc  |  -0.2214     +0.2214  |paral   |2020yCat.1350....0G
1715|BD+41 2343                                                                                                                                                                     |Star                                |12 58 05.8319825832 +41 06 04.811726016|117.7544690266176 +75.9599008147491|  -16.388 4.828   |10.22    |F8               |    ~     ~    |    1|  155.712   pc  |  -0.3491     +0.3491  |paral   |2020yCat.1350....0G
1716|BD+41 2342                                                                                                                                                                     |Star                                |12 56 45.9839673264 +40 13 33.123551628|118.4550954433085 +76.8560318843861| -43.707 20.697   |10.91    |G8III            |    ~     ~    |    1|  234.148   pc  |  -0.9430     +0.9430  |paral   |2020yCat.1350....0G
1717|BD+40 2597                                                                                                                                                                     |Star                                |12 57 29.8491900264 +40 00 15.034286268|117.7422872304261 +77.0629550382372|-19.837 -13.382   |10.91    |G6III            |    ~     ~    |    1|  446.030   pc  |  -2.7255     +2.7255  |paral   |2020yCat.1350....0G
1718|BD+39 2583                                                                                                                                                                     |Star                                |12 57 06.8698817952 +38 55 56.970568632|117.5547767712032 +78.1364315773076|  -5.087 -0.243   |10.01    |G5               |    ~     ~    |    1|   89.843   pc  |  -1.4723     +1.4723  |paral   |2020yCat.1350....0G
1719|HD 112929                                                                                                                                                                      |Star                                |12 59 43.9626310464 +40 28 29.416686744|116.1386738513836 +76.5438109664306|-21.160 -13.085   |8.17     |F5               |    ~     ~    |    1|  178.094   pc  |  -4.2977     +4.2977  |paral   |2020yCat.1350....0G
1720|HD 112814                                                                                                                                                                      |Star                                |12 58 56.7192141144 +39 50 39.389374500|116.4202808301483 +77.1889076078455|  -31.081 7.631   |6.84     |G8III            |    ~     ~    |    1|  268.629   pc  |  -1.4865     +1.4865  |paral   |2020yCat.1350....0G
1721|BD+40 2599                                                                                                                                                                     |Star                                |12 59 08.4355990656 +40 03 19.117954656|116.3790192487251 +76.9747778006710|   7.709 -4.635   |10.4     |K1III            |    ~     ~    |    1|  767.460   pc  |  -9.1294     +9.1294  |paral   |2020yCat.1350....0G
1722|BD+40 2601                                                                                                                                                                     |Star                                |12 59 31.0469517168 +39 52 09.202403496|115.9457750317668 +77.1492320077786| -33.094 26.403   |9.1      |G9III            |    ~     ~    |    1|  448.330   pc  |  -3.1758     +3.1758  |paral   |2020yCat.1350....0G
1723|BD+40 2600                                                                                                                                                                     |Star                                |12 59 16.8708519504 +39 19 39.760061880|115.7997079465666 +77.6917214489972| -6.371 -28.382   |10.7     |G6III            |    ~     ~    |    1|  926.355   pc  | -12.7862    +12.7862  |paral   |2020yCat.1350....0G
1724|BD+39 2588                                                                                                                                                                     |Star                                |12 58 53.0788633152 +39 02 12.731051652|115.9663325891031 +77.9904887725511|  -7.319 -4.425   |10.88    |G8III            |    ~     ~    |    1| 1315.097   pc  | -25.9422    +25.9422  |paral   |2020yCat.1350....0G
1725|TYC 3021-1592-1                                                                                                                                                                |Star                                |12 58 24.4128186144 +39 50 38.430993264|116.8827065301965 +77.2022774605473|   11.204 0.205   |10.64    |~                |    ~     ~    |    1|  306.241   pc  |  -5.7958     +5.7958  |paral   |2020yCat.1350....0G
1726|TYC 3021-1702-1                                                                                                                                                                |Star                                |12 59 18.1486421952 +39 48 54.304321140|116.0958832934129 +77.2085966656480| 13.322 -46.988   |10.86    |~                |    ~     ~    |    1|  246.682   pc  |  -1.4239     +1.4239  |paral   |2020yCat.1350....0G
1727|TYC 3021-1727-1                                                                                                                                                                |Star                                |12 58 57.1108409328 +40 35 31.527734244|116.8345166793329 +76.4470760364450|  -12.340 1.870   |10.82    |G7               |    ~     ~    |    1|  662.559   pc  |  -5.9702     +5.9702  |paral   |2020yCat.1350....0G
1728|TYC 3021-1764-1                                                                                                                                                                |Star                                |12 56 21.7744264656 +39 07 01.594908012|118.3450871912301 +77.9672467370461|  -17.064 0.814   |10.60    |~                |    ~     ~    |    1|  108.593   pc  |  -0.2535     +0.2535  |paral   |2020yCat.1350....0G
1729|TYC 3021-1850-1                                                                                                                                                                |Star                                |12 59 11.5291557312 +40 25 37.598585664|116.5499971848304 +76.6049050980959|-23.096 -23.452   |10.43    |~                |    ~     ~    |    1|  150.317   pc  |  -0.3773     +0.3773  |paral   |2020yCat.1350....0G
1730|BD+39 2584                                                                                                                                                                     |Star                                |12 57 52.1155260840 +38 23 08.233705968|116.5092079632121 +78.6623187731635| 14.969 -14.220   |9.84     |G0               |    ~     ~    |    1|  206.701   pc  |  -0.7648     +0.7648  |paral   |2020yCat.1350....0G
1731|BD+39 2585                                                                                                                                                                     |Star                                |12 58 31.4660760384 +38 24 37.695204252|115.8793856003981 +78.6205689716803| -5.488 -13.443   |10.1     |G8III            |    ~     ~    |    1| 1187.366   pc  | -21.5705    +21.5705  |paral   |2020yCat.1350....0G
1732|HD 112733                                                                                                                                                                      |High Proper Motion Star             |12 58 31.9698234816 +38 16 43.556629692|115.7768715395368 +78.7507398729198|-131.573 -43.887  |8.63     |G5V              |    ~     ~    |    1|   40.888   pc  |  -0.0349     +0.0349  |paral   |2020yCat.1350....0G
1733|BD+39 2587                                                                                                                                                                     |High Proper Motion Star             |12 58 35.0000764728 +38 16 48.453734316|115.7275705746268 +78.7479888661634|-129.219 -42.352  |9.31     |G6V              |    ~     ~    |    1|   41.492   pc  |  -0.0596     +0.0596  |paral   |2020yCat.1350....0G
1734|BD+38 2384                                                                                                                                                                     |Star                                |12 56 49.0982405688 +37 42 16.729219800|117.1572039643520 +79.3632075468912|  -2.946 -1.318   |10.81    |K0III            |    ~     ~    |    1|  392.819   pc  |  -2.7312     +2.7312  |paral   |2020yCat.1350....0G
1735|BD+38 2385                                                                                                                                                                     |Star                                |12 56 53.9639019024 +37 21 06.800066028|116.8439983089084 +79.7117227026971|  9.650 -40.838   |10.5     |G6               |    ~     ~    |    1|  110.575   pc  |  -0.2152     +0.2152  |paral   |2020yCat.1350....0G
1736|BD+37 2337                                                                                                                                                                     |High Proper Motion Star             |12 56 39.2243226624 +36 51 57.309324192|116.7916312029135 +80.2000688098896|  62.301 11.096   |10.1     |K2V              |    ~     ~    |    1|   39.378   pc  |  -0.0278     +0.0278  |paral   |2020yCat.1350....0G
1737|BD+37 2338                                                                                                                                                                     |Star                                |12 57 05.1720908496 +37 04 23.416911048|116.4410071315207 +79.9837924915055|    9.326 0.573   |10.83    |K0III            |    ~     ~    |    1|  931.272   pc  | -12.9223    +12.9223  |paral   |2020yCat.1350....0G
1738|HD 112641                                                                                                                                                                      |Spectroscopic Binary                |12 57 50.4696361128 +36 43 48.662526900|115.2933916425552 +80.3029118161616| -61.679 29.214   |8.93     |K2IV-V           |    ~     ~    |    1|  112.139   pc  |  -0.6753     +0.6753  |paral   |2020yCat.1350....0G
1739|BD+37 2342                                                                                                                                                                     |Star                                |12 58 03.1921388136 +36 32 25.926285984|114.8692796150765 +80.4839293501197|  -29.495 1.659   |10.2     |K0III            |    ~     ~    |    1|  710.177   pc  |  -8.2714     +8.2714  |paral   |2020yCat.1350....0G
1740|BD+37 2343                                                                                                                                                                     |Star                                |12 58 17.7087451128 +36 57 18.229754880|114.9658450931448 +80.0668957015291|-36.479 -10.367   |10.4     |K0III            |    ~     ~    |    1|  413.309   pc  |  -2.9211     +2.9211  |paral   |2020yCat.1350....0G
1741|BD+36 2324                                                                                                                                                                     |Star                                |12 58 30.5351063832 +36 12 55.953000684|113.9865461784077 +80.7895673092049| -44.610 14.153   |10.86    |F5               |    ~     ~    |    1|  303.104   pc  |  -2.3611     +2.3611  |paral   |2020yCat.1350....0G
1742|NGC 4846                           NGC 4846                                                                                                                                    |Seyfert 2 Galaxy                    |12 57 47.6883897720 +36 22 14.533707864|115.0233189716451 +80.6597293194522|            ~ ~   |     ~   |~                |0.847 0.356    |    1|   68.41    Mpc |                       |redshift|2007ApJ...655..790C
1743|HD 112869                                                                                                                                                                      |Carbon Star                         |12 59 22.6406750088 +37 49 03.688255308|114.5504244816210 +79.1810364243289|-20.831 -17.133   |8.91     |C3,5CH9          |    ~     ~    |    1| 2092.488   pc  |-112.0898   +112.0898  |paral   |2020yCat.1350....0G
1744|BD+38 2388                                                                                                                                                                     |Star                                |12 58 47.9463474528 +37 28 05.089286604|114.8578023397342 +79.5445085239007| -28.795 -4.018   |10.25    |F5               |    ~     ~    |    1|  244.087   pc  |  -1.0784     +1.0784  |paral   |2020yCat.1350....0G
1745|NGC 4893                           NGC 4893                                                                                                                                    |Pair of Galaxies                    |12 59 59.6088613680 +37 11 36.172343148|113.2911239376694 +79.7742059412008|            ~ ~   |     ~   |~                |0.813 0.439    |    0|                |                       |        |                   
