C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:54:59

dec >=0&rah >=18.0&rah< 18.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5965

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
4359|TYC 2625-2068-1                                                                                          |Spectroscopic Binary              |18 02 01.0583528088 +32 36 42.965087796|058.7149359915011 +23.9636976475946|  5.619 -15.327   |10.14    |~              |    ~     ~    |    1|  206.710   pc  |  -1.1708     +1.1708  |paral   |2020yCat.1350....0G
4360|TYC 2625-2177-1                                                                                          |Star                              |18 01 30.8769562824 +32 15 02.342494944|058.3030443197310 +23.9530722512621|   -7.221 4.393   |10.18    |~              |    ~     ~    |    1| 1578.283   pc  | -30.3899    +30.3899  |paral   |2020yCat.1350....0G
4361|TYC 2625-2406-1                                                                                          |Star                              |18 00 38.2322834424 +32 37 46.201550160|058.6355758166046 +24.2457440681217|   0.582 -5.762   |10.41    |~              |    ~     ~    |    1| 1543.210   pc  | -26.6728    +26.6728  |paral   |2020yCat.1350....0G
4362|TYC 2625-2479-1                                                                                          |Star                              |18 08 47.6771551296 +32 38 41.939733228|059.2366770096222 +22.6193159618106|   12.169 6.154   |10.65    |~              |    ~     ~    |    1|  234.450   pc  |  -0.6706     +0.6706  |paral   |2020yCat.1350....0G
4363|TYC 2625-2529-1                                                                                          |Star                              |18 07 34.7661401952 +32 15 15.795097956|058.7467092055695 +22.7372347056979|   -7.069 5.084   |10.49    |~              |    ~     ~    |    1|  373.274   pc  |  -7.1339     +7.1339  |paral   |2020yCat.1350....0G
4364|TYC 2625-2533-1                                                                                          |Star                              |18 07 21.1982559792 +32 45 08.133873300|059.2423674008145 +22.9409151306410|-24.854 -10.843   |10.68    |~              |    ~     ~    |    1|  948.677   pc  |  -9.9899     +9.9899  |paral   |2020yCat.1350....0G
4365|TYC 2626-191-1                                                                                           |Star                              |18 09 17.0709979248 +33 04 08.260106628|059.7076159504352 +22.6569581025340|   3.442 -5.468   |10.57    |~              |    ~     ~    |    1|  976.849   pc  | -21.0886    +21.0886  |paral   |2020yCat.1350....0G
4366|TYC 2626-359-1                                                                                           |Star                              |18 09 10.7873795568 +33 16 10.512077160|059.9063318422774 +22.7413570972906| -8.637 -26.603   |10.86    |~              |    ~     ~    |    1|  264.047   pc  |  -0.7600     +0.7600  |paral   |2020yCat.1350....0G
4367|TYC 2626-385-1                                                                                           |Star                              |18 09 12.8783149896 +32 58 57.051408144|059.6137608007603 +22.6433498040471| -10.533 12.438   |10.57    |~              |    ~     ~    |    1|  312.549   pc  |  -8.2936     +8.2936  |paral   |2020yCat.1350....0G
4368|TYC 2626-387-1                                                                                           |Star                              |18 11 08.9949362016 +33 16 59.486307420|060.0621086288894 +22.3552955009158|   4.271 -0.614   |10.72    |~              |    ~     ~    |    1|  362.424   pc  |  -7.7366     +7.7366  |paral   |2020yCat.1350....0G
4369|TYC 2626-550-1                                                                                           |Star                              |18 09 27.2597968128 +32 36 16.750526076|059.2435069539550 +22.4748119877363|  -0.160 -1.554   |9.87     |~              |    ~     ~    |    1|  313.509   pc  |  -1.3465     +1.3465  |paral   |2020yCat.1350....0G
4370|TYC 2626-767-1                                                                                           |Star                              |18 09 23.5604633136 +32 33 09.555972984|059.1857026859199 +22.4704063136398|   -8.105 3.063   |10.98    |~              |    ~     ~    |    1|  751.880   pc  |  -6.2751     +6.2751  |paral   |2020yCat.1350....0G
4371|TYC 2626-864-1                                                                                           |Star                              |18 09 27.4513790640 +32 25 54.929917740|059.0667896525706 +22.4186046900948|   6.037 -0.730   |10.58    |~              |    ~     ~    |    1|  681.524   pc  |  -5.2021     +5.2021  |paral   |2020yCat.1350....0G
4372|TYC 2626-995-1                                                                                           |Star                              |18 10 53.6922298920 +32 37 10.940489004|059.3646385595470 +22.1925054852111|    9.025 4.682   |10.83    |~              |    ~     ~    |    1|  313.322   pc  |  -1.1388     +1.1388  |paral   |2020yCat.1350....0G
4373|TYC 2626-1551-1                                                                                          |Red Giant Branch star Candidate   |18 09 59.7794575488 +33 27 48.486499776|060.1641541615883 +22.6409813354414|   7.015 -5.086   |10.47    |~              |    ~     ~    |    1|  933.620   pc  |  -9.6753     +9.6753  |paral   |2020yCat.1350....0G
4374|ROTSE1 J181039.25+334146.0                                                                               |Classical Cepheid Variable        |18 10 39.4694027664 +33 41 44.232465552|060.4499399245279 +22.5837311062162|  3.052 -39.569   |10.66    |~              |    ~     ~    |    1|  335.852   pc  |  -1.6017     +1.6017  |paral   |2020yCat.1350....0G
4375|TYC 2626-1868-1                                                                                          |Star                              |18 09 48.6087952608 +33 20 54.100692240|060.0325223247256 +22.6413759765883| -6.269 -11.427   |10.24    |~              |    ~     ~    |    1|  664.319   pc  |  -4.3691     +4.3691  |paral   |2020yCat.1350....0G
4376|TYC 2626-1927-1                                                                                          |Star                              |18 09 07.6983288096 +32 48 25.572186180|059.4273816450083 +22.6046116695060| -0.301 -23.708   |10.00    |~              |    ~     ~    |    1|  177.980   pc  |  -0.7286     +0.7286  |paral   |2020yCat.1350....0G
4377|TYC 2621-958-1                                                                                           |Star                              |18 05 36.2397319848 +31 37 32.254237272|057.9547212149222 +22.9326748549085|    1.503 4.862   |10.74    |~              |    ~     ~    |    1|  740.850   pc  |  -5.9826     +5.9826  |paral   |2020yCat.1350....0G
4378|TYC 2621-278-1                                                                                           |Star                              |18 08 32.2753622832 +31 32 21.694936956|058.0854037340302 +22.3135471481133|  4.755 -16.295   |10.85    |~              |    ~     ~    |    1|  203.099   pc  |  -0.4084     +0.4084  |paral   |2020yCat.1350....0G
4379|HD 166988                                                                                                |Double or Multiple Star           |18 11 45.1231828416 +33 26 49.411527648|060.2734139783474 +22.2885851879338|  12.326 13.307   |5.970    |A3V            |0.0117  0.0    |    1|  259.572   pc  |  -5.6125     +5.6125  |paral   |2020yCat.1350....0G
4380|HD 167063                                                                                                |Star                              |18 12 11.0665728240 +33 17 30.135277284|060.1457409591972 +22.1532493856993|   0.540 -8.339   |6.92     |K5             |    ~     ~    |    1|  511.038   pc  |  -3.9696     +3.9696  |paral   |2020yCat.1350....0G
4381|BD+33 3050                                                                                               |Double or Multiple Star           |18 12 58.0918841880 +33 17 53.641032324|060.2093764415289 +22.0003182090043|122.962 -28.551   |8.98     |G0             |0.0067  0.0    |    1|   63.124   pc  |  -0.7631     +0.7631  |paral   |2020yCat.1350....0G
4382|BD+32 3068                                                                                               |Star                              |18 11 17.8106731128 +32 08 21.877888128|058.9043806012213 +21.9559315671702| 16.427 -27.101   |9.70     |F8             |    ~     ~    |    1|  115.051   pc  |  -0.1708     +0.1708  |paral   |2020yCat.1350....0G
4383|BD+32 3071                                                                                               |Star                              |18 12 02.4213816144 +32 06 36.013153716|058.9300999686705 +21.7975783159314|    2.606 5.151   |9.66     |A5             |    ~     ~    |    1|  454.339   pc  |  -3.1376     +3.1376  |paral   |2020yCat.1350....0G
4384|* 104 Her                                                                                                |Variable Star                     |18 11 54.1566238248 +31 24 19.256317416|058.2040165778761 +21.5920503368673| -15.295 24.487   |4.97     |M3III          |    ~     ~    |    1|  159.954   pc  |  -3.0139     +3.0139  |paral   |2020yCat.1350....0G
4385|BD+31 3207                                                                                               |Star                              |18 13 00.0706230960 +31 30 24.443147448|058.3907877038561 +21.4050231994856|  8.274 -14.124   |9.34     |F2             |    ~     ~    |    1|  140.471   pc  |  -0.2309     +0.2309  |paral   |2020yCat.1350....0G
4386|TYC 2622-1018-1                                                                                          |Star                              |18 12 18.7065397800 +31 06 21.187892016|057.9320714312075 +21.4095528872725|    0.724 2.479   |10.47    |~              |    ~     ~    |    1| 1029.230   pc  | -12.6058    +12.6058  |paral   |2020yCat.1350....0G
4387|BD+33 3052                                                                                               |Spectroscopic Binary              |18 14 02.7475557768 +33 21 54.150508044|060.3560532692053 +21.8089909321276|-12.829 -24.938   |9.84     |F5             |    ~     ~    |    1|  331.389   pc  |  -8.1266     +8.1266  |paral   |2020yCat.1350....0G
4388|BD+33 3053                                                                                               |Star                              |18 14 09.1905543096 +33 27 23.332957668|060.4570489770011 +21.8174531363417|  -1.994 -6.201   |8.96     |K5             |    ~     ~    |    1|  666.489   pc  |  -6.0856     +6.0856  |paral   |2020yCat.1350....0G
4389|HD 167449                                                                                                |Star                              |18 13 54.6208307808 +32 17 19.025362464|059.2518999132244 +21.4830508531169|   -3.706 3.418   |8.06     |K5             |    ~     ~    |    1|  723.956   pc  |  -7.3900     +7.3900  |paral   |2020yCat.1350....0G
4390|BD+32 3077                                                                                               |Star                              |18 13 57.2654316456 +32 12 51.627334860|059.1799086598270 +21.4496547577808|   2.605 -0.894   |10.49    |K0             |    ~     ~    |    1|  753.580   pc  |  -6.3603     +6.3603  |paral   |2020yCat.1350....0G
4391|BD+32 3078                                                                                               |Star                              |18 14 19.2275571912 +32 21 31.645043352|059.3538663630374 +21.4245325959108|  -7.024 -9.190   |8.72     |K2             |    ~     ~    |    1|  470.743   pc  |  -3.3905     +3.3905  |paral   |2020yCat.1350....0G
4392|BD+32 3080                                                                                               |Star                              |18 14 45.1139972784 +32 41 37.479707232|059.7257802386952 +21.4494456106652|   -1.551 6.022   |9.27     |A2             |    ~     ~    |    1|  241.920   pc  |  -0.8954     +0.8954  |paral   |2020yCat.1350....0G
4393|BD+31 3209                                                                                               |Star                              |18 13 47.9533364616 +31 45 22.126792932|058.7041039346529 +21.3282206993651|   -3.022 1.919   |9.43     |A5             |    ~     ~    |    1|  424.358   pc  |  -2.6112     +2.6112  |paral   |2020yCat.1350....0G
4394|BD+31 3210                                                                                               |Star                              |18 13 54.1905499512 +31 15 01.705491288|058.2010502248823 +21.1376296738704|  -2.207 -0.678   |10.50    |K0             |    ~     ~    |    1|  872.448   pc  | -11.2653    +11.2653  |paral   |2020yCat.1350....0G
4395|HD 167491                                                                                                |High Proper Motion Star           |18 14 04.8638004168 +31 32 23.936219448|058.5070997845263 +21.1993074590026|   6.223 52.908   |7.57     |F2             |    ~     ~    |    1|   81.727   pc  |  -0.1142     +0.1142  |paral   |2020yCat.1350....0G
4396|BD+31 3212                                                                                               |Star                              |18 14 09.7931765352 +31 02 34.866427992|058.0119706284379 +21.0151318482975| -1.151 -12.561   |10.67    |K0             |    ~     ~    |    1|  856.018   pc  |  -7.4009     +7.4009  |paral   |2020yCat.1350....0G
4397|BD+31 3216                                                                                               |Star                              |18 14 35.6868707976 +31 28 58.307016396|058.4889195911842 +21.0769829457935|  -2.462 10.871   |9.03     |K0             |    ~     ~    |    1|  423.263   pc  |  -2.2036     +2.2036  |paral   |2020yCat.1350....0G
4398|BD+31 3217                                                                                               |Star                              |18 14 39.4333338408 +31 35 05.667503424|058.5967027452789 +21.0988193933246|  11.989 -6.698   |9.08     |F8             |    ~     ~    |    1|  263.755   pc  |  -0.8487     +0.8487  |paral   |2020yCat.1350....0G
4399|BD+31 3218                                                                                               |Star                              |18 14 44.7791815008 +31 35 53.691244872|058.6170104494218 +21.0854422161084|  -8.446 -8.744   |10.11    |G0             |    ~     ~    |    1|  334.806   pc  |  -1.3003     +1.3003  |paral   |2020yCat.1350....0G
4400|IRAS 18121+3303                                                                                          |Star                              |18 13 58.9450947240 +33 04 03.779491296|060.0486830400000 +21.7247674326063|   -1.643 4.549   |9.55     |~              |    ~     ~    |    1| 1341.562   pc  | -26.0969    +26.0969  |paral   |2020yCat.1350....0G
4401|BD+31 3215                                                                                               |Star                              |18 14 30.1938044184 +31 58 38.981513316|058.9816087666352 +21.2612469497615|  -0.631 -6.142   |9.58     |~              |    ~     ~    |    1|  628.575   pc  | -29.2379    +29.2379  |paral   |2020yCat.1350....0G
4402|TYC 2622-13-1                                                                                            |Star                              |18 14 28.0636481472 +31 45 12.603152664|058.7524504225513 +21.1934176267062| -6.672 -13.144   |10.32    |~              |    ~     ~    |    1|  489.716   pc  |  -2.6620     +2.6620  |paral   |2020yCat.1350....0G
4403|TYC 2622-47-1                                                                                            |Spectroscopic Binary              |18 13 30.4988664840 +31 39 10.434751020|058.5774323901649 +21.3520464586288|   -0.560 9.421   |10.58    |~              |    ~     ~    |    1|  243.049   pc  |  -6.1377     +6.1377  |paral   |2020yCat.1350....0G
4404|TYC 2622-341-1                                                                                           |Star                              |18 11 15.3882651432 +31 14 53.916346212|057.9953027978964 +21.6698908918172|  1.640 -30.416   |10.70    |~              |    ~     ~    |    1|  316.406   pc  |  -1.1813     +1.1813  |paral   |2020yCat.1350....0G
4405|TYC 2622-407-1                                                                                           |Star                              |18 12 48.1172809920 +31 48 45.063103788|058.6853928726264 +21.5468254782588|  6.539 -12.743   |9.80     |~              |    ~     ~    |    1|  557.320   pc  |  -3.0750     +3.0750  |paral   |2020yCat.1350....0G
4406|TYC 2622-449-1                                                                                           |Star                              |18 14 47.4275604864 +31 26 06.592265232|058.4558884521499 +21.0216100485803|  6.875 -13.373   |9.85     |~              |    ~     ~    |    1|  552.822   pc  |  -5.0120     +5.0120  |paral   |2020yCat.1350....0G
4407|TYC 2622-619-1                                                                                           |Star                              |18 14 13.1482618488 +31 26 04.724287656|058.4113314669518 +21.1361677652708|  6.872 -20.075   |10.02    |~              |    ~     ~    |    1|  632.551   pc  |  -4.5214     +4.5214  |paral   |2020yCat.1350....0G
4408|TYC 2622-769-1                                                                                           |Star                              |18 12 48.2408122992 +31 34 12.713100276|058.4399348561225 +21.4657900764638| -10.274 19.631   |9.73     |~              |    ~     ~    |    1|  519.805   pc  |  -3.3234     +3.3234  |paral   |2020yCat.1350....0G
4409|TYC 2622-920-1                                                                                           |Star                              |18 12 32.2727551344 +31 38 50.687775420|058.4979111416243 +21.5449313895270| -10.863 -7.439   |10.49    |~              |    ~     ~    |    1| 1468.213   pc  | -21.7721    +21.7721  |paral   |2020yCat.1350....0G
4410|TYC 2622-939-1                                                                                           |Star                              |18 14 26.4514827480 +30 55 09.922478412|057.9091083390205 +20.9171981808476| -7.753 -37.763   |10.14    |~              |    ~     ~    |    1|  358.038   pc  |  -9.3964     +9.3964  |paral   |2020yCat.1350....0G
4411|TYC 2622-1016-1                                                                                          |Star                              |18 11 18.8489650608 +31 12 51.456116988|057.9652081758083 +21.6469377677340|  -3.538 -7.721   |10.83    |~              |    ~     ~    |    1|  472.434   pc  |  -2.6560     +2.6560  |paral   |2020yCat.1350....0G
4412|TYC 2622-1070-1                                                                                          |Star                              |18 14 29.8889829528 +31 45 26.101463976|058.7585641317428 +21.1885815119833|   2.195 -5.127   |10.63    |~              |    ~     ~    |    1|  592.557   pc  |  -6.3905     +6.3905  |paral   |2020yCat.1350....0G
4413|TYC 2622-1159-1                                                                                          |Star                              |18 13 47.8119037416 +31 22 21.285269616|058.3161419115177 +21.2001327051816|  -7.611 -6.673   |10.90    |~              |    ~     ~    |    1|  976.467   pc  |  -9.4395     +9.4395  |paral   |2020yCat.1350....0G
4414|TYC 2622-1202-1                                                                                          |Star                              |18 11 42.3033892008 +31 52 20.871553044|058.6633337596913 +21.7864939363556|   -7.880 8.396   |10.72    |~              |    ~     ~    |    1|  327.161   pc  |  -1.0275     +1.0275  |paral   |2020yCat.1350....0G
4415|TYC 2622-1358-1                                                                                          |Star                              |18 11 55.4281742448 +31 16 56.883051156|058.0810609963551 +21.5468234152051| -2.484 -28.637   |10.91    |~              |    ~     ~    |    1|  256.207   pc  |  -2.6454     +2.6454  |paral   |2020yCat.1350....0G
4416|IRAS 18114+3134                                                                                          |Long-Period Variable Candidate    |18 13 20.0792173584 +31 35 46.551996492|058.5068522547917 +21.3679639772157|  -5.422 -7.160   |10.33    |~              |    ~     ~    |    1| 1293.33    pc  | -28.4358    +28.4358  |paral   |2020yCat.1350....0G
4417|TYC 2622-1818-1                                                                                          |Star                              |18 14 34.7235307368 +30 56 09.054047364|057.9364088432016 +20.8949823078603|  -1.928 24.478   |10.41    |~              |    ~     ~    |    1|  245.146   pc  |  -0.7031     +0.7031  |paral   |2020yCat.1350....0G
4418|TYC 2626-24-1                                                                                            |Star                              |18 14 43.2889646520 +33 12 07.866297468|060.2398156619315 +21.6224380395388|  13.473 10.871   |10.28    |~              |    ~     ~    |    1|  387.822   pc  |  -1.8350     +1.8350  |paral   |2020yCat.1350....0G
4419|TYC 2626-288-1                                                                                           |Star                              |18 13 23.2222251504 +33 02 10.790781504|059.9729518642628 +21.8324894330788|  -1.480 -7.773   |10.74    |~              |    ~     ~    |    1| 1649.077   pc  | -29.0982    +29.0982  |paral   |2020yCat.1350....0G
4420|TYC 2626-338-1                                                                                           |Star                              |18 12 53.5405110432 +32 38 45.218167620|059.5388841961762 +21.8033557875283|  -1.274 -4.377   |10.82    |~              |    ~     ~    |    1| 1208.605   pc  | -15.6298    +15.6298  |paral   |2020yCat.1350....0G
4421|TYC 2626-511-1                                                                                           |Star                              |18 12 15.8369682840 +32 53 48.605975664|059.7482530832561 +22.0099635884198| -6.192 -23.327   |10.03    |~              |    ~     ~    |    1|  542.800   pc  |  -3.0052     +3.0052  |paral   |2020yCat.1350....0G
4422|TYC 2626-632-1                                                                                           |Star                              |18 13 30.5800898520 +32 13 15.403673676|059.1531329581478 +21.5406049017592|   -6.503 3.422   |10.38    |~              |    ~     ~    |    1|  727.008   pc  |  -5.7082     +5.7082  |paral   |2020yCat.1350....0G
4423|TYC 2626-674-1                                                                                           |Star                              |18 12 53.4820600056 +32 17 15.712201752|059.1745205734210 +21.6860312169738|    4.350 7.713   |9.54     |~              |    ~     ~    |    1|  408.047   pc  |  -2.5308     +2.5308  |paral   |2020yCat.1350....0G
4424|TYC 2626-777-1                                                                                           |Star                              |18 12 30.0153823320 +32 13 17.481396828|059.0779699125123 +21.7423398598520| -3.964 -20.211   |9.80     |~              |    ~     ~    |    1|  638.774   pc  |  -4.0803     +4.0803  |paral   |2020yCat.1350....0G
4425|TYC 2626-792-1                                                                                           |Star                              |18 13 12.3754022520 +32 13 28.511604156|059.1340291560467 +21.6023741346627|  -3.097 -2.079   |10.47    |~              |    ~     ~    |    1|  497.043   pc  |  -3.2117     +3.2117  |paral   |2020yCat.1350....0G
4426|TYC 2626-821-1                                                                                           |High Proper Motion Star           |18 11 51.6928382832 +32 34 48.828146448|059.3956609017361 +21.9871207388652| -67.056 75.254   |10.87    |~              |    ~     ~    |    1|  225.114   pc  |  -0.5422     +0.5422  |paral   |2020yCat.1350....0G
4427|TYC 2626-949-1                                                                                           |Star                              |18 12 44.6134329960 +32 17 15.012101760|059.1632591243610 +21.7154663297488|  -0.126 -2.338   |10.58    |~              |    ~     ~    |    1| 1307.019   pc  | -18.4496    +18.4496  |paral   |2020yCat.1350....0G
4428|TYC 2626-1154-1                                                                                          |Star                              |18 12 24.8410635288 +32 06 30.932259048|058.9567072569462 +21.7223966488137|   -1.967 8.043   |10.66    |~              |    ~     ~    |    1|  683.247   pc  |  -4.4348     +4.4348  |paral   |2020yCat.1350....0G
4429|TYC 2626-1170-1                                                                                          |Star                              |18 11 44.2445489256 +32 51 19.372154796|059.6672976092299 +22.1011269612770| -9.886 -20.777   |10.99    |~              |    ~     ~    |    1|  484.051   pc  | -16.0030    +16.0030  |paral   |2020yCat.1350....0G
4430|TYC 2626-1185-1                                                                                          |Star                              |18 12 05.9971576560 +31 57 40.404735792|058.7833131680435 +21.7366545244337|  -2.931 -9.486   |9.98     |~              |    ~     ~    |    1| 1085.776   pc  | -13.0859    +13.0859  |paral   |2020yCat.1350....0G
4431|TYC 2626-1202-1                                                                                          |High Proper Motion Star           |18 12 13.5525648240 +32 06 10.775025360|058.9368896002427 +21.7581722712957|  30.418 42.507   |10.75    |~              |    ~     ~    |    1|   92.573   pc  |  -0.0780     +0.0780  |paral   |2020yCat.1350....0G
4432|TYC 2626-1344-1                                                                                          |Star                              |18 14 33.0107185224 +32 44 02.254100784|059.7515479156706 +21.5027623640345| -2.904 -11.534   |9.57     |~              |    ~     ~    |    1|  818.666   pc  |  -7.1713     +7.1713  |paral   |2020yCat.1350....0G
4433|TYC 2626-1360-1                                                                                          |High Proper Motion Star           |18 11 48.3929677488 +32 25 59.765817000|059.2417726343307 +21.9501767541266|-30.036 -41.434   |10.98    |~              |    ~     ~    |    1|  262.957   pc  |  -0.7191     +0.7191  |paral   |2020yCat.1350....0G
4434|TYC 2626-1383-1                                                                                          |Star                              |18 12 04.3302114312 +33 07 12.925466040|059.9623471436228 +22.1202638084741|-18.819 -25.176   |10.82    |~              |    ~     ~    |    1|  315.318   pc  |  -1.0042     +1.0042  |paral   |2020yCat.1350....0G
4435|TYC 2626-1526-1                                                                                          |Star                              |18 12 09.5319955584 +33 41 37.049087940|060.5551815909913 +22.2870457673852|   9.185 18.374   |10.57    |~              |    ~     ~    |    1|  176.700   pc  |  -0.3278     +0.3278  |paral   |2020yCat.1350....0G
4436|TYC 2626-1712-1                                                                                          |Star                              |18 14 41.7580532304 +33 28 30.525540024|060.5156264664158 +21.7164411228318| -2.035 -15.906   |10.88    |~              |    ~     ~    |    1|  480.839   pc  |  -8.9245     +8.9245  |paral   |2020yCat.1350....0G
4437|TYC 2626-1743-1                                                                                          |Star                              |18 14 41.9030862888 +33 17 21.429600324|060.3266885610750 +21.6554415159233|    7.755 6.941   |10.09    |~              |    ~     ~    |    1|  873.057   pc  |  -7.7747     +7.7747  |paral   |2020yCat.1350....0G
4438|BD+33 3055                                                                                               |Double or Multiple Star           |18 14 29.7715560863 +33 13 34.114860185|060.2476256125720 +21.6747991221480|  21.814 53.102   |10.33    |~              |    ~     ~    |    1|  227.5158  pc  | -17.8377    +17.8377  |paral   |2018yCat.1345....0G
4439|TYC 2626-1995-1                                                                                          |Star                              |18 11 41.9254336176 +32 59 59.823711060|059.8121628680024 +22.1555142495813|  -2.764 -1.754   |10.09    |~              |    ~     ~    |    1|  755.059   pc  |  -6.6133     +6.6133  |paral   |2020yCat.1350....0G
4440|TYC 2626-2012-1                                                                                          |Star                              |18 14 18.9393039360 +31 54 55.118224584|058.9044510970727 +21.2779903254024|  32.831 14.468   |10.85    |~              |    ~     ~    |    1|  254.913   pc  |  -0.9357     +0.9357  |paral   |2020yCat.1350....0G
4441|TYC 2626-2044-1                                                                                          |Star                              |18 14 27.7464308424 +32 09 23.408861904|059.1596566235163 +21.3290595415780| -26.608 26.744   |10.98    |~              |    ~     ~    |    1|  351.655   pc  |  -4.9835     +4.9835  |paral   |2020yCat.1350....0G
4442|BD+36 2991                                                                                               |Star                              |18 00 06.2741555088 +36 04 52.086162504|062.2366009633453 +25.3600268689897|-14.433 -11.592   |8.89     |K0             |    ~     ~    |    1|  275.444   pc  |  -1.0394     +1.0394  |paral   |2020yCat.1350....0G
4443|BD+35 3123                                                                                               |Star                              |18 00 33.6977098488 +35 12 57.406462812|061.3484762611037 +25.0263590091525|  1.336 -17.933   |9.95     |F0             |    ~     ~    |    1|  237.954   pc  |  -0.7191     +0.7191  |paral   |2020yCat.1350....0G
4444|BD+35 3124                                                                                               |Spectroscopic Binary              |18 00 52.2174443016 +35 10 16.158847008|061.3210968059442 +24.9530991580543| -6.509 -10.645   |10.00    |K0             |    ~     ~    |    1| 1268.070   pc  | -40.0392    +40.0392  |paral   |2020yCat.1350....0G
4445|BD+35 3126                                                                                               |Star                              |18 00 49.2962478240 +35 45 22.588411788|061.9369939761403 +25.1294355021915|   1.435 12.790   |10.28    |F0             |    ~     ~    |    1|  391.099   pc  |  -2.0190     +2.0190  |paral   |2020yCat.1350....0G
4446|HD 164808                                                                                                |Star                              |18 01 19.8777706104 +35 31 37.237320336|061.7268613377377 +24.9649845292390| 10.726 -13.001   |8.540    |F2             |    ~     ~    |    1|  239.831   pc  |  -4.2104     +4.2104  |paral   |2020yCat.1350....0G
4447|HD 164842                                                                                                |Pulsating Variable                |18 01 33.9884765712 +35 02 42.233520300|061.2333075845490 +24.7803938878838|   4.442 -2.239   |9.60     |A5             |    ~     ~    |    1|  998.602   pc  | -27.9218    +27.9218  |paral   |2020yCat.1350....0G
4448|HD 164850                                                                                                |Star                              |18 01 40.6453395264 +35 22 43.716372096|061.5925770571378 +24.8549908765733|-12.336 -24.567   |8.28     |K5             |    ~     ~    |    1|  416.458   pc  |  -2.5322     +2.5322  |paral   |2020yCat.1350....0G
4449|BD+35 3131                                                                                               |High Proper Motion Star           |18 01 42.5414300232 +35 46 36.336583488|062.0150461926179 +24.9626287205792| -17.272 92.210   |9.74     |G0             |    ~     ~    |    1|  120.926   pc  |  -0.1784     +0.1784  |paral   |2020yCat.1350....0G
4450|HD 164505                                                                                                |Star                              |18 00 00.0276726912 +34 14 22.294095216|060.2809411938058 +24.8540238989108| -1.929 -30.011   |9.04     |A5             |    ~     ~    |    1|  618.467   pc  |  -6.4260     +6.4260  |paral   |2020yCat.1350....0G
4451|BD+34 3100                                                                                               |Star                              |18 00 51.7907619744 +34 32 57.693383268|060.6646930431829 +24.7743827635549|  -0.681 -3.894   |10.42    |M2             |    ~     ~    |    1| 1985.703   pc  | -93.0552    +93.0552  |paral   |2020yCat.1350....0G
4452|HD 164851                                                                                                |Star                              |18 01 43.5125918328 +34 10 50.196475344|060.3345254343392 +24.4959008327542|  -2.686 20.546   |8.34     |K0             |    ~     ~    |    1|  359.105   pc  |  -2.1665     +2.1665  |paral   |2020yCat.1350....0G
4453|TYC 2633-1047-1                                                                                          |Star                              |18 01 07.5692047944 +35 59 52.284581448|062.2122257764178 +25.1384459184019|  -2.180 19.162   |9.884    |~              |    ~     ~    |    1|  255.232   pc  |  -2.4494     +2.4494  |paral   |2020yCat.1350....0G
4454|BD+36 3001                                                                                               |Star                              |18 02 48.8203447752 +36 27 05.626699848|062.7985252893373 +24.9396930953091|  -2.246 -2.432   |9.97     |K0             |    ~     ~    |    1|  921.659   pc  |  -8.6644     +8.6644  |paral   |2020yCat.1350....0G
4455|HD 165171                                                                                                |Star                              |18 03 05.7610747992 +36 07 15.127582584|062.4667258800836 +24.7914679585746|   1.610 -1.018   |8.09     |F0             |    ~     ~    |    1|  413.650   pc  |  -3.6275     +3.6275  |paral   |2020yCat.1350....0G
4456|BD+36 3008                                                                                               |Star                              |18 03 53.3677787568 +36 23 41.607537648|062.8061167532933 +24.7160923187166| -3.717 -12.104   |8.80     |K0             |    ~     ~    |    1|  392.434   pc  |  -1.7865     +1.7865  |paral   |2020yCat.1350....0G
4457|BD+36 3014                                                                                               |Star                              |18 05 36.2084044752 +36 18 04.848072948|062.8162529409042 +24.3586298547097|  1.733 -14.723   |9.51     |F2             |    ~     ~    |    1|  285.014   pc  |  -0.9342     +0.9342  |paral   |2020yCat.1350....0G
4458|TYC 2633-1690-1                                                                                          |Star                              |18 05 32.9703281592 +36 18 10.551059064|062.8144752868898 +24.3694979452191|-14.017 -17.148   |10.26    |K0             |    ~     ~    |    1|  569.346   pc  |  -3.4685     +3.4685  |paral   |2020yCat.1350....0G
4459|HD 166012                                                                                                |Star                              |18 07 06.0411661632 +36 25 14.663784000|063.0372935963416 +24.1046944525334|   2.506 12.753   |8.060    |A2             |    ~     ~    |    1|  208.026   pc  |  -2.3498     +2.3498  |paral   |2020yCat.1350....0G
4460|BD+36 3020                                                                                               |Star                              |18 07 06.2362495368 +36 19 47.887006296|062.9423734785319 +24.0776529653195|  -0.169 -8.176   |8.92     |K              |    ~     ~    |    1|  761.673   pc  | -14.4456    +14.4456  |paral   |2020yCat.1350....0G
