C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:21:12

dec >=0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2365

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1899|BD+15 2753                                                                                               |Star                              |14 44 21.1060654152 +15 04 08.221849752|014.0110050817373 +61.1307833247158|   2.408 13.305   |10.37    |F5                |    ~     ~    |    1|  276.136   pc  |  -1.2886     +1.2886  |paral   |2020yCat.1350....0G
1900|BD+15 2742                                                                                               |High Proper Motion Star           |14 40 02.3166192552 +15 03 28.880241084|012.9081714982220 +62.0301609419085|-51.576 -44.164   |10.97    |G0                |    ~     ~    |    1|  241.255   pc  |  -1.5075     +1.5075  |paral   |2020yCat.1350....0G
1901|BD+15 2743                                                                                               |Spectroscopic Binary              |14 40 45.5668513296 +14 38 36.646901664|012.3356923381204 +61.6706903386805| -40.023 20.790   |9.15     |G0                |    ~     ~    |    1|  105.640   pc  |  -0.1730     +0.1730  |paral   |2020yCat.1350....0G
1902|BD+15 2746                                                                                               |High Proper Motion Star           |14 41 57.3760704144 +14 27 14.061324420|012.3028150001194 +61.3248882392358| -50.157 19.738   |10.00    |G0                |    ~     ~    |    1|  137.935   pc  |  -0.3311     +0.3311  |paral   |2020yCat.1350....0G
1903|HD 129537                                                                                                |Star                              |14 42 42.4432245168 +14 42 30.869437572|012.9519518352546 +61.2970439965754| -12.609 -7.693   |6.57     |F2III             |    ~     ~    |    1|   65.309   pc  |  -0.1130     +0.1130  |paral   |2020yCat.1350....0G
1904|BD+15 2750                                                                                               |Star                              |14 42 47.3688198624 +14 41 40.719783228|012.9476319074262 +61.2728814694421|-31.363 -29.263   |8.90     |G5                |    ~     ~    |    1|   64.642   pc  |  -0.2114     +0.2114  |paral   |2020yCat.1350....0G
1905|HD 129726                                                                                                |Star                              |14 43 52.5367535064 +14 23 53.411218728|012.6924742456559 +60.8963768481505| -15.518 -2.623   |8.82     |F5                |    ~     ~    |    1|  141.931   pc  |  -0.3646     +0.3646  |paral   |2020yCat.1350....0G
1906|BD+15 2754                                                                                               |Star                              |14 44 41.4210535824 +14 41 34.161497520|013.4196538340924 +60.8739060187444|    1.096 5.740   |9.50     |K0                |    ~     ~    |    1|  589.032   pc  |  -4.7533     +4.7533  |paral   |2020yCat.1350....0G
1907|HD 129061                                                                                                |High Proper Motion Star           |14 40 10.5618279288 +13 51 24.381124020|010.7708319684360 +61.3836083375854| -60.963 -6.561   |9.12     |G8V               |    ~     ~    |    1|  462.599   pc  |  -3.5738     +3.5738  |paral   |2020yCat.1350....0G
1908|BD+14 2773                                                                                               |Spectroscopic Binary              |14 42 18.1182497088 +14 22 48.899023788|012.2599472362138 +61.2153117007618|   -5.862 0.656   |10.44    |G5                |    ~     ~    |    1|  171.119   pc  |  -4.4625     +4.4625  |paral   |2020yCat.1350....0G
1909|HD 129153                                                                                                |High Proper Motion Star           |14 40 42.3928801560 +13 32 03.562108152|010.3454317004298 +61.1030816541437| 54.399 -15.481   |5.925    |F0V               |    ~     ~    |    1|   51.745   pc  |  -0.1368     +0.1368  |paral   |2020yCat.1350....0G
1910|* zet Boo                                                                                                |Double or Multiple Star           |14 41 08.95158 +13 43 41.8967          |010.80382884 +61.11513461          |   51.95 -11.08   |3.78     |A1V               |    ~     ~    |    0|                |                       |        |                   
1911|GSC 00917-01268                                                                                          |Red Giant Branch star             |14 41 01.9389814224 +13 43 23.124216324|010.7635635450440 +61.1364613414036|   8.010 -5.036   |10.9     |~                 |    ~     ~    |    1|  848.824   pc  | -13.5455    +13.5455  |paral   |2020yCat.1350....0G
1912|* zet Boo A                                                                                              |High Proper Motion Star           |14 41 08.960182 +13 43 41.81182        |010.803825577 +61.115092579        |     66.3 -20.6   |4.51     |~                 |    ~     ~    |    0|                |                       |        |                   
1913|* zet Boo B                                                                                              |High Proper Motion Star           |14 41 08.907838 +13 43 42.30070        |010.803832184 +61.115344214        |     66.3 -20.6   |4.51     |~                 |    ~     ~    |    0|                |                       |        |                   
1914|HD 129290                                                                                                |High Proper Motion Star           |14 41 28.7751968946 +13 36 05.303131331|010.6694981175656 +60.9798592390538|-385.820 -74.514  |8.41     |G2V               |    ~     ~    |    1|   62.6845  pc  |  -0.0801     +0.0801  |paral   |2020yCat.1350....0G
1915|BD+14 2772                                                                                               |Star                              |14 41 46.4121440256 +13 34 33.105309528|010.7028828920805 +60.9057291988754|   3.907 -0.195   |9.72     |G0                |    ~     ~    |    1|  111.942   pc  |  -0.1717     +0.1717  |paral   |2020yCat.1350....0G
1916|BD+14 2775                                                                                               |Star                              |14 43 51.8957810352 +13 29 58.542324396|011.1196839521659 +60.4340023230385|  -21.044 4.187   |9.87     |K5                |    ~     ~    |    1|  959.509   pc  | -12.9813    +12.9813  |paral   |2020yCat.1350....0G
1917|HD 129133                                                                                                |High Proper Motion Star           |14 40 32.0180885496 +13 15 35.049111588|009.8204951727359 +60.9908716494570|-122.931 16.382   |9.26     |G0                |    ~     ~    |    1|  119.636   pc  |  -0.7128     +0.7128  |paral   |2020yCat.1350....0G
1918|BD+13 2830B                                                                                              |High Proper Motion Star           |14 43 02.5838330784 +13 09 51.009659676|010.3286220139236 +60.4248765230079|  -4.851 65.456   |10.58    |K0                |    ~     ~    |    1|  138.040   pc  |  -0.2934     +0.2934  |paral   |2020yCat.1350....0G
1919|BD+13 2830A                                                                                              |High Proper Motion Star           |14 43 02.2726792272 +13 09 55.854515160|010.3295502272996 +60.4266639632537|  -2.980 67.286   |10.35    |K0                |    ~     ~    |    1|  137.916   pc  |  -0.3062     +0.3062  |paral   |2020yCat.1350....0G
1920|GAT 1013                                                                                                 |Red Giant Branch star             |14 40 59.6102951136 +13 46 05.785286376|010.8327128662412 +61.1683562278432|  -20.931 6.670   |10.89    |G8III             |    ~     ~    |    1|  730.087   pc  |  -7.9954     +7.9954  |paral   |2020yCat.1350....0G
1921|TYC 917-265-1                                                                                            |Star                              |14 39 32.8927597344 +14 39 07.958432268|012.0354169166701 +61.9271468624526| 28.888 -29.326   |10.60    |~                 |    ~     ~    |    1|  222.405   pc  |  -0.8260     +0.8260  |paral   |2020yCat.1350....0G
1922|TYC 917-451-1                                                                                            |Double or Multiple Star           |14 43 57.7254 +14 10 17.837            |012.3143413 +60.7629785            | 62.453 -24.067   |10.82    |~                 |    ~     ~    |    0|                |                       |        |                   
1923|2MASS J14430631+1327483                                                                                  |Red Giant Branch star             |14 43 06.3109490760 +13 27 48.173448312|010.8589801075525 +60.5716579549266|   0.433 -5.530   |10.62    |~                 |    ~     ~    |    1| 1056.189   pc  | -20.0796    +20.0796  |paral   |2020yCat.1350....0G
1924|TYC 917-569-1                                                                                            |High Proper Motion Star           |14 42 48.2536376280 +14 04 58.317490884|011.8615891065014 +60.9581028204903|-35.986 -54.646   |10.52    |~                 |    ~     ~    |    1|  246.002   pc  |  -1.0893     +1.0893  |paral   |2020yCat.1350....0G
1925|TYC 917-609-1                                                                                            |Star                              |14 43 52.3860905376 +13 08 51.029155644|010.5189431456692 +60.2453367166425|  -1.343 -6.306   |10.67    |~                 |    ~     ~    |    1|  204.011   pc  |  -0.7533     +0.7533  |paral   |2020yCat.1350....0G
1926|TYC 917-795-1                                                                                            |Star                              |14 44 38.2071655368 +13 35 45.717743472|011.4850579818804 +60.3250046949111|  15.582 -7.101   |10.80    |~                 |    ~     ~    |    1|  410.105   pc  |  -3.1283     +3.1283  |paral   |2020yCat.1350....0G
1927|TYC 917-905-1                                                                                            |High Proper Motion Star           |14 44 16.1895 +14 08 43.742            |012.3464742 +60.6855129            |-79.984 -60.810   |10.71    |~                 |    ~     ~    |    0|                |                       |        |                   
1928|TYC 917-971-1                                                                                            |Star                              |14 44 56.2905467112 +12 56 55.658650452|010.4611446128500 +59.9198504797229|  -5.680 -5.487   |10.59    |~                 |    ~     ~    |    1|  263.957   pc  |  -1.8881     +1.8881  |paral   |2020yCat.1350....0G
1929|TYC 917-1045-1                                                                                           |Star                              |14 38 37.3809304728 +14 12 05.689265688|010.9704584448929 +61.8853854252415|   -0.202 0.893   |10.19    |~                 |    ~     ~    |    1|  483.887   pc  |  -3.8166     +3.8166  |paral   |2020yCat.1350....0G
1930|TYC 1477-16-1                                                                                            |Star                              |14 43 30.0162671376 +15 05 09.357784548|013.8323119690492 +61.3182355661916| -3.222 -16.861   |10.83    |~                 |    ~     ~    |    1|  206.428   pc  |  -0.6562     +0.6562  |paral   |2020yCat.1350....0G
1931|TYC 1477-1211-1                                                                                          |Star                              |14 38 48.7505294664 +15 02 37.712276736|012.5637934725031 +62.2790592299344|  7.765 -35.712   |10.21    |~                 |    ~     ~    |    1|  307.106   pc  |  -1.4241     +1.4241  |paral   |2020yCat.1350....0G
1932|HD 128720                                                                                                |High Proper Motion Star           |14 38 05.7654891840 +12 48 13.014725832|008.3563058981470 +61.2363332490168| 18.381 -70.091   |8.31     |G0                |    ~     ~    |    1|  138.404   pc  |  -0.4195     +0.4195  |paral   |2020yCat.1350....0G
1933|BD+12 2722                                                                                               |Horizontal Branch Star            |14 39 25.7778254208 +12 06 19.996174188|007.5474146419581 +60.5740822686674|  -0.061 -2.921   |10.19    |K0                |    ~     ~    |    1|  699.007   pc  |  -7.1826     +7.1826  |paral   |2020yCat.1350....0G
1934|HD 128751                                                                                                |High Proper Motion Star           |14 38 19.6856199120 +11 40 20.120891304|006.5109120670147 +60.5453834733501|-98.981 -50.479   |8.91     |F8                |    ~     ~    |    1|   93.432   pc  |  -0.1894     +0.1894  |paral   |2020yCat.1350....0G
1935|BD+13 2827                                                                                               |High Proper Motion Star           |14 40 15.7485783576 +12 48 50.370566868|008.9787269263731 +60.8026541070182|-43.076 -75.864   |10.68    |G0                |    ~     ~    |    1|  180.587   pc  |  -0.4794     +0.4794  |paral   |2020yCat.1350....0G
1936|BD+13 2829                                                                                               |Star                              |14 41 53.3513177232 +12 37 38.184648492|009.1069790593019 +60.3687597871316|  -0.904 -5.102   |9.98     |K2                |    ~     ~    |    1| 1217.285   pc  | -26.5239    +26.5239  |paral   |2020yCat.1350....0G
1937|BD+13 2834                                                                                               |High Proper Motion Star           |14 44 03.1135361208 +12 40 33.067153596|009.7696218526130 +59.9540690840085| -77.034 65.857   |10.55    |K2                |    ~     ~    |    1|   83.150   pc  |  -0.6008     +0.6008  |paral   |2020yCat.1350....0G
1938|BD+13 2835                                                                                               |Star                              |14 44 03.7542331728 +12 33 41.046176376|009.5811127098833 +59.8894186688596| -37.536 19.153   |10.08    |F5                |    ~     ~    |    1|  277.863   pc  |  -1.8067     +1.8067  |paral   |2020yCat.1350....0G
1939|HD 129154                                                                                                |Star                              |14 40 40.9741212672 +12 16 43.482432108|008.1891039172834 +60.4194189177775|  -37.927 7.533   |8.23     |A3                |    ~     ~    |    1|  184.618   pc  |  -1.3122     +1.3122  |paral   |2020yCat.1350....0G
1940|HD 129248                                                                                                |Star                              |14 41 07.3508949240 +12 06 35.964024228|008.0295726489486 +60.2356224334994|  13.981 -5.923   |8.14     |G5                |    ~     ~    |    1|  379.492   pc  |  -4.7813     +4.7813  |paral   |2020yCat.1350....0G
1941|HD 129261                                                                                                |High Proper Motion Star           |14 41 17.5926294024 +12 19 30.865631376|008.4360181537496 +60.3220356049428|  7.892 -74.735   |9.51     |G                 |    ~     ~    |    1|  125.849   pc  |  -0.2740     +0.2740  |paral   |2020yCat.1350....0G
1942|BD+12 2733                                                                                               |Star                              |14 44 47.9405883672 +12 00 01.416474864|008.8514924712543 +59.4297812844782|-11.449 -19.131   |10.94    |G0                |    ~     ~    |    1|  192.434   pc  |  -0.6073     +0.6073  |paral   |2020yCat.1350....0G
1943|BD+13 2833                                                                                               |Horizontal Branch Star            |14 44 01.7523619584 +12 43 41.064084696|009.8511597105572 +59.9871239221195|  -5.857 -7.375   |9.86     |G0                |    ~     ~    |    1|  743.771   pc  | -11.9490    +11.9490  |paral   |2020yCat.1350....0G
1944|BD+11 2704                                                                                               |Star                              |14 40 04.3587329328 +11 22 01.278038532|006.5115184881561 +60.0202192545557|  -22.609 8.114   |10.87    |F8                |    ~     ~    |    1|  511.169   pc  | -19.6754    +19.6754  |paral   |2020yCat.1350....0G
1945|BD+11 2705                                                                                               |Star                              |14 40 21.8508448656 +11 01 03.481547808|006.0302763305682 +59.7577359215125| -14.177 -9.212   |10.41    |K5                |    ~     ~    |    1|  967.305   pc  | -17.4972    +17.4972  |paral   |2020yCat.1350....0G
1946|BD+11 2707                                                                                               |Star                              |14 41 37.0687532112 +11 15 43.385010084|006.7796322455596 +59.6509678668500|-26.087 -21.893   |9.58     |F8                |    ~     ~    |    1|  178.066   pc  |  -0.8434     +0.8434  |paral   |2020yCat.1350....0G
1947|HD 129374                                                                                                |High Proper Motion Star           |14 41 52.2220562160 +10 54 51.006276792|006.2936431942080 +59.3977674319957|-91.846 -25.891   |9.45     |G                 |    ~     ~    |    1|  119.069   pc  |  -0.2283     +0.2283  |paral   |2020yCat.1350....0G
1948|HD 129447                                                                                                |Star                              |14 42 19.2598543992 +11 04 32.123750124|006.6779324968018 +59.4022659981599| 15.721 -18.430   |8.11     |K0                |    ~     ~    |    1|  305.960   pc  |  -2.6867     +2.6867  |paral   |2020yCat.1350....0G
1949|BD+11 2712                                                                                               |Star                              |14 43 43.2851354832 +11 21 32.889049596|007.5207851583461 +59.2854551355650| -5.981 -25.551   |9.96     |G5                |    ~     ~    |    1|   97.210   pc  |  -0.1843     +0.1843  |paral   |2020yCat.1350....0G
1950|HD 129847                                                                                                |Star                              |14 44 34.5256163352 +10 45 49.867411140|006.8110523621688 +58.7707937892621|  -27.298 4.254   |8.26     |F5                |    ~     ~    |    1|  227.464   pc  |  -1.1538     +1.1538  |paral   |2020yCat.1350....0G
1951|NGC 5736                           NGC 5736                                                              |LINER-type Active Galaxy Nucleus  |14 43 30.8082965040 +11 12 09.605268468|007.2128879709390 +59.2373393352442|            ~ ~   |     ~   |~                 |0.533 0.363    |    1|  122.36    Mpc |                       |redshift|2007ApJ...655..790C
1952|NGC 5747                           NGC 5747                                                              |Radio Galaxy                      |14 44 20.7960184800 +12 07 55.191620928|008.9458970311206 +59.5948835552097|            ~ ~   |     ~   |~                 |0.687 0.481    |    1|  128.66    Mpc |                       |redshift|2007ApJ...655..790C
1953|TYC 913-547-1                                                                                            |Star                              |14 37 38.7689190096 +12 11 13.686946836|007.1751583329153 +60.9785887458506|  -1.431 -3.232   |9.80     |~                 |    ~     ~    |    1|  686.719   pc  |  -8.7243     +8.7243  |paral   |2020yCat.1350....0G
1954|TYC 914-91-1                                                                                             |High Proper Motion Star           |14 42 33.8881793784 +12 21 29.942407188|008.8395133408624 +60.0825950684973| 58.682 -36.854   |10.37    |~                 |    ~     ~    |    1|  195.982   pc  |  -0.5992     +0.5992  |paral   |2020yCat.1350....0G
1955|TYC 914-653-1                                                                                            |Star                              |14 44 04.6766780136 +11 00 33.401945052|007.0609029485049 +59.0126348284357| -28.803 -6.312   |10.19    |~                 |    ~     ~    |    1|  230.601   pc  |  -1.4570     +1.4570  |paral   |2020yCat.1350....0G
1956|TYC 914-1239-1                                                                                           |Star                              |14 41 00.6372081192 +11 55 54.141930552|007.7027457611497 +60.1572235840908|  21.201 -8.980   |10.43    |~                 |    ~     ~    |    1|  366.676   pc  |  -3.1999     +3.1999  |paral   |2020yCat.1350....0G
1957|TYC 914-1437-1                                                                                           |Star                              |14 38 43.6340471016 +11 45 26.415208440|006.7669569914901 +60.5150792940191|  -31.705 5.660   |10.41    |~                 |    ~     ~    |    1|  392.896   pc  |  -2.5471     +2.5471  |paral   |2020yCat.1350....0G
1958|TYC 914-1441-1                                                                                           |Star                              |14 39 27.3360796488 +11 40 27.398008740|006.8384163462252 +60.3215726236232|  -8.579 -0.611   |10.57    |~                 |    ~     ~    |    1|  275.588   pc  |  -1.7468     +1.7468  |paral   |2020yCat.1350....0G
1959|TYC 914-1628-1                                                                                           |Star                              |14 40 56.9954304072 +10 58 42.113609508|006.1347929815020 +59.6183714377707|  -6.421 15.400   |10.49    |~                 |    ~     ~    |    1|  897.827   pc  | -14.5097    +14.5097  |paral   |2020yCat.1350....0G
1960|TYC 916-796-1                                                                                            |High Proper Motion Star           |14 38 02.3452700832 +13 09 18.442731240|008.9504350115344 +61.4426155011425|-37.855 -29.435   |10.8     |~                 |    ~     ~    |    1|  176.442   pc  |  -0.7440     +0.7440  |paral   |2020yCat.1350....0G
1961|TYC 917-1260-1                                                                                           |Star                              |14 38 26.1716721504 +12 56 06.319536396|008.6792012527776 +61.2405063318165| -38.515 13.717   |10.7     |~                 |    ~     ~    |    1|  189.977   pc  |  -0.5738     +0.5738  |paral   |2020yCat.1350....0G
1962|GSC 00914-01167                                                                                          |Double or Multiple Star           |14 41 40.9587225456 +12 05 39.526278756|008.1587025757317 +60.1136867791548| -12.578 -7.783   |9.90     |~                 |    ~     ~    |    1| 1072.96    pc  | -45.3591    +45.3591  |paral   |2020yCat.1350....0G
1963|BD+11 2701                                                                                               |Star                              |14 37 59.1560044032 +10 51 38.799908028|005.0865493494732 +60.1345759562976|  11.000 -5.633   |10.21    |F8                |    ~     ~    |    1|  305.614   pc  |  -1.7092     +1.7092  |paral   |2020yCat.1350....0G
1964|BD+10 2713                                                                                               |Star                              |14 37 31.9267489128 +09 49 27.856766460|003.3135677505880 +59.5921147876245| -3.542 -17.001   |9.57     |M0                |    ~     ~    |    1|  842.957   pc  | -16.3433    +16.3433  |paral   |2020yCat.1350....0G
1965|BD+10 2714                                                                                               |Star                              |14 38 18.6504715152 +09 58 16.325952312|003.7751364270631 +59.5316784907705|-24.614 -15.829   |10.36    |G5                |    ~     ~    |    1|  172.503   pc  |  -0.5951     +0.5951  |paral   |2020yCat.1350....0G
1966|BD+10 2718                                                                                               |Star                              |14 39 26.6893962888 +10 09 13.848212088|004.3955957836285 +59.4222501425343|  10.452 -7.902   |10.05    |K0                |    ~     ~    |    1|  792.330   pc  | -13.9997    +13.9997  |paral   |2020yCat.1350....0G
1967|BD+09 2923                                                                                               |Red Giant Branch star             |14 37 48.7620241632 +09 02 59.275829976|002.2141841212979 +59.0533987868477|-18.612 -18.405   |9.48     |K0                |    ~     ~    |    1|  533.646   pc  |  -6.0658     +6.0658  |paral   |2020yCat.1350....0G
1968|BD+09 2924                                                                                               |Star                              |14 37 56.9123009448 +09 09 26.103827376|002.4175446048919 +59.0952025945674|   -6.484 2.489   |9.78     |K0                |    ~     ~    |    1|  632.231   pc  | -17.1079    +17.1079  |paral   |2020yCat.1350....0G
1969|HD 128662                                                                                                |Star                              |14 37 59.8584430296 +08 55 21.531520308|002.0792328202768 +58.9375508339503|   3.667 -5.547   |8.35     |K0                |    ~     ~    |    1|  527.009   pc  |  -7.7489     +7.7489  |paral   |2020yCat.1350....0G
1970|BD+09 2927                                                                                               |Star                              |14 38 46.2543222960 +09 10 18.112160172|002.6872498838983 +58.9464330696026| 31.144 -14.342   |10.31    |G5                |    ~     ~    |    1|   87.727   pc  |  -0.1301     +0.1301  |paral   |2020yCat.1350....0G
1971|BD+11 2702                                                                                               |Rotating Variable                 |14 39 58.4873322336 +10 49 42.936211560|005.6155390102472 +59.7231750403786|  8.264 -11.993   |10.138   |G5                |    ~     ~    |    1|  362.634   pc  |  -2.9851     +2.9851  |paral   |2020yCat.1350....0G
1972|BD+11 2703                                                                                               |Star                              |14 40 05.2077757800 +10 30 40.528084680|005.1441784899249 +59.5119275440217| -24.157 -4.594   |10.03    |K5                |    ~     ~    |    1| 1787.949   pc  | -57.8614    +57.8614  |paral   |2020yCat.1350....0G
1973|HD 129665                                                                                                |Star                              |14 43 28.6585643808 +10 34 38.356670352|006.2140155715905 +58.8804255603279|  -16.922 0.667   |8.73     |K                 |    ~     ~    |    1|  820.951   pc  | -20.1514    +20.1514  |paral   |2020yCat.1350....0G
1974|HD 129047                                                                                                |Star                              |14 40 09.8687097552 +09 52 53.677804512|004.1841269460076 +59.1159120491718| -10.038 -0.624   |8.62     |F8                |    ~     ~    |    1|  118.851   pc  |  -0.2783     +0.2783  |paral   |2020yCat.1350....0G
1975|BD+10 2723                                                                                               |Star                              |14 40 52.0036872120 +10 01 47.963400492|004.6182139688189 +59.0688874856353| -10.883 20.883   |9.24     |K0                |    ~     ~    |    1|  393.005   pc  |  -9.5143     +9.5143  |paral   |2020yCat.1350....0G
1976|BD+10 2728                                                                                               |Star                              |14 42 35.4561860952 +10 16 06.031105752|005.4825434732674 +58.8730596999927| -16.436 -5.904   |9.95     |F5                |    ~     ~    |    1|  233.552   pc  |  -0.9437     +0.9437  |paral   |2020yCat.1350....0G
1977|HD 129583                                                                                                |Star                              |14 43 04.7711965800 +10 14 55.368913704|005.5904509750132 +58.7648450016951|  -30.563 6.325   |8.88     |F5                |    ~     ~    |    1|  208.503   pc  |  -0.9173     +0.9173  |paral   |2020yCat.1350....0G
1978|BD+10 2734                                                                                               |Star                              |14 43 59.3610896544 +10 02 22.617876408|005.5243965673905 +58.4604268826809|-17.628 -14.175   |9.26     |K0                |    ~     ~    |    1|  255.545   pc  |  -1.1755     +1.1755  |paral   |2020yCat.1350....0G
1979|HD 129815                                                                                                |Star                              |14 44 28.7953847448 +09 57 35.473191588|005.5398385280003 +58.3159129404495|-28.183 -41.062   |8.87     |F8                |    ~     ~    |    1|  107.826   pc  |  -0.3058     +0.3058  |paral   |2020yCat.1350....0G
1980|HD 129062                                                                                                |Star                              |14 40 13.1806938984 +09 47 10.027685436|004.0532690665927 +59.0468011638918| -24.994 11.358   |9.38     |A3                |    ~     ~    |    1|  218.565   pc  |  -0.9315     +0.9315  |paral   |2020yCat.1350....0G
1981|HD 129337                                                                                                |Double or Multiple Star           |14 41 44.64782 +09 31 39.7343          |004.10287090 +58.59152272          |   -48.91 20.21   |8.65     |G5                |    ~     ~    |    0|                |                       |        |                   
1982|BD+10 2730                                                                                               |Star                              |14 43 20.0839446360 +09 29 28.479531948|004.5049331402836 +58.2586268322255| -2.179 -40.024   |10.33    |F5                |    ~     ~    |    1|  255.402   pc  |  -7.5080     +7.5080  |paral   |2020yCat.1350....0G
1983|BD+10 2731                                                                                               |Star                              |14 43 26.7047499720 +09 29 37.242335112|004.5400586095324 +58.2385125508843| -2.460 -11.602   |10.14    |F8                |    ~     ~    |    1|  187.133   pc  |  -0.6584     +0.6584  |paral   |2020yCat.1350....0G
1984|HD 129134                                                                                                |Star                              |14 40 38.3093333112 +08 58 40.956876516|002.9524350288419 +58.4657066522332|-12.129 -21.867   |7.60     |K0                |    ~     ~    |    1|  213.991   pc  |  -0.8746     +0.8746  |paral   |2020yCat.1350....0G
1985|HD 129190                                                                                                |Star                              |14 40 57.0905675592 +09 21 17.308012788|003.6102450050462 +58.6393202868359|   -0.920 2.664   |8.72     |G5                |    ~     ~    |    1|  192.201   pc  |  -6.9449     +6.9449  |paral   |2020yCat.1350....0G
1986|HD 129414                                                                                                |Star                              |14 42 10.8536554584 +09 03 53.835881076|003.5335851628040 +58.2216529516810| -15.184 -1.740   |9.24     |K5                |    ~     ~    |    1|  632.351   pc  |  -7.9574     +7.9574  |paral   |2020yCat.1350....0G
1987|BD+09 2932                                                                                               |Star                              |14 42 40.6545784416 +09 18 14.158819836|004.0347338935521 +58.2724599218246|    7.390 5.263   |10.25    |G0                |    ~     ~    |    1|  292.176   pc  |  -3.1415     +3.1415  |paral   |2020yCat.1350....0G
1988|BD+09 2933                                                                                               |Star                              |14 43 20.2339202976 +09 14 19.346161452|004.1263730692397 +58.1039024249145|  -0.619 -7.551   |10.56    |F8                |    ~     ~    |    1|  457.164   pc  |  -5.7057     +5.7057  |paral   |2020yCat.1350....0G
1989|BD+09 2934                                                                                               |Star                              |14 43 24.5583426648 +09 15 08.942016636|004.1675989354252 +58.0982893156730| -12.380 -1.495   |10.2     |K2                |    ~     ~    |    1|  942.507   pc  | -17.7664    +17.7664  |paral   |2020yCat.1350....0G
1990|HD 129654                                                                                                |Star                              |14 43 27.4451822976 +09 04 15.074843772|003.9105628644508 +57.9773887077736|-19.349 -10.479   |9.27     |K2                |    ~     ~    |    1|  400.545   pc  |  -2.8237     +2.8237  |paral   |2020yCat.1350....0G
1991|HD 129849                                                                                                |High Proper Motion Star           |14 44 37.7395014264 +09 04 14.211228324|004.2440136242743 +57.7489329220119|-34.388 -75.695   |8.79     |F8                |    ~     ~    |    1|   77.871   pc  |  -1.0460     +1.0460  |paral   |2020yCat.1350....0G
1992|HD 129848                                                                                                |Star                              |14 44 42.1946358912 +09 21 24.764016924|004.6911438885917 +57.9089470333987|   6.773 -3.909   |8.33     |K0                |    ~     ~    |    1|  764.175   pc  | -13.1392    +13.1392  |paral   |2020yCat.1350....0G
1993|MCG+02-37-031                                                                                            |Galaxy in Pair of Galaxies        |14 42 17.0438342616 +08 59 47.323462344|003.4615743843999 +58.1592264705397|            ~ ~   |7        |~                 |0.480 0.163    |    0|                |                       |        |                   
1994|TYC 911-222-1                                                                                            |Star                              |14 44 24.5059092816 +08 47 32.450137692|003.7708866402063 +57.6207517018291|  -31.698 6.966   |10.72    |~                 |    ~     ~    |    1|  203.678   pc  |  -0.7301     +0.7301  |paral   |2020yCat.1350....0G
1995|TYC 911-305-1                                                                                            |Star                              |14 42 24.3446460936 +09 47 45.650628348|004.7020819333286 +58.6255924583566| -13.473 11.969   |10.50    |~                 |    ~     ~    |    1|  490.605   pc  |  -3.2012     +3.2012  |paral   |2020yCat.1350....0G
1996|TYC 911-429-1                                                                                            |Star                              |14 44 06.4643231760 +08 57 43.343553276|003.9351856191506 +57.7838631730519|  -31.389 8.453   |10.61    |~                 |    ~     ~    |    1|  209.626   pc  |  -0.6811     +0.6811  |paral   |2020yCat.1350....0G
1997|TYC 911-451-1                                                                                            |Star                              |14 44 30.3752135784 +08 56 31.837704648|004.0192835517299 +57.6940578783836|  15.063 -3.113   |9.74     |~                 |    ~     ~    |    1|  192.701   pc  |  -0.7092     +0.7092  |paral   |2020yCat.1350....0G
1998|TYC 911-471-1                                                                                            |Star                              |14 44 15.7312562808 +08 40 45.386279580|003.5633876777246 +57.5791625270516|   5.563 -0.876   |10.90    |~                 |    ~     ~    |    1| 1098.539   pc  | -27.3941    +27.3941  |paral   |2020yCat.1350....0G
1999|TYC 911-752-1                                                                                            |Star                              |14 41 51.4952934120 +09 44 06.178107660|004.4515096861615 +58.6957882077823| -7.789 -11.342   |10.07    |~                 |    ~     ~    |    1|  503.069   pc  |  -4.7579     +4.7579  |paral   |2020yCat.1350....0G
2000|TYC 911-852-1                                                                                            |Star                              |14 38 55.0818365016 +09 49 22.729066896|003.7259984587366 +59.3226172322536|  -12.577 0.967   |10.09    |~                 |    ~     ~    |    1|  492.271   pc  |  -3.2715     +3.2715  |paral   |2020yCat.1350....0G
2001|TYC 911-1112-1                                                                                           |Star                              |14 40 39.1789207512 +09 31 49.221631272|003.7890010887897 +58.8055074144454| -15.992 -0.848   |10.34    |~                 |    ~     ~    |    0|                |                       |        |                   
2002|TYC 911-1186-1                                                                                           |Star                              |14 38 44.6266644168 +09 23 43.610569296|003.0183203223585 +59.0915742964739|  -28.819 0.014   |9.97     |~                 |    ~     ~    |    1|  333.322   pc  |  -2.3554     +2.3554  |paral   |2020yCat.1350....0G
