C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:50:27

dec >=0&rah >=10.5&rah< 10.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2377

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1158|TYC 1976-610-1                                                                                           |Star                               |10 32 33.1475307120 +28 25 53.518356876|202.2867145000558 +59.3589728349108|  7.577 -18.217   |10.89    |~                |    ~     ~    |    1|  386.279   pc  |  -2.2680     +2.2680  |paral   |2020yCat.1350....0G
1159|TYC 1976-1176-1                                                                                          |Star                               |10 34 24.2199098640 +28 16 02.843284584|202.6927573345783 +59.7468853369027| -42.552 -4.342   |10.81    |~                |    ~     ~    |    1|  305.222   pc  |  -1.9191     +1.9191  |paral   |2020yCat.1350....0G
1160|TYC 1979-74-1                                                                                            |High Proper Motion Star            |10 40 58.1833059504 +27 38 57.797978820|204.2632556742928 +61.1194822724568|-79.087 -18.829   |10.55    |~                |    ~     ~    |    1|  260.940   pc  |  -1.1439     +1.1439  |paral   |2020yCat.1350....0G
1161|TYC 1979-88-1                                                                                            |Star                               |10 40 21.1444685784 +27 40 06.443493384|204.1913357838063 +60.9859276766297| 17.830 -14.375   |10.45    |~                |    ~     ~    |    1|  284.131   pc  |  -1.6873     +1.6873  |paral   |2020yCat.1350....0G
1162|TYC 1979-143-1                                                                                           |Star                               |10 37 16.1400879888 +27 53 27.504139416|203.5806012396732 +60.3339284222632| 46.063 -10.391   |10.50    |~                |    ~     ~    |    1|  188.526   pc  |  -0.6184     +0.6184  |paral   |2020yCat.1350....0G
1163|TYC 1979-380-1                                                                                           |High Proper Motion Star            |10 37 59.8897155264 +27 42 11.883990996|203.9957732944242 +60.4724144118748|-99.347 -57.945   |10.97    |~                |    ~     ~    |    1|  123.192   pc  |  -0.2352     +0.2352  |paral   |2020yCat.1350....0G
1164|TYC 1979-690-1                                                                                           |Star                               |10 38 39.4213915944 +27 18 57.782635812|204.8133376506484 +60.5695778970605| -1.114 -10.437   |10.18    |~                |    ~     ~    |    1| 1491.647   pc  | -34.7102    +34.7102  |paral   |2020yCat.1350....0G
1165|TYC 1979-1038-1                                                                                          |Star                               |10 39 43.2344820864 +28 20 54.751621452|202.7680490112027 +60.9193597851892| -16.178 -7.199   |10.37    |~                |    ~     ~    |    1|  233.710   pc  |  -1.0214     +1.0214  |paral   |2020yCat.1350....0G
1166|TYC 1979-1083-1                                                                                          |Star                               |10 40 06.0057818976 +28 21 59.959751508|202.7472988325364 +61.0042009886610|  -16.183 0.250   |10.40    |~                |    ~     ~    |    1|  799.169   pc  | -10.3465    +10.3465  |paral   |2020yCat.1350....0G
1167|TYC 1979-1430-1                                                                                          |Star                               |10 37 15.6840262632 +26 35 37.727252160|206.1710763295376 +60.1601300592436|  -31.584 2.290   |10.34    |~                |    ~     ~    |    1|  781.922   pc  |  -9.7824     +9.7824  |paral   |2020yCat.1350....0G
1168|TYC 1979-1434-1                                                                                          |Star                               |10 40 13.3332028224 +28 17 41.688250116|202.8999768231448 +61.0240779746788|   1.581 -5.091   |10.60    |~                |    ~     ~    |    1|  447.047   pc  | -17.4670    +17.4670  |paral   |2020yCat.1350....0G
1169|ASW I-45                                                                                                 |Star                               |10 34 18.0 +27 56 00                   |203.3463 +59.6872                  |            ~ ~   |10.35    |~                |    ~     ~    |    0|                |                       |        |                   
1170|HD 91277                                                                                                 |High Proper Motion Star            |10 32 43.5388770864 +26 17 18.373043364|206.4491267378808 +59.1092416495214|  -87.019 1.618   |8.88     |F5               |    ~     ~    |    1|  168.194   pc  |  -0.4894     +0.4894  |paral   |2020yCat.1350....0G
1171|BD+26 2098                                                                                               |High Proper Motion Star            |10 30 24.3490520640 +25 47 25.266462432|207.2225371012707 +58.5099061437516| -38.202 37.092   |10.68    |F5               |    ~     ~    |    1|  281.563   pc  |  -1.4587     +1.4587  |paral   |2020yCat.1350....0G
1172|BD+25 2257                                                                                               |High Proper Motion Star            |10 31 31.6108726992 +25 07 22.590572952|208.5712600305302 +58.6318909376794|  4.098 -84.287   |10.34    |G5               |    ~     ~    |    1|  884.251   pc  | -13.3705    +13.3705  |paral   |2020yCat.1350....0G
1173|HD 91164                                                                                                 |Star                               |10 31 57.6690469872 +24 43 23.119092372|209.3620193781605 +58.6468329710304| -28.372 -6.445   |7.78     |K0III            |    ~     ~    |    1|  252.340   pc  |  -1.5027     +1.5027  |paral   |2020yCat.1350....0G
1174|BD+25 2259                                                                                               |Star                               |10 32 07.3640600400 +24 29 01.349526444|209.8264895922032 +58.6318948664358|   -5.292 8.529   |10.62    |F8               |    ~     ~    |    1|  250.106   pc  |  -3.1026     +3.1026  |paral   |2020yCat.1350....0G
1175|HD 91220                                                                                                 |Double or Multiple Star            |10 32 17.3127681816 +24 26 32.114641632|209.9199474854156 +58.6597764325704| -42.078 -1.936   |7.20     |F0               |0.0017  0.0    |    1|  124.193   pc  |  -5.5495     +5.5495  |paral   |2020yCat.1350....0G
1176|BD+24 2230                                                                                               |Star                               |10 30 30.5579134200 +24 05 35.075354100|210.3985231492080 +58.1869528845098| -16.878 -5.196   |10.43    |K0               |    ~     ~    |    1|  854.336   pc  | -13.2110    +13.2110  |paral   |2020yCat.1350....0G
1177|BD+24 2231                                                                                               |High Proper Motion Star            |10 30 34.7803031712 +24 05 57.081929820|210.3941310996831 +58.2039805527375|  2.335 -68.865   |10.88    |G0               |    ~     ~    |    1|  236.183   pc  |  -0.6973     +0.6973  |paral   |2020yCat.1350....0G
1178|HD 91076                                                                                                 |Star                               |10 31 14.4235698528 +24 00 18.796782024|210.6333876189371 +58.3294652296869| 18.175 -25.126   |8.02     |K2               |    ~     ~    |    1|  364.990   pc  |  -2.6777     +2.6777  |paral   |2020yCat.1350....0G
