C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:58:52

dec >=0&rah >=6.0&rah< 6.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8428

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
6495|IRAS 06115+1059                                                                                          |Star                           |06 14 18.7669037136 +10 58 07.570454556|198.9335335860961 -03.1043383897775|   2.633 -7.013   |9.14     |~                 |    ~     ~    |    1| 1047.998   pc  | -36.6832    +36.6832  |paral   |2020yCat.1350....0G
6496|TYC 730-7-1                                                                                              |Star                           |06 13 27.1838482778 +09 04 09.504452099|200.5074355885791 -04.1932331653469|    2.893 1.975   |9.49     |~                 |    ~     ~    |    0|                |                       |        |                   
6497|TYC 730-53-1                                                                                             |Star                           |06 12 23.9244236784 +09 05 42.524629764|200.3606275802415 -04.4099821617479|  -0.582 -1.348   |10.47    |~                 |    ~     ~    |    1| 1238.237   pc  | -57.9561    +57.9561  |paral   |2020yCat.1350....0G
6498|TYC 730-176-1                                                                                            |Star                           |06 11 58.2855994320 +09 19 06.627389736|200.1132643820551 -04.3964619375139|  -1.835 -4.426   |10.51    |~                 |    ~     ~    |    1|  775.014   pc  | -19.2807    +19.2807  |paral   |2020yCat.1350....0G
6499|TYC 730-178-1                                                                                            |Star                           |06 13 29.0478327288 +09 16 17.591558916|200.3326221251376 -04.0904611814532|  1.725 -15.767   |10.63    |~                 |    ~     ~    |    1|  362.017   pc  |  -2.2673     +2.2673  |paral   |2020yCat.1350....0G
6500|TYC 730-199-1                                                                                            |Star                           |06 14 24.2974576416 +09 12 16.560980928|200.4997825839143 -03.9222177745310|   0.097 -0.120   |10.33    |~                 |    ~     ~    |    1| 1008.776   pc  | -27.3742    +27.3742  |paral   |2020yCat.1350....0G
6501|TYC 730-332-1                                                                                            |Star                           |06 12 41.9794360200 +09 14 45.263970312|200.2630307159047 -04.2729639824866|  -0.850 -4.867   |10.83    |~                 |    ~     ~    |    1|  656.470   pc  |  -9.5671     +9.5671  |paral   |2020yCat.1350....0G
6502|TYC 730-411-1                                                                                            |Star                           |06 14 05.2642727568 +09 00 13.824726372|200.6397538290097 -04.0863518956254|   4.217 -7.227   |10.82    |~                 |    ~     ~    |    1|  762.311   pc  | -14.0050    +14.0050  |paral   |2020yCat.1350....0G
6503|TYC 730-459-1                                                                                            |Star                           |06 12 08.4917888304 +08 55 33.560543784|200.4795999027041 -04.5462879692933|  -5.143 -6.426   |9.70     |~                 |    ~     ~    |    1| 1128.541   pc  | -26.3636    +26.3636  |paral   |2020yCat.1350....0G
6504|TYC 730-541-1                                                                                            |Star                           |06 11 24.2388583248 +09 03 06.565150584|200.2816239656281 -04.6465887575755|  -4.467 -6.520   |10.68    |~                 |    ~     ~    |    1|  472.791   pc  |  -4.0236     +4.0236  |paral   |2020yCat.1350....0G
6505|TYC 730-669-1                                                                                            |Star                           |06 14 04.5228525864 +09 08 59.325810648|200.5094680161963 -04.0198109883766| -4.642 -11.248   |9.16     |~                 |    ~     ~    |    1|  758.150   pc  | -12.8753    +12.8753  |paral   |2020yCat.1350....0G
6506|TYC 730-728-1                                                                                            |Star                           |06 12 26.5699515744 +08 57 00.579219552|200.4937548232079 -04.4693324677317|  -0.597 -3.965   |10.00    |~                 |    ~     ~    |    1| 1343.544   pc  | -32.4920    +32.4920  |paral   |2020yCat.1350....0G
6507|TYC 730-848-1                                                                                            |Star                           |06 14 54.7649044104 +09 08 12.579460332|200.6191280294869 -03.8439778782682|  -3.041 -1.490   |10.79    |~                 |    ~     ~    |    1|  514.933   pc  |  -5.7539     +5.7539  |paral   |2020yCat.1350....0G
6508|TYC 730-872-1                                                                                            |Star                           |06 14 01.7576140728 +09 09 57.471126912|200.4898051870861 -04.0221634844097| -16.176 -8.013   |10.79    |~                 |    ~     ~    |    1|  298.338   pc  |  -1.5576     +1.5576  |paral   |2020yCat.1350....0G
6509|TYC 730-947-1                                                                                            |Star                           |06 13 42.3958234704 +09 05 29.345102916|200.5176473504656 -04.1276168463008|  11.037 -8.373   |9.75     |~                 |    ~     ~    |    1|  455.187   pc  | -18.9583    +18.9583  |paral   |2020yCat.1350....0G
6510|TYC 730-948-1                                                                                            |Star                           |06 13 38.8576652808 +08 45 52.859484252|200.7991863278599 -04.2954701137766|  -30.907 0.439   |10.54    |~                 |    ~     ~    |    1|  269.862   pc  |  -1.7114     +1.7114  |paral   |2020yCat.1350....0G
6511|TYC 730-961-1                                                                                            |Star                           |06 11 16.7602125432 +08 49 58.816686216|200.4599944716984 -04.7778442552014|  -0.131 -4.480   |9.89     |~                 |    ~     ~    |    1|  704.176   pc  |  -6.9917     +6.9917  |paral   |2020yCat.1350....0G
6512|TYC 730-979-1                                                                                            |Star                           |06 12 15.0401962152 +08 56 46.617424908|200.4745477065833 -04.5129267085594|   1.448 -2.777   |9.71     |~                 |    ~     ~    |    1|  692.329   pc  | -11.5037    +11.5037  |paral   |2020yCat.1350....0G
6513|TYC 730-992-1                                                                                            |Star                           |06 13 53.8961465616 +08 49 07.685729436|200.7808523731790 -04.2152883648374|  -1.658 -2.156   |10.05    |~                 |    ~     ~    |    1|  758.265   pc  | -29.3808    +29.3808  |paral   |2020yCat.1350....0G
6514|TYC 730-1090-1                                                                                           |Star                           |06 13 47.5229751240 +08 52 37.050920580|200.7170349903674 -04.2108120141204|  -2.064 -0.711   |9.65     |~                 |    ~     ~    |    1|  569.866   pc  |  -6.0078     +6.0078  |paral   |2020yCat.1350....0G
6515|TYC 730-1093-1                                                                                           |Star                           |06 11 20.5883140128 +08 45 12.102623424|200.5378112690295 -04.8018903218707|-32.850 -20.185   |10.22    |~                 |    ~     ~    |    1|   99.132   pc  |  -0.1563     +0.1563  |paral   |2020yCat.1350....0G
6516|TYC 730-1565-1                                                                                           |Star                           |06 12 39.1249064064 +08 27 42.784852176|200.9494404293267 -04.6557521548833|  -2.549 -2.233   |9.96     |~                 |    ~     ~    |    1|  787.650   pc  | -29.5927    +29.5927  |paral   |2020yCat.1350....0G
6517|TYC 730-2315-1                                                                                           |Star                           |06 13 46.9961162352 +08 42 13.253975028|200.8689828775547 -04.2948858871785|  -1.541 -2.690   |10.42    |~                 |    ~     ~    |    1| 1212.709   pc  | -31.9134    +31.9134  |paral   |2020yCat.1350....0G
6518|IRAS 06101+1106                                                                                          |Star                           |06 12 53.5898944032 +11 06 05.659957836|198.6503972796261 -03.3473742005891|   1.602 -3.686   |8.93     |~                 |    ~     ~    |    1|  880.824   pc  | -25.9134    +25.9134  |paral   |2020yCat.1350....0G
6519|TYC 734-109-1                                                                                            |Star                           |06 11 42.9249626808 +10 45 28.278972756|198.8147648461252 -03.7654711846775|  10.645 -6.807   |10.24    |~                 |    ~     ~    |    1|  291.945   pc  |  -5.1906     +5.1906  |paral   |2020yCat.1350....0G
6520|TYC 734-127-1                                                                                            |Star                           |06 12 38.0662110288 +11 00 18.135900648|198.7050544925357 -03.4492170525812|    2.959 0.035   |9.97     |~                 |    ~     ~    |    1|  901.551   pc  | -16.2559    +16.2559  |paral   |2020yCat.1350....0G
6521|TYC 734-141-1                                                                                            |Star                           |06 13 00.9455814432 +09 51 56.858478804|199.7535114489704 -03.9095830735656|   1.382 -3.354   |10.45    |~                 |    ~     ~    |    1|  606.355   pc  | -13.0889    +13.0889  |paral   |2020yCat.1350....0G
6522|TYC 734-169-1                                                                                            |Star                           |06 12 31.1480976072 +10 39 36.252510948|198.9952989614102 -03.6386486174434|  20.382 -2.255   |10.41    |~                 |    ~     ~    |    1|  277.523   pc  |  -1.2015     +1.2015  |paral   |2020yCat.1350....0G
6523|GSC 00734-00188                                                                                          |Double or Multiple Star        |06 14 59.3772479688 +11 11 05.365261680|198.8222656426566 -02.8555265054235|   1.268 -5.923   |10.041   |~                 |    ~     ~    |    1|  818.666   pc  | -12.1309    +12.1309  |paral   |2020yCat.1350....0G
6524|TYC 734-353-1                                                                                            |Star                           |06 11 37.8720090936 +09 53 40.421074848|199.5653085921373 -04.1957114511012|  -3.582 -4.687   |10.89    |~                 |    ~     ~    |    1|  723.170   pc  |  -9.3090     +9.3090  |paral   |2020yCat.1350....0G
6525|TYC 734-682-1                                                                                            |Star                           |06 12 33.1308169056 +11 03 09.910399572|198.6533969567413 -03.4441885274170|   1.684 -1.963   |9.06     |~                 |    ~     ~    |    1|  887.469   pc  | -49.3038    +49.3038  |paral   |2020yCat.1350....0G
6526|TYC 734-794-1                                                                                            |Star                           |06 12 44.6518845216 +10 35 23.401214376|199.0835820304248 -03.6235246323085|  8.634 -10.255   |10.13    |~                 |    ~     ~    |    1|  965.065   pc  | -16.3918    +16.3918  |paral   |2020yCat.1350....0G
6527|TYC 734-835-1                                                                                            |Star                           |06 14 56.7057711624 +09 42 38.732087664|200.1164771512243 -03.5649472717869|  -1.637 -0.548   |10.16    |~                 |    ~     ~    |    1| 2912.904   pc  |-121.3357   +121.3357  |paral   |2020yCat.1350....0G
6528|TYC 734-1078-1                                                                                           |Star                           |06 14 00.3285045072 +10 59 26.301701616|198.8783305658465 -03.1602690531078|   0.478 -2.425   |9.58     |~                 |    ~     ~    |    1|  684.275   pc  | -34.7429    +34.7429  |paral   |2020yCat.1350....0G
6529|TYC 734-1082-1                                                                                           |Star                           |06 13 37.6200681096 +10 38 26.699016084|199.1422470863404 -03.4085369396868|   -7.758 1.045   |9.95     |~                 |    ~     ~    |    1|  356.748   pc  |  -5.0017     +5.0017  |paral   |2020yCat.1350....0G
6530|TYC 734-1298-1                                                                                           |Star                           |06 13 18.4566805728 +10 21 36.477619092|199.3520597577207 -03.6111534717439|  -1.407 -6.717   |10.24    |~                 |    ~     ~    |    1|  520.291   pc  |  -9.9348     +9.9348  |paral   |2020yCat.1350....0G
6531|TYC 734-1383-1                                                                                           |Star                           |06 12 03.4839057192 +09 27 35.704759392|199.9987530260004 -04.3103442458426|   0.517 -3.774   |10.06    |~                 |    ~     ~    |    1| 1160.631   pc  | -34.4849    +34.4849  |paral   |2020yCat.1350....0G
6532|TYC 734-1411-1                                                                                           |Star                           |06 11 59.7841333440 +09 24 42.224933340|200.0339886264226 -04.3466615474574| 19.065 -31.533   |10.41    |~                 |    ~     ~    |    1|  313.048   pc  |  -2.1854     +2.1854  |paral   |2020yCat.1350....0G
6533|TYC 734-1535-1                                                                                           |Star                           |06 13 08.7975024240 +09 34 47.257928040|200.0210699992187 -04.0172416530842|   0.224 -3.169   |10.38    |~                 |    ~     ~    |    1| 1129.433   pc  | -34.3141    +34.3141  |paral   |2020yCat.1350....0G
6534|GSC 00734-01642                                                                                          |Double or Multiple Star        |06 11 49.6380427416 +11 08 21.681768048|198.4920832975001 -03.5590769902341|  13.072 -8.732   |9.950    |~                 |    ~     ~    |    1|  591.926   pc  |  -7.5681     +7.5681  |paral   |2020yCat.1350....0G
6535|TYC 734-1671-1                                                                                           |Star                           |06 14 35.8449900672 +09 28 49.861120728|200.2788755076573 -03.7495836350541|   0.445 -7.143   |10.89    |~                 |    ~     ~    |    1|  845.594   pc  | -15.8737    +15.8737  |paral   |2020yCat.1350....0G
6536|ATO J093.2367+10.2738                                                                                    |Variable Star                  |06 12 56.8222886616 +10 16 25.825123344|199.3857892430948 -03.7302271340243|   0.576 -1.765   |10.9     |~                 |    ~     ~    |    0|                |                       |        |                   
6537|TYC 734-1763-1                                                                                           |Star                           |06 12 03.3798553944 +09 48 51.812245728|199.6860194427236 -04.1418772816758|  -2.261 -3.524   |10.56    |~                 |    ~     ~    |    1| 1454.969   pc  | -44.6673    +44.6673  |paral   |2020yCat.1350....0G
6538|TYC 734-1856-1                                                                                           |Star                           |06 12 32.5168781232 +10 28 31.692878508|199.1605775873907 -03.7217394266148| 10.712 -10.723   |9.79     |~                 |    ~     ~    |    1|  103.820   pc  |  -0.2921     +0.2921  |paral   |2020yCat.1350....0G
6539|TYC 734-1865-1                                                                                           |Star                           |06 12 40.7048771952 +09 25 03.737189676|200.1089875958592 -04.1958786650488|  -0.949 -2.419   |10.00    |~                 |    ~     ~    |    1|  523.889   pc  |  -7.5751     +7.5751  |paral   |2020yCat.1350....0G
6540|TYC 734-1881-1                                                                                           |Star                           |06 13 34.3375138968 +09 56 30.709529376|199.7517794148502 -03.7528381611423| -1.857 -37.372   |10.22    |~                 |    ~     ~    |    1|  252.181   pc  |  -5.2593     +5.2593  |paral   |2020yCat.1350....0G
6541|TYC 734-1910-1                                                                                           |Star                           |06 12 57.3478956336 +11 07 16.839893748|198.6403295912109 -03.3244394607838|  -1.367 -2.427   |9.56     |~                 |    ~     ~    |    1|  662.032   pc  | -53.9531    +53.9531  |paral   |2020yCat.1350....0G
6542|TYC 734-1988-1                                                                                           |High Proper Motion Star        |06 12 08.4145063968 +10 23 39.289938396|199.1849285090554 -03.8472840324427|-37.689 -32.886   |9.72     |~                 |    ~     ~    |    1|   30.991   pc  |  -0.0187     +0.0187  |paral   |2020yCat.1350....0G
6543|TYC 734-1998-1                                                                                           |Star                           |06 13 25.9310555928 +10 28 06.347224596|199.2712410086062 -03.5326668108830|  -1.130 -4.159   |10.73    |~                 |    ~     ~    |    1|  811.162   pc  | -13.4887    +13.4887  |paral   |2020yCat.1350....0G
6544|TYC 734-2062-1                                                                                           |Star                           |06 13 49.1013638136 +11 07 50.981871216|198.7329712397949 -03.1339045579307|   3.058 -2.908   |9.71     |~                 |    ~     ~    |    1|  532.623   pc  |  -4.0284     +4.0284  |paral   |2020yCat.1350....0G
6545|TYC 734-2133-1                                                                                           |Star                           |06 14 52.4388554520 +09 42 15.545177856|200.1138327200366 -03.5834301655779|  -0.459 -2.509   |10.36    |~                 |    ~     ~    |    0|                |                       |        |                   
6546|GSC 00734-02171                                                                                          |Double or Multiple Star        |06 14 09.4778537184 +09 28 41.570219856|200.2293870763427 -03.8460691743325|       -4.4 4.4   |10.000   |~                 |    ~     ~    |    0|                |                       |        |                   
6547|TYC 734-2542-1                                                                                           |Star                           |06 11 50.0947171368 +10 29 23.717090508|199.0647570327326 -03.8676058133149| -2.412 -14.381   |10.65    |~                 |    ~     ~    |    1|  581.125   pc  | -13.4407    +13.4407  |paral   |2020yCat.1350....0G
6548|HD 42742                                                                                                 |Star                           |06 12 44.0711937648 +08 05 28.501841472|201.2865373830721 -04.8136304825870|  -6.834 -7.627   |8.05     |A0                |    ~     ~    |    1|  196.707   pc  |  -1.6600     +1.6600  |paral   |2020yCat.1350....0G
6549|HD 42897                                                                                                 |Star                           |06 13 35.2897508976 +08 18 01.090244556|201.2023024192922 -04.5285464298311|  -0.892 -3.562   |8.99     |B8                |    ~     ~    |    1|  942.863   pc  | -40.0934    +40.0934  |paral   |2020yCat.1350....0G
6550|BD+07 1170a                                                                                              |Star                           |06 11 37.6712617224 +06 58 20.708591340|202.1453413817902 -05.5853394979154|  -0.419 -3.588   |10.77    |B8                |    ~     ~    |    1| 1334.757   pc  | -29.7523    +29.7523  |paral   |2020yCat.1350....0G
6551|HD 42492                                                                                                 |Star                           |06 11 22.2363887400 +07 19 06.676898196|201.8087560523835 -05.4775350396425|  8.465 -31.284   |9.30     |F8                |    ~     ~    |    1|  228.697   pc  |  -1.2657     +1.2657  |paral   |2020yCat.1350....0G
6552|HD 253169                                                                                                |Star                           |06 11 40.5512684208 +07 36 02.433212856|201.5952911188666 -05.2771117590254|  -0.835 -1.719   |10.07    |B9                |    ~     ~    |    1|  731.154   pc  | -46.6160    +46.6160  |paral   |2020yCat.1350....0G
6553|HD 42548                                                                                                 |High Proper Motion Star        |06 11 41.4794819136 +07 46 43.050581112|201.4398122845504 -05.1893161095815| -11.130 76.525   |7.31     |F0                |    ~     ~    |    1|   72.368   pc  |  -0.1508     +0.1508  |paral   |2020yCat.1350....0G
6554|HD 42549                                                                                                 |Star                           |06 11 40.3160722368 +07 19 59.368367532|201.8313913605549 -05.4048087047630|  -4.466 -8.274   |9.13     |A0                |    ~     ~    |    1|  496.179   pc  | -20.4341    +20.4341  |paral   |2020yCat.1350....0G
6555|HD 42561                                                                                                 |Star                           |06 11 47.6532064992 +07 36 45.946247292|201.5985748952251 -05.2455568895174|  -0.119 -5.960   |8.94     |A2                |    ~     ~    |    1|  571.886   pc  |  -6.8681     +6.8681  |paral   |2020yCat.1350....0G
6556|HD 42598                                                                                                 |Double or Multiple Star        |06 11 55.2332449680 +07 05 30.934267116|202.0741393502256 -05.4647843798153| -12.866 -1.586   |8.40     |A2                |    ~     ~    |    1|  161.082   pc  |  -1.0068     +1.0068  |paral   |2020yCat.1350....0G
6557|HD 42597                                                                                                 |Double or Multiple Star        |06 11 58.7262502680 +07 23 28.761987696|201.8161597130259 -05.3102527210662|  -0.222 -3.286   |7.05     |B1V               |0.0050  0.0    |    0|                |                       |        |                   
6558|HD 42672                                                                                                 |Star                           |06 12 19.2692016192 +07 44 01.077826740|201.5538747450064 -05.0733016772814|  3.135 -27.867   |9.30     |F5                |    ~     ~    |    1|  194.841   pc  |  -0.6188     +0.6188  |paral   |2020yCat.1350....0G
6559|HD 253376                                                                                                |Star                           |06 12 28.7039923536 +07 56 12.902007408|201.3927375658697 -04.9426343486911|  -2.008 -5.448   |9.28     |K2                |    ~     ~    |    1|  847.170   pc  | -11.7702    +11.7702  |paral   |2020yCat.1350....0G
6560|HD 42773                                                                                                 |Star                           |06 12 58.2636566184 +07 16 39.706306104|202.0336377172885 -05.1473289288079|-26.238 -29.759   |7.01     |K5                |    ~     ~    |    1|  258.098   pc  |  -1.5055     +1.5055  |paral   |2020yCat.1350....0G
6561|HD 42786                                                                                                 |Star                           |06 13 01.9325513856 +07 32 03.502180356|201.8138842401442 -05.0125493354554| 11.351 -15.772   |7.96     |A0                |    ~     ~    |    1|  333.700   pc  | -10.8572    +10.8572  |paral   |2020yCat.1350....0G
6562|HD 42808                                                                                                 |Star                           |06 13 09.7688282064 +07 08 40.449378768|202.1739967880510 -05.1683810484439|  -1.841 -4.580   |9.53     |F0                |    ~     ~    |    1|  727.379   pc  | -12.3276    +12.3276  |paral   |2020yCat.1350....0G
6563|HD 42843                                                                                                 |Star                           |06 13 23.0736466248 +07 56 10.003165512|201.5001502217614 -04.7454352001436|  -3.000 -5.232   |9.96     |A0                |    ~     ~    |    1|  604.961   pc  | -14.0901    +14.0901  |paral   |2020yCat.1350....0G
6564|BD+07 1193                                                                                               |Star                           |06 13 33.9038251704 +07 22 31.117868400|202.0172204573504 -04.9713887206274|   -1.905 0.182   |10.45    |OB-               |    ~     ~    |    1| 1274.535   pc  | -33.6259    +33.6259  |paral   |2020yCat.1350....0G
6565|HD 253739                                                                                                |Star                           |06 13 54.6110745168 +07 57 53.716370724|201.5365026472840 -04.6171603421492|   1.097 -7.709   |9.96     |A3                |    ~     ~    |    1|  769.527   pc  | -16.3439    +16.3439  |paral   |2020yCat.1350....0G
6566|HD 42941                                                                                                 |Star                           |06 13 53.1772580064 +06 58 17.176553616|202.4123441919486 -05.0919697710301|    1.512 7.056   |8.90     |K2                |    ~     ~    |    1|  625.469   pc  | -10.7192    +10.7192  |paral   |2020yCat.1350....0G
6567|HD 42550                                                                                                 |Star                           |06 11 33.0018899808 +06 20 40.001492220|202.6921828952393 -05.8994794151847|  -1.122 -7.788   |8.87     |F0                |    ~     ~    |    1|  357.488   pc  | -17.3038    +17.3038  |paral   |2020yCat.1350....0G
6568|HD 253203                                                                                                |Star                           |06 11 42.0477267720 +06 17 54.710233764|202.7506602384189 -05.8881673702962|   2.625 10.281   |9.74     |K0                |    ~     ~    |    1|  524.604   pc  |  -5.3115     +5.3115  |paral   |2020yCat.1350....0G
6569|HD 253204                                                                                                |Star                           |06 11 41.8637155008 +06 06 07.596766548|202.9243496025387 -05.9816344901048|  -1.147 -5.341   |10.37    |K0                |    ~     ~    |    1|  767.048   pc  | -10.5905    +10.5905  |paral   |2020yCat.1350....0G
6570|HD 42573                                                                                                 |Star                           |06 11 47.4235998816 +06 54 56.154150612|202.2148168722225 -05.5767112674562|   3.466 -0.603   |8.57     |K5                |    ~     ~    |    1|  796.369   pc  | -13.5719    +13.5719  |paral   |2020yCat.1350....0G
6571|HD 42618                                                                                                 |High Proper Motion Star        |06 12 00.5668858951 +06 46 59.057784676|202.3579756758500 -05.5915221441579|197.247 -254.867  |6.839    |G4V               |    ~     ~    |    1|   24.4043  pc  |  -0.0142     +0.0142  |paral   |2020yCat.1350....0G
6572|HD 253314                                                                                                |Star                           |06 12 08.0117851512 +06 18 55.443987720|202.7867805106232 -05.7854255741375|  -2.747 -2.029   |10.34    |G0                |    ~     ~    |    1| 1000.600   pc  | -40.2483    +40.2483  |paral   |2020yCat.1350....0G
6573|HD 42787                                                                                                 |Long-Period Variable           |06 12 59.5727411832 +06 00 58.528582956|203.1531651830235 -05.7382620158963| 10.411 -12.623   |6.459    |M2III             |    ~     ~    |    1|  310.791   pc  |  -5.4284     +5.4284  |paral   |2020yCat.1350....0G
6574|HD 42861                                                                                                 |Star                           |06 13 25.1814428064 +06 22 34.864227804|202.8843487986221 -05.4749227259463|   0.296 -4.212   |9.19     |A0                |    ~     ~    |    0|                |                       |        |                   
6575|BD+06 1162                                                                                               |Star                           |06 13 32.8843324272 +06 23 25.400925492|202.8870246582204 -05.4401758002105|   -2.781 1.074   |10.10    |K0                |    ~     ~    |    1|  352.398   pc  |  -2.2850     +2.2850  |paral   |2020yCat.1350....0G
6576|HD 42922                                                                                                 |Star                           |06 13 46.9500677880 +06 04 47.751317004|203.1896851654504 -05.5351124774272|  -0.903 -4.820   |9.17     |A0                |    ~     ~    |    1|  648.172   pc  | -10.6292    +10.6292  |paral   |2020yCat.1350....0G
6577|BD+05 1136                                                                                               |Star                           |06 12 59.2062702264 +05 56 19.337131860|203.2211898958925 -05.7761566696642|   0.045 -6.888   |10.25    |A0                |    ~     ~    |    1|  955.110   pc  | -55.9200    +55.9200  |paral   |2020yCat.1350....0G
6578|IRAS 06086+0659                                                                                          |Star                           |06 11 22.2085619136 +06 58 42.085582860|202.1096520617701 -05.6388507177237|   1.238 -1.291   |10.63    |~                 |    ~     ~    |    1| 1285.182   pc  | -36.0069    +36.0069  |paral   |2020yCat.1350....0G
6579|[SC93] 83                                                                                                |Star                           |06 13 06.0 +07 04 00                   |202.2355 -05.2189                  |            ~ ~   |6.91     |K5                |    ~     ~    |    0|                |                       |        |                   
6580|HD 253315                                                                                                |Star                           |06 11 58.8536867856 +06 09 25.191729180|202.9091265658255 -05.8936703992511|  4.798 -15.921   |10.87    |G4IV              |    ~     ~    |    1|  157.223   pc  |  -0.4301     +0.4301  |paral   |2020yCat.1350....0G
6581|HD 43082                                                                                                 |Star                           |06 14 37.2185391552 +08 17 57.598691064|201.3244071204887 -04.3041020932681|   1.333 -6.968   |8.64     |K5                |    ~     ~    |    1|  652.742   pc  |  -8.3084     +8.3084  |paral   |2020yCat.1350....0G
6582|HD 42940                                                                                                 |Star                           |06 13 58.7839137408 +07 52 31.450177668|201.6237997472717 -04.6443447514117|   6.018 -9.182   |8.65     |K5                |    ~     ~    |    1|  719.994   pc  | -13.6337    +13.6337  |paral   |2020yCat.1350....0G
6583|HD 43100                                                                                                 |Star                           |06 14 42.3889267272 +07 12 04.875348276|202.3052863703431 -04.8040628023480|  -4.083 -4.444   |9.77     |A0                |    ~     ~    |    1|  378.573   pc  | -10.7345    +10.7345  |paral   |2020yCat.1350....0G
6584|HD 43099                                                                                                 |Double or Multiple Star        |06 14 47.849 +07 54 18.58              |201.693545 -04.451838              |      -4.5 14.0   |9.0      |A3                |    ~     ~    |    0|                |                       |        |                   
6585|HD 43061                                                                                                 |Star                           |06 14 30.2778365112 +06 34 53.443375104|202.8302401886506 -05.1405278519320|  -3.517 -1.519   |9.50     |A0                |    ~     ~    |    1|  664.408   pc  | -12.4044    +12.4044  |paral   |2020yCat.1350....0G
6586|HD 253863                                                                                                |Star                           |06 14 17.5829422824 +05 51 02.042855208|203.4530315621387 -05.5310809199113|        8.5 5.2   |10.64    |F8                |    ~     ~    |    0|                |                       |        |                   
6587|HD 43155                                                                                                 |Star                           |06 14 54.8382062256 +05 46 19.692340896|203.5955183894292 -05.4316650139900|  -2.169 -1.589   |8.29     |K0                |    ~     ~    |    1|  527.927   pc  |  -6.3824     +6.3824  |paral   |2020yCat.1350....0G
6588|TYC 143-7-1                                                                                              |Star                           |06 12 03.5381928864 +07 08 13.310165184|202.0505633952863 -05.4131835867242|  -1.856 -5.146   |10.71    |~                 |    ~     ~    |    1|  876.271   pc  | -26.8748    +26.8748  |paral   |2020yCat.1350....0G
6589|TYC 143-15-1                                                                                             |Star                           |06 13 20.5004384544 +07 26 36.841390224|201.9305617792266 -04.9879077397854| -1.101 -16.101   |10.13    |~                 |    ~     ~    |    1|  673.854   pc  | -43.2738    +43.2738  |paral   |2020yCat.1350....0G
6590|TYC 143-33-1                                                                                             |Star                           |06 11 53.8320748128 +07 17 49.508648988|201.8898846046697 -05.3727140523828|   1.759 -5.282   |10.55    |~                 |    ~     ~    |    1| 1044.168   pc  | -23.4412    +23.4412  |paral   |2020yCat.1350....0G
6591|TYC 143-193-1                                                                                            |Star                           |06 14 15.2084763192 +07 07 03.211980744|202.3262065805644 -04.9426771210650|   0.029 -4.036   |10.73    |~                 |    ~     ~    |    1| 1207.001   pc  | -35.6928    +35.6928  |paral   |2020yCat.1350....0G
6592|TYC 143-250-1                                                                                            |Star                           |06 11 49.9397742840 +05 52 55.644074004|203.1352401601450 -06.0559875462427|   -1.189 2.453   |10.53    |~                 |    ~     ~    |    1|  337.519   pc  |  -2.0391     +2.0391  |paral   |2020yCat.1350....0G
6593|TYC 143-284-1                                                                                            |Spectroscopic Binary           |06 12 03.3961529736 +06 19 14.580298452|202.7729957772374 -05.7997627892610|    5.359 0.249   |10.64    |~                 |    ~     ~    |    1|  765.697   pc  | -15.4195    +15.4195  |paral   |2020yCat.1350....0G
6594|TYC 143-285-1                                                                                            |Star                           |06 13 26.1058325352 +07 10 04.198921824|202.1854680740540 -05.0978658201133|  5.449 -39.390   |9.93     |~                 |    ~     ~    |    1|  232.509   pc  |  -0.9190     +0.9190  |paral   |2020yCat.1350....0G
6595|TYC 143-499-1                                                                                            |Star                           |06 11 49.3639558440 +07 09 39.733600860|202.0014479921534 -05.4534278290471|   0.336 -5.058   |10.16    |~                 |    ~     ~    |    1|  724.165   pc  | -27.0598    +27.0598  |paral   |2020yCat.1350....0G
6596|TYC 143-517-1                                                                                            |Star                           |06 12 37.8257915160 +07 06 28.295406828|202.1437589133669 -05.3021075779770|   1.684 -4.644   |10.63    |~                 |    ~     ~    |    1|  703.977   pc  | -29.8342    +29.8342  |paral   |2020yCat.1350....0G
6597|TYC 143-793-1                                                                                            |Star                           |06 13 21.7609451136 +07 03 15.820849080|202.2773190605574 -05.1673057117786|   1.846 -7.124   |10.28    |~                 |    ~     ~    |    1|  775.374   pc  | -12.4449    +12.4449  |paral   |2020yCat.1350....0G
6598|TYC 143-794-1                                                                                            |Star                           |06 12 48.8966535552 +05 53 02.578324056|203.2493999573754 -05.8396014756093| -7.492 -41.373   |10.43    |~                 |    ~     ~    |    1|  201.292   pc  |  -0.8914     +0.8914  |paral   |2020yCat.1350....0G
6599|TYC 143-1065-1                                                                                           |Star                           |06 13 51.0669113592 +06 39 28.951753680|202.6856391551018 -05.2475637452181|-10.760 -18.563   |10.19    |~                 |    ~     ~    |    1|  405.992   pc  |  -2.7362     +2.7362  |paral   |2020yCat.1350....0G
