C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:54:39

dec >=0&rah >=11.0&rah< 11.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2287

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1938|BD+03 2452                                                                                                                                  |Star                                |11 04 24.0615063648 +03 09 48.449813724|251.4181605593112 +54.9477362056935| 17.197 -32.964    |9.31     |F8                |    ~     ~    |    1|  221.621   pc  |  -1.6650     +1.6650  |paral   |2020yCat.1350....0G
1939|BD+03 2454                                                                                                                                  |Star                                |11 05 52.1400672864 +03 03 14.117514264|252.0108734482269 +55.1235670427082| -13.806 12.743    |10.02    |G5                |    ~     ~    |    1|  706.414   pc  |  -7.6350     +7.6350  |paral   |2020yCat.1350....0G
1940|NGC 3509                           NGC 3509                                                                                                 |Interacting Galaxies                |11 04 23.5524172704 +04 49 43.004757720|249.3310847215615 +56.1217181246446|            ~ ~    |     ~   |~                 |1.013 0.345    |    1|  111.14    Mpc |                       |redshift|2007ApJ...655..790C
1941|HD 96375                                                                                                                                    |High Proper Motion Star             |11 06 40.4853345480 +05 25 48.089656632|249.2619400604393 +56.9482591114289| -75.207 -5.638    |8.14     |F0                |    ~     ~    |    1|  129.224   pc  |  -0.4976     +0.4976  |paral   |2020yCat.1350....0G
1942|BD+06 2417                                                                                                                                  |High Proper Motion Star             |11 12 43.3777443576 +05 25 04.156862484|251.2473472360589 +58.0099071580593| 45.829 -88.118    |10.46    |G5                |    ~     ~    |    1|   66.081   pc  |  -0.0664     +0.0664  |paral   |2020yCat.1350....0G
1943|HD 97676                                                                                                                                    |Star                                |11 14 29.4664751808 +05 15 46.989974304|252.0486613590966 +58.2059538844192| -15.886 -5.907    |8.02     |K0                |    ~     ~    |    1|  314.584   pc  |  -2.4939     +2.4939  |paral   |2020yCat.1350....0G
1944|CCDM J11144+0516BC                                                                                                                          |Double or Multiple Star             |11 14 22.6 +05 15 24                   |252.0181 +58.1816                  |            ~ ~    |9.9      |~                 |    ~     ~    |    0|                |                       |        |                   
1945|BD+05 2446                                                                                                                                  |Star                                |11 06 43.9215208944 +04 24 41.190785460|250.6000866975074 +56.2446475864985| -12.441 -4.380    |10.83    |K0                |    ~     ~    |    1| 1137.527   pc  | -27.9497    +27.9497  |paral   |2020yCat.1350....0G
1946|BD+05 2447                                                                                                                                  |Star                                |11 06 57.7355644368 +04 35 39.793845372|250.4398019269415 +56.4145438460710|-31.875 -10.805    |10.01    |G0                |    ~     ~    |    1|  177.314   pc  | -11.5858    +11.5858  |paral   |2020yCat.1350....0G
1947|BD+05 2449                                                                                                                                  |Star                                |11 08 00.6057624600 +04 59 14.289123480|250.2675990467956 +56.8766717958700| 15.238 -20.733    |9.91     |F5                |    ~     ~    |    1|  240.183   pc  |  -1.0326     +1.0326  |paral   |2020yCat.1350....0G
1948|HD 96680                                                                                                                                    |Star                                |11 08 20.1971463720 +04 27 30.207129804|251.0533162279560 +56.5597084731154| -4.464 -27.893    |8.06     |F5V               |    ~     ~    |    1|   94.483   pc  |  -0.2401     +0.2401  |paral   |2020yCat.1350....0G
1949|HD 96762                                                                                                                                    |Star                                |11 08 46.0848893256 +04 59 32.681016924|250.5049645282018 +57.0141541465737|  -11.398 9.470    |8.79     |F0                |    ~     ~    |    1|  249.265   pc  |  -1.2116     +1.2116  |paral   |2020yCat.1350....0G
1950|HD 96795                                                                                                                                    |Star                                |11 08 57.1917974712 +05 03 13.003023312|250.4851179598101 +57.0900112707139|  -6.768 -3.857    |9.32     |K2                |    ~     ~    |    1|  651.593   pc  | -10.9115    +10.9115  |paral   |2020yCat.1350....0G
1951|BD+05 2453                                                                                                                                  |Star                                |11 10 19.5217645800 +04 15 39.065646384|251.9502442253260 +56.7641853036684|  13.407 -2.886    |10.43    |K0                |    ~     ~    |    1|  261.315   pc  |  -1.0926     +1.0926  |paral   |2020yCat.1350....0G
1952|BD+05 2457                                                                                                                                  |Variable Star                       |11 11 13.6116615096 +04 35 51.020307276|251.8182418252341 +57.1624915484393| -11.494 -4.396    |10.10    |G5                |    ~     ~    |    1|  782.044   pc  | -13.0269    +13.0269  |paral   |2020yCat.1350....0G
1953|BD+05 2458                                                                                                                                  |Variable Star                       |11 11 20.3531418072 +05 05 47.776617816|251.2094379913099 +57.5393350156632|  -47.624 3.572    |10.13    |F8                |    ~     ~    |    1|  173.361   pc  |  -0.5710     +0.5710  |paral   |2020yCat.1350....0G
1954|BD+05 2460                                                                                                                                  |High Proper Motion Star             |11 12 51.8041097424 +04 57 24.221925216|251.8993450984756 +57.7041235929084|-62.375 -19.200    |10.54    |G0                |    ~     ~    |    1|   85.185   pc  |  -0.1713     +0.1713  |paral   |2020yCat.1350....0G
1955|BD+05 2462                                                                                                                                  |Variable Star                       |11 13 00.2740444224 +04 41 08.762746596|252.2970723187673 +57.5329916533405|  4.546 -10.966    |10.03    |M0                |    ~     ~    |    1| 1154.335   pc  | -26.2500    +26.2500  |paral   |2020yCat.1350....0G
1956|HD 97503                                                                                                                                    |High Proper Motion Star             |11 13 13.2346348187 +04 28 56.435525801|252.6302332845259 +57.4225535774906|-315.521 -33.135   |9.32     |K5V               |    ~     ~    |    1|   18.3467  pc  |  -0.0071     +0.0071  |paral   |2020yCat.1350....0G
1957|BD+05 2464                                                                                                                                  |Chemically Peculiar Star            |11 13 50.1684668616 +04 41 26.428763652|252.5710578085578 +57.6793119874963| 22.850 -46.110    |9.94     |K0                |    ~     ~    |    1| 1317.176   pc  | -28.8002    +28.8002  |paral   |2020yCat.1350....0G
1958|BD+05 2466                                                                                                                                  |Star                                |11 14 20.2618145040 +05 10 00.330191004|252.1229596593057 +58.1100638677173| 12.998 -22.292    |9.21     |K0                |    ~     ~    |    1|  495.909   pc  |  -6.0252     +6.0252  |paral   |2020yCat.1350....0G
1959|HD 97660                                                                                                                                    |High Proper Motion Star             |11 14 18.3648922800 +04 17 45.465402588|253.2340185691812 +57.4715684579725|-62.154 -32.594    |8.02     |K2III             |    ~     ~    |    1|  316.236   pc  |  -7.9404     +7.9404  |paral   |2020yCat.1350....0G
1960|BD+04 2424                                                                                                                                  |High Proper Motion Star             |11 08 49.4373949536 +04 10 59.646868608|251.5594491816525 +56.4481366949668|  5.705 -66.479    |9.83     |G5                |    ~     ~    |    1|  816.593   pc  | -10.6692    +10.6692  |paral   |2020yCat.1350....0G
1961|BD+04 2429                                                                                                                                  |High Proper Motion Star             |11 10 25.0763114568 +03 44 00.458267964|252.6411007671295 +56.3982549904937|-60.259 -29.756    |10.10    |G0                |    ~     ~    |    1|  189.502   pc  |  -0.6033     +0.6033  |paral   |2020yCat.1350....0G
1962|BD+04 2430                                                                                                                                  |Star                                |11 10 29.2837396056 +03 51 23.775337080|252.5110741101416 +56.4997737860590|  -2.345 11.193    |10.10    |K0                |    ~     ~    |    1|  595.344   pc  |  -5.6710     +5.6710  |paral   |2020yCat.1350....0G
1963|BD+04 2431                                                                                                                                  |Spectroscopic Binary                |11 10 51.7409236800 +04 00 23.536428156|252.4468222070256 +56.6728133069561|  -35.976 8.017    |10.47    |F5                |    ~     ~    |    1|  201.183   pc  |  -6.7147     +6.7147  |paral   |2020yCat.1350....0G
1964|BD+04 2422                                                                                                                                  |High Proper Motion Star             |11 07 40.2100525704 +03 43 05.909952684|251.7694873113012 +55.9140034044848|-71.934 -35.246    |10.21    |G5                |    ~     ~    |    1|  260.268   pc  |  -1.1922     +1.1922  |paral   |2020yCat.1350....0G
1965|HD 96681                                                                                                                                    |Star                                |11 08 13.7069891496 +03 32 00.124890828|252.1771277454338 +55.8770850248604| -15.174 -2.577    |7.820    |A3IV              |    ~     ~    |    1|  338.055   pc  |  -4.5827     +4.5827  |paral   |2020yCat.1350....0G
1966|BD+04 2425                                                                                                                                  |High Proper Motion Star             |11 09 13.6023507168 +03 35 28.018383648|252.4285204478542 +56.0906228099508| -46.891 21.444    |10.09    |K0                |    ~     ~    |    1|  511.849   pc  |  -4.6372     +4.6372  |paral   |2020yCat.1350....0G
1967|HD 96956                                                                                                                                    |Star                                |11 09 54.6879841536 +03 42 37.917531288|252.5037931109302 +56.2948125287342|   5.693 -7.340    |8.17     |G8IV              |    ~     ~    |    1|  305.148   pc  |  -2.1510     +2.1510  |paral   |2020yCat.1350....0G
1968|BD+04 2427                                                                                                                                  |Star                                |11 10 06.6328386216 +03 21 39.878121420|252.9988880853600 +56.0741980350966|  3.247 -21.880    |9.16     |K5                |    ~     ~    |    1|  798.021   pc  | -14.7746    +14.7746  |paral   |2020yCat.1350....0G
1969|HD 97196                                                                                                                                    |High Proper Motion Star             |11 11 20.9469688512 +03 30 44.979135588|253.2204248813728 +56.3956022114690|-55.626 -11.236    |8.31     |K1III             |    ~     ~    |    1|  340.878   pc  |  -2.8468     +2.8468  |paral   |2020yCat.1350....0G
1970|BD+04 2436                                                                                                                                  |Star                                |11 11 43.8218169744 +03 19 08.688466848|253.5834051270030 +56.3180083540841| -30.117 -7.894    |10.79    |F8                |    ~     ~    |    1|  192.890   pc  |  -1.3134     +1.3134  |paral   |2020yCat.1350....0G
1971|BD+04 2439                                                                                                                                  |Star                                |11 13 50.1449482176 +03 25 28.203624660|254.1590146479864 +56.7498034705098|  -45.674 2.944    |9.43     |F5                |    ~     ~    |    1|  159.995   pc  |  -0.4608     +0.4608  |paral   |2020yCat.1350....0G
1972|BD+04 2440                                                                                                                                  |Star                                |11 14 00.6640601640 +03 14 09.144185316|254.4480586457584 +56.6388783285651|   -5.970 1.556    |9.68     |G0                |    ~     ~    |    1|  513.321   pc  | -10.4345    +10.4345  |paral   |2020yCat.1350....0G
1973|HD 96361                                                                                                                                    |High Proper Motion Star             |11 06 36.3925731360 +03 04 45.300419076|252.2134367965182 +55.2690839064024| -2.102 -76.785    |8.74     |G2V               |    ~     ~    |    1|   82.798   pc  |  -0.1186     +0.1186  |paral   |2020yCat.1350....0G
1974|HD 96399                                                                                                                                    |Star                                |11 06 49.3536262320 +02 51 40.681488204|252.5448809507559 +55.1480677779896| -28.028 -5.826    |8.76     |A7IV              |    ~     ~    |    1|  197.258   pc  |  -0.8483     +0.8483  |paral   |2020yCat.1350....0G
1975|HD 96682                                                                                                                                    |Star                                |11 08 19.6313183040 +03 11 41.034635412|252.6231474623834 +55.6483678246375| -25.554 -0.201    |9.12     |G8III/IV          |    ~     ~    |    1|  269.049   pc  |  -1.5274     +1.5274  |paral   |2020yCat.1350....0G
1976|** H 68C                                                                                                                                    |Star                                |11 08 18.1 +03 11 02                   |252.6281 +55.6361                  |            ~ ~    |10.8     |~                 |    ~     ~    |    0|                |                       |        |                   
1977|HD 96710                                                                                                                                    |High Proper Motion Star             |11 08 26.6862033216 +03 13 21.522243252|252.6270690567802 +55.6888108237323|  -90.428 5.148    |7.62     |K0III             |    ~     ~    |    1|  229.011   pc  |  -1.3164     +1.3164  |paral   |2020yCat.1350....0G
1978|BD+03 2467                                                                                                                                  |Star                                |11 09 51.8409193344 +02 45 29.005839000|253.6472799462956 +55.5896141891727|  7.172 -26.771    |10.02    |G5                |    ~     ~    |    1|  658.155   pc  |  -9.2698     +9.2698  |paral   |2020yCat.1350....0G
1979|HD 97541                                                                                                                                    |High Proper Motion Star             |11 13 35.6038845048 +02 46 07.434574464|254.8691593993967 +56.2206958125057| -62.949 -7.351    |9.23     |F5/6V             |    ~     ~    |    1|  254.628   pc  |  -2.1071     +2.1071  |paral   |2020yCat.1350....0G
1980|BD+03 2476                                                                                                                                  |Star                                |11 14 58.4069017224 +02 57 51.061163616|255.1024007263598 +56.5952418122640|  0.737 -17.876    |9.94     |K0                |    ~     ~    |    1|  678.656   pc  |  -8.3364     +8.3364  |paral   |2020yCat.1350....0G
1981|NGC 3535                           NGC 3535                                                                                                 |Radio Galaxy                        |11 08 33.9031217664 +04 49 54.787817784|250.6475650673913 +56.8649079919514|            ~ ~    |     ~   |~                 |0.710 0.426    |    1|   67.92    Mpc |  -4.28       +4.28    |T-F     |2020ApJ...902..145K
1982|NGC 3580                           NGC 3580                                                                                                 |Galaxy                              |11 13 15.9246325464 +03 39 26.398083204|253.6807462976028 +56.8262080513772|            ~ ~    |     ~   |~                 |0.640 0.269    |    0|                |                       |        |                   
1983|TYC 265-30-1                                                                                                                                |Star                                |11 09 22.2394120872 +02 50 17.646952488|253.3908479277215 +55.5652857032465|  4.287 -10.802    |10.28    |~                 |    ~     ~    |    1|  223.629   pc  |  -1.5753     +1.5753  |paral   |2020yCat.1350....0G
1984|TYC 265-296-1                                                                                                                               |Star                                |11 07 31.5574668840 +04 51 25.460539056|250.2814566275079 +56.6993478221006|  -3.502 -2.693    |10.48    |~                 |    ~     ~    |    1| 1201.779   pc  | -28.8854    +28.8854  |paral   |2020yCat.1350....0G
1985|TYC 265-453-1                                                                                                                               |Star                                |11 05 53.7358775544 +04 59 16.747602072|249.5948171014761 +56.5014099400449|  -18.133 7.534    |10.43    |~                 |    ~     ~    |    1| 1145.344   pc  | -31.6147    +31.6147  |paral   |2020yCat.1350....0G
1986|TYC 265-814-1                                                                                                                               |Star                                |11 04 59.3618303496 +02 49 59.513137968|252.0006473251502 +54.8122522520390| -32.339 -4.390    |10.78    |~                 |    ~     ~    |    1|  404.826   pc  |  -4.5724     +4.5724  |paral   |2020yCat.1350....0G
1987|TYC 265-913-1                                                                                                                               |Star                                |11 04 21.9364763232 +04 00 54.490849236|250.3565855994695 +55.5471346492325|  5.204 -18.812    |10.50    |~                 |    ~     ~    |    1|  319.101   pc  | -21.3936    +21.3936  |paral   |2020yCat.1350....0G
1988|TYC 265-1010-1                                                                                                                              |High Proper Motion Star             |11 03 47.1624678408 +03 40 11.885410380|250.6063000838035 +55.2008581191825|-56.956 -49.559    |10.48    |~                 |    ~     ~    |    1|  192.994   pc  |  -1.6091     +1.6091  |paral   |2020yCat.1350....0G
1989|TYC 265-1202-1                                                                                                                              |Star                                |11 05 56.9359020120 +02 47 56.034052224|252.3432223632828 +54.9527875175044|  -14.981 7.111    |10.61    |~                 |    ~     ~    |    1|  818.599   pc  | -19.5000    +19.5000  |paral   |2020yCat.1350....0G
1990|TYC 266-78-1                                                                                                                                |High Proper Motion Star             |11 11 48.8263513560 +04 56 57.262615620|251.5587561951385 +57.5167341784683| 39.409 -28.278    |10.30    |~                 |    ~     ~    |    1|  183.938   pc  |  -0.6767     +0.6767  |paral   |2020yCat.1350....0G
1991|TYC 266-239-1                                                                                                                               |Variable Star                       |11 11 37.5612158856 +04 04 04.402747128|252.6222078831772 +56.8482868846786| -0.761 -13.356    |10.29    |~                 |    ~     ~    |    1|  267.365   pc  |  -1.5012     +1.5012  |paral   |2020yCat.1350....0G
1992|TYC 266-357-1                                                                                                                               |Star                                |11 10 39.7798037208 +04 46 07.044955572|251.4123641168276 +57.1872510345793|  16.859 15.990    |10.56    |~                 |    ~     ~    |    1|  192.701   pc  |  -0.7241     +0.7241  |paral   |2020yCat.1350....0G
1993|TYC 266-718-1                                                                                                                               |Eclipsing Binary                    |11 11 33.4640978520 +02 47 13.367374836|254.1685515951781 +55.8955791718292|-61.632 -14.025    |10.26    |~                 |    ~     ~    |    1|  176.857   pc  |  -0.9571     +0.9571  |paral   |2020yCat.1350....0G
1994|TYC 266-1182-1                                                                                                                              |Star                                |11 11 51.4665912432 +03 48 31.546628280|253.0228052313843 +56.6989386624546| 14.192 -26.149    |10.78    |~                 |    ~     ~    |    1|  288.984   pc  |  -1.6953     +1.6953  |paral   |2020yCat.1350....0G
1995|TYC 268-218-1                                                                                                                               |Star                                |11 09 12.1903438248 +05 01 52.470298380|250.5952417351207 +57.1182697980369|    2.066 0.511    |10.98    |~                 |    ~     ~    |    1| 1147.184   pc  | -20.3985    +20.3985  |paral   |2020yCat.1350....0G
1996|TYC 269-5-1                                                                                                                                 |Variable Star                       |11 13 45.5936515512 +05 02 59.172963540|252.0800644216083 +57.9260241540883|  1.403 -17.172    |10.92    |~                 |    ~     ~    |    1|  313.440   pc  | -13.0273    +13.0273  |paral   |2020yCat.1350....0G
1997|BD+06 2400                                                                                                                                  |High Proper Motion Star             |11 05 08.9604650880 +05 12 57.608640828|249.0635795314283 +56.5261831487077| 5.412 -134.125    |9.92     |~                 |    ~     ~    |    1|   69.169   pc  |  -0.5406     +0.5406  |paral   |2020yCat.1350....0G
1998|BD+03 2452a                                                                                                                                 |Star                                |11 04 44.2575962736 +02 29 15.626497380|252.3342594500046 +54.5188033161175|   -1.294 1.777    |10.64    |F5                |    ~     ~    |    1|  465.614   pc  |  -3.5771     +3.5771  |paral   |2020yCat.1350....0G
1999|HD 96200                                                                                                                                    |Star                                |11 05 37.6034830512 +02 21 48.604987476|252.7596893069179 +54.5808712940339| -12.787 -2.848    |8.73     |A9V               |    ~     ~    |    1|  143.711   pc  |  -0.4234     +0.4234  |paral   |2020yCat.1350....0G
2000|HD 96310                                                                                                                                    |Spectroscopic Binary                |11 06 15.7907103240 +02 23 54.819323772|252.9189037246846 +54.7150960263825| -13.966 -1.197    |8.60     |G2V               |    ~     ~    |    1|  130.803   pc  |  -0.6382     +0.6382  |paral   |2020yCat.1350....0G
2001|BD+02 2380                                                                                                                                  |Star                                |11 03 59.9447477496 +01 49 58.219210596|252.8722745948296 +53.9155669312244| 33.273 -12.959    |9.08     |K0                |    ~     ~    |    1|  456.767   pc  |  -3.8806     +3.8806  |paral   |2020yCat.1350....0G
2002|BD+02 2381                                                                                                                                  |Star                                |11 04 04.5083178456 +01 47 21.514513668|252.9462763610384 +53.8967136183252| -17.517 14.914    |10.15    |K2                |    ~     ~    |    1|  565.739   pc  | -33.7664    +33.7664  |paral   |2020yCat.1350....0G
2003|BD+02 2382                                                                                                                                  |Star                                |11 05 22.2490379424 +01 51 40.451560380|253.2669457274184 +54.1697001808029|  -27.025 0.836    |10.6     |K2                |    ~     ~    |    1|  836.820   pc  | -10.2939    +10.2939  |paral   |2020yCat.1350....0G
2004|BD+02 2383                                                                                                                                  |Star                                |11 05 21.4149252696 +01 14 18.459639744|253.9768154101593 +53.7079006930947|  7.740 -12.580    |9.85     |F8                |    ~     ~    |    1|  182.389   pc  |  -2.0990     +2.0990  |ST-L    |2020AJ....160...83S
2005|BD+02 2385                                                                                                                                  |Star                                |11 06 03.7880109360 +01 40 55.263350820|253.6916240409316 +54.1547804961759| -11.951 21.291    |9.97     |F8                |    ~     ~    |    1|  286.410   pc  |  -1.5914     +1.5914  |paral   |2020yCat.1350....0G
2006|BD+01 2515                                                                                                                                  |Star                                |11 05 44.6625972216 +00 33 36.031536900|254.8584469649911 +53.2668611295111|-22.689 -11.485    |10.83    |F5                |    ~     ~    |    1|  453.453   pc  |  -4.2358     +4.2358  |paral   |2020yCat.1350....0G
2007|BD+01 2517                                                                                                                                  |Star                                |11 05 51.6073376928 +00 36 27.075665808|254.8420740206829 +53.3216231082032|   3.111 -7.449    |9.36     |A2                |    ~     ~    |    1|  343.938   pc  |  -8.9190     +8.9190  |ST-L    |2020AJ....160...83S
2008|BD+01 2518                                                                                                                                  |Star                                |11 05 52.4143472328 +00 27 11.895330276|255.0168353881368 +53.2081853521239|   -5.961 6.403    |10.690   |G0                |    ~     ~    |    1|  482.104   pc  | -14.6700    +14.6700  |ST-L    |2020AJ....160...83S
2009|HD 96274                                                                                                                                    |Variable Star                       |11 06 02.2397280504 +01 12 38.395827792|254.2218176130381 +53.8012344622441|-12.036 -14.687    |7.01     |M2III             |    ~     ~    |    1|  299.904   pc  |  -2.4914     +2.4914  |paral   |2020yCat.1350....0G
2010|BD+03 2459                                                                                                                                  |Star                                |11 06 59.9042406072 +02 33 27.775022184|252.9634474800108 +54.9567437212117|  7.568 -12.073    |9.91     |K0                |    ~     ~    |    1|  544.484   pc  |  -4.1208     +4.1208  |paral   |2020yCat.1350....0G
2011|BD+03 2460                                                                                                                                  |Star                                |11 07 17.7259593984 +02 43 27.321400200|252.8596096224437 +55.1290763760145| 33.511 -19.985    |9.86     |F5                |    ~     ~    |    1|  235.643   pc  |  -0.8274     +0.8274  |paral   |2020yCat.1350....0G
2012|BD+03 2464                                                                                                                                  |Star                                |11 08 55.0279659432 +02 40 00.439205160|253.4488802682079 +55.3624627910624|  -35.702 4.665    |10.79    |F8                |    ~     ~    |    1|  368.473   pc  |  -2.2674     +2.2674  |paral   |2020yCat.1350....0G
2013|HD 97230                                                                                                                                    |High Proper Motion Star             |11 11 33.6635353536 +02 32 13.024725108|254.4670973913052 +55.7101250244476| -55.896 -2.567    |8.62     |A7IV              |    ~     ~    |    1|  212.761   pc  |  -1.1136     +1.1136  |paral   |2020yCat.1350....0G
2014|BD+03 2461                                                                                                                                  |High Proper Motion Star             |11 07 57.7447765224 +02 22 35.719421844|253.4856493245692 +54.9874523512936|-45.874 -22.807    |9.87     |F5                |    ~     ~    |    1|  185.967   pc  |  -0.5983     +0.5983  |paral   |2020yCat.1350....0G
2015|HD 96937                                                                                                                                    |High Proper Motion Star             |11 09 40.2203521560 +02 27 22.487985648|253.9429125220415 +55.3340046453701|-277.425 38.509    |9.11     |G8V               |    ~     ~    |    1|   29.373   pc  |  -0.0248     +0.0248  |paral   |2020yCat.1350....0G
2016|BD+03 2473                                                                                                                                  |Star                                |11 12 51.4335413616 +02 19 37.517706984|255.1447309306017 +55.7678143410277| -30.970 -3.464    |9.91     |F8                |    ~     ~    |    1|  183.332   pc  |  -0.5277     +0.5277  |paral   |2020yCat.1350....0G
2017|HD 97606                                                                                                                                    |High Proper Motion Star             |11 13 53.0130367344 +02 16 06.540265200|255.5572521963546 +55.8922391069986|-94.331 -41.587    |6.73     |F2IV              |    ~     ~    |    1|   58.589   pc  |  -0.0899     +0.0899  |paral   |2020yCat.1350....0G
2018|HD 96362                                                                                                                                    |High Proper Motion Star             |11 06 35.1583366464 +01 52 48.991188900|253.6276453310866 +54.3892563031362|-43.543 -19.189    |7.29     |K0III             |    ~     ~    |    1|  193.435   pc  |  -2.2151     +2.2151  |paral   |2020yCat.1350....0G
2019|BD+02 2398                                                                                                                                  |High Proper Motion Star             |11 11 31.3936736952 +02 03 41.363394912|255.0123457056583 +55.3482963571090| 43.067 -35.404    |9.30     |G0                |    ~     ~    |    1|   83.146   pc  |  -0.1521     +0.1521  |paral   |2020yCat.1350....0G
2020|AG+02 1467                                                                                                                                  |Chemically Peculiar Star            |11 11 51.6736526952 +02 05 14.468293608|255.0938792035548 +55.4234940172529|  -20.798 0.640    |10.66    |A2                |    ~     ~    |    1|  566.701   pc  | -10.2768    +10.2768  |paral   |2020yCat.1350....0G
2021|BD+02 2401                                                                                                                                  |Star                                |11 13 16.5657095232 +02 01 45.801565356|255.6317143540778 +55.6121674643976|  -6.176 -9.490    |9.56     |M2                |    ~     ~    |    1|  888.257   pc  | -15.9378    +15.9378  |paral   |2020yCat.1350....0G
2022|BD+02 2388                                                                                                                                  |Star                                |11 07 29.8050606840 +01 14 16.232735724|254.6528648892850 +54.0646705129460|-31.811 -21.613    |9.840    |F5                |    ~     ~    |    1|  185.077   pc  |  -3.4640     +3.4640  |ST-L    |2020AJ....160...83S
2023|BD+02 2391                                                                                                                                  |Star                                |11 09 00.9720357456 +01 35 45.868049412|254.7317885021711 +54.5846882879501| 41.161 -21.067    |9.84     |G0                |    ~     ~    |    1|  138.232   pc  |  -0.4357     +0.4357  |paral   |2020yCat.1350....0G
2024|TYC 262-543-1                                                                                                                               |Star                                |11 08 57.2699802336 +01 35 11.457655908|254.7228377196503 +54.5673043307778|  5.500 -25.411    |9.97     |F8                |    ~     ~    |    1|  136.556   pc  |  -0.4065     +0.4065  |paral   |2020yCat.1350....0G
2025|BD+02 2393                                                                                                                                  |Variable Star                       |11 10 41.3533717704 +01 18 00.102781080|255.6117021105993 +54.6376307242442|-13.325 -13.435    |10.40    |F8                |    ~     ~    |    1|  221.019   pc  |  -1.0258     +1.0258  |paral   |2020yCat.1350....0G
2026|BD+02 2400                                                                                                                                  |Star                                |11 12 47.9561199816 +01 32 11.275326852|256.0387083654853 +55.1608087621738| -10.997 -1.103    |9.60     |K5                |    ~     ~    |    1| 1377.790   pc  | -41.5729    +41.5729  |paral   |2020yCat.1350....0G
2027|BD+02 2402                                                                                                                                  |Variable Star                       |11 13 55.5151376832 +01 38 07.515609504|256.3021067673216 +55.4186379736083|  -40.698 7.858    |10.41    |G0                |    ~     ~    |    1|  137.906   pc  |  -0.2872     +0.2872  |paral   |2020yCat.1350....0G
2028|BD+01 2522                                                                                                                                  |Star                                |11 08 00.0533142336 +00 42 33.707874060|255.4060109762240 +53.7510869563793|  -2.776 -9.445    |10.265   |K2                |    ~     ~    |    1| 1844.070   pc  |-297.6000   +297.6000  |ST-L    |2020AJ....160...83S
2029|BD+01 2524                                                                                                                                  |Variable Star                       |11 08 49.8700826640 +00 14 40.473788352|256.1828550255368 +53.5342305653742|  -4.750 -2.958    |10.396   |K2                |    ~     ~    |    1|  735.171   pc  | -51.0700    +51.0700  |ST-L    |2020AJ....160...83S
2030|BD+01 2529                                                                                                                                  |Star                                |11 11 41.9381406936 +00 38 01.621604220|256.6858517211774 +54.2942999759542|  -14.547 0.751    |9.82     |K0                |    ~     ~    |    1|  620.617   pc  |  -6.0471     +6.0471  |paral   |2020yCat.1350....0G
2031|BD+01 2530                                                                                                                                  |Star                                |11 12 05.3894783880 +00 13 16.850416332|257.2648468516226 +54.0398182821689|  -5.776 -6.729    |9.55     |K5                |    ~     ~    |    1| 1006.720   pc  | -64.4100    +64.4100  |ST-L    |2020AJ....160...83S
2032|V* FM Leo                                                                                                                                   |Spectroscopic Binary                |11 12 45.0946779024 +00 20 52.843463628|257.3451851475104 +54.2427920894553|-96.727 -32.239    |8.45     |F7V               |    ~     ~    |    1|  146.389   pc  |  -0.5507     +0.5507  |paral   |2020yCat.1350....0G
2033|HD 97441                                                                                                                                    |Star                                |11 12 51.5544939000 +00 13 14.721569652|257.5188449543932 +54.1615490987616|  -6.953 -5.176    |8.46     |G5V               |    ~     ~    |    1|   56.894   pc  |  -0.0809     +0.0809  |paral   |2020yCat.1350....0G
2034|BD+01 2536                                                                                                                                  |Star                                |11 13 38.0016004680 +00 53 13.817689044|257.0457305998763 +54.7987385146024|   7.698 -7.619    |9.80     |F2                |    ~     ~    |    1|  167.836   pc  |  -0.6282     +0.6282  |paral   |2020yCat.1350....0G
2035|HD 97661                                                                                                                                    |Star                                |11 14 20.1426805848 +00 53 12.252776856|257.2811195511916 +54.9103763077117| -26.694 -7.160    |8.24     |M2III             |    ~     ~    |    1|  430.737   pc  |  -3.6736     +3.6736  |paral   |2020yCat.1350....0G
2036|HD 97677                                                                                                                                    |Star                                |11 14 27.5701779552 +00 53 32.867721636|257.3163173345149 +54.9344839034309| -8.025 -11.596    |9.16     |K1III             |    ~     ~    |    1|  438.596   pc  |  -3.4241     +3.4241  |paral   |2020yCat.1350....0G
2037|BD+00 2747                                                                                                                                  |Star                                |11 07 21.9003317760 +00 13 18.546278088|255.7407476932994 +53.2784828177113|-25.772 -15.448    |10.094   |F8                |    ~     ~    |    1|  166.341   pc  |  -1.9310     +1.9310  |ST-L    |2020AJ....160...83S
2038|HD 97142                                                                                                                                    |Variable Star                       |11 10 53.7959988816 +00 07 54.458193324|256.9719931637475 +53.7804971565221|  -9.486 -1.027    |9.902    |F0V               |    ~     ~    |    1|  206.832   pc  |  -2.6110     +2.6110  |ST-L    |2020AJ....160...83S
