C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:36:08

dec >=0&rah >=3.25&rah< 3.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4255

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
3928|TYC 2856-979-1                                                                                                                              |Star                                |03 15 15.3408087264 +42 41 51.056595672|149.1878100343187 -12.7243798092863|   -1.982 6.290  |10.92    |~                 |    ~     ~    |    1|  984.252   pc  | -16.9532    +16.9532  |paral   |2020yCat.1350....0G
3929|TYC 2856-1007-1                                                                                                                             |Star                                |03 15 43.6931278224 +42 16 06.370671108|149.4994915458888 -13.0396299478042|  12.673 -8.278  |10.57    |~                 |    ~     ~    |    1| 1133.016   pc  | -22.3368    +22.3368  |paral   |2020yCat.1350....0G
3930|TYC 2856-1719-1                                                                                                                             |Star                                |03 16 24.5674956072 +42 53 26.117233296|149.2644358195130 -12.4478218368905|   4.716 -0.805  |10.82    |~                 |    ~     ~    |    1|  810.570   pc  | -11.1694    +11.1694  |paral   |2020yCat.1350....0G
3931|TYC 2856-1777-1                                                                                                                             |Star                                |03 17 17.3852701632 +42 05 05.677186380|149.8511586331453 -13.0377037430252|   9.164 -5.555  |10.81    |~                 |    ~     ~    |    1|  862.069   pc  | -11.3704    +11.3704  |paral   |2020yCat.1350....0G
3932|TYC 2856-1899-1                                                                                                                             |Star                                |03 18 12.0892244448 +42 05 40.701066900|149.9913500805731 -12.9374801760335|  -1.026 -6.817  |10.70    |~                 |    ~     ~    |    1| 1820.499   pc  | -49.0504    +49.0504  |paral   |2020yCat.1350....0G
3933|TYC 2856-2233-1                                                                                                                             |Star                                |03 15 01.4545166568 +42 06 42.541359408|149.4728958749382 -13.2417742902458|   -2.650 0.446  |10.77    |~                 |    ~     ~    |    1|  738.498   pc  | -10.3622    +10.3622  |paral   |2020yCat.1350....0G
3934|TYC 2860-443-1                                                                                                                              |Star                                |03 17 07.3131673368 +44 22 58.109103552|148.5542688764896 -11.1211507738615| -3.541 -26.297  |10.57    |~                 |    ~     ~    |    1|  110.243   pc  |  -0.1714     +0.1714  |paral   |2020yCat.1350....0G
3935|TYC 2860-467-1                                                                                                                              |Star                                |03 19 12.5831281728 +44 55 25.619469060|148.5740503771517 -10.4652996601108|  -1.356 -1.537  |10.99    |~                 |    ~     ~    |    1| 2778.550   pc  |-194.5525   +194.5525  |paral   |2020yCat.1350....0G
3936|TYC 2860-544-1                                                                                                                              |Star                                |03 18 04.3211023320 +43 42 04.850850456|149.0764750538775 -11.6022196394679|   1.786 -5.355  |10.81    |~                 |    ~     ~    |    1|  812.084   pc  | -10.5517    +10.5517  |paral   |2020yCat.1350....0G
3937|TYC 2860-815-1                                                                                                                              |Star                                |03 16 46.4839868424 +44 51 42.378338628|148.2389567601975 -10.7505044814662|  19.333 -6.188  |10.78    |~                 |    ~     ~    |    1|  319.887   pc  |  -1.7907     +1.7907  |paral   |2020yCat.1350....0G
3938|TYC 2860-821-1                                                                                                                              |Star                                |03 15 39.8669532816 +44 22 26.673379428|148.3349814779364 -11.2681901317382|   0.264 -2.157  |10.86    |~                 |    ~     ~    |    1| 1208.167   pc  | -23.7926    +23.7926  |paral   |2020yCat.1350....0G
3939|TYC 2860-1180-1                                                                                                                             |Star                                |03 18 53.5563022752 +43 23 03.634521072|149.3799849358510 -11.7873432533039|  -3.981 -1.801  |10.57    |~                 |    ~     ~    |    1| 1547.988   pc  | -42.6535    +42.6535  |paral   |2020yCat.1350....0G
3940|TYC 2860-1609-1                                                                                                                             |Star                                |03 18 54.5757764400 +44 17 43.819642320|148.8762939043776 -11.0215459585345|   0.734 -1.848  |10.81    |~                 |    ~     ~    |    1| 1851.852   pc  | -55.2126    +55.2126  |paral   |2020yCat.1350....0G
3941|TYC 2860-1902-1                                                                                                                             |Star                                |03 17 16.1480903208 +44 02 20.447328336|148.7658726481796 -11.3965086341279|  -1.285 -7.859  |10.92    |~                 |    ~     ~    |    1|  413.924   pc  |  -2.9298     +2.9298  |paral   |2020yCat.1350....0G
3942|HD 20229                                                                                                                                    |Star                                |03 16 50.6898071904 +44 53 45.269603268|148.2309689430363 -10.7150375284261| -12.981 -8.825  |9.35     |G5                |    ~     ~    |    1|  166.398   pc  |  -0.5898     +0.5898  |paral   |2020yCat.1350....0G
3943|TYC 2861-145-1                                                                                                                              |Star                                |03 21 49.9467546840 +39 15 55.444743288|152.1960831109879 -14.9121656394398|   4.099 -2.750  |10.91    |~                 |    ~     ~    |    1| 1415.228   pc  | -33.0474    +33.0474  |paral   |2020yCat.1350....0G
3944|TYC 2861-550-1                                                                                                                              |Star                                |03 26 38.0102378808 +39 08 20.867025084|153.0611123115444 -14.4867927831786|   2.770 -2.228  |10.73    |~                 |    ~     ~    |    1| 1826.484   pc  | -69.3897    +69.3897  |paral   |2020yCat.1350....0G
3945|TYC 2861-608-1                                                                                                                              |High Proper Motion Star             |03 24 12.6152506272 +38 43 42.981465108|152.9049289905768 -15.0932530873127| 39.336 -44.956  |10.92    |~                 |    ~     ~    |    1|  252.474   pc  |  -1.8103     +1.8103  |paral   |2020yCat.1350....0G
3946|TYC 2861-1044-1                                                                                                                             |Star                                |03 25 38.6392292592 +37 46 04.959992928|153.7152043271639 -15.7191186928252|   2.867 -1.729  |10.90    |~                 |    ~     ~    |    1| 1415.428   pc  | -78.3344    +78.3344  |paral   |2020yCat.1350....0G
3947|TYC 2861-1082-1                                                                                                                             |Star                                |03 20 11.8255115472 +37 33 37.944266724|152.9151004878650 -16.5027930525365|  -1.397 -1.550  |10.77    |~                 |    ~     ~    |    1| 1865.324   pc  | -91.5091    +91.5091  |paral   |2020yCat.1350....0G
3948|TYC 2861-1181-1                                                                                                                             |Star                                |03 21 23.0665549368 +38 33 18.278835984|152.5351561878998 -15.5486561859678|   -4.458 3.379  |10.79    |~                 |    ~     ~    |    1|  714.847   pc  |  -9.1470     +9.1470  |paral   |2020yCat.1350....0G
3949|TYC 2861-1823-1                                                                                                                             |Star                                |03 21 04.4934650592 +38 57 59.291112708|152.2438499862090 -15.2420510089434|  -0.463 -7.651  |10.73    |~                 |    ~     ~    |    1|  934.492   pc  | -21.5699    +21.5699  |paral   |2020yCat.1350....0G
3950|TYC 2861-2303-1                                                                                                                             |Star                                |03 24 50.0031232056 +38 05 14.668266228|153.3887772914536 -15.5496235193992| 11.869 -19.193  |10.88    |~                 |    ~     ~    |    1|  879.353   pc  | -12.1402    +12.1402  |paral   |2020yCat.1350....0G
3951|TYC 2861-2411-1                                                                                                                             |Star                                |03 28 03.2327032872 +38 25 37.199071992|153.7205657844704 -14.9073427639877|   6.267 -2.141  |10.78    |~                 |    ~     ~    |    1| 1216.545   pc  | -28.4156    +28.4156  |paral   |2020yCat.1350....0G
3952|TYC 2865-10-1                                                                                                                               |Star                                |03 24 36.3337163640 +39 39 56.515130892|152.4182993919390 -14.2793579042244|    4.683 0.564  |10.91    |~                 |    ~     ~    |    1|  990.589   pc  | -18.0553    +18.0553  |paral   |2020yCat.1350....0G
3953|TYC 2865-89-1                                                                                                                               |Star                                |03 23 17.1884084160 +39 40 24.367020348|152.1979787107736 -14.4169570148727|  -3.809 -5.891  |10.58    |~                 |    ~     ~    |    1| 1107.420   pc  | -34.5839    +34.5839  |paral   |2020yCat.1350....0G
3954|TYC 2865-108-1                                                                                                                              |Star                                |03 24 05.9193722376 +39 23 52.452571380|152.4925129856966 -14.5552223227109|   8.014 -9.352  |10.99    |~                 |    ~     ~    |    1|  863.111   pc  | -10.8764    +10.8764  |paral   |2020yCat.1350....0G
3955|TYC 2865-931-1                                                                                                                              |High Proper Motion Star             |03 25 21.3950626200 +40 22 49.385011764|152.1207622134852 -13.6099834676396|  6.212 -69.500  |10.93    |~                 |    ~     ~    |    1|  180.239   pc  |  -0.6660     +0.6660  |paral   |2020yCat.1350....0G
3956|TYC 2865-1028-1                                                                                                                             |Star                                |03 29 04.5535024584 +40 17 34.610302104|152.7685901351648 -13.2738488628865|  -0.324 -0.979  |10.82    |~                 |    ~     ~    |    1| 1700.970   pc  | -46.8714    +46.8714  |paral   |2020yCat.1350....0G
3957|TYC 2865-1036-1                                                                                                                             |Star                                |03 26 27.2550821520 +40 16 41.461717332|152.3574697524333 -13.5743055668711|  -2.876 -6.400  |10.93    |~                 |    ~     ~    |    1| 1100.837   pc  | -23.8733    +23.8733  |paral   |2020yCat.1350....0G
3958|TYC 2865-1152-1                                                                                                                             |Star                                |03 24 18.2935107336 +40 17 56.579718732|151.9986237999300 -13.7908054591876|  -2.584 -2.444  |10.81    |~                 |    ~     ~    |    1| 1073.998   pc  | -25.0304    +25.0304  |paral   |2020yCat.1350....0G
3959|TYC 2865-1199-1                                                                                                                             |Star                                |03 28 52.1334355848 +40 13 10.584019956|152.7792736013326 -13.3564958712210|   9.670 -3.818  |10.34    |~                 |    ~     ~    |    1|  785.176   pc  | -11.4669    +11.4669  |paral   |2020yCat.1350....0G
3960|TYC 2865-1215-1                                                                                                                             |Star                                |03 24 01.8674119272 +39 58 22.656069012|152.1446655500566 -14.0891042424763|   0.861 -4.718  |10.74    |~                 |    ~     ~    |    1| 1084.246   pc  | -21.2782    +21.2782  |paral   |2020yCat.1350....0G
3961|TYC 2865-1333-1                                                                                                                             |Star                                |03 26 10.4797122000 +40 10 37.494558336|152.3720516416433 -13.6877457361401|   4.574 -8.634  |10.95    |~                 |    ~     ~    |    1| 1214.034   pc  | -29.0354    +29.0354  |paral   |2020yCat.1350....0G
3962|TYC 2865-1450-1                                                                                                                             |Star                                |03 24 26.2626948720 +40 04 16.580226252|152.1532550585230 -13.9639840723217|  13.722 -4.135  |10.87    |~                 |    ~     ~    |    1| 1649.349   pc  | -36.7247    +36.7247  |paral   |2020yCat.1350....0G
3963|TYC 2865-1499-1                                                                                                                             |Star                                |03 24 41.4809214816 +39 47 22.268620464|152.3596000741127 -14.1681554967619| 15.487 -16.822  |10.89    |~                 |    ~     ~    |    1|  507.666   pc  |  -5.1803     +5.1803  |paral   |2020yCat.1350....0G
3964|TYC 2865-1546-1                                                                                                                             |Star                                |03 23 44.4505439112 +39 47 26.536807464|152.2038399012273 -14.2708367483799|   5.300 -6.661  |10.81    |~                 |    ~     ~    |    1| 1298.701   pc  | -44.5269    +44.5269  |paral   |2020yCat.1350....0G
3965|TYC 2865-1554-1                                                                                                                             |Star                                |03 24 37.7970971232 +40 07 03.943531416|152.1572248522460 -13.9048390937751|   2.862 -2.857  |10.39    |~                 |    ~     ~    |    1| 1795.655   pc  | -56.7490    +56.7490  |paral   |2020yCat.1350....0G
3966|TYC 2865-2327-1                                                                                                                             |Star                                |03 22 56.8286997936 +40 12 14.571736848|151.8337351391936 -14.0155731732984| 23.137 -16.402  |10.91    |~                 |    ~     ~    |    1|  403.096   pc  |  -3.1035     +3.1035  |paral   |2020yCat.1350....0G
3967|TYC 2865-2498-1                                                                                                                             |Star                                |03 21 01.0522241448 +40 49 47.364906828|151.1599438798946 -13.7023065619332|  -0.773 -0.518  |10.40    |~                 |    ~     ~    |    1| 1972.387   pc  | -67.3023    +67.3023  |paral   |2020yCat.1350....0G
3968|TYC 2865-2518-1                                                                                                                             |Star                                |03 25 26.1027019560 +40 32 10.115331144|152.0420987580444 -13.4734742384068|   7.100 -6.257  |10.65    |~                 |    ~     ~    |    1|  767.283   pc  |  -8.2421     +8.2421  |paral   |2020yCat.1350....0G
3969|TYC 2865-2656-1                                                                                                                             |Star                                |03 22 12.9524588712 +39 35 21.974977716|152.0710417003000 -14.6025514580393|   6.369 -3.482  |10.64    |~                 |    ~     ~    |    1| 1278.282   pc  | -30.8827    +30.8827  |paral   |2020yCat.1350....0G
3970|TYC 2869-307-1                                                                                                                              |Star                                |03 25 29.3969257320 +41 28 53.100268428|151.4987700904806 -12.6901657277005|   2.266 -4.947  |10.39    |~                 |    ~     ~    |    1| 1893.581   pc  | -76.7329    +76.7329  |paral   |2020yCat.1350....0G
3971|TYC 2869-400-1                                                                                                                              |Star                                |03 23 13.1250895920 +41 29 47.388000552|151.1300850545069 -12.9179356954481|    4.833 5.953  |10.96    |~                 |    ~     ~    |    1|  417.746   pc  |  -3.1238     +3.1238  |paral   |2020yCat.1350....0G
3972|TYC 2869-447-1                                                                                                                              |Star                                |03 23 49.9837421832 +41 35 15.988521768|151.1749406379358 -12.7778208785612|   1.846 -5.660  |10.29    |~                 |    ~     ~    |    1| 1238.083   pc  | -23.2993    +23.2993  |paral   |2020yCat.1350....0G
3973|TYC 2869-726-1                                                                                                                              |Star                                |03 23 33.1330700328 +42 42 54.672319476|150.4826805357613 -11.8742760185163|   7.269 -6.651  |10.95    |~                 |    ~     ~    |    1|  830.565   pc  |  -8.7609     +8.7609  |paral   |2020yCat.1350....0G
3974|TYC 2869-1852-1                                                                                                                             |Star                                |03 27 10.3864900680 +41 49 29.309434968|151.5627800432536 -12.2287965175558| 22.858 -13.637  |10.62    |~                 |    ~     ~    |    1|  684.182   pc  |  -8.0046     +8.0046  |paral   |2020yCat.1350....0G
3975|TYC 2869-2113-1                                                                                                                             |Star                                |03 24 22.9974235632 +42 54 29.462208516|150.5008696994913 -11.6289973721263| -1.125 -11.742  |10.77    |~                 |    ~     ~    |    1| 1121.453   pc  | -22.6378    +22.6378  |paral   |2020yCat.1350....0G
3976|TYC 2869-2500-1                                                                                                                             |Spectroscopic Binary                |03 21 43.3214570016 +43 00 21.950979012|150.0324883220366 -11.8196682830197|   3.202 -4.991  |10.77    |~                 |    ~     ~    |    1| 2103.492   pc  | -76.1045    +76.1045  |paral   |2020yCat.1350....0G
3977|TYC 2869-2756-1                                                                                                                             |Star                                |03 21 44.7325277904 +41 39 38.698740828|150.8015028508002 -12.9358180610662|  -0.913 -2.325  |10.92    |~                 |    ~     ~    |    1| 1899.696   pc  | -55.2153    +55.2153  |paral   |2020yCat.1350....0G
3978|TYC 2873-84-1                                                                                                                               |Star                                |03 25 59.0622406776 +43 13 02.825070204|150.5690632684022 -11.2086424482223|    0.226 1.101  |10.70    |~                 |    ~     ~    |    1| 2708.559   pc  |-117.3807   +117.3807  |paral   |2020yCat.1350....0G
3979|TYC 2873-382-1                                                                                                                              |Star                                |03 27 37.9536238896 +43 26 14.990042292|150.6927620552723 -10.8571833324769|   6.475 -3.874  |10.87    |~                 |    ~     ~    |    1| 1548.467   pc  | -54.1892    +54.1892  |paral   |2020yCat.1350....0G
3980|TYC 2873-731-1                                                                                                                              |Star                                |03 27 53.4755333568 +44 22 01.373987712|150.1923484437969 -10.0671933667032|   1.824 -1.478  |10.97    |~                 |    ~     ~    |    1| 2428.363   pc  |-110.8626   +110.8626  |paral   |2020yCat.1350....0G
3981|TYC 2873-864-1                                                                                                                              |Star                                |03 28 37.4138422344 +44 14 03.387485328|150.3786208651285 -10.1012930665902|  -0.296 -0.056  |10.86    |~                 |    ~     ~    |    1| 1996.406   pc  | -64.5673    +64.5673  |paral   |2020yCat.1350....0G
3982|TYC 2873-1058-1                                                                                                                             |Star                                |03 23 29.3545897920 +44 14 06.452242764|149.6068233267430 -10.6203081477384| -1.515 -12.677  |10.92    |~                 |    ~     ~    |    1|  284.957   pc  |  -1.5185     +1.5185  |paral   |2020yCat.1350....0G
3983|TYC 2873-1509-1                                                                                                                             |Star                                |03 23 43.2071323992 +44 07 24.463358004|149.7051831758535 -10.6898659599494|  -0.098 -2.255  |10.71    |~                 |    ~     ~    |    1| 1072.501   pc  | -18.4041    +18.4041  |paral   |2020yCat.1350....0G
3984|TYC 2873-1585-1                                                                                                                             |Star                                |03 26 45.9300749904 +43 54 36.678082104|150.2877185985241 -10.5578163860918|   0.443 -3.935  |10.90    |~                 |    ~     ~    |    1| 1722.950   pc  | -56.1057    +56.1057  |paral   |2020yCat.1350....0G
3985|TYC 2873-2140-1                                                                                                                             |Star                                |03 29 12.9710096136 +43 39 11.532792636|150.8063162828746 -10.5159708223622|  6.452 -13.463  |10.97    |~                 |    ~     ~    |    1|  422.994   pc  |  -9.3577     +9.3577  |paral   |2020yCat.1350....0G
3986|TYC 2873-2151-1                                                                                                                             |Star                                |03 24 40.2214712040 +43 46 52.288740120|150.0445710394223 -10.8776056813694| -12.964 -4.164  |9.90     |~                 |    ~     ~    |    1|  256.036   pc  |  -1.2193     +1.2193  |paral   |2020yCat.1350....0G
3987|TYC 2873-2741-1                                                                                                                             |Star                                |03 25 26.1339707304 +44 40 30.161552988|149.6487964449257 -10.0613328944590|  -0.705 -2.863  |10.99    |~                 |    ~     ~    |    1| 1397.819   pc  | -27.1592    +27.1592  |paral   |2020yCat.1350....0G
3988|TYC 2873-3444-1                                                                                                                             |Star                                |03 21 42.6631749384 +43 20 50.128968660|149.8377481957452 -11.5367819141250|  -0.835 -1.371  |10.67    |~                 |    ~     ~    |    1| 1020.721   pc  | -18.5453    +18.5453  |paral   |2020yCat.1350....0G
3989|TYC 2873-3675-1                                                                                                                             |Star                                |03 21 24.0443284320 +44 09 55.021137228|149.3292162430853 -10.8860286506315|   2.016 -0.926  |10.96    |~                 |    ~     ~    |    1| 1795.010   pc  | -54.4528    +54.4528  |paral   |2020yCat.1350....0G
3990|TYC 3311-868-1                                                                                                                              |Star                                |03 17 02.9855548032 +46 25 30.776126664|147.4289725576705 -09.4048771043851|  -6.406 -3.066  |10.88    |~                 |    ~     ~    |    1|  771.605   pc  | -10.6572    +10.6572  |paral   |2020yCat.1350....0G
3991|TYC 3311-1590-1                                                                                                                             |Star                                |03 22 24.8973060336 +45 37 32.060819244|148.6622639010593 -09.5692453391982|-14.848 -33.523  |10.99    |~                 |    ~     ~    |    1|  154.469   pc  |  -0.5894     +0.5894  |paral   |2020yCat.1350....0G
3992|TYC 3311-1724-1                                                                                                                             |Star                                |03 21 44.6552935296 +45 53 06.310233204|148.4182430003836 -09.4172329354408|   2.283 -5.449  |10.88    |~                 |    ~     ~    |    1|  889.126   pc  | -13.4393    +13.4393  |paral   |2020yCat.1350....0G
3993|TYC 3311-1828-1                                                                                                                             |Star                                |03 18 38.6687465640 +45 45 57.386523132|148.0251757010217 -09.8117189929278|   0.875 -1.826  |10.74    |~                 |    ~     ~    |    1| 2303.086   pc  |-143.7440   +143.7440  |paral   |2020yCat.1350....0G
3994|TYC 3311-1840-1                                                                                                                             |Star                                |03 21 38.9644007160 +45 38 00.451442220|148.5446108579229 -09.6364558248139|  5.087 -12.128  |10.81    |~                 |    ~     ~    |    1|  861.475   pc  | -17.0692    +17.0692  |paral   |2020yCat.1350....0G
3995|TYC 3311-2093-1                                                                                                                             |Star                                |03 20 08.9385673968 +46 47 22.906579992|147.6835045666973 -08.8107352992009|  -0.884 -1.119  |10.93    |~                 |    ~     ~    |    0|                |                       |        |                   
3996|BD+45 739B                                                                                                                                  |Spectroscopic Binary                |03 19 17.8286275776 +45 57 07.525264644|148.0197227991548 -09.5936931734015|   -6.133 6.764  |10.51    |~                 |    ~     ~    |    1|  350.545   pc  |  -2.1504     +2.1504  |paral   |2020yCat.1350....0G
3997|TYC 3311-2216-1                                                                                                                             |Star                                |03 17 02.8671686928 +45 14 46.573086732|148.0703561280213 -10.4002245501509|   -2.586 1.010  |10.82    |~                 |    ~     ~    |    1| 1285.512   pc  | -24.2924    +24.2924  |paral   |2020yCat.1350....0G
3998|TYC 3311-2230-1                                                                                                                             |Star                                |03 21 16.5691912104 +45 36 39.600400032|148.5018296553922 -09.6910897928188|   0.712 -8.895  |10.71    |~                 |    ~     ~    |    1|  509.165   pc  |  -5.6776     +5.6776  |paral   |2020yCat.1350....0G
3999|TYC 3311-2233-1                                                                                                                             |Star                                |03 19 02.6727037128 +46 10 50.044768320|147.8567813960786 -09.4254773422635|   0.567 -1.718  |10.89    |~                 |    ~     ~    |    1| 1720.578   pc  | -46.7741    +46.7741  |paral   |2020yCat.1350....0G
4000|TYC 3311-2297-1                                                                                                                             |Star                                |03 18 51.8646006528 +46 27 36.104218344|147.6770002250877 -09.2073224810399| -5.380 -11.687  |9.32     |~                 |    ~     ~    |    1|  610.986   pc  |  -6.2342     +6.2342  |paral   |2020yCat.1350....0G
4001|GSC 03311-02361                                                                                                                             |Star                                |03 19 40.7971682736 +45 34 01.541036028|148.2889256158135 -09.8805425581028|   1.655 -0.107  |10.92    |~                 |    ~     ~    |    1| 1923.817   pc  | -79.9431    +79.9431  |paral   |2020yCat.1350....0G
4002|TYC 3312-181-1                                                                                                                              |Star                                |03 22 56.1212834016 +45 29 36.368262888|148.8133717069950 -09.6289043337840|    7.398 2.586  |10.63    |~                 |    ~     ~    |    1| 1387.540   pc  | -45.2438    +45.2438  |paral   |2020yCat.1350....0G
4003|TYC 3312-1280-1                                                                                                                             |Star                                |03 23 19.7485656528 +46 22 06.443575680|148.3797942547509 -08.8626040438108|  -0.996 -4.039  |10.93    |~                 |    ~     ~    |    1|  515.225   pc  | -28.7224    +28.7224  |paral   |2020yCat.1350....0G
4004|TYC 3312-1610-1                                                                                                                             |Star                                |03 27 23.7264169416 +46 40 31.783345824|148.7919327586476 -08.2165208995710|   4.997 -6.492  |10.69    |~                 |    ~     ~    |    1| 1044.386   pc  | -18.7608    +18.7608  |paral   |2020yCat.1350....0G
4005|TYC 3312-2147-1                                                                                                                             |Star                                |03 28 11.3247099312 +45 54 45.674988120|149.3436257404395 -08.7669092700738|   -7.978 3.510  |10.99    |~                 |    ~     ~    |    1|  794.976   pc  |  -9.6062     +9.6062  |paral   |2020yCat.1350....0G
4006|TYC 3312-2222-1                                                                                                                             |Star                                |03 26 25.6759662864 +45 59 48.880896936|149.0401154254897 -08.8708363300021|   0.492 -3.305  |10.93    |~                 |    ~     ~    |    1|  600.853   pc  |  -9.6755     +9.6755  |paral   |2020yCat.1350....0G
4007|TYC 3315-1332-1                                                                                                                             |Star                                |03 15 20.5380731760 +47 54 57.660614064|146.3778237819537 -08.2967447529624|   5.885 -7.174  |10.40    |~                 |    ~     ~    |    1|  850.051   pc  | -12.2840    +12.2840  |paral   |2020yCat.1350....0G
4008|TYC 3315-1417-1                                                                                                                             |Star                                |03 15 51.9083280864 +48 17 05.560325592|146.2555729003157 -07.9375361431764|   2.960 -4.187  |10.84    |~                 |    ~     ~    |    1|  622.432   pc  |  -6.8574     +6.8574  |paral   |2020yCat.1350....0G
4009|TYC 3315-2024-1                                                                                                                             |Star                                |03 20 17.4349027056 +48 42 52.505868924|146.6475229565163 -07.1818248075802|   1.622 -0.718  |10.99    |~                 |    ~     ~    |    1|  772.798   pc  |  -9.9735     +9.9735  |paral   |2020yCat.1350....0G
4010|TYC 3315-2381-1                                                                                                                             |Star                                |03 18 34.5680731680 +47 00 16.422014664|147.3371917139826 -08.7756894857472|   3.489 -8.039  |10.98    |~                 |    ~     ~    |    1| 1483.459   pc  | -55.8966    +55.8966  |paral   |2020yCat.1350....0G
4011|TYC 3316-154-1                                                                                                                              |Star                                |03 29 14.9765494104 +48 42 52.559158428|147.8845767821841 -06.3603762690887|  -0.804 -1.109  |10.83    |~                 |    ~     ~    |    1| 2920.561   pc  |-111.7387   +111.7387  |paral   |2020yCat.1350....0G
4012|TYC 3316-433-1                                                                                                                              |Star                                |03 28 51.2392875888 +46 58 54.228658512|148.8237695809364 -07.8227892443374|   2.399 -2.803  |10.88    |~                 |    ~     ~    |    1|  721.449   pc  |  -8.4319     +8.4319  |paral   |2020yCat.1350....0G
4013|TYC 3316-716-1                                                                                                                              |Star                                |03 27 33.6499949472 +48 27 01.746027252|147.8036008349941 -06.7362639016440|   5.074 -6.408  |10.92    |~                 |    ~     ~    |    1|  955.657   pc  | -13.7905    +13.7905  |paral   |2020yCat.1350....0G
4014|TYC 3316-919-1                                                                                                                              |Star                                |03 23 46.3828241232 +47 20 28.025663244|147.8986208499104 -08.0109643682876| 13.214 -13.767  |10.70    |~                 |    ~     ~    |    1|  569.866   pc  | -10.2620    +10.2620  |paral   |2020yCat.1350....0G
4015|IRAS 03211+4810                                                                                                                             |Star                                |03 24 41.6051153544 +48 20 59.737696908|147.4632118057155 -07.0861758893546|   -1.709 1.703  |10.61    |~                 |    ~     ~    |    1| 1252.348   pc  | -34.3474    +34.3474  |paral   |2020yCat.1350....0G
4016|TYC 3316-1468-1                                                                                                                             |Star                                |03 23 24.7773151560 +48 22 29.945676216|147.2707838319396 -07.1831686493116|   1.065 -4.738  |10.69    |~                 |    ~     ~    |    1| 1200.192   pc  | -31.5461    +31.5461  |paral   |2020yCat.1350....0G
4017|TYC 3316-2029-1                                                                                                                             |Spectroscopic Binary                |03 28 19.9836263064 +46 52 47.108773020|148.8085099814722 -07.9572513765858|  -1.864 -2.976  |10.78    |~                 |    ~     ~    |    1|  962.464   pc  | -13.9877    +13.9877  |paral   |2020yCat.1350....0G
4018|TYC 3319-960-1                                                                                                                              |Star                                |03 17 16.8942612864 +49 38 25.281053376|145.7285381749661 -06.6654935724697|   5.652 -5.331  |10.39    |~                 |    ~     ~    |    1|  644.496   pc  |  -7.6844     +7.6844  |paral   |2020yCat.1350....0G
4019|IRAS 03133+4931                                                                                                                             |Star                                |03 16 46.5540427008 +49 42 04.828262976|145.6261294647769 -06.6573435345148|  -1.898 -2.886  |10.78    |~                 |    ~     ~    |    1| 1713.502   pc  | -85.7338    +85.7338  |paral   |2020yCat.1350....0G
4020|TYC 3319-1808-1                                                                                                                             |Star                                |03 19 51.1102823064 +49 33 21.506316372|146.1279200074425 -06.5132897641448|   5.942 -7.494  |10.96    |~                 |    ~     ~    |    1| 1000.000   pc  | -19.2000    +19.2000  |paral   |2020yCat.1350....0G
4021|TYC 3319-2080-1                                                                                                                             |Star                                |03 18 10.4651942688 +49 15 08.884465956|146.0607111728633 -06.9159360146613|  -6.609 -2.827  |10.01    |~                 |    ~     ~    |    1|  226.835   pc  |  -3.0409     +3.0409  |paral   |2020yCat.1350....0G
4022|HD 21332B                                                                                                                                   |Star                                |03 28 40.2591529328 +50 26 08.871439602|146.8253934280530 -04.9963801236573| -10.983 -2.724  |8.95     |~                 |    ~     ~    |    1|  177.977   pc  |  -0.8109     +0.8109  |paral   |2020yCat.1350....0G
4023|TYC 3320-1356-1                                                                                                                             |Star                                |03 29 35.8533522192 +49 52 55.907504652|147.2635505814125 -05.3679742520141|   -0.132 2.223  |10.92    |~                 |    ~     ~    |    1| 1434.309   pc  | -34.5617    +34.5617  |paral   |2020yCat.1350....0G
4024|TYC 3320-1578-1                                                                                                                             |Star                                |03 28 25.2839656152 +50 06 33.790111992|146.9777735588362 -05.2881021071381|   5.645 -6.356  |10.55    |~                 |    ~     ~    |    1|  952.381   pc  | -15.3288    +15.3288  |paral   |2020yCat.1350....0G
4025|TYC 3320-1855-1                                                                                                                             |Star                                |03 28 03.4963507872 +49 01 28.406316720|147.5453893162285 -06.2162053252880|  -0.762 -2.219  |10.54    |~                 |    ~     ~    |    1| 1604.107   pc  | -54.0363    +54.0363  |paral   |2020yCat.1350....0G
4026|* 34 Per B                                                                                                                                  |Star                                |03 29 22.101900 +49 30 31.54586        |147.446362892 -05.696176604        |     19.4 -24.3  |7.32     |~                 |    ~     ~    |    0|                |                       |        |                   
4027|TYC 3323-705-1                                                                                                                              |Star                                |03 17 51.5330022336 +51 23 25.083520836|144.8695490952888 -05.1355565025206|   -3.226 3.588  |10.76    |~                 |    ~     ~    |    1|  609.162   pc  |  -6.1228     +6.1228  |paral   |2020yCat.1350....0G
