C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:25:35

dec >=0&rah >=8.0&rah< 8.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4688

 #  |                                                                                  identifier                                                                                   |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3380|TYC 781-734-1                                                                                                                                                                  |Spectroscopic Binary              |08 08 20.0322549408 +08 53 19.607392788|213.5962310164797 +21.0987914522573|  -5.682 -2.318    |9.82     |~                |    ~     ~    |    1| 1526.951   pc  | -36.3726    +36.3726  |paral   |2020yCat.1350....0G
3381|TYC 781-816-1                                                                                                                                                                  |Star                              |08 04 07.5049084704 +08 48 23.745888864|213.1926779902668 +20.1266725089500|  -14.376 6.114    |10.03    |~                |    ~     ~    |    1|  743.439   pc  |  -9.8381     +9.8381  |paral   |2020yCat.1350....0G
3382|TYC 781-849-1                                                                                                                                                                  |Star                              |08 05 48.5160316992 +09 08 42.194464836|213.0597262793914 +20.6480650837013| 22.016 -40.472    |10.31    |~                |    ~     ~    |    1|  204.604   pc  |  -0.9042     +0.9042  |paral   |2020yCat.1350....0G
3383|TYC 781-920-1                                                                                                                                                                  |Star                              |08 09 35.8666593792 +08 52 50.543398704|213.7495265354058 +21.3764762973478|    0.435 3.463    |10.34    |~                |    ~     ~    |    1|  617.665   pc  |  -5.0359     +5.0359  |paral   |2020yCat.1350....0G
3384|TYC 781-1041-1                                                                                                                                                                 |Star                              |08 05 07.7309622312 +08 37 19.167370104|213.4847889777131 +20.2696713029495|  -4.003 -0.208    |10.57    |~                |    ~     ~    |    1|  789.889   pc  | -12.4161    +12.4161  |paral   |2020yCat.1350....0G
3385|TYC 781-1080-1                                                                                                                                                                 |Star                              |08 04 44.2928032680 +08 40 11.865332964|213.3939500188329 +20.2036516324072| -26.679 -5.130    |10.76    |~                |    ~     ~    |    1|  221.931   pc  |  -0.9260     +0.9260  |paral   |2020yCat.1350....0G
3386|TYC 781-1095-1                                                                                                                                                                 |Star                              |08 09 05.2572974784 +08 49 09.939480672|213.7499767974275 +21.2363474082321|  -8.382 -1.220    |10.47    |~                |    ~     ~    |    1|  835.143   pc  | -11.0199    +11.0199  |paral   |2020yCat.1350....0G
3387|TYC 781-1157-1                                                                                                                                                                 |Star                              |08 07 54.6859710768 +07 57 31.602894084|214.4425840583523 +20.5985495701544|  -1.835 -6.809    |10.67    |~                |    ~     ~    |    1|  868.056   pc  | -10.3986    +10.3986  |paral   |2020yCat.1350....0G
3388|TYC 781-1333-1                                                                                                                                                                 |Star                              |08 08 09.4996923432 +08 16 05.490976044|214.1739705291410 +20.7891471922971|  -1.919 -7.567    |10.11    |~                |    ~     ~    |    1| 1339.944   pc  | -37.5249    +37.5249  |paral   |2020yCat.1350....0G
3389|TYC 781-1367-1                                                                                                                                                                 |Star                              |08 04 33.7738352592 +08 13 55.127192016|213.7933788892569 +19.9734621981660|   -7.842 0.858    |10.61    |~                |    ~     ~    |    1|  234.549   pc  |  -1.2653     +1.2653  |paral   |2020yCat.1350....0G
3390|TYC 781-1475-1                                                                                                                                                                 |Star                              |08 05 30.9268411200 +08 23 53.420826552|213.7439243613269 +20.2580442808743|   -3.073 3.968    |10.56    |~                |    ~     ~    |    1|  490.942   pc  |  -6.6041     +6.6041  |paral   |2020yCat.1350....0G
3391|TYC 781-1487-1                                                                                                                                                                 |Star                              |08 09 35.7253384776 +08 15 05.720450148|214.3566252982965 +21.1015408995241|  -7.448 -2.849    |9.94     |~                |    ~     ~    |    1|  525.735   pc  |  -6.4953     +6.4953  |paral   |2020yCat.1350....0G
3392|TYC 781-1501-1                                                                                                                                                                 |Star                              |08 08 19.1761317264 +07 34 19.947953928|214.8608150372950 +20.5190941827133|   2.489 -5.207    |10.18    |~                |    ~     ~    |    1|  402.204   pc  |  -2.2162     +2.2162  |paral   |2020yCat.1350....0G
3393|TYC 781-1510-1                                                                                                                                                                 |Star                              |08 05 16.8402333576 +07 36 56.068109640|214.4654048867511 +19.8623805089278|  -9.212 -7.658    |10.78    |~                |    ~     ~    |    1|  849.113   pc  | -12.0406    +12.0406  |paral   |2020yCat.1350....0G
3394|TYC 781-1533-1                                                                                                                                                                 |Spectroscopic Binary              |08 03 53.1104999280 +07 57 00.424563732|213.9845338454025 +19.6991421784056|    1.183 0.439    |10.79    |~                |    ~     ~    |    1|  698.812   pc  | -10.3039    +10.3039  |paral   |2020yCat.1350....0G
3395|TYC 781-1557-1                                                                                                                                                                 |Star                              |08 08 57.2291271840 +08 14 19.389939972|214.2945457786341 +20.9531925082983|   1.296 -7.071    |10.58    |~                |    ~     ~    |    1|  778.938   pc  | -10.8000    +10.8000  |paral   |2020yCat.1350....0G
3396|TYC 781-1593-1                                                                                                                                                                 |Star                              |08 08 08.0804266440 +07 46 18.209704548|214.6480018255162 +20.5659295484140|  -5.407 -3.760    |10.73    |~                |    ~     ~    |    1|  433.614   pc  |  -3.8544     +3.8544  |paral   |2020yCat.1350....0G
3397|TYC 781-1676-1                                                                                                                                                                 |Star                              |08 07 21.1410458064 +07 42 20.689726176|214.6201137607549 +20.3628812130434| -0.640 -14.020    |10.44    |~                |    ~     ~    |    1|  860.585   pc  | -11.6275    +11.6275  |paral   |2020yCat.1350....0G
3398|TYC 785-1364-1                                                                                                                                                                 |Star                              |08 04 16.4204195904 +09 37 37.311430944|212.4207661301618 +20.5145800782671|   3.675 -9.881    |10.87    |~                |    ~     ~    |    1|  522.985   pc  |  -8.4242     +8.4242  |paral   |2020yCat.1350....0G
3399|TYC 785-1463-1                                                                                                                                                                 |Star                              |08 05 38.6192919336 +09 34 25.815969840|212.6274318888119 +20.7964910071727| -12.550 -8.225    |10.25    |~                |    ~     ~    |    1|  532.623   pc  |  -4.9078     +4.9078  |paral   |2020yCat.1350....0G
3400|TYC 785-1861-1                                                                                                                                                                 |Star                              |08 08 04.3609447560 +09 27 08.085792672|213.0215061903939 +21.2845452250344|   1.791 -3.123    |10.88    |~                |    ~     ~    |    1|  365.684   pc  |  -2.6745     +2.6745  |paral   |2020yCat.1350....0G
3401|TYC 785-1964-1                                                                                                                                                                 |Star                              |08 04 49.8732449448 +09 26 10.931326224|212.6677428307596 +20.5564844379611|-21.864 -16.819    |10.81    |~                |    ~     ~    |    1|  263.720   pc  |  -1.3006     +1.3006  |paral   |2020yCat.1350....0G
3402|TYC 785-2011-1                                                                                                                                                                 |Star                              |08 04 42.8894542872 +09 28 49.126826496|212.6121809746490 +20.5495365093219|   -0.911 0.170    |10.82    |~                |    ~     ~    |    1|  938.174   pc  | -15.5790    +15.5790  |paral   |2020yCat.1350....0G
3403|TYC 794-11-1                                                                                                                                                                   |Star                              |08 14 18.9059001648 +08 55 39.262068156|214.2496636123208 +22.4462427277209|   -1.027 1.209    |10.22    |~                |    ~     ~    |    1|  689.180   pc  | -32.9153    +32.9153  |paral   |2020yCat.1350....0G
3404|TYC 794-20-1                                                                                                                                                                   |High Proper Motion Star           |08 14 30.8377077144 +08 59 26.365455960|214.2112512987200 +22.5178779224013|-72.471 -34.143    |10.06    |~                |    ~     ~    |    1|   68.949   pc  |  -0.0647     +0.0647  |paral   |2020yCat.1350....0G
3405|TYC 794-83-1                                                                                                                                                                   |Star                              |08 13 36.3735297360 +08 34 34.773232548|214.5089475847576 +22.1356014302363|  -2.426 -1.448    |10.64    |~                |    ~     ~    |    1|  616.561   pc  | -16.3463    +16.3463  |paral   |2020yCat.1350....0G
3406|TYC 794-188-1                                                                                                                                                                  |Star                              |08 12 39.9316896072 +09 16 32.999883636|213.7195378547014 +22.2302310389914|  -8.444 -4.755    |10.79    |~                |    ~     ~    |    1|  310.588   pc  |  -1.8811     +1.8811  |paral   |2020yCat.1350....0G
3407|TYC 794-201-1                                                                                                                                                                  |High Proper Motion Star           |08 13 24.9485168112 +09 09 01.276072308|213.9283848893581 +22.3428437930905|-45.601 -78.022    |10.19    |~                |    ~     ~    |    1|   92.981   pc  |  -0.1695     +0.1695  |paral   |2020yCat.1350....0G
3408|TYC 794-214-1                                                                                                                                                                  |Star                              |08 10 14.0721212400 +09 20 19.213216116|213.3789548355976 +21.7165288718974| -5.866 -19.528    |10.25    |~                |    ~     ~    |    1|  648.172   pc  | -12.8139    +12.8139  |paral   |2020yCat.1350....0G
3409|TYC 794-271-1                                                                                                                                                                  |Star                              |08 12 44.6952791376 +08 53 40.169375700|214.0997621229606 +22.0825899287007|-31.542 -28.048    |10.14    |~                |    ~     ~    |    1|  127.126   pc  |  -0.7095     +0.7095  |paral   |2020yCat.1350....0G
3410|TYC 794-314-1                                                                                                                                                                  |High Proper Motion Star           |08 10 15.0973317840 +09 12 21.185030808|213.5097771010143 +21.6629286382974|-67.648 -65.001    |10.64    |~                |    ~     ~    |    1|  166.658   pc  |  -0.4861     +0.4861  |paral   |2020yCat.1350....0G
3411|TYC 794-361-1                                                                                                                                                                  |Spectroscopic Binary              |08 13 40.3380831312 +08 32 38.290507836|214.5480727629123 +22.1361712413164| -13.186 -1.144    |10.17    |~                |    ~     ~    |    1|  375.009   pc  | -13.5851    +13.5851  |paral   |2020yCat.1350....0G
3412|TYC 794-433-1                                                                                                                                                                  |Star                              |08 13 35.0853616248 +08 34 46.008127128|214.5034155519010 +22.1321884936484| -0.418 -10.305    |10.83    |~                |    ~     ~    |    1|  309.339   pc  |  -1.7224     +1.7224  |paral   |2020yCat.1350....0G
3413|TYC 794-552-1                                                                                                                                                                  |Star                              |08 11 18.6165793464 +09 15 04.470279588|213.5874319522905 +21.9180818666359| 13.392 -38.549    |10.79    |~                |    ~     ~    |    1|  300.743   pc  |  -1.9717     +1.9717  |paral   |2020yCat.1350....0G
3414|TYC 794-591-1                                                                                                                                                                  |Star                              |08 13 43.2034471200 +08 32 22.451551404|214.5579121805232 +22.1448712475730|-10.766 -23.839    |10.70    |~                |    ~     ~    |    1|  168.464   pc  |  -0.5421     +0.5421  |paral   |2020yCat.1350....0G
3415|TYC 794-613-1                                                                                                                                                                  |Star                              |08 14 16.0646432424 +08 58 28.755381252|214.1982815846081 +22.4561603085838|  0.187 -15.460    |10.39    |~                |    ~     ~    |    1|  264.089   pc  |  -8.5087     +8.5087  |paral   |2020yCat.1350....0G
3416|TYC 794-781-1                                                                                                                                                                  |Star                              |08 13 47.1351805824 +08 43 10.694311896|214.3905454993094 +22.2379901413325|  -12.327 4.372    |10.88    |~                |    ~     ~    |    1|  250.759   pc  |  -0.9621     +0.9621  |paral   |2020yCat.1350....0G
3417|TYC 794-919-1                                                                                                                                                                  |Star                              |08 13 19.8710704584 +08 42 45.919397592|214.3444023238396 +22.1339205409719|  -4.143 -1.285    |10.52    |~                |    ~     ~    |    1| 1141.031   pc  | -21.8728    +21.8728  |paral   |2020yCat.1350....0G
3418|TYC 794-1037-1                                                                                                                                                                 |Star                              |08 13 12.9682695336 +08 58 55.323062904|214.0691982077221 +22.2254367348397|  -2.260 -8.743    |10.55    |~                |    ~     ~    |    1| 1090.394   pc  | -17.0021    +17.0021  |paral   |2020yCat.1350....0G
3419|TYC 794-1042-1                                                                                                                                                                 |Star                              |08 14 23.9600890104 +07 56 27.540254652|215.2180353065307 +22.0334604798325|  -0.837 -1.302    |10.71    |~                |    ~     ~    |    1|  660.153   pc  |  -8.3674     +8.3674  |paral   |2020yCat.1350....0G
3420|TYC 794-1061-1                                                                                                                                                                 |Star                              |08 14 13.9246031664 +08 21 54.619375248|214.7870476642474 +22.1824879336897|   -4.813 4.784    |10.01    |~                |    ~     ~    |    1|  602.773   pc  |  -5.5954     +5.5954  |paral   |2020yCat.1350....0G
3421|TYC 794-1080-1                                                                                                                                                                 |Star                              |08 13 30.9898666632 +08 22 01.297344936|214.7016293136144 +22.0241653872744|   -4.762 6.085    |10.04    |~                |    ~     ~    |    1|  168.245   pc  |  -0.5973     +0.5973  |paral   |2020yCat.1350....0G
3422|TYC 794-1110-1                                                                                                                                                                 |Star                              |08 13 02.3818148784 +08 02 58.861938876|214.9532498824858 +21.7789670695872|-24.187 -18.811    |10.73    |~                |    ~     ~    |    1|  345.292   pc  |  -1.8242     +1.8242  |paral   |2020yCat.1350....0G
3423|TYC 794-1121-1                                                                                                                                                                 |Star                              |08 13 44.5524992856 +08 07 53.517035208|214.9563516353595 +21.9712007431639|  -4.749 -4.378    |10.91    |~                |    ~     ~    |    1|  503.575   pc  |  -6.9230     +6.9230  |paral   |2020yCat.1350....0G
3424|TYC 794-1214-1                                                                                                                                                                 |Star                              |08 13 05.9161753680 +08 20 54.090102948|214.6709426715239 +21.9230572759946|-26.220 -14.852    |10.70    |~                |    ~     ~    |    1|  108.385   pc  |  -0.5110     +0.5110  |paral   |2020yCat.1350....0G
3425|TYC 794-1260-1                                                                                                                                                                 |Star                              |08 13 03.5317200576 +07 36 48.398396688|215.3769321984050 +21.5910046211016|  -9.408 -5.278    |10.83    |~                |    ~     ~    |    1|  875.964   pc  | -15.8066    +15.8066  |paral   |2020yCat.1350....0G
3426|TYC 794-1300-1                                                                                                                                                                 |Star                              |08 13 22.0505412696 +07 46 11.830040616|215.2621500532024 +21.7287078793231|  -1.408 -5.003    |9.24     |~                |    ~     ~    |    1|  508.285   pc  |  -4.2887     +4.2887  |paral   |2020yCat.1350....0G
3427|TYC 794-1322-1                                                                                                                                                                 |Star                              |08 14 28.1447338392 +07 37 33.887633664|215.5309963411741 +21.9100539143456|  -7.337 -0.064    |10.80    |~                |    ~     ~    |    1| 1441.753   pc  |-130.7472   +130.7472  |paral   |2020yCat.1350....0G
3428|TYC 794-1358-1                                                                                                                                                                 |Star                              |08 10 39.6381012384 +07 48 58.754691684|214.8999894698473 +21.1472957211049|   -5.392 2.828    |9.96     |~                |    ~     ~    |    1|  656.039   pc  |  -6.2836     +6.2836  |paral   |2020yCat.1350....0G
3429|TYC 794-1388-1                                                                                                                                                                 |Star                              |08 12 23.5938878160 +07 46 56.390052828|215.1357365720864 +21.5175613807233| -14.267 -3.956    |10.57    |~                |    ~     ~    |    1|  409.366   pc  |  -4.4074     +4.4074  |paral   |2020yCat.1350....0G
3430|TYC 794-1447-1                                                                                                                                                                 |Star                              |08 11 07.5345823848 +07 31 12.702923040|215.2393857224626 +21.1200119708325|   -0.443 3.214    |10.83    |~                |    ~     ~    |    1|  196.537   pc  |  -2.2674     +2.2674  |paral   |2020yCat.1350....0G
3431|TYC 794-1524-1                                                                                                                                                                 |Star                              |08 12 43.4640455880 +08 04 40.847489004|214.8889360795825 +21.7213023266164| 13.177 -28.427    |10.67    |~                |    ~     ~    |    1|  336.372   pc  |  -3.4623     +3.4623  |paral   |2020yCat.1350....0G
3432|TYC 794-1533-1                                                                                                                                                                 |Star                              |08 13 31.9426915584 +07 40 40.528969896|215.3704501301789 +21.7247469301396|  1.796 -13.137    |10.7     |~                |    ~     ~    |    1|  441.735   pc  |  -3.5123     +3.5123  |paral   |2020yCat.1350....0G
3433|TYC 794-1567-1                                                                                                                                                                 |High Proper Motion Star           |08 12 55.2062332920 +07 58 11.833843872|215.0163362265664 +21.7173234100193| -44.643 61.416    |9.98     |~                |    ~     ~    |    1|  296.974   pc  | -15.7337    +15.7337  |paral   |2020yCat.1350....0G
3434|TYC 794-1598-1                                                                                                                                                                 |Pulsating Variable                |08 13 41.0842408272 +07 48 08.744691024|215.2680733824269 +21.8135525846931|  -4.735 -2.264    |10.84    |~                |    ~     ~    |    1|  415.403   pc  |  -3.3477     +3.3477  |paral   |2020yCat.1350....0G
3435|TYC 798-1440-1                                                                                                                                                                 |Star                              |08 10 45.8978930688 +09 28 43.602696084|213.3036266568933 +21.8950049398831|  -2.513 -2.873    |10.25    |~                |    ~     ~    |    1|  324.717   pc  | -10.1540    +10.1540  |paral   |2020yCat.1350....0G
3436|BD+07 1908                                                                                                                                                                     |High Proper Motion Star           |08 04 27.8705149176 +06 35 55.002874272|215.3374622282268 +19.2300367064120|-48.239 -43.504    |9.09     |F8               |    ~     ~    |    1|  111.169   pc  |  -0.1841     +0.1841  |paral   |2020yCat.1350....0G
3437|BD+07 1914                                                                                                                                                                     |Star                              |08 06 06.1270177128 +06 38 19.007867328|215.4917418758987 +19.6118913637471| -19.110 15.630    |9.05     |G5               |    ~     ~    |    1|  466.636   pc  |  -3.7017     +3.7017  |paral   |2020yCat.1350....0G
3438|BD+07 1915                                                                                                                                                                     |Star                              |08 06 10.5604538712 +06 57 22.990846176|215.1981753279384 +19.7697496362334| -10.448 -0.519    |10.38    |G5               |    ~     ~    |    1|  791.515   pc  | -10.3372    +10.3372  |paral   |2020yCat.1350....0G
3439|BD+07 1916                                                                                                                                                                     |Star                              |08 06 18.8395421352 +07 06 05.580040644|215.0760666275476 +19.8648700064891|  -3.482 -8.724    |9.48     |F2               |    ~     ~    |    1|  423.621   pc  |  -4.3428     +4.3428  |paral   |2020yCat.1350....0G
3440|HD 66446                                                                                                                                                                       |Chemically Peculiar Star          |08 03 52.1400218760 +06 19 24.576233592|215.5281036048317 +18.9748461999530|  0.415 -19.960    |7.77     |A2mF3            |    ~     ~    |    1|  162.075   pc  |  -0.8012     +0.8012  |paral   |2020yCat.1350....0G
3441|HD 66665                                                                                                                                                                       |Star                              |08 04 47.8516524576 +06 11 09.803109264|215.7673625053660 +19.1197131262174|  -2.333 -0.044    |7.81     |B1V              |    ~     ~    |    0|                |                       |        |                   
3442|V* BW CMi                                                                                                                                                                      |Long-Period Variable Candidate    |08 05 59.0394115632 +06 00 00.577801080|216.0833734064110 +19.2999773988199|    0.807 2.458    |8.93     |M0               |    ~     ~    |    1| 1243.626   pc  | -31.3961    +31.3961  |paral   |2020yCat.1350....0G
3443|HD 66777                                                                                                                                                                       |Star                              |08 05 18.4145211840 +05 25 07.300990812|216.5525074700828 +18.8877444032097|  -2.943 -4.351    |8.57     |A0               |    ~     ~    |    1|  380.228   pc  |  -3.9179     +3.9179  |paral   |2020yCat.1350....0G
3444|BD+05 1870                                                                                                                                                                     |Star                              |08 05 45.8387961912 +05 24 44.729991360|216.6127471710005 +18.9864029202946|   -3.161 4.895    |9.33     |F5               |    ~     ~    |    1| 1386.578   pc  | -37.1061    +37.1061  |paral   |2020yCat.1350....0G
3445|AG+05 1157                                                                                                                                                                     |Long-Period Variable              |08 06 08.7115197144 +05 34 55.450066728|216.4978934527520 +19.1476322962930|   -6.049 0.507    |9.76     |M5               |    ~     ~    |    1| 1143.511   pc  | -71.9189    +71.9189  |paral   |2020yCat.1350....0G
3446|HD 66979                                                                                                                                                                       |Star                              |08 06 07.2354575760 +05 33 34.145131860|216.5163061730603 +19.1319812293107|    9.729 3.369    |7.51     |K0               |    ~     ~    |    1|  205.626   pc  |  -0.8668     +0.8668  |paral   |2020yCat.1350....0G
3447|BD+05 1873                                                                                                                                                                     |Star                              |08 06 12.8825965848 +05 02 05.306159832|217.0224593065757 +18.9154975489238|   2.708 -6.789    |9.80     |F2               |    ~     ~    |    1|  526.482   pc  |  -4.7953     +4.7953  |paral   |2020yCat.1350....0G
3448|DO 2409                                                                                                                                                                        |Long-Period Variable Candidate    |08 05 43.1432742792 +06 37 51.183825816|215.4540734509205 +19.5232989960591|   4.736 -7.762    |10.35    |~                |    ~     ~    |    1|  994.728   pc  | -48.6826    +48.6826  |paral   |2020yCat.1350....0G
3449|BD+07 1918                                                                                                                                                                     |Star                              |08 06 46.4100763632 +07 05 00.316094460|215.1471375228019 +19.9589925698066| -11.884 -7.301    |9.20     |K0               |    ~     ~    |    1|  450.430   pc  |  -3.4694     +3.4694  |paral   |2020yCat.1350....0G
3450|HD 67207                                                                                                                                                                       |Star                              |08 07 07.6454926728 +06 43 11.353049472|215.5350769439708 +19.8759853316540|-32.162 -10.535    |8.87     |F5               |    ~     ~    |    1|  189.991   pc  |  -1.3789     +1.3789  |paral   |2020yCat.1350....0G
3451|HD 68042                                                                                                                                                                       |Star                              |08 10 57.0017012712 +06 58 20.088687828|215.7446753224883 +20.8379600262485| -8.578 -47.307    |8.55     |K0               |    ~     ~    |    1|  213.840   pc  |  -1.1843     +1.1843  |paral   |2020yCat.1350....0G
3452|BD+07 1934                                                                                                                                                                     |Star                              |08 11 43.4760832776 +06 55 04.367062632|215.8884023284301 +20.9858774761331| -1.918 -16.852    |9.78     |A5               |    ~     ~    |    1|  297.663   pc  |  -2.2682     +2.2682  |paral   |2020yCat.1350....0G
3453|BD+07 1936                                                                                                                                                                     |High Proper Motion Star           |08 12 08.6206115928 +06 39 28.947503340|216.1871574312398 +20.9630542019932|-101.513 -29.348   |9.90     |G5               |    ~     ~    |    1|  100.637   pc  |  -0.4507     +0.4507  |paral   |2020yCat.1350....0G
3454|AG+07 1172                                                                                                                                                                     |Long-Period Variable Candidate    |08 12 34.3153860576 +06 58 35.417108856|215.9325122078739 +21.2002576479064| -0.470 -21.964    |9.31     |M2               |    ~     ~    |    1|  671.006   pc  | -16.4791    +16.4791  |paral   |2020yCat.1350....0G
3455|HD 68726                                                                                                                                                                       |Star                              |08 13 58.4008416288 +06 51 04.248410832|216.2193801444286 +21.4557371924265|-12.476 -11.940    |8.91     |A2               |    ~     ~    |    1|  182.116   pc  |  -3.9667     +3.9667  |paral   |2020yCat.1350....0G
3456|BD+07 1942                                                                                                                                                                     |Star                              |08 13 59.4199529496 +06 41 49.414236828|216.3695297274521 +21.3906697618035|   9.337 -2.350    |9.75     |K0               |    ~     ~    |    1|  676.041   pc  |  -6.8555     +6.8555  |paral   |2020yCat.1350....0G
3457|HD 68935                                                                                                                                                                       |Star                              |08 14 50.5022721576 +06 49 01.293774420|216.3556917687021 +21.6333654609802|-18.725 -18.268    |8.30     |K0               |    ~     ~    |    1|  222.697   pc  |  -1.2646     +1.2646  |paral   |2020yCat.1350....0G
3458|HD 67091                                                                                                                                                                       |Star                              |08 06 35.1822389784 +06 22 19.629830532|215.8018838370367 +19.6005078578071| -43.895 -7.008    |8.75     |F5               |    ~     ~    |    1|  153.572   pc  |  -0.9410     +0.9410  |paral   |2020yCat.1350....0G
3459|BD+06 1873                                                                                                                                                                     |Star                              |08 06 39.7948598976 +06 31 43.432425300|215.6621845492428 +19.6875806327983|  -13.141 6.812    |9.58     |K0               |    ~     ~    |    1|  718.339   pc  |  -7.7918     +7.7918  |paral   |2020yCat.1350....0G
3460|TYC 206-824-1                                                                                                                                                                  |Star                              |08 07 22.4708068392 +06 41 48.525147204|215.5860604582773 +19.9206492978344|  8.073 -26.412    |9.75     |G0               |    ~     ~    |    1|  326.105   pc  |  -2.1588     +2.1588  |paral   |2020yCat.1350....0G
3461|HD 67715                                                                                                                                                                       |High Proper Motion Star           |08 09 32.2801090800 +05 55 36.719810976|216.5748125598285 +20.0563934843049| -0.623 -86.955    |7.75     |F5               |    ~     ~    |    1|   80.583   pc  |  -1.2098     +1.2098  |paral   |2020yCat.1350....0G
3462|BD+06 1882                                                                                                                                                                     |Star                              |08 09 43.0435658760 +06 24 51.219743904|216.1321425489967 +20.3150149985664| -13.167 -3.658    |10.48    |F0               |    ~     ~    |    1|  485.861   pc  |  -6.0196     +6.0196  |paral   |2020yCat.1350....0G
3463|BD+06 1883                                                                                                                                                                     |Star                              |08 09 49.9560663336 +06 24 33.139568412|216.1505965299191 +20.3383598488500|  -5.315 -4.639    |9.86     |K2               |    ~     ~    |    1|  758.553   pc  |  -8.5160     +8.5160  |paral   |2020yCat.1350....0G
3464|HD 68080                                                                                                                                                                       |Star                              |08 11 09.4322599128 +06 21 06.045713604|216.3628749880876 +20.6068114913608|  -42.260 9.706    |9.01     |F2               |    ~     ~    |    1|  139.317   pc  |  -0.3397     +0.3397  |paral   |2020yCat.1350....0G
3465|HD 68101                                                                                                                                                                       |Star                              |08 11 15.4035428760 +06 23 09.632977440|216.3419274547768 +20.6443028116116|  5.176 -12.723    |7.76     |K5               |    ~     ~    |    1|  694.975   pc  |  -9.3217     +9.3217  |paral   |2020yCat.1350....0G
3466|HD 68171                                                                                                                                                                       |Star                              |08 11 29.7758626416 +06 01 23.470226508|216.7167805343655 +20.5345409288991|  -4.679 11.998    |8.57     |G5               |    ~     ~    |    1|  269.447   pc  |  -1.5609     +1.5609  |paral   |2020yCat.1350....0G
3467|HD 68200                                                                                                                                                                       |Star                              |08 11 38.0985347040 +06 10 08.646836088|216.5941648139868 +20.6309475736668|-15.601 -18.022    |7.72     |G5               |    ~     ~    |    1|  268.212   pc  |  -1.7409     +1.7409  |paral   |2020yCat.1350....0G
3468|HD 68705                                                                                                                                                                       |Star                              |08 13 51.8847166464 +06 18 11.836150776|216.7323220242585 +21.1863157198147| -6.628 -10.470    |7.63     |A0               |    ~     ~    |    1|  290.791   pc  |  -3.5938     +3.5938  |paral   |2020yCat.1350....0G
3469|TYC 207-659-1                                                                                                                                                                  |Star                              |08 14 25.4379794328 +06 28 44.268109824|216.6307550182759 +21.3893158877437|   3.605 -7.410    |10.21    |A5               |    ~     ~    |    1|  345.244   pc  |  -4.0168     +4.0168  |paral   |2020yCat.1350....0G
3470|BD+06 1903                                                                                                                                                                     |Star                              |08 14 39.5930735856 +06 21 31.397151420|216.7744045954685 +21.3877362943118|  -3.931 -8.087    |10.62    |F0               |    ~     ~    |    1|  473.530   pc  |  -3.9689     +3.9689  |paral   |2020yCat.1350....0G
3471|HD 68063                                                                                                                                                                       |High Proper Motion Star           |08 11 01.3288683264 +05 48 34.061954616|216.8636981067627 +20.3329864195419|-51.969 -24.927    |8.30     |K0               |    ~     ~    |    1|  214.422   pc  |  -1.0529     +1.0529  |paral   |2020yCat.1350....0G
3472|HD 68258                                                                                                                                                                       |Star                              |08 11 51.1183169064 +05 47 50.268033168|216.9746592873097 +20.5116836883344|   -5.491 1.573    |8.21     |M4               |    ~     ~    |    1| 1053.297   pc  | -28.9562    +28.9562  |paral   |2020yCat.1350....0G
3473|BD+06 1892                                                                                                                                                                     |High Proper Motion Star           |08 12 05.2758491856 +05 42 08.251230096|217.0934663398911 +20.5211407550406| 15.211 -48.348    |10.44    |G5               |    ~     ~    |    1|  308.909   pc  | -22.5870    +22.5870  |paral   |2020yCat.1350....0G
3474|BD+06 1894                                                                                                                                                                     |Star                              |08 12 10.5162037488 +05 41 03.849979992|217.1209919473332 +20.5324362600925|   -6.109 0.777    |10.53    |F2               |    ~     ~    |    1|  332.491   pc  |  -1.6583     +1.6583  |paral   |2020yCat.1350....0G
3475|BD+06 1898                                                                                                                                                                     |Star                              |08 13 27.7706651520 +05 43 44.863974588|217.2331342426562 +20.8383524025281|  -12.498 0.217    |10.35    |K2               |    ~     ~    |    1|  787.340   pc  | -11.0963    +11.0963  |paral   |2020yCat.1350....0G
3476|HD 68852                                                                                                                                                                       |Star                              |08 14 27.4035249552 +05 37 04.930428684|217.4589967395058 +21.0085518999213|-21.348 -14.120    |8.73     |K0               |    ~     ~    |    1|  354.183   pc  |  -3.4999     +3.4999  |paral   |2020yCat.1350....0G
3477|HD 67092                                                                                                                                                                       |Star                              |08 06 33.7358075160 +05 08 39.781606560|216.9606852961161 +19.0423233038129|  -8.513 -0.899    |9.42     |A0               |    ~     ~    |    1|  726.480   pc  | -32.4581    +32.4581  |paral   |2020yCat.1350....0G
3478|BD+05 1875                                                                                                                                                                     |High Proper Motion Star           |08 07 03.1773532536 +05 03 27.720376092|217.1010667129314 +19.1119080087799|-63.447 -14.293    |8.89     |K0               |    ~     ~    |    1|  142.428   pc  |  -0.4240     +0.4240  |paral   |2020yCat.1350....0G
