C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:05:31

Vmag< 11&dec >=0&rah >=8.25&rah< 8.5
------------------------------------

Number of objects : 4125

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------
3926|TYC 2478-25-1                                                                                            |Star                           |08 18 23.1029427216 +35 07 12.561449376|186.7310098015138 +32.1353144565388| 12.014 -14.243   |10.82    |~                    |    ~     ~    
3927|TYC 2478-306-1                                                                                           |Star                           |08 20 52.4970694896 +33 59 22.683343272|188.1685496262427 +32.3866567815835|  13.073 -5.660   |10.63    |~                    |    ~     ~    
3928|TYC 2478-1187-1                                                                                          |Star                           |08 16 36.3375974184 +34 59 54.774567060|186.7769030591540 +31.7533860503912|  12.333 -4.280   |10.70    |~                    |    ~     ~    
3929|TYC 2482-660-1                                                                                           |Star                           |08 22 16.2414341184 +36 31 21.553135680|185.2923422744940 +33.1938978443662|  1.250 -26.987   |10.71    |~                    |    ~     ~    
3930|TYC 2482-749-1                                                                                           |Star                           |08 21 34.8282035304 +37 02 18.590886888|184.6558278360176 +33.1570070853476|  6.071 -11.195   |10.99    |~                    |    ~     ~    
3931|TYC 2482-778-1                                                                                           |Star                           |08 21 05.6218988928 +37 14 26.836450476|184.3967477560645 +33.0999276184849| 19.173 -12.291   |10.78    |~                    |    ~     ~    
3932|TYC 2482-944-1                                                                                           |Star                           |08 17 44.8904496552 +36 35 21.126473556|185.0009981377130 +32.3168412267803| -3.933 -13.948   |10.96    |~                    |    ~     ~    
3933|TYC 2482-979-1                                                                                           |Star                           |08 20 30.5785626864 +36 13 22.921030920|185.5592848204913 +32.7873245270455|   -5.331 1.690   |10.96    |~                    |    ~     ~    
3934|TYC 2482-1027-1                                                                                          |Star                           |08 23 54.5863315704 +36 16 16.883826564|185.6637210376313 +33.4689640568149|   5.794 -1.834   |10.72    |~                    |    ~     ~    
3935|TYC 2482-1289-1                                                                                          |Star                           |08 17 05.9130956160 +35 59 59.211176208|185.6506458976039 +32.0672429333350|   2.540 -2.292   |9.96     |~                    |    ~     ~    
3936|TYC 2483-425-1                                                                                           |Star                           |08 24 24.2277274992 +31 57 47.702675808|190.7093341429474 +32.6384892489746|  -3.103 -1.620   |10.94    |~                    |    ~     ~    
3937|TYC 2483-842-1                                                                                           |Star                           |08 27 25.0013967864 +31 10 12.100993608|191.8095106820890 +33.0708343660702| -9.083 -13.464   |10.97    |~                    |    ~     ~    
3938|TYC 2486-70-1                                                                                            |Star                           |08 27 56.2757854656 +33 00 49.022604576|189.6933653571603 +33.6052811988361|  -3.345 -3.308   |9.73     |~                    |    ~     ~    
3939|TYC 2486-348-1                                                                                           |Star                           |08 27 07.7909394696 +33 08 58.965087516|189.4892276213268 +33.4702901934868|   2.057 -5.703   |10.75    |~                    |    ~     ~    
3940|TYC 2486-678-1                                                                                           |High Proper Motion Star        |08 27 00.5483858616 +32 43 03.672482304|189.9868945787787 +33.3490215147571|-33.610 -38.586   |10.45    |~                    |    ~     ~    
3941|TYC 2486-918-1                                                                                           |Star                           |08 26 45.6125027352 +32 56 35.050501212|189.7099174316416 +33.3487841993304|  1.768 -10.679   |10.55    |~                    |    ~     ~    
3942|TYC 2486-1017-1                                                                                          |Star                           |08 24 31.1734611120 +34 35 18.740064552|187.6671736861030 +33.2514393055834| -12.710 -7.644   |10.78    |~                    |    ~     ~    
3943|TYC 2486-1467-1                                                                                          |High Proper Motion Star        |08 28 35.4155534160 +33 51 39.849634620|188.7333375500418 +33.9210681311328|-13.340 -48.688   |10.77    |~                    |    ~     ~    
3944|TYC 2486-1507-1                                                                                          |Star                           |08 25 15.9530427312 +33 47 59.650012392|188.6277656710837 +33.2335893756189|  -8.945 -0.376   |10.96    |~                    |    ~     ~    
3945|TYC 2486-2256-1                                                                                          |Star                           |08 24 54.0022637856 +34 09 46.128525552|188.1845368923143 +33.2378355784470|    3.174 0.219   |10.86    |~                    |    ~     ~    
3946|TYC 2489-318-1                                                                                           |Star                           |08 24 27.7892428440 +35 02 03.880177728|187.1425256061645 +33.3327743150516| 17.527 -13.814   |10.59    |~                    |    ~     ~    
3947|TYC 2489-413-1                                                                                           |Star                           |08 24 03.8892794328 +37 28 16.529334024|184.2552501479489 +33.7226322504268|  -3.519 -3.090   |10.99    |~                    |    ~     ~    
3948|TYC 2489-1275-1                                                                                          |Star                           |08 28 10.7342591904 +36 58 33.298362264|185.0192709534500 +34.4407415845503|   -4.904 2.268   |10.28    |~                    |    ~     ~    
3949|TYC 2974-688-1                                                                                           |Star                           |08 24 37.9870 +39 29 05.462            |181.8843912 +34.1685934            |  -3.381 -5.539   |9.94     |~                    |    ~     ~    
3950|TYC 2974-1037-1                                                                                          |Star                           |08 19 14.6155998600 +38 25 11.825128380|182.9341707237684 +32.9575256117332|  12.165 -8.570   |10.39    |~                    |    ~     ~    
3951|TYC 2974-1098-1                                                                                          |Star                           |08 21 47.7503884920 +38 54 32.486836788|182.4617783955485 +33.5331276981185|  -2.285 -0.552   |10.88    |~                    |    ~     ~    
3952|TYC 2974-1412-1                                                                                          |Star                           |08 22 27.8141091144 +39 54 50.661918216|181.2949427807596 +33.8228246158051|   4.258 -4.711   |10.53    |~                    |    ~     ~    
3953|TYC 2974-1534-1                                                                                          |Spectroscopic Binary           |08 19 17.7587239464 +38 11 44.858057568|183.1990951639472 +32.9271634202278|  -0.983 -1.526   |10.80    |~                    |    ~     ~    
3954|TYC 2974-1849-1                                                                                          |Star                           |08 21 12.4346852232 +37 58 00.079842468|183.5492195156445 +33.2556452865336| -27.105 16.507   |10.39    |~                    |    ~     ~    
3955|TYC 2974-1849-2                                                                                          |Star                           |08 21 12.4194998448 +37 57 55.569833856|183.5506824520483 +33.2553707948924| -27.210 16.546   |10.68    |~                    |    ~     ~    
3956|TYC 2974-2042-1                                                                                          |Spectroscopic Binary           |08 22 00.9149249688 +37 52 07.402186164|183.6988061530591 +33.3948205799284|  8.628 -65.551   |10.78    |~                    |    ~     ~    
3957|TYC 2977-585-1                                                                                           |Spectroscopic Binary           |08 23 16.5176085192 +41 38 19.512318876|179.2624663004104 +34.2235500288399| -3.556 -20.302   |10.79    |~                    |    ~     ~    
3958|TYC 2977-717-1                                                                                           |Star                           |08 20 04.5436580112 +41 08 38.315973120|179.7513443529976 +33.5600604341487| -7.601 -17.986   |10.74    |~                    |    ~     ~    
3959|BD+40 2046                                                                                               |High Proper Motion Star        |08 25 14.7203917440 +40 22 56.767945404|180.8311847289924 +34.4182574906614|-50.362 -82.203   |10.52    |~                    |    ~     ~    
3960|TYC 2977-1524-1                                                                                          |Star                           |08 20 41.9080712712 +40 32 56.574378672|180.4785065194381 +33.5874971576401|  -3.459 -1.083   |10.71    |~                    |    ~     ~    
3961|TYC 2977-1942-1                                                                                          |Star                           |08 16 30.7232536248 +42 06 23.535578988|178.4955966667974 +33.0419211359359| -6.089 -13.249   |10.97    |~                    |    ~     ~    
3962|AG+40 967                                                                                                |Star                           |08 22 58.0630581528 +40 46 04.620265356|180.2946731630169 +34.0455420198871| -11.985 -4.151   |9.59     |~                    |    ~     ~    
3963|TYC 2978-1-1                                                                                             |Star                           |08 26 56.7317793888 +41 53 43.870528752|179.0586014742084 +34.9349639039080|   0.339 -5.542   |10.68    |~                    |    ~     ~    
3964|TYC 2978-11-1                                                                                            |Star                           |08 26 50.8259668656 +41 50 30.847515108|179.1208087452266 +34.9102842784589|   -0.763 0.169   |10.65    |~                    |    ~     ~    
3965|TYC 2978-22-1                                                                                            |Star                           |08 26 51.7847888544 +41 54 55.733300424|179.0321752915612 +34.9221419410359|   4.839 -5.469   |10.59    |~                    |    ~     ~    
3966|TYC 2978-756-1                                                                                           |Star                           |08 27 21.7140520800 +41 10 16.680114300|179.9469042034564 +34.9221916114358|  -7.582 -2.528   |10.79    |~                    |    ~     ~    
3967|TYC 2978-861-1                                                                                           |Star                           |08 27 08.2539823320 +41 08 36.309858036|179.9739923126186 +34.8767299765113|    2.208 1.088   |10.55    |~                    |    ~     ~    
3968|TYC 2978-1267-1                                                                                          |Star                           |08 27 36.6285656544 +42 00 22.800872304|178.9422477549839 +35.0709097205577|  8.141 -12.606   |10.97    |~                    |    ~     ~    
3969|TYC 2978-1679-1                                                                                          |Star                           |08 27 53.6320601832 +40 57 54.849776472|180.2119941195407 +34.9950911203793|   5.833 -4.547   |10.73    |~                    |    ~     ~    
3970|TYC 2980-460-1                                                                                           |Star                           |08 24 09.7688057376 +43 47 49.574487516|176.6877949316195 +34.6429037171448|  -9.312 -3.908   |10.59    |~                    |    ~     ~    
3971|TYC 2980-472-1                                                                                           |Star                           |08 26 12.5158481928 +44 07 26.586789204|176.3365357782421 +35.0420492326645|  -3.339 -5.948   |10.92    |~                    |    ~     ~    
3972|TYC 2980-850-1                                                                                           |Star                           |08 25 34.8190940832 +43 01 33.528078444|177.6544094942400 +34.8155578981466|  -4.476 -4.128   |10.80    |~                    |    ~     ~    
3973|TYC 2980-1199-1                                                                                          |Star                           |08 23 30.1535080656 +42 48 26.691334092|177.8651775875094 +34.4125785960505|  -1.240 -3.428   |10.98    |~                    |    ~     ~    
3974|TYC 2980-1208-1                                                                                          |Star                           |08 25 44.3048378904 +44 23 57.224629968|175.9923302329856 +34.9842988315827|  -3.938 -3.192   |10.71    |~                    |    ~     ~    
3975|TYC 2980-1287-1                                                                                          |Star                           |08 24 27.9734979360 +44 20 33.138846528|176.0345567239668 +34.7525639566301|   0.171 -1.492   |10.91    |~                    |    ~     ~    
3976|TYC 2980-1375-1                                                                                          |Star                           |08 15 58.0829435112 +43 30 50.505510996|176.8152901504953 +33.1376396386320|   -1.316 4.963   |10.16    |~                    |    ~     ~    
3977|TYC 2980-1726-1                                                                                          |Star                           |08 26 28.2961135680 +42 31 50.413128132|178.2766900983180 +34.9223808001221|-30.497 -10.555   |10.88    |~                    |    ~     ~    
3978|TYC 2981-1293-1                                                                                          |Star                           |08 28 47.7373889544 +44 15 33.657165432|176.2232986110404 +35.5161862306354|  -5.481 -7.913   |10.97    |~                    |    ~     ~    
3979|BD+45 1588                                                                                               |Star                           |08 28 33.6078713544 +44 44 28.202283456|175.6291117856339 +35.5148486118272|  -3.014 -0.629   |10.48    |~                    |    ~     ~    
3980|TYC 3415-129-1                                                                                           |Star                           |08 19 02.5391431416 +47 26 22.416948960|172.1945522059905 +34.0831535936366|   -4.455 6.094   |10.72    |~                    |    ~     ~    
3981|TYC 3415-720-1                                                                                           |Star                           |08 23 14.2772188248 +46 00 14.540538420|173.9976380051189 +34.6861047374564|   1.833 -4.148   |10.90    |~                    |    ~     ~    
3982|TYC 3415-1031-1                                                                                          |High Proper Motion Star        |08 16 28.7701921656 +46 35 49.475201424|173.1598088937569 +33.5755757281953|13.523 -108.504   |10.57    |~                    |    ~     ~    
3983|TYC 3415-1832-1                                                                                          |Star                           |08 29 26.7700894656 +45 34 27.445834560|174.6214635523641 +35.7330593935855|    4.411 2.764   |10.65    |~                    |    ~     ~    
3984|TYC 3415-2340-1                                                                                          |Star                           |08 25 16.0271909640 +46 12 18.264233592|173.7865061740095 +35.0523282507301|  -0.365 -7.809   |10.98    |~                    |    ~     ~    
3985|TYC 3418-331-1                                                                                           |Star                           |08 17 49.1641696992 +49 46 17.768579592|169.3696481964960 +34.0338479832070|   1.366 -6.393   |10.72    |~                    |    ~     ~    
3986|TYC 3418-1151-1                                                                                          |Star                           |08 22 54.1825099800 +49 08 40.610286276|170.1780766716466 +34.8281391049127|   0.749 -6.444   |10.95    |~                    |    ~     ~    
3987|TYC 3418-2236-1                                                                                          |Star                           |08 25 25.8335882232 +48 07 37.006525020|171.4431542464194 +35.1975352074147|   3.038 -2.367   |10.89    |~                    |    ~     ~    
3988|TYC 3418-2465-1                                                                                          |Star                           |08 25 35.4766870632 +48 05 28.029971220|171.4885620724443 +35.2225733169015|-41.435 -17.332   |10.90    |~                    |    ~     ~    
3989|HD 68721B                                                                                                |Star                           |08 15 58.2581307192 +49 46 11.166285540|169.3515156584113 +33.7357706345163|  -12.490 6.495   |9.23     |~                    |    ~     ~    
3990|TYC 3421-41-1                                                                                            |Star                           |08 19 13.9905948312 +50 29 55.667461416|168.5046299494191 +34.2943232267107|  -3.952 -4.963   |10.87    |~                    |    ~     ~    
3991|TYC 3421-510-1                                                                                           |Star                           |08 16 04.0781426400 +50 45 14.877876132|168.1700569334351 +33.8040875305768|  -5.167 -7.346   |10.68    |~                    |    ~     ~    
3992|TYC 3421-520-1                                                                                           |Star                           |08 18 41.9551568976 +50 41 57.865380576|168.2580029557607 +34.2177047237509|  -6.943 -2.785   |10.45    |~                    |    ~     ~    
3993|TYC 3421-622-1                                                                                           |Star                           |08 26 07.2554566488 +51 34 16.150188504|167.2279017435938 +35.4008896967053|  1.176 -20.402   |9.82     |~                    |    ~     ~    
3994|TYC 3421-694-1                                                                                           |Star                           |08 19 41.2612889448 +51 19 27.753528900|167.5083402086964 +34.3945892579417|   -9.041 4.182   |10.58    |~                    |    ~     ~    
3995|TYC 3421-703-1                                                                                           |Star                           |08 24 03.8875159320 +51 20 02.670782424|167.5145308148867 +35.0783850816595|  -9.173 -6.974   |10.74    |~                    |    ~     ~    
3996|TYC 3421-848-1                                                                                           |Star                           |08 19 02.0300175936 +51 30 14.147553924|167.2873710069258 +34.2979020453270|  -5.401 -1.603   |10.96    |~                    |    ~     ~    
3997|TYC 3421-880-1                                                                                           |Star                           |08 28 36.5875342032 +51 06 54.869987880|167.7899516227504 +35.7882351705543| -21.804 -9.653   |10.90    |~                    |    ~     ~    
3998|TYC 3421-1025-1                                                                                          |Star                           |08 23 22.4190152376 +51 27 45.592050204|167.3556009683948 +34.9724702250371|  -5.552 -0.241   |10.77    |~                    |    ~     ~    
3999|TYC 3421-1074-1                                                                                          |Star                           |08 24 46.7192271000 +51 11 20.825476836|167.6936582463978 +35.1880395323825|  -0.794 -4.121   |10.97    |~                    |    ~     ~    
4000|TYC 3421-1124-1                                                                                          |Star                           |08 18 18.3077743200 +51 25 53.743086156|167.3706074477767 +34.1822439683115|-25.895 -20.799   |10.71    |~                    |    ~     ~    
4001|TYC 3421-1167-1                                                                                          |Star                           |08 21 55.3847066184 +51 00 13.229125056|167.9092268761151 +34.7361769387001|  -3.507 -6.053   |10.79    |~                    |    ~     ~    
4002|TYC 3421-1176-1                                                                                          |Star                           |08 21 14.2389482232 +51 15 25.154822268|167.5979892138332 +34.6349647832920|  -11.067 1.950   |10.86    |~                    |    ~     ~    
4003|TYC 3421-1630-1                                                                                          |Star                           |08 17 46.2785250480 +51 47 26.429150508|166.9338190006281 +34.1106032086297| -5.054 -26.032   |10.79    |~                    |    ~     ~    
4004|TYC 3421-1866-1                                                                                          |Star                           |08 20 49.1667073752 +51 52 14.194428348|166.8509026258545 +34.5833335054442|   3.448 -3.962   |10.90    |~                    |    ~     ~    
4005|TYC 3421-2301-1                                                                                          |Star                           |08 27 14.5305529200 +50 06 44.659763352|169.0216950401305 +35.5611520762041|  -1.004 -3.052   |10.94    |~                    |    ~     ~    
4006|TYC 3421-2313-1                                                                                          |Star                           |08 29 45.4628 +51 12 04.926            |167.6834419 +35.9681371            |   3.372 -2.342   |9.71     |~                    |    ~     ~    
4007|TYC 3797-211-1                                                                                           |Star                           |08 28 59.1120878904 +53 52 38.723925720|164.3837111913607 +35.7997630372490|   4.058 -1.448   |10.78    |~                    |    ~     ~    
4008|TYC 3797-409-1                                                                                           |Star                           |08 23 33.2058518928 +54 06 53.714629296|164.1182374753442 +34.9955502551665| -1.360 -18.052   |10.31    |~                    |    ~     ~    
4009|TYC 3797-507-1                                                                                           |Star                           |08 21 35.7522928128 +54 13 55.211026800|163.9809180967667 +34.7073384028946|  -5.278 -8.504   |10.98    |~                    |    ~     ~    
4010|TYC 3797-1450-1                                                                                          |Star                           |08 18 29.8723751280 +53 33 40.897884168|164.7961376655560 +34.2529870446128|   1.240 -0.429   |10.86    |~                    |    ~     ~    
4011|TYC 3797-1633-1                                                                                          |Star                           |08 23 36.2148837624 +53 18 09.437430384|165.1097260321168 +35.0136831160923|  -15.493 5.579   |10.69    |~                    |    ~     ~    
4012|TYC 3797-2190-1                                                                                          |High Proper Motion Star        |08 23 14.7210312936 +52 34 29.291282580|165.9983081910035 +34.9620679859561|  5.066 -58.280   |10.89    |~                    |    ~     ~    
4013|TYC 3800-199-1                                                                                           |Star                           |08 27 36.2597277528 +56 12 10.676526660|161.5362951803032 +35.4938273041302|  0.084 -14.550   |10.76    |~                    |    ~     ~    
4014|TYC 3800-231-1                                                                                           |Star                           |08 27 56.1637329696 +56 32 16.724333004|161.1220729195408 +35.5191539587289| -4.627 -20.062   |10.91    |~                    |    ~     ~    
4015|TYC 3800-353-1                                                                                           |Star                           |08 29 28.4524949160 +56 09 08.517257532|161.5786706254990 +35.7566564052315|   1.665 -3.941   |10.78    |~                    |    ~     ~    
4016|TYC 3800-612-1                                                                                           |Star                           |08 26 18.5703611592 +56 05 59.621802720|161.6748361598157 +35.3195222185540|   5.399 -3.563   |10.70    |~                    |    ~     ~    
4017|TYC 3800-1367-1                                                                                          |Star                           |08 23 52.9109733264 +56 55 57.748908000|160.6796956492804 +34.9409727017776|   -3.595 1.609   |10.92    |~                    |    ~     ~    
4018|TYC 3800-1753-1                                                                                          |Star                           |08 25 35.4248265480 +56 49 02.334649332|160.8044443937438 +35.1804983780848|-13.182 -36.885   |10.80    |~                    |    ~     ~    
4019|TYC 3800-1870-1                                                                                          |Star                           |08 23 24.5039965128 +56 43 27.318489672|160.9376307566712 +34.8870260684524| -6.955 -10.916   |10.87    |~                    |    ~     ~    
4020|2MASS J08240698+5907287                                                                                  |Long-Period Variable           |08 24 06.9992698272 +59 07 28.902733572|158.0110370482671 +34.8243296401185|   -5.368 1.256   |10.78    |~                    |    ~     ~    
4021|TYC 3803-1440-1                                                                                          |Spectroscopic Binary           |08 28 57.3778571544 +58 35 15.316683864|158.5987844993191 +35.4944979982208|-11.859 -23.169   |10.75    |~                    |    ~     ~    
4022|TYC 4126-1800-1                                                                                          |Star                           |08 16 27.9204305304 +61 15 58.058817696|155.5189307136554 +33.7075079222089| -9.573 -16.846   |10.53    |~                    |    ~     ~    
4023|TYC 4127-185-1                                                                                           |Star                           |08 27 53.0105616912 +62 29 46.852477224|153.8648799161213 +34.9141259481950|  -3.830 -2.131   |10.95    |~                    |    ~     ~    
4024|TYC 4129-1203-1                                                                                          |Star                           |08 17 10.0113683136 +64 50 33.282084228|151.2377173073713 +33.4340160420439|  -1.727 -8.090   |10.85    |~                    |    ~     ~    
4025|TYC 4129-2436-1                                                                                          |Star                           |08 15 13.5600772008 +64 21 04.407648264|151.8505122424156 +33.2830943482438|   0.911 -0.478   |10.83    |~                    |    ~     ~    
4026|TYC 4129-2533-1                                                                                          |Spectroscopic Binary           |08 22 26.2247673120 +63 26 39.827935356|152.8223768788872 +34.1763904254498|    4.903 0.476   |10.88    |~                    |    ~     ~    
4027|TYC 4132-96-1                                                                                            |Star                           |08 19 59.1615313680 +67 15 09.321167124|148.3311042814099 +33.3802662155349|   1.344 -7.849   |10.99    |~                    |    ~     ~    
4028|TYC 4133-243-1                                                                                           |Star                           |08 23 49.5600631104 +67 14 36.282164496|148.2674836709032 +33.7478438457475|-12.982 -12.212   |10.98    |~                    |    ~     ~    
4029|TYC 4374-346-2                                                                                           |Star                           |08 24 15.6920645592 +68 45 01.412927820|146.4795995415309 +33.5099668710936|   -8.014 5.242   |10.93    |~                    |    ~     ~    
4030|TYC 4377-511-1                                                                                           |Star                           |08 17 37.3230920760 +72 26 20.364121140|142.3078261653606 +32.2320732738078|  22.303 31.676   |10.95    |~                    |    ~     ~    
4031|TYC 4380-584-1                                                                                           |Star                           |08 28 38.8161451896 +74 05 19.567986864|140.1863584947247 +32.6106509857671|    6.469 4.324   |10.35    |~                    |    ~     ~    
4032|TYC 4380-1087-1                                                                                          |Spectroscopic Binary           |08 28 17.5117348632 +73 08 11.456113560|141.2859592447758 +32.8379427023364|-20.237 -47.570   |10.19    |~                    |    ~     ~    
4033|TYC 4380-1458-1                                                                                          |Star                           |08 27 22.3301925072 +73 30 36.418306680|140.8770555490790 +32.6776881002458|   3.774 -3.609   |10.72    |~                    |    ~     ~    
4034|TYC 4380-1995-1                                                                                          |Star                           |08 23 30.1590234720 +72 32 14.218695852|142.0795423357851 +32.6422241612306|    4.722 2.248   |10.99    |~                    |    ~     ~    
4035|TYC 4540-1323-1                                                                                          |Star                           |08 22 14.2623323616 +75 22 06.775157676|138.8576904771981 +31.8672155444791|  -7.496 -6.608   |10.83    |~                    |    ~     ~    
4036|TYC 4540-1757-1                                                                                          |Star                           |08 21 04.9015177392 +76 11 03.655335336|137.9523335870080 +31.5886687134152|  -3.367 -3.601   |10.79    |~                    |    ~     ~    
4037|TYC 4540-2098-1                                                                                          |Star                           |08 22 41.3213325984 +77 20 33.137361132|136.6151106751440 +31.3667210348512|  -1.519 -4.238   |10.93    |~                    |    ~     ~    
4038|TYC 4540-2737-1                                                                                          |Star                           |08 20 29.8894579032 +75 35 33.951283836|138.6349691777671 +31.7049869351418|  -0.109 -8.755   |10.86    |~                    |    ~     ~    
4039|TYC 4540-2785-1                                                                                          |Star                           |08 29 53.4603109440 +75 35 23.334603828|138.4519635635831 +32.2682839687948|    2.130 3.644   |10.95    |~                    |    ~     ~    
4040|TYC 4546-1010-1                                                                                          |Star                           |08 19 37.5317220840 +81 44 05.028239580|131.7781415605633 +29.9518718118997|-12.267 -34.305   |10.87    |~                    |    ~     ~    
4041|TYC 4546-1830-1                                                                                          |Star                           |08 26 29.1171207288 +82 09 39.829309920|131.2227989202000 +30.0418851064481|  -6.168 -2.330   |10.66    |~                    |    ~     ~    
4042|TYC 4377-198-1                                                                                           |Star                           |08 29 40.716 +70 16 46.37              |144.565100 +33.646257              |      -3.9 -0.2   |10.31    |~                    |    ~     ~    
4043|TYC 4377-198-2                                                                                           |Star                           |08 29 40.640 +70 16 45.33              |144.565467 +33.646220              |      -3.9 -0.2   |10.49    |~                    |    ~     ~    
4044|TYC 3418-883-1                                                                                           |Star                           |08 19 02.9878 +49 26 45.954            |169.7751785 +34.2154646            |-12.446 -37.855   |8.503    |~                    |    ~     ~    
4045|BD+32 1731A                                                                                              |High Proper Motion Star        |08 26 56.473051 +32 11 47.26506        |190.589908089 +33.215757491        |   -43.0 -118.7   |9.69     |~                    |    ~     ~    
4046|BD+32 1731B                                                                                              |High Proper Motion Star        |08 26 56.432251 +32 11 47.63514        |190.589748700 +33.215641379        |   -43.0 -118.7   |9.97     |~                    |    ~     ~    
4047|BD+30 1700B                                                                                              |Star                           |08 22 59.1097132326 +30 01 55.640894982|192.8306055849657 +31.8617150989928|-10.834 -11.719   |10.67    |~                    |    ~     ~    
4048|BD+33 1670B                                                                                              |Star                           |08 17 32.2827378117 +32 49 33.464718971|189.3109464460911 +31.4386431158271|   -2.664 1.377   |10.86    |~                    |    ~     ~    
4049|BD+23 1944A                                                                                              |Spectroscopic Binary           |08 23 27.7117964784 +23 10 47.676874080|200.5027170545167 +29.9495043497701|-12.022 -15.789   |9.71     |~                    |    ~     ~    
4050|HD 69072B                                                                                                |Star                           |08 15 58.3436483592 +18 41 42.129582504|204.5908054646717 +26.7505292229559|-14.539 -12.162   |10.44    |~                    |    ~     ~    
4051|HD 70280B                                                                                                |Star                           |08 21 13.5901082400 +04 22 40.362940704|219.4729623047581 +21.9403221855808|  -3.640 -1.453   |10.86    |~                    |    ~     ~    
4052|HD 69054B                                                                                                |High Proper Motion Star        |08 22 08.9248465920 +74 49 03.221300964|139.4875732737566 +32.0009015461162|  48.899 50.397   |10.44    |~                    |    ~     ~    
4053|HD 70145B                                                                                                |Star                           |08 21 37.1391629793 +33 56 11.303948877|188.2707636683037 +32.5251779185651|  -5.253 -2.884   |10.81    |~                    |    ~     ~    
4054|TYC 2974-2427-2                                                                                          |Star                           |08 15 30.539961 +38 09 11.00686        |183.084492949 +32.187957519        |    -14.4 -25.3   |10.50    |~                    |    ~     ~    
4055|TYC 1382-1574-2                                                                                          |Star                           |08 16 51.955604 +17 29 14.66573        |205.932835351 +26.497315919        |     -7.3 -12.3   |10.24    |~                    |    ~     ~    
4056|TYC 798-90-2                                                                                             |Star                           |08 17 36.423 +10 50 13.94              |212.750724 +23.997589              |     -22.2 29.7   |10.25    |~                    |    ~     ~    
4057|TYC 196-698-2                                                                                            |Star                           |08 18 29.808 +00 42 43.99              |222.587882 +19.611861              |     15.3 -37.2   |9.93     |~                    |    ~     ~    
4058|TYC 2977-2034-2                                                                                          |Star                           |08 19 16.416 +40 51 55.36              |180.054408 +33.368752              |      -2.9 -1.3   |9.89     |~                    |    ~     ~    
4059|TYC 3800-1755-2                                                                                          |Star                           |08 19 21.461 +56 27 05.95              |161.295804 +34.340793              |       4.0 20.3   |9.98     |~                    |    ~     ~    
4060|TYC 200-434-2                                                                                            |Star                           |08 21 23.237 +02 26 59.10              |221.325221 +21.074475              |      -11.7 1.6   |10.94    |~                    |    ~     ~    
4061|TYC 4374-685-2                                                                                           |Star                           |08 21 26.190 +69 47 03.93              |145.323924 +33.064505              |       31.6 2.7   |10.40    |~                    |    ~     ~    
4062|BD+74 355B                                                                                               |Star                           |08 21 56.375696 +74 15 36.74358        |140.129025478 +32.124710696        |      -37.4 7.6   |10.94    |~                    |    ~     ~    
4063|TYC 1378-908-2                                                                                           |Star                           |08 22 07.826 +15 50 56.17              |208.168310 +27.036314              |     13.9 -26.1   |10.11    |~                    |    ~     ~    
4064|TYC 807-1472-2                                                                                           |Star                           |08 22 11.9723340336 +13 59 56.827706712|210.0783289883821 +26.3225084165916|-11.223 -11.556   |10.54    |~                    |    ~     ~    
4065|TYC 807-1197-2                                                                                           |Star                           |08 22 26.718 +13 09 00.76              |210.970522 +26.034181              |    -12.0 -25.6   |10.43    |~                    |    ~     ~    
4066|TYC 2977-594-2                                                                                           |Star                           |08 22 49.435084 +42 10 12.12719        |178.612218083 +34.209701151        |     -28.9 -1.9   |10.72    |~                    |    ~     ~    
4067|TYC 201-483-2                                                                                            |Star                           |08 24 03.846 +02 12 31.44              |221.893225 +21.548998              |     -3.3 -20.3   |10.46    |~                    |    ~     ~    
4068|TYC 4133-1300-2                                                                                          |Star                           |08 24 40.708 +65 28 20.39              |150.355199 +34.127457              |    -21.1 -35.9   |10.51    |~                    |    ~     ~    
4069|HD 67222B                                                                                                |Star                           |08 25 12.027378 +84 00 51.42952        |129.234727636 +29.367981191        |     -7.9 -13.1   |9.51     |~                    |    ~     ~    
4070|BD+18 1942B                                                                                              |Star                           |08 26 25.0739607758 +17 49 25.348248112|206.5400802944799 +28.7337225816366|-10.695 -21.187   |10.24    |~                    |    ~     ~    
4071|TYC 2974-2280-2                                                                                          |Star                           |08 26 26.073 +39 06 08.84              |182.407114 +34.453697              |     -36.8 -3.6   |10.76    |~                    |    ~     ~    
4072|* 24 Cnc B                                                                                               |Double or Multiple Star        |08 26 40.1133289146 +24 32 06.610240024|199.2818859094890 +31.0756025769853|-38.165 -80.958   |7.471    |F7V                  |    ~     ~    
4073|BD+38 1909B                                                                                              |Star                           |08 27 19.7133811588 +38 01 33.053719295|183.7298489574279 +34.4537045230838| -6.357 -33.924   |10.39    |~                    |    ~     ~    
4074|TYC 808-707-2                                                                                            |Star                           |08 28 01.3197 +14 13 29.630            |210.4791847 +27.7068126            | -33.069 -9.041   |10.46    |~                    |    ~     ~    
