C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:35:13

dec< 0&rah >=3.0&rah< 3.25&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2700

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-------------------------|--------|-------------------
1885|CD-53 609                                                                                                |Star                                  |03 00 59.1007645848 -52 43 39.078468300|268.6039817029275 -54.8851030774439|  11.071 11.643   |10.44    |~               |    ~     ~    |    1|  289.902   pc  |  -4.7130     +4.7130    |ST-L    |2020AJ....160...83S
1886|CD-53 608                                                                                                |High Proper Motion Star               |03 00 48.7381881432 -52 47 37.367712960|268.7247128593156 -54.8696332235915|  72.228 36.678   |10.44    |~               |    ~     ~    |    1|  164.566   pc  |  -7.7887     +7.7887    |paral   |2020yCat.1350....0G
1887|CD-50 892                                                                                                |Star                                  |03 00 38.0473484304 -50 19 41.732042844|265.0826326302770 -56.2247399101864|  24.182 40.339   |10.118   |~               |    ~     ~    |    1|  251.799   pc  |  -3.0640     +3.0640    |ST-L    |2020AJ....160...83S
1888|CD-51 693                                                                                                |High Proper Motion Star               |03 00 42.4830304584 -50 54 40.056847776|265.9614367942434 -55.9097387082283| -4.899 -75.910   |10.60    |~               |    ~     ~    |    1|  174.410   pc  |  -0.4745     +0.4745    |paral   |2020yCat.1350....0G
1889|V* T Hor                                                                                                 |Mira Variable                         |03 00 52.1203301208 -50 38 31.886250072|265.5287844213016 -56.0295164547365|   20.187 1.663   |8.69     |M2/3e           |    ~     ~    |    1| 1105.705   pc  | -57.7060    +57.7060    |paral   |2020yCat.1350....0G
1890|HD 19254                                                                                                 |High Proper Motion Star               |03 03 50.2807647024 -51 24 34.569045540|266.2549036511360 -55.2302114516252|  98.793 67.643   |8.24     |F7V             |    ~     ~    |    1|   68.049   pc  |  -0.0727     +0.0727    |paral   |2020yCat.1350....0G
1891|CD-51 700                                                                                                |Star                                  |03 03 58.7725026264 -50 43 42.776768028|265.2077562290824 -55.5629462466581|   6.130 14.650   |10.606   |K2              |    ~     ~    |    1|  433.988   pc  |  -9.8960     +9.8960    |ST-L    |2020AJ....160...83S
1892|CD-51 703                                                                                                |Star                                  |03 04 15.1790768736 -51 05 21.232620636|265.7149088348200 -55.3410578119755|-18.836 -13.340   |9.89     |~               |    ~     ~    |    1|  245.888   pc  |  -0.8948     +0.8948    |paral   |2020yCat.1350....0G
1893|HD 19330                                                                                                 |High Proper Motion Star               |03 04 33.1430210448 -51 19 19.562287188|266.0222481367366 -55.1805731909995|  88.199 71.826   |7.54     |F8V             |    ~     ~    |    1|   54.479   pc  |  -0.0463     +0.0463    |paral   |2020yCat.1350....0G
1894|CD-51 707                                                                                                |High Proper Motion Star               |03 04 41.8871333088 -50 44 53.418928128|265.1355386340285 -55.4550662574277|-99.929 -12.269   |10.04    |~               |    ~     ~    |    1|  101.270   pc  |  -0.2995     +0.2995    |paral   |2020yCat.1350....0G
1895|CD-51 708                                                                                                |Star                                  |03 04 52.1309081904 -51 27 42.607182420|266.1863823739237 -55.0658807059235|   7.013 38.884   |10.422   |G5              |    ~     ~    |    1|  289.845   pc  |  -3.9670     +3.9670    |ST-L    |2020AJ....160...83S
1896|CD-51 709                                                                                                |Star                                  |03 05 05.1984588384 -51 09 58.235695164|265.7127328598680 -55.1893109542297|    8.579 0.442   |9.28     |M0              |    ~     ~    |    1|  780.640   pc  |  -8.4706     +8.4706    |paral   |2020yCat.1350....0G
1897|CD-51 715                                                                                                |Star                                  |03 05 53.1082999824 -50 54 08.544262788|265.2028417886724 -55.2153738771509|   5.512 22.628   |10.33    |K0              |    ~     ~    |    1|  433.055   pc  |-105.0000   +105.0000    |ST-L    |2020AJ....160...83S
1898|HD 19531                                                                                                 |High Proper Motion Star               |03 06 33.1891376712 -50 32 14.292932244|264.5551055614167 -55.3060123560843|  45.137 39.722   |9.30     |A2/3V           |    ~     ~    |    1|  360.620   pc  |  -1.7686     +1.7686    |paral   |2020yCat.1350....0G
1899|CD-51 719                                                                                                |Spectroscopic Binary                  |03 06 40.5013330824 -51 07 10.094477916|265.4209818077733 -54.9985880950863|   25.816 6.211   |9.96     |G5              |    ~     ~    |    1|  314.693   pc  |  -1.8816     +1.8816    |paral   |2020yCat.1350....0G
1900|HD 19614                                                                                                 |Star                                  |03 07 20.0366401104 -51 27 34.585606692|265.8400996615812 -54.7375595181154|   30.564 3.481   |7.91     |M2/3III         |    ~     ~    |    1|  371.858   pc  |  -2.2539     +2.2539    |paral   |2020yCat.1350....0G
1901|CD-51 733                                                                                                |Star                                  |03 09 27.5237344224 -51 07 47.759612016|265.0590986481034 -54.6146763221186|  1.375 -20.434   |9.977    |K5              |    ~     ~    |    1|  592.715   pc  | -16.3300    +16.3300    |ST-L    |2020AJ....160...83S
1902|CD-51 735                                                                                                |Star                                  |03 09 53.1227231712 -51 19 15.449184084|265.2888909451186 -54.4624277297780|-12.314 -28.229   |10.26    |K0              |    ~     ~    |    1|  166.683   pc  |  -1.3360     +1.3360    |ST-L    |2020AJ....160...83S
1903|CD-52 628                                                                                                |Star                                  |03 08 25.0976535288 -51 44 28.225556376|266.1111284325068 -54.4495047337698|  10.031 17.939   |10.810   |~               |    ~     ~    |    1|  412.805   pc  |  -8.7660     +8.7660    |ST-L    |2020AJ....160...83S
1904|CPD-52 353                                                                                               |Star                                  |03 00 07.4612444856 -52 05 17.226394548|267.8023998510531 -55.3497798753988|-12.092 -19.989   |10.20    |~               |    ~     ~    |    1|  165.662   pc  |  -1.5580     +1.5580    |ST-L    |2020AJ....160...83S
1905|CD-52 605                                                                                                |Star                                  |03 00 13.6301260488 -52 21 59.160542652|268.1934853502237 -55.1822823816920|   14.673 5.822   |10.273   |~               |    ~     ~    |    1|  561.016   pc  | -16.3700    +16.3700    |ST-L    |2020AJ....160...83S
1906|HD 19264                                                                                                 |Star                                  |03 03 47.9483978352 -52 14 54.657835152|267.5003840780858 -54.7900245388530|  -3.587 -0.583   |9.09     |G8(III)         |    ~     ~    |    1|  426.367   pc  |  -5.7809     +5.7809    |paral   |2020yCat.1350....0G
1907|CD-52 613                                                                                                |Star                                  |03 04 31.4130559176 -52 02 36.125141424|267.0965769032084 -54.8058453969266|   11.632 9.338   |9.40     |~               |    ~     ~    |    1|  619.963   pc  |  -3.8820     +3.8820    |paral   |2020yCat.1350....0G
1908|CD-52 620                                                                                                |Star                                  |03 05 38.5895922720 -52 09 22.730824188|267.1047184413897 -54.6001804124921|  11.124 -6.029   |9.32     |~               |    ~     ~    |    1|  478.583   pc  |  -2.4278     +2.4278    |paral   |2020yCat.1350....0G
1909|CPD-52 359                                                                                               |Star                                  |03 05 45.5446735896 -52 07 50.463786360|267.0509362917035 -54.5985983971404|  21.188 -4.768   |10.49    |~               |    ~     ~    |    1|  476.967   pc  | -12.2200    +12.2200    |ST-L    |2020AJ....160...83S
1910|CD-52 624                                                                                                |Star                                  |03 06 55.0734261408 -52 02 35.319655572|266.7616406054323 -54.4928034466504|  41.236 26.735   |9.84     |~               |    ~     ~    |    1|  202.536   pc  |  -0.4840     +0.4840    |paral   |2020yCat.1350....0G
1911|CD-50 891                                                                                                |Star                                  |03 00 23.9766235128 -50 02 30.285623220|264.6749642637818 -56.4046723461382|   1.166 17.969   |10.713   |~               |    ~     ~    |    1|  289.799   pc  |  -4.3460     +4.3460    |ST-L    |2020AJ....160...83S
1912|CD-51 695                                                                                                |Star                                  |03 01 14.9100488544 -50 58 25.670535024|265.9761976249983 -55.8043497633592|   8.468 14.413   |10.274   |~               |    ~     ~    |    1| 1214.130   pc  | -67.5000    +67.5000    |ST-L    |2020AJ....160...83S
1913|CD-51 696                                                                                                |High Proper Motion Star               |03 01 19.2550095336 -51 02 30.196350708|266.0681107030648 -55.7588322857591| 60.617 -14.881   |10.94    |~               |    ~     ~    |    1|  128.568   pc  |  -1.0520     +1.0520    |ST-L    |2020AJ....160...83S
1914|CD-52 610                                                                                                |Star                                  |03 02 54.8025783720 -51 35 09.241816920|266.6507581688625 -55.2596347621571|-33.073 -23.375   |10.56    |~               |    ~     ~    |    1|   81.362   pc  |  -0.3228     +0.3228    |ST-L    |2020AJ....160...83S
1915|CD-51 701                                                                                                |Spectroscopic Binary                  |03 04 06.0926306088 -50 37 40.683558072|265.0371581939809 -55.5974609669101|    3.686 8.201   |10.79    |~               |    ~     ~    |    1|  250.683   pc  | -12.8952    +12.8952    |paral   |2020yCat.1350....0G
1916|CD-51 714                                                                                                |Star                                  |03 05 34.6072916112 -51 10 55.205174748|265.6677059681347 -55.1152124084248|   6.152 -1.143   |10.356   |~               |    ~     ~    |    1|  781.164   pc  | -29.1400    +29.1400    |ST-L    |2020AJ....160...83S
1917|CD-52 622                                                                                                |Star                                  |03 06 22.0602275520 -51 33 36.281505780|266.1230364706025 -54.8154583774139| 32.530 -30.020   |10.85    |~               |    ~     ~    |    1|  172.292   pc  |  -0.2998     +0.2998    |paral   |2020yCat.1350....0G
1918|CD-52 625                                                                                                |Star                                  |03 07 24.2126731824 -51 33 46.121120208|265.9843646074791 -54.6757450356148|   14.752 8.162   |10.26    |~               |    ~     ~    |    1|  533.276   pc  |  -3.1282     +3.1282    |paral   |2020yCat.1350....0G
1919|CD-51 725                                                                                                |Star                                  |03 08 06.3083784000 -51 17 57.788521656|265.4954178528170 -54.7145075053508|    7.417 4.156   |10.092   |~               |    ~     ~    |    1|  810.858   pc  | -31.0300    +31.0300    |ST-L    |2020AJ....160...83S
1920|UCAC4 194-002691                                                                                         |Star                                  |03 03 07.7791750944 -51 17 16.511137404|266.1745309351620 -55.3881607059637|   12.989 5.295   |10.879   |~               |    ~     ~    |    1| 1950.990   pc  |-174.2000   +174.2000    |ST-L    |2020AJ....160...83S
1921|TYC 8064-62-1                                                                                            |Star                                  |03 05 10.8951088848 -50 43 58.424244564|265.0441667315920 -55.3967968748045|    2.543 2.114   |10.61    |~               |    ~     ~    |    1| 2288.853   pc  | -95.8709    +95.8709    |paral   |2020yCat.1350....0G
1922|TYC 8064-596-1                                                                                           |High Proper Motion Star               |03 08 50.6681140536 -50 50 51.650702916|264.7153665752845 -54.8374056897495|  40.008 32.980   |10.98    |~               |    ~     ~    |    1|  166.781   pc  |  -0.3477     +0.3477    |paral   |2020yCat.1350....0G
1923|TYC 8064-812-1                                                                                           |Star                                  |03 06 21.7419950472 -52 05 04.287680808|266.8992270961451 -54.5440340823770|   -0.082 7.232   |10.96    |~               |    ~     ~    |    1| 1295.840   pc  | -19.4787    +19.4787    |paral   |2020yCat.1350....0G
1924|TYC 8492-74-1                                                                                            |Spectroscopic Binary                  |03 01 58.2335321736 -52 40 28.331169096|268.3831822361406 -54.7906029870623|   11.224 4.483   |10.984   |~               |    ~     ~    |    1|  415.208   pc  | -11.0100    +11.0100    |ST-L    |2020AJ....160...83S
1925|CD-56 610                                                                                                |High Proper Motion Star               |03 03 46.8117090048 -56 21 31.699647612|273.1894835884258 -52.4402118174226|  0.059 -59.145   |10.06    |~               |    ~     ~    |    1|  150.965   pc  |  -1.0850     +1.0850    |ST-L    |2020AJ....160...83S
1926|HD 19660                                                                                                 |Star                                  |03 07 21.8017698984 -56 49 24.131656164|273.3134673739725 -51.7669472046830|   8.513 17.123   |8.11     |K0/1III         |    ~     ~    |    1|  305.083   pc  |  -1.5171     +1.5171    |paral   |2020yCat.1350....0G
1927|NGC 1252 35                        HD 19780                                                              |Star                                  |03 08 23.9287965216 -57 00 35.795330640|273.4201147197292 -51.5424519398616| 14.560 -13.625   |8.97     |K2III           |    ~     ~    |    1|  382.088   pc  |  -4.0439     +4.0439    |paral   |2018yCat.1345....0G
1928|NGC 1252 30                        HD 20093                                                              |Star                                  |03 11 08.2929604896 -57 11 35.234735316|273.3068704401574 -51.1339000469016| -3.215 -26.372   |9.56     |F6III/IV        |    ~     ~    |    1|  205.914   pc  |  -2.0225     +2.0225    |paral   |2018yCat.1345....0G
1929|NGC 1252 5                         CD-58 653                                                             |Star                                  |03 13 06.4321517616 -57 37 21.250740648|273.6155172550587 -50.6682387085754|   5.742 17.777   |10.416   |~               |    ~     ~    |    1|  233.738   pc  |  -1.4259     +1.4259    |paral   |2018yCat.1345....0G
1930|CD-57 608                                                                                                |Star                                  |03 07 27.4374 -56 44 30.399            |273.1950168 -51.8050758            |    42.50 12.60   |10.74    |~               |    ~     ~    |    0|                |                         |        |                   
1931|CD-57 609                                                                                                |Star                                  |03 07 29.6445225480 -56 56 31.782327432|273.4503687294457 -51.6818663325857|  11.750 12.359   |9.91     |~               |    ~     ~    |    1| 1307.702   pc  | -34.3727    +34.3727    |paral   |2020yCat.1350....0G
1932|NGC 1252 24                        CD-57 621                                                             |Double or Multiple Star               |03 11 11.4817862112 -57 16 10.029090864|273.3988615237388 -51.0834769894953|  23.903 12.496   |11.432   |~               |    ~     ~    |    1|  345.862   pc  |  -5.7810     +5.7810    |ST-L    |2020AJ....160...83S
1933|NGC 1252 38                        V* TW Hor                                                             |Carbon Star                           |03 12 33.1599109680 -57 19 17.577229512|273.2961613503820 -50.9036228718676|  18.850 13.692   |5.71     |C-N5IIIb:       |    ~     ~    |    1|  460.532   pc  | -14.9099    +14.9099    |paral   |2020yCat.1350....0G
1934|HD 19938                                                                                                 |Star                                  |03 09 46.9332781752 -55 29 14.993317284|271.2275293483572 -52.2670655410597|-20.667 -10.928   |7.61     |K3/4III         |    ~     ~    |    1|  425.586   pc  |  -5.5062     +5.5062    |paral   |2020yCat.1350....0G
1935|HD 20051                                                                                                 |Star                                  |03 10 54.6820233936 -55 01 36.014575332|270.4549601044039 -52.3908788136546| -3.444 -22.636   |9.46     |F8III           |    ~     ~    |    1|  268.435   pc  |  -0.8287     +0.8287    |paral   |2020yCat.1350....0G
1936|HD 20058                                                                                                 |High Proper Motion Star               |03 10 59.2973017872 -55 09 42.208022520|270.6291964581564 -52.3070172719633| -64.273 -6.203   |9.17     |G8IV            |    ~     ~    |    1|   73.217   pc  |  -0.0718     +0.0718    |paral   |2020yCat.1350....0G
1937|HD 20072                                                                                                 |Star                                  |03 11 07.6943976408 -54 53 18.639286116|270.2377655229224 -52.4409623374842| -15.927 -3.028   |8.62     |F0IV            |    ~     ~    |    1|  199.306   pc  |  -0.7190     +0.7190    |paral   |2020yCat.1350....0G
1938|HD 20224                                                                                                 |High Proper Motion Star               |03 12 35.9233884360 -55 10 59.153459664|270.4517564459918 -52.1032983501854|  3.479 -63.393   |9.10     |F5V             |    ~     ~    |    1|  147.265   pc  |  -1.0280     +1.0280    |ST-L    |2020AJ....160...83S
1939|HD 20415                                                                                                 |Star                                  |03 14 32.4304858032 -55 14 40.722439668|270.2914115215641 -51.8373411844711|  27.230 18.093   |8.79     |F6IV            |    ~     ~    |    1|  167.101   pc  |  -0.5305     +0.5305    |paral   |2020yCat.1350....0G
1940|CD-56 613                                                                                                |Star                                  |03 05 20.3071103232 -55 44 03.335920908|272.1517303620892 -52.6377213017382|  14.667 18.242   |10.913   |~               |    ~     ~    |    1|  307.379   pc  |  -4.7340     +4.7340    |ST-L    |2020AJ....160...83S
1941|CD-56 645                                                                                                |Star                                  |03 14 06.2947324320 -55 43 15.320253252|270.9908679140268 -51.6299760612466|  23.975 16.103   |9.95     |~               |    ~     ~    |    1|  255.810   pc  |  -3.1210     +3.1210    |ST-L    |2020AJ....160...83S
1942|HD 19238                                                                                                 |Star                                  |03 03 21.5179632576 -56 04 41.252217564|272.8793272616997 -52.6561837571623|   14.315 4.943   |8.67     |K2III           |    ~     ~    |    1|  574.020   pc  |  -5.4367     +5.4367    |paral   |2020yCat.1350....0G
1943|CD-56 632                                                                                                |High Proper Motion Star               |03 10 23.2966120464 -56 11 09.645170532|272.0831511477203 -51.8000549102581|  36.626 42.701   |9.82     |~               |    ~     ~    |    1|  208.306   pc  |  -2.0740     +2.0740    |ST-L    |2020AJ....160...83S
1944|HD 20177                                                                                                 |High Proper Motion Star               |03 12 01.6510472568 -56 24 05.550807492|272.1594733909786 -51.4903320990629|  22.961 45.745   |7.20     |K5III           |    ~     ~    |    1|  227.113   pc  |  -0.9233     +0.9233    |paral   |2020yCat.1350....0G
1945|CD-56 639                                                                                                |Star                                  |03 12 05.2762207008 -56 19 35.248514160|272.0525202254365 -51.5260576837767|  22.252 -4.149   |8.73     |~               |    ~     ~    |    1|  378.501   pc  |  -1.8051     +1.8051    |paral   |2020yCat.1350....0G
1946|HD 20334                                                                                                 |Star                                  |03 13 41.5730355048 -56 03 53.161000056|271.5032405139059 -51.4882202717927|  -2.116 11.925   |8.26     |A1/2V           |    ~     ~    |    1|  282.328   pc  |  -4.3230     +4.3230    |ST-L    |2020AJ....160...83S
1947|CD-56 646                                                                                                |Double or Multiple Star               |03 14 04.7505 -55 57 39.817            |271.3165331 -51.5007579            |    4.835 6.946   |10.05    |~               |    ~     ~    |    1|  498.774   pc  | -13.1700    +13.1700    |ST-L    |2020AJ....160...83S
1948|NGC 1252 34                        HD 19949                                                              |Star                                  |03 09 48.2770457400 -56 56 48.107869080|273.1567688998375 -51.4250308769941|  12.557 14.819   |8.72     |K5/M0(III)      |    ~     ~    |    1|  896.138   pc  | -12.2066    +12.2066    |paral   |2020yCat.1350....0G
1949|NGC 1252 32                        HD 20145                                                              |Star                                  |03 11 42.1745729256 -56 58 40.132678944|272.9563300870553 -51.1965301987544|  -8.071 -7.181   |9.29     |G8III           |    ~     ~    |    1|  550.146   pc  |  -7.5362     +7.5362    |paral   |2018yCat.1345....0G
1950|NGC 1252 33                        HD 20352                                                              |High Proper Motion Star               |03 13 53.6875294944 -56 55 10.586179020|272.6077752730577 -50.9849261608553|-57.253 -88.331   |8.65     |F7V             |    ~     ~    |    1|   96.014   pc  |  -0.1263     +0.1263    |paral   |2020yCat.1350....0G
1951|TYC 8495-964-1                                                                                           |Star                                  |03 13 49.2170621688 -56 31 36.496149060|272.1008324966770 -51.2152712775322|   5.151 18.770   |10.72    |~               |    ~     ~    |    1|  519.033   pc  | -12.3500    +12.3500    |ST-L    |2020AJ....160...83S
1952|CD-56 619                                                                                                |Star                                  |03 06 15.8738655408 -56 16 42.651505920|272.7471939613920 -52.2121379889849|   17.670 7.308   |10.33    |~               |    ~     ~    |    1|  839.208   pc  |  -7.6765     +7.6765    |paral   |2020yCat.1350....0G
1953|CD-56 628                                                                                                |Star                                  |03 08 25.1772567696 -56 28 37.399959732|272.7226922842212 -51.8541072983636|    6.138 6.594   |10.91    |~               |    ~     ~    |    1|  262.782   pc  |  -3.7150     +3.7150    |ST-L    |2020AJ....160...83S
1954|CD-56 630                                                                                                |Star                                  |03 09 21.3526352232 -56 22 33.660216876|272.4677938648191 -51.8077427687158|   11.716 9.899   |10.78    |~               |    ~     ~    |    1|  662.812   pc  | -29.7300    +29.7300    |ST-L    |2020AJ....160...83S
1955|CD-55 651                                                                                                |Star                                  |03 10 02.7024337392 -55 24 50.346061164|271.0939620363171 -52.2776814289954|-17.751 -25.761   |10.792   |~               |    ~     ~    |    1|  380.364   pc  |  -7.2060     +7.2060    |ST-L    |2020AJ....160...83S
1956|CD-57 619                                                                                                |Star                                  |03 10 47.9759041560 -56 43 07.650464412|272.7324315675804 -51.4470598945143|    5.136 6.211   |10.72    |~               |    ~     ~    |    1|  297.779   pc  |  -0.9311     +0.9311    |paral   |2020yCat.1350....0G
1957|CD-57 628                                                                                                |Star                                  |03 13 08.6973671640 -56 41 41.689624560|272.4060134275587 -51.1969645804137|  -0.244 -3.326   |10.446   |~               |    ~     ~    |    1|  529.293   pc  | -16.1300    +16.1300    |ST-L    |2020AJ....160...83S
1958|CD-56 644                                                                                                |Star                                  |03 14 01.0315600008 -55 46 47.813942064|271.0812227795893 -51.6078592915628|  32.839 13.437   |10.899   |~               |    ~     ~    |    1|  472.388   pc  | -10.5900    +10.5900    |ST-L    |2020AJ....160...83S
1959|NGC 1261                           NGC 1261                                                              |Globular Cluster                      |03 12 16.21 -55 12 58.4                |270.53871 -52.12435                |     1.61 -2.05   |8.63     |~               | 6.9   6.9     |    0|                |                         |        |                   
1960|CD-55 642                                                                                                |Star                                  |03 07 40.7162257944 -55 25 09.330330900|271.4134666575403 -52.5511976037337|   -3.983 1.706   |10.75    |~               |    ~     ~    |    1| 1206.273   pc  | -17.6066    +17.6066    |paral   |2020yCat.1350....0G
1961|CD-56 635                                                                                                |Star                                  |03 11 04.2055309056 -56 01 21.169437420|271.7782812060958 -51.8150211015027|  -2.264 -5.887   |10.650   |~               |    ~     ~    |    1| 1022.660   pc  | -62.2600    +62.2600    |ST-L    |2020AJ....160...83S
1962|CD-57 625                                                                                                |Star                                  |03 12 02.8214561160 -56 52 42.794450652|272.7836850116504 -51.2154143400629|    5.604 0.537   |10.473   |~               |    ~     ~    |    1| 1307.710   pc  | -90.1700    +90.1700    |ST-L    |2020AJ....160...83S
1963|TYC 8492-740-1                                                                                           |Star                                  |03 12 57.5563132464 -54 56 00.412682640|270.0646536132570 -52.1958806375051| -4.118 -35.266   |10.717   |~               |    ~     ~    |    1|  414.886   pc  |  -8.6030     +8.6030    |ST-L    |2020AJ....160...83S
1964|TYC 8495-765-1                                                                                           |Star                                  |03 14 28.0850999088 -56 29 43.375293060|271.9793984993875 -51.1588841027256|  8.118 -15.010   |10.439   |~               |    ~     ~    |    1|  496.690   pc  | -11.9400    +11.9400    |ST-L    |2020AJ....160...83S
1965|NGC 1252 6                         CD-58 651                                                             |High Proper Motion Star               |03 13 05.6924488704 -57 34 01.721590968|273.5458218639633 -50.7017755280453|-10.274 -67.424   |11.19    |~               |    ~     ~    |    1|  147.776   pc  |  -1.0640     +1.0640    |ST-L    |2020AJ....160...83S
1966|NGC 1252 7                         NGC 1252 7                                                            |Star                                  |03 13 00.1412139528 -57 33 57.467878668|273.5556770751038 -50.7125612574043|   16.895 4.243   |11.97    |~               |    ~     ~    |    1|  919.963   pc  | -17.0959    +17.0959    |paral   |2018yCat.1345....0G
1967|NGC 1252 25                        NGC 1252 25                                                           |Star                                  |03 11 15.6198433584 -57 15 40.294643688|273.3795194799897 -51.0807370231054|   25.476 7.835   |11.96    |~               |    ~     ~    |    1|  230.298   pc  |  -0.5198     +0.5198    |paral   |2020yCat.1350....0G
1968|NGC 1252 31                        CD-57 622                                                             |Star                                  |03 11 16.8216120159 -57 09 32.649366905|273.2448832325302 -51.1381076996224|  19.115 19.460   |11.17    |~               |    ~     ~    |    1|  565.835   pc  | -42.7426    +42.7426    |paral   |2018yCat.1345....0G
1969|NGC 1252 23                        CD-57 627                                                             |Star                                  |03 12 46.1202791880 -57 21 01.333816416|273.3066544315879 -50.8631718228022|   -5.191 3.693   |10.84    |~               |    ~     ~    |    1|  249.894   pc  |  -1.7485     +1.7485    |paral   |2018yCat.1345....0G
1970|CD-56 604                                                                                                |Star                                  |03 00 16.0923528408 -55 55 34.478751180|273.1143056367617 -53.0915977332347| -2.151 -43.349   |10.65    |~               |    ~     ~    |    1|  212.481   pc  |  -0.6637     +0.6637    |paral   |2020yCat.1350....0G
1971|HD 19202                                                                                                 |Star                                  |03 03 11.5265224704 -53 31 15.745868652|269.4154608324600 -54.1657032505361|  3.353 -12.065   |9.92     |A7IV            |    ~     ~    |    1|  362.858   pc  |  -7.8999     +7.8999    |paral   |2020yCat.1350....0G
1972|CD-54 602                                                                                                |Star                                  |03 02 32.0373317208 -54 19 19.596726984|270.6279162997507 -53.7879854636958|  11.764 13.511   |9.60     |~               |    ~     ~    |    1|  565.483   pc  |  -3.1018     +3.1018    |paral   |2020yCat.1350....0G
1973|HD 19779                                                                                                 |High Proper Motion Star               |03 08 41.1324883776 -53 55 07.940931312|269.2150202981538 -53.2687183459501|-64.139 -166.447  |9.06     |G5V             |    ~     ~    |    1|   63.872   pc  |  -0.2042     +0.2042    |ST-L    |2020AJ....160...83S
1974|CD-55 660                                                                                                |Star                                  |03 12 44.1668 -54 31 41.550            |269.5345544 -52.4413607            |   24.706 9.444   |9.75     |~               |    ~     ~    |    1|  253.192   pc  |  -3.3370     +3.3370    |ST-L    |2020AJ....160...83S
1975|HD 19150                                                                                                 |High Proper Motion Star               |03 02 35.5056913632 -54 58 05.119413384|271.5035125046564 -53.4041384618606|  53.500 14.007   |8.39     |K3III           |    ~     ~    |    1|  204.977   pc  |  -0.6596     +0.6596    |paral   |2020yCat.1350....0G
1976|CD-55 636                                                                                                |Star                                  |03 04 41.7252931104 -54 55 00.553062324|271.1389427262450 -53.1887182727481|   -7.584 8.991   |10.66    |~               |    ~     ~    |    1|  364.696   pc  |  -6.3580     +6.3580    |ST-L    |2020AJ....160...83S
1977|CD-55 647                                                                                                |Star                                  |03 09 01.3844608320 -54 58 19.631079336|270.6278482005183 -52.6462736849642|   13.277 4.313   |10.41    |~               |    ~     ~    |    1|  346.576   pc  |  -5.5740     +5.5740    |ST-L    |2020AJ....160...83S
1978|HD 19905                                                                                                 |High Proper Motion Star               |03 09 42.4444367256 -55 01 29.716980528|270.6096931885836 -52.5353844078243|  65.358 -4.973   |8.83     |K1Vp            |    ~     ~    |    1|  146.175   pc  |  -1.0880     +1.0880    |ST-L    |2020AJ....160...83S
1979|CD-54 597                                                                                                |Star                                  |03 00 13.4716444896 -54 03 37.071577224|270.6001210512345 -54.2150529810272|   9.037 -7.534   |10.70    |~               |    ~     ~    |    1|  409.439   pc  |  -8.5240     +8.5240    |ST-L    |2020AJ....160...83S
1980|CD-54 598                                                                                                |Star                                  |03 00 47.7122468832 -54 16 21.322484256|270.8103261838815 -54.0230495049981|   5.113 26.654   |9.69     |~               |    ~     ~    |    1|  909.504   pc  | -29.2828    +29.2828    |paral   |2020yCat.1350....0G
1981|CD-53 613                                                                                                |Star                                  |03 01 59.3516399448 -53 19 17.569219116|269.3063276828426 -54.4261990252280|  12.850 13.103   |10.28    |~               |    ~     ~    |    1|  156.453   pc  |  -1.1890     +1.1890    |ST-L    |2020AJ....160...83S
1982|CD-55 633                                                                                                |Star                                  |03 03 18.9675029760 -55 28 54.393552948|272.0936182436093 -53.0172856790905| -4.871 -12.098   |10.03    |~               |    ~     ~    |    1|  527.375   pc  | -16.1500    +16.1500    |ST-L    |2020AJ....160...83S
1983|CD-54 608                                                                                                |Star                                  |03 03 32.3785016064 -53 38 55.300428888|269.5458726151311 -54.0512023593359|  30.133 24.415   |10.695   |~               |    ~     ~    |    1|  257.691   pc  |  -3.2010     +3.2010    |ST-L    |2020AJ....160...83S
1984|CD-55 634                                                                                                |High Proper Motion Star               |03 03 35.6902546248 -55 18 07.665623316|271.8136293026132 -53.0915681788919|-24.036 -123.355  |10.52    |~               |    ~     ~    |    1|   69.601   pc  |  -0.2384     +0.2384    |ST-L    |2020AJ....160...83S
1985|CD-54 611                                                                                                |High Proper Motion Star               |03 04 39.5434844736 -53 33 41.089885308|269.2645923923294 -53.9625174067688|  55.298 44.905   |10.27    |~               |    ~     ~    |    1|   95.971   pc  |  -0.1087     +0.1087    |paral   |2020yCat.1350....0G
1986|CD-54 612                                                                                                |Star                                  |03 04 41.4940867032 -54 12 33.565200876|270.1669735985157 -53.5944258281747| 35.300 -25.067   |10.53    |~               |    ~     ~    |    1|  185.787   pc  |  -0.3831     +0.3831    |paral   |2020yCat.1350....0G
1987|CD-54 613                                                                                                |Star                                  |03 04 49.4639822760 -53 50 19.425710832|269.6315331685873 -53.7872907286229|    1.291 3.798   |10.03    |~               |    ~     ~    |    1|  668.700   pc  | -16.7400    +16.7400    |ST-L    |2020AJ....160...83S
