C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:43:54

Vmag< 11&dec >=0&rah >=13.25&rah< 13.5
--------------------------------------

Number of objects : 2069

 #  |                                                                                                                     identifier                                                                                                                      |              typ               |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type    |   ang. size   
----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-----------------|---------------
1512|TYC 1451-611-1                                                                                                                                                                                                                                       |Spectroscopic Binary            |13 19 07.2317705640 +16 58 08.680088928|336.5711580238507 +77.9922243871586| -24.809 32.135    |10.72    |~                |    ~     ~    
1513|TYC 1451-763-1                                                                                                                                                                                                                                       |Star                            |13 18 51.7715508672 +16 51 04.639367952|336.0285010628288 +77.9225511683868|  -17.213 2.768    |10.08    |~                |    ~     ~    
1514|TYC 1458-194-1                                                                                                                                                                                                                                       |Star                            |13 24 50.5834610664 +17 16 32.440051992|342.7258001386586 +77.4851209891658|    0.173 0.291    |10.87    |~                |    ~     ~    
1515|TYC 1458-283-1                                                                                                                                                                                                                                       |Star                            |13 28 34.7683701888 +17 08 55.162240548|345.5455596406303 +76.8370494674860|-20.927 -17.995    |10.17    |~                |    ~     ~    
1516|TYC 1458-327-1                                                                                                                                                                                                                                       |Star                            |13 26 28.8456252480 +17 16 52.502670048|344.1641492880186 +77.2528305642079|  5.951 -38.812    |10.60    |~                |    ~     ~    
1517|GSC 01458-00375                                                                                                                                                                                                                                      |Double or Multiple Star         |13 21 36.6452584512 +17 15 45.471073248|339.7324549194947 +77.9202908253954| -54.094 26.896    |10.24    |~                |    ~     ~    
1518|TYC 1458-396-1                                                                                                                                                                                                                                       |Spectroscopic Binary            |13 27 57.7171235136 +17 25 32.575475856|345.8171897196824 +77.1448679148006| 26.868 -21.798    |10.98    |~                |    ~     ~    
1519|TYC 1458-518-1                                                                                                                                                                                                                                       |Star                            |13 27 58.9489529544 +17 12 28.874300940|345.2209219556657 +76.9728661667176|  -19.191 3.152    |10.99    |~                |    ~     ~    
1520|TYC 1458-550-1                                                                                                                                                                                                                                       |High Proper Motion Star         |13 26 43.9528181376 +16 04 13.548414936|341.2358563813797 +76.2429526272323|-37.026 -38.821    |10.46    |~                |    ~     ~    
1521|TYC 1458-588-1                                                                                                                                                                                                                                       |High Proper Motion Star         |13 24 19.1237915136 +16 33 50.245687224|340.3934932196654 +76.9784507691921|-53.774 -12.969    |10.89    |~                |    ~     ~    
1522|TYC 1458-614-1                                                                                                                                                                                                                                       |Star                            |13 25 11.2908026832 +17 23 20.301105444|343.3447123915069 +77.5262437881228|   -7.603 2.693    |10.96    |~                |    ~     ~    
1523|TYC 1458-674-1                                                                                                                                                                                                                                       |Star                            |13 26 22.0595727096 +17 24 33.182148996|344.4263362251755 +77.3702503625372|   5.476 -2.705    |10.41    |~                |    ~     ~    
1524|TYC 1458-765-1                                                                                                                                                                                                                                       |Star                            |13 24 29.7424198464 +15 54 16.808148180|338.9586353270590 +76.4062282849866|   4.306 -9.400    |10.30    |~                |    ~     ~    
1525|TYC 1458-976-1                                                                                                                                                                                                                                       |Star                            |13 21 25.5841985928 +16 22 14.029634064|337.3194758824843 +77.1938742531332|  4.756 -46.279    |10.85    |~                |    ~     ~    
1526|TYC 1458-1048-1                                                                                                                                                                                                                                      |High Proper Motion Star         |13 21 42.8486080920 +15 59 25.607436576|336.7038431336503 +76.8331441806184| 50.444 -31.465    |10.92    |~                |    ~     ~    
1527|TYC 1458-1105-1                                                                                                                                                                                                                                      |Star                            |13 23 29.7704590008 +16 16 02.679573360|338.9423042843337 +76.8412168093568|  -16.776 2.893    |10.76    |~                |    ~     ~    
1528|TYC 1458-1122-1                                                                                                                                                                                                                                      |Star                            |13 23 18.2925498792 +17 19 20.681095224|341.4706082684818 +77.7390595072497|  -5.934 -4.050    |10.99    |~                |    ~     ~    
1529|GSC 01458-01188                                                                                                                                                                                                                                      |High Proper Motion Star         |13 21 32.6140968484 +17 16 13.596598309|339.6896577917621 +77.9357242776985| -59.707 12.095    |10.88    |~                |    ~     ~    
1530|TYC 1458-1249-1                                                                                                                                                                                                                                      |Star                            |13 22 20.9612253624 +17 01 32.044787580|339.7986296430385 +77.6251040155286|  -2.216 -1.338    |10.65    |~                |    ~     ~    
1531|TYC 1461-326-1                                                                                                                                                                                                                                       |Star                            |13 26 21.9708541080 +17 35 13.640800164|344.9334009861407 +77.5098643500878| -12.029 -7.102    |10.55    |~                |    ~     ~    
1532|TYC 1461-509-1                                                                                                                                                                                                                                       |Star                            |13 27 49.0815390696 +17 34 05.912275800|346.1078458003985 +77.2766666194540|  3.470 -15.504    |10.55    |~                |    ~     ~    
1533|TYC 1461-697-1                                                                                                                                                                                                                                       |Star                            |13 21 00.5444391888 +18 04 36.357498876|341.4425468897109 +78.6707152144244|-38.873 -29.268    |9.96     |~                |    ~     ~    
1534|TYC 1461-761-1                                                                                                                                                                                                                                       |Star                            |13 24 29.2846595280 +18 16 14.801400804|345.3252124765775 +78.3224066764345|  18.656 -4.594    |10.08    |~                |    ~     ~    
1535|TYC 1461-907-1                                                                                                                                                                                                                                       |Spectroscopic Binary            |13 24 41.5021139088 +18 17 50.937657720|345.5934538460666 +78.3124434647824|  26.274 -5.010    |10.99    |~                |    ~     ~    
1536|TYC 1461-982-1                                                                                                                                                                                                                                       |Star                            |13 22 21.3382678008 +17 50 17.581915392|342.0411357200178 +78.2896985520269| 20.111 -12.192    |9.61     |~                |    ~     ~    
1537|TYC 1461-1101-1                                                                                                                                                                                                                                      |High Proper Motion Star         |13 25 32.8061478096 +17 45 27.376278624|344.7174596480342 +77.7648628851695| -84.361 53.155    |10.11    |~                |    ~     ~    
1538|TYC 1461-1221-1                                                                                                                                                                                                                                      |Star                            |13 23 42.7865120280 +17 36 19.813254408|342.6339588719124 +77.9106004187445|  -2.203 -7.959    |10.60    |~                |    ~     ~    
1539|TYC 1461-1241-1                                                                                                                                                                                                                                      |Star                            |13 20 08.9333872656 +18 08 10.552241652|340.7643246443148 +78.8375230969232|  -33.952 4.300    |10.39    |~                |    ~     ~    
1540|TYC 1458-995-1                                                                                                                                                                                                                                       |Star                            |13 27 50.3751687744 +16 47 53.171599560|343.9905022036720 +76.6719794041499| -16.711 17.557    |10.87    |~                |    ~     ~    
1541|TYC 1458-281-1                                                                                                                                                                                                                                       |High Proper Motion Star         |13 28 01.2744064680 +16 52 52.283625420|344.3609513037110 +76.7109775520705|  4.241 -94.603    |10.40    |~                |    ~     ~    
1542|TYC 1458-316-1                                                                                                                                                                                                                                       |Star                            |13 29 00.2274231840 +16 45 47.315915424|344.8433136458339 +76.4728404529283| 21.996 -20.693    |10.42    |~                |    ~     ~    
1543|HD 115942                                                                                                                                                                                                                                            |Double or Multiple Star         |13 20 09.3185614944 +15 33 50.484885588|334.3594511213530 +76.6502574180806|-104.407 -21.319   |8.58     |K1III            |    ~     ~    
1544|BD+16 2494                                                                                                                                                                                                                                           |Variable Star                   |13 20 23.6085997968 +15 27 11.982007980|334.3464526726307 +76.5256134823159|    3.456 1.255    |9.26     |M0               |    ~     ~    
1545|HD 115736                                                                                                                                                                                                                                            |Star                            |13 19 00.1728013056 +14 28 20.664541308|331.2164982892338 +75.8076634641186|  1.129 -15.295    |8.96     |K3III            |    ~     ~    
1546|HD 115763                                                                                                                                                                                                                                            |High Proper Motion Star         |13 19 09.7510597608 +14 18 28.881715464|331.0681558484881 +75.6428038860307|-57.494 -26.818    |9.42     |G4V              |    ~     ~    
1547|BD+14 2596                                                                                                                                                                                                                                           |Star                            |13 19 22.9482843936 +13 50 24.563900112|330.4633682634155 +75.1971910806375|  -6.688 -5.525    |10.64    |F5               |    ~     ~    
1548|BD+14 2597                                                                                                                                                                                                                                           |Star                            |13 19 50.6022423912 +14 03 12.962567736|331.2209183392215 +75.3419718651494|  -9.428 -2.679    |10.72    |F8               |    ~     ~    
1549|HD 116011                                                                                                                                                                                                                                            |High Proper Motion Star         |13 20 48.4933330680 +13 47 56.643511416|331.6088428556066 +75.0106844644577| 53.970 -24.290    |8.63     |G0               |    ~     ~    
1550|BD+14 2600                                                                                                                                                                                                                                           |Star                            |13 20 53.2188858216 +13 22 25.518616032|330.9685024847181 +74.6193673825644|   -6.998 6.035    |9.15     |K5               |    ~     ~    
1551|AG+15 1368                                                                                                                                                                                                                                           |High Proper Motion Star         |13 21 41.3116240944 +15 41 37.609343448|336.0231535904407 +76.5810416809038|  -66.854 8.383    |10.40    |K5               |    ~     ~    
1552|AG+15 1367                                                                                                                                                                                                                                           |High Proper Motion Star         |13 21 40.1314134840 +15 41 36.612331620|336.0049375818798 +76.5831914789709|  -67.078 9.116    |10.24    |K5               |    ~     ~    
1553|BD+16 2507                                                                                                                                                                                                                                           |Star                            |13 25 37.6543731000 +15 37 00.192605700|339.2565417445750 +76.0163098159436|-23.865 -10.574    |10.14    |F0               |    ~     ~    
1554|BD+16 2499                                                                                                                                                                                                                                           |Eclipsing Binary                |13 22 29.098608 +15 43 02.55000        |336.783367319 +76.503603962        |   -141.5 -23.6    |10.54    |~                |    ~     ~    
1555|HD 116364                                                                                                                                                                                                                                            |High Proper Motion Star         |13 22 59.9069836080 +15 15 02.102339052|336.2270139576289 +76.0390943038237|  -52.037 8.442    |7.58     |K3III            |    ~     ~    
1556|HD 116460                                                                                                                                                                                                                                            |Star                            |13 23 36.4793528064 +15 27 02.693442312|337.1787085287168 +76.1355247772223|  -37.245 5.043    |9.18     |G0               |    ~     ~    
1557|ADS 8894 AB                                                                                                                                                                                                                                          |Double or Multiple Star         |13 25 12.2 +15 17 41                   |338.1890 +75.8005                  |            ~ ~    |9.65     |F5V              |    ~     ~    
1558|HD 116784                                                                                                                                                                                                                                            |High Proper Motion Star         |13 25 40.0497393648 +15 33 50.621653836|339.1708487215452 +75.9669633896153| -63.755 -2.170    |6.82     |K2III            |    ~     ~    
1559|BD+16 2518                                                                                                                                                                                                                                           |Star                            |13 29 39.7737713448 +15 21 49.669539336|341.9175567083159 +75.2588271683563|  11.957 37.257    |9.68     |G5               |    ~     ~    
1560|HD 116593                                                                                                                                                                                                                                            |Double or Multiple Star         |13 24 26.851848 +15 14 18.99132        |337.435734519 +75.848993778        |      -84.3 7.3    |9.58     |G1V              |    ~     ~    
1561|HD 116619                                                                                                                                                                                                                                            |High Proper Motion Star         |13 24 38.8655140272 +14 28 04.867418352|336.0246979323067 +75.1623336622959|-8.665 -143.045    |8.94     |K0V              |    ~     ~    
1562|BD+15 2575                                                                                                                                                                                                                                           |Star                            |13 26 01.7055623664 +14 44 31.480572084|337.6969974971762 +75.2260671406453|   8.824 -3.059    |9.80     |G0               |    ~     ~    
1563|HD 116844                                                                                                                                                                                                                                            |Star                            |13 26 07.3406510832 +14 20 48.207175620|336.9760215727421 +74.8764418362501|  26.873 -3.146    |8.30     |G0               |    ~     ~    
1564|HD 116867                                                                                                                                                                                                                                            |Star                            |13 26 16.7335261704 +14 34 38.516156220|337.5618994011184 +75.0540221209368|   5.307 -4.041    |9.75     |F4V              |    ~     ~    
1565|TYC 897-1050-1                                                                                                                                                                                                                                       |Star                            |13 26 16.8286143576 +14 34 26.967650340|337.5566680557287 +75.0510866372048|-11.654 -12.154    |10.45    |G5               |    ~     ~    
1566|HD 116974                                                                                                                                                                                                                                            |High Proper Motion Star         |13 26 58.7690678808 +15 04 54.830682804|339.1791666069096 +75.3902948104811|-118.862 28.000    |8.96     |G3V              |    ~     ~    
1567|HD 117303                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 29 13.9891233504 +14 48 52.922404332|340.3722170336026 +74.8668587626431| -15.405 10.017    |8.19     |K2               |    ~     ~    
1568|HD 116110                                                                                                                                                                                                                                            |Star                            |13 21 22.4585487960 +14 08 56.047194996|332.6981812011109 +75.2620154811947| 12.827 -28.494    |7.32     |K5III            |    ~     ~    
1569|BD+14 2604                                                                                                                                                                                                                                           |Star                            |13 22 46.1882914440 +13 51 58.534374348|333.3596969557218 +74.8553412671767|-40.778 -13.158    |9.59     |G0               |    ~     ~    
1570|BD+14 2607                                                                                                                                                                                                                                           |Red Giant Branch star           |13 23 43.1144943528 +14 02 53.938283532|334.4672554274123 +74.9071719391651|  -10.531 0.173    |10.00    |K0               |    ~     ~    
1571|BD+14 2608                                                                                                                                                                                                                                           |Star                            |13 24 10.2821026008 +14 13 47.508481704|335.1764403120777 +75.0127307990203| -25.700 14.269    |10.05    |G0               |    ~     ~    
1572|BD+14 2611                                                                                                                                                                                                                                           |Spectroscopic Binary            |13 25 38.6732932152 +14 05 57.507223560|336.1160983332548 +74.7222155204616| -21.967 -9.592    |10.37    |F5               |    ~     ~    
1573|BD+14 2615                                                                                                                                                                                                                                           |High Proper Motion Star         |13 27 19.7870391912 +13 55 45.071377932|337.1119830167139 +74.3677958145812| -59.432 18.826    |10.43    |F8               |    ~     ~    
1574|HD 117044                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 27 30.0230392584 +13 54 49.542064092|337.2139633954728 +74.3332286388796|-27.606 -18.026    |8.19     |kA4hF1mF2(IV)EuSr|    ~     ~    
1575|BD+14 2619                                                                                                                                                                                                                                           |Star                            |13 28 00.9775651608 +13 57 12.661242372|337.6860754212283 +74.3021487968730|    0.259 2.676    |10.6     |G8II             |    ~     ~    
1576|BD+14 2624                                                                                                                                                                                                                                           |Star                            |13 29 05.7548818920 +13 55 16.709666376|338.4418011830986 +74.1365534145042|  2.703 -11.855    |10.5     |G8III            |    ~     ~    
1577|BD+14 2609                                                                                                                                                                                                                                           |Star                            |13 24 17.0403742416 +13 58 53.825070072|334.8038994919410 +74.7826200870592| -36.588 -0.057    |10.34    |~                |    ~     ~    
1578|BD+16 2496                                                                                                                                                                                                                                           |Star                            |13 21 12.5772076824 +15 17 18.487981356|334.7396745671460 +76.2861499445735|   5.544 -6.820    |10.02    |~                |    ~     ~    
1579|BD+14 2605                                                                                                                                                                                                                                           |High Proper Motion Star         |13 22 54.9620852520 +13 20 09.209785200|332.5628247643618 +74.3676437083281|  -55.866 0.963    |9.78     |G5               |    ~     ~    
1580|BD+14 2606                                                                                                                                                                                                                                           |High Proper Motion Star         |13 23 04.6735104120 +13 29 04.468424172|332.9453268858591 +74.4821352360579| -41.513 28.790    |10.66    |F8               |    ~     ~    
1581|BD+14 2612                                                                                                                                                                                                                                           |Long-Period Variable Candidate  |13 25 56.1895617624 +13 40 29.574277356|335.5543163795100 +74.3188789896501|  -8.655 -1.068    |9.40     |~                |    ~     ~    
1582|BD+14 2613                                                                                                                                                                                                                                           |Star                            |13 26 08.9487666384 +13 29 22.397771688|335.3840464393879 +74.1321332561459|  -6.218 -3.550    |10.5     |M0III            |    ~     ~    
1583|BD+14 2616                                                                                                                                                                                                                                           |Star                            |13 27 25.4772611928 +13 34 28.088960628|336.5188677247683 +74.0510818996453|   -7.537 6.898    |9.77     |K0III            |    ~     ~    
1584|TYC 898-281-1                                                                                                                                                                                                                                        |High Proper Motion Star         |13 28 04.7347802736 +13 33 20.356962408|336.9805343813123 +73.9538705285826| 14.844 -62.665    |10.78    |G5IV             |    ~     ~    
1585|BD+14 2620                                                                                                                                                                                                                                           |Star                            |13 28 02.0538677352 +13 32 23.211949524|336.9173941688120 +73.9457984075053|   -8.010 5.481    |9.67     |K2II             |    ~     ~    
1586|BD+14 2622                                                                                                                                                                                                                                           |Star                            |13 28 40.6408306776 +13 44 04.642824984|337.7676901989603 +74.0316547148470|    3.059 7.813    |8.60     |K0II             |    ~     ~    
1587|HD 117329                                                                                                                                                                                                                                            |Star                            |13 29 24.5186974872 +13 15 43.426827504|337.4302279046535 +73.5356335400103| -6.685 -20.050    |9.35     |K0               |    ~     ~    
1588|GEN# +7.81730002                                                                                                                                                                                                                                     |Star                            |13 26 07.0 +13 39 00                   |335.6494 +74.2756                  |            ~ ~    |10.46    |~                |    ~     ~    
1589|TYC 897-369-1                                                                                                                                                                                                                                        |Star                            |13 20 09.1147355280 +14 03 57.321413280|331.5079704933899 +75.3203702363426|  24.567 -8.938    |10.31    |~                |    ~     ~    
1590|TYC 897-413-1                                                                                                                                                                                                                                        |Star                            |13 21 55.5487482864 +13 31 21.287846892|332.0712067461595 +74.6425669133143|  12.922 29.985    |10.67    |~                |    ~     ~    
1591|TYC 897-639-1                                                                                                                                                                                                                                        |Star                            |13 25 50.1344394840 +13 52 22.827790164|335.8407608247655 +74.5030772453423| -21.453 -3.001    |10.89    |~                |    ~     ~    
1592|TYC 897-834-1                                                                                                                                                                                                                                        |Star                            |13 20 26.9388725808 +14 32 19.980686832|332.6107701052343 +75.7112766547555|  8.751 -29.202    |10.96    |~                |    ~     ~    
1593|TYC 897-840-1                                                                                                                                                                                                                                        |Star                            |13 25 04.2712503768 +14 45 42.076840896|336.9583961420008 +75.3631360701224| -19.368 13.105    |10.58    |~                |    ~     ~    
1594|TYC 897-901-1                                                                                                                                                                                                                                        |Star                            |13 25 43.5975580104 +14 38 05.209245744|337.2341630384093 +75.1725860995838|  -8.995 -7.737    |10.93    |~                |    ~     ~    
1595|TYC 897-915-1                                                                                                                                                                                                                                        |Horizontal Branch Star          |13 22 16.6230078240 +14 37 42.721233672|334.3572027680140 +75.5837628769972|  -8.030 -8.938    |10.96    |~                |    ~     ~    
1596|TYC 897-931-1                                                                                                                                                                                                                                        |Red Giant Branch star           |13 20 16.1842449744 +14 39 16.111714716|332.6680746346823 +75.8339291700176| -1.930 -10.990    |10.88    |~                |    ~     ~    
1597|TYC 897-952-1                                                                                                                                                                                                                                        |Star                            |13 24 40.0430413128 +14 59 39.752609964|337.1043338388923 +75.6127868923126|  42.032 -2.715    |10.35    |~                |    ~     ~    
1598|TYC 897-966-1                                                                                                                                                                                                                                        |Star                            |13 25 38.7141501456 +14 25 36.792326496|336.7525272280138 +75.0045153017288| 18.325 -27.711    |10.75    |~                |    ~     ~    
1599|TYC 897-1036-1                                                                                                                                                                                                                                       |Star                            |13 24 47.9069602272 +14 57 58.089595032|337.1543943263991 +75.5722377727409|  41.913 10.415    |10.18    |~                |    ~     ~    
1600|TYC 898-356-1                                                                                                                                                                                                                                        |Star                            |13 27 53.2777146840 +13 26 37.139086860|336.6301534729414 +73.8812156587446|   -6.753 2.313    |10.00    |~                |    ~     ~    
1601|TYC 898-931-1                                                                                                                                                                                                                                        |Star                            |13 29 07.9868437728 +14 59 51.543984732|340.6911335981747 +75.0317738433391|    3.897 5.726    |10.88    |~                |    ~     ~    
1602|TYC 1451-811-1                                                                                                                                                                                                                                       |Star                            |13 19 07.6442821488 +15 08 17.312583156|332.5637997551213 +76.3902338805872| -40.891 22.772    |10.13    |~                |    ~     ~    
1603|TYC 1458-876-1                                                                                                                                                                                                                                       |Star                            |13 21 50.3434557816 +15 34 12.581143716|335.8903705809374 +76.4559945434441|  -7.275 -5.542    |10.60    |~                |    ~     ~    
1604|TYC 1458-1036-1                                                                                                                                                                                                                                      |Star                            |13 25 29.7115815936 +15 08 24.065781504|338.0971659905617 +75.6320387529767| -21.390 12.540    |9.99     |~                |    ~     ~    
1605|TYC 1458-1067-1                                                                                                                                                                                                                                      |Star                            |13 23 59.3610739512 +15 01 55.216533468|336.6151896178499 +75.7292610234080|-41.286 -10.599    |10.97    |~                |    ~     ~    
1606|TYC 1458-1089-1                                                                                                                                                                                                                                      |Star                            |13 24 25.4991952512 +15 17 36.428231724|337.5343285759048 +75.8985757129184|  -35.196 9.777    |10.95    |~                |    ~     ~    
1607|TYC 1458-1155-1                                                                                                                                                                                                                                      |Star                            |13 28 44.6109802872 +15 12 35.822963016|340.8569559969380 +75.2600427841371|-22.062 -22.831    |10.47    |~                |    ~     ~    
1608|TYC 1458-1314-1                                                                                                                                                                                                                                      |Star                            |13 29 39.4908821616 +15 17 40.686679464|341.7566846137962 +75.2031239544259|   10.307 4.825    |10.92    |~                |    ~     ~    
1609|BD+14 2603                                                                                                                                                                                                                                           |Star                            |13 21 55.8845957232 +14 04 30.407167056|333.0359285580120 +75.1345629595561|-46.125 -12.603    |10.59    |~                |    ~     ~    
1610|BD+16 2491                                                                                                                                                                                                                                           |Double or Multiple Star         |13 19 08.083008 +15 23 53.52432        |333.082887704 +76.620368373        |     12.1 -28.0    |10.935   |~                |    ~     ~    
1611|BD+16 2492                                                                                                                                                                                                                                           |Star                            |13 19 07.7133540216 +15 38 08.163027600|333.5602772528638 +76.8309535008134| -34.083 14.345    |10.46    |~                |    ~     ~    
1612|* 70 Vir                                                                                                                                                                                                                                             |High Proper Motion Star         |13 28 25.8085908881 +13 46 43.638308807|337.6653774308533 +74.1006841031090|-235.951 -575.969  |4.970    |G4Va             |    ~     ~    
1613|HD 115737                                                                                                                                                                                                                                            |Star                            |13 18 57.0264808080 +12 22 25.225574124|327.8779848183712 +73.8979516857987|   -4.196 2.810    |8.28     |K2               |    ~     ~    
1614|BD+13 2658                                                                                                                                                                                                                                           |Star                            |13 20 38.9027752776 +12 32 18.039653088|329.4848332380557 +73.8850382085214|   8.248 -9.712    |9.31     |K5               |    ~     ~    
1615|BD+12 2582                                                                                                                                                                                                                                           |Star                            |13 18 47.4108731640 +11 49 58.410366708|327.0232155826570 +73.4120205681279|-20.342 -18.181    |8.04     |K5               |    ~     ~    
1616|BD+12 2589                                                                                                                                                                                                                                           |Star                            |13 20 36.7956216552 +12 12 08.307357408|328.9725735169258 +73.5810537463309|  -1.842 -1.128    |10.26    |~                |    ~     ~    
1617|BD+12 2581                                                                                                                                                                                                                                           |Star                            |13 18 45.9352502976 +11 39 05.579449596|326.7703225959352 +73.2457140792872|  -17.306 5.514    |9.17     |A2               |    ~     ~    
