C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:50:36

dec >=0&rah >=22.75&rah< 23.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5727

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
5226|TYC 3214-514-1                                                                                           |Star                                |22 45 25.0156295856 +37 33 49.807483308|096.9701359986669 -18.8741700101028|  -5.160 -1.705    |10.83    |~                   |    ~     ~    |    1| 2816.901   pc  |-243.6025   +243.6025  |paral   |2020yCat.1350....0G
5227|TYC 3214-1789-1                                                                                          |Star                                |22 49 29.0671193976 +37 59 01.759574328|097.9283334620182 -18.8961154778347|  -2.285 -3.632    |10.99    |~                   |    ~     ~    |    1| 1371.178   pc  | -25.7578    +25.7578  |paral   |2020yCat.1350....0G
5228|TYC 3214-1890-1                                                                                          |Star                                |22 47 13.8075027792 +39 12 43.482592620|098.1413886709484 -17.6070609275501|   3.164 -0.380    |10.43    |~                   |    ~     ~    |    1| 2492.522   pc  |-102.5090   +102.5090  |paral   |2020yCat.1350....0G
5229|TYC 3214-2500-1                                                                                          |Star                                |22 48 49.0850491296 +38 50 54.674240388|098.2425607038508 -18.0739663859342| -14.638 -1.883    |10.33    |~                   |    ~     ~    |    1|  646.037   pc  | -12.1453    +12.1453  |paral   |2020yCat.1350....0G
5230|TYC 3214-2629-1                                                                                          |Star                                |22 48 55.8929695968 +38 38 12.247218780|098.1566086557434 -18.2706217782820|  -7.289 -7.813    |10.87    |M3e                 |    ~     ~    |    1| 1635.590   pc  | -50.5605    +50.5605  |paral   |2020yCat.1350....0G
5231|TYC 3215-45-1                                                                                            |Star                                |22 54 09.2216805672 +39 20 32.883003780|099.4482293041374 -18.1219372752069|   2.324 -3.388    |10.94    |~                   |    ~     ~    |    1| 2382.654   pc  |-108.4315   +108.4315  |paral   |2020yCat.1350....0G
5232|TYC 3215-813-1                                                                                           |Star                                |22 50 01.6352998992 +39 05 48.298214508|098.5840383859821 -17.9671832332622|   -1.489 8.116    |10.90    |~                   |    ~     ~    |    1|  427.551   pc  |  -2.7603     +2.7603  |paral   |2020yCat.1350....0G
5233|GSC 03215-00902                                                                                          |Double or Multiple Star             |22 56 12.6017324112 +37 55 17.218904160|099.1397357913264 -19.5694550987862|-20.306 -30.935    |10.73    |F7V                 |    ~     ~    |    1|  312.129   pc  |  -2.7084     +2.7084  |paral   |2020yCat.1350....0G
5234|TYC 3215-1054-1                                                                                          |Star                                |22 51 06.3033767640 +37 35 49.380159696|098.0320429202221 -19.3885619002681|   3.364 -2.887    |10.87    |~                   |    ~     ~    |    1| 1332.800   pc  | -28.7770    +28.7770  |paral   |2020yCat.1350....0G
5235|TYC 3215-1210-1                                                                                          |Star                                |22 51 35.3321293200 +37 54 25.121091492|098.2762621360344 -19.1604017585441|-16.558 -10.090    |10.81    |~                   |    ~     ~    |    1|  692.905   pc  |  -6.1455     +6.1455  |paral   |2020yCat.1350....0G
5236|TYC 3215-1213-1                                                                                          |Star                                |22 54 00.9539040432 +39 04 50.609751888|099.2967425577998 -18.3422091923795|  47.912 -6.534    |10.47    |G3V                 |    ~     ~    |    1|  272.680   pc  |  -1.1228     +1.1228  |paral   |2020yCat.1350....0G
5237|TYC 3215-1234-1                                                                                          |Star                                |22 53 32.0750015208 +38 04 05.839943952|098.7149376666822 -19.1968621185754|   -5.578 0.215    |10.89    |~                   |    ~     ~    |    1| 1780.310   pc  | -41.2035    +41.2035  |paral   |2020yCat.1350....0G
5238|TYC 3215-1798-1                                                                                          |Star                                |22 51 04.5554436456 +37 39 38.587530060|098.0585693661418 -19.3297346630441|-21.849 -42.827    |10.05    |~                   |    ~     ~    |    1|  103.836   pc  |  -0.1833     +0.1833  |paral   |2020yCat.1350....0G
5239|TYC 3215-2069-1                                                                                          |Star                                |22 58 46.4097180024 +38 41 23.159507964|099.9820438492146 -19.1095230923727|  19.695 -7.409    |10.44    |~                   |    ~     ~    |    1|  196.433   pc  |  -0.8335     +0.8335  |paral   |2020yCat.1350....0G
5240|TYC 3215-2428-1                                                                                          |Star                                |22 52 15.4332847512 +37 34 18.132559536|098.2329180225946 -19.5184458957670|  -5.582 -2.326    |10.87    |~                   |    ~     ~    |    1| 2118.644   pc  | -62.3923    +62.3923  |paral   |2020yCat.1350....0G
5241|TYC 3218-46-1                                                                                            |Star                                |22 49 35.6517863112 +41 00 24.265989324|099.4494985160255 -16.2435888527063|   5.264 -7.574    |10.91    |~                   |    ~     ~    |    1| 1018.849   pc  | -14.5327    +14.5327  |paral   |2020yCat.1350....0G
5242|TYC 3218-75-1                                                                                            |Star                                |22 45 26.1339299784 +41 00 35.384461560|098.7333832982548 -15.8668755577235|   15.467 0.914    |10.30    |~                   |    ~     ~    |    1|  975.515   pc  | -13.7035    +13.7035  |paral   |2020yCat.1350....0G
5243|TYC 3218-1008-1                                                                                          |Star                                |22 49 42.2343072360 +40 06 25.816534344|099.0267119118302 -17.0470691968466|  -1.063 -0.213    |10.89    |~                   |    ~     ~    |    1| 2735.230   pc  |-136.1630   +136.1630  |paral   |2020yCat.1350....0G
5244|TYC 3218-1242-1                                                                                          |Star                                |22 46 04.2012788784 +40 24 42.884461656|098.5422787821640 -16.4484828626106|   2.288 -2.774    |10.31    |~                   |    ~     ~    |    1| 1219.661   pc  | -30.4952    +30.4952  |paral   |2020yCat.1350....0G
5245|TYC 3218-1577-1                                                                                          |Star                                |22 49 20.1146061720 +40 54 42.981856632|099.3580954380742 -16.3042428674704|  -7.718 -3.483    |10.86    |~                   |    ~     ~    |    1| 1104.606   pc  | -15.3740    +15.3740  |paral   |2020yCat.1350....0G
5246|TYC 3219-284-1                                                                                           |Star                                |22 52 51.0752202648 +40 31 36.518887740|099.7862643432112 -16.9552705644053|   13.755 6.000    |10.72    |~                   |    ~     ~    |    1|  805.477   pc  |  -8.1099     +8.1099  |paral   |2020yCat.1350....0G
5247|TYC 3219-539-1                                                                                           |Star                                |22 50 41.3235115872 +39 48 07.776351540|099.0509235783389 -17.4050013456232|   25.269 2.131    |10.79    |~                   |    ~     ~    |    1|  641.725   pc  |  -5.2300     +5.2300  |paral   |2020yCat.1350....0G
5248|TYC 3219-807-1                                                                                           |Star                                |22 56 34.8100596816 +41 12 03.425918112|100.7619834896030 -16.6739734833840|   2.623 -1.828    |10.21    |~                   |    ~     ~    |    1|  438.251   pc  |  -3.8029     +3.8029  |paral   |2020yCat.1350....0G
5249|TYC 3219-934-1                                                                                           |High Proper Motion Star             |22 55 45.4911209976 +40 48 49.037481936|100.4358340292950 -16.9507362078814|  87.669 38.249    |10.66    |~                   |    ~     ~    |    1|  130.482   pc  |  -0.2996     +0.2996  |paral   |2020yCat.1350....0G
5250|TYC 3219-1524-1                                                                                          |Star                                |22 57 46.6665760320 +41 04 00.754728348|100.9107275614831 -16.8943080945707|  29.013 -9.112    |10.80    |~                   |    ~     ~    |    1|  915.248   pc  | -11.6437    +11.6437  |paral   |2020yCat.1350....0G
5251|TYC 3219-1862-1                                                                                          |Star                                |22 56 13.9750803120 +40 44 00.949322796|100.4822122212031 -17.0626070582108|  -6.391 -1.478    |10.90    |~                   |    ~     ~    |    1| 1196.315   pc  | -39.5003    +39.5003  |paral   |2020yCat.1350....0G
5252|TYC 3219-1872-1                                                                                          |Star                                |22 56 28.7526869304 +40 33 41.513039172|100.4451920407428 -17.2373576939575| -7.849 -13.994    |10.77    |~                   |    ~     ~    |    1|  383.186   pc  |  -2.1144     +2.1144  |paral   |2020yCat.1350....0G
5253|TYC 3219-2419-1                                                                                          |Star                                |22 56 51.3993308208 +39 51 20.136024000|100.1808794018618 -17.9007178773765|-32.245 -12.002    |10.93    |K0V                 |    ~     ~    |    1|  266.581   pc  |  -0.8812     +0.8812  |paral   |2020yCat.1350....0G
5254|TYC 3219-3128-1                                                                                          |Star                                |22 54 03.6227726352 +40 42 51.550138080|100.0892305995159 -16.8936787689470|   2.163 -6.162    |10.95    |~                   |    ~     ~    |    1| 1531.863   pc  | -51.3906    +51.3906  |paral   |2020yCat.1350....0G
5255|TYC 3219-3454-1                                                                                          |Star                                |22 51 07.8183567288 +39 29 54.031640100|098.9803539916645 -17.7132275464838|  -6.605 -5.669    |10.97    |~                   |    ~     ~    |    1| 2921.414   pc  |-280.7903   +280.7903  |paral   |2020yCat.1350....0G
5256|TYC 3222-343-1                                                                                           |Star                                |22 47 40.1396009808 +41 37 15.600283320|099.4199549117839 -15.5314159413367|   0.679 -7.292    |10.94    |~                   |    ~     ~    |    1|  738.225   pc  |  -6.2127     +6.2127  |paral   |2020yCat.1350....0G
5257|TYC 3222-734-1                                                                                           |Star                                |22 47 44.2482019224 +42 22 17.526771300|099.8002945615260 -14.8766199223868|    8.661 0.595    |10.80    |~                   |    ~     ~    |    1| 1713.209   pc  | -51.3640    +51.3640  |paral   |2020yCat.1350....0G
5258|TYC 3223-121-1                                                                                           |Star                                |22 50 22.2162595608 +41 44 04.673232528|099.9375718390724 -15.6684257581105|  -1.579 -1.448    |10.72    |~                   |    ~     ~    |    1| 1594.896   pc  | -36.8836    +36.8836  |paral   |2020yCat.1350....0G
5259|TYC 3223-362-1                                                                                           |Star                                |22 51 22.8602107776 +42 26 43.537952508|100.4516479967296 -15.1255185978494|    7.338 5.079    |10.97    |~                   |    ~     ~    |    1|  818.398   pc  |  -7.7024     +7.7024  |paral   |2020yCat.1350....0G
5260|TYC 3223-436-1                                                                                           |Star                                |22 51 12.9856383936 +42 34 07.139322372|100.4826466552833 -15.0021987807896|  -8.667 -1.114    |10.84    |~                   |    ~     ~    |    1| 1214.772   pc  | -20.2167    +20.2167  |paral   |2020yCat.1350....0G
5261|TYC 3223-590-1                                                                                           |Star                                |22 52 12.9221843856 +41 36 17.567466804|100.1925519101435 -15.9429622192469|   5.609 -7.322    |10.09    |~                   |    ~     ~    |    1|  370.617   pc  |  -6.8541     +6.8541  |paral   |2020yCat.1350....0G
5262|TYC 3223-708-1                                                                                           |Star                                |22 55 45.8333572128 +43 02 45.611971908|101.4762287438490 -14.9549899214699|  -7.992 -7.587    |10.39    |~                   |    ~     ~    |    1|  662.559   pc  |  -5.8824     +5.8824  |paral   |2020yCat.1350....0G
5263|TYC 3223-1686-1                                                                                          |Star                                |22 56 41.8621305528 +43 03 59.444052588|101.6438880621132 -15.0123277840376|   16.167 3.630    |10.91    |~                   |    ~     ~    |    1|  730.887   pc  |  -7.5856     +7.5856  |paral   |2020yCat.1350....0G
5264|TYC 3223-1844-1                                                                                          |Star                                |22 56 57.6257485008 +41 33 05.059595196|100.9914167115978 -16.3919632139499|   3.241 -7.591    |10.73    |~                   |    ~     ~    |    1|  825.968   pc  | -18.1472    +18.1472  |paral   |2020yCat.1350....0G
5265|TYC 3223-1883-1                                                                                          |Star                                |22 54 15.6382543584 +41 24 09.199187496|100.4508970067446 -16.2978910498214|   6.532 -9.271    |10.97    |~                   |    ~     ~    |    1|  363.293   pc  |  -2.2041     +2.2041  |paral   |2020yCat.1350....0G
5266|TYC 3223-2172-1                                                                                          |Star                                |22 57 22.2745535328 +42 41 46.995881784|101.5892765626868 -15.3989010840810| -7.981 -11.027    |10.96    |~                   |    ~     ~    |    1| 1555.694   pc  | -31.2204    +31.2204  |paral   |2020yCat.1350....0G
5267|TYC 3226-51-1                                                                                            |Star                                |22 49 09.5248564104 +43 29 17.762236944|100.5793014432131 -14.0130871460481|   0.328 -1.610    |10.97    |~                   |    ~     ~    |    1| 1885.014   pc  |-110.8623   +110.8623  |paral   |2020yCat.1350....0G
5268|TYC 3226-72-1                                                                                            |Star                                |22 46 05.5519142880 +43 29 57.229212624|100.0794849339764 -13.7412133863028|  -3.706 -6.332    |10.88    |~                   |    ~     ~    |    1| 1255.020   pc  | -20.3185    +20.3185  |paral   |2020yCat.1350....0G
5269|TYC 3226-96-1                                                                                            |Star                                |22 45 05.4449141208 +43 18 18.313145892|099.8193397450158 -13.8246827668324|   1.674 -4.899    |10.57    |~                   |    ~     ~    |    1|  856.384   pc  |  -9.6075     +9.6075  |paral   |2020yCat.1350....0G
5270|TYC 3226-173-1                                                                                           |Star                                |22 45 50.8311059952 +43 22 44.250167820|099.9801107710868 -13.8256776866651|   7.277 -2.174    |10.95    |~                   |    ~     ~    |    1| 1008.166   pc  | -13.5181    +13.5181  |paral   |2020yCat.1350....0G
5271|TYC 3226-195-1                                                                                           |Star                                |22 45 30.1165383000 +43 21 26.837351280|099.9127717022169 -13.8145683996359|  -7.589 -5.113    |10.41    |~                   |    ~     ~    |    1| 1187.648   pc  | -21.8629    +21.8629  |paral   |2020yCat.1350....0G
5272|TYC 3226-292-1                                                                                           |Star                                |22 45 26.8745082336 +43 32 07.825616088|099.9916270435057 -13.6535369184546|    4.369 5.850    |10.99    |~                   |    ~     ~    |    1| 1003.210   pc  | -51.6299    +51.6299  |paral   |2020yCat.1350....0G
5273|TYC 3226-963-2                                                                                           |Star                                |22 46 59.398 +44 46 23.48              |100.845336 -12.695722              |       3.5 -8.1    |9.14     |~                   |    ~     ~    |    0|                |                       |        |                   
5274|TYC 3226-1569-1                                                                                          |Star                                |22 45 05.8822860648 +44 48 45.261919404|100.5617169462901 -12.5018073259638|-24.865 -12.406    |9.21     |~                   |    ~     ~    |    1|  120.881   pc  |  -0.2016     +0.2016  |paral   |2020yCat.1350....0G
5275|TYC 3226-1993-1                                                                                          |Star                                |22 49 03.9136529256 +43 51 00.447620688|100.7376986805502 -13.6851016993728|  -3.055 -8.205    |10.39    |~                   |    ~     ~    |    1| 1585.791   pc  | -39.4813    +39.4813  |paral   |2020yCat.1350....0G
5276|TYC 3226-2286-1                                                                                          |Star                                |22 45 05.5951566528 +44 48 51.728197536|100.5618315691300 -12.4998238736396|-25.910 -14.493    |10.27    |~                   |    ~     ~    |    1|  120.846   pc  |  -0.1855     +0.1855  |paral   |2020yCat.1350....0G
5277|TYC 3227-19-1                                                                                            |Star                                |22 52 52.4745623064 +44 00 57.653454672|101.4432803631975 -13.8531149672103| -10.714 -5.947    |10.34    |~                   |    ~     ~    |    1|  300.012   pc  |  -3.5103     +3.5103  |paral   |2020yCat.1350....0G
5278|TYC 3227-83-1                                                                                            |Star                                |22 52 58.9023264144 +43 37 04.908346248|101.2749888122412 -14.2165830535117| -10.724 -4.178    |10.95    |~                   |    ~     ~    |    1|  928.591   pc  | -11.5546    +11.5546  |paral   |2020yCat.1350....0G
5279|HD 216524A                                                                                               |Star                                |22 52 58.7650032552 +44 12 00.114401016|101.5463848163375 -13.6975880276889|  -0.782 -3.842    |10.24    |~                   |    ~     ~    |    1|  591.191   pc  | -10.7998    +10.7998  |paral   |2020yCat.1350....0G
5280|TYC 3227-668-1                                                                                           |Star                                |22 50 04.2394573656 +43 36 16.247355192|100.7857770399407 -13.9869933200163|  -6.807 -3.748    |10.34    |~                   |    ~     ~    |    1|  728.544   pc  |  -6.6878     +6.6878  |paral   |2020yCat.1350....0G
5281|TYC 3227-770-1                                                                                           |Star                                |22 50 06.3085424664 +43 33 58.217620320|100.7731728327017 -14.0238649001147| 13.501 -23.999    |10.51    |~                   |    ~     ~    |    1|  716.332   pc  |  -6.6194     +6.6194  |paral   |2020yCat.1350....0G
5282|TYC 3227-1470-1                                                                                          |Star                                |22 54 35.2665140736 +44 50 57.724103868|102.1098167252363 -13.2463794669986| -0.934 -10.156    |10.54    |~                   |    ~     ~    |    1|  797.194   pc  | -35.5890    +35.5890  |paral   |2020yCat.1350....0G
5283|TYC 3227-1538-1                                                                                          |Star                                |22 54 29.2213976784 +44 50 32.677681164|102.0902090333067 -13.2446330027491|  -5.879 -6.687    |10.94    |~                   |    ~     ~    |    1| 1919.754   pc  | -62.6528    +62.6528  |paral   |2020yCat.1350....0G
5284|TYC 3227-1740-1                                                                                          |Spectroscopic Binary                |22 54 07.5174103344 +44 27 13.936326552|101.8523197069545 -13.5633051955133| 13.095 -15.250    |10.96    |~                   |    ~     ~    |    1|  374.602   pc  |  -2.0768     +2.0768  |paral   |2020yCat.1350....0G
5285|TYC 3227-2653-1                                                                                          |Star                                |22 57 01.6543432584 +44 38 18.625274808|102.4133958412020 -13.6271139438335| -11.999 -5.546    |10.94    |~                   |    ~     ~    |    1| 1392.758   pc  | -23.4713    +23.4713  |paral   |2020yCat.1350....0G
5286|TYC 3227-2753-1                                                                                          |Star                                |22 56 52.8969988752 +44 14 59.034561540|102.2135597008335 -13.9649916684055|  -9.230 -3.004    |10.91    |~                   |    ~     ~    |    1|  811.557   pc  |  -8.1011     +8.1011  |paral   |2020yCat.1350....0G
5287|TYC 3227-2975-1                                                                                          |Star                                |22 58 42.9230375928 +44 36 00.697207680|102.6744957294972 -13.7924284545045|   29.466 9.796    |10.90    |~                   |    ~     ~    |    1|  592.347   pc  |  -3.8947     +3.8947  |paral   |2020yCat.1350....0G
5288|TYC 3227-3673-1                                                                                          |Star                                |22 54 26.8091468280 +43 18 54.140928444|101.3786374680188 -14.6069600049321|    8.395 2.642    |10.76    |~                   |    ~     ~    |    1|  907.606   pc  | -11.9443    +11.9443  |paral   |2020yCat.1350....0G
5289|TYC 3621-211-1                                                                                           |Star                                |22 47 56.0940845424 +45 44 13.866553068|101.4584974742390 -11.9223741525248|  -6.826 -2.468    |10.87    |~                   |    ~     ~    |    1| 1105.828   pc  | -17.9760    +17.9760  |paral   |2020yCat.1350....0G
5290|TYC 3621-562-1                                                                                           |Star                                |22 51 50.2298677896 +45 37 37.325489628|102.0254367290684 -12.3339944507308|  -4.460 -5.433    |10.63    |~                   |    ~     ~    |    1| 1090.394   pc  | -13.7919    +13.7919  |paral   |2020yCat.1350....0G
5291|TYC 3621-615-1                                                                                           |Star                                |22 49 31.0261127136 +45 36 33.329618028|101.6480660121082 -12.1640040873164|  -0.842 -3.033    |10.93    |~                   |    ~     ~    |    1| 1898.254   pc  | -52.6092    +52.6092  |paral   |2020yCat.1350....0G
5292|TYC 3621-1462-1                                                                                          |Star                                |22 49 12.1385695272 +46 47 43.274302512|102.1575116531451 -11.0865990077336|  -6.734 -4.293    |10.82    |~                   |    ~     ~    |    1| 1498.352   pc  | -27.6142    +27.6142  |paral   |2020yCat.1350....0G
5293|TYC 3621-1661-1                                                                                          |Star                                |22 48 27.5439932280 +46 16 33.026242116|101.7968493625387 -11.4880191040001|   0.390 -1.700    |10.96    |~                   |    ~     ~    |    1|  714.133   pc  |  -8.6698     +8.6698  |paral   |2020yCat.1350....0G
5294|TYC 3621-1680-1                                                                                          |Spectroscopic Binary                |22 47 07.9366259760 +46 42 26.003723688|101.7958782501359 -10.9999231580019|   1.753 -6.143    |10.82    |~                   |    ~     ~    |    1|  773.694   pc  | -13.4686    +13.4686  |paral   |2020yCat.1350....0G
5295|TYC 3621-1943-1                                                                                          |Star                                |22 45 24.4091312208 +46 05 29.554262160|101.2326366731436 -11.4027694216780|  -5.178 -2.993    |10.87    |~                   |    ~     ~    |    1| 2748.008   pc  |-114.7835   +114.7835  |paral   |2020yCat.1350....0G
5296|TYC 3621-2105-1                                                                                          |Star                                |22 52 25.7325303624 +46 01 32.541739392|102.3041541891246 -12.0252245544867|  -2.097 -7.354    |10.69    |~                   |    ~     ~    |    1| 1152.738   pc  | -30.4296    +30.4296  |paral   |2020yCat.1350....0G
5297|TYC 3621-2226-1                                                                                          |Spectroscopic Binary                |22 49 02.5603963704 +46 24 52.718643000|101.9535240202705 -11.4116596809425|    4.421 3.832    |10.97    |~                   |    ~     ~    |    1| 1321.004   pc  | -41.1832    +41.1832  |paral   |2020yCat.1350....0G
5298|TYC 3622-56-1                                                                                            |Star                                |22 53 10.9671814848 +45 02 23.924266800|101.9694203104732 -12.9645266237201| -1.967 -27.837    |9.53     |~                   |    ~     ~    |    1|  462.385   pc  |  -2.9291     +2.9291  |paral   |2020yCat.1350....0G
5299|TYC 3622-1200-1                                                                                          |Star                                |22 58 01.8813812616 +45 05 52.255898124|102.7840332127340 -13.2914109409763|  -4.209 -7.916    |10.97    |~                   |    ~     ~    |    1| 1452.644   pc  | -27.0102    +27.0102  |paral   |2020yCat.1350....0G
5300|TYC 3622-2150-1                                                                                          |Star                                |22 58 57.4857211728 +46 44 18.746159604|103.6583287532023 -11.8808128711320|  -5.020 -7.871    |10.47    |~                   |    ~     ~    |    1|  690.894   pc  | -14.4632    +14.4632  |paral   |2020yCat.1350....0G
5301|TYC 3622-2428-1                                                                                          |Star                                |22 55 14.6271278904 +46 28 24.276316548|102.9535343929021 -11.8419550759788|-11.409 -13.679    |10.21    |~                   |    ~     ~    |    1|  368.541   pc  |  -1.9694     +1.9694  |paral   |2020yCat.1350....0G
5302|TYC 3622-2567-1                                                                                          |Star                                |22 54 50.1264381120 +46 17 12.360257880|102.8046053760133 -11.9781916846877|  -2.817 -1.364    |10.97    |~                   |    ~     ~    |    1| 2121.791   pc  | -54.9244    +54.9244  |paral   |2020yCat.1350....0G
5303|TYC 3625-107-1                                                                                           |Star                                |22 48 41.4083881008 +47 11 35.404248048|102.2656442860331 -10.6933971429502|   -1.581 0.183    |10.98    |~                   |    ~     ~    |    1| 1959.632   pc  | -81.7953    +81.7953  |paral   |2020yCat.1350....0G
5304|TYC 3625-177-1                                                                                           |Star                                |22 45 24.8047223736 +47 00 59.699667492|101.6801504723133 -10.5886921140673|   -6.558 1.290    |10.81    |~                   |    ~     ~    |    1| 2334.812   pc  | -94.8534    +94.8534  |paral   |2020yCat.1350....0G
5305|TYC 3625-212-1                                                                                           |Star                                |22 47 51.1465831104 +48 21 11.101101012|102.6842974894962 -09.6000600000957|  12.463 -6.431    |9.82     |~                   |    ~     ~    |    1|  643.708   pc  |  -5.0552     +5.0552  |paral   |2020yCat.1350....0G
5306|TYC 3625-662-1                                                                                           |Star                                |22 50 13.5329344056 +48 39 54.153479376|103.1836485713617 -09.5035399747170|-24.952 -11.381    |10.80    |~                   |    ~     ~    |    1|  136.355   pc  |  -0.2603     +0.2603  |paral   |2020yCat.1350....0G
5307|TYC 3625-676-1                                                                                           |Star                                |22 51 53.0638742016 +48 31 17.569400736|103.3658416828596 -09.7556519958510|    2.013 8.111    |10.60    |~                   |    ~     ~    |    1| 1006.745   pc  | -12.6692    +12.6692  |paral   |2020yCat.1350....0G
5308|TYC 3625-919-1                                                                                           |Star                                |22 45 35.1497147976 +47 19 20.435044548|101.8533767335298 -10.3330953822615|  -5.674 -5.023    |10.98    |~                   |    ~     ~    |    1| 1157.809   pc  | -17.0246    +17.0246  |paral   |2020yCat.1350....0G
5309|TYC 3625-1162-1                                                                                          |Star                                |22 51 47.3469317832 +48 04 39.491523588|103.1484739866656 -10.1448432772213| 18.303 -16.974    |10.06    |~                   |    ~     ~    |    1|  212.612   pc  |  -0.6193     +0.6193  |paral   |2020yCat.1350....0G
5310|TYC 3625-1345-1                                                                                          |Star                                |22 52 19.8334192152 +47 59 28.518391644|103.1911051312031 -10.2627161484551|   2.520 -5.737    |10.87    |~                   |    ~     ~    |    1|  576.735   pc  |  -4.2908     +4.2908  |paral   |2020yCat.1350....0G
5311|TYC 3625-1371-1                                                                                          |Star                                |22 50 42.6937365288 +48 13 29.425983492|103.0533662284336 -09.9322402905994|   7.339 -4.086    |10.36    |~                   |    ~     ~    |    1|  764.643   pc  |  -7.1331     +7.1331  |paral   |2020yCat.1350....0G
5312|TYC 3625-1805-1                                                                                          |Star                                |22 50 29.0329905912 +48 43 01.701945048|103.2461680454017 -09.4765362481581|  -3.470 -2.149    |10.98    |~                   |    ~     ~    |    1| 3068.426   pc  |-105.4507   +105.4507  |paral   |2020yCat.1350....0G
5313|TYC 3625-1828-1                                                                                          |Star                                |22 46 11.9434749912 +47 56 27.411877500|102.2417566896148 -09.8359720190900|   -0.400 1.713    |10.91    |~                   |    ~     ~    |    1|  763.942   pc  |  -6.3613     +6.3613  |paral   |2020yCat.1350....0G
5314|TYC 3625-1895-1                                                                                          |Star                                |22 52 28.4185701216 +47 59 22.823133612|103.2121236448608 -10.2748774575854|  1.181 -13.370    |10.68    |~                   |    ~     ~    |    1|  420.858   pc  |  -2.6568     +2.6568  |paral   |2020yCat.1350....0G
5315|TYC 3626-263-1                                                                                           |Star                                |22 52 35.8977739416 +48 29 55.807074420|103.4627181802047 -09.8290157495904|   1.443 -2.380    |10.87    |~                   |    ~     ~    |    1| 3148.615   pc  |-122.9308   +122.9308  |paral   |2020yCat.1350....0G
5316|TYC 3626-427-1                                                                                           |Star                                |22 53 53.0473490808 +48 24 45.024871680|103.6174209249672 -10.0012917924340|    2.120 2.158    |10.96    |~                   |    ~     ~    |    1|  935.191   pc  |  -8.9207     +8.9207  |paral   |2020yCat.1350....0G
5317|TYC 3626-555-1                                                                                           |Star                                |22 54 20.8766395824 +48 44 29.367350880|103.8350178969270 -09.7402188773602|  -1.824 -0.582    |10.99    |~                   |    ~     ~    |    1|  766.166   pc  |  -9.5683     +9.5683  |paral   |2020yCat.1350....0G
5318|TYC 3626-563-1                                                                                           |Star                                |22 56 40.0402403838 +48 42 50.593472377|104.1718705486678 -09.9322926461917|  -7.581 -0.697    |10.92    |~                   |    ~     ~    |    0|                |                       |        |                   
5319|TYC 3626-762-1                                                                                           |Star                                |22 58 40.6880920920 +47 51 11.915351208|104.1016566110141 -10.8531630712538|  -0.421 -3.221    |10.94    |~                   |    ~     ~    |    1|  791.828   pc  |  -7.0850     +7.0850  |paral   |2020yCat.1350....0G
5320|TYC 3626-1282-1                                                                                          |Star                                |22 53 34.8503867424 +47 30 36.959338008|103.1633925998197 -10.7869043628833|    8.249 5.988    |10.57    |~                   |    ~     ~    |    1| 1672.241   pc  | -31.5992    +31.5992  |paral   |2020yCat.1350....0G
5321|TYC 3626-1675-1                                                                                          |Star                                |22 59 25.4774806536 +46 56 00.014428356|103.8171295564888 -11.7388610223708|  -3.059 -4.499    |10.73    |~                   |    ~     ~    |    1| 1529.052   pc  | -37.8756    +37.8756  |paral   |2020yCat.1350....0G
5322|TYC 3629-60-1                                                                                            |Star                                |22 49 45.6135856512 +49 15 35.378632260|103.3893887409178 -08.9393055323480|    4.075 0.715    |10.86    |~                   |    ~     ~    |    1|  793.840   pc  |  -8.8225     +8.8225  |paral   |2020yCat.1350....0G
5323|TYC 3629-123-1                                                                                           |Star                                |22 47 08.3635201800 +50 32 53.529513144|103.6093172366438 -07.6011765831615|   1.348 -2.788    |10.78    |~                   |    ~     ~    |    1| 1125.619   pc  | -14.1906    +14.1906  |paral   |2020yCat.1350....0G
5324|TYC 3629-238-1                                                                                           |Star                                |22 49 48.6350504760 +49 36 06.907129740|103.5545731181030 -08.6385653241041|  -1.313 -2.921    |10.79    |~                   |    ~     ~    |    1| 2112.825   pc  | -54.9076    +54.9076  |paral   |2020yCat.1350....0G
5325|TYC 3629-248-1                                                                                           |Star                                |22 51 28.5434367048 +49 26 18.845062152|103.7234876876254 -08.9066066527420|  -1.447 -2.534    |10.94    |~                   |    ~     ~    |    1|  803.923   pc  | -14.6062    +14.6062  |paral   |2020yCat.1350....0G
5326|TYC 3629-307-1                                                                                           |Star                                |22 48 10.9033661928 +50 36 55.996440336|103.7887658149668 -07.6178279918591|  -4.320 -3.739    |10.90    |~                   |    ~     ~    |    1|  967.399   pc  | -10.1073    +10.1073  |paral   |2020yCat.1350....0G
5327|TYC 3629-338-1                                                                                           |Star                                |22 51 17.3734355184 +49 39 14.451274908|103.7944191178484 -08.7006563116311|  -0.507 -2.006    |10.69    |~                   |    ~     ~    |    1| 1045.260   pc  | -30.4826    +30.4826  |paral   |2020yCat.1350....0G
