C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:25:48

dec >=0&rah >=1.75&rah< 2.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 5595

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |       ang. size       |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|-----------------------|-----|----------------|-----------------------|--------|-------------------
4136|BD+34 335                                                                                                |Star                                |01 56 09.9357480336 +34 59 56.542147800|137.6481359043177 -26.0162017072889|  5.448 -35.426  |9.260    |F2             |    ~     ~            |    1|  262.178   pc  |  -9.8432     +9.8432  |paral   |2020yCat.1350....0G
4137|BD+34 336                                                                                                |Star                                |01 56 20.5034170392 +35 19 30.552769596|137.5865708533519 -25.6928184427463|   3.417 -5.503  |10.40    |K2             |    ~     ~            |    1|  806.842   pc  | -12.3689    +12.3689  |paral   |2020yCat.1350....0G
4138|BD+34 342                                                                                                |Star                                |01 58 06.2434846128 +34 43 54.867760932|138.1564742050069 -26.1612211698584| -18.400 -5.801  |10.02    |F8             |    ~     ~            |    1|  121.724   pc  |  -6.3638     +6.3638  |paral   |2020yCat.1350....0G
4139|BD+34 345                                                                                                |Star                                |01 59 07.9544366184 +35 07 05.289450996|138.2582968833522 -25.7308329474528|  10.700 -3.733  |9.29     |K5             |    ~     ~            |    1| 1435.750   pc  | -42.4644    +42.4644  |paral   |2020yCat.1350....0G
4140|BD+33 321                                                                                                |Star                                |01 55 41.4976023216 +34 33 33.764173524|137.6788938678798 -26.4656594000870|-10.295 -10.607  |9.42     |F0             |    ~     ~            |    1|  534.960   pc  | -22.1219    +22.1219  |paral   |2020yCat.1350....0G
4141|BD+33 325                                                                                                |Star                                |01 56 33.2280717744 +34 23 15.020841480|137.9229292385343 -26.5815803034068|  -2.962 -9.824  |10.62    |K2             |    ~     ~            |    1|  780.275   pc  |  -9.6195     +9.6195  |paral   |2020yCat.1350....0G
4142|BD+33 329                                                                                                |High Proper Motion Star             |01 58 43.7127042528 +34 34 27.879188556|138.3438355299863 -26.2754411415800| -4.257 -58.945  |10.62    |G5             |    ~     ~            |    1|   96.654   pc  |  -0.1822     +0.1822  |paral   |2020yCat.1350....0G
4143|HD 12050                                                                                                 |Star                                |01 59 00.1118237520 +34 20 22.578548388|138.4795644655607 -26.4840620167589|  5.507 -26.889  |7.56     |G5             |    ~     ~            |    1|  222.193   pc  |  -1.4910     +1.4910  |paral   |2020yCat.1350....0G
4144|BD+33 332                                                                                                |Star                                |01 59 20.2099730304 +34 31 53.694709284|138.4913584294982 -26.2803128266909|  34.256 -4.676  |9.78     |F0             |    ~     ~            |    1|  276.595   pc  | -16.2419    +16.2419  |paral   |2020yCat.1350....0G
4145|BD+33 334                                                                                                |Star                                |01 59 50.4006146712 +34 39 28.913786820|138.5608299940470 -26.1292253651540|   4.964 -3.948  |9.00     |K2             |    ~     ~            |    1|  830.565   pc  | -16.0042    +16.0042  |paral   |2020yCat.1350....0G
4146|HD 11896                                                                                                 |High Proper Motion Star             |01 57 40.2186405984 +34 07 24.550407948|138.2538582321729 -26.7699712357556| 42.780 -35.869  |8.12     |K0             |    ~     ~            |    1|  208.333   pc  |  -1.1068     +1.1068  |paral   |2020yCat.1350....0G
4147|HD 11927                                                                                                 |Star                                |01 57 51.2900858352 +33 48 22.354461360|138.3963416206197 -27.0632070808178|   7.945 -5.050  |8.13     |B9             |    ~     ~            |    1|  327.386   pc  |  -7.0204     +7.0204  |paral   |2020yCat.1350....0G
4148|BD+32 342                                                                                                |High Proper Motion Star             |01 55 44.8067592048 +33 34 26.578124328|137.9966523202919 -27.4094598143383|  47.858 19.751  |9.28     |G0             |    ~     ~            |    1|  189.822   pc  |  -1.0774     +1.0774  |paral   |2020yCat.1350....0G
4149|HD 11750                                                                                                 |Star                                |01 56 03.8446757832 +33 34 59.339411688|138.0652958546160 -27.3823289168771|   7.107 -0.648  |8.79     |A2             |    ~     ~            |    1|  319.550   pc  |  -2.9817     +2.9817  |paral   |2020yCat.1350....0G
4150|BD+32 352                                                                                                |Star                                |01 57 30.6414715584 +33 25 39.758570220|138.4405968674863 -27.4464131066638| 11.723 -21.690  |9.18     |F8             |    ~     ~            |    1|  305.605   pc  |  -7.3968     +7.3968  |paral   |2020yCat.1350....0G
4151|HD 12008                                                                                                 |Double or Multiple Star             |01 58 33.9957783288 +33 33 38.982413196|138.6349822624355 -27.2556971675542| 17.803 -10.628  |8.40     |A2             |0.0033  0.0            |    1|   70.7990  pc  |  -4.0817     +4.0817  |paral   |2018yCat.1345....0G
4152|NGC 760                            NGC 760                                                               |Double or Multiple Star             |01 57 47.4 +33 21 19                   |138.5269 -27.4992                  |            ~ ~  |     ~   |~              |1.862 0.616            |    0|                |                       |        |                   
4153|NGC 761                            NGC 761                                                               |Galaxy towards a Group of Galaxies  |01 57 49.5892731528 +33 22 37.492097304|138.5280855240790 -27.4760912237155|            ~ ~  |     ~   |~              |1.000 0.460            |    1|   67.68    Mpc |                       |redshift|2007ApJ...655..790C
4154|NGC 735                            NGC 735                                                               |Radio Galaxy                        |01 56 38.0069178288 +34 10 36.748636212|138.0064657013482 -26.7792284036050|            ~ ~  |     ~   |~              |1.110 0.422            |    1|   73.45    Mpc |  -4.30       +4.30    |T-F     |2020ApJ...902..145K
4155|TYC 2311-211-1                                                                                           |Star                                |01 56 47.4639244200 +33 40 08.940360396|138.2016744704847 -27.2573612298612|  -9.947 -5.504  |9.72     |~              |    ~     ~            |    1|  370.521   pc  |  -2.6771     +2.6771  |paral   |2020yCat.1350....0G
4156|TYC 2311-542-1                                                                                           |Star                                |01 56 37.1848557408 +33 25 17.865730200|138.2415942971044 -27.5049176903421|  -1.861 -0.724  |10.66    |~              |    ~     ~            |    1|  807.494   pc  | -14.0190    +14.0190  |paral   |2020yCat.1350....0G
4157|TYC 2311-844-1                                                                                           |Star                                |01 55 06.8229495672 +33 22 33.223563804|137.9153996794145 -27.6363968904451|  -3.536 -1.865  |10.04    |~              |    ~     ~            |    1| 1474.491   pc  | -35.2208    +35.2208  |paral   |2020yCat.1350....0G
4158|TYC 2312-635-1                                                                                           |Star                                |01 57 21.2156475408 +33 35 18.017743020|138.3537628786162 -27.3017495453029|  -9.085 -7.501  |10.66    |~              |    ~     ~            |    1|  503.145   pc  |  -6.6073     +6.6073  |paral   |2020yCat.1350....0G
4159|TYC 2312-669-1                                                                                           |Star                                |01 58 22.3995664056 +33 41 55.669863552|138.5469228476184 -27.1352017913262|  -3.186 -5.022  |10.53    |~              |    ~     ~            |    1|  600.456   pc  |  -7.8239     +7.8239  |paral   |2020yCat.1350....0G
4160|TYC 2312-2120-1                                                                                          |Star                                |01 58 29.9716400424 +32 56 53.370723732|138.8200384910348 -27.8461564892726|  26.682 -7.963  |10.49    |~              |    ~     ~            |    1|  314.693   pc  |  -3.7731     +3.7731  |paral   |2020yCat.1350....0G
4161|TYC 2315-44-1                                                                                            |Star                                |01 56 02.1204519552 +33 57 13.145156748|137.9428701706389 -27.0281371414439|   6.315 12.471  |10.44    |~              |    ~     ~            |    1|  227.645   pc  |  -0.9743     +0.9743  |paral   |2020yCat.1350....0G
4162|TYC 2315-61-1                                                                                            |Star                                |01 53 42.1374319992 +35 05 19.903161732|137.0808855921266 -26.0663422640117| 30.754 -26.066  |10.89    |~              |    ~     ~            |    1|  258.298   pc  |  -1.4878     +1.4878  |paral   |2020yCat.1350....0G
4163|TYC 2315-262-1                                                                                           |Star                                |01 55 12.1025412480 +34 12 24.445652688|137.6784365214750 -26.8324502460015|-17.551 -21.670  |10.78    |~              |    ~     ~            |    1|  192.708   pc  |  -0.5533     +0.5533  |paral   |2020yCat.1350....0G
4164|TYC 2315-325-1                                                                                           |Star                                |01 56 04.6649329848 +35 18 36.441394992|137.5337146096858 -25.7221008101183|   3.943 -1.425  |10.10    |~              |    ~     ~            |    1|  779.666   pc  | -10.8203    +10.8203  |paral   |2020yCat.1350....0G
4165|TYC 2315-491-1                                                                                           |Star                                |01 52 49.1325399528 +35 11 32.864525952|136.8565716434688 -26.0140904229264|  -0.059 -2.404  |10.80    |~              |    ~     ~            |    1|  815.727   pc  | -12.7093    +12.7093  |paral   |2020yCat.1350....0G
4166|TYC 2315-614-1                                                                                           |Star                                |01 53 34.7674198224 +34 05 45.924378468|137.3496661401228 -27.0298908963121|  -1.210 -3.566  |10.20    |~              |    ~     ~            |    1|  550.237   pc  |  -7.6901     +7.6901  |paral   |2020yCat.1350....0G
4167|TYC 2315-637-1                                                                                           |Star                                |01 56 49.1279429688 +34 52 24.573063720|137.8300799517192 -26.0996767930911|   5.932 -6.440  |10.73    |~              |    ~     ~            |    1|  418.585   pc  |  -2.7684     +2.7684  |paral   |2020yCat.1350....0G
4168|TYC 2315-654-1                                                                                           |Star                                |01 55 15.4186497528 +34 02 24.833811804|137.7419946666042 -26.9894871014597|   0.770 -1.609  |10.75    |~              |    ~     ~            |    1|  822.910   pc  | -11.6475    +11.6475  |paral   |2020yCat.1350....0G
4169|TYC 2315-667-1                                                                                           |High Proper Motion Star             |01 52 36.1422250560 +35 31 06.200620428|136.7145787942764 -25.7110203373655| 73.464 -27.437  |10.27    |~              |    ~     ~            |    1|  191.333   pc  |  -5.0483     +5.0483  |paral   |2020yCat.1350....0G
4170|TYC 2315-799-1                                                                                           |Star                                |01 56 43.7384161920 +35 05 14.180850960|137.7441815546522 -25.8994774737479| 20.201 -10.177  |10.13    |~              |    ~     ~            |    1|  362.188   pc  |  -2.3088     +2.3088  |paral   |2020yCat.1350....0G
4171|TYC 2315-799-2                                                                                           |Star                                |01 56 44.0510817888 +35 05 09.097907424|137.7457563390198 -25.9005372851249|  17.576 -8.775  |10.64    |~              |    ~     ~            |    1|  335.570   pc  |  -4.0989     +4.0989  |paral   |2020yCat.1350....0G
4172|TYC 2315-848-1                                                                                           |Star                                |01 55 55.0476862224 +33 53 16.731813228|137.9369707954328 -27.0980157179996|   9.451 -0.981  |10.67    |~              |    ~     ~            |    1| 1779.043   pc  |-107.9263   +107.9263  |paral   |2020yCat.1350....0G
4173|TYC 2315-1051-1                                                                                          |Star                                |01 54 45.4307826024 +35 04 47.762674896|137.3149526792283 -26.0171054222891|  11.858 -6.249  |10.09    |~              |    ~     ~            |    1|  746.938   pc  | -10.2656    +10.2656  |paral   |2020yCat.1350....0G
4174|TYC 2315-1140-1                                                                                          |Star                                |01 52 37.9707145104 +34 31 19.118504820|137.0118218474381 -26.6710912992190|   1.189 -9.797  |10.93    |~              |    ~     ~            |    1|  420.610   pc  |  -3.6090     +3.6090  |paral   |2020yCat.1350....0G
4175|TYC 2315-1336-1                                                                                          |Star                                |01 52 49.5636015312 +34 55 37.340525712|136.9357282031328 -26.2698291661180|   7.497 -0.168  |9.92     |~              |    ~     ~            |    1|  985.125   pc  | -21.8356    +21.8356  |paral   |2020yCat.1350....0G
4176|TYC 2315-1428-1                                                                                          |Star                                |01 54 08.7715773600 +34 34 55.253084304|137.3299314432598 -26.5303922141833|  -7.582 -3.666  |10.33    |~              |    ~     ~            |    1| 1021.138   pc  | -20.7502    +20.7502  |paral   |2020yCat.1350....0G
4177|TYC 2315-1445-1                                                                                          |Star                                |01 56 31.7566257288 +34 45 37.114326828|137.8016060078696 -26.2249298555285|   8.546 -6.576  |10.49    |~              |    ~     ~            |    1|  793.588   pc  | -10.5803    +10.5803  |paral   |2020yCat.1350....0G
4178|TYC 2315-1457-1                                                                                          |Star                                |01 55 27.6399647736 +34 58 56.311705992|137.4987314624374 -26.0719349959803|  20.019 12.372  |10.62    |~              |    ~     ~            |    1|  254.181   pc  |  -1.1371     +1.1371  |paral   |2020yCat.1350....0G
4179|TYC 2315-1509-1                                                                                          |Star                                |01 55 55.3988073024 +34 35 09.640283712|137.7219039769791 -26.4269172802899|   17.860 1.832  |10.33    |~              |    ~     ~            |    1|  368.148   pc  |  -3.1850     +3.1850  |paral   |2020yCat.1350....0G
4180|TYC 2316-87-1                                                                                            |Star                                |01 59 08.4203678808 +33 46 58.706578668|138.6909783711113 -27.0084834413497|   1.052 10.106  |10.80    |~              |    ~     ~            |    1|  142.420   pc  |  -0.4199     +0.4199  |paral   |2020yCat.1350....0G
4181|TYC 2316-125-1                                                                                           |Star                                |01 58 31.2838717344 +35 12 38.389923864|138.0960742777437 -25.6779346539464|  -8.904 -3.916  |10.15    |~              |    ~     ~            |    1|  446.309   pc  |  -3.5257     +3.5257  |paral   |2020yCat.1350....0G
4182|TYC 2316-154-1                                                                                           |Star                                |01 59 18.9791425632 +35 14 38.031606564|138.2580320395091 -25.5995866005399|   3.189 -7.884  |10.31    |~              |    ~     ~            |    1|  352.373   pc  |  -9.4988     +9.4988  |paral   |2020yCat.1350....0G
4183|TYC 2316-186-1                                                                                           |Spectroscopic Binary                |01 59 51.5939983992 +35 05 13.917409548|138.4262993468914 -25.7174462263287|-55.199 -38.700  |10.44    |~              |    ~     ~            |    1|   85.727   pc  |  -0.1668     +0.1668  |paral   |2020yCat.1350....0G
4184|TYC 2316-513-1                                                                                           |Spectroscopic Binary                |01 59 24.4046130360 +34 32 08.042431560|138.5054373677425 -26.2723242627751|  7.554 -35.721  |10.96    |~              |    ~     ~            |    1|  235.571   pc  |  -1.0988     +1.0988  |paral   |2020yCat.1350....0G
4185|TYC 2316-605-1                                                                                           |Star                                |01 57 42.7662384144 +35 23 24.147413736|137.8642694572997 -25.5526092137542|  28.412 -4.135  |10.89    |~              |    ~     ~            |    1|  159.003   pc  |  -9.9155     +9.9155  |paral   |2020yCat.1350....0G
4186|TYC 2316-792-1                                                                                           |Star                                |01 57 41.7737982120 +35 27 50.506102728|137.8376325086495 -25.4825535098461| -9.687 -10.813  |10.47    |~              |    ~     ~            |    1|  321.937   pc  |  -2.0832     +2.0832  |paral   |2020yCat.1350....0G
4187|TYC 2316-942-1                                                                                           |Star                                |01 59 26.0348828976 +34 12 24.105595176|138.6181173943993 -26.5853838547120| -11.252 -0.367  |10.06    |~              |    ~     ~            |    1|  367.026   pc  |  -3.9470     +3.9470  |paral   |2020yCat.1350....0G
4188|TYC 2316-1042-1                                                                                          |Spectroscopic Binary                |01 59 20.2587693936 +34 26 43.916209908|138.5193676389406 -26.3626188818405| -25.911 -5.375  |10.69    |~              |    ~     ~            |    1|  324.939   pc  |  -2.1645     +2.1645  |paral   |2020yCat.1350....0G
4189|TYC 2316-1263-1                                                                                          |Star                                |01 57 08.4450233856 +34 40 29.132188536|137.9627730707079 -26.2719767339767| -5.682 -39.125  |10.46    |~              |    ~     ~            |    1|  177.421   pc  |  -0.6768     +0.6768  |paral   |2020yCat.1350....0G
4190|TYC 2316-1543-1                                                                                          |Star                                |01 57 13.0619964792 +34 25 54.220145340|138.0560055988380 -26.5007554314672| -30.195 -5.559  |10.95    |~              |    ~     ~            |    1|  270.497   pc  | -13.3825    +13.3825  |paral   |2020yCat.1350....0G
4191|TYC 2319-1397-1                                                                                          |Star                                |01 54 19.5972621936 +35 38 34.233074952|137.0531501397974 -25.4984770637220|  -1.424 -6.253  |10.62    |~              |    ~     ~            |    1|  864.080   pc  | -16.9486    +16.9486  |paral   |2020yCat.1350....0G
4192|TYC 2319-1454-1                                                                                          |Star                                |01 54 46.3755329376 +35 44 49.433179416|137.1188952365467 -25.3737843005445|  21.059 -8.853  |9.95     |~              |    ~     ~            |    1|  477.509   pc  |  -4.6287     +4.6287  |paral   |2020yCat.1350....0G
4193|TYC 2319-1552-1                                                                                          |Star                                |01 55 21.7623579528 +35 41 38.980530456|137.2622823604887 -25.3924025140982|-10.923 -10.361  |10.80    |~              |    ~     ~            |    1|  394.804   pc  | -16.8028    +16.8028  |paral   |2020yCat.1350....0G
4194|NGC 733                            NGC 733                                                               |Galaxy                              |01 56 24.7368182136 +33 03 52.090279380|138.3081527274118 -27.8598416010546|            ~ ~  |     ~   |~              |0.463 0.204            |    0|                |                       |        |                   
4195|TYC 2312-2331-1                                                                                          |Star                                |01 57 38.4418177584 +33 17 22.961983380|138.5143611489535 -27.5709133364707| 17.078 -16.568  |10.65    |~              |    ~     ~            |    1|  211.501   pc  |  -0.6978     +0.6978  |paral   |2020yCat.1350....0G
4196|TYC 2312-1066-1                                                                                          |Star                                |01 58 56.0426993472 +32 56 10.190241240|138.9226155121265 -27.8310811176987|  -6.651 -6.502  |9.94     |~              |    ~     ~            |    1|  728.332   pc  |  -9.4954     +9.4954  |paral   |2020yCat.1350....0G
4197|TYC 2312-1154-1                                                                                          |Star                                |01 59 30.3167129904 +33 02 22.141135068|139.0178106780688 -27.6971858782226|   6.358 -3.059  |10.92    |~              |    ~     ~            |    1| 1182.732   pc  | -21.5424    +21.5424  |paral   |2020yCat.1350....0G
4198|BD+35 339                                                                                                |Star                                |01 46 00.5480634192 +36 20 17.385344988|135.0579628219817 -25.2453027097171|-11.124 -10.733  |9.14     |A5             |    ~     ~            |    1|  315.438   pc  |  -9.8108     +9.8108  |paral   |2020yCat.1350....0G
4199|BD+35 345                                                                                                |Star                                |01 48 24.7234892568 +36 32 58.306555068|135.5211103141425 -24.9255225508875|  -6.717 -3.330  |9.45     |A0             |    ~     ~            |    1|  537.895   pc  |  -7.3201     +7.3201  |paral   |2020yCat.1350....0G
4200|BD+35 351                                                                                                |Star                                |01 50 57.8741021160 +36 15 16.556513868|136.1506480970971 -25.0844959828404|  -6.723 -2.464  |9.75     |K0             |    ~     ~            |    1|  922.254   pc  | -18.2869    +18.2869  |paral   |2020yCat.1350....0G
4201|HD 11190                                                                                                 |Star                                |01 50 44.8146427080 +36 03 04.833113004|136.1602967617025 -25.2922636266366| 16.200 -21.037  |7.86     |A0             |    ~     ~            |    1|  248.071   pc  |  -1.8400     +1.8400  |paral   |2020yCat.1350....0G
4202|BD+35 354                                                                                                |Star                                |01 51 51.3532972320 +36 03 45.120015684|136.3968434601893 -25.2244811779658|-15.900 -17.812  |9.21     |G5             |    ~     ~            |    1|  490.653   pc  |  -5.0315     +5.0315  |paral   |2020yCat.1350....0G
4203|NGC 687                            NGC 687                                                               |Galaxy towards a Group of Galaxies  |01 50 33.2281901976 +36 22 15.094840332|136.0299874490760 -24.9927753278127|            ~ ~  |13.33    |~              |0.983 0.885            |    1|   56.49    Mpc |                       |        |2016AJ....152...50T
4204|NGC 700                            NGC 700                                                               |Galaxy towards a Cluster of Galaxies|01 52 12.7097235864 +36 05 50.557292124|136.4637556804268 -25.1723225248745|            ~ ~  |     ~   |~              |0.553 0.288            |    0|                |                       |        |                   
4205|NGC 668                            NGC 668                                                               |Galaxy towards a Group of Galaxies  |01 46 22.6494472992 +36 27 37.270861956|135.1061959208576 -25.1092171722370|            ~ ~  |     ~   |~              |0.683 0.547            |    1|   55.72    Mpc |  -8.02       +8.02    |T-F     |2020ApJ...902..145K
4206|HD 10815C                                                                                                |Star                                |01 46 44.8106083872 +38 55 34.500778068|134.5583482057144 -22.6936059469257|   20.670 0.580  |10.01    |~              |    ~     ~            |    1|  359.144   pc  |  -4.2178     +4.2178  |paral   |2020yCat.1350....0G
4207|HD 10815                                                                                                 |Double or Multiple Star             |01 46 43.8444333 +38 55 39.982928      |134.5546645333 -22.6928460780      |     18.00 0.14  |9.34     |F8             |0.0117  0.0            |    0|                |                       |        |                   
4208|HD 10821                                                                                                 |Star                                |01 46 50.5642584624 +38 44 55.621343652|134.6224951818987 -22.8619657230313| -6.760 -18.363  |7.77     |F0             |    ~     ~            |    1|  140.732   pc  |  -3.9433     +3.9433  |paral   |2020yCat.1350....0G
4209|BD+37 362                                                                                                |Star                                |01 45 52.8596498616 +38 16 10.183107756|134.5430957433140 -23.3716539981499|  -5.928 -1.893  |9.56     |K0             |    ~     ~            |    1|  865.276   pc  | -14.3002    +14.3002  |paral   |2020yCat.1350....0G
4210|BD+37 369                                                                                                |Star                                |01 48 23.8449444576 +38 33 49.146908148|134.9899633838399 -22.9707593719485|-10.179 -28.230  |8.89     |K0             |    ~     ~            |    1|  793.147   pc  | -18.5579    +18.5579  |paral   |2020yCat.1350....0G
4211|HD 10974                                                                                                 |Star                                |01 48 37.8969740304 +38 36 41.722979400|135.0258301389371 -22.9132998221119|  -2.921 -8.502  |9.10     |A3             |    ~     ~            |    1|  265.710   pc  |  -2.4146     +2.4146  |paral   |2020yCat.1350....0G
4212|BD+37 374                                                                                                |Star                                |01 48 42.8247232248 +38 29 22.565476608|135.0744185053912 -23.0279195922515|   3.121 -5.568  |9.47     |K0             |    ~     ~            |    1|  618.582   pc  |  -6.7345     +6.7345  |paral   |2020yCat.1350....0G
4213|HD 11105                                                                                                 |Star                                |01 50 05.9855686824 +38 33 39.549381192|135.3413300732236 -22.8930857422570| 39.571 -18.363  |8.620    |F0             |    ~     ~            |    1|  128.720   pc  |  -2.2202     +2.2202  |paral   |2020yCat.1350....0G
4214|HD 11152                                                                                                 |High Proper Motion Star             |01 50 29.8481395848 +38 18 11.104956432|135.4921735123629 -23.1239576017712| 66.935 -91.842  |7.57     |F0             |    ~     ~            |    1|   77.800   pc  |  -0.1695     +0.1695  |paral   |2020yCat.1350....0G
4215|BD+37 361                                                                                                |Star                                |01 45 39.5412092544 +37 51 46.111624056|134.5978741797134 -23.7775875306832|   8.470 -3.256  |9.92     |A2             |    ~     ~            |    1|  425.858   pc  |  -6.4381     +6.4381  |paral   |2020yCat.1350....0G
4216|BD+37 366                                                                                                |High Proper Motion Star             |01 47 53.4093594000 +37 48 18.340047576|135.0806539326025 -23.7312937837943|  50.372 -9.243  |9.30     |G0             |    ~     ~            |    1|  175.503   pc  |  -0.6253     +0.6253  |paral   |2020yCat.1350....0G
4217|HD 10975                                                                                                 |High Proper Motion Star             |01 48 38.9251714008 +37 57 10.332882900|135.2008810226974 -23.5520864782414|112.497 -26.975  |5.929    |K0III          |    ~     ~            |    1|  116.213   pc  |  -0.4416     +0.4416  |paral   |2020yCat.1350....0G
4218|HD 11165                                                                                                 |Star                                |01 50 35.3608784856 +37 48 35.979224544|135.6440712263173 -23.5972653755736|  -3.192 -9.389  |8.56     |G5             |    ~     ~            |    1|  387.072   pc  |  -3.2212     +3.2212  |paral   |2020yCat.1350....0G
4219|HD 11178                                                                                                 |Spectroscopic Binary                |01 50 43.3240566936 +37 57 44.308732104|135.6305392272553 -23.4432158146730|  -5.438 -5.546  |9.06     |G0             |    ~     ~            |    1|  525.458   pc  |  -7.0683     +7.0683  |paral   |2020yCat.1350....0G
4220|NGC 752 1530                       BD+37 386                                                             |Star                                |01 51 03.5130009048 +37 46 34.245108768|135.7512283857860 -23.6069486949525| 10.071 -12.035  |9.16     |K0             |    ~     ~            |    1|  438.731   pc  |  -3.0605     +3.0605  |paral   |2020yCat.1350....0G
4221|NGC 752 1531                       HD 11224                                                              |Long-Period Variable                |01 51 09.2921535984 +38 01 26.213437452|135.7038075732295 -23.3622879440372|   0.274 -3.503  |7.33     |M6             |    ~     ~            |    1|  435.180   pc  |  -6.9882     +6.9882  |paral   |2020yCat.1350....0G
4222|HD 11292                                                                                                 |Star                                |01 51 46.6472771040 +38 11 05.270856864|135.7889424506591 -23.1758580791605| -7.139 -11.058  |8.55     |A0             |    ~     ~            |    1|  316.807   pc  | -10.6087    +10.6087  |paral   |2020yCat.1350....0G
4223|BD+37 390                                                                                                |Star                                |01 51 49.3645217880 +37 52 56.942907096|135.8814050697238 -23.4661397177645|   -5.388 4.622  |8.97     |A2             |    ~     ~            |    1|  274.243   pc  |  -1.5493     +1.5493  |paral   |2020yCat.1350....0G
4224|BD+37 394                                                                                                |High Proper Motion Star             |01 52 25.1682971472 +38 10 22.561087620|135.9249719324728 -23.1553837636139| 52.899 -54.473  |9.45     |G0             |    ~     ~            |    1|  124.285   pc  |  -0.2997     +0.2997  |paral   |2020yCat.1350....0G
4225|BD+36 308                                                                                                |Star                                |01 45 36.7515869400 +37 09 17.955945072|134.7652262918149 -24.4687947784408|   3.338 -0.703  |9.19     |F2             |    ~     ~            |    1|  165.541   pc  |  -0.6358     +0.6358  |paral   |2020yCat.1350....0G
4226|BD+36 309                                                                                                |Star                                |01 45 57.3445824432 +37 09 56.931868620|134.8356074996058 -24.4425519376395|   3.856 -4.958  |9.82     |K2             |    ~     ~            |    1|  683.013   pc  |  -6.9510     +6.9510  |paral   |2020yCat.1350....0G
4227|BD+36 311                                                                                                |High Proper Motion Star             |01 46 38.6412329232 +37 41 25.626224796|134.8483129401081 -23.9005363207776| 95.405 -56.987  |9.49     |G5             |    ~     ~            |    1|  134.984   pc  |  -0.4719     +0.4719  |paral   |2020yCat.1350....0G
4228|HD 10906                                                                                                 |Star                                |01 47 51.9361738104 +37 34 08.557469760|135.1367159545187 -23.9617591907795|  -6.358 -3.372  |9.05     |A0             |    ~     ~            |    1|  307.796   pc  |  -2.8706     +2.8706  |paral   |2020yCat.1350....0G
4229|BD+36 314                                                                                                |Star                                |01 48 05.1514958136 +37 28 52.657997844|135.2059974903899 -24.0366005518902|   6.514 -3.856  |10.09    |A2             |    ~     ~            |    1|  368.949   pc  |  -4.4104     +4.4104  |paral   |2020yCat.1350....0G
4230|BD+36 315                                                                                                |Star                                |01 48 24.0033958680 +36 49 38.908201332|135.4446986108663 -24.6563627650224|   6.910 -6.845  |10.08    |F2             |    ~     ~            |    1|  427.881   pc  |  -3.6067     +3.6067  |paral   |2020yCat.1350....0G
4231|BD+36 320                                                                                                |Star                                |01 49 44.6020762032 +37 25 03.276493860|135.5723577300125 -24.0188743030583|  -10.932 9.504  |8.68     |K2             |    ~     ~            |    1|  798.977   pc  | -18.9594    +18.9594  |paral   |2020yCat.1350....0G
4232|BD+36 322                                                                                                |Star                                |01 50 04.3676703144 +36 49 33.678320088|135.8021332759724 -24.5760029254608| -12.643 -0.978  |10.44    |K0             |    ~     ~            |    1|  823.113   pc  | -12.0598    +12.0598  |paral   |2020yCat.1350....0G
4233|NGC 752 1529                       HD 11216                                                              |Star                                |01 51 01.4465117544 +37 33 15.089387436|135.8046276323446 -23.8235930374810|  20.353 -7.395  |7.76     |K0             |    ~     ~            |    1|  490.172   pc  |  -5.5983     +5.5983  |paral   |2020yCat.1350....0G
4234|BD+36 327                                                                                                |Star                                |01 51 20.9373240912 +36 46 29.167428756|136.0881937441210 -24.5616878413435| 14.726 -15.797  |9.49     |F5             |    ~     ~            |    1|  273.875   pc  |  -1.4026     +1.4026  |paral   |2020yCat.1350....0G
4235|NGC 752 1533                       BD+36 328                                                             |Star                                |01 51 30.1182079584 +37 35 38.100523272|135.8938947236779 -23.7613717327387| 10.051 -11.798  |9.07     |K0             |    ~     ~            |    1|  436.357   pc  |  -3.6368     +3.6368  |paral   |2020yCat.1350....0G
4236|TYC 2816-630-1                                                                                           |Star                                |01 51 34.6147467480 +37 31 22.579264344|135.9291625471699 -23.8263111026167|    6.403 0.344  |10.77    |F8             |    ~     ~            |    1|  485.484   pc  |  -3.4176     +3.4176  |paral   |2020yCat.1350....0G
4237|HD 11348                                                                                                 |High Proper Motion Star             |01 52 22.3246618872 +37 25 47.240230152|136.1218708430780 -23.8763243575829|-24.224 -124.677 |6.890    |F8             |    ~     ~            |    1|   59.922   pc  |  -0.1077     +0.1077  |paral   |2020yCat.1350....0G
4238|IRAS 01467+3826                                                                                          |Star                                |01 49 43.1226270936 +38 40 53.638457772|135.2311144358047 -22.7942812034871|   3.928 -4.196  |10.21    |~              |    ~     ~            |    1| 1561.280   pc  | -59.9649    +59.9649  |paral   |2020yCat.1350....0G
4239|BD+37 373                                                                                                |Double or Multiple Star             |01 48 39.57 +37 44 28.8                |135.25857 -23.75693                |            ~ ~  |9.2      |~              |    ~     ~            |    0|                |                       |        |                   
