C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:09:02

dec< 0&rah >=12.75&rah< 13.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5307

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
4613|TYC 8250-181-1                                                                                           |Star                                |12 57 43.8775325352 -48 17 44.517442920|304.0133236328455 +14.5628336410093| 16.075 -12.459   |10.758   |~                |    ~     ~    |    1|  778.941   pc  | -26.9600    +26.9600    |ST-L    |2020AJ....160...83S
4614|HD 112361B                                                                                               |High Proper Motion Star             |12 56 39.503230 -47 41 10.99270        |303.842222978 +15.176133414        |     -60.2 -2.7   |7.57     |~                |    ~     ~    |    0|                |                         |        |                   
4615|TYC 8250-360-1                                                                                           |Star                                |12 58 37.0711508496 -47 18 03.574789020|304.1953524638126 +15.5531404425036|   -8.244 1.175   |10.747   |~                |    ~     ~    |    1| 2094.440   pc  |-283.9000   +283.9000    |ST-L    |2020AJ....160...83S
4616|TYC 8250-1597-1                                                                                          |Star                                |12 59 05.4890894472 -47 05 07.703196036|304.2855724169872 +15.7661574949049| -16.027 -1.858   |10.94    |~                |    ~     ~    |    1|  556.235   pc  | -27.5055    +27.5055    |paral   |2020yCat.1350....0G
4617|TYC 8250-1887-1                                                                                          |Star                                |12 58 19.1159237040 -48 07 58.321728588|304.1188591064166 +14.7230224803990|       -9.9 0.5   |10.94    |~                |    ~     ~    |    0|                |                         |        |                   
4618|TYC 8250-3275-1                                                                                          |Star                                |12 58 08.0578533720 -47 02 11.279022936|304.1177092366354 +15.8198629751270| -14.497 -1.969   |10.71    |~                |    ~     ~    |    1|  846.668   pc  | -11.8280    +11.8280    |paral   |2020yCat.1350....0G
4619|TYC 8253-142-1                                                                                           |Star                                |12 50 09.1343212680 -48 53 21.745328280|302.7141359799625 +13.9818302077531|  49.934 -4.563   |10.56    |~                |    ~     ~    |    1|  133.356   pc  |  -0.2952     +0.2952    |paral   |2020yCat.1350....0G
4620|TYC 8253-178-1                                                                                           |Star                                |12 51 29.7956086344 -48 48 06.094114056|302.9418870786826 +14.0700536402753| -11.751 -1.897   |10.32    |~                |    ~     ~    |    1|  854.482   pc  | -20.0058    +20.0058    |paral   |2020yCat.1350....0G
4621|TYC 8253-202-1                                                                                           |Star                                |12 50 33.6952167768 -48 59 56.761647216|302.7838743451284 +13.8723952157504|  -0.342 -2.464   |10.99    |~                |    ~     ~    |    1|  876.347   pc  | -14.7453    +14.7453    |paral   |2020yCat.1350....0G
4622|TYC 8253-234-1                                                                                           |Star                                |12 46 32.2195019016 -49 02 05.029356048|302.1047176250103 +13.8291454360861|  -5.104 -0.136   |10.994   |~                |    ~     ~    |    1| 1732.910   pc  |-220.1000   +220.1000    |ST-L    |2020AJ....160...83S
4623|TYC 8253-260-1                                                                                           |Star                                |12 49 14.5961532384 -48 59 42.472202064|302.5611196073998 +13.8750363217060|  -21.829 2.226   |10.96    |~                |    ~     ~    |    1|  408.680   pc  |  -4.8937     +4.8937    |paral   |2020yCat.1350....0G
4624|TYC 8253-378-1                                                                                           |Star                                |12 48 55.5606268464 -48 48 17.013915000|302.5055455119116 +14.0649419299623|  -4.361 -2.495   |10.799   |~                |    ~     ~    |    1|  913.643   pc  | -98.4500    +98.4500    |ST-L    |2020AJ....160...83S
4625|TYC 8253-446-1                                                                                           |Spectroscopic Binary                |12 45 02.6246757696 -49 18 08.808535116|301.8597762453746 +13.5559893097506|   -5.999 0.935   |10.730   |~                |    ~     ~    |    1| 1514.700   pc  |-144.6000   +144.6000    |ST-L    |2020AJ....160...83S
4626|TYC 8253-495-1                                                                                           |Star                                |12 47 32.7729601296 -50 04 14.772921996|302.2915763732519 +12.7961385847196|  -13.645 1.419   |10.927   |~                |    ~     ~    |    1|  893.469   pc  | -47.1900    +47.1900    |ST-L    |2020AJ....160...83S
4627|TYC 8253-649-1                                                                                           |Star                                |12 51 55.0781640840 -50 22 56.988533640|303.0103083513826 +12.4891777085476| -14.641 -0.452   |10.941   |~                |    ~     ~    |    1| 1590.300   pc  |-186.5000   +186.5000    |ST-L    |2020AJ....160...83S
4628|TYC 8253-723-1                                                                                           |High Proper Motion Star             |12 49 02.1801068208 -49 28 44.646638628|302.5309359837552 +13.3908092409117|-38.929 -11.200   |10.972   |~                |    ~     ~    |    1|  507.033   pc  | -22.8300    +22.8300    |ST-L    |2020AJ....160...83S
4629|TYC 8253-866-1                                                                                           |Star                                |12 46 39.4054667784 -49 22 47.755100964|302.1317167235498 +13.4843868606115|  -17.062 4.662   |10.923   |~                |    ~     ~    |    1|  834.839   pc  | -43.1800    +43.1800    |ST-L    |2020AJ....160...83S
4630|TYC 8253-894-2                                                                                           |Star                                |12 45 00.520 -49 05 13.52              |301.848202 +13.771130              |      -6.7 -6.0   |10.85    |~                |    ~     ~    |    0|                |                         |        |                   
4631|TYC 8253-1130-1                                                                                          |Star                                |12 49 53.3459644752 -50 23 52.128670380|302.6791359132569 +12.4731738615693| -10.499 -2.089   |10.93    |~                |    ~     ~    |    1|  646.621   pc  | -19.1917    +19.1917    |paral   |2020yCat.1350....0G
4632|TYC 8253-1220-1                                                                                          |Star                                |12 50 22.9621400832 -50 20 43.937869452|302.7594738945360 +12.5258559604200|  -14.191 0.703   |10.153   |~                |    ~     ~    |    1|  847.571   pc  | -43.6900    +43.6900    |ST-L    |2020AJ....160...83S
4633|TYC 8253-1265-1                                                                                          |Star                                |12 50 04.8102268032 -49 37 43.985003736|302.7060557231218 +13.2422674093721| -15.561 -1.965   |10.913   |~                |    ~     ~    |    1|  922.044   pc  | -58.6200    +58.6200    |ST-L    |2020AJ....160...83S
4634|TYC 8253-1331-1                                                                                          |Star                                |12 51 57.3135142776 -50 02 01.718016000|303.0171272541506 +12.8378514441716|   2.430 -1.810   |10.88    |~                |    ~     ~    |    1| 1115.076   pc  | -43.5188    +43.5188    |paral   |2020yCat.1350....0G
4635|TYC 8253-1351-1                                                                                          |Star                                |12 51 29.6169041952 -50 28 56.384263956|302.9409977953524 +12.3894176413169|   -5.110 2.325   |10.899   |~                |    ~     ~    |    1| 2502.800   pc  |-247.2000   +247.2000    |ST-L    |2020AJ....160...83S
4636|TYC 8253-1548-1                                                                                          |High Proper Motion Star             |12 55 37.8599995632 -48 54 04.643513136|303.6419807080579 +13.9646767023305|  -66.630 0.612   |10.886   |~                |    ~     ~    |    1|  297.584   pc  |  -8.6250     +8.6250    |ST-L    |2020AJ....160...83S
4637|TYC 8253-1822-1                                                                                          |Star                                |12 52 34.7676911952 -48 59 19.219324596|303.1248334561195 +13.8826479699126| -1.117 -28.549   |10.85    |~                |    ~     ~    |    1|  290.040   pc  |  -1.6404     +1.6404    |paral   |2020yCat.1350....0G
4638|GSC 08253-01946                                                                                          |Double or Multiple Star             |12 55 45.0684325632 -48 56 41.256504204|303.6615493671359 +13.9208435645575|  -12.846 1.886   |10.785   |~                |    ~     ~    |    1| 1636.680   pc  |-300.1000   +300.1000    |ST-L    |2020AJ....160...83S
4639|TYC 8253-2294-1                                                                                          |Star                                |12 52 43.5895037376 -48 54 31.095114048|303.1501046445113 +13.9625641729170|  -16.145 1.554   |10.685   |~                |    ~     ~    |    1| 1051.120   pc  | -72.6700    +72.6700    |ST-L    |2020AJ....160...83S
4640|TYC 8253-2336-1                                                                                          |Star                                |12 52 40.3455753720 -49 34 50.862655596|303.1375387815242 +13.2904595466580| -10.673 -3.104   |10.89    |~                |    ~     ~    |    1|  670.916   pc  | -13.0087    +13.0087    |paral   |2020yCat.1350....0G
4641|TYC 8254-420-1                                                                                           |Star                                |12 56 24.5436646296 -50 23 41.700559668|303.7432948449034 +12.4689990599643| -14.331 -5.539   |10.497   |~                |    ~     ~    |    1|  818.651   pc  | -39.6500    +39.6500    |ST-L    |2020AJ....160...83S
4642|TYC 8254-591-1                                                                                           |Star                                |12 58 22.8929527512 -49 31 21.052172352|304.0899087000528 +13.3336203696417|   0.511 -2.012   |10.266   |~                |    ~     ~    |    1|  956.217   pc  | -68.8000    +68.8000    |ST-L    |2020AJ....160...83S
4643|TYC 8254-1365-1                                                                                          |Star                                |12 58 48.3489074832 -50 00 44.221194612|304.1458719370519 +12.8420965105113| -15.549 -2.797   |10.78    |~                |    ~     ~    |    1|  319.887   pc  |  -1.6475     +1.6475    |paral   |2020yCat.1350....0G
4644|TYC 8257-193-1                                                                                           |Spectroscopic Binary                |12 53 59.7966430512 -52 28 10.086959532|303.3281090783962 +10.4003106910191| -11.815 -2.086   |10.86    |~                |    ~     ~    |    1| 1486.105   pc  | -61.6174    +61.6174    |paral   |2020yCat.1350....0G
4645|TYC 8257-516-1                                                                                           |Star                                |12 50 38.3645315256 -52 07 10.502561424|302.8071618054266 +10.7519701047132|   -5.409 1.199   |10.871   |~                |    ~     ~    |    1| 1587.240   pc  |-146.9000   +146.9000    |ST-L    |2020AJ....160...83S
4646|CD-51 7076B                                                                                              |Star                                |12 52 43.7586157968 -52 16 08.667496344|303.1329251618080 +10.6021692827524|   3.143 -6.946   |10.94    |~                |    ~     ~    |    1|  465.549   pc  |  -4.3781     +4.3781    |paral   |2020yCat.1350....0G
4647|TYC 8257-2208-1                                                                                          |Star                                |12 53 45.6694176144 -50 58 06.865099356|303.3057207766385 +11.9014877707646|  -14.838 0.036   |10.965   |~                |    ~     ~    |    1| 1292.310   pc  | -97.4000    +97.4000    |ST-L    |2020AJ....160...83S
4648|TYC 8258-26-1                                                                                            |Star                                |12 56 23.8722675912 -52 11 38.020398036|303.7053658486208 +10.6704042395642|   -5.651 0.896   |10.964   |~                |    ~     ~    |    1| 2521.730   pc  |-309.7000   +309.7000    |ST-L    |2020AJ....160...83S
4649|TYC 8258-95-1                                                                                            |Star                                |12 58 04.8465945192 -52 29 28.121994528|303.9598024362169 +10.3673443876055| -12.174 -7.154   |10.847   |~                |    ~     ~    |    1|  768.888   pc  | -50.0000    +50.0000    |ST-L    |2020AJ....160...83S
4650|TYC 8258-920-1                                                                                           |Star                                |12 57 44.7257969232 -51 34 52.663999404|303.9310233433813 +11.2782156517178|  -5.457 -5.228   |10.61    |~                |    ~     ~    |    1| 1578.283   pc  | -47.3286    +47.3286    |paral   |2020yCat.1350....0G
4651|TYC 8258-1480-1                                                                                          |Star                                |12 56 56.5890561816 -51 46 17.697530496|303.7997417860087 +11.0908883794862|   2.906 -6.655   |10.92    |~                |    ~     ~    |    1|  732.011   pc  |  -7.1803     +7.1803    |paral   |2020yCat.1350....0G
4652|IRAS 12556-5125                                                                                          |Long-Period Variable                |12 58 41.2864631064 -51 42 21.748343544|304.0766484213245 +11.1495909754898| -17.467 -1.700   |10.74    |~                |    ~     ~    |    1| 1666.667   pc  | -76.3889    +76.3889    |paral   |2020yCat.1350....0G
4653|HD 111901                                                                                                |Star                                |12 53 10.3527684744 -53 28 43.139381052|303.1935103306760 +09.3922167207466|    0.397 1.750   |10.10    |A3mA7-F0         |    ~     ~    |    1|  374.841   pc  |  -3.3721     +3.3721    |paral   |2020yCat.1350....0G
4654|TYC 8647-1600-1                                                                                          |Star                                |12 49 05.0141799816 -53 09 10.862755704|302.5738286729894 +09.7170931728087|   1.579 -8.948   |10.090   |~                |    ~     ~    |    1|  441.996   pc  | -12.4600    +12.4600    |ST-L    |2020AJ....160...83S
4655|TYC 8647-1641-1                                                                                          |Star                                |12 49 21.4189967232 -53 38 10.718021976|302.6194281184224 +09.2341743924580| -17.018 -4.012   |10.715   |~                |    ~     ~    |    1|  914.453   pc  | -35.6100    +35.6100    |ST-L    |2020AJ....160...83S
4656|HD 110877                                                                                                |Spectroscopic Binary                |12 45 44.3084188464 -53 27 13.654466892|302.0719502278234 +09.4084376462124|   -8.220 0.144   |9.78     |K2               |    ~     ~    |    1|  938.703   pc  | -24.5844    +24.5844    |paral   |2020yCat.1350....0G
4657|TYC 8647-2274-1                                                                                          |Star                                |12 53 08.6061639480 -53 28 07.327574112|303.1891882568709 +09.4021935429711|   -5.271 2.066   |10.52    |~                |    ~     ~    |    1|  987.752   pc  | -20.0985    +20.0985    |paral   |2020yCat.1350....0G
4658|TYC 8647-2292-1                                                                                          |Star                                |12 49 16.5421036344 -53 01 03.787837464|302.6018814238508 +09.8526431254612|  -20.138 2.875   |10.87    |~                |    ~     ~    |    1| 1049.208   pc  | -28.9520    +28.9520    |paral   |2020yCat.1350....0G
4659|HD 111358                                                                                                |Star                                |12 49 17.3873505456 -53 04 12.897817716|302.6044830408237 +09.8001324543114| -11.380 -2.453   |10.82    |B9.5V            |    ~     ~    |    1|  704.622   pc  | -13.1571    +13.1571    |paral   |2020yCat.1350....0G
4660|TYC 8647-2537-1                                                                                          |Star                                |12 50 24.5414983440 -53 01 52.354416144|302.7749279283188 +09.8402243845385| -13.185 -5.161   |10.579   |~                |    ~     ~    |    1|  881.053   pc  | -33.3200    +33.3200    |ST-L    |2020AJ....160...83S
4661|TYC 8647-2710-1                                                                                          |Star                                |12 45 27.0313697040 -53 00 25.084163628|302.0178236414598 +09.8541526124395|  -8.603 -1.646   |10.60    |~                |    ~     ~    |    1| 1223.691   pc  | -23.2100    +23.2100    |paral   |2020yCat.1350....0G
4662|TYC 8647-2920-1                                                                                          |Star                                |12 46 55.8349308984 -52 55 58.511030844|302.2424197002449 +09.9327934253800|  -2.746 -5.793   |10.961   |~                |    ~     ~    |    1| 1768.480   pc  |-194.4000   +194.4000    |ST-L    |2020AJ....160...83S
4663|TYC 8647-3637-1                                                                                          |Star                                |12 47 05.0104734072 -53 59 45.024942696|302.2842764686030 +08.8704315318884|  -13.725 3.939   |10.67    |~                |    ~     ~    |    1|  543.095   pc  |  -7.5508     +7.5508    |paral   |2020yCat.1350....0G
4664|TYC 8648-630-1                                                                                           |Star                                |12 59 06.8441647896 -53 25 42.978537192|304.0908465733367 +09.4258685007749|-25.679 -12.893   |10.62    |~                |    ~     ~    |    1|  417.049   pc  |  -2.9568     +2.9568    |paral   |2020yCat.1350....0G
4665|HD 112041                                                                                                |Star                                |12 54 12.6508773072 -53 34 35.592223260|303.3489992007147 +09.2929486153617|  -10.249 2.194   |10.49    |A1V              |    ~     ~    |    1|  703.779   pc  | -18.6235    +18.6235    |paral   |2020yCat.1350....0G
4666|HD 112779B                                                                                               |Star                                |12 59 54.3667991030 -53 00 05.683532473|304.2248240764495 +09.8489092861494| -13.878 -7.680   |10.93    |~                |    ~     ~    |    1|  350.791   pc  | -32.8555    +32.8555    |paral   |2018yCat.1345....0G
4667|HD 112552                                                                                                |Star                                |12 58 18.7589074392 -53 36 57.915564552|303.9647456689997 +09.2418729204762|  -8.005 -2.314   |10.08    |G5               |    ~     ~    |    1|  422.241   pc  | -11.4400    +11.4400    |ST-L    |2020AJ....160...83S
4668|TYC 8651-15-1                                                                                            |Star                                |12 46 51.3935703840 -56 02 03.627702024|302.2874831130780 +06.8316738846986| -13.600 -4.237   |10.80    |~                |    ~     ~    |    1|  286.336   pc  |  -2.6154     +2.6154    |paral   |2020yCat.1350....0G
4669|TYC 8651-773-1                                                                                           |Star                                |12 48 53.5346950464 -56 06 31.770114768|302.5745681137090 +06.7611561978347|   6.879 -4.507   |10.792   |~                |    ~     ~    |    1|  821.142   pc  | -34.3800    +34.3800    |ST-L    |2020AJ....160...83S
4670|TYC 8651-1219-1                                                                                          |Star                                |12 46 14.2644348144 -56 04 28.845794820|302.2012743673820 +06.7896906959656|   -4.486 2.909   |10.932   |~                |    ~     ~    |    1|  849.039   pc  | -45.0900    +45.0900    |ST-L    |2020AJ....160...83S
4671|TYC 8651-1319-1                                                                                          |Star                                |12 46 45.2709180768 -55 55 51.048523740|302.2712210806834 +06.9348925255906|   -6.982 6.873   |10.937   |~                |    ~     ~    |    1| 1308.510   pc  |-112.2000   +112.2000    |ST-L    |2020AJ....160...83S
4672|TYC 8651-1899-1                                                                                          |Star                                |12 49 52.4441458656 -55 05 50.009845272|302.7061494314079 +07.7738370717841|  -8.555 -5.284   |10.99    |~                |    ~     ~    |    1|  452.981   pc  |  -3.7140     +3.7140    |paral   |2020yCat.1350....0G
4673|TYC 8652-113-1                                                                                           |Star                                |12 53 43.0065337896 -55 56 24.643488660|303.2533440617695 +06.9301466296339|   -8.406 1.579   |10.783   |~                |    ~     ~    |    1| 1014.870   pc  | -74.5600    +74.5600    |ST-L    |2020AJ....160...83S
4674|TYC 8652-226-1                                                                                           |Star                                |12 57 07.2010958424 -56 01 20.360629128|303.7314507858444 +06.8406040328884|  -3.089 -0.534   |10.925   |~                |    ~     ~    |    1| 1412.910   pc  |-139.9000   +139.9000    |ST-L    |2020AJ....160...83S
4675|TYC 8652-401-1                                                                                           |Star                                |12 54 11.2762852080 -55 57 43.339649832|303.3195590418392 +06.9076389715562| -15.088 -9.285   |9.98     |~                |    ~     ~    |    1|  360.295   pc  |  -8.2950     +8.2950    |paral   |2020yCat.1350....0G
4676|TYC 8652-594-1                                                                                           |Star                                |12 54 01.5833458080 -55 15 42.495291720|303.3039413035733 +07.6080736016924|  -8.439 -2.447   |10.843   |~                |    ~     ~    |    1| 1174.650   pc  | -91.2300    +91.2300    |ST-L    |2020AJ....160...83S
4677|TYC 8652-1237-1                                                                                          |Star                                |12 54 12.9128861808 -56 01 00.867524268|303.3228033343753 +06.8527320921777| -10.419 -5.527   |10.98    |~                |    ~     ~    |    1|  967.680   pc  | -20.6009    +20.6009    |paral   |2020yCat.1350....0G
4678|TYC 8655-1310-1                                                                                          |Star                                |12 46 56.9813829000 -56 24 14.517733608|302.3071124597129 +06.4622698117523|  -6.943 -0.540   |10.866   |~                |    ~     ~    |    1| 1624.030   pc  |-188.5000   +188.5000    |ST-L    |2020AJ....160...83S
4679|TYC 8655-2011-1                                                                                          |Star                                |12 49 44.7724367304 -58 02 06.365617908|302.7072299463912 +04.8359079651877| -38.545 -6.447   |10.71    |~                |    ~     ~    |    1|  282.534   pc  |  -0.9260     +0.9260    |paral   |2020yCat.1350....0G
4680|TYC 8655-2184-1                                                                                          |Star                                |12 45 35.8392700008 -57 27 55.277160480|302.1432071679021 +05.3974481729459|  -17.331 1.773   |10.94    |~                |    ~     ~    |    1|  769.172   pc  |  -8.5786     +8.5786    |paral   |2020yCat.1350....0G
4681|TYC 8655-2409-1                                                                                          |Star                                |12 48 32.6135643288 -57 30 05.205390480|302.5414518685493 +05.3681072340146|   -1.389 8.213   |10.85    |~                |    ~     ~    |    1|  772.380   pc  |  -7.3975     +7.3975    |paral   |2020yCat.1350....0G
4682|TYC 8655-3369-1                                                                                          |Star                                |12 45 32.0032145928 -56 52 26.163481116|302.1208809431458 +05.9885147542461| -16.353 -5.357   |10.41    |~                |    ~     ~    |    1|  334.694   pc  |  -1.7251     +1.7251    |paral   |2020yCat.1350....0G
4683|HD 110841                                                                                                |Star                                |12 45 34.8841515216 -56 52 36.761217024|302.1275428091801 +05.9857223153292| -16.339 -4.901   |10.19    |A0V              |    ~     ~    |    1|  332.171   pc  |  -1.8868     +1.8868    |paral   |2020yCat.1350....0G
4684|TYC 8655-3959-1                                                                                          |Star                                |12 47 34.2044564136 -56 44 58.282283148|302.3987217110206 +06.1182203190925|  -42.472 5.113   |10.11    |~                |    ~     ~    |    1|  318.989   pc  |  -1.4958     +1.4958    |paral   |2020yCat.1350....0G
4685|GSC 08656-00155                                                                                          |Double or Multiple Star             |12 57 09.2462062296 -56 24 42.037660440|303.7274867852645 +06.4512403800760|   -3.861 5.006   |10.866   |~                |    ~     ~    |    1|  353.407   pc  |  -1.8485     +1.8485    |paral   |2020yCat.1350....0G
4686|TYC 8656-261-1                                                                                           |Star                                |12 56 09.4652554824 -57 24 16.732389852|303.5704395225020 +05.4612480509666|  -3.546 -0.834   |10.928   |~                |    ~     ~    |    1| 1491.680   pc  |-120.9000   +120.9000    |ST-L    |2020AJ....160...83S
4687|TYC 8656-377-1                                                                                           |Star                                |12 58 44.9492931408 -58 07 21.192445920|303.9003877492179 +04.7354452868279| -12.989 -0.796   |10.92    |~                |    ~     ~    |    1| 1196.315   pc  | -22.1831    +22.1831    |paral   |2020yCat.1350....0G
4688|TYC 8656-691-1                                                                                           |Star                                |12 56 02.8218389856 -57 52 57.557372124|303.5468356200744 +04.9835896335787|  -5.142 -1.369   |10.94    |~                |    ~     ~    |    1| 2456.399   pc  |-101.3694   +101.3694    |paral   |2020yCat.1350....0G
4689|HD 112200                                                                                                |Star                                |12 55 32.1905972784 -57 44 46.170165408|303.4809220284785 +05.1212201945477|  -16.900 1.484   |10.33    |B5/8V            |    ~     ~    |    1|  578.402   pc  |  -6.3230     +6.3230    |paral   |2020yCat.1350....0G
4690|TYC 8656-864-1                                                                                           |Star                                |12 56 51.5556979200 -57 06 58.661770752|303.6714560212854 +05.7476678670007| -10.942 -0.434   |10.50    |~                |    ~     ~    |    1|  690.751   pc  |  -7.2048     +7.2048    |paral   |2020yCat.1350....0G
4691|TYC 8656-1042-1                                                                                          |Star                                |12 56 48.4819108224 -56 53 40.993466964|303.6691377188220 +05.9693401365835| -12.547 -4.720   |10.775   |~                |    ~     ~    |    1|  683.983   pc  | -26.6100    +26.6100    |ST-L    |2020AJ....160...83S
4692|TYC 8656-1158-1                                                                                          |Star                                |12 56 06.7976509248 -57 01 39.108629172|303.5713390248698 +05.8384127203887| -17.760 -3.439   |10.38    |~                |    ~     ~    |    1|  365.310   pc  |  -1.9350     +1.9350    |paral   |2020yCat.1350....0G
4693|TYC 8656-1189-1                                                                                          |Star                                |12 55 48.5668666488 -57 45 31.229290980|303.5172635708271 +05.1081043435117|-18.846 -24.559   |10.77    |~                |    ~     ~    |    1|   97.158   pc  |  -0.1274     +0.1274    |paral   |2020yCat.1350....0G
4694|TYC 8656-1887-1                                                                                          |Star                                |12 58 34.0712129760 -56 32 19.146251652|303.9206399239178 +06.3194076034652|    4.169 5.244   |10.798   |~                |    ~     ~    |    1|  940.712   pc  | -61.4400    +61.4400    |ST-L    |2020AJ....160...83S
4695|TYC 8656-2282-1                                                                                          |Star                                |12 53 49.4841096576 -57 03 48.989409984|303.2580279200296 +05.8066281233027|  -1.138 -5.898   |10.40    |~                |    ~     ~    |    1|  985.059   pc  | -56.7300    +56.7300    |ST-L    |2020AJ....160...83S
4696|TYC 8659-10-1                                                                                            |Spectroscopic Binary                |12 45 51.7528075944 -58 12 21.647808612|302.1951759906858 +04.6577584637777|-65.306 -16.872   |10.82    |~                |    ~     ~    |    1|  178.028   pc  |  -0.6751     +0.6751    |paral   |2020yCat.1350....0G
4697|TYC 8659-87-1                                                                                            |Star                                |12 45 44.1456590400 -58 13 44.592294216|302.1789384014363 +04.6343571638492|  -8.838 -4.341   |9.82     |~                |    ~     ~    |    1|  790.451   pc  | -28.2416    +28.2416    |paral   |2020yCat.1350....0G
4698|TYC 8659-296-1                                                                                           |Star                                |12 45 56.0973389688 -58 10 41.125368864|302.2041421870361 +04.6858807586971|  -5.294 -2.654   |9.96     |~                |    ~     ~    |    1|  681.803   pc  |  -6.0431     +6.0431    |paral   |2020yCat.1350....0G
4699|TYC 8659-378-1                                                                                           |Star                                |12 49 35.1898553592 -58 08 27.851775684|302.6867845748731 +04.7297964119540| -10.998 -3.474   |10.87    |~                |    ~     ~    |    1|  804.505   pc  |  -6.7312     +6.7312    |paral   |2020yCat.1350....0G
4700|TYC 8659-404-1                                                                                           |High Proper Motion Star             |12 49 38.4153475872 -58 11 24.290992608|302.6942468801049 +04.6808371529934|-123.482 17.695   |10.95    |~                |    ~     ~    |    1|  145.406   pc  |  -0.2897     +0.2897    |paral   |2020yCat.1350....0G
4701|TYC 8659-492-1                                                                                           |Star                                |12 48 05.6960001288 -58 20 43.161596556|302.4919685552187 +04.5235691746323|  -5.018 -9.615   |10.95    |~                |    ~     ~    |    1| 1731.602   pc  | -53.3723    +53.3723    |paral   |2020yCat.1350....0G
4702|TYC 8659-717-1                                                                                           |Star                                |12 51 34.7295099984 -58 50 29.416764048|302.9501978690310 +04.0302379286209|  -11.091 1.182   |10.94    |~                |    ~     ~    |    1| 1800.180   pc  | -41.4803    +41.4803    |paral   |2020yCat.1350....0G
4703|TYC 8659-913-2                                                                                           |Star                                |12 49 05.825 -58 26 52.32              |302.624791 +04.422485              |     -25.0 -1.6   |10.87    |~                |    ~     ~    |    0|                |                         |        |                   
4704|TYC 8659-975-1                                                                                           |Star                                |12 49 11.4911736888 -58 43 39.085224312|302.6396345292856 +04.1429490173212| -10.485 -1.096   |10.91    |~                |    ~     ~    |    1| 1624.168   pc  | -42.4705    +42.4705    |paral   |2020yCat.1350....0G
4705|TYC 8659-1039-1                                                                                          |Spectroscopic Binary                |12 51 50.3907037368 -58 48 03.694496832|302.9841084421831 +04.0706806111032| -12.752 -1.789   |10.64    |~                |    ~     ~    |    1|  530.617   pc  |  -4.3641     +4.3641    |paral   |2020yCat.1350....0G
4706|TYC 8659-1048-1                                                                                          |Star                                |12 49 15.7902588264 -59 40 00.042215520|302.6569213491628 +03.2039079576257|  -14.225 0.127   |10.84    |~                |    ~     ~    |    1| 1258.178   pc  | -18.8378    +18.8378    |paral   |2020yCat.1350....0G
4707|TYC 8659-1081-1                                                                                          |Star                                |12 45 58.2685766160 -58 39 41.177622816|302.2192494355803 +04.2027444110486|    6.373 0.779   |10.54    |~                |    ~     ~    |    1| 1058.761   pc  | -14.2364    +14.2364    |paral   |2020yCat.1350....0G
4708|TYC 8659-1185-1                                                                                          |Star                                |12 46 02.9669668128 -58 55 24.419599680|302.2349661901736 +03.9410055580804|  -24.691 3.454   |10.43    |~                |    ~     ~    |    1|  469.660   pc  |  -2.4484     +2.4484    |paral   |2020yCat.1350....0G
4709|TYC 8659-1481-1                                                                                          |Star                                |12 50 41.5836139200 -59 08 28.237527816|302.8362094599605 +03.7304320653874|   -2.593 0.051   |10.87    |~                |    ~     ~    |    1| 1779.043   pc  | -44.9429    +44.9429    |paral   |2020yCat.1350....0G
4710|TYC 8659-1483-1                                                                                          |Star                                |12 50 45.2476758312 -58 57 17.855974692|302.8435601575026 +03.9166702720394| -10.498 -0.601   |10.73    |~                |    ~     ~    |    1| 1620.746   pc  | -36.7754    +36.7754    |paral   |2020yCat.1350....0G
4711|TYC 8659-1617-1                                                                                          |Star                                |12 46 01.9461714024 -59 11 34.720814544|302.2384482044850 +03.6714909639676|  -4.941 -0.179   |10.95    |~                |    ~     ~    |    1| 1643.655   pc  | -32.9596    +32.9596    |paral   |2020yCat.1350....0G
4712|TYC 8659-1628-1                                                                                          |Star                                |12 50 04.9949877768 -59 42 46.650631356|302.7608662368130 +03.1583391417416|  -5.989 -3.535   |10.81    |~                |    ~     ~    |    1|  915.919   pc  | -12.6675    +12.6675    |paral   |2020yCat.1350....0G
4713|TYC 8659-1711-1                                                                                          |Star                                |12 48 29.9227898544 -58 31 46.415586972|302.5472213165612 +04.3399922147702|  -14.587 3.100   |10.93    |~                |    ~     ~    |    1| 1125.113   pc  | -18.6084    +18.6084    |paral   |2020yCat.1350....0G
4714|TYC 8659-1800-1                                                                                          |Star                                |12 51 13.7160660888 -59 45 34.454420712|302.9055325913289 +03.1121661861668|  8.643 -10.123   |10.90    |~                |    ~     ~    |    1|  770.238   pc  |  -6.7039     +6.7039    |paral   |2020yCat.1350....0G
4715|TYC 8659-1815-1                                                                                          |Star                                |12 45 18.9159831768 -58 32 58.148052612|302.1310857855062 +04.3127412782383| -12.719 -9.023   |10.62    |~                |    ~     ~    |    1|  437.867   pc  |  -2.8759     +2.8759    |paral   |2020yCat.1350....0G
