C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:34:47

dec >=0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7139

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
6214|TYC 535-1090-1                                                                                           |Star                              |21 09 35.1817350528 +03 53 36.497303808|054.1060290801470 -28.1930076690311|   0.872 -8.891   |10.70    |~                 |    ~     ~          |    1|  763.825   pc  |  -9.6266     +9.6266  |paral   |2020yCat.1350....0G
6215|TYC 535-1127-1                                                                                           |Star                              |21 09 21.3074334480 +05 21 55.716557724|055.4482362637280 -27.3215628091221|   5.351 -4.755   |10.68    |~                 |    ~     ~          |    1| 1789.549   pc  | -68.8534    +68.8534  |paral   |2020yCat.1350....0G
6216|TYC 535-1251-1                                                                                           |Star                              |21 09 49.8465509568 +04 57 28.283907780|055.1436909044418 -27.6489584702933| -4.316 -18.314   |10.95    |~                 |    ~     ~          |    1|  415.541   pc  |  -3.2117     +3.2117  |paral   |2020yCat.1350....0G
6217|TYC 535-1434-1                                                                                           |Star                              |21 09 11.1351487680 +03 56 18.490937208|054.0855755813494 -28.0848800562638| -3.039 -17.860   |10.70    |~                 |    ~     ~          |    1|  803.729   pc  | -10.8525    +10.8525  |paral   |2020yCat.1350....0G
6218|TYC 535-1478-1                                                                                           |Star                              |21 07 30.7343805168 +04 07 33.341000376|054.0004200511115 -27.6336454044689|  -7.789 -9.076   |10.59    |~                 |    ~     ~          |    1|  571.429   pc  |  -4.4082     +4.4082  |paral   |2020yCat.1350....0G
6219|TYC 535-1487-1                                                                                           |Star                              |21 13 44.0775565656 +04 58 55.500607020|055.7886920240009 -28.4375513341393|   -2.470 5.635   |10.74    |~                 |    ~     ~          |    1|  620.694   pc  |  -6.2412     +6.2412  |paral   |2020yCat.1350....0G
6220|TYC 535-1651-1                                                                                           |Star                              |21 12 03.4085742456 +05 27 08.779886244|055.9585903742397 -27.8265911769669|   2.919 -1.797   |10.85    |~                 |    ~     ~          |    1|  895.977   pc  | -11.4797    +11.4797  |paral   |2020yCat.1350....0G
6221|TYC 535-1667-1                                                                                           |Star                              |21 11 10.0869718272 +04 48 01.876721508|055.2085172981387 -28.0128803881602|  15.869 -6.161   |10.90    |~                 |    ~     ~          |    1|  352.113   pc  |  -1.9217     +1.9217  |paral   |2020yCat.1350....0G
6222|TYC 535-1998-1                                                                                           |Star                              |21 13 10.7500263072 +05 01 47.760475152|055.7442504454135 -28.2964946610294|  1.774 -12.019   |10.71    |~                 |    ~     ~          |    1|  767.931   pc  |  -8.1381     +8.1381  |paral   |2020yCat.1350....0G
6223|TYC 535-2048-1                                                                                           |Star                              |21 10 55.4405750520 +05 27 12.264981264|055.7787638258044 -27.5939248572443| -5.280 -13.030   |10.74    |~                 |    ~     ~          |    1|  919.794   pc  | -13.8747    +13.8747  |paral   |2020yCat.1350....0G
6224|TYC 538-364-1                                                                                            |Star                              |21 06 56.7391217064 +06 37 32.001058956|056.2314226582264 -26.1143703585948| -1.829 -14.913   |10.93    |~                 |    ~     ~          |    1| 1008.268   pc  | -16.4690    +16.4690  |paral   |2020yCat.1350....0G
6225|TYC 538-650-1                                                                                            |Star                              |21 01 34.9667668176 +07 08 06.912461328|055.8627160702091 -24.7285051842336|  5.596 -10.762   |10.81    |~                 |    ~     ~          |    1|  936.417   pc  | -15.7838    +15.7838  |paral   |2020yCat.1350....0G
6226|TYC 538-734-1                                                                                            |Star                              |21 06 03.4420540128 +06 55 08.235578280|056.3604755503053 -25.7661683717181| -9.829 -14.943   |10.94    |~                 |    ~     ~          |    1| 1602.564   pc  | -43.9164    +43.9164  |paral   |2020yCat.1350....0G
6227|TYC 538-740-1                                                                                            |Star                              |21 05 16.0653318576 +07 03 26.852721660|056.3633265927002 -25.5262348960762|  -2.347 -1.389   |10.84    |~                 |    ~     ~          |    1| 1630.789   pc  | -50.2641    +50.2641  |paral   |2020yCat.1350....0G
6228|TYC 538-875-1                                                                                            |Star                              |21 05 45.8384221128 +07 13 46.997231916|056.5979265371907 -25.5294089832760|  13.994 -5.250   |9.87     |~                 |    ~     ~          |    1|  334.336   pc  |  -1.6767     +1.6767  |paral   |2020yCat.1350....0G
6229|TYC 538-1077-1                                                                                           |Star                              |21 03 49.3267580784 +07 10 41.292599556|056.2480228972484 -25.1624815249378| 13.562 -12.545   |10.92    |~                 |    ~     ~          |    1|  879.894   pc  | -14.7875    +14.7875  |paral   |2020yCat.1350....0G
6230|TYC 538-1279-1                                                                                           |Star                              |21 06 04.9683537936 +07 04 55.837203024|056.5134385491902 -25.6784693895529|   5.753 -0.803   |10.89    |~                 |    ~     ~          |    1|  299.724   pc  |  -1.5452     +1.5452  |paral   |2020yCat.1350....0G
6231|TYC 538-1339-1                                                                                           |Star                              |21 03 49.6347439680 +06 56 36.124712484|056.0349160727752 -25.2964765798753|   5.038 -1.562   |10.89    |~                 |    ~     ~          |    1|  978.857   pc  | -17.7260    +17.7260  |paral   |2020yCat.1350....0G
6232|TYC 538-1500-1                                                                                           |Star                              |21 03 14.2597176216 +06 34 33.503160540|055.6079132594225 -25.3829055316339|  3.335 -18.570   |10.58    |~                 |    ~     ~          |    1|  982.801   pc  | -15.3578    +15.3578  |paral   |2020yCat.1350....0G
6233|TYC 538-1541-1                                                                                           |Star                              |21 05 21.8194352976 +06 57 32.877966780|056.2886100091622 -25.6016754789269|   13.357 5.680   |10.81    |~                 |    ~     ~          |    1|  373.650   pc  |  -2.1919     +2.1919  |paral   |2020yCat.1350....0G
6234|TYC 538-1840-1                                                                                           |Star                              |21 00 07.5707953032 +07 26 33.135601380|055.9180509910579 -24.2569564225704|    7.648 3.246   |10.51    |~                 |    ~     ~          |    1| 1920.492   pc  | -58.6438    +58.6438  |paral   |2020yCat.1350....0G
6235|TYC 538-2357-1                                                                                           |Star                              |21 02 44.5400824512 +05 46 24.111617160|054.7944744810351 -25.7304751409248| -5.544 -10.529   |10.66    |~                 |    ~     ~          |    1| 2575.992   pc  |-118.7796   +118.7796  |paral   |2020yCat.1350....0G
6236|TYC 538-2422-1                                                                                           |Star                              |21 04 26.1618132360 +07 06 58.880641356|056.2872636670745 -25.3229445344560| -1.061 -15.820   |10.67    |~                 |    ~     ~          |    1|  144.919   pc  |  -0.9157     +0.9157  |paral   |2020yCat.1350....0G
6237|TYC 538-2474-1                                                                                           |High Proper Motion Star           |21 05 19.4834561928 +05 45 39.363856236|055.1826310837496 -26.2699486779925| -15.196 62.902   |10.80    |~                 |    ~     ~          |    1|  185.347   pc  |  -1.2951     +1.2951  |paral   |2020yCat.1350....0G
6238|TYC 538-2490-1                                                                                           |Star                              |21 04 13.7158984776 +05 45 21.203257788|055.0078318660209 -26.0469095711334|  -2.159 -4.931   |10.97    |~                 |    ~     ~          |    1| 1519.757   pc  | -39.9571    +39.9571  |paral   |2020yCat.1350....0G
6239|TYC 538-2533-1                                                                                           |Star                              |21 05 18.2564521680 +05 45 05.803246224|055.1708424060738 -26.2709655948268|  -3.671 -6.118   |10.63    |~                 |    ~     ~          |    1| 1825.151   pc  | -58.9618    +58.9618  |paral   |2020yCat.1350....0G
6240|TYC 538-2556-1                                                                                           |Star                              |21 05 00.8243147040 +06 23 20.837299848|055.7123897591878 -25.8526699310130|   9.303 -3.883   |10.56    |~                 |    ~     ~          |    1|  792.205   pc  | -12.5518    +12.5518  |paral   |2020yCat.1350....0G
6241|* 2 Equ B                                                                                                |Star                              |21 02 12.3935706336 +07 10 44.795679564|055.9987414871595 -24.8315212715563| -4.328 -17.934   |7.58     |~                 |    ~     ~          |    1|  116.854   pc  |  -0.4069     +0.4069  |paral   |2020yCat.1350....0G
6242|TYC 539-196-1                                                                                            |Star                              |21 11 16.2659745360 +06 24 14.975654760|056.7137850188382 -27.1230073765858|   7.604 -1.184   |10.64    |~                 |    ~     ~          |    1| 1458.576   pc  | -35.7411    +35.7411  |paral   |2020yCat.1350....0G
6243|TYC 539-197-1                                                                                            |High Proper Motion Star           |21 08 08.0729389344 +07 24 29.010145320|057.1335801080784 -25.9094651929158| 55.848 -26.278   |10.88    |~                 |    ~     ~          |    1|  182.909   pc  |  -1.0472     +1.0472  |paral   |2020yCat.1350....0G
6244|TYC 539-459-1                                                                                            |Star                              |21 08 37.2357227496 +07 29 23.414574192|057.2850156013120 -25.9610264565311| -11.461 -5.511   |10.46    |~                 |    ~     ~          |    1|  756.201   pc  |  -8.8635     +8.8635  |paral   |2020yCat.1350....0G
6245|TYC 539-498-1                                                                                            |Star                              |21 14 02.5632659616 +06 07 33.827679912|056.9029446751726 -27.8465938154750| 24.333 -11.077   |10.57    |~                 |    ~     ~          |    1|  306.232   pc  |  -1.5755     +1.5755  |paral   |2020yCat.1350....0G
6246|TYC 539-583-1                                                                                            |Star                              |21 08 08.3010932304 +06 57 25.920619452|056.7229627551978 -26.1686166856338|  -7.194 -5.830   |10.78    |~                 |    ~     ~          |    1|  332.646   pc  |  -2.1245     +2.1245  |paral   |2020yCat.1350....0G
6247|TYC 539-856-1                                                                                            |Star                              |21 10 39.7661161296 +06 05 01.707925020|056.3212543276516 -27.1820869027852|  -4.528 -5.063   |10.78    |~                 |    ~     ~          |    1|  443.164   pc  |  -3.8690     +3.8690  |paral   |2020yCat.1350....0G
6248|TYC 539-992-1                                                                                            |Star                              |21 12 20.2516666224 +06 14 17.743733196|056.7317767193560 -27.4352316067857|  -3.285 -7.194   |10.85    |~                 |    ~     ~          |    1| 1735.207   pc  | -63.2298    +63.2298  |paral   |2020yCat.1350....0G
6249|TYC 539-1038-1                                                                                           |Star                              |21 14 02.6119606584 +06 04 19.280460468|056.8530730339284 -27.8778429989201| -6.705 -11.791   |10.86    |~                 |    ~     ~          |    1|  814.465   pc  | -11.8740    +11.8740  |paral   |2020yCat.1350....0G
6250|TYC 539-1137-1                                                                                           |Star                              |21 08 45.5791890600 +07 01 17.571426780|056.8801409570280 -26.2581968873633|  -2.365 -6.247   |10.76    |~                 |    ~     ~          |    1| 1916.076   pc  | -56.5387    +56.5387  |paral   |2020yCat.1350....0G
6251|TYC 539-1184-1                                                                                           |Star                              |21 08 58.4190211872 +06 33 40.686032484|056.4924980743952 -26.5649771209930| -6.690 -12.091   |10.82    |~                 |    ~     ~          |    0|                |                       |        |                   
6252|TYC 539-1344-1                                                                                           |Pulsating Variable                |21 10 41.6912340912 +06 02 14.919711288|056.2835721044226 -27.2150535882455| -6.204 -14.741   |10.92    |~                 |    ~     ~          |    1|  511.535   pc  |  -6.3847     +6.3847  |paral   |2020yCat.1350....0G
6253|TYC 539-1356-1                                                                                           |Star                              |21 08 05.4580809888 +05 57 11.795132484|055.7932610926903 -26.7299928482947|   3.940 -4.847   |10.83    |~                 |    ~     ~          |    1|  925.241   pc  | -16.8646    +16.8646  |paral   |2020yCat.1350....0G
6254|TYC 539-1358-1                                                                                           |Star                              |21 09 29.3140675488 +05 54 04.835786796|055.9660816373755 -27.0457732267910|  -3.402 -1.861   |10.21    |~                 |    ~     ~          |    1| 1109.262   pc  | -28.0546    +28.0546  |paral   |2020yCat.1350....0G
6255|TYC 539-1396-1                                                                                           |Star                              |21 08 24.4149209448 +06 21 06.740721684|056.2103853809875 -26.5685710395439|   0.647 -6.292   |10.70    |~                 |    ~     ~          |    1|  884.643   pc  | -14.0867    +14.0867  |paral   |2020yCat.1350....0G
6256|TYC 539-1632-1                                                                                           |Star                              |21 07 54.2318800896 +06 13 48.495639684|056.0190102300761 -26.5348175467954|   12.076 3.321   |10.24    |~                 |    ~     ~          |    1|  343.548   pc  |  -9.8315     +9.8315  |paral   |2020yCat.1350....0G
6257|TYC 1103-625-1                                                                                           |Star                              |21 01 22.3396696368 +07 53 03.743468304|056.5092605340020 -24.2618728692913|  -8.455 -9.529   |10.96    |~                 |    ~     ~          |    1| 1367.428   pc  | -27.1130    +27.1130  |paral   |2020yCat.1350....0G
6258|TYC 1103-756-1                                                                                           |Star                              |21 02 25.3575551424 +09 12 02.541351672|057.8539939606284 -23.7225691512282|   3.696 -0.701   |10.96    |~                 |    ~     ~          |    1|  887.784   pc  | -11.9012    +11.9012  |paral   |2020yCat.1350....0G
6259|TYC 1103-838-1                                                                                           |Star                              |21 01 55.2444524928 +08 50 24.036319140|057.4535820210029 -23.8283363964285|  -7.073 -7.211   |10.98    |~                 |    ~     ~          |    1| 1121.202   pc  | -19.4850    +19.4850  |paral   |2020yCat.1350....0G
6260|TYC 1103-2539-1                                                                                          |Star                              |21 00 34.1848741224 +07 47 58.278267888|056.3091336854675 -24.1461573367188|  -5.506 -2.962   |10.61    |~                 |    ~     ~          |    1|  716.846   pc  |  -7.6052     +7.6052  |paral   |2020yCat.1350....0G
6261|TYC 1103-2938-1                                                                                          |Star                              |21 01 58.0598193240 +08 02 22.005185532|056.7411266320506 -24.2950586709311| -6.957 -12.028   |10.76    |~                 |    ~     ~          |    1| 1344.086   pc  | -31.6149    +31.6149  |paral   |2020yCat.1350....0G
6262|TYC 1103-3172-1                                                                                          |Star                              |21 01 24.9996688104 +07 32 12.867821412|056.2017487587984 -24.4677457194242|   7.167 -2.898   |10.78    |~                 |    ~     ~          |    1| 1554.002   pc  | -48.5399    +48.5399  |paral   |2020yCat.1350....0G
6263|TYC 1103-3199-1                                                                                          |Star                              |21 03 32.4574342944 +08 35 55.234027932|057.4886518725367 -24.2947211597420|  -3.883 -4.624   |10.66    |~                 |    ~     ~          |    1| 1082.603   pc  | -22.9718    +22.9718  |paral   |2020yCat.1350....0G
6264|TYC 1104-51-1                                                                                            |Star                              |21 11 00.9647766240 +07 58 16.965447924|058.1044759523365 -26.1663511318052|  8.899 -10.732   |10.838   |~                 |    ~     ~          |    1|  119.841   pc  |  -0.2039     +0.2039  |paral   |2020yCat.1350....0G
6265|TYC 1104-141-1                                                                                           |Star                              |21 08 38.6679557832 +07 33 47.154408768|057.3554152791566 -25.9236826787413|  -1.914 -8.124   |10.91    |~                 |    ~     ~          |    1| 1904.399   pc  | -63.4679    +63.4679  |paral   |2020yCat.1350....0G
6266|TYC 1104-164-1                                                                                           |Star                              |21 10 14.6365080768 +08 34 50.347780428|058.5310474284268 -25.6559713094372|  13.192 -2.872   |10.54    |~                 |    ~     ~          |    1|  701.656   pc  |  -8.0248     +8.0248  |paral   |2020yCat.1350....0G
6267|TYC 1104-340-1                                                                                           |Star                              |21 09 06.3518450424 +09 11 24.487762740|058.8962134006269 -25.0714946467356|  -6.268 -0.672   |10.40    |~                 |    ~     ~          |    1|  811.293   pc  | -10.5311    +10.5311  |paral   |2020yCat.1350....0G
6268|TYC 1104-492-1                                                                                           |Star                              |21 09 35.8626652056 +07 56 06.238795092|057.8446330403625 -25.9015203487882|    1.294 1.519   |10.68    |~                 |    ~     ~          |    1| 1079.564   pc  | -22.6099    +22.6099  |paral   |2020yCat.1350....0G
6269|TYC 1104-500-1                                                                                           |Star                              |21 08 27.8885228688 +08 42 32.781998592|058.3626866737092 -25.2238276803667|  0.426 -10.247   |10.42    |~                 |    ~     ~          |    1| 1139.471   pc  | -20.5146    +20.5146  |paral   |2020yCat.1350....0G
6270|TYC 1104-583-1                                                                                           |Star                              |21 11 24.7277680368 +08 53 35.558193336|058.9997589134907 -25.7068149040666|  -6.003 -5.241   |10.87    |~                 |    ~     ~          |    1|  834.168   pc  | -12.3859    +12.3859  |paral   |2020yCat.1350....0G
6271|TYC 1104-804-1                                                                                           |High Proper Motion Star           |21 07 51.4909988544 +07 42 49.714683012|057.3676631948988 -25.6776144593667|  52.984 35.378   |10.84    |~                 |    ~     ~          |    1|  262.130   pc  |  -1.0032     +1.0032  |paral   |2020yCat.1350....0G
6272|TYC 1104-866-1                                                                                           |Star                              |21 08 39.8224173216 +07 37 05.897061660|057.4086340277911 -25.8957722691873|    5.574 4.978   |10.92    |~                 |    ~     ~          |    1| 1572.327   pc  | -57.8498    +57.8498  |paral   |2020yCat.1350....0G
6273|TYC 1104-1097-1                                                                                          |Star                              |21 10 36.7265756568 +08 12 18.144203184|058.2511589675830 -25.9490245841121|  14.635 -8.689   |10.83    |~                 |    ~     ~          |    1|  332.801   pc  |  -2.1376     +2.1376  |paral   |2020yCat.1350....0G
6274|TYC 1104-1139-1                                                                                          |High Proper Motion Star           |21 09 14.7157624080 +08 16 05.148920892|058.0896440606936 -25.6372574874768| 28.969 -63.365   |10.88    |~                 |    ~     ~          |    1|  238.447   pc  |  -0.8870     +0.8870  |paral   |2020yCat.1350....0G
6275|TYC 1104-1156-1                                                                                          |Star                              |21 08 28.8012787320 +08 40 10.390674720|058.3295470853368 -25.2499043742054|  -3.251 -9.945   |10.94    |~                 |    ~     ~          |    1| 1056.971   pc  | -16.8695    +16.8695  |paral   |2020yCat.1350....0G
6276|TYC 1104-1207-1                                                                                          |Star                              |21 07 26.6586492576 +08 31 40.850776776|058.0379164462680 -25.1236791840579|   2.220 -1.035   |10.69    |~                 |    ~     ~          |    1|  898.796   pc  | -13.1677    +13.1677  |paral   |2020yCat.1350....0G
6277|TYC 1104-1276-1                                                                                          |Star                              |21 10 17.9525704632 +08 53 30.295808700|058.8196200686048 -25.4850697655619|  9.492 -13.534   |10.93    |~                 |    ~     ~          |    1|  921.659   pc  | -11.4676    +11.4676  |paral   |2020yCat.1350....0G
6278|TYC 1104-1312-1                                                                                          |Star                              |21 11 18.7029516072 +08 19 20.704099980|058.4695445478626 -26.0211293094808| -14.837 -3.041   |10.94    |~                 |    ~     ~          |    1| 1018.641   pc  | -40.7788    +40.7788  |paral   |2020yCat.1350....0G
6279|TYC 1104-1389-1                                                                                          |Star                              |21 10 43.2834285432 +08 32 50.380165860|058.5775810609165 -25.7712281714762|   31.408 1.374   |10.74    |~                 |    ~     ~          |    1|  205.944   pc  |  -0.6277     +0.6277  |paral   |2020yCat.1350....0G
6280|TYC 1104-1403-1                                                                                          |Spectroscopic Binary              |21 09 28.5969608160 +08 30 42.409779192|058.3463218027228 -25.5420558374814|  27.945 -4.890   |10.91    |~                 |    ~     ~          |    1|  224.926   pc  |  -3.5313     +3.5313  |paral   |2020yCat.1350....0G
6281|TYC 1104-1658-1                                                                                          |Star                              |21 05 19.7907217008 +08 56 11.648905512|058.0715062191530 -24.4611229820939|-12.702 -16.047   |10.85    |~                 |    ~     ~          |    1| 1234.568   pc  | -22.7100    +22.7100  |paral   |2020yCat.1350....0G
6282|TYC 1104-1742-1                                                                                          |Star                              |21 04 58.8674402760 +09 19 42.011970996|058.3671600819962 -24.1639753396805|  -0.562 -2.930   |10.93    |~                 |    ~     ~          |    1| 1274.697   pc  | -23.7229    +23.7229  |paral   |2020yCat.1350....0G
6283|TYC 1104-1902-1                                                                                          |Red Giant Branch star             |21 04 04.9109693112 +08 56 34.132364628|057.8816767785196 -24.2059469630140|   6.264 -8.288   |10.99    |~                 |    ~     ~          |    1| 1254.548   pc  | -33.2091    +33.2091  |paral   |2020yCat.1350....0G
6284|TYC 1104-2064-1                                                                                          |Star                              |21 06 18.4089891792 +08 54 44.863349868|058.2035886041804 -24.6717642244607| -23.375 -1.727   |10.87    |~                 |    ~     ~          |    1|  650.068   pc  |  -9.1279     +9.1279  |paral   |2020yCat.1350....0G
6285|TYC 1105-43-1                                                                                            |Star                              |21 12 07.5511705248 +09 13 58.571242716|059.4195393561176 -25.6490929596549|   2.260 -3.166   |10.79    |~                 |    ~     ~          |    1|  343.430   pc  |  -1.6512     +1.6512  |paral   |2020yCat.1350....0G
6286|TYC 1105-108-1                                                                                           |Star                              |21 14 50.0710126560 +08 57 50.862962916|059.6188051640516 -26.3471381599202|  -5.135 -5.587   |10.92    |~                 |    ~     ~          |    1|  715.308   pc  |  -7.9308     +7.9308  |paral   |2020yCat.1350....0G
6287|TYC 1105-922-1                                                                                           |Star                              |21 12 54.1896316200 +08 18 56.855004120|058.7203780902889 -26.3441706097618|  6.474 -11.460   |10.83    |~                 |    ~     ~          |    1|  511.876   pc  |  -4.0351     +4.0351  |paral   |2020yCat.1350....0G
6288|TYC 1105-1071-1                                                                                          |Star                              |21 14 17.8527005568 +08 02 46.266642348|058.7027410370233 -26.7817753019874| -6.923 -35.209   |10.65    |~                 |    ~     ~          |    1|  481.556   pc  |  -3.5712     +3.5712  |paral   |2020yCat.1350....0G
6289|TYC 1105-1301-1                                                                                          |Star                              |21 14 42.3127094088 +07 53 12.979306608|058.6246456337833 -26.9569718784873|   -0.533 1.385   |10.62    |~                 |    ~     ~          |    1|  902.609   pc  | -13.7685    +13.7685  |paral   |2020yCat.1350....0G
6290|TYC 1105-1339-1                                                                                          |Star                              |21 14 31.1200818792 +07 52 33.271412988|058.5842223273089 -26.9260352731305| 14.012 -12.720   |10.89    |~                 |    ~     ~          |    1|  549.179   pc  |  -6.6653     +6.6653  |paral   |2020yCat.1350....0G
6291|TYC 1105-1444-1                                                                                          |Star                              |21 14 16.1420245488 +08 17 04.912510956|058.9140902502970 -26.6358534371654|  -4.358 -5.520   |10.60    |~                 |    ~     ~          |    1| 1142.074   pc  | -22.6954    +22.6954  |paral   |2020yCat.1350....0G
6292|TYC 1105-1507-1                                                                                          |Star                              |21 11 31.2227286216 +07 55 04.883773764|058.1371272966180 -26.2989416639683|  12.979 -1.145   |10.79    |~                 |    ~     ~          |    1|  591.716   pc  |  -5.0769     +5.0769  |paral   |2020yCat.1350....0G
6293|TYC 1105-1644-1                                                                                          |Star                              |21 11 55.1965032000 +08 00 55.969043904|058.2898541034673 -26.3224875938685|  -0.378 -1.998   |10.92    |~                 |    ~     ~          |    1| 1124.480   pc  | -33.8874    +33.8874  |paral   |2020yCat.1350....0G
6294|TYC 1105-1685-1                                                                                          |Star                              |21 14 11.5737119784 +07 58 47.396431092|058.6255252861459 -26.7997447210833| -10.512 -3.707   |10.76    |~                 |    ~     ~          |    1|  580.720   pc  |  -5.6318     +5.6318  |paral   |2020yCat.1350....0G
6295|GSC 01105-01786                                                                                          |Double or Multiple Star           |21 14 23.5680198072 +08 06 57.005469036|058.7813849717401 -26.7599373725790|-27.854 -27.053   |10.849   |~                 |    ~     ~          |    1|  410.846   pc  | -12.1363    +12.1363  |paral   |2020yCat.1350....0G
6296|TYC 1105-1791-1                                                                                          |Star                              |21 14 14.0507372352 +07 43 36.841494900|058.4024573087992 -26.9562375200855|   21.321 6.874   |10.94    |~                 |    ~     ~          |    1|  650.364   pc  |  -6.8522     +6.8522  |paral   |2020yCat.1350....0G
6297|TYC 1105-1821-1                                                                                          |Star                              |21 13 56.5225177224 +07 43 09.675000084|058.3481053146895 -26.9019568315685|  -6.750 -8.302   |10.90    |~                 |    ~     ~          |    1| 1689.760   pc  | -55.3926    +55.3926  |paral   |2020yCat.1350....0G
6298|TYC 1105-1914-1                                                                                          |Star                              |21 14 05.4606295584 +07 48 23.473668132|058.4515719077575 -26.8808770654222|  4.104 -17.476   |10.69    |~                 |    ~     ~          |    1|  287.902   pc  |  -1.6578     +1.6578  |paral   |2020yCat.1350....0G
6299|TYC 1105-1928-1                                                                                          |Star                              |21 13 53.1254125920 +07 55 23.254818816|058.5240687184405 -26.7713157323413| 18.561 -14.624   |10.68    |~                 |    ~     ~          |    1| 1515.381   pc  | -40.1866    +40.1866  |paral   |2020yCat.1350....0G
6300|TYC 1105-1947-1                                                                                          |Star                              |21 14 56.2787959464 +08 04 42.481526412|058.8364366916091 -26.8910503581776|   18.755 9.593   |10.93    |~                 |    ~     ~          |    1|  333.422   pc  |  -2.2790     +2.2790  |paral   |2020yCat.1350....0G
6301|TYC 1107-22-1                                                                                            |Star                              |21 00 48.3873685008 +09 25 59.460088980|057.8113131727758 -23.2626943752230|  -2.361 -4.597   |10.81    |~                 |    ~     ~          |    1| 1269.358   pc  | -28.0361    +28.0361  |paral   |2020yCat.1350....0G
6302|TYC 1107-871-1                                                                                           |Star                              |21 01 59.7930835992 +09 58 38.135256096|058.4790291662766 -23.1884368746807|   5.705 -7.386   |10.97    |~                 |    ~     ~          |    1| 1210.361   pc  | -21.8281    +21.8281  |paral   |2020yCat.1350....0G
6303|TYC 1107-953-1                                                                                           |Star                              |21 03 02.8271356200 +09 48 10.638085356|058.4875667071952 -23.5003124834064| -8.088 -14.612   |10.65    |~                 |    ~     ~          |    1| 1756.852   pc  | -77.4719    +77.4719  |paral   |2020yCat.1350....0G
6304|TYC 1107-1338-1                                                                                          |Star                              |21 03 03.9790002984 +11 00 35.494339860|059.5572757591009 -22.8008464055478|  4.008 -13.354   |10.95    |~                 |    ~     ~          |    1|  537.057   pc  |  -5.8551     +5.8551  |paral   |2020yCat.1350....0G
6305|TYC 1107-1503-1                                                                                          |Star                              |21 01 29.4993496584 +09 52 48.834511932|058.3147142606890 -23.1431354884433|   4.660 -3.582   |10.98    |~                 |    ~     ~          |    1|  999.800   pc  | -16.6933    +16.6933  |paral   |2020yCat.1350....0G
6306|TYC 1107-1614-1                                                                                          |Star                              |21 02 57.0809995824 +11 14 07.230743772|059.7374133192452 -22.6458301944506|  1.522 -11.752   |10.97    |~                 |    ~     ~          |    1| 1159.420   pc  | -22.9868    +22.9868  |paral   |2020yCat.1350....0G
6307|TYC 1107-1732-1                                                                                          |Star                              |21 00 09.2538350256 +10 23 20.285609964|058.5587469280132 -22.5804791639877|   0.388 -7.488   |10.92    |~                 |    ~     ~          |    1| 1529.052   pc  | -43.4868    +43.4868  |paral   |2020yCat.1350....0G
6308|TYC 1107-1992-1                                                                                          |Star                              |21 03 18.9514428432 +10 21 50.466530916|059.0267525729885 -23.2279724787476|  12.085 -3.886   |10.64    |~                 |    ~     ~          |    1| 1053.408   pc  | -19.0863    +19.0863  |paral   |2020yCat.1350....0G
6309|TYC 1108-24-1                                                                                            |Star                              |21 07 34.8060433752 +10 05 13.288249860|059.4524462284112 -24.2406624433711|   4.242 -5.298   |10.64    |~                 |    ~     ~          |    1|  737.518   pc  |  -8.7573     +8.7573  |paral   |2020yCat.1350....0G
6310|TYC 1108-162-1                                                                                           |Star                              |21 06 10.3324197096 +09 58 39.766514196|059.1326378746022 -24.0241128482156|   4.456 -3.303   |10.74    |~                 |    ~     ~          |    1|  898.553   pc  | -11.7073    +11.7073  |paral   |2020yCat.1350....0G
6311|TYC 1108-240-1                                                                                           |Horizontal Branch Star            |21 10 14.1413281944 +09 49 25.201193700|059.6423094051341 -24.9241338123983|  16.622 -7.538   |10.51    |~                 |    ~     ~          |    1| 1076.890   pc  | -16.9315    +16.9315  |paral   |2020yCat.1350....0G
6312|TYC 1108-288-1                                                                                           |Star                              |21 06 28.5965490600 +09 25 25.836261204|058.6877439914856 -24.4085222864406|  5.584 -12.879   |10.76    |~                 |    ~     ~          |    1|  714.082   pc  |  -9.0255     +9.0255  |paral   |2020yCat.1350....0G
6313|TYC 1108-346-1                                                                                           |Star                              |21 06 18.9591971592 +10 59 00.188654316|060.0440407054920 -23.4614032488419|  -1.352 -1.762   |10.64    |~                 |    ~     ~          |    1| 1315.963   pc  | -35.1547    +35.1547  |paral   |2020yCat.1350....0G
6314|TYC 1108-581-1                                                                                           |Star                              |21 09 50.1412300416 +11 05 12.428496564|060.6952028888835 -24.0950566612386|  0.622 -20.627   |10.71    |~                 |    ~     ~          |    1|  175.750   pc  |  -1.9707     +1.9707  |paral   |2020yCat.1350....0G
6315|TYC 1108-896-1                                                                                           |Star                              |21 08 05.9357442696 +10 09 10.097140968|059.5932275081177 -24.3051717860890|-12.127 -13.034   |10.63    |~                 |    ~     ~          |    1|  769.468   pc  |  -8.9404     +8.9404  |paral   |2020yCat.1350....0G
