C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:30:16

dec< 0&rah >=2.25&rah< 2.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2419

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1817|HD 15100                                                                                                 |Star                              |02 23 58.5056809872 -56 07 18.082646544|279.4927450099839 -56.5930976969983|  -5.685 -9.159   |9.46     |G0IV             |    ~     ~    |    1|  146.681   pc  |  -0.2754     +0.2754  |paral   |2020yCat.1350....0G
1818|HD 15159                                                                                                 |Star                              |02 24 30.8057054352 -55 55 37.527309192|279.1616863233755 -56.6950334200222|  27.158 35.388   |9.02     |G8IV             |    ~     ~    |    1|  435.578   pc  |  -2.5803     +2.5803  |paral   |2020yCat.1350....0G
1819|CD-56 503                                                                                                |Star                              |02 25 36.1588807680 -56 12 22.207568328|279.2746611751069 -56.3834077279099|    8.826 9.554   |10.23    |~                |    ~     ~    |    1|  269.971   pc  |  -1.2973     +1.2973  |paral   |2020yCat.1350....0G
1820|CD-56 507                                                                                                |Star                              |02 27 21.6297880800 -56 08 10.967774460|278.8566859685387 -56.2783830810070|  29.703 20.022   |10.634   |~                |    ~     ~    |    1|  259.126   pc  |  -3.2970     +3.2970  |ST-L    |2020AJ....160...83S
1821|CD-57 471                                                                                                |Star                              |02 21 22.7434972992 -56 30 34.749910764|280.4427140325044 -56.5159248214778| -6.697 -15.398   |9.922    |~                |    ~     ~    |    1|  222.070   pc  |  -2.3910     +2.3910  |ST-L    |2020AJ....160...83S
1822|CD-57 475                                                                                                |Star                              |02 22 43.1016836472 -56 28 09.086438316|280.1348106671325 -56.4329270965606| -3.564 -15.140   |9.83     |~                |    ~     ~    |    1|  418.902   pc  |  -9.6640     +9.6640  |ST-L    |2020AJ....160...83S
1823|CD-56 471                                                                                                |Star                              |02 16 07.1057298528 -56 07 09.235078032|281.0722932655804 -57.2684032048158|   16.151 5.764   |10.80    |~                |    ~     ~    |    1|  140.756   pc  |  -1.0050     +1.0050  |ST-L    |2020AJ....160...83S
1824|CD-55 499                                                                                                |Spectroscopic Binary              |02 16 58.7053781592 -55 18 58.529919276|279.9910248636266 -57.8366563211530| 24.537 -34.102   |10.69    |~                |    ~     ~    |    1|  264.313   pc  |  -0.8174     +0.8174  |paral   |2020yCat.1350....0G
1825|CD-55 502                                                                                                |Star                              |02 18 16.2532086840 -55 01 44.566926888|279.3849214360759 -57.9496473478227|  41.333 -0.453   |10.49    |~                |    ~     ~    |    1|  358.732   pc  |  -1.6472     +1.6472  |paral   |2020yCat.1350....0G
1826|CD-55 522                                                                                                |High Proper Motion Star           |02 23 43.5494695200 -55 06 34.947262332|278.3512083605001 -57.3922920123255| -9.381 -49.524   |10.924   |~                |    ~     ~    |    1|  233.421   pc  |  -2.6870     +2.6870  |ST-L    |2020AJ....160...83S
1827|CD-56 502                                                                                                |Star                              |02 25 05.5209905688 -55 40 00.189379920|278.7424004763224 -56.8420267278257|    4.955 0.064   |10.16    |~                |    ~     ~    |    1| 1179.523   pc  | -15.3040    +15.3040  |paral   |2020yCat.1350....0G
1828|CD-55 490                                                                                                |Star                              |02 15 03.3406272336 -54 25 58.899134928|279.3822960178318 -58.7050514339271|   6.526 -3.697   |10.32    |~                |    ~     ~    |    1|  816.593   pc  |  -7.9352     +7.9352  |paral   |2020yCat.1350....0G
1829|CD-56 469                                                                                                |Star                              |02 15 53.2825472112 -56 11 12.771371832|281.1942292199700 -57.2329858348450|  10.304 -4.924   |10.41    |~                |    ~     ~    |    1| 1458.430   pc  |-108.3000   +108.3000  |ST-L    |2020AJ....160...83S
1830|CD-55 496                                                                                                |Star                              |02 16 28.0918018056 -54 57 28.963620144|279.6871736519687 -58.1648453639046|  -6.873 -7.025   |10.52    |~                |    ~     ~    |    1|  424.333   pc  |  -9.3700     +9.3700  |ST-L    |2020AJ....160...83S
1831|CD-55 498                                                                                                |Star                              |02 16 53.9306571600 -55 08 00.532952736|279.7978362992978 -57.9883284902253|    3.479 5.769   |10.648   |~                |    ~     ~    |    1|  989.128   pc  | -50.9200    +50.9200  |ST-L    |2020AJ....160...83S
1832|CD-56 485                                                                                                |Spectroscopic Binary              |02 20 54.3801995592 -56 19 09.779459196|280.3228964527079 -56.7060000069220|   10.193 3.790   |10.698   |~                |    ~     ~    |    1|  730.728   pc  | -29.2400    +29.2400  |ST-L    |2020AJ....160...83S
1833|TYC 8484-912-1                                                                                           |Star                              |02 22 24.9919883472 -54 44 50.441258148|278.1819433620307 -57.7903498649038|   10.290 2.552   |10.91    |~                |    ~     ~    |    1|  367.073   pc  |  -7.2950     +7.2950  |ST-L    |2020AJ....160...83S
1834|TYC 8486-75-1                                                                                            |Star                              |02 17 19.2765305688 -56 51 45.447433668|281.6348453006659 -56.5713225750507|    3.932 2.094   |10.78    |~                |    ~     ~    |    1|  999.914   pc  | -44.3300    +44.3300  |ST-L    |2020AJ....160...83S
1835|TYC 8486-490-1                                                                                           |High Proper Motion Star           |02 22 10.2125236488 -56 17 00.558304512|280.0321794806613 -56.6253840917057| 65.357 -24.187   |10.752   |~                |    ~     ~    |    1|  280.342   pc  |  -3.8210     +3.8210  |ST-L    |2020AJ....160...83S
1836|TYC 8486-763-1                                                                                           |Star                              |02 19 27.0225201888 -56 09 14.511597552|280.4290160289140 -56.9607407707990| 22.631 -31.090   |10.94    |~                |    ~     ~    |    1|  266.267   pc  |  -3.3680     +3.3680  |ST-L    |2020AJ....160...83S
1837|TYC 8486-821-1                                                                                           |Star                              |02 19 51.0668406240 -55 21 05.198928660|279.4300715961989 -57.5569414353886|  17.108 25.122   |10.66    |~                |    ~     ~    |    1|  510.125   pc  | -12.4000    +12.4000  |ST-L    |2020AJ....160...83S
1838|IRAS 02266-5555                                                                                          |Long-Period Variable Candidate    |02 28 07.6961178864 -55 42 23.447616588|278.2002038480911 -56.5321757233018|  -3.074 -9.252   |10.91    |~                |    ~     ~    |    1| 1751.62    pc  |-105.238    +105.238   |paral   |2020yCat.1350....0G
1839|2MASS J02245807-5548505                                                                                  |Long-Period Variable              |02 24 58.0764762912 -55 48 50.536236276|278.9403337837199 -56.7407554431506|   13.860 4.873   |10.73    |~                |    ~     ~    |    1| 2849.003   pc  |-141.2326   +141.2326  |paral   |2020yCat.1350....0G
1840|CD-54 482                                                                                                |Star                              |02 15 30.7436267736 -53 25 18.831476748|278.0599758894500 -59.4569411225558|  -15.500 6.611   |10.45    |~                |    ~     ~    |    1|  269.098   pc  |  -4.6130     +4.6130  |ST-L    |2020AJ....160...83S
1841|HD 14318                                                                                                 |Star                              |02 17 04.0472442912 -53 49 32.278012536|278.2064577511839 -58.9980871583300| 36.239 -26.674   |8.85     |K0III            |    ~     ~    |    1|  360.010   pc  |  -2.1644     +2.1644  |paral   |2020yCat.1350....0G
1842|GSC 08483-01031                                                                                          |Double or Multiple Star           |02 16 12.7052340504 -54 01 36.554368944|278.6413896951878 -58.9203315779040| -28.257 -8.301   |10.913   |~                |    ~     ~    |    1|  275.940   pc  |  -3.7890     +3.7890  |ST-L    |2020AJ....160...83S
1843|HD 15414                                                                                                 |Star                              |02 26 12.4981014504 -62 55 05.633789952|286.0370709747953 -50.9881274108680| 13.493 -47.763   |7.91     |K1III            |    ~     ~    |    1|  123.402   pc  |  -0.2619     +0.2619  |paral   |2020yCat.1350....0G
1844|CPD-63 161                                                                                               |Star                              |02 28 17.1512702136 -62 47 12.346821780|285.6090280103874 -50.9598093626597|    9.603 4.066   |10.960   |~                |    ~     ~    |    1|  305.188   pc  |  -4.5290     +4.5290  |ST-L    |2020AJ....160...83S
1845|TYC 8861-1107-1                                                                                          |Star                              |02 28 18.3444119160 -63 13 45.582220920|286.0101720623602 -50.5971367377526|    9.249 3.813   |10.69    |~                |    ~     ~    |    1|  423.891   pc  |  -9.5370     +9.5370  |ST-L    |2020AJ....160...83S
1846|HD 14327                                                                                                 |High Proper Motion Star           |02 16 39.9185281296 -61 25 44.463940716|286.2104859719441 -52.8443554131402|  58.653 44.371   |9.73     |G5V              |    ~     ~    |    1|   95.401   pc  |  -0.4465     +0.4465  |ST-L    |2020AJ....160...83S
1847|HD 14431                                                                                                 |High Proper Motion Star           |02 17 28.4122121424 -61 27 27.372378420|286.1011474068644 -52.7683433848485|  56.879 -0.936   |9.14     |G0IV             |    ~     ~    |    1|  192.972   pc  |  -0.4766     +0.4766  |paral   |2020yCat.1350....0G
1848|CD-62 83                                                                                                 |Star                              |02 19 15.2556769128 -61 44 54.147162624|286.0679631519008 -52.4092268807367|   3.834 -5.060   |10.30    |~                |    ~     ~    |    1|  434.669   pc  |  -2.6451     +2.6451  |paral   |2020yCat.1350....0G
1849|HD 14642                                                                                                 |High Proper Motion Star           |02 19 25.2605066808 -61 56 17.262134340|286.2101471747434 -52.2393983121234|156.463 157.200   |7.72     |F6/7V            |    ~     ~    |    1|   68.411   pc  |  -0.0880     +0.0880  |paral   |2020yCat.1350....0G
1850|CPD-62 196                                                                                               |Star                              |02 20 33.0265802160 -62 03 59.417195364|286.1435952920847 -52.0594480837004| -4.506 -16.660   |10.90    |~                |    ~     ~    |    1|  337.086   pc  |  -5.5380     +5.5380  |ST-L    |2020AJ....160...83S
1851|CD-63 59                                                                                                 |Spectroscopic Binary              |02 23 53.8660400784 -62 27 15.388222068|285.9678495057975 -51.5206948769443|  3.202 -17.098   |9.45     |~                |    ~     ~    |    1|  194.228   pc  |  -0.5055     +0.5055  |paral   |2020yCat.1350....0G
1852|CPD-60 195                                                                                               |Star                              |02 20 43.474 -60 01 34.71              |284.220085 -53.737900              |       30.7 9.0   |9.6      |~                |    ~     ~    |    0|                |                       |        |                   
1853|CD-60 474                                                                                                |Star                              |02 21 47.4689278536 -59 57 25.219438956|283.9682928594817 -53.7179953642076|   18.835 9.440   |10.35    |~                |    ~     ~    |    1|  351.358   pc  |  -2.3579     +2.3579  |paral   |2020yCat.1350....0G
1854|HD 14929                                                                                                 |Star                              |02 22 12.8585828184 -59 58 35.306164488|283.9143850627174 -53.6714789306800|   7.885 11.626   |8.61     |K5(III)          |    ~     ~    |    1|  537.086   pc  |  -4.5288     +4.5288  |paral   |2020yCat.1350....0G
1855|* lam Hor                                                                                                |High Proper Motion Star           |02 24 53.9099798448 -60 18 43.013000412|283.7884850853983 -53.2040281232227|-71.718 -131.350  |5.355    |F2II/III         |    ~     ~    |    1|   47.748   pc  |  -0.1320     +0.1320  |paral   |2020yCat.1350....0G
1856|CD-60 490                                                                                                |Star                              |02 26 00.5771267856 -59 59 53.962180188|283.2908827028126 -53.3742962251653|   28.810 1.287   |9.55     |~                |    ~     ~    |    1|  243.843   pc  |  -0.7492     +0.7492  |paral   |2020yCat.1350....0G
1857|CD-61 398                                                                                                |Star                              |02 17 43.1541866880 -60 58 53.770813968|285.6312367602906 -53.1521798300920|  -10.097 7.827   |10.426   |~                |    ~     ~    |    1|  165.680   pc  |  -1.3090     +1.3090  |ST-L    |2020AJ....160...83S
1858|CD-61 410                                                                                                |Star                              |02 20 06.1483502304 -61 21 43.757900712|285.5801718089672 -52.6763616195496|    8.377 7.830   |10.197   |~                |    ~     ~    |    1|  437.372   pc  |  -9.4720     +9.4720  |ST-L    |2020AJ....160...83S
1859|HD 14732                                                                                                 |High Proper Motion Star           |02 20 16.4099779656 -60 40 51.612280500|284.9208693240899 -53.2301045854541|  54.491 30.982   |7.70     |K1III            |    ~     ~    |    1|  249.644   pc  |  -1.0906     +1.0906  |paral   |2020yCat.1350....0G
1860|CD-61 412                                                                                                |High Proper Motion Star           |02 20 51.0713118336 -60 42 21.059928540|284.8467281478542 -53.1697533590771|198.413 -28.027   |10.67    |~                |    ~     ~    |    1|  233.356   pc  |  -0.6371     +0.6371  |paral   |2020yCat.1350....0G
1861|CD-61 417                                                                                                |Star                              |02 21 14.7889268136 -61 13 02.658272952|285.2588010395201 -52.7199372407704|   6.277 -8.303   |9.41     |~                |    ~     ~    |    1|  511.430   pc  |  -2.9033     +2.9033  |paral   |2020yCat.1350....0G
1862|HD 14861                                                                                                 |Star                              |02 21 36.5512527288 -60 25 51.581227656|284.4576291172845 -53.3430544706095|  21.352 -4.796   |8.34     |K3III            |    ~     ~    |    1|  450.065   pc  |  -3.7068     +3.7068  |paral   |2020yCat.1350....0G
1863|CD-61 419                                                                                                |Star                              |02 21 33.4811352672 -61 22 37.234723296|285.3553617587206 -52.5668362438103|  4.915 -33.693   |10.609   |~                |    ~     ~    |    1|  227.413   pc  |  -2.4510     +2.4510  |ST-L    |2020AJ....160...83S
1864|CD-61 420                                                                                                |Star                              |02 22 43.5397125792 -61 23 25.077041412|285.1779193248970 -52.4770237510986|  34.145 11.738   |9.57     |~                |    ~     ~    |    1|  482.952   pc  |  -2.4957     +2.4957  |paral   |2020yCat.1350....0G
1865|CD-61 423                                                                                                |Star                              |02 23 49.8226825872 -61 05 16.184947560|284.7142950865775 -52.6494137489914|  5.313 -35.025   |10.581   |~                |    ~     ~    |    1|  210.833   pc  |  -2.2350     +2.2350  |ST-L    |2020AJ....160...83S
1866|CD-61 425                                                                                                |Star                              |02 25 51.7567861200 -61 15 01.567479456|284.5411283471957 -52.3748995403628|    2.148 4.268   |9.64     |~                |    ~     ~    |    1|  585.756   pc  | -12.7600    +12.7600  |ST-L    |2020AJ....160...83S
1867|CD-61 427                                                                                                |Star                              |02 27 23.7099831624 -60 57 20.665018872|284.0109160758125 -52.5039523160872|    7.010 7.169   |9.62     |~                |    ~     ~    |    1|  588.077   pc  | -18.9600    +18.9600  |ST-L    |2020AJ....160...83S
1868|CD-61 430                                                                                                |Star                              |02 27 59.2545098448 -60 45 28.744142004|283.7215368267857 -52.6195514513867|  8.323 -19.170   |9.84     |~                |    ~     ~    |    1|  644.205   pc  | -23.0700    +23.0700  |ST-L    |2020AJ....160...83S
1869|HD 15638                                                                                                 |Spectroscopic Binary              |02 28 19.0240435392 -61 18 19.341082080|284.2048238669686 -52.1567014178596|   -7.848 7.705   |8.88     |F6V+D            |    ~     ~    |    1|  168.200   pc  |  -3.8222     +3.8222  |paral   |2020yCat.1350....0G
1870|HD 15742                                                                                                 |Star                              |02 29 14.6671912344 -60 54 49.367757456|283.6745165069632 -52.4030356152061|  13.365 15.708   |8.25     |K1III            |    ~     ~    |    1|  332.502   pc  |  -2.0343     +2.0343  |paral   |2020yCat.1350....0G
1871|HD 14673                                                                                                 |Star                              |02 19 40.3152881712 -61 38 09.654771696|285.8991208639397 -52.4761895472486|  13.427 -3.411   |9.68     |F5/6IV/V         |    ~     ~    |    1|  234.623   pc  |  -2.5510     +2.5510  |ST-L    |2020AJ....160...83S
1872|CD-62 88                                                                                                 |Star                              |02 21 17.7405217392 -61 31 44.873566536|285.5379128850786 -52.4582978379336|  -5.227 -3.117   |9.82     |~                |    ~     ~    |    1|  656.168   pc  |  -4.5639     +4.5639  |paral   |2020yCat.1350....0G
1873|HD 15160                                                                                                 |Star                              |02 23 57.1478205648 -61 46 06.665722356|285.3325436218034 -52.0828062784225|  13.427 10.273   |8.35     |K5III            |    ~     ~    |    1|  428.009   pc  |  -2.8578     +2.8578  |paral   |2020yCat.1350....0G
1874|HD 15234                                                                                                 |High Proper Motion Star           |02 24 49.2139081536 -61 27 37.764564444|284.9069951976014 -52.2762688370772|  44.038 29.412   |8.15     |F3V              |    ~     ~    |    1|   95.404   pc  |  -0.9138     +0.9138  |paral   |2020yCat.1350....0G
1875|HD 14869                                                                                                 |High Proper Motion Star           |02 21 32.1161198664 -61 53 42.461561184|285.8325845937362 -52.1384767355719|  71.151 40.612   |9.20     |K0III            |    ~     ~    |    1|  179.520   pc  |  -0.4286     +0.4286  |paral   |2020yCat.1350....0G
1876|CD-62 91                                                                                                 |Star                              |02 24 45.0819819168 -61 50 06.279946584|285.2682821942597 -51.9743003562514|   7.269 -4.894   |9.77     |~                |    ~     ~    |    1|  555.062   pc  |  -3.2966     +3.2966  |paral   |2020yCat.1350....0G
1877|CD-62 93                                                                                                 |Star                              |02 24 55.1177516328 -61 54 01.921013928|285.3028073140447 -51.9093371180392|  -12.016 2.429   |9.60     |~                |    ~     ~    |    1|  315.986   pc  |  -1.1482     +1.1482  |paral   |2020yCat.1350....0G
1878|CPD-62 204                                                                                               |Star                              |02 25 49.7504532480 -61 57 56.552666112|285.2214246434602 -51.7944811916206|  22.330 -4.935   |10.652   |~                |    ~     ~    |    1|  208.382   pc  |  -2.2070     +2.2070  |ST-L    |2020AJ....160...83S
1879|CPD-62 205                                                                                               |High Proper Motion Star           |02 26 28.3525045440 -61 54 18.217108332|285.0648954276565 -51.8002429513132|  66.405 -0.710   |10.18    |~                |    ~     ~    |    1|  286.128   pc  |  -4.0420     +4.0420  |ST-L    |2020AJ....160...83S
1880|HD 15578                                                                                                 |Star                              |02 27 46.8430428120 -61 59 04.454924424|284.9378547384779 -51.6460094692381|  -20.240 3.849   |8.37     |A9III/IV         |    ~     ~    |    1|  160.172   pc  |  -0.4669     +0.4669  |paral   |2020yCat.1350....0G
1881|CD-62 95                                                                                                 |High Proper Motion Star           |02 29 04.4520352560 -62 05 56.848962516|284.8489044218292 -51.4642190573636|  54.054 -8.175   |9.52     |~                |    ~     ~    |    1|  375.784   pc  |  -1.6098     +1.6098  |paral   |2020yCat.1350....0G
1882|CD-60 459                                                                                                |Spectroscopic Binary              |02 16 56.0248273728 -60 22 53.022667008|285.2155267157885 -53.7072931388447|  20.040 22.142   |9.97     |~                |    ~     ~    |    1|  469.506   pc  |  -9.3685     +9.3685  |paral   |2020yCat.1350....0G
1883|CD-61 394                                                                                                |Star                              |02 15 04.1377816512 -60 43 14.766788964|285.8502501594124 -53.5459951060357| 10.781 -10.832   |10.115   |~                |    ~     ~    |    1|  732.577   pc  | -19.3100    +19.3100  |ST-L    |2020AJ....160...83S
1884|CD-60 454                                                                                                |Star                              |02 16 18.2970260832 -60 22 25.155433236|285.3183853689551 -53.7562308583148|   4.013 12.219   |10.58    |~                |    ~     ~    |    1|  951.775   pc  | -32.6000    +32.6000  |ST-L    |2020AJ....160...83S
1885|CD-61 416                                                                                                |Star                              |02 21 15.6393972960 -60 41 16.260835848|284.7608368885170 -53.1562482146422|  10.668 -1.116   |10.20    |~                |    ~     ~    |    1| 1390.434   pc  | -31.1262    +31.1262  |paral   |2020yCat.1350....0G
1886|CD-61 421                                                                                                |Star                              |02 23 03.6619297728 -61 03 18.353663316|284.8090264147032 -52.7296015804538|  32.715 16.930   |10.62    |~                |    ~     ~    |    1|  278.800   pc  |  -3.9400     +3.9400  |ST-L    |2020AJ....160...83S
1887|CD-60 488                                                                                                |Star                              |02 25 12.2603929296 -60 20 14.696652984|283.7625480443951 -53.1611334832163|   41.428 5.889   |9.34     |~                |    ~     ~    |    1|  472.567   pc  |  -2.5235     +2.5235  |paral   |2020yCat.1350....0G
1888|CD-60 494                                                                                                |Star                              |02 26 33.0967534992 -60 11 15.178518564|283.3897861227820 -53.1822709021335|  -2.460 -4.026   |10.47    |~                |    ~     ~    |    1|  731.194   pc  | -27.6600    +27.6600  |ST-L    |2020AJ....160...83S
1889|TYC 8490-1014-1                                                                                          |Star                              |02 29 53.3891008848 -59 49 15.227960916|282.4645734257288 -53.2190092942571|  30.630 18.594   |10.863   |~                |    ~     ~    |    1|  361.492   pc  |  -6.9450     +6.9450  |ST-L    |2020AJ....160...83S
1890|TYC 8490-1093-1                                                                                          |Star                              |02 29 17.6687704872 -59 42 21.877496316|282.4443560877962 -53.3555917378735|-13.703 -38.152   |10.72    |~                |    ~     ~    |    1|  212.599   pc  |  -0.6057     +0.6057  |paral   |2020yCat.1350....0G
1891|TYC 8490-1098-1                                                                                          |Star                              |02 26 05.6456369688 -59 43 52.967375904|283.0075106918744 -53.5814927883975|  0.464 -23.133   |10.39    |~                |    ~     ~    |    1|  168.923   pc  |  -1.4050     +1.4050  |ST-L    |2020AJ....160...83S
1892|TYC 8858-190-1                                                                                           |Star                              |02 17 41.4105391848 -60 50 11.943850020|285.5039385950923 -53.2755189919309|    6.823 8.529   |10.982   |~                |    ~     ~    |    1|  420.737   pc  | -15.8900    +15.8900  |ST-L    |2020AJ....160...83S
1893|TYC 8858-456-1                                                                                           |Star                              |02 22 34.5437851344 -61 33 06.234326388|285.3518057887815 -52.3540093318412|   14.159 5.395   |10.60    |~                |    ~     ~    |    1|  906.752   pc  | -32.1100    +32.1100  |ST-L    |2020AJ....160...83S
1894|TYC 8858-883-1                                                                                           |High Proper Motion Star           |02 18 49.7919779880 -61 07 19.513160004|285.5721846683700 -52.9610333913720| 108.663 60.250   |10.713   |~                |    ~     ~    |    1|  167.581   pc  |  -1.4880     +1.4880  |ST-L    |2020AJ....160...83S
1895|TYC 8858-952-1                                                                                           |Star                              |02 26 14.8518367656 -61 46 51.245251464|284.9833273181143 -51.9167857797361| -17.856 16.539   |10.562   |~                |    ~     ~    |    1|  284.248   pc  |  -4.1520     +4.1520  |ST-L    |2020AJ....160...83S
1896|TYC 8858-1199-1                                                                                          |Star                              |02 24 33.3209522736 -61 25 57.761947380|284.9231472667595 -52.3172067828318|   0.315 10.566   |10.486   |~                |    ~     ~    |    1|  367.720   pc  |  -6.4280     +6.4280  |ST-L    |2020AJ....160...83S
1897|TYC 8858-1328-1                                                                                          |High Proper Motion Star           |02 18 56.0561414424 -60 47 09.838059792|285.2457275731861 -53.2342483704535|-23.110 -68.539   |10.771   |~                |    ~     ~    |    1|  233.805   pc  |  -2.5900     +2.5900  |ST-L    |2020AJ....160...83S
1898|TYC 8861-157-1                                                                                           |Star                              |02 26 14.1243733920 -62 35 20.490600948|285.7341179861751 -51.2568831620679|   -6.338 8.351   |10.807   |~                |    ~     ~    |    1|  664.724   pc  | -21.1900    +21.1900  |ST-L    |2020AJ....160...83S
1899|TYC 8861-158-1                                                                                           |Star                              |02 23 37.6705394448 -62 37 04.871966124|286.1564139994812 -51.4024625238499|  25.774 24.028   |10.686   |~                |    ~     ~    |    1|  277.270   pc  |  -3.7300     +3.7300  |ST-L    |2020AJ....160...83S
1900|HD 14928                                                                                                 |Star                              |02 22 11.8377588168 -59 45 33.570411768|283.7039877000170 -53.8494905647446| -23.788 -1.681   |7.45     |F0III/IV         |    ~     ~    |    1|  154.971   pc  |  -0.4299     +0.4299  |paral   |2020yCat.1350....0G
1901|CD-60 475                                                                                                |Star                              |02 21 56.5826859840 -59 46 33.250541952|283.7644732768249 -53.8546024141063| 22.861 -16.087   |10.52    |~                |    ~     ~    |    1|  354.517   pc  |  -6.3390     +6.3390  |ST-L    |2020AJ....160...83S
1902|CD-58 469                                                                                                |Star                              |02 17 20.6250863400 -58 06 57.459316680|282.9408253100253 -55.5518359029170|   10.608 1.058   |10.782   |~                |    ~     ~    |    1|  471.271   pc  | -11.8100    +11.8100  |ST-L    |2020AJ....160...83S
1903|HD 14474                                                                                                 |Star                              |02 18 12.8814077424 -57 49 09.667324272|282.4692890324263 -55.7264370535118|  29.431 37.368   |8.81     |G2V              |    ~     ~    |    1|  105.295   pc  |  -0.1353     +0.1353  |paral   |2020yCat.1350....0G
1904|CD-59 445                                                                                                |Star                              |02 18 33.1353769008 -58 50 33.797069232|283.4465877450084 -54.8663751472442|   39.208 4.981   |9.84     |~                |    ~     ~    |    1|  227.313   pc  |  -2.4820     +2.4820  |ST-L    |2020AJ....160...83S
1905|HD 14551                                                                                                 |High Proper Motion Star           |02 18 55.3582322808 -59 13 11.478208908|283.7526521547521 -54.5298967949051| 35.381 -35.237   |9.44     |G2IV             |    ~     ~    |    1|  184.635   pc  |  -0.4261     +0.4261  |paral   |2020yCat.1350....0G
1906|CD-59 450                                                                                                |Star                              |02 19 35.7061183536 -59 20 55.112245116|283.7583220486221 -54.3751422962610|   -0.687 2.820   |9.82     |~                |    ~     ~    |    1|  505.510   pc  |  -4.7531     +4.7531  |paral   |2020yCat.1350....0G
1907|HD 14760                                                                                                 |Star                              |02 20 35.0493269136 -58 28 54.835710852|282.7073286289636 -55.0064598396175|   -5.996 1.667   |9.16     |A4IV/Vs          |    ~     ~    |    1|  288.560   pc  |  -4.6350     +4.6350  |ST-L    |2020AJ....160...83S
1908|CD-59 461                                                                                                |Double or Multiple Star           |02 22 21.8369 -59 10 12.967            |283.0865537 -54.3145175            |  14.373 -2.843   |9.93     |~                |    ~     ~    |    0|                |                       |        |                   
1909|CD-59 467                                                                                                |High Proper Motion Star           |02 24 58.7222337120 -59 08 51.015588792|282.6031524566294 -54.1329779317656|  42.176 72.770   |10.18    |~                |    ~     ~    |    1|   97.186   pc  |  -0.0945     +0.0945  |paral   |2020yCat.1350....0G
1910|CD-59 469                                                                                                |Star                              |02 25 40.8813121320 -59 10 56.346806532|282.5167284050935 -54.0508197253099|    6.269 4.288   |10.51    |~                |    ~     ~    |    1|  354.346   pc  |  -1.8709     +1.8709  |paral   |2020yCat.1350....0G
1911|CD-59 471                                                                                                |Star                              |02 26 31.8263459112 -59 05 23.250320160|282.2736047639634 -54.0579632240907|-19.441 -22.403   |9.48     |~                |    ~     ~    |    1|   47.164   pc  |  -0.0225     +0.0225  |paral   |2020yCat.1350....0G
1912|NGC 888                            NGC 888                                                               |Galaxy                            |02 17 27.0749524152 -59 51 39.753416916|284.6365495990358 -54.1055259142942|            ~ ~   |     ~   |~                |0.673 0.619    |    1|  127.64    Mpc |                       |        |2016AJ....152...50T
1913|CD-58 468                                                                                                |Star                              |02 17 16.9437549216 -58 14 04.896958632|283.0730950460604 -55.4593604347383|   20.342 7.653   |10.840   |~                |    ~     ~    |    1|  834.548   pc  | -41.2200    +41.2200  |ST-L    |2020AJ....160...83S
1914|CD-60 464                                                                                                |Star                              |02 18 14.9002340736 -59 33 19.215911628|284.2013926603340 -54.3024433097404|   5.788 -0.099   |10.80    |~                |    ~     ~    |    1|  518.403   pc  |  -2.8487     +2.8487  |paral   |2020yCat.1350....0G
1915|TYC 8489-202-1                                                                                           |Star                              |02 19 09.2981064960 -58 31 04.304821188|283.0083934503194 -55.0864287432298| 25.802 -40.271   |10.755   |~                |    ~     ~    |    1| 1118.200   pc  | -52.7500    +52.7500  |ST-L    |2020AJ....160...83S
1916|TYC 8489-39-1                                                                                            |Star                              |02 19 29.1732914304 -58 23 53.228824332|282.8248648014289 -55.1585505678186|  8.437 -15.077   |10.201   |~                |    ~     ~    |    1| 1263.600   pc  | -73.5200    +73.5200  |ST-L    |2020AJ....160...83S
1917|CD-59 449                                                                                                |Star                              |02 19 35.3444049840 -59 00 37.667080296|283.4242757403210 -54.6522030048242| -15.065 26.318   |10.74    |~                |    ~     ~    |    1|  193.821   pc  |  -0.4921     +0.4921  |paral   |2020yCat.1350....0G
1918|CD-58 482                                                                                                |High Proper Motion Star           |02 20 14.7263525736 -58 23 21.360094116|282.6747817864975 -55.1074448684642|   53.634 9.573   |10.87    |~                |    ~     ~    |    1|  118.972   pc  |  -0.6909     +0.6909  |ST-L    |2020AJ....160...83S
1919|CD-59 462                                                                                                |Star                              |02 23 26.4061023624 -58 50 17.527981020|282.5560762750841 -54.4992790385194|   3.528 -0.118   |10.77    |~                |    ~     ~    |    1|  542.241   pc  |  -3.5283     +3.5283  |paral   |2020yCat.1350....0G
1920|CD-59 465                                                                                                |Star                              |02 23 52.9025132520 -59 04 01.949202192|282.7131783363781 -54.2817512611704|   32.604 9.391   |10.70    |~                |    ~     ~    |    1|  492.829   pc  |  -2.5988     +2.5988  |paral   |2020yCat.1350....0G
