C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:45:06

dec< 0&rah >=4.5&rah< 4.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 3608

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
2743|TYC 8082-476-1                                                                                           |Star                                |04 38 23.6454432192 -52 20 48.858387468|260.1439721136953 -41.2384005061266|    4.359 4.921   |10.748   |~                |    ~     ~    |    1|  295.809   pc  |  -4.6730     +4.6730    |ST-L    |2020AJ....160...83S
2744|TYC 8082-517-1                                                                                           |High Proper Motion Star             |04 41 54.7167597360 -52 24 35.263437300|260.1287870136014 -40.6979906710175|-22.365 -56.074   |10.594   |~                |    ~     ~    |    1|  149.934   pc  |  -2.3760     +2.3760    |ST-L    |2020AJ....160...83S
2745|TYC 8082-553-1                                                                                           |Star                                |04 35 07.1541168216 -52 25 21.408986568|260.3440818004692 -41.7210600074682|   2.109 29.505   |10.58    |~                |    ~     ~    |    1|  243.499   pc  |  -1.8084     +1.8084    |paral   |2020yCat.1350....0G
2746|TYC 8509-480-1                                                                                           |Star                                |04 34 53.0069290176 -52 44 49.065424620|260.7806629754999 -41.7045585963652|   13.044 6.137   |10.36    |~                |    ~     ~    |    1| 1474.926   pc  | -23.2769    +23.2769    |paral   |2020yCat.1350....0G
2747|TYC 8509-589-1                                                                                           |Star                                |04 40 15.7268341128 -52 32 00.485128284|260.3356002040288 -40.9302018060118|-19.533 -30.193   |10.864   |~                |    ~     ~    |    1|  299.254   pc  |  -4.8790     +4.8790    |ST-L    |2020AJ....160...83S
2748|TYC 8509-624-1                                                                                           |Star                                |04 40 16.6216681392 -52 34 55.085496420|260.3987437333785 -40.9211864201316|   2.043 10.364   |10.713   |~                |    ~     ~    |    1|  529.101   pc  | -14.2800    +14.2800    |ST-L    |2020AJ....160...83S
2749|TYC 8509-729-1                                                                                           |Star                                |04 33 50.5149311328 -52 51 38.130665616|260.9658778313289 -41.8409780451787|   16.234 4.317   |10.73    |~                |    ~     ~    |    1|  962.464   pc  | -10.5602    +10.5602    |paral   |2020yCat.1350....0G
2750|TYC 8509-930-1                                                                                           |Star                                |04 39 34.6992793104 -52 54 36.823039632|260.8489693520091 -40.9786634660655|  15.209 -3.014   |10.97    |~                |    ~     ~    |    1|  792.770   pc  |  -7.1647     +7.1647    |paral   |2020yCat.1350....0G
2751|TYC 8509-991-1                                                                                           |Spectroscopic Binary                |04 39 26.8098811800 -53 13 55.334083836|261.2742385713068 -40.9498974649605|    5.782 5.297   |10.89    |~                |    ~     ~    |    1| 1134.301   pc  | -29.4640    +29.4640    |paral   |2020yCat.1350....0G
2752|TYC 8509-1067-1                                                                                          |Star                                |04 30 29.5782150168 -53 00 44.568786924|261.2868675005354 -42.3109719094263|    7.024 4.365   |10.781   |~                |    ~     ~    |    1| 1099.660   pc  | -60.6100    +60.6100    |ST-L    |2020AJ....160...83S
2753|TYC 8509-1086-1                                                                                          |Star                                |04 30 50.3774187504 -53 01 02.347564764|261.2805320927441 -42.2588113307982| -10.433 41.753   |10.59    |~                |    ~     ~    |    1|  364.033   pc  |  -3.7768     +3.7768    |paral   |2020yCat.1350....0G
2754|TYC 8509-1195-1                                                                                          |Star                                |04 35 38.8799559216 -53 13 49.059997320|261.3928403815183 -41.5113388095571|  12.453 26.165   |10.51    |~                |    ~     ~    |    1|  436.199   pc  |  -9.9660     +9.9660    |ST-L    |2020AJ....160...83S
2755|TYC 8509-1225-1                                                                                          |Star                                |04 35 29.9583022824 -53 27 20.598259176|261.6945199739589 -41.4950863767938|  -9.463 -8.121   |10.57    |~                |    ~     ~    |    1|  246.421   pc  |  -0.7894     +0.7894    |paral   |2020yCat.1350....0G
2756|TYC 8509-1232-1                                                                                          |Star                                |04 34 42.4975201728 -53 04 25.412792232|261.2180599146151 -41.6764939449171|    5.971 2.856   |10.80    |~                |    ~     ~    |    1|  955.657   pc  |  -9.9548     +9.9548    |paral   |2020yCat.1350....0G
2757|TYC 8509-1481-1                                                                                          |Star                                |04 33 52.2365705232 -53 42 50.233290156|262.0913340792065 -41.6875215404038|  41.936 24.300   |10.71    |~                |    ~     ~    |    1|  129.784   pc  |  -0.1785     +0.1785    |paral   |2020yCat.1350....0G
2758|TYC 8509-1576-1                                                                                          |Star                                |04 37 52.7026527624 -53 44 10.177048356|261.9832189792815 -41.0998714948410|  16.996 29.909   |10.733   |~                |    ~     ~    |    1|  469.039   pc  |  -9.2390     +9.2390    |ST-L    |2020AJ....160...83S
2759|TYC 8509-1733-1                                                                                          |Star                                |04 34 02.1137902824 -54 16 54.067973088|262.8316820240078 -41.5586066928786|  -15.111 1.491   |10.89    |~                |    ~     ~    |    1|  231.160   pc  |  -0.5985     +0.5985    |paral   |2020yCat.1350....0G
2760|TYC 8509-1738-1                                                                                          |Star                                |04 38 43.4243854656 -53 48 07.634577492|262.0421376146430 -40.9657888302367|   -2.128 1.906   |10.77    |~                |    ~     ~    |    1|  483.442   pc  |  -2.8046     +2.8046    |paral   |2020yCat.1350....0G
2761|TYC 8509-1905-1                                                                                          |Star                                |04 39 42.1014656208 -53 52 33.560213052|262.1075311841399 -40.8114390184343|  -2.947 13.418   |10.48    |~                |    ~     ~    |    1|  809.979   pc  |  -7.6760     +7.6760    |paral   |2020yCat.1350....0G
2762|CD-57 931                                                                                                |Star                                |04 32 31.5589364928 -57 05 33.728962488|266.5518220900569 -41.1680828675270|  -6.553 16.053   |10.06    |~                |    ~     ~    |    1|  427.223   pc  |  -2.1720     +2.1720    |paral   |2020yCat.1350....0G
2763|CD-57 935                                                                                                |Star                                |04 33 15.3037224240 -57 07 28.625355804|266.5621062028913 -41.0643724076826|    6.348 8.118   |9.68     |~                |    ~     ~    |    1|  634.880   pc  |  -9.4319     +9.4319    |paral   |2020yCat.1350....0G
2764|CD-57 981                                                                                                |Star                                |04 43 26.1587173608 -57 29 25.908624240|266.6409845319968 -39.6431231653879| 14.970 -11.431   |10.14    |~                |    ~     ~    |    1|  755.687   pc  |  -6.5101     +6.5101    |paral   |2020yCat.1350....0G
2765|CD-57 988                                                                                                |Star                                |04 44 31.8894835968 -57 34 36.186703788|266.7130931758405 -39.4820248805339|   9.755 -9.210   |9.979    |~                |    ~     ~    |    1|  594.968   pc  | -15.5200    +15.5200    |ST-L    |2020AJ....160...83S
2766|HD 30045                                                                                                 |Star                                |04 41 05.2291763184 -54 41 36.194169516|263.1262896732931 -40.4775200358715|  10.730 14.275   |9.28     |F3/5IV/V         |    ~     ~    |    1|  187.132   pc  |  -2.0200     +2.0200    |ST-L    |2020AJ....160...83S
2767|HD 30260                                                                                                 |Star                                |04 43 03.1609640232 -54 42 54.794528964|263.0933982252681 -40.1938692964190|  13.093 23.104   |9.13     |F0/2V            |    ~     ~    |    1|  165.659   pc  |  -0.3595     +0.3595    |paral   |2020yCat.1350....0G
2768|CD-55 936                                                                                                |Star                                |04 36 44.9099455416 -55 32 34.903791996|264.3775185558191 -40.9324175909593|    7.411 6.754   |9.29     |~                |    ~     ~    |    1| 2012.477   pc  | -55.4859    +55.4859    |paral   |2020yCat.1350....0G
2769|CD-55 937                                                                                                |Star                                |04 36 55.0909198584 -55 20 55.849256160|264.1191904771943 -40.9467487965997|    9.363 9.728   |9.71     |~                |    ~     ~    |    1|  605.034   pc  |  -4.2098     +4.2098    |paral   |2020yCat.1350....0G
2770|CD-55 940                                                                                                |Star                                |04 37 30.7920289152 -55 43 01.971479820|264.5752425866341 -40.7923194700697|   24.924 7.062   |10.444   |~                |    ~     ~    |    1|  323.405   pc  |  -4.9681     +4.9681    |paral   |2020yCat.1350....0G
2771|CD-55 945                                                                                                |Spectroscopic Binary                |04 39 16.0687061448 -55 43 54.241203360|264.5310878067352 -40.5471327700244|   -1.639 0.192   |10.15    |~                |    ~     ~    |    1|  363.583   pc  |  -1.6260     +1.6260    |paral   |2020yCat.1350....0G
2772|CPD-55 683                                                                                               |Star                                |04 40 08.5813611696 -54 52 06.168290736|263.3837405894029 -40.5817334867998|   2.777 10.914   |9.79     |~                |    ~     ~    |    1|  359.596   pc  |  -1.6422     +1.6422    |paral   |2020yCat.1350....0G
2773|CD-55 951                                                                                                |Star                                |04 40 15.8869008720 -55 04 48.469633824|263.6540921119044 -40.5274159636514|  26.996 34.925   |10.16    |~                |    ~     ~    |    1|  238.766   pc  |  -0.7810     +0.7810    |paral   |2020yCat.1350....0G
2774|HD 30143                                                                                                 |Star                                |04 41 59.6823659496 -54 48 01.232209764|263.2360875538730 -40.3305555553917|  -9.025 47.269   |7.96     |K1III            |    ~     ~    |    1|  123.769   pc  |  -0.2650     +0.2650    |paral   |2020yCat.1350....0G
2775|CD-55 961                                                                                                |Star                                |04 42 26.6818557480 -55 13 10.996199796|263.7636656984870 -40.1965156138128|  -7.176 -9.731   |10.58    |~                |    ~     ~    |    1|  349.406   pc  |  -1.5993     +1.5993    |paral   |2020yCat.1350....0G
2776|CD-55 963                                                                                                |Star                                |04 43 13.8443305200 -54 48 20.345527908|263.2048022554544 -40.1539749752536| -5.607 -20.939   |9.86     |~                |    ~     ~    |    1|  325.754   pc  |  -4.7540     +4.7540    |paral   |2020yCat.1350....0G
2777|CD-55 967                                                                                                |High Proper Motion Star             |04 44 59.1078889488 -55 13 06.746261304|263.6840022133088 -39.8393979693761|  33.788 55.688   |10.196   |~                |    ~     ~    |    1|  248.076   pc  |  -3.0610     +3.0610    |ST-L    |2020AJ....160...83S
2778|CD-56 946                                                                                                |Star                                |04 34 31.3711793760 -55 51 03.688403652|264.8621003304701 -41.1766746664279|    7.170 5.046   |9.48     |~                |    ~     ~    |    1|  677.828   pc  |  -4.7323     +4.7323    |paral   |2020yCat.1350....0G
2779|CD-56 953                                                                                                |Star                                |04 35 51.6385710696 -55 48 29.704804164|264.7548917193519 -41.0017860527745|    7.058 3.083   |9.77     |~                |    ~     ~    |    1|  435.787   pc  |  -2.2030     +2.2030    |paral   |2020yCat.1350....0G
2780|CD-56 970                                                                                                |Star                                |04 41 16.4609882472 -55 46 23.150844192|264.5154115079362 -40.2620641055671|   4.515 -2.221   |9.62     |~                |    ~     ~    |    1|  717.412   pc  |  -6.5364     +6.5364    |paral   |2020yCat.1350....0G
2781|CD-56 948                                                                                                |Star                                |04 34 45.5113166016 -56 33 48.565338840|265.7758681895903 -40.9914407613863|  -10.224 0.519   |9.13     |~                |    ~     ~    |    1|  806.452   pc  | -11.3163    +11.3163    |paral   |2020yCat.1350....0G
2782|CD-56 949                                                                                                |Variable Star                       |04 34 48.1080310728 -56 35 29.946116472|265.8105251957162 -40.9794349631338|   1.706 18.693   |9.54     |~                |    ~     ~    |    1|  300.978   pc  |  -1.0418     +1.0418    |paral   |2020yCat.1350....0G
2783|CD-56 950                                                                                                |Star                                |04 35 04.6474325952 -56 43 33.795059664|265.9730358953120 -40.9128655794963|  13.328 14.559   |10.18    |~                |    ~     ~    |    1|  209.214   pc  |  -0.5384     +0.5384    |paral   |2020yCat.1350....0G
2784|CD-56 951                                                                                                |Double or Multiple Star             |04 35 12.5407164168 -56 19 13.638614664|265.4436785561229 -40.9834350044724|  -2.823 12.831   |9.26     |~                |    ~     ~    |    1|  566.701   pc  |  -4.9136     +4.9136    |paral   |2020yCat.1350....0G
2785|CD-56 952                                                                                                |Star                                |04 35 33.9733301928 -56 08 19.319767440|265.1944560778607 -40.9735370935772| -1.880 -34.604   |10.431   |~                |    ~     ~    |    1|  231.917   pc  |  -2.4350     +2.4350    |ST-L    |2020AJ....160...83S
2786|HD 29656                                                                                                 |Star                                |04 36 54.3836570520 -56 38 20.134349340|265.7888264661945 -40.6865438643275|   3.314 19.079   |9.46     |A9/F0V           |    ~     ~    |    1|  203.463   pc  |  -0.4719     +0.4719    |paral   |2020yCat.1350....0G
2787|HD 29855                                                                                                 |Star                                |04 39 02.5331065680 -56 09 58.208285772|265.0998254509182 -40.4940740774707| -9.390 -10.187   |9.33     |F5/6IV/V         |    ~     ~    |    1|  260.405   pc  |  -3.8530     +3.8530    |ST-L    |2020AJ....160...83S
2788|HD 29974                                                                                                 |Star                                |04 40 18.4845423264 -56 11 33.685141524|265.0889501919691 -40.3161392920764|   14.691 6.174   |9.34     |A9/F0III         |    ~     ~    |    1|  256.977   pc  |  -5.3556     +5.3556    |paral   |2020yCat.1350....0G
2789|HD 30030                                                                                                 |High Proper Motion Star             |04 40 48.7749156051 -56 01 51.023979787|264.8630665030602 -40.2778434834009|  30.079 42.162   |7.77     |A8IV/V           |    ~     ~    |    1|  116.952   pc  |  -0.2762     +0.2762    |paral   |2020yCat.1350....0G
2790|CD-56 975                                                                                                |Star                                |04 41 23.3398256952 -56 32 17.986158384|265.4952867347886 -40.1026572873628| -3.227 -22.454   |10.019   |~                |    ~     ~    |    1|  605.070   pc  | -18.4500    +18.4500    |ST-L    |2020AJ....160...83S
2791|CD-56 976                                                                                                |Star                                |04 41 27.1777143360 -56 24 27.267393348|265.3252829691872 -40.1190911432850|   9.325 -1.391   |10.15    |~                |    ~     ~    |    1|  152.593   pc  |  -0.2422     +0.2422    |paral   |2020yCat.1350....0G
2792|CD-56 978                                                                                                |High Proper Motion Star             |04 41 57.5207165448 -56 07 36.938164692|264.9476131439802 -40.1028778650440| -6.552 -60.679   |9.894    |~                |    ~     ~    |    1|  156.691   pc  |  -1.1630     +1.1630    |ST-L    |2020AJ....160...83S
2793|HD 30187                                                                                                 |Spectroscopic Binary                |04 42 10.3924157496 -56 07 07.830477156|264.9300174116088 -40.0749872299983|  38.310 60.094   |8.03     |F5V              |0.0033  0.0    |    1|  118.412   pc  |  -1.4077     +1.4077    |paral   |2020yCat.1350....0G
2794|CD-56 980                                                                                                |Star                                |04 42 26.5833568872 -56 26 19.307902200|265.3313719132750 -39.9787812606670|   6.625 14.178   |9.82     |~                |    ~     ~    |    1|  260.546   pc  |  -0.9368     +0.9368    |paral   |2020yCat.1350....0G
2795|CPD-56 715                                                                                               |Star                                |04 42 36.6395356056 -56 41 33.886521312|265.6510803987600 -39.9081159560239|   -3.127 3.150   |10.20    |~                |    ~     ~    |    1|  382.419   pc  |  -8.6270     +8.6270    |ST-L    |2020AJ....160...83S
2796|CPD-56 716                                                                                               |High Proper Motion Star             |04 42 37.4962578888 -56 42 10.321087104|265.6635460133880 -39.9042646918678|   4.156 61.996   |10.068   |~                |    ~     ~    |    1|  302.414   pc  |  -4.3470     +4.3470    |ST-L    |2020AJ....160...83S
2797|HD 30352                                                                                                 |Star                                |04 43 36.0585413448 -56 22 23.745620136|265.2089702226104 -39.8334536751643|  -3.145 16.951   |8.47     |M0III            |    ~     ~    |    1|  747.496   pc  |  -8.6606     +8.6606    |paral   |2020yCat.1350....0G
2798|CD-56 988                                                                                                |Star                                |04 44 31.4992744968 -56 17 18.243789936|265.0704218318473 -39.7227059210902|   0.583 10.705   |9.82     |~                |    ~     ~    |    1|  165.134   pc  |  -0.6490     +0.6490    |paral   |2020yCat.1350....0G
2799|HD 30490                                                                                                 |Star                                |04 44 58.8236384640 -56 17 41.033880096|265.0640435471308 -39.6593957224524| -0.244 -46.340   |7.89     |K0III            |    ~     ~    |    1|  275.961   pc  |  -1.1271     +1.1271    |paral   |2020yCat.1350....0G
2800|HD 29359                                                                                                 |Star                                |04 34 16.7536405800 -56 45 33.151209264|266.0481085998430 -41.0121730904772|   -1.949 9.384   |8.72     |G8III            |    ~     ~    |    1|  420.539   pc  |  -1.9100     +1.9100    |paral   |2020yCat.1350....0G
2801|CD-57 943                                                                                                |Star                                |04 34 54.1951704648 -57 04 57.320088096|266.4397070712165 -40.8562723652405| 14.617 -45.393   |9.28     |~                |    ~     ~    |    1|  366.851   pc  |  -1.1708     +1.1708    |paral   |2020yCat.1350....0G
2802|CD-57 945                                                                                                |Star                                |04 35 39.4789510200 -56 54 36.142026876|266.1870594201681 -40.7947405125727|   26.640 5.755   |9.61     |~                |    ~     ~    |    1|  185.808   pc  |  -0.3798     +0.3798    |paral   |2020yCat.1350....0G
2803|HD 29657                                                                                                 |Star                                |04 36 55.3360034544 -56 56 20.276481804|266.1745008728417 -40.6200976184236|   -2.853 1.698   |8.31     |K1III            |    ~     ~    |    1|  497.438   pc  |  -4.0828     +4.0828    |paral   |2020yCat.1350....0G
2804|HD 29825                                                                                                 |Star                                |04 38 40.6255037040 -56 46 35.173924968|265.8987133325763 -40.4201204058049|   -4.856 6.512   |8.35     |K1III            |    ~     ~    |    1|  550.538   pc  | -17.2800    +17.2800    |ST-L    |2020AJ....160...83S
2805|HD 29899                                                                                                 |Star                                |04 39 25.4473821624 -56 53 19.980806460|266.0154131179081 -40.2969312966545|    2.547 1.644   |8.10     |K4III            |    ~     ~    |    1|  557.351   pc  |  -5.1877     +5.1877    |paral   |2020yCat.1350....0G
2806|CD-57 974                                                                                                |Star                                |04 41 12.6089013600 -56 46 39.796693824|265.8084645602014 -40.0800610262097|  -47.998 2.111   |9.76     |~                |    ~     ~    |    1|  226.434   pc  |  -0.6717     +0.6717    |paral   |2020yCat.1350....0G
2807|CD-57 976                                                                                                |Star                                |04 41 25.2811322496 -57 23 31.298102664|266.5865362605189 -39.9284644976195|-13.549 -11.909   |9.88     |~                |    ~     ~    |    1|  614.213   pc  |  -4.2630     +4.2630    |paral   |2020yCat.1350....0G
2808|CD-57 980                                                                                                |Star                                |04 43 23.2361090760 -57 05 33.324003420|266.1355442154580 -39.7274060893832| -4.374 -11.517   |9.41     |~                |    ~     ~    |    1|  823.384   pc  |  -7.5254     +7.5254    |paral   |2020yCat.1350....0G
2809|CD-56 991                                                                                                |Spectroscopic Binary                |04 44 52.3181919936 -56 29 17.229271776|265.3146920594487 -39.6399284519050|  22.032 29.818   |10.656   |~                |    ~     ~    |    1|  390.070   pc  | -10.3400    +10.3400    |ST-L    |2020AJ....160...83S
2810|TYC 8512-1598-1                                                                                          |High Proper Motion Star             |04 30 36.6851867520 -56 52 44.888099520|266.3585594067815 -41.4723055462144| 82.974 154.701   |10.65    |~                |    ~     ~    |    1|   65.223   pc  |  -1.7186     +1.7186    |paral   |2020yCat.1350....0G
2811|CD-55 934                                                                                                |Spectroscopic Binary                |04 36 16.1365557648 -55 32 23.204312988|264.3910865288534 -40.9995526837610|62.673 -130.932   |10.89    |~                |    ~     ~    |    1|   72.539   pc  |  -2.5215     +2.5215    |paral   |2020yCat.1350....0G
2812|CD-56 955                                                                                                |Star                                |04 36 27.6728671536 -56 11 24.364282884|265.2265143663675 -40.8409603153663|   3.207 -8.716   |10.099   |~                |    ~     ~    |    1| 1026.420   pc  | -52.2300    +52.2300    |ST-L    |2020AJ....160...83S
2813|CD-56 960                                                                                                |Star                                |04 37 36.1714585416 -56 41 55.199473980|265.8391301308392 -40.5804078619029|   18.237 9.923   |10.592   |~                |    ~     ~    |    1|  986.426   pc  | -56.7700    +56.7700    |ST-L    |2020AJ....160...83S
2814|CD-55 956                                                                                                |Star                                |04 41 07.1781828984 -55 07 42.289222872|263.6884061627807 -40.3985836934336|   5.914 13.356   |10.83    |~                |    ~     ~    |    1| 1251.251   pc  | -15.4997    +15.4997    |paral   |2020yCat.1350....0G
2815|TYC 8512-321-1                                                                                           |Star                                |04 41 52.5705963168 -57 07 48.421955820|266.2358536424629 -39.9211922328537|  19.788 12.596   |10.604   |~                |    ~     ~    |    1|  698.139   pc  | -24.4200    +24.4200    |ST-L    |2020AJ....160...83S
2816|CD-55 962                                                                                                |Star                                |04 42 40.6668832440 -55 23 43.665135252|263.9828350138298 -40.1337999082260|   3.668 -4.071   |10.35    |~                |    ~     ~    |    1| 1497.454   pc  | -33.1871    +33.1871    |paral   |2020yCat.1350....0G
2817|CD-56 989                                                                                                |High Proper Motion Star             |04 44 32.5283647368 -56 35 19.258811880|265.4538017265780 -39.6665559880792|  34.499 74.569   |10.88    |~                |    ~     ~    |    1|  232.629   pc  |  -2.7290     +2.7290    |ST-L    |2020AJ....160...83S
2818|HD 29671                                                                                                 |High Proper Motion Star             |04 37 29.0240298024 -54 39 22.723376544|263.1980843934591 -40.9968815097431| 121.218 66.992   |9.34     |F8/G0V           |    ~     ~    |    1|  129.524   pc  |  -1.0150     +1.0150    |ST-L    |2020AJ....160...83S
2819|CD-55 935                                                                                                |Star                                |04 36 41.6573087232 -54 54 39.612079692|263.5577553566918 -41.0617093084490|    2.776 9.617   |10.28    |~                |    ~     ~    |    1|  223.269   pc  |  -0.7976     +0.7976    |paral   |2020yCat.1350....0G
2820|HD 29640                                                                                                 |Double or Multiple Star             |04 37 07.34197 -54 51 43.1473          |263.47866585 -41.01039536          |    21.05 30.57   |9.06     |F8/G0IV/V        |    ~     ~    |    1|  140.987   pc  | +34.394      +2         |ST-L    |2017AJ....153...75K
2821|CD-56 936                                                                                                |Star                                |04 31 26.2584845665 -56 30 06.617188060|265.8335731990660 -41.4513611871284|  10.420 -2.867   |10.109   |~                |    ~     ~    |    1|  218.536   pc  |  -3.0278     +3.0278    |paral   |2020yCat.1350....0G
2822|HD 29178                                                                                                 |High Proper Motion Star             |04 32 30.7611443232 -56 13 33.900511728|265.4303217308290 -41.3692887382023|  43.711 89.770   |8.52     |F8V              |    ~     ~    |    1|   65.427   pc  |  -0.0561     +0.0561    |paral   |2020yCat.1350....0G
2823|CD-56 945                                                                                                |Star                                |04 33 15.0913447008 -55 54 49.215048732|264.9941074202835 -41.3374751201986|   15.880 4.678   |10.421   |~                |    ~     ~    |    1|  178.159   pc  |  -1.5160     +1.5160    |ST-L    |2020AJ....160...83S
2824|CD-56 938                                                                                                |Star                                |04 31 47.3645481696 -56 25 44.644616256|265.7241646460463 -41.4208980202709|   7.420 -8.279   |10.31    |~                |    ~     ~    |    1|  676.087   pc  |  -4.7995     +4.7995    |paral   |2020yCat.1350....0G
2825|CD-57 948                                                                                                |Long-Period Variable                |04 36 31.2060933264 -56 53 39.650688744|266.1327877367493 -40.6833527392500|    8.953 5.441   |9.52     |~                |    ~     ~    |    1| 1308.729   pc  | -33.0565    +33.0565    |paral   |2020yCat.1350....0G
2826|AKARI-IRC-V1 J0439375-563648                                                                             |Long-Period Variable Candidate      |04 39 37.5500754240 -56 36 48.825275580|265.6545291874708 -40.3258722398739|    6.073 2.058   |9.91     |~                |    ~     ~    |    1| 1920.86    pc  | -78.2218    +78.2218    |paral   |2020yCat.1350....0G
2827|TYC 8512-1588-1                                                                                          |Star                                |04 38 38.3792276688 -56 24 13.853679012|265.4207563701331 -40.5013937990083|   5.706 12.561   |10.58    |~                |    ~     ~    |    1|  878.889   pc  |  -7.8017     +7.8017    |paral   |2020yCat.1350....0G
2828|TYC 8512-1865-1                                                                                          |Star                                |04 41 14.7528575544 -56 28 24.945862836|265.4172046035182 -40.1345153830224|  13.488 37.834   |10.976   |~                |    ~     ~    |    1|  272.376   pc  | -19.0887    +19.0887    |paral   |2020yCat.1350....0G
2829|TYC 8512-1920-1                                                                                          |High Proper Motion Star             |04 37 16.7851371264 -56 46 02.873937252|265.9400254751276 -40.6091651839078|-44.231 -72.091   |10.83    |~                |    ~     ~    |    1|  143.036   pc  |  -1.2470     +1.2470    |ST-L    |2020AJ....160...83S
2830|TYC 8512-1970-1                                                                                          |Star                                |04 34 29.6702838792 -56 34 22.014532308|265.7984973383957 -41.0248641676140|  16.506 18.399   |10.98    |~                |    ~     ~    |    1|  300.427   pc  |  -1.4170     +1.4170    |paral   |2020yCat.1350....0G
2831|HD 29295                                                                                                 |Star                                |04 33 53.7636684600 -54 40 24.575140704|263.3504941848032 -41.5030948229268|  -0.906 -3.902   |9.45     |F7/8V            |    ~     ~    |    1|  189.036   pc  |  -0.3895     +0.3895    |paral   |2020yCat.1350....0G
2832|CD-54 896                                                                                                |Star                                |04 35 00.0234507288 -54 25 36.635814588|262.9866121648648 -41.3931692086625|  -7.787 -6.680   |10.58    |~                |    ~     ~    |    1|  202.667   pc  |  -0.5463     +0.5463    |paral   |2020yCat.1350....0G
2833|HD 29578                                                                                                 |Star                                |04 36 30.7825149216 -54 37 16.161212064|263.1863043885475 -41.1413842723847|  22.320 32.997   |8.51     |ApSrEuCr         |    ~     ~    |    1|  260.736   pc  |  -8.7902     +8.7902    |paral   |2020yCat.1350....0G
2834|CD-55 914                                                                                                |Star                                |04 32 42.9705121416 -55 15 55.918413180|264.1706978171588 -41.5491967289576|   12.240 6.208   |9.93     |~                |    ~     ~    |    1|  456.667   pc  | -10.6400    +10.6400    |ST-L    |2020AJ....160...83S
2835|HD 29187                                                                                                 |High Proper Motion Star             |04 32 43.2240634248 -55 35 48.525209196|264.6029512322890 -41.4785915845083|-18.906 122.783   |8.15     |F0/2V            |    ~     ~    |    1|   87.986   pc  |  -2.2876     +2.2876    |paral   |2020yCat.1350....0G
2836|* alf Dor                                                                                                |alpha2 CVn Variable                 |04 33 59.77719 -55 02 41.9243          |263.83255744 -41.41538337          |    57.75 10.93   |3.28     |B8IIIpSi         |0.0050  0.0    |    0|                |                         |        |                   
2837|CD-55 917                                                                                                |High Proper Motion Star             |04 34 08.7221302872 -55 02 47.751373032|263.8289686636786 -41.3941388289083| 61.621 139.271   |10.1     |~                |    ~     ~    |    1|   95.378   pc  |  -0.1101     +0.1101    |paral   |2020yCat.1350....0G
2838|HD 29338                                                                                                 |High Proper Motion Star             |04 34 13.3588362648 -55 21 14.674951800|264.2271855365110 -41.3211805702303| 16.889 107.101   |9.16     |F2V              |    ~     ~    |    1|  179.934   pc  |  -0.3529     +0.3529    |paral   |2020yCat.1350....0G
2839|CD-55 922                                                                                                |Spectroscopic Binary                |04 34 42.7972294704 -55 02 13.920454572|263.7951473654754 -41.3162812862937|-11.091 -13.423   |9.62     |~                |    ~     ~    |    1|  664.099   pc  | -15.0831    +15.0831    |paral   |2020yCat.1350....0G
2840|CD-55 924                                                                                                |Star                                |04 34 48.8216709312 -54 59 46.455776520|263.7379042532654 -41.3102487065721| -7.339 -19.552   |10.4     |~                |    ~     ~    |    1|  258.980   pc  |  -0.8116     +0.8116    |paral   |2020yCat.1350....0G
2841|CD-55 926                                                                                                |Star                                |04 35 10.0815938880 -55 10 40.832526216|263.9616739918762 -41.2246802318329|   21.761 6.487   |10.53    |~                |    ~     ~    |    1|  226.495   pc  |  -0.7387     +0.7387    |paral   |2020yCat.1350....0G
2842|HD 29473                                                                                                 |Spectroscopic Binary                |04 35 28.2363069696 -54 53 28.617635472|263.5764990780831 -41.2381486741424|  45.876 54.395   |7.90     |F8V              |    ~     ~    |    1|  107.817   pc  |  -0.6568     +0.6568    |paral   |2020yCat.1350....0G
2843|CD-55 928                                                                                                |Star                                |04 35 32.9839295112 -54 51 17.628483240|263.5261070162320 -41.2339692241142|  28.528 29.866   |9.54     |~                |    ~     ~    |    1|  269.766   pc  |  -3.3420     +3.3420    |ST-L    |2020AJ....160...83S
2844|CD-55 930                                                                                                |Double or Multiple Star             |04 35 39.196 -54 50 22.29              |263.502254 -41.222284              |      37.1 -7.6   |10.60    |~                |    ~     ~    |    0|                |                         |        |                   
2845|HD 29030                                                                                                 |Star                                |04 31 10.3031978112 -55 54 43.218459972|265.0776942239774 -41.6220792814104| -1.824 -15.534   |9.47     |A2mA5-A7         |    ~     ~    |    1|  269.004   pc  |  -3.4850     +3.4850    |ST-L    |2020AJ....160...83S
2846|HD 29166                                                                                                 |Star                                |04 32 29.1517363296 -55 58 20.007416460|265.1014520006648 -41.4293043779220|-15.224 -15.567   |9.15     |F5V              |    ~     ~    |    1|  218.064   pc  |  -0.5706     +0.5706    |paral   |2020yCat.1350....0G
