C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:36:43

dec >=0&rah >=9.0&rah< 9.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3235

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3097|TYC 3424-1000-1                                                                                          |High Proper Motion Star            |09 13 53.3212136256 +46 29 26.100028896|173.3539590497876 +43.4328496547664|-74.402 -95.593   |10.86    |~                |    ~     ~    |    1|   53.989   pc  |  -0.0426     +0.0426  |paral   |2020yCat.1350....0G
3098|HD 77263B                                                                                                |Star                               |09 03 16.052835 +47 40 17.69386        |171.945506227 +41.539464365        |    -16.6 -11.2   |9.22     |~                |    ~     ~    |    0|                |                       |        |                   
3099|TYC 3427-753-1                                                                                           |Star                               |09 04 32.7737312304 +49 15 26.821514520|169.8092640255624 +41.6200317794887|  10.663 -5.387   |10.99    |~                |    ~     ~    |    1| 1117.318   pc  | -15.6050    +15.6050  |paral   |2020yCat.1350....0G
3100|TYC 3427-854-1                                                                                           |Star                               |09 07 33.4844956320 +48 48 58.877107668|170.3334089596001 +42.1547880216202|  6.225 -10.306   |9.67     |~                |    ~     ~    |    1|  600.817   pc  |  -5.3425     +5.3425  |paral   |2020yCat.1350....0G
3101|TYC 3427-1555-1                                                                                          |Star                               |09 14 02.4221525808 +48 05 12.170220828|171.1655120955691 +43.3010789963853|  -28.144 8.612   |10.80    |~                |    ~     ~    |    1|  203.042   pc  |  -0.6019     +0.6019  |paral   |2020yCat.1350....0G
3102|TYC 3430-26-1                                                                                            |Star                               |09 09 22.4003086584 +51 43 23.567671344|166.3964629717029 +42.0746940732260|   12.805 0.638   |10.83    |~                |    ~     ~    |    1|  339.363   pc  |  -1.7505     +1.7505  |paral   |2020yCat.1350....0G
3103|TYC 3430-38-1                                                                                            |High Proper Motion Star            |09 02 17.5954693008 +51 56 30.804280404|166.3130840883225 +40.9610225344306|-35.814 -41.236   |10.85    |~                |    ~     ~    |    1|  205.116   pc  |  -0.6900     +0.6900  |paral   |2020yCat.1350....0G
3104|TYC 3430-366-1                                                                                           |Star                               |09 14 40.3170516168 +52 00 58.847819940|165.8220517718834 +42.8331576559689|-34.002 -26.581   |10.67    |~                |    ~     ~    |    1|  290.048   pc  |  -1.3208     +1.3208  |paral   |2020yCat.1350....0G
3105|TYC 3430-474-1                                                                                           |Star                               |09 03 25.7522311176 +51 13 52.829757120|167.2188733710413 +41.2256396751991|  31.632 -0.429   |10.98    |~                |    ~     ~    |    1|  277.654   pc  |  -1.0947     +1.0947  |paral   |2020yCat.1350....0G
3106|TYC 3430-1235-1                                                                                          |High Proper Motion Star            |09 10 23.6836322376 +51 32 26.898325620|166.6069786077037 +42.2592142067472|  4.081 -53.118   |10.96    |~                |    ~     ~    |    1|  262.055   pc  |  -1.0644     +1.0644  |paral   |2020yCat.1350....0G
3107|TYC 3805-480-1                                                                                           |Star                               |09 09 58.0043058120 +53 52 49.310216436|163.5182318318753 +41.7963858080960|-11.638 -13.776   |10.92    |~                |    ~     ~    |    1|  403.877   pc  |  -2.2836     +2.2836  |paral   |2020yCat.1350....0G
3108|TYC 3805-665-1                                                                                           |Star                               |09 08 24.7486049856 +53 08 22.361321004|164.5505878456159 +41.7015779587960|   3.421 -8.945   |10.91    |~                |    ~     ~    |    1|  837.802   pc  |  -9.2652     +9.2652  |paral   |2020yCat.1350....0G
3109|TYC 3805-1026-1                                                                                          |Star                               |09 06 40.8427622472 +54 39 02.248260264|162.6277574478613 +41.1811280876330|    0.603 8.194   |10.97    |~                |    ~     ~    |    1|  543.892   pc  | -14.6726    +14.6726  |paral   |2020yCat.1350....0G
3110|TYC 3805-1393-1                                                                                          |Star                               |09 07 00.6889480152 +52 53 19.281816744|164.9282204088683 +41.5353572895333|-10.721 -10.115   |10.24    |~                |    ~     ~    |    1|  282.095   pc  |  -1.4006     +1.4006  |paral   |2020yCat.1350....0G
3111|TYC 3805-1527-1                                                                                          |Star                               |09 03 04.8932574360 +53 39 43.259350428|164.0383367150022 +40.8320562744079|  -44.359 6.985   |10.92    |~                |    ~     ~    |    1|  259.471   pc  |  -2.2891     +2.2891  |paral   |2020yCat.1350....0G
3112|TYC 3805-1765-1                                                                                          |Star                               |09 02 18.9028963807 +52 37 14.504217844|165.4223367584339 +40.8731150107350| -14.918 -3.002   |10.85    |~                |    ~     ~    |    0|                |                       |        |                   
3113|TYC 3805-1788-1                                                                                          |Star                               |09 05 08.2573964832 +53 34 13.611709200|164.0930399638999 +41.1477295977252|  -2.226 -2.936   |10.36    |~                |    ~     ~    |    1| 2656.748   pc  |-115.0505   +115.0505  |paral   |2020yCat.1350....0G
3114|TYC 3805-1825-1                                                                                          |Star                               |09 06 21.4135639152 +53 08 58.494662448|164.6059256837741 +41.3959747985441|  -4.978 -3.888   |10.88    |~                |    ~     ~    |    1|  346.129   pc  |  -4.7203     +4.7203  |paral   |2020yCat.1350....0G
3115|TYC 3808-826-1                                                                                           |Star                               |09 01 46.0877470512 +56 23 14.784799236|160.5524542549262 +40.1698325247387|   -2.600 1.307   |10.98    |~                |    ~     ~    |    1| 1319.261   pc  | -24.3663    +24.3663  |paral   |2020yCat.1350....0G
3116|TYC 3808-1311-1                                                                                          |High Proper Motion Star            |09 08 22.9492293648 +57 13 59.031757632|159.2136352059999 +40.8759877752727|-28.078 -91.758   |10.71    |~                |    ~     ~    |    1|  146.015   pc  |  -2.5435     +2.5435  |paral   |2020yCat.1350....0G
3117|TYC 3808-1785-1                                                                                          |Star                               |09 01 07.6620674328 +56 47 28.606024464|160.0568964733820 +40.0051587167536|  -5.644 -9.938   |10.57    |~                |    ~     ~    |    1| 1012.761   pc  | -16.6161    +16.6161  |paral   |2020yCat.1350....0G
3118|TYC 3809-1301-1                                                                                          |Star                               |09 13 52.9626015072 +56 36 02.589697800|159.7946973592480 +41.7550277058945|   7.821 -9.968   |10.76    |~                |    ~     ~    |    1| 1545.834   pc  | -35.8440    +35.8440  |paral   |2020yCat.1350....0G
3119|TYC 4128-711-1                                                                                           |Star                               |09 01 58.5906837480 +61 17 59.470383192|154.3308358934931 +39.0833037707303|  -6.032 -2.407   |9.91     |~                |    ~     ~    |    1|  644.371   pc  |  -5.6054     +5.6054  |paral   |2020yCat.1350....0G
3120|TYC 4128-753-1                                                                                           |Star                               |09 00 53.5148353656 +61 04 17.365996020|154.6582149778024 +39.0155658870524|   0.353 -1.520   |10.86    |~                |    ~     ~    |    1| 1044.496   pc  | -14.9463    +14.9463  |paral   |2020yCat.1350....0G
3121|TYC 4131-284-2                                                                                           |Star                               |09 07 40.681 +64 59 06.47              |149.566141 +38.607508              |      -1.6 -7.9   |10.36    |~                |    ~     ~    |    0|                |                       |        |                   
3122|TYC 4131-565-1                                                                                           |Star                               |09 05 04.4904642792 +64 54 20.332896876|149.7767170297777 +38.3727619304642|-14.609 -24.822   |10.62    |~                |    ~     ~    |    1|  305.773   pc  |  -1.3838     +1.3838  |paral   |2020yCat.1350....0G
3123|TYC 4134-788-1                                                                                           |Star                               |09 08 02.0288337288 +66 22 29.772736896|147.8830731127146 +38.1686275129867|  -15.136 9.274   |10.88    |~                |    ~     ~    |    1|  194.239   pc  |  -0.6225     +0.6225  |paral   |2020yCat.1350....0G
3124|TYC 4134-794-1                                                                                           |Star                               |09 05 39.5750127648 +67 24 51.614560404|146.7536094231567 +37.5856990843017|  -0.662 -7.494   |10.99    |~                |    ~     ~    |    1| 2245.173   pc  |-131.0608   +131.0608  |paral   |2020yCat.1350....0G
3125|TYC 4134-983-1                                                                                           |Star                               |09 05 40.0626430680 +66 29 10.352134320|147.8542443675767 +37.9082230488596|   2.444 -3.017   |9.85     |~                |    ~     ~    |    1|  574.119   pc  |  -4.2520     +4.2520  |paral   |2020yCat.1350....0G
3126|TYC 4138-810-1                                                                                           |Star                               |09 09 12.1558390968 +63 59 40.020719244|150.6984935955499 +39.0877858868756|   1.564 -0.120   |10.57    |~                |    ~     ~    |    1|  996.612   pc  | -11.9188    +11.9188  |paral   |2020yCat.1350....0G
3127|TYC 4141-314-1                                                                                           |Star                               |09 10 35.5836215472 +65 51 16.991792352|148.3879012552013 +38.5942208255482|  10.349 -5.110   |10.97    |~                |    ~     ~    |    1|  975.800   pc  | -12.4736    +12.4736  |paral   |2020yCat.1350....0G
3128|TYC 4376-603-1                                                                                           |Star                               |09 13 23.5920626136 +69 55 14.445354936|143.4989618863814 +37.2759432473385|  -6.364 -0.602   |10.99    |~                |    ~     ~    |    1| 1374.193   pc  | -29.0814    +29.0814  |paral   |2020yCat.1350....0G
3129|HD 78696B                                                                                                |Star                               |09 13 44.9921187830 +69 58 47.389140985|143.4153883832433 +37.2792684624478|  2.996 -15.769   |9.50     |~                |    ~     ~    |    1|  130.784   pc  |  -4.4796     +4.4796  |paral   |2020yCat.1350....0G
3130|TYC 4376-1161-1                                                                                          |Double or Multiple Star            |09 12 43.308576 +69 37 55.52508        |143.859792836 +37.341380861        |    -16.2 -24.3   |10.461   |~                |    ~     ~    |    0|                |                       |        |                   
3131|HD 76347                                                                                                 |Star                               |09 00 07.4274891432 +70 14 44.949602220|143.6711067178514 +36.1083273276359|  -0.923 -1.027   |9.70     |A2               |    ~     ~    |    1|  495.835   pc  |  -5.3596     +5.3596  |paral   |2020yCat.1350....0G
3132|TYC 4379-282-1                                                                                           |Spectroscopic Binary               |09 09 13.8987321024 +72 28 47.169062868|140.7785508479256 +35.9009818200630|    6.189 0.375   |10.79    |~                |    ~     ~    |    1| 1237.624   pc  | -40.5904    +40.5904  |paral   |2020yCat.1350....0G
3133|TYC 4381-2001-1                                                                                          |Star                               |09 03 17.3390913912 +74 53 21.929332920|138.3229397456554 +34.5030565063603|   11.410 7.185   |10.79    |~                |    ~     ~    |    1|  315.537   pc  |  -1.1649     +1.1649  |paral   |2020yCat.1350....0G
3134|TYC 4382-1383-1                                                                                          |High Proper Motion Star            |09 12 58.3538986776 +73 45 50.172178068|139.2094992014227 +35.5833570396789|-29.890 -48.165   |10.33    |~                |    ~     ~    |    1|  264.333   pc  |  -0.7686     +0.7686  |paral   |2020yCat.1350....0G
3135|TYC 4541-2153-1                                                                                          |Star                               |09 14 01.3563568872 +76 33 20.986971552|136.1590528684787 +34.3382230013524|  -3.820 -8.403   |10.67    |~                |    ~     ~    |    1| 2393.490   pc  | -71.0370    +71.0370  |paral   |2020yCat.1350....0G
3136|TYC 4544-979-1                                                                                           |Star                               |09 10 54.5429266728 +79 09 13.060284156|133.5314226018116 +32.9277105120396|    1.503 0.274   |10.51    |~                |    ~     ~    |    1| 1365.188   pc  | -19.9420    +19.9420  |paral   |2020yCat.1350....0G
3137|TYC 4544-2161-1                                                                                          |Star                               |09 12 50.7949011696 +77 51 03.019516344|134.8321369248545 +33.6518924239896|  -2.147 -1.357   |10.95    |~                |    ~     ~    |    1| 1733.102   pc  | -46.5565    +46.5565  |paral   |2020yCat.1350....0G
3138|TYC 4547-704-1                                                                                           |Star                               |09 00 57.5456860536 +82 26 56.495623056|130.3688083904442 +30.9748372073298|    1.819 1.290   |10.98    |~                |    ~     ~    |    1| 1768.347   pc  | -36.5865    +36.5865  |paral   |2020yCat.1350....0G
3139|TYC 4547-894-1                                                                                           |Spectroscopic Binary               |09 02 53.4043605504 +82 23 14.506953360|130.3957149142599 +31.0604380998877|    2.381 0.566   |10.80    |~                |    ~     ~    |    1| 1886.081   pc  |-104.9404   +104.9404  |paral   |2020yCat.1350....0G
3140|TYC 4547-1592-1                                                                                          |Star                               |09 02 14.5774878480 +80 52 44.541851088|131.9586122650021 +31.7651103863222|  -7.574 -0.703   |10.98    |~                |    ~     ~    |    1| 1091.703   pc  | -12.1565    +12.1565  |paral   |2020yCat.1350....0G
3141|HD 76702B                                                                                                |High Proper Motion Star            |09 07 58.432519 +81 02 25.61228        |131.663935185 +31.883589168        |    -49.7 -30.9   |9.55     |~                |    ~     ~    |    0|                |                       |        |                   
3142|HD 78511A                                                                                                |Star                               |09 12 50.331 +69 42 48.15              |143.761243 +37.317512              |     -13.8 18.9   |10.24    |~                |    ~     ~    |    0|                |                       |        |                   
3143|HD 78511B                                                                                                |Star                               |09 12 50.410 +69 42 48.23              |143.761159 +37.317607              |     -13.8 18.9   |9.89     |~                |    ~     ~    |    0|                |                       |        |                   
3144|BD+36 1922                                                                                               |Double or Multiple Star            |09 10 03.6598096776 +35 33 34.182459072|188.3136795710190 +42.6006543463698|-25.942 -120.252  |9.78     |~                |    ~     ~    |    1|   52.741   pc  |  -0.0523     +0.0523  |paral   |2020yCat.1350....0G
3145|BD+33 1814A                                                                                              |High Proper Motion Star            |09 09 30.5982285289 +32 49 09.604662649|191.9738118106549 +42.1416927105617|-328.737 -635.746 |10.23    |M0.5V            |    ~     ~    |    1|   21.3641  pc  |  -0.1026     +0.1026  |paral   |2018yCat.1345....0G
3146|* 66 Cnc B                                                                                               |Star                               |09 01 24.3797616576 +32 15 05.057958240|192.3565462540173 +40.3649629413712|    0.521 1.926   |8.52     |~                |    ~     ~    |    1|  143.466   pc  |  -0.5578     +0.5578  |paral   |2020yCat.1350....0G
3147|HD 77637B                                                                                                |High Proper Motion Star            |09 05 08.4979960077 +39 32 14.907949524|182.8501571808665 +41.9407792880448| 87.516 -25.983   |9.77     |~                |    ~     ~    |    1|  140.75    pc  |  -3.3935     +3.3935  |paral   |2020yCat.1350....0G
3148|TYC 817-2302-2                                                                                           |Star                               |09 00 12.877 +13 50 38.94              |214.530340 +34.716120              |     43.1 -14.7   |10.08    |~                |    ~     ~    |    0|                |                       |        |                   
3149|TYC 2492-41-2                                                                                            |Star                               |09 00 42.247 +32 08 11.13              |192.471363 +40.198774              |       -1.8 1.7   |9.28     |~                |    ~     ~    |    0|                |                       |        |                   
3150|BD+05 2097B                                                                                              |Star                               |09 01 07.807645 +04 58 32.84511        |224.122752062 +30.992986606        |        9.1 2.6   |9.45     |~                |    ~     ~    |    0|                |                       |        |                   
3151|HD 77213B                                                                                                |High Proper Motion Star            |09 01 12.7182576648 +02 44 42.776689920|226.3894559792627 +29.9167607195886| -63.752 22.021   |9.39     |~                |    ~     ~    |    1|   79.181   pc  |  -0.1085     +0.1085  |paral   |2020yCat.1350....0G
3152|BD+05 2099B                                                                                              |High Proper Motion Star            |09 01 20.034 +04 31 57.98              |224.603340 +30.823228              |     -67.1 50.6   |10.96    |~                |    ~     ~    |    0|                |                       |        |                   
3153|TYC 226-2157-2                                                                                           |Star                               |09 01 33.722427 +00 34 56.78194        |228.580008163 +28.895079632        |      -15.6 4.8   |10.75    |~                |    ~     ~    |    0|                |                       |        |                   
3154|HD 77314B                                                                                                |Star                               |09 01 58.717076 +02 40 16.34040        |226.573916311 +30.045604972        |      -4.9 -9.5   |8.74     |~                |    ~     ~    |    0|                |                       |        |                   
3155|TYC 1400-2353-2                                                                                          |Star                               |09 02 28.229 +21 16 38.51              |206.160269 +37.894528              |    -17.5 -10.6   |10.64    |~                |    ~     ~    |    0|                |                       |        |                   
3156|TYC 3808-172-2                                                                                           |High Proper Motion Star            |09 02 30.419 +55 22 06.12              |161.840301 +40.461377              |    -15.9 -58.1   |10.35    |~                |    ~     ~    |    0|                |                       |        |                   
3157|BD+09 2113B                                                                                              |High Proper Motion Star            |09 03 55.307784 +08 41 10.48454        |220.628418347 +33.338452229        |   -41.4 -109.2   |10.77    |~                |    ~     ~    |    0|                |                       |        |                   
3158|BD+06 2095B                                                                                              |Star                               |09 04 11.521085 +05 46 38.34237        |223.726348269 +32.046104478        |        3.1 8.8   |9.98     |~                |    ~     ~    |    0|                |                       |        |                   
3159|TYC 232-1518-2                                                                                           |Star                               |09 04 19.5125 +05 10 03.260            |224.3752682 +31.7825189            | 13.764 -15.099   |10.20    |~                |    ~     ~    |    0|                |                       |        |                   
3160|BD+65 684B                                                                                               |High Proper Motion Star            |09 04 47.2379977296 +64 54 36.272765160|149.7837594824719 +38.3424563375840|-46.553 -44.473   |10.21    |~                |    ~     ~    |    1|  166.747   pc  |  -0.7869     +0.7869  |paral   |2020yCat.1350....0G
3161|TYC 1953-806-2                                                                                           |Star                               |09 04 57.268038 +26 21 48.34639        |200.099560283 +39.882143302        |       9.1 -4.6   |10.65    |~                |    ~     ~    |    0|                |                       |        |                   
3162|HD 233597B                                                                                               |Star                               |09 04 57.389332 +53 15 36.82784        |164.505459472 +41.171219056        |       -8.3 8.0   |9.97     |~                |    ~     ~    |    0|                |                       |        |                   
3163|TYC 815-1326-2                                                                                           |Star                               |09 05 04.719 +10 29 22.94              |218.834017 +34.393910              |    -20.6 -21.6   |10.08    |~                |    ~     ~    |    0|                |                       |        |                   
3164|BD+82 261B                                                                                               |Star                               |09 05 15.781537 +81 58 13.20966        |130.773992037 +31.335621712        |       8.5 -0.3   |10.51    |~                |    ~     ~    |    0|                |                       |        |                   
3165|TYC 226-566-2                                                                                            |Star                               |09 05 32.782 +00 24 33.10              |229.341348 +29.657384              |       -2.1 6.7   |10.83    |~                |    ~     ~    |    0|                |                       |        |                   
3166|BD+49 1802B                                                                                              |Star                               |09 06 13.658036 +48 42 26.41482        |170.508291803 +41.947198532        |     -38.9 10.6   |10.74    |~                |    ~     ~    |    0|                |                       |        |                   
3167|TYC 4131-1273-2                                                                                          |Star                               |09 06 21.813 +63 02 02.16              |152.001443 +39.087998              |       -5.6 1.6   |9.97     |~                |    ~     ~    |    0|                |                       |        |                   
3168|HD 77801B                                                                                                |High Proper Motion Star            |09 06 39.027183 +50 37 36.24441        |167.935925034 +41.804342438        |     43.4 -39.5   |9.01     |~                |    ~     ~    |    0|                |                       |        |                   
3169|HD 78279B                                                                                                |Star                               |09 07 39.594671 +12 43 34.74468        |216.685328610 +35.915848891        |      -4.5 -4.0   |10.10    |~                |    ~     ~    |    0|                |                       |        |                   
3170|TYC 815-635-2                                                                                            |Star                               |09 07 42.102 +10 00 04.44              |219.710733 +34.759904              |    -16.5 -14.8   |10.77    |~                |    ~     ~    |    0|                |                       |        |                   
3171|BD+41 1918B                                                                                              |Star                               |09 07 53.278657 +41 14 31.62685        |180.574771548 +42.524830561        |    -18.2 -11.5   |10.18    |~                |    ~     ~    |    0|                |                       |        |                   
3172|BD+22 2058B                                                                                              |High Proper Motion Star            |09 08 30.824456 +21 41 39.20527        |206.216154986 +39.360196348        |   -31.1 -164.3   |10.36    |~                |    ~     ~    |    0|                |                       |        |                   
3173|TYC 4135-1804-2                                                                                          |Star                               |09 09 13.958 +60 32 36.79              |154.966728 +40.136447              |    -28.3 -26.6   |10.95    |~                |    ~     ~    |    0|                |                       |        |                   
3174|TYC 229-2530-2                                                                                           |Star                               |09 09 16.248 +03 00 29.03              |227.300921 +31.789124              |        0.3 1.2   |10.54    |~                |    ~     ~    |    0|                |                       |        |                   
3175|TYC 226-600-2                                                                                            |Star                               |09 09 42.654 +00 11 53.94              |230.178796 +30.433857              |    -16.6 -12.8   |10.45    |~                |    ~     ~    |    0|                |                       |        |                   
3176|BD+36 1922B                                                                                              |High Proper Motion Star            |09 10 03.682077 +35 33 34.18107        |188.313690768 +42.600729374        |   -26.0 -124.7   |10.48    |~                |    ~     ~    |    0|                |                       |        |                   
3177|TYC 1407-391-2                                                                                           |Star                               |09 10 07.732375 +22 29 05.54982        |205.384467312 +39.956145751        |      -37.7 5.5   |10.99    |~                |    ~     ~    |    0|                |                       |        |                   
3178|TYC 1954-1341-2                                                                                          |Star                               |09 11 11.145754 +25 46 59.72533        |201.297821626 +41.092153514        |      -6.9 -9.9   |10.82    |~                |    ~     ~    |    0|                |                       |        |                   
3179|BD+34 1953B                                                                                              |Star                               |09 11 48.549554 +33 54 49.27602        |190.594033298 +42.767586690        |      2.0 -42.2   |10.80    |~                |    ~     ~    |    0|                |                       |        |                   
3180|TYC 1954-1345-2                                                                                          |Star                               |09 12 01.532308 +25 14 23.57677        |202.059291436 +41.137335064        |     -46.8 -1.5   |10.44    |~                |    ~     ~    |    0|                |                       |        |                   
3181|TYC 1401-310-2                                                                                           |Star                               |09 12 40.213 +16 31 30.88              |212.896336 +38.523876              |       1.0 -2.7   |8.69     |~                |    ~     ~    |    0|                |                       |        |                   
3182|BD+24 2052B                                                                                              |Star                               |09 12 51.040782 +24 20 29.77390        |203.274865278 +41.081225794        |       2.0 -6.7   |10.21    |~                |    ~     ~    |    0|                |                       |        |                   
3183|BD+70 552B                                                                                               |High Proper Motion Star            |09 12 59.6575001064 +69 38 19.994135532|143.8398268566724 +37.3602549868822|-13.670 -56.634   |10.79    |~                |    ~     ~    |    1|  170.555   pc  |  -1.1577     +1.1577  |paral   |2020yCat.1350....0G
3184|HD 79303B                                                                                                |High Proper Motion Star            |09 14 00.2670279648 +26 10 46.124083776|200.9936869040174 +41.8036922382898|-91.776 -33.865   |10.84    |~                |    ~     ~    |    1|  164.142   pc  |  -1.0023     +1.0023  |paral   |2020yCat.1350....0G
3185|TYC 4631-403-2                                                                                           |Star                               |09 14 34.299 +82 52 58.57              |129.674862 +31.127623              |        3.0 3.8   |9.96     |~                |    ~     ~    |    0|                |                       |        |                   
3186|BD+24 2027                                                                                               |Double or Multiple Star            |09 00 56.695 +24 17 19.70              |202.370521 +38.458861              |      1.2 -16.9   |10.02    |K0               |    ~     ~    |    0|                |                       |        |                   
3187|TYC 232-1518-1                                                                                           |Star                               |09 04 19.6155 +05 10 05.385            |224.3749024 +31.7831782            | 15.764 -14.345   |10.73    |~                |    ~     ~    |    0|                |                       |        |                   
3188|TYC 2986-815-1                                                                                           |Star                               |09 04 14.580 +40 07 40.79              |182.046607 +41.797864              |      -18.4 0.3   |10.54    |~                |    ~     ~    |    0|                |                       |        |                   
3189|BD+65 684A                                                                                               |High Proper Motion Star            |09 04 47.1684415008 +64 54 37.324468908|149.7834562359864 +38.3422468622434|-47.494 -44.573   |9.87     |~                |    ~     ~    |    1|  169.834   pc  |  -0.5798     +0.5798  |paral   |2020yCat.1350....0G
3190|TYC 815-635-1                                                                                            |Star                               |09 07 42.029 +10 00 04.85              |219.710448 +34.759686              |    -16.5 -14.8   |10.44    |~                |    ~     ~    |    0|                |                       |        |                   
3191|TYC 822-1197-1                                                                                           |Star                               |09 14 25.6492417272 +11 17 18.895900092|219.1717476159989 +36.8085135418382|  -8.753 -7.274   |10.73    |~                |    ~     ~    |    1|  805.477   pc  |  -9.4724     +9.4724  |paral   |2020yCat.1350....0G
3192|BD+45 1671                                                                                               |Star                               |09 04 57.5219272128 +44 31 43.837174200|176.1361945185625 +41.9781793065115|  -7.264 -5.346   |10.67    |~                |    ~     ~    |    1|  534.045   pc  |  -9.0980     +9.0980  |paral   |2020yCat.1350....0G
3193|TYC 2990-19-1                                                                                            |Horizontal Branch Star             |09 14 34.7323108152 +42 41 02.268099420|178.5939938888780 +43.7647179942470|-15.057 -25.257   |10.996   |~                |    ~     ~    |    1| 1076.195   pc  | -14.0142    +14.0142  |paral   |2020yCat.1350....0G
3194|V* AN Lyn                                                                                                |delta Sct Variable                 |09 14 28.6859754192 +42 46 38.358171444|178.4654263404096 +43.7438813019606|   12.281 6.290   |10.64    |A7IV/V           |    ~     ~    |    1|  666.400   pc  | -12.3457    +12.3457  |paral   |2020yCat.1350....0G
3195|TYC 4135-1917-1                                                                                          |Star                               |09 12 48.333 +61 40 43.55              |153.380510 +40.213692              |            ~ ~   |9.69     |~                |    ~     ~    |    0|                |                       |        |                   
3196|BD+16 1895A                                                                                              |High Proper Motion Star            |09 04 31.3230139152 +16 25 00.876773316|212.1048167652244 +36.6706470058558|-36.218 -200.268  |10.62    |~                |    ~     ~    |    1|   57.085   pc  |  -0.0564     +0.0564  |paral   |2020yCat.1350....0G
3197|BD+22 2058A                                                                                              |High Proper Motion Star            |09 08 30.826158 +21 41 39.65799        |206.216002893 +39.360241398        |   -31.1 -164.3   |10.03    |~                |    ~     ~    |    0|                |                       |        |                   
3198|HD 79556A                                                                                                |High Proper Motion Star            |09 14 51.4447303008 +04 12 38.029102380|226.8974821590215 +33.5984301540852| 43.090 -47.512   |8.02     |~                |    ~     ~    |    1|  237.518   pc  |  -1.5288     +1.5288  |paral   |2020yCat.1350....0G
3199|HD 76702A                                                                                                |High Proper Motion Star            |09 07 58.218134 +81 02 28.07967        |131.663316390 +31.883127623        |    -49.7 -30.9   |8.11     |~                |    ~     ~    |    0|                |                       |        |                   
3200|HD 77213A                                                                                                |High Proper Motion Star            |09 01 12.8660223168 +02 44 44.296532880|226.3893880207654 +29.9175043356537| -62.780 21.157   |9.24     |~                |    ~     ~    |    1|   79.347   pc  |  -0.1014     +0.1014  |paral   |2020yCat.1350....0G
3201|BD+36 1922A                                                                                              |High Proper Motion Star            |09 10 03.636477 +35 33 34.05219        |188.313717277 +42.600571920        |   -26.0 -124.7   |10.37    |~                |    ~     ~    |    0|                |                       |        |                   
3202|TYC 3808-172-1                                                                                           |High Proper Motion Star            |09 02 30.373934 +55 22 06.25356        |161.840277873 +40.461265733        |    -15.9 -58.1   |10.31    |~                |    ~     ~    |    0|                |                       |        |                   
3203|TYC 4375-624-1                                                                                           |High Proper Motion Star            |09 00 24.237023 +67 32 40.46401        |146.816104063 +37.068265915        |    -30.8 -50.1   |10.91    |~                |    ~     ~    |    0|                |                       |        |                   
3204|BD+05 2099A                                                                                              |High Proper Motion Star            |09 01 20.073741 +04 31 57.87641        |224.603462618 +30.823358247        |     -67.1 50.6   |10.86    |~                |    ~     ~    |    0|                |                       |        |                   
3205|BD+70 552A                                                                                               |High Proper Motion Star            |09 12 59.4860655384 +69 38 20.056055820|143.8399347813944 +37.3600210928160|-15.189 -54.096   |10.20    |~                |    ~     ~    |    1|  170.896   pc  |  -2.3861     +2.3861  |paral   |2020yCat.1350....0G
3206|HD 78279A                                                                                                |Star                               |09 07 39.567791 +12 43 34.84080        |216.685242799 +35.915760470        |      -4.5 -4.0   |10.05    |~                |    ~     ~    |    0|                |                       |        |                   
3207|HD 79107A                                                                                                |Star                               |09 13 38.7750338112 +46 59 25.435742748|172.6739763258286 +43.3470152463245|  46.857 -5.568   |7.79     |~                |    ~     ~    |    1|   50.869   pc  |  -0.6477     +0.6477  |paral   |2020yCat.1350....0G
3208|HD 77801A                                                                                                |High Proper Motion Star            |09 06 39.073791 +50 37 36.49821        |167.935810475 +41.804455817        |     43.4 -39.5   |9.09     |~                |    ~     ~    |    0|                |                       |        |                   
3209|NGC 2770D                          NGC 2770D                                                             |Object of Unknown Nature           |09 10 01.71000 +32 56 59.4852          |191.82106804 +42.26852009          |     16.6 -17.9   |     ~   |~                |    ~     ~    |    0|                |                       |        |                   
3210|UCAC4 620-045178                                                                                         |Star                               |09 11 49.0349972280 +33 54 41.345240832|190.5972995666585 +42.7689728725729|  2.103 -41.688   |10.14    |~                |    ~     ~    |    1|  200.312   pc  |  -1.0513     +1.0513  |paral   |2020yCat.1350....0G
3211|BD+05 2097A                                                                                              |Star                               |09 01 07.784239 +04 58 32.98728        |224.122657100 +30.992920481        |        9.1 2.6   |9.35     |~                |    ~     ~    |    0|                |                       |        |                   
3212|TYC 226-2157-1                                                                                           |Star                               |09 01 33.694216 +00 34 56.73410        |228.579951999 +28.894972048        |      -15.6 4.8   |10.69    |~                |    ~     ~    |    0|                |                       |        |                   
3213|TYC 232-501-1                                                                                            |Star                               |09 03 30.642431 +06 15 03.94180        |223.139322581 +32.122151545        |      -15.7 6.8   |10.61    |~                |    ~     ~    |    0|                |                       |        |                   
