C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:03

dec< 0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5885

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
4448|HD 99912                                                                                                                                                                       |Star                                  |11 28 58.3245573576 -63 33 57.591022068|293.9073471806303 -02.1484921642319|  -20.445 0.413   |9.35     |A1V            |    ~     ~    |    1|  278.956   pc  | -15.0185    +15.0185  |paral   |2020yCat.1350....0G
4449|CPD-62 2035B                                                                                                                                                                   |Star                                  |11 28 57.4468424256 -63 33 58.445912412|293.9058747254316 -02.1492282386599|  -20.809 1.465   |10.07    |~              |    ~     ~    |    1|  282.965   pc  |  -0.9688     +0.9688  |paral   |2020yCat.1350....0G
4450|HD 99953                                                                                                                                                                       |Blue Supergiant                       |11 29 15.1353875280 -63 33 14.179307040|293.9332101613454 -02.1272750641113|   -6.535 0.877   |6.57     |B2Ia           |    ~     ~    |    1| 2529.724   pc  |-118.3908   +118.3908  |paral   |2020yCat.1350....0G
4451|HD 99963                                                                                                                                                                       |Star                                  |11 29 23.2352425824 -62 41 28.665108744|293.6782255964561 -01.3030010609868|   -7.556 0.787   |9.26     |B5V            |    ~     ~    |    1|  952.562   pc  | -15.7883    +15.7883  |paral   |2020yCat.1350....0G
4452|HD 99964                                                                                                                                                                       |Star                                  |11 29 23.4549257112 -62 52 13.235531736|293.7344936609575 -01.4729830896159|   -6.884 0.932   |9.37     |K0             |    ~     ~    |    1|  954.927   pc  | -11.7633    +11.7633  |paral   |2020yCat.1350....0G
4453|HD 98363                                                                                                                                                                       |Star                                  |11 17 58.1369846712 -64 02 33.352170612|292.9206649491437 -03.0027610018089| -28.593 -0.627   |7.85     |A2V            |    ~     ~    |    1|  137.212   pc  |  -0.3483     +0.3483  |paral   |2020yCat.1350....0G
4454|HD 98485                                                                                                                                                                       |Star                                  |11 18 52.1768773032 -64 15 53.775706968|293.0910370779521 -03.1763365532411| -11.175 -1.929   |8.25     |B8II/III       |    ~     ~    |    1|  481.371   pc  |  -5.7234     +5.7234  |paral   |2020yCat.1350....0G
4455|HD 98616                                                                                                                                                                       |Star                                  |11 19 54.7707136896 -63 45 01.089936072|293.0188018315894 -02.6541221799076|  -20.497 7.485   |8.70     |A8/9(IV)       |    ~     ~    |    1|  150.031   pc  |  -0.7225     +0.7225  |paral   |2018yCat.1345....0G
4456|HD 98625                                                                                                                                                                       |High Proper Motion Star               |11 19 57.7372900440 -63 54 32.789877696|293.0789867544543 -02.8012102458399|-119.473 21.080   |9.73     |G6/K0IV/V      |    ~     ~    |    1|   93.275   pc  |  -0.3999     +0.3999  |ST-L    |2020AJ....160...83S
4457|HD 98743                                                                                                                                                                       |Double or Multiple Star               |11 20 52.5033 -64 08 23.406            |293.2525542 -02.9833494            |      -29.4 8.7   |9.26     |A1V            |    ~     ~    |    0|                |                       |        |                   
4458|HD 308467                                                                                                                                                                      |Star                                  |11 23 30.5406729696 -63 41 26.806877844|293.3732633206655 -02.4628322107361|   -7.132 1.838   |9.97     |A5II           |    ~     ~    |    1| 2710.027   pc  | -79.3179    +79.3179  |paral   |2020yCat.1350....0G
4459|HD 99298                                                                                                                                                                       |Star                                  |11 24 47.8869250536 -64 05 49.840200672|293.6419415555977 -02.7993338097776|  -13.935 6.543   |8.94     |B7III(pSi)     |    ~     ~    |    1|  293.488   pc  | -10.3276    +10.3276  |paral   |2020yCat.1350....0G
4460|HD 99437                                                                                                                                                                       |Star                                  |11 25 45.0519083688 -63 48 32.206392396|293.6464952316546 -02.4927469854715|  -14.268 1.943   |7.75     |F5IV/V         |    ~     ~    |    1|  159.175   pc  |  -0.4662     +0.4662  |paral   |2020yCat.1350....0G
4461|HD 99453                                                                                                                                                                       |Spectroscopic Binary                  |11 25 43.1445953813 -63 58 20.917354031|293.6964572695392 -02.6485140533967|-315.746 -65.884  |5.17     |F7V            |    ~     ~    |    1|   27.8611  pc  |  -0.0644     +0.0644  |paral   |2020yCat.1350....0G
4462|HD 99784                                                                                                                                                                       |Pulsating Variable                    |11 28 02.8058497392 -64 11 24.892925532|294.0076436476007 -02.7730079120723| -12.358 -0.860   |9.42     |B9III          |    ~     ~    |    1|  461.063   pc  | -11.7131    +11.7131  |paral   |2020yCat.1350....0G
4463|HD 99944                                                                                                                                                                       |Double or Multiple Star               |11 29 12.1553 -63 51 38.685            |294.0239936 -02.4204170            |   -7.190 0.581   |9.12     |B0/1V          |    ~     ~    |    0|                |                       |        |                   
4464|HD 99992                                                                                                                                                                       |Star                                  |11 29 33.5460624120 -64 02 39.099129864|294.1185352433396 -02.5824786379900|   -6.690 0.737   |9.77     |B0/5III(p)     |    ~     ~    |    1| 3222.688   pc  |-235.7558   +235.7558  |paral   |2020yCat.1350....0G
4465|HD 308465                                                                                                                                                                      |Star                                  |11 23 48.9240506304 -63 23 27.426577200|293.3055898246893 -02.1687416385397|   -5.457 2.228   |10.91    |B9             |    ~     ~    |    1| 1833.853   pc  | -62.5521    +62.5521  |paral   |2020yCat.1350....0G
4466|HD 308516                                                                                                                                                                      |Star                                  |11 26 27.0717243192 -63 05 01.518798660|293.4854569786694 -01.7813189191632|  -22.049 3.402   |10.86    |G5             |    ~     ~    |    1|  849.041   pc  |  -8.3621     +8.3621  |paral   |2020yCat.1350....0G
4467|HD 308521                                                                                                                                                                      |Star                                  |11 26 21.0043330512 -63 21 20.793827736|293.5625495236428 -02.0424481006346| 13.330 -11.305   |10.51    |K2             |    ~     ~    |    1|  846.095   pc  |  -8.4474     +8.4474  |paral   |2020yCat.1350....0G
4468|HD 308523                                                                                                                                                                      |Star                                  |11 28 37.9654236744 -63 17 41.886359268|293.7860959472430 -01.9031089523459|   -7.490 1.614   |10.58    |K0             |    ~     ~    |    1|  965.624   pc  | -12.5878    +12.5878  |paral   |2020yCat.1350....0G
4469|HD 308531                                                                                                                                                                      |Pulsating Variable                    |11 27 12.8647809648 -63 40 19.803342468|293.7556763951408 -02.3110486752173|  -15.315 3.209   |10.78    |A3             |    ~     ~    |    1|  569.346   pc  |  -3.2740     +3.2740  |paral   |2020yCat.1350....0G
4470|HD 308381                                                                                                                                                                      |Star                                  |11 17 09.0151773144 -64 09 18.925724340|292.8770080101869 -03.1398192663777|  -16.779 6.663   |10.81    |K5             |    ~     ~    |    1|  616.637   pc  |  -4.6009     +4.6009  |paral   |2020yCat.1350....0G
4471|HD 308419                                                                                                                                                                      |Star                                  |11 19 31.3450816392 -63 50 27.416633856|293.0098376334552 -02.7540933553437|-14.353 -14.348   |9.91     |K7             |    ~     ~    |    1|  661.419   pc  | -10.1494    +10.1494  |paral   |2020yCat.1350....0G
4472|HD 308421                                                                                                                                                                      |Star                                  |11 22 41.3174159544 -64 04 42.554208540|293.4181215440672 -02.8583814901149|   1.977 -2.397   |10.33    |K2             |    ~     ~    |    1| 1145.607   pc  | -25.0671    +25.0671  |paral   |2020yCat.1350....0G
4473|HD 308448                                                                                                                                                                      |Star                                  |11 22 41.8849498152 -62 23 27.011720400|292.8511758871112 -01.2686720725212|   -6.262 1.306   |10.94    |B2             |    ~     ~    |    1| 1909.126   pc  | -46.6529    +46.6529  |paral   |2020yCat.1350....0G
4474|HD 308471                                                                                                                                                                      |Star                                  |11 24 49.7818221168 -64 19 41.188976436|293.7212308157640 -03.0162899371838|  -19.829 2.671   |10.38    |K2             |    ~     ~    |    1|  434.556   pc  |  -2.3227     +2.3227  |paral   |2020yCat.1350....0G
4475|HD 308473                                                                                                                                                                      |Star                                  |11 26 08.6845425288 -64 25 21.488639700|293.8867132771239 -03.0592216845172| -27.729 10.173   |10.10    |K7             |    ~     ~    |    1|  290.419   pc  |  -0.9446     +0.9446  |paral   |2020yCat.1350....0G
4476|Cl Melotte 105                                                                                                                                                                 |Open Cluster                          |11 19 40.8 -63 29 10                   |292.9028 -02.4152                  |   -6.771 2.133   |8.5      |~              | 6.5   6.5     |    1| 2346.0     pc  |                       |paral   |2021A&A...651A.104P
4477|IRAS 11194-6324                                                                                                                                                                |Star                                  |11 21 39.4564756368 -63 41 22.933418100|293.1795556040790 -02.5309101993974|  -5.236 -1.100   |10.89    |M3:            |    ~     ~    |    1| 1079.797   pc  | -24.1354    +24.1354  |paral   |2020yCat.1350....0G
4478|IRAS 11221-6358                                                                                                                                                                |Star                                  |11 24 22.0847062728 -64 15 22.415621112|293.6501755200370 -02.9649296056249|  -5.329 -1.626   |10.93    |M4             |    ~     ~    |    1| 1487.431   pc  | -53.5413    +53.5413  |paral   |2020yCat.1350....0G
4479|IRAS 11223-6403                                                                                                                                                                |Star                                  |11 24 34.7069473344 -64 19 42.275825220|293.6956011313509 -03.0255353084093|   -8.044 3.351   |10.23    |M3             |    ~     ~    |    1| 1598.977   pc  | -48.5778    +48.5778  |paral   |2020yCat.1350....0G
4480|HD 308414                                                                                                                                                                      |Double or Multiple Star               |11 22 16.2149640000 -63 20 14.403477876|293.1243251021475 -02.1762488449708|  -5.782 -7.428   |10.190   |A0             |    ~     ~    |    1|  490.028   pc  |  -4.5384     +4.5384  |paral   |2020yCat.1350....0G
4481|HD 308563                                                                                                                                                                      |Star                                  |11 27 31.0539024480 -62 17 49.473276144|293.3489923741354 -00.9969654655957|   -7.660 0.838   |9.94     |B8             |    ~     ~    |    1|  934.056   pc  | -12.9124    +12.9124  |paral   |2020yCat.1350....0G
4482|HD 308593                                                                                                                                                                      |Eclipsing Binary                      |11 29 42.9086400840 -63 23 14.702173980|293.9304143211484 -01.9529386461888|   -6.580 1.183   |10.05    |B2             |    ~     ~    |    1| 2384.927   pc  | -89.8685    +89.8685  |paral   |2020yCat.1350....0G
4483|TYC 8967-871-1                                                                                                                                                                 |Star                                  |11 16 41.1068246184 -63 47 36.066569856|292.6998332597991 -02.8200182488242|  -40.964 8.395   |10.87    |~              |    ~     ~    |    1|  633.392   pc  |  -4.2125     +4.2125  |paral   |2020yCat.1350....0G
4484|HD 308379                                                                                                                                                                      |Star                                  |11 17 30.3983006520 -64 02 34.201811364|292.8733763660406 -03.0209053725887|  5.928 -27.899   |9.49     |F5             |    ~     ~    |    1|  184.111   pc  |  -0.3830     +0.3830  |paral   |2020yCat.1350....0G
4485|HD 308422                                                                                                                                                                      |High Proper Motion Star               |11 19 37.9795036512 -64 12 31.157191764|293.1492223391569 -03.0946467269775| 13.306 -50.047   |10.25    |G5             |    ~     ~    |    1|  121.697   pc  |  -1.8913     +1.8913  |paral   |2020yCat.1350....0G
4486|HD 308406                                                                                                                                                                      |Star                                  |11 20 09.0625284168 -62 25 19.723088496|292.5844761474391 -01.3986011693739|   -8.859 1.738   |10.02    |K7             |    ~     ~    |    1| 1352.997   pc  | -24.1639    +24.1639  |paral   |2020yCat.1350....0G
4487|HD 308450                                                                                                                                                                      |Star                                  |11 21 59.8686591384 -62 43 35.160273984|292.8884790755881 -01.6118095877375| -26.701 -1.488   |10.23    |F5             |    ~     ~    |    1|  326.552   pc  |  -1.3756     +1.3756  |paral   |2020yCat.1350....0G
4488|HD 308449                                                                                                                                                                      |Star                                  |11 22 31.9281606048 -62 32 39.644184768|292.8847738115633 -01.4196839339428| -2.217 -10.086   |9.61     |K0             |    ~     ~    |    1|  383.480   pc  |  -2.0000     +2.0000  |paral   |2020yCat.1350....0G
4489|HD 308461                                                                                                                                                                      |Star                                  |11 22 53.5629995640 -63 12 01.137501540|293.1441140806030 -02.0236627273073|   7.830 -9.341   |9.90     |F0             |    ~     ~    |    1|  255.187   pc  |  -0.7619     +0.7619  |paral   |2020yCat.1350....0G
4490|TYC 8963-710-1                                                                                                                                                                 |Star                                  |11 23 09.0812854032 -63 13 35.731770708|293.1803972444641 -02.0386547772075|  -12.449 5.908   |10.40    |~              |    ~     ~    |    1|  585.926   pc  |  -3.5361     +3.5361  |paral   |2020yCat.1350....0G
4491|CD-61 3023                                                                                                                                                                     |Star                                  |11 23 12.9857369448 -62 15 52.049193120|292.8655173757659 -01.1294320687018| -19.358 10.604   |9.97     |M3             |    ~     ~    |    1|  779.606   pc  | -11.9734    +11.9734  |paral   |2020yCat.1350....0G
4492|HD 308463                                                                                                                                                                      |Star                                  |11 24 33.6116575200 -63 16 04.929839184|293.3438088592520 -02.0250941822025|  -26.099 4.256   |10.76    |G0             |    ~     ~    |    1|  468.209   pc  | -13.9643    +13.9643  |paral   |2020yCat.1350....0G
4493|HD 308513                                                                                                                                                                      |Star                                  |11 25 30.2062667592 -62 56 20.830776396|293.3367606427637 -01.6793837334645|-38.609 -11.738   |10.04    |K2             |    ~     ~    |    1|  509.606   pc  |  -2.8047     +2.8047  |paral   |2020yCat.1350....0G
4494|HD 308511                                                                                                                                                                      |Star                                  |11 26 18.0456987888 -62 56 02.010305940|293.4208778861129 -01.6449969886007|  -13.769 1.979   |9.65     |K0             |    ~     ~    |    1|  428.376   pc  |  -3.3949     +3.3949  |paral   |2020yCat.1350....0G
4495|HD 308503                                                                                                                                                                      |Star                                  |11 26 37.6725555552 -62 34 19.623144360|293.3395902674255 -01.2904846614620| -13.716 -4.056   |9.56     |M0             |    ~     ~    |    1|  660.939   pc  |  -6.9021     +6.9021  |paral   |2020yCat.1350....0G
4496|CPD-62 2034                                                                                                                                                                    |Long-Period Variable Candidate        |11 28 50.8479642408 -63 08 37.005190332|293.7614600566552 -01.7518236643396|  -6.473 -3.963   |10.01    |M4/6           |    ~     ~    |    1| 1078.17    pc  | -36.3845    +36.3845  |paral   |2020yCat.1350....0G
4497|HD 308578                                                                                                                                                                      |Star                                  |11 29 06.4772384952 -62 59 54.816600876|293.7439864080055 -01.6048374593269|   -5.021 0.957   |9.82     |K5             |    ~     ~    |    1| 1888.574   pc  | -44.2272    +44.2272  |paral   |2020yCat.1350....0G
4498|CPD-61 2360                                                                                                                                                                    |Star                                  |11 29 48.0930 -62 39 31.545            |293.7132939 -01.2572878            |  -13.298 4.265   |10.54    |~              |    ~     ~    |    0|                |                       |        |                   
4499|HD 308543                                                                                                                                                                      |Star                                  |11 29 58.3693640496 -64 10 49.430403804|294.2038819526927 -02.6978995130270|   -5.255 0.466   |10.51    |A2             |    ~     ~    |    0|                |                       |        |                   
4500|HD 98313                                                                                                                                                                       |Star                                  |11 17 35.1728503560 -61 56 01.587854364|292.1331603226677 -01.0458009163616|  -14.041 5.805   |9.36     |A2IV/V         |    ~     ~    |    0|                |                       |        |                   
4501|HD 98372                                                                                                                                                                       |Star                                  |11 18 06.9518131704 -61 55 07.038809904|292.1861047146169 -01.0096004838923|  -6.937 -6.846   |8.96     |G6/8III        |    ~     ~    |    1|  570.125   pc  |  -4.7781     +4.7781  |paral   |2020yCat.1350....0G
4502|HD 308395                                                                                                                                                                      |Emission-line Star                    |11 19 13.7059 -62 03 33.320            |292.3577698 -01.0955202            |   -7.727 1.560   |10.40    |B2             |    ~     ~    |    0|                |                       |        |                   
4503|HD 308391                                                                                                                                                                      |Star                                  |11 19 24.1249069992 -61 55 15.686859000|292.3287387568634 -00.9588416126600|   -6.735 1.920   |10.45    |B8             |    ~     ~    |    1| 1467.782   pc  | -28.4379    +28.4379  |paral   |2020yCat.1350....0G
4504|HD 98097                                                                                                                                                                       |Eclipsing Binary                      |11 16 06.9406184664 -63 25 17.092833276|292.5070514803947 -02.4955852056695|   -5.965 2.010   |9.89     |B2/3II         |    ~     ~    |    1| 2245.173   pc  | -87.2059    +87.2059  |paral   |2020yCat.1350....0G
4505|HD 98113                                                                                                                                                                       |Star                                  |11 16 13.0223434872 -62 57 17.721573660|292.3497999585293 -02.0562032341051|  -14.410 2.010   |10.46    |A2/3V          |    ~     ~    |    1|  643.004   pc  |  -6.3259     +6.3259  |paral   |2020yCat.1350....0G
4506|HD 308352                                                                                                                                                                      |Star                                  |11 17 07.4340478392 -62 51 49.571749368|292.4136313593013 -01.9341416167962|  -24.757 4.870   |8.06     |B9.5IV         |    ~     ~    |    1|  234.538   pc  |  -1.7713     +1.7713  |paral   |2020yCat.1350....0G
4507|TYC 8963-1083-1                                                                                                                                                                |High Proper Motion Star               |11 15 39.7431807408 -63 23 26.735579124|292.4486233826167 -02.4852944303899| -49.706 29.102   |10.82    |~              |    ~     ~    |    1|  203.699   pc  |  -0.4730     +0.4730  |paral   |2020yCat.1350....0G
4508|IC 2714                                                                                                                                                                        |Open Cluster                          |11 17 29.5 -62 43 08                   |292.4015 -01.7839                  |   -7.597 2.639   |8.2      |~              |20.5  20.5     |    1| 1360.0     pc  |                       |paral   |2021A&A...651A.104P
4509|IRAS 11149-6214                                                                                                                                                                |Star                                  |11 17 06.7715074464 -62 30 54.574173756|292.2882161071429 -01.6088464744912|   -3.461 0.560   |10.47    |M4             |    ~     ~    |    1| 1346.257   pc  | -36.6107    +36.6107  |paral   |2020yCat.1350....0G
4510|HD 308376                                                                                                                                                                      |Star                                  |11 15 41.7175896096 -63 53 25.332845640|292.6328674951070 -02.9497881828171|-33.249 -11.016   |10.39    |F5             |    ~     ~    |    1|  175.000   pc  |  -0.4012     +0.4012  |paral   |2020yCat.1350....0G
4511|HD 308377                                                                                                                                                                      |Star                                  |11 15 45.0781492656 -63 56 21.674833872|292.6563455969015 -02.9932345711770| -37.284 25.662   |10.64    |G5             |    ~     ~    |    1|  156.580   pc  |  -0.2893     +0.2893  |paral   |2020yCat.1350....0G
4512|HD 308365                                                                                                                                                                      |High Proper Motion Star               |11 16 01.3400209416 -63 14 29.267863800|292.4324188885894 -02.3314753149143| -61.910 43.131   |9.88     |K0             |    ~     ~    |    1|  210.753   pc  |  -0.5108     +0.5108  |paral   |2020yCat.1350....0G
4513|CPD-61 2247                                                                                                                                                                    |Star                                  |11 22 32.5724673288 -62 28 11.287103664|292.8608324602637 -01.3490763170348|   -4.726 0.473   |9.75     |~              |    ~     ~    |    1| 1736.413   pc  | -43.7194    +43.7194  |paral   |2020yCat.1350....0G
4514|CPD-60 2897                                                                                                                                                                    |Star                                  |11 24 19.5450857496 -61 40 01.244165844|292.7899599540290 -00.5226191438225|   -4.569 0.167   |10.70    |B3/6           |    ~     ~    |    1| 2217.787   pc  |-104.7657   +104.7657  |paral   |2020yCat.1350....0G
4515|HD 308479                                                                                                                                                                      |Star                                  |11 24 43.1134726392 -61 49 35.385019392|292.8864053561084 -00.6578788381922|   -8.556 0.087   |10.25    |G5             |    ~     ~    |    1|  748.839   pc  |  -6.8974     +6.8974  |paral   |2020yCat.1350....0G
4516|HD 306395                                                                                                                                                                      |Pulsating Variable                    |11 22 45.8025785544 -61 34 00.682797900|292.5815222059624 -00.4900146395763|   -5.732 1.008   |10.89    |A              |    ~     ~    |    1| 1507.841   pc  | -35.6953    +35.6953  |paral   |2020yCat.1350....0G
4517|HD 306326                                                                                                                                                                      |Star                                  |11 20 08.5293998256 -61 41 04.343196336|292.3287802761276 -00.7067157180968|  -19.621 5.636   |10.46    |G0             |    ~     ~    |    1|  159.477   pc  |  -0.7655     +0.7655  |paral   |2018yCat.1345....0G
4518|HD 306319                                                                                                                                                                      |High Proper Motion Star               |11 19 17.0639916096 -61 34 41.347189812|292.1963109922008 -00.6422637149030|  -63.477 8.478   |10.27    |G5             |    ~     ~    |    1|  147.412   pc  |  -0.2760     +0.2760  |paral   |2020yCat.1350....0G
4519|HD 308475                                                                                                                                                                      |High Proper Motion Star               |11 23 32.0178802776 -61 46 07.641346548|292.7351915393998 -00.6497536468071| -96.729 15.601   |9.99     |F8             |    ~     ~    |    1|  148.229   pc  |  -1.3491     +1.3491  |paral   |2020yCat.1350....0G
4520|HD 308480                                                                                                                                                                      |Star                                  |11 24 04.7705673024 -61 47 59.316775728|292.8063578729420 -00.6575871154410|   -7.942 0.535   |10.55    |A0             |    ~     ~    |    1| 1437.608   pc  | -35.3408    +35.3408  |paral   |2020yCat.1350....0G
4521|TYC 8959-1955-1                                                                                                                                                                |Star                                  |11 24 23.5471779288 -61 44 29.284682928|292.8220001207729 -00.5902923074965|  -10.811 4.413   |10.47    |~              |    ~     ~    |    1|  569.087   pc  |  -3.7568     +3.7568  |paral   |2020yCat.1350....0G
4522|HD 308507                                                                                                                                                                      |Star                                  |11 24 50.9496383232 -62 43 08.943377736|293.1941402943980 -01.4959708329332| -18.291 -1.726   |10.74    |A              |    ~     ~    |    1|  719.994   pc  |  -5.7541     +5.7541  |paral   |2020yCat.1350....0G
4523|HD 308407                                                                                                                                                                      |Star                                  |11 20 03.3544600776 -62 34 07.002296508|292.6247830657546 -01.5398438091080|  -1.259 -4.945   |10.44    |K2             |    ~     ~    |    1|  663.438   pc  |  -5.2818     +5.2818  |paral   |2020yCat.1350....0G
4524|HD 308520                                                                                                                                                                      |Star                                  |11 25 42.4534782192 -63 22 01.118762112|293.4980114994302 -02.0763969966393|  -12.565 2.568   |10.00    |F2             |    ~     ~    |    1| 1677.008   pc  | -32.6233    +32.6233  |paral   |2020yCat.1350....0G
4525|HD 308464                                                                                                                                                                      |Star                                  |11 23 58.4990640432 -63 17 36.715886880|293.2901228748176 -02.0709046079205|  -18.083 3.562   |10.64    |A2             |    ~     ~    |    1|  705.816   pc  |  -7.8712     +7.8712  |paral   |2020yCat.1350....0G
4526|HD 308439                                                                                                                                                                      |Star                                  |11 22 22.1619945312 -62 10 41.899648908|292.7436019315979 -01.0814210686498|   -9.433 1.676   |9.75     |K0             |    ~     ~    |    1| 1110.864   pc  | -14.8082    +14.8082  |paral   |2020yCat.1350....0G
4527|HD 308411                                                                                                                                                                      |Star                                  |11 19 16.6518837168 -63 14 34.587578292|292.7758165712779 -02.2030084449198|   -5.601 2.381   |10.29    |B8             |    ~     ~    |    1| 1619.958   pc  | -48.2864    +48.2864  |paral   |2020yCat.1350....0G
4528|HD 308506                                                                                                                                                                      |Star                                  |11 25 36.9305197368 -62 39 46.059378516|293.2587957758908 -01.4139677587399|   -8.927 1.381   |10.10    |K2             |    ~     ~    |    1|  642.343   pc  |  -4.4561     +4.4561  |paral   |2020yCat.1350....0G
4529|TYC 8963-438-1                                                                                                                                                                 |Star                                  |11 20 54.5845614672 -63 18 35.431775316|292.9712709806279 -02.2023592144589|   -5.439 0.634   |10.63    |~              |    ~     ~    |    1|  941.886   pc  | -10.8232    +10.8232  |paral   |2020yCat.1350....0G
4530|HD 308500                                                                                                                                                                      |Star                                  |11 25 31.1588340720 -62 24 02.651389776|293.1629063433894 -01.1698218485948| -10.163 -0.696   |10.45    |A0             |    ~     ~    |    1|  507.357   pc  |  -2.9860     +2.9860  |paral   |2020yCat.1350....0G
4531|HD 308435                                                                                                                                                                      |Star                                  |11 22 38.3051102832 -62 03 33.765968196|292.7331619068646 -00.9588492948883|   -6.835 1.715   |10.84    |A0             |    ~     ~    |    1| 1431.025   pc  | -46.4858    +46.4858  |paral   |2020yCat.1350....0G
4532|HD 308413                                                                                                                                                                      |Star                                  |11 22 17.4987833928 -63 16 31.066890240|293.1056176793624 -02.1170457718011|  11.513 -5.933   |10.16    |A2             |    ~     ~    |    1|  430.163   pc  |  -7.0500     +7.0500  |paral   |2020yCat.1350....0G
4533|HD 308445                                                                                                                                                                      |Double or Multiple Star               |11 21 56.685336 -62 16 16.94928        |292.728507812 -01.185733995        |     -12.5 10.7   |10.244   |G0             |    ~     ~    |    0|                |                       |        |                   
4534|HD 308389                                                                                                                                                                      |Star                                  |11 18 11.1926656032 -61 57 48.995642196|292.2097406662034 -01.0487735260979|  -10.989 2.797   |10.521   |A0             |    ~     ~    |    1|  645.703   pc  |  -5.5869     +5.5869  |paral   |2020yCat.1350....0G
4535|HD 308462                                                                                                                                                                      |Star                                  |11 24 51.7544982840 -63 14 30.700598172|293.3673370971928 -01.9891839827027|  -17.354 3.649   |10.38    |K0             |    ~     ~    |    1| 1024.800   pc  | -16.4884    +16.4884  |paral   |2020yCat.1350....0G
4536|HD 308434                                                                                                                                                                      |Star                                  |11 20 16.1946602928 -62 07 40.018982376|292.4958564149888 -01.1175484804548|  -12.620 0.324   |10.81    |A2             |    ~     ~    |    1|  733.192   pc  |  -7.9560     +7.9560  |paral   |2020yCat.1350....0G
4537|HD 308458                                                                                                                                                                      |Eclipsing Binary                      |11 24 21.4380131256 -63 02 47.770133244|293.2490824271365 -01.8236139303444|   -6.656 1.388   |10.52    |B5             |    ~     ~    |    1| 2364.625   pc  | -74.9255    +74.9255  |paral   |2020yCat.1350....0G
4538|CPD-61 2226                                                                                                                                                                    |Star                                  |11 21 30.9742304256 -62 21 06.338484576|292.7089827351498 -01.2782477872543|   -7.173 0.341   |10.85    |B7             |    ~     ~    |    1| 2293.052   pc  | -68.3551    +68.3551  |paral   |2020yCat.1350....0G
4539|HD 308393                                                                                                                                                                      |Star                                  |11 19 49.9156507488 -62 01 09.152162436|292.4101955381694 -01.0333886028652|   -9.253 1.352   |10.59    |B9             |    ~     ~    |    1|  605.877   pc  |  -4.2949     +4.2949  |paral   |2020yCat.1350....0G
4540|TYC 8963-943-1                                                                                                                                                                 |Star                                  |11 22 13.1818865760 -63 38 00.693980592|293.2191946235163 -02.4569193148711|   11.900 3.199   |10.76    |~              |    ~     ~    |    1|  207.318   pc  |  -0.4298     +0.4298  |paral   |2020yCat.1350....0G
4541|TYC 8963-975-1                                                                                                                                                                 |Star                                  |11 24 03.4425890040 -62 28 41.762976996|293.0286388433715 -01.2986152327595|   -4.944 3.162   |10.98    |~              |    ~     ~    |    1| 2203.614   pc  |-124.3114   +124.3114  |paral   |2020yCat.1350....0G
4542|HD 308483                                                                                                                                                                      |Star                                  |11 24 37.7349028296 -61 56 19.533481008|292.9133645013536 -00.7673683404164|  -1.095 -1.797   |10.60    |A2             |    ~     ~    |    1|  964.878   pc  | -10.9857    +10.9857  |paral   |2020yCat.1350....0G
4543|HD 308404                                                                                                                                                                      |Star                                  |11 17 27.3954394632 -62 20 07.987935372|292.2615263941140 -01.4268319977903|   -5.990 2.701   |10.86    |A0             |    ~     ~    |    1|  685.025   pc  |  -6.1473     +6.1473  |paral   |2020yCat.1350....0G
4544|HD 308487                                                                                                                                                                      |Star                                  |11 25 42.6816890856 -62 02 29.564158884|293.0670997723068 -00.8229174082095|  -13.085 3.066   |10.82    |A3             |    ~     ~    |    1|  672.902   pc  |  -4.6185     +4.6185  |paral   |2020yCat.1350....0G
4545|HD 308359                                                                                                                                                                      |Star                                  |11 15 35.2606089384 -63 03 31.835194164|292.3206427000515 -02.1788835270040|  -6.700 -3.842   |10.52    |F0             |    ~     ~    |    1|  317.118   pc  |  -1.1867     +1.1867  |paral   |2020yCat.1350....0G
4546|IC 2714 28                                                                                                                                                                     |Star                                  |11 17 55.8917853072 -62 48 07.000769268|292.4779258631322 -01.8436333093041|   -7.690 3.099   |10.46    |~              |    ~     ~    |    1| 1510.118   pc  | -28.9618    +28.9618  |paral   |2020yCat.1350....0G
4547|HD 308429                                                                                                                                                                      |Star                                  |11 22 04.1643440688 -61 55 42.157475904|292.6260746805324 -00.8580590290512|   -6.904 7.056   |10.66    |A5             |    ~     ~    |    1|  675.584   pc  |  -6.4354     +6.4354  |paral   |2020yCat.1350....0G
4548|HD 308358                                                                                                                                                                      |Star                                  |11 16 21.4877180016 -63 00 55.677030048|292.3865240932707 -02.1069504594935|   -7.801 1.279   |10.68    |A0             |    ~     ~    |    1| 1270.164   pc  | -19.0371    +19.0371  |paral   |2020yCat.1350....0G
