C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:24:39

dec< 0&rah >=1.5&rah< 1.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2351

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1724|HD 10720                                                                                                 |Spectroscopic Binary                  |01 43 11.0435740416 -58 00 36.405292464|290.0694829859396 -57.8072323853263|-147.372 -187.073 |9.18     |K2V            |    ~     ~    |    1|   47.105   pc  |  -0.1209     +0.1209  |ST-L    |2020AJ....160...83S
1725|CD-58 351                                                                                                |Star                                  |01 44 47.2568466408 -57 57 02.485252512|289.6581875991962 -57.7815356471121|   2.451 -3.605   |9.896    |~              |    ~     ~    |    1|  682.319   pc  | -20.7800    +20.7800  |ST-L    |2020AJ....160...83S
1726|HD 10470                                                                                                 |Star                                  |01 40 32.4958247952 -58 38 50.850926664|291.1030380963520 -57.3388645425671|  37.435 11.981   |8.68     |K1III          |    ~     ~    |    1|  472.903   pc  |  -3.5335     +3.5335  |paral   |2020yCat.1350....0G
1727|HD 10585                                                                                                 |Star                                  |01 41 39.6471319200 -58 36 29.776465044|290.8249747652694 -57.3238698478441|  14.834 14.594   |8.63     |K0III          |    ~     ~    |    1|  369.085   pc  |  -4.5499     +4.5499  |paral   |2020yCat.1350....0G
1728|HD 10678                                                                                                 |Star                                  |01 42 37.0141877136 -58 24 47.321778924|290.4778129871972 -57.4604854796877| 22.023 -36.306   |8.39     |G6V            |    ~     ~    |    1|   45.117   pc  |  -0.1102     +0.1102  |ST-L    |2020AJ....160...83S
1729|HD 10703                                                                                                 |Double or Multiple Star               |01 42 52.05987 -59 07 34.0198          |290.90009889 -56.78458518          |      1.93 8.55   |9.759    |F5V            |    ~     ~    |    1|  218.146   pc  | -34.3800    +34.3800  |ST-L    |2020AJ....160...83S
1730|HD 10850                                                                                                 |Star                                  |01 44 40.4380370088 -58 46 18.288363576|290.2641205971210 -57.0279963398827|    9.968 4.712   |8.65     |K0III          |    ~     ~    |    1|  437.072   pc  |  -9.9990     +9.9990  |ST-L    |2020AJ....160...83S
1731|CD-57 310                                                                                                |High Proper Motion Star               |01 35 34.9690168752 -57 03 46.380579300|291.2544104097401 -59.0533124172474|  33.976 52.577   |10.82    |~              |    ~     ~    |    1|  226.943   pc  |  -0.6077     +0.6077  |paral   |2020yCat.1350....0G
1732|CD-58 336                                                                                                |High Proper Motion Star               |01 39 33.7540216416 -58 01 57.275809752|290.9255527223888 -57.9598020306933| 144.755 22.876   |10.524   |~              |    ~     ~    |    1|  125.850   pc  |  -0.7813     +0.7813  |ST-L    |2020AJ....160...83S
1733|CD-57 327                                                                                                |Star                                  |01 41 10.9752265272 -57 08 20.982442920|289.9278039790413 -58.7154995745173|  36.961 -5.284   |10.81    |~              |    ~     ~    |    1|  358.235   pc  |  -6.1110     +6.1110  |ST-L    |2020AJ....160...83S
1734|CD-58 344                                                                                                |Star                                  |01 43 02.9384408880 -57 39 20.780352576|289.8501694679872 -58.1424262039794|  42.180 -2.173   |10.622   |~              |    ~     ~    |    1|  283.189   pc  |  -3.8850     +3.8850  |ST-L    |2020AJ....160...83S
1735|CD-58 337                                                                                                |Star                                  |01 39 57.5055018048 -57 40 34.456426284|290.5943380585839 -58.2746765332818|   8.787 -2.226   |10.387   |~              |    ~     ~    |    1| 1001.220   pc  | -46.7700    +46.7700  |ST-L    |2020AJ....160...83S
1736|TYC 8478-248-1                                                                                           |Star                                  |01 39 15.1567511616 -56 45 08.507583108|290.1297259638656 -59.1716152590012|  17.124 -7.382   |10.87    |~              |    ~     ~    |    1|  458.043   pc  |  -2.3078     +2.3078  |paral   |2020yCat.1350....0G
1737|TYC 8481-418-1                                                                                           |Star                                  |01 40 04.3747529088 -58 48 05.236914996|291.3077695271117 -57.2157113367196|  17.638 13.082   |10.732   |~              |    ~     ~    |    1|  111.860   pc  |  -0.6156     +0.6156  |ST-L    |2020AJ....160...83S
1738|HD 10731                                                                                                 |High Proper Motion Star               |01 43 28.3026495240 -56 14 04.316470584|288.6909981278780 -59.4318240935087| 46.105 -25.522   |7.97     |K0III          |    ~     ~    |    1|  172.915   pc  |  -0.4904     +0.4904  |paral   |2020yCat.1350....0G
1739|CD-57 313                                                                                                |Star                                  |01 36 42.5076974736 -56 34 48.951282900|290.6522320960974 -59.4556430569198|   -0.923 3.369   |9.70     |~              |    ~     ~    |    1|  585.377   pc  |  -3.3924     +3.3924  |paral   |2020yCat.1350....0G
1740|CD-57 314                                                                                                |Star                                  |01 36 52.2490041504 -56 33 06.463547856|290.5916103924845 -59.4746688553360|   33.605 0.208   |9.94     |~              |    ~     ~    |    1|  395.710   pc  |  -1.6128     +1.6128  |paral   |2020yCat.1350....0G
1741|HD 10269                                                                                                 |High Proper Motion Star               |01 39 07.6242946224 -56 25 45.751459944|289.9328507856287 -59.4790760493111| 91.151 -31.660   |7.08     |F5V            |    ~     ~    |    1|   46.925   pc  |  -0.0355     +0.0355  |paral   |2020yCat.1350....0G
1742|CD-57 330                                                                                                |Star                                  |01 42 16.0523645496 -56 23 32.583188940|289.1136976815972 -59.3513536962095|-16.434 -19.500   |10.512   |~              |    ~     ~    |    1|  376.822   pc  | -10.9300    +10.9300  |ST-L    |2020AJ....160...83S
1743|HD 9836                                                                                                  |Star                                  |01 34 47.2407905136 -53 58 31.481670864|289.3119906689362 -61.9916233481730| 24.892 -17.603   |9.27     |K1III          |    ~     ~    |    1|  506.971   pc  |  -7.6849     +7.6849  |paral   |2020yCat.1350....0G
1744|CPD-54 355                                                                                               |Star                                  |01 37 23.5523281176 -54 00 28.066638348|288.5804246391813 -61.8213866963418|  21.436 12.307   |10.949   |~              |    ~     ~    |    1|  449.988   pc  | -14.4000    +14.4000  |ST-L    |2020AJ....160...83S
1745|HD 10248                                                                                                 |Star                                  |01 38 54.1581624528 -54 04 16.716594108|288.1983604975472 -61.6782827742010| 23.054 -13.780   |9.97     |K0/1(III)      |    ~     ~    |    1|  612.370   pc  |  -4.5000     +4.5000  |paral   |2020yCat.1350....0G
1746|CD-54 349                                                                                                |High Proper Motion Star               |01 39 08.9180472912 -54 21 05.933605248|288.3552245223120 -61.4057103542666|  46.883 24.042   |10.644   |~              |    ~     ~    |    1|  237.746   pc  |  -2.7840     +2.7840  |ST-L    |2020AJ....160...83S
1747|HD 9567                                                                                                  |Star                                  |01 32 35.9493701040 -54 44 32.444520576|290.4995311308761 -61.3812249553617|   35.092 6.437   |9.02     |K2III/IVCNII   |    ~     ~    |    1|  294.855   pc  |  -6.6769     +6.6769  |paral   |2020yCat.1350....0G
1748|HD 9934                                                                                                  |High Proper Motion Star               |01 35 41.9732182728 -55 14 16.746431352|289.9844915104289 -60.7636994700200|147.557 187.846   |7.86     |F8/G0V         |    ~     ~    |    1|   48.064   pc  |  -0.0402     +0.0402  |paral   |2020yCat.1350....0G
1749|HD 9952                                                                                                  |Star                                  |01 35 52.5189405648 -55 05 54.217398480|289.8357499962060 -60.8855932324065|   4.619 14.162   |9.68     |A9V            |    ~     ~    |    1|  263.657   pc  |  -0.9524     +0.9524  |paral   |2020yCat.1350....0G
1750|CD-55 373                                                                                                |Star                                  |01 36 00.5723317728 -55 02 27.119432796|289.7569848284419 -60.9326251588470|   48.504 8.543   |10.63    |~              |    ~     ~    |    1|  250.063   pc  |  -1.0255     +1.0255  |paral   |2020yCat.1350....0G
1751|HD 9991                                                                                                  |Star                                  |01 36 12.5299017216 -54 54 51.743397924|289.6091884258963 -61.0406977253604|   17.519 9.411   |10.13    |G8III          |    ~     ~    |    1|  829.738   pc  |  -9.9139     +9.9139  |paral   |2020yCat.1350....0G
1752|HD 10061                                                                                                 |Star                                  |01 37 02.4199118736 -54 33 28.756603764|289.1095694422287 -61.3295355785360|   29.698 3.023   |9.667    |K2/3(V)        |    ~     ~    |    1| 1060.330   pc  | -55.7400    +55.7400  |ST-L    |2020AJ....160...83S
1753|HD 10070                                                                                                 |High Proper Motion Star               |01 37 11.3109922464 -54 28 43.889767572|289.0071437434106 -61.3952175754439| 53.561 -11.711   |10.167   |F7/8V          |    ~     ~    |    1|  212.083   pc  |  -2.3550     +2.3550  |ST-L    |2020AJ....160...83S
1754|HD 10201                                                                                                 |High Proper Motion Star               |01 38 24.4907006544 -54 33 51.626910852|288.7312873138974 -61.2499504853383|  54.235 14.227   |10.311   |F3V            |    ~     ~    |    1|  256.549   pc  |  -3.6970     +3.6970  |ST-L    |2020AJ....160...83S
1755|HD 10249                                                                                                 |Star                                  |01 38 52.2572489232 -55 19 59.368999008|289.1956216018027 -60.5120848744806|  41.020 10.451   |9.87     |F8/G0V         |    ~     ~    |    1|  159.612   pc  |  -0.3337     +0.3337  |paral   |2020yCat.1350....0G
1756|HD 10283                                                                                                 |Star                                  |01 39 07.2614419200 -55 14 56.557349052|289.0646707017742 -60.5768594424519| 24.489 -28.223   |9.47     |F8V            |    ~     ~    |    1|  203.359   pc  |  -0.4673     +0.4673  |paral   |2020yCat.1350....0G
1757|HD 10372                                                                                                 |Spectroscopic Binary                  |01 39 48.9868556784 -55 08 57.363655416|288.8007712800080 -60.6318339253897|  59.723 28.458   |7.47     |K3III          |    ~     ~    |    1|  366.287   pc  | -12.7055    +12.7055  |paral   |2020yCat.1350....0G
1758|CD-56 305                                                                                                |High Proper Motion Star               |01 31 59.3764960536 -55 28 34.169958876|291.1641038461454 -60.7159415230500| -30.551 45.835   |10.33    |~              |    ~     ~    |    1|  196.689   pc  |  -2.2000     +2.2000  |ST-L    |2020AJ....160...83S
1759|CD-56 325                                                                                                |Star                                  |01 38 29.5653241680 -55 25 57.686219940|289.3715612497796 -60.4394582622959|-21.447 -11.444   |10.96    |~              |    ~     ~    |    1|  230.097   pc  |  -1.2389     +1.2389  |paral   |2020yCat.1350....0G
1760|HD 9439                                                                                                  |Star                                  |01 31 25.8790239096 -55 58 05.228251356|291.6311407420697 -60.2740139038252| 15.721 -25.852   |7.83     |K2IIICNII/III  |    ~     ~    |    1|  355.518   pc  |  -2.1866     +2.1866  |paral   |2020yCat.1350....0G
1761|CD-56 306                                                                                                |Star                                  |01 32 07.4639617704 -56 12 55.109699964|291.6021613162277 -60.0089898609871|   10.859 5.479   |10.06    |~              |    ~     ~    |    1|  700.042   pc  | -21.9900    +21.9900  |ST-L    |2020AJ....160...83S
1762|CD-56 307                                                                                                |Star                                  |01 32 20.9747918352 -56 02 46.933244628|291.4354343263248 -60.1593567259893|  -4.948 16.241   |10.13    |~              |    ~     ~    |    1|  299.894   pc  |  -4.1340     +4.1340  |ST-L    |2020AJ....160...83S
1763|CD-56 312                                                                                                |Star                                  |01 34 09.4169614128 -56 00 59.665888944|290.9364703517656 -60.1056784090816|  43.818 -6.665   |10.55    |~              |    ~     ~    |    1|  271.928   pc  |  -3.6350     +3.6350  |ST-L    |2020AJ....160...83S
1764|CD-56 315                                                                                                |Star                                  |01 35 54.0696096264 -55 51 29.450546316|290.3672934818205 -60.1722131402177|  12.128 14.786   |10.87    |~              |    ~     ~    |    1|  455.664   pc  |  -2.5331     +2.5331  |paral   |2020yCat.1350....0G
1765|HD 10051                                                                                                 |Spectroscopic Binary                  |01 36 56.4837327888 -56 04 15.529606716|290.2421021215372 -59.9220868353154| 18.131 -46.361   |9.64     |F6IV           |    ~     ~    |    1|  284.293   pc  |  -8.3894     +8.3894  |paral   |2020yCat.1350....0G
1766|HD 10079                                                                                                 |Star                                  |01 37 10.0792610160 -56 16 14.398239864|290.3224034122562 -59.7239968783404|  10.246 -3.207   |9.21     |K0III          |    ~     ~    |    1|  470.035   pc  |  -2.7617     +2.7617  |paral   |2020yCat.1350....0G
1767|CD-56 323                                                                                                |Star                                  |01 38 20.8882351752 -55 51 44.728258032|289.7259052336975 -60.0468272332646|  5.178 -11.981   |9.95     |~              |    ~     ~    |    1|  540.453   pc  |  -3.6511     +3.6511  |paral   |2020yCat.1350....0G
1768|CD-56 324                                                                                                |High Proper Motion Star               |01 38 25.0565551464 -55 46 19.525595664|289.6419137694510 -60.1274566775792|  96.240 20.869   |10.57    |G5             |    ~     ~    |    1|  150.773   pc  |  -0.2796     +0.2796  |paral   |2020yCat.1350....0G
1769|* p Eri B                                                                                                |High Proper Motion Star               |01 39 47.5647128524 -56 11 47.213189871|289.5951089697879 -59.6621461905295| 309.230 10.815   |5.797    |K2V            |    ~     ~    |    1|    8.1964  pc  |  -0.0021     +0.0021  |paral   |2020yCat.1350....0G
1770|* p Eri A                                                                                                |High Proper Motion Star               |01 39 47.8126958280 -56 11 35.944312380|289.5917639677327 -59.6648433272494| 262.615 14.961   |5.685    |K2V            |    ~     ~    |    1|    8.189   pc  |  -0.0024     +0.0024  |paral   |2020yCat.1350....0G
1771|CD-56 332                                                                                                |Star                                  |01 40 15.2832990120 -56 02 36.230346564|289.3638116962454 -59.7803371353190|  19.748 12.933   |10.12    |~              |    ~     ~    |    1|  227.547   pc  |  -0.6420     +0.6420  |paral   |2020yCat.1350....0G
1772|CD-56 336                                                                                                |Star                                  |01 41 19.2970958544 -56 16 02.079810696|289.2581533411248 -59.5170424499865|   24.576 7.673   |10.48    |~              |    ~     ~    |    1|  270.937   pc  |  -1.0938     +1.0938  |paral   |2020yCat.1350....0G
1773|CD-56 337                                                                                                |Star                                  |01 41 54.0171925800 -56 09 38.207900484|289.0311535095663 -59.5849293535331|  22.475 12.701   |10.34    |~              |    ~     ~    |    1|  801.025   pc  |  -7.7639     +7.7639  |paral   |2020yCat.1350....0G
1774|HD 10614                                                                                                 |Star                                  |01 42 06.4087219752 -55 51 55.641695076|288.7523011099237 -59.8460350326360|  -0.231 14.110   |7.80     |K2III          |    ~     ~    |    1|  476.576   pc  |  -3.2025     +3.2025  |paral   |2020yCat.1350....0G
1775|CD-56 303                                                                                                |High Proper Motion Star               |01 30 42.0758782608 -55 31 31.142432856|291.5497906104598 -60.7268067086982| 34.481 -43.279   |10.70    |~              |    ~     ~    |    1|  174.271   pc  |  -0.2946     +0.2946  |paral   |2020yCat.1350....0G
1776|CD-57 303                                                                                                |Star                                  |01 32 49.4130633552 -56 27 11.989149192|291.5687838529370 -59.7525485867803|   13.726 7.670   |10.36    |~              |    ~     ~    |    1|  767.530   pc  |-131.2000   +131.2000  |ST-L    |2020AJ....160...83S
1777|CD-56 308                                                                                                |Star                                  |01 32 55.9464915552 -55 40 54.361586064|291.0424025341904 -60.4783336144649|  25.629 38.353   |10.743   |~              |    ~     ~    |    1|  318.485   pc  |  -4.9370     +4.9370  |ST-L    |2020AJ....160...83S
1778|CD-57 307                                                                                                |Star                                  |01 33 45.0507152880 -56 27 51.411999528|291.3350712718168 -59.7011124330916|   21.655 0.541   |10.99    |~              |    ~     ~    |    1|  260.641   pc  |  -3.6141     +3.6141  |paral   |2020yCat.1350....0G
1779|CD-55 362                                                                                                |High Proper Motion Star               |01 34 01.8037638384 -54 56 33.483274728|290.2361923630155 -61.1233384613243|  51.381 15.558   |10.434   |~              |    ~     ~    |    1|  216.197   pc  |  -2.4050     +2.4050  |ST-L    |2020AJ....160...83S
1780|CD-55 380                                                                                                |Star                                  |01 37 53.5584525960 -55 18 58.264781760|289.4460151132771 -60.5790914778359| 23.467 -37.164   |10.550   |~              |    ~     ~    |    1|  925.892   pc  | -38.0700    +38.0700  |ST-L    |2020AJ....160...83S
1781|CD-54 344                                                                                                |Star                                  |01 38 19.8128288088 -54 17 38.871252456|288.5401000850549 -61.5044185525891|   3.944 -3.462   |10.851   |~              |    ~     ~    |    1|  485.816   pc  | -11.3300    +11.3300  |ST-L    |2020AJ....160...83S
1782|CD-56 343                                                                                                |Star                                  |01 42 56.2878746112 -56 11 08.321038008|288.7875657367000 -59.5058996853782|-17.940 -12.575   |10.85    |~              |    ~     ~    |    1|  463.607   pc  | -36.1944    +36.1944  |paral   |2020yCat.1350....0G
1783|CD-56 338                                                                                                |Star                                  |01 42 06.7417725288 -55 29 15.003794544|288.4554265504555 -60.1936614067227|  11.016 10.146   |10.44    |~              |    ~     ~    |    1|  556.855   pc  |  -3.9381     +3.9381  |paral   |2020yCat.1350....0G
1784|TYC 8475-195-1                                                                                           |Star                                  |01 37 52.0795591896 -54 46 59.494122948|289.0509132758095 -61.0760876149470|   14.712 9.681   |10.957   |~              |    ~     ~    |    1|  777.255   pc  | -32.0100    +32.0100  |ST-L    |2020AJ....160...83S
1785|TYC 8478-740-1                                                                                           |Star                                  |01 33 34.5334112832 -56 21 28.486490256|291.3122529774267 -59.8096013779747|  27.569 14.568   |10.99    |~              |    ~     ~    |    1|  347.959   pc  |  -1.7677     +1.7677  |paral   |2020yCat.1350....0G
1786|TYC 8478-844-1                                                                                           |Star                                  |01 33 51.5848672392 -56 21 42.083681652|291.2406779890083 -59.7932544101071|   2.265 -2.769   |10.8     |~              |    ~     ~    |    1|  916.758   pc  | -18.5739    +18.5739  |paral   |2020yCat.1350....0G
1787|CD-54 324                                                                                                |Star                                  |01 30 43.4400463512 -53 56 46.411119456|290.4916411002469 -62.2229244970979|-11.657 -15.591   |10.81    |~              |    ~     ~    |    1|  330.579   pc  |  -1.0600     +1.0600  |paral   |2020yCat.1350....0G
1788|CD-54 329                                                                                                |Star                                  |01 33 38.1841689528 -53 51 22.319949456|289.5608628573127 -62.1629391103375|-10.931 -44.435   |10.92    |~              |    ~     ~    |    1|  230.723   pc  |  -1.5171     +1.5171  |paral   |2020yCat.1350....0G
1789|CD-54 332                                                                                                |Star                                  |01 34 47.9417777760 -53 47 27.358101996|289.1677596897980 -62.1633025713660|   5.900 27.179   |10.75    |~              |    ~     ~    |    1|  466.679   pc  |  -5.6625     +5.6625  |paral   |2020yCat.1350....0G
1790|HD 9263                                                                                                  |Star                                  |01 30 06.0485133408 -52 11 20.926963968|289.3956367409473 -63.9110805295257|   2.500 11.695   |9.92     |A9IV/V         |    ~     ~    |    1|  283.998   pc  |  -4.4410     +4.4410  |ST-L    |2020AJ....160...83S
1791|HD 9293                                                                                                  |Star                                  |01 30 19.4379038496 -52 29 36.814840908|289.5565057393155 -63.6131354002766| 30.956 -15.531   |7.02     |K5III          |    ~     ~    |    1|  449.216   pc  |  -2.8251     +2.8251  |paral   |2020yCat.1350....0G
1792|HD 9467                                                                                                  |Star                                  |01 31 45.3904952160 -52 55 15.146647536|289.4269713722665 -63.1374134813720|   46.534 3.168   |9.46     |G2V            |    ~     ~    |    1|  136.717   pc  |  -0.2355     +0.2355  |paral   |2020yCat.1350....0G
1793|HD 9580                                                                                                  |High Proper Motion Star               |01 32 53.3450041800 -52 36 56.021401440|288.8325237173734 -63.3631976978105|189.979 101.319   |8.94     |G5V            |    ~     ~    |    1|   57.735   pc  |  -0.0377     +0.0377  |paral   |2020yCat.1350....0G
1794|HD 9719                                                                                                  |Star                                  |01 33 52.3776245136 -53 42 26.893090044|289.3787134336819 -62.2899720380744| -7.335 -10.492   |9.91     |F0V            |    ~     ~    |    1|  241.546   pc  |  -1.1202     +1.1202  |paral   |2020yCat.1350....0G
1795|CD-52 299                                                                                                |Star                                  |01 30 00.2643713184 -51 47 52.036126296|289.1214768218490 -64.2839598612115|   7.246 38.007   |10.222   |~              |    ~     ~    |    1|  212.649   pc  |  -2.3060     +2.3060  |ST-L    |2020AJ....160...83S
1796|CD-54 323                                                                                                |Star                                  |01 30 11.6562580896 -53 52 13.230953040|290.5974010335459 -62.3199961039060|  7.645 -14.859   |10.078   |~              |    ~     ~    |    1| 1021.120   pc  | -51.2900    +51.2900  |ST-L    |2020AJ....160...83S
1797|CD-53 294                                                                                                |High Proper Motion Star               |01 32 37.8496545600 -52 30 18.167458464|288.8263695062150 -63.4804433729223| 23.783 -45.718   |10.913   |~              |    ~     ~    |    1|  112.319   pc  |  -0.6080     +0.6080  |ST-L    |2020AJ....160...83S
1798|CD-54 337                                                                                                |High Proper Motion Star               |01 35 20.5239135696 -53 35 50.529041592|288.8565992342135 -62.3147045300939|  87.805 13.089   |10.83    |~              |    ~     ~    |    1|  106.769   pc  |  -0.1186     +0.1186  |paral   |2020yCat.1350....0G
1799|TYC 8046-169-1                                                                                           |Spectroscopic Binary                  |01 30 16.8090339624 -51 52 05.600041248|289.0852327394521 -64.2031658930310|  14.297 -2.789   |10.91    |~              |    ~     ~    |    1|  625.547   pc  |  -4.5783     +4.5783  |paral   |2020yCat.1350....0G
1800|HD 9610                                                                                                  |High Proper Motion Star               |01 32 31.0189801680 -62 50 37.739562000|295.0410006664026 -53.6505707297725|  76.968 46.654   |8.78     |K0IV/V         |    ~     ~    |    1|  134.765   pc  |  -0.9827     +0.9827  |ST-L    |2020AJ....160...83S
1801|CPD-63 123                                                                                               |Star                                  |01 33 00.9545705424 -62 53 52.339896492|294.9731745037076 -53.5832035965620|-39.203 -15.373   |10.139   |~              |    ~     ~    |    1|  112.017   pc  |  -0.6469     +0.6469  |ST-L    |2020AJ....160...83S
1802|HD 10435                                                                                                 |Star                                  |01 39 47.0598307224 -64 34 16.775199480|294.5785602526436 -51.7656844027920|-32.180 -16.565   |8.53     |F2/3V          |    ~     ~    |    1|  105.686   pc  |  -0.1832     +0.1832  |paral   |2020yCat.1350....0G
1803|HD 10746                                                                                                 |Star                                  |01 42 55.4350467120 -64 54 31.389268428|294.2341059726662 -51.3412556387485|    3.101 6.757   |8.97     |G8III          |    ~     ~    |    1|  493.072   pc  |  -2.8688     +2.8688  |paral   |2020yCat.1350....0G
1804|CD-64 41                                                                                                 |Star                                  |01 35 38.7120848880 -63 31 20.401997844|294.7861259591151 -52.9011574603498|  -22.676 9.520   |9.93     |~              |    ~     ~    |    1|  121.999   pc  |  -0.7366     +0.7366  |ST-L    |2020AJ....160...83S
1805|TYC 8853-237-1                                                                                           |Star                                  |01 33 40.7943110472 -62 46 44.528958768|294.7955421166657 -53.6768461006650|  7.527 -34.323   |10.409   |~              |    ~     ~    |    1|  197.475   pc  |  -2.1780     +2.1780  |ST-L    |2020AJ....160...83S
1806|TYC 8853-365-1                                                                                           |Star                                  |01 34 42.2036936112 -63 20 43.206466560|294.8715763767706 -53.1005875180575|  -0.285 -5.572   |10.864   |~              |    ~     ~    |    1|  457.986   pc  | -10.1600    +10.1600  |ST-L    |2020AJ....160...83S
1807|TYC 8853-826-1                                                                                           |Spectroscopic Binary                  |01 41 24.7493953800 -64 39 39.973238352|294.3547875890762 -51.6268734255563|   19.332 7.347   |10.54    |~              |    ~     ~    |    1|  290.169   pc  |  -8.1940     +8.1940  |ST-L    |2020AJ....160...83S
1808|CPD-63 126                                                                                               |Star                                  |01 38 06.9060465984 -62 50 54.099819492|294.0125594778054 -53.4641222672052|  19.523 14.506   |10.246   |~              |    ~     ~    |    1|  226.225   pc  |  -2.6000     +2.6000  |ST-L    |2020AJ....160...83S
1809|HD 10634                                                                                                 |Star                                  |01 41 53.5004327520 -63 17 41.526559464|293.5674260239749 -52.9064181045021|   36.956 9.997   |8.94     |A8/9IV         |    ~     ~    |    1|  189.460   pc  |  -1.7710     +1.7710  |ST-L    |2020AJ....160...83S
1810|HD 10805                                                                                                 |Spectroscopic Binary                  |01 43 51.0020102184 -63 12 10.789276572|293.1722132503290 -52.9208113904985| 49.217 -74.694   |9.20     |F7V            |    ~     ~    |    1|  125.974   pc  |  -1.5270     +1.5270  |ST-L    |2020AJ....160...83S
1811|TYC 8853-950-1                                                                                           |Star                                  |01 42 11.9157445152 -63 19 23.294782776|293.5285038844900 -52.8685304459864|  -13.397 5.081   |10.54    |~              |    ~     ~    |    1|  276.607   pc  |  -3.7670     +3.7670  |ST-L    |2020AJ....160...83S
1812|TYC 8853-1530-1                                                                                          |Star                                  |01 42 41.2582614144 -63 02 22.273860624|293.2880946517343 -53.1186149495616|     -2.7 -39.5   |10.36    |~              |    ~     ~    |    1|  137.931   pc  | +31.546      +1       |ST-L    |2017AJ....153...75K
1813|TYC 8853-1417-1                                                                                          |Star                                  |01 43 03.4169462544 -63 56 26.381371344|293.7096080880058 -52.2534713800487|  15.777 11.979   |10.153   |~              |    ~     ~    |    1|  794.991   pc  | -26.6700    +26.6700  |ST-L    |2020AJ....160...83S
1814|TYC 8853-574-1                                                                                           |Star                                  |01 44 32.3336776632 -64 23 30.035152824|293.7017427442020 -51.7744585252254|   33.765 7.901   |9.881    |~              |    ~     ~    |    1|  607.252   pc  | -15.1800    +15.1800  |ST-L    |2020AJ....160...83S
1815|TYC 8853-6-1                                                                                             |Star                                  |01 38 45.1285304784 -62 46 01.452282600|293.8544224113525 -53.5193810911610| -6.146 -12.206   |10.62    |~              |    ~     ~    |    1|  413.766   pc  |  -8.4140     +8.4140  |ST-L    |2020AJ....160...83S
1816|TYC 8853-543-1                                                                                           |Star                                  |01 36 29.4457227072 -62 59 49.628238504|294.3828606353337 -53.3769505524059|  5.370 -14.337   |10.819   |~              |    ~     ~    |    1| 1678.600   pc  |-128.9000   +128.9000  |ST-L    |2020AJ....160...83S
1817|TYC 8853-914-1                                                                                           |Star                                  |01 42 51.4788520536 -64 01 59.884622724|293.7922472327968 -52.1728851414997|  22.483 -8.621   |10.70    |~              |    ~     ~    |    1|  327.275   pc  |  -5.3130     +5.3130  |ST-L    |2020AJ....160...83S
1818|TYC 8853-1079-1                                                                                          |Star                                  |01 38 04.4876249304 -64 20 14.179306452|294.7512381707943 -52.0438886590427|  27.792 19.933   |10.67    |~              |    ~     ~    |    1|  346.239   pc  |  -5.8080     +5.8080  |ST-L    |2020AJ....160...83S
1819|CPD-63 125                                                                                               |High Proper Motion Star               |01 34 44.9874592512 -62 33 42.938684568|294.4934542795646 -53.8509977027512| 56.708 -15.380   |10.156   |~              |    ~     ~    |    1|  193.434   pc  |  -1.7720     +1.7720  |ST-L    |2020AJ....160...83S
1820|HD 9320                                                                                                  |High Proper Motion Star               |01 30 06.7927590120 -62 04 40.577843856|295.1553388165199 -54.4625133914832|  33.360 44.306   |9.42     |G0IV/V         |    ~     ~    |    1|  130.972   pc  |  -0.8430     +0.8430  |ST-L    |2020AJ....160...83S
1821|HD 9425                                                                                                  |High Proper Motion Star               |01 30 57.6411097968 -62 39 09.899873640|295.2466233253417 -53.8818157597303|   50.138 8.414   |8.51     |K0III          |    ~     ~    |    1|  268.485   pc  |  -1.3624     +1.3624  |paral   |2020yCat.1350....0G
1822|HD 10020                                                                                                 |Star                                  |01 36 17.2978203504 -59 41 03.929685432|292.6770642469250 -56.5419303854932|-29.528 -22.695   |8.27     |F3V            |    ~     ~    |    1|  103.570   pc  |  -0.5130     +0.5130  |ST-L    |2020AJ....160...83S
1823|HD 9295                                                                                                  |Star                                  |01 30 00.1351637352 -60 24 33.574569732|294.4102423610782 -56.0763088918585|   20.935 9.368   |9.05     |K3III          |    ~     ~    |    1|  676.041   pc  |  -6.3984     +6.3984  |paral   |2020yCat.1350....0G
1824|HD 9499                                                                                                  |Star                                  |01 31 37.3856002128 -61 14 57.557660532|294.4745170621014 -55.2141736226500|  -30.164 6.111   |7.38     |F2/3IV/V       |    ~     ~    |    1|   77.910   pc  |  -0.3272     +0.3272  |ST-L    |2020AJ....160...83S
1825|CD-62 61                                                                                                 |Star                                  |01 30 29.6991949008 -61 21 27.167793552|294.7538182076120 -55.1462211447046|   37.186 3.428   |9.84     |~              |    ~     ~    |    1|  280.796   pc  |  -2.2866     +2.2866  |paral   |2020yCat.1350....0G
