C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:33:29

dec >=0&rah >=16.0&rah< 16.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3147

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|---------------------|-----|----------------|-----------------------|--------|-------------------
2214|BD+28 2531                                                                                                                                  |Star                                |16 11 55.3366664376 +27 55 35.437319076|046.0892865435818 +45.8678297638691|  8.805 -24.582  |10.30    |F8             |    ~     ~          |    1|  154.359   pc  |  -0.2978     +0.2978  |paral   |2020yCat.1350....0G
2215|NGC 6092                           NGC 6092                                                                                                 |LINER-type Active Galaxy Nucleus    |16 12 46.9291344984 +27 59 14.343233964|046.2278449732865 +45.6934308749280|    0.538 0.711  |     ~   |~              |0.697 0.529          |    0|                |                       |        |                   
2216|HD 145374                                                                                                                                   |Double or Multiple Star             |16 09 36.1649421744 +26 58 22.269736992|044.5945898417735 +46.1795224810287|   -3.820 7.157  |7.90     |K1III          |0.0067  0.0          |    1|  560.601   pc  | -42.8669    +42.8669  |paral   |2020yCat.1350....0G
2217|NAME Kamuy                         HD 145457                                                                                                |Star                                |16 10 03.9144033672 +26 44 33.893220120|044.3015431275995 +46.0301716884556| -18.354 36.856  |6.565    |K0III          |    ~     ~          |    1|  135.378   pc  |  -0.2804     +0.2804  |paral   |2020yCat.1350....0G
2218|HD 145676                                                                                                                                   |High Proper Motion Star             |16 11 07.9039852056 +26 53 31.859086308|044.5841501167236 +45.8293921667323| 22.628 -73.197  |7.51     |F5             |    ~     ~          |    1|   98.638   pc  |  -0.1528     +0.1528  |paral   |2020yCat.1350....0G
2219|BD+27 2599                                                                                                                                  |Spectroscopic Binary                |16 11 37.5967241136 +27 17 37.134879792|045.1804771410925 +45.8053837069552|    4.861 8.520  |9.37     |K0             |    ~     ~          |    1|  509.762   pc  |  -4.9113     +4.9113  |paral   |2020yCat.1350....0G
2220|BD+27 2600                                                                                                                                  |Star                                |16 11 48.3897826320 +27 06 56.741220360|044.9428582941236 +45.7294339009584|  -9.091 -6.358  |9.97     |M0             |    ~     ~          |    1|  616.105   pc  |  -4.7069     +4.7069  |paral   |2020yCat.1350....0G
2221|HD 145803                                                                                                                                   |Star                                |16 11 52.5214110072 +27 36 50.025584808|045.6464328445487 +45.8162748086233| 20.855 -25.914  |8.63     |F8             |    ~     ~          |    1|  180.502   pc  |  -3.9358     +3.9358  |paral   |2020yCat.1350....0G
2222|HD 146046                                                                                                                                   |Star                                |16 13 13.6211119968 +27 04 19.822738512|044.9767236986004 +45.4111663329187|  -23.466 0.630  |7.98     |K0             |    ~     ~          |    1|  245.688   pc  |  -1.1409     +1.1409  |paral   |2020yCat.1350....0G
2223|BD+27 2608                                                                                                                                  |Star                                |16 13 22.0887340680 +27 17 35.487577572|045.2939887000696 +45.4267054557443|  2.840 -14.652  |9.54     |G0             |    ~     ~          |    1|  172.331   pc  |  -0.3415     +0.3415  |paral   |2020yCat.1350....0G
2224|BD+27 2610                                                                                                                                  |Star                                |16 13 40.4937961752 +26 52 53.284243584|044.7418298587300 +45.2730805932377|  -7.748 -6.079  |9.63     |F0             |    ~     ~          |    1|  297.708   pc  | -15.8825    +15.8825  |paral   |2020yCat.1350....0G
2225|HD 145404                                                                                                                                   |High Proper Motion Star             |16 09 48.0725105520 +25 59 53.691697608|043.2376503492177 +45.9245455433670|  -4.544 66.325  |8.54     |G0V            |    ~     ~          |    1|   59.827   pc  |  -0.0641     +0.0641  |paral   |2020yCat.1350....0G
2226|BD+26 2794                                                                                                                                  |Spectroscopic Binary                |16 10 36.8815792920 +25 57 47.652782940|043.2480896824522 +45.7385468353047|   -2.597 6.181  |9.53     |K0             |    ~     ~          |    1|  923.361   pc  | -15.4320    +15.4320  |paral   |2020yCat.1350....0G
2227|BD+26 2796                                                                                                                                  |Star                                |16 10 53.6622520560 +26 08 23.387804124|043.5148448045542 +45.7172003196835|  -1.349 -0.175  |10.48    |K0             |    ~     ~          |    1| 1389.468   pc  | -26.4495    +26.4495  |paral   |2020yCat.1350....0G
2228|HD 145627                                                                                                                                   |Star                                |16 10 57.1789987656 +26 23 54.655592064|043.8804192281653 +45.7618479979653|  -7.181 -0.674  |8.15     |F8             |    ~     ~          |    1|  145.216   pc  |  -0.3943     +0.3943  |paral   |2020yCat.1350....0G
2229|BD+26 2798                                                                                                                                  |Star                                |16 11 00.6242098104 +26 34 47.343987912|044.1381078323173 +45.7889118628160|  17.531 -4.828  |10.90    |G0             |    ~     ~          |    1|  335.469   pc  |  -2.1833     +2.1833  |paral   |2020yCat.1350....0G
2230|BD+26 2799                                                                                                                                  |Star                                |16 11 37.3885166160 +26 25 18.624298800|043.9602713403545 +45.6206071217367|  6.262 -11.338  |9.31     |K0             |    ~     ~          |    1|  431.313   pc  |  -3.8694     +3.8694  |paral   |2020yCat.1350....0G
2231|BD+26 2800                                                                                                                                  |Double or Multiple Star             |16 12 12.8780614488 +26 29 10.458943692|044.0916010570043 +45.5056291261209| -16.013 -1.941  |10.466   |G0             |    ~     ~          |    1|  238.146   pc  |  -1.9963     +1.9963  |paral   |2020yCat.1350....0G
2232|HD 145890                                                                                                                                   |Star                                |16 12 25.1601051504 +26 25 52.893567336|044.0296554184161 +45.4488482876881| 17.607 -27.190  |7.90     |K1III          |    ~     ~          |    1|  268.341   pc  |  -3.7084     +3.7084  |paral   |2020yCat.1350....0G
2233|BD+26 2802                                                                                                                                  |Star                                |16 12 41.2191438792 +26 20 35.882365560|043.9262818046341 +45.3708697870560|   -9.962 4.402  |10.61    |K2             |    ~     ~          |    1|  917.768   pc  | -11.0341    +11.0341  |paral   |2020yCat.1350....0G
2234|AG+26 1565                                                                                                                                  |Long-Period Variable Candidate      |16 13 08.4444841608 +26 31 42.640433436|044.2152380391108 +45.3128080658158| -11.107 -3.469  |8.22     |M2             |    ~     ~          |    1|  552.517   pc  |  -6.6855     +6.6855  |paral   |2020yCat.1350....0G
2235|BD+26 2806                                                                                                                                  |Star                                |16 14 38.2386988272 +26 32 28.808410920|044.3377307501516 +44.9891620220457| -10.592 -2.303  |9.98     |F8             |    ~     ~          |    1|  193.128   pc  |  -0.5073     +0.5073  |paral   |2020yCat.1350....0G
2236|BD+26 2807                                                                                                                                  |Star                                |16 14 59.5101524328 +26 13 19.871981292|043.9236703614868 +44.8402237783342|-28.544 -10.040  |9.57     |K5             |    ~     ~          |    1|  323.342   pc  |  -1.5578     +1.5578  |paral   |2020yCat.1350....0G
2237|BD+26 2792                                                                                                                                  |Star                                |16 09 57.7977921312 +25 47 12.637004064|042.9538432004272 +45.8409501830916|  -25.487 4.985  |9.67     |G5             |    ~     ~          |    1|  639.059   pc  |  -5.3092     +5.3092  |paral   |2020yCat.1350....0G
2238|HD 145458                                                                                                                                   |Star                                |16 10 06.4778728488 +25 29 16.056726576|042.5475153729148 +45.7398534687182|   0.968 12.247  |7.411    |G8II-III       |    ~     ~          |    1|  321.099   pc  |  -1.8353     +1.8353  |paral   |2020yCat.1350....0G
2239|BD+25 3040                                                                                                                                  |Star                                |16 10 30.2528424960 +25 26 49.313750100|042.5209015769333 +45.6433401483803| -4.888 -11.101  |10.85    |F8             |    ~     ~          |    1|  377.387   pc  |  -1.6806     +1.6806  |paral   |2020yCat.1350....0G
2240|BD+25 3048                                                                                                                                  |Star                                |16 12 38.2266001128 +25 29 52.642135680|042.7533681888257 +45.1875971789982|  -15.122 1.354  |10.17    |G5             |    ~     ~          |    1|  710.682   pc  |  -6.2628     +6.2628  |paral   |2020yCat.1350....0G
2241|NGC 6096                           NGC 6096                                                                                                 |LINER-type Active Galaxy Nucleus    |16 14 46.6982140968 +26 33 31.849400808|044.3717361687287 +44.9622888000130|            ~ ~  |     ~   |~              |0.507 0.304          |    0|                |                       |        |                   
2242|NGC 6076                           NGC 6076                                                                                                 |Galaxy                              |16 11 13.4 +26 52 22                   |044.5631 +45.8053                  |            ~ ~  |     ~   |~              | 1.00  0.46          |    0|                |                       |        |                   
2243|NGC 6077                           NGC 6077                                                                                                 |LINER-type Active Galaxy Nucleus    |16 11 14.1134653128 +26 55 24.258994176|044.6349398716583 +45.8134451201267|            ~ ~  |     ~   |~              |0.580 0.580          |    0|                |                       |        |                   
2244|TYC 2038-191-1                                                                                                                              |Star                                |16 07 31.0725899712 +26 16 43.925304108|043.4685620516541 +46.4865229676865|   8.360 -7.149  |10.29    |~              |    ~     ~          |    1|  735.565   pc  |  -6.3845     +6.3845  |paral   |2020yCat.1350....0G
2245|TYC 2038-640-1                                                                                                                              |Star                                |16 09 31.1814324744 +25 30 35.825646708|042.5338300797716 +45.8740946839297|  9.060 -10.681  |10.53    |~              |    ~     ~          |    1|  211.506   pc  |  -0.5994     +0.5994  |paral   |2020yCat.1350....0G
2246|TYC 2038-962-1                                                                                                                              |Star                                |16 07 47.2600612584 +25 25 36.414633720|042.2856935987442 +46.2347728537855|  -17.747 8.196  |10.07    |~              |    ~     ~          |    1|  611.845   pc  |  -4.9789     +4.9789  |paral   |2020yCat.1350....0G
2247|TYC 2038-1156-1                                                                                                                             |Spectroscopic Binary                |16 10 03.9798989592 +26 23 56.333057244|043.8184978887860 +45.9556570513504| 16.791 -17.928  |10.59    |~              |    ~     ~          |    1|  235.156   pc  |  -4.7999     +4.7999  |paral   |2020yCat.1350....0G
2248|TYC 2038-1168-1                                                                                                                             |Star                                |16 08 21.1238214744 +26 38 38.070419352|044.0442082530235 +46.3829784327942|        3.1 2.7  |10.69    |~              |    ~     ~          |    0|                |                       |        |                   
2249|TYC 2038-1371-1                                                                                                                             |Star                                |16 08 27.2790941616 +27 07 13.649090664|044.7271999167845 +46.4601441108756| -32.098 -3.474  |10.80    |~              |    ~     ~          |    1|  259.410   pc  |  -0.8075     +0.8075  |paral   |2020yCat.1350....0G
2250|TYC 2038-1456-1                                                                                                                             |Star                                |16 08 14.6145869592 +27 17 18.003147252|044.9521458526664 +46.5401998919938|  -7.102 -1.376  |10.89    |~              |    ~     ~          |    1|  163.851   pc  |  -0.3141     +0.3141  |paral   |2020yCat.1350....0G
2251|TYC 2038-1556-1                                                                                                                             |Star                                |16 09 18.0157497240 +26 46 23.454214788|044.2921143198591 +46.2035044564069|  2.505 -11.134  |10.94    |~              |    ~     ~          |    1| 1984.521   pc  | -46.4722    +46.4722  |paral   |2020yCat.1350....0G
2252|TYC 2038-1711-1                                                                                                                             |Star                                |16 07 36.1845807000 +26 59 14.760478968|044.4813088113354 +46.6183705462071|   -2.020 1.624  |10.46    |~              |    ~     ~          |    1| 1042.535   pc  | -13.5860    +13.5860  |paral   |2020yCat.1350....0G
2253|TYC 2038-1728-1                                                                                                                             |Star                                |16 09 55.4385667944 +26 56 23.647232976|044.5696841621574 +46.1026337543643| -11.906 24.351  |10.21    |~              |    ~     ~          |    1|   74.175   pc  |  -0.0666     +0.0666  |paral   |2020yCat.1350....0G
2254|TYC 2038-1730-1                                                                                                                             |Variable Star                       |16 07 30.9948050520 +27 13 31.200638772|044.8148794771654 +46.6857419422101|  -7.542 25.909  |10.92    |~              |    ~     ~          |    1|  372.093   pc  |  -2.4091     +2.4091  |paral   |2020yCat.1350....0G
2255|TYC 2038-1803-1                                                                                                                             |Star                                |16 09 20.1460126224 +27 14 10.332668544|044.9494360142938 +46.2919545702128| -23.586 -5.334  |10.00    |~              |    ~     ~          |    1|  644.164   pc  |  -4.8134     +4.8134  |paral   |2020yCat.1350....0G
2256|TYC 2038-1860-1                                                                                                                             |Spectroscopic Binary                |16 10 34.5113660736 +26 50 10.811215356|044.4679681138875 +45.9388628535455|  -7.298 -1.653  |10.20    |~              |    ~     ~          |    1|  150.439   pc  |  -2.0867     +2.0867  |paral   |2020yCat.1350....0G
2257|TYC 2041-656-1                                                                                                                              |Spectroscopic Binary                |16 08 50.6080447032 +27 30 31.848806808|045.3046811112960 +46.4538287059422|-12.448 -13.773  |10.91    |~              |    ~     ~          |    1|  270.893   pc  |  -3.2729     +3.2729  |paral   |2020yCat.1350....0G
2258|TYC 2041-1803-1                                                                                                                             |Star                                |16 09 03.7609624320 +27 43 55.082820792|045.6360669195966 +46.4500627933583|  -12.398 4.586  |10.30    |~              |    ~     ~          |    1|  954.563   pc  | -11.5721    +11.5721  |paral   |2020yCat.1350....0G
2259|TYC 2046-1034-1                                                                                                                             |Star                                |16 13 37.7963155416 +26 00 01.120527108|043.5197658389663 +45.0872557066978|  0.232 -10.930  |9.99     |~              |    ~     ~          |    1|  273.381   pc  |  -1.4947     +1.4947  |paral   |2020yCat.1350....0G
2260|TYC 2050-60-1                                                                                                                               |High Proper Motion Star             |16 12 59.7665484960 +26 25 56.722614960|044.0717987750871 +45.3231618911136|-132.573 -1.130  |10.48    |~              |    ~     ~          |    1|  159.401   pc  |  -0.3913     +0.3913  |paral   |2020yCat.1350....0G
2261|TYC 2050-150-1                                                                                                                              |Star                                |16 14 34.1630111544 +26 37 50.315171016|044.4561937078986 +45.0236769900409|-18.130 -13.890  |10.98    |~              |    ~     ~          |    1|  176.594   pc  |  -0.3773     +0.3773  |paral   |2020yCat.1350....0G
2262|TYC 2050-276-1                                                                                                                              |Spectroscopic Binary                |16 13 30.5409370392 +26 40 58.250310924|044.4549086170135 +45.2662740969780| -4.070 -10.526  |10.33    |~              |    ~     ~          |    1|  285.608   pc  |  -2.4879     +2.4879  |paral   |2020yCat.1350....0G
2263|TYC 2050-499-1                                                                                                                              |High Proper Motion Star             |16 12 19.6372729368 +27 59 36.411635796|046.2084786986478 +45.7931201393643|  2.154 -61.149  |10.25    |~              |    ~     ~          |    1|  204.491   pc  |  -0.5102     +0.5102  |paral   |2020yCat.1350....0G
2264|TYC 2050-558-1                                                                                                                              |Star                                |16 11 41.0200666008 +27 38 51.223696296|045.6816122262911 +45.8646003716456| -15.133 12.887  |10.81    |~              |    ~     ~          |    1|  880.980   pc  |  -9.6240     +9.6240  |paral   |2020yCat.1350....0G
2265|TYC 2050-567-1                                                                                                                              |Star                                |16 14 35.3779497696 +27 10 00.606788616|045.1990927853104 +45.1347542867444|    4.295 6.583  |10.11    |~              |    ~     ~          |    1|  810.110   pc  |  -7.4159     +7.4159  |paral   |2020yCat.1350....0G
2266|TYC 2050-825-1                                                                                                                              |Star                                |16 12 00.0156422880 +27 21 12.072571560|045.2886501933619 +45.7364000445215| -0.735 -17.695  |10.74    |~              |    ~     ~          |    1|  871.384   pc  |  -9.6432     +9.6432  |paral   |2020yCat.1350....0G
2267|TYC 2050-853-1                                                                                                                              |Spectroscopic Binary                |16 13 06.2717399520 +27 11 33.199603224|045.1363123501663 +45.4630765869900| -21.209 -5.164  |10.15    |~              |    ~     ~          |    1|  217.297   pc  |  -0.6611     +0.6611  |paral   |2020yCat.1350....0G
2268|TYC 2050-1140-1                                                                                                                             |Star                                |16 13 03.4538089440 +26 43 24.758049612|044.4802530585982 +45.3735329658564|   3.104 -9.928  |10.86    |~              |    ~     ~          |    1| 1410.636   pc  | -24.6747    +24.6747  |paral   |2020yCat.1350....0G
2269|TYC 2050-1152-1                                                                                                                             |Star                                |16 12 19.6835606376 +27 31 10.986875292|045.5431439203173 +45.6990499900271|   1.553 -6.574  |10.68    |~              |    ~     ~          |    1|  824.198   pc  |  -8.2196     +8.2196  |paral   |2020yCat.1350....0G
2270|TYC 2050-1221-1                                                                                                                             |Star                                |16 12 45.9133396560 +27 29 06.273438072|045.5227477490810 +45.5970981873231|  -9.486 -7.466  |9.96     |~              |    ~     ~          |    1|  310.588   pc  |  -1.4952     +1.4952  |paral   |2020yCat.1350....0G
2271|TYC 2050-1226-1                                                                                                                             |High Proper Motion Star             |16 14 00.8676379128 +27 24 46.514964492|045.5029635004716 +45.3110458288697| -7.266 -49.546  |10.80    |~              |    ~     ~          |    1|   89.923   pc  |  -0.6501     +0.6501  |paral   |2020yCat.1350....0G
2272|BD+25 3033                                                                                                                                  |Star                                |16 07 52.0 +25 19 18                   |042.1441 +46.1928                  |            ~ ~  |9.5      |~              |    ~     ~          |    0|                |                       |        |                   
2273|BD+30 2740                                                                                                                                  |Star                                |16 01 44.2216461216 +30 02 40.933369176|048.6071025262840 +48.4205481906370|-15.967 -35.516  |9.79     |G0             |    ~     ~          |    1| 1439.263   pc  | -25.6863    +25.6863  |paral   |2020yCat.1350....0G
2274|HD 144044                                                                                                                                   |Star                                |16 02 45.8763204672 +30 10 23.077597872|048.8454596008481 +48.2186956285702|   7.753 -4.327  |9.02     |K5             |    ~     ~          |    1|  426.530   pc  |  -2.4196     +2.4196  |paral   |2020yCat.1350....0G
2275|BD+30 2751                                                                                                                                  |High Proper Motion Star             |16 06 52.5531520680 +30 27 26.211985308|049.4512542134617 +47.3805727958997| 34.524 -48.987  |9.66     |F8             |    ~     ~          |    1|  127.822   pc  |  -0.2091     +0.2091  |paral   |2020yCat.1350....0G
2276|BD+30 2752                                                                                                                                  |Spectroscopic Binary                |16 06 56.6754553536 +30 19 26.844244320|049.2598366548977 +47.3468084633001|  -8.895 -3.173  |9.62     |K2             |    ~     ~          |    1|  398.168   pc  |  -9.2269     +9.2269  |paral   |2020yCat.1350....0G
2277|BD+30 2743                                                                                                                                  |Star                                |16 03 21.3449193480 +29 54 46.626705900|048.4873146381144 +48.0546657517609| -25.791 -0.861  |10.00    |K0             |    ~     ~          |    1|  679.071   pc  |  -4.9803     +4.9803  |paral   |2020yCat.1350....0G
2278|BD+30 2744                                                                                                                                  |Star                                |16 03 31.0464798864 +29 57 09.302790564|048.5536300873995 +48.0258222818223|-11.132 -10.448  |10.50    |F5             |    ~     ~          |    1|  203.165   pc  |  -0.6150     +0.6150  |paral   |2020yCat.1350....0G
2279|HD 144779                                                                                                                                   |High Proper Motion Star             |16 06 25.9941782784 +29 54 16.651345248|048.6230662481285 +47.3939888626938| -77.192 -8.573  |7.64     |K2             |    ~     ~          |    1|  219.790   pc  |  -0.8599     +0.8599  |paral   |2020yCat.1350....0G
2280|HD 143586                                                                                                                                   |Star                                |16 00 11.7439963224 +29 38 00.686163696|047.9193894785211 +48.6918263644667| -12.655 -3.597  |8.59     |K0             |    ~     ~          |    1|  256.535   pc  |  -1.2701     +1.2701  |paral   |2020yCat.1350....0G
2281|BD+29 2751                                                                                                                                  |Star                                |16 00 41.9679240360 +29 33 40.387318452|047.8357951422688 +48.5728039593281| -11.930 14.920  |9.98     |A9III          |    ~     ~          |    1|  332.171   pc  |  -1.6551     +1.6551  |paral   |2020yCat.1350....0G
2282|HD 143705                                                                                                                                   |Spectroscopic Binary                |16 00 56.8231174248 +28 56 54.754571148|046.9351399646913 +48.4241088410695|  35.404 19.600  |7.960    |G0V            |    ~     ~          |    1|   60.983   pc  |  -0.0703     +0.0703  |paral   |2020yCat.1350....0G
2283|BD+29 2753                                                                                                                                  |Star                                |16 01 06.7794135432 +28 42 21.424440204|046.5837846914790 +48.3484410455298|  1.178 -11.559  |9.22     |K2             |    ~     ~          |    1|  507.924   pc  |  -3.1732     +3.1732  |paral   |2020yCat.1350....0G
2284|HD 143777                                                                                                                                   |Spectroscopic Binary                |16 01 22.0989328344 +28 37 19.327317996|046.4734977691107 +48.2791651061149|-81.580 -31.021  |8.93     |G0V            |    ~     ~          |    1|  117.787   pc  |  -1.8411     +1.8411  |paral   |2020yCat.1350....0G
2285|BD+29 2755                                                                                                                                  |Star                                |16 01 24.9003779664 +28 46 36.897896244|046.7055609129276 +48.2949454949818|  -7.575 11.551  |9.73     |F2             |    ~     ~          |    1|  377.117   pc  |  -2.1048     +2.1048  |paral   |2020yCat.1350....0G
2286|HD 144063                                                                                                                                   |Star                                |16 02 56.3440479960 +28 57 19.908906552|047.0520847409560 +47.9953115163929|  2.986 -16.637  |8.43     |K0             |    ~     ~          |    1|  333.645   pc  |  -1.9592     +1.9592  |paral   |2020yCat.1350....0G
2287|BD+29 2761                                                                                                                                  |Horizontal Branch Star              |16 03 24.6077171880 +29 06 48.440621916|047.3098356768672 +47.9194980497208|  8.925 -13.287  |9.72     |M0             |    ~     ~          |    1|  558.191   pc  |  -3.8324     +3.8324  |paral   |2020yCat.1350....0G
2288|BD+29 2763                                                                                                                                  |Star                                |16 04 04.6230274440 +29 00 21.226267224|047.1872510967703 +47.7581305533780|  -19.718 7.490  |9.83     |K0             |    ~     ~          |    1|  633.032   pc  |  -5.0492     +5.0492  |paral   |2020yCat.1350....0G
2289|BD+29 2766                                                                                                                                  |Star                                |16 05 33.8087039448 +29 32 58.306798608|048.0610437645756 +47.5257383292663|-13.176 -21.466  |9.70     |K5             |    ~     ~          |    1|  746.157   pc  |  -6.7367     +6.7367  |paral   |2020yCat.1350....0G
2290|BD+29 2767                                                                                                                                  |Spectroscopic Binary                |16 05 52.7834649048 +29 00 49.307590260|047.2957186465040 +47.3707812552634|  17.923 18.470  |10.10    |F8             |    ~     ~          |    1|  271.194   pc  |  -1.3606     +1.3606  |paral   |2020yCat.1350....0G
2291|BD+28 2505                                                                                                                                  |Red Giant Branch star               |16 00 15.0844258032 +28 07 03.772976304|045.6621161227612 +48.4341386056774|    4.450 5.698  |9.99     |K0             |    ~     ~          |    1|  569.411   pc  |  -5.3498     +5.3498  |paral   |2020yCat.1350....0G
2292|BD+28 2506                                                                                                                                  |Star                                |16 01 04.3601719488 +28 06 42.399887940|045.7016122370781 +48.2548635763783|-10.028 -12.358  |9.54     |F8             |    ~     ~          |    1|  304.488   pc  |  -1.2424     +1.2424  |paral   |2020yCat.1350....0G
2293|BD+28 2506B                                                                                                                                 |Star                                |16 01 03.7118537880 +28 06 34.427888964|045.6977029299668 +48.2568145078487| -9.616 -12.094  |10.80    |~              |    ~     ~          |    1|  306.871   pc  |  -1.3655     +1.3655  |paral   |2020yCat.1350....0G
2294|HD 143971                                                                                                                                   |Star                                |16 02 26.7241231728 +28 16 45.877465452|046.0289968239407 +47.9868713592052|   8.492 -1.000  |9.53     |G5             |    ~     ~          |    1|  256.161   pc  |  -1.4502     +1.4502  |paral   |2020yCat.1350....0G
2295|BD+28 2519                                                                                                                                  |Star                                |16 07 10.0213622088 +28 37 27.749723808|046.8025598435556 +47.0261118362946|   2.604 -5.924  |9.37     |M0             |    ~     ~          |    1|  703.136   pc  |  -6.9216     +6.9216  |paral   |2020yCat.1350....0G
2296|BD+28 2509                                                                                                                                  |Star                                |16 03 37.9360867992 +27 51 12.813253776|045.4759020266033 +47.6522440509556|  -11.943 2.776  |10.45    |M0             |    ~     ~          |    1| 1221.150   pc  | -19.3857    +19.3857  |paral   |2020yCat.1350....0G
2297|IRAS 16023+2801                                                                                                                             |Star                                |16 04 22.3700972832 +27 53 49.931612916|045.5845654036374 +47.4995503242226| -11.016 -1.539  |9.56     |~              |    ~     ~          |    1| 1809.300   pc  | -82.4939    +82.4939  |paral   |2020yCat.1350....0G
2298|* iot CrB                                                                                                                                   |Spectroscopic Binary                |16 01 26.5649192496 +29 51 03.819408336|048.3044558860097 +48.4558605034630| -37.817 -7.016  |4.971    |A0IIIspHgMnEu  |    ~     ~          |    1|  114.024   pc  |  -1.1142     +1.1142  |paral   |2020yCat.1350....0G
2299|TYC 2041-56-1                                                                                                                               |Red Giant Branch star               |16 01 32.0335676376 +28 52 23.498492772|046.8547322266950 +48.2851278811763|  7.687 -22.842  |10.45    |~              |    ~     ~          |    1|  673.265   pc  |  -7.0713     +7.0713  |paral   |2020yCat.1350....0G
2300|TYC 2041-124-1                                                                                                                              |Star                                |16 05 54.1951814280 +28 39 21.695892156|046.7769710738490 +47.3046555065429|   8.041 -4.113  |10.20    |~              |    ~     ~          |    1|  464.598   pc  |  -2.7413     +2.7413  |paral   |2020yCat.1350....0G
2301|TYC 2041-169-1                                                                                                                              |Star                                |16 02 12.4604579232 +29 45 25.808439780|048.2012614199911 +48.2779542454398| -14.897 -4.308  |10.39    |~              |    ~     ~          |    1| 1309.072   pc  | -22.7918    +22.7918  |paral   |2020yCat.1350....0G
2302|TYC 2041-199-1                                                                                                                              |Star                                |16 01 43.4735610192 +29 53 31.675033680|048.3790386823115 +48.4013636083988|-28.228 -23.663  |10.98    |~              |    ~     ~          |    1|  169.056   pc  |  -0.3487     +0.3487  |paral   |2020yCat.1350....0G
2303|TYC 2041-227-1                                                                                                                              |Spectroscopic Binary                |16 04 44.7779238240 +29 56 33.718315128|048.5975564492363 +47.7610765019203|  17.114 -0.761  |10.92    |~              |    ~     ~          |    1|  152.513   pc  |  -2.9634     +2.9634  |paral   |2020yCat.1350....0G
2304|TYC 2041-277-1                                                                                                                              |Star                                |16 04 25.2495372048 +29 51 22.102479216|048.4545159237066 +47.8179320921691| -5.255 -10.856  |10.49    |~              |    ~     ~          |    0|                |                       |        |                   
2305|TYC 2041-316-1                                                                                                                              |Star                                |16 01 41.6654683128 +28 03 15.022921140|045.6533724017016 +48.1096372319793|   7.000 -5.848  |10.91    |~              |    ~     ~          |    1|  987.167   pc  | -11.5965    +11.5965  |paral   |2020yCat.1350....0G
2306|TYC 2041-355-1                                                                                                                              |Star                                |16 07 15.3384923928 +29 17 14.018679672|047.7664545451772 +47.1198907561045| -37.285 20.743  |10.60    |~              |    ~     ~          |    1|  211.954   pc  |  -0.5705     +0.5705  |paral   |2020yCat.1350....0G
2307|TYC 2041-362-1                                                                                                                              |Star                                |16 07 05.9978859360 +28 14 38.271726240|046.2499719876369 +46.9722661431119|    7.473 5.535  |10.69    |~              |    ~     ~          |    1|  254.868   pc  |  -0.8250     +0.8250  |paral   |2020yCat.1350....0G
2308|TYC 2041-402-1                                                                                                                              |Star                                |16 00 47.1034323240 +28 48 40.164482592|046.7221458364678 +48.4367170276291|  -7.066 11.161  |10.99    |K0V            |    ~     ~          |    1|  429.701   pc  |  -2.4004     +2.4004  |paral   |2020yCat.1350....0G
2309|GSC 02041-00556                                                                                                                             |Red Giant Branch star               |16 06 41.3812586496 +28 48 40.385742300|047.0460237933706 +47.1617222992312|   1.495 -5.703  |10.210   |~              |    ~     ~          |    1| 1511.031   pc  | -27.1702    +27.1702  |paral   |2020yCat.1350....0G
2310|GSC 02041-00569                                                                                                                             |Double or Multiple Star             |16 06 56.848320 +29 41 49.42500        |048.345868737 +47.251791166        |      -22.5 9.1  |10.272   |~              |    ~     ~          |    0|                |                       |        |                   
2311|TYC 2041-741-1                                                                                                                              |Star                                |16 06 44.9575532184 +29 12 38.997047376|047.6288694150456 +47.2162531449032|  -36.204 7.217  |10.31    |~              |    ~     ~          |    1|  234.747   pc  |  -0.8817     +0.8817  |paral   |2020yCat.1350....0G
2312|TYC 2041-804-1                                                                                                                              |High Proper Motion Star             |16 03 58.9673415096 +27 58 56.421523380|045.6849255110961 +47.5999534149866| 10.952 -89.351  |10.28    |G6V            |    ~     ~          |    1|  104.705   pc  |  -0.1338     +0.1338  |paral   |2020yCat.1350....0G
2313|TYC 2041-847-1                                                                                                                              |High Proper Motion Star             |16 04 07.2737336568 +29 28 58.787529852|047.8904959957453 +47.8252203453933| -41.351 37.612  |10.85    |~              |    ~     ~          |    1|  381.767   pc  |  -1.6178     +1.6178  |paral   |2020yCat.1350....0G
2314|TYC 2041-848-1                                                                                                                              |Star                                |16 03 30.1946815584 +28 38 47.331113820|046.6284689329318 +47.8216547282381|  -7.821 45.091  |10.07    |F7V            |    ~     ~          |    1|  227.625   pc  |  -0.6632     +0.6632  |paral   |2020yCat.1350....0G
