C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:31:24

dec >=0&rah >=2.5&rah< 2.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4974

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
4762|TYC 3708-283-1                                                                                                                              |Star                              |02 40 09.6184005792 +57 46 18.962327784|137.0409457329186 -02.0905583599593|  -6.623 -3.551   |10.45    |AmF5             |    ~     ~    |    1|  382.380   pc  |  -2.4418     +2.4418  |paral   |2020yCat.1350....0G
4763|TYC 3708-362-1                                                                                                                              |Star                              |02 44 47.1062360160 +57 21 35.927081676|137.7765671365386 -02.2081706663000|   -3.930 1.614   |10.90    |~                |    ~     ~    |    1|  703.878   pc  |  -7.4317     +7.4317  |paral   |2020yCat.1350....0G
4764|HD 16441                                                                                                                                    |Star                              |02 40 23.2894740816 +56 33 20.811609936|137.5651490407194 -03.1886403013356|   -6.056 2.368   |9.86     |A2V              |    ~     ~    |    1|  261.849   pc  |  -5.3960     +5.3960  |paral   |2020yCat.1350....0G
4765|TYC 3708-952-1                                                                                                                              |Red Giant Branch star Candidate   |02 44 49.0498268952 +56 42 33.067045440|138.0560465845082 -02.7960427854012|  -3.495 -2.102   |10.55    |~                |    ~     ~    |    1|  825.968   pc  | -12.1436    +12.1436  |paral   |2020yCat.1350....0G
4766|TYC 3708-1289-1                                                                                                                             |Star                              |02 40 19.9840016664 +56 35 52.553853888|137.5409938734959 -03.1532490556830|   1.602 -3.847   |10.63    |~                |    ~     ~    |    1|   73.0450  pc  |  -4.7695     +4.7695  |paral   |2018yCat.1345....0G
4767|TYC 3712-823-1                                                                                                                              |Star                              |02 43 47.8662347616 +58 54 15.106579056|137.0080909908120 -00.8622605089135|   8.685 -4.966   |10.79    |~                |    ~     ~    |    1|  648.004   pc  | -11.2536    +11.2536  |paral   |2020yCat.1350....0G
4768|TYC 4046-596-1                                                                                                                              |Star                              |02 30 45.3465649896 +61 03 41.554155888|134.6556625941707 +00.4709039403701|       8.1 -5.4   |10.96    |~                |    ~     ~    |    0|                |                       |        |                   
4769|TYC 4047-196-1                                                                                                                              |Star                              |02 41 04.0999163736 +60 05 14.631184572|136.2025424590315 +00.0710293352690| 10.706 -23.051   |10.79    |~                |    ~     ~    |    1|  131.685   pc  |  -0.2740     +0.2740  |paral   |2020yCat.1350....0G
4770|IC 1805 308                                                                                                                                 |Star                              |02 35 37.1703439368 +61 39 02.694791664|134.9690299188952 +01.2381631402970|   2.169 -0.900   |10.93    |G5Ib-II          |    ~     ~    |    1|  929.368   pc  | -14.5970    +14.5970  |paral   |2020yCat.1350....0G
4771|TYC 4047-851-1                                                                                                                              |Star                              |02 43 51.6320302128 +61 20 57.771888612|135.9901026315843 +01.3609891618988|   0.978 -2.567   |10.73    |~                |    ~     ~    |    1| 1050.972   pc  | -17.2309    +17.2309  |paral   |2020yCat.1350....0G
4772|TYC 4047-1511-1                                                                                                                             |Star                              |02 34 21.5763069144 +60 35 53.478605544|135.2379486514831 +00.2092280485708|    1.563 0.581   |10.79    |~                |    ~     ~    |    1|  917.011   pc  | -11.0159    +11.0159  |paral   |2020yCat.1350....0G
4773|TYC 4047-1840-1                                                                                                                             |Star                              |02 36 01.5727975008 +60 23 49.154049672|135.5052732560839 +00.1037758388024|   -6.647 3.090   |10.50    |~                |    ~     ~    |    1|  532.538   pc  |  -3.8569     +3.8569  |paral   |2020yCat.1350....0G
4774|BD+59 524                                                                                                                                   |Star                              |02 38 57.5254245528 +60 22 02.736912612|135.8495180462492 +00.2206003749605|  24.119 13.369   |10.02    |G2V              |    ~     ~    |    1|  122.995   pc  |  -0.2209     +0.2209  |paral   |2020yCat.1350....0G
4775|TYC 4051-106-1                                                                                                                              |Star                              |02 34 54.3440817120 +63 25 55.045820748|134.1984432900166 +02.8464097784914| -10.051 -1.597   |10.61    |~                |    ~     ~    |    1|  655.179   pc  |  -6.0526     +6.0526  |paral   |2020yCat.1350....0G
4776|TYC 4051-1125-1                                                                                                                             |Star                              |02 40 58.2685330584 +62 15 55.849917636|135.2994991348557 +02.0532508387800|  -3.782 -7.627   |10.64    |~                |    ~     ~    |    1|  553.863   pc  |  -5.6445     +5.6445  |paral   |2020yCat.1350....0G
4777|TYC 4051-1130-1                                                                                                                             |Star                              |02 35 33.7774718112 +63 06 57.986963568|134.3898442737879 +02.5843623554091|    3.565 4.463   |10.73    |~                |    ~     ~    |    1|  772.499   pc  |  -7.3998     +7.3998  |paral   |2020yCat.1350....0G
4778|TYC 4051-1452-1                                                                                                                             |Star                              |02 37 13.6282123896 +62 52 44.913599400|134.6570587815038 +02.4409509179313|   -3.862 0.972   |10.82    |~                |    ~     ~    |    1|  729.607   pc  |  -6.1750     +6.1750  |paral   |2020yCat.1350....0G
4779|IRAS 02335+6244                                                                                                                             |Star                              |02 37 23.3005059960 +62 56 41.464991796|134.6478050350176 +02.5085448598659|   1.608 -3.190   |10.87    |~                |    ~     ~    |    1| 1545.356   pc  | -49.4342    +49.4342  |paral   |2020yCat.1350....0G
4780|TYC 4051-2350-1                                                                                                                             |Star                              |02 34 45.0198189312 +62 46 33.552817716|134.4372619718012 +02.2351127043320|   -7.669 5.890   |10.93    |~                |    ~     ~    |    1|  751.145   pc  | -10.3816    +10.3816  |paral   |2020yCat.1350....0G
4781|TYC 4051-2372-1                                                                                                                             |Star                              |02 34 26.6732141832 +63 03 30.639469680|134.2955696646475 +02.4820710218653| 28.628 -10.022   |10.66    |~                |    ~     ~    |    1|  248.694   pc  |  -1.0020     +1.0020  |paral   |2020yCat.1350....0G
4782|TYC 4051-2744-1                                                                                                                             |Star                              |02 34 21.0584792856 +62 39 54.954633996|134.4379603821947 +02.1153099433933|  -3.509 -4.942   |10.89    |~                |    ~     ~    |    1| 1198.322   pc  | -19.6729    +19.6729  |paral   |2020yCat.1350....0G
4783|BD+64 332                                                                                                                                   |Star                              |02 34 01.6022042376 +65 22 10.637061168|133.3581133333145 +04.5958158604617|  8.236 -24.952   |9.74     |~                |    ~     ~    |    1|  181.380   pc  |  -0.4441     +0.4441  |paral   |2020yCat.1350....0G
4784|TYC 4054-1428-1                                                                                                                             |Spectroscopic Binary              |02 30 15.8949231072 +64 40 12.251005464|133.2559918861963 +03.7978811520861|   4.365 -2.538   |10.85    |~                |    ~     ~    |    1| 1032.311   pc  | -40.6019    +40.6019  |paral   |2020yCat.1350....0G
4785|TYC 4054-1688-1                                                                                                                             |Star                              |02 32 16.2353412144 +64 36 10.587974976|133.4807465401180 +03.8165250352125|  -3.339 -1.610   |10.46    |~                |    ~     ~    |    1|  520.183   pc  |  -3.6800     +3.6800  |paral   |2020yCat.1350....0G
4786|TYC 4055-7-1                                                                                                                                |Star                              |02 36 11.2327388400 +65 36 55.713318840|133.4688070558758 +04.9096197141614|   -0.872 7.914   |10.26    |~                |    ~     ~    |    1|  252.360   pc  |  -0.8725     +0.8725  |paral   |2020yCat.1350....0G
4787|TYC 4055-28-1                                                                                                                               |Star                              |02 37 12.0169521096 +64 14 03.376050648|134.1156724904534 +03.6835815829075|  16.961 -9.832   |10.72    |~                |    ~     ~    |    1|  733.622   pc  |  -8.4498     +8.4498  |paral   |2020yCat.1350....0G
4788|TYC 4055-1187-1                                                                                                                             |Star                              |02 37 42.6847320672 +64 58 37.607132748|133.8695561846206 +04.3868197973581|   10.874 4.589   |10.89    |~                |    ~     ~    |    1|  426.094   pc  |  -4.0305     +4.0305  |paral   |2020yCat.1350....0G
4789|TYC 4055-1543-1                                                                                                                             |Star                              |02 37 43.5569041584 +65 08 10.845461112|133.8071914217683 +04.5334199829008|   4.265 -6.424   |10.89    |~                |    ~     ~    |    1|  964.506   pc  | -28.5594    +28.5594  |paral   |2020yCat.1350....0G
4790|TYC 4059-382-1                                                                                                                              |Star                              |02 34 57.1625435112 +66 28 15.163588344|133.0160641074502 +05.6473019653555|   -1.573 1.827   |10.54    |~                |    ~     ~    |    1|  330.175   pc  |  -1.3736     +1.3736  |paral   |2020yCat.1350....0G
4791|TYC 4059-501-1                                                                                                                              |Star                              |02 40 57.1190324928 +66 52 38.315009964|133.3991378427244 +06.2577597287049|  -12.325 3.368   |10.49    |~                |    ~     ~    |    1|  440.529   pc  |  -2.8139     +2.8139  |paral   |2020yCat.1350....0G
4792|TYC 4312-436-1                                                                                                                              |Star                              |02 31 12.3980379672 +67 37 01.400530260|132.2341787953161 +06.5652591201069|   4.372 13.356   |10.84    |~                |    ~     ~    |    1|  391.635   pc  |  -3.3590     +3.3590  |paral   |2020yCat.1350....0G
4793|TYC 4312-853-1                                                                                                                              |Spectroscopic Binary              |02 35 03.3398552616 +69 07 55.268959260|131.9756790017848 +08.0998587843666|   -8.587 2.159   |10.89    |~                |    ~     ~    |    1|  541.536   pc  |  -7.0383     +7.0383  |paral   |2020yCat.1350....0G
4794|TYC 4312-909-1                                                                                                                              |Star                              |02 32 27.3628491696 +69 00 01.591075332|131.8111278596948 +07.8884904278162|   0.049 -2.146   |10.66    |~                |    ~     ~    |    1|  932.227   pc  | -12.6881    +12.6881  |paral   |2020yCat.1350....0G
4795|TYC 4312-1282-1                                                                                                                             |Star                              |02 35 03.7877184912 +67 34 56.206358364|132.5890545613529 +06.6744804587021|  -4.574 14.128   |9.88     |~                |    ~     ~    |    1|  392.788   pc  |  -1.9131     +1.9131  |paral   |2020yCat.1350....0G
4796|TYC 4316-918-1                                                                                                                              |Star                              |02 35 52.4387358408 +70 48 33.196978296|131.3702791548884 +09.6683501560084|   -1.293 0.578   |10.14    |~                |    ~     ~    |    1|  782.044   pc  | -14.2501    +14.2501  |paral   |2020yCat.1350....0G
4797|TYC 4316-1422-1                                                                                                                             |Star                              |02 31 52.3831433424 +69 57 53.716560444|131.3903763018764 +08.7599895459706| -4.906 -18.582   |10.45    |~                |    ~     ~    |    1|  204.273   pc  |  -0.5466     +0.5466  |paral   |2020yCat.1350....0G
4798|TYC 4316-1535-1                                                                                                                             |Star                              |02 35 40.1459557320 +69 53 04.410181608|131.7256703495542 +08.8126313805112|   5.083 -6.832   |9.75     |~                |    ~     ~    |    1|  494.780   pc  |  -3.6231     +3.6231  |paral   |2020yCat.1350....0G
4799|TYC 4320-1588-1                                                                                                                             |Star                              |02 31 06.0747935808 +72 01 17.624040924|130.5348707739242 +10.6368647050033|   2.016 -6.748   |9.95     |~                |    ~     ~    |    1|  533.362   pc  |  -4.2956     +4.2956  |paral   |2020yCat.1350....0G
4800|TYC 4320-1794-1                                                                                                                             |Star                              |02 39 41.9667529392 +72 01 54.688831284|131.1503819777767 +10.9096332500126|   4.859 -6.050   |10.89    |~                |    ~     ~    |    1|  918.021   pc  | -10.6188    +10.6188  |paral   |2020yCat.1350....0G
4801|TYC 4324-1519-1                                                                                                                             |Star                              |02 40 18.8020613304 +73 43 56.098328268|130.4723559769228 +12.4756986144775|    2.516 6.021   |10.77    |~                |    ~     ~    |    1|  727.537   pc  |  -6.1929     +6.1929  |paral   |2020yCat.1350....0G
4802|TYC 4495-1199-1                                                                                                                             |Star                              |02 36 05.1919393008 +76 29 29.529390984|129.0492946091817 +14.8788651778701|   2.774 -3.594   |10.91    |~                |    ~     ~    |    1|  702.938   pc  |  -6.2259     +6.2259  |paral   |2020yCat.1350....0G
4803|TYC 4499-212-1                                                                                                                              |Star                              |02 39 49.2578887944 +77 48 05.770342548|128.6825734660148 +16.1573201174719|    3.273 2.471   |10.76    |~                |    ~     ~    |    1|  943.129   pc  | -12.5418    +12.5418  |paral   |2020yCat.1350....0G
4804|TYC 4499-543-1                                                                                                                              |Star                              |02 31 12.2833331064 +78 07 51.627967716|128.1158449145687 +16.2756442152540|   4.350 -2.713   |10.99    |~                |    ~     ~    |    1|  850.268   pc  |  -9.5430     +9.5430  |paral   |2020yCat.1350....0G
4805|TYC 4503-107-1                                                                                                                              |Star                              |02 34 54.4930071720 +80 29 07.448022852|127.2934503577814 +18.5019639482391|  -3.035 -1.081   |10.99    |~                |    ~     ~    |    1| 2189.621   pc  | -58.0127    +58.0127  |paral   |2020yCat.1350....0G
4806|TYC 4503-1353-1                                                                                                                             |Star                              |02 38 38.2448460192 +79 55 49.412737020|127.6883397093400 +18.0631409377099|   2.455 -1.223   |10.85    |~                |    ~     ~    |    1| 1639.613   pc  | -41.4003    +41.4003  |paral   |2020yCat.1350....0G
4807|TYC 4507-268-1                                                                                                                              |Star                              |02 37 19.3436287752 +81 09 05.771121552|127.0941467081298 +19.1481064679378| 10.253 -14.328   |10.96    |~                |    ~     ~    |    1| 1919.017   pc  | -69.2334    +69.2334  |paral   |2020yCat.1350....0G
4808|TYC 4508-2969-1                                                                                                                             |Star                              |02 40 33.1752797640 +75 52 42.782984940|129.5622622267512 +14.4310774542888|-10.654 -11.328   |10.71    |~                |    ~     ~    |    1|  609.088   pc  | -14.0975    +14.0975  |paral   |2020yCat.1350....0G
4809|TYC 4512-2454-1                                                                                                                             |Star                              |02 44 01.0101695640 +77 40 51.294070668|128.9459334519475 +16.1440098631485|    0.710 2.367   |10.80    |~                |    ~     ~    |    1| 2241.650   pc  | -63.8174    +63.8174  |paral   |2020yCat.1350....0G
4810|TYC 4516-1468-1                                                                                                                             |Star                              |02 40 07.5011884224 +79 04 52.588718328|128.1305467513421 +17.3228033502049| -0.178 -14.163   |10.97    |~                |    ~     ~    |    1| 1043.732   pc  | -10.3491    +10.3491  |paral   |2020yCat.1350....0G
4811|TYC 4616-2125-1                                                                                                                             |Star                              |02 39 19.4466879528 +83 24 14.202191376|126.1356020681012 +21.2140545948384| 16.722 -16.264   |10.90    |~                |    ~     ~    |    1|  238.686   pc  |  -0.7235     +0.7235  |paral   |2020yCat.1350....0G
4812|TYC 4620-506-1                                                                                                                              |Star                              |02 39 32.2970666472 +86 06 09.553363236|124.8639497083567 +23.6433899377360| 16.410 -14.048   |10.73    |~                |    ~     ~    |    1|  341.134   pc  |  -1.3499     +1.3499  |paral   |2020yCat.1350....0G
4813|GSC 04620-00568                                                                                                                             |Double or Multiple Star           |02 38 58.939152 +86 10 46.30800        |124.817803476 +23.708284935        |       7.2 -5.7   |10.745   |~                |    ~     ~    |    0|                |                       |        |                   
4814|TYC 4620-684-1                                                                                                                              |High Proper Motion Star           |02 40 09.1709125224 +85 40 12.157967064|125.0831407475059 +23.2601960651812| 90.129 -54.633   |10.98    |~                |    ~     ~    |    1|   95.456   pc  |  -0.1048     +0.1048  |paral   |2020yCat.1350....0G
4815|TYC 4624-261-1                                                                                                                              |Star                              |02 40 31.0149061224 +86 58 43.135821012|124.4519083514947 +24.4345793023548|  -9.260 -2.394   |10.78    |~                |    ~     ~    |    1| 1082.954   pc  | -19.1165    +19.1165  |paral   |2020yCat.1350....0G
4816|TYC 46-332-1                                                                                                                                |Star                              |02 30 21.6474267336 +00 05 09.605793300|168.1281272810403 -53.8695440248845|   11.410 2.688   |10.56    |~                |    ~     ~    |    1|  529.689   pc  |  -6.6495     +6.6495  |paral   |2020yCat.1350....0G
4817|HD 16728A                                                                                                                                   |Star                              |02 42 13.1338337888 +42 41 57.182590203|143.7091648335076 -15.6590568481734|   0.877 -5.804   |8.47     |~                |    ~     ~    |    1|  522.63    pc  | -11.39      +11.39    |paral   |2020yCat.1350....0G
4818|HD 16396A                                                                                                                                   |Star                              |02 38 45.902 +33 25 08.74              |147.351220 -24.313343              |      17.0 -9.5   |7.351    |K2III            |    ~     ~    |    0|                |                       |        |                   
4819|HD 16352A                                                                                                                                   |Star                              |02 37 55.1444984730 +20 03 09.658751798|154.3862314722640 -36.2324093627393|  11.434 -5.012   |9.44     |~                |    ~     ~    |    1|  170.928   pc  |  -3.4475     +3.4475  |paral   |2020yCat.1350....0G
4820|HD 16352B                                                                                                                                   |Star                              |02 37 55.1590527348 +20 03 09.279664470|154.3863574009803 -36.2324727326076|  14.489 -4.802   |9.29     |~                |    ~     ~    |    1|  184.458   pc  |  -7.9923     +7.9923  |paral   |2020yCat.1350....0G
4821|HD 15671B                                                                                                                                   |High Proper Motion Star           |02 32 15.969331 +35 42 27.37893        |144.966973916 -22.812960671        |     57.1 -22.7   |10.31    |~                |    ~     ~    |    0|                |                       |        |                   
4822|HD 16410A                                                                                                                                   |Star                              |02 40 31.9712985768 +61 29 02.784328944|135.5718922890661 +01.3189949166926|  -1.354 -5.391   |8.22     |K0II-III         |    ~     ~    |    1|  443.872   pc  |  -3.9996     +3.9996  |paral   |2020yCat.1350....0G
4823|HD 16410B                                                                                                                                   |Star                              |02 40 31.8480736824 +61 29 01.218670404|135.5718458942810 +01.3184978513879|  -0.807 -5.454   |8.90     |G8III            |    ~     ~    |    1|  386.772   pc  |  -5.3704     +5.3704  |paral   |2020yCat.1350....0G
4824|HD 16511A                                                                                                                                   |Star                              |02 39 50.659 +33 56 57.21              |147.315270 -23.738566              |      4.0 -19.0   |7.668    |~                |    ~     ~    |    0|                |                       |        |                   
4825|HD 236970A                                                                                                                                  |Star                              |02 33 18.3472243342 +56 19 05.003649536|136.7588061545914 -03.7943507334285|  -0.541 -1.588   |9.60     |G5:              |    ~     ~    |    1| 1518.6     pc  |-144.596    +144.596   |paral   |2020yCat.1350....0G
4826|HD 15851                                                                                                                                    |High Proper Motion Star           |02 35 35.6025284616 +61 06 22.745584764|135.1789406098066 +00.7358036681146| 98.377 -76.228   |8.409    |G3V              |    ~     ~    |    1|   48.723   pc  |  -0.1664     +0.1664  |paral   |2020yCat.1350....0G
4827|BD+60 544A                                                                                                                                  |Star                              |02 41 08.1885908256 +61 08 06.985899960|135.7807048514322 +01.0302937718459|  -0.380 -0.291   |9.92     |O9.5IV           |    ~     ~    |    1| 2357.379   pc  | -91.1386    +91.1386  |paral   |2020yCat.1350....0G
4828|BD+60 544B                                                                                                                                  |Star                              |02 41 08.2431377304 +61 08 05.082225756|135.7810217727643 +01.0298564399862|  -0.259 -0.387   |10.67    |B1V              |    ~     ~    |    1| 1965.409   pc  | -84.9823    +84.9823  |paral   |2020yCat.1350....0G
4829|HD 16231                                                                                                                                    |Star                              |02 37 44.4969144048 +46 05 29.299690500|141.4930227311013 -12.9140250804722|  -3.571 -5.747   |9.61     |F                |    ~     ~    |    1|  454.587   pc  |  -3.7197     +3.7197  |paral   |2020yCat.1350....0G
4830|BD+48 735                                                                                                                                   |Star                              |02 42 06.6273751848 +49 24 31.312097172|140.7752748361567 -09.5902954740312|  -3.363 -1.562   |9.269    |K0               |    ~     ~    |    1|  606.171   pc  |  -9.4800     +9.4800  |paral   |2020yCat.1350....0G
4831|HD 16442B                                                                                                                                   |Pulsating Variable                |02 40 25.7366514792 +55 18 34.682894640|138.0802609529715 -04.3238591778021|   1.543 -5.462   |10.08    |~                |    ~     ~    |    1|  653.509   pc  |  -8.7123     +8.7123  |paral   |2020yCat.1350....0G
4832|HD 16442A                                                                                                                                   |Star                              |02 40 25.9395964608 +55 18 33.413485320|138.0808459635011 -04.3239843402955|   1.542 -4.916   |10.10    |~                |    ~     ~    |    1|  739.262   pc  | -12.1325    +12.1325  |paral   |2020yCat.1350....0G
4833|GSC 01223-00372                                                                                                                             |Double or Multiple Star           |02 44 49.385880 +15 43 39.56124        |158.997437753 -39.075721297        |      20.3 -3.5   |10.67    |~                |    ~     ~    |    0|                |                       |        |                   
4834|HD 16480B                                                                                                                                   |Star                              |02 39 00.2382472015 +14 51 39.506012875|158.0624077482588 -40.5604879239446| 23.153 -11.666   |9.53     |F7IV             |    ~     ~    |    1|  274.891   pc  |  -8.4633     +8.4633  |paral   |2020yCat.1350....0G
4835|AG+61 253                                                                                                                                   |Star                              |02 40 44.7754371168 +61 16 49.428608844|135.6784162612553 +01.1434712096021|   1.810 -9.865   |9.83     |F5V              |    ~     ~    |    1|  247.568   pc  |  -0.9377     +0.9377  |paral   |2020yCat.1350....0G
4836|HD 17007B                                                                                                                                   |High Proper Motion Star           |02 44 36.6680553768 +29 27 38.821531356|150.5947025960009 -27.2622893203951| 42.046 -53.520   |8.04     |~                |    ~     ~    |    1|   95.112   pc  |  -0.2253     +0.2253  |paral   |2020yCat.1350....0G
4837|HD 15510B                                                                                                                                   |Star                              |02 31 15.594916 +46 23 41.38284        |140.313826281 -13.080571755        |    -22.1 -16.1   |10.51    |~                |    ~     ~    |    0|                |                       |        |                   
4838|HD 15522B                                                                                                                                   |Star                              |02 32 24.0636209747 +61 48 31.473565973|134.5563964249246 +01.2371485453919| 17.622 -18.045   |10.95    |~                |    ~     ~    |    1|  320.513   pc  |  -6.0301     +6.0301  |paral   |2020yCat.1350....0G
4839|HD 16467B                                                                                                                                   |Star                              |02 38 36.767011 +03 26 36.25872        |167.315886469 -49.961548350        |       34.9 7.9   |10.29    |~                |    ~     ~    |    0|                |                       |        |                   
4840|HD 16461B                                                                                                                                   |Star                              |02 40 21.895059 +52 48 14.86457        |139.101789867 -06.613781111        |     15.3 -12.2   |10.82    |~                |    ~     ~    |    0|                |                       |        |                   
4841|TYC 4316-216-2                                                                                                                              |Star                              |02 30 34.473990 +71 06 57.66762        |130.845424624 +09.783442479        |     31.2 -19.0   |10.78    |~                |    ~     ~    |    0|                |                       |        |                   
4842|TYC 2844-1303-2                                                                                                                             |Star                              |02 30 36.292980 +44 37 31.72068        |140.907822174 -14.757288813        |    -13.8 -15.5   |10.80    |~                |    ~     ~    |    0|                |                       |        |                   
4843|TYC 2844-713-2                                                                                                                              |Star                              |02 30 44.943 +44 40 40.37              |140.911355 -14.699050              |       2.2 -3.6   |10.61    |~                |    ~     ~    |    0|                |                       |        |                   
4844|TYC 3687-778-2                                                                                                                              |Star                              |02 30 52.7120115384 +53 10 20.192838132|137.6344291717379 -06.8371210826471|   5.050 13.389   |9.09     |~                |    ~     ~    |    1|   98.965   pc  |  -0.1498     +0.1498  |paral   |2020yCat.1350....0G
4845|TYC 3299-83-2                                                                                                                               |Star                              |02 31 15.944 +47 02 33.14              |140.059029 -12.482419              |      40.8 -3.7   |9.38     |~                |    ~     ~    |    0|                |                       |        |                   
4846|TYC 2840-1351-2                                                                                                                             |Star                              |02 31 26.869 +42 33 48.65              |141.887373 -16.597294              |      2.4 -14.6   |9.00     |~                |    ~     ~    |    0|                |                       |        |                   
4847|TYC 49-77-2                                                                                                                                 |High Proper Motion Star           |02 31 42.609 +02 44 20.72              |165.853103 -51.577016              |      56.8 18.1   |9.03     |~                |    ~     ~    |    0|                |                       |        |                   
4848|HD 15804A                                                                                                                                   |High Proper Motion Star           |02 32 39.6396833520 +06 19 46.763343984|162.8469334401827 -48.5391694093338| 23.458 -92.535   |9.48     |~                |    ~     ~    |    1|   95.788   pc  |  -0.2285     +0.2285  |paral   |2020yCat.1350....0G
4849|HD 15641B                                                                                                                                   |Star                              |02 33 08.7845275416 +58 27 45.614665695|135.9167750085415 -01.8213869751188| -16.898 -6.991   |8.31     |~                |    ~     ~    |    1|  189.509   pc  |  -1.0702     +1.0702  |paral   |2020yCat.1350....0G
4850|TYC 3299-517-2                                                                                                                              |Star                              |02 33 42.416622 +48 04 32.90394        |140.037000098 -11.370315070        |       -1.5 1.8   |10.65    |~                |    ~     ~    |    0|                |                       |        |                   
4851|NGC 957 153B                       NGC 957 153B                                                                                             |Star                              |02 33 43.511666 +57 36 01.63055        |136.318428681 -02.588331026        |       -3.1 3.8   |12.23    |~                |    ~     ~    |    0|                |                       |        |                   
4852|TYC 642-866-2                                                                                                                               |Star                              |02 34 23.304 +11 48 17.28              |158.974917 -43.745339              |    -12.8 -29.5   |9.94     |~                |    ~     ~    |    0|                |                       |        |                   
4853|BD+40 549B                                                                                                                                  |Star                              |02 34 36.063390 +40 49 32.10883        |143.180023737 -17.954979808        |     19.3 -22.6   |10.69    |~                |    ~     ~    |    0|                |                       |        |                   
4854|TYC 1222-580-2                                                                                                                              |Star                              |02 34 38.652653 +20 28 13.26745        |153.302361959 -36.242022794        |      -7.4 -5.3   |10.79    |~                |    ~     ~    |    0|                |                       |        |                   
4855|TYC 3687-1784-2                                                                                                                             |High Proper Motion Star           |02 34 46.387 +52 45 47.84              |138.337988 -06.989726              |     -3.2 -52.3   |10.22    |~                |    ~     ~    |    0|                |                       |        |                   
4856|HD 16013B                                                                                                                                   |Star                              |02 35 42.1754061329 +44 11 22.536286780|141.9509406283807 -14.7978241079028|   1.038 -5.527   |9.61     |~                |    ~     ~    |    1|  391.129   pc  | -13.3247    +13.3247  |paral   |2020yCat.1350....0G
4857|BD+00 435B                                                                                                                                  |Star                              |02 36 54.131808 +01 05 37.46624        |169.154761506 -52.050936370        |      -1.8 -4.6   |10.47    |~                |    ~     ~    |    0|                |                       |        |                   
4858|BD+36 525B                                                                                                                                  |Star                              |02 37 06.953203 +37 36 01.52071        |145.068441002 -20.686992210        |      5.0 -15.9   |9.79     |~                |    ~     ~    |    0|                |                       |        |                   
4859|TYC 4312-843-2                                                                                                                              |Star                              |02 38 51.107 +69 18 15.03              |132.218078 +08.392212              |      -14.2 2.8   |8.66     |~                |    ~     ~    |    0|                |                       |        |                   
4860|TYC 1219-1611-2                                                                                                                             |Star                              |02 39 16.638 +18 22 11.90              |155.788198 -37.527356              |       16.9 3.4   |10.98    |~                |    ~     ~    |    0|                |                       |        |                   
4861|TYC 1772-495-2                                                                                                                              |Star                              |02 39 20.620 +25 52 18.44              |151.359864 -30.976291              |      -1.2 -0.6   |9.41     |~                |    ~     ~    |    0|                |                       |        |                   
4862|TYC 3300-2010-2                                                                                                                             |Star                              |02 39 33.642647 +48 20 47.15009        |140.836142467 -10.730709528        |     15.0 -10.2   |10.78    |~                |    ~     ~    |    0|                |                       |        |                   
4863|BD+73 151B                                                                                                                                  |High Proper Motion Star           |02 39 50.2314115368 +74 37 41.317752036|130.0591133912131 +13.2765687171163| 37.699 -31.442   |10.84    |~                |    ~     ~    |    1|  129.875   pc  |  -0.2243     +0.2243  |paral   |2020yCat.1350....0G
4864|BD+25 434B                                                                                                                                  |Star                              |02 40 01.030032 +26 27 12.50362        |151.196454041 -30.391956514        |      8.6 -14.0   |10.48    |~                |    ~     ~    |    0|                |                       |        |                   
4865|HD 16638B                                                                                                                                   |High Proper Motion Star           |02 40 42.291777 +26 37 21.19932        |151.261183466 -30.170322578        |       83.1 0.9   |8.96     |G3V              |    ~     ~    |    0|                |                       |        |                   
4866|TYC 50-606-2                                                                                                                                |Star                              |02 40 56.560 +04 52 14.64              |166.657383 -48.481747              |      4.0 -15.7   |8.90     |~                |    ~     ~    |    0|                |                       |        |                   
4867|TYC 642-145-2                                                                                                                               |Star                              |02 41 13.5436 +11 22 44.004            |161.2255206 -43.1822149            |  22.595 -5.265   |10.45    |~                |    ~     ~    |    0|                |                       |        |                   
4868|BD+42 583B                                                                                                                                  |Star                              |02 41 39.715 +42 52 45.46              |143.533195 -15.540130              |       0.3 -6.1   |10.93    |~                |    ~     ~    |    0|                |                       |        |                   
4869|BD+60 546B                                                                                                                                  |Star                              |02 42 02.401715 +61 06 04.70366        |135.894139324 +01.044236671        |      -7.5 -8.3   |10.63    |~                |    ~     ~    |    0|                |                       |        |                   
4870|HD 16728B                                                                                                                                   |Star                              |02 42 13.2381213793 +42 41 57.967716832|143.7093670280942 -15.6587227197010|   0.645 -6.034   |8.94     |~                |    ~     ~    |    1|  498.48    pc  | -16.9465    +16.9465  |paral   |2020yCat.1350....0G
4871|TYC 4047-2294-2                                                                                                                             |Star                              |02 42 34.313 +60 17 56.59              |136.285511 +00.340890              |      -5.0 -1.4   |10.00    |~                |    ~     ~    |    0|                |                       |        |                   
