C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:00:29

dec >=0&rah >=11.75&rah< 12.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2229

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1939|HD 103771                                                                                                |Star                                |11 57 00.9656611896 +04 18 52.401224448|270.9037396199028 +63.7492516893885|  -20.066 1.363    |9.80     |A7II/III          |    ~     ~    |    1|  383.289   pc  | -19.0983    +19.0983  |paral   |2020yCat.1350....0G
1940|HD 103915                                                                                                |Red Giant Branch star Candidate     |11 58 02.8009178040 +04 21 12.170063592|271.3763911133501 +63.9043219424524|-17.939 -10.122    |9.19     |K1III/IV          |    ~     ~    |    1|  766.518   pc  | -37.3095    +37.3095  |paral   |2020yCat.1350....0G
1941|BD+05 2560                                                                                               |High Proper Motion Star             |11 58 03.8619433632 +04 44 19.708498104|270.9710093540712 +64.2466162970883|-95.146 -43.289    |9.73     |G5                |    ~     ~    |    1|   63.144   pc  |  -0.0770     +0.0770  |paral   |2020yCat.1350....0G
1942|HD 103956                                                                                                |Variable Star                       |11 58 19.6189074840 +04 34 23.432221236|271.2826406475126 +64.1312664142730|   -6.464 7.106    |9.91     |F0                |    ~     ~    |    1|  333.578   pc  |  -2.3701     +2.3701  |paral   |2020yCat.1350....0G
1943|HD 103987                                                                                                |High Proper Motion Star             |11 58 30.3240888528 +04 20 24.387953244|271.6206999229802 +63.9458016767894|-20.349 -62.279    |8.42     |G8/K0III          |    ~     ~    |    1|  348.566   pc  |  -4.3253     +4.3253  |paral   |2020yCat.1350....0G
1944|HD 104025                                                                                                |Star                                |11 58 47.5510833600 +04 49 53.143638816|271.2397225340485 +64.4137585668717| -36.765 13.652    |8.42     |F5                |    ~     ~    |    1|  133.982   pc  |  -0.4452     +0.4452  |paral   |2020yCat.1350....0G
1945|HD 103048                                                                                                |Variable Star                       |11 51 55.2870604848 +03 45 44.326441404|269.0346907416500 +62.6495874499025|  -2.066 -6.228    |9.37     |G8V               |    ~     ~    |    1|  565.323   pc  |  -5.7526     +5.7526  |paral   |2020yCat.1350....0G
1946|HD 103408                                                                                                |Star                                |11 54 28.7965484208 +04 02 13.302570048|269.9590621602924 +63.2024970191890|   -4.362 1.834    |8.36     |K0III             |    ~     ~    |    1|  502.058   pc  |  -6.9317     +6.9317  |paral   |2020yCat.1350....0G
1947|BD+04 2542                                                                                               |Star                                |11 54 38.3763664848 +04 10 08.361078240|269.8938237165079 +63.3371733312290| -20.106 -5.071    |10.93    |G0                |    ~     ~    |    1|  981.354   pc  | -17.2387    +17.2387  |paral   |2020yCat.1350....0G
1948|HD 103446                                                                                                |Star                                |11 54 41.6916511872 +03 46 31.065917628|270.3422284254338 +62.9992073977658| -27.200 -3.825    |9.39     |F6V               |    ~     ~    |    1|  180.122   pc  |  -0.5840     +0.5840  |paral   |2020yCat.1350....0G
1949|HD 103695                                                                                                |Star                                |11 56 29.9130694224 +04 03 49.353808680|270.9150257865478 +63.4672053663657|-26.453 -13.515    |8.52     |A7IV              |    ~     ~    |    1|  170.045   pc  |  -0.6708     +0.6708  |paral   |2020yCat.1350....0G
1950|BD+04 2552                                                                                               |Star                                |11 57 55.7988555168 +04 00 31.792444992|271.6803191436325 +63.5857541633311|-20.372 -10.615    |10.08    |G0                |    ~     ~    |    1|  192.991   pc  |  -0.8753     +0.8753  |paral   |2020yCat.1350....0G
1951|HD 104001                                                                                                |Variable Star                       |11 58 39.5574523488 +03 58 14.963463552|272.0829910927231 +63.6357063461943|-32.059 -17.995    |9.70     |F3V               |    ~     ~    |    1|  204.964   pc  |  -1.0797     +1.0797  |paral   |2020yCat.1350....0G
1952|HD 103114                                                                                                |Star                                |11 52 28.3282923720 +03 18 11.799453132|269.7828472432708 +62.3177340926331| -16.009 -4.420    |9.71     |K5                |    ~     ~    |    1|  849.113   pc  | -11.6080    +11.6080  |paral   |2020yCat.1350....0G
1953|HD 103251                                                                                                |Double or Multiple Star             |11 53 24.38640 +03 39 51.4584          |269.84296253 +62.74659289          |    -61.4 -31.0    |9.79     |G3/5(V)           |    ~     ~    |    0|                |                       |        |                   
1954|HD 103262B                                                                                               |High Proper Motion Star             |11 53 32.5524386544 +03 31 03.800852364|270.0627474882321 +62.6349300725741|-64.273 -223.673   |10.83    |~                 |    ~     ~    |    1|   90.603   pc  |  -1.0105     +1.0105  |paral   |2020yCat.1350....0G
1955|HD 103326                                                                                                |Star                                |11 53 58.2970834608 +03 13 51.149659188|270.5652488570446 +62.4348362096539| -34.390 -4.341    |9.64     |K1(III)           |    ~     ~    |    1|  544.692   pc  |  -5.5778     +5.5778  |paral   |2020yCat.1350....0G
1956|HD 103360                                                                                                |Star                                |11 54 08.4221071344 +03 15 25.795939320|270.6181997326935 +62.4780304494024| 29.690 -35.228    |9.89     |K0                |    ~     ~    |    1|  440.121   pc  |  -4.0872     +4.0872  |paral   |2020yCat.1350....0G
1957|HD 103501                                                                                                |Spectroscopic Binary                |11 55 07.1436311832 +03 13 07.176372420|271.1240443409359 +62.5596979749674| -55.027 -5.785    |7.73     |A1/2III           |    ~     ~    |    1|  127.993   pc  |  -3.0651     +3.0651  |paral   |2020yCat.1350....0G
1958|HD 103561                                                                                                |Star                                |11 55 29.7424484904 +03 32 36.078103428|270.9713331789878 +62.8904019428888|  -3.895 -3.446    |9.30     |F0V+(A/F)         |    ~     ~    |    1|  179.112   pc  |  -0.7507     +0.7507  |paral   |2020yCat.1350....0G
1959|TYC 276-1191-1                                                                                           |Star                                |11 55 29.1672363240 +03 32 34.892754072|270.9670465514503 +62.8889825028600|  -3.310 -2.133    |9.95     |F0                |    ~     ~    |    1|  177.318   pc  |  -0.8332     +0.8332  |paral   |2020yCat.1350....0G
1960|HD 103629                                                                                                |Variable Star                       |11 55 59.8368935304 +03 14 18.801790512|271.5252665344332 +62.6796985137882|-13.992 -13.455    |8.87     |A8/9IV/V          |    ~     ~    |    1|  170.765   pc  |  -0.6153     +0.6153  |paral   |2020yCat.1350....0G
1961|BD+04 2548                                                                                               |Variable Star                       |11 56 07.3663751520 +03 14 01.583069280|271.5905664721988 +62.6899983378748|  -10.927 2.175    |10.30    |K0                |    ~     ~    |    1|  617.017   pc  |  -7.0812     +7.0812  |paral   |2020yCat.1350....0G
1962|HD 103945                                                                                                |Variable Star                       |11 58 13.9298065104 +03 28 55.232746140|272.3682516708336 +63.1519985939233|   6.149 -4.021    |6.71     |M0/1III           |    ~     ~    |    1|  436.491   pc  |  -9.6215     +9.6215  |paral   |2020yCat.1350....0G
1963|BD+04 2555                                                                                               |High Proper Motion Star             |11 58 42.6668773392 +03 16 14.204952228|272.8143230285817 +63.0170822542503|-119.237 -12.810   |10.56    |F8                |    ~     ~    |    1|  200.840   pc  |  -0.9358     +0.9358  |paral   |2020yCat.1350....0G
1964|* b Vir                                                                                                  |Star                                |11 59 56.9134992240 +03 39 18.736620984|273.0475602243625 +63.4990075604098| -18.883 -6.935    |5.345    |A0V               |    ~     ~    |    1|   92.051   pc  |  -0.7457     +0.7457  |paral   |2020yCat.1350....0G
1965|HD 103115                                                                                                |High Proper Motion Star             |11 52 25.6980164376 +03 05 41.918200872|269.9796239553888 +62.1303846715247|-107.989 -90.355   |8.52     |G5/6V             |    ~     ~    |    1|   58.519   pc  |  -0.0832     +0.0832  |paral   |2020yCat.1350....0G
1966|HD 103129                                                                                                |Variable Star                       |11 52 35.2876061448 +03 09 07.161522660|269.9951768906248 +62.1995903490199|  -7.304 -3.678    |9.42     |G8(IV)            |    ~     ~    |    1|  370.989   pc  |  -3.2481     +3.2481  |paral   |2020yCat.1350....0G
1967|BD+03 2570                                                                                               |Spectroscopic Binary                |11 54 48.3402345552 +03 06 06.806256984|271.0933737248709 +62.4198620729322|-47.475 -43.922    |10.91    |G5                |    ~     ~    |    1|  156.340   pc  |  -0.6893     +0.6893  |paral   |2020yCat.1350....0G
1968|HD 103832                                                                                                |Star                                |11 57 23.6490724728 +03 03 00.836275824|272.3884754345629 +62.6723161434663| -39.214 -1.100    |9.18     |K0(III)           |    ~     ~    |    1|  402.172   pc  |  -3.3642     +3.3642  |paral   |2020yCat.1350....0G
1969|HD 104100                                                                                                |Star                                |11 59 27.9254629248 +02 53 20.059339884|273.5553062110503 +62.7579972216976| -6.095 -36.479    |9.32     |G8/K0(III)        |    ~     ~    |    1|  481.464   pc  |  -5.8879     +5.8879  |paral   |2020yCat.1350....0G
1970|TYC 275-244-1                                                                                            |Star                                |11 49 03.0634707888 +04 57 52.567703064|266.3211104579210 +63.3115448573669|-16.271 -17.956    |10.62    |~                 |    ~     ~    |    1|  274.937   pc  |  -3.1068     +3.1068  |paral   |2020yCat.1350....0G
1971|TYC 276-9-1                                                                                              |Star                                |11 58 52.4314302312 +04 59 07.903545972|271.1130424364702 +64.5592922843465| -22.103 -5.561    |10.40    |~                 |    ~     ~    |    1|  831.878   pc  | -10.3803    +10.3803  |paral   |2020yCat.1350....0G
1972|TYC 276-34-1                                                                                             |Red Giant Branch star Candidate     |11 58 15.9634347408 +04 53 11.855901588|270.9117457761515 +64.4006149357416|-21.908 -36.360    |10.16    |~                 |    ~     ~    |    1| 1082.720   pc  | -19.9288    +19.9288  |paral   |2020yCat.1350....0G
1973|TYC 276-87-1                                                                                             |Star                                |11 56 51.1661300376 +04 59 17.567419308|270.0851842419756 +64.3211355038798|  7.643 -18.666    |9.70     |~                 |    ~     ~    |    1|  827.815   pc  | -13.7055    +13.7055  |paral   |2020yCat.1350....0G
1974|TYC 276-415-1                                                                                            |High Proper Motion Star             |11 59 50.7880586280 +04 33 35.393634756|272.0682642074958 +64.2948632600156| 24.605 -47.581    |10.50    |~                 |    ~     ~    |    1|  152.931   pc  |  -1.4337     +1.4337  |paral   |2020yCat.1350....0G
1975|TYC 276-755-1                                                                                            |Variable Star                       |11 53 15.8029436232 +03 40 05.973420216|269.7706299826895 +62.7327195558522|  -4.405 -3.092    |10.97    |~                 |    ~     ~    |    1| 1106.195   pc  | -28.8785    +28.8785  |paral   |2020yCat.1350....0G
1976|TYC 276-869-1                                                                                            |Star                                |11 54 23.1936662472 +03 35 33.435431628|270.3866230928758 +62.8020342698775|  -7.943 -9.314    |10.49    |~                 |    ~     ~    |    1| 1064.283   pc  | -25.7122    +25.7122  |paral   |2020yCat.1350....0G
1977|TYC 276-886-1                                                                                            |Variable Star                       |11 50 52.6053516168 +04 29 20.071942908|267.7344788362491 +63.1445043877492| 20.142 -33.154    |10.84    |~                 |    ~     ~    |    1|  181.104   pc  |  -0.5740     +0.5740  |paral   |2020yCat.1350....0G
1978|TYC 276-995-1                                                                                            |Variable Star                       |11 52 02.3389051848 +03 23 31.300737396|269.4863034795502 +62.3422196255132|  -0.355 -2.972    |10.42    |~                 |    ~     ~    |    1|  938.438   pc  | -14.0907    +14.0907  |paral   |2020yCat.1350....0G
1979|TYC 276-1158-1                                                                                           |Star                                |11 57 08.4262498248 +04 25 35.206140540|270.8454900410707 +63.8624728432515|  -2.746 -3.521    |10.56    |~                 |    ~     ~    |    1|  320.195   pc  |  -2.0607     +2.0607  |paral   |2020yCat.1350....0G
1980|TYC 276-1186-1                                                                                           |Variable Star                       |11 57 34.8343217712 +03 13 31.011170412|272.3056418833165 +62.8494323039514| -10.322 -6.096    |10.81    |~                 |    ~     ~    |    1|  366.999   pc  |  -2.1685     +2.1685  |paral   |2020yCat.1350....0G
1981|TYC 279-401-1                                                                                            |Star                                |11 56 30.0472774416 +05 23 28.997483352|269.4503484547113 +64.6300116737419| -13.355 -9.446    |10.19    |~                 |    ~     ~    |    1|  228.118   pc  |  -1.5351     +1.5351  |paral   |2020yCat.1350....0G
1982|TYC 279-445-1                                                                                            |High Proper Motion Star             |11 56 50.6804192208 +05 31 52.251924504|269.4632591456096 +64.7938279535820| 49.936 -38.954    |10.71    |~                 |    ~     ~    |    1|  229.027   pc  |  -1.0910     +1.0910  |paral   |2020yCat.1350....0G
1983|TYC 279-549-1                                                                                            |Star                                |11 59 40.1795933352 +05 07 53.871048552|271.3617444746693 +64.7813247675071|-18.116 -13.555    |10.78    |~                 |    ~     ~    |    1|  227.221   pc  |  -0.9138     +0.9138  |paral   |2020yCat.1350....0G
1984|TYC 279-779-1                                                                                            |High Proper Motion Star             |11 50 25.3016612424 +05 29 02.735918340|266.3480541256652 +63.9329696279360| 64.256 -27.488    |10.37    |~                 |    ~     ~    |    1|  100.953   pc  |  -0.2048     +0.2048  |paral   |2020yCat.1350....0G
1985|TYC 279-794-1                                                                                            |Star                                |11 50 05.1930941712 +05 13 28.639777296|266.5005855271007 +63.6688684402286|-19.550 -19.912    |10.45    |~                 |    ~     ~    |    1|  259.551   pc  |  -1.1452     +1.1452  |paral   |2020yCat.1350....0G
1986|TYC 279-1121-1                                                                                           |Star                                |11 59 15.8808072480 +05 04 25.405511268|271.2166520476086 +64.6829021141103|   7.356 15.160    |10.30    |~                 |    ~     ~    |    1|  300.201   pc  |  -1.4690     +1.4690  |paral   |2020yCat.1350....0G
1987|BD+03 2557                                                                                               |Star                                |11 49 39.2852023152 +02 44 53.799721224|269.0624810880528 +61.4884785043121|-19.585 -12.329    |10.60    |F5                |    ~     ~    |    1|  260.444   pc  |  -3.7036     +3.7036  |paral   |2020yCat.1350....0G
1988|BD+03 2562                                                                                               |Star                                |11 50 15.5526563832 +02 45 36.440623440|269.3253398978852 +61.5734665680175| -17.610 -3.446    |9.58     |K2                |    ~     ~    |    1|  986.291   pc  | -17.8990    +17.8990  |paral   |2020yCat.1350....0G
1989|BD+03 2564                                                                                               |High Proper Motion Star             |11 50 51.5470936008 +02 44 18.211938036|269.6221320622320 +61.6281291425223|-55.946 -25.045    |10.69    |F8                |    ~     ~    |    1|  206.011   pc  |  -0.7767     +0.7767  |paral   |2020yCat.1350....0G
1990|HD 102747                                                                                                |Star                                |11 49 46.7639721168 +02 13 54.667068204|269.6481827651156 +61.0544118749833| 17.051 -15.345    |7.77     |F6V               |    ~     ~    |    1|   61.926   pc  |  -0.0798     +0.0798  |paral   |2020yCat.1350....0G
1991|HD 102746                                                                                                |High Proper Motion Star             |11 49 49.0407472704 +02 21 33.543211608|269.5361277887137 +61.1702002371470| -79.306 12.100    |9.801    |G3V               |    ~     ~    |    1|  114.136   pc  |  -0.2254     +0.2254  |paral   |2020yCat.1350....0G
1992|BD+02 2488                                                                                               |High Proper Motion Star             |11 50 24.6701409720 +02 06 49.141525068|270.0517220973143 +61.0278443429844| 9.800 -138.923    |10.09    |G0                |    ~     ~    |    1|  154.200   pc  |  -0.4399     +0.4399  |paral   |2020yCat.1350....0G
1993|HD 102959                                                                                                |High Proper Motion Star             |11 51 09.6062486184 +01 47 08.862510840|270.7130396450431 +60.8297212706265| -60.022 -7.907    |9.50     |F7V               |    ~     ~    |    1|  191.150   pc  |  -1.4396     +1.4396  |paral   |2020yCat.1350....0G
1994|V* PQ Vir                                                                                                |High Proper Motion Star             |11 49 28.0638195696 +00 36 32.919356268|271.0808809933373 +59.5927700053689|-131.306 -14.053   |9.13     |K0V               |    ~     ~    |    1|   45.893   pc  |  -0.0406     +0.0406  |paral   |2020yCat.1350....0G
1995|HD 102733                                                                                                |Variable Star                       |11 49 46.2567517680 +00 38 20.002040988|271.1856826155075 +59.6545904904155|  -46.984 0.758    |9.97     |F6/8V             |    ~     ~    |    1|  198.036   pc  |  -2.5500     +2.5500  |ST-L    |2020AJ....160...83S
1996|HD 102842                                                                                                |Horizontal Branch Star              |11 50 26.8905533376 +01 00 24.468651432|271.1401591689538 +60.0589323045342|  -5.626 -5.077    |9.55     |G6/8IV/V          |    ~     ~    |    1|  597.504   pc  | -19.9000    +19.9000  |ST-L    |2020AJ....160...83S
1997|NAME Zavijava                      * bet Vir                                                             |High Proper Motion Star             |11 50 41.7185158616 +01 45 53.001539131|270.5242703680889 +60.7559081303963|740.746 -270.927   |3.60     |F9V               |    ~     ~    |    1|   11.0018  pc  |  -0.0234     +0.0234  |paral   |2020yCat.1350....0G
1998|BD+03 2575                                                                                               |Star                                |11 56 14.2588866960 +02 36 38.765465064|272.2633037671521 +62.1496710505148| -5.638 -31.497    |10.59    |F8                |    ~     ~    |    1|  203.550   pc  |  -1.2057     +1.2057  |paral   |2020yCat.1350....0G
1999|BD+03 2565                                                                                               |Star                                |11 51 36.6224231280 +02 27 05.139526284|270.2587059650932 +61.4682067894890|   5.304 -3.975    |10.81    |F8                |    ~     ~    |    1|  259.450   pc  |  -2.2214     +2.2214  |paral   |2020yCat.1350....0G
2000|BD+03 2568                                                                                               |Star                                |11 54 03.7488930048 +02 28 36.670553652|271.3683945923184 +61.7806815505029|   -7.364 8.952    |10.96    |K5                |    ~     ~    |    1|  304.414   pc  |  -1.6124     +1.6124  |paral   |2020yCat.1350....0G
2001|HD 103547                                                                                                |Star                                |11 55 26.2211881176 +02 17 04.710021648|272.1999667588848 +61.7682766789423|  -8.852 14.078    |9.38     |F0V               |    ~     ~    |    1|  290.791   pc  |  -1.7588     +1.7588  |paral   |2020yCat.1350....0G
2002|HD 103752                                                                                                |High Proper Motion Star             |11 56 58.2511704888 +02 24 43.788415320|272.8040049073717 +62.0549360233153|-53.112 -30.190    |8.48     |K2III             |    ~     ~    |    1|  284.042   pc  |  -2.0573     +2.0573  |paral   |2020yCat.1350....0G
2003|BD+03 2581                                                                                               |Variable Star                       |11 58 56.2076233560 +02 26 46.859784648|273.7160152753596 +62.3021597644617|  -14.612 4.115    |10.42    |K2                |    ~     ~    |    1|  673.537   pc  |  -7.5306     +7.5306  |paral   |2020yCat.1350....0G
2004|BD+03 2582                                                                                               |Star                                |11 59 27.5648520624 +02 26 14.098072848|273.9778476897111 +62.3504820248216| -12.416 -4.150    |10.8     |~                 |    ~     ~    |    1|  751.145   pc  | -16.3624    +16.3624  |paral   |2020yCat.1350....0G
2005|BD+02 2491                                                                                               |Star                                |11 53 11.2847208096 +02 07 20.078766192|271.3101653609452 +61.3651237566045| 13.845 -10.084    |10.63    |F5                |    ~     ~    |    1|  445.474   pc  |  -4.8421     +4.8421  |paral   |2020yCat.1350....0G
2006|HD 104101                                                                                                |Star                                |11 59 23.9413519608 +01 49 36.156255600|274.5060638166354 +61.7921055737076|-18.435 -42.147    |6.79     |K3III             |    ~     ~    |    1|  319.673   pc  |  -2.5956     +2.5956  |paral   |2020yCat.1350....0G
2007|BD+02 2492                                                                                               |Star                                |11 54 42.9701141856 +01 30 31.532343732|272.5974479562662 +60.9948460538346|-18.886 -24.179    |10.06    |K0                |    ~     ~    |    1|  200.152   pc  |  -0.6770     +0.6770  |paral   |2020yCat.1350....0G
2008|HD 103485                                                                                                |Star                                |11 55 03.8558928888 +01 19 01.998581484|272.9339249020129 +60.8624636759231|  -22.876 6.436    |8.26     |K3(III)           |    ~     ~    |    1|  747.440   pc  | -12.9611    +12.9611  |paral   |2020yCat.1350....0G
2009|BD+02 2495                                                                                               |Star                                |11 55 41.6175505920 +01 18 58.559294844|273.2247149646967 +60.9313106502052|-15.257 -23.127    |10.35    |K0                |    ~     ~    |    1|  623.830   pc  |  -7.1217     +7.1217  |paral   |2020yCat.1350....0G
2010|HD 104054                                                                                                |Star                                |11 59 04.7970724584 +01 36 38.821034880|274.5466026378902 +61.5627335987841|   2.048 -4.202    |10.08    |B9III             |    ~     ~    |    1|  394.602   pc  |  -3.4256     +3.4256  |paral   |2020yCat.1350....0G
2011|HD 104182                                                                                                |Star                                |11 59 59.0587089480 +01 12 41.240722176|275.3248917523105 +61.2943960046883|-10.942 -35.877    |9.47     |F3V               |    ~     ~    |    1|  215.671   pc  |  -4.6839     +4.6839  |paral   |2020yCat.1350....0G
2012|BD+01 2620                                                                                               |Star                                |11 52 14.6311137144 +00 16 25.677473232|272.6036756534689 +59.6138932889114| -25.030 -7.191    |10.48    |G                 |    ~     ~    |    1|  281.994   pc  |  -4.6240     +4.6240  |ST-L    |2020AJ....160...83S
2013|HD 103084                                                                                                |Star                                |11 52 15.3784263024 +00 14 50.133345396|272.6327354251999 +59.5915804982021|   -4.791 6.555    |9.87     |F0/2V             |    ~     ~    |    1|  208.367   pc  |  -2.8040     +2.8040  |ST-L    |2020AJ....160...83S
2014|HD 103274                                                                                                |High Proper Motion Star             |11 53 35.5691590464 +01 04 36.736043736|272.4825341386994 +60.4827899275601| -42.596 33.413    |9.37     |G1V               |    ~     ~    |    1|  140.376   pc  |  -4.6407     +4.6407  |paral   |2020yCat.1350....0G
2015|V* IQ Vir                                                                                                |delta Sct Variable                  |11 53 50.2771118328 +00 33 07.613102160|273.0660796122907 +60.0408154102128|  -41.920 3.197    |6.290    |A9V               |    ~     ~    |    1|  123.498   pc  |  -0.5048     +0.5048  |paral   |2020yCat.1350....0G
2016|BD+01 2625                                                                                               |Star                                |11 54 04.7958382848 +00 20 20.784429384|273.3622430551376 +59.8763501148983|  -7.600 30.342    |10.19    |G5                |    ~     ~    |    1|  221.051   pc  |  -3.1210     +3.1210  |ST-L    |2020AJ....160...83S
2017|BD+01 2626                                                                                               |Red Giant Branch star               |11 54 09.1452271896 +00 58 48.987273180|272.8241140278279 +60.4592465370318|  -8.975 -5.377    |9.96     |~                 |    ~     ~    |    1|  808.865   pc  | -13.2815    +13.2815  |paral   |2020yCat.1350....0G
2018|BD+01 2627                                                                                               |Spectroscopic Binary                |11 55 10.3893748056 +00 36 08.649172764|273.6238462335592 +60.2326698407885| -38.924 25.375    |10.76    |G0                |    ~     ~    |    1|  489.141   pc  | -13.9727    +13.9727  |paral   |2020yCat.1350....0G
2019|HD 103548                                                                                                |High Proper Motion Star             |11 55 23.8892591112 +01 05 45.295931292|273.2879227397798 +60.7009660069241|-49.330 -34.197    |7.14     |F2IV              |    ~     ~    |    1|   81.076   pc  |  -0.1584     +0.1584  |paral   |2020yCat.1350....0G
2020|TYC 273-480-1                                                                                            |Star                                |11 55 27.9458280120 +01 07 33.237463080|273.2919565021610 +60.7353275558082| -2.159 -12.565    |10.93    |G0                |    ~     ~    |    1|  212.734   pc  |  -1.1767     +1.1767  |paral   |2020yCat.1350....0G
2021|HD 103630                                                                                                |Double or Multiple Star             |11 56 03.7307938248 +00 58 42.123883224|273.6977898968152 +60.6678802901717|    2.898 6.475    |9.715    |K2                |    ~     ~    |    1|  650.984   pc  | -19.0600    +19.0600  |ST-L    |2020AJ....160...83S
2022|HD 103772                                                                                                |Eclipsing Binary                    |11 57 02.7595721232 +00 37 28.229736540|274.4588945031356 +60.4539552434725| -17.367 -6.491    |9.46     |F0/2V             |    ~     ~    |    1|  271.341   pc  |  -2.8935     +2.8935  |paral   |2020yCat.1350....0G
2023|HD 103946                                                                                                |Horizontal Branch Star              |11 58 12.9512639304 +00 52 09.117372216|274.7888355110656 +60.7992160999022|-30.483 -44.212    |7.39     |G8III/IV          |    ~     ~    |    1|  200.961   pc  |  -1.0339     +1.0339  |paral   |2020yCat.1350....0G
2024|HD 104002                                                                                                |Star                                |11 58 33.9021919728 +00 52 19.713962928|274.9488773464585 +60.8384388021995|   -6.545 2.264    |9.60     |K0IV              |    ~     ~    |    1|  582.106   pc  |  -7.4208     +7.4208  |paral   |2020yCat.1350....0G
2025|HD 104055                                                                                                |High Proper Motion Star             |11 59 03.3373740552 +00 31 50.448886860|275.4660331507583 +60.5784031114509| -66.046 29.996    |6.176    |K2/3III           |    ~     ~    |    1|  222.469   pc  |  -2.8359     +2.8359  |paral   |2020yCat.1350....0G
2026|HD 104183                                                                                                |High Proper Motion Star             |11 59 56.7195846600 +00 54 12.366152856|275.5687437150661 +61.0095641287492|-46.970 -45.624    |9.94     |K0/1III           |    ~     ~    |    1|  202.589   pc  |  -0.7798     +0.7798  |paral   |2020yCat.1350....0G
2027|BD+00 2851                                                                                               |Star                                |11 53 01.6645750200 +00 03 02.980067508|273.1460760946989 +59.5016561559764|  -2.802 -3.624    |10.35    |K5                |    ~     ~    |    1| 2157.140   pc  |-245.1000   +245.1000  |ST-L    |2020AJ....160...83S
2028|HD 103833                                                                                                |High Proper Motion Star             |11 57 24.0201824808 +00 06 49.722123420|275.0532285100598 +60.0277659137651| 21.125 -92.357    |9.98     |K1(V)             |    ~     ~    |    1|   51.668   pc  |  -0.4676     +0.4676  |ST-L    |2020AJ....160...83S
2029|HD 104089                                                                                                |Star                                |11 59 18.9489432984 +00 01 11.225150040|276.0063665747045 +60.1381366244675|-11.357 -20.167    |9.24     |F0/2V             |    ~     ~    |    1|  245.767   pc  |  -1.2865     +1.2865  |paral   |2020yCat.1350....0G
2030|HD 104114                                                                                                |High Proper Motion Star             |11 59 33.3455901024 +00 09 51.934356972|275.9995172161215 +60.2946865690917| 44.336 -26.159    |9.58     |G1V               |    ~     ~    |    1|  105.275   pc  |  -0.2372     +0.2372  |paral   |2020yCat.1350....0G
2031|TYC 272-17-1                                                                                             |High Proper Motion Star             |11 49 45.2299275936 +02 26 06.577756332|269.4301457366223 +61.2284830375248| 37.094 -56.696    |10.76    |~                 |    ~     ~    |    1|  145.298   pc  |  -0.3378     +0.3378  |paral   |2020yCat.1350....0G
2032|TYC 272-572-1                                                                                            |High Proper Motion Star             |11 49 48.8727114816 +01 26 34.505047212|270.4436115096829 +60.3680516642383|  0.631 -87.159    |10.50    |G1V               |    ~     ~    |    1|  203.347   pc  |  -0.8394     +0.8394  |paral   |2020yCat.1350....0G
2033|TYC 273-2-1                                                                                              |Variable Star                       |11 56 02.0579465640 +02 18 24.688754172|272.4601618209920 +61.8557297462176|   -6.837 3.877    |10.84    |~                 |    ~     ~    |    1| 1233.350   pc  | -25.0990    +25.0990  |paral   |2020yCat.1350....0G
2034|TYC 273-20-1                                                                                             |Star                                |11 55 37.0202230392 +02 20 28.664988216|272.2301479048970 +61.8391827813058|   -7.786 2.483    |10.55    |~                 |    ~     ~    |    1|  712.149   pc  | -10.4981    +10.4981  |paral   |2020yCat.1350....0G
2035|TYC 273-70-1                                                                                             |Star                                |11 55 21.5957889648 +02 09 00.990941184|272.2926182367950 +61.6398386818809|-35.682 -23.859    |10.45    |~                 |    ~     ~    |    1|  304.025   pc  |  -1.4974     +1.4974  |paral   |2020yCat.1350....0G
2036|TYC 273-150-1                                                                                            |Star                                |11 52 19.0644658488 +00 52 38.939908476|272.0915918303558 +60.1604971538944|-25.837 -11.808    |10.25    |~                 |    ~     ~    |    1|  269.564   pc  |  -1.1045     +1.1045  |paral   |2020yCat.1350....0G
2037|TYC 273-160-1                                                                                            |Star                                |11 59 56.0318013456 +01 58 19.801469388|274.6324567972986 +61.9804383500656|-13.840 -14.980    |10.78    |~                 |    ~     ~    |    1|  234.296   pc  |  -1.2845     +1.2845  |paral   |2020yCat.1350....0G
2038|TYC 273-230-1                                                                                            |High Proper Motion Star             |11 58 24.1425279960 +01 24 56.901034404|274.3988948298394 +61.3143314981680| 33.729 -90.137    |10.55    |~                 |    ~     ~    |    1|  122.140   pc  |  -2.7703     +2.7703  |paral   |2020yCat.1350....0G
2039|TYC 273-292-1                                                                                            |Star                                |11 59 20.6222124672 +00 05 14.863160148|275.9643198590466 +60.2028775101112|  0.387 -10.812    |10.82    |~                 |    ~     ~    |    1|  442.321   pc  |  -4.1282     +4.1282  |paral   |2020yCat.1350....0G
2040|TYC 273-507-1                                                                                            |Star                                |11 58 20.5002432096 +00 59 39.628324068|274.7394561791201 +60.9259896509637| -9.351 -25.702    |10.53    |~                 |    ~     ~    |    1|  260.180   pc  |  -1.6111     +1.6111  |paral   |2020yCat.1350....0G
