C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:37

dec >=0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2296

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |    ang. size    |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|-----------------|-----|----------------|-----------------------|--------|-------------------
2037|HD 101042                                                                                                |Star                                |11 37 44.6303039520 +03 50 38.395931568|262.6435827976086 +60.8141521279839|-29.614 -33.277   |9.48     |F6V             |    ~     ~      |    1|  130.171   pc  |  -0.3270     +0.3270  |paral   |2020yCat.1350....0G
2038|BD+04 2507                                                                                               |Star                                |11 39 36.7465781376 +04 09 52.757776440|263.0514181506990 +61.3443309517198| -7.937 -17.802   |10.27    |F5              |    ~     ~      |    1|  258.371   pc  | -17.8304    +17.8304  |paral   |2020yCat.1350....0G
2039|BD+04 2509                                                                                               |Variable Star                       |11 40 00.4593215568 +03 54 08.575714872|263.5304887899714 +61.1847888851084|  -34.974 3.995   |10.04    |F0              |    ~     ~      |    1|  333.734   pc  | -21.7633    +21.7633  |paral   |2020yCat.1350....0G
2040|HD 101092                                                                                                |Star                                |11 38 05.0720881656 +03 37 18.859118088|263.0469980449017 +60.6811527914028|  -40.060 0.924   |8.30     |K0III           |    ~     ~      |    1|  313.048   pc  |  -2.1952     +2.1952  |paral   |2020yCat.1350....0G
2041|BD+03 2528                                                                                               |Variable Star                       |11 39 43.9138554024 +03 02 01.695549660|264.4120322774729 +60.4269616854796|   -9.736 8.498   |10.62    |K0              |    ~     ~      |    1|  642.343   pc  |  -7.5507     +7.5507  |paral   |2020yCat.1350....0G
2042|BD+06 2483                                                                                               |Star                                |11 41 54.1187985672 +05 27 17.468773668|262.4600929776211 +62.7274701335974|   3.447 -0.829   |10.24    |K0              |    ~     ~      |    1|  893.815   pc  | -13.9009    +13.9009  |paral   |2020yCat.1350....0G
2043|HD 101729                                                                                                |Star                                |11 42 27.4827304512 +05 30 19.623430296|262.6426811044063 +62.8488713875934| -14.679 -8.203   |8.46     |K0              |    ~     ~      |    1|  217.685   pc  |  -1.2605     +1.2605  |paral   |2020yCat.1350....0G
2044|HD 101982                                                                                                |Star                                |11 44 19.3325671656 +05 26 00.407434200|263.5697514006075 +63.0554857376253| 13.460 -31.171   |9.70     |F8              |    ~     ~      |    1|  180.089   pc  |  -0.6130     +0.6130  |paral   |2020yCat.1350....0G
2045|BD+06 2482                                                                                               |Star                                |11 41 45.5924606496 +05 11 37.388099436|262.7258119602055 +62.4940183615158|  -9.334 -0.920   |9.83     |G5              |    ~     ~      |    1|  734.322   pc  |  -9.4904     +9.4904  |paral   |2020yCat.1350....0G
2046|HD 101443                                                                                                |Spectroscopic Binary                |11 40 29.2617810264 +05 08 23.790227784|262.2363730382926 +62.2665553891238|    8.117 0.163   |7.51     |F5              |    ~     ~      |    1|  155.737   pc  |  -0.6912     +0.6912  |paral   |2020yCat.1350....0G
2047|HD 101513                                                                                                |High Proper Motion Star             |11 40 56.9494646232 +04 57 12.442144716|262.6693536357324 +62.1812937376918| -48.239 34.282   |8.27     |F2              |    ~     ~      |    1|  109.132   pc  |  -0.3049     +0.3049  |paral   |2020yCat.1350....0G
2048|HD 101621                                                                                                |Spectroscopic Binary                |11 41 38.2058689560 +04 35 26.031231888|263.4131908267040 +61.9819354142350| -32.633 -4.651   |8.01     |F0              |    ~     ~      |    1|  173.175   pc  |  -8.1962     +8.1962  |paral   |2020yCat.1350....0G
2049|BD+05 2529                                                                                               |Spectroscopic Binary                |11 41 49.5815862882 +05 08 26.563091663|262.8211938853322 +62.4602389150848|230.643 -469.130  |9.585    |K4V             |    ~     ~      |    1|   31.4842  pc  |  -0.3779     +0.3779  |paral   |2020yCat.1350....0G
2050|HD 101690                                                                                                |High Proper Motion Star             |11 42 07.3342579584 +04 44 50.430501816|263.4355940632415 +62.1796772342839|-229.631 33.539   |7.34     |G0              |    ~     ~      |    1|   38.165   pc  |  -0.0393     +0.0393  |paral   |2020yCat.1350....0G
2051|BD+05 2532                                                                                               |Variable Star                       |11 42 38.9729864616 +05 02 31.973801856|263.3069255801006 +62.4969060928985| 17.367 -29.015   |10.09    |K0              |    ~     ~      |    1|  975.134   pc  | -17.7816    +17.7816  |paral   |2020yCat.1350....0G
2052|HD 101844                                                                                                |Star                                |11 43 21.9357058128 +04 22 59.413324116|264.4211929814603 +62.0525425809542|  -24.918 1.163   |9.83     |A8V             |    ~     ~      |    1|  345.531   pc  |  -2.4595     +2.4595  |paral   |2020yCat.1350....0G
2053|HD 101983                                                                                                |Star                                |11 44 15.2432220336 +04 16 46.956229428|264.9373623623569 +62.0887031563509| -19.563 13.936   |9.48     |G8III           |    ~     ~      |    1|  569.638   pc  |  -5.6785     +5.6785  |paral   |2020yCat.1350....0G
2054|HD 101608                                                                                                |High Proper Motion Star             |11 41 33.3983069136 +03 51 01.790242992|264.2560997747915 +61.3589415150186| -94.537 -3.689   |8.73     |G3V             |    ~     ~      |    1|   90.789   pc  |  -0.1558     +0.1558  |paral   |2020yCat.1350....0G
2055|BD+04 2519                                                                                               |Star                                |11 43 59.7014425200 +04 06 43.522785612|265.0183271133320 +61.9131384665210|  -2.011 -9.670   |9.72     |K5              |    ~     ~      |    1|  431.760   pc  |  -3.4860     +3.4860  |paral   |2020yCat.1350....0G
2056|HD 101873                                                                                                |Star                                |11 43 31.1076641304 +03 13 46.639476408|265.8138159208095 +61.1075749630058| -6.357 -30.461   |9.48     |G6V             |    ~     ~      |    1|  204.169   pc  |  -2.0634     +2.0634  |paral   |2020yCat.1350....0G
2057|HD 102068                                                                                                |High Proper Motion Star             |11 44 49.6731673536 +03 34 24.497737428|266.0037753919658 +61.5731040145668| 39.895 -45.208   |10.27    |F3/5V           |    ~     ~      |    1|  174.080   pc  |  -0.5424     +0.5424  |paral   |2020yCat.1350....0G
2058|BD+03 2530                                                                                               |High Proper Motion Star             |11 40 10.7845279512 +03 03 08.598894840|264.5799605445692 +60.5043756962942|-17.355 -50.232   |10.48    |G5              |    ~     ~      |    1|  146.182   pc  |  -0.3654     +0.3654  |paral   |2020yCat.1350....0G
2059|BD+03 2531                                                                                               |Variable Star                       |11 41 10.6896980376 +03 01 59.374820028|265.0249853347701 +60.6254821247187|  -11.282 9.112   |10.18    |K0              |    ~     ~      |    1|  764.351   pc  |  -9.1724     +9.1724  |paral   |2020yCat.1350....0G
2060|HD 101609                                                                                                |High Proper Motion Star             |11 41 30.5560549152 +03 00 23.598808308|265.1958148995049 +60.6483768344400|-59.854 -18.381   |9.51     |G8IV            |    ~     ~      |    1|  241.704   pc  |  -1.1158     +1.1158  |paral   |2020yCat.1350....0G
2061|HD 101622                                                                                                |High Proper Motion Star             |11 41 40.8856981056 +02 52 14.344504536|265.4199173314469 +60.5577291377332| -51.287 -2.318   |8.87     |K1III           |    ~     ~      |    1|  376.534   pc  |  -3.1617     +3.1617  |paral   |2020yCat.1350....0G
2062|HD 101691                                                                                                |High Proper Motion Star             |11 42 09.0958611576 +02 52 42.150353160|265.6124104053607 +60.6277842041986|  -59.805 3.358   |8.64     |A9/F0V          |    ~     ~      |    1|  165.645   pc  |  -0.6366     +0.6366  |paral   |2020yCat.1350....0G
2063|HD 101831                                                                                                |Star                                |11 43 15.6382449336 +02 57 17.561295108|266.0057718824149 +60.8412061420685|-18.589 -17.210   |10.05    |G0/2V           |    ~     ~      |    1|  215.564   pc  |  -0.7807     +0.7807  |paral   |2020yCat.1350....0G
2064|HD 102046                                                                                                |High Proper Motion Star             |11 44 40.1256004824 +02 51 56.145398220|266.7157690488407 +60.9522222083225| 54.058 -56.713   |9.77     |G2(V)           |    ~     ~      |    1|  161.275   pc  |  -1.6386     +1.6386  |paral   |2020yCat.1350....0G
2065|HD 102083                                                                                                |Emission-line Star                  |11 44 59.1660601128 +03 04 16.923439164|266.6307759131391 +61.1688504071376|-35.100 -10.165   |8.58     |A8/9V           |    ~     ~      |    1|  148.560   pc  |  -0.5297     +0.5297  |paral   |2020yCat.1350....0G
2066|TYC 274-335-1                                                                                            |Star                                |11 38 14.1526073784 +02 51 47.473804692|263.9789227986018 +60.0770498998895| -22.061 -8.151   |10.81    |~               |    ~     ~      |    1|  421.159   pc  |  -3.4588     +3.4588  |paral   |2020yCat.1350....0G
2067|TYC 274-392-1                                                                                            |Spectroscopic Binary                |11 39 35.7970107408 +04 44 28.862483748|262.3460056860814 +61.8132443101384|  -47.412 8.731   |10.52    |~               |    ~     ~      |    1|  427.807   pc  | -15.3187    +15.3187  |paral   |2020yCat.1350....0G
2068|TYC 275-72-1                                                                                             |High Proper Motion Star             |11 42 46.1483700144 +02 49 34.208875560|265.9348465179698 +60.6667783899900|  -57.606 0.654   |10.43    |~               |    ~     ~      |    1|  142.485   pc  |  -1.1227     +1.1227  |paral   |2020yCat.1350....0G
2069|TYC 275-314-1                                                                                            |Variable Star                       |11 41 16.0561233096 +04 39 58.536847512|263.1604072002897 +61.9917402775763| 19.180 -25.993   |10.65    |~               |    ~     ~      |    1|  253.852   pc  |  -1.4886     +1.4886  |paral   |2020yCat.1350....0G
2070|TYC 275-510-1                                                                                            |Star                                |11 42 02.2925184288 +04 45 18.776819340|263.3891001585835 +62.1742589937553| -9.684 -25.844   |10.66    |~               |    ~     ~      |    1|  280.073   pc  | -10.5895    +10.5895  |paral   |2020yCat.1350....0G
2071|TYC 275-649-1                                                                                            |Star                                |11 44 31.7112582984 +03 52 32.744042508|265.5278136039151 +61.7875244990889|-37.560 -22.381   |10.84    |~               |    ~     ~      |    1|  380.069   pc  |  -3.3513     +3.3513  |paral   |2020yCat.1350....0G
2072|TYC 275-664-1                                                                                            |Star                                |11 43 47.5127954448 +04 16 18.407775684|264.7414402792359 +62.0186425917800| -15.832 25.049   |10.21    |~               |    ~     ~      |    1|  239.429   pc  |  -1.2726     +1.2726  |paral   |2020yCat.1350....0G
2073|TYC 275-753-1                                                                                            |Star                                |11 43 40.6138388208 +03 27 58.728991932|265.6179101242906 +61.3282316784130| -44.282 -9.775   |10.64    |~               |    ~     ~      |    1|  160.578   pc  |  -0.5853     +0.5853  |paral   |2020yCat.1350....0G
2074|TYC 275-831-1                                                                                            |Variable Star                       |11 41 11.5202898936 +03 54 31.006987092|264.0309995748729 +61.3563132148838| -12.649 18.646   |10.90    |~               |    ~     ~      |    1|  272.227   pc  |  -4.5947     +4.5947  |paral   |2020yCat.1350....0G
2075|TYC 275-833-1                                                                                            |Star                                |11 40 00.6824141808 +04 00 36.900867888|263.4049961312497 +61.2741658399790|  -37.298 3.038   |10.67    |~               |    ~     ~      |    1|  289.696   pc  |  -1.7540     +1.7540  |paral   |2020yCat.1350....0G
2076|TYC 275-1077-1                                                                                           |Star                                |11 43 24.4983610464 +03 35 33.051867396|265.3576444006970 +61.3979438441586|  7.934 -28.187   |10.17    |~               |    ~     ~      |    1|  567.505   pc  |  -4.6377     +4.6377  |paral   |2020yCat.1350....0G
2077|BD+03 2529                                                                                               |Star                                |11 39 48.5710220040 +02 33 51.962791752|264.9661061238856 +60.0461298697998|  -9.450 -3.900   |10.56    |K0              |    ~     ~      |    1|  565.387   pc  |  -6.2334     +6.2334  |paral   |2020yCat.1350....0G
2078|BD+03 2526                                                                                               |High Proper Motion Star             |11 38 25.1343044304 +02 21 54.801721728|264.6067078105936 +59.6886746413493| 38.658 -73.679   |9.75     |G0              |    ~     ~      |    1|  178.123   pc  |  -0.7646     +0.7646  |paral   |2020yCat.1350....0G
2079|BD+02 2453                                                                                               |Long-Period Variable Candidate      |11 37 43.0919805336 +02 10 26.262656184|264.5275028874611 +59.4325318367396|  -16.460 0.399   |9.39     |M2              |    ~     ~      |    1|  910.498   pc  | -33.6577    +33.6577  |paral   |2020yCat.1350....0G
2080|HD 101113                                                                                                |Star                                |11 38 09.3992560128 +01 55 34.890241836|264.9743884562289 +59.2861256270464|-12.909 -20.038   |9.26     |F7/8V           |    ~     ~      |    1|   94.506   pc  |  -0.1474     +0.1474  |paral   |2020yCat.1350....0G
2081|HD 101292                                                                                                |Star                                |11 39 24.6169963464 +01 25 22.361898936|266.0197788290179 +59.0322993119622|  7.393 -45.594   |10.08    |B9/A0V          |    ~     ~      |    1|  824.810   pc  | -19.7971    +19.7971  |paral   |2020yCat.1350....0G
2082|HD 101291                                                                                                |High Proper Motion Star             |11 39 24.8141087136 +01 32 43.375013448|265.8934495950421 +59.1361990742611|-73.897 -20.324   |9.71     |F6/7V           |    ~     ~      |    1|  182.922   pc  |  -0.6859     +0.6859  |paral   |2020yCat.1350....0G
2083|BD+02 2458                                                                                               |Variable Star                       |11 39 28.2420811992 +01 42 34.551383688|265.7446353916140 +59.2823753094296|-18.988 -14.941   |10.16    |F2              |    ~     ~      |    1|  294.533   pc  |  -1.8738     +1.8738  |paral   |2020yCat.1350....0G
2084|BD+01 2593                                                                                               |Star                                |11 38 28.4617715136 +00 31 02.882128908|266.5623158741702 +58.1409227326032| -22.330 13.007   |9.91     |K0              |    ~     ~      |    1|  673.900   pc  |  -6.5396     +6.5396  |paral   |2020yCat.1350....0G
2085|HD 101280                                                                                                |High Proper Motion Star             |11 39 16.1914189008 +00 58 14.112632208|266.4273627051807 +58.6306747106223|  -53.432 0.277   |9.39     |K2III           |    ~     ~      |    1|  358.796   pc  |  -2.9094     +2.9094  |paral   |2020yCat.1350....0G
2086|BD+01 2596                                                                                               |Spectroscopic Binary                |11 39 35.3610200904 +00 24 05.791907736|267.1274632103982 +58.1883840561574|  -29.590 7.969   |10.40    |K0              |    ~     ~      |    1|  612.107   pc  |  -7.9431     +7.9431  |paral   |2020yCat.1350....0G
2087|BD+03 2540                                                                                               |Star                                |11 42 27.3403707672 +02 47 25.652678712|265.8392799620637 +60.5946322426253|  2.878 -13.940   |10.41    |F8              |    ~     ~      |    1|  171.013   pc  |  -0.6493     +0.6493  |paral   |2020yCat.1350....0G
2088|BD+03 2534                                                                                               |Star                                |11 41 38.2188398280 +02 18 58.766103468|266.0043417306941 +60.0847887902297|   -8.900 3.935   |10.14    |G5              |    ~     ~      |    1|  412.780   pc  |  -2.6240     +2.6240  |paral   |2020yCat.1350....0G
2089|HD 101692                                                                                                |Star                                |11 42 07.2134539296 +02 26 34.111644612|266.0734227710273 +60.2562173978179|-15.540 -17.452   |9.67     |K0/1            |    ~     ~      |    1|  472.679   pc  |  -3.7759     +3.7759  |paral   |2020yCat.1350....0G
2090|HD 101730                                                                                                |High Proper Motion Star             |11 42 25.5414003696 +02 21 43.590611376|266.2901537065702 +60.2285995805300|-56.113 -33.678   |6.95     |F5V             |    ~     ~      |    1|   85.671   pc  |  -0.1828     +0.1828  |paral   |2020yCat.1350....0G
2091|BD+02 2465                                                                                               |Star                                |11 41 37.3120084728 +01 55 24.935643588|266.4152021616248 +59.7503625266313|  3.649 -11.793   |10.15    |K0              |    ~     ~      |    1|  716.025   pc  |  -7.3828     +7.3828  |paral   |2020yCat.1350....0G
2092|HD 101798                                                                                                |Star                                |11 42 58.1472411144 +02 03 17.519623452|266.8474729327455 +60.0393758000680|  -10.815 4.726   |9.41     |G8IV            |    ~     ~      |    1|  254.175   pc  |  -1.1887     +1.1887  |paral   |2020yCat.1350....0G
2093|BD+02 2471                                                                                               |Star                                |11 43 31.7418620976 +01 55 18.999023916|267.2251181662851 +59.9990517439501|-30.721 -20.661   |10.01    |K0              |    ~     ~      |    1|  395.632   pc  |  -3.3496     +3.3496  |paral   |2020yCat.1350....0G
2094|BD+02 2472                                                                                               |Variable Star                       |11 43 53.6734289616 +01 47 03.201204804|267.5236912148762 +59.9285259967168|  -5.010 -3.169   |9.92     |A5              |    ~     ~      |    1|  453.063   pc  |  -5.5422     +5.5422  |paral   |2020yCat.1350....0G
2095|HD 101426                                                                                                |High Proper Motion Star             |11 40 22.2426335952 +01 35 56.799514896|266.2325298977612 +59.3093943457326|-54.207 -10.684   |8.93     |G1V             |    ~     ~      |    1|  130.002   pc  |  -0.9701     +0.9701  |paral   |2020yCat.1350....0G
2096|BD+02 2462                                                                                               |Star                                |11 40 44.4987353688 +01 32 42.147862044|266.4426933530963 +59.3127699808240|  -2.558 -1.376   |10.09    |K5              |    ~     ~      |    1|  789.578   pc  | -16.2716    +16.2716  |paral   |2020yCat.1350....0G
2097|BD+02 2466                                                                                               |Star                                |11 42 04.3436611272 +01 14 55.219336044|267.3010655528636 +59.2346376393842|  -45.496 5.880   |9.55     |K2              |    ~     ~      |    1|  238.550   pc  |  -0.9788     +0.9788  |paral   |2020yCat.1350....0G
2098|HD 101445                                                                                                |Double or Multiple Star             |11 40 24.0798195864 +00 57 07.787382732|266.9088352712348 +58.7639230003255|   3.368 -5.967   |6.90     |A8/9V           |0.0050  0.0      |    1|  122.835   pc  |  -1.4862     +1.4862  |paral   |2020yCat.1350....0G
2099|BD+01 2598                                                                                               |Star                                |11 40 30.4344396864 +00 52 04.167704244|267.0372588248505 +58.7058585511741|   1.256 -4.205   |9.63     |F8              |    ~     ~      |    1|  117.383   pc  |  -0.3128     +0.3128  |paral   |2020yCat.1350....0G
2100|HD 101589                                                                                                |Star                                |11 41 27.8665573056 +00 57 01.382008320|267.3489884263294 +58.9007801903019|  7.405 -35.826   |9.36     |F6V             |    ~     ~      |    1|  117.741   pc  |  -0.2994     +0.2994  |paral   |2020yCat.1350....0G
2101|HD 101631                                                                                                |Star                                |11 41 42.0308357088 +00 59 37.011784920|267.4034708250433 +58.9683123289821| 16.002 -34.907   |9.27     |F6V             |    ~     ~      |    1|  111.484   pc  |  -0.2386     +0.2386  |paral   |2020yCat.1350....0G
2102|HD 101693                                                                                                |High Proper Motion Star             |11 42 07.7127413424 +01 00 41.300543088|267.5635005594285 +59.0388405916553| -70.205 -0.704   |9.62     |F2V             |    ~     ~      |    1|  216.081   pc  |  -0.9011     +0.9011  |paral   |2020yCat.1350....0G
2103|AG+01 1407                                                                                               |Variable Star                       |11 43 17.0267547024 +00 45 46.933589556|268.2920053337704 +58.9726738189287| -25.178 -0.129   |10.432   |(G)             |    ~     ~      |    1|  266.439   pc  |  -1.3488     +1.3488  |paral   |2020yCat.1350....0G
2104|BD+01 2605                                                                                               |Red Giant Branch star               |11 44 06.6383937216 +00 27 13.322946960|268.9384823318961 +58.8088146257821|  -19.717 0.643   |10.37    |K0              |    ~     ~      |    1|  508.828   pc  |  -4.7380     +4.7380  |paral   |2020yCat.1350....0G
2105|AG+01 1408                                                                                               |Star                                |11 44 22.3083589320 +00 44 56.666004036|268.7625607085553 +59.0973905033910| 15.961 -17.218   |10.87    |G2V             |    ~     ~      |    1|  173.717   pc  |  -0.5432     +0.5432  |paral   |2020yCat.1350....0G
2106|BD+00 2823B                                                                                              |High Proper Motion Star             |11 42 22.3557224664 +00 02 00.964700340|268.6196903795316 +58.2278108576059| -35.351 23.590   |10.506   |K0              |    ~     ~      |    1|  327.715   pc  |  -7.4220     +7.4220  |ST-L    |2020AJ....160...83S
2107|BD+00 2823A                                                                                              |Star                                |11 42 22.2905558472 +00 02 08.777543172|268.6171763769860 +58.2295519680771| -19.683 -4.005   |10.5     |K0              |    ~     ~      |    1|  596.908   pc  |  -9.1925     +9.1925  |paral   |2020yCat.1350....0G
2108|BD+00 2824                                                                                               |Variable Star                       |11 42 38.8383741744 +00 06 21.923335584|268.6635729420600 +58.3249642258804|  -5.962 -1.680   |10.95    |K0              |    ~     ~      |    1| 1045.806   pc  | -15.5307    +15.5307  |paral   |2020yCat.1350....0G
2109|HD 101846                                                                                                |Star                                |11 43 19.9055348064 +00 11 06.658179864|268.8709908026956 +58.4789915167549|-20.855 -27.219   |7.87     |A3III/IV        |    ~     ~      |    1|  150.820   pc  |  -0.8416     +0.8416  |paral   |2020yCat.1350....0G
2110|TYC 272-604-1                                                                                            |Red Giant Branch star               |11 43 56.4827710536 +00 26 38.221934856|268.8770330141742 +58.7792870787262|  -5.303 -9.545   |10.76    |~               |    ~     ~      |    1| 1755.926   pc  | -92.1900    +92.1900  |paral   |2020yCat.1350....0G
2111|TYC 271-741-1                                                                                            |Variable Star                       |11 39 59.3417882328 +01 30 44.287697448|266.1650343874770 +59.1851246875876|-20.157 -10.742   |10.62    |~               |    ~     ~      |    1|  616.637   pc  |  -9.6961     +9.6961  |paral   |2020yCat.1350....0G
2112|TYC 272-155-1                                                                                            |Star                                |11 42 03.349776 +00 42 17.15004        |267.838214153 +58.766317886        |      -4.6 -4.8   |10.618   |~               |    ~     ~      |    0|                |                       |        |                   
2113|TYC 272-260-1                                                                                            |High Proper Motion Star             |11 42 18.3449521416 +01 12 37.886562612|267.4372229944057 +59.2321972180797| 41.175 -60.790   |10.93    |F9V             |    ~     ~      |    1|  212.368   pc  |  -0.7081     +0.7081  |paral   |2020yCat.1350....0G
2114|TYC 272-336-1                                                                                            |Variable Star                       |11 43 28.9741630464 +01 33 11.853947484|267.5851111299882 +59.6776147640914|  5.429 -13.470   |10.69    |~               |    ~     ~      |    1|  359.105   pc  |  -4.2943     +4.2943  |paral   |2020yCat.1350....0G
2115|TYC 272-358-1                                                                                            |Star                                |11 40 19.6432545768 +00 00 40.595243112|267.8072994102808 +57.9493896387992| -15.936 -9.094   |10.86    |~               |    ~     ~      |    1|  338.960   pc  |  -4.5383     +4.5383  |paral   |2020yCat.1350....0G
2116|TYC 272-635-1                                                                                            |Star                                |11 44 29.4913108368 +00 30 23.418300888|269.0475139375956 +58.9019523776914|  -8.688 32.563   |10.55    |F9V             |    ~     ~      |    1|  243.137   pc  |  -1.1232     +1.1232  |paral   |2020yCat.1350....0G
2117|TYC 272-663-1                                                                                            |Variable Star                       |11 43 25.7039167680 +02 15 06.453211068|266.8361573863970 +60.2672200942040| -36.095 -8.599   |10.58    |~               |    ~     ~      |    1|  321.213   pc  |  -1.8985     +1.8985  |paral   |2020yCat.1350....0G
2118|TYC 272-671-1                                                                                            |Variable Star                       |11 40 12.1346806752 +01 57 19.586120832|265.7875891141462 +59.5879479842966| -42.726 -9.367   |10.24    |~               |    ~     ~      |    1|  214.298   pc  |  -0.7807     +0.7807  |paral   |2020yCat.1350....0G
2119|TYC 272-702-1                                                                                            |Star                                |11 40 59.7356938032 +01 23 23.250592500|266.7084840710526 +59.2143976084176| -35.953 17.480   |10.51    |~               |    ~     ~      |    1|  206.543   pc  |  -0.8319     +0.8319  |paral   |2020yCat.1350....0G
2120|TYC 272-959-1                                                                                            |Spectroscopic Binary                |11 42 57.9683014200 +01 48 02.539954476|267.1114127031047 +59.8223281144461|-20.186 -15.750   |10.94    |~               |    ~     ~      |    1|  203.542   pc  |  -0.8410     +0.8410  |paral   |2020yCat.1350....0G
2121|TYC 275-104-1                                                                                            |Star                                |11 42 24.5634519384 +02 41 33.943594236|265.9261211694059 +60.5060021082115|   -5.331 3.227   |10.54    |~               |    ~     ~      |    1| 1145.475   pc  | -43.2998    +43.2998  |paral   |2020yCat.1350....0G
2122|2MASS J11421207+2646074                                                                                  |Red Giant Branch star               |11 42 12.0822356568 +26 46 07.399973280|210.3105546112397 +74.5783780306675|  -0.777 -4.000   |10.76    |~               |    ~     ~      |    1| 1178.273   pc  | -26.1005    +26.1005  |paral   |2020yCat.1350....0G
2123|HD 100738A                                                                                               |Star                                |11 36 14.6889694320 +66 20 42.808264764|134.3178696927675 +49.0874408899041|  26.569 40.886   |7.90     |~               |    ~     ~      |    1|  129.398   pc  |  -0.3131     +0.3131  |paral   |2020yCat.1350....0G
2124|HD 101320A                                                                                               |Star                                |11 39 37.8422315565 +26 57 23.696255977|209.4344652220011 +74.0235750436859|   4.425 -3.510   |8.67     |~               |    ~     ~      |    1|  581.429   pc  | -16.3621    +16.3621  |paral   |2020yCat.1350....0G
2125|HD 101177A                                                                                               |High Proper Motion Star             |11 38 44.9002830398 +45 06 30.302554143|157.0618880694681 +66.9018415534910|-595.844 15.079   |6.47     |G0V             |    ~     ~      |    1|   23.2888  pc  |  -0.0125     +0.0125  |paral   |2020yCat.1350....0G
2126|HD 100831A                                                                                               |High Proper Motion Star             |11 36 35.6925545832 +56 08 07.275522912|142.6646586319585 +58.0326252696872|-179.449 -91.092  |7.66     |~               |    ~     ~      |    1|   47.300   pc  |  -0.0369     +0.0369  |paral   |2020yCat.1350....0G
2127|TYC 4395-977-1                                                                                           |Star                                |11 35 18.371 +70 48 08.50              |131.656788 +45.014064              |    -21.1 -23.0   |8.96     |~               |    ~     ~      |    0|                |                       |        |                   
2128|HD 102066                                                                                                |High Proper Motion Star             |11 44 50.7892748736 +11 23 07.887608016|254.8983254631789 +67.8073012677642|45.171 -148.146   |8.92     |G5              |    ~     ~      |    1|  143.361   pc  |  -0.7543     +0.7543  |paral   |2020yCat.1350....0G
2129|TYC 1984-573-1                                                                                           |Star                                |11 34 30.420 +27 46 05.01              |206.339581 +72.937667              |     -25.4 -5.4   |9.13     |~               |    ~     ~      |    0|                |                       |        |                   
2130|TYC 3014-2397-1                                                                                          |High Proper Motion Star             |11 42 24.2806400592 +39 33 52.338905532|167.6245175533630 +71.0224070293697|-137.439 -10.176  |10.62    |K3V             |    ~     ~      |    1|   95.818   pc  |  -0.1432     +0.1432  |paral   |2020yCat.1350....0G
2131|TYC 271-160-1                                                                                            |Variable Star                       |11 30 40.9310761944 +01 00 54.888907320|262.9937201162693 +57.4854687402161| 16.981 -32.448   |10.92    |~               |    ~     ~      |    1|  361.128   pc  |  -3.7559     +3.7559  |paral   |2020yCat.1350....0G
2132|TYC 271-207-1                                                                                            |Variable Star                       |11 33 29.4948919008 +01 49 31.775920644|263.2104076477677 +58.5514490522192|  -1.910 -7.176   |10.62    |~               |    ~     ~      |    1|  917.768   pc  | -14.2348    +14.2348  |paral   |2020yCat.1350....0G
2133|TYC 271-255-1                                                                                            |Variable Star                       |11 34 24.8164023096 +01 44 31.823470860|263.6652086039745 +58.6132510640155|  11.003 -9.260   |10.63    |~               |    ~     ~      |    1| 1146.789   pc  | -27.2231    +27.2231  |paral   |2020yCat.1350....0G
2134|TYC 271-334-1                                                                                            |Star                                |11 32 44.5086388416 +01 15 25.872750900|263.5296514132931 +57.9770926187489|  17.200 -5.441   |10.97    |~               |    ~     ~      |    1|  830.220   pc  | -10.5458    +10.5458  |paral   |2020yCat.1350....0G
2135|TYC 272-7-1                                                                                              |Star                                |11 41 48.7835641728 +01 33 21.009966516|266.8784888064757 +59.4629786110446|  -15.094 1.860   |10.64    |~               |    ~     ~      |    1| 2299.379   pc  |-102.5706   +102.5706  |paral   |2020yCat.1350....0G
2136|TYC 272-275-1                                                                                            |High Proper Motion Star             |11 42 59.2167280440 +01 57 06.646193064|266.9629682850420 +59.9539499507196| 14.609 -54.037   |10.89    |~               |    ~     ~      |    1|  143.513   pc  |  -0.3522     +0.3522  |paral   |2020yCat.1350....0G
2137|TYC 272-372-1                                                                                            |Variable Star                       |11 43 34.3667359728 +01 42 32.014767528|267.4639723566415 +59.8224997943402| -14.408 -9.994   |10.95    |~               |    ~     ~      |    1|  268.485   pc  |  -1.9102     +1.9102  |paral   |2020yCat.1350....0G
2138|TYC 272-803-1                                                                                            |Spectroscopic Binary                |11 40 28.0286634024 +00 55 31.382653908|266.9628768545739 +58.7497070304443|-14.356 -32.823   |10.54    |~               |    ~     ~      |    1|  895.415   pc  | -39.2867    +39.2867  |paral   |2020yCat.1350....0G
2139|TYC 272-936-1                                                                                            |Star                                |11 41 20.8162397496 +01 36 08.412675444|266.6354201407656 +59.4413250187177| -12.434 13.797   |10.91    |~               |    ~     ~      |    1|  296.613   pc  |  -2.4194     +2.4194  |paral   |2020yCat.1350....0G
