C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:38:06

dec >=0&rah >=16.5&rah< 16.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 4307

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
3002|NGC 6205 493                       NGC 6205 493                                                                                             |Star                                |16 41 40.1810 +36 27 29.290            |059.0045796 +40.9162514            |            ~ ~    |14.03    |~                  |    ~     ~    |    0|                |                       |        |                   
3003|NGC 6205 509                       NGC 6205 509                                                                                             |Star                                |16 41 40.2717 +36 27 31.556            |059.0054517 +40.9160185            |            ~ ~    |12.22    |~                  |    ~     ~    |    0|                |                       |        |                   
3004|NGC 6205 516                       NGC 6205 516                                                                                             |Star                                |16 41 40.3027 +36 27 52.190            |059.0130058 +40.9165447            |            ~ ~    |14.63    |~                  |    ~     ~    |    0|                |                       |        |                   
3005|NGC 6205 518                       NGC 6205 518                                                                                             |Star                                |16 41 40.4315 +36 27 00.610            |058.9942232 +40.9145410            |            ~ ~    |13.25    |~                  |    ~     ~    |    0|                |                       |        |                   
3006|NGC 6205 522                       NGC 6205 522                                                                                             |Star                                |16 41 40.5779 +36 27 47.160            |059.0113020 +40.9154747            |            ~ ~    |13.25    |~                  |    ~     ~    |    0|                |                       |        |                   
3007|NGC 6205 539                       NGC 6205 539                                                                                             |Star                                |16 41 41.0140 +36 27 35.900            |059.0074005 +40.9136785            |            ~ ~    |13.48    |~                  |    ~     ~    |    0|                |                       |        |                   
3008|NGC 6205 546                       NGC 6205 546                                                                                             |Star                                |16 41 41.0695 +36 27 46.070            |059.0111432 +40.9138040            |            ~ ~    |15.27    |~                  |    ~     ~    |    0|                |                       |        |                   
3009|NGC 6205 554                       NGC 6205 554                                                                                             |Star                                |16 41 41.1342 +36 27 22.987            |059.0027414 +40.9128840            |            ~ ~    |12.70    |~                  |    ~     ~    |    0|                |                       |        |                   
3010|NGC 6205 555                       NGC 6205 555                                                                                             |Star                                |16 41 41.1889 +36 27 38.850            |059.0085636 +40.9131860            |            ~ ~    |14.67    |~                  |    ~     ~    |    0|                |                       |        |                   
3011|NGC 6205 567                       NGC 6205 567                                                                                             |Star                                |16 41 41.3895 +36 27 28.270            |059.0047960 +40.9121948            |            ~ ~    |13.98    |~                  |    ~     ~    |    0|                |                       |        |                   
3012|NGC 6205 570                       NGC 6205 570                                                                                             |Star                                |16 41 41.4790 +36 27 51.780            |059.0134288 +40.9126143            |            ~ ~    |12.77    |~                  |    ~     ~    |    0|                |                       |        |                   
3013|NGC 6205 576                       NGC 6205 576                                                                                             |Star                                |16 41 41.6158 +36 27 41.682            |059.0098061 +40.9118505            |            ~ ~    |13.01    |~                  |    ~     ~    |    0|                |                       |        |                   
3014|NGC 6205 575                       NGC 6205 575                                                                                             |Star                                |16 41 41.6133 +36 27 38.380            |059.0085987 +40.9117580            |            ~ ~    |17.84    |~                  |    ~     ~    |    0|                |                       |        |                   
3015|NGC 6205 630                       Cl* NGC 6205 CGY 6275                                                                                    |RR Lyrae Variable                   |16 41 42.4953 +36 27 31.160            |059.0063909 +40.9085998            |            ~ ~    |13.18    |~                  |    ~     ~    |    0|                |                       |        |                   
3016|NGC 6205 655                       NGC 6205 655                                                                                             |Star                                |16 41 43.0771 +36 27 36.850            |059.0087533 +40.9068357            |            ~ ~    |12.68    |~                  |    ~     ~    |    0|                |                       |        |                   
3017|NGC 6205 420                       NGC 6205 420                                                                                             |Star                                |16 41 38.7190 +36 27 10.710            |058.9970783 +40.9205541            |            ~ ~    |14.72    |~                  |    ~     ~    |    0|                |                       |        |                   
3018|NGC 6205 422                       NGC 6205 422                                                                                             |Star                                |16 41 38.7666 +36 27 59.670            |059.0149913 +40.9218890            |            ~ ~    |14.04    |~                  |    ~     ~    |    0|                |                       |        |                   
3019|HD 151023                                                                                                                                   |Star                                |16 43 15.6641788296 +37 03 03.860554680|059.8283797883193 +40.6629391638845| -15.659 34.260    |8.47     |K0                 |    ~     ~    |    1|  154.176   pc  |  -0.3922     +0.3922  |paral   |2020yCat.1350....0G
3020|BD+37 2793                                                                                                                                  |High Proper Motion Star             |16 43 31.6731742032 +36 45 28.718340552|059.4519913898666 +40.5785008263309|-13.969 -71.004    |10.08    |G2V                |    ~     ~    |    1|  147.089   pc  |  -0.3094     +0.3094  |paral   |2020yCat.1350....0G
3021|BD+37 2794                                                                                                                                  |Star                                |16 44 24.9145173000 +37 22 36.364365084|060.2861495131321 +40.4681286439214|   -9.500 8.207    |9.72     |K0                 |    ~     ~    |    1|  647.710   pc  |  -4.6568     +4.6568  |paral   |2020yCat.1350....0G
3022|HD 150998                                                                                                                                   |Variable Star                       |16 43 04.2229659000 +36 30 34.714697868|059.1134774893977 +40.6421657220695|   -0.561 8.323    |6.830    |K2                 |    ~     ~    |    1|  365.858   pc  |  -2.5030     +2.5030  |paral   |2020yCat.1350....0G
3023|HD 151086                                                                                                                                   |Star                                |16 43 39.8142917352 +36 22 49.897423740|058.9624790630113 +40.5089438202307|   -3.984 2.090    |8.68     |K2                 |    ~     ~    |    1|  281.992   pc  |  -1.1292     +1.1292  |paral   |2020yCat.1350....0G
3024|BD+36 2775                                                                                                                                  |Star                                |16 44 32.1232809312 +36 15 25.234986348|058.8284420689296 +40.3200475234023|    2.136 0.194    |8.79     |K5                 |    ~     ~    |    1|  413.753   pc  |  -2.6706     +2.6706  |paral   |2020yCat.1350....0G
3025|BD+36 2776                                                                                                                                  |Spectroscopic Binary                |16 44 48.7234153032 +35 46 55.374387852|058.2197620045712 +40.2061077906681|  -5.014 17.739    |8.77     |K0                 |    ~     ~    |    1|  734.376   pc  | -19.5230    +19.5230  |paral   |2020yCat.1350....0G
3026|HD 151254                                                                                                                                   |Double or Multiple Star             |16 44 47.21660 +35 44 17.1076          |058.16181743 +40.20557580          |    -4.12 41.63    |9.271    |G5                 |    ~     ~    |    0|                |                       |        |                   
3027|NGC 6207                           NGC 6207                                                                                                 |Galaxy towards a Cluster of Galaxies|16 43 03.750 +36 49 56.73              |059.536180 +40.679200              |            ~ ~    |11.651   |~                  |1.590 0.763    |    1|   15.85    Mpc |  -2.07       +2.07    |T-F     |2020ApJ...902..145K
3028|TYC 2588-465-1                                                                                                                              |Star                                |16 42 26.4876126480 +35 00 02.193248664|057.1199741120620 +40.5836141601003|   11.420 1.438    |10.40    |~                  |    ~     ~    |    1|  634.437   pc  | -19.5620    +19.5620  |paral   |2020yCat.1350....0G
3029|TYC 2588-696-1                                                                                                                              |Star                                |16 41 31.8064746696 +35 42 13.034675376|058.0089045453691 +40.8572217670363|    4.544 4.649    |10.19    |~                  |    ~     ~    |    1|  228.357   pc  |  -0.6466     +0.6466  |paral   |2020yCat.1350....0G
3030|TYC 2588-951-1                                                                                                                              |Star                                |16 44 10.3862171328 +35 51 48.629644848|058.3043873196159 +40.3448260818644|   8.965 -4.361    |10.77    |~                  |    ~     ~    |    1|  327.011   pc  |  -1.1121     +1.1121  |paral   |2020yCat.1350....0G
3031|TYC 2588-1067-1                                                                                                                             |Star                                |16 42 39.9660616704 +35 56 05.155271736|058.3484199455029 +40.6564275920956|-21.525 -15.140    |10.41    |~                  |    ~     ~    |    1|  412.831   pc  |  -2.0792     +2.0792  |paral   |2020yCat.1350....0G
3032|TYC 2588-1606-1                                                                                                                             |Star                                |16 44 39.9409066056 +36 32 25.602947124|059.2016765154294 +40.3272606370544|   -4.424 1.141    |10.72    |G0V                |    ~     ~    |    1|  271.909   pc  |  -0.8650     +0.8650  |paral   |2020yCat.1350....0G
3033|TYC 2588-2391-1                                                                                                                             |High Proper Motion Star             |16 42 22.8519223032 +37 14 36.657882096|060.0574436271291 +40.8570931192979|-14.685 -56.278    |10.91    |G0V                |    ~     ~    |    1|  170.820   pc  |  -0.2976     +0.2976  |paral   |2020yCat.1350....0G
3034|TYC 3070-1141-1                                                                                                                             |Star                                |16 43 10.2826077456 +37 46 00.594423732|060.7655997740873 +40.7517068427602|  -3.088 10.618    |10.94    |~                  |    ~     ~    |    1|  472.277   pc  |  -3.1226     +3.1226  |paral   |2020yCat.1350....0G
3035|TYC 3070-1270-1                                                                                                                             |Star                                |16 41 48.0812499912 +37 32 56.706412776|060.4452450668991 +41.0012325066450| -20.464 20.824    |10.68    |G2V                |    ~     ~    |    1|  280.796   pc  |  -0.8358     +0.8358  |paral   |2020yCat.1350....0G
3036|NGC 6205 139                       2MASS J16412975+3631563                                                                                  |Asymptotic Giant Branch Star        |16 41 29.7448449888 +36 31 56.220364776|059.0970964511752 +40.9590917690045|  -2.967 -2.538    |14.00    |~                  |    ~     ~    |    0|                |                       |        |                   
3037|NGC 6205 25                        NGC 6205 25                                                                                              |Star                                |16 41 16.6947986472 +36 29 35.543870736|059.0393641094508 +40.9982995253320|  -3.130 -2.599    |15.27    |~                  |    ~     ~    |    0|                |                       |        |                   
3038|NGC 6205 169                       2MASS J16413107+3625587                                                                                  |Red Giant Branch star               |16 41 31.0624701336 +36 25 58.802287728|058.9670655781379 +40.9438668231060|  -3.196 -2.721    |12.78    |~                  |    ~     ~    |    0|                |                       |        |                   
3039|NGC 6205 176                       2MASS J16413125+3628022                                                                                  |Red Giant Branch star               |16 41 31.2512479680 +36 28 02.289000108|059.0122963637201 +40.9469997570575|  -2.904 -2.581    |13.31    |~                  |    ~     ~    |    0|                |                       |        |                   
3040|NGC 6205 199                       NGC 6205 199                                                                                             |Red Giant Branch star               |16 41 32.5304694216 +36 24 42.571380852|058.9399213431575 +40.9366433642743|  -3.051 -2.465    |11.93    |~                  |    ~     ~    |    0|                |                       |        |                   
3041|NGC 6205 252                       NGC 6205 252                                                                                             |Red Giant Branch star               |16 41 34.3412115240 +36 30 13.276471320|059.0616749178240 +40.9406834987428|  -3.213 -2.704    |11.771   |~                  |    ~     ~    |    0|                |                       |        |                   
3042|NGC 6205 745                       NGC 6205 745                                                                                             |Red Giant Branch star               |16 41 44.8522130952 +36 30 51.375592656|059.0806808670517 +40.9068467996859|  -3.124 -2.597    |12.525   |~                  |    ~     ~    |    1| 8510.638   pc  |-709.8234   +709.8234  |paral   |2020yCat.1350....0G
3043|NGC 6205 766                       2MASS J16414528+3631068                                                                                  |Red Giant Branch star               |16 41 45.2787311568 +36 31 06.799082448|059.0865220435126 +40.9058949017412|  -3.221 -2.632    |13.54    |~                  |    ~     ~    |    0|                |                       |        |                   
3044|NGC 6205 783                       2MASS J16414558+3630328                                                                                  |Red Giant Branch star               |16 41 45.5732437344 +36 30 32.768095536|059.0742320889941 +40.9038817886673|  -3.163 -2.687    |13.95    |~                  |    ~     ~    |    0|                |                       |        |                   
3045|NGC 6205 835                       2MASS J16414703+3625576                                                                                  |Red Giant Branch star               |16 41 47.0167556736 +36 25 57.511404084|058.9743952016683 +40.8906695098778|  -3.215 -2.658    |12.03    |~                  |    ~     ~    |    0|                |                       |        |                   
3046|NGC 6205 863                       NGC 6205 863                                                                                             |Red Giant Branch star               |16 41 47.6694606984 +36 29 07.991058156|059.0442818040001 +40.8943231015344|  -2.826 -2.547    |12.584   |~                  |    ~     ~    |    0|                |                       |        |                   
3047|NGC 6205 920                       2MASS J16414933+3625125                                                                                  |Red Giant Branch star               |16 41 49.3290044232 +36 25 12.350450928|058.9590385263795 +40.8815769169257|  -2.991 -2.963    |13.72    |~                  |    ~     ~    |    0|                |                       |        |                   
3048|NGC 6205 961                       2MASS J16415024+3629431                                                                                  |Red Giant Branch star               |16 41 50.2325407416 +36 29 43.123770636|059.0583596438832 +40.8868599855210|  -3.111 -2.735    |13.39    |~                  |    ~     ~    |    0|                |                       |        |                   
3049|NGC 6205 1019                      NGC 6205 1019                                                                                            |Star                                |16 41 54.0529183776 +36 26 27.966793884|058.9889653878570 +40.8681636196862|  6.816 -20.049    |12.70    |G2III              |    ~     ~    |    1|  653.894   pc  |  -4.5323     +4.5323  |paral   |2020yCat.1350....0G
3050|NGC 6205 1027                      2MASS J16415452+3626289                                                                                  |Red Giant Branch star               |16 41 54.5133258408 +36 26 28.763360124|058.9894820273181 +40.8666543255083|  -2.705 -2.461    |14.18    |~                  |    ~     ~    |    0|                |                       |        |                   
3051|NGC 6205 1087                      NGC 6205 1087                                                                                            |Star                                |16 42 02.0163620736 +36 31 49.852338672|059.1103530476579 +40.8514962981919|   -4.435 6.077    |12.81    |~                  |    ~     ~    |    1|  734.538   pc  | -16.0785    +16.0785  |paral   |2020yCat.1350....0G
3052|NGC 6205 206                       NGC 6205 206                                                                                             |RR Lyrae Variable                   |16 41 32.6563847592 +36 28 02.165035404|059.0129332427281 +40.9423159125790|  -2.976 -2.576    |15.100   |~                  |    ~     ~    |    0|                |                       |        |                   
3053|NGC 6205 37                        NGC 6205 37                                                                                              |Star                                |16 41 18.4899304080 +36 33 28.929672900|059.1256199964914 +40.9993275318219|-21.512 -26.573    |14.71    |~                  |    ~     ~    |    1|  491.014   pc  |  -7.0641     +7.0641  |paral   |2020yCat.1350....0G
3054|NGC 6205 56                        2MASS J16412172+3627558                                                                                  |Red Giant Branch star               |16 41 21.7231851072 +36 27 55.926467568|059.0053508221606 +40.9785427296309|  -2.984 -2.627    |15.00    |~                  |    ~     ~    |    0|                |                       |        |                   
3055|NGC 6205 97                        NGC 6205 97                                                                                              |Star                                |16 41 27.2633990544 +36 28 44.670847404|059.0258583901583 +40.9615675116511|    6.221 2.447    |14.90    |~                  |    ~     ~    |    1| 1870.907   pc  | -86.8073    +86.8073  |paral   |2020yCat.1350....0G
3056|NGC 6205 117                       2MASS J16412844+3627332                                                                                  |Red Giant Branch star               |16 41 28.4409140016 +36 27 33.278646996|059.0003264076418 +40.9554788391284|  -3.347 -2.348    |13.87    |~                  |    ~     ~    |    0|                |                       |        |                   
3057|NGC 6205 123                       NGC 6205 123                                                                                             |Star                                |16 41 28.8531690864 +36 27 36.323265636|059.0016396973774 +40.9541981579790|  -3.305 -2.317    |14.86    |~                  |    ~     ~    |    0|                |                       |        |                   
3058|NGC 6205 134                       NGC 6205 134                                                                                             |Star                                |16 41 29.5296571392 +36 31 40.133958384|059.0911108067048 +40.9593235456181|  -2.797 -2.636    |15.01    |~                  |    ~     ~    |    0|                |                       |        |                   
3059|NGC 6205 135                       NGC 6205 135                                                                                             |Star                                |16 41 29.77 +36 28 07.2                |059.01337 +40.95208                |            ~ ~    |15.34    |~                  |    ~     ~    |    0|                |                       |        |                   
3060|NGC 6205 187                       NGC 6205 187                                                                                             |Star                                |16 41 31.58 +36 28 44.4                |059.02785 +40.94718                |            ~ ~    |15.18    |~                  |    ~     ~    |    0|                |                       |        |                   
3061|NGC 6205 201                       NGC 6205 201                                                                                             |Star                                |16 41 32.4735447384 +36 26 19.883495544|058.9754591291725 +40.9398088948844|  -3.228 -2.468    |13.18    |~                  |    ~     ~    |    0|                |                       |        |                   
3062|NGC 6205 203                       Cl* NGC 6205 KAD 387                                                                                     |Red Giant Branch star               |16 41 32.51 +36 27 57.8                |059.01127 +40.94267                |            ~ ~    |15.00    |~                  |    ~     ~    |    0|                |                       |        |                   
3063|NGC 6205 250                       2MASS J16413448+3626365                                                                                  |Red Giant Branch star               |16 41 34.4760486024 +36 26 36.434435028|058.9824845624011 +40.9336424724669|  -3.019 -2.596    |12.37    |~                  |    ~     ~    |    0|                |                       |        |                   
3064|NGC 6205 258                       NGC 6205 258                                                                                             |Star                                |16 41 34.4567229000 +36 30 04.791775824|059.0586292900135 +40.9400420101746|  -3.236 -2.316    |13.46    |G2III              |    ~     ~    |    1| 6596.306   pc  |-643.9666   +643.9666  |paral   |2020yCat.1350....0G
3065|NGC 6205 261                       NGC 6205 261                                                                                             |Red Giant Branch star               |16 41 34.7595031656 +36 27 59.516329536|059.0129867681270 +40.9352305221927|  -3.490 -2.614    |12.17    |~                  |    ~     ~    |    0|                |                       |        |                   
3066|NGC 6205 268                       2MASS J16413500+3625253                                                                                  |Red Giant Branch star               |16 41 34.9953573960 +36 25 25.254189300|058.9567256757743 +40.9297362422189|  -3.353 -2.724    |13.52    |~                  |    ~     ~    |    0|                |                       |        |                   
3067|NGC 6205 277                       NGC 6205 277                                                                                             |Star                                |16 41 35.1245836968 +36 25 39.877743324|058.9621327295320 +40.9297531937802|  -3.310 -2.418    |15.25    |~                  |    ~     ~    |    0|                |                       |        |                   
3068|NGC 6205 322                       NGC 6205 322                                                                                             |Star                                |16 41 36.40 +36 28 49.9                |059.03220 +40.93130                |            ~ ~    |15.69    |~                  |    ~     ~    |    0|                |                       |        |                   
3069|NGC 6205 327                       2MASS J16413666+3627207                                                                                  |Red Giant Branch star               |16 41 36.667 +36 27 20.73              |058.999740 +40.927695              |            ~ ~    |13.78    |~                  |    ~     ~    |    0|                |                       |        |                   
3070|NGC 6205 334                       NGC 6205 334                                                                                             |Star                                |16 41 36.83 +36 26 30.4                |058.98143 +40.92562                |            ~ ~    |14.32    |~                  |    ~     ~    |    0|                |                       |        |                   
3071|NGC 6205 344                       NGC 6205 344                                                                                             |RR Lyrae Variable                   |16 41 37.1258223552 +36 26 28.952161224|058.9810429191772 +40.9245860345767|  -3.160 -2.588    |14.93    |~                  |    ~     ~    |    0|                |                       |        |                   
3072|NGC 6205 370                       NGC 6205 370                                                                                             |Star                                |16 41 37.7668671528 +36 26 23.962368444|058.9795325998954 +40.9222977953231|  -4.091 -3.593    |13.47    |~                  |    ~     ~    |    0|                |                       |        |                   
3073|NGC 6205 379                       NGC 6205 379                                                                                             |Star                                |16 41 38.1653758776 +36 24 37.042517772|058.9406622718433 +40.9176940871598|  0.011 -38.446    |14.42    |~                  |    ~     ~    |    1|  548.336   pc  | -13.5302    +13.5302  |paral   |2020yCat.1350....0G
3074|NGC 6205 404                       NGC 6205 404                                                                                             |Star                                |16 41 38.46 +36 27 15.9                |058.99885 +40.92158                |            ~ ~    |12.89    |~                  |    ~     ~    |    0|                |                       |        |                   
3075|NGC 6205 473                       NGC 6205 473                                                                                             |Star                                |16 41 39.9748596720 +36 24 12.911831244|058.9327348647422 +40.9109219391019|  0.276 -38.289    |15.30    |~                  |    ~     ~    |    1|  580.248   pc  |  -7.0031     +7.0031  |paral   |2020yCat.1350....0G
3076|NGC 6205 499                       NGC 6205 499                                                                                             |Star                                |16 41 39.8290778256 +36 32 48.783772464|059.1211597860455 +40.9271157579999|  -0.003 -3.729    |14.57    |~                  |    ~     ~    |    1| 1380.643   pc  | -30.1176    +30.1176  |paral   |2020yCat.1350....0G
3077|NGC 6205 527                       Cl* NGC 6205 G 635                                                                                       |Hot Subdwarf Candidate              |16 41 40.4956802887 +36 31 19.946020842|059.0890144129070 +40.9222137921776|  -3.579 -2.291    |16.26    |~                  |    ~     ~    |    0|                |                       |        |                   
3078|NGC 6205 604                       NGC 6205 604                                                                                             |Star                                |16 41 41.7794746176 +36 33 45.838714968|059.1429488150814 +40.9223452420033| -1.662 -15.049    |15.16    |~                  |    ~     ~    |    1| 1601.281   pc  | -47.6923    +47.6923  |paral   |2020yCat.1350....0G
3079|NGC 6205 691                       2MASS J16414394+3624419                                                                                  |Red Giant Branch star               |16 41 43.9329733752 +36 24 41.844411684|058.9452472657625 +40.8986201429211|  -3.025 -2.585    |14.88    |~                  |    ~     ~    |    0|                |                       |        |                   
3080|NGC 6205 719                       2MASS J16414430+3629211                                                                                  |Red Giant Branch star               |16 41 44.2942144056 +36 29 20.977382436|059.0473850063937 +40.9059574131045|  -3.320 -1.839    |14.69    |~                  |    ~     ~    |    0|                |                       |        |                   
3081|NGC 6205 833                       NGC 6205 833                                                                                             |Star                                |16 41 47.0363350032 +36 23 56.405469660|058.9301795459372 +40.8868777638643| -9.915 -23.065    |14.08    |~                  |    ~     ~    |    1|  677.553   pc  |  -6.2435     +6.2435  |paral   |2020yCat.1350....0G
3082|NGC 6205 834                       NGC 6205 834                                                                                             |Star                                |16 41 46.8270572136 +36 29 31.896879108|059.0526042081168 +40.8978564356687|  -3.003 -2.361    |14.35    |~                  |    ~     ~    |    0|                |                       |        |                   
3083|NGC 6205 845                       2MASS J16414718+3627438                                                                                  |Red Giant Branch star               |16 41 47.1708648528 +36 27 43.760735208|059.0132744874779 +40.8934116523048|  -2.926 -2.521    |12.53    |~                  |    ~     ~    |    1| 9345.794   pc  |-882.1731   +882.1731  |paral   |2020yCat.1350....0G
3084|NGC 6205 848                       NGC 6205 848                                                                                             |Red Giant Branch star               |16 41 47.3861652960 +36 25 10.959222648|058.9575761555837 +40.8880081076823|  -2.959 -2.729    |13.010   |~                  |    ~     ~    |    1| 8058.018   pc  |-714.2481   +714.2481  |paral   |2020yCat.1350....0G
3085|NGC 6205 853                       2MASS J16414744+3628284                                                                                  |Red Giant Branch star               |16 41 47.4290997048 +36 28 28.339241700|059.0296821215037 +40.8939137396051|  -3.219 -2.796    |12.20    |~                  |    ~     ~    |    0|                |                       |        |                   
3086|NGC 6205 921                       2MASS J16414932+3625264                                                                                  |Red Giant Branch star               |16 41 49.3176510744 +36 25 26.249014524|058.9641078750970 +40.8820423881849|  -3.153 -2.365    |13.39    |~                  |    ~     ~    |    0|                |                       |        |                   
3087|NGC 6205 1057                      2MASS J16415810+3625388                                                                                  |Red Giant Branch star               |16 41 58.0898778792 +36 25 38.667231552|058.9729532702367 +40.8531962877736|  -3.009 -2.644    |15.19    |~                  |    ~     ~    |    0|                |                       |        |                   
3088|NGC 6205 1118                      2MASS J16421093+3624332                                                                                  |Red Giant Branch star               |16 42 10.9371037680 +36 24 33.127093836|058.9553834567609 +40.8083605437880|  -3.175 -2.794    |14.84    |~                  |    ~     ~    |    0|                |                       |        |                   
3089|NGC 6205 171                       NGC 6205 171                                                                                             |Star                                |16 41 30.94 +36 28 35.1                |059.02414 +40.94903                |            ~ ~    |15.52    |~                  |    ~     ~    |    0|                |                       |        |                   
3090|NGC 6205 360                       NGC 6205 360                                                                                             |Star                                |16 41 37.54 +36 27 20.6                |059.00012 +40.92478                |            ~ ~    |15.24    |~                  |    ~     ~    |    0|                |                       |        |                   
3091|NGC 6205 851                       NGC 6205 851                                                                                             |Star                                |16 41 47.39 +36 27 33.7                |059.00971 +40.89237                |            ~ ~    |14.75    |~                  |    ~     ~    |    0|                |                       |        |                   
3092|NGC 6205 72                        2MASS J16412408+3625306                                                                                  |Red Giant Branch star               |16 41 24.0799988472 +36 25 30.784251324|058.9534178546386 +40.9662787403443|  -3.280 -2.469    |12.32    |~                  |    ~     ~    |    0|                |                       |        |                   
3093|NGC 6205 16                        2MASS J16411511+3623538                                                                                  |Red Giant Branch star               |16 41 15.1067397216 +36 23 53.929527180|058.9136193925685 +40.9932317078084|  -3.434 -2.743    |14.60    |~                  |    ~     ~    |    0|                |                       |        |                   
3094|NGC 6205 17                        NGC 6205 17                                                                                              |Star                                |16 41 15.2634792840 +36 23 16.196099100|058.8998935781371 +40.9915569977839|  -3.228 -2.739    |15.09    |~                  |    ~     ~    |    0|                |                       |        |                   
3095|NGC 6205 18                        2MASS J16411521+3629240                                                                                  |Red Giant Branch star               |16 41 15.2185516776 +36 29 24.028790424|059.0344400669652 +41.0028684462033|  -2.921 -2.565    |13.78    |~                  |    ~     ~    |    0|                |                       |        |                   
3096|NGC 6205 20                        2MASS J16411570+3627500                                                                                  |Red Giant Branch star               |16 41 15.7005655272 +36 27 50.085378828|059.0003003501656 +40.9984270602025|  -3.161 -2.620    |14.74    |~                  |    ~     ~    |    0|                |                       |        |                   
3097|NGC 6205 22                        2MASS J16411583+3633177                                                                                  |Red Giant Branch star               |16 41 15.8290677600 +36 33 17.777451672|059.1202697150711 +41.0078484997830|  -3.067 -2.451    |14.93    |~                  |    ~     ~    |    0|                |                       |        |                   
3098|NGC 6205 26                        2MASS J16411700+3625479                                                                                  |Red Giant Branch star               |16 41 17.0022368616 +36 25 48.070016976|058.9562946245685 +40.9903904913095|  -3.139 -2.526    |13.58    |~                  |    ~     ~    |    0|                |                       |        |                   
3099|NGC 6205 29                        2MASS J16411772+3629298                                                                                  |Red Giant Branch star               |16 41 17.7255144336 +36 29 29.924091996|059.0378044141988 +40.9946978986277|  -3.224 -2.827    |14.51    |~                  |    ~     ~    |    0|                |                       |        |                   
3100|NGC 6205 31                        2MASS J16411831+3626407                                                                                  |Red Giant Branch star               |16 41 18.3072033312 +36 26 40.878079440|058.9762450608446 +40.9876464436012|  -2.825 -2.475    |14.74    |~                  |    ~     ~    |    0|                |                       |        |                   
3101|NGC 6205 32                        2MASS J16411863+3628434                                                                                  |Red Giant Branch star               |16 41 18.6332061792 +36 28 43.394651256|059.0212199065651 +40.9902707152838|  -3.148 -2.595    |15.12    |~                  |    ~     ~    |    0|                |                       |        |                   
3102|NGC 6205 34                        2MASS J16411882+3628232                                                                                  |Red Giant Branch star               |16 41 18.8201389704 +36 28 23.305868292|059.0139613939737 +40.9890409064031|  -3.302 -2.322    |14.96    |~                  |    ~     ~    |    0|                |                       |        |                   
3103|NGC 6205 38                        2MASS J16411923+3627144                                                                                  |Red Giant Branch star               |16 41 19.2259980672 +36 27 14.510916648|058.9889929310244 +40.9856057865442|  -3.119 -2.650    |14.61    |~                  |    ~     ~    |    0|                |                       |        |                   
3104|NGC 6205 42                        2MASS J16411948+3630280                                                                                  |Red Giant Branch star               |16 41 19.4765899584 +36 30 27.919665036|059.0598646879626 +40.9906146202858|  -3.219 -2.427    |15.16    |~                  |    ~     ~    |    0|                |                       |        |                   
3105|NGC 6205 44                        NGC 6205 44                                                                                              |Star                                |16 41 19.6255381320 +36 31 05.851380828|059.0738133552141 +40.9912597732623|  -3.198 -2.508    |14.98    |~                  |    ~     ~    |    0|                |                       |        |                   
3106|NGC 6205 49                        NGC 6205 49                                                                                              |Star                                |16 41 20.8906944624 +36 27 39.268563732|058.9988550454706 +40.9808109033915|  -3.125 -2.318    |15.10    |~                  |    ~     ~    |    0|                |                       |        |                   
3107|NGC 6205 50                        NGC 6205 50                                                                                              |Star                                |16 41 21.0192145944 +36 27 58.169091528|059.0058302699943 +40.9809555215275|  -3.271 -2.590    |14.99    |~                  |    ~     ~    |    0|                |                       |        |                   
3108|NGC 6205 52                        NGC 6205 52                                                                                              |Star                                |16 41 21.1771899408 +36 26 11.213267568|058.9667889924985 +40.9771826999466|  -3.030 -2.455    |15.21    |~                  |    ~     ~    |    0|                |                       |        |                   
3109|NGC 6205 66                        NGC 6205 66                                                                                              |Star                                |16 41 23.0399537280 +36 28 05.357933076|059.0094377583703 +40.9744425838150|  -3.169 -2.651    |14.10    |~                  |    ~     ~    |    0|                |                       |        |                   
3110|NGC 6205 69                        NGC 6205 69                                                                                              |Star                                |16 41 23.2924734192 +36 30 30.630964464|059.0626921701904 +40.9779920470604|  -2.875 -2.393    |15.50    |~                  |    ~     ~    |    0|                |                       |        |                   
3111|NGC 6205 75                        2MASS J16412453+3624343                                                                                  |Red Giant Branch star               |16 41 24.5270634672 +36 24 34.393163508|058.9330175413927 +40.9630672964507|  -3.170 -2.833    |15.35    |~                  |    ~     ~    |    0|                |                       |        |                   
3112|NGC 6205 79                        2MASS J16412450+3629378                                                                                  |Red Giant Branch star               |16 41 24.5006885952 +36 29 37.852746900|059.0439711533934 +40.9723766430335|  -3.465 -2.668    |14.18    |~                  |    ~     ~    |    0|                |                       |        |                   
3113|NGC 6205 77                        2MASS J16412464+3625449                                                                                  |Red Giant Branch star               |16 41 24.6362215608 +36 25 45.116782032|058.9589295172421 +40.9648622137559|  -2.972 -2.785    |12.77    |~                  |    ~     ~    |    0|                |                       |        |                   
