C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST07:20:27

Vmag< 11&dec >=0&rah >=23.25&rah< 23.5
--------------------------------------

Number of objects : 4862

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------
4403|TYC 1716-2199-1                                                       |High Proper Motion Star        |23 24 52.5354377976 +18 02 24.080864172|095.6058286914404 -40.1942064484280|-34.825 -62.765  |10.97    |~                    |    ~     ~    
4404|TYC 1716-2205-1                                                       |Star                           |23 18 52.6286592336 +18 07 35.487338448|093.9896782717082 -39.4872127373516| -18.119 -1.645  |10.47    |~                    |    ~     ~    
4405|TYC 1718-766-1                                                        |Star                           |23 16 36.6705483288 +21 03 36.636248952|095.0588692598265 -36.6266671998422|   17.501 3.038  |10.14    |~                    |    ~     ~    
4406|TYC 1718-1002-1                                                       |Star                           |23 16 06.2996870088 +20 58 13.943125596|094.8772394925080 -36.6540367036486|   5.160 -8.884  |10.73    |~                    |    ~     ~    
4407|TYC 1718-1266-1                                                       |Star                           |23 15 29.3999162448 +20 50 30.761396880|094.6451324840605 -36.7043501255467|   18.813 4.597  |10.78    |~                    |    ~     ~    
4408|TYC 1718-1396-1                                                       |Star                           |23 16 20.7349201272 +20 36 10.656643032|094.7339294930767 -37.0077587269781|   2.634 -5.608  |10.90    |~                    |    ~     ~    
4409|TYC 1718-1723-1                                                       |Star                           |23 16 38.4499470120 +21 37 37.778674656|095.3794627300648 -36.1218018211386|   2.431 -2.842  |10.84    |~                    |    ~     ~    
4410|TYC 1719-258-1                                                        |Star                           |23 17 20.5636795416 +22 20 33.908979516|095.9478695420022 -35.5506523528653|  15.037 -1.140  |10.59    |~                    |    ~     ~    
4411|TYC 1719-833-1                                                        |Star                           |23 26 59.4195210648 +21 43 50.905393572|098.1480813787057 -37.0435393616202|  16.685 27.871  |10.94    |~                    |    ~     ~    
4412|TYC 1719-1354-1                                                       |Star                           |23 22 29.9503137024 +21 26 09.358482948|096.8052668077406 -36.8828152637210|  30.449 14.228  |10.03    |~                    |    ~     ~    
4413|TYC 1719-1471-1                                                       |Star                           |23 19 38.8843834632 +20 57 25.211015280|095.7971526707080 -37.0313539055416| 24.006 -22.042  |10.37    |~                    |    ~     ~    
4414|TYC 1720-400-1                                                        |Star                           |23 29 48.0219174912 +16 34 54.364349460|096.1988606970270 -42.0131075293487|-13.292 -35.818  |10.98    |~                    |    ~     ~    
4415|TYC 1720-404-1                                                        |Star                           |23 29 05.2683779184 +16 15 33.514135812|095.8071211119143 -42.2339159877122|   9.970 -0.851  |10.88    |~                    |    ~     ~    
4416|TYC 2236-523-1                                                        |Star                           |23 15 30.6703492968 +24 07 08.315868288|096.4286738986635 -33.7686262737777| 13.771 -11.976  |10.97    |~                    |    ~     ~    
4417|TYC 2237-349-1                                                        |Star                           |23 24 46.3452502080 +23 05 36.929054724|098.2471279777276 -35.5897353318417|-19.520 -12.462  |10.97    |~                    |    ~     ~    
4418|TYC 2237-1209-1                                                       |Star                           |23 19 52.1423075808 +23 59 09.587124996|097.4456856222587 -34.3138494869360|   4.949 -8.655  |10.96    |~                    |    ~     ~    
4419|TYC 2237-1628-1                                                       |Chemically Peculiar Star       |23 18 55.1424834888 +22 54 47.456725896|096.6524937278272 -35.1934617328446|    3.098 8.745  |10.66    |A4mF2                |    ~     ~    
4420|2MASS J23191981+2428474                                               |Long-Period Variable Candidate |23 19 19.8147124800 +24 28 47.254406952|097.5608655134828 -33.8140318531289|  -3.123 -4.991  |10.69    |~                    |    ~     ~    
4421|TYC 2241-1103-1                                                       |Star                           |23 19 25.5601995576 +24 40 22.029669372|097.6817344114215 -33.6478517347651|  -8.776 -5.553  |10.89    |~                    |    ~     ~    
4422|TYC 2241-1234-1                                                       |Star                           |23 24 24.5725565496 +24 26 49.303775112|098.8177505630799 -34.3169543998521| 17.723 -21.706  |10.98    |~                    |    ~     ~    
4423|TYC 2241-1401-1                                                       |Star                           |23 23 45.8062995648 +24 24 01.587558564|098.6320214361481 -34.3006916176175|  -2.063 -5.605  |10.81    |~                    |    ~     ~    
4424|TYC 2241-1701-1                                                       |Star                           |23 20 45.8096455872 +24 57 10.899288576|098.1527307165648 -33.5186655673244|    8.139 4.575  |10.64    |~                    |    ~     ~    
4425|TYC 2244-207-1                                                        |High Proper Motion Star        |23 15 08.2930199448 +27 49 52.095942948|098.2139958509989 -30.3774597653203|   64.978 2.475  |10.43    |~                    |    ~     ~    
4426|TYC 2244-1330-1                                                       |Star                           |23 15 15.6780546504 +26 36 05.769936612|097.6364395752023 -31.5031278066152|  -0.803 -8.385  |10.99    |~                    |    ~     ~    
4427|TYC 2245-481-1                                                        |Star                           |23 25 41.6801149392 +27 19 06.064127652|100.4746735942855 -31.7871280671287|  -0.027 -0.835  |10.89    |~                    |    ~     ~    
4428|TYC 2245-1554-1                                                       |Star                           |23 18 55.5599498832 +26 48 28.446326028|098.6104320954072 -31.6578431021272|  -6.564 -4.309  |9.77     |~                    |    ~     ~    
4429|TYC 2245-1704-1                                                       |High Proper Motion Star        |23 22 21.0188906496 +27 59 13.880051916|099.9791870762995 -30.8834145432093|-40.703 -37.917  |10.97    |~                    |    ~     ~    
4430|TYC 2249-130-1                                                        |Star                           |23 21 08.4890103792 +28 08 17.443291056|099.7635062540926 -30.6393531481319|  15.191 -5.379  |10.90    |~                    |    ~     ~    
4431|GSC 02249-00568                                                       |Double or Multiple Star        |23 22 44.269776 +29 44 25.44720        |100.857979209 -29.301358034        |        5.7 0.7  |10.800   |~                    |    ~     ~    
4432|TYC 2249-990-1                                                        |Star                           |23 24 52.5916771632 +28 34 18.898275900|100.8390176411702 -30.5595696663203|   2.903 -1.509  |10.79    |~                    |    ~     ~    
4433|TYC 2249-1105-1                                                       |Star                           |23 23 49.5426836952 +28 59 03.337685916|100.7752273457982 -30.0905129731044|   0.173 -5.073  |10.93    |~                    |    ~     ~    
4434|TYC 2249-1420-1                                                       |Star                           |23 19 50.2557584760 +28 21 18.316719396|099.5584562495452 -30.3258544510355|  -5.374 -4.298  |10.87    |~                    |    ~     ~    
4435|TYC 2250-794-1                                                        |Star                           |23 29 31.1854373808 +24 19 52.244027112|100.0647981358884 -34.8768896020929| -12.900 -9.251  |10.90    |~                    |    ~     ~    
4436|BD+25 4937                                                            |Star                           |23 27 11.1751694880 +26 05 37.486012128|100.2850312744026 -33.0460919684887|-15.691 -27.308  |10.48    |~                    |    ~     ~    
4437|TYC 2256-1135-1                                                       |Star                           |23 29 45.7854717672 +29 14 39.220595304|102.2801228204179 -30.3312967044663|  -5.702 -6.514  |10.81    |~                    |    ~     ~    
4438|TYC 2256-1880-1                                                       |Star                           |23 29 08.9363445600 +28 42 23.485798548|101.9087452526892 -30.7839514056284|  -8.445 -0.465  |10.69    |~                    |    ~     ~    
4439|TYC 2752-719-1                                                        |Star                           |23 17 15.8649963000 +30 05 44.039510628|099.7735271896099 -28.5067050258662|  -0.830 -5.251  |10.95    |~                    |    ~     ~    
4440|TYC 2752-1074-1                                                       |Star                           |23 19 44.1043157208 +30 56 55.809402288|100.7132578369625 -27.9361301535882|    3.936 3.938  |10.84    |~                    |    ~     ~    
4441|BD+29 4889                                                            |High Proper Motion Star        |23 15 26.1863709408 +30 45 42.039139032|099.6725885515802 -27.7379076594524| 66.227 -26.621  |10.37    |~                    |    ~     ~    
4442|TYC 2756-301-1                                                        |Spectroscopic Binary           |23 15 47.4973226496 +33 01 16.482705564|100.7734309710620 -25.7020645626970|    3.804 3.129  |10.99    |~                    |    ~     ~    
4443|TYC 2756-679-1                                                        |Star                           |23 18 39.7223762352 +32 19 08.665568796|101.0814251520555 -26.5860882803231|  -7.791 -9.084  |10.71    |~                    |    ~     ~    
4444|TYC 2756-1072-1                                                       |Star                           |23 20 32.1404999496 +33 26 08.284039404|101.9666472844161 -25.7085731579115| -0.522 -24.412  |10.90    |~                    |    ~     ~    
4445|TYC 2760-588-1                                                        |Star                           |23 18 35.8055178576 +35 00 04.741314012|102.2194143913298 -24.1087469119549| -7.632 -12.813  |10.81    |~                    |    ~     ~    
4446|TYC 2760-758-1                                                        |Star                           |23 19 25.8443938200 +35 35 58.673348700|102.6412500978634 -23.6207746382119|   -5.820 0.834  |10.99    |~                    |    ~     ~    
4447|TYC 2760-959-1                                                        |Star                           |23 22 07.6371127296 +34 39 20.862713196|102.8124168914117 -24.7026317124221|  -2.751 -0.558  |10.98    |~                    |    ~     ~    
4448|TYC 2760-1183-1                                                       |Star                           |23 21 15.8032375368 +34 23 45.242844684|102.5235498802435 -24.8770785867315|   22.878 3.770  |10.98    |~                    |    ~     ~    
4449|TYC 2760-1264-1                                                       |High Proper Motion Star        |23 19 32.2381920192 +34 58 47.159956128|102.4054387201083 -24.2023539795694|-37.007 -47.246  |10.95    |~                    |    ~     ~    
4450|TYC 2760-1453-1                                                       |Star                           |23 15 57.2067576432 +34 22 40.297002492|101.4037238156824 -24.4709251654865|    5.296 0.942  |10.69    |~                    |    ~     ~    
4451|TYC 2760-1826-1                                                       |Star                           |23 20 43.8945589824 +35 15 45.812796732|102.7703962066276 -24.0327999323935|   -2.954 0.137  |10.87    |~                    |    ~     ~    
4452|IRAS 23192+3703                                                       |Star                           |23 21 35.7595814904 +37 19 18.268757832|103.7777305924063 -22.1857523417228|  -2.745 -3.377  |10.93    |~                    |    ~     ~    
4453|TYC 2764-485-1                                                        |Star                           |23 22 42.8042796864 +37 19 06.099951468|103.9998190825312 -22.2700193130836|   3.935 -5.497  |10.86    |~                    |    ~     ~    
4454|TYC 2764-1067-1                                                       |Star                           |23 23 27.8714930904 +37 21 23.894991252|104.1652020125212 -22.2883277958379|  -0.317 -4.560  |10.99    |~                    |    ~     ~    
4455|TYC 2764-1159-1                                                       |Star                           |23 16 56.4493903944 +36 45 48.727946808|102.6207154048418 -22.3532053535497|  18.919 10.957  |10.29    |~                    |    ~     ~    
4456|TYC 2764-1524-1                                                       |Star                           |23 17 15.6306781344 +36 20 57.662970900|102.5119263201423 -22.7601168094140|   -2.671 0.466  |10.99    |~                    |    ~     ~    
4457|TYC 2764-1690-1                                                       |Star                           |23 19 03.0043915944 +36 29 18.011109984|102.9303215526501 -22.7692350132845|  11.345 -2.174  |10.83    |~                    |    ~     ~    
4458|TYC 2764-1960-1                                                       |High Proper Motion Star        |23 15 04.7893312824 +35 56 33.035874144|101.8997904292997 -22.9630278428419|-67.472 -53.216  |10.17    |~                    |    ~     ~    
4459|TYC 2765-870-1                                                        |Star                           |23 25 23.9339460384 +31 15 30.464471736|102.1166740606342 -28.1120939845241|  -1.485 -5.664  |10.83    |~                    |    ~     ~    
4460|TYC 2765-1342-1                                                       |Star                           |23 25 56.3918820096 +30 48 33.364185948|102.0503505336954 -28.5723081990349|    4.324 1.536  |10.65    |~                    |    ~     ~    
4461|TYC 2769-250-1                                                        |Star                           |23 28 35.0648720016 +33 25 28.843126608|103.7008731563983 -26.3342003810735|  -4.128 -8.588  |10.64    |~                    |    ~     ~    
4462|TYC 2769-732-1                                                        |Star                           |23 29 38.2186384800 +33 18 16.888182696|103.8840134019742 -26.5234108475040| 28.156 -10.845  |10.90    |~                    |    ~     ~    
4463|TYC 2769-1115-1                                                       |Star                           |23 29 08.5985875848 +32 33 08.572509720|103.4804397981514 -27.1920469374650|   0.213 -3.450  |10.98    |~                    |    ~     ~    
4464|TYC 2769-1338-1                                                       |Star                           |23 25 06.9153820632 +33 30 27.314604540|102.9811486989162 -25.9979599567477|  46.279 -3.793  |10.89    |~                    |    ~     ~    
4465|TYC 2773-279-1                                                        |Star                           |23 27 16.0815317616 +34 18 30.849899364|103.7629511324271 -25.4107224328498|   10.293 2.920  |10.95    |~                    |    ~     ~    
4466|TYC 2773-602-1                                                        |Star                           |23 24 32.5189198056 +35 16 45.131773008|103.5694888559062 -24.3041414606376|  -1.164 -4.965  |10.96    |~                    |    ~     ~    
4467|TYC 2777-415-1                                                        |Star                           |23 25 13.0498273872 +37 25 21.555110964|104.5422788326709 -22.3509216349160|-11.365 -12.925  |10.86    |~                    |    ~     ~    
4468|TYC 2777-730-1                                                        |Star                           |23 25 47.0425180608 +35 45 06.870314916|104.0137128952447 -23.9534676163736|   6.039 -2.133  |10.58    |~                    |    ~     ~    
4469|TYC 2777-1144-1                                                       |Star                           |23 28 15.8600643672 +36 14 53.068820208|104.7172422238183 -23.6644400472630|  -4.979 -4.411  |10.61    |~                    |    ~     ~    
4470|TYC 3217-95-1                                                         |Spectroscopic Binary           |23 16 14.1209594328 +39 13 00.532192872|103.4932899277297 -20.0345527626329|  -6.038 -3.563  |10.92    |~                    |    ~     ~    
4471|TYC 3217-336-1                                                        |Star                           |23 16 21.4008361512 +37 36 01.217377188|102.8528899609555 -21.5362599707746| -8.148 -15.037  |10.33    |~                    |    ~     ~    
4472|TYC 3217-552-1                                                        |Star                           |23 16 31.2011529648 +37 52 44.591870748|103.0001700378249 -21.2914641892058|   7.648 -2.399  |10.79    |~                    |    ~     ~    
4473|TYC 3221-1574-1                                                       |Spectroscopic Binary           |23 16 51.0436265544 +40 22 51.195519876|104.0785068184501 -19.0026613788497|  -8.654 12.459  |10.52    |~                    |    ~     ~    
4474|TYC 3221-2059-1                                                       |Star                           |23 15 40.8514100280 +40 18 35.922384972|103.8319477441270 -18.9836165970386|   2.443 -3.788  |10.96    |~                    |    ~     ~    
4475|TYC 3225-1467-1                                                       |Star                           |23 17 12.2886625608 +42 41 59.479357272|105.0561958096532 -16.8773504594721|   1.838 -9.080  |10.84    |~                    |    ~     ~    
4476|TYC 3225-1818-1                                                       |Star                           |23 17 26.2700851488 +41 20 10.021003872|104.5654781858508 -18.1590219802441|  -6.024 -3.541  |10.84    |~                    |    ~     ~    
4477|TYC 3225-1851-1                                                       |Star                           |23 15 22.7744814312 +42 22 10.141638240|104.6007209388524 -17.0573832181622|  -4.696 -4.135  |10.90    |~                    |    ~     ~    
4478|TYC 3225-1941-1                                                       |Star                           |23 18 53.5434371952 +42 56 40.898012748|105.4509740841680 -16.7637616039615|  -7.135 -2.114  |10.90    |~                    |    ~     ~    
4479|TYC 3225-2207-1                                                       |Spectroscopic Binary           |23 18 52.4801795184 +42 18 02.765549916|105.2013844985922 -17.3618585202157| -10.149 -3.597  |10.92    |~                    |    ~     ~    
4480|TYC 3225-2789-1                                                       |Star                           |23 19 42.5199269088 +42 17 59.182593036|105.3514562058066 -17.4190647394335| -10.548 -7.987  |10.87    |~                    |    ~     ~    
4481|TYC 3225-3197-1                                                       |Star                           |23 18 29.8767797736 +42 14 35.640498948|105.1113268578248 -17.3897850103610| -2.284 -13.386  |10.90    |~                    |    ~     ~    
4482|TYC 3229-8-1                                                          |Star                           |23 19 43.9025997288 +43 44 47.452914492|105.9026406484132 -16.0720266123233|  22.272 23.103  |10.93    |~                    |    ~     ~    
4483|TYC 3229-94-1                                                         |Star                           |23 19 49.1588544432 +43 21 59.553767196|105.7751929684773 -16.4321098932039|   2.749 -1.926  |10.60    |~                    |    ~     ~    
4484|TYC 3229-135-1                                                        |Star                           |23 15 32.1016271568 +43 34 33.137670000|105.1031529533828 -15.9509817884173|  3.016 -16.725  |10.97    |~                    |    ~     ~    
4485|TYC 3229-815-1                                                        |Star                           |23 16 17.6706538536 +44 59 06.254823588|105.7797754482158 -14.6946019053495|  -2.524 -3.788  |10.70    |~                    |    ~     ~    
4486|TYC 3229-2227-1                                                       |Star                           |23 16 07.8139081176 +44 29 50.681481036|105.5641318075223 -15.1364632705128|  -6.883 -8.186  |10.94    |~                    |    ~     ~    
4487|TYC 3229-2380-1                                                       |Star                           |23 15 20.8322238456 +43 28 08.498201160|105.0284880751764 -16.0371407532837|  -3.013 -4.358  |10.94    |~                    |    ~     ~    
4488|TYC 3229-2382-1                                                       |Star                           |23 18 31.6655938896 +43 27 37.541934396|105.5830245852002 -16.2594119658040|   0.640 -1.638  |10.97    |~                    |    ~     ~    
4489|TYC 3229-2940-1                                                       |Star                           |23 15 36.9945594840 +43 45 40.414823424|105.1897803775053 -15.7847573359931|    2.277 5.343  |9.96     |~                    |    ~     ~    
4490|TYC 3229-2985-1                                                       |Star                           |23 17 02.3189053344 +44 21 53.003848608|105.6692047608227 -15.3198419455411|  -5.777 -8.676  |10.74    |~                    |    ~     ~    
4491|TYC 3230-322-1                                                        |Star                           |23 28 23.2887550272 +39 04 33.917622384|105.7860763284714 -21.0146915862667|  7.050 -11.007  |10.74    |~                    |    ~     ~    
4492|TYC 3230-838-1                                                        |Star                           |23 21 33.5042707320 +37 58 37.385750352|104.0290751178869 -21.5733090560831| -16.347 -9.339  |10.94    |~                    |    ~     ~    
4493|TYC 3230-1688-1                                                       |Star                           |23 28 22.8857035056 +37 44 47.607875268|105.2992145221492 -22.2648377105104| 13.057 -32.330  |10.90    |~                    |    ~     ~    
4494|TYC 3234-208-1                                                        |Spectroscopic Binary           |23 23 48.1609485144 +39 44 35.085177924|105.1448373952497 -20.0825906686290|  10.299 -8.428  |10.90    |~                    |    ~     ~    
4495|TYC 3234-341-1                                                        |Star                           |23 25 41.1523379856 +40 58 52.652139168|105.9600541338572 -19.0473054905316|  12.957 -5.587  |10.18    |~                    |    ~     ~    
4496|TYC 3234-476-1                                                        |Star                           |23 23 25.0217850384 +40 15 20.180874492|105.2641380245740 -19.5770774489986|-32.167 -11.318  |10.94    |~                    |    ~     ~    
4497|TYC 3234-482-1                                                        |Star                           |23 26 50.8685465136 +40 21 59.518868940|105.9562108381148 -19.7003382123029|  -2.104 -5.904  |10.82    |~                    |    ~     ~    
4498|TYC 3234-867-1                                                        |Star                           |23 23 43.1139835176 +40 37 08.420900664|105.4570770333081 -19.2573270210118|  10.961 -1.585  |10.40    |~                    |    ~     ~    
4499|TYC 3234-1075-1                                                       |Star                           |23 24 30.3107479008 +40 52 58.915608168|105.7027244353173 -19.0622352694495|  -9.970 -5.094  |10.83    |~                    |    ~     ~    
4500|TYC 3234-2350-1                                                       |Star                           |23 21 58.9960549536 +39 28 24.327685596|104.6935974655145 -20.2092758759388|  -4.126 -5.010  |10.73    |~                    |    ~     ~    
4501|TYC 3238-115-1                                                        |Star                           |23 26 17.7636654456 +43 04 35.222609784|106.8238376262090 -17.1164083990717| -25.360 -5.851  |10.04    |~                    |    ~     ~    
4502|TYC 3238-271-1                                                        |Star                           |23 26 07.7229726384 +42 42 43.114759380|106.6643609205895 -17.4489635931122|  -6.935 -8.762  |10.10    |~                    |    ~     ~    
4503|TYC 3238-374-1                                                        |Star                           |23 25 41.7112600296 +42 01 19.923367980|106.3385336138870 -18.0701860875948|  26.542 -7.496  |10.98    |~                    |    ~     ~    
4504|TYC 3238-692-1                                                        |Star                           |23 24 31.9391751264 +41 37 38.404911108|105.9811700432101 -18.3662015271779|  -17.861 3.321  |10.95    |~                    |    ~     ~    
4505|TYC 3238-809-1                                                        |Spectroscopic Binary           |23 23 21.4652377032 +42 53 29.472306612|106.2293247490522 -17.1054376848297|   0.588 -2.766  |10.62    |~                    |    ~     ~    
4506|TYC 3238-1199-1                                                       |Star                           |23 20 37.7261913600 +42 11 20.062650876|105.4758365607058 -17.5840403445918|   0.115 -2.715  |10.58    |~                    |    ~     ~    
4507|TYC 3242-59-1                                                         |Spectroscopic Binary           |23 21 54.8637357912 +44 15 01.261862856|106.4707301628959 -15.7412008816540|  -4.784 -0.087  |10.90    |~                    |    ~     ~    
4508|TYC 3242-81-1                                                         |Star                           |23 27 20.2964389680 +44 37 44.353702884|107.5504009687825 -15.7164209721144|  -4.424 -5.810  |10.99    |~                    |    ~     ~    
4509|TYC 3242-180-1                                                        |Star                           |23 23 22.8280755360 +43 51 29.178536976|106.5847222964674 -16.2007982328889|  -18.947 5.680  |10.84    |~                    |    ~     ~    
4510|TYC 3242-227-1                                                        |Star                           |23 27 42.4226330496 +44 29 49.994739384|107.5694681030854 -15.8625040560787|   14.371 1.738  |10.71    |~                    |    ~     ~    
4511|TYC 3242-315-1                                                        |Star                           |23 21 01.7345465328 +44 38 38.112199080|106.4616295118863 -15.3171781985897|   4.383 -9.515  |10.76    |~                    |    ~     ~    
4512|TYC 3242-330-1                                                        |Star                           |23 23 04.3637208048 +43 40 11.712254016|106.4622140553404 -16.3578709107151|   5.194 -6.240  |10.98    |~                    |    ~     ~    
4513|TYC 3242-344-1                                                        |Star                           |23 22 54.4853913864 +43 34 09.924365172|106.3965256919870 -16.4416350773026|  -5.544 -6.320  |10.99    |~                    |    ~     ~    
4514|TYC 3242-454-1                                                        |Star                           |23 20 01.3233638016 +43 12 47.149866720|105.7533198073295 -16.5885288012929|  2.467 -19.291  |10.32    |~                    |    ~     ~    
4515|TYC 3242-456-1                                                        |Star                           |23 26 05.9367571248 +43 46 53.029436736|107.0373915727058 -16.4408154804135|   -5.464 2.010  |10.86    |~                    |    ~     ~    
4516|TYC 3242-573-1                                                        |Star                           |23 25 50.6825869800 +44 50 11.866372656|107.3629324736190 -15.4320539878154|-14.533 -11.143  |10.79    |~                    |    ~     ~    
4517|TYC 3242-1076-1                                                       |Star                           |23 29 38.8874134272 +44 13 02.895333924|107.8153883672335 -16.2403801197385|  -3.928 -4.668  |10.99    |~                    |    ~     ~    
4518|TYC 3242-1125-1                                                       |Star                           |23 26 02.8694604336 +44 13 24.284414640|107.1836736686038 -16.0216073064873|   -2.749 2.315  |10.76    |~                    |    ~     ~    
4519|TYC 3242-1197-1                                                       |Star                           |23 20 59.9941187856 +44 01 11.840510100|106.2264745246842 -15.8986109795462|   10.599 1.044  |10.85    |~                    |    ~     ~    
4520|TYC 3636-388-1                                                        |Star                           |23 21 05.7505118232 +45 51 40.149797688|106.9181007298554 -14.1827432941142| 25.069 -11.788  |10.36    |~                    |    ~     ~    
4521|TYC 3636-409-1                                                        |Star                           |23 25 08.5255087560 +45 27 24.689381292|107.4590828555988 -14.8064220643252|  -0.691 -2.137  |10.74    |~                    |    ~     ~    
4522|TYC 3636-449-1                                                        |Star                           |23 23 27.3489135480 +45 51 47.737839960|107.3162266606345 -14.3238693433375|  -3.246 -4.224  |10.92    |~                    |    ~     ~    
4523|TYC 3636-532-1                                                        |Star                           |23 21 50.0556491256 +45 26 23.087180832|106.8898835801374 -14.6226166872904| -12.974 -7.040  |10.80    |~                    |    ~     ~    
4524|TYC 3636-897-1                                                        |Star                           |23 18 32.3834743512 +45 29 35.813055768|106.3521470678420 -14.3667243504431|   -5.053 1.224  |10.87    |~                    |    ~     ~    
4525|TYC 3636-1083-1                                                       |Star                           |23 18 03.6716494176 +45 05 13.327329228|106.1186083160336 -14.7145993247518|   -5.979 2.766  |10.87    |~                    |    ~     ~    
4526|TYC 3636-1191-1                                                       |Star                           |23 17 55.5407295552 +45 42 32.684072688|106.3297721581361 -14.1266538999372|  -3.074 -2.019  |10.76    |~                    |    ~     ~    
4527|TYC 3636-1793-1                                                       |Star                           |23 24 51.9398282520 +46 09 02.798353116|107.6548493903537 -14.1371583161418|  -6.611 -6.111  |10.97    |~                    |    ~     ~    
4528|TYC 3636-1825-1                                                       |Star                           |23 15 22.5070741656 +46 30 51.201650268|106.2118035425133 -13.2153313046157| -11.027 -7.710  |10.89    |~                    |    ~     ~    
4529|TYC 3636-1950-1                                                       |Star                           |23 16 14.8184312040 +46 45 35.744151204|106.4479898795636 -13.0425220392323|  -7.831 -0.217  |10.85    |~                    |    ~     ~    
4530|TYC 3636-2057-1                                                       |Star                           |23 22 46.8162985032 +46 24 15.467875776|107.3953226876908 -13.7756639184093| -11.003 -4.234  |10.68    |~                    |    ~     ~    
4531|TYC 3636-2363-1                                                       |Star                           |23 19 12.5610308184 +45 59 09.614537988|106.6478330680200 -13.9493193330570|  -2.828 -5.431  |10.96    |~                    |    ~     ~    
4532|TYC 3636-2422-1                                                       |Star                           |23 17 06.3750599688 +46 34 03.792602892|106.5163235755892 -13.2754403848026| 34.450 -20.141  |10.95    |~                    |    ~     ~    
4533|TYC 3636-2434-1                                                       |Star                           |23 19 22.3111077216 +46 50 21.977888100|106.9892461039810 -13.1625679331893|   7.461 -7.411  |10.83    |~                    |    ~     ~    
4534|TYC 3636-2469-1                                                       |Star                           |23 17 54.8941265880 +46 51 45.097046316|106.7591597904972 -13.0513602767374| -12.707 -1.150  |10.93    |~                    |    ~     ~    
4535|TYC 3637-351-1                                                        |Star                           |23 29 55.5811996080 +45 47 06.577298628|108.3878306156004 -14.7721090454237|  -4.297 -7.433  |9.82     |~                    |    ~     ~    
4536|TYC 3637-565-1                                                        |Star                           |23 26 57.0742074480 +45 47 25.483902792|107.8827198791352 -14.5980862063985|  -3.210 -3.933  |10.76    |~                    |    ~     ~    
4537|BD+45 4240                                                            |Star                           |23 29 27.4076797728 +46 35 19.835793636|108.5745347726331 -13.9848338240559|   7.070 -3.973  |10.06    |K0III                |    ~     ~    
4538|TYC 3637-1532-1                                                       |Star                           |23 29 13.2916194432 +46 34 30.620222760|108.5305564645968 -13.9847789272474|   8.531 -5.429  |10.95    |~                    |    ~     ~    
4539|TYC 3640-73-1                                                         |Star                           |23 25 40.5899357280 +48 37 08.938874352|108.6372972061023 -11.8578059827008|  -0.716 -3.427  |10.36    |~                    |    ~     ~    
4540|TYC 3640-226-1                                                        |Star                           |23 23 21.2585455632 +46 59 48.285813228|107.7001266296403 -13.2533120108836|  -3.121 -2.605  |10.88    |~                    |    ~     ~    
4541|IRAS 23177+4750                                                       |Long-Period Variable Candidate |23 20 00.9756384888 +48 06 14.949151740|107.5540885423940 -12.0191152995681|  -8.925 -9.632  |10.84    |~                    |    ~     ~    
4542|TYC 3640-359-1                                                        |Star                           |23 20 22.4320529472 +48 14 09.032626068|107.6586001324609 -11.9169181966740|    0.047 0.928  |10.96    |~                    |    ~     ~    
4543|TYC 3640-545-1                                                        |Star                           |23 22 08.5491215856 +48 10 50.171123136|107.9212158467375 -12.0714783512782|  -0.821 -3.526  |10.79    |~                    |    ~     ~    
4544|TYC 3640-568-1                                                        |Star                           |23 20 42.7152459408 +47 00 58.225021020|107.2732758438400 -13.0785203076011|   4.568 -2.867  |10.85    |~                    |    ~     ~    
4545|TYC 3640-648-1                                                        |Star                           |23 16 44.5179501480 +46 56 07.473766308|106.5949641087269 -12.9104445745936| -4.509 -13.513  |10.40    |~                    |    ~     ~    
4546|TYC 3640-734-1                                                        |Star                           |23 24 41.0333314032 +46 54 39.087819432|107.8893151228541 -13.4113189991245| -13.801 -6.333  |10.33    |~                    |    ~     ~    
4547|TYC 3640-782-1                                                        |Star                           |23 20 32.1056264016 +47 02 32.872813584|107.2538473230751 -13.0432926243146|  -0.209 -3.138  |10.48    |~                    |    ~     ~    
4548|TYC 3640-974-1                                                        |Red Giant Branch star          |23 20 36.9086532456 +48 11 39.411703896|107.6821243067440 -11.9699571063705|  18.257 -0.867  |10.83    |~                    |    ~     ~    
4549|TYC 3640-1220-1                                                       |Star                           |23 19 06.3249794928 +47 44 36.071833200|107.2770489998850 -12.3021622570010|  -7.463 -6.115  |10.26    |~                    |    ~     ~    
4550|TYC 3640-1293-1                                                       |Star                           |23 17 12.7127297592 +47 40 31.028134836|106.9478689932814 -12.2508003283844|   -2.004 1.170  |10.75    |~                    |    ~     ~    
4551|TYC 3640-1419-1                                                       |Star                           |23 23 19.7143129320 +47 28 52.700629476|107.8662872193233 -12.7965731717156|   2.154 -4.816  |10.99    |~                    |    ~     ~    
4552|TYC 3640-1503-1                                                       |Star                           |23 23 53.3160603432 +47 31 17.983310160|107.9715800421497 -12.7909167751628|  -3.454 -1.357  |10.92    |~                    |    ~     ~    
