C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:00:37

dec< 0&rah >=18.25&rah< 18.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 9484

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
7129|NGC 6611 584                       NGC 6611 584                                                                                                                                |Star                                  |18 18 23.632 -13 36 27.81              |017.082647 +00.974400              |      0.65 2.67   |12.02    |O9V              |    ~     ~    |    0|                |                         |        |                   
7130|NGC 6611 290                       NGC 6611 290                                                                                                                                |Star                                  |18 18 44.8427105160 -13 56 22.341188472|016.8309247212447 +00.7417652882616|   0.286 -2.358   |11.69    |B2.5V            |    ~     ~    |    1| 1849.797   pc  | -55.4323    +55.4323    |paral   |2020yCat.1350....0G
7131|NGC 6611 301                       NGC 6611 301                                                                                                                                |Star                                  |18 18 44.9814474504 -13 46 24.902605236|016.9774156559914 +00.8197769852269|   0.274 -1.692   |12.16    |B2V              |    ~     ~    |    1| 1889.288   pc  |-138.8500   +138.8500    |paral   |2020yCat.1350....0G
7132|NGC 6611 484                       [HMS93] J181906.96-134504.5                                                                                                                 |Emission-line Star                    |18 19 06.91 -13 45 04.4                |017.03909 +00.75215                |     -1.29 3.43   |12.36    |B8III            |    ~     ~    |    0|                |                         |        |                   
7133|NGC 6611 289                       NGC 6611 289                                                                                                                                |Star                                  |18 18 44.0879844480 -13 48 56.499936408|016.9386007891988 +00.8030419168063|   0.161 -1.772   |12.57    |B3V              |    ~     ~    |    1| 1811.922   pc  | -43.0081    +43.0081    |paral   |2020yCat.1350....0G
7134|NGC 6611 444                       2MASS J18190042-1342410                                                                                                                     |Young Stellar Object                  |18 19 00.4286432088 -13 42 41.013464796|017.0617883578230 +00.7941004772882|   0.389 -1.344   |12.594   |B1.5V            |    ~     ~    |    1| 1895.375   pc  | -71.8489    +71.8489    |paral   |2020yCat.1350....0G
7135|NGC 6611 311                       NGC 6611 311                                                                                                                                |Emission-line Star                    |18 18 45.60 -13 47 53.1                |016.95701 +00.80598                |      2.56 0.18   |12.74    |B2.5Ve           |    ~     ~    |    0|                |                         |        |                   
7136|NGC 6611 227                       NGC 6611 227                                                                                                                                |Emission-line Star                    |18 18 38.4019036872 -13 47 09.063135564|016.9540095513608 +00.8374312528674|   0.348 -1.868   |12.753   |B1.5Ve           |    ~     ~    |    1| 1810.610   pc  | -55.7313    +55.7313    |paral   |2020yCat.1350....0G
7137|NGC 6611 297                       NGC 6611 297                                                                                                                                |Emission-line Star                    |18 18 44.5246702680 -13 45 48.121323516|016.9855436540711 +00.8262387160498|   0.008 -1.701   |12.85    |B1.5:V           |    ~     ~    |    1| 1784.121   pc  | -60.1604    +60.1604    |paral   |2020yCat.1350....0G
7138|NGC 6611 267                       NGC 6611 267                                                                                                                                |Emission-line Star                    |18 18 41.6931488496 -13 46 43.854056976|016.9664814008306 +00.8290105428614|   0.331 -1.612   |13.07    |B3V              |    ~     ~    |    1| 1759.015   pc  | -68.9992    +68.9992    |paral   |2020yCat.1350....0G
7139|NGC 6611 222                       2MASS J18183749-1343393                                                                                                                     |Young Stellar Object                  |18 18 37.4984975040 -13 43 39.417078468|017.0035892148814 +00.8682060241527|   0.373 -1.553   |12.968   |O7V((f))z        |    ~     ~    |    1| 1678.697   pc  | -59.4603    +59.4603    |paral   |2020yCat.1350....0G
7140|NGC 6611 541                       NGC 6611 541                                                                                                                                |Star                                  |18 19 19.1277318960 -13 43 52.351623480|017.0801008680548 +00.7180329899917|   0.397 -1.697   |13.17    |B2.5V            |    ~     ~    |    1| 1970.443   pc  | -88.9126    +88.9126    |paral   |2020yCat.1350....0G
7141|NGC 6611 336                       NGC 6611 336                                                                                                                                |Emission-line Star                    |18 18 49.1681100312 -13 48 04.229034444|016.9611187151902 +00.7917996356902|   0.261 -1.764   |13.288   |B5III            |    ~     ~    |    1| 1882.530   pc  | -54.2220    +54.2220    |paral   |2020yCat.1350....0G
7142|NGC 6611 223                       NGC 6611 223                                                                                                                                |Star                                  |18 18 37.8647752080 -13 46 35.150559996|016.9612808902499 +00.8438033009483|   0.160 -1.610   |11.06    |B1V              |    ~     ~    |    1| 1921.968   pc  | -62.7973    +62.7973    |paral   |2020yCat.1350....0G
7143|V* V5537 Sgr                                                                                                                                                                   |Long-Period Variable                  |18 26 12.7092038472 -26 05 39.506572176|006.8761351154163 -06.4748093627632| -3.340 -16.268   |10.9     |~                |    ~     ~    |    1| 1840.6     pc  | -89.7773    +89.7773    |paral   |2020yCat.1350....0G
7144|HD 319186                                                                                                                                                                      |Star                                  |18 16 58.0630740336 -31 40 24.302183016|000.9483302515567 -07.2347440517761|  -2.508 -6.479   |10.91    |F0               |    ~     ~    |    1|  699.643   pc  | -11.1606    +11.1606    |paral   |2020yCat.1350....0G
7145|NGC 6618 343                       BD-16 4816                                                                                                                                  |Star                                  |18 20 27.6346 -16 12 01.165            |015.0334555 -00.6905170            |   3.699 -0.542   |9.72     |K0:              |    ~     ~    |    0|                |                         |        |                   
7146|NGC 6618 345                       2MASS J18202742-1613309                                                                                                                     |Young Stellar Object                  |18 20 27.4206604920 -16 13 30.969103332|015.0110499982093 -00.7015206932068|   0.074 -0.803   |11.28    |OB               |    ~     ~    |    1| 1706.485   pc  | -50.0879    +50.0879    |paral   |2020yCat.1350....0G
7147|HD 313060                                                                                                                                                                      |Star                                  |18 17 03.4869766200 -18 43 00.113938644|012.4322494198823 -01.1658750240360|   1.622 -5.915   |10.81    |A0               |    ~     ~    |    1|  565.931   pc  | -10.2809    +10.2809    |paral   |2020yCat.1350....0G
7148|TYC 6273-86-1                                                                                                                                                                  |Star                                  |18 17 05.4481871472 -18 48 05.262949260|012.3612982629244 -01.2129158965567|    0.879 0.201   |10.55    |~                |    ~     ~    |    1| 2030.457   pc  |-110.9021   +110.9021    |paral   |2020yCat.1350....0G
7149|TYC 6269-2268-1                                                                                                                                                                |Star                                  |18 16 42.4419260760 -18 40 01.517646036|012.4364664150629 -01.0692169069912|   -0.377 3.274   |10.95    |~                |    ~     ~    |    1|  541.594   pc  |  -5.4852     +5.4852    |paral   |2020yCat.1350....0G
7150|HD 312998                                                                                                                                                                      |Star                                  |18 18 43.3060753896 -17 20 17.320449516|013.8338333073294 -00.8609183443419|   2.892 -2.825   |10.96    |A2               |    ~     ~    |    1|  457.310   pc  |  -4.3081     +4.3081    |paral   |2020yCat.1350....0G
7151|HD 325136                                                                                                                                                                      |High Proper Motion Star               |18 15 06.8971114656 -40 49 50.898909720|352.5111208127719 -11.0610036668353|  0.569 -18.723   |10.29    |F8               |    ~     ~    |    0|                |                         |        |                   
7152|HD 313074                                                                                                                                                                      |Star                                  |18 16 29.5174082136 -18 55 57.763434180|012.1784740572586 -01.1505791411743|  -0.408 -2.178   |10.387   |A0               |    ~     ~    |    1| 1765.225   pc  | -91.6110    +91.6110    |paral   |2020yCat.1350....0G
7153|HD 313308                                                                                                                                                                      |Star                                  |18 24 42.9244738440 -19 42 14.686341768|012.4099540882120 -03.2255253645954|    0.446 0.535   |9.74     |A0               |    ~     ~    |    1| 1445.504   pc  | -33.6407    +33.6407    |paral   |2020yCat.1350....0G
7154|HD 314380A                                                                                                                                                                     |Star                                  |18 22 02.3425812240 -22 33 01.150462656|009.5947313898888 -03.9979155797109|   0.253 -2.473   |10.71    |~                |    ~     ~    |    1|  945.001   pc  | -14.7349    +14.7349    |paral   |2020yCat.1350....0G
7155|HD 315410                                                                                                                                                                      |Star                                  |18 15 20.6561924016 -25 38 27.810638232|006.1399717671968 -04.0990346782339|  -2.511 -9.319   |10.45    |G0               |    ~     ~    |    1|  605.034   pc  |  -7.6142     +7.6142    |paral   |2020yCat.1350....0G
7156|HD 315543                                                                                                                                                                      |Star                                  |18 22 06.2768906976 -24 25 59.762814888|007.9296116965544 -04.8866146552433|   1.522 -4.779   |10.474   |A2               |    ~     ~    |    1|  900.333   pc  | -25.4528    +25.4528    |paral   |2020yCat.1350....0G
7157|HD 321622A                                                                                                                                                                     |Star                                  |18 19 00.3426869592 -33 56 26.613740184|359.1108232202981 -08.6532867522821|  1.063 -10.898   |9.94     |~                |    ~     ~    |    1|  593.225   pc  |  -6.7568     +6.7568    |paral   |2020yCat.1350....0G
7158|TYC 6269-955-1                                                                                                                                                                 |Star                                  |18 18 03.4682680800 -17 58 05.514305772|013.2038801512439 -01.0198296282394|   -0.656 6.510   |10.532   |~                |    ~     ~    |    1| 1219.580   pc  |-138.8000   +138.8000    |ST-L    |2020AJ....160...83S
7159|NGC 6618 326                       NGC 6618 326                                                                                                                                |Young Stellar Object                  |18 20 25.8639501480 -16 08 32.406597600|015.0812600271674 -00.6569325593649|    0.958 0.343   |14.20    |~                |    ~     ~    |    0|                |                         |        |                   
7160|TYC 6269-411-1                                                                                                                                                                 |Star                                  |18 19 38.9704088328 -18 11 02.154850764|013.1925923787424 -01.4551613505681|  -1.781 -1.786   |10.89    |~                |    ~     ~    |    1| 2006.920   pc  |-660.3000   +660.3000    |ST-L    |2020AJ....160...83S
7161|TYC 6268-550-1                                                                                                                                                                 |Star                                  |18 15 56.8160866752 -17 06 13.173708276|013.7257291729362 -00.1664054494935|  -0.044 -3.135   |9.78     |~                |    ~     ~    |    1| 1624.860   pc  |-202.8000   +202.8000    |ST-L    |2020AJ....160...83S
7162|BD-11 4612                                                                                                                                                                     |Rotating Variable                     |18 22 35.3624848944 -11 29 40.885046952|019.4291582493719 +01.0671351043113|    0.163 3.986   |10.703   |K0III            |    ~     ~    |    1|  843.170   pc  | -10.0242    +10.0242    |paral   |2020yCat.1350....0G
7163|ASAS J182420-3715.4                                                                                                                                                            |Young Stellar Object                  |18 24 20.4213667464 -37 15 13.768909452|356.5869857449692 -11.0967314773583| -1.382 -28.205   |10.813   |K1V              |    ~     ~    |    1|  144.132   pc  |  -0.3407     +0.3407    |paral   |2020yCat.1350....0G
7164|HD 313283                                                                                                                                                                      |Star                                  |18 24 37.5359705808 -18 50 09.121096032|013.1696447699200 -02.8027834844339|  -0.287 -3.281   |10.83    |A0               |    ~     ~    |    1|  596.196   pc  | -16.1374    +16.1374    |paral   |2020yCat.1350....0G
7165|NGC 6618 352                       [BFT2007] 732                                                                                                                               |Young Stellar Object                  |18 20 35.8614231264 -16 15 43.117132392|014.9945869469701 -00.7486015681868|   1.101 -4.142   |13.3     |O6-9V            |    ~     ~    |    1| 1812.251   pc  |-116.5910   +116.5910    |paral   |2020yCat.1350....0G
7166|NGC 6618 174                       2MASS J18200299-1602068                                                                                                                     |Young Stellar Object                  |18 20 02.9910453672 -16 02 06.733369212|015.1325448243186 -00.5256597378746|   -1.127 0.186   |13.1     |O6-9V            |    ~     ~    |    1| 1784.44    pc  |-130.235    +130.235     |paral   |2018yCat.1345....0G
7167|NGC 6611 546                       NGC 6611 546                                                                                                                                |Young Stellar Object Candidate        |18 19 20.8872715464 -13 42 04.135631436|017.1099615019487 +00.7259586009091|   0.113 -1.684   |16.321   |~                |    ~     ~    |    1| 1864.628   pc  |-181.4909   +181.4909    |paral   |2020yCat.1350....0G
7168|NGC 6611 42                        2MASS J18181228-1347439                                                                                                                     |Young Stellar Object Candidate        |18 18 12.2850874608 -13 47 43.873361700|016.8954597196950 +00.9259476346507|   0.160 -1.397   |16.072   |~                |    ~     ~    |    1| 1838.235   pc  |-137.5297   +137.5297    |paral   |2020yCat.1350....0G
7169|TYC 6265-38-1                                                                                                                                                                  |Star                                  |18 17 26.2227825744 -16 49 50.579897088|014.1352441308845 -00.3501363584018|  -6.585 -7.794   |10.78    |~                |    ~     ~    |    1| 1573.317   pc  | -60.8930    +60.8930    |paral   |2020yCat.1350....0G
7170|TYC 6265-1387-1                                                                                                                                                                |Star                                  |18 23 46.5207947304 -15 46 03.467708004|015.7897361139720 -01.1905914791082|   0.232 -1.293   |10.86    |~                |    ~     ~    |    1| 1285.843   pc  | -58.8608    +58.8608    |paral   |2020yCat.1350....0G
7171|GSC 06269-02466                                                                                                                                                                |Long-Period Variable Candidate        |18 22 35.2011805920 -17 44 48.970270284|013.9069824952206 -01.8661736803557|  -0.163 -2.064   |10.05    |~                |    ~     ~    |    0|                |                         |        |                   
7172|GSC 06273-01328                                                                                                                                                                |Long-Period Variable Candidate        |18 16 19.6752549000 -20 27 48.784466700|010.8126409870012 -01.8439445936435|   0.762 -1.205   |10.42    |~                |    ~     ~    |    1| 2933.41    pc  |-281.38     +281.38      |paral   |2020yCat.1350....0G
7173|TYC 6277-396-1                                                                                                                                                                 |Star                                  |18 17 49.9208939136 -22 09 25.763968404|009.4856141384491 -02.9544159512917|   1.203 -6.110   |10.68    |~                |    ~     ~    |    1| 1274.535   pc  | -35.7377    +35.7377    |paral   |2020yCat.1350....0G
7174|TYC 6844-345-1                                                                                                                                                                 |Star                                  |18 18 25.3483133280 -23 49 03.013890960|008.0824047946144 -03.8561972141601|  -1.239 -2.553   |10.67    |~                |    ~     ~    |    1| 1952.362   pc  |-138.7466   +138.7466    |paral   |2020yCat.1350....0G
7175|TYC 6844-1357-1                                                                                                                                                                |Star                                  |18 17 02.8556198256 -24 15 34.269551676|007.5434698187246 -03.7872376970845|   3.954 -3.684   |10.56    |~                |    ~     ~    |    1| 1017.501   pc  | -19.9815    +19.9815    |paral   |2020yCat.1350....0G
7176|TYC 6844-2654-1                                                                                                                                                                |Star                                  |18 23 19.4061545304 -22 42 00.047051136|009.6000272763559 -04.3299176085373|  -0.175 -1.929   |10.72    |~                |    ~     ~    |    1| 1223.840   pc  | -23.5152    +23.5152    |paral   |2020yCat.1350....0G
7177|TYC 6847-932-1                                                                                                                                                                 |Star                                  |18 15 15.6288762768 -25 29 37.683469680|006.2610973786457 -04.0127570583974|   0.579 -4.706   |10.74    |~                |    ~     ~    |    1| 1180.359   pc  | -24.9391    +24.9391    |paral   |2020yCat.1350....0G
7178|HD 168432A                                                                                                                                                                     |High Proper Motion Star               |18 19 48.1691467728 -04 57 41.973199596|024.8864724547724 +04.7358724252741| 108.612 17.992   |7.82     |~                |    ~     ~    |    1|   61.159   pc  |  -0.0976     +0.0976    |paral   |2020yCat.1350....0G
7179|TYC 6847-1217-1                                                                                                                                                                |Double or Multiple Star               |18 15 07.8891453120 -25 03 01.152094248|006.6388392492107 -03.7771823266528| -1.064 -19.309   |10.60    |~                |    ~     ~    |    1|  266.241   pc  |  -1.2121     +1.2121    |paral   |2020yCat.1350....0G
7180|HD 168815                                                                                                                                                                      |Spectroscopic Binary                  |18 22 13.8873280776 -15 05 17.835270936|016.2153569731477 -00.5434235819610|  -0.274 -1.410   |7.83     |K5+II            |    ~     ~    |    1| 1270.971   pc  | -39.2534    +39.2534    |paral   |2020yCat.1350....0G
7181|HD 169392A                                                                                                                                                                     |Spectroscopic Binary                  |18 24 42.9854204880 -06 36 13.674463524|024.0011210116027 +02.8892937454636|-70.358 -37.304   |7.41     |G0IV             |    ~     ~    |    1|   74.887   pc  |  -0.6556     +0.6556    |paral   |2020yCat.1350....0G
7182|HD 168053                                                                                                                                                                      |Spectroscopic Binary                  |18 18 51.8441881653 -23 03 58.848608132|008.7945861949061 -03.5926928452120|  0.033 -10.030   |8.76     |G8/K0IV          |    ~     ~    |    1|  476.554   pc  |  -5.9728     +5.9728    |paral   |2020yCat.1350....0G
7183|CD-46 12298A                                                                                                                                                                   |Star                                  |18 20 18.2221769002 -46 53 08.697469942|347.3153904627734 -14.5062943078632| -5.097 -26.344   |10.73    |~                |    ~     ~    |    1|  209.565   pc  |  -1.5546     +1.5546    |paral   |2020yCat.1350....0G
7184|CD-51 11534A                                                                                                                                                                   |High Proper Motion Star               |18 24 00.7219668384 -51 07 49.336567788|343.5262575909686 -16.7586824034025|39.895 -151.925   |10.58    |~                |    ~     ~    |    1|  106.831   pc  |  -0.1529     +0.1529    |paral   |2020yCat.1350....0G
7185|HD 169589                                                                                                                                                                      |Star                                  |18 27 08.1208470528 -39 15 30.969094094|354.9770935942748 -12.4518738242918| -5.510 -21.148   |9.74     |G3/5V            |    ~     ~    |    1|  128.185   pc  |  -0.2514     +0.2514    |paral   |2020yCat.1350....0G
7186|UCAC4 122-161600                                                                                                                                                               |Spectroscopic Binary                  |18 16 13.6871513856 -65 45 07.284886524|328.7162305918040 -21.0893041529262|  -3.024 -4.930   |10.767   |~                |    ~     ~    |    1|  911.052   pc  | -40.2800    +40.2800    |ST-L    |2020AJ....160...83S
7187|TYC 8371-583-1                                                                                                                                                                 |Star                                  |18 29 01.4408888568 -52 01 41.309486868|342.9616361931068 -17.8177245681544|   0.117 -5.376   |10.715   |~                |    ~     ~    |    1| 1031.900   pc  | -64.7600    +64.7600    |ST-L    |2020AJ....160...83S
7188|TYC 8756-1551-1                                                                                                                                                                |Star                                  |18 23 31.3635250032 -58 38 31.158320424|336.1491581365445 -19.4574933895369|  5.185 -13.689   |10.97    |~                |    ~     ~    |    1|  670.982   pc  | -40.9700    +40.9700    |ST-L    |2020AJ....160...83S
7189|TYC 9080-626-1                                                                                                                                                                 |Star                                  |18 23 36.1628436624 -65 58 09.685484292|328.7542907882345 -21.8731422832742|   3.367 -3.650   |10.963   |~                |    ~     ~    |    1|  455.112   pc  | -16.1800    +16.1800    |ST-L    |2020AJ....160...83S
7190|CPD-19 6735                                                                                                                                                                    |Star                                  |18 16 48.5708136360 -19 01 52.096135944|012.1275170805616 -01.2633975198632|   0.248 -2.480   |10.49    |~                |    ~     ~    |    1| 1719.986   pc  | -58.8712    +58.8712    |paral   |2020yCat.1350....0G
7191|TYC 6273-31-1                                                                                                                                                                  |Star                                  |18 16 39.9823148952 -19 05 49.774788132|012.0533348347468 -01.2649889593194|   0.879 -1.662   |10.66    |~                |    ~     ~    |    1| 1757.160   pc  | -41.0652    +41.0652    |paral   |2020yCat.1350....0G
7192|TYC 5098-135-1                                                                                                                                                                 |Star                                  |18 17 02.5301013768 -00 00 43.601381172|028.9766368354415 +07.6413630586452|    5.169 4.148   |10.96    |~                |    ~     ~    |    1|  518.269   pc  |  -4.4588     +4.4588    |paral   |2020yCat.1350....0G
7193|TYC 5098-228-1                                                                                                                                                                 |Star                                  |18 15 37.1269544424 -00 07 19.159677156|028.7128487715493 +07.9066716895652| -20.895 -9.052   |10.93    |~                |    ~     ~    |    1|  529.437   pc  |  -5.1015     +5.1015    |paral   |2020yCat.1350....0G
7194|TYC 5098-232-1                                                                                                                                                                 |Star                                  |18 16 33.7769 -00 57 38.726            |028.0718972 +07.3103254            |   7.078 10.457   |9.46     |~                |    ~     ~    |    0|                |                         |        |                   
7195|TYC 5098-245-1                                                                                                                                                                 |Star                                  |18 17 41.8361798640 -01 47 16.987890876|027.4649784682424 +06.6763686075645|   27.508 2.174   |10.81    |~                |    ~     ~    |    1|   95.086   pc  |  -0.1673     +0.1673    |paral   |2020yCat.1350....0G
7196|TYC 5098-433-1                                                                                                                                                                 |Star                                  |18 20 16.4631582984 -00 58 41.428999236|028.4875270268343 +06.4792270407455|  -0.946 -3.553   |10.98    |~                |    ~     ~    |    1|  457.959   pc  |  -7.0258     +7.0258    |paral   |2020yCat.1350....0G
7197|IRAS 18134-0011                                                                                                                                                                |Star                                  |18 15 59.7682187856 -00 10 45.561110016|028.7053486329749 +07.7965278568142| -4.593 -15.377   |10.78    |~                |    ~     ~    |    1|  985.804   pc  | -23.5178    +23.5178    |paral   |2020yCat.1350....0G
7198|TYC 5099-24-1                                                                                                                                                                  |Young Stellar Object                  |18 29 32.5544 -00 13 23.617            |030.2307463 +04.7679165            |   -2.206 2.195   |10.94    |K5:              |    ~     ~    |    0|                |                         |        |                   
7199|TYC 5099-48-1                                                                                                                                                                  |Star                                  |18 26 53.1841946064 -00 15 17.306595144|029.8971536804418 +05.3436971171059|    0.368 6.002   |10.97    |~                |    ~     ~    |    1|  363.293   pc  |  -1.6498     +1.6498    |paral   |2020yCat.1350....0G
7200|TYC 5099-146-1                                                                                                                                                                 |Star                                  |18 23 54.6344918520 -00 19 38.416127808|029.4894467255442 +05.9714794718148| 12.154 -10.799   |10.304   |~                |    ~     ~    |    1|  206.028   pc  |  -1.6767     +1.6767    |paral   |2020yCat.1350....0G
7201|TYC 5099-185-1                                                                                                                                                                 |Star                                  |18 23 36.2311886784 -01 08 07.723584096|028.7326029623552 +05.6680833252851|  -0.296 -0.373   |10.78    |~                |    ~     ~    |    1|  986.972   pc  | -17.2418    +17.2418    |paral   |2020yCat.1350....0G
7202|TYC 5099-237-1                                                                                                                                                                 |Star                                  |18 24 19.8317698152 -00 04 18.063476904|029.7662803130288 +05.9955027485830|  0.599 -12.217   |10.68    |~                |    ~     ~    |    1|  374.167   pc  |  -2.2120     +2.2120    |paral   |2020yCat.1350....0G
7203|IRAS 18199-0016                                                                                                                                                                |Star                                  |18 22 30.6444487488 -00 15 01.111656384|029.3966547816703 +06.3177302945452|  -1.272 -0.668   |10.96    |~                |    ~     ~    |    1|  745.712   pc  | -23.5225    +23.5225    |paral   |2020yCat.1350....0G
7204|TYC 5103-119-1                                                                                                                                                                 |Star                                  |18 28 06.2825858064 -02 35 07.335513708|027.9608203030454 +04.0020947181409| -7.568 -13.774   |10.99    |~                |    ~     ~    |    1|   87.953   pc  |  -0.5724     +0.5724    |paral   |2020yCat.1350....0G
7205|TYC 5106-283-1                                                                                                                                                                 |Star                                  |18 19 56.0803210344 -04 20 25.605998808|025.4534460017838 +04.9963332623496|  -0.858 -6.539   |10.85    |~                |    ~     ~    |    1|  376.747   pc  |  -2.4555     +2.4555    |paral   |2020yCat.1350....0G
7206|TYC 5106-426-1                                                                                                                                                                 |Star                                  |18 16 23.2447287456 -04 27 47.333956824|024.9300887132227 +05.7211459661756|  -1.972 -6.086   |10.95    |~                |    ~     ~    |    1|  461.979   pc  |  -5.2289     +5.2289    |paral   |2020yCat.1350....0G
7207|TYC 5107-259-1                                                                                                                                                                 |Star                                  |18 29 40.7337809265 -05 20 20.488237853|025.6956991186972 +02.3827735087911|  -7.566 -4.130   |10.85    |~                |    ~     ~    |    1|  505.4590  pc  | -37.4291    +37.4291    |paral   |2018yCat.1345....0G
7208|TYC 5111-265-1                                                                                                                                                                 |Star                                  |18 24 30.6383024064 -07 21 58.872433680|023.3017492691391 +02.5793080461402|  -15.909 1.141   |10.60    |~                |    ~     ~    |    1|  613.949   pc  |  -8.7449     +8.7449    |paral   |2020yCat.1350....0G
7209|TYC 5111-297-1                                                                                                                                                                 |Star                                  |18 26 20.3601413112 -06 52 24.473260920|023.9497475962197 +02.4071789281992|    4.185 8.146   |10.73    |~                |    ~     ~    |    1|  409.199   pc  |  -4.7721     +4.7721    |paral   |2020yCat.1350....0G
7210|TYC 5111-440-1                                                                                                                                                                 |Star                                  |18 29 49.6508893152 -06 22 48.521266932|024.7890877162643 +01.8684880056259| -16.328 -8.237   |10.68    |~                |    ~     ~    |    1|  256.720   pc  |  -1.0149     +1.0149    |paral   |2020yCat.1350....0G
7211|TYC 5111-545-1                                                                                                                                                                 |Star                                  |18 29 32.6455654632 -05 50 04.356187620|025.2404710759366 +02.1833732985395|  1.952 -24.617   |10.77    |~                |    ~     ~    |    1|  305.241   pc  |  -1.5094     +1.5094    |paral   |2020yCat.1350....0G
7212|BD-06 4772                                                                                                                                                                     |Star                                  |18 29 14.3664432024 -06 13 45.147826524|024.8552924992008 +02.0678817751250|   0.198 -3.930   |10.88    |~                |    ~     ~    |    1|  456.100   pc  |  -4.0149     +4.0149    |paral   |2020yCat.1350....0G
7213|TYC 5111-1049-1                                                                                                                                                                |Star                                  |18 27 05.5108216488 -05 46 00.375206484|025.0178506142426 +02.7553267599132|      3.7 -10.7   |10.93    |~                |    ~     ~    |    0|                |                         |        |                   
7214|TYC 5676-164-1                                                                                                                                                                 |Star                                  |18 15 08.9526637536 -08 48 09.620695980|020.9418509247854 +03.9507511291896|   1.646 13.505   |10.99    |~                |    ~     ~    |    1|  157.413   pc  |  -0.3543     +0.3543    |paral   |2020yCat.1350....0G
7215|TYC 5677-352-1                                                                                                                                                                 |Star                                  |18 21 50.1222839472 -08 22 24.066293736|022.1006161011795 +02.6946188539829|   -3.659 4.609   |10.95    |~                |    ~     ~    |    1|  332.635   pc  |  -3.0538     +3.0538    |paral   |2020yCat.1350....0G
7216|HD 168459B                                                                                                                                                                     |Star                                  |18 20 05.059986 -07 58 53.63004        |022.243766944 +03.261025538        |     26.6 -15.6   |9.16     |~                |    ~     ~    |    0|                |                         |        |                   
7217|TYC 5681-1422-1                                                                                                                                                                |Star                                  |18 19 38.8639724808 -09 26 47.211079308|020.8981541048227 +02.6679748305918|   2.054 -1.646   |10.99    |~                |    ~     ~    |    1|  602.519   pc  |  -8.4223     +8.4223    |paral   |2020yCat.1350....0G
7218|TYC 5681-1952-1                                                                                                                                                                |Star                                  |18 16 50.0929848480 -10 20 42.884777652|019.7775341563708 +02.8546737446316|   -2.514 4.331   |10.96    |~                |    ~     ~    |    1| 1390.047   pc  | -67.4349    +67.4349    |paral   |2020yCat.1350....0G
7219|TYC 5685-145-1                                                                                                                                                                 |Star                                  |18 22 22.5655457040 -13 07 04.968457104|017.9712109524479 +00.3510743578263|  -1.218 -2.912   |10.56    |~                |    ~     ~    |    1|  558.690   pc  |  -6.9918     +6.9918    |paral   |2020yCat.1350....0G
7220|TYC 5685-709-1                                                                                                                                                                 |Star                                  |18 15 33.5231843376 -13 05 57.447577608|017.2029290900013 +01.8227059285265| -3.562 -10.772   |10.93    |~                |    ~     ~    |    1|  644.247   pc  |  -6.4748     +6.4748    |paral   |2020yCat.1350....0G
7221|TYC 5685-855-1                                                                                                                                                                 |Star                                  |18 20 06.1503642216 -12 40 13.316725344|018.1054814844920 +01.0506294889097|  -2.407 -4.739   |10.96    |~                |    ~     ~    |    1|  792.456   pc  | -13.3761    +13.3761    |paral   |2020yCat.1350....0G
7222|TYC 5685-877-1                                                                                                                                                                 |Star                                  |18 22 13.4423020464 -12 59 36.467408004|018.0638054484795 +00.4422831183757|   1.994 -2.987   |10.88    |~                |    ~     ~    |    1| 1540.120   pc  | -45.0674    +45.0674    |paral   |2020yCat.1350....0G
7223|GSC 05685-01427                                                                                                                                                                |Double or Multiple Star               |18 18 23.7684141264 -12 39 28.989371664|017.9197071151033 +01.4233077645173|    0.552 0.862   |10.867   |~                |    ~     ~    |    1|  854.263   pc  | -12.1871    +12.1871    |paral   |2020yCat.1350....0G
7224|TYC 5685-1447-1                                                                                                                                                                |Star                                  |18 16 25.0865704368 -12 52 18.684737868|017.5026874563241 +01.7466335406385|   3.427 -8.292   |10.88    |~                |    ~     ~    |    1|  223.909   pc  |  -0.8423     +0.8423    |paral   |2020yCat.1350....0G
7225|TYC 5685-1633-1                                                                                                                                                                |Star                                  |18 21 04.8534995040 -12 53 25.506419568|018.0237638721656 +00.7365488290458| 18.416 -16.551   |10.96    |~                |    ~     ~    |    1|  214.169   pc  |  -0.8210     +0.8210    |paral   |2020yCat.1350....0G
7226|TYC 5685-1843-1                                                                                                                                                                |Star                                  |18 17 00.9328590768 -12 41 59.853943752|017.7232208555937 +01.7000139438890|  -0.100 -6.720   |10.73    |~                |    ~     ~    |    1|  665.292   pc  |  -7.1703     +7.1703    |paral   |2020yCat.1350....0G
7227|TYC 5685-1869-1                                                                                                                                                                |Star                                  |18 21 41.8875980832 -12 43 35.808739860|018.2391154409497 +00.6808375422370|    8.073 1.783   |10.81    |~                |    ~     ~    |    1|  579.542   pc  |  -6.0121     +6.0121    |paral   |2020yCat.1350....0G
