C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:29:15

dec >=0&rah >=15.5&rah< 15.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2751

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
2274|TYC 2574-542-1                                                        |Star                              |15 44 44.1769326120 +32 56 48.861289860|052.5878359526779 +52.3084206564112|  -22.667 6.098  |10.87    |~                |    ~     ~    |    1|  266.574   pc  |  -0.8101     +0.8101  |paral   |2020yCat.1350....0G
2275|TYC 2574-662-1                                                        |Spectroscopic Binary              |15 44 13.3960095264 +32 58 51.361395780|052.6348580130170 +52.4175654126758|-15.583 -21.317  |10.98    |~                |    ~     ~    |    1|  281.270   pc  |  -2.8797     +2.8797  |paral   |2020yCat.1350....0G
2276|TYC 2574-1151-1                                                       |Star                              |15 40 05.4072507936 +33 34 43.726503288|053.5720392963017 +53.3027270440339|  -8.623 -9.399  |10.76    |~                |    ~     ~    |    1| 1946.661   pc  | -46.9897    +46.9897  |paral   |2020yCat.1350....0G
2277|TYC 2574-1513-1                                                       |High Proper Motion Star           |15 40 54.5264874816 +33 28 29.944134156|053.4064849701954 +53.1293441702663| 18.732 -86.360  |10.79    |~                |    ~     ~    |    1|  181.097   pc  |  -0.3870     +0.3870  |paral   |2020yCat.1350....0G
2278|TYC 2574-1601-1                                                       |Star                              |15 42 09.5015772624 +33 38 56.901773904|053.7082316751178 +52.8741576391276|  1.470 -13.101  |10.97    |~                |    ~     ~    |    1|  347.464   pc  |  -1.5695     +1.5695  |paral   |2020yCat.1350....0G
2279|TYC 2574-1633-1                                                       |Star                              |15 40 35.4419601384 +33 21 42.125000940|053.2142678283298 +53.1922429343450|  -17.242 5.241  |10.35    |~                |    ~     ~    |    1|  856.311   pc  |  -9.5325     +9.5325  |paral   |2020yCat.1350....0G
2280|TYC 2574-1709-1                                                       |Star                              |15 41 20.9214168216 +32 49 59.950802244|052.3449644232324 +53.0133584250844|  -9.288 24.804  |10.38    |~                |    ~     ~    |    1|  489.572   pc  |  -2.9960     +2.9960  |paral   |2020yCat.1350....0G
2281|TYC 2574-1789-1                                                       |Star                              |15 40 33.3235057320 +32 51 27.540032724|052.3731945232504 +53.1808897670868| -5.460 -41.491  |10.12    |~                |    ~     ~    |    1|  185.546   pc  |  -0.4889     +0.4889  |paral   |2020yCat.1350....0G
2282|TYC 2574-1796-1                                                       |Star                              |15 42 11.0225456928 +33 54 00.854582328|054.1243480214148 +52.8752634948336|  -1.946 -0.366  |10.76    |~                |    ~     ~    |    1|  983.091   pc  | -10.6311    +10.6311  |paral   |2020yCat.1350....0G
2283|TYC 2574-1803-1                                                       |Star                              |15 36 16.6442677248 +33 01 54.424476156|052.6117684674039 +54.0841293787407| -42.958 15.520  |10.50    |~                |    ~     ~    |    1|  235.261   pc  |  -0.8690     +0.8690  |paral   |2020yCat.1350....0G
2284|TYC 2574-1932-1                                                       |Star                              |15 40 00.5145857880 +33 41 13.381763856|053.7524781993491 +53.3222702205547|  1.576 -34.222  |10.52    |~                |    ~     ~    |    1|  401.188   pc  |  -2.2050     +2.2050  |paral   |2020yCat.1350....0G
2285|GSC 02571-00207                                                       |Double or Multiple Star           |15 40 25.700472 +31 50 41.14212        |050.683651365 +53.152325604        |      4.2 -16.8  |10.48    |~                |    ~     ~    |    0|                |                       |        |                   
2286|BD+36 2617                                                            |Star                              |15 33 29.4166389576 +35 55 44.233845384|057.5934623536135 +54.6321641306764|   0.467 -9.566  |8.44     |K2               |    ~     ~    |    1|  495.614   pc  |  -4.4460     +4.4460  |paral   |2020yCat.1350....0G
2287|BD+36 2614                                                            |Star                              |15 31 58.8734948544 +35 44 00.227936724|057.2799960442203 +54.9470123913463| -0.505 -10.496  |8.81     |M0               |    ~     ~    |    1|  629.485   pc  |  -6.0626     +6.0626  |paral   |2020yCat.1350....0G
2288|BPM 90823                                                             |High Proper Motion Star           |15 31 34.7956982832 +35 33 56.931451884|056.9947139371836 +55.0361389131888| 2.433 -100.848  |10.57    |K4/5V            |    ~     ~    |    1|   64.629   pc  |  -0.0526     +0.0526  |paral   |2020yCat.1350....0G
2289|HD 138407                                                             |Star                              |15 30 42.1412574768 +35 10 07.778525592|056.3135479206252 +55.2310144712051| -17.844 -1.001  |8.96     |F8               |    ~     ~    |    1|  280.875   pc  |  -0.9782     +0.9782  |paral   |2020yCat.1350....0G
2290|BD+35 2697                                                            |Spectroscopic Binary              |15 31 23.6792077800 +34 37 59.928361716|055.3691177230727 +55.1047608212494|-23.971 -24.112  |9.53     |F2               |    ~     ~    |    1|  213.890   pc  |  -3.5959     +3.5959  |paral   |2020yCat.1350....0G
2291|BD+35 2698                                                            |Star                              |15 31 56.5400544432 +35 27 52.638616728|056.8129668935250 +54.9667702750209|   -3.372 0.914  |9.18     |K5               |    ~     ~    |    1| 1272.912   pc  | -26.8971    +26.8971  |paral   |2020yCat.1350....0G
2292|BD+35 2700                                                            |High Proper Motion Star           |15 32 56.8402703520 +35 23 42.178183584|056.6784299257732 +54.7648833818724| -84.289 22.247  |8.98     |F0               |    ~     ~    |    1|   70.967   pc  |  -0.0680     +0.0680  |paral   |2020yCat.1350....0G
2293|BD+34 2653                                                            |Spectroscopic Binary              |15 30 24.0025432488 +34 16 02.193550644|054.7342432456047 +55.3164531530076| -5.582 -27.931  |8.71     |K0               |    ~     ~    |    1|  316.636   pc  |  -7.8101     +7.8101  |paral   |2020yCat.1350....0G
2294|BD+34 2654                                                            |Star                              |15 30 37.9254857088 +33 58 03.618033312|054.2071486951230 +55.2716821468528|   -4.107 1.043  |9.76     |K0               |    ~     ~    |    1|  616.979   pc  |  -5.1390     +5.1390  |paral   |2020yCat.1350....0G
2295|HD 138422                                                             |Star                              |15 30 46.0692520896 +34 27 56.364220800|055.0802077500124 +55.2372049236148|-24.877 -10.094  |6.809    |A0               |    ~     ~    |    1|  110.575   pc  |  -0.3106     +0.3106  |paral   |2020yCat.1350....0G
2296|BD+34 2659                                                            |Star                              |15 32 22.4995741152 +34 02 14.732924748|054.3255519348854 +54.9100809637562|   -5.035 0.263  |10.97    |K2               |    ~     ~    |    1| 2390.629   pc  | -57.7226    +57.7226  |paral   |2020yCat.1350....0G
2297|BD+34 2657                                                            |Star                              |15 31 41.5244215296 +33 36 35.706854556|053.5805035360537 +55.0518088444890| 20.118 -15.184  |10.06    |F8               |    ~     ~    |    1|  241.844   pc  |  -0.7253     +0.7253  |paral   |2020yCat.1350....0G
2298|BD+33 2595                                                            |Star                              |15 30 13.7114078376 +33 20 11.846812164|053.0981598909087 +55.3552456350557| -24.076 15.120  |8.97     |K5               |    ~     ~    |    1|  621.388   pc  |  -5.4443     +5.4443  |paral   |2020yCat.1350....0G
2299|HD 138340                                                             |Star                              |15 30 22.0845263952 +33 14 12.719910480|052.9232460751585 +55.3251286447698| 15.417 -18.207  |8.25     |G5               |    ~     ~    |    1|  489.788   pc  |  -4.1501     +4.1501  |paral   |2020yCat.1350....0G
2300|BD+33 2598                                                            |Star                              |15 31 29.0697095400 +33 25 50.252931480|053.2668445006545 +55.0938625846259| -24.656 25.198  |10.98    |G0               |    ~     ~    |    1|  241.185   pc  |  -0.8027     +0.8027  |paral   |2020yCat.1350....0G
2301|BD+35 2695                                                            |Double or Multiple Star           |15 30 33.200760 +35 04 23.56320        |056.147831824 +55.264890051        |     -16.5 11.5  |10.142   |~                |    ~     ~    |    0|                |                       |        |                   
2302|TYC 2567-250-1                                                        |Star                              |15 32 45.1706802336 +33 19 48.627458256|053.0971870071439 +54.8279477850185|  -5.000 -2.067  |10.68    |~                |    ~     ~    |    1| 1035.626   pc  | -12.7630    +12.7630  |paral   |2020yCat.1350....0G
2303|TYC 2567-604-1                                                        |Star                              |15 32 10.1819562360 +34 39 16.328260116|055.4003387617719 +54.9449456056457|  -12.570 4.357  |10.48    |~                |    ~     ~    |    1|  508.725   pc  |  -3.2091     +3.2091  |paral   |2020yCat.1350....0G
2304|TYC 2567-1227-1                                                       |High Proper Motion Star           |15 31 27.1496125656 +33 54 07.316226612|054.0906962020554 +55.1018436425930| 42.708 112.261  |9.37     |~                |    ~     ~    |    1|   37.009   pc  |  -0.0162     +0.0162  |paral   |2020yCat.1350....0G
2305|TYC 2570-994-1                                                        |Star                              |15 31 39.1915138512 +35 23 23.376374448|056.6868179354550 +55.0286391824413|  -0.342 -5.270  |10.98    |~                |    ~     ~    |    1| 2144.542   pc  | -48.2901    +48.2901  |paral   |2020yCat.1350....0G
2306|TYC 2570-1188-1                                                       |Star                              |15 32 09.3727050216 +35 03 21.840624576|056.0992679872971 +54.9376316206509|  4.482 -43.855  |10.72    |~                |    ~     ~    |    1|  335.211   pc  |  -2.0900     +2.0900  |paral   |2020yCat.1350....0G
2307|BD+35 2702                                                            |Double or Multiple Star           |15 34 39.8829093120 +34 46 05.001465000|055.5804789556642 +54.4302108302122|  39.374 -2.733  |9.60     |F8               |    ~     ~    |    1|  242.277   pc  |  -0.7572     +0.7572  |paral   |2020yCat.1350....0G
2308|BD+35 2703                                                            |Star                              |15 34 44.1239 +34 43 22.696            |055.5026007 +54.4164060            |-15.728 -12.889  |9.75     |F2               |    ~     ~    |    0|                |                       |        |                   
2309|BD+35 2704                                                            |Star                              |15 35 30.2836408752 +35 18 47.440434024|056.5088032856798 +54.2463195550474|  8.354 -11.553  |9.21     |K0               |    ~     ~    |    1|  337.427   pc  |  -2.9603     +2.9603  |paral   |2020yCat.1350....0G
2310|BD+35 2705                                                            |Star                              |15 35 38.3613118176 +35 05 00.607870824|056.1147924372648 +54.2244656191110|  9.124 -40.615  |8.970    |K0               |    ~     ~    |    1|  366.959   pc  |  -1.8718     +1.8718  |paral   |2020yCat.1350....0G
2311|BD+34 2661                                                            |Star                              |15 34 29.4460128432 +34 05 48.725466144|054.4265955949468 +54.4717743790358|-19.485 -30.520  |9.79     |G0               |    ~     ~    |    1|  198.942   pc  |  -0.5145     +0.5145  |paral   |2020yCat.1350....0G
2312|BD+34 2662                                                            |Star                              |15 34 40.1426010552 +34 07 20.011358316|054.4701741925133 +54.4348574653452|  -19.631 3.890  |9.57     |A5               |    ~     ~    |    1|  338.719   pc  |  -1.7783     +1.7783  |paral   |2020yCat.1350....0G
2313|BD+34 2664                                                            |Star                              |15 35 26.8722737472 +34 22 49.641291372|054.9124847313648 +54.2731756919664| -5.582 -15.622  |10.21    |F5               |    ~     ~    |    1|  251.427   pc  |  -0.7586     +0.7586  |paral   |2020yCat.1350....0G
2314|HD 139243                                                             |Star                              |15 35 51.6642504216 +35 55 25.058581860|057.5475028828255 +54.1529309235560|  -3.808 16.245  |8.27     |A2               |    ~     ~    |    1|  188.911   pc  |  -0.7530     +0.7530  |paral   |2020yCat.1350....0G
2315|BD+36 2624                                                            |Star                              |15 37 39.0391949832 +36 04 09.598600020|057.7700279052288 +53.7853484667267|-17.962 -11.676  |9.01     |G5               |    ~     ~    |    1|  304.192   pc  |  -1.2677     +1.2677  |paral   |2020yCat.1350....0G
2316|BD+36 2625                                                            |Star                              |15 37 41.7350062344 +36 17 32.673247260|058.1465291269052 +53.7668200088454|-21.998 -25.427  |9.01     |K0               |    ~     ~    |    1|  201.674   pc  |  -0.4840     +0.4840  |paral   |2020yCat.1350....0G
2317|AG+36 1364                                                            |Double or Multiple Star           |15 38 14.12256 +36 14 49.9640          |058.06218960 +53.66010111          |   -94.94 64.42  |7.91     |F3V              |    ~     ~    |    0|                |                       |        |                   
2318|HD 139691                                                             |Double or Multiple Star           |15 38 12.9147785 +36 14 48.559664      |058.0618228738 +53.6641725555      |   -56.90 31.28  |7.80     |F2V              |    ~     ~    |    0|                |                       |        |                   
2319|BD+36 2630                                                            |Star                              |15 40 04.1330652144 +36 29 55.748376096|058.4579174226289 +53.2805798098874|   -0.168 0.916  |9.21     |K0               |    ~     ~    |    1|  656.944   pc  |  -5.2221     +5.2221  |paral   |2020yCat.1350....0G
2320|HD 140344                                                             |High Proper Motion Star           |15 41 44.4955485504 +36 26 11.328367560|058.3316079231055 +52.9470645356335|  2.302 -79.268  |8.89     |G5               |    ~     ~    |    1|  148.644   pc  |  -0.4993     +0.4993  |paral   |2020yCat.1350....0G
2321|V* SS CrB                                                             |Long-Period Variable              |15 41 27.0687832272 +36 37 41.012106096|058.6533430616905 +52.9977405037392|   -8.099 2.771  |10.13    |M5               |    ~     ~    |    1| 1604.88    pc  | -67.7392    +67.7392  |paral   |2020yCat.1350....0G
2322|TYC 2577-1755-3                                                       |Spectroscopic Binary              |15 38 14.1924607584 +36 14 51.258494040|058.0627790278948 +53.6598511748099| -58.281 43.655  |8.97     |~                |    ~     ~    |    1|  110.047   pc  |  -0.3900     +0.3900  |paral   |2020yCat.1350....0G
2323|BD+36 2633                                                            |Star                              |15 41 41.9098565040 +35 59 54.739259268|057.6054437908984 +52.9698427345431| -11.016 31.095  |9.17     |G5               |    ~     ~    |    1|  211.501   pc  |  -0.5726     +0.5726  |paral   |2020yCat.1350....0G
2324|BD+36 2629                                                            |High Proper Motion Star           |15 39 39.4152651024 +35 39 06.218731836|057.0447951424697 +53.3925100375607|  -81.151 4.922  |9.78     |G0               |    ~     ~    |    1|   89.158   pc  |  -0.0914     +0.0914  |paral   |2020yCat.1350....0G
2325|BD+36 2640A                                                           |Star                              |15 44 47.2648504896 +35 33 43.931257704|056.8674726787549 +52.3512889721631|-10.620 -45.224  |10.60    |G0               |    ~     ~    |    1|  129.661   pc  |  -0.2034     +0.2034  |paral   |2020yCat.1350....0G
2326|BD+36 2640B                                                           |Star                              |15 44 47.0060678832 +35 33 40.728152160|056.8660290659973 +52.3521741422461| -9.578 -44.603  |10.61    |G0               |    ~     ~    |    1|  129.948   pc  |  -0.2432     +0.2432  |paral   |2020yCat.1350....0G
2327|BD+35 2708                                                            |Star                              |15 36 37.1804498880 +34 34 02.158765968|055.2290550947829 +54.0305835361833|  5.484 -10.887  |10.14    |M2               |    ~     ~    |    1| 1304.631   pc  | -37.9560    +37.9560  |paral   |2020yCat.1350....0G
2328|HD 139761                                                             |Star                              |15 38 48.8516461320 +34 40 30.138639636|055.4075939942021 +53.5785499661824| -6.910 -16.730  |6.130    |K0               |    ~     ~    |    1|  128.493   pc  |  -0.3566     +0.3566  |paral   |2020yCat.1350....0G
2329|BD+35 2713                                                            |Star                              |15 40 02.7822271680 +35 12 35.545695120|056.3020785151679 +53.3215249791992|   2.334 -3.251  |10.82    |K0               |    ~     ~    |    1|  368.026   pc  | -11.1199    +11.1199  |paral   |2020yCat.1350....0G
2330|BD+35 2716                                                            |Star                              |15 41 09.3226446384 +35 28 53.784634188|056.7500955940291 +53.0913514990471|  -16.135 1.885  |9.86     |K0               |    ~     ~    |    1|  401.300   pc  |  -1.7876     +1.7876  |paral   |2020yCat.1350....0G
2331|HD 140591                                                             |Star                              |15 43 15.1968780144 +34 48 43.239460572|055.6361574882477 +52.6666701473522|-17.658 -16.870  |8.18     |A3               |    ~     ~    |    1|  143.273   pc  |  -0.4393     +0.4393  |paral   |2020yCat.1350....0G
2332|BD+35 2720                                                            |Spectroscopic Binary              |15 43 19.5426167640 +34 52 54.449382720|055.7512853721537 +52.6520493033626|  -14.504 8.155  |9.59     |K5               |    ~     ~    |    1|  504.465   pc  | -12.6733    +12.6733  |paral   |2020yCat.1350....0G
2333|BD+35 2721                                                            |Star                              |15 43 57.4019691840 +35 02 40.245313416|056.0194686250395 +52.5230407191451|  -9.810 13.401  |10.50    |F8               |    ~     ~    |    1|  324.412   pc  |  -1.3050     +1.3050  |paral   |2020yCat.1350....0G
2334|BD+35 2722                                                            |Star                              |15 43 58.1098417608 +35 25 48.012843396|056.6529934579987 +52.5191703179114| -12.585 -0.974  |8.81     |K2               |    ~     ~    |    1|  591.366   pc  |  -5.1058     +5.1058  |paral   |2020yCat.1350....0G
2335|BD+34 2665                                                            |High Proper Motion Star           |15 36 03.4805647200 +34 18 58.050141984|054.8017258319438 +54.1474665061458|-57.384 -107.471 |9.04     |G0               |    ~     ~    |    1|  109.149   pc  |  -1.2461     +1.2461  |paral   |2020yCat.1350....0G
2336|BD+34 2668                                                            |Star                              |15 37 07.6448532072 +33 52 45.458031396|054.0596339972958 +53.9240791200539|  -17.737 0.182  |9.86     |K0               |    ~     ~    |    1|  384.763   pc  |  -1.6433     +1.6433  |paral   |2020yCat.1350....0G
2337|BD+34 2669                                                            |Star                              |15 37 33.2133 +34 26 35.455            |055.0169809 +53.8386823            |   6.499 -6.310  |10.00    |K0               |    ~     ~    |    0|                |                       |        |                   
2338|BD+34 2671                                                            |Star                              |15 39 21.9352154184 +34 27 55.508291676|055.0549001583358 +53.4651565453748|   0.215 -1.674  |9.79     |K0               |    ~     ~    |    1|  555.648   pc  |  -3.6432     +3.6432  |paral   |2020yCat.1350....0G
2339|HD 140026                                                             |Star                              |15 40 17.4741086208 +34 15 37.102627116|054.7131038368645 +53.2728741739678|   -6.457 5.689  |7.82     |K0               |    ~     ~    |    1|  266.716   pc  |  -1.2165     +1.2165  |paral   |2020yCat.1350....0G
2340|BD+34 2676                                                            |Star                              |15 41 52.0231889640 +34 24 19.334336904|054.9601155272867 +52.9490060129549| -38.090 15.496  |9.80     |K2               |    ~     ~    |    1|  279.838   pc  |  -0.8692     +0.8692  |paral   |2020yCat.1350....0G
2341|BD+34 2678                                                            |Star                              |15 43 01.8375675960 +34 21 25.671112848|054.8850718890938 +52.7083681254139|  -8.429 16.887  |10.97    |F5               |    ~     ~    |    1|  359.376   pc  |  -1.7435     +1.7435  |paral   |2020yCat.1350....0G
2342|BD+34 2670                                                            |Double or Multiple Star           |15 38 57.959376 +34 00 51.57828        |054.295435844 +53.544384119        |     48.9 -42.5  |9.81     |~                |    ~     ~    |    0|                |                       |        |                   
2343|IRAS 15346+3349                                                       |Star                              |15 36 34.5560159616 +33 39 34.249943772|053.6833797117158 +54.0357983915048| -1.271 -23.286  |9.34     |~                |    ~     ~    |    1| 1279.754   pc  | -22.7650    +22.7650  |paral   |2020yCat.1350....0G
2344|TYC 2567-199-1                                                        |Star                              |15 35 51.0225760728 +34 26 16.002859056|055.0098080469017 +54.1898572319564|   4.916 -5.682  |10.95    |~                |    ~     ~    |    1|  717.103   pc  |  -5.3995     +5.3995  |paral   |2020yCat.1350....0G
2345|TYC 2567-249-1                                                        |Star                              |15 35 16.3995825336 +34 40 54.536829312|055.4293201674914 +54.3064323675531|  -8.209 10.181  |10.93    |~                |    ~     ~    |    1|  249.489   pc  |  -1.8549     +1.8549  |paral   |2020yCat.1350....0G
2346|TYC 2567-316-1                                                        |Star                              |15 34 01.4905847160 +34 08 36.854305008|054.5073329626935 +54.5681273828250| 13.203 -33.405  |10.07    |~                |    ~     ~    |    1|  336.315   pc  |  -1.4139     +1.4139  |paral   |2020yCat.1350....0G
2347|TYC 2567-627-1                                                        |Star                              |15 35 08.3659848192 +33 38 01.056504660|053.6321365707868 +54.3343763134307| -16.531 -6.068  |9.75     |~                |    ~     ~    |    1| 1038.314   pc  | -22.3166    +22.3166  |paral   |2020yCat.1350....0G
2348|TYC 2570-372-1                                                        |Star                              |15 35 27.0032469336 +35 47 41.054563968|057.3330960613337 +54.2413379878086|  -0.642 15.599  |10.35    |~                |    ~     ~    |    1|  346.069   pc  |  -1.2695     +1.2695  |paral   |2020yCat.1350....0G
2349|TYC 2570-1256-1                                                       |High Proper Motion Star           |15 34 09.1752137568 +35 25 09.136889940|056.7052666953012 +54.5185335625684| 50.994 -31.782  |10.46    |~                |    ~     ~    |    1|  169.750   pc  |  -0.4063     +0.4063  |paral   |2020yCat.1350....0G
2350|TYC 2574-183-1                                                        |Star                              |15 43 13.9635455592 +34 50 28.764661272|055.6844678380410 +52.6709992819794|  -23.305 9.738  |10.94    |~                |    ~     ~    |    1|  224.977   pc  |  -1.1085     +1.1085  |paral   |2020yCat.1350....0G
2351|TYC 2574-577-1                                                        |Spectroscopic Binary              |15 44 47.3001553896 +34 23 30.263652600|054.9513222097062 +52.3462689201765|  -22.849 8.254  |10.92    |~                |    ~     ~    |    1|  503.702   pc  | -10.4024    +10.4024  |paral   |2020yCat.1350....0G
2352|TYC 2574-1184-1                                                       |Star                              |15 39 34.7513212296 +34 48 47.468479716|055.6386821819328 +53.4207961802506|   -7.783 1.737  |10.26    |~                |    ~     ~    |    1|  778.634   pc  |  -6.4871     +6.4871  |paral   |2020yCat.1350....0G
2353|TYC 2574-1260-1                                                       |Star                              |15 38 06.3523045872 +34 07 07.916499948|054.4687237749320 +53.7235495991787|  15.146 -7.996  |10.39    |~                |    ~     ~    |    1|  308.871   pc  |  -1.3070     +1.3070  |paral   |2020yCat.1350....0G
2354|TYC 2574-1398-1                                                       |High Proper Motion Star           |15 38 09.4305306840 +34 52 37.112209464|055.7498232958469 +53.7120643517488|-55.783 -28.596  |10.22    |~                |    ~     ~    |    1|  982.125   pc  | -11.1890    +11.1890  |paral   |2020yCat.1350....0G
2355|TYC 2574-1484-1                                                       |Star                              |15 36 25.3175793528 +34 33 32.997525840|055.2157278306498 +54.0713420719671|    0.062 6.738  |10.95    |~                |    ~     ~    |    1|  892.379   pc  | -11.2284    +11.2284  |paral   |2020yCat.1350....0G
2356|TYC 2574-1546-1                                                       |Star                              |15 37 46.7632597752 +34 57 22.174595280|055.8852447993362 +53.7885875541540|    0.746 3.458  |10.55    |~                |    ~     ~    |    1|  254.052   pc  |  -0.7487     +0.7487  |paral   |2020yCat.1350....0G
2357|TYC 2574-1654-1                                                       |Star                              |15 38 48.6069037920 +34 05 44.555966484|054.4318377780397 +53.5775736561206|-10.844 -18.714  |10.52    |~                |    ~     ~    |    1|  311.565   pc  |  -1.1940     +1.1940  |paral   |2020yCat.1350....0G
2358|TYC 2574-1750-1                                                       |Star                              |15 36 04.4464385520 +34 01 30.456521436|054.3049194873378 +54.1436846027323|-32.543 -13.328  |10.67    |~                |    ~     ~    |    1|  944.644   pc  | -11.6898    +11.6898  |paral   |2020yCat.1350....0G
2359|GSC 02574-01776                                                       |Double or Multiple Star           |15 40 00.106464 +34 54 40.95432        |055.802454513 +53.333554974        |    -14.4 -11.7  |10.906   |~                |    ~     ~    |    0|                |                       |        |                   
2360|TYC 2577-45-1                                                         |Star                              |15 42 53.4390180864 +35 23 00.391287012|056.5795479238716 +52.7392086354242|    4.377 2.518  |10.75    |~                |    ~     ~    |    1|  391.803   pc  |  -1.8728     +1.8728  |paral   |2020yCat.1350....0G
2361|TYC 2577-124-1                                                        |Star                              |15 42 47.5087522848 +36 21 35.950977288|058.1928470834592 +52.7385249425003|  2.744 -41.958  |10.91    |~                |    ~     ~    |    1|  241.260   pc  |  -0.6810     +0.6810  |paral   |2020yCat.1350....0G
2362|TYC 2577-358-1                                                        |Star                              |15 44 10.4656202952 +36 40 11.931087468|058.6872446446318 +52.4502933925575|   -3.220 6.648  |10.75    |~                |    ~     ~    |    1| 1120.197   pc  | -13.8033    +13.8033  |paral   |2020yCat.1350....0G
2363|TYC 2577-567-1                                                        |Star                              |15 43 09.3951801384 +35 20 56.830594020|056.5220781938844 +52.6853087887045| -22.269 25.709  |9.97     |~                |    ~     ~    |    1|  227.759   pc  |  -0.7107     +0.7107  |paral   |2020yCat.1350....0G
2364|TYC 2577-709-1                                                        |Star                              |15 44 36.8244731760 +36 23 24.989619336|058.2243104829599 +52.3710421568974| -21.680 13.295  |10.47    |~                |    ~     ~    |    1|  308.718   pc  |  -1.1723     +1.1723  |paral   |2020yCat.1350....0G
2365|TYC 2577-725-1                                                        |Star                              |15 42 23.7674031960 +36 23 00.251988972|058.2359270301353 +52.8173509269029|   5.400 -0.596  |10.74    |~                |    ~     ~    |    1| 1151.278   pc  | -19.7491    +19.7491  |paral   |2020yCat.1350....0G
2366|TYC 2577-911-1                                                        |Star                              |15 43 03.0607006776 +36 02 23.936987832|057.6623250046135 +52.6953785581939|-18.863 -18.308  |10.11    |~                |    ~     ~    |    1|  265.217   pc  |  -0.8019     +0.8019  |paral   |2020yCat.1350....0G
2367|TYC 2577-932-1                                                        |Star                              |15 42 53.2479959328 +36 18 11.947576464|058.0983077011035 +52.7210689292605|   -5.324 8.912  |10.38    |~                |    ~     ~    |    1|  413.257   pc  |  -1.9981     +1.9981  |paral   |2020yCat.1350....0G
2368|TYC 2577-1025-1                                                       |Star                              |15 36 08.5026490080 +36 06 26.945703936|057.8567412639901 +54.0883035550202| -0.700 -13.326  |10.97    |~                |    ~     ~    |    1|  452.981   pc  |  -1.9288     +1.9288  |paral   |2020yCat.1350....0G
2369|TYC 2577-1155-1                                                       |Star                              |15 36 51.2561610312 +35 54 46.288221192|057.5155342148696 +53.9524325068623|   -7.083 0.509  |10.41    |~                |    ~     ~    |    1| 1850.139   pc  | -41.7608    +41.7608  |paral   |2020yCat.1350....0G
2370|TYC 2577-1187-1                                                       |Star                              |15 38 27.7493414544 +35 54 22.249148436|057.4843705770370 +53.6272429185019|  6.166 -16.801  |10.20    |~                |    ~     ~    |    1|  805.283   pc  |  -7.2630     +7.2630  |paral   |2020yCat.1350....0G
2371|TYC 2577-1223-1                                                       |Star                              |15 40 52.8266262408 +35 54 18.058559796|057.4573955566271 +53.1378803704131|   -8.956 6.410  |10.53    |~                |    ~     ~    |    1|  338.903   pc  |  -1.4012     +1.4012  |paral   |2020yCat.1350....0G
2372|TYC 2577-1373-1                                                       |Star                              |15 41 19.7081107608 +36 14 16.313939844|058.0067473533584 +53.0372498712861|   -8.854 4.451  |10.20    |~                |    ~     ~    |    1|  327.482   pc  |  -1.7266     +1.7266  |paral   |2020yCat.1350....0G
2373|TYC 2577-1423-1                                                       |High Proper Motion Star           |15 38 55.9492776576 +35 41 26.652506784|057.1167221958284 +53.5385749998055| 53.753 -25.366  |10.66    |~                |    ~     ~    |    1|   63.944   pc  |  -0.0446     +0.0446  |paral   |2020yCat.1350....0G
2374|TYC 2577-1429-1                                                       |High Proper Motion Star           |15 39 33.3388287288 +35 46 39.126414360|057.2566379619508 +53.4097679026690| -89.640 62.071  |10.93    |~                |    ~     ~    |    1|   88.500   pc  |  -0.0854     +0.0854  |paral   |2020yCat.1350....0G
2375|TYC 2577-1433-1                                                       |Star                              |15 40 45.0970 +35 53 05.047            |057.4247705 +53.1645117            |  -13.927 6.853  |10.96    |~                |    ~     ~    |    0|                |                       |        |                   
2376|TYC 2577-1491-1                                                       |Star                              |15 40 36.0098872080 +35 04 09.832282464|056.0651761647519 +53.2098345791199|  11.984 -8.826  |10.48    |~                |    ~     ~    |    1|  602.083   pc  |  -4.7851     +4.7851  |paral   |2020yCat.1350....0G
2377|TYC 2577-1575-1                                                       |Star                              |15 37 17.3346349368 +35 53 32.917449120|057.4753605090401 +53.8652417842540| -36.031 -1.554  |10.92    |~                |    ~     ~    |    1|  281.698   pc  |  -1.5077     +1.5077  |paral   |2020yCat.1350....0G
2378|TYC 2577-1755-1                                                       |High Proper Motion Star           |15 38 14.1491225064 +36 14 49.761348612|058.0620882915626 +53.6600143336016| -59.731 45.648  |8.02     |~                |    ~     ~    |    1|  109.926   pc  |  -0.2405     +0.2405  |paral   |2020yCat.1350....0G
2379|WDS J15376+3427AB                                                     |Double or Multiple Star           |15 37 33.20 +34 26 35.8                |055.01714 +53.83873                |            ~ ~  |9.7      |~                |    ~     ~    |    0|                |                       |        |                   
