C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:48:17

dec >=0&rah >=10.25&rah< 10.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2565

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
100 |AG+77 328                                                                                                |Spectroscopic Binary               |10 27 30.9192746424 +77 24 28.014020136|132.1626345295315 +37.0150898638627| -35.481 -9.517   |10.49    |G5                 |    ~     ~    |    1|  148.476   pc  |  -2.3434     +2.3434  |paral   |2020yCat.1350....0G
101 |BD+76 389                                                                                                |Star                               |10 29 14.0898757632 +76 14 12.434505180|133.0368779585984 +37.9635891131927|   3.614 -9.440   |9.64     |K2                 |    ~     ~    |    1|  805.542   pc  | -15.1842    +15.1842  |paral   |2020yCat.1350....0G
102 |TYC 4542-1139-1                                                                                          |Star                               |10 22 32.1791465568 +77 15 27.922203864|132.5427846860532 +36.9458942765610|  12.305 29.263   |10.65    |~                  |    ~     ~    |    1|  222.936   pc  |  -0.5318     +0.5318  |paral   |2020yCat.1350....0G
103 |TYC 4542-1210-1                                                                                          |Star                               |10 18 16.0273681128 +77 16 09.776866152|132.7482071221253 +36.7771086184922|  23.725 -7.295   |10.73    |~                  |    ~     ~    |    1|  668.003   pc  |  -5.6671     +5.6671  |paral   |2020yCat.1350....0G
104 |TYC 4542-1288-1                                                                                          |Star                               |10 23 48.2529138672 +76 40 16.768756524|132.9720909631242 +37.4275979849573|  4.879 -13.139   |10.85    |~                  |    ~     ~    |    1|  215.156   pc  |  -0.6481     +0.6481  |paral   |2020yCat.1350....0G
105 |TYC 4542-1882-1                                                                                          |Star                               |10 29 29.3295583776 +77 11 46.086509004|132.2325567472219 +37.2462764660402|  25.788 10.691   |10.89    |~                  |    ~     ~    |    1|  252.602   pc  |  -0.7274     +0.7274  |paral   |2020yCat.1350....0G
106 |TYC 4542-2510-1                                                                                          |Star                               |10 29 28.4830436712 +76 28 06.158817192|132.8311096048819 +37.7978878681890|   8.013 -0.785   |10.56    |~                  |    ~     ~    |    1|  914.913   pc  | -10.4633    +10.4633  |paral   |2020yCat.1350....0G
107 |TYC 4545-372-1                                                                                           |Star                               |10 28 07.0771280088 +77 46 35.711202216|131.8310702001085 +36.7567563080014|  -6.965 -0.085   |10.24    |~                  |    ~     ~    |    1|  212.558   pc  |  -0.5783     +0.5783  |paral   |2020yCat.1350....0G
108 |HD 88627                                                                                                 |Chemically Peculiar Star           |10 17 36.6529537968 +77 06 43.614137016|132.9166826740895 +36.8658059140224|   9.394 -2.987   |10.83    |C3,5_CH5           |    ~     ~    |    1| 1721.467   pc  | -42.0810    +42.0810  |paral   |2020yCat.1350....0G
109 |HD 88665                                                                                                 |Star                               |10 17 28.2680301480 +75 51 21.191146812|134.0238196429491 +37.7618444643085|   -7.129 5.235   |9.31     |F5                 |    ~     ~    |    1|  180.551   pc  |  -0.5314     +0.5314  |paral   |2020yCat.1350....0G
110 |TYC 4542-1017-1                                                                                          |Star                               |10 19 36.2946617424 +76 11 36.436078752|133.6100854649084 +37.6090609544722|  -24.770 1.696   |10.97    |F5                 |    ~     ~    |    1|  240.142   pc  |  -0.6747     +0.6747  |paral   |2020yCat.1350....0G
111 |BD+76 383                                                                                                |Star                               |10 20 38.4988842024 +76 02 46.740931260|133.6814280399080 +37.7584846498158|   14.988 0.783   |10.19    |G5                 |    ~     ~    |    1|  154.000   pc  |  -0.9202     +0.9202  |paral   |2020yCat.1350....0G
112 |BD+76 384                                                                                                |High Proper Motion Star            |10 22 16.8657706248 +75 46 04.735762788|133.8315796741083 +38.0293883164844| 106.888 26.232   |10.25    |K0                 |    ~     ~    |    1|   92.422   pc  |  -0.0982     +0.0982  |paral   |2020yCat.1350....0G
113 |BD+76 379                                                                                                |Star                               |10 16 17.7916171776 +75 21 30.006926676|134.5337143639866 +38.0635987021939|  5.141 -22.823   |9.99     |F5                 |    ~     ~    |    1|  223.135   pc  |  -0.5626     +0.5626  |paral   |2020yCat.1350....0G
114 |HD 88529                                                                                                 |Star                               |10 16 38.7417786504 +75 26 44.233060524|134.4355877148366 +38.0174447639391|   12.802 8.154   |8.64     |F8                 |    ~     ~    |    1|  220.386   pc  |  -0.7237     +0.7237  |paral   |2020yCat.1350....0G
115 |HD 88735                                                                                                 |Star                               |10 18 05.6288358216 +75 39 39.876292872|134.1619513460487 +37.9277332794714|    3.061 0.774   |9.53     |A3                 |    ~     ~    |    1|  563.603   pc  |  -4.7012     +4.7012  |paral   |2020yCat.1350....0G
116 |HD 89405                                                                                                 |Star                               |10 22 49.4219565840 +75 37 36.704778456|133.9231739917919 +38.1552506770148| -4.434 -19.982   |9.17     |G0                 |    ~     ~    |    1|  248.299   pc  |  -0.6843     +0.6843  |paral   |2020yCat.1350....0G
117 |HD 89704                                                                                                 |Star                               |10 24 48.8166435648 +75 40 33.113643132|133.7657798058081 +38.2031327289182|  -2.778 -0.902   |7.74     |K0                 |    ~     ~    |    1|  276.579   pc  |  -1.1321     +1.1321  |paral   |2020yCat.1350....0G
118 |BD+76 387                                                                                                |High Proper Motion Star            |10 27 09.1715972088 +75 42 07.575247872|133.6070096368618 +38.2808199066082| 21.355 -62.613   |9.27     |G0                 |    ~     ~    |    1|  133.811   pc  |  -0.4584     +0.4584  |paral   |2020yCat.1350....0G
119 |BD+75 406                                                                                                |Star                               |10 15 23.6319589920 +75 04 14.668980096|134.8450924535154 +38.2250226781722|-15.750 -16.878   |9.77     |F0                 |    ~     ~    |    1|  321.719   pc  |  -1.3973     +1.3973  |paral   |2020yCat.1350....0G
120 |BD+75 407                                                                                                |Star                               |10 16 07.0689110712 +74 40 56.466563664|135.1562365077420 +38.5309332984620|   9.806 -9.441   |9.93     |K0                 |    ~     ~    |    1|  436.357   pc  |  -2.9894     +2.9894  |paral   |2020yCat.1350....0G
121 |BD+75 408                                                                                                |Star                               |10 16 54.6162481368 +74 37 36.952366836|135.1596468619090 +38.6071765759434|   -5.037 8.275   |10.00    |A5                 |    ~     ~    |    1|  439.367   pc  |  -2.9536     +2.9536  |paral   |2020yCat.1350....0G
122 |HD 88637                                                                                                 |Star                               |10 17 15.2286279000 +75 11 43.429862220|134.6254950202411 +38.2218318876678| -29.741 -6.075   |8.63     |G5                 |    ~     ~    |    1|  362.568   pc  |  -2.4056     +2.4056  |paral   |2020yCat.1350....0G
123 |BD+75 410                                                                                                |Star                               |10 20 08.0595820392 +75 08 12.037133364|134.5104436823880 +38.3929693148941| -1.644 -18.214   |9.71     |K0                 |    ~     ~    |    1|  561.577   pc  |  -3.3744     +3.3744  |paral   |2020yCat.1350....0G
