C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:53:14

dec< 0&rah >=23.0&rah< 23.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 2790

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-------------------------|--------|-------------------
2614|HD 215426                                                             |Star                              |23 08 58.5287450616 -88 13 05.190226320|303.8103551332098 -28.7322685342865|  30.576 -8.911   |10.19    |G5                |    ~     ~    |    1|  261.780   pc  |  -0.9594     +0.9594    |paral   |2020yCat.1350....0G
2615|CPD-87 334                                                            |Star                              |23 10 17.5719729744 -86 31 47.958304980|304.6470432785678 -30.2553091481196|  24.318 -7.730   |10.24    |~                 |    ~     ~    |    1|  622.263   pc  | -16.9100    +16.9100    |ST-L    |2020AJ....160...83S
2616|CPD-87 330                                                            |Star                              |23 00 10.5927919344 -86 20 28.845310056|304.9093134510205 -30.3502451314147|    0.491 8.032   |9.94     |~                 |    ~     ~    |    1| 1083.776   pc  | -13.8599    +13.8599    |paral   |2020yCat.1350....0G
2617|TYC 9525-1485-1                                                       |Star                              |23 02 40.7087731560 -82 45 27.170693064|306.8937934786813 -33.5144124549510|    3.773 0.783   |10.68    |~                 |    ~     ~    |    1|  743.792   pc  | -19.7600    +19.7600    |ST-L    |2020AJ....160...83S
2618|TYC 9488-32-1                                                         |Star                              |23 11 33.5568870648 -81 57 11.804554296|307.0368947055773 -34.3627833657389|   23.022 1.661   |10.399   |~                 |    ~     ~    |    1|  815.393   pc  | -27.1000    +27.1000    |ST-L    |2020AJ....160...83S
2619|TYC 9484-467-1                                                        |Star                              |23 14 08.5070314776 -78 49 54.413942160|308.6793639833197 -37.1877245301383| -47.247 14.610   |10.95    |~                 |    ~     ~    |    1|  263.911   pc  |  -3.4990     +3.4990    |ST-L    |2020AJ....160...83S
2620|HD 217111                                                             |High Proper Motion Star           |23 01 30.2685032472 -78 53 27.271087836|309.3108729525758 -36.8389626381918| 98.455 -77.707   |8.79     |F6V               |    ~     ~    |    1|   98.514   pc  |  -0.1194     +0.1194    |paral   |2020yCat.1350....0G
2621|TYC 9480-18-1                                                         |Star                              |23 09 24.1258272840 -77 24 30.305736108|309.8050007278401 -38.3249660782047|  -7.303 -0.165   |10.70    |~                 |    ~     ~    |    1|  420.417   pc  |  -8.9050     +8.9050    |ST-L    |2020AJ....160...83S
2622|CD-78 1038                                                            |High Proper Motion Star           |23 03 09.5216666208 -77 26 48.101592408|310.1546442360603 -38.1213920228710| 14.501 -50.060   |10.655   |~                 |    ~     ~    |    1|  366.192   pc  |  -6.4550     +6.4550    |ST-L    |2020AJ....160...83S
2623|HD 217406                                                             |High Proper Motion Star           |23 03 00.9297047520 -76 49 12.668293776|310.5766156079389 -38.6535404168612| 39.167 -98.755   |9.17     |K1III             |    ~     ~    |    1|  117.716   pc  |  -0.4268     +0.4268    |paral   |2020yCat.1350....0G
2624|TYC 9476-1218-1                                                       |Star                              |23 03 50.8664005800 -76 08 06.999303552|310.9808590216140 -39.2639979195299| -20.303 -1.072   |10.44    |~                 |    ~     ~    |    1|  497.043   pc  |  -3.4587     +3.4587    |paral   |2020yCat.1350....0G
2625|HD 218656                                                             |Star                              |23 11 23.4709139016 -72 31 30.483589512|312.8671771736194 -42.6197229557588|   4.435 18.020   |8.32     |F3V               |    ~     ~    |    1|  140.477   pc  |  -0.3572     +0.3572    |paral   |2020yCat.1350....0G
2626|CD-71 1771                                                            |Star                              |23 03 48.7679707056 -71 05 04.208736588|314.6042343558494 -43.5224053954924|  8.123 -14.273   |10.182   |~                 |    ~     ~    |    1|  715.833   pc  | -20.7400    +20.7400    |ST-L    |2020AJ....160...83S
2627|HD 217405                                                             |Star                              |23 02 08.2040576928 -70 37 37.461877644|315.1162287184250 -43.8240452601234| 18.099 -28.170   |8.46     |K1/2III           |    ~     ~    |    1|  288.709   pc  |  -5.5013     +5.5013    |paral   |2020yCat.1350....0G
2628|TYC 9338-1472-1                                                       |Star                              |23 12 58.8617887032 -69 40 26.636560392|314.7644940357973 -45.1248263592014|  -1.150 -9.456   |10.712   |~                 |    ~     ~    |    1|  845.934   pc  | -37.1500    +37.1500    |ST-L    |2020AJ....160...83S
2629|TYC 9338-2194-1                                                       |Star                              |23 14 31.2512823312 -69 18 58.139056944|314.8673911003519 -45.5003921345089| -18.294 -5.988   |10.553   |~                 |    ~     ~    |    1|  236.311   pc  |  -2.6710     +2.6710    |ST-L    |2020AJ....160...83S
2630|TYC 9338-777-1                                                        |Star                              |23 10 20.8482150432 -69 06 37.248624432|315.4708052006205 -45.4778983960797|  6.614 -16.229   |10.427   |~                 |    ~     ~    |    1|  754.176   pc  | -24.3000    +24.3000    |ST-L    |2020AJ....160...83S
2631|HD 218632                                                             |High Proper Motion Star           |23 10 51.1857908304 -69 01 54.615098820|315.4772331589305 -45.5683542976091|-226.066 -23.469  |8.66     |G8V               |    ~     ~    |    1|   48.426   pc  |  -0.0467     +0.0467    |paral   |2020yCat.1350....0G
2632|TYC 9338-2237-1                                                       |Star                              |23 11 27.6682001976 -68 53 35.199538224|315.5185378451419 -45.7146034049753| 16.042 -13.928   |10.960   |~                 |    ~     ~    |    1|  274.600   pc  |  -3.8000     +3.8000    |ST-L    |2020AJ....160...83S
2633|CPD-69 3309                                                           |Star                              |23 12 42.6344320512 -68 37 14.183523336|315.5914753147478 -46.0052696714189|  16.588 -4.220   |9.87     |~                 |    ~     ~    |    1|  546.896   pc  |  -3.5891     +3.5891    |paral   |2020yCat.1350....0G
2634|CPD-68 3554                                                           |Star                              |23 03 39.1673646024 -67 47 00.730542768|317.2722781233845 -46.2288526304253|   9.053 -0.089   |10.290   |~                 |    ~     ~    |    1|  766.456   pc  | -21.9700    +21.9700    |ST-L    |2020AJ....160...83S
2635|TYC 9338-255-1                                                        |Star                              |23 04 31.0697610264 -67 40 38.562790044|317.2651320714996 -46.3628736306886|  -4.770 -0.727   |10.56    |~                 |    ~     ~    |    1|  586.564   pc  | -17.7000    +17.7000    |ST-L    |2020AJ....160...83S
2636|TYC 9131-629-1                                                        |Star                              |23 05 55.8286276968 -67 25 48.564243912|317.3128676924105 -46.6425539552902|  16.801 -2.454   |10.64    |~                 |    ~     ~    |    1|  759.149   pc  | -25.9700    +25.9700    |ST-L    |2020AJ....160...83S
2637|HD 217847                                                             |Star                              |23 04 52.3768894608 -67 07 45.376896864|317.6887350125791 -46.8285585268885|    9.106 7.454   |8.57     |G8III             |    ~     ~    |    1|  358.925   pc  |  -2.2545     +2.2545    |paral   |2020yCat.1350....0G
2638|CD-66 2599                                                            |High Proper Motion Star           |23 01 29.1335446752 -66 11 27.457276092|318.9051921375303 -47.3830305090004|106.582 -50.465   |9.84     |~                 |    ~     ~    |    1|   75.303   pc  |  -0.0777     +0.0777    |paral   |2020yCat.1350....0G
2639|CPD-66 3752                                                           |Star                              |23 12 34.3002032376 -66 00 50.654435148|317.7006886157062 -48.1809135040933|  12.014 -1.981   |10.453   |~                 |    ~     ~    |    1|  681.991   pc  | -24.9900    +24.9900    |ST-L    |2020AJ....160...83S
2640|TYC 9131-800-1                                                        |Star                              |23 12 52.7744864976 -65 54 05.878085544|317.7557902813329 -48.2917232771253|   8.867 -3.800   |10.983   |~                 |    ~     ~    |    1| 1277.380   pc  | -83.6300    +83.6300    |ST-L    |2020AJ....160...83S
2641|HD 218026                                                             |Star                              |23 05 55.1587916304 -65 20 23.921451276|319.1250687894059 -48.3366310113393|   7.639 -4.645   |8.77     |K3III             |    ~     ~    |    1|  913.576   pc  | -15.8578    +15.8578    |paral   |2020yCat.1350....0G
2642|CD-65 2894                                                            |Star                              |23 05 24.1088891544 -64 30 11.289649032|319.9515912569386 -48.9731989854388|  13.278 -8.952   |10.24    |~                 |    ~     ~    |    1|  731.048   pc  |  -6.3063     +6.3063    |paral   |2020yCat.1350....0G
2643|HD 218711                                                             |High Proper Motion Star           |23 11 10.5561069936 -63 11 23.884711296|320.3781461109424 -50.4059837069204| 71.175 -14.692   |6.99     |K3III             |    ~     ~    |    1|  221.185   pc  |  -6.6584     +6.6584    |paral   |2020yCat.1350....0G
2644|CPD-64 4318                                                           |Star                              |23 08 04.0857954000 -63 44 34.342216692|320.2988929819633 -49.7551597035657|  -5.200 -5.829   |10.631   |~                 |    ~     ~    |    1|  476.045   pc  | -11.6400    +11.6400    |ST-L    |2020AJ....160...83S
2645|TYC 9128-224-1                                                        |Star                              |23 06 40.1416021152 -63 24 11.063682288|320.8100087422132 -49.9313807961088|  -6.148 -6.459   |10.82    |~                 |    ~     ~    |    1|  908.678   pc  |  -9.8258     +9.8258    |paral   |2020yCat.1350....0G
2646|HD 217453                                                             |Star                              |23 01 55.0675427112 -63 05 07.798978896|321.7663898969086 -49.8469784103698|  19.937 21.530   |6.87     |K3III             |    ~     ~    |    1|  168.299   pc  |  -0.5580     +0.5580    |paral   |2020yCat.1350....0G
2647|CD-62 1433                                                            |Star                              |23 09 49.4855389320 -61 24 53.312240448|322.2835847676098 -51.7259934126901|  25.400 -3.080   |10.48    |~                 |    ~     ~    |    1|  238.750   pc  |  -8.6250     +8.6250    |ST-L    |2020AJ....160...83S
2648|CD-60 8023                                                            |Star                              |23 09 33.6706558944 -60 05 49.727257908|323.6676285557472 -52.7353498437490|  17.251 -0.051   |10.97    |~                 |    ~     ~    |    1|  614.018   pc  | -20.5200    +20.5200    |ST-L    |2020AJ....160...83S
2649|HD 218645                                                             |Star                              |23 10 27.2791298976 -59 06 54.671265828|324.5628672660997 -53.5652885599552|-15.486 -27.281   |8.97     |F5V               |    ~     ~    |    1|  198.476   pc  |  -2.7890     +2.7890    |paral   |2020yCat.1350....0G
2650|TYC 8830-586-1                                                        |Star                              |23 00 28.9021613016 -59 59 20.539659516|325.1899938207801 -52.0767027571400| 10.395 -16.977   |10.699   |~                 |    ~     ~    |    1|  686.419   pc  | -24.7500    +24.7500    |ST-L    |2020AJ....160...83S
2651|CD-59 8071                                                            |Star                              |23 05 10.1884656984 -59 18 16.038569232|325.2163599174699 -52.9817549664488|    9.440 0.217   |10.014   |~                 |    ~     ~    |    1|  692.479   pc  | -19.0700    +19.0700    |ST-L    |2020AJ....160...83S
2652|HD 218090                                                             |High Proper Motion Star           |23 06 10.8068323344 -58 41 38.020415064|325.7294595267026 -53.5253333930130|-68.420 -16.732   |8.13     |F0V               |    ~     ~    |    1|  175.886   pc  |  -0.9435     +0.9435    |paral   |2020yCat.1350....0G
2653|HD 219036                                                             |Star                              |23 13 28.7233504272 -58 45 59.088649356|324.4264921940198 -54.0822931551435|    3.688 9.547   |9.32     |K2/3(III)         |    ~     ~    |    1|  879.275   pc  | -10.1279    +10.1279    |paral   |2020yCat.1350....0G
2654|HD 217687                                                             |Star                              |23 03 17.5657479912 -56 50 40.032056508|328.3573033003058 -54.6169488047935|  16.451 -6.029   |8.32     |M2/3III           |    ~     ~    |    1|  643.689   pc  | -23.5500    +23.5500    |ST-L    |2020AJ....160...83S
2655|TYC 8827-523-1                                                        |Star                              |23 00 15.6306015792 -56 27 28.425587796|329.3379716043829 -54.5952547523513|   2.534 -3.835   |10.94    |~                 |    ~     ~    |    1| 1193.033   pc  | -19.4996    +19.4996    |paral   |2020yCat.1350....0G
2656|TYC 8834-623-1                                                        |Star                              |23 07 33.8425618680 -55 57 17.916665508|328.6950116278357 -55.6672127188557|   0.258 -8.988   |10.51    |~                 |    ~     ~    |    1| 1266.010   pc  | -96.1400    +96.1400    |ST-L    |2020AJ....160...83S
2657|CD-55 9244                                                            |High Proper Motion Star           |23 09 34.3738098960 -54 20 38.615516700|330.3497929150180 -57.0224632567542| 47.980 -17.829   |10.743   |~                 |    ~     ~    |    1|   81.383   pc  |  -0.3521     +0.3521    |ST-L    |2020AJ....160...83S
2658|TYC 8824-1036-1                                                       |Star                              |23 00 10.0300523568 -54 19 44.845161852|332.0852147036385 -56.0407256763443|  21.145 -9.115   |10.578   |~                 |    ~     ~    |    1|  609.470   pc  | -18.9700    +18.9700    |ST-L    |2020AJ....160...83S
2659|CD-54 9417                                                            |Star                              |23 02 39.4148786520 -53 51 36.082254636|332.2707953004627 -56.6261413806056| 10.498 -17.340   |10.525   |~                 |    ~     ~    |    1|  732.080   pc  | -23.9200    +23.9200    |ST-L    |2020AJ....160...83S
2660|HD 217598                                                             |Star                              |23 02 35.5646712432 -53 51 05.415377148|332.2938250246342 -56.6248766605781| 33.555 -30.259   |9.22     |K0III             |    ~     ~    |    1|  443.892   pc  |  -2.7783     +2.7783    |paral   |2020yCat.1350....0G
2661|CPD-53 10388                                                          |Star                              |23 02 28.2403464696 -52 55 50.348333100|333.5751255806428 -57.2243648190032| 13.665 -25.320   |10.43    |~                 |    ~     ~    |    1|  204.420   pc  |  -6.6693     +6.6693    |paral   |2020yCat.1350....0G
2662|HD 219046                                                             |Spectroscopic Binary              |23 13 30.2452118736 -53 51 38.881882872|330.2086944113696 -57.7706660550138|94.867 -115.682   |10.22    |K0/3              |    ~     ~    |    1|   73.296   pc  |  -0.7612     +0.7612    |paral   |2020yCat.1350....0G
2663|TYC 8831-157-1                                                        |Star                              |23 13 11.1657172344 -53 50 25.727931960|330.2984950958859 -57.7528516992784| -6.003 -17.327   |10.72    |~                 |    ~     ~    |    1|  762.951   pc  | -14.2613    +14.2613    |paral   |2020yCat.1350....0G
2664|CD-52 10356                                                           |High Proper Motion Star           |23 10 50.5068557040 -52 06 58.739304096|333.0987301111097 -58.7144658121172|  4.263 -56.753   |10.351   |~                 |    ~     ~    |    1|  175.226   pc  |  -1.8320     +1.8320    |ST-L    |2020AJ....160...83S
2665|TYC 8831-153-1                                                        |High Proper Motion Star           |23 07 52.5944606064 -52 50 19.481448192|332.6829789940419 -57.8910398472680|-51.032 -115.864  |10.78    |~                 |    ~     ~    |    1|   71.447   pc  |  -0.2841     +0.2841    |ST-L    |2020AJ....160...83S
2666|HD 217748                                                             |Star                              |23 03 32.0959640616 -52 55 35.517981216|333.3846867349203 -57.3474415793528| 31.264 -19.621   |9.93     |G0/2V             |    ~     ~    |    1|  163.141   pc  |  -2.2260     +2.2260    |ST-L    |2020AJ....160...83S
2667|CPD-53 10406                                                          |Star                              |23 07 23.5128931224 -52 19 22.909973088|333.4940048368097 -58.1861276118003| 18.756 -33.105   |10.832   |~                 |    ~     ~    |    1|  237.646   pc  |  -3.1090     +3.1090    |ST-L    |2020AJ....160...83S
2668|HD 218267                                                             |Star                              |23 07 15.2626121088 -49 47 46.091429880|337.2461733856650 -59.8154084573331| 18.561 -14.375   |9.03     |K0(III)           |    ~     ~    |    1|  279.924   pc  |  -1.3791     +1.3791    |paral   |2020yCat.1350....0G
2669|HD 219158                                                             |Star                              |23 14 17.3905887504 -49 20 14.393642928|336.4733326721087 -60.9841721536611|  17.935 -1.321   |10.680   |G0                |    ~     ~    |    1|  237.690   pc  |  -3.3040     +3.3040    |ST-L    |2020AJ....160...83S
2670|CD-49 14088                                                           |High Proper Motion Star           |23 13 09.1855487112 -48 48 14.169159756|337.5629204533614 -61.1882686039505|156.483 -19.735   |10.70    |K7V               |    ~     ~    |    1|   50.955   pc  |  -0.1386     +0.1386    |ST-L    |2020AJ....160...83S
2671|CD-53 9280                                                            |Star                              |23 02 55.7477326752 -52 19 47.608237632|334.3341795714085 -57.6704019383316|-43.119 -12.240   |10.991   |~                 |    ~     ~    |    1|  252.323   pc  |  -5.5110     +5.5110    |ST-L    |2020AJ....160...83S
2672|HD 217363                                                             |High Proper Motion Star           |23 00 47.4779577408 -49 27 05.724435744|339.0426661932248 -59.1963032640160| 99.241 -23.154   |7.31     |A8IV              |    ~     ~    |    1|   91.461   pc  |  -0.9830     +0.9830    |ST-L    |2020AJ....160...83S
2673|CD-48 14418                                                           |High Proper Motion Star           |23 07 17.4241306008 -48 03 50.395509468|340.0056859209710 -60.8819079705318|  50.171 -9.034   |10.17    |~                 |    ~     ~    |    1|  240.116   pc  |  -3.7860     +3.7860    |ST-L    |2020AJ....160...83S
2674|HD 219221                                                             |Star                              |23 14 47.2712893080 -48 59 45.915803412|336.8974769856645 -61.2690032375767| -37.179 10.741   |8.51     |F0V               |    ~     ~    |    1|  136.051   pc  |  -0.3720     +0.3720    |paral   |2020yCat.1350....0G
2675|CD-48 14437                                                           |Star                              |23 11 36.6409418736 -48 00 57.089156256|339.1758125140351 -61.4850847329107| 40.211 -16.895   |10.24    |~                 |    ~     ~    |    1|  211.457   pc  |  -0.6797     +0.6797    |paral   |2020yCat.1350....0G
2676|HD 218938                                                             |High Proper Motion Star           |23 12 32.3829756912 -46 26 38.273549388|341.6445596590324 -62.5598021912525|-66.875 -17.748   |10.46    |F5/6              |    ~     ~    |    1|  201.078   pc  |  -0.7035     +0.7035    |paral   |2020yCat.1350....0G
2677|CD-47 14496                                                           |Star                              |23 13 08.6793959448 -46 20 12.844468320|341.6987580804676 -62.7071897614637|   42.353 0.143   |10.34    |G5                |    ~     ~    |    1|  288.784   pc  |  -1.4678     +1.4678    |paral   |2020yCat.1350....0G
2678|HD 219219                                                             |High Proper Motion Star           |23 14 42.6143258448 -43 44 41.174520576|346.1558948813384 -64.3984473829698| 27.860 -48.697   |9.30     |G0V               |    ~     ~    |    1|  174.225   pc  |  -4.6958     +4.6958    |paral   |2020yCat.1350....0G
2679|TYC 8448-257-1                                                        |Star                              |23 08 30.2658820320 -46 44 01.400994024|342.0045206567385 -61.8274021995914|   16.944 3.674   |10.75    |~                 |    ~     ~    |    1|  940.380   pc  | -12.6457    +12.6457    |paral   |2020yCat.1350....0G
2680|HD 217418                                                             |High Proper Motion Star           |23 01 08.0051858208 -45 12 18.676790100|346.1762651863267 -61.5706338228603| 52.297 -44.640   |7.33     |K4III             |    ~     ~    |    1|  221.636   pc  |  -1.6456     +1.6456    |paral   |2020yCat.1350....0G
2681|CD-46 14527                                                           |Star                              |23 04 00.3960679008 -45 26 05.853163308|345.2141457125098 -61.8872240359130|  5.405 -15.815   |10.561   |~                 |    ~     ~    |    1| 1723.790   pc  |-201.8000   +201.8000    |ST-L    |2020AJ....160...83S
2682|HD 218762                                                             |Star                              |23 10 59.5648072224 -43 38 51.923710932|347.1545142843013 -63.8776848033786|  -38.265 1.801   |9.96     |K1/2V             |    ~     ~    |    1|  186.268   pc  |  -2.4287     +2.4287    |paral   |2020yCat.1350....0G
2683|HD 217613                                                             |High Proper Motion Star           |23 02 28.4069882448 -43 04 12.118321380|349.9514914276601 -62.8018988072929| 49.750 -21.596   |10.489   |F6/7V             |    ~     ~    |    1|  219.241   pc  |  -4.2510     +4.2510    |ST-L    |2020AJ....160...83S
2684|HD 218320                                                             |Star                              |23 07 30.4623044448 -43 20 30.570399672|348.4654595804429 -63.4836563493544|  10.017 -1.152   |10.170   |G6III/IV          |    ~     ~    |    1|  784.765   pc  | -33.1500    +33.1500    |ST-L    |2020AJ....160...83S
2685|CD-43 15266                                                           |Star                              |23 06 36.8296237008 -42 38 07.652223240|350.0368847667089 -63.6755034461351| -6.868 -14.107   |10.770   |~                 |    ~     ~    |    1|  263.386   pc  |  -6.0020     +6.0020    |ST-L    |2020AJ....160...83S
2686|HD 218669                                                             |Star                              |23 10 19.2211110432 -42 45 13.124650140|349.0638626680148 -64.2188184991689|   26.543 8.003   |7.60     |K0III             |    ~     ~    |    1|  229.310   pc  |  -1.4303     +1.4303    |paral   |2020yCat.1350....0G
2687|TYC 8008-1101-1                                                       |High Proper Motion Star           |23 06 39.6161991768 -41 01 48.601668756|353.3203704684451 -64.3902791237967|173.523 -26.897   |10.98    |~                 |    ~     ~    |    1|  112.461   pc  |  -0.2062     +0.2062    |paral   |2020yCat.1350....0G
2688|CD-41 15147                                                           |High Proper Motion Star           |23 07 31.8765270360 -40 55 36.134289984|353.3791728766784 -64.5828618452093| 56.872 -19.643   |10.50    |~                 |    ~     ~    |    1|  271.209   pc  |  -1.8462     +1.8462    |paral   |2020yCat.1350....0G
2689|HD 217746                                                             |Star                              |23 03 19.2112245672 -42 02 00.361797324|351.8554741513053 -63.3993655094289|-10.383 -12.603   |10.361   |F5/6V             |    ~     ~    |    1|  322.369   pc  |  -8.7800     +8.7800    |ST-L    |2020AJ....160...83S
2690|HD 217307                                                             |High Proper Motion Star           |23 00 24.1783073568 -41 09 04.471568820|354.1461972167369 -63.2624519809172|-31.102 -41.945   |7.08     |K0III             |    ~     ~    |    1|  199.227   pc  |  -1.6194     +1.6194    |paral   |2020yCat.1350....0G
2691|CD-41 15104                                                           |Star                              |23 00 03.8021992656 -40 55 28.482507372|354.6662482460917 -63.2905115569672|   3.401 11.554   |10.990   |~                 |    ~     ~    |    1|  437.579   pc  | -13.1200    +13.1200    |ST-L    |2020AJ....160...83S
2692|HD 217842                                                             |High Proper Motion Star           |23 03 59.6388772752 -41 28 44.020852788|352.8652465912138 -63.7477297690283|  12.347 56.450   |5.796    |K0III             |    ~     ~    |    1|   95.166   pc  |  -0.4057     +0.4057    |paral   |2020yCat.1350....0G
2693|TYC 8008-804-1                                                        |Star                              |23 03 37.6932419232 -41 19 35.721405480|353.2428821486104 -63.7482386104446| -0.717 -17.860   |10.70    |~                 |    ~     ~    |    1| 1315.789   pc  | -41.8975    +41.8975    |paral   |2020yCat.1350....0G
2694|TYC 8005-904-1                                                        |Star                              |23 00 40.1798139000 -38 59 35.732708160|358.6521077869061 -64.0798569602827|  3.774 -20.194   |10.969   |~                 |    ~     ~    |    1|  348.375   pc  |  -7.0220     +7.0220    |ST-L    |2020AJ....160...83S
2695|HD 218989                                                             |Star                              |23 12 48.3395045640 -39 29 17.853614628|355.5349773551984 -66.0910049176362|-31.406 -10.017   |9.04     |K2/3III           |    ~     ~    |    1|  442.909   pc  |  -4.6688     +4.6688    |paral   |2020yCat.1350....0G
2696|CD-39 14964                                                           |Star                              |23 14 07.3465165848 -39 02 42.993262644|356.2948101502570 -66.5007847702990| -5.542 -17.633   |10.10    |K2                |    ~     ~    |    1|  978.186   pc  | -15.8837    +15.8837    |paral   |2020yCat.1350....0G
2697|CD-39 14934                                                           |Star                              |23 06 43.7896262592 -38 30 11.632857012|358.8215820822047 -65.3569553745647| -7.595 -15.089   |10.419   |~                 |    ~     ~    |    1|  533.370   pc  | -16.0500    +16.0500    |ST-L    |2020AJ....160...83S
2698|CD-38 15382                                                           |Star                              |23 10 22.9849450344 -37 58 47.642868012|359.4338871786844 -66.2086295537140|   6.063 -9.421   |10.811   |~                 |    ~     ~    |    1|  412.214   pc  | -10.8600    +10.8600    |ST-L    |2020AJ....160...83S
2699|CD-38 15362                                                           |High Proper Motion Star           |23 07 36.9547994976 -37 44 42.101850012|000.4170480479608 -65.7688358447805| 116.862 27.964   |10.407   |G0                |    ~     ~    |    1|  175.273   pc  |  -1.6650     +1.6650    |ST-L    |2020AJ....160...83S
2700|HD 218761                                                             |Star                              |23 10 51.2159837280 -37 14 47.127245640|001.0891179770912 -66.5351211842965|  23.236 -2.972   |9.41     |F6V               |    ~     ~    |    1|  161.964   pc  |  -0.4407     +0.4407    |paral   |2020yCat.1350....0G
2701|HD 219154                                                             |High Proper Motion Star           |23 14 02.1461596488 -36 19 21.015588864|002.8456902632463 -67.4227382020801|  43.931 21.779   |9.84     |F5V               |    ~     ~    |    1|  154.183   pc  |  -0.6942     +0.6942    |paral   |2020yCat.1350....0G
2702|HIP 113812                                                            |Star                              |23 02 52.3370821344 -38 21 47.238960456|359.7169708829845 -64.6880883109410| -28.424 -1.049   |10.71    |~                 |    ~     ~    |    1|   64.732   pc  |  -0.2384     +0.2384    |ST-L    |2020AJ....160...83S
2703|HD 217417                                                             |Pulsating Variable                |23 01 00.9539268912 -37 21 32.863419072|002.2107166532710 -64.6311557763520|   34.947 2.310   |8.11     |A3mA5-F0          |    ~     ~    |    1|  134.509   pc  |  -1.6020     +1.6020    |ST-L    |2020AJ....160...83S
2704|HD 217725                                                             |High Proper Motion Star           |23 03 00.3170717784 -37 05 51.969842232|002.5502431043104 -65.0831698963436|-69.090 -30.522   |8.18     |K1III/IV          |    ~     ~    |    1|  168.919   pc  |  -0.6192     +0.6192    |paral   |2020yCat.1350....0G
2705|HD 218319                                                             |High Proper Motion Star           |23 07 23.4080446224 -36 17 15.950911092|003.8742080354580 -66.1462076360476|213.627 -125.631  |9.73     |G8V               |    ~     ~    |    1|   77.021   pc  |  -0.4301     +0.4301    |ST-L    |2020AJ....160...83S
2706|TYC 7512-579-1                                                        |Star                              |23 11 28.6253780160 -35 39 25.320354516|004.8698469261973 -67.1082915238517|  -13.814 3.638   |10.82    |~                 |    ~     ~    |    1|  265.844   pc  |  -1.1237     +1.1237    |paral   |2020yCat.1350....0G
2707|CD-36 15700                                                           |High Proper Motion Star           |23 05 23.6421844248 -35 36 47.782047888|005.7277043104829 -65.9197003468062| 44.490 -16.342   |10.34    |F5                |    ~     ~    |    1|  302.673   pc  |  -8.2266     +8.2266    |paral   |2020yCat.1350....0G
2708|HD 218621                                                             |Star                              |23 09 45.3356651112 -34 50 24.278911404|007.1175004966992 -66.9602394514715|   -4.385 1.220   |8.64     |M1III             |    ~     ~    |    1|  486.902   pc  |  -6.0454     +6.0454    |paral   |2020yCat.1350....0G
2709|TYC 7509-987-1                                                        |Star                              |23 09 44.3749283856 -34 39 46.175983524|007.5620598108296 -66.9948852325346|    8.509 1.792   |10.89    |~                 |    ~     ~    |    1|  341.992   pc  |  -6.5730     +6.5730    |ST-L    |2020AJ....160...83S
2710|CD-36 15664                                                           |Star                              |23 00 10.9903490616 -35 34 39.257711904|006.3630118263189 -64.8933008451023|    6.341 5.509   |10.79    |~                 |    ~     ~    |    1| 1733.403   pc  | -53.7839    +53.7839    |paral   |2020yCat.1350....0G
2711|HD 217469                                                             |High Proper Motion Star           |23 01 21.3349732680 -35 05 45.236904000|007.3696048076763 -65.2234679539615|233.854 -186.409  |9.26     |G8V               |    ~     ~    |    1|   59.851   pc  |  -0.0523     +0.0523    |paral   |2020yCat.1350....0G
2712|HD 217345                                                             |Star                              |23 00 27.2664424968 -35 03 37.014951564|007.5361654489865 -65.0492403543893|   16.495 0.220   |9.57     |A6IV              |    ~     ~    |    1|  279.572   pc  |  -1.4147     +1.4147    |paral   |2020yCat.1350....0G
2713|HD 218337                                                             |Star                              |23 07 25.7883198528 -34 12 34.794168120|008.9279192795852 -66.6169731301405|  22.687 21.034   |7.63     |A7V               |    ~     ~    |    1|  129.062   pc  |  -0.3931     +0.3931    |paral   |2020yCat.1350....0G
2714|TYC 7509-323-1                                                        |Star                              |23 05 26.7425748888 -33 34 36.150724164|010.6631265484075 -66.3166581529052| 12.184 -41.040   |10.83    |~                 |    ~     ~    |    1|  289.586   pc  |  -1.6604     +1.6604    |paral   |2020yCat.1350....0G
2715|HD 218910                                                             |Spectroscopic Binary              |23 12 01.9196626584 -33 23 14.688790548|010.5812443465940 -67.7025951294701|   -0.191 3.760   |9.73     |K2III             |    ~     ~    |    1|  761.035   pc  |  -8.0505     +8.0505    |paral   |2020yCat.1350....0G
2716|HD 218085                                                             |High Proper Motion Star           |23 05 34.0415419920 -32 38 32.086287744|012.9674631412866 -66.4660092855851|-58.779 -17.890   |9.30     |F7V               |    ~     ~    |    1|  117.765   pc  |  -0.2358     +0.2358    |paral   |2020yCat.1350....0G
2717|HD 218909                                                             |Spectroscopic Binary              |23 11 59.7249563472 -31 01 43.040840052|016.7955676946442 -67.9737961825829|   5.512 -2.664   |10.21    |G0/1V             |    ~     ~    |    1|  380.141   pc  | -11.3149    +11.3149    |paral   |2020yCat.1350....0G
