C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:03:39

dec< 0&rah >=12.0&rah< 12.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5795

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-------------------------|--------|-------------------
4130|TYC 9227-1195-1                                                       |Star                              |12 11 53.1959232744 -67 33 35.501924592|299.1593238119474 -04.9782792723412|   -4.727 0.533   |10.88    |~               |    ~     ~    |    1|  632.911   pc  |  -4.5666     +4.5666    |paral   |2020yCat.1350....0G
4131|TYC 9227-1215-1                                                       |Star                              |12 10 00.0449106072 -68 12 54.137899296|299.0866811966224 -05.6531971930591|    1.970 0.596   |10.847   |~               |    ~     ~    |    1|  684.019   pc  | -25.0300    +25.0300    |ST-L    |2020AJ....160...83S
4132|HD 311141                                                             |Star                              |12 14 35.7185771784 -68 12 46.903605948|299.5097575760366 -05.5864199858743|  -4.224 -2.203   |10.95    |B8              |    ~     ~    |    1| 1067.692   pc  | -18.1255    +18.1255    |paral   |2020yCat.1350....0G
4133|HD 311138                                                             |Star                              |12 11 10.9974158232 -68 15 12.487622652|299.2015738220051 -05.6737600734646|  -5.547 -0.766   |10.58    |B5              |    ~     ~    |    1| 2641.310   pc  |-136.7398   +136.7398    |paral   |2020yCat.1350....0G
4134|TYC 9227-1305-1                                                       |Star                              |12 09 16.0275359976 -68 05 48.319152756|298.9997409780709 -05.5475506500451|    39.00 -9.00   |10.70    |~               |    ~     ~    |    0|                |                         |        |                   
4135|TYC 9227-1337-1                                                       |Star                              |12 02 44.7200877168 -68 37 52.228638732|298.4995416107640 -06.1794837629232|  -27.555 2.438   |10.517   |~               |    ~     ~    |    1|  731.083   pc  | -28.6800    +28.6800    |ST-L    |2020AJ....160...83S
4136|TYC 9227-1344-1                                                       |Star                              |12 01 50.3327894880 -68 45 45.795658320|298.4434495941375 -06.3243058726229|  -7.890 -1.177   |10.78    |~               |    ~     ~    |    1|  680.205   pc  | -22.2700    +22.2700    |ST-L    |2020AJ....160...83S
4137|HD 311130                                                             |Star                              |12 11 52.9406567280 -67 31 20.770872384|299.1531577551438 -04.9413593381841|  -8.451 -2.911   |10.65    |A0              |    ~     ~    |    1|  867.754   pc  | -12.0480    +12.0480    |paral   |2020yCat.1350....0G
4138|TYC 9227-1922-1                                                       |Star                              |12 02 36.3544689072 -68 58 50.908245060|298.5536132069610 -06.5251920877263| -44.739 -2.432   |10.36    |~               |    ~     ~    |    1|  227.004   pc  |  -0.6132     +0.6132    |paral   |2020yCat.1350....0G
4139|HD 311156                                                             |Star                              |12 13 18.2834324520 -68 44 57.871357872|299.4706133880471 -06.1343172923428|  -6.851 -0.254   |10.77    |A0              |    ~     ~    |    1| 1387.732   pc  | -25.4206    +25.4206    |paral   |2020yCat.1350....0G
4140|HD 310999                                                             |Star                              |12 00 07.6200154872 -68 33 56.017702332|298.2510568773229 -06.1613945551141| -19.628 -5.519   |10.56    |F0              |    ~     ~    |    1|  308.043   pc  |  -1.1197     +1.1197    |paral   |2020yCat.1350....0G
4141|TYC 9227-2010-1                                                       |Star                              |12 01 10.9095527880 -69 00 42.691388220|298.4335661255558 -06.5801845896509|  -10.719 2.444   |10.56    |~               |    ~     ~    |    1|  347.923   pc  |  -1.7431     +1.7431    |paral   |2020yCat.1350....0G
4142|TYC 9227-2035-1                                                       |High Proper Motion Star           |12 08 59.3058422400 -68 43 57.053135064|299.0792855281783 -06.1788870816479| -105.609 3.149   |10.29    |~               |    ~     ~    |    1|  175.432   pc  |  -0.4063     +0.4063    |paral   |2020yCat.1350....0G
4143|TYC 9227-2068-1                                                       |Star                              |12 08 25.1633267688 -68 55 16.593248208|299.0598304619539 -06.3735583830573|  -20.814 3.377   |10.301   |~               |    ~     ~    |    1|  525.675   pc  | -12.2800    +12.2800    |ST-L    |2020AJ....160...83S
4144|TYC 9227-2156-1                                                       |Star                              |12 07 30.7158071256 -69 00 08.833734648|298.9928460479779 -06.4673230541125|  4.310 -12.959   |10.96    |~               |    ~     ~    |    1|  363.174   pc  |  -6.0540     +6.0540    |paral   |2020yCat.1350....0G
4145|TYC 9227-2159-1                                                       |High Proper Motion Star           |12 03 07.2288775632 -68 44 19.657089960|298.5535829461300 -06.2787710223313|  -74.748 4.410   |10.52    |~               |    ~     ~    |    1|  190.538   pc  |  -6.7599     +6.7599    |paral   |2020yCat.1350....0G
4146|TYC 9227-2206-1                                                       |Star                              |12 04 20.4158734536 -68 28 42.121036236|298.6150647974522 -06.0022644886449|  -12.887 2.220   |10.80    |~               |    ~     ~    |    1|  625.586   pc  | -48.5676    +48.5676    |paral   |2020yCat.1350....0G
4147|HD 311009                                                             |Star                              |12 10 45.4090036872 -69 00 44.498433852|299.2829723377155 -06.4293217473801|-15.403 -12.020   |10.06    |F5              |    ~     ~    |    1|  235.616   pc  |  -0.9326     +0.9326    |paral   |2020yCat.1350....0G
4148|TYC 9227-2298-1                                                       |Star                              |12 00 27.0680968608 -69 04 32.420988732|298.3816838385796 -06.6555813218890|  -8.839 -3.186   |10.74    |~               |    ~     ~    |    1|  773.216   pc  |  -7.2939     +7.2939    |paral   |2020yCat.1350....0G
4149|TYC 9227-2386-1                                                       |Star                              |12 08 05.5625383368 -68 34 01.558984440|298.9707322011195 -06.0293614809206|-29.303 -28.119   |10.76    |~               |    ~     ~    |    1|  159.523   pc  |  -0.5064     +0.5064    |paral   |2020yCat.1350....0G
4150|TYC 9227-2413-1                                                       |Star                              |12 11 12.3145864896 -69 06 24.641811000|299.3377511181395 -06.5163275817373| -40.745 -3.757   |10.425   |~               |    ~     ~    |    1|  356.899   pc  |  -6.2870     +6.2870    |ST-L    |2020AJ....160...83S
4151|HD 311011                                                             |Star                              |12 07 39.2821151928 -69 05 01.145647212|299.0194297074863 -06.5451589861045|  -4.240 -0.414   |10.50    |A2              |    ~     ~    |    1|  851.426   pc  | -12.2513    +12.2513    |paral   |2020yCat.1350....0G
4152|TYC 9227-2493-1                                                       |Star                              |12 10 23.6657776728 -68 58 15.027645216|299.2440671946541 -06.3934880323461|-14.909 -20.921   |10.80    |~               |    ~     ~    |    1|  249.252   pc  |  -0.7952     +0.7952    |paral   |2020yCat.1350....0G
4153|TYC 9227-2604-1                                                       |Star                              |12 04 54.7390263768 -69 09 57.452398920|298.7918399659818 -06.6690350024530|   2.127 -8.609   |10.46    |~               |    ~     ~    |    1|  246.950   pc  |  -0.7013     +0.7013    |paral   |2020yCat.1350....0G
4154|HD 311001                                                             |Star                              |12 01 33.6804483672 -68 46 31.747157760|298.4211197864537 -06.3416752583127| -13.023 -1.959   |10.73    |A0              |    ~     ~    |    1|  940.822   pc  | -10.1792    +10.1792    |paral   |2020yCat.1350....0G
4155|TYC 9227-2706-1                                                       |Star                              |12 04 06.6041818464 -68 53 33.605560428|298.6706943043842 -06.4133905283191| -13.954 -1.252   |10.73    |~               |    ~     ~    |    1| 1062.699   pc  | -14.3425    +14.3425    |paral   |2020yCat.1350....0G
4156|TYC 9231-37-1                                                         |Star                              |12 10 38.7687429552 -69 54 29.269709676|299.4163275950201 -07.3153065590907| -18.433 -3.592   |10.50    |~               |    ~     ~    |    1|  402.301   pc  |  -2.2982     +2.2982    |paral   |2020yCat.1350....0G
4157|HD 310880                                                             |Double or Multiple Star           |12 01 01.0449318216 -69 30 22.316252148|298.5164197694769 -07.0678487791887|  -12.011 0.369   |10.709   |A0              |    ~     ~    |    1|  672.540   pc  |  -7.0108     +7.0108    |paral   |2020yCat.1350....0G
4158|TYC 9231-115-1                                                        |Star                              |12 05 48.3510370968 -69 25 35.446218888|298.9170534771962 -06.9112451251004|   -7.850 0.697   |10.700   |~               |    ~     ~    |    1|  926.121   pc  | -61.1600    +61.1600    |ST-L    |2020AJ....160...83S
4159|TYC 9231-120-1                                                        |Star                              |12 13 11.7210266520 -69 30 03.029420376|299.5732793571988 -06.8788583212221|  -5.134 -2.281   |10.64    |~               |    ~     ~    |    1|  648.256   pc  |  -8.8670     +8.8670    |paral   |2020yCat.1350....0G
4160|TYC 9231-155-1                                                        |Star                              |12 02 45.2979044040 -69 25 46.404538608|298.6522007446427 -06.9633304646083|  -21.431 6.491   |10.759   |~               |    ~     ~    |    1|  662.896   pc  | -28.3300    +28.3300    |ST-L    |2020AJ....160...83S
4161|TYC 9231-269-1                                                        |Star                              |12 14 34.5356826888 -69 37 36.934337352|299.7119190202844 -06.9859670148911|  -5.753 -0.945   |10.87    |~               |    ~     ~    |    1|  356.455   pc  |  -1.3977     +1.3977    |paral   |2020yCat.1350....0G
4162|TYC 9231-301-1                                                        |Star                              |12 02 25.3508887800 -69 42 28.203438780|298.6766970744031 -07.2420582700946| -18.405 -7.333   |10.89    |~               |    ~     ~    |    1|  449.135   pc  |  -2.4207     +2.4207    |paral   |2020yCat.1350....0G
4163|TYC 9231-359-1                                                        |Star                              |12 12 36.9620829312 -69 56 46.082081256|299.5906203821181 -07.3266395420502|    -16.00 2.10   |10.80    |~               |    ~     ~    |    0|                |                         |        |                   
4164|TYC 9231-378-1                                                        |Star                              |12 04 54.0306054408 -69 52 51.274449624|298.9210673072368 -07.3723879594825|   -5.782 0.618   |10.80    |~               |    ~     ~    |    1| 1058.985   pc  | -18.6161    +18.6161    |paral   |2020yCat.1350....0G
4165|TYC 9231-439-1                                                        |Star                              |12 03 53.3518737288 -69 58 22.993568220|298.8520343202777 -07.4788513309401|   8.615 -4.433   |10.81    |~               |    ~     ~    |    1|  353.369   pc  | -15.0718    +15.0718    |paral   |2020yCat.1350....0G
4166|TYC 9231-452-1                                                        |Star                              |12 03 22.2782696616 -69 41 09.498809940|298.7540150520550 -07.2050664446259|  -11.127 3.987   |10.89    |~               |    ~     ~    |    1|  657.376   pc  |  -8.1675     +8.1675    |paral   |2020yCat.1350....0G
4167|TYC 9231-470-1                                                        |Star                              |12 13 05.6265760344 -69 28 20.849205180|299.5601546664465 -06.8521187417946|   4.790 -7.020   |10.053   |~               |    ~     ~    |    1|  587.017   pc  | -16.5900    +16.5900    |ST-L    |2020AJ....160...83S
4168|TYC 9231-476-1                                                        |Star                              |12 14 30.3692305152 -69 27 18.903227400|299.6810193888250 -06.8169456220379|  -5.257 -1.339   |10.81    |~               |    ~     ~    |    1|  984.446   pc  | -25.1975    +25.1975    |paral   |2020yCat.1350....0G
4169|TYC 9231-531-1                                                        |Star                              |12 05 01.7811837888 -70 17 00.333581172|299.0054015750170 -07.7662809251126|   -6.979 0.956   |10.99    |~               |    ~     ~    |    1|  802.311   pc  | -10.2349    +10.2349    |paral   |2020yCat.1350....0G
4170|TYC 9231-669-1                                                        |Star                              |12 05 18.2227458408 -70 09 23.723929836|299.0053632998196 -07.6373436130964|  -10.980 0.805   |10.33    |~               |    ~     ~    |    1| 1444.990   pc  |-100.4000   +100.4000    |ST-L    |2020AJ....160...83S
4171|TYC 9231-746-1                                                        |Star                              |12 01 37.6348290456 -70 01 08.036860692|298.6691887264248 -07.5604767090419|  -7.618 -0.428   |10.730   |~               |    ~     ~    |    1|  801.667   pc  | -33.8900    +33.8900    |ST-L    |2020AJ....160...83S
4172|TYC 9231-803-1                                                        |Star                              |12 07 43.5731437704 -70 10 20.107624548|299.2122675706950 -07.6168257399316| -22.373 -1.993   |10.37    |~               |    ~     ~    |    1|  500.601   pc  |  -6.8915     +6.8915    |paral   |2020yCat.1350....0G
4173|TYC 9231-849-1                                                        |Star                              |12 00 38.1154316256 -69 59 24.213297804|298.5796076227595 -07.5487710580369|-41.765 -17.106   |9.90     |~               |    ~     ~    |    1|  163.559   pc  |  -0.2996     +0.2996    |paral   |2020yCat.1350....0G
4174|TYC 9231-884-1                                                        |Star                              |12 11 30.8609888160 -69 53 39.197000940|299.4883860040314 -07.2898461889384|  -9.224 -1.143   |10.68    |~               |    ~     ~    |    1|  462.428   pc  |  -8.8743     +8.8743    |paral   |2020yCat.1350....0G
4175|TYC 9231-904-1                                                        |High Proper Motion Star           |12 01 46.2603245136 -69 35 50.982987840|298.5993587609853 -07.1446176767778| -66.484 -9.969   |10.647   |~               |    ~     ~    |    1|  257.141   pc  |  -3.5610     +3.5610    |ST-L    |2020AJ....160...83S
4176|TYC 9231-933-1                                                        |Star                              |12 01 41.4504061080 -69 59 44.843702784|298.6700583027875 -07.5367524964654| -15.955 32.630   |10.82    |~               |    ~     ~    |    1|  230.218   pc  |  -0.6519     +0.6519    |paral   |2020yCat.1350....0G
4177|TYC 9231-970-1                                                        |Star                              |12 02 31.4246655384 -69 57 10.472832612|298.7323529315345 -07.4809957041429| -14.563 -9.683   |10.02    |~               |    ~     ~    |    1|  558.898   pc  | -16.0300    +16.0300    |ST-L    |2020AJ....160...83S
4178|TYC 9231-1057-1                                                       |Star                              |12 05 24.2179822104 -69 24 11.493268488|298.8778263610722 -06.8945940455041|  11.633 -3.325   |10.833   |~               |    ~     ~    |    1|  890.124   pc  | -37.7000    +37.7000    |ST-L    |2020AJ....160...83S
4179|TYC 9231-1087-1                                                       |Star                              |12 00 34.0328464608 -69 50 16.284169284|298.5435173622494 -07.4007194552848| -14.797 -1.587   |10.71    |~               |    ~     ~    |    1|  591.086   pc  |  -4.9612     +4.9612    |paral   |2020yCat.1350....0G
4180|TYC 9231-1243-1                                                       |Star                              |12 07 02.4793140744 -69 59 10.316345496|299.1221061628083 -07.4435348309032| -14.745 -3.779   |10.24    |~               |    ~     ~    |    1|  245.676   pc  |  -0.9355     +0.9355    |paral   |2020yCat.1350....0G
4181|TYC 9231-1293-1                                                       |Star                              |12 05 58.2348940056 -69 36 37.553063472|298.9641481329160 -07.0897072382851| -11.547 -5.167   |10.63    |~               |    ~     ~    |    1|  537.663   pc  |  -3.2955     +3.2955    |paral   |2020yCat.1350....0G
4182|TYC 9231-1524-1                                                       |Star                              |12 10 18.4652442648 -70 06 44.854797384|299.4204139812149 -07.5216323644323|  -8.312 -1.368   |10.83    |~               |    ~     ~    |    1|  904.650   pc  | -13.0943    +13.0943    |paral   |2020yCat.1350....0G
4183|TYC 9231-1554-1                                                       |Star                              |12 05 44.8560854568 -69 57 09.527159484|299.0061835542923 -07.4299182092593|  19.193 -6.130   |10.94    |~               |    ~     ~    |    1|  369.850   pc  |  -5.1843     +5.1843    |paral   |2020yCat.1350....0G
4184|TYC 9231-1613-1                                                       |High Proper Motion Star           |12 12 59.3797980192 -69 36 43.458360120|299.5721186722664 -06.9915234541735|-140.715 61.672   |10.26    |~               |    ~     ~    |    1|  101.310   pc  |  -0.1088     +0.1088    |paral   |2020yCat.1350....0G
4185|TYC 9231-1619-1                                                       |Star                              |12 06 08.4545914632 -69 39 16.145578584|298.9866820135019 -07.1304546761676| -12.359 -4.298   |10.34    |~               |    ~     ~    |    1|  642.632   pc  | -13.1739    +13.1739    |paral   |2020yCat.1350....0G
4186|HD 105276                                                             |Star                              |12 07 17.4996421272 -70 26 21.843783456|299.2219970854539 -07.8862992131454|  -6.352 -1.657   |9.27     |B5/7V           |    ~     ~    |    1|  751.315   pc  |  -8.3542     +8.3542    |paral   |2020yCat.1350....0G
4187|CPD-69 1629                                                           |Star                              |12 05 28.8509469960 -70 23 38.296300812|299.0631453106312 -07.8682011812659|   -5.750 3.825   |9.59     |~               |    ~     ~    |    1|  500.392   pc  | -11.9700    +11.9700    |ST-L    |2020AJ....160...83S
4188|CD-69 967                                                             |Star                              |12 07 16.2834683784 -70 23 28.496133348|299.2119456590350 -07.8391571735353|   19.454 0.670   |9.53     |~               |    ~     ~    |    1|  501.278   pc  |  -2.7390     +2.7390    |paral   |2020yCat.1350....0G
4189|HD 104287                                                             |Star                              |12 00 30.1863758376 -70 19 45.602266620|298.6362070557968 -07.8835654990666| -13.164 -0.771   |9.52     |B9.5V           |    ~     ~    |    1|  432.283   pc  |  -2.8778     +2.8778    |paral   |2020yCat.1350....0G
4190|HD 104480                                                             |Star                              |12 01 43.4397737760 -70 24 28.104212880|298.7532415839879 -07.9404501117065|-16.767 -11.278   |8.32     |A1V             |    ~     ~    |    1|  203.537   pc  |  -0.7788     +0.7788    |paral   |2020yCat.1350....0G
4191|V* KT Mus                                                             |Long-Period Variable              |12 02 37.3819445736 -70 51 33.369007104|298.9146022328857 -08.3692384115456|  -4.121 -0.607   |8.12     |M5Ib/II         |    ~     ~    |    1| 1323.452   pc  | -44.6639    +44.6639    |paral   |2020yCat.1350....0G
4192|HD 104879                                                             |High Proper Motion Star           |12 04 35.5216658016 -71 13 10.227209808|299.1414153499403 -08.6933347304938| -74.902 -1.211   |8.07     |K2III           |    ~     ~    |    1|  145.641   pc  |  -0.3415     +0.3415    |paral   |2020yCat.1350....0G
4193|HD 104937                                                             |High Proper Motion Star           |12 05 00.6146221680 -71 24 21.958546572|299.2091068178499 -08.8707140927551|  83.355 42.491   |9.83     |G5V             |    ~     ~    |    1|  102.565   pc  |  -0.1283     +0.1283    |paral   |2020yCat.1350....0G
4194|CD-70 915                                                             |Star                              |12 07 00.7942126824 -70 48 15.479324532|299.2626376989341 -08.2497071601726| -19.006 -0.250   |8.41     |~               |    ~     ~    |    1|  625.743   pc  |  -5.7558     +5.7558    |paral   |2020yCat.1350....0G
4195|HD 105514                                                             |Star                              |12 08 55.8750453864 -71 02 07.633858524|299.4583853837935 -08.4509313373403| -24.070 -6.306   |8.33     |K2III           |    ~     ~    |    1|  366.999   pc  |  -2.5726     +2.5726    |paral   |2020yCat.1350....0G
4196|HD 105583                                                             |Star                              |12 09 34.4849540232 -70 51 02.284392132|299.4799958883328 -08.2599862549205|   20.298 4.544   |8.94     |F7m             |    ~     ~    |    1|  219.000   pc  |  -0.6379     +0.6379    |paral   |2020yCat.1350....0G
4197|HD 105677                                                             |Star                              |12 10 06.8031362808 -71 40 35.149474524|299.6589024939971 -09.0677784120614|-15.408 -29.883   |9.83     |F5              |    ~     ~    |    1|  151.674   pc  |  -0.2899     +0.2899    |paral   |2020yCat.1350....0G
4198|HD 105923                                                             |Young Stellar Object              |12 11 38.1470604024 -71 10 36.027201000|299.6998325635308 -08.5551244722494| -38.777 -7.341   |9.140    |G8V             |    ~     ~    |    1|  105.646   pc  |  -0.1440     +0.1440    |paral   |2020yCat.1350....0G
4199|HD 106147                                                             |Star                              |12 13 06.9249529560 -70 46 59.077703424|299.7595534588177 -08.1477440222535| -10.645 -1.848   |8.65     |B9IV            |    ~     ~    |    1|  810.504   pc  | -12.0873    +12.0873    |paral   |2020yCat.1350....0G
4200|CD-70 925                                                             |Star                              |12 13 17.5917878208 -70 47 45.110549508|299.7760899436073 -08.1582043079798| -20.103 -2.953   |9.15     |~               |    ~     ~    |    1|  307.106   pc  |  -1.3110     +1.3110    |paral   |2020yCat.1350....0G
4201|HD 106419                                                             |Star                              |12 14 49.3164194256 -71 32 03.417088020|300.0086157088765 -08.8706634289314|  -9.610 -0.794   |8.30     |B9III           |    ~     ~    |    1|  626.056   pc  |  -7.1726     +7.1726    |paral   |2020yCat.1350....0G
4202|HD 104724                                                             |Star                              |12 03 30.6095163840 -72 11 39.800960916|299.2396852075336 -09.6670827283660|-44.265 -16.745   |8.03     |G5IV            |    ~     ~    |    1|  109.189   pc  |  -0.2265     +0.2265    |paral   |2020yCat.1350....0G
4203|HD 104779                                                             |Star                              |12 03 56.1236638560 -71 49 58.690997904|299.2040411384162 -09.3058825913657| -11.116 -1.116   |9.20     |K0/3            |    ~     ~    |    1|  700.918   pc  |  -6.5341     +6.5341    |paral   |2020yCat.1350....0G
4204|HD 105161                                                             |High Proper Motion Star           |12 06 29.8475596896 -71 48 47.533503096|299.3995508328701 -09.2503482546882|-72.593 -27.667   |9.38     |G2IV/V          |    ~     ~    |    1|  109.365   pc  |  -0.1471     +0.1471    |paral   |2020yCat.1350....0G
4205|HD 105195                                                             |Double or Multiple Star           |12 06 50.8083290496 -72 12 12.442099464|299.4957493090834 -09.6298471445939|      -31.1 7.1   |10.01    |F5/7            |    ~     ~    |    0|                |                         |        |                   
4206|HD 105367                                                             |Star                              |12 08 04.7319713640 -71 48 45.888476040|299.5226128921171 -09.2285963862995|   -7.851 1.205   |10.36    |B9/A0V          |    ~     ~    |    1|  678.656   pc  |  -6.6323     +6.6323    |paral   |2020yCat.1350....0G
4207|HD 105438                                                             |Star                              |12 08 28.4691370104 -72 01 58.449788652|299.5909414051097 -09.4404088406582|   -2.493 3.231   |10.40    |A3V             |    ~     ~    |    1|  596.908   pc  |  -4.4537     +4.4537    |paral   |2020yCat.1350....0G
4208|HD 105629                                                             |Star                              |12 09 48.3833968608 -71 46 39.147569508|299.6514677763564 -09.1714536138573| -15.463 -3.815   |9.24     |A0III/IV        |    ~     ~    |    1|  362.463   pc  |  -2.9298     +2.9298    |paral   |2020yCat.1350....0G
4209|HD 105694                                                             |High Proper Motion Star           |12 10 10.9490276952 -71 44 41.830078056|299.6755286285514 -09.1345256459356| -74.055 63.080   |9.11     |F8V             |    ~     ~    |    1|   99.477   pc  |  -0.1277     +0.1277    |paral   |2020yCat.1350....0G
4210|HD 105878                                                             |Star                              |12 11 21.8890878720 -72 16 18.422336100|299.8519048619440 -09.6400987478836|  -4.078 -3.436   |9.83     |B1(V)           |    ~     ~    |    1| 2424.242   pc  | -85.8035    +85.8035    |paral   |2020yCat.1350....0G
4211|HD 106235                                                             |High Proper Motion Star           |12 13 35.6357668968 -71 41 54.331897740|299.9358583278588 -09.0471626031886|  -78.732 3.123   |9.01     |K0/1III         |    ~     ~    |    1|  166.461   pc  |  -0.4018     +0.4018    |paral   |2020yCat.1350....0G
4212|HD 106328                                                             |Star                              |12 14 16.0815657264 -72 08 19.412603628|300.0538202049450 -09.4750002953191| -15.268 -6.229   |8.44     |B4IV            |    ~     ~    |    1|  513.848   pc  |  -5.5976     +5.5976    |paral   |2020yCat.1350....0G
4213|CD-71 834                                                             |Spectroscopic Binary              |12 14 34.7179167672 -72 11 21.697537344|300.0851290982075 -09.5216479225956|-51.947 -12.918   |9.64     |~               |    ~     ~    |    1|  161.353   pc  |  -0.4296     +0.4296    |paral   |2020yCat.1350....0G
4214|CD-70 920                                                             |Star                              |12 10 20.4324084912 -71 32 05.048256444|299.6536891376329 -08.9250478276234|   -7.644 1.078   |10.21    |A0II/III        |    ~     ~    |    1| 1787.949   pc  | -53.3859    +53.3859    |paral   |2020yCat.1350....0G
4215|HD 104706                                                             |Star                              |12 03 25.2708027816 -72 20 34.808944740|299.2612270278699 -09.8143275951645|  -1.232 -5.483   |9.42     |A2/3V           |    ~     ~    |    0|                |                         |        |                   
4216|HD 104921                                                             |Spectroscopic Binary              |12 04 50.9458341576 -72 32 10.217860044|299.4049738538050 -09.9842152363039|  -15.996 3.129   |9.48     |A0V             |    ~     ~    |    1|  341.099   pc  |  -1.6638     +1.6638    |paral   |2020yCat.1350....0G
4217|HD 104920                                                             |Star                              |12 04 51.7155722184 -72 27 26.049179016|299.3913198935166 -09.9064276245163| -21.469 -8.703   |8.12     |B9/A0IV/V       |    ~     ~    |    1|  283.841   pc  |  -3.2307     +3.2307    |paral   |2020yCat.1350....0G
4218|HD 105419                                                             |Star                              |12 08 25.1392597968 -72 38 52.468464696|299.6918156011416 -10.0473396886546|  -17.933 3.521   |10.16    |A0/1V           |    ~     ~    |    1|  459.855   pc  |  -2.8125     +2.8125    |paral   |2020yCat.1350....0G
4219|HD 104850                                                             |Star                              |12 04 27.2289091248 -72 58 46.740605232|299.4583251221760 -10.4255473814726| -15.708 -2.762   |10.52    |A2V             |    ~     ~    |    1|  368.759   pc  |  -1.8222     +1.8222    |paral   |2020yCat.1350....0G
4220|HD 105196                                                             |Double or Multiple Star           |12 06 48.9415846200 -73 04 18.284392524|299.6475914767256 -10.4851714441310| -11.985 -1.339   |8.33     |B9IV            |0.0017  0.0    |    0|                |                         |        |                   
4221|CD-72 785                                                             |High Proper Motion Star           |12 11 50.2926172704 -72 48 05.168970072|299.9715209631406 -10.1576961817583| -60.450 23.494   |9.78     |~               |    ~     ~    |    1|  139.850   pc  |  -0.2112     +0.2112    |paral   |2020yCat.1350....0G
4222|V* BR Mus                                                             |Eclipsing Binary                  |12 04 51.8512886592 -72 52 11.988722568|299.4679863809344 -10.3122293326175|  -6.035 -1.449   |10.8     |~               |    ~     ~    |    1| 2172.968   pc  |-118.5170   +118.5170    |paral   |2020yCat.1350....0G
4223|IRAS 12044-7203                                                       |Star                              |12 07 06.4588441800 -72 20 29.484680604|299.5399658067809 -09.7623507926542|    2.581 6.475   |10.16    |~               |    ~     ~    |    1| 1133.016   pc  | -16.5601    +16.5601    |paral   |2020yCat.1350....0G
4224|MC79 1-139                                                            |S Star                            |12 09 35.6698787064 -70 40 40.722861432|299.4531353231544 -08.0893819425443| -10.235 -0.617   |10.01    |S4*2            |    ~     ~    |    1| 1106.562   pc  | -32.2038    +32.2038    |paral   |2020yCat.1350....0G
4225|IRAS 12098-7047                                                       |Star                              |12 12 34.2513001752 -71 04 30.863274924|299.7596227618469 -08.4432732996002|  -14.062 0.421   |10.55    |~               |    ~     ~    |    1|  879.740   pc  | -13.5440    +13.5440    |paral   |2020yCat.1350....0G
4226|CD-70 913                                                             |Star                              |12 05 48.2072975616 -71 06 29.035146744|299.2183606214031 -08.5660821134951|  -42.733 9.765   |10.25    |~               |    ~     ~    |    1|  234.698   pc  |  -0.6114     +0.6114    |paral   |2020yCat.1350....0G
4227|CD-70 914                                                             |Star                              |12 06 38.8608911280 -70 45 30.994807932|299.2246759783169 -08.2099454788962|  -7.197 -1.065   |10.51    |~               |    ~     ~    |    1| 1418.239   pc  | -40.4292    +40.4292    |paral   |2020yCat.1350....0G
4228|CD-71 827                                                             |Star                              |12 09 48.3046826472 -71 50 50.552401704|299.6628886002063 -09.2403723749528| -15.616 -3.816   |10.18    |~               |    ~     ~    |    1|  372.995   pc  |  -1.7947     +1.7947    |paral   |2020yCat.1350....0G
4229|CD-72 784                                                             |Star                              |12 11 25.6024823904 -72 51 09.524789856|299.9491693550027 -10.2130234807759|   41.845 3.295   |10.06    |~               |    ~     ~    |    1|  112.882   pc  |  -0.1389     +0.1389    |paral   |2020yCat.1350....0G
4230|CD-70 923                                                             |Star                              |12 12 29.7791158512 -71 16 40.369399464|299.7847689185089 -08.6444721673435|  -19.416 3.346   |10.16    |~               |    ~     ~    |    1|  621.157   pc  |  -5.0159     +5.0159    |paral   |2020yCat.1350....0G
4231|CD-71 832                                                             |Star                              |12 13 48.0676711872 -72 05 33.340532964|300.0110176761633 -09.4346224032612| -44.292 14.157   |9.77     |~               |    ~     ~    |    1|  200.024   pc  |  -0.5081     +0.5081    |paral   |2020yCat.1350....0G
4232|CD-72 768                                                             |Star                              |12 02 55.3357744992 -73 04 12.419342256|299.3638757868446 -10.5353415526012|   -5.686 2.110   |10.08    |~               |    ~     ~    |    1|  779.302   pc  |  -6.8626     +6.8626    |paral   |2020yCat.1350....0G
4233|CD-70 909                                                             |Star                              |12 03 02.9524426128 -70 55 55.693077492|298.9631610390898 -08.4341849304699| -16.498 -1.318   |9.73     |~               |    ~     ~    |    1|  717.984   pc  | -22.9600    +22.9600    |ST-L    |2020AJ....160...83S
4234|CD-72 772                                                             |Star                              |12 04 51.0770176608 -72 50 04.140278628|299.4604456848965 -10.2774865009244|    2.520 0.523   |10.19    |~               |    ~     ~    |    1| 1086.012   pc  | -13.3275    +13.3275    |paral   |2020yCat.1350....0G
