C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:33:38

dec< 0&rah >=2.75&rah< 3.0&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2679

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
2047|HD 17427                                                                                                 |Star                              |02 45 08.1527293848 -60 28 19.940403900|280.7979668122757 -51.4907245091512|  0.569 -19.890   |9.791    |K3/4(III)        |    ~     ~    |    1|  731.362   pc  | -27.1200    +27.1200    |ST-L    |2020AJ....160...83S
2048|CD-61 496                                                                                                |High Proper Motion Star           |02 46 11.2521809184 -60 54 34.435797480|281.1228094465041 -51.0825918812446|-61.159 -52.223   |9.90     |~                |    ~     ~    |    1|   78.278   pc  |  -0.2739     +0.2739    |ST-L    |2020AJ....160...83S
2049|CD-61 497                                                                                                |Star                              |02 46 43.3884492216 -60 35 24.499603320|280.6986074422875 -51.2712467009451|  -1.387 -4.895   |10.458   |~                |    ~     ~    |    1|  293.513   pc  |  -4.6400     +4.6400    |ST-L    |2020AJ....160...83S
2050|CPD-61 229                                                                                               |Star                              |02 49 45.9813932952 -60 34 55.455374532|280.2598314971476 -51.0184608696187|   8.593 39.179   |10.47    |~                |    ~     ~    |    1|  312.178   pc  |  -1.4034     +1.4034    |paral   |2020yCat.1350....0G
2051|CD-61 509                                                                                                |Star                              |02 49 58.0775058192 -60 34 04.115484300|280.2158390658415 -51.0113545762778|    5.898 2.931   |10.31    |~                |    ~     ~    |    1|  492.314   pc  | -12.7400    +12.7400    |ST-L    |2020AJ....160...83S
2052|IRAS 02506-5927                                                                                          |Star                              |02 51 58.8130870944 -59 15 35.851639860|278.4423414636453 -51.7522997842458|   7.537 -3.654   |9.74     |~                |    ~     ~    |    1| 1419.245   pc  | -26.1853    +26.1853    |paral   |2020yCat.1350....0G
2053|CD-60 552                                                                                                |Star                              |02 46 02.2703775600 -59 32 07.952296668|279.6244797794063 -52.0934404955282|  -8.563 -0.134   |10.713   |~                |    ~     ~    |    1|  428.451   pc  |  -9.5930     +9.5930    |ST-L    |2020AJ....160...83S
2054|CD-60 550                                                                                                |Star                              |02 45 39.9421911024 -60 09 54.857969460|280.3834084584163 -51.6700753304864|  -5.431 -2.719   |10.559   |~                |    ~     ~    |    1|  895.850   pc  | -30.4600    +30.4600    |ST-L    |2020AJ....160...83S
2055|CD-60 551                                                                                                |Star                              |02 45 52.1510846352 -60 14 31.718654052|280.4387727611769 -51.5967773021783|    5.465 7.501   |10.551   |~                |    ~     ~    |    1|  894.144   pc  | -37.1700    +37.1700    |ST-L    |2020AJ....160...83S
2056|CD-60 565                                                                                                |Star                              |02 49 59.9280726696 -60 18 23.095497060|279.9197497585714 -51.1951355791228|  15.916 19.319   |10.899   |~                |    ~     ~    |    1|  640.892   pc  | -22.1300    +22.1300    |ST-L    |2020AJ....160...83S
2057|CD-60 568                                                                                                |Star                              |02 50 44.6777348304 -60 09 37.481164668|279.6506513565652 -51.2335014766955|   29.384 9.680   |10.333   |~                |    ~     ~    |    1|  360.178   pc  |  -6.5560     +6.5560    |ST-L    |2020AJ....160...83S
2058|CD-60 571                                                                                                |Star                              |02 51 25.0613478624 -59 32 57.955006032|278.8582351999244 -51.6025974839105|  15.551 12.164   |10.446   |~                |    ~     ~    |    1|  949.534   pc  | -48.0100    +48.0100    |ST-L    |2020AJ....160...83S
2059|CD-60 558                                                                                                |Star                              |02 47 19.2346217040 -60 26 27.518975772|280.4491697001840 -51.3289533259983|  -3.222 -7.362   |10.407   |~                |    ~     ~    |    1| 1053.160   pc  | -50.0100    +50.0100    |ST-L    |2020AJ....160...83S
2060|TYC 8497-422-1                                                                                           |Star                              |02 57 15.2848854600 -59 33 42.915860496|278.0611260174377 -51.0559688267258|-27.283 -37.937   |10.82    |~                |    ~     ~    |    1|  191.721   pc  |  -0.3529     +0.3529    |paral   |2020yCat.1350....0G
2061|TYC 8497-535-1                                                                                           |Star                              |02 54 47.2263642936 -59 40 59.567107548|278.5407685921721 -51.2023573846483| -2.681 -21.937   |10.637   |~                |    ~     ~    |    1|  606.976   pc  | -66.2800    +66.2800    |ST-L    |2020AJ....160...83S
2062|TYC 8497-555-1                                                                                           |Star                              |02 52 19.5457123800 -59 57 19.859079744|279.1963992538581 -51.2372053084120|    9.540 3.712   |10.48    |~                |    ~     ~    |    1|  611.101   pc  | -24.2600    +24.2600    |ST-L    |2020AJ....160...83S
2063|TYC 8497-575-1                                                                                           |Star                              |02 54 18.0953298528 -59 55 35.647671432|278.8892358637649 -51.0792750953905| -21.236 -9.161   |10.68    |~                |    ~     ~    |    1|  180.462   pc  |  -1.6810     +1.6810    |ST-L    |2020AJ....160...83S
2064|TYC 8497-576-1                                                                                           |Star                              |02 57 02.3926155264 -59 56 57.250861404|278.5427395868958 -50.8138420864966|  3.061 -12.160   |10.92    |~                |    ~     ~    |    1|  382.980   pc  |  -1.9508     +1.9508    |paral   |2020yCat.1350....0G
2065|TYC 8497-941-1                                                                                           |Star                              |02 47 09.2494932624 -58 53 39.690365352|278.7238790246900 -52.4509738238154|   2.218 14.914   |10.69    |~                |    ~     ~    |    1|  296.332   pc  |  -4.2640     +4.2640    |ST-L    |2020AJ....160...83S
2066|TYC 8859-91-1                                                                                            |High Proper Motion Star           |02 51 26.3729529648 -60 15 59.537286180|279.6732106939953 -51.0974460135495|-23.057 -45.351   |10.964   |~                |    ~     ~    |    1|  229.330   pc  |  -2.4730     +2.4730    |ST-L    |2020AJ....160...83S
2067|TYC 8859-292-1                                                                                           |Star                              |02 48 59.1296383608 -60 36 16.029548280|280.3939966136360 -51.0691868138891|  -0.386 -1.671   |10.638   |~                |    ~     ~    |    1| 1400.410   pc  | -80.4700    +80.4700    |ST-L    |2020AJ....160...83S
2068|CD-66 138                                                                                                |Star                              |02 54 54.0080068056 -66 12 07.772172516|285.4275431802293 -46.5081814671534|   14.929 3.581   |10.373   |~                |    ~     ~    |    1|  225.311   pc  |  -3.3830     +3.3830    |ST-L    |2020AJ....160...83S
2069|HD 18548                                                                                                 |High Proper Motion Star           |02 55 17.5353854400 -66 20 18.137344632|285.5158856194001 -46.3801011246280|   67.996 8.439   |9.98     |K0/1(III)        |    ~     ~    |    1|  377.766   pc  |  -0.7456     +0.7456    |ST-L    |2020AJ....160...83S
2070|IRAS 02555-6623                                                                                          |Long-Period Variable Candidate    |02 56 19.4497774680 -66 11 18.510684756|285.2587500979988 -46.4226400096384|  15.513 16.777   |10.394   |~                |    ~     ~    |    1| 1322.4     pc  | -36.5488    +36.5488    |paral   |2020yCat.1350....0G
2071|CPD-64 209                                                                                               |Star                              |02 55 47.3969848272 -63 35 49.215117876|282.7151276139574 -48.3604777094667|  33.314 14.831   |10.59    |~                |    ~     ~    |    1|  266.795   pc  |  -1.5446     +1.5446    |paral   |2020yCat.1350....0G
2072|CPD-64 211                                                                                               |Star                              |02 56 40.1038583808 -63 35 19.104167904|282.6005494120585 -48.2987779384593|  19.820 30.070   |10.148   |~                |    ~     ~    |    1|  290.910   pc  |  -4.3070     +4.3070    |ST-L    |2020AJ....160...83S
2073|HD 18959                                                                                                 |Star                              |02 59 42.4571290488 -63 37 41.435524920|282.2809352635098 -48.0338531438209|  41.747 15.640   |7.20     |K5/M0III         |    ~     ~    |    1|  326.979   pc  |  -1.7855     +1.7855    |paral   |2020yCat.1350....0G
2074|CD-64 102                                                                                                |Star                              |02 59 59.4536167992 -63 36 19.568428452|282.2236158110153 -48.0276717775744|  16.062 14.245   |9.58     |~                |    ~     ~    |    1|  699.007   pc  |  -6.1076     +6.1076    |paral   |2020yCat.1350....0G
2075|HD 17731                                                                                                 |Star                              |02 47 39.4713194760 -64 21 52.975774440|284.4859998132348 -48.3905507712029|    6.852 6.255   |9.61     |B8V              |    ~     ~    |    1|  896.850   pc  | -49.0400    +49.0400    |ST-L    |2020AJ....160...83S
2076|CD-64 89                                                                                                 |Star                              |02 51 10.3759532280 -64 03 28.889005680|283.7488104866233 -48.3687990075604|  -1.681 -7.614   |9.54     |~                |    ~     ~    |    1|  485.673   pc  |  -2.3116     +2.3116    |paral   |2020yCat.1350....0G
2077|CD-64 91                                                                                                 |Double or Multiple Star           |02 52 05.1193 -64 01 13.066            |283.5992817 -48.3298337            |      42.6 17.7   |8.86     |~                |    ~     ~    |    0|                |                         |        |                   
2078|HD 18341                                                                                                 |High Proper Motion Star           |02 53 35.1546346344 -64 20 21.916865940|283.7408341289714 -47.9839709931187|  93.584 24.801   |9.53     |G8/K0V           |    ~     ~    |    1|   62.297   pc  |  -0.1933     +0.1933    |ST-L    |2020AJ....160...83S
2079|HD 18423                                                                                                 |Star                              |02 54 20.7950467800 -64 26 08.089171008|283.7476065640746 -47.8575438440443|   1.537 -4.354   |6.544    |K2/3III          |    ~     ~    |    1|  251.086   pc  |  -1.3428     +1.3428    |paral   |2020yCat.1350....0G
2080|HD 18448                                                                                                 |High Proper Motion Star           |02 54 47.5784902656 -64 00 07.716574188|283.2535244729911 -48.1420148820633| 122.791 98.977   |6.77     |K0IIICNII        |    ~     ~    |    1|  156.570   pc  |  -0.3726     +0.3726    |paral   |2020yCat.1350....0G
2081|HD 18471                                                                                                 |Star                              |02 54 54.5203060296 -64 02 37.246696152|283.2822190661555 -48.1030424177606|-29.087 -19.280   |8.27     |F0IV/V           |    ~     ~    |    1|  101.841   pc  |  -0.1732     +0.1732    |paral   |2020yCat.1350....0G
2082|HD 18600                                                                                                 |Pulsating Variable                |02 56 14.0095210008 -63 50 10.963635648|282.9104022935670 -48.1535766102724|   12.028 5.658   |8.60     |A3Vs             |    ~     ~    |    1|  332.274   pc  |  -6.1900     +6.1900    |ST-L    |2020AJ....160...83S
2083|HD 18676                                                                                                 |Star                              |02 56 52.9606305216 -64 00 47.569319100|283.0162573954373 -47.9765025903082|   23.420 6.698   |9.29     |G2V              |    ~     ~    |    1|  100.163   pc  |  -0.4906     +0.4906    |ST-L    |2020AJ....160...83S
2084|HD 18695                                                                                                 |Star                              |02 57 07.2172328280 -63 51 23.181708600|282.8256562557099 -48.0714177385670|    7.469 1.148   |8.33     |K3III            |    ~     ~    |    1|  469.307   pc  |  -3.4139     +3.4139    |paral   |2020yCat.1350....0G
2085|HD 18755                                                                                                 |Star                              |02 57 37.0484148456 -64 16 23.430311364|283.1982015856181 -47.7334114532695|    5.612 3.195   |8.49     |K5III            |    ~     ~    |    1|  476.100   pc  |  -7.1401     +7.1401    |paral   |2020yCat.1350....0G
2086|* bet Hor                                                                                                |Star                              |02 58 47.7963839256 -64 04 16.633804404|282.8520425894908 -47.7891342671384|   23.142 4.943   |4.969    |A3/5III(m)       |    ~     ~    |    1|   98.457   pc  |  -0.9064     +0.9064    |paral   |2020yCat.1350....0G
2087|CD-65 126                                                                                                |Star                              |02 47 11.5299622968 -64 42 55.615327236|284.8848400736040 -48.1559229835731|   3.279 -9.380   |9.758    |~                |    ~     ~    |    1|  561.450   pc  | -15.1800    +15.1800    |ST-L    |2020AJ....160...83S
2088|CD-65 128                                                                                                |Spectroscopic Binary              |02 48 00.5869071696 -64 55 00.683509584|284.9802759134732 -47.9460172655731|  18.579 27.448   |10.13    |~                |    ~     ~    |    1|  178.249   pc  |  -1.7360     +1.7360    |ST-L    |2020AJ....160...83S
2089|HD 17877                                                                                                 |Star                              |02 48 54.4883970936 -65 14 20.248333008|285.1833104741395 -47.6392597510181|    7.685 0.252   |9.06     |K2II             |    ~     ~    |    1|  489.932   pc  |  -2.7844     +2.7844    |paral   |2020yCat.1350....0G
2090|CD-65 130                                                                                                |Star                              |02 50 53.6211291792 -64 49 38.832426552|284.5476480881546 -47.8136127025382|    6.504 1.740   |10.561   |~                |    ~     ~    |    1|  588.499   pc  | -53.2200    +53.2200    |ST-L    |2020AJ....160...83S
2091|HD 18292                                                                                                 |Star                              |02 52 54.6391518888 -65 27 19.044710100|284.9266336470874 -47.2024074787292| -6.117 -14.400   |6.46     |K0/1III          |    ~     ~    |    1|  138.543   pc  |  -0.3417     +0.3417    |paral   |2020yCat.1350....0G
2092|HD 18390                                                                                                 |High Proper Motion Star           |02 54 01.1193992208 -64 53 59.506236960|284.2516043899561 -47.5385966021176| 107.296 71.865   |7.23     |F3/5V            |    ~     ~    |    1|   62.721   pc  |  -0.2013     +0.2013    |ST-L    |2020AJ....160...83S
2093|CD-65 135                                                                                                |Star                              |02 56 15.4620538968 -65 10 05.338384572|284.2617435007191 -47.1811760729092|  14.153 24.989   |10.252   |~                |    ~     ~    |    1|  196.652   pc  |  -1.8430     +1.8430    |ST-L    |2020AJ....160...83S
2094|CD-65 136                                                                                                |Star                              |02 56 37.5753022920 -65 07 45.404644404|284.1810839174827 -47.1833954682050|  -1.577 31.068   |10.181   |~                |    ~     ~    |    1|  292.882   pc  |  -3.6620     +3.6620    |ST-L    |2020AJ....160...83S
2095|CD-65 138                                                                                                |Star                              |02 57 38.7401684424 -64 55 30.316336032|283.8599930164727 -47.2589868891238|   8.274 27.602   |10.14    |~                |    ~     ~    |    1|  418.499   pc  | -11.0100    +11.0100    |ST-L    |2020AJ....160...83S
2096|CD-65 139                                                                                                |High Proper Motion Star           |02 58 54.4274015544 -65 13 05.284324956|284.0140460862181 -46.9547672640241|  75.459 49.723   |9.72     |~                |    ~     ~    |    1|  200.850   pc  |  -1.9390     +1.9390    |ST-L    |2020AJ....160...83S
2097|HD 18852                                                                                                 |Star                              |02 58 22.8859285080 -66 04 50.070665712|284.9304115875305 -46.3621551081532|  41.068 -1.027   |9.904    |F3/5V            |    ~     ~    |    1|  226.072   pc  |  -2.5480     +2.5480    |ST-L    |2020AJ....160...83S
2098|CD-65 127                                                                                                |Star                              |02 47 28.5053568720 -64 58 37.012171908|285.1027185934917 -47.9366756006678| 10.754 -26.797   |10.25    |~                |    ~     ~    |    1|  253.697   pc  |  -3.1920     +3.1920    |ST-L    |2020AJ....160...83S
2099|CD-65 131                                                                                                |Star                              |02 51 59.7698377032 -64 53 18.672056916|284.4772086714046 -47.6903294942439|  27.030 30.364   |10.693   |~                |    ~     ~    |    1|  244.900   pc  |  -2.8450     +2.8450    |ST-L    |2020AJ....160...83S
2100|CD-65 133                                                                                                |Star                              |02 53 57.5844158472 -64 57 21.266361036|284.3141858690434 -47.5012636699516|  11.945 25.389   |10.392   |~                |    ~     ~    |    1|  308.912   pc  |  -4.7470     +4.7470    |ST-L    |2020AJ....160...83S
2101|CD-66 141                                                                                                |High Proper Motion Star           |02 56 52.2503253936 -66 07 59.081623608|285.1454111304933 -46.4266947968879| 132.308 29.912   |10.767   |~                |    ~     ~    |    1|  121.056   pc  |  -0.7407     +0.7407    |ST-L    |2020AJ....160...83S
2102|CD-66 143                                                                                                |Star                              |02 59 15.0106574424 -66 00 46.473428484|284.7700743337078 -46.3517518871398|  42.625 23.172   |10.70    |~                |    ~     ~    |    1|  120.581   pc  |  -0.7054     +0.7054    |ST-L    |2020AJ....160...83S
2103|CPD-64 217                                                                                               |Spectroscopic Binary              |02 59 48.5011231008 -64 01 22.300733820|282.6840894176299 -47.7460721624126|   9.970 15.860   |10.560   |~                |    ~     ~    |    1|  359.216   pc  |  -7.3350     +7.3350    |ST-L    |2020AJ....160...83S
2104|L 127-110                                                                                                |High Proper Motion Star           |02 59 32.2519602888 -64 14 33.040757796|282.9442421271757 -47.6102856773310|-91.380 188.146   |10.67    |~                |    ~     ~    |    1|   48.165   pc  |  -0.1176     +0.1176    |ST-L    |2020AJ....160...83S
2105|TYC 8865-196-1                                                                                           |Star                              |02 58 36.0497233896 -65 25 41.588689296|284.2591763867328 -46.8240260847131|   11.591 6.605   |10.516   |~                |    ~     ~    |    1| 1819.930   pc  |-165.3000   +165.3000    |ST-L    |2020AJ....160...83S
2106|TYC 8862-805-1                                                                                           |Star                              |02 50 27.2322570888 -64 26 04.307452296|284.2125489341775 -48.1396285979329|  17.315 20.559   |10.597   |~                |    ~     ~    |    1|  831.604   pc  | -32.2200    +32.2200    |ST-L    |2020AJ....160...83S
2107|TYC 8862-1088-1                                                                                          |Star                              |02 47 33.7876324824 -64 38 16.508913252|284.7642889978313 -48.1894062266307| -1.884 -42.412   |10.767   |~                |    ~     ~    |    1|  248.050   pc  |  -3.1360     +3.1360    |ST-L    |2020AJ....160...83S
2108|TYC 8862-1227-1                                                                                          |Star                              |02 58 47.7575673384 -64 29 48.605855136|283.2921602211083 -47.4839436761052|    4.753 1.666   |10.796   |~                |    ~     ~    |    1|  584.558   pc  | -16.4600    +16.4600    |ST-L    |2020AJ....160...83S
2109|TYC 8862-1264-1                                                                                          |Star                              |02 46 02.9328301152 -64 36 40.582201032|284.9247212012006 -48.3143761942215|-12.675 -10.090   |10.797   |~                |    ~     ~    |    1|  223.415   pc  |  -2.3530     +2.3530    |ST-L    |2020AJ....160...83S
2110|TYC 8862-1269-1                                                                                          |High Proper Motion Star           |02 55 12.1873721328 -64 08 30.022838628|283.3473746574944 -48.0095515983880| 22.254 -45.042   |10.922   |~                |    ~     ~    |    1| 1178.540   pc  | -68.9800    +68.9800    |ST-L    |2020AJ....160...83S
2111|TYC 8862-1424-1                                                                                          |Star                              |02 59 46.7966902920 -63 32 11.014302012|282.1752991021709 -48.0930559203470|   25.693 9.892   |10.79    |~                |    ~     ~    |    1|  926.698   pc  |  -9.1030     +9.1030    |paral   |2020yCat.1350....0G
2112|TYC 8865-218-1                                                                                           |Star                              |02 57 31.3134425160 -66 17 47.863322736|285.2343490836427 -46.2615030429803|  43.516 -0.094   |10.69    |~                |    ~     ~    |    1|  204.968   pc  |  -0.4537     +0.4537    |paral   |2020yCat.1350....0G
2113|TYC 8865-896-1                                                                                           |Star                              |02 57 31.2564927048 -65 06 11.722708404|284.0537624001618 -47.1382244144887|  -8.073 -1.724   |10.381   |~                |    ~     ~    |    1|  760.168   pc  | -22.5000    +22.5000    |ST-L    |2020AJ....160...83S
2114|CPD-64 205B                                                                                              |High Proper Motion Star           |02 53 36.3773714352 -64 20 31.736682024|283.7411574833413 -47.9804694835284|  91.394 31.999   |10.38    |~                |    ~     ~    |    1|   62.580   pc  |  -0.2694     +0.2694    |ST-L    |2020AJ....160...83S
2115|HD 17557                                                                                                 |Star                              |02 45 58.0707477144 -64 23 48.048696744|284.7271033652663 -48.4844094332711|  39.311 -8.695   |9.22     |F5IV/V           |    ~     ~    |    1|  164.482   pc  |  -0.3436     +0.3436    |paral   |2020yCat.1350....0G
2116|CD-64 88                                                                                                 |Double or Multiple Star           |02 50 07.14972 -64 01 09.9533          |283.83959939 -48.47443594          |   35.46 -17.30   |9.152    |~                |0.0050  0.0    |    0|                |                         |        |                   
2117|CD-64 86                                                                                                 |Star                              |02 46 46.1900041632 -64 18 33.166458324|284.5419060876077 -48.4951887264340|   23.455 5.726   |9.55     |~                |    ~     ~    |    1|  322.810   pc  |  -1.1254     +1.1254    |paral   |2020yCat.1350....0G
2118|TYC 8862-1071-1                                                                                          |Star                              |02 53 25.5875023296 -63 44 39.851321352|283.1545705137803 -48.4330924717757|  28.344 10.535   |10.089   |~                |    ~     ~    |    1|  570.646   pc  | -16.5900    +16.5900    |ST-L    |2020AJ....160...83S
2119|HD 17453                                                                                                 |Star                              |02 45 07.1988986424 -62 17 44.113963740|282.7357664622511 -50.1393711791893|  30.927 -5.118   |10.06    |F6V              |    ~     ~    |    1|  255.369   pc  |  -1.1021     +1.1021    |paral   |2020yCat.1350....0G
2120|CD-62 108                                                                                                |High Proper Motion Star           |02 46 39.0290259984 -62 15 39.753844704|282.4926252849127 -50.0469489116634|-48.152 -66.359   |9.88     |~                |    ~     ~    |    1|  222.722   pc  |  -0.5407     +0.5407    |paral   |2020yCat.1350....0G
2121|CPD-62 231                                                                                               |High Proper Motion Star           |02 47 35.8510733760 -62 08 20.577897096|282.2376358553071 -50.0634484204182| 65.629 -14.955   |10.09    |~                |    ~     ~    |    1|  292.714   pc  |  -1.3880     +1.3880    |paral   |2020yCat.1350....0G
2122|HD 17938                                                                                                 |Star                              |02 49 59.5023990840 -62 12 21.766934628|281.9888820551674 -49.8248464180209|   4.197 18.459   |10.11    |F0IV/V           |    ~     ~    |    1|  392.958   pc  |  -2.1155     +2.1155    |paral   |2020yCat.1350....0G
2123|HD 17957                                                                                                 |Star                              |02 50 12.8405289480 -62 12 22.555187820|281.9597666038947 -49.8069951526487|   20.898 6.963   |9.69     |F0IV             |    ~     ~    |    1|  366.824   pc  |  -1.8704     +1.8704    |paral   |2020yCat.1350....0G
2124|CD-62 111                                                                                                |High Proper Motion Star           |02 50 22.5544989960 -62 26 34.332061524|282.1881606378934 -49.6211837326777|  98.126 -7.138   |9.773    |~                |    ~     ~    |    1|  156.106   pc  |  -1.1800     +1.1800    |ST-L    |2020AJ....160...83S
2125|HD 18119                                                                                                 |Star                              |02 51 38.4579245064 -62 23 34.775109888|281.9707800922601 -49.5573644134365|   -2.487 9.022   |8.94     |K2II/III         |    ~     ~    |    1|  682.734   pc  | -13.5176    +13.5176    |paral   |2020yCat.1350....0G
2126|CPD-62 240                                                                                               |Star                              |02 52 29.8220801568 -62 26 27.924699012|281.9111084573441 -49.4542526394237|   13.084 0.072   |9.86     |~                |    ~     ~    |    1|  229.326   pc  |  -0.6101     +0.6101    |paral   |2020yCat.1350....0G
2127|HD 17538                                                                                                 |Star                              |02 45 49.3589136216 -62 43 27.176192328|283.0808944044578 -49.7638924876153|-12.184 -22.080   |7.17     |K3/4III          |    ~     ~    |    1|  410.981   pc  |  -2.5505     +2.5505    |paral   |2020yCat.1350....0G
2128|CD-63 78                                                                                                 |Star                              |02 45 58.6600985136 -63 04 14.207777868|283.4122691239810 -49.4914415011329|  12.625 15.697   |9.05     |~                |    ~     ~    |    1|  777.061   pc  | -10.6877    +10.6877    |paral   |2020yCat.1350....0G
2129|V* WZ Hor                                                                                                |Eclipsing Binary                  |02 48 01.1269652736 -62 57 50.825510676|283.0367899739631 -49.4181650115000|-74.811 -95.295   |8.06     |F3/5V            |    ~     ~    |    1|   96.677   pc  |  -0.1523     +0.1523    |paral   |2020yCat.1350....0G
2130|CD-63 80                                                                                                 |High Proper Motion Star           |02 48 08.8608182688 -63 04 16.950000576|283.1297505945133 -49.3284209482644|  19.414 47.628   |9.30     |~                |    ~     ~    |    1|  152.483   pc  |  -0.3255     +0.3255    |paral   |2020yCat.1350....0G
2131|CD-63 81                                                                                                 |High Proper Motion Star           |02 48 09.2632773288 -63 14 54.320442900|283.3092606845813 -49.1956706837222|-17.280 -51.184   |9.19     |~                |    ~     ~    |    1|  508.699   pc  |  -3.2864     +3.2864    |paral   |2020yCat.1350....0G
2132|* nu. Hor                                                                                                |High Proper Motion Star           |02 49 01.4872939344 -62 48 23.479025760|282.7436164800222 -49.4585645141258|  94.372 28.564   |5.253    |A2V              |    ~     ~    |    1|   51.918   pc  |  -0.1712     +0.1712    |paral   |2020yCat.1350....0G
2133|CPD-63 190                                                                                               |High Proper Motion Star           |02 49 44.3254120488 -62 32 49.997320008|282.3808711628960 -49.5946146098417|  69.598 10.318   |10.07    |~                |    ~     ~    |    1|   98.958   pc  |  -0.1234     +0.1234    |paral   |2020yCat.1350....0G
2134|CPD-63 192                                                                                               |Star                              |02 51 04.3581487104 -62 42 57.869692236|282.3843854190511 -49.3665649707366|   24.499 3.296   |10.06    |~                |    ~     ~    |    1|  469.859   pc  |  -2.6271     +2.6271    |paral   |2020yCat.1350....0G
2135|CD-63 84                                                                                                 |Star                              |02 51 20.4547762008 -62 51 20.109448152|282.4957200070139 -49.2435435605506|  -6.995 -0.347   |9.37     |~                |    ~     ~    |    1|  270.297   pc  |  -7.3350     +7.3350    |ST-L    |2020AJ....160...83S
2136|CD-63 85                                                                                                 |Star                              |02 51 46.3100897136 -63 08 17.336833764|282.7348113514588 -49.0032269581135|-31.727 -29.066   |9.707    |~                |    ~     ~    |    1|  193.671   pc  |  -1.8780     +1.8780    |ST-L    |2020AJ....160...83S
2137|HD 18185                                                                                                 |High Proper Motion Star           |02 52 19.0244031960 -62 54 34.528544532|282.4278049118914 -49.1281320460189|   61.062 5.520   |6.019    |K1III            |    ~     ~    |    1|  194.746   pc  |  -0.9899     +0.9899    |paral   |2020yCat.1350....0G
2138|HD 18408                                                                                                 |Double or Multiple Star           |02 54 23.08576 -63 00 20.9123          |282.26881117 -48.89658118          |    -2.84 -9.95   |8.4      |F3V              |    ~     ~    |    0|                |                         |        |                   
2139|CPD-63 199                                                                                               |Star                              |02 55 49.6994671152 -63 13 31.261823724|282.3215175636972 -48.6252466402319| -1.205 -28.540   |10.17    |~                |    ~     ~    |    1|  222.018   pc  |  -2.6040     +2.6040    |ST-L    |2020AJ....160...83S
2140|HD 18675                                                                                                 |Star                              |02 57 01.2526975080 -63 02 05.769559176|281.9742439677540 -48.6673100681705|   -2.302 6.475   |7.30     |G8/K0III+A       |    ~     ~    |    1|  448.511   pc  | -16.0326    +16.0326    |paral   |2020yCat.1350....0G
2141|* gam Hor                                                                                                |Star                              |02 45 27.4775218536 -63 42 16.392445812|284.1136612166815 -49.0489177536715|  19.119 -8.749   |5.743    |G8III/IV         |    ~     ~    |    1|   56.378   pc  |  -0.1033     +0.1033    |paral   |2020yCat.1350....0G
2142|HD 18120                                                                                                 |Star                              |02 51 35.9349988512 -63 32 26.427053004|283.1711377298570 -48.7203729275510|-13.236 -24.637   |6.57     |K2/3IIICNII      |    ~     ~    |    1|  229.368   pc  |  -1.1101     +1.1101    |paral   |2020yCat.1350....0G
2143|CPD-62 224                                                                                               |Star                              |02 45 16.6078583784 -61 42 33.467814468|282.1038107049312 -50.5653843596895|   8.254 -7.925   |10.164   |~                |    ~     ~    |    1|  271.332   pc  |  -3.6020     +3.6020    |ST-L    |2020AJ....160...83S
2144|CPD-63 182                                                                                               |Star                              |02 45 34.1025782304 -62 37 34.288380012|283.0147194109500 -49.8568258771099|  37.263 15.450   |10.14    |~                |    ~     ~    |    1|  204.792   pc  |  -0.9604     +0.9604    |paral   |2020yCat.1350....0G
2145|CPD-62 226                                                                                               |Star                              |02 45 44.5707603264 -61 44 06.503296308|282.0664095118212 -50.5092636944311| 10.674 -11.895   |10.72    |~                |    ~     ~    |    1|  374.981   pc  |  -1.4764     +1.4764    |paral   |2020yCat.1350....0G
2146|CPD-62 229                                                                                               |High Proper Motion Star           |02 47 00.1748737464 -61 55 21.446824332|282.0908070222737 -50.2704619623645|  36.149 37.453   |10.77    |~                |    ~     ~    |    1|  506.997   pc  |  -2.7761     +2.7761    |paral   |2020yCat.1350....0G
2147|CPD-62 230                                                                                               |Star                              |02 47 06.9978066120 -62 11 36.403106064|282.3593294959062 -50.0608546971887|  27.133 19.825   |10.86    |~                |    ~     ~    |    1|  389.621   pc  |  -3.0816     +3.0816    |paral   |2020yCat.1350....0G
2148|CPD-64 199                                                                                               |Star                              |02 47 44.1780889560 -63 47 42.011404764|283.9128722881915 -48.8160093457493|   -4.185 0.437   |10.517   |~                |    ~     ~    |    1|  363.604   pc  |  -6.7310     +6.7310    |ST-L    |2020AJ....160...83S
2149|CPD-63 189                                                                                               |Star                              |02 49 35.4553732176 -63 08 44.886132348|283.0200063465023 -49.1639847722455|   7.817 -6.389   |10.30    |~                |    ~     ~    |    1|  785.299   pc  |  -6.7220     +6.7220    |paral   |2020yCat.1350....0G
