C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:48:36

dec >=0&rah >=22.5&rah< 22.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5857

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
5669|TYC 4273-228-1                                                                                           |High Proper Motion Star             |22 44 05.1332698200 +65 21 43.809765912|110.1638494309389 +05.6974291932883| -24.214 46.837   |10.28    |~                    |    ~     ~          |    1|   66.366   pc  |  -0.0454     +0.0454  |paral   |2020yCat.1350....0G
5670|TYC 4273-384-1                                                                                           |Star                                |22 38 10.3189854792 +65 20 54.901039452|109.6142271491224 +05.9824729124883|    4.408 1.194   |10.96    |~                    |    ~     ~          |    1|  913.743   pc  | -12.3569    +12.3569  |paral   |2020yCat.1350....0G
5671|TYC 4273-751-1                                                                                           |Star                                |22 36 35.7147494064 +64 02 21.177492756|108.8177334631523 +04.9269326350230|  -5.390 -2.133   |10.88    |~                    |    ~     ~          |    1|  676.224   pc  |  -4.4356     +4.4356  |paral   |2020yCat.1350....0G
5672|TYC 4273-822-1                                                                                           |Star                                |22 39 27.4869200238 +65 08 40.923679846|109.6319712348920 +05.7387897790071|      13.6 -2.0   |10.91    |~                    |    ~     ~          |    0|                |                       |        |                   
5673|TYC 4273-1199-1                                                                                          |Star                                |22 35 36.6983600832 +64 04 24.278199636|108.7411269918980 +05.0101068113791|  -4.708 -5.602   |10.78    |~                    |    ~     ~          |    1|  818.398   pc  |  -7.0326     +7.0326  |paral   |2020yCat.1350....0G
5674|TYC 4273-1282-1                                                                                          |Star                                |22 37 09.0558035712 +64 19 21.171007848|109.0112901372174 +05.1431775946369|  -0.090 -2.348   |10.82    |~                    |    ~     ~          |    1|  329.968   pc  |  -1.1541     +1.1541  |paral   |2020yCat.1350....0G
5675|TYC 4276-70-1                                                                                            |Star                                |22 33 30.5106440016 +66 29 57.516327744|109.7783607052482 +07.2168429517019|  -2.867 -5.601   |10.80    |~                    |    ~     ~          |    1|  725.426   pc  |  -7.3148     +7.3148  |paral   |2020yCat.1350....0G
5676|TYC 4276-388-1                                                                                           |Spectroscopic Binary                |22 32 39.1718776392 +66 24 30.974011524|109.6576731916928 +07.1822976945316|    2.629 0.397   |10.98    |~                    |    ~     ~          |    1|  803.859   pc  | -11.6314    +11.6314  |paral   |2020yCat.1350....0G
5677|TYC 4277-73-1                                                                                            |Star                                |22 41 32.7542953344 +66 00 52.169848452|110.2451824875213 +06.3954958643445|  38.721 19.585   |10.78    |~                    |    ~     ~          |    1|  155.130   pc  |  -0.2527     +0.2527  |paral   |2020yCat.1350....0G
5678|TYC 4277-311-1                                                                                           |Star                                |22 39 54.2266202712 +66 14 07.427535000|110.2063416361265 +06.6692081923709|    3.577 3.250   |10.94    |~                    |    ~     ~          |    1|  734.916   pc  |  -5.7791     +5.7791  |paral   |2020yCat.1350....0G
5679|TYC 4277-680-1                                                                                           |Star                                |22 34 33.7339341192 +66 59 08.989897200|110.1172519978308 +07.5836934565098|  -4.037 -1.330   |10.97    |~                    |    ~     ~          |    1|  842.673   pc  |  -8.5212     +8.5212  |paral   |2020yCat.1350....0G
5680|TYC 4277-724-1                                                                                           |High Proper Motion Star             |22 39 31.5415071168 +66 28 01.071351876|110.2866187190432 +06.8899038086346| 114.068 76.144   |10.95    |~                    |    ~     ~          |    1|   95.459   pc  |  -0.0920     +0.0920  |paral   |2020yCat.1350....0G
5681|TYC 4277-781-1                                                                                           |Star                                |22 38 57.9881931816 +65 56 52.289919492|109.9816738731896 +06.4645591541939|  11.193 13.633   |10.03    |~                    |    ~     ~          |    1|  379.535   pc  |  -1.5845     +1.5845  |paral   |2020yCat.1350....0G
5682|TYC 4277-892-1                                                                                           |Star                                |22 40 08.2733795304 +66 51 51.295894272|110.5349647513484 +07.2073356973787|   -1.456 1.557   |10.92    |~                    |    ~     ~          |    1|  925.497   pc  | -25.4394    +25.4394  |paral   |2020yCat.1350....0G
5683|TYC 4277-901-1                                                                                           |Star                                |22 35 33.2705487720 +66 22 24.534581664|109.8923152126758 +07.0050460520329|   9.645 -1.091   |10.96    |~                    |    ~     ~          |    1|  351.087   pc  |  -1.2203     +1.2203  |paral   |2020yCat.1350....0G
5684|TYC 4476-295-1                                                                                           |Star                                |22 42 47.1520030944 +67 33 44.381886192|111.1009567008625 +07.6952690582657|   0.114 -0.896   |10.65    |~                    |    ~     ~          |    1|  715.103   pc  |  -6.6478     +6.6478  |paral   |2020yCat.1350....0G
5685|TYC 4476-627-1                                                                                           |Star                                |22 36 08.4770478216 +69 12 35.753312160|111.3782494410770 +09.4311476238397|    9.278 5.432   |10.79    |~                    |    ~     ~          |    1|  507.924   pc  |  -3.5860     +3.5860  |paral   |2020yCat.1350....0G
5686|TYC 4476-638-1                                                                                           |Star                                |22 40 32.4254563464 +68 28 58.675132596|111.3636327193293 +08.6030565458921|    6.810 1.792   |10.87    |~                    |    ~     ~          |    1|  613.987   pc  |  -4.1468     +4.1468  |paral   |2020yCat.1350....0G
5687|TYC 4476-744-1                                                                                           |Star                                |22 30 59.7814185240 +69 11 55.179113856|110.9743045915029 +09.6546896192619|   5.369 -0.142   |10.56    |~                    |    ~     ~          |    1|  568.569   pc  | -29.9349    +29.9349  |paral   |2020yCat.1350....0G
5688|TYC 4476-1016-1                                                                                          |Star                                |22 37 19.1216499000 +68 09 55.028118348|110.9437182601692 +08.4727724186660|   -1.636 1.918   |10.94    |~                    |    ~     ~          |    1|  793.210   pc  |  -6.4177     +6.4177  |paral   |2020yCat.1350....0G
5689|BD+67 1462                                                                                               |Star                                |22 43 07.3280064936 +68 30 12.953038356|111.5833115927383 +08.5070175059859|  30.452 11.904   |10.56    |~                    |    ~     ~          |    1|  187.038   pc  |  -0.4758     +0.4758  |paral   |2020yCat.1350....0G
5690|TYC 4480-224-1                                                                                           |Star                                |22 38 15.7236986616 +69 42 16.342035732|111.7920669214034 +09.7669503009702|  -3.999 -3.746   |10.81    |~                    |    ~     ~          |    1| 1592.864   pc  | -34.2524    +34.2524  |paral   |2020yCat.1350....0G
5691|TYC 4480-278-1                                                                                           |Star                                |22 32 31.7755464384 +69 43 35.709037104|111.3681726220936 +10.0370366393582|   -6.245 2.444   |10.38    |~                    |    ~     ~          |    1|  714.592   pc  |  -5.5660     +5.5660  |paral   |2020yCat.1350....0G
5692|TYC 4480-461-1                                                                                           |Star                                |22 30 36.0452999448 +70 46 51.067987968|111.7828611481331 +11.0228269064448| -20.658 -0.336   |10.87    |~                    |    ~     ~          |    1|  255.709   pc  |  -0.7454     +0.7454  |paral   |2020yCat.1350....0G
5693|TYC 4480-545-1                                                                                           |Star                                |22 39 38.9271431040 +70 35 26.252869632|112.3406845355055 +10.4792173060265|   4.150 -5.804   |10.91    |~                    |    ~     ~          |    1|  267.501   pc  |  -0.7513     +0.7513  |paral   |2020yCat.1350....0G
5694|TYC 4480-713-1                                                                                           |Star                                |22 38 59.4992256672 +70 22 02.013126636|112.1801131962014 +10.3119530431507|   -3.579 8.126   |10.83    |~                    |    ~     ~          |    1|  344.947   pc  |  -1.0709     +1.0709  |paral   |2020yCat.1350....0G
5695|TYC 4480-1024-1                                                                                          |Star                                |22 42 00.5610673488 +70 08 06.084924180|112.2906930575569 +09.9847678016041|    5.639 0.989   |10.39    |~                    |    ~     ~          |    1|  600.565   pc  |  -4.7609     +4.7609  |paral   |2020yCat.1350....0G
5696|TYC 4480-1087-1                                                                                          |Star                                |22 31 23.3612218944 +70 25 52.060579032|111.6541463789710 +10.6902418235693|  -0.920 -0.615   |10.12    |~                    |    ~     ~          |    1|  818.130   pc  |  -9.2368     +9.2368  |paral   |2020yCat.1350....0G
5697|TYC 4480-1178-1                                                                                          |Star                                |22 42 43.6490981136 +70 07 30.679708080|112.3401453792536 +09.9467156079760|   4.327 -6.595   |10.61    |~                    |    ~     ~          |    1|  709.220   pc  |  -5.1808     +5.1808  |paral   |2020yCat.1350....0G
5698|TYC 4480-1338-1                                                                                          |Star                                |22 42 35.6373301824 +70 05 01.477261320|112.3097817342876 +09.9158574591455|  14.038 -1.207   |10.65    |~                    |    ~     ~          |    1|  601.323   pc  |  -3.7244     +3.7244  |paral   |2020yCat.1350....0G
5699|TYC 4480-1362-1                                                                                          |Star                                |22 44 22.1781189264 +70 20 02.433168672|112.5654314616193 +10.0636218367377|    4.692 3.226   |10.89    |~                    |    ~     ~          |    1|  833.125   pc  |  -7.5657     +7.5657  |paral   |2020yCat.1350....0G
5700|HD 215223B                                                                                               |Star                                |22 41 17.2313162430 +72 43 38.100150831|113.5254266521122 +12.2772339658112|   3.472 -2.474   |9.88     |~                    |    ~     ~          |    1|  491.594   pc  |  -3.5766     +3.5766  |paral   |2020yCat.1350....0G
5701|TYC 4484-257-1                                                                                           |Star                                |22 41 12.5046039600 +72 28 56.325402624|113.3974397733075 +12.0665764123198|  -2.264 -3.321   |10.88    |~                    |    ~     ~          |    1| 1077.702   pc  | -11.9629    +11.9629  |paral   |2020yCat.1350....0G
5702|TYC 4484-267-1                                                                                           |Star                                |22 30 13.7036444376 +72 53 09.215585448|112.8873876285285 +12.8295556532100|    5.547 1.690   |10.95    |~                    |    ~     ~          |    1| 1120.699   pc  | -17.9603    +17.9603  |paral   |2020yCat.1350....0G
5703|TYC 4488-49-1                                                                                            |Star                                |22 40 14.9091666192 +74 26 43.570399776|114.3296543860988 +13.8081601210286|  -4.199 -4.056   |10.95    |~                    |    ~     ~          |    1| 2053.810   pc  | -98.2825    +98.2825  |paral   |2020yCat.1350....0G
5704|TYC 4488-174-1                                                                                           |Star                                |22 37 27.1865760192 +73 51 15.698125368|113.8552009666658 +13.3920704592511|    7.253 1.961   |10.32    |~                    |    ~     ~          |    1|  561.419   pc  |  -4.2551     +4.2551  |paral   |2020yCat.1350....0G
5705|TYC 4488-194-1                                                                                           |Star                                |22 43 30.5327841408 +73 14 00.817774836|113.9231429181696 +12.6404947615781|   -5.601 0.104   |10.67    |~                    |    ~     ~          |    1|  778.028   pc  | -13.8015    +13.8015  |paral   |2020yCat.1350....0G
5706|TYC 4488-268-1                                                                                           |Star                                |22 32 55.9951357128 +74 07 16.311838188|113.7206869484481 +13.7809780037067|   25.499 8.642   |10.96    |~                    |    ~     ~          |    1|  244.170   pc  |  -0.7214     +0.7214  |paral   |2020yCat.1350....0G
5707|TYC 4488-271-1                                                                                           |Star                                |22 42 42.4661289336 +74 58 55.048528596|114.7474581100710 +14.1951756712083|   1.597 -1.272   |10.97    |~                    |    ~     ~          |    1| 1920.492   pc  | -56.0620    +56.0620  |paral   |2020yCat.1350....0G
5708|TYC 4488-296-1                                                                                           |High Proper Motion Star             |22 32 50.2832168712 +73 18 26.089026660|113.2795783092698 +13.0892481345867|  62.132 21.052   |10.31    |~                    |    ~     ~          |    1|   88.298   pc  |  -0.0780     +0.0780  |paral   |2020yCat.1350....0G
5709|TYC 4488-502-1                                                                                           |Star                                |22 36 57.0128449224 +73 15 09.010939392|113.5114121084943 +12.8906540036014|-10.908 -17.772   |10.55    |~                    |    ~     ~          |    1|  663.746   pc  | -63.9692    +63.9692  |paral   |2020yCat.1350....0G
5710|TYC 4600-475-1                                                                                           |Star                                |22 31 31.8144158256 +76 07 24.040456104|114.7281413080503 +15.5321983304785| -4.917 -12.022   |10.68    |~                    |    ~     ~          |    1|  868.961   pc  |  -7.1734     +7.1734  |paral   |2020yCat.1350....0G
5711|TYC 4600-877-1                                                                                           |Star                                |22 38 19.7885286360 +76 33 04.909323096|115.3150007517736 +15.6900220573686|    5.169 0.478   |10.99    |~                    |    ~     ~          |    1| 2108.370   pc  | -48.8975    +48.8975  |paral   |2020yCat.1350....0G
5712|TYC 4600-1059-1                                                                                          |Star                                |22 30 15.8061362472 +76 33 42.887689812|114.9048377556681 +15.9433044509959|    8.257 2.507   |10.93    |~                    |    ~     ~          |    1| 1502.178   pc  | -37.6842    +37.6842  |paral   |2020yCat.1350....0G
5713|TYC 4600-1146-1                                                                                          |Star                                |22 30 39.0912334536 +76 39 11.850485976|114.9753751315786 +16.0085456554825|   1.035 -2.770   |10.68    |~                    |    ~     ~          |    1| 1331.026   pc  | -36.8499    +36.8499  |paral   |2020yCat.1350....0G
5714|TYC 4600-1418-1                                                                                          |Star                                |22 32 27.9063037944 +76 03 08.288794152|114.7387530777043 +15.4421979008197|    4.635 1.175   |10.56    |~                    |    ~     ~          |    1| 1438.021   pc  | -23.9877    +23.9877  |paral   |2020yCat.1350....0G
5715|TYC 4600-2470-1                                                                                          |Star                                |22 32 20.436 +75 00 04.23              |114.160265 +14.551862              |       27.0 9.2   |10.27    |~                    |    ~     ~          |    0|                |                       |        |                   
5716|TYC 4600-2470-2                                                                                          |Star                                |22 32 20.139 +75 00 05.32              |114.160148 +14.552288              |       27.0 9.2   |10.37    |~                    |    ~     ~          |    0|                |                       |        |                   
5717|TYC 4601-1132-1                                                                                          |Star                                |22 40 24.6112871328 +76 51 19.282628628|115.5815769870635 +15.8923036579357| 12.108 -10.781   |10.81    |~                    |    ~     ~          |    1|  609.979   pc  |  -3.9812     +3.9812  |paral   |2020yCat.1350....0G
5718|TYC 4601-3492-1                                                                                          |Star                                |22 44 50.1138305736 +75 10 37.364686392|114.9686920803549 +14.2992526347986|    1.435 1.996   |10.99    |~                    |    ~     ~          |    1|  871.232   pc  |  -8.3495     +8.3495  |paral   |2020yCat.1350....0G
5719|TYC 4604-1805-1                                                                                          |Star                                |22 31 33.0056478000 +77 34 11.702351136|115.5289893445055 +16.7572841101779|  10.993 11.384   |10.95    |~                    |    ~     ~          |    1|  335.931   pc  |  -1.2075     +1.2075  |paral   |2020yCat.1350....0G
5720|TYC 4604-2066-1                                                                                          |Star                                |22 31 23.6734164000 +77 22 31.742554980|115.4134001036972 +16.5972374313524|  -8.456 -7.737   |10.83    |~                    |    ~     ~          |    1| 1266.464   pc  | -23.5778    +23.5778  |paral   |2020yCat.1350....0G
5721|TYC 4605-1525-2                                                                                          |Star                                |22 43 50.005 +78 31 05.91              |116.608370 +17.245100              |       16.8 1.6   |9.51     |~                    |    ~     ~          |    0|                |                       |        |                   
5722|TYC 4605-3264-1                                                                                          |Star                                |22 42 54.0240989352 +77 06 27.331243236|115.8384776168921 +16.0415832011707|   8.505 -9.688   |10.85    |~                    |    ~     ~          |    1|  695.797   pc  |  -5.5675     +5.5675  |paral   |2020yCat.1350....0G
5723|TYC 4609-2087-1                                                                                          |Star                                |22 41 36.5043265032 +79 07 39.629073792|116.8279240588023 +17.8274381685360|    4.531 1.895   |10.81    |~                    |    ~     ~          |    1| 1150.219   pc  | -16.2729    +16.2729  |paral   |2020yCat.1350....0G
5724|TYC 4612-77-1                                                                                            |Spectroscopic Binary                |22 38 48.2555520096 +82 18 37.800215064|118.4470872277322 +20.6213573641604|   -4.243 0.541   |10.94    |~                    |    ~     ~          |    1|  877.886   pc  | -14.1806    +14.1806  |paral   |2020yCat.1350....0G
5725|TYC 4612-649-1                                                                                           |Star                                |22 32 35.6971339728 +80 38 11.895176940|117.2978996646792 +19.3222087584236|  19.043 -4.072   |9.80     |~                    |    ~     ~          |    1|  369.263   pc  |  -1.6226     +1.6226  |paral   |2020yCat.1350....0G
5726|TYC 4613-396-1                                                                                           |Star                                |22 41 27.6939896952 +81 51 39.298524876|118.2838371339566 +20.1888354641532|    1.229 1.744   |10.86    |~                    |    ~     ~          |    1|  834.168   pc  |  -7.1671     +7.1671  |paral   |2020yCat.1350....0G
5727|TYC 4650-144-1                                                                                           |Star                                |22 44 53.9928685512 +83 03 01.417853268|119.0299332840863 +21.1585030118692|   3.533 -1.346   |10.90    |~                    |    ~     ~          |    1|  642.137   pc  |  -4.5357     +4.5357  |paral   |2020yCat.1350....0G
5728|TYC 4650-1263-1                                                                                          |Star                                |22 35 20.5234321488 +82 57 58.902054984|118.7163788696374 +21.2371218346508|    1.239 0.427   |10.74    |~                    |    ~     ~          |    1| 1416.832   pc  | -22.2823    +22.2823  |paral   |2020yCat.1350....0G
5729|TYC 4650-1599-1                                                                                          |Star                                |22 42 23.4186770280 +83 37 48.351879588|119.2775673108527 +21.6953478968389|  -3.387 -3.509   |10.58    |~                    |    ~     ~          |    1| 1465.846   pc  | -33.7347    +33.7347  |paral   |2020yCat.1350....0G
5730|TYC 4654-483-1                                                                                           |Star                                |22 37 23.0816594448 +84 36 47.597031216|119.7133664938510 +22.6008427545784|   -6.800 3.286   |10.74    |~                    |    ~     ~          |    1| 1139.471   pc  | -14.9315    +14.9315  |paral   |2020yCat.1350....0G
5731|TYC 4654-1560-1                                                                                          |Star                                |22 38 16.2402212616 +85 22 41.373312060|120.1729191173180 +23.2382945494486|   4.634 -3.136   |10.93    |~                    |    ~     ~          |    1| 1243.472   pc  | -18.2454    +18.2454  |paral   |2020yCat.1350....0G
5732|HD 214606A                                                                                               |Star                                |22 37 19.150967 +69 12 31.06780        |111.469330250 +09.377733954        |      15.7 -0.5   |7.44     |~                    |    ~     ~          |    0|                |                       |        |                   
5733|HD 214606B                                                                                               |Star                                |22 37 19.154802 +69 12 31.45481        |111.469389524 +09.377824336        |      15.7 -0.5   |9.43     |~                    |    ~     ~          |    0|                |                       |        |                   
5734|HD 214019B                                                                                               |Star                                |22 33 18.2205564192 +70 22 31.947010608|111.7647885603405 +10.5597462832685|  41.939 13.430   |9.20     |~                    |    ~     ~          |    1|  131.886   pc  |  -0.2244     +0.2244  |paral   |2020yCat.1350....0G
5735|HD 214893B                                                                                               |High Proper Motion Star             |22 41 17.9333419728 +13 10 27.344525952|080.7138554879007 -38.8030949312546| 94.769 -72.569   |10.04    |~                    |    ~     ~          |    1|   64.399   pc  |  -0.0730     +0.0730  |paral   |2020yCat.1350....0G
5736|HD 215178B                                                                                               |Star                                |22 42 23.4534237960 +54 14 51.566707932|104.7133478339057 -03.9951394903020|  10.736 -0.238   |10.49    |~                    |    ~     ~          |    1|  230.293   pc  |  -0.9493     +0.9493  |paral   |2020yCat.1350....0G
5737|TYC 568-2247-1                                                                                           |Star                                |22 42 58.3204263840 +01 13 05.360299896|070.2405258039285 -48.0671175721236|-12.909 -25.486   |9.52     |~                    |    ~     ~          |    1|  146.787   pc  |  -1.9564     +1.9564  |paral   |2020yCat.1350....0G
5738|TYC 3222-1936-1                                                                                          |Star                                |22 44 06.722 +41 49 03.23              |098.914429 -15.040099              |            ~ ~   |10.79    |~                    |    ~     ~          |    0|                |                       |        |                   
5739|HD 214422B                                                                                               |Star                                |22 37 35.3241478616 +27 26 23.861051799|089.7290728147963 -26.6675674999575|  32.971 28.354   |10.90    |~                    |    ~     ~          |    1|  136.029   pc  |  -0.3034     +0.3034  |paral   |2020yCat.1350....0G
5740|HD 213315B                                                                                               |Star                                |22 30 14.559084 +22 28 00.28303        |084.954037825 -29.800434605        |     22.0 -22.2   |9.06     |~                    |    ~     ~          |    0|                |                       |        |                   
5741|TYC 3987-2229-2                                                                                          |Star                                |22 30 38.7654226536 +54 28 33.799725192|103.3375282317047 -02.9498004153588|    6.189 1.465   |10.81    |~                    |    ~     ~          |    1|  869.112   pc  | -17.5998    +17.5998  |paral   |2020yCat.1350....0G
5742|TYC 3205-2479-2                                                                                          |Star                                |22 30 43.751 +39 22 57.67              |095.359925 -15.839698              |       7.9 -1.0   |10.91    |~                    |    ~     ~          |    0|                |                       |        |                   
5743|BD+12 4833B                                                                                              |Star                                |22 31 21.684673 +13 31 30.36745        |078.605937293 -37.014014147        |     28.3 -28.9   |10.85    |~                    |    ~     ~          |    0|                |                       |        |                   
5744|TYC 3632-437-2                                                                                           |Star                                |22 31 54.677057 +51 47 46.93009        |102.124238524 -05.348244220        |     -11.1 -9.5   |10.87    |~                    |    ~     ~          |    0|                |                       |        |                   
5745|TYC 4268-271-2                                                                                           |Star                                |22 31 59.014 +63 10 31.32              |107.937337 +04.438170              |      33.7 20.5   |10.62    |~                    |    ~     ~          |    0|                |                       |        |                   
5746|TYC 2743-1952-2                                                                                          |Star                                |22 32 33.569 +34 59 41.98              |093.214867 -19.740331              |     31.1 -10.0   |10.81    |~                    |    ~     ~          |    0|                |                       |        |                   
5747|TYC 4480-417-2                                                                                           |Star                                |22 32 31.054 +70 35 33.89              |111.821267 +10.779765              |      12.1 -3.6   |10.40    |~                    |    ~     ~          |    0|                |                       |        |                   
5748|HD 213662B                                                                                               |Star                                |22 32 45.4482413472 +26 24 33.306067476|088.0834473342177 -26.9210650081880|  13.271 -8.963   |9.55     |~                    |    ~     ~          |    1|  290.402   pc  |  -4.7733     +4.7733  |paral   |2020yCat.1350....0G
5749|HD 213973A                                                                                               |High Proper Motion Star             |22 33 02.931789 +69 54 48.68275        |111.504815992 +10.174348095        |     117.0 65.8   |6.24     |~                    |    ~     ~          |    0|                |                       |        |                   
5750|TYC 1708-1425-2                                                                                          |Star                                |22 33 41.892 +22 17 22.03              |085.580341 -30.413630              |     20.7 -25.0   |10.89    |~                    |    ~     ~          |    0|                |                       |        |                   
5751|TYC 4272-900-2                                                                                           |Star                                |22 33 58.330962 +64 39 45.17080        |108.884081043 +05.608649943        |       23.3 8.4   |10.77    |~                    |    ~     ~          |    0|                |                       |        |                   
5752|TYC 3628-1118-2                                                                                          |Star                                |22 34 19.8671811576 +50 23 21.761818728|101.7346673167491 -06.7531902417485|  13.703 -2.007   |9.20     |~                    |    ~     ~          |    1|  213.561   pc  |  -0.6248     +0.6248  |paral   |2020yCat.1350....0G
5753|TYC 3628-1850-2                                                                                          |Star                                |22 34 42.5763652776 +50 00 04.404461652|101.5901635556316 -07.1189177027404|  2.100 -11.054   |10.09    |~                    |    ~     ~          |    1|  450.167   pc  |  -4.6812     +4.6812  |paral   |2020yCat.1350....0G
5754|TYC 1157-764-2                                                                                           |Star                                |22 35 12.079 +14 36 37.51              |080.365349 -36.759477              |      -0.1 -2.2   |9.29     |~                    |    ~     ~          |    0|                |                       |        |                   
5755|TYC 570-76-2                                                                                             |Star                                |22 35 29.806 +02 33 41.21              |069.714623 -45.794668              |     18.1 -25.4   |9.59     |~                    |    ~     ~          |    0|                |                       |        |                   
5756|HD 214224A                                                                                               |High Proper Motion Star             |22 36 02.3235893448 +45 14 53.577273300|099.3560508694826 -11.3356184566821|  45.956 83.082   |10.68    |~                    |    ~     ~          |    1|  162.256   pc  |  -3.4541     +3.4541  |paral   |2020yCat.1350....0G
5757|TYC 3983-2802-2                                                                                          |Star                                |22 37 15.442 +54 19 50.66              |104.096966 -03.559519              |      -3.3 -5.7   |10.40    |~                    |    ~     ~          |    0|                |                       |        |                   
5758|TYC 2232-748-2                                                                                           |Star                                |22 38 02.989558 +28 56 03.58225        |090.731405200 -25.470545805        |       1.3 -7.4   |10.52    |~                    |    ~     ~          |    0|                |                       |        |                   
5759|TYC 2228-1372-2                                                                                          |Star                                |22 38 25.658748 +26 47 40.70972        |089.506433467 -27.309381089        |       22.4 0.8   |10.94    |~                    |    ~     ~          |    0|                |                       |        |                   
5760|HD 214494B                                                                                               |High Proper Motion Star             |22 38 29.283315 +02 17 56.11521        |070.203362724 -46.510579252        |     51.0 -28.9   |9.66     |~                    |    ~     ~          |    0|                |                       |        |                   
5761|TYC 1704-809-2                                                                                           |Star                                |22 38 57.898 +18 49 57.66              |084.373769 -33.938709              |        6.1 7.8   |9.85     |~                    |    ~     ~          |    0|                |                       |        |                   
5762|TYC 1704-491-2                                                                                           |Star                                |22 39 09.385 +20 13 32.69              |085.388751 -32.832153              |      11.0 -5.7   |10.55    |~                    |    ~     ~          |    0|                |                       |        |                   
5763|TYC 1155-1055-2                                                                                          |Star                                |22 39 18.640 +10 32 49.97              |078.083193 -40.546521              |     12.7 -17.6   |10.07    |~                    |    ~     ~          |    0|                |                       |        |                   
5764|HD 214737B                                                                                               |Star                                |22 39 32.8311263971 +41 22 52.311405996|097.9229940305469 -14.9981619621214|   8.746 -6.171   |9.36     |~                    |    ~     ~          |    0|                |                       |        |                   
5765|HD 214699B                                                                                               |High Proper Motion Star             |22 40 00.559564 +01 12 33.05518        |069.456506978 -47.546388439        |      66.0 60.1   |9.30     |~                    |    ~     ~          |    0|                |                       |        |                   
5766|TYC 3624-2261-2                                                                                          |Star                                |22 40 00.377 +48 00 26.79              |101.351675 -09.280774              |        8.2 6.3   |10.90    |~                    |    ~     ~          |    0|                |                       |        |                   
5767|BD+11 4857B                                                                                              |Star                                |22 41 19.681863 +12 11 55.33702        |079.943800933 -39.574819973        |     -1.9 -11.9   |10.61    |~                    |    ~     ~          |    0|                |                       |        |                   
5768|HD 214894B                                                                                               |High Proper Motion Star             |22 41 23.3640846720 +04 43 21.696447756|073.3700163884528 -45.2688034519542|   96.104 8.492   |10.14    |~                    |    ~     ~          |    1|  216.450   pc  |  -1.3634     +1.3634  |paral   |2020yCat.1350....0G
5769|TYC 1709-543-2                                                                                           |High Proper Motion Star             |22 41 51.746 +21 25 53.38              |086.820596 -32.202938              |     63.5 -68.7   |9.45     |~                    |    ~     ~          |    0|                |                       |        |                   
5770|BD+38 4848B                                                                                              |High Proper Motion Star             |22 42 30.0923901144 +39 18 40.306690872|097.3558441973725 -17.0729128457739| 106.771 11.849   |9.82     |~                    |    ~     ~          |    1|   76.309   pc  |  -0.0961     +0.0961  |paral   |2020yCat.1350....0G
5771|TYC 2232-977-2                                                                                           |Star                                |22 42 34.703 +29 43 08.09              |092.118958 -25.333468              |      -2.7 -9.8   |9.64     |~                    |    ~     ~          |    0|                |                       |        |                   
5772|HD 215161A                                                                                               |Star                                |22 42 35.462 +44 00 58.51              |099.765955 -12.983586              |     -0.2 -10.4   |9.69     |~                    |    ~     ~          |    0|                |                       |        |                   
5773|TYC 3621-78-2                                                                                            |Star                                |22 42 33.767 +45 49 58.90              |100.663739 -11.392780              |     13.9 -14.6   |10.86    |~                    |    ~     ~          |    0|                |                       |        |                   
5774|TYC 2220-176-2                                                                                           |High Proper Motion Star             |22 42 49.969 +23 47 51.98              |088.578339 -30.360863              |    -43.2 -50.1   |10.13    |~                    |    ~     ~          |    0|                |                       |        |                   
5775|BD+32 4494B                                                                                              |High Proper Motion Star             |22 42 56.482630 +33 16 22.00665        |094.204781983 -22.333958432        |     47.5 -23.0   |10.23    |~                    |    ~     ~          |    0|                |                       |        |                   
5776|TYC 3629-359-2                                                                                           |Star                                |22 43 00.697 +50 12 00.33              |102.858195 -07.598816              |       2.4 -5.5   |10.94    |~                    |    ~     ~          |    0|                |                       |        |                   
5777|BD+44 4207B                                                                                              |Star                                |22 43 02.949389 +45 40 29.86877        |100.661561749 -11.572161740        |       17.9 1.4   |10.79    |~                    |    ~     ~          |    0|                |                       |        |                   
5778|HD 215242A                                                                                               |Star                                |22 43 04.320297 +47 10 07.50454        |101.397755914 -10.264910538        |      -0.6 -1.6   |7.05     |~                    |    ~     ~          |    0|                |                       |        |                   
5779|TYC 4476-1474-2                                                                                          |High Proper Motion Star             |22 43 25.391 +67 43 57.23              |111.236668 +07.815974              |    -49.2 -10.8   |10.31    |~                    |    ~     ~          |    0|                |                       |        |                   
5780|TYC 4484-414-2                                                                                           |Star                                |22 44 11.256224 +71 38 02.82390        |113.183259987 +11.213323015        |      -7.8 -0.5   |10.79    |~                    |    ~     ~          |    0|                |                       |        |                   
5781|BD+49 3931A                                                                                              |Star                                |22 44 26.022096 +50 35 52.42922        |103.249830403 -07.356276381        |      19.2 -2.0   |10.50    |~                    |    ~     ~          |    0|                |                       |        |                   
